"","CD44","cMet","GLI","Frizzled","TGF","SOSGRB2","SUFU","FUS","SMO","cateninmemb","EGR1","SNAI1","ZEB1","ZEB2","MEK","ERK","TWIST1","cfos","miR200","SNAI2","RKIP","SHH","Patched","TrCP","KLF4","RAS","FOXC2","RAF","PI3K","DELTA","GSK3","SMAD","ILK","Csn","HEY1","LIV1","AKT","Csl","NFB","NOTCHic","IKK","NOTCH","DSH","TGFR","STAT","CDC42","Wnt","Ecadherin","SRC","PAK1","Jagged","TCFLEF","cateninnuc","AXIN2","Destcompl"
"TGF",0.00389937106918239,0.0133333333333333,-0.0151482479784367,0.0142857142857143,0.0358730158730159,0.390789473684211,0.0666666666666667,0.0866666666666667,0.0866666666666667,0.00476722040509461,-0.3,0.0685092180546726,-0.192894621269907,0.192894621269907,0.35171261487051,0.340601503759398,0.012037037037037,0.314285714285714,0.203624775607534,0.0663998284291235,-0.00389610389610389,-0.0756752873563218,-0.0694252873563218,-0.2,0.183803712178998,-0.282142857142857,-0.0397049689440994,-0.275,-0.275,-0.275,0.27785232814587,-0.0684848484848485,-0.0684848484848485,-0.166666666666667,-0.0705996131528046,0,-0.230952380952381,0.0533333333333333,-0.216666666666667,0.0533333333333333,-0.230952380952381,0.0740229885057471,0,-0.135873015873016,0,-0.131111111111111,0.00571428571428572,0.00457835312896108,-0.0333333333333333,-0.12,-0.0692501227295042,0.00267957629923867,0.00842120309349704,-0.00921516754850088,0.0972955738964629
"SOSGRB2",-0.206625258799172,-0.181987577639752,-0.200828157349897,-0.142857142857143,0.165612189229211,0.390555555555556,-0.2,-0.233333333333333,-0.216666666666667,-0.0581855231855232,-0.40952380952381,0.274405828002843,-0.19796992481203,0.19796992481203,0.447334347334347,0.45036465036465,0.196086956521739,0.420634920634921,0.190220962940538,0.18234831205823,0.0395102339181287,0.204661638382569,0.213963963963964,-0.1,0.163684210526316,-0.492974069245256,-0.201746031746032,-0.47758945386064,-0.47758945386064,-0.47758945386064,0.587675285599549,0.237902097902098,0.24,-0.1,0.258049242424242,0,-0.131067251461988,0.463636363636364,-0.111111111111111,0.486713286713287,-0.126900584795322,0.507840047276667,0.1,-0.143626373626374,0.1,-0.112857142857143,0.176190476190476,0.176573964641103,0.142857142857143,-0.0928571428571429,0.301378875041303,0.22346736406233,0.238954935764051,0.229998624862486,0.501282051282051
"ERK",-0.205652610413559,-0.1921666053245,-0.198632770738034,-0.172564102564103,0.21730265845758,0.293571274464478,-0.113333333333333,-0.109333333333333,-0.104415300546448,-0.0466503519508843,-0.334137931034483,0.343527610594465,-0.202456396680688,0.202456396680688,0.230631441376449,0.227010271460015,0.309045568620097,0.332010271460015,0.198382750590531,0.192870590810594,-0.0424682261117319,0.0914286566135126,0.097225758062788,0.0142857142857143,0.180178617107649,-0.3048148166465,-0.267830509554647,-0.296563991563992,-0.296563991563992,-0.296563991563992,0.528950534658112,0.134552981744855,0.138200398158229,0.00178571428571429,0.164464249828439,0.133333333333333,-0.0247148008494474,0.292968142968143,-0.00730519480519481,0.306836756106829,-0.0155404889228419,0.317086063586053,0.153333333333333,-0.204665295820218,0.159649122807018,-0.190066755674232,0.185850815850816,0.157591664114986,0.178879892037787,-0.168571428571429,0.206509109802151,0.214760417105008,0.222190972660564,0.239297831329323,0.51409147046203
"CD44",0.0433333333333333,0.15,0.0433333333333333,0.1,0.165833333333333,0.328571428571429,-0.1,-0.1,-0.1,0.020970695970696,-0.1,0.16190855927698,-0.212698412698413,0.212698412698413,0.165,0.165,0.125934065934066,0.125,0.226495388669302,0.0476368076368076,0.0111111111111111,0.101818181818182,0.12,0,0.0984126984126984,-0.156190476190476,-0.16625,-0.147619047619048,-0.147619047619048,-0.147619047619048,0.185119047619048,0.102040816326531,0.1,0.1,0.105847953216374,-0.1,-0.00666666666666667,0.2,0,0.185714285714286,0,0.21203007518797,0,-0.165833333333333,-0.1,-0.153333333333333,-0.05,0.0132292910650309,-0.2,-0.133333333333333,0.10004662004662,-0.0317054263565891,-0.0224746571258199,-0.07,0.153323147440795
"cMet",0.0317054263565891,0.0433333333333333,0.0342424242424242,0.05,0.176471631205674,0.341904761904762,-0.1,-0.1,-0.12,0.0234617991735429,-0.125,0.166993305039692,-0.22987012987013,0.22987012987013,0.181363636363636,0.165,0.1405408075071,0.165,0.243682888669302,0.0490966616514062,0,0.101818181818182,0.101818181818182,0.1,0.112698412698413,-0.159964061096137,-0.180174050632911,-0.156190476190476,-0.156190476190476,-0.156190476190476,0.201248079877112,0.103858998144712,0.102040816326531,0,0.111730306157551,-0.1,-0.0191666666666667,0.185714285714286,0,0.21203007518797,-0.00666666666666667,0.214157734762438,-0.1,-0.165833333333333,-0.2,-0.165833333333333,-0.0433333333333333,0.0200995200726645,-0.15,-0.153333333333333,0.106568359177055,-0.0224746571258199,-0.0173899113631081,-0.0588888888888889,0.164809633927281
"SNAI2",-0.151469265249365,-0.146092921163344,-0.15197527410452,-0.136233766233766,0.0850728697276012,-0.096551724137931,0.1,0.12,0.125882352941176,-0.00163316624532871,0.133333333333333,0.195939313715508,-0.230561988672121,0.230561988672121,-0.14915209326974,-0.145098039215686,0.193891186832396,-0.13921568627451,0.243415166837051,0.0338758411006658,-0.190064102564103,-0.144537138799182,-0.13608643457383,0.1,0.213461538461538,0.036581269071367,-0.236712134186463,0.0411474791170291,0.0411474791170291,0.0411474791170291,0.241197744511196,-0.0246772501034918,-0.021327967806841,0.0666666666666667,-0.00617842073538276,0.12,0.0478881041407007,0.0969298245614035,0.0666666666666667,0.105701754385965,0.0563218390804598,0.11089655958077,0.129090909090909,-0.0763772175536881,0.129090909090909,-0.065266106442577,0.146092921163344,0.0633702331323655,0.136233766233766,-0.0509803921568627,0.141266613410871,0.157448646692664,0.162107031785832,0.202167438520571,0.258449144176203
"miR200",-0.303351383336659,-0.288744641763625,-0.300595573440644,-0.268,0.0529509215539179,-0.0583462282398453,0.02,0.0325,0.0458333333333333,-0.0895225340905662,0.0142857142857143,0.110185925185925,-0.373978494623656,0.373978494623656,-0.0626716141001855,-0.0524675324675325,0.22778397471649,-0.0342857142857143,0.306706793661993,0.177045358221677,-0.0866355677438203,-0.0633897450009173,-0.0546940928270042,0,0.357470669427191,0.110615949601694,-0.120799742263157,0.116850363566781,0.116850363566781,0.116850363566781,0.262525310064276,-0.00610314311870613,-0.00265486725663717,0.02,2.82485875706215e-05,0.2,0.0262335082990495,0.0446305418719212,0.0252631578947368,0.0549753694581281,0.0281203007518797,0.0634499457293145,0.24,-0.0407416192283365,0.24,-0.0262254901960784,0.28630985915493,0.302226298446367,0.270434782608696,-0.0125,0.10458284983617,0.313668843654119,0.321850661835937,0.336565178822926,0.380668171767325
"KLF4",-0.320026566743988,-0.305243958048336,-0.320761199427646,-0.284313725490196,0.176787878787879,-0.127672955974843,0.2,0.233333333333333,0.25,0.0793047636645198,0.16,0.358291855041606,-0.376754385964912,0.376754385964912,-0.208315783670544,-0.19903743315508,0.401124183006536,-0.187272727272727,0.384973544973545,0.177882017319217,-0.338693052978767,-0.287029569892473,-0.26875,0.1,0.333333333333333,0.0175603318250377,-0.401689968855728,0.0285897435897436,0.0285897435897436,0.0285897435897436,0.433245369528192,-0.044695652173913,-0.036,0.1,-0.0160886172650879,0.233333333333333,0.0471957671957672,0.147272727272727,0.08,0.163062200956938,0.0657142857142857,0.176464262812608,0.266666666666667,-0.156787878787879,0.266666666666667,-0.131454545454545,0.305243958048336,0.190084290788321,0.284313725490196,-0.0954545454545455,0.295509517968289,0.333070045004857,0.344153482115692,0.376249205890278,0.476797745846935
"HEY1",-0.320026566743988,-0.305243958048336,-0.320761199427646,-0.284313725490196,0.176787878787879,-0.127672955974843,0.2,0.233333333333333,0.25,0.0793047636645198,0.16,0.358291855041606,-0.376754385964912,0.376754385964912,-0.208315783670544,-0.19903743315508,0.401124183006536,-0.187272727272727,0.384973544973545,0.177882017319217,-0.338693052978767,-0.287029569892473,-0.26875,0.1,0.333333333333333,0.0175603318250377,-0.401689968855728,0.0285897435897436,0.0285897435897436,0.0285897435897436,0.433245369528192,-0.044695652173913,-0.036,0.1,-0.0160886172650879,0.233333333333333,0.0471957671957672,0.147272727272727,0.08,0.163062200956938,0.0657142857142857,0.176464262812608,0.266666666666667,-0.156787878787879,0.266666666666667,-0.131454545454545,0.305243958048336,0.190084290788321,0.284313725490196,-0.0954545454545455,0.295509517968289,0.333070045004857,0.344153482115692,0.376249205890278,0.476797745846935
"FOXC2",-0.320026566743988,-0.305243958048336,-0.320761199427646,-0.284313725490196,0.176787878787879,-0.127672955974843,0.2,0.233333333333333,0.25,0.0793047636645198,0.16,0.358291855041606,-0.376754385964912,0.376754385964912,-0.208315783670544,-0.19903743315508,0.401124183006536,-0.187272727272727,0.384973544973545,0.177882017319217,-0.338693052978767,-0.287029569892473,-0.26875,0.1,0.333333333333333,0.0175603318250377,-0.401689968855728,0.0285897435897436,0.0285897435897436,0.0285897435897436,0.433245369528192,-0.044695652173913,-0.036,0.1,-0.0160886172650879,0.233333333333333,0.0471957671957672,0.147272727272727,0.08,0.163062200956938,0.0657142857142857,0.176464262812608,0.266666666666667,-0.156787878787879,0.266666666666667,-0.131454545454545,0.305243958048336,0.190084290788321,0.284313725490196,-0.0954545454545455,0.295509517968289,0.333070045004857,0.344153482115692,0.376249205890278,0.476797745846935
"cateninnuc",-0.198489433272042,-0.188568798351407,-0.199667877288485,-0.177829932624453,0.230820654023485,-0.0638960511997639,0.111111111111111,0.131111111111111,0.149143897996357,0.184412200973861,0.154347826086957,0.350898058189286,-0.401336395864959,0.401336395864959,-0.168026988767397,-0.164815979593085,0.295226964887807,-0.162284334023464,0.41079512326592,0.0796078180062194,-0.341960086233039,-0.164407974641508,-0.157218432157848,-0.0333333333333333,0.375763451653131,-0.103055803055803,-0.395156024303565,-0.0975002475002475,-0.0975002475002475,-0.0975002475002475,0.429016690100299,-0.0598479946610915,-0.0561645021645022,-0.0458333333333333,-0.041017267700744,0.142424242424242,-0.0868579545454545,0.0896421845574388,-0.0670454545454545,0.0954561380458109,-0.0790454545454545,0.103183410773084,0.165501165501166,-0.220995326512568,0.165501165501166,-0.208351648351648,0.189786454363584,-0.0720551071854401,0.176612276612277,-0.191428571428571,0.162214918707756,0.205883010568532,0.112151997036358,0.344153482115692,0.46527955556029
"Ecadherin",-0.333070045004857,-0.320026566743988,-0.334094532760979,-0.305243958048336,0.192158584032002,-0.12372558755379,0.233333333333333,0.25,0.26875,0.0834073277670839,0.187272727272727,0.376962741117555,-0.410877608713727,0.410877608713727,-0.21341382288623,-0.208315783670544,0.419187497717895,-0.19903743315508,0.420541515178387,0.182999416476351,-0.362288558596745,-0.29884059351452,-0.287029569892473,0.1,0.376371308016878,0.00890111394794274,-0.425259762906071,0.0175603318250377,0.0175603318250377,0.0175603318250377,0.455541175267707,-0.0502646594378356,-0.044695652173913,0.08,-0.0221288857214637,0.266666666666667,0.0329100529100529,0.163062200956938,0.0657142857142857,0.176464262812608,0.0471957671957672,0.185014448686214,0.284313725490196,-0.176787878787879,0.284313725490196,-0.156787878787879,0.320761199427646,0.0933949042255162,0.305243958048336,-0.131454545454545,0.301688007670806,0.344153482115692,0.352930326186653,0.391300752282031,0.495996254700616
"Jagged",-0.143076923076923,-0.12,-0.143076923076923,-0.1,0.231111111111111,0.08,0,0,0.0333333333333333,-0.0559045180171941,0.1,0.175,-0.444685990338164,0.444685990338164,-0.0533333333333333,-0.02,0.203,0,0.458787878787879,0.151181498240322,-0.18974358974359,-0.091025641025641,-0.0833333333333333,0,0.405555555555556,0.0333333333333333,-0.272857142857143,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.104597701149425,-0.0619047619047619,-0.0666666666666667,0,0.0333333333333333,0,-0.0444444444444444,0.1,0,0.12,-0.0333333333333333,0.105714285714286,0,-0.211111111111111,0,-0.2,0.12,0.158526315789474,0.1,-0.2,0.0251948051948052,0.164289044289044,0.176376956376956,0.172857142857143,0.208586872586873
"TCFLEF",-0.189797210127399,-0.180363247863248,-0.194827076873113,-0.170980392156863,0.377393562770266,-0.110203592814371,0.133333333333333,0.166666666666667,0.176190476190476,0.135138970884023,0.234285714285714,0.321061058885327,-0.460121300726564,0.460121300726564,-0.246792765886843,-0.243391405342625,0.334088885112799,-0.236724738675958,0.47289860741668,0.0727715971085205,-0.316866418698627,-0.19445685260053,-0.185867895545315,0.0857142857142857,0.438314871403107,0.00900036648615852,-0.512046580779052,0.014913638496671,0.014913638496671,0.014913638496671,0.312068196694862,-0.0998440556458067,-0.0973583959899749,0.0584415584415584,-0.0849839185460082,0.133333333333333,0.0243812498861587,0.0194324884425315,0.0384415584415585,0.0292364100111589,0.0319899455383326,0.036877606024448,0.150980392156863,-0.367128662108014,0.145833333333333,-0.354979129397734,0.185510306686777,-0.0751444980163309,0.165833333333333,-0.341025641025641,0.116842205553752,0.0979300852705832,0.104287473586734,0.535150183150183,0.436497186133253
"NOTCH",-0.164289044289044,-0.143076923076923,-0.164289044289044,-0.12,0.24078853046595,0.0747368421052632,0,0.0333333333333333,0.0833333333333333,-0.0543338373889218,0,0.195,-0.474315619967794,0.474315619967794,-0.0676190476190476,-0.0533333333333333,0.218254237288136,-0.02,0.487359307359307,0.158059805118629,-0.200088417329797,-0.0969079939668175,-0.091025641025641,0,0.444685990338164,0.0260869565217391,-0.291224489795918,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.129597701149425,-0.0652380952380952,-0.0619047619047619,0,0.0376811594202899,0,-0.0444444444444444,0.12,-0.0333333333333333,0.105714285714286,-0.0444444444444444,0.0153917050691244,0.1,-0.231111111111111,0.1,-0.211111111111111,0.143076923076923,0.16013921901528,0.12,-0.2,0.04000962000962,0.176376956376956,0.187397364540222,0.197385444743935,0.231951358568181
"cfos",-0.149329329329329,-0.138518518518519,-0.149044834307992,-0.12,0.235077667430609,0.1,0.0333333333333333,0.0761904761904762,0.0761904761904762,-0.0756931381721081,-0.08,0.173956929146803,-0.478287021023098,0.478287021023098,-0.0460427413411938,-0.0443478260869565,0.186225108225108,-0.04,0.494567523979289,0.119526653395267,-0.189090909090909,-0.0880582579507311,-0.0794162826420891,0,0.462888888888889,-0.000260375152771136,-0.268773655803785,0.00217864923747277,0.00217864923747277,0.00217864923747277,0.073284632034632,-0.0688342720600785,-0.0656084656084656,-0.0333333333333333,-0.0657671164417791,0.1,-0.0530701754385965,-0.0166666666666667,-0.0583333333333333,-0.00897435897435897,-0.0583333333333333,-0.00128205128205128,0.1,-0.230532212885154,0.1,-0.228571428571429,0.138518518518519,0.165773464100696,0.12,-0.214285714285714,0.00829861111111111,0.158240220418438,0.164536516714735,0.172840722495895,0.191880080561015
"CDC42",-0.149329329329329,-0.138518518518519,-0.149044834307992,-0.12,0.235077667430609,0.1,0.0333333333333333,0.0761904761904762,0.0761904761904762,-0.0756931381721081,0.02,0.173956929146803,-0.478287021023098,0.478287021023098,-0.0460427413411938,-0.0443478260869565,0.186225108225108,-0.04,0.494567523979289,0.119526653395267,-0.189090909090909,-0.0880582579507311,-0.0794162826420891,0,0.462888888888889,-0.000260375152771136,-0.268773655803785,0.00217864923747277,0.00217864923747277,0.00217864923747277,0.073284632034632,-0.0688342720600785,-0.0656084656084656,-0.0333333333333333,-0.0657671164417791,0.1,-0.0530701754385965,-0.0166666666666667,-0.0583333333333333,-0.00897435897435897,-0.0583333333333333,-0.00128205128205128,0.1,-0.230532212885154,0.1,-0.228571428571429,0.138518518518519,0.165773464100696,0.12,-0.114285714285714,0.00829861111111111,0.158240220418438,0.164536516714735,0.172840722495895,0.191880080561015
"PAK1",-0.158240220418438,-0.149329329329329,-0.158313126990919,-0.138518518518519,0.242181492567221,0.0950495049504951,0.0761904761904762,0.0761904761904762,0.0794162826420891,-0.0749605374395074,0.04,0.182310151103843,-0.494042648032745,0.494042648032745,-0.0500427413411938,-0.0460427413411938,0.19600771692076,-0.0443478260869565,0.509795950375228,0.122600794444091,-0.20069311903566,-0.0940582579507311,-0.0880582579507311,-0.0333333333333333,0.47928233151184,-0.00298764788004386,-0.280497793734819,-0.000260375152771136,-0.000260375152771136,-0.000260375152771136,0.0845573593073593,-0.0694794333504011,-0.0688342720600785,-0.0583333333333333,-0.0701788811476615,0.1,-0.0567738791423002,-0.00897435897435897,-0.0583333333333333,-0.00128205128205128,-0.0530701754385965,0.00311355311355312,0.12,-0.235077667430609,0.12,-0.230532212885154,0.149044834307992,0.167641976211423,0.138518518518519,-0.228571428571429,0.0125930896387185,0.164536516714735,0.170053758094045,0.183532546395266,0.202707148230188
"NOTCHic",-0.176376956376956,-0.164289044289044,-0.176117001278292,-0.143076923076923,0.250342670593338,0.0747368421052632,0.0333333333333333,0.0833333333333333,0.091025641025641,-0.0496685229872991,0.02,0.212460317460317,-0.498760064412238,0.498760064412238,-0.0733333333333333,-0.0676190476190476,0.232719646093167,-0.0533333333333333,0.513370868052949,0.162268221952296,-0.221215177893177,-0.106585413321656,-0.0969079939668175,0,0.476828847481021,0.0206682373099165,-0.308966425279789,0.0260869565217391,0.0260869565217391,0.0260869565217391,0.150258858174219,-0.0702740664611168,-0.0652380952380952,-0.0333333333333333,0.0361426978818283,0.1,-0.0421188630490956,0.105714285714286,-0.0444444444444444,0.0153917050691244,-0.0444444444444444,0.0259180208585981,0.12,-0.24078853046595,0.12,-0.231111111111111,0.164289044289044,0.164886539076536,0.143076923076923,-0.211111111111111,0.0459698849102823,0.187397364540222,0.195183624082206,0.214052111410602,0.250618025234848
"Wnt",-0.261842105263158,-0.225,-0.261842105263158,-0.3,0.410434782608696,0.142424242424242,0,0,0.05,0.0691949152542373,0,0.385973084886128,-0.499234815877571,0.499234815877571,0.0156862745098039,0.0333333333333333,0.341176470588235,0.0333333333333333,0.511414141414141,0.153793103448276,-0.328333333333333,-0.0915584415584415,-0.0772727272727273,-0.1,0.443137254901961,-0.287354750512645,-0.471336032388664,-0.269172932330827,-0.269172932330827,-0.269172932330827,0.590360501567398,-0.054462333532101,-0.0521367521367521,-0.1,-0.041025641025641,0,-0.178333333333333,0.15,-0.133333333333333,0.164285714285714,-0.153333333333333,0.180952380952381,0.2,-0.38,0.1,-0.333333333333333,0.225,0.136137649394927,0.2,-0.3,0.0779656862745098,0.286842105263158,0.308696409898919,0.285454545454545,0.572532262332851
"SNAI1",-0.164536516714735,-0.158240220418438,-0.165077295181047,-0.149044834307992,0.247423428051092,0.0939174294787969,0.0761904761904762,0.0794162826420891,0.0880582579507311,-0.0731297947797492,0.0443478260869565,0.0896055247693236,-0.505727764883913,0.505727764883913,-0.0549754767672028,-0.0500427413411938,0.203084639997683,-0.0460427413411938,0.52257212712835,0.125316181638191,-0.208224499788799,-0.0981359278536437,-0.0940582579507311,-0.0583333333333333,0.495170181979129,-0.00528649845475651,-0.289519394751338,-0.00298764788004386,-0.00298764788004386,-0.00298764788004386,0.094260329604389,-0.0703404419604872,-0.0694794333504011,-0.0583333333333333,-0.0701788811476615,0.12,-0.059551656920078,-0.00128205128205128,-0.0530701754385965,0.00311355311355312,-0.0567738791423002,0.00678702250130822,0.138518518518519,-0.242181492567221,0.138518518518519,-0.235077667430609,0.158313126990919,0.169046762891964,0.149329329329329,-0.230532212885154,0.0163577955210714,0.170053758094045,0.174183856183874,0.191457954320674,0.21147907805475
"Csl",-0.187397364540222,-0.176376956376956,-0.187407323858937,-0.164289044289044,0.260546752225991,0.0706718014548567,0.0833333333333333,0.091025641025641,0.0969079939668175,-0.0481394709995315,0.0533333333333333,0.224713281887195,-0.520307025738205,0.520307025738205,-0.078768115942029,-0.0733333333333333,0.246037930517546,-0.0676190476190476,0.534939495503929,0.165922211512326,-0.238265869137417,-0.114344034011311,-0.106585413321656,-0.0333333333333333,0.501114561766736,0.0158888255452106,-0.325058379302778,0.0206682373099165,0.0206682373099165,0.0206682373099165,0.166017326510007,-0.0730518442388946,-0.0702740664611168,-0.0444444444444444,0.0302603449406519,0.12,-0.0475452196382429,0.0153917050691244,-0.0444444444444444,0.0259180208585981,-0.0421188630490956,0.0322816572222345,0.143076923076923,-0.250342670593338,0.143076923076923,-0.24078853046595,0.176117001278292,0.16697956233235,0.164289044289044,-0.231111111111111,0.0511782182436156,0.195183624082206,0.20198751201817,0.22716265125636,0.265060438397553
"DSH",-0.308696409898919,-0.286842105263158,-0.308410732714138,-0.261842105263158,0.453408069484422,0.162453806356245,0.05,0.0772727272727273,0.0915584415584415,0.0812539202461045,-0.0333333333333333,0.442936507936508,-0.589887345697482,0.589887345697482,0.00972693170835585,0.0119825708061002,0.3943274331009,0.0156862745098039,0.603144324340971,0.171304478644289,-0.386974691974692,-0.117345102947715,-0.104461667364893,-0.133333333333333,0.55173642272443,-0.31379997427144,-0.538415464584375,-0.302315380433905,-0.302315380433905,-0.302315380433905,0.663681179342832,-0.06741948394649,-0.0610043896068673,-0.153333333333333,-0.0441611393459098,0.2,-0.20742816091954,0.180952380952381,-0.178333333333333,0.202521008403361,-0.197083333333333,0.217206323088676,0.225,-0.434244306418219,0.225,-0.410434782608696,0.286842105263158,0.149361124778192,0.261842105263158,-0.38,0.101174518785668,0.324886886089396,0.337798729366332,0.340581618362013,0.637306899383087
"AXIN2",-0.424512221550438,-0.398960171077252,-0.424746334599265,-0.366201550387597,0.397275860698164,0.0441350390298497,0.15,0.188461538461538,0.217032967032967,0.320294989378009,0.04,0.595381142339894,-0.602544665004738,0.602544665004738,-0.0707513578519607,-0.0624754957829952,0.484929215226714,-0.0521951219512195,0.609658242467392,0.26695960758209,-0.533803418803419,-0.259591515042335,-0.240247252747253,-0.133333333333333,0.545697383636331,-0.313811412864283,-0.556207383561014,-0.296751045410215,-0.296751045410215,-0.296751045410215,0.731716784994817,-0.0582815734989648,-0.0495514147688061,-0.166666666666667,-0.0327048433539306,0.266666666666667,-0.243961352657005,0.243508771929825,-0.197101449275362,0.268508771929825,-0.221739130434783,0.288779042200095,0.326666666666667,-0.368232956407735,0.326666666666667,-0.331064814814815,0.398960171077252,0.0575410243862886,0.366201550387597,-0.282916666666667,0.333897019549194,0.445496981222185,0.462574369894904,0.767669356938297,0.789062426305322
"Destcompl",-0.402570724330078,-0.384287142240526,-0.403043632571253,-0.362894107414655,0.388348457350272,0.0532813760832358,0.166666666666667,0.190804597701149,0.210804597701149,0.293117838782215,0.061025641025641,0.578316880866575,-0.617680535365549,0.617680535365549,-0.0814397845358626,-0.0772203752531621,0.469381636325965,-0.0701165501165501,0.627801150026152,0.225115386908143,-0.525705701060341,-0.240862424341492,-0.227903043297004,-0.133333333333333,0.578239658468948,-0.281871689203462,-0.551012251941612,-0.270882678214451,-0.270882678214451,-0.270882678214451,0.722590215574977,-0.0675522138680033,-0.0615873015873016,-0.161904761904762,-0.0419986850756082,0.305555555555556,-0.219129713731406,0.222687034860948,-0.183643892339545,0.240078339208774,-0.204364613060265,0.252703589709776,0.334126984126984,-0.369530723360124,0.334126984126984,-0.345320197044335,0.384676285632477,0.0518221439717835,0.362894107414655,-0.314285714285714,0.30591872202498,0.417365244878023,0.429093954719941,0.445496981222185,0.672208871182076
"GSK3",-0.324886886089396,-0.308696409898919,-0.324920166676402,-0.286842105263158,0.469561915638268,0.166639852867873,0.0772727272727273,0.0915584415584415,0.104461667364893,0.0848790307677667,-0.0156862745098039,0.463645256552233,-0.6239140916113,0.6239140916113,0.00404511352653767,0.00972693170835585,0.413661620040721,0.0119825708061002,0.637259212969341,0.177948136970432,-0.40928045638572,-0.129306825435754,-0.117345102947715,-0.153333333333333,0.591431079212979,-0.322623503683205,-0.563774316259016,-0.31379997427144,-0.31379997427144,-0.31379997427144,0.589138750058307,-0.071467459958484,-0.06741948394649,-0.178333333333333,-0.0486594092421036,0.225,-0.218539272030651,0.202521008403361,-0.197083333333333,0.217206323088676,-0.20742816091954,0.228894634776988,0.261842105263158,-0.453408069484422,0.261842105263158,-0.434244306418219,0.308410732714138,0.153345319707398,0.286842105263158,-0.410434782608696,0.10861977426012,0.337798729366332,0.348456624103175,0.359911907555316,0.659955719390131
