"","GSK3","ZEB2","NFB","IKK","AKT","SMO","TrCP","cMet","TCFLEF","RAS","PI3K","DELTA","Wnt","cateninmemb","TWIST1","GLI","Frizzled","DSH","SNAI1","KLF4","Destcompl","MEK","TGF","FOXC2","SNAI2","CDC42","TGFR","PAK1","cfos","ERK","EGR1","Csl","NOTCHic","NOTCH","miR200","STAT","SRC","RAF","Jagged","Ecadherin","CD44","cateninnuc","RKIP","SUFU","LIV1","FUS","SHH","Patched","SMAD","ILK","AXIN2","SOSGRB2","HEY1","Csn","ZEB1"
"DSH",-0.0876966642179859,-0.000980267255930623,-0.0591666666666667,-0.0591666666666667,-0.0557183908045977,0.012987012987013,-0.0666666666666667,0.0233082706766917,0.0232262776145662,-0.0342219131558738,-0.0322611288421483,-0.0322611288421483,0.0233082706766917,-0.0798978430684725,0.0517113653972227,0.0213474863629662,0.0197368421052632,0.025,0.0467805383022774,-0.00354899241249898,0.0105047957779781,0.0375487738955231,-0.0492450638792102,0.0475995811613927,0.022938326055901,0.0533333333333333,0.0523809523809524,0.0533333333333333,-0.0494117647058824,-0.0383006535947712,-0.02,-0.101190476190476,-0.0992296918767507,-0.0971317897788486,0.0841525006159153,-0.025,-0.0197368421052632,0.0322611288421483,-0.0205494065138388,0.110284375930857,-0.0213215157098043,-0.022424852859446,-0.0712637362637362,0,0,-0.0272727272727273,-0.0143723286410799,-0.0162128194386259,-0.0400299311610634,-0.0381431387082332,-0.0776612162246546,-0.132150776053215,-0.0452677520314698,0.0466666666666667,0.000980267255930623
"LIV1",-0.00909361471861472,-0.000288300325670988,-0.00833333333333333,-0.00307017543859649,-0.00492202729044834,-0.0508448540706605,-0.0333333333333333,0.121701701701702,0.122193084173282,0.101579979614413,0.103398161432595,0.103398161432595,0.121559454191033,0.110796302427815,-0.148475437605872,0.121071649312984,0.116296296296296,0.12,-0.112074766316028,-0.00318605256310174,0.0868100576475768,-0.0820702530090887,0.0338109014097442,-0.0189190360753216,-0.250748010189939,-0.0305322128851541,-0.0305322128851541,-0.0285714285714286,0.0756521739130435,0.0807369196757553,0.08,0.0743589743589744,0.0728205128205128,0.0739194139194139,-0.101866530337716,-0.12,-0.116296296296296,-0.103398161432595,0.0594559475119291,-0.170610457596006,-0.120711602691801,-0.121641360035351,0.147657149480354,0.0476190476190476,-0.1,0.0476190476190476,0.0516102861694259,0.0496102861694259,0.027926267281106,0.0285714285714286,-0.151192180190228,0.0434543454345434,0.0339043713437399,0.00833333333333333,0.000288300325670988
"EGR1",-0.00909361471861472,-0.000288300325670988,-0.00833333333333333,-0.00307017543859649,-0.00492202729044834,-0.0508448540706605,-0.0333333333333333,0.121701701701702,0.122193084173282,0.101579979614413,0.103398161432595,0.103398161432595,0.121559454191033,0.110796302427815,-0.148475437605872,0.121071649312984,0.116296296296296,0.12,-0.112074766316028,-0.00318605256310174,0.0868100576475768,-0.0820702530090887,0.0338109014097442,-0.0189190360753216,-0.250748010189939,-0.0305322128851541,-0.0305322128851541,-0.0285714285714286,0.0756521739130435,0.0807369196757553,0.08,0.0743589743589744,0.0728205128205128,0.0739194139194139,-0.101866530337716,-0.12,-0.116296296296296,-0.103398161432595,0.0594559475119291,-0.170610457596006,-0.120711602691801,-0.121641360035351,0.147657149480354,0.0476190476190476,-0.1,0.0476190476190476,0.0516102861694259,0.0496102861694259,0.027926267281106,0.0285714285714286,-0.151192180190228,0.0434543454345434,0.0339043713437399,0.00833333333333333,0.000288300325670988
"SNAI1",0.00915962131927478,-8.07033643659123e-05,0.00307017543859649,0.00492202729044834,0.0042275828460039,0.0496102861694259,0.00833333333333333,-0.120711602691801,-0.121641360035351,-0.102236794064331,-0.101579979614413,-0.101579979614413,-0.121071649312984,-0.11103809862816,0.148578001708436,-0.122716987521394,-0.121559454191033,-0.116296296296296,0.0124306382021489,0.00287452608335096,-0.0862618120335417,0.0816218225158151,-0.0336092885065184,0.0187919712722721,0.250647440293862,0.0305322128851541,0.0338109014097442,0.0305322128851541,-0.0807369196757553,-0.0820702530090887,-0.0756521739130435,-0.0728205128205128,-0.0739194139194139,-0.0739194139194139,0.101194099982288,0.116296296296296,0.121701701701702,0.101579979614413,-0.0601618298648703,0.170506399323373,0.122193084173282,0.121899491165966,-0.146820329396672,-0.0476190476190476,0.12,-0.0508448540706605,-0.0510277618975813,-0.0516102861694259,-0.0282952709711429,-0.027926267281106,0.15259078158883,-0.0430769869439774,-0.0339043713437399,-0.00833333333333333,8.07033643659123e-05
"Csl",-0.0074236625282096,-7.43765624860993e-05,0,-0.00232558139534884,-0.00155038759689922,0.0565233785822021,0.0333333333333333,-0.105541125541126,-0.105690681546734,-0.0959093457472944,-0.0981152281002356,-0.0981152281002356,-0.105422964132642,-0.0934182331858668,0.152966668856386,-0.104616512519738,-0.10004662004662,-0.103076923076923,0.110901674814718,0.00378191856452726,-0.0662323543182775,0.0895238095238095,-0.0465493641056176,0.0292000938306357,0.250700582488398,0.0437849462365591,0.0431480035613999,0.0373333333333333,-0.0866666666666667,-0.0895238095238095,-0.0866666666666667,-0.083963133640553,-0.0813315546931846,-0.0813315546931846,0.100756883123425,0.103076923076923,0.10004662004662,0.0981152281002356,-0.0634778564579889,0.163971542494715,0.104316635745207,0.105176101786871,-0.148959224099051,-0.0583333333333333,0.08,-0.0506410256410256,-0.0567458479926582,-0.0532975721305892,-0.0262852575082791,-0.0273963686193902,0.146786994243462,-0.0322978177150193,0.0662080573589525,0,7.43765624860993e-05
"SHH",-0.041025641025641,0,0,-0.1,-0.1,-0.1,0,-0.2,-0.27,-0.273076923076923,-0.25,-0.25,-0.1,0.065663082437276,0.175,-0.15,0,0,0.1,0,-0.0205194805194805,0.12,0.06,0.025,0.415708812260536,-0.1,-0.1,-0.2,-0.1,-0.1,0,-0.1,-0.2,-0.266666666666667,0.1,0.1,0.1,0.25,-0.202857142857143,0.201666666666667,0.25,0.281111111111111,-0.12,0.2,0,0.2,-0.0933333333333333,0.0666666666666667,-0.05,-0.0666666666666667,0.371428571428571,-0.05,-0.0666666666666667,0,0
"Patched",-0.0315018315018315,0,-0.1,-0.1,-0.114285714285714,-0.0666666666666667,0,-0.25,-0.281111111111111,-0.279326923076923,-0.273076923076923,-0.273076923076923,-0.15,0.0628853046594982,0.186111111111111,-0.1625,-0.1,0,0.0838709677419355,0.0111111111111111,-0.0216183816183816,0.158461538461538,0.0433333333333333,0.035,0.438375478927203,-0.1,-0.06,-0.1,-0.1,-0.12,-0.1,-0.2,-0.266666666666667,-0.312121212121212,0.1,0.1,0.2,0.273076923076923,-0.206560846560847,0.210404530744337,0.27,0.284023732470334,-0.12,0.2,0.1,0.1,-0.0933333333333333,-0.0933333333333333,-0.05,-0.05,0.407792207792208,-0.0166666666666667,-0.058974358974359,0,0
"Csn",0.0883884659818241,0.000135649296939619,0.0716666666666667,0.0716666666666667,0.0708666666666667,-0.0274170274170274,-0.02,-0.00993629691178507,-0.0084329028424746,0.0502824962429115,0.0485550490260209,0.0485550490260209,-0.00993629691178507,0.0927069025145792,-0.0494031478884214,-0.0068795283528331,-0.00632183908045977,-0.0166666666666667,-0.0332117845396879,0.000711053652230122,-0.00168874064686422,-0.0483143939393939,0.0705114587617348,-0.0673490051183793,-0.097088482699592,-0.0726594301221167,-0.0726594301221167,-0.0681818181818182,0.0563636363636364,0.0472727272727273,0.02,0.123232323232323,0.124531024531025,0.122607947607948,-0.0918830508848883,0.0166666666666667,0.00632183908045977,-0.0485550490260209,0.035365439670399,-0.132959193545188,0.00682518580067396,0.0074106538947897,0.0628404312256289,0.0142857142857143,0,0.0365079365079365,0.0290034896063452,0.0306428338686403,0.0359023242693747,0.0346169772256729,0.0413503305004721,0.103735731580768,0.0405398671096345,-0.055,-0.000135649296939619
"TrCP",0.00909361471861472,0.000288300325670988,0.00833333333333333,0.00307017543859649,0.00492202729044834,0.0508448540706605,0.0333333333333333,-0.121701701701702,-0.122193084173282,-0.101579979614413,-0.103398161432595,-0.103398161432595,-0.121559454191033,-0.110796302427815,0.148475437605872,-0.121071649312984,-0.116296296296296,-0.12,0.112074766316028,0.00318605256310174,-0.0868100576475768,0.0820702530090887,-0.0338109014097442,0.0189190360753216,0.250748010189939,0.0305322128851541,0.0305322128851541,0.0285714285714286,-0.0756521739130435,-0.0807369196757553,-0.08,-0.0743589743589744,-0.0728205128205128,-0.0739194139194139,0.101866530337716,0.12,0.116296296296296,0.103398161432595,-0.0594559475119291,0.170610457596006,0.120711602691801,0.121641360035351,-0.147657149480354,-0.0476190476190476,0.1,-0.0476190476190476,-0.0516102861694259,-0.0496102861694259,-0.027926267281106,-0.0285714285714286,0.151192180190228,-0.0434543454345434,-0.0339043713437399,-0.00833333333333333,-0.000288300325670988
"PAK1",0.00909361471861472,0.000288300325670988,0.00833333333333333,0.00307017543859649,0.00492202729044834,0.0508448540706605,0.0333333333333333,-0.121701701701702,-0.122193084173282,-0.101579979614413,-0.103398161432595,-0.103398161432595,-0.121559454191033,-0.110796302427815,0.148475437605872,-0.121071649312984,-0.116296296296296,-0.12,0.112074766316028,0.00318605256310174,-0.0868100576475768,0.0820702530090887,-0.0338109014097442,0.0189190360753216,0.250748010189939,0.0305322128851541,0.0305322128851541,0.0285714285714286,-0.0756521739130435,-0.0807369196757553,-0.08,-0.0743589743589744,-0.0728205128205128,-0.0739194139194139,0.101866530337716,0.12,0.116296296296296,0.103398161432595,-0.0594559475119291,0.170610457596006,0.120711602691801,0.121641360035351,-0.147657149480354,-0.0476190476190476,0.1,-0.0476190476190476,-0.0516102861694259,-0.0496102861694259,-0.027926267281106,-0.0285714285714286,0.151192180190228,-0.0434543454345434,-0.0339043713437399,-0.00833333333333333,-0.000288300325670988
"NOTCHic",-0.00786548874323169,0.00103059581320451,0,0,-0.00232558139534884,0.0506410256410256,0,-0.10004662004662,-0.104316635745207,-0.0981152281002356,-0.0956521739130435,-0.0956521739130435,-0.10004662004662,-0.0935711383846435,0.155449738833813,-0.105422964132642,-0.103076923076923,-0.08,0.112482702482702,0.00521048999309869,-0.0654401544401544,0.0895238095238095,-0.0431480035613999,0.0263265306122449,0.249432871824714,0.0373333333333333,0.0437849462365591,0.0333333333333333,-0.0866666666666667,-0.0866666666666667,-0.02,0.0257142857142857,-0.083963133640553,-0.0813315546931846,0.101846207742161,0.08,0.103076923076923,0.0956521739130435,-0.0634778564579889,0.164087821564483,0.105541125541126,0.105690681546734,-0.151263371564489,-0.0333333333333333,0.1,-0.0583333333333333,-0.0532975721305892,-0.0565233785822021,-0.0273963686193902,-0.0252380952380952,0.14550164719976,-0.0347368421052632,0.0694760312151617,-0.0333333333333333,-0.00103059581320451
"CDC42",0.00909361471861472,0.00125293055075137,0.00833333333333333,0.00833333333333333,0.00307017543859649,0.0476190476190476,0,-0.116296296296296,-0.120711602691801,-0.103398161432595,-0.102178649237473,-0.102178649237473,-0.116296296296296,-0.111162602794115,0.150649350649351,-0.121559454191033,-0.12,-0.1,0.113745410707436,0.00482539682539683,-0.0862085538881783,0.0807369196757553,-0.0305322128851541,0.0161604153856665,0.249301355578728,0.0285714285714286,0.0305322128851541,0.114285714285714,-0.08,-0.0756521739130435,-0.02,-0.0666666666666667,-0.0743589743589744,-0.0728205128205128,0.102881758764112,0.1,0.12,0.102178649237473,-0.0600694444444445,0.170679661748255,0.121701701701702,0.122193084173282,-0.15041958041958,-0.0333333333333333,0.1,-0.0476190476190476,-0.0496102861694259,-0.0508448540706605,-0.0285714285714286,-0.0285714285714286,0.149934318555008,-0.0444444444444444,-0.0324337831084458,-0.0333333333333333,-0.00125293055075137
"NOTCH",-0.0103448275862069,0.00177133655394525,0.0333333333333333,0,0,0.0583333333333333,0,-0.103076923076923,-0.105541125541126,-0.0956521739130435,-0.1,-0.1,-0.103076923076923,-0.0917455805753129,0.152305084745763,-0.10004662004662,-0.08,-0.1,0.115128205128205,-0.00193236714975845,-0.0664401544401544,0.0866666666666667,-0.0437849462365591,0.0263265306122449,0.248831669419905,0.0333333333333333,0.0373333333333333,0,-0.02,-0.0866666666666667,0,0.04,0.0257142857142857,-0.083963133640553,0.102424242424242,0.1,0.08,0.1,-0.0614911014911015,0.16301584606678,0.10004662004662,0.104316635745207,-0.147038019451813,0,0,-0.0333333333333333,-0.0565233785822021,-0.0506410256410256,-0.0252380952380952,-0.0285714285714286,0.139946091644205,-0.0347368421052632,0.0710144927536232,0,-0.00177133655394525
"GSK3",-0.0123033357820141,0.00291191658728278,0.0591666666666667,0.0557183908045977,0.0557183908045977,-0.0162128194386259,0.0466666666666667,-0.0213215157098043,-0.022424852859446,0.0329614089541931,0.0342219131558738,0.0342219131558738,-0.0213474863629662,0.0798094257386759,-0.049534668854329,-0.0232342788157964,-0.0233082706766917,-0.0197368421052632,-0.0464483123886562,0.00202227485524707,-0.00976509870154271,-0.0392533193500686,0.0518091664433128,-0.050310904925348,-0.0233697324407155,-0.0523809523809524,-0.0492450638792102,-0.0533333333333333,0.0383006535947712,0.0375487738955231,0.0494117647058824,0.0992296918767507,0.0971317897788486,0.0973915300385889,-0.0833318675561263,0.0197368421052632,0.0233082706766917,-0.0342219131558738,0.0201114503094592,-0.109724613006918,0.0232262776145662,0.0226880107541828,0.0680055909003277,0.0272727272727273,0.025,0.012987012987013,0.016286204239166,0.0143723286410799,0.0392803059736571,0.0400299311610634,0.0787266652353091,0.130755427216006,0.0476898973601896,-0.0591666666666667,-0.00291191658728278
"SOSGRB2",0.117995708514643,0.00794486215538847,0.188888888888889,0.194152046783626,0.198318713450292,0,0.2,0.00993788819875776,0.00505611855726272,0.177393886715921,0.183804143126177,0.183804143126177,0.00595238095238095,0.116946101946102,0.0639130434782609,-0.00419254658385093,0.0142857142857143,0,0.0361918976545842,0.00508771929824562,-0.0773733723398153,0.00487890487890488,-0.00115891200997584,0.00315018315018315,-0.189304379310762,0.00571428571428572,0.00186813186813187,-0.0142857142857143,-0.019047619047619,-0.0109395109395109,0.0142857142857143,0.0909090909090909,0.0986013986013986,0.100009849305624,0.0107042622165039,0,-0.0142857142857143,-0.183804143126177,-0.0013479509620354,-0.122568932364369,0.000207039337474121,-0.00295286807925125,-0.107200292397661,0,0,0,0.000377121307353866,0.0027027027027027,0.000699300699300699,0,-0.00418041804180418,0,-0.00596590909090909,-0.2,-0.00794486215538847
"SMO",0.0324727052882393,0.00847457627118644,0.1,0.114285714285714,0.134285714285714,-0.0933333333333333,0,0.27,0.284023732470334,0.274675760286225,0.279326923076923,0.279326923076923,0.1625,-0.0599726833002749,-0.183169934640523,0.173611111111111,0.15,0.1,-0.0791090629800307,-0.0111111111111111,0.020843187819932,-0.173613053613054,-0.0298198198198198,-0.0487931034482759,-0.448851669403393,0.06,0.0433333333333333,0.1,0.12,0.158461538461538,0.1,0.266666666666667,0.312121212121212,0.322121212121212,-0.0936708860759494,-0.2,-0.25,-0.279326923076923,0.213703703703704,-0.215201578714816,-0.281111111111111,-0.287031251267327,0.108888888888889,-0.1,-0.1,-0.0666666666666667,0.0988888888888889,0.0933333333333333,0.0452380952380952,0.05,-0.428481862964622,-0.00964912280701754,0.0637362637362637,-0.1,-0.00847457627118644
"GLI",-0.0926658315915706,0.00963850486431132,-0.00526315789473684,-0.00322234156820623,-0.00322234156820623,-0.0262844611528822,0.0333333333333333,-0.124091266719119,-0.125065292693145,-0.198411039668918,-0.199005099074858,-0.199005099074858,-0.00500948766603416,-0.112344299928796,0.162960577434262,-0.105435019580928,0.0032258064516129,0,0.129335392358728,0.0127619047619048,-0.0787325383141648,-0.0214150582382627,0.097710066720247,-0.00290333677330581,0.261321297425852,-0.101551724137931,-0.102180654955541,-0.105,0.0254761904761905,0.0241774891774892,0.0171428571428571,-0.119858532272325,-0.117358532272325,-0.121168056081849,0.113809523809524,0.12,0.116774193548387,0.199005099074858,-0.0916111299310025,0.174029093418744,0.124091266719119,0.124885974103784,-0.132788274287778,0.0190476190476191,0.1,0.0315476190476191,0.0225807574491785,0.0262844611528822,-0.0592530365929195,-0.0603341176740005,0.152820048309179,-0.0821070375052676,-0.0692810961911132,0,-0.00963850486431132
"SMAD",-0.0913014317901536,0.0131420640854603,-0.134126984126984,-0.124323062558357,-0.126989729225023,-0.145833333333333,-0.15,0.0270961718020542,0.026499156876681,-0.0549105649196433,-0.0542526701828012,-0.0542526701828012,0.0403540903540904,0.019372546582056,-0.111734689722134,0.038915241433227,0.0365079365079365,0.0476190476190476,-0.0599113149395408,0.01257420706274,0.0334013363683945,-0.00924101217612095,0.0493435525421516,-0.0428766948470731,-0.159924139445208,-0.049027498323273,-0.0473515206696417,-0.0476190476190476,0.0032258064516129,0.0102025506376594,0,0.122857142857143,0.119408866995074,0.118615216201423,-0.0832139329403975,-0.0342857142857143,-0.0231746031746032,0.0542526701828012,0.127642926965508,-0.0547552107404301,-0.0252779899838723,-0.025789937018525,0.0851715124138413,0.133333333333333,-0.02,0.145833333333333,0.141617924581926,0.141246177370031,0.0224529808091452,0.122452980809145,-0.0282430055662589,0.051027802425318,0.141032660854456,0.138888888888889,-0.0131420640854603
"FOXC2",0.0165121661916783,0.016078431372549,0.08,0.0847619047619048,0.0847619047619048,-0.0166666666666667,0.1,0.036890104879161,0.0374252219360172,0.0757088989441931,0.0771794871794872,0.0771794871794872,0.036890104879161,0.026266835016835,-0.00859259259259259,0.0386142428101954,0.0392156862745098,0.0333333333333333,0.0398544878190837,0,0.0152392157670038,-0.110181377143172,0.0758093126385809,-0.0886172167327642,-0.149700020866802,-0.0732727272727273,-0.0772727272727273,-0.0772727272727273,0.110909090909091,0.105026737967914,0.12,0.110909090909091,0.105645933014354,0.110800572189612,0.0163532763532764,-0.0333333333333333,-0.0392156862745098,-0.0771794871794872,0.0318277225023852,-0.117453793135392,-0.0377596700965523,-0.0375497549372625,-0.0262832405689549,0,-0.0333333333333333,0.0333333333333333,0.0259408602150538,0.0291666666666667,-0.0173333333333333,-0.0173333333333333,-0.138717485755196,-0.119311034877073,0.00154316271963331,-0.1,-0.016078431372549
"MEK",0.047367193111874,0.021331648106397,0.0982142857142857,0.107305194805195,0.103775783040489,0.096,0.1,0.0175438596491228,0.0193873088208163,-0.0724913974913975,-0.0740786990786991,-0.0740786990786991,0.0133333333333333,0.117350032959789,0.122617676441206,0.0154312354312354,0.0133333333333333,0.0333333333333333,0.180009752035672,0.0220468675274988,-0.00569115083527033,0.0530423086329176,0.0193234775320866,-0.0160604901984212,-0.326500326099581,-0.0228571428571429,-0.0200534045393858,-0.0133333333333333,-0.152758620689655,-0.146375641966251,-0.17,-0.0929292929292929,-0.0967754467754468,-0.100425081811943,0.0259431916605437,-0.0333333333333333,-0.0175438596491228,0.0740786990786991,-0.0956765260586686,-0.135353816234353,-0.0196417617470249,-0.0195731824267642,-0.226219961668878,-0.1,0,-0.1,-0.103543126540234,-0.104196721311475,-0.106343079585043,-0.10671208327508,-0.0209313744123871,-0.124952380952381,-0.11831204026326,-0.0857142857142857,-0.021331648106397
"RAF",0.0461386918833727,0.0221252989000478,0.0857142857142857,0.0982142857142857,0.107305194805195,0.1,0.1,0.0175438596491228,0.0196417617470249,-0.0740786990786991,-0.0698051948051948,-0.0698051948051948,0.0133333333333333,0.117837837837838,0.123716577540107,0.0133333333333333,0.0333333333333333,0,0.181932828958749,0.0181252989000478,-0.00443592070974731,0.146375641966251,0.0200534045393858,-0.0169613910993221,-0.326986944104447,-0.0133333333333333,-0.0228571428571429,-0.0333333333333333,-0.17,-0.152758620689655,-0.12,-0.111111111111111,-0.0929292929292929,-0.0967754467754468,0.0256335941373238,0,-0.0333333333333333,0.0698051948051948,-0.0973158703209637,-0.134989517509398,-0.0175438596491228,-0.0193873088208163,-0.228851540616246,-0.1,0,-0.1,-0.104196721311475,-0.096,-0.10671208327508,-0.107702182284981,-0.0200304735114862,-0.129396825396825,-0.11831204026326,-0.1,-0.0221252989000478
"AKT",-0.00573030613353194,0.0227416090693704,0.13921568627451,0.141779788838612,0.0407696878285114,-0.0179487179487179,0.166666666666667,-0.0310590858416945,-0.0309146394557664,0.00310096747066544,0.00141422048271363,0.00141422048271363,-0.0310590858416945,0.0631697961770589,0.095671033414532,-0.0282657897523091,-0.0202898550724638,-0.0333333333333333,0.00102563171213057,0.0250224921277553,-0.00681090364826009,-0.00968923780344261,-0.0271667714171366,0.0239026835381136,0.0590465036221593,0.0271176470588235,0.0214265901482544,0.0191176470588235,0.0151260504201681,0.013486706157873,-0.0142857142857143,0.0826923076923077,0.0859181141439206,0.0798205531683108,-0.063987914012022,0.0333333333333333,0.0202898550724638,-0.00141422048271363,0.0200482165679098,-0.0658925946912434,0.0282342270846324,0.0299915625326895,0.0236088080717237,0,0,0.0333333333333333,0.0154633378317589,0.0207264957264957,0.0460404670959293,0.0430101640656262,0.0868372013065154,0.133589743589744,0.0483114506071454,-0.133333333333333,-0.0227416090693704
"PI3K",-0.00532708032708033,0.0247964035899184,0.133333333333333,0.13921568627451,0.141779788838612,-0.0333333333333333,0.2,-0.0202898550724638,-0.0282342270846324,0.00141422048271363,0.00552380952380952,0.00552380952380952,-0.0202898550724638,0.0620484913860293,0.0990349477876206,-0.0310590858416945,-0.0333333333333333,0,0.000273752012882449,0.0258771929824561,-0.00606648677481096,-0.013486706157873,-0.0214265901482544,0.0193914053426249,0.0565339408080889,0.0191176470588235,0.0271176470588235,0.025,-0.0142857142857143,0.0151260504201681,0,0.075,0.0826923076923077,0.0859181141439206,-0.0629183952954445,0,0.0333333333333333,-0.00552380952380952,0.0193859649122807,-0.0655895643882131,0.0310590858416945,0.0309146394557664,0.0180187459599224,0,0.1,0,0.0207264957264957,0.0179487179487179,0.0430101640656262,0.0454101640656262,0.0864761904761905,0.126923076923077,0.0490633303063936,-0.166666666666667,-0.0247964035899184
"TGF",-0.0770509116888765,0.0278806370339551,-0.00833333333333333,-0.0226190476190476,-0.0173558897243108,0.0866666666666667,0,-0.01,-0.00319761668321748,-0.110119047619048,-0.113690476190476,-0.113690476190476,-0.0242857142857143,-0.00454497598894743,-0.0116666666666667,-0.0148517520215633,-0.0142857142857143,0,-0.0309408773045137,0.018789727943046,0.0032698589773762,-0.139181286549708,0.0758333333333333,-0.0801242236024845,0.113884799972685,-0.18,-0.170476190476191,-0.18,0.133333333333333,0.128070175438597,0.133333333333333,-0.166666666666667,-0.176666666666667,-0.176666666666667,0.0548458725182863,0,0,0.113690476190476,-0.0784977908689249,0.00888809797662082,0.000566037735849057,-0.000630134512954771,0.00952380952380952,-0.0666666666666667,0,-0.0866666666666667,-0.0901149425287356,-0.0901149425287356,-0.0821212121212121,-0.0821212121212121,0.00343915343915344,-0.075,-0.102707930367505,0.0333333333333333,-0.0278806370339551
"TCFLEF",-0.114710104629582,0.0380698210171894,0.0566233766233766,0.0501717637201508,0.0501717637201508,-0.0480952380952381,0.0857142857142857,0.0525213675213675,-0.0536533931175052,-0.0541851334656118,-0.0524768548847971,-0.0524768548847971,0.058403720462544,0.0822083966317537,0.0809594986142885,0.051571422325898,0.0575490196078431,0.0725490196078431,0.231015051893713,0.040488922841864,-0.117727608480634,-0.118689231790277,0.187211064624555,-0.192326629293156,-0.127984928404218,-0.192546213476446,-0.187873316280184,-0.194871794871795,0.124947735191638,0.122090592334495,0.137142857142857,0.119480312450183,0.111637175195281,0.109311593799933,0.151101462125558,-0.0666666666666667,-0.0516666666666667,0.0524768548847971,0.037876508567947,-0.0128386204612058,-0.0462320593452669,0.0546843209525567,-0.128635716581715,0.05,-0.0666666666666667,0.0433333333333333,0.0406442188987212,0.0400307219662058,-0.0397459385180025,-0.0391723247512721,-0.398956288156288,-0.151229233840012,0.00454873600406001,-0.0766233766233766,-0.0380698210171894
"cMet",-0.0966013824884793,0.06998556998557,-0.2,-0.18,-0.18625,-0.05,-0.2,0.0566666666666667,0.0619976147883125,-0.18952380952381,-0.18952380952381,-0.18952380952381,0.0566666666666667,-0.00710955118428428,0.0652022883483558,0.0521212121212121,0.05,0.1,0.114094558429973,-0.026984126984127,0.104658792263834,0.105454545454545,0.0922222222222222,-0.0912341772151899,0.171541435045085,-0.0866666666666667,-0.0922222222222222,-0.0866666666666667,-0.12,-0.1,-0.1,-0.0428571428571429,-0.0481203007518797,-0.0502479603263478,0.103522178304787,-0.2,-0.15,0.18952380952381,0.0556055538664234,0.0262440444175194,-0.0496899224806202,-0.0557829255227757,-0.0648148148148148,0.1,-0.1,0.05,0.0409090909090909,0.0409090909090909,0.0350298907441765,0.0368480725623583,-0.0752380952380952,-0.147619047619048,0.0255245958032336,0.2,-0.06998556998557
