"","Jagged","NOTCHic","SUFU","FUS","NOTCH","Csl","KLF4","cfos","EGR1","RAF","PI3K","GSK3","RAS","PAK1","FOXC2","CDC42","cMet","STAT","TCFLEF","cateninnuc","Wnt","SRC","GLI","Frizzled","cateninmemb","DSH","CD44","Ecadherin","Destcompl","AXIN2","LIV1","SNAI2","TGF","TGFR","DELTA","ZEB2","TWIST1","SOSGRB2","TrCP","ERK","SNAI1","MEK","NFB","Csn","RKIP","AKT","IKK","Patched","HEY1","SMO","SHH","SMAD","miR200","ILK","ZEB1"
"SHH",0.0371428571428572,0,-0.2,-0.2,0,0.1,0,-0.1,0,-0.05,-0.05,0.0102564102564103,-0.0269230769230769,-0.2,0,-0.1,-0.1,-0.1,-0.0933333333333333,-0.0877777777777778,0,-0.1,0,0,-0.076989247311828,0,0.1,0.0336111111111111,0.047012987012987,0.247619047619048,0,-0.16544061302682,0.1,0.1,0.05,0.025,0.1,0.05,0,0.1,0.133333333333333,0.12,0,0,0.12,-0.05,-0.1,0.133333333333333,0.133333333333333,0.1,0.0933333333333333,0.1,0.15,0.133333333333333,0.225
"ERK",0.191467183230163,0.0513872583215649,0.193333333333333,0.181333333333333,0.0483401669088225,0.0331390831390831,-0.0354976477261353,-0.0241966250917095,-0.0220689655172414,-0.190679875679876,-0.190679875679876,-0.141903350918366,-0.189469754667774,0.0876190476190476,0.0847945292772879,0.0810769915442813,-0.0210342289289658,-0.0157894736842105,-0.0240280709789672,-0.0245836265345227,-0.0252447552447552,-0.0273279352226721,-0.0264978880768354,-0.0315384615384615,-0.172648788233084,0.02,0.0217975877075917,-0.207403884100923,-0.0243558658599548,0.022991321052451,0,-0.443874206457443,-0.0872613181665641,-0.0927558236610696,0.190679875679876,0.0258072471930966,-0.231823870970073,0.049224842040376,-0.242857142857143,-0.0708033749082905,-0.344463893851475,-0.0844523999779284,-0.277705627705628,-0.292857142857143,-0.126681965851874,-0.291445508979238,-0.285940921823275,-0.21639172827601,-0.22800308804471,-0.20920218579235,-0.221222646150406,-0.238686973311744,-0.252881771741219,-0.239902778782869,-0.318189215946285
"RKIP",0.188287250384025,0.0292929292929293,0.1,0.133333333333333,0.0331390831390831,0.0111111111111111,-0.056336681013869,-0.06,-0.16,-0.197077922077922,-0.197077922077922,-0.145232466509062,-0.203060828060828,0.0666666666666667,0.0783819628647215,0.0733333333333333,-0.0157894736842105,0,-0.0210342289289658,-0.0217975877075917,-0.02,0,-0.0315384615384615,0,-0.167398490927903,0,0.0273279352226721,-0.207644186194984,-0.0284047416876158,0.0225035161744023,0,-0.444981931573119,-0.0810769915442813,-0.0876190476190476,0.197077922077922,0.030336681013869,-0.229064171122995,0.0704761904761905,-0.2,0.0220689655172414,-0.346636258523839,0.0241966250917095,-0.242857142857143,-0.2,-0.116386554621849,-0.277705627705628,-0.292857142857143,-0.181333333333333,-0.215834301200155,-0.193333333333333,-0.20920218579235,-0.229201671771798,-0.240910667510053,-0.224251176722293,-0.309339072214252
"RAF",0.188287250384025,0.0292929292929293,0.1,0.133333333333333,0.0331390831390831,0.0111111111111111,-0.056336681013869,-0.06,-0.16,-0.197077922077922,-0.197077922077922,-0.145232466509062,-0.203060828060828,0.0666666666666667,0.0783819628647215,0.0733333333333333,-0.0157894736842105,0,-0.0210342289289658,-0.0217975877075917,-0.02,0,-0.0315384615384615,0,-0.167398490927903,0,0.0273279352226721,-0.207644186194984,-0.0284047416876158,0.0225035161744023,0,-0.444981931573119,-0.0810769915442813,-0.0876190476190476,0.197077922077922,0.030336681013869,-0.229064171122995,0.0704761904761905,-0.2,0.0220689655172414,-0.346636258523839,0.0241966250917095,-0.242857142857143,-0.2,-0.116386554621849,-0.277705627705628,-0.292857142857143,-0.181333333333333,-0.215834301200155,-0.193333333333333,-0.20920218579235,-0.229201671771798,-0.240910667510053,-0.224251176722293,-0.309339072214252
"SMO",0.0375396825396825,-0.0454545454545455,-0.1,-0.133333333333333,-0.0304545454545455,0,-0.0166666666666667,-0.12,-0.1,-0.0269230769230769,-0.0269230769230769,0.00910060812973434,-0.0199463327370304,-0.1,-0.00275862068965517,-0.1,-0.0933333333333333,-0.1,-0.0984573894282632,-0.0954498706312707,0.0125,-0.1,0.0180555555555556,0,-0.0828144900302746,0,0.0877777777777778,0.0381752926752569,0.0464252027042725,0.244170771756979,0.1,-0.164297755883963,0.105855855855856,0.116666666666667,0.0269230769230769,0.0337570621468927,0.0993464052287582,0.0552631578947368,0,0.0969230769230769,0.125038402457757,0.118135198135198,-0.05,-0.1,0.131904761904762,-0.0397142857142857,-0.0357142857142857,0.0683333333333333,0.124542124542125,0.0933333333333333,0.085,0.118412698412698,0.169710669077758,0.12,0.243361581920904
"MEK",0.186647906121729,0.0331390831390831,0.133333333333333,0.193333333333333,0.0513872583215649,0.0292929292929293,-0.0308464849354376,-0.0220689655172414,-0.06,-0.203060828060828,-0.203060828060828,-0.147443768720364,-0.190679875679876,0.0733333333333333,0.0900936745764332,0.0876190476190476,-0.0273279352226721,0,-0.0217975877075917,-0.0240280709789672,-0.0315384615384615,-0.0157894736842105,-0.0252447552447552,-0.02,-0.171544832391317,0,0.0210342289289658,-0.207644186194984,-0.0229654111436828,0.0225035161744023,0,-0.442792150551221,-0.0927558236610696,-0.0810769915442813,0.203060828060828,0.0350985857757737,-0.235291277350101,0.0482539682539683,-0.2,0.0241966250917095,-0.34214907903666,-0.0708033749082905,-0.292857142857143,-0.242857142857143,-0.130860238832375,-0.285940921823275,-0.277705627705628,-0.20920218579235,-0.219470664836518,-0.181333333333333,-0.21639172827601,-0.239902778782869,-0.254842556054945,-0.229201671771798,-0.313307326182506
"GSK3",-0.0413810144794223,0.074975514681397,-0.0227272727272727,-0.0655844155844156,0.0606898003956827,0.0574929971988795,-0.0498212061820207,-0.20718954248366,-0.229411764705882,0.0929092806545818,0.0929092806545818,-0.0275242131910259,0.086396675612565,-0.0492753623188406,-0.0727617710726646,-0.0749896480331263,-0.0701849823233581,-0.0592105263157895,-0.0684930856181043,-0.0704009803549464,-0.0702282667452946,-0.0734962406015038,-0.069756568632087,-0.0734962406015038,-0.0102131906339456,0.0592105263157895,0.0701849823233581,0.026549041122476,0.039135380012638,0.114986105769996,0.075,0.0134293355470097,0.0669632029335105,0.0572196131899207,-0.0929092806545818,0.0366108072298015,0.168845055007864,0.148710359408034,0.153333333333333,0.227490294363359,0.182433915932399,0.214990294363359,0.147083333333333,0.140833333333333,0.260410028567923,0.145933908045977,0.145933908045977,0.0663364440823376,0.125077711352893,0.0559069962295769,0.0591594105895146,0.125181805626748,0.242173994541821,0.109739526766178,0.290149513139034
"DSH",-0.0464905035305172,0.0574929971988795,-0.05,-0.0227272727272727,0.074975514681397,0.0869047619047619,-0.02921051915912,-0.229411764705882,-0.2,0.0864667036237695,0.0864667036237695,0.0648218766592236,0.0929092806545818,-0.0666666666666667,-0.0614380071173217,-0.0492753623188406,-0.0734962406015038,-0.075,-0.0701849823233581,-0.0684930856181043,-0.0734962406015038,-0.0592105263157895,-0.0702282667452946,-0.0592105263157895,-0.0115394505808952,0.075,0.0701849823233581,0.0280966209710108,0.0448063909319758,0.115138312771519,0.1,0.0133430542700468,0.0572196131899207,0.0749896480331263,-0.0864667036237695,0.0495379989088506,0.163339293164074,0.145454545454545,0.133333333333333,0.20718954248366,0.192732919254658,0.227490294363359,0.140833333333333,0.153333333333333,0.253141858141858,0.145933908045977,0.147083333333333,0.0559069962295769,0.136496396474,0.0655844155844156,0.0663364440823376,0.109739526766178,0.229864498644986,0.122947073935989,0.290892455189554
"NOTCH",-0.0722655122655123,0.0257142857142857,0,-0.1,-0.0775115207373272,0.04,-0.0644927536231884,-0.22,-0.2,-0.0315151515151515,-0.0315151515151515,-0.0723876698014629,-0.0416600790513834,0,-0.0371428571428571,-0.0333333333333333,0.0523076923076923,0,0.0382550782550782,0.0468265068265068,0.0523076923076923,0.06,0.0371561771561772,0.06,0.0909328603702175,0,-0.0371561771561772,0.125333333333333,-0.0362625482625483,-0.0471967654986523,0,0.164772917714094,0.039010752688172,0.0293333333333333,0.0315151515151515,0.0496779388083736,0.103254237288136,0.156842105263158,0,0.253333333333333,0.178717948717949,0.253333333333333,0.1,0,0.227497789566755,0.1,0.0666666666666667,0.128846153846154,0.21231884057971,0.075,0.122963800904977,0.138571428571429,0.276017316017316,0.111904761904762,0.296376811594203
"TWIST1",0.024856998183389,0.036011396011396,0.0333333333333333,0.0222222222222222,0.0445019620491319,0.0437037037037037,-0.0421826141338336,0.0736231884057971,0.0866666666666667,0.0610264519372679,0.0610264519372679,-0.0624981764191022,0.067875767005761,0.0666666666666667,0.0890406854960493,0.0701149425287356,0.0671394799054374,0.0666666666666667,0.0710977325177242,0.0724203317126638,0.0661988304093567,0.0777777777777778,0.0709988304093567,0.0777777777777778,0.126169392157911,-0.0666666666666667,-0.0715571505881683,0.123939316235048,-0.07089884501293,-0.104011257559645,-0.0666666666666667,0.330848765321773,-0.0692208650799885,-0.0626149425287356,-0.0610264519372679,0.0497664330997664,-0.086726145072827,-0.0948111639187154,0,-0.0762547673531655,-0.0507693510034233,-0.071777155412867,-0.0269230769230769,-0.05,-0.0844608583739019,-0.0279723101757,-0.0364468864468864,-0.0193729071537291,-0.0665300800894021,-0.0262222222222222,-0.0247916263655517,-0.074044972064774,-0.084095657338504,-0.0730548730548731,-0.0853265546248003
"TCFLEF",-0.160594554595291,-0.102996971146182,-0.183333333333333,-0.163333333333333,-0.106651456196016,-0.106918539773633,0.0376018589253883,-0.268641114982578,-0.285714285714286,-0.0844439805974102,-0.0844439805974102,-0.211489450388982,-0.0877291317143616,0,-0.00504645008091437,-0.0116279069767442,0.133226495726496,0.1375,0.0347739681162167,0.0331416657107184,0.136902966314731,0.1375,0.136902966314731,0.141176470588235,-0.0726157622647788,-0.141176470588235,-0.132597564908886,-0.0709032449886506,-0.158585620564147,-0.484312576312576,-0.1,-0.213729391029545,0.011355579193121,0.0106933275374918,0.0844439805974102,0.0588973063973064,-0.0785726829423078,0.359129740518962,0.0857142857142857,0.263879210220674,-0.0533639744727611,0.257076489132238,0.0406233766233766,0.0766233766233766,0.0830614868898379,0.0373274439445547,0.0438491830749895,0.179231950844854,0.0341311257017794,0.177619047619048,0.175550969249762,0.0622719505176987,0.114829621516368,0.0616983367509683,0.141812245259614
"GLI",-0.122360493561722,-0.135846595932803,-0.19047619047619,-0.24047619047619,-0.139656119742327,-0.128346595932803,-0.0557640497640498,-0.322619047619048,-0.314285714285714,-0.20300712541731,-0.20300712541731,-0.178106151638956,-0.198452669971766,-0.13,-0.0211747506019952,-0.136896551724138,-0.0161290322580645,0,-0.0117291218236713,-0.0116693489605512,0.0850474383301708,-0.0161290322580645,-0.00516532762727603,0.0838709677419355,0.0169898732278245,-0.1,0.0075083426028921,0.0530990415262477,0.02188583900218,0.0209103260869565,0,0.149283303844922,0.130693074106676,0.133751897636088,0.20300712541731,0.0601154633896569,0.0981403627498704,0.344261579128836,0.0833333333333333,0.316125541125541,0.113817412283438,0.319992944440458,0.0646198830409357,0.0277777777777778,0.15946392568041,0.0550216687552214,0.0503341687552214,0.247780164697458,0.133130112671709,0.245739348370927,0.248191687331203,0.15080929155556,0.256237879767292,0.144863345609614,0.283988479262673
"Csl",-0.0861279570778743,-0.0748799417899588,-0.075,-0.128846153846154,-0.0857890326990497,-0.0775115207373272,-0.063064182194617,-0.253333333333333,-0.253333333333333,-0.0470787982632061,-0.0470787982632061,-0.0787862384305845,-0.0445052688514413,-0.0293333333333333,-0.0309137136500874,-0.039010752688172,0.0382550782550782,0.0523076923076923,0.0448417740020793,0.0438697900112274,0.0382314459733814,0.0371561771561772,0.0479088653282202,0.0371561771561772,0.0932047276745578,-0.0523076923076923,-0.0468265068265068,0.124040196113347,-0.0379505433874721,-0.0506921953758302,-0.06,0.169055905763272,0.0311305730154537,0.028182727210465,0.0470787982632061,0.0608136048611667,0.0959171843188155,0.157655113393239,0.1,0.264761904761905,0.176620368359499,0.260414078674948,0.1,0.0666666666666667,0.228393486327967,0.0953488372093023,0.0883720930232558,0.134791757894225,0.223822108553566,0.122963800904977,0.130481413066638,0.142324426173347,0.278591396388064,0.13065775950668,0.305830464141778
"SMAD",-0.178654517525485,-0.181477832512315,-0.175,-0.225,-0.191001642036125,-0.189523809523809,-0.0692452249714718,-0.190322580645161,-0.2,-0.150987504489688,-0.150987504489688,-0.186248865309016,-0.150000662384425,0,0.00309117665372624,-0.0126760563380282,0.0413725490196078,0.06,0.0471473115704898,0.0460328232219589,0.0480769230769231,0.0433333333333333,0.0552711676812396,0.05,0.090429856904416,-0.0666666666666667,-0.047554367201426,0.115683746088248,-0.0606941066868764,-0.0515000221185953,-0.06,0.157335113300606,0.00301414532287092,-0.000173105673145016,0.150987504489688,0.0634274069613424,0.0472767136798515,0.127040816326531,0.15,0.197299324831208,0.0817186970735358,0.190568555600439,0.14047619047619,0.116666666666667,0.125445412817561,0.132084033613445,0.126750700280112,0.225091743119266,0.149339441879573,0.215,0.218772040517036,0.115955003900209,0.225412528357593,0.205478813424019,0.231469937291273
"Jagged",-0.0833766233766234,0.04,0,0,0.0257142857142857,0.1,-0.0166666666666667,-0.2,-0.1,-0.0133333333333333,-0.0133333333333333,-0.0701149425287356,-0.0315151515151515,0,-0.0228571428571429,0,0.06,0,0.0371561771561772,0.0382550782550782,0.06,0,0.0523076923076923,0,0.0841265776477044,0,-0.0523076923076923,0.125333333333333,-0.0362625482625483,-0.0528571428571429,0,0.168476621417798,0.0293333333333333,0.0333333333333333,0.0133333333333333,0.0644927536231884,0.088,0.12,0,0.22,0.183333333333333,0.253333333333333,0,0,0.21025641025641,0.0666666666666667,0.1,0.075,0.216666666666667,0.1,0.128846153846154,0.111904761904762,0.25030303030303,0.116666666666667,0.296376811594203
"NOTCHic",-0.0835237904112076,-0.0775115207373272,-0.1,-0.075,-0.0748799417899588,0.0257142857142857,-0.0502070393374741,-0.253333333333333,-0.22,-0.0416600790513834,-0.0416600790513834,-0.0756934549254298,-0.0470787982632061,-0.0333333333333333,-0.0274654377880184,-0.0293333333333333,0.0371561771561772,0.06,0.0468265068265068,0.0448417740020793,0.0371561771561772,0.0523076923076923,0.0382314459733814,0.0523076923076923,0.0951924952586556,-0.06,-0.0382550782550782,0.123342521694742,-0.0395958815958816,-0.0458078766097634,0,0.168981334547761,0.028182727210465,0.039010752688172,0.0416600790513834,0.0652334943639291,0.0988517215648651,0.156842105263158,0,0.253333333333333,0.181363451363451,0.264761904761905,0.0666666666666667,0.1,0.22608933886253,0.0883720930232558,0.1,0.122963800904977,0.23231884057971,0.128846153846154,0.134791757894225,0.13065775950668,0.269658934514426,0.138571428571429,0.307487922705314
"PAK1",-0.0930561946148603,-0.0817948717948718,-0.0571428571428571,-0.123809523809524,-0.0883882783882784,-0.0833333333333333,-0.0668836846213895,-0.244347826086957,-0.24,-0.0953105903608056,-0.0953105903608056,-0.0768257575757576,-0.0889469539971692,-0.019047619047619,-0.0254031234024308,-0.0327731092436975,-0.0239239239239239,0,-0.014015599758174,-0.014567323896105,-0.0237816764132554,-0.0185185185185185,-0.00963533494984073,-0.0185185185185185,0.01304505389418,0,0.0110526367952111,0.0465865772477421,0.0210858058008091,0.0236450103789076,0,0.155262374140689,0.0220428558904933,0.0236822001527884,0.0953105903608056,0.0660704229372822,0.110584509693205,0.146025852585259,0.1,0.252822402358143,0.173001270805567,0.254155735691476,0.1,0.05,0.2253310409664,0.0953216374269006,0.0842105263157895,0.131694828469022,0.124184966340359,0.120583717357911,0.125694828469022,0.144282300733914,0.280389054560449,0.131379074927462,0.308581664722132
"LIV1",-0.0930561946148603,-0.0817948717948718,-0.0571428571428571,-0.123809523809524,-0.0883882783882784,-0.0833333333333333,-0.0668836846213895,-0.244347826086957,-0.24,-0.0953105903608056,-0.0953105903608056,-0.0768257575757576,-0.0889469539971692,-0.019047619047619,-0.0254031234024308,-0.0327731092436975,-0.0239239239239239,0,-0.014015599758174,-0.014567323896105,-0.0237816764132554,-0.0185185185185185,-0.00963533494984073,-0.0185185185185185,0.01304505389418,0,0.0110526367952111,0.0465865772477421,0.0210858058008091,0.0236450103789076,0,0.155262374140689,0.0220428558904933,0.0236822001527884,0.0953105903608056,0.0660704229372822,0.110584509693205,0.146025852585259,0.1,0.252822402358143,0.173001270805567,0.254155735691476,0.1,0.05,0.2253310409664,0.0953216374269006,0.0842105263157895,0.131694828469022,0.124184966340359,0.120583717357911,0.125694828469022,0.144282300733914,0.280389054560449,0.131379074927462,0.308581664722132
"EGR1",-0.0930561946148603,-0.0817948717948718,-0.0571428571428571,-0.123809523809524,-0.0883882783882784,-0.0833333333333333,-0.0668836846213895,-0.244347826086957,-0.24,-0.0953105903608056,-0.0953105903608056,-0.0768257575757576,-0.0889469539971692,-0.019047619047619,-0.0254031234024308,-0.0327731092436975,-0.0239239239239239,0,-0.014015599758174,-0.014567323896105,-0.0237816764132554,-0.0185185185185185,-0.00963533494984073,-0.0185185185185185,0.01304505389418,0,0.0110526367952111,0.0465865772477421,0.0210858058008091,0.0236450103789076,0,0.155262374140689,0.0220428558904933,0.0236822001527884,0.0953105903608056,0.0660704229372822,0.110584509693205,0.146025852585259,0.1,0.252822402358143,0.173001270805567,0.254155735691476,0.1,0.05,0.2253310409664,0.0953216374269006,0.0842105263157895,0.131694828469022,0.124184966340359,0.120583717357911,0.125694828469022,0.144282300733914,0.280389054560449,0.131379074927462,0.308581664722132
"cfos",-0.0875347222222222,-0.0833333333333333,-0.1,-0.0571428571428571,-0.0817948717948718,-0.0833333333333333,-0.057047619047619,-0.24,-0.12,-0.0831154684095861,-0.0831154684095861,-0.0688257575757576,-0.0953105903608056,-0.0142857142857143,-0.0260927785748446,-0.019047619047619,-0.0185185185185185,0,-0.0110526367952111,-0.014015599758174,-0.0185185185185185,0,-0.0237816764132554,0,0.0161586070077331,0,0.0239239239239239,0.044994881746012,0.0159730238459219,0.0299343185550082,0.1,0.154719878661485,0.0236822001527884,0.0327731092436975,0.0831154684095861,0.0683212267958031,0.116562770562771,0.143055555555556,0,0.244347826086957,0.176103896103896,0.252822402358143,0.05,0.1,0.224778554778555,0.0842105263157895,0.1,0.120583717357911,0.133008495752124,0.123809523809524,0.131694828469022,0.131379074927462,0.271759612936084,0.137830687830688,0.310832468580653
"CDC42",-0.0875347222222222,-0.0833333333333333,-0.1,-0.0571428571428571,-0.0817948717948718,-0.0833333333333333,-0.057047619047619,-0.24,-0.22,-0.0831154684095861,-0.0831154684095861,-0.0688257575757576,-0.0953105903608056,0.0857142857142857,-0.0260927785748446,-0.019047619047619,-0.0185185185185185,0,-0.0110526367952111,-0.014015599758174,-0.0185185185185185,0,-0.0237816764132554,0,0.0161586070077331,0,0.0239239239239239,0.044994881746012,0.0159730238459219,0.0299343185550082,0.1,0.154719878661485,0.0236822001527884,0.0327731092436975,0.0831154684095861,0.0683212267958031,0.116562770562771,0.143055555555556,0,0.244347826086957,0.176103896103896,0.252822402358143,0.05,0.1,0.224778554778555,0.0842105263157895,0.1,0.120583717357911,0.133008495752124,0.123809523809524,0.131694828469022,0.131379074927462,0.271759612936084,0.137830687830688,0.310832468580653
"cMet",0.105273132664437,-0.0669172932330827,0.1,0.05,-0.0435130379139338,-0.114285714285714,0.0253968253968254,0.04,0.1,-0.0361904761904762,-0.0361904761904762,0.0927803379416283,-0.0248697214734951,0.0733333333333333,0.0925791139240506,0.0733333333333333,0.0533333333333333,0.2,0.0540488968395945,0.0568737555966567,0.0533333333333333,0.2,0.0442424242424242,0.1,0.0631926792069141,-0.1,-0.0463565891472868,0.0187904355976633,-0.0342239352743555,-0.0757142857142857,-0.1,-0.220437389050528,-0.0916548463356974,-0.0788888888888889,0.0361904761904762,0.0695526695526695,-0.131109190435033,0.0747619047619048,-0.2,-0.03,-0.144408852125177,-0.0536363636363636,-0.233333333333333,-0.3,-0.0585185185185185,-0.2525,-0.24,-0.108181818181818,-0.157619539043688,-0.09,-0.105056818181818,-0.120319521748093,-0.182734134826526,-0.109410430839002,-0.224819624819625
"SNAI1",-0.095879724026625,-0.0883882783882784,-0.123809523809524,-0.120583717357911,-0.0961433804290947,-0.0817948717948718,-0.0647029992631341,-0.252822402358143,-0.244347826086957,-0.0889469539971692,-0.0889469539971692,-0.0731953945394539,-0.093708858759074,-0.0327731092436975,-0.0265467066298768,-0.0236822001527884,-0.0110526367952111,-0.0185185185185185,-0.014567323896105,-0.0147738288005965,-0.00963533494984073,-0.0239239239239239,-0.0131088267231497,-0.0237816764132554,0.0135631886092059,0.0185185185185185,0.014015599758174,0.0465345481114258,0.0176866829937915,0.0231788099127071,0,0.154290198478604,0.0258735010517836,0.0220428558904933,0.0889469539971692,0.0718514807478603,0.110071689180385,0.141874909189032,0.05,0.254155735691476,0.0744247583500507,0.250568291745288,0.0842105263157895,0.1,0.223657400799036,0.0855994152046784,0.0953216374269006,0.125694828469022,0.136089728245121,0.131694828469022,0.139092886721449,0.140469262603532,0.277795394618086,0.144282300733914,0.31116469055239
"RAS",0.113128326434063,-0.0236842105263158,0.1,0.1,-0.025571002979146,-0.05,-0.106785714285714,-0.04,-0.04,-0.212307692307692,-0.212307692307692,-0.308255813953488,-0.308461538461538,0.1,0.0950793650793651,0.08,0.0823529411764706,0.1,0.081763743140464,0.0797807403076028,0.0823529411764706,0.1,0.0781862745098039,0.1,-0.0226445820683945,-0.1,-0.0802252816020025,-0.0802747133108843,-0.138839240583427,-0.106561264822134,0,-0.326373882720485,-0.08879440885265,-0.0917647058823529,0.212307692307692,0.0871980854197349,-0.247386797599564,0.100865800865801,0,0.0136842105263158,-0.291750245821042,-0.0157275541795666,-0.133333333333333,-0.1,-0.109899371069182,-0.172222222222222,-0.166666666666667,-0.129333333333333,-0.0592885375494071,-0.133333333333333,-0.144587570621469,-0.161100803957947,-0.209323076923077,-0.154978354978355,-0.264635493372607
"ZEB1",-0.256945323872695,-0.241544117647059,-0.308333333333333,-0.295833333333333,-0.229973869713175,-0.20625,-0.112997323079593,-0.227333333333333,-0.183333333333333,-0.0224085702162941,-0.0224085702162941,-0.0737253497786511,-0.0168967591926721,-0.0754789272030651,-0.0688077871332284,-0.0537397967682825,0.0169223411691131,0.00769230769230769,0.0193307336041012,0.0212876807665278,0.0255896542481908,0.024765478424015,0.0293697229767132,0.0313588850174216,0.22595199296779,-0.0142857142857143,-0.0203945633913353,0.171823171361866,-0.0390629596610218,-0.119877519948887,0,0.154627826069368,0.0644396648685263,0.078612893214983,0.0224085702162941,0.138296236497136,0.0869114150753214,0.205107212475634,0.233333333333333,0.207333333333333,0.230578624523136,0.223632892804699,0.268070175438596,0.273333333333333,0.254169157728152,0.284674390895271,0.286102962323842,0.341911764705882,0.317021329275215,0.345833333333333,0.360061230898053,0.348337269611929,0.35751850712947,0.360837269611929,0.459209711563094
"ZEB2",-0.291012458147584,-0.276923076923077,-0.275,-0.275,-0.264354770912148,-0.243589743589744,-0.227679973702473,-0.222368421052632,-0.175,-0.1004329004329,-0.1004329004329,-0.0964594907445422,-0.0959361124243351,-0.0831168831168831,-0.0698212898212898,-0.0667532467532467,-0.033859649122807,-0.03,-0.0286562062433078,-0.026838024425126,-0.0237529137529138,-0.0233333333333333,-0.0182483265969505,-0.0160606060606061,-0.0158056367135744,0.0227272727272727,0.0283040935672515,0.0303343121078648,0.0399959925667507,0.0486976045864635,0.05,0.0695519609674088,0.0731024531024531,0.0905627705627706,0.1004329004329,0.156389343207439,0.156999504763325,0.16525641025641,0.2,0.206239388794567,0.223046291481045,0.228190608306762,0.255555555555556,0.255555555555556,0.256795491143317,0.279771547248183,0.284444444444444,0.325243902439024,0.330497405819986,0.335,0.348880266075388,0.365028935338107,0.36979067346633,0.376614301191766,0.481286945487285
"miR200",-0.255892975305682,-0.222660098522167,-0.22,-0.295,-0.257123375358326,-0.229556650246305,-0.2425983436853,-0.18,-0.2,0.00352468427095293,0.00352468427095293,-0.0690484211731135,-0.013682298272688,-0.0375,-0.0873782044513752,-0.0786764705882353,0.0457195345988977,0.02,0.0410958499190333,0.0403382741614575,0.0526760563380282,0.0330434782608696,0.0460826497446216,0.04,0.152290170355861,-0.02,-0.0367307705539539,0.0954885558942341,-0.0528639901968997,-0.0965669866014185,0,0.159386506429456,0.0837402365297207,0.0593216318785579,-0.00352468427095293,0.220362903225806,0.0859032991548329,0.188246292714378,0.2,0.225454545454545,0.214439819439819,0.20708719851577,0.267368421052632,0.22,0.266476303563183,0.287152787629451,0.264511278195489,0.342763713080169,0.295932203389831,0.288333333333333,0.336241973949734,0.367836456313722,0.375037334274039,0.33178629957391,0.560689964157706
