"","TGF","NOTCHic","TrCP","Csl","FUS","IKK","Csn","EGR1","NFB","Destcompl","LIV1","AXIN2","DELTA","ZEB1","SOSGRB2","FOXC2","GSK3","RAF","PI3K","RAS","STAT","SRC","DSH","cMet","Frizzled","CD44","Wnt","TCFLEF","cateninnuc","GLI","Ecadherin","ERK","cfos","MEK","cateninmemb","TWIST1","SNAI1","RKIP","AKT","ILK","SMAD","SNAI2","HEY1","Jagged","SHH","Patched","SUFU","SMO","NOTCH","TGFR","CDC42","PAK1","miR200","ZEB2","KLF4"
"NFB",-0.237367088607595,0.0012987012987013,0.3,-0.012987012987013,0.06,0.16956241956242,0.228571428571429,-0.0642857142857143,0.145238095238095,-0.0770307860267127,0.1,0.0907193515704154,-0.0720755263583923,-0.0763174603174603,-0.186127819548872,0.116077910579903,-0.00041478129713424,0.0720755263583923,0.0720755263583923,0.0730705512340142,-0.111111111111111,-0.118803418803419,-0.111111111111111,-0.114188034188034,-0.118803418803419,-0.111363175430972,-0.114188034188034,-0.110519293574432,-0.109813411221491,-0.111940843176798,-0.0407312372062954,0.0731746031746032,0.0842857142857143,0.0672922502334267,-0.0924118546126593,0.0610410830999066,-0.00446200828037072,0.0111671570687964,-0.158451308451308,-0.0639782728272827,-0.0762459308198478,0.22454325161033,-0.0601964469998526,-0.0834489222118088,-0.0876416008863038,-0.0864367816091954,-0.04,-0.0933333333333333,0.0019271051529116,0.238,0.25,0.25,0.142032387245838,0.208125025206695,0.208974358974359
"IKK",-0.238,-0.012987012987013,0.2,-0.0272727272727273,0.04,0.145238095238095,0.3,-0.05,0.228571428571429,-0.0758679953290382,0.1,0.0914285714285714,-0.0650332728372656,-0.0874285714285714,-0.189285714285714,0.124444444444444,-0.00551282051282051,0.0650332728372656,0.0650332728372656,0.0720755263583923,-0.1,-0.111111111111111,-0.1,-0.118803418803419,-0.111111111111111,-0.114188034188034,-0.118803418803419,-0.111363175430972,-0.110519293574432,-0.114188034188034,-0.0410522644936149,0.0842857142857143,0.0642857142857143,0.0731746031746032,-0.09462938365173,0.0575490196078431,-0.00364009047215154,0.000910746812386157,-0.16956241956242,-0.0590277777777778,-0.0639782728272827,0.224136747545289,-0.0584107327141383,-0.0834489222118088,-0.0864367816091954,-0.0933333333333333,-0.1,-0.06,-0.0012987012987013,0.25,0.25,0.25,0.147168338907469,0.21080701754386,0.220512820512821
"SOSGRB2",-0.172648273712104,-0.0678321678321678,-0.1,-0.0909090909090909,-0.0666666666666667,-0.104093567251462,0,-0.0142857142857143,-0.0777777777777778,-0.0909023117076808,0,0.146823432343234,0.0504708097928437,0.00967418546365914,-0.145555555555556,-0.0901343101343101,-0.1270289255703,-0.0504708097928437,-0.0504708097928437,-0.042778502100536,-0.1,-0.171428571428571,-0.1,-0.201863354037267,-0.171428571428571,-0.209109730848861,-0.196428571428571,-0.211214994006756,-0.215230290373869,-0.203674948240166,-0.227323419652295,0.0719433719433719,0.0476190476190476,0.074973674973675,-0.254572403572404,0.0205217391304348,0.145391613361763,-0.00566520467836257,0.0957602339181287,0.0664516129032258,0.0601579066095195,-0.274000551630438,0.0814393939393939,-0.0217123043946082,0.0292059501361827,0.0315315315315315,0,0.0666666666666667,0.0410716044518861,0.181868131868132,0.185714285714286,0.185714285714286,0.202394264486995,0.240751879699248,0.247894736842105
"Destcompl",-0.159289232934553,-0.206985898942421,0.166666666666667,-0.201551116333725,-0.200766283524904,0.140797940797941,0.138095238095238,0.0179487179487179,0.138095238095238,0.00440359460012058,-0.188888888888889,-0.105825392892849,-0.175905029444526,0.0436113313657254,-0.0213515847387036,-0.0271350801706464,-0.0954861499049729,0.175905029444526,0.175905029444526,0.175120100088168,0.188888888888889,0.198477929984779,0.188888888888889,0.206935641427565,0.198477929984779,0.211413253367864,0.207388821073888,0.213879006792521,0.215612816073501,0.212398097511736,0.0812362267931948,-0.0187435515304368,-0.0149184149184149,-0.0216971380283271,0.243439515039976,0.204315430005075,0.189289139348903,0.190654107260068,-0.146838209254317,0.104206349206349,0.105258980785297,0.307397658075101,0.121932938856016,0.241219117329438,0.204324075088428,0.203356957100034,0.211111111111111,0.200766283524904,0.21319832379212,0.158796622097115,0.158796622097115,0.162244897959184,0.217961484567239,0.246656277990691,0.254154917985126
"Csn",-0.115174654540771,-0.0536075036075036,0.1,-0.0419191919191919,-0.0126984126984127,0.00416666666666667,0,-0.13,0.0166666666666667,-0.0641503069802479,0.2,0.160941336166195,0.0866484181854167,-0.0763308519437552,-0.127097890003459,0.0359803589144658,0.0238360523300387,-0.0866484181854167,-0.0866484181854167,-0.0945178999512516,-0.233333333333333,-0.229885057471264,-0.233333333333333,-0.231089876748373,-0.229885057471264,-0.235978765637262,-0.231089876748373,-0.239515743129223,-0.241740637897714,-0.234146645307325,-0.157933666348567,0.117012987012987,0.120909090909091,0.11909632034632,-0.186638534824251,-0.0353147888421381,0.0160285291965224,0.0274130831321748,-0.0225666666666667,0.0379981884057971,0.0475097565291904,-0.054318255857074,0.0472923588039867,-0.0286620375265823,0.00309550899186013,0.0121119024344831,0.0571428571428571,0.0217893217893218,0.0545690420690421,0.115413318025258,0.111567164179104,0.125,0.183692178743975,0.263167907361456,0.262410400057459
"SHH",-0.0533333333333333,-0.2,0,-0.1,-0.2,0.1,0,0,0,-0.168051948051948,0,-0.019047619047619,0.05,-0.025,0.1,-0.025,0.207692307692308,-0.05,-0.05,-0.0423076923076923,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.106666666666667,0.123333333333333,0.2,0.0563888888888889,0,0.1,0.02,0.131469534050179,0.125,0.15,0.16,0,0.0666666666666667,0.05,0.310574712643678,0.0666666666666667,0.145714285714286,0.28,0.4,0.2,0.3,0.233333333333333,0.0333333333333333,0.0333333333333333,0,0.216666666666667,0.275,0.25
"SRC",-0.152445887445887,-0.170714285714286,0.1,-0.185,-0.1,0.105128205128205,0,-0.0333333333333333,0.0666666666666667,-0.0310877528268833,-0.2,-0.0811572952526669,-0.124755944931164,-0.0672506738544474,-0.172857142857143,0.0935994397759104,0.0179220779220779,0.124755944931164,0.124755944931164,0.123240793416012,0.2,0.1,0.1,0.11,0.1,0.114918032786885,0.11,0.117357057177129,0.120265334582051,0.114918032786885,0.0507058682058682,0.0313131313131313,0.0424242424242424,0.0294263388603011,0.132451354587637,0.182061386888973,0.0587467546279259,-0.0242750081459759,-0.0829059829059829,0.0493421052631579,0.0358285917496444,0.103196475265751,0.0553955643826548,0.0789943542695836,0.0859259259259259,0.0859259259259259,0.1,0.06,0.185,0.148809523809524,0.158333333333333,0.133333333333333,0.199997072170985,0.27986672656484,0.376421188630491
"SMO",-0.0535585585585586,-0.206060606060606,0,-0.233333333333333,-0.4,-0.0142857142857143,0.1,0,0,-0.18129839153095,-0.1,-0.0350350798626661,0.0423076923076923,-0.0485875706214689,0.0614035087719298,-0.0046551724137931,0.198260962338632,-0.0423076923076923,-0.0423076923076923,-0.0260286225402504,0.1,0.1,0.2,0.106666666666667,0.2,0.123333333333333,0.2125,0.134012944983819,0.139276102878556,0.229166666666667,0.0762935927902968,0.0584615384615385,0.02,0.0554312354312354,0.153260256811776,0.131644880174292,0.14815668202765,0.134603174603175,0.00228571428571429,0.08,0.0752380952380952,0.336669950738916,0.0923076923076923,0.163439153439153,0.289722222222222,0.2675,0.3,0.28,0.206060606060606,0.0616666666666667,0.0533333333333333,0.0333333333333333,0.22462326702833,0.281638418079096,0.291666666666667
"Patched",-0.0616666666666667,-0.233333333333333,0,-0.2,-0.3,0,0,-0.1,0.1,-0.173546453546454,-0.1,-0.0281385281385281,0.0423076923076923,-0.0333333333333333,0.0666666666666667,-0.015,0.193406593406593,-0.0423076923076923,-0.0423076923076923,-0.0423076923076923,0.1,0.1,0.2,0.1,0.2,0.106666666666667,0.2,0.123333333333333,0.134012944983819,0.2125,0.0670685005393743,0.02,0,0.0584615384615385,0.14258064516129,0.128703703703704,0.133870967741935,0.145714285714286,0.0142857142857143,0.05,0.08,0.325241379310345,0.058974358974359,0.142010582010582,0.2675,0.28,0.2,0.4,0.206060606060606,0.0533333333333333,0.0333333333333333,0.0333333333333333,0.230952380952381,0.283333333333333,0.283333333333333
"SUFU",-0.0588000710013803,-0.21969696969697,0,-0.206060606060606,-0.2675,-0.0138241758241758,-0.0142857142857143,-0.0584615384615385,-0.00228571428571429,-0.185958127577547,-0.1,-0.0410222502119177,0.0229718539812985,-0.0391243063435874,0.0767881241565452,-0.00602320166807024,0.210118826169224,-0.0229718539812985,-0.0229718539812985,-0.0255034995509187,0.106666666666667,0.123333333333333,0.2125,0.134012944983819,0.229166666666667,0.139276102878556,0.240705128205128,0.143080450704643,0.145893749937379,0.247024830807359,0.0852065902650087,0.0519829595691665,0.0554312354312354,0.0515574276542729,0.165024873028898,0.143860565390463,0.141932195511626,0.150904458003133,0.00241477985102146,0.0642703533026114,0.0714297066513412,0.350747626961358,0.0788102241742891,0.167545841473953,0.290822023322023,0.292752525252525,0.28,0.289722222222222,0.228427128427128,0.0578138777074947,0.0535585585585586,0.0616666666666667,0.229702585369086,0.285932896606703,0.294218939170839
"RAF",-0.211588785046729,-0.183838383838384,0,-0.211111111111111,-0.166666666666667,-0.0839285714285714,0,0.08,-0.0714285714285714,-0.0730421088295946,0,0.144784341303329,0.0347402597402597,-0.0398813964610234,-0.273968253968254,-0.0161066902446213,-0.0670606776989756,-0.0347402597402597,-0.0347402597402597,-0.0287573537573538,-0.1,-0.166666666666667,-0.1,-0.203508771929825,-0.166666666666667,-0.215047233468286,-0.196666666666667,-0.221340939761992,-0.228211168769626,-0.208205128205128,-0.254285960192653,0.00103448275862069,-0.03,0.00316214233308877,-0.274941832588891,0.0609863339275104,0.118259998725407,-0.0562324929971989,0.0748376623376623,0.15742404792469,0.146532958815779,-0.40702890948301,0.180565234223771,0.0659248928773547,0.112306010928962,0.110666666666667,0.1,0.146666666666667,0.156915306915307,0.22,0.22,0.2,0.222733066260929,0.291639406982305,0.293639406982305
"ZEB1",-0.214365461060189,-0.236887254901961,-0.133333333333333,-0.227083333333333,-0.1875,-0.119545585274662,-0.113333333333333,-0.116666666666667,-0.108070175438596,-0.22310806838037,-0.2,-0.118411877259346,-0.128329821540154,-0.0893135413547266,-0.0469005847953216,0.0393985502229153,0.127542435074927,0.128329821540154,0.128329821540154,0.128802262485035,0.207692307692308,0.219887429643527,0.214285714285714,0.229691351212155,0.226480836236934,0.237330240101044,0.236096220852318,0.243181303930831,0.246997350897563,0.244687286144415,0.200802677147068,0.103490196078431,0.104666666666667,0.102168610175348,0.290710487893588,0.250754460654518,0.11228145862202,0.124879633583695,0.109545585274662,0.164745498088093,0.169553190395786,0.308238777051297,0.187820331654529,0.239765245630913,0.201404377668246,0.201760249554367,0.2,0.205681818181818,0.239366593744936,0.216333964997197,0.216841579210395,0.229885057471264,0.246914376522685,0.294753437760758,0.304769364281471
"ZEB2",-0.22316773173916,-0.206666666666667,-0.2,-0.2,-0.185714285714286,-0.174166666666667,-0.166666666666667,-0.158333333333333,-0.154166666666667,-0.13972323406877,-0.1,-0.0940388508772647,-0.0923593073593074,-0.0877126562908542,-0.0682600732600733,-0.00304584304584305,0.0386271574888078,0.0923593073593074,0.0923593073593074,0.09257344012162,0.1,0.106666666666667,0.109090909090909,0.111929824561404,0.115757575757576,0.117485380116959,0.120885780885781,0.122414957581748,0.125401970568761,0.127307799234405,0.133534627951558,0.142543859649123,0.142543859649123,0.143763371844245,0.14606924516022,0.146744582128524,0.149976773279739,0.162737520128825,0.163886292834891,0.165470515400093,0.172177832473264,0.18349547790686,0.18559891721182,0.192040246506029,0.193851757998099,0.198397212543554,0.2,0.205714285714286,0.206120218579235,0.225813234384663,0.226493506493506,0.242857142857143,0.253185411113714,0.301871504970425,0.409796785509923
"cMet",-0.277228132387707,-0.24812030075188,-0.1,-0.242857142857143,-0.15,-0.0533333333333333,0,0,-0.0333333333333333,-0.104459105509526,-0.1,-0.0252380952380952,-0.0714285714285714,0.0551226551226551,-0.104285714285714,-0.112837552742616,-0.0703917050691244,0.0714285714285714,0.0714285714285714,0.0789757412398922,0.2,0.15,0.1,0.0166666666666667,0.05,0.00503875968992248,0.0166666666666667,0.00350029815146094,0.00350029815146094,0.00757575757575758,-0.0439926498436569,0.04,0.02,0.0527272727272727,0.00314992243817867,0.204710046507799,0.2403571846926,0.09,0.0533333333333333,0.170181405895692,0.171999587713873,-0.185885177272039,0.163364293085655,0.139958447349752,0.162443181818182,0.171818181818182,0.1,0.19,0.228971364581667,0.283611111111111,0.2725,0.26,0.276127442907334,0.316017316017316,0.419047619047619
"TCFLEF",-0.311463317479286,-0.236728837876614,0.0857142857142857,-0.234768053562889,-0.156666666666667,0.0838491830749895,0.0766233766233766,0.0757142857142857,0.0806233766233766,0.0942001330365604,-0.1,-0.0318573870573871,-0.142055375901946,-0.0484750575934786,-0.0514011976047904,0.0137520188944169,-0.0646413485511034,0.142055375901946,0.142055375901946,0.141398345678556,0.1,0.105,0.105882352941176,0.110982905982906,0.110882352941176,0.114127560070956,0.116865258924082,0.0156166780549196,0.0167335165428921,0.120591966998617,-0.0451187056245608,-0.0772009291521487,-0.0781533101045296,-0.0778812012609922,-0.0627406411997534,0.248541776631705,0.202359488489196,0.106668503466961,-0.088197009161946,0.0542516898306372,0.0555901219530081,0.283191235589772,0.087301424176103,0.143067136946998,0.158507157464213,0.156666666666667,0.15,0.156666666666667,0.240383322926448,0.312125569134915,0.31025641025641,0.31025641025641,0.250637180757663,0.318499512670565,0.318600394703336
"CD44",-0.283611111111111,-0.242857142857143,0,-0.2,-0.1,-0.0333333333333333,-0.1,0,0,-0.105134781185201,-0.1,-0.03,-0.0857142857142857,0.0682539682539682,-0.0976190476190476,-0.119166666666667,-0.0607142857142857,0.0857142857142857,0.0857142857142857,0.0714285714285714,0.1,0.2,0,0.15,0.1,0.0166666666666667,0.05,0.00503875968992248,0.00350029815146094,0.0166666666666667,-0.0432292910650309,0.02,0,0.04,0.00564102564102565,0.217069597069597,0.242052099946837,0.101111111111111,0.0533333333333333,0.172222222222222,0.170181405895692,-0.182235542235542,0.16140350877193,0.146480186480186,0.171818181818182,0.19,0.1,0.15,0.24812030075188,0.2725,0.26,0.2,0.277689942907334,0.319047619047619,0.404761904761905
"SNAI1",-0.281209950448138,-0.0151282051282051,-0.0416666666666667,-0.0228205128205128,-0.024347158218126,-0.0417397660818714,-0.0791666666666667,-0.244347826086957,-0.0528508771929825,0.168178130318882,0.15,0.118957269145948,0.00290530846484935,-0.0988810351416312,-0.13799219544596,-0.074546175384392,-0.0626629537953795,-0.00290530846484935,-0.00290530846484935,-0.0032337156898083,-0.153703703703704,-0.156406406406406,-0.153703703703704,-0.157396505416307,-0.153703703703704,-0.158137246157048,-0.15516711833785,-0.158413108226014,-0.158413108226014,-0.15644682583328,-0.140215855785771,0.241432571849668,0.249432571849668,0.239638849876574,-0.179622161506937,0.0633604004690961,0.026935985776773,0.149830137345337,0.0514619883040936,0.0450435227854583,0.0397544698949294,0.0716585316625955,0.0508087867830791,0.010726259573359,0.0126084551137271,0.0162977755020766,0.0404761904761905,0.00829777550207659,0.0155363683935113,0.281209950448138,0.289406671759613,0.292436974789916,0.224837775908077,0.337633468082438,0.336594137660171
"TrCP",-0.281209950448138,-0.0228205128205128,-0.0666666666666667,-0.0243589743589744,-0.0404761904761905,-0.0528508771929825,-0.0416666666666667,-0.24,-0.0791666666666667,0.167958832073268,0.15,0.118724168912848,0.00290530846484935,-0.105646102792308,-0.13987898789879,-0.0693365184593602,-0.063125,-0.00290530846484935,-0.00290530846484935,-0.00290530846484935,-0.15,-0.153703703703704,-0.15,-0.156406406406406,-0.153703703703704,-0.157396505416307,-0.153703703703704,-0.158137246157048,-0.158413108226014,-0.15516711833785,-0.13938338960471,0.249432571849668,0.244347826086957,0.241432571849668,-0.179587619192602,0.0624373235460192,0.128359473321257,0.145227626885085,0.0417397660818714,0.0502048131080389,0.0450435227854583,0.0730329869089917,0.0549754534497457,0.0130792007498296,0.0162977755020766,0.00829777550207659,0.0238095238095238,0.024347158218126,0.0151282051282051,0.289406671759613,0.292436974789916,0.29047619047619,0.227239312891746,0.339724488992647,0.342513140775436
"EGR1",-0.281209950448138,-0.0228205128205128,-0.0666666666666667,-0.0243589743589744,-0.0404761904761905,-0.0528508771929825,-0.0416666666666667,-0.24,-0.0791666666666667,0.167958832073268,0.15,0.118724168912848,0.00290530846484935,-0.105646102792308,-0.13987898789879,-0.0693365184593602,-0.063125,-0.00290530846484935,-0.00290530846484935,-0.00290530846484935,-0.15,-0.153703703703704,-0.15,-0.156406406406406,-0.153703703703704,-0.157396505416307,-0.153703703703704,-0.158137246157048,-0.158413108226014,-0.15516711833785,-0.13938338960471,0.249432571849668,0.244347826086957,0.241432571849668,-0.179587619192602,0.0624373235460192,0.128359473321257,0.145227626885085,0.0417397660818714,0.0502048131080389,0.0450435227854583,0.0730329869089917,0.0549754534497457,0.0130792007498296,0.0162977755020766,0.00829777550207659,0.0238095238095238,0.024347158218126,0.0151282051282051,0.289406671759613,0.292436974789916,0.29047619047619,0.227239312891746,0.339724488992647,0.342513140775436
"STAT",-0.237925450153711,-0.0904610492845787,-0.1,-0.0823529411764706,-0.075,-0.0633333333333333,-0.05,-0.233333333333333,-0.03,-0.126945202391645,-0.2,-0.0809594327241386,-0.0988988833746898,-0.0916352877891339,-0.00394088669950739,0.00786912065439673,0.137986203827325,0.0988988833746898,0.0988988833746898,0.097406346061257,0.0857142857142857,0.0982142857142857,0.0857142857142857,0.107305194805195,0.0982142857142857,0.114997502497502,0.107305194805195,0.120991193349238,0.124924447222897,0.116548892284186,0.0796824820173582,0.213333333333333,0.213333333333333,0.214408602150538,0.147380236431484,0.233528690200354,0.13897741311309,0.159930823680824,0.0446892655367232,0.0459742351046699,0.0563190626908768,0.219339719916697,0.0593333333333333,0.078364088584443,0.080058654044042,0.0880232558139535,0.1,0.095,0.0953154182166175,0.240340909090909,0.240340909090909,0.259090909090909,0.231303591217375,0.340675990675991,0.452446028916617
"SMAD",-0.258219279396918,-0.18623973727422,-0.15,-0.194285714285714,-0.179166666666667,-0.14187675070028,-0.116666666666667,-0.2,-0.15952380952381,-0.0302726383783847,0.02,0.00629022342832126,-0.10917590124577,-0.10667186936882,-0.113346643005028,-0.0530850424370657,-0.0505326989913456,0.10917590124577,0.10917590124577,0.111807480193139,-0.02,-0.02,0,-0.016078431372549,0,-0.0113511586452763,0.00576923076923077,-0.00877313964934685,-0.00725338281044108,0.0100857775318207,0.0122798899386276,0.207876969242311,0.203225806451613,0.198261584626926,-0.000353448671477197,0.0802630214240208,0.104814383197448,0.114403351873848,0.132543417366947,0.156271034901172,0.0510329396630766,0.162204958070183,0.198279605739474,0.166953917050691,0.156533741459477,0.14724006116208,0.141666666666667,0.159166666666667,0.183065134099617,0.264992187763452,0.270020120724346,0.271428571428571,0.228696798984011,0.340841936354768,0.346948909063944
"Csl",-0.285850125818425,0.00226291535289837,-0.0666666666666667,-0.000368663594470051,-0.0243589743589744,-0.0633074935400517,-0.0555555555555556,-0.26,-0.0888888888888889,0.18781745295477,0.16,0.125037494100646,0.0348990439845013,-0.102431917865499,-0.158611273194072,-0.099412801828184,-0.113493466015038,-0.0348990439845013,-0.0348990439845013,-0.0363696322197954,-0.167692307692308,-0.176783216783217,-0.167692307692308,-0.184475524475524,-0.176783216783217,-0.189781646924504,-0.182159560869238,-0.193598440817634,-0.195942637501453,-0.187804722159561,-0.195950400754053,0.272857142857143,0.267142857142857,0.267422360248447,-0.234988863070282,0.0160696046930266,0.140405560622952,0.156009311050123,0.0547803617571059,0.0517540253511477,0.0467540253511477,-0.0180187707460571,-0.0455975255207992,-0.017524760773933,-0.00424470292951611,-0.00941711672261956,0.0166666666666667,0.00671191553544495,-0.0113538244438075,0.292426089537246,0.294336917562724,0.291111111111111,0.233013818828168,0.345676728854725,0.344620427881297
"NOTCHic",-0.292426089537246,-0.000368663594470051,-0.1,0.102857142857143,-0.0166666666666667,-0.0888888888888889,-0.0666666666666667,-0.26,-0.0555555555555556,0.185928360937707,0.1,0.122723869421983,0.0275098814229249,-0.0952495974235105,-0.156172248803828,-0.101711652402897,-0.111873436559957,-0.0275098814229249,-0.0275098814229249,-0.0348990439845013,-0.16,-0.167692307692308,-0.16,-0.176783216783217,-0.167692307692308,-0.184475524475524,-0.176783216783217,-0.189781646924504,-0.193598440817634,-0.182159560869238,-0.19339226121917,0.267142857142857,0.26,0.272857142857143,-0.231013327902087,0.0235188146253065,0.136452991452991,0.164765071418787,0.0633074935400517,0.0395238095238095,0.0517540253511477,-0.0130224993068327,-0.0527870680044593,-0.0185664274405996,-0.00941711672261956,0.00671191553544495,0.0666666666666667,0.0243589743589744,-0.00226291535289837,0.294336917562724,0.291111111111111,0.311111111111111,0.240639091159322,0.350096618357488,0.353191856452726
"DELTA",-0.291111111111111,0.06,0,0,-0.1,-0.0666666666666667,0,-0.1,-0.1,0.180725868725869,0,0.114285714285714,0.0533333333333333,-0.113768115942029,-0.16,-0.0857142857142857,-0.11455938697318,-0.0533333333333333,-0.0533333333333333,-0.0260606060606061,0,-0.1,0,-0.16,-0.1,-0.167692307692308,-0.16,-0.176783216783217,-0.184475524475524,-0.167692307692308,-0.18119298245614,0.26,0.2,0.26,-0.218560453630876,0.03,0.158333333333333,0.143589743589744,0.0555555555555556,0.0833333333333333,0.0595238095238095,0.00324283559577678,-0.0166666666666667,0.00883116883116883,0.0243589743589744,0.0166666666666667,0,0.0666666666666667,-0.102857142857143,0.311111111111111,0.3,0.2,0.240606060606061,0.356763285024155,0.361111111111111
"GLI",-0.201974013548165,-0.0237798408488064,-0.1,-0.0187798408488064,-0.161309523809524,-0.105645065043561,-0.0888888888888889,-0.171428571428571,-0.13625730994152,0.171673085706141,0.15,0.115451388888889,0.116853937249821,-0.0994148318825738,-0.146026510362794,-0.0763544891640867,0.0280568765440191,-0.116853937249821,-0.116853937249821,-0.118636115467643,-0.15,-0.146774193548387,-0.02,-0.149213217938631,-0.0167741935483871,-0.150937355869665,-0.0155977229601518,-0.152560732493042,-0.152979142534883,-0.11772538253462,-0.137602690186195,0.188852813852814,0.179761904761905,0.179460548659444,-0.177272613073941,0.100306433803887,0.164114552228828,0.167806480179866,0.0900200650435613,0.0721404076117849,0.0661944616658389,0.0828581573240159,0.0769121606557939,0.0301160277556592,0.14399153748569,0.131234335839599,0.123809523809524,0.145520050125313,0.0180655551345207,0.210679895901106,0.208793103448276,0.195,0.26474194536114,0.386309694487114,0.385900471900472
"TGF",-0.408928571428571,-0.12,-0.2,-0.14,-0.22,-0.232142857142857,-0.3,-0.133333333333333,-0.275,-0.0300739549286416,0,0.0358465608465608,-0.00297619047619048,-0.020479855765897,-0.160526315789474,-0.0827173913043478,-0.139455782312925,0.00297619047619048,0.00297619047619048,0.00476190476190476,0,-0.0333333333333333,0,-0.0533333333333333,-0.0142857142857143,-0.0627672955974843,-0.0342857142857143,-0.0653988745448527,-0.0639634678462881,-0.0437196765498652,-0.065089056851791,0.167167919799499,0.161904761904762,0.173834586466165,-0.0685247906141891,0.207777777777778,0.281408137317228,0.203030303030303,0.268984962406015,0.211818181818182,0.190850439882698,0.0248807006237583,0.226370083816892,0.179093028964163,0.201429597701149,0.210804597701149,0.2,0.186666666666667,0.116551724137931,0.314285714285714,0.333333333333333,0.3,0.324989617662031,0.421497353396667,0.423315535214849
