"","CDC42","ZEB2","ZEB1","TGFR","FOXC2","TGF","SOSGRB2","GSK3","SNAI1","MEK","ERK","cfos","miR200","TWIST1","SMAD","RKIP","NFB","IKK","AKT","STAT","SHH","Patched","Csn","SMO","CD44","TrCP","FUS","TCFLEF","GLI","AXIN2","Csl","RAS","RAF","PI3K","DELTA","Ecadherin","cateninmemb","NOTCHic","Destcompl","SNAI2","NOTCH","Wnt","cateninnuc","SUFU","Jagged","cMet","Frizzled","SRC","DSH","ILK","LIV1","HEY1","EGR1","KLF4","PAK1"
"SOSGRB2",0.117142857142857,0.180025062656642,0.180025062656642,0.132527472527472,0.149450549450549,0.144584210116125,0.133611111111111,0.132725812445308,0.136164889836532,0.0587457587457587,0.0617760617760618,0.0428571428571429,0.111291909483085,0.0498840579710145,0.0323076923076923,-0.0400584795321638,0.111111111111111,0.105847953216374,0.126681286549708,-0.1,0.0414414414414414,0.0414414414414414,0.1,0.0333333333333333,-0.0774327122153209,0.2,0,-0.0837485016890051,-0.0817805383022774,-0.0698157315731573,0.00909090909090909,0.0217224395190497,0.0306967984934087,0.0306967984934087,0.0306967984934087,0.0741287968667984,0.0513111813111813,-0.0167832167832168,0.10455744851718,0.00272796877327699,-0.0181916674874421,0.0571428571428571,0.0831748879222747,0,-0.0415287085596157,0.0527950310559006,0.0571428571428571,0.0571428571428571,0.1,-0.04,0,-0.0460227272727273,-0.0761904761904762,-0.16859649122807,-0.157142857142857
"GSK3",0.0987577639751553,0.184114044923254,0.184114044923254,0.0907438266929253,0.102869786272479,0.0886925446416433,0.191812509668437,-0.0147733743975573,0.0464394851300817,0.0871999312750087,0.0877681130931905,0.0840087145969499,0.0828612618226124,0.0479906423026344,0.0595116377098441,-0.0112561123087439,-0.0491666666666667,-0.0549137931034483,-0.0532043913940466,-0.0513157894736842,0.0740354993956294,0.0726000926970648,-0.0366666666666667,0.0670786203044268,-0.054761074872612,-0.0866666666666667,0.0638528138528139,-0.0552063108476788,-0.0552170984249376,-0.0460846564531927,0.128011204481793,-0.0488876091445507,-0.0526691217495927,-0.0526691217495927,-0.0526691217495927,0.0267038833360894,-0.0129879626784192,-0.128710505181093,0.0227200476314762,-0.00760604833470517,-0.133126089596678,0.0594623814438056,0.0567852582160998,-0.0590909090909091,-0.056595660187605,0.0595229796345167,0.0548872180451128,0.0548872180451128,0.0513157894736842,-0.0581623123725128,0.025,-0.0659295700160248,-0.0654901960784314,-0.185283083810861,-0.0997101449275362
"KLF4",0.257454545454545,0.18484520123839,0.18484520123839,0.258787878787879,0.269237749546279,0.25830007390983,-0.00495997712978846,0.114196354770043,0.160712856917796,-0.0401631842990242,-0.047379679144385,-0.0709090909090909,0.126353276353276,0.270540305010893,0.068231884057971,0.160606060606061,0.12,0.115238095238095,0.118941798941799,0.233333333333333,-0.196639784946237,-0.204166666666667,0.1,-0.216666666666667,0.219038442475069,0.1,-0.233333333333333,0.214690616388112,0.219952985203705,0.106274833753253,-0.229090909090909,0.0967006033182504,0.0974358974358974,0.0974358974358974,0.0974358974358974,-0.152529725149315,0.0316859213505555,0.213301435406699,-0.103866161147265,-0.128199164139452,0.208146796231441,-0.225125398996808,-0.212324489364451,0.2,0.205514515469538,-0.225125398996808,-0.227450980392157,-0.227450980392157,-0.233333333333333,-0.0653333333333333,-0.233333333333333,-0.0292589763177998,0.08,-0.148148148148148,-0.245454545454545
"SUFU",0.110810810810811,0.18524919890753,0.18524919890753,0.110810810810811,0.0446877096909296,0.109035662881817,0.208336400441664,0.0198774096707016,0.0882123081315152,0.187566471190829,0.182885620126999,0.172540792540793,0.0819267888794029,0.00780919044959761,0.0715786573389196,0.0415994576524768,-0.0157142857142857,-0.0234065934065934,-0.0254200162253854,-0.0566666666666667,0.0481107406107406,0.0438636363636364,-0.0357142857142857,0.0408333333333333,-0.0672448921656893,-0.05,0.0408333333333333,-0.0669731530352545,0.0380810536014997,-0.00810816648307739,0.180909090909091,0.0227943783806554,0.0205791885072377,0.0205791885072377,0.0205791885072377,-0.00158024598730981,-0.0888563091740801,-0.19,0.0068147181781718,0.0045292646359578,-0.190793650793651,-0.036965811965812,0.0679450200429272,-0.0533333333333333,-0.117748495016904,0.0687486515641856,-0.0388888888888889,0.0677777777777778,-0.05,-0.0708858166922683,0.05,-0.082490880866994,-0.187692307692308,-0.195525888114481,-0.1
"SRC",0.206944444444444,0.189285714285714,0.189285714285714,0.20218253968254,0.213025210084034,0.20218253968254,0.127142857142857,-0.0612987012987013,0.130681013265089,0.0894415856680008,0.0686868686868687,0.0909090909090909,0.102714097496706,-0.0170215990905646,0.0197901849217639,0.214369501466276,0.05,0.0884615384615385,0.0717948717948718,-0.2,0.0522440087145969,0.0551851851851852,0.05,0.0366666666666667,-0.171311475409836,0.1,0.0166666666666667,-0.17375049980008,-0.171311475409836,-0.115557397254452,-0.055,-0.00625706375393484,0.00889445139758031,0.00889445139758031,0.00889445139758031,0.116121226268285,0.0401040263433618,0.0407142857142857,0.07967232043319,0.0225860625127311,0.0264285714285714,0.15,0.167262804050639,0.0333333333333333,-0.0701558456833686,0.15,0.15,0.15,0.1,-0.0260964912280702,0.2,-0.01170969877524,-0.1,-0.291279069767442,-0.244444444444444
"IKK",0.1,0.189929824561404,0.189929824561404,0.127272727272727,0.101818181818182,0.136072727272727,0.0252100840336134,0.087032967032967,0.0514631043256997,0.0357142857142857,0.0557142857142857,0.0357142857142857,0.0905128205128205,0.107843137254902,-0.0454345434543454,0.0311475409836066,-0.0857142857142857,-0.185714285714286,-0.150579150579151,0.1,-0.0968071519795658,-0.103703703703704,-0.1,-0.1,0.123247863247863,0,-0.12,0.117033173982327,0.123247863247863,0.0969047619047619,-0.00909090909090909,-0.069241583804095,-0.0664246823956443,-0.0664246823956443,-0.0664246823956443,-0.115190860407089,-0.0616099542915186,0.0138528138528139,0.00610945227499965,-0.0251289282836422,0.0154401154401154,-0.14017094017094,-0.114923469340976,0.1,0.0904779756326148,-0.14017094017094,-0.155555555555556,-0.155555555555556,-0.1,0.0444444444444445,-0.1,0.0462332301341589,-0.05,-0.169230769230769,-0.1
"NFB",0.127272727272727,0.193378100423472,0.193378100423472,0.136072727272727,0.10141977544368,0.132275258918297,0.0473153471915082,0.0882094376212023,0.0462576248736449,0.0494397759103642,0.0357142857142857,0.0557142857142857,0.0877937872801921,0.101176470588235,-0.039114840852115,0.0221731820092476,-0.185714285714286,-0.150579150579151,-0.159468039468039,0.155555555555556,-0.0907830555940236,-0.0968071519795658,-0.0857142857142857,-0.103703703703704,0.117033173982327,-0.1,-0.1,0.114923469340976,0.117629885719773,0.0933586626139818,-0.0138528138528139,-0.0737191957443935,-0.069241583804095,-0.069241583804095,-0.069241583804095,-0.108930828304361,-0.0661506089905682,0.0154401154401154,0.00577722636137839,-0.0265516925112845,0.00318205092398641,-0.123247863247863,-0.11625680267431,0.12,0.0868808533304565,-0.123247863247863,-0.14017094017094,-0.14017094017094,-0.155555555555556,0.0454345434543454,-0.1,0.0480189444198732,-0.0357142857142857,-0.186538461538462,-0.1
"Csn",0.115705563093623,0.207354838709677,0.207354838709677,0.111859409247469,0.117383280140222,0.101596879414533,0.205753487835812,0.0876437851307603,0.0499747551779195,0.123214285714286,0.119047619047619,0.096969696969697,0.0973548829286728,0.0297428705002338,0.0658691294501482,-0.0031333216825227,-0.03,-0.0425,-0.0465,-0.0333333333333333,0.0787827660910686,0.0705860447795932,-0.08,0.0630591630591631,-0.0801000784748188,0.02,0.053968253968254,-0.0759200141661371,-0.0800146830357116,-0.0593220805791627,0.114646464646465,-0.0519280601735788,-0.0517361215939243,-0.0517361215939243,-0.0517361215939243,0.0412407559224807,-0.0133860165386287,-0.131529581529582,0.0258222585775727,-0.0206948463344602,-0.136337273837274,0.0752111895859299,0.076942263113822,-0.0428571428571429,-0.068683608849412,0.0752111895859299,0.064367816091954,0.064367816091954,0.0333333333333333,-0.0656120600414079,0,-0.0701910299003322,-0.133333333333333,-0.212866479925303,-0.102272727272727
"AKT",0.0414117647058824,0.214170076484407,0.214170076484407,0.0405987565758011,0.0500957271226848,0.0372754937359219,0.161367521367521,0.0763260485034679,0.0707887472303948,0.0894305512202806,0.08310143729623,0.0683473389355742,0.0960820841004062,-0.0369928031851695,0.0538734637289259,0.0133336612236868,0.0411764705882353,0.0334841628959276,-0.0715663421545775,-0.0111111111111111,0.059766081871345,0.0555555555555556,0,0.05,-0.0344495461960458,0.0333333333333333,0.05,-0.032593876092953,-0.0343801083271571,-0.0376056386453498,0.117307692307692,-0.0446852787417237,-0.0415527486212418,-0.0415527486212418,-0.0415527486212418,-0.0303647699874762,-0.0388859750628034,-0.126985111662531,0.0302371833995081,0.00496295269016945,-0.126985111662531,0.0282348569305091,0.0338246453237223,-0.05,-0.0428988032996398,0.0282348569305091,0.0328502415458937,0.0328502415458937,0.0111111111111111,-0.0542101640656262,0,-0.0626113513022795,-0.10952380952381,-0.219579397210976,-0.0294117647058824
"PI3K",0.0294117647058824,0.219649528539202,0.219649528539202,0.0414117647058824,0.0553588850174216,0.0405987565758011,0.156923076923077,0.0791486291486291,0.0630193236714976,0.08310143729623,0.0683473389355742,0.10952380952381,0.100360158966716,-0.0293475432463316,0.0542101640656262,0.018923723335488,0,0.0411764705882353,0.0334841628959276,0,0.0555555555555556,0.05,0.0333333333333333,0.05,-0.0282348569305091,0,0.05,-0.0344495461960458,-0.0282348569305091,-0.0321904761904762,0.125,-0.0415527486212418,-0.0456623376623377,-0.0456623376623377,-0.0456623376623377,-0.031122345745052,-0.0444924990179512,-0.117307692307692,0.0306507483292021,0.00747551550423981,-0.126985111662531,0.0328502415458937,0.032593876092953,0,-0.0356140350877193,0.0328502415458937,0.0111111111111111,0.0111111111111111,0,-0.0454101640656262,0.1,-0.0528369152120539,-0.0666666666666667,-0.21359649122807,0
"RKIP",0.18,0.22432137733142,0.22432137733142,0.199047619047619,0.218361332154436,0.20745883400089,0.276761904761905,0.0390464933018125,0.150094046741139,0.186140865737344,0.201034482758621,0.17,0.126096696926008,0.126482471776589,0.150784516834225,-0.0416666666666667,0.114285714285714,0.101785714285714,0.141179653679654,-0.1,0.152196721311475,0.144,0.1,0.14,-0.0683535762483131,0.1,0.1,-0.0760458839406208,-0.0725641025641026,-0.0595991561181434,0.111111111111111,0.0971972471972472,0.098051948051948,0.098051948051948,0.098051948051948,0.101238333135971,0.0701360183713125,-0.12020202020202,0.0448128380271969,0.0888564434341668,-0.12020202020202,0.0533333333333333,0.0793537719813333,-0.1,-0.14359487428248,0.0491228070175439,0.0333333333333333,0.0333333333333333,0.1,-0.153754813863928,0,-0.159581881533101,-0.17,-0.20832137733142,-0.2
"ERK",0.20745883400089,0.227993418326296,0.227993418326296,0.205998979986292,0.216106769899873,0.200504474491786,0.304809369702574,0.0406755685003699,0.146586211983305,0.100871599256378,0.0978075324040108,0.186140865737344,0.123826315089063,0.117975768124255,0.157361530932634,-0.0507525778233886,0.141179653679654,0.137650241914948,0.135815379529627,-0.0491228070175439,0.163535169734323,0.156771884710168,0.101785714285714,0.152196721311475,-0.0793537719813333,0.114285714285714,0.144,-0.0780526567396976,-0.0835145556198188,-0.0645914655006967,0.12020202020202,0.0921304548037221,0.0918004218004218,0.0918004218004218,0.0918004218004218,0.106713319019865,0.0682660248783693,-0.131150925311509,0.0446574869857317,0.0880363451013491,-0.133644000103753,0.0802564102564103,0.0785387678508087,-0.14,-0.151391635096227,0.0760458839406208,0.0725641025641026,0.0683535762483131,0.0533333333333333,-0.157057579564852,0.0333333333333333,-0.164248341353145,-0.201034482758621,-0.230619598945647,-0.199047619047619
"ZEB1",0.108870564717641,0.228373524937596,0.228373524937596,0.103286808372464,0.131825522017085,0.0997435012858493,0.182884990253411,-0.00704609519525715,0.090833107277728,0.161930724712793,0.161490196078431,0.162666666666667,0.129007633014136,-0.0653618758159021,0.125583136646627,0.0697524010483392,0.0824561403508772,0.0808167960885821,0.0779596532314393,-0.223076923076923,0.181079715936844,0.179300356506239,0.0666666666666667,0.175378787878788,-0.237804724766705,0.0666666666666667,0.170833333333333,-0.235943022639045,-0.24358177653375,-0.117403599304131,0.208333333333333,-0.122664114938463,-0.124081437773108,-0.124081437773108,-0.124081437773108,0.172329615261852,0.000295276709948489,-0.210294117647059,0.119278028649896,0.103739210242874,-0.212773456490034,0.244612704368802,0.235649480564681,-0.158333333333333,-0.201518786413656,0.239193613655594,0.240766550522648,0.235272045028143,0.228571428571429,-0.126544675108165,0.2,-0.145062562653236,-0.166666666666667,-0.23628860005741,-0.113218390804598
"MEK",0.199047619047619,0.230670583680627,0.230670583680627,0.20745883400089,0.221064034857138,0.205998979986292,0.298984126984127,0.0407663950217142,0.144965841612934,0.0978075324040108,0.186140865737344,0.201034482758621,0.125787099402788,0.121720567014685,0.157057579564852,-0.0482456140350877,0.101785714285714,0.141179653679654,0.137650241914948,-0.0333333333333333,0.156771884710168,0.152196721311475,0.114285714285714,0.144,-0.0760458839406208,0.1,0.14,-0.0793537719813333,-0.0802564102564103,-0.064103660622648,0.12020202020202,0.0918004218004218,0.0971972471972472,0.0971972471972472,0.0971972471972472,0.106884963372765,0.0647701647127759,-0.12020202020202,0.0443944279853559,0.0881265164268676,-0.131150925311509,0.0725641025641026,0.0780526567396976,-0.1,-0.146873562807071,0.0683535762483131,0.0533333333333333,0.0491228070175439,0.0333333333333333,-0.150784516834225,0.1,-0.157763699714919,-0.17,-0.22596843615495,-0.18
"cMet",0.25,0.234487734487734,0.234487734487734,0.211111111111111,0.224694092827004,0.217494089834515,0.29047619047619,0.115552995391705,0.237095306319214,0.170454545454545,0.165,0.185,0.156819005270092,0.13109025805655,0.0958008658008658,0.0725925925925926,0.133333333333333,0.14,0.1525,-0.2,0.109772727272727,0.0972727272727273,0.2,0.07,-0.154341085271318,0.2,0.05,-0.177418008348241,-0.156666666666667,-0.118412698412698,0.0142857142857143,0.00652291105121294,-0.00857142857142857,-0.00857142857142857,-0.00857142857142857,0.147927859238995,0.0677693480896328,-0.0300751879699248,0.143965227368589,0.011319191757148,-0.0407134858422652,0.156666666666667,0.18193778235954,-0.1,-0.124750177358873,0.156666666666667,0.15,0.25,0.1,-0.0976190476190476,0.1,-0.0844857241142071,-0.125,-0.325396825396825,-0.3
"SNAI1",0.232187420422715,0.243751429389511,0.243751429389511,0.228362283810693,0.244603910209,0.22896712252037,0.258171897378417,0.056598040161159,0.0747011456094763,0.24262266738486,0.243519528371408,0.235519528371407,0.123385238709999,0.102063936063936,0.0790030224418987,0.121345811004148,0.0708333333333333,0.0671296296296296,0.069212962962963,-0.0159259259259259,0.0964124691855144,0.096994993457359,0.0708333333333333,0.093994993457359,-0.0205832565238506,0.0833333333333333,0.0804147465437788,-0.0214108427307471,-0.0211266590647882,0.0201648167490718,0.0535897435897436,0.0606685621126822,0.0608327657251617,0.0608327657251617,0.0608327657251617,0.062816234490859,-0.0183707114402589,-0.0623809523809524,-0.0193509816207185,-0.0409586271118916,-0.0607482993197279,0.0187500594304189,0.0211527116001328,-0.0642857142857143,-0.0855589538473876,0.0183610343016284,0.0211890838206628,0.0213313313313313,0.0159259259259259,-0.0810940433521079,-0.01,-0.0832331733293017,-0.230434782608696,-0.244854229440104,-0.24733893557423
"TrCP",0.24733893557423,0.243874430619524,0.243874430619524,0.232187420422715,0.24447684540595,0.228362283810693,0.263077557755776,0.0571920995670996,0.17256591429275,0.243519528371408,0.235519528371407,0.230434782608696,0.123289177230652,0.102987012987013,0.0810940433521079,0.121764221045989,0.0708333333333333,0.0708333333333333,0.0671296296296296,0.01,0.096994993457359,0.093994993457359,0.0833333333333333,0.0804147465437788,-0.0183610343016284,0.0333333333333333,0.0642857142857143,-0.0205832565238506,-0.0187500594304189,0.0220296186138737,0.0397435897435897,0.0608327657251617,0.0567418566342526,0.0567418566342526,0.0567418566342526,0.0636487006719204,-0.0182670844972537,-0.0535897435897436,-0.019515455304929,-0.0408580572158138,-0.0623809523809524,0.0211890838206628,0.0214108427307471,-0.0476190476190476,-0.0839118950238582,0.0213313313313313,0.0159259259259259,0.0159259259259259,-0.01,-0.0804488820617853,-0.05,-0.0808522209483493,-0.2,-0.245165755919854,-0.257142857142857
"LIV1",0.24733893557423,0.243874430619524,0.243874430619524,0.232187420422715,0.24447684540595,0.228362283810693,0.263077557755776,0.0571920995670996,0.17256591429275,0.243519528371408,0.235519528371407,0.230434782608696,0.123289177230652,0.102987012987013,0.0810940433521079,0.121764221045989,0.0708333333333333,0.0708333333333333,0.0671296296296296,0.01,0.096994993457359,0.093994993457359,0.0833333333333333,0.0804147465437788,-0.0183610343016284,0.0333333333333333,0.0642857142857143,-0.0205832565238506,-0.0187500594304189,0.0220296186138737,0.0397435897435897,0.0608327657251617,0.0567418566342526,0.0567418566342526,0.0567418566342526,0.0636487006719204,-0.0182670844972537,-0.0535897435897436,-0.019515455304929,-0.0408580572158138,-0.0623809523809524,0.0211890838206628,0.0214108427307471,-0.0476190476190476,-0.0839118950238582,0.0213313313313313,0.0159259259259259,0.0159259259259259,-0.01,-0.0804488820617853,-0.05,-0.0808522209483493,-0.2,-0.245165755919854,-0.257142857142857
"cfos",0.257142857142857,0.245482147661324,0.245482147661324,0.24733893557423,0.247925121268019,0.232187420422715,0.254166666666667,0.0561011904761905,0.172327250808263,0.235519528371407,0.230434782608696,0.2,0.12379679144385,0.102987012987013,0.0804488820617853,0.126736596736597,0.0833333333333333,0.0708333333333333,0.0708333333333333,0.05,0.093994993457359,0.0804147465437788,0.0333333333333333,0.0642857142857143,-0.0213313313313313,0,0.0476190476190476,-0.0183610343016284,-0.0211890838206628,0.0207717569786535,0.0166666666666667,0.0567418566342526,0.0543028322440087,0.0543028322440087,0.0543028322440087,0.0630258633016781,-0.0158861321163013,-0.0397435897435897,-0.0201169590643275,-0.0424855436534269,-0.0535897435897436,0.0159259259259259,0.0205832565238506,-0.0333333333333333,-0.0851388888888889,0.0159259259259259,-0.01,-0.01,-0.05,-0.0788359788359788,-0.1,-0.0779110444777611,-0.32,-0.248444444444444,-0.242857142857143
"CDC42",0.257142857142857,0.245482147661324,0.245482147661324,0.24733893557423,0.247925121268019,0.232187420422715,0.254166666666667,0.0561011904761905,0.172327250808263,0.235519528371407,0.230434782608696,0.2,0.12379679144385,0.102987012987013,0.0804488820617853,0.126736596736597,0.0833333333333333,0.0708333333333333,0.0708333333333333,0.05,0.093994993457359,0.0804147465437788,0.0333333333333333,0.0642857142857143,-0.0213313313313313,0,0.0476190476190476,-0.0183610343016284,-0.0211890838206628,0.0207717569786535,0.0166666666666667,0.0567418566342526,0.0543028322440087,0.0543028322440087,0.0543028322440087,0.0630258633016781,-0.0158861321163013,-0.0397435897435897,-0.0201169590643275,-0.0424855436534269,-0.0535897435897436,0.0159259259259259,0.0205832565238506,-0.0333333333333333,-0.0851388888888889,0.0159259259259259,-0.01,-0.01,-0.05,-0.0788359788359788,-0.1,-0.0779110444777611,-0.22,-0.248444444444444,-0.342857142857143
"TCFLEF",0.393023255813953,0.248998183590289,0.248998183590289,0.388350358617692,0.399184783191753,0.38967486192895,0.124294180869031,0.0749627763483896,0.206149812530566,0.0778214700514352,0.073739837398374,0.0785017421602787,0.137609224777899,0.200855128466892,0.0780528283452707,0.184737107957937,0.100987012987013,0.110664432341852,0.110664432341852,0.0541666666666667,-0.0107987711213518,-0.0107987711213518,0.112987012987013,-0.0204761904761905,0.0342642315755523,0.0857142857142857,-0.03,-0.0669957913339551,0.0402685734271412,-0.00647032967032967,-0.133253626653914,0.0214425015902599,0.0210482834562257,0.0210482834562257,0.0210482834562257,0.174417065780535,0.0946948814438151,0.127371273712737,-0.00396590001417327,-0.0134082456290856,0.121723433181176,-0.0415108094519859,0.0663944167635084,0.05,0.0159171359666418,-0.0348931623931624,-0.0457843137254902,-0.0391666666666667,-0.0607843137254902,-0.0778616237563606,-0.0666666666666667,-0.0322842008437213,-0.0614285714285714,-0.146738922841864,-0.4
"Csl",0.283555555555556,0.258577948594763,0.258577948594763,0.272727530077849,0.27861622513299,0.26977968427286,0.247219045396196,0.0703194240827954,0.189994361516101,0.231821946169772,0.220952380952381,0.215238095238095,0.132104533294605,0.150117513354282,0.0872479159529519,0.140762311526384,0.0777777777777778,0.0801033591731266,0.0762273901808786,0.0569230769230769,0.0710791863592361,0.0667688415316499,0.0888888888888889,0.052790346907994,0.0322572665429808,0.0333333333333333,0.041025641025641,0.0293565031842022,0.0319475148507406,0.0460954070881558,-0.00387096774193549,0.0688446270562198,0.065535803526808,0.065535803526808,0.065535803526808,0.0445203604036336,-0.00994365427376478,-0.0066553480475382,-0.0439092158232926,-0.0938287833268873,-0.0166553480475382,-0.0303346116249342,-0.0279271149623611,-0.0333333333333333,-0.0436580245851769,-0.0302164502164502,-0.0357109557109557,-0.0357109557109557,-0.0569230769230769,-0.0850256937307297,-0.08,-0.18197477430214,-0.186666666666667,-0.255955831608006,-0.283555555555556
"SMAD",0.303353454057679,0.291384233519618,0.291384233519618,0.297208202661031,0.31107004782223,0.297208202661031,0.267280390417036,0.141434104742375,0.239637500492339,0.268549211478694,0.262779980709463,0.251152073732719,0.149164088703637,0.146803803291478,0.0911466159411365,0.183922913584597,0.150793650793651,0.148832866479925,0.151499533146592,0.0514285714285714,0.176105663744984,0.17275993883792,0.155555555555556,0.160833333333333,0.036032255326373,0.1,0.145833333333333,0.0331828659098194,0.0224185486775415,0.0464888636686055,0.114285714285714,-0.024300687705767,-0.0262743719162933,-0.0262743719162933,-0.0262743719162933,0.039119006529107,-0.0101698998619351,-0.124630541871921,0.00564853615905673,-0.094377522280656,-0.131773399014778,-0.0231379731379731,-0.0310552063353513,-0.133333333333333,-0.14240902108644,-0.0363958916900093,-0.026984126984127,-0.0403174603174603,-0.0380952380952381,-0.189718044512565,-0.08,-0.204661891628867,-0.228571428571429,-0.286849234978103,-0.304761904761905
"GLI",0.414885057471264,0.300399641577061,0.300399641577061,0.406708956842334,0.324033690230478,0.405061898018804,0.501634294908631,0.187072224285635,0.259332064640918,0.390909569252111,0.379307359307359,0.367619047619048,0.152565236620964,0.154794193733073,0.133366440188658,0.17121375479866,0.11140350877193,0.11344432509846,0.11188182509846,0.01,0.0280543178934992,0.0235275689223058,0.116666666666667,0.00924185463659147,-0.0167438074825687,0.0833333333333333,-0.00654761904761906,-0.019990560729322,0.0117622834995357,0.0211926328502416,0.0605481874447392,0.0965864475480385,0.0952003089341771,0.0952003089341771,0.0952003089341771,0.0583037674124727,-0.0201341555047321,-0.0730481874447392,-0.0159290813716113,-0.0445297939193774,-0.0816196160161677,-0.113889943074004,0.0214848823073255,0.0190476190476191,-0.121514285964292,0.0150196695515342,-0.11741935483871,0.0125806451612903,-0.14,-0.131744818567037,-0.05,-0.133534410317093,-0.334285714285714,-0.299972543972544,-0.418333333333333
"TGF",0.515555555555556,0.32999098536856,0.32999098536856,0.52984126984127,0.432173913043478,0.424484126984127,0.467105263157895,0.209098251172615,0.339059122695486,0.298646616541353,0.291979949874687,0.276190476190476,0.187053894381481,0.26,0.204418377321603,0.184415584415584,0.233333333333333,0.261904761904762,0.272431077694236,0.1,0.18242816091954,0.16367816091954,0.233333333333333,0.153333333333333,0.0505660377358491,0.2,0.153333333333333,0.043987090367428,0.0362803234501348,0.0548059964726631,0.0333333333333333,0.108333333333333,0.110119047619048,0.110119047619048,0.110119047619048,0.0218101673630346,-0.0178016501183214,-0.0333333333333333,0.0278949123622596,-0.0255365537727454,-0.0471264367816092,-0.0457142857142857,-0.0387239324726912,-0.133333333333333,-0.164635493372607,-0.06,-0.0857142857142857,-0.1,-0.1,-0.191515151515151,0,-0.195486782720825,-0.233333333333333,-0.320900076277651,-0.46
"TGFR",0.52984126984127,0.331123060840258,0.331123060840258,0.424484126984127,0.430863869375356,0.421647247551503,0.488092917478882,0.209342749950121,0.345253812960973,0.315084972705737,0.298646616541353,0.291979949874687,0.186174128985586,0.255373665480427,0.207621224296692,0.18012987012987,0.261904761904762,0.272431077694236,0.267779914903538,0.1,0.194292567699201,0.18242816091954,0.233333333333333,0.16367816091954,0.043987090367428,0.233333333333333,0.153333333333333,0.0387239324726912,0.0291835492565864,0.0500849664297447,0.0333333333333333,0.108333333333333,0.108333333333333,0.108333333333333,0.108333333333333,0.0250469646373106,-0.0182635438827555,-0.0471264367816092,0.0297094284912919,-0.024842109328301,-0.0593566526089473,-0.0362803234501348,-0.0363324355727797,-0.153333333333333,-0.174055783227679,-0.0505660377358491,-0.0457142857142857,-0.06,-0.0857142857142857,-0.204418377321603,-0.1,-0.207427081228288,-0.276190476190476,-0.328042933420508,-0.515555555555556
