"","FOXC2","TrCP","NOTCH","RKIP","Destcompl","MEK","ERK","cfos","LIV1","Frizzled","Wnt","GLI","miR200","TGF","GSK3","RAS","RAF","PI3K","DELTA","PAK1","CDC42","TGFR","DSH","STAT","SNAI2","TCFLEF","cateninnuc","cMet","CD44","SRC","AXIN2","EGR1","Ecadherin","cateninmemb","ZEB2","SOSGRB2","TWIST1","SNAI1","ZEB1","SUFU","Csl","Jagged","NOTCHic","KLF4","NFB","Csn","FUS","Patched","IKK","AKT","SMO","ILK","SHH","SMAD","HEY1"
"MEK",-0.148227670641464,0,-0.159826791213653,-0.198728438743919,-0.161661677194021,-0.0782868672046955,0.0167131327953045,0.0358620689655172,0,0.0333333333333333,0.041025641025641,0.0319347319347319,0.030028774070224,-0.0297640649820198,0.0362471756088777,0.0262049062049062,0.0252525252525253,0.0252525252525253,0.0252525252525253,0.0266666666666667,0.0314285714285714,0.0304939919893191,-0.0333333333333333,-0.0333333333333333,0.0746746959913789,-0.0279438386710384,-0.0277579650650904,-0.0357624831309042,-0.0266715740399951,-0.0280701754385965,-0.0137406393735508,-0.06,0.0933188117539065,0.107767443606755,0.0785753455853886,-0.0405079365079365,0.133449981391158,0.215822073846546,0.037265149962424,0.0666666666666667,0.148484848484848,0.0918280961525973,0.156177156177156,0.0769488283118125,0.0232142857142857,-0.0142857142857143,0.0866666666666667,0.111584699453552,0.0323051948051948,0.0287757830404889,0.106666666666667,0.119723708571114,0.117467052394728,0.117140682740856,0.132944778798437
"ZEB2",-0.244528360528361,-0.2,-0.179283732660782,-0.115458937198068,-0.0963273405478577,-0.0747394647121344,-0.0710809281267686,-0.0614035087719298,-0.05,-0.0475757575757576,-0.045011655011655,-0.0440942238189945,-0.040788783088212,-0.00610595753452896,0.00362588136928868,0.00398500143682157,0.0041991341991342,0.0041991341991342,0.0041991341991342,0.00519480519480519,0.00701298701298701,0.00769325912183055,0.0409090909090909,0.05,0.0506066073427576,0.0526266370150729,0.0537954681839041,0.0540350877192982,0.0540350877192982,0.0566666666666667,0.0572480674018306,0.0666666666666667,0.069835076786377,0.0731079681866199,0.0800827376844634,0.115970695970696,0.14211632914246,0.147529576966857,0.149367544693821,0.175,0.176923076923077,0.180248157788311,0.180923076923077,0.186386507559669,0.188888888888889,0.188888888888889,0.189285714285714,0.195418118466899,0.195555555555556,0.196490134994808,0.197857142857143,0.198272971160295,0.199054482103263,0.200102239452978,0.215082337017821
"AXIN2",-0.0964232488822653,-0.0666666666666667,0.0567638691322902,-0.0855282799637638,-0.062871495460349,-0.0629622526325167,-0.0602036319428615,-0.0611382113821138,0.1,0.0910077519379845,0.0910077519379845,0.0916366827555946,0.0843033190079221,-0.077511285051809,0.0621964931839074,0.0467957466401054,0.0465332794485044,0.0465332794485044,0.0465332794485044,0.08,0.0762962962962963,0.0771812520485087,-0.0933333333333333,-0.0933333333333333,-0.0711825855633167,-0.0921438424110227,-0.0917547373526569,-0.0910077519379845,-0.0913232093512337,-0.0910077519379845,-0.0961996007984032,0.0733333333333333,-0.0402874635549165,0.0817544103348609,0.122134165511653,0.00252086078173035,0.00192928649994235,0.0928286108552002,0.0698049938107534,0.15,-0.0547368421052632,-0.0756452302104476,-0.0547368421052632,0.118620247394324,0.0647342995169082,0.0777777777777778,0.142307692307692,0.137545787545788,0.0632850241545894,0.0677294685990338,0.137545787545788,0.0808143547273982,0.135906443283492,0.0824016563146998,0.0770917686739188
"DSH",-0.112128597636554,-0.133333333333333,0.0392068715598127,0.0252530802530803,0.12525876200956,0.0012931020361361,0.0110675381263617,0.0258823529411765,-0.1,-0.105263157894737,-0.0981203007518797,-0.0961595164381542,0.0243608339492486,0.0836469221835075,-0.0504039111007668,0.0365539147882338,0.039635147281231,0.039635147281231,0.039635147281231,-0.0866666666666667,-0.0866666666666667,-0.0819047619047619,0.1,0.1,0.0532454256395671,0.0984104300486315,0.0988556660236983,0.0981203007518797,0.0974580490962506,0.105263157894737,0.0723722357516882,-0.02,-0.106010138011186,-0.105605410058456,0.134183349423183,0.109090909090909,0.114360808153048,0.0131366459627329,0.0119966487774976,0.05,-0.030952380952381,0.0685574279042131,-0.0329131652661064,0.137945663702374,0.100833333333333,0.113333333333333,0.0227272727272727,0.0305613741097612,0.125833333333333,0.124683908045977,0.037012987012987,0.0522372505419669,0.0348558526373686,0.0556334769570613,0.0536256352829701
"GSK3",-0.112288087269727,-0.113333333333333,0.0368692092221504,0.0265062130851605,0.124519064933124,0.00299764749068155,0.0012931020361361,0.0110675381263617,-0.1,-0.0981203007518797,-0.0961595164381542,-0.0975746107777768,0.0256504001860598,0.0833905119270973,-0.149738353696441,0.0355034946201666,0.0365539147882338,0.0365539147882338,0.0365539147882338,-0.0866666666666667,-0.0819047619047619,-0.0836469221835075,0.105263157894737,0.105263157894737,0.0529865818086784,0.0988556660236983,0.0989872449710667,0.0974580490962506,0.0984104300486315,0.0981203007518797,0.0725244427532103,-0.0258823529411765,-0.106240628626925,-0.105782244718049,0.135520645114119,0.113276955602537,0.115001013018605,0.01324738793394,0.0115508835471856,0.0227272727272727,-0.0329131652661064,0.0704552381231912,-0.0392068715598127,0.136418946145122,0.125833333333333,0.100833333333333,0.037012987012987,0.0348558526373686,0.124683908045977,0.122974506336575,0.0305613741097612,0.0556334769570613,0.0377266660344978,0.0536844514698049,0.0553557390891985
"CD44",-0.186666666666667,0,-0.206015037593985,-0.203703703703704,-0.120981119720616,-0.055,-0.035,-0.075,-0.1,-0.1,-0.05,-0.0433333333333333,0.10375054896794,-0.0880555555555556,-0.0279761904761905,-0.0352380952380952,-0.0380952380952381,-0.0380952380952381,-0.0380952380952381,0.0666666666666667,0.0866666666666667,0.0991666666666667,0,0.1,0.0231235431235431,0.0456589147286822,0.0425819916517591,0.15,0.0433333333333333,0.2,0.05,0.1,0.102465530344154,0.0861355311355311,0.163492063492063,0.1,0.138168498168498,0.170494417862839,0.0936507936507936,0.1,0.2,0.124568764568765,0.242857142857143,0.258730158730159,0,0.1,0.1,0.11,0.0333333333333333,0.0266666666666667,0.15,0.127777777777778,0.128181818181818,0.142063492063492,0.115789473684211
"Csn",-0.137651250531483,-0.26,0.0376595626595627,0.0118768363680054,0.147392823092294,-0.0032224025974026,0.00406926406926407,0.0157575757575758,-0.0666666666666667,-0.0770114942528736,-0.0709873978673314,-0.0688039917537943,0.0317217706236168,0.0745593344424962,-0.0684604851445388,0.025674123360117,0.0274015705770076,0.0274015705770076,0.0274015705770076,-0.0772727272727273,-0.0757801899592944,-0.0719340361131406,0.0666666666666667,0.0666666666666667,0.0421650868609722,0.0711860402396072,0.0713664371127281,0.0709873978673314,0.070542953422887,0.0770114942528736,0.0614511528171231,-0.00666666666666667,-0.11357227869765,-0.103134117733969,0.165118279569892,0.100742534301856,0.120486208508649,0.0366983443786917,0.0336327543424318,0.0571428571428571,-0.0383838383838384,0.0691088317883285,-0.0318903318903319,0.169150326797386,0.126666666666667,0.135,0.046031746031746,0.0575664478890285,0.151666666666667,0.147666666666667,0.0672438672438672,0.0737305900621118,0.0616648085447662,0.0765583535582558,0.0761627906976744
"TWIST1",-0.23307535487768,-0.1,-0.0849131860452615,-0.117471508775857,-0.0928992875639885,-0.118178671858101,-0.11768115942029,-0.11768115942029,-0.0666666666666667,-0.0611111111111111,-0.0642690058479532,-0.0618690058479532,0.113619466862314,0.0676888762338649,0.0932611359496605,7.22174196999392e-05,0.00178454618682323,0.00178454618682323,0.00178454618682323,-0.0666666666666667,-0.0666666666666667,-0.0679166666666667,0.0666666666666667,0.0666666666666667,0.063197766742567,0.0648522756323481,0.0638747023143493,0.0653664302600473,0.0625551852801276,0.0611111111111111,0.0615345407280891,0.113333333333333,0.111219343826681,0.0921905432388338,0.167000333667,6.06309530794654e-05,0.11722885111329,0.152855810425763,0.106164058795638,0.0333333333333333,0.0837037037037037,0.073397817792051,0.0811396011396011,0.169783197831978,0.107692307692308,0.1,0.0444444444444444,0.0525540334855403,0.112454212454212,0.110759297199975,0.0484444444444444,0.148830648830649,0.0530466443229788,0.148500615827348,0.159800086918731
"cMet",-0.190464135021097,-0.1,-0.199632058870581,-0.218518518518519,-0.12030544404494,-0.0640909090909091,-0.055,-0.035,-0.1,-0.05,-0.0433333333333333,-0.0433333333333333,0.10218804896794,-0.0923108747044917,-0.0360407066052227,-0.042785265049416,-0.0352380952380952,-0.0352380952380952,-0.0352380952380952,0.0866666666666667,0.0991666666666667,0.0880555555555556,0.1,0.2,0.0238534701308424,0.0425819916517591,0.0465367939116461,0.0433333333333333,0.0456589147286822,0.15,0.0484126984126984,0.075,0.10119326571311,0.0879148905661361,0.168542568542569,0.0866666666666667,0.141539284685352,0.172189333117076,0.0966810966810967,0.1,0.242857142857143,0.133264416742678,0.206015037593985,0.263492063492063,0.0333333333333333,0,0.15,0.128181818181818,0.0266666666666667,0.0454166666666667,0.11,0.142063492063492,0.140681818181818,0.142063492063492,0.13343653250774
"ZEB1",-0.202173877922909,-0.133333333333333,-0.160573650947983,-0.106689944484915,0.08136458460548,-0.0590811090956206,-0.0542352941176471,-0.046,0,0.0024390243902439,0.00820825515947467,0.00649004210105543,0.0924756738728071,-0.00357252759100818,-0.0788365146252625,-0.113082436402041,-0.112609995457159,-0.112609995457159,-0.112609995457159,0.000766283524904214,0.00221555888722305,0.0047536299532129,0,0.00769230769230769,-0.0258868122662325,0.00135083579823957,0.00174222523072489,-0.00062906963911268,0.0021487081386651,0.00525328330206379,-0.0161730214321025,0.05,-0.101068669784013,-0.0202811482809766,0.190874872841537,0.0769590643274854,0.0518939826592596,0.122755970344928,0.0270307719443446,0.175,0.166666666666667,0.163231856162665,0.164705882352941,0.184389775632681,0.11859649122807,0.113333333333333,0.175,0.179545454545455,0.126793212539546,0.128221783968117,0.179545454545455,0.193566466875719,0.183460045292786,0.196451082260335,0.210236361220817
"SHH",-0.125,0,-0.0666666666666667,-0.12,0.202337662337662,-0.08,-0.1,-0.1,0,0.2,0.2,0.2,0.0666666666666667,0.0133333333333333,-0.21025641025641,-0.257692307692308,-0.25,-0.25,-0.25,0,-0.0333333333333333,-0.0333333333333333,-0.2,-0.1,-0.0123371647509579,-0.0933333333333333,-0.0933333333333333,-0.1,-0.1,-0.1,-0.019047619047619,0,-0.0477777777777778,0.065663082437276,0.2,-0.1,0.025,0.133333333333333,0.05,0.2,-0.1,-0.0542857142857143,0,0.2,0,0,0.2,0.4,-0.1,-0.05,0.3,0.0666666666666667,0.28,0.0666666666666667,0.0666666666666667
"Patched",-0.125,0,-0.0757575757575758,-0.105714285714286,0.201238761238761,-0.0723076923076923,-0.08,-0.1,0.1,0.2,0.2,0.2,0.0738095238095238,0.03,-0.21025641025641,-0.245192307692308,-0.257692307692308,-0.257692307692308,-0.257692307692308,-0.0333333333333333,-0.0333333333333333,-0.0133333333333333,-0.2,-0.1,-0.00833716475095786,-0.0933333333333333,-0.0943042071197411,-0.1,-0.0933333333333333,-0.1,-0.019047619047619,0.1,-0.0526321467098166,0.0684408602150538,0.2,-0.1,0.0212962962962963,0.136559139784946,0.0333333333333333,0.2,0,-0.0505820105820106,0.0666666666666667,0.188888888888889,-0.1,0,0.3,0.28,-0.05,-0.0928571428571429,0.4,0.0666666666666667,0.28,0.0866666666666667,0.058974358974359
"SMO",-0.125,0,-0.0807575757575758,-0.111269841269841,0.201238761238761,-0.0632167832167832,-0.0723076923076923,-0.08,0.1,0.2,0.2,0.2,0.0700120554550934,0.0272972972972973,-0.207343788897187,-0.245192307692308,-0.245192307692308,-0.245192307692308,-0.245192307692308,-0.0333333333333333,-0.0133333333333333,-0.03,-0.2,-0.1,-0.0102419266557198,-0.0943042071197411,-0.0973117259167336,-0.0933333333333333,-0.0933333333333333,-0.1,-0.019047619047619,0.1,-0.0507871282596321,0.0664991126422382,0.205084745762712,-0.0947368421052632,0.0212962962962963,0.141321044546851,0.0316384180790961,0.3,0.0666666666666667,-0.0434391534391535,0.0757575757575758,0.188888888888889,-0.05,-0.1,0.4,0.28,-0.0928571428571429,-0.0968571428571429,0.28,0.0866666666666667,0.291111111111111,0.0787301587301587,0.0827838827838828
"FUS",-0.127631578947368,0.1,-0.0807575757575758,-0.116424480445099,0.20284460065482,-0.0689639096535648,-0.0632167832167832,-0.0723076923076923,0.1,0.2,0.2,0.201923076923077,0.0700120554550934,0.0251696377228292,-0.207678237057722,-0.243882264024185,-0.245192307692308,-0.245192307692308,-0.245192307692308,-0.0133333333333333,-0.03,-0.0272972972972973,-0.2,-0.1,-0.0107805262966533,-0.0973117259167336,-0.0962247693949944,-0.0933333333333333,-0.0943042071197411,-0.0933333333333333,-0.0196687370600414,0.08,-0.0516090460678513,0.068919969253039,0.205698242695227,-0.102429149797571,0.0239140973434167,0.142264440773266,0.0359328966067034,0.4,0.0757575757575758,-0.0470536112704788,0.0807575757575758,0.193806921675774,-0.0928571428571429,-0.05,0.28,0.291111111111111,-0.0968571428571429,-0.0814725274725275,0.28,0.0787301587301587,0.286060606060606,0.0832462877624168,0.081334607421564
"SUFU",-0.129368551652083,0.05,-0.0783766233766234,-0.11846529677163,0.203004090287993,-0.0727936968876074,-0.0689639096535648,-0.0632167832167832,0.1,0.2,0.201923076923077,0.206012296253932,0.0714990443026771,0.0261558310167148,-0.210248931145126,-0.246097453897603,-0.243882264024185,-0.243882264024185,-0.243882264024185,-0.03,-0.0272972972972973,-0.0251696377228292,-0.2,-0.0933333333333333,-0.00952805431247403,-0.0962247693949944,-0.0967874292415418,-0.0943042071197411,-0.0973117259167336,-0.0933333333333333,-0.0213080813223365,0.0723076923076923,-0.0514030728443703,0.0679649897168862,0.206181334482667,-0.103128450496872,0.0220584272403239,0.14345694503221,0.036415988394143,0.28,0.0807575757575758,-0.0472911409616902,0.0807575757575758,0.194405724070984,-0.0968571428571429,-0.0928571428571429,0.28,0.286060606060606,-0.0814725274725275,-0.0848282321705141,0.291111111111111,0.0832462877624168,0.28953550953551,0.0853248097023706,0.0861538845299977
"NFB",-0.366540648373318,-0.3,-0.0283424102778941,-0.0989351268039793,0.0830385543615594,-0.0488029878618114,-0.0429206349206349,-0.0451428571428571,-0.1,-0.0888888888888889,-0.0904273504273504,-0.0893037549217324,0.0581081618149791,0.0893483186293313,0.0105602240896359,0.0803686890055741,0.080866201443385,0.080866201443385,0.080866201443385,-0.0777777777777778,-0.0914141414141414,-0.0906141414141414,0.0888888888888889,0.0888888888888889,0.0969636413796316,0.0881746149628578,0.0896648110412892,0.0904273504273504,0.089862378675938,0.0888888888888889,0.0802431610942249,0.0571428571428571,0.0459193362629094,0.0445146669788733,0.210113732607381,0.0333834586466165,0.319313725490196,0.142431710179279,0.040334226370524,0.16,0.0311688311688312,0.132574622588714,0.0264069264069264,0.213461538461538,0.226190476190476,0.342857142857143,0.14,0.150089399744572,0.223487773487773,0.239043329043329,0.136296296296296,0.175605060506051,0.146474941913247,0.178950785413114,0.180288957688338
"IKK",-0.363751803751804,-0.2,-0.0264069264069264,-0.0938069216757741,0.0825402154911275,-0.0429206349206349,-0.0451428571428571,-0.0571428571428571,-0.1,-0.0888888888888889,-0.0888888888888889,-0.0904273504273504,0.0602229654403568,0.0906141414141414,0.010952380952381,0.080866201443385,0.0822746521476104,0.0822746521476104,0.0822746521476104,-0.1,-0.0777777777777778,-0.0914141414141414,0.1,0.1,0.096557137314591,0.089862378675938,0.0881746149628578,0.0888888888888889,0.0904273504273504,0.0888888888888889,0.080952380952381,0.1,0.0459193362629094,0.042719524423435,0.211263157894737,0.0428571428571429,0.317091503267974,0.142705682782019,0.0353533834586466,0.1,0.0454545454545455,0.134732895970009,0.0311688311688312,0.207692307692308,0.342857142857143,0.3,0.16,0.136296296296296,0.226190476190476,0.223487773487773,0.14,0.180555555555556,0.150089399744572,0.175605060506051,0.180288957688338
"SMAD",-0.26871696231125,-0.15,-0.192506841817187,-0.127799227799228,-0.0285920883715984,-0.0184207109469675,-0.0213053263315829,-0.00967741935483871,0.02,0.0301587301587302,0.0301587301587302,0.0301587301587302,0.0387575846385967,-0.0184971290644592,-0.0627093708296716,-0.0605286300308134,-0.0605286300308134,-0.0605286300308134,-0.0605286300308134,0.0166666666666667,0.0208920187793427,0.0180987226899572,-0.019047619047619,-0.00571428571428572,0.0661592951316738,-0.0150925636649956,-0.014585978052027,-0.0148646125116713,-0.0152282488753077,-0.0168253968253968,-0.00892447186133319,0,-0.000627233644351319,0.00486226116590783,0.211759820719849,0.090905057675244,0.137425798386976,0.158810907282681,0.0506349415783378,0.166666666666667,0.194285714285714,0.186487781036168,0.188538587848933,0.209648015159482,0.175396825396825,0.161111111111111,0.191666666666667,0.194923547400612,0.177357609710551,0.178690943043884,0.186666666666667,0.197758405977584,0.197525777883883,0.0968060250252031,0.236265267156293
"cfos",-0.300482339277174,-0.1,-0.0684615384615385,-0.105757575757576,0.112770827483647,-0.00604274134119381,-0.00434782608695652,0,0.1,0.08,0.0837037037037037,0.0863352826510721,0.0416518122400475,-0.0593200916730329,-0.0371428571428571,-0.00466284074605452,-0.00588235294117647,-0.00588235294117647,-0.00588235294117647,0.0571428571428571,0.0619047619047619,0.0638655462184874,-0.1,-0.1,0.0211852624261383,-0.0837037037037037,-0.0840740740740741,-0.0837037037037037,-0.0837037037037037,-0.08,-0.0763711001642036,-0.08,-0.12584577360071,-0.103426115912455,0.212494715400284,0.0930555555555556,0.130017316017316,0.168505671543646,0.0642799492678427,0.0666666666666667,0.05,0.0765625,0.0730769230769231,0.217396825396825,0.0666666666666667,0.0666666666666667,0.080952380952381,0.0981566820276498,0.0916666666666667,0.081140350877193,0.114285714285714,0.106084656084656,0.101860385731353,0.107697559310463,0.11231884057971
"NOTCHic",-0.312876892692561,-0.1,-0.0804001940334708,-0.106915231441701,0.00874988874054294,-0.0257142857142857,-0.02,-0.02,0,-0.00307692307692308,0.00601398601398601,0.00708925483119032,0.0444486149688462,-0.0694338743921649,0.0042747221430607,0.0313914471335761,0.0318840579710145,0.0318840579710145,0.0318840579710145,0.0666666666666667,0.0706666666666667,0.0738924731182796,-0.02,-0.02,0.0686004943402091,-0.00450692164977879,-0.00527028042840475,-0.00601398601398601,-0.00491508491508492,0.00307692307692308,-0.00193770589997005,0.02,-0.00774511873716797,-0.00487813634274529,0.215265700483092,0.113301435406699,0.136808122801407,0.171971916971917,0.065475040257649,0.0666666666666667,0.165714285714286,0.0951180680982005,0.088294930875576,0.220583160800552,0.0777777777777778,0.0666666666666667,0.0666666666666667,0.0874811463046757,0.1,0.0930232558139535,0.105128205128205,0.105714285714286,0.0928574903906972,0.107872559095581,0.213857302118172
"STAT",-0.295608725289707,-0.1,-0.0463529205962101,-0.122833011583012,-0.0622803574482709,-0.0218722327640734,-0.0250980392156863,-0.0133333333333333,-0.1,-0.0142857142857143,-0.0142857142857143,-0.0134453781512605,0.0427321626459462,-0.0255956302151954,0.0797797062750334,0.100455307210844,0.0982165012406948,0.0982165012406948,0.0982165012406948,0.0227272727272727,0.0289772727272727,0.0289772727272727,0.0142857142857143,0.0142857142857143,0.028735741226594,0.0141940429006675,0.0150283694799285,0.0142857142857143,0.0151404151404151,0.0142857142857143,0.028725392254804,0.0333333333333333,0.0113220746090391,0.03197096281934,0.216119777658239,0.185714285714286,0.205895104395854,0.188307767679754,0.0716872870719025,0.05,0.0392156862745098,0.0622841598807069,0.0473237943826179,0.321727074668251,0.1,0.1,0.075,0.0880232558139535,0.123809523809524,0.115334947538337,0.095,0.109903381642512,0.0906781230705907,0.111052806929868,0.115333333333333
"Csl",-0.312876892692561,-0.0666666666666667,-0.0822183758516526,-0.108297719920963,0.00881082719270626,-0.0213664596273292,-0.0257142857142857,-0.02,0.02,0.00601398601398601,0.00708925483119032,0.00628280321828709,0.0468451291300662,-0.0705676612402375,0.00412744673805334,0.0321267412512231,0.0313914471335761,0.0313914471335761,0.0313914471335761,0.0706666666666667,0.0738924731182796,0.0694338743921649,0.00307692307692308,0.00307692307692308,0.0688242079867415,-0.00527028042840475,-0.00464134961079468,-0.00491508491508492,-0.00450692164977879,-0.00601398601398601,-0.00373719176115257,0.02,-0.00867535129530751,-0.00380779995130798,0.217475645234473,0.112488427276617,0.137936790972965,0.173552944639901,0.0649225540698037,0.0666666666666667,0.088294930875576,0.0961597347648672,0.0804001940334708,0.214868875086266,0.1,0.0777777777777778,0.105128205128205,0.0928574903906972,0.0930232558139535,0.0937984496124031,0.0874811463046757,0.107872559095581,0.0945816283217317,0.105650336873358,0.214510896889414
"SNAI1",-0.301880052110719,-0.0666666666666667,-0.0695604395604396,-0.108670264446635,0.113030852546304,-0.00427293566107423,-0.00337607467452714,-0.00604274134119381,0.08,0.0863352826510721,0.0858474777730233,0.0863959238424932,0.044916927294393,-0.0613626617417796,-0.0368452273798808,-0.00449863713357504,-0.00466284074605452,-0.00466284074605452,-0.00466284074605452,0.0638655462184874,0.0593200916730329,0.0609594359353279,-0.0837037037037037,-0.0837037037037037,0.0210115232325525,-0.0839361430395913,-0.0842975266224514,-0.0837037037037037,-0.0840740740740741,-0.0837037037037037,-0.0770000309818137,0.00434782608695652,-0.126676727516217,-0.10325663082069,0.217971631905784,0.0921588621126264,0.132027349462132,0.0699983799919938,0.0630973972493965,0.114285714285714,0.0684615384615385,0.07599952634428,0.0695604395604396,0.214266239624904,0.081140350877193,0.0916666666666667,0.0981566820276498,0.103860385731353,0.0829922027290448,0.0843810916179337,0.101860385731353,0.105116914149172,0.10211281291582,0.106715930139332,0.113194190719766
"Jagged",-0.304285714285714,0,-0.165714285714286,-0.107692307692308,0.0102857142857143,-0.02,-0.02,0,0,0,0.02,-0.00307692307692308,0.0472727272727273,-0.0706666666666667,0.00344827586206897,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0,0.1,0.0666666666666667,0,0,0.0639265962795375,-0.00601398601398601,-0.00491508491508492,-0.02,0.00307692307692308,0,0.00571428571428572,0.1,-0.00992982456140351,-0.00560453630876166,0.224154589371981,0.12,0.137,0.175,0.0536231884057971,0,0.2,0.104242424242424,0.18,0.211111111111111,0.1,0,0.1,0.0666666666666667,0.0666666666666667,0.0777777777777778,0.0666666666666667,0.116666666666667,0.105128205128205,0.102380952380952,0.216666666666667
"TGF",-0.348664596273292,0,-0.227126436781609,-0.149350649350649,0.0249718857641487,-0.0155722639933166,-0.0177944862155389,0.019047619047619,0,0.0428571428571429,0.0328571428571428,0.0309703504043127,0.0952120676258607,-0.0188095238095238,0.0689435591588234,-0.0422619047619048,-0.0386904761904762,-0.0386904761904762,-0.0386904761904762,-0.08,-0.08,-0.0847619047619048,0,0,0.0111045622061795,-0.0214465408805031,-0.0214465408805031,-0.0233333333333333,-0.0214465408805031,-0.0333333333333333,-0.0144179894179894,-0.0333333333333333,-0.0494998356884653,-0.0258370092021561,0.245983403832374,0.05,0.228888888888889,0.251865861411316,0.104564177241523,0.133333333333333,0.233333333333333,0.15455940108002,0.213333333333333,0.240528858377829,0.0583333333333333,0.0333333333333333,0.153333333333333,0.177471264367816,0.0726190476190476,0.0778822055137844,0.153333333333333,0.180606060606061,0.180596264367816,0.178993157380254,0.204577691811734
"GLI",-0.319910453216374,-0.05,-0.10183023872679,-0.139790771955618,0.0954254270590358,-0.0861390543158499,-0.0833766233766234,-0.0742857142857143,0.1,0.209677419354839,0.215559772296015,0.114283176551334,0.0500099797003822,0.0371167668108232,-0.113188979436276,-0.13017413191815,-0.127995914096368,-0.127995914096368,-0.127995914096368,-0.04,-0.0331034482758621,-0.0387638256343526,-0.2,-0.08,0.0179221000907727,-0.0915790501042407,-0.0911606400623997,-0.0921164437450826,-0.0912543747795654,-0.0896774193548387,-0.0804664855072464,0.0742857142857143,-0.127740959816802,-0.0997486951563739,0.24689588667008,0.102053786921044,0.153024835002764,0.197269481262275,0.0697374978665301,0.180952380952381,0.11183023872679,0.0757298110830132,0.10183023872679,0.241202059202059,0.0652046783625731,0.0388888888888889,0.218452380952381,0.208785356247762,0.0590822293829813,0.0622072293829813,0.20266290726817,0.109908046484657,0.215781241021425,0.107745884322495,0.119275522628664
"SRC",-0.358104575163399,0.1,-0.162380952380952,-0.3,0.0070970695970696,-0.0960930055269678,-0.097979797979798,-0.142424242424242,-0.2,-0.025,-0.025,-0.0200819672131148,0.0884555701947006,-0.113095238095238,-0.00701298701298701,-0.0380376986384496,-0.0410680016687526,-0.0410680016687526,-0.0410680016687526,0.133333333333333,0.108333333333333,0.113095238095238,0,0.1,0.0269002104881968,0.0213014794082367,0.0197354838825096,0.025,0.0200819672131148,0.025,0.0314994262399592,0.133333333333333,0.00522840449311038,0.0243979194731328,0.270432764300689,0.111428571428571,0.158573954780851,0.25064815158687,0.0667714884696017,0.1,0.135,0.0644354269583628,0.158809523809524,0.376421188630491,-0.0333333333333333,0,0.05,0.0937037037037037,-0.0256410256410256,-0.0145299145299145,0.09,0.0949561403508772,0.084880174291939,0.0994606448553817,0.101795762992387
