"","NFB","AKT","IKK","TrCP","Csn","ILK","SMAD","Jagged","HEY1","NOTCH","cfos","MEK","EGR1","TWIST1","SNAI1","ZEB1","TCFLEF","AXIN2","DSH","cateninmemb","GLI","SNAI2","TGFR","PAK1","TGF","CDC42","FOXC2","LIV1","Frizzled","SOSGRB2","Ecadherin","SRC","Wnt","CD44","cateninnuc","cMet","STAT","RAF","PI3K","DELTA","RAS","Destcompl","RKIP","ERK","Csl","NOTCHic","FUS","Patched","miR200","SHH","SMO","SUFU","GSK3","ZEB2","KLF4"
"KLF4",0.06,0.0642328042328042,0.0457142857142857,0.1,0,-0.008,-0.0181449275362319,-0.0224724001635546,0.00572956455309396,-0.100648152715434,0.0890909090909091,0.0942455482661668,0.08,0.0103529411764706,-0.0304292641163843,0.02,-0.0107074653770663,-0.129339025354473,0,-0.0135560746841235,-0.028706542761451,0.0233830902568034,0.00642424242424243,0.00909090909090909,0.00105838876570584,-0.00290909090909091,-0.0734394255114158,-0.0333333333333333,0.0411764705882353,0.0745568896512293,0.0409611795411395,0.0411764705882353,0.00629274965800273,0.029771010527568,0.0265231565352232,0.00629274965800273,0,-0.0425641025641026,-0.0425641025641026,-0.0425641025641026,-0.0660935143288084,0.00852490641728734,0.0145640074211503,-0.0890909090909091,0.0890909090909091,0.0996172248803828,0.0333333333333333,0.0479166666666667,-0.00923483923483923,0.0253360215053763,0.0166666666666667,0,0.0259726921575323,0.00686790505675955,0.0259259259259259
"HEY1",0.06,0.0642328042328042,0.0457142857142857,0.1,0,-0.008,-0.0181449275362319,-0.0224724001635546,0.00572956455309396,-0.100648152715434,0.0890909090909091,0.0942455482661668,0.08,0.0103529411764706,-0.0304292641163843,0.02,-0.0107074653770663,-0.129339025354473,0,-0.0135560746841235,-0.028706542761451,0.0233830902568034,0.00642424242424243,0.00909090909090909,0.00105838876570584,-0.00290909090909091,-0.0734394255114158,-0.0333333333333333,0.0411764705882353,0.0745568896512293,0.0409611795411395,0.0411764705882353,0.00629274965800273,0.029771010527568,0.0265231565352232,0.00629274965800273,0,-0.0425641025641026,-0.0425641025641026,-0.0425641025641026,-0.0660935143288084,0.00852490641728734,0.0145640074211503,-0.0890909090909091,0.0890909090909091,0.0996172248803828,0.0333333333333333,0.0479166666666667,-0.00923483923483923,0.0253360215053763,0.0166666666666667,0,0.0259726921575323,0.00686790505675955,0.0259259259259259
"Patched",0.1,0.164285714285714,0.15,0,0,0.0666666666666667,0.0866666666666667,-0.112804232804233,0.0743589743589744,-0.193939393939394,0.1,0.143076923076923,0.1,0.193518518518519,0.12741935483871,-0.258333333333333,-0.205555555555556,-0.379220779220779,0,0.107365591397849,-0.1375,0.0570421455938697,0.0133333333333333,0.0333333333333333,0.0216666666666667,0.0333333333333333,-0.01,-0.1,0.1,-0.0166666666666667,0.0568122977346278,0.2,0.1,0.233333333333333,0.233710895361381,0.2,0.1,-0.0576923076923077,-0.0576923076923077,-0.0576923076923077,-0.0889423076923077,0.00839160839160839,-0.16,-0.12,0.2,0.166666666666667,0.1,-0.04,0.180952380952381,-0.04,0,0,-0.00146520146520147,0.00833333333333333,0.0111111111111111
"Frizzled",-0.0466666666666667,-0.0279166666666667,-0.0466666666666667,-0.1,-0.0666666666666667,0.114669051878354,0.106257836925083,0.0207939691027926,0.0964866339334425,0.125770308123249,0.0533333333333333,0.0629193899782135,0.0333333333333333,0.245266106442577,0.248740510697032,-0.336772873844056,-0.111219688293582,-0.174869626497533,-0.2,0.024862792574657,-0.134398496240602,0.0657959860763625,-0.0979710144927536,-0.1,-0.108447204968944,-0.106666666666667,0.0905074851708879,-0.1,0.125,0.160606060606061,0.0656971732699506,0.125,0.0986842105263158,0.134398496240602,0.126933974007867,0.0986842105263158,0.1,0.139268626110731,0.139268626110731,0.139268626110731,0.106985161543802,0.0475503552032957,-0.254523809523809,-0.0592156862745098,-0.107142857142857,-0.123809523809524,-0.05,-0.0725108225108225,0.268042929292929,-0.0854140483172741,-0.0772727272727273,-0.1,0.174493207941484,0.0120360242623975,0.0226890756302521
"Ecadherin",0.0457142857142857,0.0473496873496873,0.0642328042328042,0,0.06,-0.0181449275362319,-0.01306018177352,-0.0126325832299161,-0.00299526766167114,-0.0965589333845793,0.0890909090909091,0.0883631953249904,0.0890909090909091,-0.00361353927045679,-0.0237836944961311,0.0223696682464455,-0.0265231565352232,-0.121297788241071,-0.0411764705882353,-0.00265863878668756,-0.0100398760947843,0.041865931918453,0.00105838876570584,-0.00290909090909091,0.0059408480785449,0.00642424242424243,-0.0855675719645051,0,0.00629274965800273,0.060083205440703,-0.0556308360382178,0.00629274965800273,0.028706542761451,0.0107074653770663,0.0131711490655687,0.029771010527568,0.0411764705882353,-0.0660935143288084,-0.0660935143288084,-0.0660935143288084,-0.049054408183557,0.0251139092131867,0.0224291759604761,-0.0942455482661668,0.0996172248803828,0.100648152715434,0.0166666666666667,0.0253360215053763,-0.015752530110072,0.0410840530014393,0.0479166666666667,0.0333333333333333,0.00610514248865814,0.0144508434453851,0.0157993436474449
"cateninmemb",0.124761904761905,0.134381914381914,0.13957671957672,0.1,0.12,-0.0257971014492754,-0.0260392321998807,-0.257552180847375,0.00552355658553842,-0.256592336172583,0.134973262032086,0.141013286289211,0.129090909090909,0.218144618492959,-0.0496485791272641,0.0395035434977184,-0.262673146499475,-0.328969992116641,-0.262745098039216,0.1213673244938,-0.255331572243974,0.140697765571201,0.00860310421286031,0.00509090909090909,0.011315581608882,0.00909090909090909,-0.16965730097914,-0.233333333333333,0.255768353853169,0.128413228611838,0.131824166692995,0.255768353853169,0.262664905577307,0.256571029438453,0.257537759011146,0.263594440809691,0.262745098039216,-0.156003016591252,-0.156003016591252,-0.156003016591252,-0.151254413239297,0.101148353918379,0.0346668936556577,-0.142189756877446,0.24488038277512,0.256220588960687,0.233333333333333,0.25510752688172,-0.0271626159894316,0.261406739480146,0.258333333333333,0.233333333333333,0.0891249185934742,0.0206859565976553,0.0382090951711205
"Wnt",-0.0666666666666667,-0.0466666666666667,-0.0466666666666667,-0.1,-0.1,0.107692307692308,0.114669051878354,0.0379656862745098,0.0943589743589744,0.123809523809524,0.0333333333333333,0.0592156862745098,0,0.217647058823529,0.261438923395445,-0.329842180774749,-0.134398496240602,-0.153939393939394,-0.2,0.0353389830508475,-0.0986842105263158,0.0900862068965517,-0.106666666666667,-0.1,-0.0979710144927536,-0.1,0.0719028340080972,0,0.2,0.157575757575758,0.0673288749016522,0.1,0.125,0.0986842105263158,0.111219688293582,0.125,0.1,0.116541353383459,0.116541353383459,0.116541353383459,0.139268626110731,0.0738103021528978,-0.236666666666667,-0.0533333333333333,-0.15,-0.107142857142857,-0.1,-0.0772727272727273,0.249292929292929,-0.0725108225108225,-0.05,0,0.148432601880878,0.0209469153515065,-0.00588235294117647
"FUS",0.164285714285714,0.195208791208791,0.168285714285714,0.1,0.15,0.0819047619047619,0.0722273425499232,-0.107081341237968,0.090922121356904,-0.204393939393939,0.143076923076923,0.157914958604614,0.12,0.189360834502504,0.122298061038171,-0.255089078368168,-0.212658263782433,-0.392542689694114,-0.1,0.114000799584286,-0.136645299145299,0.0590033322229199,0.0297747747747748,0.0133333333333333,0.0233917960513705,0.0216666666666667,-0.0162159709618875,-0.2,0.1375,-0.0114035087719298,0.054883368856298,0.233333333333333,0.109722222222222,0.233710895361381,0.224886524651999,0.205555555555556,0.2,-0.0726632379248658,-0.0726632379248658,-0.0726632379248658,-0.0993007925100187,0.00999631613788803,-0.152611683848797,-0.152167832167832,0.193939393939394,0.208939393939394,-0.04,-0.0344444444444444,0.184085605667258,-0.0415151515151515,-0.04,0,-0.0124987436933406,0.0214559287373055,0.0407559198542805
"GSK3",-0.0279166666666667,-0.0222874300029473,-0.0359626436781609,-0.0466666666666667,-0.0466666666666667,0.113427648245838,0.106681021559181,0.0240101746140245,0.0964137874573907,0.116979099332041,0.0629193899782135,0.0682167242229162,0.0592156862745098,0.237906928810699,0.246333076540357,-0.339476714912956,-0.114378319510984,-0.175154773791524,-0.0986842105263158,0.0251499145749507,-0.127924208412263,0.0699996621208028,-0.0997364035752159,-0.0979710144927536,-0.10383896767778,-0.108447204968944,0.0813937918466682,-0.125,0.134398496240602,0.161899310747864,0.0661686773390221,0.134398496240602,0.112829868789621,0.126933974007867,0.124641477405721,0.111219688293582,0.0986842105263158,0.127993564905147,0.127993564905147,0.127993564905147,0.111607010283298,0.0509214083372612,-0.248294950663372,-0.0636712696774616,-0.125770308123249,-0.120875203228144,-0.0725108225108225,-0.0676226372743293,0.269940821952981,-0.0800628286618891,-0.0854140483172741,-0.0772727272727273,0.0666038047426389,0.0228806382250281,0.0299817459037272
"MEK",-0.155357142857143,-0.169332187420423,-0.170508658008658,-0.1,-0.142857142857143,-0.178256798722234,-0.172721743371681,-0.133232870648329,-0.162179988033647,-0.134852171348522,-0.0303448275862069,-0.135983125458547,-0.02,-0.264448198859964,-0.304428327615174,0.290704925872788,0.0520524807989653,0.0560414845224972,0.0666666666666667,-0.0698677977013702,0.0591142191142191,-0.129841332239102,0.0620293724966622,0.0733333333333333,0.06421915351856,0.0685714285714286,-0.0555487848591297,0,-0.0566666666666667,-0.149142857142857,0.028605672256768,-0.0508771929824561,-0.0528205128205128,-0.0533247454300086,-0.0505654919513817,-0.0470310391363023,-0.0666666666666667,-0.0546647796647797,-0.0546647796647797,-0.0546647796647797,-0.0460933510933511,-0.0421659544811612,0.161749963143152,0.0409831254585473,0.128282828282828,0.128282828282828,0.166666666666667,0.162863387978142,-0.237641848377587,0.163516982749384,0.154666666666667,0.166666666666667,-0.157750497112199,0.0229088838787548,0.0240554758488761
"cateninnuc",0.120833333333333,0.119239583333333,0.102833333333333,0.1,0.0875,-0.0359437229437229,-0.0439928361770108,-0.206907688020921,-0.00199366247095829,-0.302049591964846,0.148792270531401,0.147857419759133,0.13768115942029,0.130342514807745,-0.119382247602296,0.0551990814484236,-0.202419838732629,-0.405674897496066,-0.191841491841492,0.102611272481041,-0.217814744318616,0.0535590266971688,0.0133174182139699,0.012,0.00829558415283457,0.00584615384615385,-0.153729565516451,-0.23030303030303,0.22334834115656,0.12055717596801,0.105634410807571,0.225174825174825,0.197261384634821,0.220119614684832,0.115869162123957,0.199087868653086,0.191841491841492,-0.117286902286902,-0.117286902286902,-0.117286902286902,-0.137152222152222,0.00638592849092449,0.0903893087888125,-0.14372897939216,0.297049591964846,0.297049591964846,0.238888888888889,0.24055877993868,-0.0292160111394475,0.227269019590096,0.217577413479053,0.188888888888889,0.01763695780715,0.0253592718118965,0.0564726100313289
"SMO",0.15,0.168285714285714,0.164285714285714,0,0.1,0.0866666666666667,0.0819047619047619,-0.0878042328042328,0.0981684981684982,-0.208939393939394,0.12,0.152167832167832,0.1,0.169989106753813,0.134562211981567,-0.253248587570622,-0.233710895361381,-0.37577250335871,-0.1,0.123870445766781,-0.109722222222222,0.0818040503557745,0.0216666666666667,0.0333333333333333,0.0297747747747748,0.0133333333333333,-0.0306896551724138,-0.1,0.1,-0.0114035087719298,0.0557052866645171,0.2,0.1375,0.205555555555556,0.212658263782433,0.233333333333333,0.2,-0.0889423076923077,-0.0889423076923077,-0.0889423076923077,-0.0726632379248658,0.0308722285466472,-0.143333333333333,-0.143076923076923,0.166666666666667,0.193939393939394,0,-0.04,0.177154912597951,-0.0344444444444444,-0.04,0.1,-0.0315622888438422,0.0269774011299435,0.0194444444444444
"SUFU",0.168285714285714,0.183799395235637,0.195208791208791,0.15,0.164285714285714,0.0722273425499232,0.0756915457831795,-0.0973426238983003,0.0836932056942534,-0.211536796536797,0.152167832167832,0.155787299030146,0.143076923076923,0.172659803574669,0.124171996302225,-0.25219052764353,-0.224886524651999,-0.385751120607463,-0.1375,0.120549230689334,-0.116942696914816,0.0755491463297096,0.0233917960513705,0.0216666666666667,0.0302951491085697,0.0297747747747748,-0.0318487253043192,-0.2,0.109722222222222,-0.0246902220586431,0.0583849136554741,0.205555555555556,0.136645299145299,0.212658263782433,0.214400591148162,0.233710895361381,0.233333333333333,-0.0993007925100187,-0.0993007925100187,-0.0993007925100187,-0.0822121849150819,0.0239782406461283,-0.143223928746756,-0.157914958604614,0.208939393939394,0.204393939393939,-0.04,-0.0415151515151515,0.178137650276923,-0.0249128349128349,-0.0344444444444444,-0.04,-0.032807226983829,0.0311177644860977,0.0353666982973943
"GLI",0.0991228070175439,0.104288623344074,0.101163623344074,0.05,0.0833333333333333,0.108647744345836,0.105945041643133,0.094002636729289,0.103025158203426,0.0886911077428319,0.125952380952381,0.13040097103633,0.134285714285714,0.156825265849035,0.153781290203734,-0.32994726062468,-0.0546711881677562,-0.0733484299516908,0.02,-0.064317513843043,-0.0830126367636966,0.0811222093450751,0.0387638256343526,0.04,0.040410884457882,0.0331034482758621,0.046515200378397,-0.05,-0.00387096774193549,0.0318557253955484,0.0484902473480056,0.0661290322580645,-0.00975332068311196,0.049476382972951,0.051264134969908,0.0563729346970889,0.05,0.0137890942913615,0.0137890942913615,0.0137890942913615,0.0171554309250248,0.043664699797336,-0.155025041162082,-0.129848484848485,-0.110238726790451,-0.0877387267904509,-0.202380952380952,-0.18046902971715,0.286983522153801,-0.183349688153364,-0.186591478696742,-0.152380952380952,-0.157057129008583,0.0501834784092849,0.0448519948519948
"NOTCHic",0.1,0.0958656330749354,0.0888888888888889,0.1,0.0666666666666667,0.0895238095238095,0.0888043850633779,0.0647568717767393,0.187770345596433,0.0479796264855688,0.253333333333333,0.241904761904762,0.22,0.152587783818356,0.136389906389906,-0.321384863123994,-0.0476780362494648,-0.0941524408505541,-0.04,-0.0492979976746634,-0.0600090232348297,0.0977991367829868,-0.0658924731182796,-0.0666666666666667,-0.0627077597424834,-0.0626666666666667,0.0341606319947334,-0.1,0.0476923076923077,0.0186124401913876,0.0411471342487028,0.0476923076923077,0.0567832167832168,0.0578821178821179,0.0548536087685488,0.0567832167832168,0.04,-0.0807114624505929,-0.0807114624505929,-0.0807114624505929,-0.0821892949629082,0.0353026738353841,-0.161014184132203,-0.239047619047619,0.06,-0.0690322580645161,-0.0416666666666667,-0.0778657616892911,0.276422190526237,-0.0724894176032696,-0.0955128205128205,-0.0666666666666667,-0.0334014122415376,0.0654428341384863,0.0622153209109731
"SOSGRB2",-0.0333333333333333,-0.0657894736842105,-0.0491228070175439,0,0,-0.303010752688172,-0.303710053387473,-0.245603697333751,-0.188257575757576,-0.328661479365705,0.119047619047619,0.0903825903825904,0.152380952380952,-0.213768115942029,-0.285489694385217,0.308107769423559,0.0619396316879154,0.0647758525852585,0,-0.0684401544401545,0.0645445134575569,-0.124581266044884,0.12043956043956,0.114285714285714,0.115475021432468,0.124285714285714,-0.105567765567766,0,-0.0714285714285714,-0.291111111111111,0.0220957971810319,-0.0714285714285714,-0.0630952380952381,-0.0598343685300207,-0.0640428821659269,-0.0583850931677019,0,-0.197363465160075,-0.197363465160075,-0.197363465160075,-0.19223526003187,-0.135633568519475,0.0765350877192982,-0.105534105534106,0.345454545454545,0.33006993006993,0.266666666666667,0.275225225225225,-0.234958626605111,0.284527550806621,0.283333333333333,0.2,-0.277740377123266,0.068609022556391,0.0828947368421053
"CDC42",0.0916666666666667,0.0916666666666667,0.0916666666666667,0.1,0.0666666666666667,0.0891534391534392,0.0907663423792456,0.0745138888888889,0.086231884057971,0.0576923076923077,0.24,0.228651436993368,0.22,0.154051948051948,0.134742725628802,-0.323690380106845,-0.0554599153609054,-0.0811330049261084,-0.05,-0.0597165629042271,-0.0632553606237817,0.0756978544569785,-0.0582633053221288,0.0428571428571429,-0.0522026992615228,-0.0523809523809524,0.0341518070642891,-0.1,0.05,0.00694444444444444,0.0483937387606434,0.05,0.0685185185185185,0.0604104104104104,0.0591636190646091,0.0685185185185185,0.05,-0.0905228758169935,-0.0905228758169935,-0.0905228758169935,-0.0844253148413837,0.0448467468810338,-0.158601398601399,-0.22695652173913,-0.05,-0.0807692307692308,-0.0523809523809524,-0.0862519201228879,0.278206434088787,-0.0776099448142459,-0.102380952380952,-0.0666666666666667,-0.0680519480519481,0.0693531649948115,0.0611428571428571
"Csl",0.0888888888888889,0.096640826873385,0.0958656330749354,0.0666666666666667,0.1,0.0888043850633779,0.0876932739522668,0.0710068717767393,0.187116750825191,0.045252353758296,0.239047619047619,0.241904761904762,0.253333333333333,0.143784172080207,0.138761447891883,-0.316964973621231,-0.0548536087685488,-0.0887539832670065,-0.0476923076923077,-0.0460869885003514,-0.0495251522670877,0.103839405239363,-0.0627077597424834,-0.0626666666666667,-0.0602134286767238,-0.0658924731182796,0.0301376434889862,-0.04,0.0567832167832168,0.0259295133621193,0.0401006226207958,0.0567832167832168,0.0600090232348297,0.0476780362494648,0.0497649866987946,0.0578821178821179,0.0476923076923077,-0.0821892949629082,-0.0821892949629082,-0.0821892949629082,-0.0741010596687905,0.0423105958341653,-0.151336764777364,-0.241904761904762,-0.0690322580645161,-0.0479796264855688,-0.0955128205128205,-0.0724894176032696,0.2753328659075,-0.0707652796722351,-0.0778657616892911,-0.0416666666666667,-0.0417961103269574,0.070415209829094,0.0665010351966874
"SNAI1",0.0916666666666667,0.0925925925925926,0.0953703703703704,0.0916666666666667,0.0916666666666667,0.0875405359276327,0.0854495150174236,0.074665458719275,0.0823453294361223,0.0610832025117739,0.228651436993368,0.225512423540453,0.22695652173913,0.151181268007355,0.034156683620631,-0.320371324408249,-0.056956722512885,-0.0782918209528489,-0.0685185185185185,-0.0584449502336507,-0.061362998738554,0.0744900457713525,-0.0511098030866594,-0.0582633053221288,-0.05252109340924,-0.0522026992615228,0.037328427140528,-0.05,0.0632553606237817,0.0121751561948648,0.0461453599453234,0.0604104104104104,0.0578895069652451,0.0591636190646091,0.0573181060957451,0.0554599153609054,0.0685185185185185,-0.081698042114111,-0.081698042114111,-0.081698042114111,-0.0859673360385773,0.0456753809662469,-0.151569335909242,-0.228651436993368,-0.0576923076923077,-0.0565934065934066,-0.0862519201228879,-0.0806099448142459,0.279002232740025,-0.0808041195715275,-0.0776099448142459,-0.102380952380952,-0.0686508079379367,0.072521138796736,0.0727663697315911
"PAK1",0.0916666666666667,0.0953703703703704,0.0916666666666667,0.0666666666666667,0.0916666666666667,0.0907663423792456,0.0875405359276327,0.0781948704839809,0.0877024722932651,0.0565934065934066,0.22695652173913,0.228651436993368,0.24,0.148617165443252,0.135936043051236,-0.319510315798163,-0.0591636190646091,-0.077359420020448,-0.05,-0.0586176618053261,-0.0578895069652451,0.0766020135889858,-0.0522026992615228,-0.0523809523809524,-0.0511098030866594,-0.0582633053221288,0.0341518070642891,-0.05,0.0685185185185185,0.0178355335533553,0.0458331851274254,0.0685185185185185,0.0632553606237817,0.0554599153609054,0.056956722512885,0.0604104104104104,0.05,-0.0844253148413837,-0.0844253148413837,-0.0844253148413837,-0.081698042114111,0.0477038897381767,-0.150314105783719,-0.228651436993368,-0.0807692307692308,-0.0576923076923077,-0.102380952380952,-0.0776099448142459,0.278714048301985,-0.0806099448142459,-0.0862519201228879,-0.0523809523809524,-0.070961038961039,0.0728901424867729,0.0693395784543326
"LIV1",0.0916666666666667,0.0953703703703704,0.0916666666666667,0.0666666666666667,0.0916666666666667,0.0907663423792456,0.0875405359276327,0.0781948704839809,0.0877024722932651,0.0565934065934066,0.22695652173913,0.228651436993368,0.24,0.148617165443252,0.135936043051236,-0.319510315798163,-0.0591636190646091,-0.077359420020448,-0.05,-0.0586176618053261,-0.0578895069652451,0.0766020135889858,-0.0522026992615228,-0.0523809523809524,-0.0511098030866594,-0.0582633053221288,0.0341518070642891,-0.05,0.0685185185185185,0.0178355335533553,0.0458331851274254,0.0685185185185185,0.0632553606237817,0.0554599153609054,0.056956722512885,0.0604104104104104,0.05,-0.0844253148413837,-0.0844253148413837,-0.0844253148413837,-0.081698042114111,0.0477038897381767,-0.150314105783719,-0.228651436993368,-0.0807692307692308,-0.0576923076923077,-0.102380952380952,-0.0776099448142459,0.278714048301985,-0.0806099448142459,-0.0862519201228879,-0.0523809523809524,-0.070961038961039,0.0728901424867729,0.0693395784543326
"SMAD",0.219047619047619,0.218420168067227,0.217086834733894,0.2,0.233333333333333,0.156449851518345,0.0540688991373923,0.165313224409999,0.139901098123996,0.136009852216749,0.212442396313364,0.206829695061128,0.228571428571429,0.0925795792230942,0.0398817302768916,-0.234706012009061,-0.0403491810111652,-0.0774695411688076,-0.0666666666666667,-0.0486074750538607,-0.0650279776179057,0.0935189427093689,0.00250216382091431,0,0.0029005701954163,-0.00140845070422535,-0.0226175904673657,-0.04,0.0722222222222222,0.00375628512274475,0.0326191054356448,0.0455555555555556,0.0722222222222222,0.0366856803327392,0.0372083502107599,0.0435947712418301,0.04,-0.178855554925424,-0.178855554925424,-0.178855554925424,-0.173921344399108,-0.0136948113039366,-0.0692428969376255,-0.207791233522666,-0.153333333333333,-0.138390804597701,-0.166666666666667,-0.147079510703364,0.222396582977846,-0.145220774643884,-0.151666666666667,-0.141666666666667,-0.150568014552977,0.073464018337487,0.0739273943169102
"cMet",-0.0333333333333333,-0.065,-0.04,0,0,-0.26984126984127,-0.273477633477633,-0.219418262896524,-0.196181630546956,-0.309406494960806,0.055,0.0186363636363636,0.075,-0.282931226077293,-0.387572423611674,0.37950937950938,-0.0307871198568873,-0.0552380952380952,-0.1,-0.070855461264714,-0.03,-0.0757695346016514,0.178333333333333,0.153333333333333,0.176205673758865,0.178333333333333,-0.174087552742616,-0.1,0.05,-0.132380952380952,0.0708434157301136,0.15,0.03,0.0323255813953488,0.0285272328512376,0.03,0.2,-0.201904761904762,-0.201904761904762,-0.201904761904762,-0.200017969451932,-0.138234630461521,0.157037037037037,-0.035,0.3,0.315789473684211,0.2,0.249090909090909,-0.289146217610891,0.255340909090909,0.24,0.1,-0.285714285714286,0.126984126984127,0.238095238095238
"CD44",0,-0.04,-0.0333333333333333,0.1,0,-0.255555555555556,-0.26984126984127,-0.210722610722611,-0.182456140350877,-0.315789473684211,0.075,0.035,0.1,-0.27956043956044,-0.390962254120149,0.36031746031746,-0.0323255813953488,-0.06,0,-0.071923076923077,-0.03,-0.0735797535797536,0.178333333333333,0.133333333333333,0.178333333333333,0.153333333333333,-0.180416666666667,-0.1,0.1,-0.119047619047619,0.0716067745087396,0.2,0.05,0.03,0.0307871198568873,0.15,0.1,-0.204761904761905,-0.204761904761905,-0.204761904761905,-0.201904761904762,-0.1416130088399,0.145925925925926,-0.055,0.2,0.3,0.1,0.24,-0.271958717610891,0.249090909090909,0.2,0.1,-0.285714285714286,0.138095238095238,0.247619047619048
"ZEB2",-0.226388888888889,-0.21480010384216,-0.206388888888889,-0.2,-0.188888888888889,-0.182509157509157,-0.178240864826231,-0.173445658869891,-0.169554477780284,-0.16595376208491,-0.149122807017544,-0.136219581211092,-0.133333333333333,-0.105790177628438,-0.0913841282445711,-0.0701992885075539,-0.0563372045136315,-0.0545398958563242,-0.0454545454545455,-0.0395908806267632,-0.026160261756592,-0.0220701302543141,-0.00411873840445269,-0.0038961038961039,-0.00306053734625163,-0.00207792207792208,-0.000166278166278166,0,0.0254545454545455,0.0259157509157509,0.0312151524871662,0.04,0.0408391608391608,0.0419005847953216,0.0459475941240211,0.0557894736842105,0.06,0.062987012987013,0.062987012987013,0.062987012987013,0.0751925804388331,0.0821899912843628,0.121272141706924,0.136219581211092,0.161538461538462,0.170871794871795,0.171428571428571,0.176794425087108,0.177578049982378,0.182248970541653,0.191428571428571,0.2,0.203102279229416,0.254915417146074,0.348222047137274
"miR200",-0.00421052631578948,-0.0128897715988083,-0.0242105263157895,0,-0.02,0.00265486725663717,-0.000166449357782895,-0.0106859426196755,0.00163841807909605,0.0119874203334168,-0.00428571428571428,-0.00997526283240569,-0.0142857142857143,-0.0703725313541264,0.00083916083916084,-0.315595878136201,0.0283635253413768,0.0827118359041625,0.04,0.0172830160777317,0.0161634421916112,-0.0764779332269909,0.00126502213788741,0,-0.00222334995513584,-0.00196078431372549,0.0174210071771047,0,-0.012,0.00229206963249516,-0.0161236008924349,-0.00956521739130435,-0.035943661971831,-0.0132841602620117,-0.016545343523195,-0.0335088793631353,-0.04,0.0859778032912361,0.0859778032912361,0.0859778032912361,0.0687708207475952,-0.0257076143685253,-0.00505875811634767,0.0133766233766234,-0.00916256157635468,-0.00916256157635468,-0.0075,-0.0119725738396624,0.250232824764089,-0.0228421390570538,-0.0208333333333333,-0.02,0.0654198528685813,0.309740143369176,0.313112491373361
