"","GSK3","PAK1","Destcompl","CDC42","RAF","PI3K","DELTA","cfos","MEK","ERK","NOTCH","cateninmemb","cateninnuc","Ecadherin","Jagged","AKT","IKK","ILK","SMAD","RKIP","SNAI1","HEY1","SMO","TrCP","SUFU","FUS","SNAI2","Csn","Patched","SHH","NFB","FOXC2","TWIST1","GLI","Wnt","TCFLEF","AXIN2","CD44","cMet","Frizzled","Csl","SRC","NOTCHic","DSH","SOSGRB2","STAT","LIV1","EGR1","ZEB2","RAS","TGF","TGFR","KLF4","miR200","ZEB1"
"IKK",0.181776556776557,-0.15,0.0630843431964494,-0.161111111111111,0.0246218995765275,0.0246218995765275,0.0246218995765275,-0.0142857142857143,-0.024952380952381,-0.0182857142857143,0.0568542568542569,-0.145074618119311,-0.145802412086471,-0.0785616281463526,-0.028573883161512,0.166344916344916,0.169047619047619,0.09375,0.090779702970297,-0.0359744990892532,-0.0458085948543964,0.0888544891640867,0.06,-0.2,-0.1,0.08,0.169843763989614,-0.3,-0.0562962962962963,-0.0528480204342274,-0.285714285714286,0.167792207792208,0.218562091503268,0.153418803418803,0.161111111111111,0.148334057656092,0.115238095238095,0.153418803418803,0.161111111111111,0.161111111111111,-0.0727272727272727,0.161111111111111,-0.0584415584415584,0.15,0.170168067226891,0.15,0.1,0,0.030812030075188,-0.0232134488723022,0.152565656565657,0.156565656565657,0.0271062271062271,0.0205016722408027,-0.0162857142857143
"ERK",0.165232183627453,-0.0419047619047619,0.150314664760596,-0.0409701824655096,0.0578898878898879,0.0578898878898879,0.0578898878898879,0.0603815113719736,-0.0454495006985928,-0.0462851552946931,0.0433638993125011,-0.157161832203864,-0.149529616598972,-0.102566327376642,0.0340443175308759,0.0713225131587247,0.0676527883880825,0.0752089093324493,0.0673061737701392,0.101718555770058,-0.00831232959227114,0.0706142515881965,0.0228633879781421,-0.0857142857142857,-0.0266666666666667,0.0146666666666667,0.20638920353625,-0.0732142857142857,-0.0339744990892532,-0.0368730498138909,-0.0641233766233766,-0.0316386678455644,0.0153198784209635,0.151729673834937,0.157995337995338,0.14793239437675,0.110692972997697,0.14793239437675,0.153784811679549,0.171282051282051,-0.0278554778554779,0.167071524966262,-0.0358846749357698,0.186666666666667,0.110426259824318,0.182456140350877,0.166666666666667,-0.096551724137931,0.0331867576811148,-0.0593200309041893,0.0163010559715656,0.0256417153122249,0.0327182943512062,0.0141126958854949,-0.00701070615814343
"Csn",-0.375683257590835,0.168181818181818,-0.248782250658192,0.172659430122117,-0.204110604581576,-0.204110604581576,-0.204110604581576,-0.00424242424242424,-0.00242965367965368,-0.000346320346320343,-0.0996864246864247,0.0495563102155812,0.154595599302141,-0.0100672287247521,0.0215604510082674,-0.144833333333333,-0.140833333333333,-0.0405551242236025,-0.0382414995449392,-0.111329885421559,-0.108282207011047,-0.033031561461794,0.000144300144300144,0.22,-0.0142857142857143,0.00317460317460317,0.070369490408752,0.12,0.00523204394172136,0.00277302754827874,0.136666666666667,0.0641711741773905,-0.134948574100047,-0.155089776361885,-0.154653095139177,-0.154775996175262,-0.111556991658798,-0.155097539583622,-0.154653095139177,-0.153448275862069,0.0964646464646465,-0.153448275862069,0.0977633477633478,-0.15,-0.161150697567162,-0.15,-0.133333333333333,0.0133333333333333,0.0420794044665012,0.203534788842613,-0.166665304915581,-0.168813276275963,0.0415298427063133,0.0337917250827192,-0.00550537634408602
"RAS",-0.425568475452196,0.1,-0.234300881393905,0.12,-0.325384615384615,-0.325384615384615,-0.325384615384615,-0.07,-0.0615376676986584,-0.0752631578947368,-0.210476663356504,0.139461771384422,0.233918133120748,0.0809626898629456,-0.0675064064656022,-0.293333333333333,-0.293333333333333,-0.177489177489178,-0.191774891774892,-0.134779874213836,-0.067590953785644,-0.0683794466403162,-0.166666666666667,0.2,0.1,-0.2,-0.17740088266012,0.2,0.154666666666667,0.142802259887006,0.3,0.0274603174603175,-0.171205673758865,-0.249509803921569,-0.241176470588235,-0.239867141619332,-0.176732542819499,-0.24755944931164,-0.241176470588235,-0.2,0.25,-0.2,0.223684210526316,-0.1,-0.135497835497836,-0.1,0,0.02,0.10630706921944,0.221538461538462,-0.170145602795574,-0.155294117647059,0.103214285714286,0.0981846153846154,-0.0533836524300442
"AXIN2",-0.117297639304504,0.16625,-0.115052635399005,0.157608024691358,-0.0649859387316135,-0.0649859387316135,-0.0649859387316135,0.0339837398373984,0.0311800015196414,0.0311800015196414,0.0135746460746461,0.105271993885531,0.123806217944071,-0.0334665225920842,0.0885924885924886,-0.0944444444444444,-0.1,-0.115504945939729,-0.1119335173683,-0.0730575249123636,-0.0754687855691536,-0.116283959995928,0.0481684981684982,0.0666666666666667,-0.05,0.0576923076923077,0.140634092159804,0.1,-0.053525641025641,-0.0538535098781,0.0956521739130435,0.0350168566796201,-0.100846805762289,-0.123657179747116,-0.125543972199947,-0.123849451839445,-0.11013332924943,-0.1239666851337,-0.125543972199947,-0.128992248062016,-0.0133333333333333,-0.128992248062016,-0.0115476190476191,-0.126666666666667,-0.132226613965744,-0.126666666666667,-0.133333333333333,-0.0266666666666667,0.12335587676678,0.0657733403064166,-0.153857915167131,-0.155838113186933,0.120242243495147,0.109090050199606,-0.0490101854956178
"ZEB2",-0.251663382728266,-0.158441558441558,-0.153433877763864,-0.145714285714286,-0.142229437229437,-0.142229437229437,-0.142229437229437,-0.11359649122807,-0.108364390519966,-0.107144878324844,-0.0870786044556536,-0.084412295971919,-0.0716232143882255,-0.067002431461466,-0.0602756204973384,-0.0482840083073728,-0.0436111111111111,-0.0307034514780994,-0.0300936953805384,-0.0261513687600644,-0.0197715141297685,-0.0179009699977442,-0.0142857142857143,0,0,0,0.00636200873951858,0.0111111111111111,0.0167247386759582,0.01854292049414,0.0236111111111111,0.046989898989899,0.0567737904421097,0.0636496225487051,0.0673193473193473,0.0704543832193943,0.0709990653772688,0.0715107212475634,0.076140350877193,0.0775757575757576,0.0820512820512821,0.0866666666666667,0.0887179487179487,0.0909090909090909,0.0975091575091575,0.1,0.1,0.108333333333333,0.124990355723771,0.139017445794748,0.13989417989418,0.140952380952381,0.225712442104567,0.227168276363468,0.247979595569062
"NOTCH",0.168913270637409,0.1,0.209095659076967,0.111111111111111,0.169090909090909,0.169090909090909,0.169090909090909,0.14,0.166190476190476,0.173333333333333,-0.00811059907834102,0.117310593690654,0.0955844155844156,0.0561726089417091,-0.0458489658489659,-0.0444444444444444,-0.1,-0.0595238095238095,-0.0461904761904762,0.0837312113174182,0.0993589743589744,-0.152898550724638,-0.108333333333333,0,0.1,-0.133333333333333,-0.0156611362493716,0.1,0.0544871794871795,0.0427224736048265,0.133333333333333,-0.144081632653061,-0.0817457627118644,-0.125034965034965,-0.152307692307692,-0.104155844155844,-0.091078167115903,-0.125034965034965,-0.152307692307692,-0.16,-0.02,-0.16,-0.0628571428571429,-0.1,-0.116842105263158,-0.1,0,-0.2,0.131400966183575,-0.164743083003953,-0.0909820788530466,-0.107111111111111,0.153623188405797,0.166320346320346,0.113204508856683
"cfos",0.146498917748918,0.0857142857142857,0.191651223494421,0.080952380952381,0.152178649237473,0.152178649237473,0.152178649237473,0.16,0.162210759027266,0.14695652173913,-0.0343589743589744,0.121863298862089,0.106603732445317,0.0811369156534063,-0.0624652777777778,-0.0425438596491228,-0.0583333333333333,-0.0484126984126984,-0.0484126984126984,0.0700699300699301,0.0664310373171133,-0.0425537231384308,-0.0690476190476191,0.1,0.133333333333333,-0.119047619047619,-0.052835971814074,0.133333333333333,0.0529185867895545,0.05168401888832,0.108333333333333,-0.118169023707044,-0.0463463203463203,-0.118323586744639,-0.131481481481481,-0.107344473186057,-0.0969129720853859,-0.115265265265265,-0.131481481481481,-0.15,0.0666666666666667,-0.15,0.0358974358974359,-0.15,-0.0694444444444444,-0.15,-0.1,-0.24,0.151008878127522,-0.147300600456985,-0.0674942704354469,-0.0750700280112045,0.145904761904762,0.164060775825482,0.112329451554633
"Jagged",0.164367816091954,0.2,0.212833976833977,0.1,0.16,0.16,0.16,0.2,0.173333333333333,0.14,0.0628571428571429,0.129352478507408,0.104155844155844,0.052140350877193,-0.0384415584415585,-0.1,-0.133333333333333,-0.0833333333333333,-0.0595238095238095,0.0871794871794872,0.0916666666666667,-0.183333333333333,-0.133333333333333,0,0,-0.1,-0.00455002513826044,0,0.108333333333333,0.0544871794871795,0.1,-0.154285714285714,-0.097,-0.152307692307692,-0.16,-0.125034965034965,-0.104285714285714,-0.152307692307692,-0.16,-0.1,0,-0.1,-0.02,0,-0.08,0,0,-0.1,0.153623188405797,-0.169090909090909,-0.107111111111111,-0.111111111111111,0.166666666666667,0.160606060606061,0.128019323671498
"DELTA",0.164367816091954,0.2,0.212833976833977,0.1,0.16,0.16,0.16,0.2,0.173333333333333,0.14,0.0628571428571429,0.129352478507408,0.104155844155844,0.052140350877193,-0.0384415584415585,-0.1,-0.133333333333333,-0.0833333333333333,-0.0595238095238095,0.0871794871794872,0.0916666666666667,-0.183333333333333,-0.133333333333333,0,0,-0.1,-0.00455002513826044,0,0.108333333333333,0.0544871794871795,0.1,-0.154285714285714,-0.097,-0.152307692307692,-0.16,-0.125034965034965,-0.104285714285714,-0.152307692307692,-0.16,-0.1,0,-0.1,-0.02,0,-0.08,0,0,-0.1,0.153623188405797,-0.169090909090909,-0.107111111111111,-0.111111111111111,0.166666666666667,0.160606060606061,0.128019323671498
"SMAD",0.174359383306752,0.0595238095238095,0.0710591675153735,0.0637491616364856,0.15677982570559,0.15677982570559,0.15677982570559,0.155299539170507,0.162119753839559,0.166927446147251,0.0395621237000547,0.00974137989695341,-0.00180539192976381,0.019005341404232,0.00897402597402597,0.0664388422035481,0.0637721755368814,0.046185777692627,-0.0542904127835635,0.00106063689855979,0.0015533695694986,0.0341440795255943,0.0141666666666667,0,0.0333333333333333,0.00416666666666667,-0.11163551294947,-0.0111111111111111,-0.0169189602446483,-0.0113427520662097,-0.053968253968254,-0.0607547860761296,-0.033737140603421,0.0204774641825002,0.0168803418803419,0.00281856315570099,0.000266490938240306,0.00295424836601307,-0.00104575163398693,0.0111111111111111,-0.04,-0.00888888888888889,-0.0411494252873563,0,-0.0301094350783792,-0.02,-0.02,-0.171428571428571,0.157312029861435,-0.155464036231906,-0.0616747776083523,-0.0620731839828543,0.158050925466288,0.174460147405212,0.0777372937884429
"TGF",-0.0772869878545025,0.14,0.0329796581249715,0.106666666666667,-0.0321428571428572,-0.0321428571428572,-0.0321428571428572,0.1,0.052046783625731,0.0631578947368421,-0.0924137931034483,0.0573847094953934,0.0455311305708525,0.0521866813764612,-0.00500736377025037,-0.107706766917293,-0.139285714285714,-0.0254545454545455,-0.0141642228739003,-0.0939393939393939,-0.101865861411316,-0.0159896840747905,-0.0766666666666667,0,0,-0.06,-0.133663123571576,0.1,0.045632183908046,0.026882183908046,0.125,-0.0574378881987578,-0.164074074074074,-0.0361725067385445,-0.0342857142857143,-0.0512727573651109,-0.0309082892416226,-0.0552201257861635,-0.0533333333333333,-0.0142857142857143,0.12,-0.0333333333333333,0.12,0,-0.0394736842105263,0,0,-0.1,0.200266740632873,0.0321428571428572,-0.209047619047619,-0.101904761904762,0.202084922451055,0.177145459904081,-0.0018953840464138
"TGFR",-0.0745975013019353,0.106666666666667,0.0321732065120682,0.101904761904762,-0.0321428571428572,-0.0321428571428572,-0.0321428571428572,0.0631578947368421,0.0547865096531282,0.052046783625731,-0.0830612751178368,0.0536895593799199,0.0427853378339172,0.0525273968790166,-0.00210881304561269,-0.0937532785452002,-0.107706766917293,-0.0141642228739003,-0.0187905573934732,-0.0982251082251082,-0.103930758166478,-0.00404938556732777,-0.045632183908046,0.1,0.06,-0.0766666666666667,-0.137598308756762,0.125,0.026882183908046,0.0184076076368595,0.139285714285714,-0.0613680192031246,-0.162294714643469,-0.0342370228675767,-0.0361725067385445,-0.0455311305708525,-0.0287623664948415,-0.0512727573651109,-0.0552201257861635,-0.0342857142857143,0.12,-0.0533333333333333,0.0924137931034483,-0.0142857142857143,-0.0505847953216374,-0.0333333333333333,0,-0.1,0.202908250066836,0.033312447786132,-0.211884498480243,-0.209047619047619,0.200299208165341,0.173333143188538,0.00150084236868054
"GLI",0.0193431956349524,0.095,0.160109882023785,0.0846551724137931,-0.014607935954291,-0.014607935954291,-0.014607935954291,0.0888095238095238,0.0933155150558465,0.100497835497835,-0.0183721738032083,0.137746351598035,0.126801682742412,0.0942712912603111,-0.0175246995449475,-0.0423031164220074,-0.0438656164220074,-0.0493006772810287,-0.0449763529567044,-0.031351620904749,-0.0344308414075058,-0.0470400096036768,-0.127380952380952,0.0833333333333333,0.152380952380952,-0.127380952380952,-0.0612018327582332,0.0722222222222222,0.127380952380952,0.127792475014697,0.045906432748538,-0.0511660431716546,-0.0982876828887016,-0.139108563123259,-0.0420872865275142,-0.126144181248091,-0.103742451690821,-0.127118207222117,-0.130566483084186,-0.0503225806451613,0.0130150309460654,-0.140322580645161,0.0155150309460654,-0.06,-0.102593188522392,-0.15,-0.15,-0.0971428571428571,0.209311059907834,0.0152019953602316,-0.0734202482554505,-0.0764790717848623,0.209714285714286,0.206805135009469,0.0762547363031234
"KLF4",-0.245371868560663,-0.0363636363636364,-0.226895375884044,0.0156363636363636,-0.199871794871795,-0.199871794871795,-0.199871794871795,-0.129090909090909,-0.100103644081813,-0.11144385026738,-0.175906871208011,-0.0831515650113211,-0.0581094614250954,0.09119076021994,-0.0895879333060742,-0.232169312169312,-0.224761904761905,-0.104,-0.106898550724638,-0.201875901875902,-0.175041605598973,-0.0636974789915966,-0.15,0.1,0.2,-0.166666666666667,-0.135004621322398,0.2,0.15,0.15752688172043,0.22,0.139669736281957,0.0344183006535948,0.0471956224350205,0.0471956224350205,0.0537508063815088,0.0381083765545374,0.0480651876524118,0.0471956224350205,0.0588235294117647,0.192727272727273,0.0588235294117647,0.176937799043062,0.1,0.0808319039451115,0.1,0.166666666666667,0.12,0.222162022703818,0.194724736048265,-0.0259127864005913,-0.0303030303030303,0.233333333333333,0.172808302808303,-0.0820227038183694
"HEY1",-0.245371868560663,-0.0363636363636364,-0.226895375884044,0.0156363636363636,-0.199871794871795,-0.199871794871795,-0.199871794871795,-0.129090909090909,-0.100103644081813,-0.11144385026738,-0.175906871208011,-0.0831515650113211,-0.0581094614250954,0.09119076021994,-0.0895879333060742,-0.232169312169312,-0.224761904761905,-0.104,-0.106898550724638,-0.201875901875902,-0.175041605598973,-0.0636974789915966,-0.15,0.1,0.2,-0.166666666666667,-0.135004621322398,0.2,0.15,0.15752688172043,0.22,0.139669736281957,0.0344183006535948,0.0471956224350205,0.0471956224350205,0.0537508063815088,0.0381083765545374,0.0480651876524118,0.0471956224350205,0.0588235294117647,0.192727272727273,0.0588235294117647,0.176937799043062,0.1,0.0808319039451115,0.1,0.166666666666667,0.12,0.222162022703818,0.194724736048265,-0.0259127864005913,-0.0303030303030303,0.233333333333333,0.172808302808303,-0.0820227038183694
"DSH",-0.340589210773225,0.353333333333333,-0.207866723880003,0.35768115942029,-0.154065640120344,-0.154065640120344,-0.154065640120344,0.0509803921568627,0.0547397906531033,0.0509803921568627,-0.115753364282776,0.153556729133929,0.235926487889151,0.0854269370713219,-0.00625148544266191,-0.212600574712644,-0.21375,-0.151019566537932,-0.147623340122838,-0.1304329004329,-0.120469289164941,-0.134741436241996,-0.0852813852813853,0.2,0.1,-0.109090909090909,0.0765007331462784,0.22,0.0852813852813853,0.0809869067537779,0.2325,0.000889824170117931,-0.222557661362417,-0.242237947810703,-0.24812030075188,-0.236549818254245,-0.147816344189615,-0.240835532539959,-0.24812030075188,-0.255263157894737,0.127380952380952,-0.255263157894737,0.113655462184874,-0.25,-0.281818181818182,-0.25,-0.2,-0.0333333333333333,0.24468660063173,0.155466200344433,-0.342489521789628,-0.349109730848861,0.241459302167469,0.200238667159399,0.061294416589051
"Frizzled",-0.34128526645768,0.333333333333333,-0.205767487238782,0.353333333333333,-0.154853041695147,-0.154853041695147,-0.154853041695147,0.0333333333333333,0.0509803921568627,0.0509803921568627,-0.113655462184874,0.155323513586225,0.236549818254245,0.0846367702583281,-0.00625148544266191,-0.21375,-0.2325,-0.161299940369708,-0.151019566537932,-0.13952380952381,-0.116701173222912,-0.143513366066558,-0.109090909090909,0.1,0.1,-0.1,0.0787126074186881,0.2,0.0852813852813853,0.0852813852813853,0.22,0.0030543263346201,-0.229649859943978,-0.24812030075188,-0.255263157894737,-0.240835532539959,-0.151613812544045,-0.24812030075188,-0.255263157894737,-0.25,0.135714285714286,-0.25,0.127380952380952,-0.1,-0.281818181818182,-0.2,-0.1,-0.0333333333333333,0.245474002206533,0.154065640120344,-0.349109730848861,-0.35768115942029,0.256022408963586,0.208775252525253,0.0542078024158226
"Wnt",-0.343103448275862,0.3,-0.204441227291832,0.333333333333333,-0.159398496240602,-0.159398496240602,-0.159398496240602,0.0333333333333333,0.0509803921568627,0.0333333333333333,-0.127380952380952,0.160720338983051,0.240835532539959,0.0839374695590274,-0.00120098039215686,-0.2325,-0.22,-0.158974358974359,-0.161299940369708,-0.146666666666667,-0.12463768115942,-0.145641025641026,-0.1,0.1,0,-0.1,0.081551724137931,0.1,0.109090909090909,0.0852813852813853,0.2,0.000728744939271259,-0.234411764705882,-0.255263157894737,-0.25,-0.24812030075188,-0.153939393939394,-0.255263157894737,-0.25,-0.1,0.15,-0.2,0.135714285714286,0,-0.260606060606061,-0.1,0,0,0.258345289335246,0.154853041695147,-0.35768115942029,-0.353333333333333,0.26078431372549,0.202525252525252,0.0591582974653276
"SNAI2",-0.297505876463654,-0.103921568627451,-0.28055726146335,-0.0610644257703081,-0.259429020429544,-0.259429020429544,-0.259429020429544,-0.150980392156863,-0.135638579756227,-0.145098039215686,-0.242595124174072,-0.176876436534601,-0.131928211989214,-0.123586229435399,-0.165399857240692,-0.278084752804321,-0.267241379310345,-0.105767940979209,-0.117729663467247,-0.251025641025641,-0.230311094914764,-0.0608047016274864,-0.214117647058824,0.1,0.2,-0.22,0.178375072948484,0.2,0.212076830732293,0.216302182844969,0.25,0.200902996687889,0.0796829286803752,0.127864836075275,0.135886226449607,0.128977901430208,0.0938968974003707,0.128359344729177,0.135886226449607,0.157012987012987,0.255263157894737,0.157012987012987,0.246491228070175,0.192727272727273,0.151622718052738,0.192727272727273,0.22,0.133333333333333,0.266892804698972,0.254862810383882,0.0300669208597597,0.0362781009839833,0.271346153846154,0.209432759499257,-0.128177260331445
"TWIST1",-0.199937139684488,-0.0860606060606061,-0.19213041620865,-0.0722675026123302,-0.171292953538368,-0.171292953538368,-0.171292953538368,-0.11768115942029,-0.111920489087742,-0.112418001525553,-0.0911111111111111,-0.113873219984864,-0.0882275267775236,-0.0688892381021776,-0.0343638836076903,-0.111221829018439,-0.102747252747253,-0.0753344253344253,-0.076984590350927,-0.239830035482209,-0.23339981397208,-0.0561370832557273,-0.0786666666666667,0,0.0333333333333333,-0.0666666666666667,0.196297160764666,0.05,0.0827762557077625,0.0812984231954473,0.0884615384615385,0.220919272025799,0.0259206440013076,0.0873072681704261,0.0929072681704261,0.0866749103312901,0.0793669233991815,0.0865217709744754,0.0917426545086119,0.102380952380952,0.0911111111111111,0.102380952380952,0.0911111111111111,0.119047619047619,0.0916798685677404,0.119047619047619,0.133333333333333,0.113333333333333,0.26905941028748,0.168210761757546,0.0644229695827174,0.0660175026123302,0.275192828851365,0.214433846906334,-0.125192736596245
"TCFLEF",-0.213049718886983,0.215384615384615,-0.155401340012941,0.224686940966011,-0.182943378912693,-0.182943378912693,-0.182943378912693,-0.154947735191638,-0.157668823627012,-0.159709639953542,-0.240668889979891,-0.0581396656204056,0.035618357198789,-0.0602413208236774,-0.115476664262979,-0.181914172783738,-0.17974025974026,-0.0972358168147642,-0.0966622030480338,-0.201923129907701,-0.198133698008175,-0.0437537348939005,-0.148571428571429,0.114285714285714,0.133333333333333,-0.153333333333333,0.200826749855003,0.15974025974026,0.148571428571429,0.146730937773883,0.17974025974026,0.178309118727924,-0.0581649191622595,0.060693613008191,0.0613147310206134,-0.03570426785171,0.00926398046398046,0.0650975649088857,0.0657264957264957,0.0655882352941176,0.242961900207237,0.07,0.241001115893512,0.0705882352941176,-0.000635037617073535,0.075,0.1,0.167142857142857,0.272246810207337,0.183074784957371,-0.224414613182388,-0.223752361526758,0.270408390628979,0.220675428988682,0.00566990076200602
"ZEB1",0.260635985011177,0.185632183908046,0.256420765508637,0.160994502748626,0.237882268959156,0.237882268959156,0.237882268959156,0.145333333333333,0.132832685497106,0.132392156862745,0.148928455679793,0.177356513958171,0.146640187979787,0.0654942544276628,0.0824247592163822,0.12763178437898,0.120488927236123,0.0422781460458593,0.0422781460458593,0.0377417166972293,0.0255849840332057,0.0229797577206904,0.0757575757575758,-0.0666666666666667,-0.0666666666666667,0.0666666666666667,0.112385301152424,-0.0866666666666667,-0.0796791443850267,-0.0828819913601157,-0.102456140350877,-0.0792481739812777,-0.138297130784281,-0.139724155653248,-0.142816939158403,-0.144878935533603,-0.0739421461544659,-0.144612978086794,-0.148085200309017,-0.154355400696864,-0.145833333333333,-0.15984990619137,-0.149754901960784,-0.171428571428571,-0.128499025341131,-0.176923076923077,-0.2,-0.133333333333333,0.281458071869043,-0.234260221715061,-0.154623344828645,-0.155410746403448,0.268949966288159,0.247549616294328,0.187409092803307
"miR200",0.0827796585630876,0.0208333333333333,0.150122839116379,0.0149509803921569,0.126666666666667,0.126666666666667,0.126666666666667,0.0142857142857143,0.0140692640692641,0.0188311688311688,0.0337207425343019,0.0928426268914662,0.081090039221279,-0.00432934921504983,0.0125668984256373,0.0300070932047099,0.0281203007518797,0.00812848246476565,0.0109497990791857,0.0281460330025539,0.0306617456617457,0.00502824858757062,0.02,0,-0.02,0.02,0.110194861438704,-0.02,-0.0187341772151899,-0.019821133736929,-0.0252631578947368,-0.0268072848560653,-0.0762937062937063,-0.0815768456895217,-0.0837746478873239,-0.0804839786152184,-0.0624280567222033,-0.0804839786152184,-0.0827311696264544,-0.088,-0.0377339901477833,-0.0869565217391304,-0.0342857142857143,-0.1,-0.0295261121856867,-0.1,-0.1,-0.0142857142857143,0.293982974910394,-0.125918536990856,-0.00572367356545018,-0.0068864642631246,0.292494824016563,0.234196284210836,0.316460573476702
"FUS",-0.251384411283103,0.0866666666666667,-0.222962829056871,0.136666666666667,-0.216580948121646,-0.216580948121646,-0.216580948121646,-0.0184615384615385,0.0160212201591512,0.0148717948717949,-0.202424242424242,0.025329676396789,0.0444601403431189,0.0922042036353333,-0.0646484350098808,-0.193010989010989,-0.196857142857143,-0.117619047619048,-0.116973886328725,-0.189924725904107,-0.178245369967829,-0.0987896161809205,-0.240833333333333,0.1,0.133333333333333,-0.253333333333333,-0.153051009247877,0.15,0.229722222222222,0.234772727272727,0.192857142857143,0.136569872958258,-0.130146345914748,0.0388888888888889,0.0388888888888889,-0.0485362272996407,-0.0487710690109491,-0.05680690399137,-0.0577777777777778,0.05,0.224242424242424,-0.0466666666666667,0.209242424242424,0.1,0.010863697705803,0,0.1,-0.02,0.310094970711587,0.211777454671864,-0.14486103124401,-0.15018018018018,0.327140255009107,0.238395430863159,0.0195400506048317
"SMO",-0.253056652085778,0.0666666666666667,-0.22340078526125,0.0866666666666667,-0.223557692307692,-0.223557692307692,-0.223557692307692,0.02,0.0148717948717949,-0.0184615384615385,-0.209242424242424,0.031474927793437,0.0485362272996407,0.0924781762380731,-0.0586243386243386,-0.196857142857143,-0.192857142857143,-0.103333333333333,-0.117619047619048,-0.195079365079365,-0.192396313364055,-0.0886446886446886,-0.253333333333333,0,0.1,-0.133333333333333,-0.148203612479475,0.1,0.240833333333333,0.229722222222222,0.15,0.14051724137931,-0.134858387799564,0.0388888888888889,0.05,-0.05680690399137,-0.0506344230482162,-0.0577777777777778,-0.0466666666666667,0.1,0.233333333333333,0,0.224242424242424,0.2,0.0570175438596491,0.1,0.1,0,0.321751412429378,0.216580948121646,-0.15018018018018,-0.136666666666667,0.322222222222222,0.231464737793852,0.0189265536723164
