"","TGFR","TGF","CDC42","PAK1","SOSGRB2","HEY1","SUFU","NOTCH","NOTCHic","IKK","FUS","NFB","cfos","MEK","ERK","ZEB1","EGR1","RAF","PI3K","DELTA","RAS","AXIN2","Ecadherin","cMet","CD44","cateninnuc","Frizzled","SRC","GLI","Wnt","TCFLEF","DSH","cateninmemb","STAT","SNAI2","LIV1","Destcompl","TrCP","GSK3","AKT","Csl","TWIST1","Csn","Jagged","Patched","RKIP","SMO","SHH","SNAI1","SMAD","ILK","miR200","FOXC2","ZEB2","KLF4"
"HEY1",-0.0116363636363636,-0.00334368070953437,-0.00763636363636364,0.0363636363636364,0.092967409948542,-0.0382429335370512,-0.2,-0.102162482119075,-0.0866985645933014,-0.0161904761904762,-0.166666666666667,-0.04,-0.0418181818181818,-0.0498836760571145,-0.0653475935828877,0.0833642930856553,0.04,-0.00602564102564102,-0.00602564102564102,-0.00602564102564102,0.00647435897435898,-0.177417132314906,0.0891103840363686,-0.0939808481532148,-0.107024326414084,-0.104836044178155,0.0823529411764706,-0.0823529411764706,0.106049813670456,-0.0939808481532148,0.10869656721676,0.1,0.00837657938267694,0.1,0.0630718229379863,0.166666666666667,0.189997463732219,0.1,0.19187491369892,0.0161904761904762,0.0709090909090909,-0.0702483660130719,0.1,0.119560219890055,0.15625,0.178138528138528,0.15,0.157325268817204,0.184146269659023,0.0499710144927536,0.0586666666666667,0.169059829059829,0.0377680311890838,0.218292053663571,0.222222222222222
"Ecadherin",-0.00334368070953437,0.00298543321451627,-0.0116363636363636,-0.00763636363636364,0.0890200415274894,-0.0308603832014807,-0.166666666666667,-0.101047240483387,-0.102162482119075,-0.0161904761904762,-0.15,-0.0161904761904762,-0.0653475935828877,-0.0298836760571145,-0.0498836760571145,0.0824164257870771,-0.0418181818181818,0.00647435897435898,0.00647435897435898,0.00647435897435898,0.00815033662799026,-0.181334658088102,-0.0112790998974192,-0.107024326414084,-0.10869656721676,-0.102221665093187,0.0939808481532148,-0.0939808481532148,0.107383147003789,-0.106049813670456,0.104836044178155,0.0823529411764706,0.0086329896390872,0.0823529411764706,0.060483021011436,0.1,0.189624677152536,0.1,0.195186171977066,0.0226839826839827,0.0866985645933014,-0.0719243436667032,0.04,0.117958389226439,0.157325268817204,0.174767741621674,0.15625,0.158112670392007,0.186045003836239,0.048760360739727,0.0499710144927536,0.169990927756291,0.0329625391982371,0.21876598731286,0.218424753867792
"cateninmemb",-0.00334368070953437,0.00298543321451627,-0.0116363636363636,-0.00763636363636364,0.0890200415274894,-0.0308603832014807,-0.166666666666667,-0.101047240483387,-0.102162482119075,-0.0161904761904762,-0.15,-0.0161904761904762,-0.0653475935828877,-0.0298836760571145,-0.0498836760571145,0.0824164257870771,-0.0418181818181818,0.00647435897435898,0.00647435897435898,0.00647435897435898,0.00815033662799026,-0.181334658088102,0.0304667319215549,-0.107024326414084,-0.10869656721676,-0.102221665093187,0.0939808481532148,-0.0939808481532148,0.107383147003789,-0.106049813670456,0.104836044178155,0.0823529411764706,-0.0766608459605529,0.0823529411764706,0.060483021011436,0.1,0.189624677152536,0.1,0.195186171977066,0.0226839826839827,0.0866985645933014,-0.0719243436667032,0.04,0.117958389226439,0.157325268817204,0.174767741621674,0.15625,0.158112670392007,0.186045003836239,0.048760360739727,0.0499710144927536,0.169990927756291,0.0329625391982371,0.21876598731286,0.218424753867792
"Destcompl",-0.254135708729953,-0.257583984592022,-0.248346235045742,-0.244897959183673,-0.234905374492411,-0.00201542047695894,0.122222222222222,-0.0538359248854152,-0.0528339208773991,0.238582060321191,0.132567049808429,0.23768115942029,-0.157109557109557,-0.166343838080713,-0.158748901371852,0.0702119216480919,-0.169230769230769,-0.265542941838939,-0.265542941838939,-0.265542941838939,-0.266955814680384,0.259480970919643,0.0557088337499475,0.204945591676322,0.206811263318113,0.205632384775574,-0.198477929984779,0.198477929984779,-0.206088282856801,0.204418524044185,-0.205989345509893,-0.188888888888889,0.227333541608973,-0.188888888888889,-0.0792906933174891,-0.188888888888889,0.226493340096936,-0.233333333333333,0.309984376553775,-0.241937765019177,0.0582687034860948,0.210007604362568,-0.233333333333333,-0.203384847377127,-0.13697859681065,0.194346278151131,-0.135424192665572,-0.135237784431539,0.223919271198108,0.00722639933166249,0.00523809523809524,0.191581735308391,0.250321859382462,0.253651270869125,0.241459957584217
"SRC",-0.348809523809524,-0.341536796536797,-0.358333333333333,-0.333333333333333,-0.245714285714286,-0.0609152598477325,-0.0333333333333333,0.0811904761904762,0.0847619047619048,-0.0769230769230769,-0.0333333333333333,-0.1,-0.106060606060606,-0.055536497045931,-0.0838383838383838,-0.0265798143156634,-0.133333333333333,-0.0207926574885273,-0.0207926574885273,-0.0207926574885273,-0.0117017483976182,0.223976794593905,-0.22450937950938,0.19,0.178524590163934,0.187530428544466,-0.2,0.2,-0.178524590163934,0.19,-0.184622151139544,-0.2,-0.0790207304295764,-0.3,-0.00452518540313393,-0.2,-0.0580422838031534,0.1,-0.00458874458874459,0.0935897435897436,-0.08,0.19783124921056,0.1,-0.0187620559868266,0.00444444444444444,0.234734441186054,-0.00666666666666667,-0.00143790849673203,0.167640632789878,0.0566678520625889,0.0449561403508772,0.219727711901625,0.320854341736695,0.257434860736747,0.160658914728682
"cfos",-0.222689075630252,-0.219658772599949,-0.228571428571429,-0.242857142857143,-0.194444444444444,-0.0715892053973013,-0.0333333333333333,0.00435897435897436,0.00897435897435897,-0.0458333333333333,0.00952380952380952,-0.00833333333333333,0.04,0.0566543846720707,0.0617391304347826,-0.0800165263845651,0.16,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.121904761904762,-0.102794743831459,0.0888888888888889,0.0915915915915916,0.0945545545545546,-0.1,0.1,-0.0915204678362573,0.0888888888888889,-0.0915915915915916,-0.1,-0.0758486990686209,-0.1,0.0193983631939836,-0.1,-0.113961303674123,0,-0.0119345238095238,0.0510964912280702,-0.0166666666666667,0.126649350649351,0.0333333333333333,0.0168055555555556,0.0270353302611367,0.0881118881118881,0.0238095238095238,0.0430847129771861,0.107508356622281,0.0684417136030039,0.0732804232804233,0.244053985230456,0.207416820386691,0.269920058418848,0.257873015873016
"CDC42",-0.222689075630252,-0.219658772599949,-0.228571428571429,-0.142857142857143,-0.194444444444444,-0.0715892053973013,-0.0333333333333333,0.00435897435897436,0.00897435897435897,-0.0458333333333333,0.00952380952380952,-0.00833333333333333,0.04,0.0566543846720707,0.0617391304347826,-0.0800165263845651,0.06,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.121904761904762,-0.102794743831459,0.0888888888888889,0.0915915915915916,0.0945545545545546,-0.1,0.1,-0.0915204678362573,0.0888888888888889,-0.0915915915915916,-0.1,-0.0758486990686209,-0.1,0.0193983631939836,-0.1,-0.113961303674123,0,-0.0119345238095238,0.0510964912280702,-0.0166666666666667,0.126649350649351,0.0333333333333333,0.0168055555555556,0.0270353302611367,0.0881118881118881,0.0238095238095238,0.0430847129771861,0.107508356622281,0.0684417136030039,0.0732804232804233,0.244053985230456,0.207416820386691,0.269920058418848,0.257873015873016
"TrCP",-0.219658772599949,-0.224576805386834,-0.222689075630252,-0.228571428571429,-0.183553355335534,-0.0686480289267131,0.00952380952380952,0.00216117216117216,0.00435897435897436,-0.0510964912280702,-0.0238095238095238,-0.0458333333333333,0.0617391304347826,0.0579877180054041,0.0566543846720707,-0.0739072016257227,0.04,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0355624876213112,0.121904761904762,-0.107293013727652,0.0915915915915916,0.0915915915915916,0.0944166235200718,-0.0888888888888889,0.0888888888888889,-0.0920082727143061,0.0915204678362573,-0.0945545545545546,-0.1,-0.0718193950393169,-0.1,0.018313372235575,-0.1,-0.114562807433522,0.0333333333333333,-0.0126617965367965,0.0640594541910331,-0.00897435897435897,0.129366741953698,0.00833333333333333,0.0149650647580095,0.0430847129771861,0.0975041533052583,0.0270353302611367,0.0390847129771861,0.107747020106768,0.0781191329578426,0.0684417136030039,0.252683426854821,0.212934061766002,0.271527775460648,0.267709081446786
"PAK1",-0.219658772599949,-0.224576805386834,-0.222689075630252,-0.228571428571429,-0.183553355335534,-0.0686480289267131,0.00952380952380952,0.00216117216117216,0.00435897435897436,-0.0510964912280702,-0.0238095238095238,-0.0458333333333333,0.0617391304347826,0.0579877180054041,0.0566543846720707,-0.0739072016257227,0.04,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0355624876213112,0.121904761904762,-0.107293013727652,0.0915915915915916,0.0915915915915916,0.0944166235200718,-0.0888888888888889,0.0888888888888889,-0.0920082727143061,0.0915204678362573,-0.0945545545545546,-0.1,-0.0718193950393169,-0.1,0.018313372235575,-0.1,-0.114562807433522,0.0333333333333333,-0.0126617965367965,0.0640594541910331,-0.00897435897435897,0.129366741953698,0.00833333333333333,0.0149650647580095,0.0430847129771861,0.0975041533052583,0.0270353302611367,0.0390847129771861,0.107747020106768,0.0781191329578426,0.0684417136030039,0.252683426854821,0.212934061766002,0.271527775460648,0.267709081446786
"EGR1",-0.219658772599949,-0.224576805386834,-0.222689075630252,-0.228571428571429,-0.183553355335534,-0.0686480289267131,0.00952380952380952,0.00216117216117216,0.00435897435897436,-0.0510964912280702,-0.0238095238095238,-0.0458333333333333,0.0617391304347826,0.0579877180054041,0.0566543846720707,-0.0739072016257227,0.04,0.0382897603485839,0.0382897603485839,0.0382897603485839,0.0355624876213112,0.121904761904762,-0.107293013727652,0.0915915915915916,0.0915915915915916,0.0944166235200718,-0.0888888888888889,0.0888888888888889,-0.0920082727143061,0.0915204678362573,-0.0945545545545546,-0.1,-0.0718193950393169,-0.1,0.018313372235575,-0.1,-0.114562807433522,0.0333333333333333,-0.0126617965367965,0.0640594541910331,-0.00897435897435897,0.129366741953698,0.00833333333333333,0.0149650647580095,0.0430847129771861,0.0975041533052583,0.0270353302611367,0.0390847129771861,0.107747020106768,0.0781191329578426,0.0684417136030039,0.252683426854821,0.212934061766002,0.271527775460648,0.267709081446786
"Jagged",-0.211111111111111,-0.199111111111111,-0.2,-0.2,-0.18,0.05,0,-0.105714285714286,-0.12,-0.0333333333333333,0,0,0,0.06,0.06,-0.0693236714975845,-0.1,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0442424242424242,-0.0142857142857143,0.0109473684210526,-0.02,-0.0123076923076923,-0.00378288378288378,0,0,0.0123076923076923,-0.02,0.00927738927738928,0,-0.00284616791659045,0,0.0730266465560583,0,0.0182857142857143,0,0.0478927203065134,0.0222222222222222,0.1,0.096,0,0.0251948051948052,0.00833333333333333,0.0923076923076923,0.0333333333333333,0.0467948717948718,0.133333333333333,0.0547619047619048,0.05,0.238787878787879,0.204285714285714,0.274154589371981,0.261111111111111
"SNAI1",-0.224576805386834,-0.225786482806189,-0.219658772599949,-0.222689075630252,-0.1839307138261,-0.0769813622600465,-0.0238095238095238,0.00338566195709053,0.00216117216117216,-0.0640594541910331,-0.0270353302611367,-0.0510964912280702,0.0566543846720707,0.0517096910995745,0.0579877180054041,-0.0779662422161286,0.0617391304347826,0.0355624876213112,0.0355624876213112,0.0355624876213112,0.033427840659078,0.123769563769564,-0.105107790002366,0.0915915915915916,0.0945545545545546,0.0948296333290548,-0.0915204678362573,0.0915915915915916,-0.0943848723486754,0.0920082727143061,-0.0944166235200718,-0.0888888888888889,-0.0741337300997659,-0.0888888888888889,0.0190173615081194,-0.1,-0.114836930240539,0.00833333333333333,-0.0121997503321761,0.0619761208576998,-0.00435897435897436,0.131725716312673,0.0458333333333333,0.016612123581539,0.0390847129771861,0.0970857432634173,0.0430847129771861,0.0447157809383511,0.010416059252675,0.0765201169676827,0.0781191329578426,0.251434627623313,0.214331774599547,0.275832818511079,0.26926671384554
"TGF",-0.258095238095238,-0.350952380952381,-0.253333333333333,-0.22,-0.235526315789474,-0.0724693745970342,-0.0666666666666667,-0.153563218390805,-0.146666666666667,0.0476190476190476,-0.0866666666666667,0.0333333333333333,-0.0380952380952381,-0.0366917293233083,-0.0433583959899749,0.0176316945195664,-0.0666666666666667,-0.123809523809524,-0.123809523809524,-0.123809523809524,-0.113095238095238,0.160582010582011,-0.101745305384724,0.133333333333333,0.120125786163522,0.117733441665914,-0.142857142857143,0.133333333333333,-0.129649595687332,0.142857142857143,-0.114862628268785,-0.1,-0.0641497091208709,-0.1,-0.0211888325284724,0,-0.012453459368909,0,0.0104401577982791,-0.0370927318295739,0.166666666666667,0.238703703703704,-0.0333333333333333,0.050306823760432,0.0567816091954023,0.087012987012987,0.0533333333333333,0.0661566091954023,0.200940877304514,0.103323558162268,0.0984848484848485,0.234276116603703,0.333447204968944,0.284985784619652,0.286803966437834
"GLI",-0.154958794187812,-0.158958794187812,-0.158103448275862,-0.165,-0.213690380416044,-0.0739195863559191,-0.123809523809524,-0.0377523051660983,-0.0387046861184792,-0.0546604606754983,-0.136309523809524,-0.0485380116959064,-0.0407142857142857,-0.0362656956303365,-0.0368181818181818,-0.0554858337600273,-0.0657142857142857,-0.0254293520686963,-0.0254293520686963,-0.0254293520686963,-0.0276075698904785,0.122874396135266,-0.121756503987914,0.0927616050354052,0.0936236740009224,0.0951533159071334,-0.0103225806451613,0.0903225806451613,-0.115128588154548,0.0138519924098672,-0.0955717259489744,-0.02,-0.0795007215712968,-0.1,0.0171425687630101,-0.1,-0.135194695301757,0.0333333333333333,-0.105613108575137,0.0655979606754983,0.0337046861184792,0.142231397163485,0.0222222222222222,0.0389365080754001,0.151776763336914,0.0867065605695198,0.141572681704261,0.150542195435679,0.119313086250286,0.0863047870510557,0.0781966789429476,0.25917463341612,0.245099006707946,0.2865017067759,0.282661518661519
"TGFR",-0.350952380952381,-0.344569402228977,-0.258095238095238,-0.253333333333333,-0.239230019493177,-0.0769469865373327,-0.0866666666666667,-0.16003803853469,-0.153563218390805,0.0370927318295739,-0.0533333333333333,0.0476190476190476,-0.0433583959899749,-0.0298424142548151,-0.0366917293233083,0.0180090530101324,-0.0380952380952381,-0.113095238095238,-0.113095238095238,-0.113095238095238,-0.109586466165414,0.155860980539092,-0.105493175912833,0.120125786163522,0.114862628268785,0.120833530239874,-0.142857142857143,0.133333333333333,-0.123843144074428,0.129649595687332,-0.117733441665914,-0.142857142857143,-0.0632259215920025,-0.133333333333333,-0.0253554991951391,-0.1,-0.0118486206592316,-0.0333333333333333,0.0165526272359319,-0.0254648248528297,0.146666666666667,0.236924344273099,-0.0333333333333333,0.055379287528548,0.0661566091954023,0.0884415584415585,0.0567816091954023,0.0735012419637639,0.205365656065576,0.105102917592873,0.103323558162268,0.237501923055316,0.328643711519162,0.286872577072482,0.283232537866405
"Csl",-0.210021322740452,-0.214783227502356,-0.205562724014337,-0.199111111111111,-0.162104096160579,0.0280755022187247,-0.00833333333333333,-0.0161171256587216,-0.011571671113267,-0.0532299741602067,-0.0467948717948718,-0.0555555555555556,0.0671428571428571,0.0467391304347826,0.05,-0.0645272728890312,0.06,0.0374315439682756,0.0374315439682756,0.0374315439682756,0.0377991910270991,-0.00797518575747707,0.00263767422874499,-0.00378288378288378,-0.0058237001094144,-0.0060712570558047,0.00927738927738928,-0.00927738927738928,0.00551394841717422,-0.00390104519136777,0.0056710283536892,0.0123076923076923,0.00302416539605522,0.0123076923076923,0.0728651574260281,0.02,0.0163879143346929,0.0333333333333333,0.0434373350170138,0.0602067183462532,0.00894009216589862,0.109554292897391,0.0222222222222222,0.0308722334508758,0.0586228287841191,0.122923198470364,0.0467948717948718,0.0560366218875674,0.138843185799708,0.0812647025236953,0.0740424803014731,0.265114776920285,0.219844574092151,0.290626862750331,0.289154589371981
"AXIN2",-0.308972468043265,-0.31491306210267,-0.302777777777778,-0.291666666666667,-0.292040460708062,0.00612800572232621,0.15,-0.0524110953058321,-0.0557894736842105,0.28743961352657,0.157692307692308,0.277294685990338,-0.226016260162602,-0.212977265641171,-0.215735886330826,0.120640115020284,-0.233333333333333,-0.32703743659626,-0.32703743659626,-0.32703743659626,-0.332811714811483,0.615845587597184,0.0685843506001751,0.249222133119487,0.25584673879772,0.260302414931748,-0.242325581395349,0.242325581395349,-0.255511441295587,0.249222133119487,-0.259480970919643,-0.24,0.262025051068987,-0.24,-0.124538776735086,-0.233333333333333,0.397122470582827,-0.2,0.380188660055937,-0.291884057971014,0.0557894736842105,0.260943437400503,-0.255555555555556,-0.242089138828269,-0.17257326007326,0.241703887510339,-0.167216117216117,-0.175524079745391,0.277376765322964,-0.00063262019783759,-0.00460087416609156,0.230081858113568,0.308016246049033,0.296387257307078,0.280491955692568
"SMAD",-0.286812495082225,-0.289202933329237,-0.292957746478873,-0.3,-0.259745637385389,-0.116228023208435,-0.0833333333333333,-0.100744389709907,-0.102331691297209,-0.096358543417367,-0.0958333333333333,-0.0904761904761905,-0.00599078341013825,0.0110038498635648,0.0033115421712571,-0.0492133495352667,-0.0285714285714286,-0.102899941397758,-0.102899941397758,-0.102899941397758,-0.107176257187232,0.149195874653158,-0.106670203094945,0.101372549019608,0.103918003565062,0.109274888661547,-0.116666666666667,0.103333333333333,-0.117621287585316,0.11474358974359,-0.108666985925985,-0.133333333333333,-0.0565011742849502,-0.12,0.0238191437086582,-0.12,-0.0432913228973572,0.1,0.100634884469471,0.107025210084034,0.0942857142857143,0.175897881051532,0.0666666666666667,0.0826608015640274,0.110925076452599,0.130563217482966,0.100833333333333,0.108322845969328,0.15450645949033,0.057658505877684,0.149087077306255,0.267707838093067,0.275491578861058,0.296906815236423,0.290830817579999
"Csn",-0.372069721323453,-0.369921749963071,-0.375915875169607,-0.386363636363636,-0.346009454629309,-0.0462984496124031,-0.0142857142857143,-0.107070707070707,-0.107070707070707,0.12,0.0301587301587302,0.145,-0.0666666666666667,-0.0445887445887446,-0.0445887445887446,-0.0496129032258065,-0.0666666666666667,-0.285725930622226,-0.285725930622226,-0.285725930622226,-0.288221132157735,0.229958097261568,-0.0792297904883258,0.188117989198172,0.192117989198172,0.196713952407264,-0.196551724137931,0.196551724137931,-0.192048120202539,0.188117989198172,-0.194368793056693,-0.2,0.0120280673709151,-0.2,-0.0177993672718063,-0.2,0.241724751877389,-0.02,0.332006370495637,-0.1176,0.097979797979798,0.236339410939691,-0.12,-0.0236375955102824,-0.00396127170320719,0.1753248391642,-0.00288600288600289,0.00669446600171084,0.21880835630224,0.0507621768669466,0.0515333850931677,0.247760145029167,0.3519134136343,0.30033746898263,0.289186238598003
"Wnt",-0.4,-0.391304347826087,-0.366666666666667,-0.3,-0.363636363636364,-0.0317948717948718,0,-0.105952380952381,-0.114285714285714,0.153333333333333,0,0.133333333333333,-0.133333333333333,-0.107450980392157,-0.113333333333333,-0.0278335724533716,-0.1,-0.309022556390977,-0.309022556390977,-0.309022556390977,-0.299931647300068,0.233939393939394,-0.0619131917125623,0.2,0.194736842105263,0.19222974655181,-0.3,0.2,-0.194736842105263,0.2,-0.187593984962406,-0.2,0.0540254237288136,-0.1,-0.0325,0,0.263027133050016,-0.1,0.335344827586207,-0.178333333333333,0.1,0.244117647058824,-0.1,-0.0522303921568627,-0.0454545454545455,0.163333333333333,0,-0.0216450216450216,0.223395445134576,0.031484794275492,0.0384615384615385,0.239292929292929,0.372550607287449,0.313199426111908,0.305882352941176
"GSK3",-0.386705044690198,-0.391064019049173,-0.388447204968944,-0.391304347826087,-0.356572990254215,-0.034159540737345,0.0454545454545455,-0.112359699124405,-0.113658400423106,0.158433908045977,0.0216450216450216,0.159583333333333,-0.0852287581699346,-0.0835413008903721,-0.0829731190721903,-0.0267645050805113,-0.107450980392157,-0.298061292859079,-0.298061292859079,-0.298061292859079,-0.302473057564962,0.236615450214315,-0.0661714649295632,0.19222974655181,0.195563079885143,0.197216428528345,-0.187593984962406,0.187593984962406,-0.195471035153552,0.192169148361099,-0.197611165370451,-0.194736842105263,0.0605138750984639,-0.194736842105263,-0.035981455213047,-0.2,0.268156732042862,-0.153333333333333,0.245338984129773,-0.15159630120837,0.115756302521008,0.247810571854535,-0.178333333333333,-0.0520509367643705,-0.0168953679739352,0.18034351613299,-0.0248708280966345,-0.0178523057729782,0.231929638724381,0.0474748613121552,0.0410280847004611,0.255740394122941,0.374098345554894,0.323311917512211,0.315780254145681
"PI3K",-0.404176470588235,-0.406615494978479,-0.416176470588235,-0.375,-0.384230769230769,-0.01540376013184,0,-0.120533498759305,-0.117307692307692,0.096078431372549,0,0.0666666666666667,-0.133333333333333,-0.102860816457731,-0.127450980392157,-0.000735511303698655,-0.133333333333333,-0.305194805194805,-0.305194805194805,-0.305194805194805,-0.302455079167408,0.229238095238095,-0.0712387841012164,0.193236714975845,0.194775176514307,0.201303221246091,-0.188888888888889,0.188888888888889,-0.194775176514307,0.193236714975845,-0.199859922277019,-0.2,0.0569425132550604,-0.2,-0.0093163115241403,-0.1,0.285725581249412,0,0.354461279461279,-0.0781297134238311,0.125,0.259248322755094,-0.0333333333333333,-0.0608771929824561,-0.0269230769230769,0.204783451842275,-0.05,-0.0297008547008547,0.255752818035427,0.0247042817126851,0.0207042817126851,0.268001570870423,0.394566782810685,0.336592742262687,0.328289473684211
"ILK",-0.404176470588235,-0.406615494978479,-0.416176470588235,-0.375,-0.384230769230769,-0.01540376013184,0,-0.120533498759305,-0.117307692307692,0.096078431372549,0,0.0666666666666667,-0.133333333333333,-0.102860816457731,-0.127450980392157,-0.000735511303698655,-0.133333333333333,-0.305194805194805,-0.305194805194805,-0.305194805194805,-0.302455079167408,0.229238095238095,-0.0712387841012164,0.193236714975845,0.194775176514307,0.201303221246091,-0.188888888888889,0.188888888888889,-0.194775176514307,0.193236714975845,-0.199859922277019,-0.2,0.0569425132550604,-0.2,-0.0093163115241403,-0.1,0.285725581249412,0,0.354461279461279,-0.0781297134238311,0.125,0.259248322755094,-0.0333333333333333,-0.0608771929824561,-0.0269230769230769,0.204783451842275,-0.05,-0.0297008547008547,0.255752818035427,0.0247042817126851,0.0207042817126851,0.268001570870423,0.394566782810685,0.336592742262687,0.328289473684211
"AKT",-0.406615494978479,-0.408730298603857,-0.404176470588235,-0.416176470588235,-0.377564102564103,-0.0176593992295844,0,-0.119313986564183,-0.120533498759305,0.0781297134238311,0.05,0.096078431372549,-0.127450980392157,-0.10159499367292,-0.102860816457731,-0.00553003185164386,-0.133333333333333,-0.302455079167408,-0.302455079167408,-0.302455079167408,-0.305105681577046,0.233931236032319,-0.0688145416769739,0.194775176514307,0.199859922277019,0.201764759707629,-0.193236714975845,0.193236714975845,-0.199803109475201,0.194775176514307,-0.201303221246091,-0.188888888888889,0.0560250820623998,-0.188888888888889,-0.00881379896132624,-0.2,0.286966276038494,-0.0333333333333333,0.358090311719344,-0.179139814433932,0.117307692307692,0.262000616333076,-0.0666666666666667,-0.0622016962937144,-0.0297008547008547,0.206646805879542,-0.0269230769230769,-0.02759559154296,0.257507204000339,0.0290813860897895,0.0247042817126851,0.270140608303578,0.39682242190843,0.342757125824331,0.332562977957715
"ZEB2",-0.416289424860853,-0.415231223802652,-0.397922077922078,-0.377922077922078,-0.323827838827839,-0.295625986916309,-0.275,-0.266728877679697,-0.260717948717949,-0.255,-0.246428571428571,-0.230555555555556,-0.155701754385965,-0.152908678068105,-0.149250141482739,-0.138429465845893,-0.108333333333333,-0.0543939393939394,-0.0543939393939394,-0.0543939393939394,-0.0503254169099994,-0.0270998084432128,-0.00960289732766276,-0.00859649122807018,-0.00767056530214425,-0.00662886052804511,-0.00393939393939394,-0.00333333333333333,-0.00229272256795192,0.00137529137529137,0.0101353540345386,0.0227272727272727,0.0261453520101581,0.03,0.0445508981278317,0.05,0.0827666331297142,0.2,0.231437925104308,0.248457943925234,0.248717948717949,0.252136884127043,0.255555555555556,0.264339378421082,0.268101045296167,0.277729468599034,0.277857142857143,0.285373772568895,0.32527270240208,0.329016456462351,0.335114017437961,0.416026280634889,0.433754467754468,0.537592516164113,0.621896430875941
"miR200",-0.369402277039848,-0.381030184016592,-0.366176470588235,-0.325,-0.32322695035461,-0.262316384180791,-0.18,-0.20232000222649,-0.194975369458128,-0.213082706766917,-0.2425,-0.227368421052632,-0.112857142857143,-0.109486703772418,-0.126493506493506,-0.221433691756272,-0.142857142857143,-0.120466896287792,-0.120466896287792,-0.120466896287792,-0.117723754143153,0.19751165596714,-0.0989538637774845,0.148328230251072,0.144957443734218,0.149113287890062,-0.144,0.135652173913043,-0.155577155239127,0.156676056338028,-0.149719348496122,-0.14,-0.0517850004740787,-0.14,-0.0638586250419622,-0.1,-0.155447549213201,0.2,0.0165043411556947,0.24138459355937,0.198423645320197,0.329530796401962,0.18,0.19127961320227,0.247478902953586,0.235270325030863,0.215833333333333,0.238783250779673,0.254490694490695,0.315639082602769,0.293382029311233,0.385880001175883,0.384420457591189,0.576393369175627,0.566977225672878
