"","ZEB1","miR200","Csn","FOXC2","SUFU","AKT","FUS","SMO","TrCP","SMAD","ILK","HEY1","NOTCH","NOTCHic","Csl","TWIST1","SNAI1","PI3K","DELTA","RKIP","ZEB2","SRC","SOSGRB2","AXIN2","CD44","Ecadherin","TCFLEF","SNAI2","cateninmemb","TGF","TGFR","KLF4","CDC42","PAK1","cateninnuc","GLI","Wnt","cMet","Frizzled","DSH","STAT","RAS","RAF","MEK","ERK","LIV1","cfos","EGR1","Destcompl","Jagged","SHH","Patched","NFB","GSK3","IKK"
"ERK",-0.00523508019173357,-0.00786134990998484,0.239285714285714,-0.0112537736675668,0.12,0.256013052426976,0.124,0.109245901639344,0.214285714285714,0.108661266140769,0.111092877083018,0.0850687753010237,0.242946359389937,0.24156131783869,0.240831390831391,0.0506340540606674,-0.0508812488410582,0.280492285492285,0.280492285492285,0.0135977848110363,0.0114983396085532,-0.00910931174089069,-0.142531668978271,-0.00358082070956415,-0.00713774641054673,0.146320522713608,-0.00546488395701513,0.342506136486223,-0.130828364677203,-0.0776508437102611,-0.0757277667871842,0.0106947827344211,-0.0742679127725857,-0.0733333333333333,0.00317321729034847,0.0118937203147729,0.0131468531468531,0.00841001104158999,0.0138461538461538,0.01,0.00526315789473684,-0.284562692532989,-0.280492285492285,0.118307153985385,0.113571777940817,0,0.205238444607483,0.190344827586207,-0.319242228247776,-0.112148036686174,-0.106802025538179,-0.107285117325619,-0.254437229437229,-0.390229104876331,-0.253260758848994
"Patched",-0.433333333333333,-0.366666666666667,0,-0.28,0,0.0928571428571429,0.1,0,0,-0.206666666666667,-0.166666666666667,-0.156410256410256,-0.0757575757575758,-0.0666666666666667,0,0.0185185185185185,-0.417741935483871,0.353846153846154,0.353846153846154,-0.288571428571429,0.0166666666666667,0.2,-0.35,0.15974025974026,0.373333333333333,-0.335067421790723,0.445555555555556,-0.451065134099617,0.412186379928315,-0.435,-0.393333333333333,0.0111111111111111,-0.333333333333333,-0.233333333333333,-0.504778856526429,-0.4625,-0.4,-0.3,-0.3,-0.2,-0.1,-0.428846153846154,-0.353846153846154,0.369230769230769,0.3,-0.1,0.2,0.1,-0.456543456543457,0.326984126984127,-0.12,-0.12,-0.1,-0.360805860805861,-0.05
"AKT",-0.594584359057643,-0.476330441952428,0.2,-0.407695580414451,-0.1,0.17629690570867,-0.0833333333333333,-0.0987179487179487,0.166666666666667,-0.267083783816557,-0.243851460584234,-0.24594414094969,0.021243115656963,0.0370967741935484,0.05,-0.00537353593648427,-0.580999297761312,0.612941469489415,0.612941469489415,-0.424293162080886,0.0174954074451522,0.342995169082126,-0.44017094017094,0.270123431321987,0.470730936139927,-0.424632405643523,0.523720626861576,-0.322599352326575,0.445110407321409,-0.426056448222204,-0.385875179340029,0.00488641475483581,-0.344411764705882,-0.304411764705882,-0.572336011476961,-0.471160188420329,-0.409149015235972,-0.409149015235972,-0.342995169082126,-0.277777777777778,-0.277777777777778,-0.668122192380981,-0.612941469489415,0.454135154788207,0.406033888965422,-0.2,0.345378151260504,0.257142857142857,-0.713622838905566,0.355103404205879,0.0860863697705803,0.0987179487179487,-0.241176470588235,-0.744993522009651,-0.259125188536953
"DSH",-0.580713211912477,-0.464471621704854,0.0866666666666667,-0.48016416875658,-0.1,0.192054597701149,-0.0727272727272727,-0.067965367965368,0.0666666666666667,-0.248945970356738,-0.22592710243221,-0.228127602147759,0.0045062780356898,0.0219887955182073,0.0357142857142857,-0.0548149472554979,-0.593523119392685,0.644699167388765,0.644699167388765,-0.408311688311688,0.0188817996114052,0.389473684210526,-0.436141906873614,0.303809065039563,0.545126475128218,-0.544822250120474,0.60750742750917,-0.490018608517616,0.553313172407171,-0.357113568651214,-0.307287784679089,0.00121291234940578,-0.256811594202899,-0.213333333333333,-0.663518113172572,-0.54547275050371,-0.471616541353383,-0.471616541353383,-0.389473684210526,-0.3,-0.3,-0.708844825652071,-0.644699167388765,0.445389290219012,0.387494553376906,-0.2,0.328235294117647,0.24,-0.762130436472405,0.386935220881869,0.0461763317492587,0.0615137550621422,-0.136666666666667,-0.778371021196847,-0.167916666666667
"STAT",0.531961628115474,0.391505151567051,0.1,0.307926380368098,0.1,-0.0153672316384181,0.05,0.03,0.1,0.226311844077961,0.202173913043478,0.184666666666667,0.178522954707992,0.158134605193429,0.13921568627451,-0.0968918138333431,0.466295027446029,-0.425408395368073,-0.425408395368073,0.310361969111969,0.0235341581495428,-0.3875,0.423850574712644,-0.290657185951304,-0.534003496503497,0.625902243467213,-0.591732203128102,0.490771990620006,-0.63749670034542,0.297844578508194,0.248086124401914,0.146137849079026,0.195454545454545,0.145454545454545,0.643579640553609,0.534520626432391,0.464772727272727,0.464772727272727,0.3875,0.3,0.3,0.48436361924867,0.425408395368073,-0.432877925363694,-0.378039215686275,0.3,-0.313333333333333,-0.233333333333333,0.528290327636182,-0.384562553151831,0.000211977773204364,-0.0183720930232558,-0.04,0.439993324432577,-0.00666666666666667
"SHH",-0.375,-0.316666666666667,0,-0.25,0,0.05,0,0.1,0,-0.166666666666667,-0.133333333333333,-0.133333333333333,-0.0666666666666667,0,-0.1,0,-0.35,0.3,0.3,-0.26,0.025,0.1,-0.25,0.114285714285714,0.3,-0.283611111111111,0.373333333333333,-0.39639846743295,0.345519713261649,-0.393333333333333,-0.333333333333333,0,-0.233333333333333,-0.2,-0.445555555555556,-0.4,-0.3,-0.2,-0.2,-0.2,-0.1,-0.353846153846154,-0.3,0.3,0.2,0,0.1,0,-0.396103896103896,0.271428571428571,-0.12,0,0,-0.317948717948718,-0.1
"Csl",0.539079278654105,0.397411066020383,0.0777777777777778,0.361771961287296,0.0833333333333333,-0.00490956072351422,0.0756410256410256,0.0521116138763198,0.133333333333333,0.228026721479959,0.204693388146626,0.0866856843071677,0.21191078870196,0.201001697792869,0.18258064516129,-0.0285274457304436,0.465441402397924,-0.383347676810945,-0.383347676810945,0.307742126011251,0.0332919635946299,-0.366433566433566,0.37035437818493,-0.274197487664287,-0.493215356072499,0.554577622341428,-0.543749707217537,0.537792008499946,-0.578498621090255,0.323894758862383,0.28149113074447,0.0511732229123534,0.233720430107527,0.185333333333333,0.588746848441093,0.493584104067975,0.436326039551846,0.435664335664336,0.366433566433566,0.284615384615385,0.284615384615385,0.435553559163886,0.383347676810945,-0.453933747412008,-0.395238095238095,0.2,-0.343809523809524,-0.286666666666667,0.490868116814041,-0.407913725117781,-0.0200389405355708,-0.0338320439838466,-0.0555555555555555,0.381777954008345,-0.0253229974160207
"ZEB1",0.432649321751535,0.361687614847195,0.133333333333333,0.248309441312024,0.133333333333333,0.0526393853486175,0.0958333333333333,0.0867424242424242,0.133333333333333,0.274488975875472,0.255258206644703,0.22797975772069,0.237918287149571,0.226348039215686,0.214583333333333,-0.093059491920143,0.34717285397357,-0.359522917979816,-0.359522917979816,0.257975499677627,0.0388808165406631,-0.402501563477173,0.34233918128655,-0.248888293193523,-0.498498295503317,0.450928947294249,-0.537328082737359,0.461077989653969,-0.561280502702103,0.24004558601097,0.209730625381049,0.0540174099960614,0.175720473096785,0.136590038314176,0.570987573931097,0.498478867959632,0.455523541499151,0.455442739947761,0.403600464576074,0.352380952380952,0.351282051282051,0.399365437664856,0.359522917979816,-0.325478966917163,-0.284509803921569,0.266666666666667,-0.243333333333333,-0.183333333333333,0.466415576355436,-0.42448757470435,-0.0678672585177714,-0.0788992869875223,-0.0859649122807018,0.308412747263153,-0.071210813920046
"SNAI1",0.549469349534609,0.403575619578934,0.0708333333333333,0.382703699100076,0.0904761904761905,-0.00531189083820663,0.074347158218126,0.0533595038971383,0.0833333333333333,0.233125490855523,0.212338282983444,0.193300303629698,0.21043956043956,0.201868131868132,0.193076923076923,0.00218131868131867,0.367742915456313,-0.415719268244376,-0.415719268244376,0.308562452288382,0.0399057783216257,-0.425345345345345,0.397699680345393,-0.305850408537461,-0.527578568667677,0.55967270103728,-0.569647534184919,0.554598981165274,-0.595274563941538,0.31804262063462,0.284978104505588,0.0545272068890883,0.246180290297937,0.202240896358543,0.607128174350123,0.526963087777707,0.480345171872771,0.4798007908899,0.426198830409357,0.357777777777778,0.357777777777778,0.459561632776396,0.415719268244376,-0.470605545293022,-0.424865634979121,0.28,-0.370198968312454,-0.327826086956522,0.519933439234324,-0.408076108204018,-0.0306216398194684,-0.0393595038971383,-0.049780701754386,0.397438343834383,-0.0182992202729045
"NOTCHic",0.496537842190016,0.361463353602082,0.133333333333333,0.342231731402238,0.133333333333333,0.0253229974160207,0.0833333333333333,0.0756410256410256,0.1,0.204693388146626,0.180952380952381,0.0651170568561873,0.201001697792869,0.18258064516129,0.26,-0.0170150303805564,0.420777370777371,-0.323741765480896,-0.323741765480896,0.271336596057334,0.0432367149758454,-0.284615384615385,0.311004784688995,-0.249261755016472,-0.435664335664336,0.520042738620498,-0.493215356072499,0.499984402235964,-0.534309018643772,0.28149113074447,0.233720430107527,0.0583160800552105,0.185333333333333,0.133333333333333,0.543749707217537,0.436326039551846,0.366433566433566,0.366433566433566,0.284615384615385,0.2,0.2,0.383347676810945,0.323741765480896,-0.395238095238095,-0.343809523809524,0.1,-0.286666666666667,-0.22,0.447540877325924,-0.362601225117781,-0.0338320439838466,-0.0521116138763198,-0.0777777777777778,0.334502549000982,-0.0555555555555555
"PAK1",0.513429989141005,0.374084745419472,0.0833333333333333,0.366820598718882,0.0904761904761905,0.0182992202729045,0.0904761904761905,0.074347158218126,0.133333333333333,0.212338282983444,0.191047960402799,0.175443160772555,0.201868131868132,0.193076923076923,0.173076923076923,0.0113095238095238,0.429130815812185,-0.366173813698921,-0.366173813698921,0.278018519233989,0.0459328385922284,-0.357777777777778,0.34751100110011,-0.28463828732534,-0.4798007908899,0.531108705199611,-0.527578568667677,0.523254696887701,-0.558486999174698,0.284978104505588,0.246180290297937,0.05920010408535,0.202240896358543,0.157142857142857,0.569647534184919,0.480345171872771,0.426198830409357,0.425345345345345,0.357777777777778,0.28,0.28,0.415719268244376,0.366173813698921,-0.424865634979121,-0.370198968312454,0.2,-0.327826086956522,-0.28,0.483639579585201,-0.369958461145194,-0.0393595038971383,-0.0533595038971383,-0.0708333333333333,0.357636363636364,-0.049780701754386
"LIV1",0.513429989141005,0.374084745419472,0.0833333333333333,0.366820598718882,0.0904761904761905,0.0182992202729045,0.0904761904761905,0.074347158218126,0.133333333333333,0.212338282983444,0.191047960402799,0.175443160772555,0.201868131868132,0.193076923076923,0.173076923076923,0.0113095238095238,0.429130815812185,-0.366173813698921,-0.366173813698921,0.278018519233989,0.0459328385922284,-0.357777777777778,0.34751100110011,-0.28463828732534,-0.4798007908899,0.531108705199611,-0.527578568667677,0.523254696887701,-0.558486999174698,0.284978104505588,0.246180290297937,0.05920010408535,0.202240896358543,0.157142857142857,0.569647534184919,0.480345171872771,0.426198830409357,0.425345345345345,0.357777777777778,0.28,0.28,0.415719268244376,0.366173813698921,-0.424865634979121,-0.370198968312454,0.2,-0.327826086956522,-0.28,0.483639579585201,-0.369958461145194,-0.0393595038971383,-0.0533595038971383,-0.0708333333333333,0.357636363636364,-0.049780701754386
"EGR1",0.513429989141005,0.374084745419472,0.0833333333333333,0.366820598718882,0.0904761904761905,0.0182992202729045,0.0904761904761905,0.074347158218126,0.133333333333333,0.212338282983444,0.191047960402799,0.175443160772555,0.201868131868132,0.193076923076923,0.173076923076923,0.0113095238095238,0.429130815812185,-0.366173813698921,-0.366173813698921,0.278018519233989,0.0459328385922284,-0.357777777777778,0.34751100110011,-0.28463828732534,-0.4798007908899,0.531108705199611,-0.527578568667677,0.523254696887701,-0.558486999174698,0.284978104505588,0.246180290297937,0.05920010408535,0.202240896358543,0.157142857142857,0.569647534184919,0.480345171872771,0.426198830409357,0.425345345345345,0.357777777777778,0.28,0.28,0.415719268244376,0.366173813698921,-0.424865634979121,-0.370198968312454,0.2,-0.327826086956522,-0.28,0.483639579585201,-0.369958461145194,-0.0393595038971383,-0.0533595038971383,-0.0708333333333333,0.357636363636364,-0.049780701754386
"IKK",0.36790977443609,0.287647714604236,-0.1,0.274112554112554,0.1,0.0734877734877735,0.2,0.24,-0.2,0.240291529152915,0.247222222222222,0.251599587203302,-0.0909090909090909,-0.0861471861471862,-0.0909090909090909,0.211732026143791,0.237249081142211,-0.0947368421052632,-0.0947368421052632,0.185245901639344,0.0521002506265664,0.183333333333333,0.189285714285714,0.139047619047619,0.198717948717949,-0.167968353250858,0.197023033463711,-0.36264437281762,0.231346577072834,0.0605616161616161,0.0661616161616162,0.036996336996337,0.0888888888888889,0.1,-0.194913328822361,-0.198717948717949,-0.191025641025641,-0.191025641025641,-0.183333333333333,-0.15,-0.15,0.086286137879911,0.0947368421052632,-0.160761904761905,-0.167428571428571,-0.1,-0.171428571428571,-0.1,0.0561973642415541,-0.0123352077475789,-0.260945083014049,-0.243703703703704,0.0571428571428571,0.187032967032967,-0.0761904761904762
"NFB",0.363695215049117,0.283115992549856,-0.0571428571428571,0.272120522240044,0.2,0.0823766623766624,0.24,0.243703703703704,-0.1,0.233971826550685,0.240291529152915,0.244456730060445,-0.0889736070381232,-0.0909090909090909,-0.0861471861471862,0.209509803921569,0.233139492101115,-0.086286137879911,-0.086286137879911,0.18139974779319,0.0532496759139227,0.191025641025641,0.175601503759398,0.136210739614995,0.197023033463711,-0.167486812319878,0.194913328822361,-0.361831364687539,0.229129048033763,0.0561312364147807,0.0605616161616161,0.0466117216117216,0.0661616161616162,0.0888888888888889,-0.193579995489028,-0.196470757706713,-0.198717948717949,-0.198717948717949,-0.191025641025641,-0.183333333333333,-0.183333333333333,0.086783650317722,0.086286137879911,-0.154879551820728,-0.160761904761905,-0.15,-0.167428571428571,-0.171428571428571,0.0561973642415541,-0.0108963588267156,-0.25974026373694,-0.260945083014049,-0.0761904761904762,0.185072182719242,-0.0734877734877735
"cfos",0.47709558399631,0.343120278414396,0.133333333333333,0.350958529753365,0.133333333333333,0.049780701754386,0.0904761904761905,0.0904761904761905,0.1,0.191047960402799,0.171693121693122,0.157796101949025,0.193076923076923,0.173076923076923,0.15,0.0238095238095238,0.38831935996493,-0.310076252723312,-0.310076252723312,0.246526806526807,0.0533283369845113,-0.28,0.293055555555556,-0.260738916256158,-0.425345345345345,0.499620815926255,-0.4798007908899,0.487449995260214,-0.517095057782757,0.246180290297937,0.202240896358543,0.0673968253968254,0.157142857142857,0.114285714285714,0.527578568667677,0.426198830409357,0.357777777777778,0.357777777777778,0.28,0.2,0.2,0.366173813698921,0.310076252723312,-0.370198968312454,-0.327826086956522,0.1,-0.28,-0.12,0.442436572066404,-0.328854166666667,-0.0533595038971383,-0.074347158218126,-0.0833333333333333,0.313636363636364,-0.0708333333333333
"CDC42",0.47709558399631,0.343120278414396,0.133333333333333,0.350958529753365,0.133333333333333,0.049780701754386,0.0904761904761905,0.0904761904761905,0.1,0.191047960402799,0.171693121693122,0.157796101949025,0.193076923076923,0.173076923076923,0.15,0.0238095238095238,0.38831935996493,-0.310076252723312,-0.310076252723312,0.246526806526807,0.0533283369845113,-0.28,0.293055555555556,-0.260738916256158,-0.425345345345345,0.499620815926255,-0.4798007908899,0.487449995260214,-0.517095057782757,0.246180290297937,0.202240896358543,0.0673968253968254,0.157142857142857,0.214285714285714,0.527578568667677,0.426198830409357,0.357777777777778,0.357777777777778,0.28,0.2,0.2,0.366173813698921,0.310076252723312,-0.370198968312454,-0.327826086956522,0.1,-0.28,-0.22,0.442436572066404,-0.328854166666667,-0.0533595038971383,-0.074347158218126,-0.0833333333333333,0.313636363636364,-0.0708333333333333
"NOTCH",0.455797101449275,0.327359307359307,0.1,0.324489795918367,0.1,0.0555555555555555,0.133333333333333,0.0833333333333333,0,0.180952380952381,0.164285714285714,0.0543478260869565,0.18258064516129,0.26,0.26,-3.3898305084748e-05,0.370512820512821,-0.252727272727273,-0.252727272727273,0.227674624226348,0.0543478260869565,-0.2,0.247368421052632,-0.218706199460916,-0.366433566433566,0.482217317487267,-0.435664335664336,0.456096626684862,-0.48542463730503,0.233720430107527,0.185333333333333,0.0654589371980676,0.133333333333333,0.1,0.493215356072499,0.366433566433566,0.284615384615385,0.284615384615385,0.2,0.1,0.1,0.323741765480896,0.252727272727273,-0.343809523809524,-0.286666666666667,0,-0.22,-0.2,0.397874210659257,-0.314256854256854,-0.0521116138763198,-0.0756410256410256,-0.133333333333333,0.282436433298502,-0.0777777777777778
"GLI",0.503979177334016,0.36420077342678,0.0666666666666667,0.358450077399381,-0.00952380952380952,0.0189927944862156,0.00297619047619048,-0.00755012531328321,0.1,0.192994685524442,0.175156847686604,0.160961053660544,0.174449286345838,0.16683023872679,0.15183023872679,0.0460858552878926,0.375975080741725,-0.37030619363197,-0.37030619363197,0.230228659126375,0.0548711384195255,-0.341290322580645,0.521145079109681,-0.272900060386473,-0.451256680864918,0.502775648735305,-0.49346447307271,0.489743987132293,-0.529000686591979,0.338561445137587,0.305855562784645,0.0637966537966538,0.271264367816092,0.233333333333333,0.529746600986637,0.412379183656991,0.465996204933586,0.404704956726987,0.401290322580645,0.34,0.28,0.411692332245831,0.37030619363197,-0.487478653942742,-0.442727272727273,0.2,-0.412857142857143,-0.362857142857143,0.408703590352861,-0.339791615884211,0.039497719165639,0.0259174722520587,-0.0614035087719298,0.203682879423086,-0.0471177944862156
"CD44",-0.173015873015873,-0.163236714975845,0.1,-0.13875,0.1,0.173333333333333,0.1,0.05,0,0.0549886621315193,0.0611111111111111,0.0713450292397661,0.15187969924812,0.157142857142857,0.2,-0.0657875457875458,-0.139952153110048,0.176190476190476,0.176190476190476,-0.0111111111111111,0.0555555555555556,0.2,-0.247619047619048,0.15,0.196666666666667,-0.192634893062643,0.226899224806202,0.117731157731158,0.230201465201465,-0.100833333333333,-0.0841666666666667,-0.053968253968254,-0.0466666666666667,-0.0666666666666667,-0.251514609421586,-0.196666666666667,-0.15,-0.25,-0.1,0,-0.1,-0.219047619047619,-0.176190476190476,0.245,0.225,-0.1,0.225,0.2,-0.271324893593801,-0.00783216783216783,-0.0772727272727273,-0.05,-0.2,-0.255357142857143,-0.166666666666667
"DELTA",0.422463768115942,0.298787878787879,0,0.314285714285714,0,0.0777777777777778,0.1,0.133333333333333,0,0.164285714285714,0.15,0.05,0.26,0.26,0.2,0.022,0.316666666666667,-0.18,-0.18,0.18974358974359,0.0654589371980676,-0.1,0.2,-0.182857142857143,-0.284615384615385,0.441894736842105,-0.366433566433566,0.405832076420312,-0.429403694896653,0.185333333333333,0.133333333333333,0.0611111111111111,0.1,0,0.435664335664336,0.284615384615385,0.2,0.2,0.1,0,0,0.252727272727273,0.18,-0.286666666666667,-0.22,0,-0.2,-0.1,0.340864864864865,-0.258701298701299,-0.0756410256410256,-0.0833333333333333,-0.1,0.221072796934866,-0.133333333333333
"SMAD",0.387832383221814,0.272472565046078,0.216666666666667,0.266998382909518,0.208333333333333,0.199198879551821,0.195833333333333,0.195833333333333,0.25,0.146092674448839,0.23704505540122,0.192805351544479,0.263114395183361,0.259146141215107,0.241904761904762,0.072526895798552,0.233487287801804,-0.0212761677914516,-0.0212761677914516,0.170553314357406,0.0782145731568963,-0.127460317460317,0.184405501330967,-0.094357317517775,-0.184651048298107,0.274726306282469,-0.205953626317103,0.284288372747896,-0.242213523844333,0.101234376217315,0.0848997148627332,0.0836030735703106,0.0631120053655265,0.0476190476190476,0.224292025506566,0.192718572394831,0.166819291819292,0.158832866479925,0.134126984126984,0.0952380952380952,0.0885714285714286,0.0429866941072411,0.0212761677914516,-0.268705019661509,-0.247551173507663,0.06,-0.238248847926267,-0.228571428571429,0.0910660500140017,-0.318110180142438,-0.171291196298444,-0.182071865443425,-0.211904761904762,-0.0392562575269342,-0.213865546218487
"miR200",0.159462365591398,0.0504375753299821,-0.02,0.00427789013154867,-0.02,-0.0652234359483615,-0.0325,-0.0458333333333333,0,0.0328493972375571,0.024385447394297,0.0201412429378531,0.0462670117725641,0.0411822660098522,0.0377339901477833,-0.161645573240665,0.11497816997817,-0.267286643704554,-0.267286643704554,0.0777299671105331,0.0785259856630824,-0.279130434782609,0.130992907801418,-0.19610364876966,-0.330610099286486,0.31750508694065,-0.351245019921407,0.28127276249987,-0.350554179111232,0.129780055307945,0.111756799493991,0.0873188405797101,0.0924019607843137,0.0708333333333333,0.3701844138608,0.326936387556106,0.302760563380282,0.30589099816289,0.276,0.24,0.24,0.290977416771886,0.267286643704554,-0.105819418676562,-0.0806493506493507,0.2,-0.0442857142857143,-0.0142857142857143,0.349677921600072,-0.131205146647487,0.051804714731242,0.0496308016877637,0.0357894736842105,0.24672273965137,0.0557894736842105
"HEY1",-0.433101135190918,-0.393825803825804,0.2,-0.0534443548206403,0.2,0.360846560846561,0.3,0.3,0.1,-0.239478260869565,-0.196,-0.155278838808251,-0.161483746855423,-0.150143540669856,-0.129090909090909,0.288322440087146,-0.487396710062524,0.511153846153846,0.511153846153846,-0.369645433931148,0.159267285861713,0.476470588235294,-0.45917667238422,0.280521467023057,0.612041872360673,-0.630229099371075,0.671239196775389,-0.541547900738017,0.731453779959877,-0.436026607538803,-0.391636363636364,0.118518518518519,-0.331636363636364,-0.263636363636364,-0.724414788307145,-0.610632577008349,-0.548563611491108,-0.548563611491108,-0.476470588235294,-0.4,-0.4,-0.571447963800905,-0.511153846153846,0.447604608853851,0.376470588235294,-0.3,0.3,0.2,-0.569638136811399,0.606725728045068,-0.326478494623656,-0.3125,-0.3,-0.52145530481701,-0.323809523809524
"cateninmemb",-0.490447106754899,-0.439077200473849,0.3,-0.0793024783904344,0.3,0.392015392015392,0.3,0.3125,0.2,-0.270713127697652,-0.239478260869565,-0.194876154244492,-0.170777427152821,-0.161483746855423,-0.150143540669856,0.297447207312472,-0.537396710062524,0.571447963800905,0.571447963800905,-0.409720340298189,0.164954489653182,0.548563611491108,-0.526281935542114,0.306294662899346,0.671239196775389,-0.562026242753376,0.724414788307145,-0.580861567204002,0.679548037664606,-0.476713768479128,-0.436026607538803,0.122315986872949,-0.391636363636364,-0.331636363636364,-0.773621137513494,-0.669299243675016,-0.610632577008349,-0.612041872360673,-0.548563611491108,-0.476470588235294,-0.476470588235294,-0.624799919108168,-0.571447963800905,0.506820295128361,0.447604608853851,-0.4,0.376470588235294,0.3,-0.613906543148771,0.660959137656052,-0.331202904072475,-0.326478494623656,-0.323809523809524,-0.570020426229813,-0.360846560846561
