"","cMet","Frizzled","CD44","DSH","Wnt","PI3K","DELTA","Csl","EGR1","ZEB2","SOSGRB2","SNAI2","SMAD","SMO","FOXC2","cfos","TGFR","SNAI1","RKIP","FUS","TGF","Patched","MEK","CDC42","SHH","ERK","PAK1","AKT","NFB","IKK","HEY1","KLF4","ILK","SUFU","TWIST1","GSK3","Csn","ZEB1","NOTCH","TrCP","NOTCHic","miR200","Ecadherin","Jagged","RAS","RAF","Destcompl","LIV1","cateninmemb","GLI","cateninnuc","TCFLEF","STAT","SRC","AXIN2"
"SMAD",0.228580765639589,0.196031746031746,0.223126220185044,0.19047619047619,0.1998778998779,0.0717191629331367,0.0717191629331367,0.245714285714286,0.171428571428571,-0.0154493499320469,0.0112688553682342,0.01741265073335,0.0356862771931265,0.075,0.241841276065026,0.161751152073733,0.118138252232201,0.121585150064989,0.133120335126629,0.125,0.128098411594751,0.0795871559633027,0.13225651880003,0.134339369550637,0.0777284199038232,0.152448826492337,-0.104761904761905,-0.111919701213819,-0.153174603174603,-0.115919701213819,-0.150518115173373,-0.0116237487114808,-0.156162467669317,-0.1,0.0359798007711151,0.0280987642265838,-0.138888888888889,0.0154493499320469,-0.226174055829228,-0.15,-0.226174055829228,-0.119361533535229,-0.121335430451337,-0.271451054322022,-0.0730349524068209,-0.0717191629331367,-0.132556965740083,-0.16,-0.209439366974139,-0.19556135311531,-0.219209220491607,-0.223261905395356,-0.217142857142857,-0.222698412698413,-0.274239158456092
"Csl",0.082970362970363,0.0796736596736597,0.0833785262356691,0.0584615384615385,0.080748928490864,0.0527616711124957,0.0527616711124957,0.0897695852534562,0.153333333333333,-0.0152004875401464,0.00272532773174621,-0.0535770410008029,0.0404887518556583,0.00101809954751131,0.269497098060581,0.181904761904762,0.0882932219254389,0.120350358176445,0.129247410534913,0.0480769230769231,0.0971367593404049,0.0149965941711672,0.155942028985507,0.096573476702509,0.00896211141254654,0.173333333333333,-0.0804444444444444,-0.0134366925064599,-0.0444444444444444,-0.00956072351421188,0.0476077119811135,-0.00773636991028295,-0.0549331963001028,-0.025,0.0798070226477176,0.016356550533101,-0.0111111111111111,0.0152004875401464,-0.0828796331003462,0,-0.0792432694639826,-0.115366010945746,-0.0766409671653022,-0.114829250801933,-0.0549675534654369,-0.0527616711124957,-0.0405414275157309,-0.02,-0.0814203750010033,-0.0823618317166704,-0.080536160478137,-0.0813937934112416,-0.0584615384615385,-0.0796736596736597,-0.084295307232204
"Wnt",0.15,0.2,0.155263157894737,0.2,0.15,0.00902255639097744,0.00902255639097744,0.15,0.1,-0.0141080822572932,0.0363636363636364,0.0306896551724138,0.0315046710395548,0,0.107044534412955,0.0666666666666667,-0.0466666666666667,0.0781573498964803,0.0666666666666667,0.1,-0.0118840579710145,0.00909090909090909,0.0454901960784314,0,0.0329004329004329,0.0866666666666667,0.1,-0.0733333333333333,-0.133333333333333,-0.0733333333333333,-0.0692307692307692,0.00784313725490196,-0.0803418803418803,0,0.0288235294117647,0.0999216300940439,-0.1,0.0141080822572932,-0.123809523809524,-0.1,-0.107142857142857,-0.0890909090909091,-0.119605859653067,-0.100661764705882,-0.0181134654818865,-0.00902255639097744,-0.0663039586544,0,-0.144915254237288,-0.155263157894737,-0.163186525917443,-0.17312030075188,-0.1,-0.1,-0.198787878787879
"Frizzled",0.155263157894737,0.15,0.17312030075188,0.2,0.155263157894737,0.0181134654818865,0.0181134654818865,0.107142857142857,0.0666666666666667,-0.0111377852275902,0.0757575757575758,0.0164940715761993,0.0567383158993678,0.00909090909090909,0.114021278599002,0.0866666666666667,-0.0118840579710145,0.0575224292615597,0.0738095238095238,0,-0.0128364389233954,0.0329004329004329,0.0677124183006536,-0.0466666666666667,-0.00258343806730904,0.0454901960784314,0,-0.104583333333333,-0.0733333333333333,-0.0733333333333333,-0.0202945990180033,-0.0159663865546218,-0.0315046710395548,-0.1,0.022156862745098,0.0944670846394984,-0.133333333333333,0.0111377852275902,-0.145378151260504,-0.1,-0.123809523809524,-0.0906534090909091,-0.114710754757962,-0.0895506535947712,-0.0346488985527527,-0.0181134654818865,-0.059672658919652,-0.1,-0.143962873284907,-0.17312030075188,-0.167472240203157,-0.163186525917443,-0.1,-0.15,-0.217392529950669
"TrCP",0.231221221221221,0.228518518518519,0.227260825181617,0.21,0.228518518518519,0.155337690631808,0.155337690631808,0.105128205128205,0.12,-0.0082287319345781,0.0103272827282728,0.0225168102401771,0.0272008875234681,-0.0238863287250384,0.217779269823993,0.13304347826087,0.111853832442068,0.0934735443704961,0.102068024056974,0.030952380952381,0.121689898015838,-0.0127752176139273,0.0985124048145419,0.125490196078431,-0.0187752176139273,0.121179071481209,-0.1,0.0171052631578947,-0.025,0.0171052631578947,-0.0441036834523914,-0.00258183710642727,-0.0472008875234681,-0.0142857142857143,0.0250404667795972,-0.0281585497835498,0,0.0082287319345781,-0.0893040293040293,0,-0.0882051282051282,-0.104963145079598,-0.142024514300084,-0.139420586230402,-0.15715587244999,-0.155337690631808,-0.158975238927193,-0.15,-0.209154688262876,-0.226079494128275,-0.221539241528999,-0.224297862218654,-0.21,-0.228518518518519,-0.269642160052049
"LIV1",0.231221221221221,0.228518518518519,0.227260825181617,0.21,0.228518518518519,0.155337690631808,0.155337690631808,0.105128205128205,0.12,-0.0082287319345781,0.0103272827282728,0.0225168102401771,0.0272008875234681,-0.0238863287250384,0.217779269823993,0.13304347826087,0.111853832442068,0.0934735443704961,0.102068024056974,0.030952380952381,0.121689898015838,-0.0127752176139273,0.0985124048145419,0.125490196078431,-0.0187752176139273,0.121179071481209,-0.1,0.0171052631578947,-0.025,0.0171052631578947,-0.0441036834523914,-0.00258183710642727,-0.0472008875234681,-0.0142857142857143,0.0250404667795972,-0.0281585497835498,0,0.0082287319345781,-0.0893040293040293,0,-0.0882051282051282,-0.104963145079598,-0.142024514300084,-0.139420586230402,-0.15715587244999,-0.155337690631808,-0.158975238927193,-0.15,-0.209154688262876,-0.226079494128275,-0.221539241528999,-0.224297862218654,-0.21,-0.228518518518519,-0.269642160052049
"EGR1",0.231221221221221,0.228518518518519,0.227260825181617,0.21,0.228518518518519,0.155337690631808,0.155337690631808,0.105128205128205,0.12,-0.0082287319345781,0.0103272827282728,0.0225168102401771,0.0272008875234681,-0.0238863287250384,0.217779269823993,0.13304347826087,0.111853832442068,0.0934735443704961,0.102068024056974,0.030952380952381,0.121689898015838,-0.0127752176139273,0.0985124048145419,0.125490196078431,-0.0187752176139273,0.121179071481209,-0.1,0.0171052631578947,-0.025,0.0171052631578947,-0.0441036834523914,-0.00258183710642727,-0.0472008875234681,-0.0142857142857143,0.0250404667795972,-0.0281585497835498,0,0.0082287319345781,-0.0893040293040293,0,-0.0882051282051282,-0.104963145079598,-0.142024514300084,-0.139420586230402,-0.15715587244999,-0.155337690631808,-0.158975238927193,-0.15,-0.209154688262876,-0.226079494128275,-0.221539241528999,-0.224297862218654,-0.21,-0.228518518518519,-0.269642160052049
"GSK3",0.163186525917443,0.17312030075188,0.167472240203157,0.155263157894737,0.162009189640769,0.0304472178804838,0.0304472178804838,0.145378151260504,0.0454901960784314,-0.00531475753398651,0.0596259818834975,0.0200222626525657,0.0393481430612586,-0.00258343806730904,0.0989381161474185,0.0677124183006536,-0.0159723274251376,0.0615707705394257,0.0559957586273376,0.0329004329004329,-0.0152030966559068,0.00784600978545169,0.0488470731195189,-0.0128364389233954,0.00497519638832251,0.057937982210428,0.0118840579710145,-0.0784118037135279,-0.104583333333333,-0.0758477011494253,-0.0351917033705802,-0.0038934598518871,-0.0457949196729528,-0.00909090909090909,0.0160399549800033,-0.00392731603069162,-0.0733333333333333,0.00531475753398651,-0.132550978433331,-0.0733333333333333,-0.134888640770994,-0.0837816794709165,-0.113799662039332,-0.0925959769694105,-0.0319178061157779,-0.0304472178804838,-0.0618723233536936,-0.15,-0.141841169798515,-0.167197868886052,-0.164970306941686,-0.162930833257476,-0.155263157894737,-0.17312030075188,-0.220706403907859
"SNAI1",0.227260825181617,0.228518518518519,0.224297862218654,0.228518518518519,0.226079494128275,0.15715587244999,0.15715587244999,0.0882051282051282,0.13304347826087,-0.0051537011842706,0.0152329431056313,0.0204048424225439,0.0361799773143661,-0.0127752176139273,0.217652205020944,0.121179071481209,0.121689898015838,-0.0113307260921373,0.0970471035548823,-0.0238863287250384,0.117859252854548,-0.0187752176139273,0.10209984876073,0.111853832442068,-0.0298431787789758,0.0985124048145419,-0.125490196078431,0.0212719298245614,0.0171052631578947,0.0171052631578947,-0.02267511202382,-0.0141083168572061,-0.0272008875234681,-0.030952380952381,0.0253481590872895,-0.0278285167802495,-0.025,0.0051537011842706,-0.0852223966509681,0,-0.0893040293040293,-0.103330099930702,-0.14051566934691,-0.130244115642167,-0.157648483287429,-0.15715587244999,-0.157933572260527,-0.21,-0.20856746891918,-0.222971633067946,-0.220764848137156,-0.221539241528999,-0.228518518518519,-0.231221221221221,-0.268709759119649
"Csn",0.225543553524443,0.207471264367816,0.219765775746665,0.183333333333333,0.225543553524443,0.063720744564871,0.063720744564871,0.137878787878788,0.12,-0.000577336641852763,0.0666851147238556,0.0253727316063804,0.0468307546557239,0.0323232323232323,0.105247101289372,0.0654545454545455,-0.000448804926416863,0.0427148665576511,0.0360704728408681,0.0111111111111111,-0.00689271900756245,-0.00961225154773542,0.0745183982683983,-0.00814111261872455,0.00104348615718261,0.0849350649350649,0.0454545454545455,-0.0813666666666667,-0.085,-0.114166666666667,-0.0497203765227021,-0.0170020828844358,-0.0573706004140787,0,-0.0146610565684899,0.0939871624414561,-0.085,0.000577336641852763,-0.152651515151515,-0.06,-0.165151515151515,-0.0916171139718123,-0.126291403559468,-0.1134670379378,-0.0608416658700533,-0.063720744564871,-0.0867162976799226,-0.133333333333333,-0.171553917149392,-0.218119972738416,-0.217344629288766,-0.221373492788465,-0.183333333333333,-0.207471264367816,-0.261586697355996
"DSH",0.17312030075188,0.155263157894737,0.163186525917443,0.15,0.17312030075188,0.0346488985527527,0.0346488985527527,0.123809523809524,0.0866666666666667,-0.000114163180346097,0.0489283074648928,0.0254579831012284,0.0457949196729528,0.0329004329004329,0.0997355643132877,0.0454901960784314,-0.0128364389233954,0.0601311249137336,0.0507326007326007,0.00909090909090909,-0.0159723274251376,-0.00258343806730904,0.057937982210428,-0.0118840579710145,0.00784600978545169,0.0677124183006536,0.0466666666666667,-0.0758477011494253,-0.0733333333333333,-0.104583333333333,-0.0466103884916875,-0.0130537651953985,-0.0567383158993678,0,0.0171923237380058,0.100731585799591,-0.0733333333333333,0.000114163180346097,-0.134888640770994,-0.133333333333333,-0.145378151260504,-0.0827265798226164,-0.115676514196065,-0.0942018163854689,-0.0304472178804838,-0.0346488985527527,-0.0644436512860642,-0.1,-0.143609516394448,-0.162009189640769,-0.162930833257476,-0.167472240203157,-0.15,-0.155263157894737,-0.21781447087894
"cfos",0.228518518518519,0.21,0.231221221221221,0.15,0.228518518518519,0.155337690631808,0.155337690631808,0.0666666666666667,0.32,0.00173911372458588,0.0152777777777778,0.021250987455367,0.0472008875234681,0.030952380952381,0.224675821548131,0.12,0.125490196078431,0.097530823606773,0.095990675990676,0.0142857142857143,0.111853832442068,-0.0238863287250384,0.121179071481209,0.1,-0.0127752176139273,0.13304347826087,-0.0571428571428571,0.0171052631578947,0,-0.025,-0.0543978010994503,-0.0222539682539683,-0.0568783068783069,0,0.0206926406926407,-0.0259767316017316,0,-0.00173911372458588,-0.0882051282051282,-0.1,-0.105128205128205,-0.102932688226806,-0.140432818798354,-0.145555555555556,-0.155337690631808,-0.155337690631808,-0.159426366746742,-0.1,-0.213367142475331,-0.228518518518519,-0.224297862218654,-0.227260825181617,-0.15,-0.21,-0.267126436781609
"CDC42",0.228518518518519,0.21,0.231221221221221,0.15,0.228518518518519,0.155337690631808,0.155337690631808,0.0666666666666667,0.22,0.00173911372458588,0.0152777777777778,0.021250987455367,0.0472008875234681,0.030952380952381,0.224675821548131,0.12,0.125490196078431,0.097530823606773,0.095990675990676,0.0142857142857143,0.111853832442068,-0.0238863287250384,0.121179071481209,0.1,-0.0127752176139273,0.13304347826087,-0.157142857142857,0.0171052631578947,0,-0.025,-0.0543978010994503,-0.0222539682539683,-0.0568783068783069,0,0.0206926406926407,-0.0259767316017316,0,-0.00173911372458588,-0.0882051282051282,-0.1,-0.105128205128205,-0.102932688226806,-0.140432818798354,-0.145555555555556,-0.155337690631808,-0.155337690631808,-0.159426366746742,-0.1,-0.213367142475331,-0.228518518518519,-0.224297862218654,-0.227260825181617,-0.15,-0.21,-0.267126436781609
"NOTCHic",-0.0796736596736597,-0.0584615384615385,-0.082970362970363,-0.02,-0.0796736596736597,-0.0532542819499341,-0.0532542819499341,-0.154285714285714,-0.22,0.00636070853462158,0.00133971291866029,0.0533533273542704,-0.0549331963001028,-0.0480769230769231,-0.274094799210007,-0.153333333333333,-0.096573476702509,-0.123512413512414,-0.120491650166249,-0.025,-0.0882932219254389,-0.00101809954751131,-0.173333333333333,-0.0804444444444444,-0.0149965941711672,-0.181904761904762,0.0444444444444444,0.00956072351421188,0.0111111111111111,0.0444444444444444,-0.0378037904124861,0.0248792270531401,0.0642857142857143,0,-0.077323952670291,-0.0188602324182261,0,-0.00636070853462158,0.0792432694639826,0.1,0.0897695852534562,0.112969496784526,0.076059571816465,0.117954250801933,0.0527616711124957,0.0532542819499341,0.0410898735852007,0,0.084172668578985,0.080748928490864,0.0813937934112416,0.0833785262356691,0.02,0.0584615384615385,0.0799251272836179
"PAK1",-0.231221221221221,-0.228518518518519,-0.227260825181617,-0.21,-0.228518518518519,-0.155337690631808,-0.155337690631808,-0.105128205128205,-0.12,0.0082287319345781,-0.0103272827282728,-0.0225168102401771,-0.0272008875234681,0.0238863287250384,-0.217779269823993,-0.13304347826087,-0.111853832442068,-0.0934735443704961,-0.102068024056974,-0.030952380952381,-0.121689898015838,0.0127752176139273,-0.0985124048145419,-0.125490196078431,0.0187752176139273,-0.121179071481209,0.1,-0.0171052631578947,0.025,-0.0171052631578947,0.0441036834523914,0.00258183710642727,0.0472008875234681,0.0142857142857143,-0.0250404667795972,0.0281585497835498,0,-0.0082287319345781,0.0893040293040293,0,0.0882051282051282,0.104963145079598,0.142024514300084,0.139420586230402,0.15715587244999,0.155337690631808,0.158975238927193,0.15,0.209154688262876,0.226079494128275,0.221539241528999,0.224297862218654,0.21,0.228518518518519,0.269642160052049
"TWIST1",0.215839243498818,0.222222222222222,0.208208721410465,0.233333333333333,0.214853801169591,0.143102908289499,0.143102908289499,0.128888888888889,-0.146666666666667,0.0117292731327819,0.0689941129300397,0.0644925087214477,0.00641681285245641,-0.155111111111111,-0.0551793386658353,-0.185797101449275,0.023487460815047,-0.0944295400036898,-0.101837240967676,-0.111111111111111,0.0237152512478488,-0.15648097412481,-0.193901317212564,0.035987460815047,-0.154017919937618,-0.188428680396644,-0.0290909090909091,0.0567330974110635,0.0230769230769231,0.0516483516483516,-0.0142857142857143,-0.00168855534709193,-0.017967967967968,0.1,-0.222558252515346,-0.160335018458451,0,-0.0117292731327819,-0.102715691017578,-0.1,-0.108376068376068,0.00353981064179156,0.012869355417438,-0.193021493151427,-0.142760442536074,-0.143102908289499,-0.151404908343759,-0.233333333333333,-0.169323647566367,-0.207653801169591,-0.20110249165916,-0.204380237490097,-0.233333333333333,-0.222222222222222,-0.280028734706154
"TGFR",-0.143899371069182,-0.134285714285714,-0.13995200264813,-0.114285714285714,-0.124851752021563,0.00476190476190477,0.00476190476190477,-0.223333333333333,-0.0523809523809524,0.022852348012747,0.0357862248213125,-0.0459973988731236,-0.0735678330776482,-0.0632183908045977,0.0143604383086061,-0.0260651629072682,-0.135674603174603,0.0186189514427648,-0.000216450216450215,-0.0666666666666667,-0.124327085444107,-0.0413433908045977,-0.0306618143532347,-0.0374603174603175,-0.0554676845899084,-0.0416207184628237,0.00888888888888889,0.171237687241359,0.186904761904762,0.192167919799499,0.0732940712299239,0.0327249282626857,0.0867350928641251,0.0333333333333333,0.0353782786345064,-0.0730447255880392,0.158333333333333,-0.022852348012747,0.217131398329612,0.233333333333333,0.23367816091954,0.0606086318822693,0.0618876954753426,0.139608546242343,-0.00944026733500418,-0.00476190476190477,0.0644403506499808,0.1,0.126130839309595,0.120335622989305,0.135734356511692,0.135645782552436,0.133333333333333,0.153333333333333,0.180987578627064
"NOTCH",-0.0584615384615385,-0.02,-0.0796736596736597,0,-0.0584615384615385,-0.0315151515151515,-0.0315151515151515,-0.14,-0.2,0.0248792270531401,-0.0168421052631579,0.0551569345686993,-0.0642857142857143,-0.025,-0.291836734693878,-0.22,-0.0804444444444444,-0.117692307692308,-0.155702917771883,0,-0.096573476702509,-0.0480769230769231,-0.181904761904762,-0.0444444444444444,-0.00101809954751131,-0.153333333333333,0.1,0.0444444444444444,0,0.0111111111111111,-0.0731884057971015,0.0248792270531401,0.0309523809523809,0.1,-0.0943050847457627,-0.0180337861372344,0.1,-0.0248792270531401,0.0897695852534562,0,0.154285714285714,0.125108225108225,0.0795817770232032,0.102722462722463,0.0532542819499341,0.0315151515151515,0.0387565402518674,0,0.0859982263883156,0.0796736596736597,0.0833785262356691,0.082970362970363,0,0.02,0.0688140161725067
"Jagged",-0.02,0,-0.0584615384615385,0,-0.02,-0.0133333333333333,-0.0133333333333333,-0.2,-0.1,0.0248792270531401,0.02,0.0535696329813977,-0.0309523809523809,0,-0.285714285714286,-0.2,-0.0444444444444444,-0.15,-0.138461538461538,-0.1,-0.0804444444444444,-0.025,-0.153333333333333,-0.1,-0.0480769230769231,-0.22,0,0.0111111111111111,0.1,0,-0.0166666666666667,-0.00555555555555556,0.0833333333333333,0,-0.096,-0.0203065134099617,0,-0.0248792270531401,0.154285714285714,0,0.14,0.119393939393939,0.0836140350877193,0.11012987012987,0.0315151515151515,0.0133333333333333,0.0396911196911197,0,0.0854746661788915,0.0584615384615385,0.082970362970363,0.0796736596736597,0,0,0.0442857142857143
"DELTA",-0.02,0,-0.0584615384615385,0,-0.02,-0.0133333333333333,-0.0133333333333333,-0.2,-0.1,0.0248792270531401,0.02,0.0535696329813977,-0.0309523809523809,0,-0.285714285714286,-0.2,-0.0444444444444444,-0.15,-0.138461538461538,-0.1,-0.0804444444444444,-0.025,-0.153333333333333,-0.1,-0.0480769230769231,-0.22,0,0.0111111111111111,0.1,0,-0.0166666666666667,-0.00555555555555556,0.0833333333333333,0,-0.096,-0.0203065134099617,0,-0.0248792270531401,0.154285714285714,0,0.14,0.119393939393939,0.0836140350877193,0.11012987012987,0.0315151515151515,0.0133333333333333,0.0396911196911197,0,0.0854746661788915,0.0584615384615385,0.082970362970363,0.0796736596736597,0,0,0.0442857142857143
"TGF",-0.153333333333333,-0.114285714285714,-0.143899371069182,-0.1,-0.134285714285714,0.0101190476190476,0.0101190476190476,-0.193333333333333,-0.0666666666666667,0.0307768763146338,0.0197368421052632,-0.0480807322064569,-0.0867350928641251,-0.0666666666666667,0.0043167701863354,-0.0523809523809524,-0.0374603174603175,0.0283534647171011,-0.0216450216450216,-0.0333333333333333,-0.135674603174603,-0.0632183908045977,-0.0416207184628237,-0.00888888888888889,-0.0413433908045977,-0.0260651629072682,0.02,0.192167919799499,0.158333333333333,0.186904761904762,0.0553836234687298,0.0398677854055428,0.0706060606060606,0.133333333333333,0.0264814814814815,-0.0732892243655453,0.233333333333333,-0.0307768763146338,0.23367816091954,0.2,0.223333333333333,0.0679400101813895,0.063250557485564,0.134536082474227,-0.00476190476190477,-0.0101190476190476,0.0648435764564324,0,0.127516520602898,0.124851752021563,0.135645782552436,0.13995200264813,0.1,0.133333333333333,0.182275132275132
"SOSGRB2",-0.14472049689441,-0.114285714285714,-0.146169772256729,-0.1,-0.139285714285714,-0.201694915254237,-0.201694915254237,-0.0272727272727273,-0.0523809523809524,0.0366541353383459,0.065,-0.0254788215131912,-0.00681254229641327,0,-0.0731013431013431,0.00317460317460319,-0.0579120879120879,-0.0350639658848614,-0.064875730994152,-0.0666666666666667,-0.0699688255007404,0.00810810810810811,0.00784290784290785,-0.0771428571428571,-0.0104965430546826,-0.0103389103389103,0.00714285714285715,-0.0235380116959064,0.0111111111111111,-0.0152046783625731,0.128030303030303,0.0323684210526316,0.0354838709677419,0,0.0247826086956522,0.0462334424185757,0,-0.0366541353383459,0.0161134640007879,0.1,0.0118881118881119,0.0791198377860188,0.135843334623822,0.0725794494666655,0.206823120382442,0.201694915254237,0.060173234669879,0,0.177936195936196,0.140734989648033,0.143305728782843,0.150380298572518,0.1,0.114285714285714,0.175474422442244
"SUFU",0.0559654800431499,0.156944444444444,0.0379203672611951,0.2125,0.162713675213675,0.216162819992032,0.216162819992032,-0.0706060606060606,-0.207692307692308,0.0387381267773101,-0.106299840510367,0.0175513337329205,-0.0675175752587657,-0.305,-0.359959311515719,-0.210722610722611,-0.00782921219091431,-0.255317319023341,-0.275353811627744,-0.305,0.00341339135938154,-0.289848484848485,-0.207103143860297,0.0177027027027027,-0.291006786006786,-0.204975484285829,-0.015,0.201016299137105,0.205714285714286,0.205714285714286,0.0556784232006862,0.036700642430985,0.0626676907322068,0.28,-0.145479728519632,-0.0128866017552468,0.185714285714286,-0.0387381267773101,0.0885714285714286,0.2,0.0933333333333333,0.166935029110647,0.156204598494531,0.00304333345901041,-0.211415984548994,-0.216162819992032,-0.00966904252165444,-0.1,0.0255040103880945,-0.145985050678359,-0.0405322598443153,-0.0458008020438038,-0.106666666666667,-0.0511111111111111,-0.227160658546605
"FOXC2",0.173187414500684,0.194117647058824,0.17057871884851,0.2,0.173187414500684,0.212051282051282,0.212051282051282,0.0527272727272727,-0.2,0.0865273477812178,0.0268724985706118,0.108447721347515,-0.111884057971014,-0.266666666666667,-0.259690573816406,-0.209090909090909,0.103272727272727,-0.163730993426172,-0.184869099154813,-0.233333333333333,0.0959556541019956,-0.260416666666667,-0.213942334197034,0.107272727272727,-0.261491935483871,-0.214973262032086,-0.127272727272727,0.243809523809524,0.22,0.243809523809524,0.11048128342246,0.0666666666666667,0.113333333333333,0.2,-0.245925925925926,-0.120427036359749,0.2,-0.0865273477812178,-0.0276594485275983,0.1,-0.0369377990430622,0.129430199430199,0.153494552954171,-0.147893326064241,-0.212051282051282,-0.212051282051282,-0.101290624101438,-0.233333333333333,-0.117257050763148,-0.17146327656965,-0.163089245843849,-0.162217514835132,-0.2,-0.194117647058824,-0.249963239849655
"cMet",0.03,0.05,-0.00953488372093023,0.1,0.03,0.0914285714285714,0.0914285714285714,-0.214285714285714,-0.25,0.121500721500721,-0.0152380952380952,0.0312424963519854,-0.171113172541744,-0.17,-0.29376582278481,-0.27,-0.123055555555556,-0.274689355643861,-0.323333333333333,-0.15,-0.120927895981087,-0.151818181818182,-0.289090909090909,-0.100833333333333,-0.154943181818182,-0.28,0.113333333333333,0.23375,0.233333333333333,0.24,0.13453732370141,0.0285714285714286,0.160204081632653,0.1,-0.215111330616949,-0.106566820276498,0.2,-0.121500721500721,0.232202847544393,0.1,0.230075187969925,0.172987346288977,0.0815623343369458,0.170020269585487,-0.0838814016172507,-0.0914285714285714,0.101508637853176,-0.1,0.03669593158917,0.00636363636363637,0.0293436625127599,0.020304114490161,-0.2,-0.15,-0.0266666666666667
"CD44",0.15,0.1,0.03,0,0.05,0.1,0.1,-0.2,-0.2,0.128571428571429,0.00476190476190476,0.0283227883227883,-0.160204081632653,-0.15,-0.2925,-0.25,-0.100833333333333,-0.266214779372674,-0.323333333333333,-0.1,-0.123055555555556,-0.17,-0.28,-0.113333333333333,-0.151818181818182,-0.27,0.133333333333333,0.24,0.2,0.233333333333333,0.128654970760234,0.019047619047619,0.15,0.1,-0.234212454212454,-0.117857142857143,0.1,-0.128571428571429,0.230075187969925,0,0.214285714285714,0.174549846288977,0.0909770926066659,0.146107226107226,-0.0914285714285714,-0.1,0.0994816108261486,-0.1,0.0320695970695971,-0.03,0.020304114490161,0.00953488372093023,-0.1,-0.2,-0.06
