"","SNAI2","DSH","ZEB2","RAF","PI3K","DELTA","TGF","TGFR","MEK","Patched","KLF4","NFB","SMO","ERK","AKT","IKK","Csl","FUS","RKIP","Csn","ZEB1","NOTCH","TrCP","SUFU","NOTCHic","SNAI1","EGR1","TWIST1","cfos","Jagged","SMAD","ILK","HEY1","SHH","GSK3","miR200","CDC42","PAK1","FOXC2","SOSGRB2","RAS","Ecadherin","Destcompl","LIV1","Frizzled","Wnt","GLI","STAT","SRC","cateninmemb","cMet","CD44","cateninnuc","TCFLEF","AXIN2"
"TGF",-0.110591023258097,0,-0.0404021912488732,0.133333333333333,0.133333333333333,0.133333333333333,0.0368650793650794,0.142222222222222,0.0462155388471178,-0.0901149425287356,-0.0367658276125095,0.191666666666667,-0.0866666666666667,0.0528822055137845,0.196929824561404,0.191666666666667,-0.0333333333333333,-0.0866666666666667,0,0.166666666666667,-0.0322913343965976,0.0298850574712644,-0.2,0.0666666666666667,0.0333333333333333,-0.0231754609027336,-0.0333333333333333,0.0307407407407407,-0.0476190476190476,-0.0949926362297496,0.103235581622678,0.104848484848485,0.106382978723404,0.0963649425287356,-0.107520268381325,0.0334498834498835,-0.142222222222222,-0.12,-0.0413354037267081,-0.105263157894737,-0.138690476190476,-0.00421970212666072,-0.00959426122323597,0,-0.0142857142857143,-0.0142857142857143,-0.0237196765498652,0,0,-0.00658676853678227,0,-0.00943396226415094,-0.00955357948903133,-0.00811817279046673,-0.00617283950617284
"cateninnuc",-0.30820043814284,-0.1995337995338,-0.00907174416945592,-0.332827937827938,-0.332827937827938,-0.332827937827938,0.143534195664297,0.157944676013642,-0.184949310906757,-0.263127199085859,-0.0433061106548651,-0.249242424242424,-0.246357012750455,-0.188160320081069,-0.265336174242424,-0.269242424242424,0.0223477715003139,-0.261111111111111,0.0581168302334556,-0.258333333333333,-0.00418344314941771,-0.0242610907392145,0.233333333333333,0.211111111111111,-0.0165338180119418,-0.0424110873374988,0.163768115942029,0.160904992347156,0.171704623878537,0.192392624416268,0.0602197929401204,0.0576277056277056,0.0458522027204124,0.249837438737275,0.13580690250889,0.0120846400092776,-0.140703296703297,-0.166857142857143,-0.120525927624288,0.000411821896910158,0.325588880588881,-0.0208468156042045,0.0899696973763134,0.23030303030303,0.236520100903663,0.212607057425402,0.23474144477718,0.1995337995338,0.238422688422688,0.146661207241262,0.214509644944428,0.237128692563475,0.133209640168301,0.219428916611272,0.421129527218879
"Ecadherin",-0.37291653081253,-0.386274509803922,-0.00860805833932475,-0.376617647058824,-0.376617647058824,-0.376617647058824,0.243782175835896,0.236368070953437,-0.208226840876932,-0.382459677419355,-0.0374120956399437,-0.293333333333333,-0.377083333333333,-0.192148409504383,-0.316325156325156,-0.300740740740741,-0.105645933014354,-0.333333333333333,0.0135338711582692,-0.26,-0.00147325380638661,0.0911286295229962,0.2,0.3,0.092243871158684,0.0193957574135471,0.147272727272727,0.319426637942576,0.17668449197861,0.36767525328245,0.0744175176334351,0.0775652173913043,0.0525077291441287,0.395058102616205,0.232856347709627,0.00621776113396225,-0.245636363636364,-0.225636363636364,-0.189570468177217,0.0292648430682194,0.389187479461058,0.103809053114755,0.229380576435256,0.333333333333333,0.38860009119927,0.412738022233753,0.40740468890042,0.386274509803922,0.38860009119927,0.426758492185321,0.413817482503618,0.408800760095592,0.414686950188067,0.421129527218879,0.47584581812407
"cateninmemb",-0.37291653081253,-0.386274509803922,-0.00860805833932475,-0.376617647058824,-0.376617647058824,-0.376617647058824,0.243782175835896,0.236368070953437,-0.208226840876932,-0.382459677419355,-0.0374120956399437,-0.293333333333333,-0.377083333333333,-0.192148409504383,-0.316325156325156,-0.300740740740741,-0.105645933014354,-0.333333333333333,0.0135338711582692,-0.26,-0.00147325380638661,0.0911286295229962,0.2,0.3,0.092243871158684,0.0193957574135471,0.147272727272727,0.319426637942576,0.17668449197861,0.36767525328245,0.0744175176334351,0.0775652173913043,0.0525077291441287,0.395058102616205,0.232856347709627,0.00621776113396225,-0.245636363636364,-0.225636363636364,-0.189570468177217,0.0292648430682194,0.389187479461058,0.121851633067665,0.229380576435256,0.333333333333333,0.38860009119927,0.412738022233753,0.40740468890042,0.386274509803922,0.38860009119927,0.327481276019121,0.413817482503618,0.408800760095592,0.414686950188067,0.421129527218879,0.47584581812407
"KLF4",-0.365511353208676,-0.333333333333333,-0.00623839009287926,-0.37,-0.37,-0.37,0.236368070953437,0.245636363636364,-0.192148409504383,-0.377083333333333,-0.0222222222222222,-0.26,-0.333333333333333,-0.17668449197861,-0.300740740740741,-0.293333333333333,-0.110909090909091,-0.3,0.00791589363017934,-0.2,-0.0062125902992776,0.092243871158684,0.1,0.2,0.105645933014354,0.00958563083126857,0.12,0.321847494553377,0.147272727272727,0.372023079369406,0.0775652173913043,0.0746666666666667,0.0491520244461421,0.382459677419355,0.240803367577176,0.00826617826617827,-0.225636363636364,-0.213636363636364,-0.186595639801931,0.04505431675243,0.376617647058824,0.205172246883012,0.21428271995809,0.3,0.386274509803922,0.38860009119927,0.412738022233753,0.333333333333333,0.386274509803922,0.422399517826347,0.38860009119927,0.413817482503618,0.421129527218879,0.408800760095592,0.469454065546751
"HEY1",-0.365511353208676,-0.333333333333333,-0.00623839009287926,-0.37,-0.37,-0.37,0.236368070953437,0.245636363636364,-0.192148409504383,-0.377083333333333,-0.0222222222222222,-0.26,-0.333333333333333,-0.17668449197861,-0.300740740740741,-0.293333333333333,-0.110909090909091,-0.3,0.00791589363017934,-0.2,-0.0062125902992776,0.092243871158684,0.1,0.2,0.105645933014354,0.00958563083126857,0.12,0.321847494553377,0.147272727272727,0.372023079369406,0.0775652173913043,0.0746666666666667,0.0491520244461421,0.382459677419355,0.240803367577176,0.00826617826617827,-0.225636363636364,-0.213636363636364,-0.186595639801931,0.04505431675243,0.376617647058824,0.205172246883012,0.21428271995809,0.3,0.386274509803922,0.38860009119927,0.412738022233753,0.333333333333333,0.386274509803922,0.422399517826347,0.38860009119927,0.413817482503618,0.421129527218879,0.408800760095592,0.469454065546751
"FOXC2",-0.365511353208676,-0.333333333333333,-0.00623839009287926,-0.37,-0.37,-0.37,0.236368070953437,0.245636363636364,-0.192148409504383,-0.377083333333333,-0.0222222222222222,-0.26,-0.333333333333333,-0.17668449197861,-0.300740740740741,-0.293333333333333,-0.110909090909091,-0.3,0.00791589363017934,-0.2,-0.0062125902992776,0.092243871158684,0.1,0.2,0.105645933014354,0.00958563083126857,0.12,0.321847494553377,0.147272727272727,0.372023079369406,0.0775652173913043,0.0746666666666667,0.0491520244461421,0.382459677419355,0.240803367577176,0.00826617826617827,-0.225636363636364,-0.213636363636364,-0.186595639801931,0.04505431675243,0.376617647058824,0.205172246883012,0.21428271995809,0.3,0.386274509803922,0.38860009119927,0.412738022233753,0.333333333333333,0.386274509803922,0.422399517826347,0.38860009119927,0.413817482503618,0.421129527218879,0.408800760095592,0.469454065546751
"SNAI2",-0.0434266058038354,-0.363636363636364,-0.000727501573316552,-0.410252369928522,-0.410252369928522,-0.410252369928522,0.292597797201378,0.289492207139266,-0.212427133015368,-0.399879951980792,-0.0176923076923077,-0.275,-0.352941176470588,-0.192156862745098,-0.34030951391774,-0.319827586206897,-0.16359649122807,-0.3,0.00933333333333333,-0.2,-0.00286993916509335,0.152751196172249,0.1,0.2,0.161842105263158,0.0111755511372873,0.133333333333333,0.375008997275111,0.162745098039216,0.429301076484792,0.0893366579059685,0.0821596244131455,0.0506781193490054,0.419598261839947,0.285273182493399,0.00330626481862194,-0.264705882352941,-0.231372549019608,-0.23439854211281,0.0789046653144016,0.426234105088339,0.390565721324213,0.272239565615985,0.3,0.420779220779221,0.444722882751052,0.468787053874046,0.363636363636364,0.420779220779221,0.492791392581953,0.444722882751052,0.469454065546751,0.485938985825934,0.47584581812407,0.516503833962837
"SOSGRB2",0.160091798530876,0,0.0535964912280702,-0.21864406779661,-0.21864406779661,-0.21864406779661,0.0489104512508768,0.0425274725274725,-0.0328380328380328,-0.0581081081081081,0.0435964912280702,-0.144444444444444,-0.05,-0.044959244959245,-0.174926900584795,-0.170760233918129,0.127272727272727,-0.0666666666666667,-0.066812865497076,-0.2,0.0153759398496241,-0.107662759775436,0.2,0,-0.111888111888112,0.0106503198294243,0.00952380952380952,0.0150434782608696,0.0206349206349206,0.0189742525268785,0.0241416647868261,0.0206451612903226,0.0175189393939394,0.0464802011313639,0.0615032186140181,-0.047653983450642,-0.0271428571428571,-0.0571428571428571,-0.0364590964590965,-0.0522222222222222,0.219926119078661,0.163970358108832,0.0133166982160271,0,0.0714285714285714,0.0797619047619048,0.104399585921325,0,0.0714285714285714,0.181851526851527,0.0757763975155279,0.100414078674948,0.108919663861624,0.0972561839381061,0.0970778327832783
"RKIP",0.293548697324707,0,0.0790750836920134,0.0522727272727273,0.0522727272727273,0.0522727272727273,0.111303960836671,0.104761904761905,0.101093176815847,0.0133333333333333,0.0730750836920134,-0.0285714285714286,0.0333333333333333,0.0989655172413793,-0.0380411255411255,-0.0410714285714286,-0.0666666666666667,0.0333333333333333,0.0158963585434174,-0.1,0.0198813964610234,0.0796037296037296,0.1,-0.1,0.0757575757575758,-0.0650867178324639,-0.13,0.0428579916815211,-0.13,0.11501738216509,-0.0578697407609824,-0.0548994437312794,-0.0665118079752226,-0.0248087431693989,-0.145981087470449,-0.0375949427199976,-0.1,-0.133333333333333,-0.0927645151783083,0.0391746031746032,-0.047999222999223,0.210784285283822,0.00986045986338786,0,0.0666666666666667,0.0866666666666667,0.121282051282051,0,0.0666666666666667,0.220076210664446,0.0824561403508772,0.117071524966262,0.137997164212512,0.121966629861367,0.107571495546179
"RAF",0.293548697324707,0,0.0790750836920134,0.0522727272727273,0.0522727272727273,0.0522727272727273,0.111303960836671,0.104761904761905,0.101093176815847,0.0133333333333333,0.0730750836920134,-0.0285714285714286,0.0333333333333333,0.0989655172413793,-0.0380411255411255,-0.0410714285714286,-0.0666666666666667,0.0333333333333333,0.0158963585434174,-0.1,0.0198813964610234,0.0796037296037296,0.1,-0.1,0.0757575757575758,-0.0650867178324639,-0.13,0.0428579916815211,-0.13,0.11501738216509,-0.0578697407609824,-0.0548994437312794,-0.0665118079752226,-0.0248087431693989,-0.145981087470449,-0.0375949427199976,-0.1,-0.133333333333333,-0.0927645151783083,0.0391746031746032,-0.047999222999223,0.210784285283822,0.00986045986338786,0,0.0666666666666667,0.0866666666666667,0.121282051282051,0,0.0666666666666667,0.220076210664446,0.0824561403508772,0.117071524966262,0.137997164212512,0.121966629861367,0.107571495546179
"TCFLEF",0.0835778889723975,-0.286274509803922,0.0834698298777246,-0.313135309368161,-0.313135309368161,-0.313135309368161,0.211068994318533,0.197161709550321,-0.227141197942592,-0.255238095238095,-0.024909281894576,-0.112623376623377,-0.255238095238095,-0.223739837398374,-0.163359702009071,-0.144881441139506,0.0443647377650247,-0.26,0.0610602929696469,-0.0766233766233766,-0.0498605794790005,-0.0341960191147739,0.0857142857142857,0.266666666666667,-0.0365216005101228,0.0727039975366335,0.211428571428571,0.254415183204385,0.228501742160279,0.157110108485452,0.0809244700487531,0.0746147186147186,0.0504409553715863,0.269962021618463,0.250657481518153,0.0205771136494028,-0.186881335718545,-0.158974358974359,-0.16950089450328,-0.0496367265469062,0.326670131970001,0.191506386001132,0.231238224442479,0.233333333333333,0.301274509803922,0.326060834590246,0.322334126515712,0.295833333333333,0.310833333333333,0.262422261158587,0.335619658119658,0.333103934849218,0.238831311710615,0.243985950885873,0.683735775335775
"MEK",0.28357302822495,-0.0666666666666667,0.0925671471840769,0.047999222999223,0.047999222999223,0.047999222999223,0.133931698062948,0.111303960836671,-0.000573489850819273,0.0248087431693989,0.0789574366331899,-0.0410714285714286,0.0133333333333333,0.101093176815847,-0.0627470078940667,-0.0380411255411255,-0.0757575757575758,0.0333333333333333,0.0395805690697332,-0.0285714285714286,0.0278179043975314,0.0934723427424157,0.1,-0.0333333333333333,0.0796037296037296,-0.06124056398631,-0.13,0.0571437059672354,-0.0989655172413793,0.119115742820828,-0.0545487075506503,-0.0578697407609824,-0.0665118079752226,-0.0150048216007715,-0.152123593612955,-0.0416197105218552,-0.104761904761905,-0.1,-0.112584334998128,0.0302857142857143,-0.0299039849039849,0.210966434646299,0.0263876565161075,0,0.0866666666666667,0.121282051282051,0.126177156177156,0.0666666666666667,0.0824561403508772,0.228124991152251,0.117071524966262,0.121966629861367,0.136138428153032,0.137997164212512,0.121985909960594
"ERK",0.282581143644247,-0.0866666666666667,0.0927246274990375,0.0299039849039849,0.0299039849039849,0.0299039849039849,0.138602027733278,0.133931698062948,0.00583319538594953,0.0150048216007715,0.090585343609934,-0.0380411255411255,0.0248087431693989,-0.000573489850819273,-0.0664167326647089,-0.0627470078940667,-0.0796037296037296,0.0133333333333333,0.0359593991532986,-0.0410714285714286,0.0238808965235156,0.0948573842936623,0.0285714285714286,-0.0333333333333333,0.0934723427424157,-0.0630924158381619,-0.0989655172413793,0.0639398224720897,-0.101093176815847,0.12724827294131,-0.0454301665172156,-0.0545487075506503,-0.0641227294769291,-0.0111400873012546,-0.135139034121584,-0.0384334360120512,-0.111303960836671,-0.104761904761905,-0.117199719613513,0.0361109570041609,-0.0262736218676813,0.210726132552238,0.0199615009354987,0.0666666666666667,0.121282051282051,0.126177156177156,0.140964123595703,0.0824561403508772,0.117071524966262,0.227297024270926,0.121966629861367,0.137997164212512,0.143846761486366,0.136138428153032,0.137433064432138
"GLI",0.0042857258682346,-0.26,0.111429851510497,-0.00776031026292623,-0.00776031026292623,-0.00776031026292623,0.249948767014939,0.245007590544351,-0.138757025663103,-0.234863945578231,0.112706992706993,0.102046783625731,-0.222619047619048,-0.137099567099567,0.0815110693400167,0.0877610693400167,0.0481697612732096,-0.222619047619048,0.0612293168599028,0.138888888888889,-0.00520199692780338,-0.0410269041303524,-0.15,0.247619047619048,-0.0381697612732096,-0.0221325917276501,0.162857142857143,0.133872537573726,0.146190476190476,-0.0138008027690658,0.101096813872178,0.0924481652235289,0.100150057450567,0.245975056689342,0.139824484531286,0.00500663423264042,-0.224252873563218,-0.196666666666667,-0.131298052115583,-0.244208328544612,0.0170672409559955,0.178497074400772,0.17552516631323,0.15,0.28258064516129,0.293168880455408,0.200402923008599,0.19,0.21258064516129,0.236352783576097,0.227214791502754,0.234973412192409,0.240585268954893,0.237895490114487,0.269636171497585
"Csl",-0.0628266978426041,-0.213846153846154,0.113063051040471,-0.150195551574862,-0.150195551574862,-0.150195551574862,0.206409548875368,0.197566011460402,-0.0913457556935818,-0.180685301415852,0.111262939958592,0.0777777777777778,-0.162405731523379,-0.0804761904761905,0.045219638242894,0.0568475452196382,0.0431336405529954,-0.150641025641026,0.029647753323512,0.122222222222222,0.011207729468599,-0.0388752673472538,-0.133333333333333,0.158333333333333,-0.0352389037108901,-0.0046624390102651,0.0933333333333333,0.212216124614784,0.0861904761904762,0.030247176710339,0.108144341669522,0.100366563891744,0.20478741775417,0.200512887622748,0.0874598963536688,-0.00876198064909388,-0.177820788530466,-0.139111111111111,-0.163322512542281,-0.0603777181312483,0.16453378686898,0.199229842743188,0.185039624990487,0.16,0.241118881118881,0.263699526280171,0.2709575907963,0.213846153846154,0.241118881118881,0.281314617295473,0.266393606393606,0.274148708434423,0.285310768324698,0.28376702904511,0.317802141244204
"TrCP",0.00648835872618558,-0.19,0.117268397358398,-0.0832071310909188,-0.0832071310909188,-0.0832071310909188,0.170626641118444,0.164069264069264,-0.0617587816261361,-0.150227570120043,0.117754879000781,0.0958333333333333,-0.134178187403994,-0.0550921149594694,0.0726364522417154,0.0800438596491228,0.0602564102564103,-0.130952380952381,0.0363235843346341,0.133333333333333,0.0114583097758514,-0.0527838827838828,-0.133333333333333,0.147619047619048,-0.0494871794871795,-0.0142424150877068,0.08,0.160821287408244,0.0669565217391304,-0.00908571915473757,0.104029697900666,0.0962877624167947,0.102565628950231,0.166227570120043,0.0356769480519481,-0.0098420324905843,-0.142857142857143,-0.10952380952381,-0.14015897359785,-0.0624862486248625,0.0945707674545551,0.189851212595069,0.172461825379493,0.15,0.215925925925926,0.231715399610136,0.240008082536966,0.19,0.215925925925926,0.248905832931361,0.234844844844845,0.243755735933954,0.252948583954388,0.25005203223025,0.278603339839514
"EGR1",0.00648835872618558,-0.19,0.117268397358398,-0.0832071310909188,-0.0832071310909188,-0.0832071310909188,0.170626641118444,0.164069264069264,-0.0617587816261361,-0.150227570120043,0.117754879000781,0.0958333333333333,-0.134178187403994,-0.0550921149594694,0.0726364522417154,0.0800438596491228,0.0602564102564103,-0.130952380952381,0.0363235843346341,0.133333333333333,0.0114583097758514,-0.0527838827838828,-0.133333333333333,0.147619047619048,-0.0494871794871795,-0.0142424150877068,0.08,0.160821287408244,0.0669565217391304,-0.00908571915473757,0.104029697900666,0.0962877624167947,0.102565628950231,0.166227570120043,0.0356769480519481,-0.0098420324905843,-0.142857142857143,-0.10952380952381,-0.14015897359785,-0.0624862486248625,0.0945707674545551,0.189851212595069,0.172461825379493,0.15,0.215925925925926,0.231715399610136,0.240008082536966,0.19,0.215925925925926,0.248905832931361,0.234844844844845,0.243755735933954,0.252948583954388,0.25005203223025,0.278603339839514
"cfos",0.00992416342781307,-0.15,0.1220915484838,-0.0685729847494553,-0.0685729847494553,-0.0685729847494553,0.164069264069264,0.142857142857143,-0.0550921149594694,-0.134178187403994,0.11447619047619,0.133333333333333,-0.130952380952381,-0.0669565217391304,0.0800438596491228,0.0958333333333333,0.0833333333333333,-0.147619047619048,0.0424009324009324,0.133333333333333,0.0117798531842115,-0.0494871794871795,-0.1,0.133333333333333,-0.0602564102564103,-0.0240276179516686,0.16,0.158103896103896,0.08,-0.00847222222222223,0.0962877624167947,0.0801587301587302,0.0893303348325837,0.150227570120043,0.0309496753246753,-0.0123801035565741,-0.10952380952381,-0.0857142857142857,-0.136021042563367,-0.0555555555555556,0.0832071310909188,0.189643600138321,0.167048291544907,0.1,0.19,0.215925925925926,0.231715399610136,0.15,0.19,0.245242829268357,0.215925925925926,0.234844844844845,0.25005203223025,0.243755735933954,0.264137931034483
"Patched",-0.264582375478927,-0.2,0.125,-0.253846153846154,-0.253846153846154,-0.253846153846154,0.295,0.32,-0.0584615384615385,-0.36,0.144444444444444,-0.1,-0.2,-0.02,-0.0357142857142857,-0.05,0,-0.1,0.0257142857142857,0,-0.00833333333333333,-0.0424242424242424,0,0,-0.0333333333333333,-0.0263440860215054,-0.1,0.143518518518519,0,0.0916402116402117,0.14,0.15,0.141025641025641,0.3725,0.118681318681319,-0.0333333333333333,-0.3,-0.3,-0.17,-0.15,0.260096153846154,0.0615318230852211,0.0883916083916084,0.1,0.3,0.3,0.35,0.1,0.2,0.200143369175627,0.2,0.26,0.282869471413161,0.248888888888889,0.397402597402597
"FUS",-0.285011545351544,-0.3,0.127017261100135,-0.285677549194991,-0.285677549194991,-0.285677549194991,0.307047153536515,0.316621621621622,-0.0868836910216221,-0.389166666666667,0.12108378870674,-0.0357142857142857,-0.3725,-0.0857342657342657,-0.0634065934065934,-0.0557142857142857,0.0424242424242424,-0.36,0.029608901980036,-0.05,-0.0149050292884129,-0.046969696969697,0.1,0.2,-0.0424242424242424,-0.0280961075848477,0.02,0.153666347283532,0.0584615384615385,0.112165168610952,0.135289298515105,0.132063492063492,0.13191591017678,0.380075757575758,0.127649724694891,-0.0362534987675983,-0.295,-0.32,-0.174582577132486,-0.146558704453441,0.286987592863113,0.0575172651314224,0.104815531890731,0.2,0.35,0.338888888888889,0.371581196581197,0.2,0.26,0.209904537840088,0.248888888888889,0.282869471413161,0.288774178833886,0.270839396225191,0.437903775385035
"SMO",-0.282677613574165,-0.3,0.130084745762712,-0.260096153846154,-0.260096153846154,-0.260096153846154,0.316621621621622,0.295,-0.0857342657342657,-0.3725,0.119444444444444,-0.05,-0.36,-0.0584615384615385,-0.0557142857142857,-0.0357142857142857,0.0333333333333333,-0.2,0.0368253968253968,-0.1,-0.00324858757062147,-0.0424242424242424,0,0.1,-0.0424242424242424,-0.0120583717357911,0,0.14057734204793,0.02,0.0880687830687831,0.132063492063492,0.14,0.136263736263736,0.389166666666667,0.0905259788754934,-0.0421940928270042,-0.32,-0.3,-0.183793103448276,-0.165789473684211,0.285677549194991,0.061900826775258,0.127151298314089,0.1,0.3,0.35,0.338888888888889,0.2,0.2,0.215677349758152,0.26,0.248888888888889,0.270839396225191,0.282869471413161,0.411195700850873
"PI3K",0.102397424378556,0,0.165633591379003,0.203341991341991,0.203341991341991,0.203341991341991,0.259467718794835,0.222882352941176,0.0921981907517105,-0.0948717948717949,0.142543859649123,0.3,-0.133333333333333,0.0938375350140056,0.296078431372549,0.329411764705882,-0.05,-0.1,0.148981900452489,0.3,0.0175482415567132,0.0790322580645161,-0.2,0.1,0.05,-0.13798309178744,-0.133333333333333,0.10039937096245,-0.0761904761904762,-0.0460526315789474,0.0934697078831533,0.0942697078831533,0.087596273500824,0.108760683760684,-0.191726791726792,-0.0568863200010741,-0.230882352941176,-0.225,-0.24658768873403,-0.155769230769231,-0.180054320109115,0.196113659092495,-0.00497568322299269,-0.1,-0.0111111111111111,0.0454106280193237,0.0315644741731698,0,-0.0111111111111111,0.119890176810347,0.0454106280193237,0.0315644741731698,0.0512977143152864,0.0626379205008534,-0.0255238095238095
"ILK",0.102397424378556,0,0.165633591379003,0.203341991341991,0.203341991341991,0.203341991341991,0.259467718794835,0.222882352941176,0.0921981907517105,-0.0948717948717949,0.142543859649123,0.3,-0.133333333333333,0.0938375350140056,0.296078431372549,0.329411764705882,-0.05,-0.1,0.148981900452489,0.3,0.0175482415567132,0.0790322580645161,-0.2,0.1,0.05,-0.13798309178744,-0.133333333333333,0.10039937096245,-0.0761904761904762,-0.0460526315789474,0.0934697078831533,0.0942697078831533,0.087596273500824,0.108760683760684,-0.191726791726792,-0.0568863200010741,-0.230882352941176,-0.225,-0.24658768873403,-0.155769230769231,-0.180054320109115,0.196113659092495,-0.00497568322299269,-0.1,-0.0111111111111111,0.0454106280193237,0.0315644741731698,0,-0.0111111111111111,0.119890176810347,0.0454106280193237,0.0315644741731698,0.0512977143152864,0.0626379205008534,-0.0255238095238095
"AKT",0.104507977142376,0.0111111111111111,0.166318522885852,0.180054320109115,0.180054320109115,0.180054320109115,0.257957144776708,0.259467718794835,0.109919709739052,-0.108760683760684,0.165620782726046,0.329411764705882,-0.0948717948717949,0.0921981907517105,0.199108734402852,0.296078431372549,-0.05,-0.133333333333333,0.138422894241309,0.3,0.00727426895397351,0.0790322580645161,-0.3,0.1,0.0790322580645161,-0.148258781010497,-0.0761904761904762,0.112937597262144,-0.0938375350140056,-0.0275095852213315,0.107274421687867,0.0934697078831533,0.0868443938015759,0.103497525865947,-0.157049372371953,-0.0504692077016089,-0.222882352941176,-0.230882352941176,-0.248091448132526,-0.133547008547009,-0.182704922518753,0.195659113637949,-0.0267291985248951,0,0.0454106280193237,0.0315644741731698,0.0611734127206559,-0.0111111111111111,0.0454106280193237,0.115506894445413,0.0315644741731698,0.0626379205008534,0.0686823296999018,0.0512977143152864,-0.00422417053463986
"DSH",0.0977939679771026,0.025,0.182440614174049,0.223989644835065,0.223989644835065,0.223989644835065,0.275346159672777,0.279875776397516,0.126769865841073,-0.110068426197458,0.183992820429143,0.245,-0.0939393939393939,0.110980392156863,0.228045977011494,0.22,-0.0642857142857143,-0.127272727272727,0.135730935730936,0.22,0.0177412602250521,0.089076609664845,-0.2,0.1,0.0897759103641456,-0.150617667356798,-0.0933333333333333,0.129833720722332,-0.110980392156863,-0.0373581229531982,0.115535300253225,0.104591904026809,0.096999454446263,0.10454695380482,-0.173033988173599,-0.0605028178122691,-0.24463768115942,-0.253333333333333,-0.271363006638404,-0.108351810790835,-0.22875154959697,0.192011798091002,-0.0357830317616108,0,0.0328947368421053,0.0150375939849624,0.0470637377758121,-0.025,0.0328947368421053,0.106407333890415,0.0150375939849624,0.0488124284220485,0.0551004324927774,0.0359552855649056,-0.0209052550824703
