"","HEY1","SHH","Patched","NOTCH","ZEB1","TrCP","MEK","ERK","RKIP","cfos","TWIST1","SNAI1","AXIN2","CD44","GLI","miR200","Wnt","Frizzled","DSH","SOSGRB2","RAS","RAF","PI3K","DELTA","PAK1","TGF","TGFR","CDC42","FOXC2","SNAI2","GSK3","ZEB2","cateninmemb","STAT","LIV1","SRC","cMet","TCFLEF","cateninnuc","Ecadherin","Destcompl","KLF4","Csn","NFB","AKT","IKK","ILK","SUFU","FUS","Csl","SMAD","Jagged","EGR1","NOTCHic","SMO"
"SOSGRB2",-0.123674242424242,-0.0275508066205741,-0.0252252252252252,-0.112557864670541,0.0412781954887218,0,0.180847080847081,0.168725868725869,0.194956140350877,0.171428571428571,0.049768115942029,0.0832423596304193,-0.0626650165016502,-0.0660455486542443,-0.0616977225672878,0.0188297825374,-0.0428571428571429,-0.0428571428571429,0,0.134166666666667,0.0413515862668405,0.0451977401129944,0.0451977401129944,0.0451977401129944,-0.0142857142857143,-0.0297794404177383,-0.021978021978022,-0.0142857142857143,0.0259096459096459,-0.186428871313358,0.331308183790652,-0.0247368421052632,-0.132574392574393,0,0,0.0428571428571429,0.0472049689440994,0.0734139697068759,0.0812533578521914,-0.102120867738492,0.331615327252911,-0.0147368421052632,0,0.0333333333333333,0.0219298245614035,0.0385964912280702,0.0165591397849462,0,0.0333333333333333,0.109090909090909,0.0200556432814497,0.0446634782387678,-0.138095238095238,0.116783216783217,0.0333333333333333
"MEK",-0.168212437968536,-0.161440908603879,-0.154251366120219,-0.125250256637118,-0.017043702033659,-0.1,0.238112007825874,0.321445341159208,0.263261093911249,0.306551724137931,-0.0871553283317989,0.0178856186012114,-0.0482042168751029,-0.0497484971169182,-0.045011655011655,0.00406659521533923,-0.0387179487179487,-0.0233333333333333,-0.0333333333333333,0.255492063492064,0.118035298035298,0.113908313908314,0.113908313908314,0.113908313908314,-0.06,-0.0800361227784654,-0.0741967067200712,-0.0695238095238095,0.0761794951450124,-0.356167640711012,0.358358648784181,0.00161212452460659,-0.15525643085184,0.0333333333333333,0,0.0280701754385965,0.0434547908232119,0.0556009144197172,0.0608053753862599,-0.153749327266059,0.351253238455151,0.00339550454328073,0.142857142857143,0.155357142857143,0.161560351413293,0.146266233766234,0.157709278630045,0.133333333333333,0.153333333333333,0.129292929292929,0.153650238039639,0.161941640192496,-0.31,0.121600621600622,0.149333333333333
"ERK",-0.165823359470242,-0.160957816816439,-0.161440908603879,-0.129959397911356,-0.0137366154194858,-0.142857142857143,0.238947662421975,0.238112007825874,0.26743936689175,0.321445341159208,-0.0895131646702178,0.023441174156767,-0.0548708835417696,-0.0556009144197172,-0.0502748129063918,0.00431169325455492,-0.045011655011655,-0.0387179487179487,-0.0233333333333333,0.265200801356141,0.119905485054,0.118035298035298,0.118035298035298,0.118035298035298,-0.0695238095238095,-0.0830581008004434,-0.0800361227784654,-0.0741967067200712,0.0784017173672346,-0.352831301666828,0.366987168311883,0.00239952609940974,-0.15755633885552,0.0280701754385965,0.0333333333333333,0.0434547908232119,0.0497484971169182,0.0608053753862599,0.0653192642751488,-0.153783656136639,0.359257748038014,0.00262031074483111,0.155357142857143,0.146266233766234,0.160642920220632,0.161560351413293,0.153650238039639,0.153333333333333,0.149333333333333,0.121600621600622,0.153346286671858,0.163748869108159,-0.306551724137931,0.125250256637118,0.154251366120219
"SRC",-0.0238248924197286,-0.0491938997821351,-0.0403703703703704,0.0419047619047619,0.145739742437856,-0.1,0.285191538021727,0.275757575757576,0.135125448028674,0.275757575757576,-0.00622710622710623,-0.00615857110220544,-0.166075906328361,-0.119754098360656,-0.119754098360656,0.0210569462743376,-0.105,-0.125,-0.1,0.275714285714286,-0.0316224826487655,-0.0240467250730079,-0.0240467250730079,-0.0240467250730079,0.0444444444444444,0.0522150072150072,0.0503968253968254,0.0694444444444444,-0.0587021475256769,0.0344924578834997,0.0998268398268398,0.00277029050613956,0.102443496482562,0.2,0.2,0.125,0.105,0.119754098360656,0.124899512230902,0.212509902951079,0.0775051759834368,0.112532299741602,0.05,0.05,0.0576923076923077,0.0576923076923077,0.0405701754385965,-0.0333333333333333,0.0166666666666667,-0.055,0.036065670934092,0.0496106798400376,-0.266666666666667,-0.0311904761904762,0.0366666666666667
"RKIP",-0.164576074332172,-0.154251366120219,-0.149333333333333,-0.121600621600622,-0.021011956001913,-0.1,0.321445341159208,0.306551724137931,0.259313725490196,0.31,-0.0853238265002971,0.0153215160371089,-0.0400961087669948,-0.0434547908232119,-0.0387179487179487,4.1827413481646e-05,-0.0233333333333333,-0.0333333333333333,0,0.253269841269841,0.113908313908314,0.118181818181818,0.118181818181818,0.118181818181818,-0.0666666666666667,-0.0741967067200712,-0.0695238095238095,-0.06,0.0725758915414088,-0.359817275747508,0.34779353821907,0.00319942611190818,-0.152085699144523,0,0,0.0333333333333333,0.0280701754385965,0.0497484971169182,0.0556009144197172,-0.15429577535349,0.341211397450966,0.0131994261119082,0.1,0.142857142857143,0.146266233766234,0.155357142857143,0.154738981600342,0.1,0.133333333333333,0.111111111111111,0.157709278630045,0.157023607405611,-0.26,0.129292929292929,0.153333333333333
"RAF",-0.164576074332172,-0.154251366120219,-0.149333333333333,-0.121600621600622,-0.021011956001913,-0.1,0.321445341159208,0.306551724137931,0.259313725490196,0.31,-0.0853238265002971,0.0153215160371089,-0.0400961087669948,-0.0434547908232119,-0.0387179487179487,4.1827413481646e-05,-0.0233333333333333,-0.0333333333333333,0,0.253269841269841,0.113908313908314,0.118181818181818,0.118181818181818,0.118181818181818,-0.0666666666666667,-0.0741967067200712,-0.0695238095238095,-0.06,0.0725758915414088,-0.359817275747508,0.34779353821907,0.00319942611190818,-0.152085699144523,0,0,0.0333333333333333,0.0280701754385965,0.0497484971169182,0.0556009144197172,-0.15429577535349,0.341211397450966,0.0131994261119082,0.1,0.142857142857143,0.146266233766234,0.155357142857143,0.154738981600342,0.1,0.133333333333333,0.111111111111111,0.157709278630045,0.157023607405611,-0.26,0.129292929292929,0.153333333333333
"ZEB2",-0.2182675389127,-0.209407665505226,-0.209407665505226,-0.209267759562842,-0.204405428839631,-0.2,-0.194566717738485,-0.188469156762875,-0.186747181964573,-0.182017543859649,-0.178947480061842,-0.176172357685797,-0.139670238941887,-0.111296296296296,-0.1012454823464,-0.099528041224277,-0.0975757575757576,-0.0975757575757576,-0.0909090909090909,-0.0771062271062271,-0.0708403088702875,-0.0684848484848485,-0.0684848484848485,-0.0684848484848485,-0.012987012987013,-0.0129746444032158,-0.00821273964131107,-0.00753246753246753,0.0005998445998446,0.00173895988848315,0.00592460175632398,0.0280323849692985,0.0847947986128486,0.1,0.1,0.106666666666667,0.106666666666667,0.112704747000522,0.114263188558963,0.117290550472225,0.128424378222713,0.137765649376738,0.166666666666667,0.179166666666667,0.183735721703011,0.190277777777778,0.199175824175824,0.2,0.2,0.2,0.201614848566068,0.203829701813291,0.208333333333333,0.212,0.214285714285714
"HEY1",0.0261726508785332,0.12002688172043,0.1125,0.142710008385537,-0.0618988648090815,-0.1,0.0162831468107393,0.0255614973262032,-0.0768913626056483,0.0490909090909091,0.0547494553376906,-0.0959928771596481,0.24180352889576,0.147150815836952,0.146071355567087,-0.0336630036630037,0.121933424532604,0.119607843137255,0.0666666666666667,-0.179130931961121,0.0149924585218703,0.012051282051282,0.012051282051282,0.012051282051282,0.113636363636364,0.134026607538803,0.129636363636364,0.101636363636364,-0.137031435549282,-0.199143816604352,-0.275295634255758,0.038343653250774,-0.0279063574185525,-0.0666666666666667,-0.1,-0.119607843137255,-0.121933424532604,-0.15818760513461,-0.172508900277823,-0.242875299618933,-0.300782065160148,0.0111111111111111,0,0.06,0.0393650793650794,0.0171428571428571,-0.012,0,-0.1,-0.129090909090909,-0.00185507246376811,-0.128808323111172,-0.04,-0.139617224880383,-0.1
"cateninmemb",0.0174478186637681,0.125538692744052,0.12002688172043,0.148286216563976,-0.0704296704962853,0,0.00177334288917067,0.0162831468107393,-0.0899999768378581,0.0255614973262032,0.0553081145555677,-0.104537180957116,0.256855075287512,0.15818760513461,0.15740468890042,-0.0375736181881433,0.146071355567087,0.121933424532604,0.119607843137255,-0.198867774066384,0.00856787751628369,0.0149924585218703,0.0149924585218703,0.0149924585218703,0.101636363636364,0.147227330866108,0.134026607538803,0.129636363636364,-0.147328918386811,-0.208716363262991,-0.294942433372755,0.0426090560943759,0.0959968932229746,-0.119607843137255,-0.0666666666666667,-0.121933424532604,-0.147150815836952,-0.172508900277823,-0.182126080483239,0.118783457529914,-0.31886221427478,0.0187060478199719,0.06,0.0171428571428571,0.0224819624819625,0.0393650793650794,-0.00185507246376811,-0.1,-0.1,-0.139617224880383,-0.0025814647155841,-0.133156149198128,-0.0490909090909091,-0.142710008385537,-0.1125
"miR200",-0.0015819209039548,0.0154324894514768,0.0154324894514768,0.00853914447134786,0.0417069892473118,0,-0.00184910327767471,-0.00116883116883117,-0.00782938942448145,-0.00571428571428572,0.0742826090065354,-0.00886668886668887,0.0812519076267232,0.022140542325767,0.0225624516328742,-0.0702122468177676,0.0258591549295775,0.016,0.02,-0.0194197292069632,0.0535396869479573,0.0582778415614237,0.0582778415614237,0.0582778415614237,0.00833333333333333,0.0205941191180148,0.0165243516761543,0.0181372549019608,-0.014585360439019,-0.0879785267041593,-0.0216616174450465,0.0484587813620072,-0.00689146615293778,-0.02,0,-0.0156521739130435,-0.0255113288426209,-0.0249183201035448,-0.026130441315666,-0.00126940779275778,-0.0958220128128323,0.0476190476190476,0.02,0.00421052631578948,0.00712157752872748,0.012781954887218,0.00249098656178302,-0.02,-0.0075,-0.00226600985221675,0.000296629195011862,0.00459293534723887,-0.0142857142857143,-0.00571428571428572,-0.0141666666666667
"DELTA",-0.0166666666666667,-0.0801282051282051,-0.0416666666666667,0.0742857142857143,-0.224154589371981,0,-0.193333333333333,-0.26,-0.174358974358974,-0.2,-0.088,-0.2,0.134285714285714,0.103076923076923,0.103076923076923,-0.0472727272727273,0.08,0.1,0,-0.2,0.06,0.06,0.06,0.06,0,0.107111111111111,0.111111111111111,0.1,-0.0857142857142857,-0.235319255907491,-0.164367816091954,0.0536231884057971,-0.0904993597951344,0,0,-0.1,-0.08,-0.112167832167832,-0.126453546453546,-0.161859649122807,-0.171907335907336,0.0666666666666667,0,0.1,0.1,0.0666666666666667,0.116666666666667,0,0.1,0,0.0928571428571429,0.0538528138528139,0.1,-0.06,0.0666666666666667
"SMAD",-0.246279511450999,-0.175425235610427,-0.172079510703364,-0.1964039408867,-0.241913363197455,-0.15,-0.260141340280125,-0.26975672489551,-0.189078386580354,-0.251152073732719,-0.139978238734318,-0.177247543227382,0.0295574602971214,0.0314302690773279,0.0463058124928628,-0.0480099210871948,0.0412698412698413,0.0412698412698413,0.019047619047619,-0.180301685891748,-0.0905286874888691,-0.0915155295941322,-0.0915155295941322,-0.0915155295941322,0.0714285714285714,0.0769813387211918,0.0733956813506739,0.0728370221327968,-0.0630724842467767,-0.171274476786761,-0.211997743275939,0.0640001850034936,-0.0015182092716048,-0.00571428571428572,-0.02,-0.0279365079365079,-0.0259757236227824,-0.0345510289145057,-0.0376918597149109,-0.0291385375776981,-0.100800619292153,0.0611621003139023,0.161111111111111,0.184920634920635,0.168763772175537,0.159430438842204,0.205461570393077,0.166666666666667,0.191666666666667,0.211428571428571,0.100223475154982,0.179929479123028,0.228571428571429,0.198784893267652,0.176666666666667
"PI3K",-0.0941613695220798,-0.0207264957264957,-0.0346153846153846,-0.0813895781637717,-0.264794456075434,0,-0.248036919685907,-0.220168067226891,-0.291273432449903,-0.214285714285714,-0.0425448868071819,-0.27414653784219,0.339809523809524,0.312679301374954,0.312679301374954,-0.0930629959318484,0.277294685990338,0.255555555555556,0.2,-0.278846153846154,-0.180211587499259,-0.177471861471861,-0.177471861471861,-0.177471861471861,0.125,0.186842180774749,0.174647058823529,0.142647058823529,-0.157781649245064,-0.303672227362737,-0.476394901394901,0.0655401106837399,0.0476205321976901,-0.2,-0.1,-0.255555555555556,-0.277294685990338,-0.330193425668739,-0.350605796802759,-0.181299741842454,-0.564083022183176,0.0572368421052632,0.0333333333333333,0.0333333333333333,0.0484162895927602,0.0509803921568627,0.0823449379751901,0.1,0.05,0.1,0.0863449379751901,-0.0770175438596491,0.2,0.0846153846153846,0.05
"ILK",-0.0941613695220798,-0.0207264957264957,-0.0346153846153846,-0.0813895781637717,-0.264794456075434,0,-0.248036919685907,-0.220168067226891,-0.291273432449903,-0.214285714285714,-0.0425448868071819,-0.27414653784219,0.339809523809524,0.312679301374954,0.312679301374954,-0.0930629959318484,0.277294685990338,0.255555555555556,0.2,-0.278846153846154,-0.180211587499259,-0.177471861471861,-0.177471861471861,-0.177471861471861,0.125,0.186842180774749,0.174647058823529,0.142647058823529,-0.157781649245064,-0.303672227362737,-0.476394901394901,0.0655401106837399,0.0476205321976901,-0.2,-0.1,-0.255555555555556,-0.277294685990338,-0.330193425668739,-0.350605796802759,-0.181299741842454,-0.564083022183176,0.0572368421052632,0.0333333333333333,0.0333333333333333,0.0484162895927602,0.0509803921568627,0.0823449379751901,0.1,0.05,0.1,0.0863449379751901,-0.0770175438596491,0.2,0.0846153846153846,0.05
"Patched",-0.0435897435897436,-0.015,-0.04,0.193939393939394,-0.25,0,-0.113846153846154,-0.06,-0.2,0,0.0435185185185185,-0.239247311827957,0.425974025974026,0.296666666666667,0.2,-0.104761904761905,0.15,0.1,0,-0.05,-0.0139423076923077,-0.00769230769230769,-0.00769230769230769,-0.00769230769230769,0.0333333333333333,0.121666666666667,0.113333333333333,0.0333333333333333,-0.175,-0.377256704980843,-0.408424908424908,0.0666666666666667,0.162025089605735,-0.1,-0.1,-0.2,-0.25,-0.324444444444444,-0.356483279395901,-0.0751240560949299,-0.501378621378621,0.0555555555555556,0,0.1,0.135714285714286,0.15,0.05,0,-0.1,-0.2,0.1,-0.156190476190476,0.1,-0.166666666666667,0
"AKT",-0.094913249221328,-0.0112528115159694,-0.0207264957264957,-0.0691944562125522,-0.273698565664475,-0.0333333333333333,-0.267024261458059,-0.248036919685907,-0.304316910710773,-0.220168067226891,-0.0391809724340932,-0.289434758393568,0.363997249441293,0.330193425668739,0.331115055564898,-0.0968063114398698,0.312679301374954,0.277294685990338,0.255555555555556,-0.303290598290598,-0.190573033282391,-0.180211587499259,-0.180211587499259,-0.180211587499259,0.142647058823529,0.203458494974145,0.186842180774749,0.174647058823529,-0.169811724433034,-0.317843081634094,-0.506636836878772,0.0703346312316851,0.055673539333266,-0.255555555555556,-0.2,-0.277294685990338,-0.312679301374954,-0.350605796802759,-0.36537502757199,-0.184027014569727,-0.594107836078958,0.0615103463787674,0.0333333333333333,0.0509803921568627,-0.064715023538553,0.0484162895927602,0.0863449379751901,0.05,0.05,0.0846153846153846,0.0873550389852911,-0.0856268153828279,0.214285714285714,0.0813895781637717,0.0346153846153846
"cfos",-0.0967266366816592,-0.0609432781475792,-0.0695852534562212,-0.0456410256410256,-0.22982435912218,-0.1,-0.255858511422255,-0.230434782608696,-0.204219114219114,-0.2,-0.120987012987013,-0.200874568469505,0.149573070607553,0.123923923923924,0.126413255360624,-0.0511756217638571,0.118518518518519,0.1,0.1,-0.206944444444444,0.0574432754131463,0.064760348583878,0.064760348583878,0.064760348583878,0.0857142857142857,0.102686529157117,0.104201680672269,0.0904761904761905,-0.0829555236728838,-0.243355452333555,-0.197169913419913,0.0714401014643146,-0.092985864340128,-0.1,-0.1,-0.1,-0.118518518518519,-0.12986451798333,-0.136160814279626,-0.147100883484382,-0.190157672882067,0.0723809523809524,0.0666666666666667,0.0916666666666667,0.0831140350877193,0.104166666666667,0.0891534391534392,0.0666666666666667,0.0523809523809524,0.0333333333333333,0.102056664959891,0.0467013888888889,0.16,0.0564102564102564,0.0857142857142857
"TrCP",-0.107020754328718,-0.0659432781475792,-0.0609432781475792,-0.0401465201465201,-0.234647510247582,-0.0666666666666667,-0.247858511422255,-0.255858511422255,-0.213611379412484,-0.230434782608696,-0.120987012987013,-0.207795809519625,0.156491309601264,0.12986451798333,0.13177910901916,-0.0532060786166489,0.126413255360624,0.118518518518519,0.1,-0.225756325632563,0.055170548140419,0.0574432754131463,0.0574432754131463,0.0574432754131463,0.0904761904761905,0.109243906206298,0.102686529157117,0.104201680672269,-0.0891624202246079,-0.247333752514386,-0.207715367965368,0.0730478185061152,-0.0907880621423258,-0.1,-0.1,-0.118518518518519,-0.123923923923924,-0.136160814279626,-0.141264262555488,-0.147862129159122,-0.199330605212894,0.0691022638563622,0.0916666666666667,0.104166666666667,0.0849658869395712,0.0831140350877193,0.102056664959891,0.0523809523809524,0.0857142857142857,0.0564102564102564,0.095605052056665,0.0479283827539196,0.2,0.0456410256410256,0.0695852534562212
"SHH",-0.0666666666666667,-0.04,0,0.166666666666667,-0.225,0,-0.06,0,-0.2,-0.1,0.025,-0.216666666666667,0.371428571428571,0.25,0.15,-0.0833333333333333,0.1,0,0,-0.05,-0.00769230769230769,0,0,0,0,0.113333333333333,0.0333333333333333,0.0333333333333333,-0.175,-0.346590038314176,-0.351282051282051,0.075,0.153691756272401,-0.1,0,-0.1,-0.2,-0.296666666666667,-0.324444444444444,-0.0644444444444444,-0.447532467532468,0,0,0,0.15,0.1,0.0666666666666667,0,0,-0.1,0.05,-0.122857142857143,0,-0.2,-0.1
"NOTCH",-0.0036231884057971,-0.0565987933634992,-0.0801282051282051,-0.0418433179723502,-0.231561996779388,0,-0.229047619047619,-0.193333333333333,-0.212290008841733,-0.26,-0.099864406779661,-0.198461538461538,0.147493261455526,0.112167832167832,0.112167832167832,-0.0501298701298701,0.103076923076923,0.08,0.1,-0.215789473684211,0.0556521739130435,0.06,0.06,0.06,0.1,0.129691756272401,0.107111111111111,0.111111111111111,-0.108163265306122,-0.242197562785798,-0.189367816091954,0.0758454106280193,-0.0826459566537732,-0.1,0,-0.08,-0.103076923076923,-0.126453546453546,-0.131759668902526,-0.16508545557442,-0.191533504131635,0.0536231884057971,0.1,0.0666666666666667,0.1,0.1,0.0928571428571429,0.1,0.0666666666666667,-0.06,0.0861904761904762,0.0390379990379991,0.2,-0.0742857142857143,0.0416666666666667
"CD44",0.115789473684211,0.0990909090909091,0.09,0.101503759398496,-0.123809523809524,0,-0.36,-0.34,-0.256296296296296,-0.3,-0.0697435897435898,-0.0947368421052632,0.15,0.133333333333333,0.133333333333333,-0.0888010540184453,0.1,0.1,0,-0.3,0.00285714285714286,0,0,0,0.0666666666666667,0.0730555555555556,0.0841666666666667,0.0466666666666667,-0.0675,0.183825063825064,-0.230357142857143,0.0761904761904762,-0.0614652014652015,-0.1,-0.1,-0.2,-0.2,-0.126356589147287,-0.143279666070364,-0.108626099229183,-0.2268525592055,-0.0142857142857143,-0.1,-0.1,-0.0866666666666667,-0.0666666666666667,-0.0944444444444444,-0.1,-0.1,-0.1,-0.0801587301587302,-0.124289044289044,0.3,-0.0857142857142857,-0.05
"Wnt",-0.125128205128205,-0.0456709956709957,-0.0409090909090909,-0.0904761904761905,-0.301386896221903,0.1,-0.265882352941176,-0.26,-0.333333333333333,-0.2,-0.0855882352941176,-0.354244306418219,0.31030303030303,0.286842105263158,0.286842105263158,-0.108181818181818,0.25,0.3,0.2,-0.315151515151515,-0.21514012303486,-0.201503759398496,-0.201503759398496,-0.201503759398496,0.1,0.203768115942029,0.173333333333333,0.166666666666667,-0.178623481781377,-0.296637931034483,-0.572257053291536,0.0896700143472023,0.0652542372881356,-0.1,0,-0.2,-0.25,-0.326127819548872,-0.35063113080715,-0.164813982241205,-0.585309547159825,0.0823529411764706,-0.1,-0.0666666666666667,-0.0741666666666667,-0.0866666666666667,0.116239316239316,0,0.1,0.15,0.0999602464718744,-0.0505637254901961,0.1,0.107142857142857,0.05
"Frizzled",-0.114489907255865,-0.0230903505097053,-0.0456709956709957,-0.092436974789916,-0.314258183350616,0.1,-0.302919389978213,-0.265882352941176,-0.369047619047619,-0.26,-0.078921568627451,-0.368530020703934,0.352163495419309,0.326127819548872,0.326127819548872,-0.115994318181818,0.286842105263158,0.25,0.3,-0.348484848484849,-0.219077130908876,-0.21514012303486,-0.21514012303486,-0.21514012303486,0.166666666666667,0.225672877846791,0.203768115942029,0.173333333333333,-0.197228132944167,-0.314619003589688,-0.622560083594566,0.104521499495717,0.0763653483992467,-0.2,-0.1,-0.25,-0.286842105263158,-0.35063113080715,-0.373012083188103,-0.17017528760251,-0.627484613472822,0.0871148459383753,-0.0666666666666667,-0.0866666666666667,-0.0679166666666667,-0.0741666666666667,0.0999602464718744,0.1,0.05,0.107142857142857,0.102763984789631,-0.0798566547831254,0.2,0.0904761904761905,0.0409090909090909
"DSH",-0.114489907255865,-0.0114339087919139,-0.0230903505097053,-0.0763530587059999,-0.32528180539786,0.0666666666666667,-0.330738938850394,-0.302919389978213,-0.382334332334332,-0.265882352941176,-0.0718293700458907,-0.386211180124224,0.382965183183022,0.35063113080715,0.351618015627304,-0.122091879157428,0.326127819548872,0.286842105263158,0.25,-0.375314116777531,-0.230001500656775,-0.219077130908876,-0.219077130908876,-0.219077130908876,0.173333333333333,0.242049184467,0.225672877846791,0.203768115942029,-0.208050643766678,-0.331266267850456,-0.660379109116608,0.10767110579493,0.0847281281401183,-0.25,-0.2,-0.286842105263158,-0.326127819548872,-0.373012083188103,-0.392157230115974,-0.17359934379215,-0.662980796678929,0.0997362051616763,-0.0866666666666667,-0.0741666666666667,-0.0828591954022989,-0.0679166666666667,0.102763984789631,0.05,0.0409090909090909,0.0904761904761905,0.10766964516699,-0.0930349493567688,0.26,0.092436974789916,0.0456709956709957
"RAS",-0.144466403162055,-0.208802259887006,-0.220666666666667,-0.0390764647467726,-0.200073637702504,-0.1,0.0649329205366357,0.0747368421052632,-0.0797672955974843,0.08,-0.138974358974359,-0.257099311701082,0.215204216073781,0.190050062578223,0.191911764705882,-0.121046153846154,0.179411764705882,0.15,0.1,0.0826839826839827,-0.144615384615385,-0.0407692307692308,-0.0407692307692308,-0.0407692307692308,0.1,0.130518345952242,0.117647058823529,0.1,-0.111746031746032,-0.432786449008889,-0.145374677002584,0.127378497790869,-0.044054122951074,-0.1,0,-0.15,-0.179411764705882,-0.203896216424377,-0.210978369398881,-0.182617872796901,-0.242352226654552,0.124285714285714,0.1,0.133333333333333,0.177777777777778,0.166666666666667,0.236796536796537,0.1,0.2,0.05,0.240878169449598,0.126871673565937,-0.08,0.0447368421052632,0.216666666666667
"AXIN2",-0.171617444741177,0.182776376628836,0.16474358974359,0.0738267967215336,-0.393747669917181,0.133333333333333,-0.354015704707482,-0.318153635741965,-0.473347315766671,-0.27609756097561,0.0655301723793948,-0.492048325749453,0.891120173974302,0.563921225873748,0.563454983784983,-0.22232048726537,0.515656241646618,0.458759689922481,0.386666666666667,-0.361450692053778,-0.258962082009926,-0.247938459962681,-0.247938459962681,-0.247938459962681,0.26625,0.377321087443061,0.34662801813613,0.30945987654321,-0.322938724039427,-0.524359663724588,-0.795076062508557,0.22817199379524,0.382591675284523,-0.386666666666667,-0.3,-0.458759689922481,-0.515656241646618,-0.603663312626386,-0.636823710378223,-0.117811490629182,-0.885862950251937,0.203972422460706,-0.144444444444444,-0.148792270531401,-0.158260869565217,-0.156038647342995,0.175730388773867,-0.1,-0.123076923076923,-0.0424561403508772,0.180095468138946,-0.393247516290995,0.22,-0.0603132832080201,-0.146886446886447
