"","SUFU","SNAI2","cMet","SRC","FUS","cateninmemb","LIV1","ZEB2","ZEB1","RKIP","RAS","RAF","PI3K","DELTA","cfos","MEK","ERK","GSK3","Jagged","EGR1","Csl","NOTCHic","NOTCH","SNAI1","HEY1","NFB","SMAD","IKK","ILK","Ecadherin","KLF4","CD44","AKT","cateninnuc","TWIST1","GLI","TCFLEF","Frizzled","SMO","miR200","SOSGRB2","SHH","Patched","TGFR","Wnt","STAT","TGF","DSH","CDC42","AXIN2","TrCP","PAK1","Destcompl","FOXC2","Csn"
"cateninmemb",-0.1,-0.175662869888917,-0.0526695612522056,-0.0396260829913361,-0.0666666666666667,0.0942685295819531,-0.0333333333333333,-0.00166118879579769,-0.00166118879579769,0.0128634429597511,0.137227853754308,0.141417797888386,0.141417797888386,0.141417797888386,0.141390374331551,0.126722899094033,0.13417387948619,0.0757969160582678,-0.0406032390503313,-0.147272727272727,-0.166698564593301,-0.151234647067528,-0.1538368775508,-0.00713005889430556,0.0123096169523331,0.155238095238095,-0.0107623960416886,0.158941798941799,-0.0071304347826087,-0.257484319578104,0.0133614627285513,0.0396260829913361,0.148552188552189,0.041121758056713,0.0204913523447865,0.0400858531062786,0.0452300680473759,0.0396260829913361,0.0916666666666667,0.00294575071111384,-0.0672489542896693,0.0743861654389975,0.071236559139785,-0.00329933481152993,0.0534191864396119,0.0745098039215686,-0.00601181220755163,0.0745098039215686,0.00109090909090909,0.156083288739907,0.1,0.00509090909090909,0.0877218703413534,0.0826614470542507,0.16
"KLF4",0,-0.175000618233288,-0.0396260829913361,-0.0745098039215686,-0.1,-0.0184976800525581,-0.1,0.00165634674922601,0.00165634674922601,0.0117398474541332,0.141417797888386,0.144358974358974,0.144358974358974,0.144358974358974,0.147272727272727,0.13417387948619,0.141390374331551,0.0771214193695261,-0.0476970605606288,-0.12,-0.150909090909091,-0.166698564593301,-0.151234647067528,-0.00238322345126759,0.0183498854087089,0.16,-0.0071304347826087,0.155238095238095,-0.00133333333333333,0.0671008603520211,0.0222222222222222,0.0526695612522056,0.158941798941799,0.0452300680473759,0.0281263616557734,0.0534191864396119,0.0396260829913361,0.0745098039215686,0.0666666666666667,0.00201465201465202,-0.0738279016580903,0.071236559139785,0.0916666666666667,0.00109090909090909,0.0396260829913361,0.0333333333333333,-0.00329933481152993,0.0333333333333333,0.00509090909090909,0.162887412451247,0.1,0.00909090909090909,0.0865103139573832,0.0824326141023056,0.1
"HEY1",0,-0.175000618233288,-0.0396260829913361,-0.0745098039215686,-0.1,-0.0184976800525581,-0.1,0.00165634674922601,0.00165634674922601,0.0117398474541332,0.141417797888386,0.144358974358974,0.144358974358974,0.144358974358974,0.147272727272727,0.13417387948619,0.141390374331551,0.0771214193695261,-0.0476970605606288,-0.12,-0.150909090909091,-0.166698564593301,-0.151234647067528,-0.00238322345126759,0.0183498854087089,0.16,-0.0071304347826087,0.155238095238095,-0.00133333333333333,0.0671008603520211,0.0222222222222222,0.0526695612522056,0.158941798941799,0.0452300680473759,0.0281263616557734,0.0534191864396119,0.0396260829913361,0.0745098039215686,0.0666666666666667,0.00201465201465202,-0.0738279016580903,0.071236559139785,0.0916666666666667,0.00109090909090909,0.0396260829913361,0.0333333333333333,-0.00329933481152993,0.0333333333333333,0.00509090909090909,0.162887412451247,0.1,0.00909090909090909,0.0865103139573832,0.0824326141023056,0.1
"FOXC2",0,-0.175000618233288,-0.0396260829913361,-0.0745098039215686,-0.1,-0.0184976800525581,-0.1,0.00165634674922601,0.00165634674922601,0.0117398474541332,0.141417797888386,0.144358974358974,0.144358974358974,0.144358974358974,0.147272727272727,0.13417387948619,0.141390374331551,0.0771214193695261,-0.0476970605606288,-0.12,-0.150909090909091,-0.166698564593301,-0.151234647067528,-0.00238322345126759,0.0183498854087089,0.16,-0.0071304347826087,0.155238095238095,-0.00133333333333333,0.0671008603520211,0.0222222222222222,0.0526695612522056,0.158941798941799,0.0452300680473759,0.0281263616557734,0.0534191864396119,0.0396260829913361,0.0745098039215686,0.0666666666666667,0.00201465201465202,-0.0738279016580903,0.071236559139785,0.0916666666666667,0.00109090909090909,0.0396260829913361,0.0333333333333333,-0.00329933481152993,0.0333333333333333,0.00509090909090909,0.162887412451247,0.1,0.00909090909090909,0.0865103139573832,0.0824326141023056,0.1
"SNAI2",-0.1,0.121163100380004,-0.159661605999634,-0.172337662337662,-0.16,-0.10319421073105,-0.16,0.00455884203901825,0.00455884203901825,0.0108589743589744,0.194356179352465,0.198009147388995,0.198009147388995,0.198009147388995,0.162745098039216,0.165924748277689,0.168627450980392,0.129239602372549,-0.161188530040521,-0.133333333333333,-0.199122807017544,-0.214912280701754,-0.21101617680565,-0.00365675414480606,0.0238848704038577,0.183333333333333,-0.00472660524550814,0.19367816091954,0.000536552649228705,0.265066908048137,0.025,0.162887412451247,0.199702257305082,0.15701496575854,0.144768237537856,0.163404921507656,0.156083288739907,0.172337662337662,0.154117647058824,-0.00164824987952106,-0.10605138607167,0.159952657119186,0.168403361344538,0.00331825037707391,0.159661605999634,0.150909090909091,-0.000408457697460255,0.150909090909091,0.00588235294117647,0.220245427398283,0.1,0.00588235294117647,0.138526865122683,0.125111779534033,0.133333333333333
"GSK3",-0.0363636363636364,0.0756037587657238,0.194809042473734,0.19812030075188,-0.0411255411255411,-0.105503672125624,0.2,0.15535178358446,0.15535178358446,0.00880549275286117,-0.182797824701971,-0.189520513777602,-0.189520513777602,-0.189520513777602,-0.111633986928105,-0.0904617381242768,-0.106370829033368,-0.253390887193932,0.125470132264158,0.0894117647058823,0.0890756302521008,0.0911735323500029,0.0826021037785744,0.0137252636140402,0.0842496400646875,0.0320833333333333,0.0915972108326993,0.0355316091954023,0.0815522333214549,0.0308567250263088,0.144515083139904,-0.188142375807067,0.0363863100501032,-0.188231423002081,-0.0210817462899291,-0.186941363768281,-0.188231423002081,-0.19812030075188,0.0475771540287669,-0.0698650803527512,0.148565289881229,0.0415772127366074,0.0420556816361289,0.0868131091248801,-0.193545137353187,-0.205263157894737,0.0924541347659057,-0.205263157894737,0.0787991718426501,-0.233473524914482,0.113333333333333,0.0892753623188406,-0.234101880705117,0.0571238553368296,0.0508333333333333
"NFB",0.04,-0.17547113198771,0.174700854700855,0.154700854700855,0.02,0.0514718318871983,0.1,0.156182698124622,0.156182698124622,0.00363598150483396,-0.0992465015735718,-0.107206700578547,-0.107206700578547,-0.107206700578547,-0.078,-0.103882352941176,-0.098,-0.12710407239819,0.0886097644845698,0.05,0.016017316017316,0.0112554112554113,0.0248037983521855,0.0160893451225983,0.00594500958278048,0.0142857142857143,0.000453769819361119,-0.0370656370656371,0.00602997799779978,-0.131404350270783,0.159615384615385,-0.160576560915544,-0.0415100815100815,-0.158188871662628,0.0394771241830065,-0.161217708633439,-0.165639852054784,-0.154700854700855,-0.0755555555555556,-0.0674637849562321,0.23484962406015,-0.0629672713843881,-0.0617624521072797,0.247345454545455,-0.174700854700855,-0.177777777777778,0.242282163406214,-0.177777777777778,0.254545454545455,-0.192882472137791,0.1,0.25,-0.223554747707683,0.171130197823425,0.114285714285714
"IKK",0.1,-0.180349180768198,0.154700854700855,0.177777777777778,0.04,0.0583356122462268,0.1,0.161929824561404,0.161929824561404,0.00491803278688525,-0.107206700578547,-0.101572897761645,-0.101572897761645,-0.101572897761645,-0.05,-0.098,-0.078,-0.137692307692308,0.0936457357075914,-0.05,-0.0363636363636364,0.016017316017316,0.0112554112554113,0.00266468758835171,0.00237358101135191,0.114285714285714,0.00602997799779978,0.0142857142857143,-0.00486111111111111,-0.130441268408825,0.169230769230769,-0.174700854700855,-0.0370656370656371,-0.165639852054784,0.0328104575163399,-0.174700854700855,-0.160576560915544,-0.177777777777778,-0.02,-0.068974358974359,0.246428571428571,-0.0617624521072797,-0.0755555555555556,0.254545454545455,-0.154700854700855,-0.1,0.247345454545455,-0.1,0.25,-0.196428571428571,0.2,0.25,-0.224053086578115,0.182683982683983,0.1
"RKIP",-0.1,0.212371626741272,0.0175438596491228,0.0333333333333333,-0.133333333333333,-0.139013803719686,0,0.169913916786227,0.169913916786227,-0.0267507002801121,-0.118672993672994,-0.131493506493506,-0.131493506493506,-0.131493506493506,-0.06,-0.123389581804842,-0.12551724137931,-0.111032308904649,0.136165009297437,-0.04,0.0333333333333333,0.0878787878787879,0.0801864801864802,0.059419878185344,0.135540069686411,0.214285714285714,0.144124649948949,0.201785714285714,0.139174154899444,0.169187860999648,0.179913916786227,-0.013697705802969,0.162391774891775,-0.00397155409208442,0.154928698752228,-0.00948717948717948,-0.00320819531345847,-0.0333333333333333,0.173333333333333,-0.0899830372932611,0.146666666666667,0.138972677595628,0.137333333333333,0.18,-0.0133333333333333,0,0.171588785046729,0,0.18,-0.0174988279418659,0.2,0.2,-0.152760477013105,0.16562039493074,0.2
"Csn",-0.114285714285714,-0.00491547261354097,0.182834787425564,0.19367816091954,-0.0587301587301587,-0.0533943206396641,0.2,0.193965260545906,0.193965260545906,-0.00845171649208655,-0.199021727291146,-0.208810594853526,-0.208810594853526,-0.208810594853526,-0.0739393939393939,-0.0965313852813853,-0.0986147186147186,-0.172995507855512,0.133203012465781,0.0466666666666667,0.0580808080808081,0.0801587301587302,0.0830433455433455,0.0465873944665545,0.109078073089701,0.101666666666667,0.109201671084215,0.0933333333333333,0.113057712215321,0.0129872613656781,0.1823313940961,-0.18239034298112,0.0973333333333333,-0.175494271301882,0.00450210378681627,-0.180651381312027,-0.174351757772117,-0.19367816091954,0.0799422799422799,-0.0932689824974383,0.184598178254353,0.0825511288758248,0.08746916166271,0.116507497477647,-0.182834787425564,-0.183333333333333,0.124860719434687,-0.183333333333333,0.126763907734057,-0.21906968051621,0.26,0.143181818181818,-0.240224003532112,0.101319843990793,0.16
"SUFU",-0.0933333333333333,-0.371925953766639,-0.160409924487594,-0.155555555555556,-0.0683333333333333,0.220432391092759,-0.15,0.207657836188834,0.207657836188834,-0.0835804287350679,0.226508221232768,0.230938600979603,0.230938600979603,0.230938600979603,0.136783216783217,0.110605667260106,0.119541837472872,0.163978855881441,-0.0773905356372517,-0.127692307692308,-0.244242424242424,-0.226060606060606,-0.222886002886003,0.108346710191509,0.0762883353768634,0.188857142857143,0.0534602063030879,0.192703296703297,0.0606195596518177,-0.178357308716452,0.222092699846209,0.149131728998873,0.185320746367726,0.1492372277201,0.137026673548221,0.0422107838464716,0.152664337694525,0.0472222222222222,0.0905555555555556,-0.102111917699699,0.144031407189302,0.0772175422175422,0.0814646464646465,0.245047920260686,0.052991452991453,0.183333333333333,0.242483817696584,0.075,0.253558558558559,0.328491438760075,0.15,0.261666666666667,0.170924716587771,0.227709488275322,0.192857142857143
"Destcompl",-0.255555555555556,-0.340927804426877,-0.234950167622423,-0.236442704935856,-0.245210727969349,0.305925286350968,-0.238888888888889,0.210304722258931,0.210304722258931,-0.161275082310941,0.254940193894778,0.256667038478765,0.256667038478765,0.256667038478765,0.213939393939394,0.190995491331661,0.200278191753602,0.210434638265678,-0.172234824654573,-0.22,-0.221057579318449,-0.213448883666275,-0.208438863626195,0.193577747103595,0.162642998027613,0.305175983436853,0.137932330827068,0.298869677130547,0.144365079365079,-0.191671871581066,0.223602794253043,0.230845690010483,0.292829408674171,0.230851697568829,0.218331481460905,0.231927559543765,0.231667607818702,0.236442704935856,0.248067870826491,-0.130294175053356,0.0688215676934397,0.240641607309389,0.245477197251362,0.165780214082003,0.235452605925955,0.246031746031746,0.162528982554909,0.246031746031746,0.174201266713582,0.29182784970123,0.266666666666667,0.180408163265306,0.139371888581518,0.240341801238108,0.309523809523809
"FUS",0.0666666666666667,-0.372387390813442,-0.155555555555556,-0.183333333333333,-0.0933333333333333,0.218113155076388,-0.2,0.211039478700912,0.211039478700912,-0.0864375715922108,0.230938600979603,0.237488819320215,0.237488819320215,0.237488819320215,0.127692307692308,0.119541837472872,0.136783216783217,0.166292480560104,-0.0804784216229999,-0.12,-0.224242424242424,-0.244242424242424,-0.226060606060606,0.113627800481118,0.0871317088708393,0.192857142857143,0.0606195596518177,0.188857142857143,0.0715873015873016,-0.180211067727781,0.233469945355191,0.160409924487594,0.192703296703297,0.152664337694525,0.14341842612554,0.052991452991453,0.149131728998873,0.075,0.0683333333333333,-0.102855412123491,0.139136302294197,0.0814646464646465,0.0905555555555556,0.253558558558559,0.0472222222222222,0.15,0.245047920260686,0.05,0.261666666666667,0.335283007846726,0.1,0.253333333333333,0.170233594844018,0.229446460980036,0.15
"SOSGRB2",-0.2,0.249472781789153,0.0385093167701863,0.0428571428571429,-0.233333333333333,-0.151106821106821,0,0.226165413533835,0.226165413533835,-0.189766081871345,-0.0275315080399826,-0.0288135593220339,-0.0288135593220339,-0.0288135593220339,-0.00317460317460317,-0.0889239889239889,-0.0707421707421707,0.0305990098416466,0.271517440333472,0.0142857142857143,0.109090909090909,0.170629370629371,0.180488525558948,0.208153518123667,0.175662878787879,0.233333333333333,0.278545755319949,0.228070175438596,0.283440860215054,0.173164386487229,0.234736842105263,-0.0399585921325052,0.203070175438596,-0.0284762533984808,0.143420289855072,-0.0359730848861284,-0.0294322763430315,-0.0428571428571429,0.283333333333333,-0.136302788920003,0.123611111111111,0.26981981981982,0.26981981981982,0.239010989010989,-0.0345238095238095,0,0.231209570571273,0,0.242857142857143,-0.0425536303630363,0.1,0.242857142857143,-0.204155911202891,0.224053724053724,0.2
"SMAD",-0.208333333333333,-0.213326817407616,-0.0398412698412698,-0.0398412698412698,-0.233333333333333,-0.0168835791418923,-0.02,0.250137280790952,0.250137280790952,-0.160049773838129,-0.114885103041446,-0.116529839883552,-0.116529839883552,-0.116529839883552,-0.0382488479262673,-0.0216567191248362,-0.0312721037402208,-0.0694033966590357,0.194282781734395,0.0285714285714286,0.221904761904762,0.223054187192118,0.219085933223864,0.176065550041356,0.192947289374699,0.171428571428571,0.142603697672191,0.189075630252101,0.235937031005524,0.0595798316259749,0.246408484799457,0.0431139971139971,0.191742296918768,0.0400981286805358,0.177517474349679,0.0586948023998384,0.0408073485386918,0.0531746031746032,0.253333333333333,-0.12667426487349,0.188080449571133,0.251300660504985,0.252415902140673,0.262561027243536,0.0550976800976801,0.0342857142857143,0.265748278239552,0.0476190476190476,0.255298457411133,0.0437138189356532,0.2,0.25952380952381,0.072792700585352,0.286591070923258,0.166666666666667
"NOTCH",-0.1,-0.101193468840528,0.0784615384615385,0.04,-0.133333333333333,0.0329152736504702,0,0.259178743961353,0.259178743961353,-0.140141467727675,-0.140026350461133,-0.147272727272727,-0.147272727272727,-0.147272727272727,-0.02,-0.0819047619047619,-0.0533333333333333,-0.089481017067224,0.14999518999519,0,0.26,0.245714285714286,0.181198156682028,0.211666666666667,0.0630434782608696,0.133333333333333,0.16047619047619,0.0777777777777778,0.173809523809524,-0.0250158460667799,0.270289855072464,-0.0511888111888112,0.0888888888888889,-0.0481746824603968,0.129254237288136,-0.0511888111888112,-0.0632767232767233,-0.04,0.0833333333333333,-0.126233766233766,0.254736842105263,0.137179487179487,0.137179487179487,0.321333333333333,-0.0784615384615385,-0.1,0.311655913978495,-0.1,0.333333333333333,-0.0962803234501348,0,0.3,-0.0672661927615199,0.291836734693878,0.1
"NOTCHic",-0.133333333333333,-0.107806695293433,0.0511888111888112,0.0784615384615385,-0.0833333333333333,0.0416373831839387,0.1,0.267326892109501,0.267326892109501,-0.161268228291055,-0.135592852924187,-0.140026350461133,-0.140026350461133,-0.140026350461133,-0.0533333333333333,-0.0904761904761905,-0.0819047619047619,-0.0870016782242487,0.151981944962077,0.02,0.245714285714286,0.181198156682028,0.183829735629396,0.212195767195767,0.0461204013377926,0.0777777777777778,0.155440219253169,0.0888888888888889,0.16047619047619,-0.0251689854235946,0.256004140786749,-0.0632767232767233,0.08656330749354,-0.053212850399328,0.131141029740966,-0.0608662305436499,-0.0481746824603968,-0.0784615384615385,0.137179487179487,-0.133748217100818,0.254736842105263,0.138254755996691,0.137179487179487,0.311655913978495,-0.0511888111888112,-0.04,0.319936168755565,-0.04,0.321333333333333,-0.100446990116801,0.1,0.333333333333333,-0.0642661927615199,0.309578670177748,0.133333333333333
"Jagged",0,-0.107013574660633,0.04,0.1,-0.1,0.0470513993049204,0,0.270289855072464,0.270289855072464,-0.143589743589744,-0.147272727272727,-0.12,-0.12,-0.12,0,-0.0533333333333333,-0.02,-0.107662835249042,0.157402597402597,-0.1,0.2,0.26,0.245714285714286,0.191666666666667,0.05,0.1,0.173809523809524,0.133333333333333,0.15,-0.0225964912280702,0.283333333333333,-0.0784615384615385,0.0777777777777778,-0.0632767232767233,0.114,-0.0784615384615385,-0.0511888111888112,-0.1,0.133333333333333,-0.129090909090909,0.26,0.137179487179487,0.0833333333333333,0.333333333333333,-0.04,0,0.321333333333333,0,0.3,-0.105714285714286,0,0.2,-0.0682007722007722,0.314285714285714,0
"SNAI1",-0.14047619047619,-0.176169632132292,0.045995797777976,0.0568868868868869,-0.150153609831029,0.0497505296365603,0.07,0.270732089948101,0.270732089948101,-0.163679752750698,-0.121919370631586,-0.123232999531421,-0.123232999531421,-0.123232999531421,-0.0755195283714075,-0.0558962099857573,-0.0635195283714075,-0.0843808559427371,0.137501729219295,0.0704347826086957,0.168717948717949,0.164322344322344,0.156567242281528,0.11117974017591,0.150003779622794,0.10109649122807,0.166077595952611,0.0973927875243665,0.164478579962451,-0.024172627507691,0.269687422939147,-0.0493291311113093,0.0987816764132553,-0.0496018600024136,0.167398796855319,-0.0467326707200168,-0.0479498207664817,-0.0541130604288499,0.146449906127325,-0.13364470755554,0.232518421653486,0.153129517777811,0.142449906127325,0.330590656530869,-0.042893548233728,-0.0514814814814815,0.329985817821191,-0.0514814814814815,0.32785841609371,-0.069758417682946,0.0833333333333333,0.318767507002801,-0.0555781353452788,0.331487008192423,0.0958333333333333
"TrCP",-0.0904761904761905,-0.174728130288511,0.0568868868868869,0.0514814814814815,-0.14047619047619,0.0473671099474412,0.05,0.270855091178114,0.270855091178114,-0.163261342708857,-0.123232999531421,-0.129142090440512,-0.129142090440512,-0.129142090440512,-0.0704347826086957,-0.0635195283714075,-0.0755195283714075,-0.0837867965367965,0.131619376278119,0.04,0.164102564102564,0.168717948717949,0.164322344322344,0.208332765086942,0.142860922479937,0.0958333333333333,0.164478579962451,0.10109649122807,0.15415599931729,-0.0243287149166401,0.26688368462139,-0.045995797777976,0.0973927875243665,-0.0479498207664817,0.169142386598908,-0.042893548233728,-0.0493291311113093,-0.0514814814814815,0.150153609831029,-0.133740769034887,0.227612761276128,0.142449906127325,0.146449906127325,0.32785841609371,-0.0541130604288499,-0.07,0.330590656530869,-0.07,0.318767507002801,-0.0702246181491465,0.133333333333333,0.328571428571429,-0.0548105914856297,0.329326906540581,0.0833333333333333
"LIV1",-0.0904761904761905,-0.174728130288511,0.0568868868868869,0.0514814814814815,-0.14047619047619,0.0473671099474412,0.05,0.270855091178114,0.270855091178114,-0.163261342708857,-0.123232999531421,-0.129142090440512,-0.129142090440512,-0.129142090440512,-0.0704347826086957,-0.0635195283714075,-0.0755195283714075,-0.0837867965367965,0.131619376278119,0.04,0.164102564102564,0.168717948717949,0.164322344322344,0.208332765086942,0.142860922479937,0.0958333333333333,0.164478579962451,0.10109649122807,0.15415599931729,-0.0243287149166401,0.26688368462139,-0.045995797777976,0.0973927875243665,-0.0479498207664817,0.169142386598908,-0.042893548233728,-0.0493291311113093,-0.0514814814814815,0.150153609831029,-0.133740769034887,0.227612761276128,0.142449906127325,0.146449906127325,0.32785841609371,-0.0541130604288499,-0.07,0.330590656530869,-0.07,0.318767507002801,-0.0702246181491465,0.133333333333333,0.328571428571429,-0.0548105914856297,0.329326906540581,0.0833333333333333
"EGR1",-0.0904761904761905,-0.174728130288511,0.0568868868868869,0.0514814814814815,-0.14047619047619,0.0473671099474412,0.05,0.270855091178114,0.270855091178114,-0.163261342708857,-0.123232999531421,-0.129142090440512,-0.129142090440512,-0.129142090440512,-0.0704347826086957,-0.0635195283714075,-0.0755195283714075,-0.0837867965367965,0.131619376278119,0.04,0.164102564102564,0.168717948717949,0.164322344322344,0.208332765086942,0.142860922479937,0.0958333333333333,0.164478579962451,0.10109649122807,0.15415599931729,-0.0243287149166401,0.26688368462139,-0.045995797777976,0.0973927875243665,-0.0479498207664817,0.169142386598908,-0.042893548233728,-0.0493291311113093,-0.0514814814814815,0.150153609831029,-0.133740769034887,0.227612761276128,0.142449906127325,0.146449906127325,0.32785841609371,-0.0541130604288499,-0.07,0.330590656530869,-0.07,0.318767507002801,-0.0702246181491465,0.133333333333333,0.328571428571429,-0.0548105914856297,0.329326906540581,0.0833333333333333
"Csl",-0.0833333333333333,-0.107433839215879,0.0632767232767233,0.0511888111888112,-0.137179487179487,0.0391909000035106,0.04,0.271194295424418,0.271194295424418,-0.165415693728843,-0.12860755880654,-0.135592852924187,-0.135592852924187,-0.135592852924187,-0.0819047619047619,-0.0796066252587992,-0.0904761904761905,-0.0833197930990646,0.140523611628744,0.0533333333333333,0.181198156682028,0.183829735629396,0.182920644720305,0.213776794863751,0.0428524274815835,0.0888888888888889,0.165440219253169,0.08656330749354,0.155440219253169,-0.0290061947259201,0.266004140786749,-0.0481746824603968,0.0842377260981912,-0.0498394941957832,0.138590239673246,-0.0455436498984886,-0.053212850399328,-0.0511888111888112,0.137179487179487,-0.133966082024566,0.236037655113393,0.131358204272554,0.138254755996691,0.319936168755565,-0.0608662305436499,-0.0784615384615385,0.322884014560553,-0.0784615384615385,0.311655913978495,-0.0924778384458503,0.133333333333333,0.321333333333333,-0.0651802695439696,0.310728095465105,0.0777777777777778
"SRC",-0.1,0.0598399022248376,0.125,0.125,-0.1,0.0495648106570873,0.2,0.321720575022462,0.321720575022462,-0.315966112740306,-0.114843175181098,-0.10726741760534,-0.10726741760534,-0.10726741760534,0.160606060606061,0.0727653897465218,0.116161616161616,0.00069264069264069,0.165668666196189,-0.133333333333333,0.16,0.183809523809524,0.215952380952381,0.284747904786664,0.136362131744455,0.0333333333333333,0.174282835467046,0.0102564102564103,0.193201754385965,-0.120005092946269,0.225387596899225,-0.133196721311475,0.0102564102564103,-0.120084919052513,0.113479853479853,-0.133196721311475,-0.1234406237505,-0.125,0.1,-0.171149172888303,0.274285714285714,0.134749455337691,0.125925925925926,0.378769841269841,-0.125,-0.2,0.373315295815296,-0.1,0.393055555555556,-0.178979132134812,-0.1,0.355555555555556,-0.149482003503743,0.36266106442577,0
"ZEB1",-0.3,-0.25264551528728,-0.0586543060000736,-0.0704190118824265,-0.3375,-0.0317835210211655,-0.0666666666666667,0.323468156031874,0.323468156031874,-0.21606420658645,0.0959230946570765,0.0945057718224308,0.0945057718224308,0.0945057718224308,0.145333333333333,0.136947741211022,0.134745098039216,-0.00428139806619838,0.225962495663324,-0.133333333333333,0.177083333333333,0.173161764705882,0.177293996110841,0.240000575168858,0.330111235914345,0.326315789473684,0.350842165151696,0.327955133735979,0.350842165151696,0.153233774216313,0.327954993023986,0.0662931948889625,0.333669419450265,0.0631417813069164,0.297474020929189,0.0781859013503469,0.0617719182932178,0.0792102206736353,0.342045454545455,-0.171243499379853,0.203040935672515,0.35114461022196,0.355770944741533,0.300648279920953,0.0695948360582507,0.0435897435897436,0.300648279920953,0.0523809523809524,0.299125437281359,0.17898400010875,0.3,0.300574712643678,0.132148681898097,0.36517500077767,0.3
"cMet",-0.1,0.247017880740508,0.133333333333333,0.2,-0.2,0.0155898609101456,0.1,0.332178932178932,0.332178932178932,-0.331851851851852,-0.0206828391734052,0.00761904761904761,0.00761904761904761,0.00761904761904761,0.1,0.06,0.12,0.0423387096774194,0.262931995540691,-0.1,0.142857142857143,0.14812030075188,0.192801151815709,0.345858225430036,0.21062951496388,0.2,0.284588744588745,0.233333333333333,0.280952380952381,-0.0282733389632873,0.241269841269841,-0.131007751937984,0.220833333333333,-0.125453645027945,0.23394246203235,-0.128787878787879,-0.135623136553369,-0.1,0.22,-0.205699934123847,0.226666666666667,0.250397727272727,0.247272727272727,0.366666666666667,-0.133333333333333,-0.2,0.358156028368794,-0.1,0.35,-0.157936507936508,0,0.3,-0.232349032979285,0.348960970464135,0.1
