"","miR200","ILK","AKT","IKK","NFB","TWIST1","GSK3","Destcompl","Ecadherin","PI3K","DELTA","cMet","DSH","TCFLEF","cateninnuc","CD44","Frizzled","GLI","Wnt","LIV1","AXIN2","SRC","SOSGRB2","RAF","STAT","RAS","cateninmemb","SNAI2","CDC42","PAK1","TGFR","TGF","cfos","EGR1","ERK","MEK","TrCP","Csl","NOTCHic","NOTCH","SNAI1","RKIP","Csn","SUFU","Jagged","FUS","FOXC2","SMO","Patched","SHH","HEY1","ZEB2","ZEB1","SMAD","KLF4"
"cateninnuc",-0.0999653839274006,-0.0947171717171717,-0.0827973484848485,-0.0749848484848485,-0.0609848484848485,0.0496804982475706,0.263878293498295,0.269053235079307,0.171714275386316,0.0624101574101574,0.0624101574101574,0.0902123239079761,0.0934731934731935,0.0859174817490563,-0.0128397676295684,0.0870377207333729,0.0921033304594948,-0.0856804055583091,-0.0888424608942774,-0.124242424242424,-0.0125374420557616,-0.0934731934731935,0.0155594199538204,-0.0624101574101574,-0.0934731934731935,-0.0632519082519083,0.0186886543355234,0.193394470090991,0.120263736263736,0.132571428571429,0.122562586838449,0.121689224393034,-0.0337129054520359,-0.0543478260869565,-0.0286496143127954,-0.0277321831201348,0.0333333333333333,0.0652856246076585,0.0734251594913794,0.0766069776731976,0.162301856811512,0.14907032752194,0.0458333333333333,-0.0888888888888889,0.131581573807405,-0.0788888888888889,-0.0252021857923497,-0.0542987249544627,-0.0424974827184378,-0.0353079402347777,0.094457893359579,0.1068915511915,0.1068915511915,0.103584838838591,0.0628828664415853
"RAS",-0.151046153846154,-0.00995670995670996,0.112222222222222,0.106666666666667,0.1,-0.0298199672667758,0.0273514211886305,0.0664828885759118,-0.0683041279753008,-0.00512820512820513,-0.00512820512820513,-0.129411764705882,-0.1,-0.12266872051603,-0.124651723348891,-0.127284105131414,-0.1,0.129411764705882,0.129411764705882,0,0.0971277997364954,0.1,0.220779220779221,0.00512820512820513,0.1,-0.0775641025641026,0.00052329746006695,-0.316407960314199,0.1,0.1,0.0882352941176471,0.0852649970879441,-0.21,-0.16,-0.173157894736842,-0.202569659442724,-0.1,-0.15,-0.155263157894737,-0.168470705064548,0.0984562438544739,-0.0514465408805031,-0.2,-0.1,-0.0752257047112162,0,0.102857142857143,0,0.012,0.023864406779661,0.00395256916996047,0.139002209131075,0.139002209131075,0.00995670995670996,0.131785714285714
"TWIST1",-0.216040596722915,-0.207079807079807,-0.0926305333084994,-0.0875457875457875,-0.0923076923076923,-0.000312238930659983,0.0256936718055329,0.035958472054086,-0.070204049077071,-0.0415019524949949,-0.0415019524949949,0.0123775751435326,0.0285714285714286,0.0219583177156588,0.0210957530233068,0.0224177357861029,0.023015873015873,-0.0231421888053467,-0.0135421888053467,0,-0.0396604470798019,-0.023015873015873,0.167404017289601,0.0415019524949949,-0.0285714285714286,0.0452690757826661,-0.0212420583273436,-0.282339353212399,0.146896551724138,0.14,0.149396551724138,0.143701790904092,-0.123768115942029,-0.0933333333333333,-0.134294431731503,-0.122851645661851,0,0.0511111111111111,0.045982905982906,0.0440961135300758,0.1442497514503,0.108066786327656,0.1,0.1,0.0424235310495808,0.111111111111111,-0.0213807104373496,0.123111111111111,0.127220700152207,0.13559508438866,0.203209784565717,0.200975536940449,0.200975536940449,0.213350434142513,0.194673754429852
"AXIN2",-0.257404631143422,-0.204807913503566,-0.211884057971014,-0.198550724637681,-0.188405797101449,-0.163386397490522,0.114145093782394,0.116039490233919,-0.063748527044305,0.165112968875945,0.165112968875945,-0.148179631114675,-0.14,-0.149170751709643,-0.148868114442026,-0.149756918180921,-0.151627906976744,0.149437492749895,0.148179631114675,0.133333333333333,-0.0133638196752275,0.151627906976744,0.0480060067717852,-0.165112968875945,0.14,-0.165637903259147,-0.106393422840919,-0.143149898893668,0.0454012345679012,0.0441666666666667,0.0418614115590517,0.044171642582154,0.15349593495935,0.126666666666667,0.156299673277107,0.163885880173658,0.133333333333333,0.0371929824561403,0.0389786967418546,0.0484381562013141,0.177094279447258,0.188698452085549,0.166666666666667,0.15,-0.0734338516947212,0.188461538461538,0.219662281512399,0.207509157509157,0.2253663003663,0.232907283972858,0.202342185709326,0.240957406224833,0.240957406224833,0.217109500805153,0.233512788221084
"SRC",-0.388566827697262,-0.301535087719298,-0.265811965811966,-0.226923076923077,-0.25,-0.18043956043956,-0.061991341991342,-0.0747507564898869,0.0095313782078488,0.0400500625782228,0.0400500625782228,-0.01,0,0.0104718112754898,0.00532639740524372,0.0080327868852459,0,-0.0080327868852459,0.01,0.2,0.0131773556037231,0,-0.15,-0.0400500625782228,0.1,-0.0203530928812531,0.033501347103727,0.159713060075896,-0.0638888888888889,-0.0888888888888889,-0.0638888888888889,-0.0620707070707071,0.281818181818182,0.2,0.292929292929293,0.298589670287784,0.1,0.22,0.205714285714286,0.227142857142857,0.140110469258013,0.251254480286738,0.15,0.1,0.203384497765232,0.2,0.211774042950514,0.2,0.233333333333333,0.256862745098039,0.300670307845084,0.387526205450734,0.387526205450734,0.338472024656235,0.46266149870801
"TGF",-0.448906505372023,-0.347878787878788,-0.102694235588972,-0.0869047619047619,-0.0583333333333333,-0.228333333333333,-0.0349579101046811,-0.0221996063494623,0.0656015973428478,-0.2375,-0.2375,0.0566666666666667,0.1,0.0689059913935783,0.065078240197406,0.0623270440251572,0.0857142857142857,-0.0813746630727763,-0.0757142857142857,0,-0.0583774250440917,-0.0666666666666667,0.311842105263158,0.2375,-0.1,0.248214285714286,-0.0586211538621591,0.0665854194630515,0.124444444444444,0.08,0.124444444444444,0.0173015873015873,-0.261904761904762,-0.233333333333333,-0.256641604010025,-0.236641604010025,0,0.0733333333333333,0.0833333333333333,0.0902298850574713,0.269631277813096,0.133766233766234,0.0333333333333333,0.133333333333333,0.282682866961217,0.233333333333333,0.334798136645963,0.266666666666667,0.283908045977011,0.312033045977011,0.333139909735654,0.439120726717981,0.439120726717981,0.376911045943304,0.415484363081617
"Destcompl",-0.465969792547846,-0.365634920634921,-0.391918367990734,-0.377824408259191,-0.349896480331263,-0.341160351573722,0.237656244577747,0.145050896984898,-0.101005907417747,0.303012036834079,0.303012036834079,-0.306629280213414,-0.304761904761905,-0.305807362405195,-0.304736480202238,-0.306629280213414,-0.306131767775603,0.305575181504731,0.306131767775603,0.283333333333333,0.149170751709643,0.306131767775603,0.0245129226942436,-0.303012036834079,0.304761904761905,-0.303953952061709,-0.210971344031085,-0.229157014909186,0.0147642505277973,0.0195918367346939,0.0163431978962184,0.0168358087336568,0.287365967365967,0.266153846153846,0.30102716955176,0.310309869973701,0.266666666666667,0.083180571876224,0.099484919702311,0.107701352568042,0.378571321135668,0.395903184180515,0.323809523809524,0.277777777777778,-0.135889212774625,0.322605363984674,0.394950247836229,0.362605363984674,0.384885156730788,0.402099856924212,0.358222461299384,0.454227824031247,0.454227824031247,0.384699248120301,0.442302807573625
"TGFR",-0.466208558157946,-0.376911045943304,-0.121298886751763,-0.102694235588972,-0.0869047619047619,-0.227977461447212,-0.0366694015472239,-0.0248205740913977,0.068156963612013,-0.248214285714286,-0.248214285714286,0.0623270440251572,0.0857142857142857,0.065078240197406,0.065343962075174,0.0689059913935783,0.0757142857142857,-0.0884714372663247,-0.0813746630727763,-0.1,-0.0622400859882977,-0.0566666666666667,0.313076673164392,0.248214285714286,-0.0666666666666667,0.256986215538847,-0.058390206979942,0.0668169009445329,0.124444444444444,0.124444444444444,0.0173015873015873,0.0208476865923674,-0.256641604010025,-0.261904761904762,-0.236641604010025,-0.247600508119614,0.0333333333333333,0.0833333333333333,0.0902298850574713,0.103898949805673,0.275235997577108,0.139480519480519,0.0583333333333333,0.233333333333333,0.299349533627884,0.266666666666667,0.337854905204915,0.283908045977011,0.312033045977011,0.330677113773622,0.362990656004311,0.454592424831188,0.454592424831188,0.395772255907717,0.436912934510189
"RKIP",-0.527284694243887,-0.464313222079589,-0.408333333333333,-0.375,-0.3,-0.346782531194296,0.29688731284476,0.299061575849852,0.209696628704332,0.271428571428571,0.271428571428571,-0.00350877192982456,0,-0.00350877192982456,-0.00987009508504085,-0.0112010796221323,0.0333333333333333,0.00435897435897436,-0.00333333333333333,0,0.0020042194092827,-0.0333333333333333,-0.206984126984127,-0.271428571428571,0,-0.277411477411477,-0.175949731243849,0.470137844611529,0.113333333333333,0.0666666666666667,0.122857142857143,0.121922563417891,0.4,0.4,0.472413793103448,0.50432868672047,0.2,0.277777777777778,0.341414141414141,0.349106449106449,0.509637924598731,0.589145658263305,0.2,0.1,0.300814536340852,0.2,0.460801650456823,0.28,0.332,0.399213114754098,0.466318234610917,0.52096700143472,0.52096700143472,0.528669657723154,0.45896700143472
"Wnt",-0.547272727272727,-0.377777777777778,-0.3375,-0.3,-0.2,-0.347941176470588,0.324921630094044,0.259362692445399,0.0395442283915927,0.343609022556391,0.343609022556391,-0.15,-0.2,-0.165789473684211,-0.169100731962356,-0.165789473684211,-0.2,0.165789473684211,0.15,0,0.105454545454545,0.1,0.0909090909090909,-0.343609022556391,0.1,-0.339063568010936,-0.100805084745763,0.00862068965517241,0.1,0.1,0.106666666666667,0.10231884057971,0.133333333333333,0.1,0.233333333333333,0.23921568627451,0.1,0.15,0.221428571428571,0.229761904761905,0.432815734989648,0.4,0.1,0,0.142230392156863,0.1,0.506477732793522,0.2,0.263636363636364,0.344588744588745,0.38,0.542324246771879,0.542324246771879,0.440568475452196,0.476470588235294
"ILK",-0.555086532135713,-0.411572629051621,-0.261689291101056,-0.207843137254902,-0.166666666666667,-0.2351989500956,0.207046657046657,0.232194262286509,0.0538087424704049,0.255411255411255,0.255411255411255,-0.155072463768116,-0.1,-0.152969030478242,-0.153587587179273,-0.153534002229654,-0.133333333333333,0.153534002229654,0.155072463768116,0.1,0.100857142857143,0.133333333333333,0.132307692307692,-0.255411255411255,0.1,-0.25130166637016,-0.101162818490368,-0.0426349720400692,0.205882352941176,0.2,0.205882352941176,0.200191296030607,0.19047619047619,0.133333333333333,0.196358543417367,0.230784772925564,0,0.2,0.215384615384615,0.241191066997519,0.400418679549114,0.399935358758888,0.1,0.1,0.164210526315789,0.2,0.394436701509872,0.266666666666667,0.328205128205128,0.372649572649573,0.413005751185551,0.545215687229174,0.545215687229174,0.461972629051621,0.501754385964912
"SMAD",-0.564051255332313,-0.551778906025481,-0.357917833800187,-0.344584500466853,-0.323015873015873,-0.18873425647171,-0.0924578582097379,0.00416238120755433,0.0731320855776595,-0.161316622242386,-0.161316622242386,0.0547058823529412,0.0666666666666667,0.0535552717694948,0.0538592231372759,0.0507058823529412,0.0833333333333333,-0.0804556354916067,-0.0833333333333333,-0.04,-0.0504052279206842,-0.0566666666666667,0.00158237207926649,0.161316622242386,-0.04,0.162632411716071,-0.0645378617406111,0.241352999221929,0.0581153588195842,0.0595238095238095,0.0653779286519864,0.0693619923970063,0.0640552995391705,0.0285714285714286,0.0640552995391705,0.0611706841545551,0.25,0.28952380952381,0.309064039408867,0.316206896551724,0.263608363858364,0.271742904532047,0.261111111111111,0.325,0.391335986594051,0.375,0.33002522118629,0.41,0.434770642201835,0.450755772313359,0.553549994780459,0.550344780690842,0.550344780690842,0.471778906025481,0.52751803926904
"MEK",-0.578368285575156,-0.528669657723154,-0.475392156862745,-0.408333333333333,-0.375,-0.360335644747409,0.304504020461467,0.297387935682488,0.214614661491217,0.277411477411477,0.277411477411477,-0.0112010796221323,0.0333333333333333,-0.00987009508504085,-0.0119147047504684,-0.00350877192982456,0.00333333333333333,-0.00333333333333333,0.00435897435897436,0,-0.000698483293420005,0.00350877192982456,-0.218095238095238,-0.277411477411477,-0.0333333333333333,-0.269474969474969,-0.177413145877995,0.478167041691821,0.122857142857143,0.113333333333333,0.121922563417891,0.125572198454387,0.472413793103448,0.4,0.50432868672047,0.437662020053803,0.2,0.341414141414141,0.349106449106449,0.38779258049331,0.528227668188474,0.629935131947516,0.3,0.2,0.331962077324459,0.28,0.491432281087454,0.332,0.399213114754098,0.444311153969785,0.531772780065463,0.569379699847419,0.569379699847419,0.583651207538652,0.51975131516021
"AKT",-0.588776371707905,-0.461972629051621,-0.388962018373783,-0.261689291101056,-0.207843137254902,-0.243455830829545,0.202207947369238,0.231118993469305,0.055929954591617,0.25130166637016,0.25130166637016,-0.153534002229654,-0.133333333333333,-0.153587587179273,-0.152818356410042,-0.152969030478242,-0.155072463768116,0.151858024576023,0.153534002229654,0.1,0.101218153687468,0.155072463768116,0.136752136752137,-0.25130166637016,0.133333333333333,-0.252506485647268,-0.101264755289552,-0.0379113539496169,0.205882352941176,0.205882352941176,0.200191296030607,0.202910329263236,0.196358543417367,0.19047619047619,0.230784772925564,0.247240469128095,0.1,0.215384615384615,0.241191066997519,0.258264237729226,0.415205646967661,0.415463309069447,0.166666666666667,0.2,0.185402579295922,0.266666666666667,0.409474295494835,0.328205128205128,0.372649572649573,0.405281151596941,0.463381691035176,0.576722536544242,0.576722536544242,0.496652763731755,0.545344129554656
"GLI",-0.612158904047449,-0.419494505117025,-0.294781596849266,-0.269781596849266,-0.235087719298246,-0.222655198979477,0.184922808150398,0.109224366786501,0.0710062097789729,0.140272310528676,0.140272310528676,0.050786782061369,-0.02,0.0477751385324841,0.0475958199431237,0.0464764372337828,-0.0167741935483871,-0.0790706124591223,0.0179506641366224,-0.05,-0.0528743961352657,-0.0532258064516129,-0.192293606098916,-0.140272310528676,-0.05,-0.140470330330656,-0.0761632628362228,0.251830247753036,-0.0232183908045977,-0.0266666666666667,-0.0200737367165474,-0.0151325602459592,0.253095238095238,0.211428571428571,0.269978354978355,0.277160675420344,0.133333333333333,0.185853227232538,0.208353227232538,0.222638941518252,0.333056724218358,0.343901606503394,0.166666666666667,0.276190476190476,0.254158594599955,0.326190476190476,0.38641189370485,0.368295739348371,0.407071249552452,0.433820220745868,0.417597880331327,0.599405615292712,0.599405615292712,0.449764775387296,0.567833547833548
"ERK",-0.615378089496725,-0.583651207538652,-0.508419679798525,-0.475392156862745,-0.408333333333333,-0.373511788991515,0.299690214830223,0.296899397538933,0.215678856479202,0.269474969474969,0.269474969474969,-0.00350877192982456,0.00333333333333333,-0.0119147047504684,-0.0101091491949128,-0.00987009508504085,-0.00435897435897436,0.00142857142857143,-0.00333333333333333,-0.0333333333333333,0.00434216711308406,0.0112010796221323,-0.223920480813685,-0.269474969474969,0.00350877192982456,-0.277505772555277,-0.180909006043589,0.482495265316708,0.121922563417891,0.122857142857143,0.125572198454387,0.129967802849991,0.50432868672047,0.472413793103448,0.437662020053803,0.459667591084444,0.3,0.349106449106449,0.38779258049331,0.410784270244003,0.546977668188474,0.650269393785956,0.375,0.28,0.350636776119639,0.332,0.50767159732677,0.399213114754098,0.444311153969785,0.477644487303118,0.587404179382869,0.604497810083639,0.604497810083639,0.622860933982421,0.566262943067187
"STAT",-0.629427713880019,-0.49194847020934,-0.290718321226796,-0.261904761904762,-0.2,-0.265715194350877,-0.078958611481976,-0.0715186569491838,-0.00793281082991075,0.0223325062034739,0.0223325062034739,-0.0131493506493507,-0.0142857142857143,-0.014238622401083,-0.0126891587538839,-0.00887584637584638,-0.0267857142857143,0.00726699770817418,0.0131493506493507,0.1,0.0260586472351178,0.0267857142857143,0.0926108374384237,-0.0223325062034739,0.0142857142857143,-0.0253175808303396,0.0313715236769523,0.10064617029154,0.0454545454545455,0.0454545454545455,0.042822966507177,0.049103159743892,0.08,0.1,0.109411764705882,0.123390259329538,0.1,0.127450980392157,0.157180710121887,0.179510807209265,0.350221111007736,0.332039897039897,0.2,0.2,0.239611074220343,0.225,0.400642126789366,0.285,0.329186046511628,0.361929409343486,0.492,0.617805271651425,0.617805271651425,0.525281803542673,0.68595761536938
"ZEB1",-0.630060058847158,-0.62867277947578,-0.420156538888204,-0.407299396031061,-0.366315789473684,-0.289779788874592,-0.131027319428991,-0.114362941509617,-0.0972163162200506,-0.0310710453187807,-0.0310710453187807,0.0149100540779163,0.00476190476190476,0.0127232928486019,0.0151694768016352,0.0135211651890275,0.0169570267131243,-0.026228768716825,-0.0265724113285089,-0.0333333333333333,0.00934248162268744,-0.00706691682301438,0.0419883040935673,0.0310710453187807,0.00512820512820513,0.0315434862636626,0.0132215355798438,0.00330802870863399,0.025104114609362,0.0352490421455939,0.0317030993809356,0.0364275088297545,0.162,0.15,0.184352941176471,0.178626068929775,0.3,0.270833333333333,0.300245098039216,0.310988899692108,0.320947093580266,0.327185477320874,0.34,0.375,0.385476714487028,0.4125,0.394835324669591,0.4625,0.487990196078431,0.508274893587328,0.629245745618803,0.622253606551605,0.622253606551605,0.650307394860396,0.598205862522447
"GSK3",-0.668237918277216,-0.539429346550768,-0.467731358679635,-0.441235632183908,-0.4125,-0.386047545179294,0.220759357718314,0.254941864707049,0.043179127324113,0.342023492138068,0.342023492138068,-0.169100731962356,-0.165789473684211,-0.168717404989537,-0.168388457621116,-0.170053112914737,-0.165789473684211,0.167750257997936,0.167750257997936,0.15,0.109198156636227,0.165789473684211,0.063199436222692,-0.342023492138068,0.165789473684211,-0.339502483734706,-0.101547695099681,0.0277790894250172,0.0994616977225673,0.10231884057971,0.101900722112811,0.105746875958965,0.283660130718954,0.23921568627451,0.303960882598653,0.310210882598653,0.3,0.27093837535014,0.288420892832658,0.303226087637852,0.480032259617699,0.48314667788352,0.3375,0.263636363636364,0.206919517324684,0.344588744588745,0.572893243027882,0.392975841362938,0.432853141976435,0.457733524751555,0.538745774839809,0.657717331867849,0.657717331867849,0.570163979234426,0.629293039382803
"ZEB2",-0.683390936314886,-0.6678837125316,-0.473515057113188,-0.453888888888889,-0.402777777777778,-0.265535175116753,-0.243421462051112,-0.120337784227566,-0.0836041511346235,-0.0686796536796537,-0.0686796536796537,-0.0633333333333333,-0.0590909090909091,-0.0589645279081899,-0.0571463460900081,-0.0568518518518519,-0.0524242424242424,0.0425206903188555,0.0498601398601399,0.05,0.0573314477387852,0.0633333333333333,0.0682967032967033,0.0686796536796537,0.07,0.0723199106389684,0.0802459660672781,0.0858541206525805,0.088051948051948,0.0935064935064935,0.095534941249227,0.0960640417783275,0.178070175438596,0.183333333333333,0.2038766270515,0.207535163636866,0.3,0.31025641025641,0.343589743589744,0.355065153425809,0.366681608624354,0.372351046698873,0.377777777777778,0.4,0.431789602260971,0.442857142857143,0.461100233100233,0.502857142857143,0.534564459930314,0.566382641748495,0.669600721858786,0.674520572312783,0.674520572312783,0.697761761312088,0.745037298311706
"cfos",-0.699813258636788,-0.534920634920635,-0.354605263157895,-0.3125,-0.225,-0.25791341991342,0.0410146103896104,0.0835407502157884,0.0870871676091007,-0.0648692810457516,-0.0648692810457516,0.0685185185185185,0.05,0.0591527170735091,0.0621156800364721,0.0631131131131131,0.05,-0.0658869395711501,-0.0685185185185185,-0.1,-0.0595894909688013,-0.05,0.0444444444444444,0.0648692810457516,-0.05,0.056332695679898,-0.0784130051866874,0.259623661010522,0.138095238095238,0.142857142857143,0.140056022408964,0.150662083015024,0.12,0.2,0.159130434782609,0.174384672070744,0.1,0.2,0.253846153846154,0.286153846153846,0.44355197545071,0.414941724941725,0.2,0.2,0.344131944444445,0.242857142857143,0.479270342283255,0.326190476190476,0.387480798771121,0.4331598111168,0.53728135932034,0.689980398939237,0.689980398939237,0.584920634920635,0.640952380952381
"CDC42",-0.699813258636788,-0.534920634920635,-0.354605263157895,-0.3125,-0.225,-0.25791341991342,0.0410146103896104,0.0835407502157884,0.0870871676091007,-0.0648692810457516,-0.0648692810457516,0.0685185185185185,0.05,0.0591527170735091,0.0621156800364721,0.0631131131131131,0.05,-0.0658869395711501,-0.0685185185185185,-0.1,-0.0595894909688013,-0.05,0.0444444444444444,0.0648692810457516,-0.05,0.056332695679898,-0.0784130051866874,0.259623661010522,0.138095238095238,0.242857142857143,0.140056022408964,0.150662083015024,0.12,0.1,0.159130434782609,0.174384672070744,0.1,0.2,0.253846153846154,0.286153846153846,0.44355197545071,0.414941724941725,0.2,0.2,0.344131944444445,0.242857142857143,0.479270342283255,0.326190476190476,0.387480798771121,0.4331598111168,0.53728135932034,0.689980398939237,0.689980398939237,0.584920634920635,0.640952380952381
"PAK1",-0.737884324626636,-0.584920634920635,-0.382383040935672,-0.354605263157895,-0.3125,-0.272043854696029,0.0391964285714286,0.0832399983360892,0.0870179634568515,-0.056332695679898,-0.056332695679898,0.0631131131131131,0.05,0.0621156800364721,0.0623915421054376,0.0591527170735091,0.0685185185185185,-0.0634479151809062,-0.0658869395711501,-0.05,-0.0589605601511913,-0.0685185185185185,0.0315731573157316,0.056332695679898,-0.05,0.0581508774980798,-0.0784130051866874,0.265048615802566,0.140056022408964,0.138095238095238,0.150662083015024,0.156126563889341,0.159130434782609,0.12,0.174384672070744,0.177051338737411,0.2,0.253846153846154,0.286153846153846,0.30043956043956,0.45572381315954,0.443118520521835,0.225,0.242857142857143,0.360696361622359,0.326190476190476,0.500649652628082,0.387480798771121,0.4331598111168,0.4651598111168,0.582869594614458,0.727600977717372,0.727600977717372,0.622985151049667,0.686854020296643
"LIV1",-0.737884324626636,-0.584920634920635,-0.382383040935672,-0.354605263157895,-0.3125,-0.272043854696029,0.0391964285714286,0.0832399983360892,0.0870179634568515,-0.056332695679898,-0.056332695679898,0.0631131131131131,0.05,0.0621156800364721,0.0623915421054376,0.0591527170735091,0.0685185185185185,-0.0634479151809062,-0.0658869395711501,-0.05,-0.0589605601511913,-0.0685185185185185,0.0315731573157316,0.056332695679898,-0.05,0.0581508774980798,-0.0784130051866874,0.265048615802566,0.140056022408964,0.138095238095238,0.150662083015024,0.156126563889341,0.159130434782609,0.12,0.174384672070744,0.177051338737411,0.2,0.253846153846154,0.286153846153846,0.30043956043956,0.45572381315954,0.443118520521835,0.225,0.242857142857143,0.360696361622359,0.326190476190476,0.500649652628082,0.387480798771121,0.4331598111168,0.4651598111168,0.582869594614458,0.727600977717372,0.727600977717372,0.622985151049667,0.686854020296643
"EGR1",-0.737884324626636,-0.584920634920635,-0.382383040935672,-0.354605263157895,-0.3125,-0.272043854696029,0.0391964285714286,0.0832399983360892,0.0870179634568515,-0.056332695679898,-0.056332695679898,0.0631131131131131,0.05,0.0621156800364721,0.0623915421054376,0.0591527170735091,0.0685185185185185,-0.0634479151809062,-0.0658869395711501,-0.05,-0.0589605601511913,-0.0685185185185185,0.0315731573157316,0.056332695679898,-0.05,0.0581508774980798,-0.0784130051866874,0.265048615802566,0.140056022408964,0.138095238095238,0.150662083015024,0.156126563889341,0.159130434782609,0.12,0.174384672070744,0.177051338737411,0.2,0.253846153846154,0.286153846153846,0.30043956043956,0.45572381315954,0.443118520521835,0.225,0.242857142857143,0.360696361622359,0.326190476190476,0.500649652628082,0.387480798771121,0.4331598111168,0.4651598111168,0.582869594614458,0.727600977717372,0.727600977717372,0.622985151049667,0.686854020296643
"SNAI1",-0.765261846240469,-0.622985151049667,-0.408771929824561,-0.382383040935672,-0.354605263157895,-0.27706949572167,0.037678276756247,0.0830207000904752,0.0872781091384332,-0.0581508774980798,-0.0581508774980798,0.0591527170735091,0.0685185185185185,0.0623915421054376,0.0623915421054376,0.0621156800364721,0.0658869395711501,-0.0669214069542151,-0.0634479151809062,-0.05,-0.0610584622490934,-0.0631131131131131,0.0349693837308259,0.0581508774980798,-0.0685185185185185,0.0596287100103951,-0.0782402936150121,0.26923902813914,0.150662083015024,0.140056022408964,0.156126563889341,0.155521725179664,0.174384672070744,0.159130434782609,0.177051338737411,0.194540127975079,0.225,0.286153846153846,0.30043956043956,0.314317111459969,0.364442674369505,0.455670821777066,0.3125,0.326190476190476,0.376461067504712,0.387480798771121,0.513737327342187,0.4331598111168,0.4651598111168,0.489043306262431,0.622155308900172,0.752324224949844,0.752324224949844,0.654596467162828,0.723302618427484
