"","PAK1","TGF","TGFR","FOXC2","RKIP","ERK","cfos","SNAI1","Destcompl","SOSGRB2","TWIST1","SUFU","Jagged","ZEB2","SHH","SMO","Patched","SMAD","FUS","Wnt","HEY1","SNAI2","KLF4","Ecadherin","cateninmemb","Frizzled","LIV1","miR200","GLI","SRC","CD44","cateninnuc","RAF","PI3K","DSH","DELTA","TCFLEF","ILK","cMet","RAS","ZEB1","Csn","AXIN2","STAT","IKK","TrCP","Csl","NFB","NOTCHic","NOTCH","AKT","MEK","EGR1","GSK3","CDC42"
"TWIST1",0.104242424242424,0.0860416741049645,0.0926475966562174,0.150673342036808,0.0247163790642051,0.0536231884057971,0.0536231884057971,-0.0207990360371441,-0.164396515933361,0.116495530912007,0.117739366532273,0.0333333333333333,0.166734681528938,0.00861826739019722,-0.00365605716385121,0.00577777777777778,-0.0120304414003044,0.121772943060072,-0.0222222222222222,-0.150568086883876,0.0965232507605389,0.431585129303349,0.0104544506983531,0.29262000138299,0.119974380536168,0.157936507936508,0.133333333333333,0.0281769905320896,0.168968086883876,0.157936507936508,0.168301371646668,0.17250596723636,-0.0801722916903183,-0.0801722916903183,0.119047619047619,-0.0801722916903183,0.163247772871783,-0.124083174083174,0.149425869638636,-0.0880490040190854,-0.00861826739019722,-0.15,0.193842447874706,0.119047619047619,-0.173076923076923,-0.2,-0.143703703703704,-0.173076923076923,-0.161652421652422,-0.165426006558082,-0.186636245110821,-0.0471555267142548,-0.0666666666666667,0.139492634013367,-0.0938975966562174
"TGFR",0.131111111111111,0.02314505234718,0.0245634920634921,0.0350995416203314,0.112900432900433,0.157543859649123,0.150877192982456,0.037652429362003,0.0384832381648999,0.133641975308642,0.0241287729010149,0.0866666666666667,0.107405391560479,0.0898622771909763,0.0669115283459965,0.0763218390804598,0.0606968390804598,0.0806509707336248,0.0866666666666667,-0.098733153638814,0.0497002415389205,0.188630468159763,0.0899958228905598,0.163088464666462,0.110230931777662,0.115714285714286,0.1,0.0785353319279905,0.108410572993653,0.0966666666666667,0.0902118503806687,0.0867905222798384,-0.23452380952381,-0.23452380952381,0.0857142857142857,-0.23452380952381,0.0835132857873672,-0.0810068426197458,0.079685534591195,-0.244465329991646,-0.0898622771909763,-0.191666666666667,0.123304266866499,0.0666666666666667,-0.218734335839599,-0.166666666666667,-0.226666666666667,-0.23452380952381,-0.226666666666667,-0.223069544364508,-0.223385498630297,-0.152064407594328,-0.166666666666667,-0.225991975202737,-0.126349206349206
"TGF",0.12,0.0245634920634921,0.126349206349206,0.040776397515528,0.118614718614719,0.150877192982456,0.166666666666667,0.0308677685950413,0.0340477542939322,0.125,0.0209259259259259,0.0666666666666667,0.100883652430044,0.0917490696438065,0.0606968390804598,0.0866666666666667,0.0763218390804598,0.0810068426197458,0.0866666666666667,-0.115714285714286,0.0511927788523533,0.190945282974578,0.0935672514619883,0.164621684427961,0.104226312840018,0.0857142857142857,0,0.0800016075878145,0.098733153638814,0.0666666666666667,0.079685534591195,0.0835132857873672,-0.239880952380952,-0.239880952380952,0.1,-0.239880952380952,0.0902118503806687,-0.0793939393939394,0.0966666666666667,-0.23452380952381,-0.0917490696438065,-0.166666666666667,0.117724867724868,0.1,-0.23452380952381,-0.2,-0.206666666666667,-0.191666666666667,-0.226666666666667,-0.226666666666667,-0.218734335839599,-0.157543859649123,-0.166666666666667,-0.228192464200292,-0.131111111111111
"NOTCHic",0.0666666666666667,0.052755838641189,0.0546666666666667,0.0735483870967742,0.0135963437566157,0.113333333333333,0.113333333333333,-0.0476739926739927,-0.160572739628814,0.0823923444976077,0.102739047009914,-0.133333333333333,-0.00329635044866833,0.0999194847020934,-0.0932272660925412,-0.0948717948717949,-0.100754147812971,-0.0278931140801644,-0.133333333333333,-0.118694638694639,0.0819732441471572,0.295626350500805,0.100051759834369,0.21372825087468,0.106386460874724,0.133846153846154,0.1,0.0497199909916673,0.13912474622152,0.133846153846154,0.141771561771562,0.148732147532584,-0.0764426877470356,-0.0764426877470356,0.08,-0.0764426877470356,0.137281765853194,0.0228571428571429,0.118694638694639,-0.0858022936583656,-0.0999194847020934,0.133333333333333,0.176612758310872,0.08,0.0666666666666667,0.1,0.151428571428571,0.0777777777777778,0.0223963133640553,0.0171331554693185,0.0457364341085271,-0.104761904761905,-0.18,0.103201291916025,-0.0546666666666667
"Csl",0.0546666666666667,0.0538896254892615,0.052755838641189,0.0804449388209121,0.0177438091944038,0.104761904761905,0.113333333333333,-0.0591364432668781,-0.166118138775676,0.0783273038472012,0.101158911569733,-0.133333333333333,-0.00798385044866833,0.100471970889939,-0.104434162644265,-0.100754147812971,-0.0932272660925412,-0.0251153363023867,-0.0948717948717949,-0.13912474622152,0.0747837016634971,0.303307185698419,0.0971946169772257,0.218030576456075,0.100117347724877,0.118694638694639,0.08,0.0516807753053928,0.134286036544101,0.118694638694639,0.137281765853194,0.146959706137501,-0.0858022936583656,-0.0858022936583656,0.133846153846154,-0.0858022936583656,0.148732147532584,0.0278931140801644,0.141771561771562,-0.0784493524818951,-0.100471970889939,0.0777777777777778,0.179954660624496,0.133846153846154,0.0457364341085271,0.133333333333333,0.0223963133640553,0.0666666666666667,0.0171331554693185,0.0134967918329548,0.0558139534883721,-0.11128364389234,-0.113333333333333,0.103348567321033,-0.0546666666666667
"NOTCH",0.1,0.0546666666666667,0.0546666666666667,0.08,0.0290893015030946,0.113333333333333,0.18,-0.0524358974358974,-0.158906072962148,0.0642105263157895,0.0933050847457627,-0.1,-0.0185281385281385,0.103623188405797,-0.100754147812971,-0.133333333333333,-0.0948717948717949,-0.0228571428571429,-0.133333333333333,-0.133846153846154,0.0804347826086957,0.293021140079964,0.103623188405797,0.214800226372383,0.0992870693939937,0.08,0,0.0537662337662338,0.118694638694639,0.08,0.118694638694639,0.137281765853194,-0.0981818181818182,-0.0981818181818182,0.1,-0.0981818181818182,0.141771561771562,0.0261904761904762,0.133846153846154,-0.0764426877470356,-0.103623188405797,0.1,0.159946091644205,0.1,0.0777777777777778,0,0.18,0.133333333333333,0.151428571428571,0.0223963133640553,0.0666666666666667,-0.113333333333333,-0.2,0.0908045977011494,-0.0666666666666667
"DELTA",0.2,0.0546666666666667,0.0666666666666667,0.0657142857142857,0.0256410256410257,0.18,0.2,-0.0416666666666667,-0.14769111969112,0.08,0.095,0,-0.0185281385281385,0.103623188405797,-0.0948717948717949,-0.133333333333333,-0.133333333333333,-0.0261904761904762,-0.1,-0.08,0.05,0.277677224736048,0.116666666666667,0.205122807017544,0.112376074629596,0.1,0,0.0509090909090909,0.133846153846154,0.1,0.133846153846154,0.141771561771562,-0.08,-0.08,0,-0.08,0.118694638694639,0.05,0.08,-0.0981818181818182,-0.103623188405797,0,0.154285714285714,0,0.133333333333333,0,0.2,0.1,0.18,0.151428571428571,0.0777777777777778,-0.113333333333333,-0.1,0.0908045977011494,-0.1
"SNAI1",0.0543417366946779,0.0540688131172858,0.0574962324721245,0.0725887687847065,0.0294652435261326,0.118567428150332,0.110567428150332,-0.137100866492333,-0.162744755214454,0.0595916619963883,0.0808977254629429,-0.0857142857142857,-0.0214674029632303,0.111097170325992,-0.0882830375750305,-0.0812539113614383,-0.0892539113614382,-0.0355938981816854,-0.0824884792626728,-0.139607759235487,-0.0327473868107963,0.300487630726104,0.111593235425011,0.203981116938608,0.116231306453686,0.142046783625731,0.14,0.0561625410410759,0.147834450277535,0.145105105105105,0.151273055233451,0.154507776540841,-0.0893704863073586,-0.0893704863073586,0.128888888888889,-0.0893704863073586,0.150997193164486,0.0347328895715993,0.143124907085303,-0.0928187621694276,-0.111097170325992,0.0583333333333333,0.179602563994236,0.128888888888889,0.0536549707602339,0.0833333333333333,0.0312820512820513,0.0425438596491228,0.0312820512820513,0.0312820512820513,0.052266081871345,-0.116773706177237,-0.115652173913043,0.0746540225451117,-0.0558568882098294
"cfos",0.0571428571428571,0.0558568882098294,0.0543417366946779,0.0720270547243288,0.0357575757575758,0.115652173913043,0.12,-0.0278579648199901,-0.157478464487637,0.0541666666666667,0.0814718614718615,-0.133333333333333,-0.0235763888888889,0.113945578231293,-0.0812539113614383,-0.0857142857142857,-0.0824884792626728,-0.0347328895715993,-0.119047619047619,-0.128888888888889,-0.0230134932533733,0.292676399026764,0.111904761904762,0.201751425404775,0.118018586531121,0.14,0.1,0.0585094643918173,0.142046783625731,0.14,0.145105105105105,0.151273055233451,-0.087363834422658,-0.087363834422658,0.1,-0.087363834422658,0.143124907085303,0.0298941798941799,0.128888888888889,-0.0934613953982677,-0.113945578231293,0.133333333333333,0.170164203612479,0.1,0.0583333333333333,0.1,0.0666666666666667,0.0833333333333333,0.0358974358974359,0.0312820512820513,0.0425438596491228,-0.110567428150332,-0.28,0.0693722943722944,-0.0523809523809524
"CDC42",-0.0428571428571429,0.0558568882098294,0.0543417366946779,0.0720270547243288,0.0357575757575758,0.115652173913043,0.12,-0.0278579648199901,-0.157478464487637,0.0541666666666667,0.0814718614718615,-0.133333333333333,-0.0235763888888889,0.113945578231293,-0.0812539113614383,-0.0857142857142857,-0.0824884792626728,-0.0347328895715993,-0.119047619047619,-0.128888888888889,-0.0230134932533733,0.292676399026764,0.111904761904762,0.201751425404775,0.118018586531121,0.14,0.1,0.0585094643918173,0.142046783625731,0.14,0.145105105105105,0.151273055233451,-0.087363834422658,-0.087363834422658,0.1,-0.087363834422658,0.143124907085303,0.0298941798941799,0.128888888888889,-0.0934613953982677,-0.113945578231293,0.133333333333333,0.170164203612479,0.1,0.0583333333333333,0.1,0.0666666666666667,0.0833333333333333,0.0358974358974359,0.0312820512820513,0.0425438596491228,-0.110567428150332,-0.18,0.0693722943722944,-0.0523809523809524
"LIV1",0.0523809523809524,0.0574962324721245,0.0558568882098294,0.0775442961036391,0.0374150343211117,0.110567428150332,0.115652173913043,-0.0362111867770307,-0.161538614863577,0.0531765676567657,0.0803849049501223,-0.119047619047619,-0.0266438735514656,0.114910208456373,-0.0892539113614382,-0.0824884792626728,-0.0812539113614383,-0.0347328895715993,-0.0857142857142857,-0.142046783625731,-0.0303664344298439,0.298643849298012,0.111904761904762,0.204865612255986,0.114538733051268,0.128888888888889,0.1,0.0595246928182133,0.139607759235487,0.128888888888889,0.143124907085303,0.150997193164486,-0.0934613953982677,-0.0934613953982677,0.14,-0.0934613953982677,0.151273055233451,0.0347328895715993,0.145105105105105,-0.0893704863073586,-0.114910208456373,0.0833333333333333,0.17330885770053,0.14,0.0425438596491228,0.133333333333333,0.0358974358974359,0.0583333333333333,0.0312820512820513,0.0312820512820513,0.0536549707602339,-0.118567428150332,-0.12,0.0700995670995671,-0.0543417366946779
"SMAD",0.119047619047619,0.12492089202699,0.122132047405476,0.145200311457915,0.0510307908222936,0.108209195155932,0.117511520737327,0.0133540312733861,-0.0484897806464209,0.0932712215320911,0.0884283251645699,-0.0333333333333333,0.0655411255411255,0.146627155867968,-0.0229615008583154,-0.0208333333333333,-0.0144113149847095,-0.062219880576045,-0.0208333333333333,-0.137728937728938,0.0222590508517954,0.278236244913874,0.141343136497851,0.217542088884912,0.113643802907663,0.126190476190476,0.08,0.0728944826163883,0.132692966505916,0.106190476190476,0.115188693659282,0.118895498128233,-0.204046957409403,-0.204046957409403,0.142857142857143,-0.204046957409403,0.121023157702701,-0.037780119423955,0.119915966386555,-0.199441694251508,-0.146627155867968,-0.0555555555555556,0.159268225341198,0.122857142857143,-0.0818860877684407,0,-0.0819047619047619,-0.0603174603174603,-0.0876518883415435,-0.0892391899288451,-0.0752194211017741,-0.113978425925163,-0.114285714285714,-0.0851725996086898,-0.120456069751844
"STAT",0.140909090909091,0.150253103113515,0.148803827751196,0.113589638718473,0.0951689189189189,0.165882352941176,0.16,0.0389320014462014,0.0810192158099209,-0.0137110016420361,0.00392498555916847,-0.1,-0.0518411794172812,0.150591715976331,-0.0552267270357412,-0.0533333333333333,-0.0649612403100775,-0.0569409739574657,-0.1,0.0326298701298701,-0.038,0.0511571210163949,0.0504951475539711,0.031131421659352,-0.00244073075296523,-0.00535714285714285,0.1,0.0771832728636089,-0.0183441558441558,-0.00535714285714285,-0.0163905538905539,-0.018969108050343,0.0247570306038048,0.0247570306038048,-0.0428571428571429,0.0247570306038048,-0.0274315633542763,0.0477455716586151,-0.0326298701298701,0.0128167320963421,-0.150591715976331,0.15,-0.0768282697694462,-0.0428571428571429,0.0852380952380953,0.1,0.0823529411764706,0.09,0.0634340222575517,0.0682883911895905,0.0733736884584342,-0.162656546489564,-0.2,-0.0957476635514019,-0.140909090909091
"FOXC2",0.0590909090909091,0.0896925351071693,0.0804242424242424,0.0140983845309314,0.140166975881262,0.107272727272727,0.107272727272727,0.128819909580029,0.184564474757158,-0.0866923956546598,-0.0209019607843137,0,-0.13424378719731,0.163214654282766,0.0629704301075269,0.05,0.08125,-0.0756521739130435,0.1,0.103328773369813,-0.0533384262796027,-0.224450115201659,0.162962962962963,-0.25578977311491,-0.0573402726451507,-0.119607843137255,-0.1,0.12019129019129,-0.12919084233533,-0.119607843137255,-0.130285295108943,-0.135078357912727,0.0285897435897436,0.0285897435897436,-0.0666666666666667,0.0285897435897436,-0.121255194774495,0.08,-0.103328773369813,0.0403544494720965,-0.163214654282766,0,-0.227310116810344,-0.0666666666666667,0.0552380952380952,0.1,0.129090909090909,0.06,0.150143540669856,0.151174468504908,0.0700529100529101,-0.114489222118088,-0.08,-0.180923492297529,-0.0790909090909091
"cateninmemb",0.0790909090909091,0.0898733669335707,0.0896925351071693,0.00746222892452409,0.133050871012348,0.114489222118088,0.107272727272727,0.140528770339523,0.190342666742246,-0.081429237759923,-0.0188535436520977,0.1,-0.126692299783123,0.164162521581344,0.0771436584539836,0.08125,0.0629704301075269,-0.0841267501842299,0.05,0.12919084233533,-0.0486404397024215,-0.231975702197445,0.173089545241444,0.0910304472208232,0.068397765985166,-0.103328773369813,-0.0666666666666667,0.116653115144735,-0.120524175668664,-0.103328773369813,-0.121255194774495,-0.130409823832428,0.0403544494720965,0.0403544494720965,-0.119607843137255,0.0403544494720965,-0.135078357912727,0.0756521739130435,-0.130285295108943,0.0302985835503088,-0.164162521581344,0.06,-0.228753415779416,-0.119607843137255,0.0700529100529101,0,0.150143540669856,0.0552380952380952,0.151174468504908,0.15823766553093,0.0622607022607023,-0.113312751529853,-0.107272727272727,-0.180481991193776,-0.0804242424242424
"SRC",0.111111111111111,0.121792929292929,0.123611111111111,0.127133520074697,0.147670250896057,0.238383838383838,0.260606060606061,0.0186648255123665,-0.0439958592132505,-0.0442857142857143,0.113953517746621,-0.0333333333333333,-0.00926664314278993,0.175890985324948,-0.0213943355119826,-0.0133333333333333,-0.00962962962962963,-0.0215919867235657,-0.0333333333333333,-0.005,0.01329030122476,0.136289329983629,0.0801033591731266,0.0607604759075347,-0.0073873671606047,-0.025,0,0.0775464792856097,8.19672131147531e-05,-0.025,8.19672131147531e-05,0.0112812906157448,0.184597413433459,0.184597413433459,0,0.184597413433459,0.0110575769692123,0.0260964912280702,0.005,0.192173171009216,-0.175890985324948,0.15,-0.057454630456033,0.1,0.129487179487179,0.1,0.16,0.183333333333333,0.136190476190476,0.132619047619048,0.140598290598291,-0.247817800647989,-0.233333333333333,0.0330735930735931,-0.123611111111111
"ZEB1",0.128544061302682,0.138271045606206,0.133546636157387,0.100128762040084,0.0240037847387944,0.0668627450980392,0.0633333333333333,0.0157570906491105,0.118289118289118,0.0421442495126706,-0.0361915222423503,-0.0583333333333333,-0.0200053000771314,0.177722274932346,-0.0214502413712169,-0.0253787878787879,-0.0175356506238859,-0.0578178118769255,-0.0208333333333333,-0.0040136692575717,-0.0539162650820682,-0.072637336057215,0.176084312979392,-0.0270916863397899,0.0321380079208206,0.00209059233449477,0,0.117771693223773,-0.00389011081115683,-0.00450281425891182,-0.00822013452034973,-0.00801923515739849,-0.00766554254235133,-0.00766554254235133,0.0142857142857143,-0.00766554254235133,-0.00449673026503058,0.0544524272615409,-0.000581245631460839,-0.0043584559281781,-0.177722274932346,0.08,-0.106556964778489,0.00769230769230769,0.041518550474547,0.1,0.0125,0.0431578947368421,0.016421568627451,0.0172480149084427,0.0458042647602613,-0.0699464455385679,-0.0833333333333333,-0.10439539529976,-0.129993336665001
"SOSGRB2",0.185714285714286,0.157721923466604,0.154175824175824,0.156654456654457,0.137609649122807,0.0338052338052338,0.0365079365079365,0.143099502487562,0.290308610107268,0.101944444444444,0.0863478260869565,0,-0.0661610085486017,0.178847117794486,-0.0938508275717578,-0.116666666666667,-0.103153153153153,-0.0902669373637116,-0.0666666666666667,-0.0142857142857143,-0.0990530303030303,0.248191358138603,0.174561403508772,0.267835436023215,0.20665640965641,0.0142857142857143,0,0.111279453316179,0.00993788819875776,0.0142857142857143,0.00559006211180124,-0.00521802886132948,-0.311864406779661,-0.311864406779661,0,-0.311864406779661,0.0003269042170644,0.0937634408602151,0.00993788819875776,-0.313146458061712,-0.178847117794486,-0.2,0.00814081408140814,0,-0.150877192982456,-0.2,-0.172727272727273,-0.166666666666667,-0.165034965034965,-0.180527922781444,-0.175877192982456,-0.0186537186537187,-0.0476190476190476,-0.334082065666918,-0.165714285714286
"RKIP",0.3,0.276243880729862,0.279047619047619,0.277748305334512,0.330882352941176,0.216551724137931,0.22,0.273655259060989,0.286804965888795,0.0213968253968254,0.224521687462864,0.1,0.047542242703533,0.213255858440937,-0.00246994535519126,-0.00666666666666667,-0.0106666666666667,0.0116827022882006,0.0333333333333333,-0.0333333333333333,-0.00526519550909795,0.418327213382293,0.215255858440937,0.325797621826616,0.223982133393898,0.0333333333333333,0,0.120309621634764,0.0448717948717949,0.0333333333333333,0.039608636977058,0.0336974997682109,-0.176948051948052,-0.176948051948052,0,-0.176948051948052,0.0319163292847503,-0.000791613179289691,0.0280701754385965,-0.186349761349761,-0.213255858440937,-0.1,0.0375644631973746,0,-0.0446428571428571,-0.1,-0.0666666666666667,-0.0571428571428571,-0.0666666666666667,-0.0782051282051282,-0.0658549783549784,-0.201658107116654,-0.17,-0.316509062253743,-0.293333333333333
"RAF",0.3,0.276243880729862,0.279047619047619,0.277748305334512,0.330882352941176,0.216551724137931,0.22,0.273655259060989,0.286804965888795,0.0213968253968254,0.224521687462864,0.1,0.047542242703533,0.213255858440937,-0.00246994535519126,-0.00666666666666667,-0.0106666666666667,0.0116827022882006,0.0333333333333333,-0.0333333333333333,-0.00526519550909795,0.418327213382293,0.215255858440937,0.325797621826616,0.223982133393898,0.0333333333333333,0,0.120309621634764,0.0448717948717949,0.0333333333333333,0.039608636977058,0.0336974997682109,-0.176948051948052,-0.176948051948052,0,-0.176948051948052,0.0319163292847503,-0.000791613179289691,0.0280701754385965,-0.186349761349761,-0.213255858440937,-0.1,0.0375644631973746,0,-0.0446428571428571,-0.1,-0.0666666666666667,-0.0571428571428571,-0.0666666666666667,-0.0782051282051282,-0.0658549783549784,-0.201658107116654,-0.17,-0.316509062253743,-0.293333333333333
"ERK",0.279047619047619,0.283190219063062,0.279893515766358,0.287177734763942,0.33753826849608,0.0999914404499877,0.201658107116654,0.281899561055291,0.292643759308074,0.0195845276621976,0.227800609188388,-0.00666666666666667,0.0481446523420872,0.220531199023365,0.00273039565077635,-0.00246994535519126,0.000798028501017894,0.00601642070137256,-0.0106666666666667,-0.0371794871794872,0.00643818643319184,0.418858149167584,0.21639584932101,0.330892926650103,0.22796579843754,0.0448717948717949,0.0333333333333333,0.124566587579037,0.0379313668787353,0.039608636977058,0.0336974997682109,0.0310932040226512,-0.183492618492618,-0.183492618492618,0.0333333333333333,-0.183492618492618,0.0305376484670957,-0.0105756912180899,0.0319163292847503,-0.186682937524522,-0.220531199023365,-0.0446428571428571,0.0362504662736216,0.0280701754385965,-0.076443213649096,-0.0571428571428571,-0.0782051282051282,-0.0658549783549784,-0.0891540333146173,-0.0922011247273597,-0.0865349567683621,-0.0974844766616869,-0.216551724137931,-0.325231978878567,-0.276243880729862
"cMet",0.26,0.24806146572104,0.254444444444444,0.244472573839662,0.27,0.255,0.245,0.214647816253525,0.176950485353847,0.0833333333333333,0.200244474626497,0.1,0.0187017330495591,0.233044733044733,0.00119318181818182,0.01,-0.00818181818181818,-0.00100803957946815,0.05,0.0566666666666667,0.00512555899552804,0.288068346900464,0.138095238095238,0.11084804013787,0.0510655951403282,-0.05,0.1,0.151820103205973,-0.043030303030303,0.05,-0.0450387596899225,-0.0473942572996574,-0.0514285714285714,-0.0514285714285714,-0.1,-0.0514285714285714,-0.0496541443053071,0.00646258503401361,-0.0566666666666667,-0.0608625336927224,-0.233044733044733,-0.1,-0.0720634920634921,0,-0.0333333333333333,-0.1,-0.0571428571428571,-0.0666666666666667,-0.0413533834586466,-0.0477363621820509,-0.0458333333333333,-0.245909090909091,-0.225,-0.19702380952381,-0.26
"CD44",0.2,0.254444444444444,0.26,0.253333333333333,0.273703703703704,0.245,0.225,0.207868155236576,0.172896431299793,0.0833333333333333,0.199120879120879,0.1,0.00783216783216783,0.238095238095238,-0.00818181818181818,0.05,0.01,-0.00646258503401361,0.1,0.05,-0.00467836257309941,0.285878565878566,0.142857142857143,0.110084681359244,0.0443040293040293,-0.1,0.1,0.154945103205973,-0.0566666666666667,0,-0.0566666666666667,-0.0496541443053071,-0.0428571428571429,-0.0428571428571429,0,-0.0428571428571429,-0.0450387596899225,0.0166666666666667,0.05,-0.0514285714285714,-0.238095238095238,-0.1,-0.08,0.1,-0.0666666666666667,0,-0.1,-0.1,-0.0571428571428571,-0.0413533834586466,-0.0333333333333333,-0.255,-0.2,-0.19702380952381,-0.26
"Wnt",0.3,0.328695652173913,0.32,0.303076923076923,0.238333333333333,0.0333333333333333,0.0333333333333333,0.251863354037267,0.484159155653108,0.124242424242424,0.0741176470588235,0,-0.149411764705882,0.263175514108082,-0.0852813852813853,-0.1,-0.109090909090909,-0.148380043728881,-0.1,0.15,-0.145641025641026,-0.0624137931034483,0.250980392156863,0.186596605597392,0.193728813559322,-0.2,0,0.144040404040404,-0.155263157894737,-0.1,-0.155263157894737,-0.195613205198427,-0.276691729323308,-0.276691729323308,-0.2,-0.276691729323308,-0.190977443609023,0.136752136752137,-0.15,-0.299419002050581,-0.263175514108082,-0.1,-0.198787878787879,-0.1,-0.0466666666666667,-0.1,-0.05,-0.0666666666666667,-0.0357142857142857,-0.0357142857142857,-0.0716666666666667,-0.0274509803921569,0,-0.523040752351097,-0.3
"Destcompl",0.296122448979592,0.341994888699582,0.331058928108449,0.284435284330293,0.456997096919736,0.0849126829454698,0.0778088578088578,0.487679775737657,0.596804714431967,0.0146414208427062,-0.0214176639989999,0.0777777777777778,-0.47227151282007,0.415033111610355,0.0786361423252007,0.0760043787629995,0.0734137051878699,-0.265563909774436,0.0674329501915709,0.469418879265617,-0.240032275416891,-0.468627121851109,0.409548326137572,0.0556624983978743,0.385674306504438,-0.438725809958687,-0.355555555555556,0.252378692776334,-0.483333536037417,-0.438725809958687,-0.48387506369003,-0.506888692464837,-0.217605470146909,-0.217605470146909,-0.412698412698413,-0.217605470146909,-0.499902460950304,0.254920634920635,-0.470069093540776,-0.224983806096674,-0.415033111610355,-0.0857142857142857,-0.531617754314478,-0.412698412698413,-0.0812097812097812,-0.1,0.125389737563651,-0.0857142857142857,0.13843321582452,0.150256863119109,-0.0825520630889758,-0.0891320922281703,-0.0687179487179487,-0.665217720062682,-0.314743138634764
"AXIN2",0.276666666666667,0.364088093175099,0.343956079973779,0.31533786276175,0.484363011540431,0.0692227034419877,0.0570731707317073,0.523630589240637,0.735090776634524,0.0180786830436199,-0.017895194230556,0.1,-0.497997466693119,0.443931115739902,0.106173962649372,0.102930402930403,0.106501831501831,-0.294047619047619,0.107692307692308,0.475779203421545,-0.266574122659315,-0.495172618760982,0.424918320726679,0.0709246541239561,0.419054953760445,-0.436124031007752,-0.3,0.28388506746438,-0.509741467572489,-0.436124031007752,-0.510164061465709,-0.549646288685425,-0.260648154333275,-0.260648154333275,-0.373333333333333,-0.260648154333275,-0.531617754314478,0.277777777777778,-0.475779203421545,-0.268259702889706,-0.443931115739902,-0.144444444444444,-0.0637668193025713,-0.373333333333333,-0.138647342995169,-0.133333333333333,0.0849122807017544,-0.140096618357488,0.109912280701754,0.127479848269322,-0.135314009661836,-0.078188220683367,-0.04,-0.695469958340668,-0.317407407407407
