"","TGF","TGFR","CDC42","FOXC2","AXIN2","SOSGRB2","DSH","GLI","LIV1","TCFLEF","TWIST1","EGR1","MEK","cfos","RAS","RAF","ERK","Jagged","NOTCH","SNAI1","GSK3","AKT","IKK","SHH","TrCP","SUFU","ILK","Csn","SMAD","HEY1","FUS","Patched","SNAI2","SMO","NFB","RKIP","NOTCHic","Csl","PI3K","DELTA","cateninmemb","SRC","cMet","Frizzled","cateninnuc","CD44","STAT","Wnt","Destcompl","Ecadherin","ZEB2","PAK1","KLF4","miR200","ZEB1"
"TGFR",-0.198341776426883,-0.188412698412698,-0.0812698412698413,-0.190486045187013,-0.00166375245059079,0.00716374269005848,-0.0142857142857143,-0.0142370228675767,0,-0.00236526135235172,-0.129967707921445,-0.133333333333333,-0.100618441079869,-0.117543859649123,0.111278195488722,0.10952380952381,-0.101988304093567,0.0108215406288019,-0.0933713718680228,-0.114989320146199,0.114485411451426,0.094828641370869,0.0855263157894737,0.00976743619715565,-0.1,-0.06,-0.00422287390029325,-0.075,0.00182694816376369,0.00612219367379736,-0.06,-0.0171120689655172,-0.0366892684305715,-0.0358620689655172,-0.075,0.0954112554112554,0.0868965517241379,0.08,-0.10952380952381,-0.10952380952381,0.00326217226743882,0,0.00188679245283019,0.0142857142857143,0.00209953947458378,0.00188679245283019,0,0.0161725067385445,0.0179883346961879,0.00823537023519543,-0.00483315953891491,0.0955555555555555,-0.00347381133994407,0.175756592622555,0.205692397399146
"TGF",-0.188412698412698,-0.0812698412698413,-0.0955555555555555,-0.178695652173913,-0.00123456790123457,-0.00394736842105263,0,-0.0161725067385445,0,-0.00188679245283019,-0.12462962962963,-0.133333333333333,-0.101988304093567,-0.133333333333333,0.10952380952381,0.111309523809524,-0.117543859649123,0.0151693667157585,-0.0868965517241379,-0.109974570883662,0.114729910228932,0.0855263157894737,0.075,0.0171120689655172,-0.2,0,0.00545454545454546,-0.1,-0.00422287390029325,0.0165699548678272,-0.06,-0.0358620689655172,-0.03645778694909,-0.06,-0.075,0.083982683982684,0.08,0.08,-0.111309523809524,-0.111309523809524,0.00395501291409009,0,0,0.0142857142857143,0.00236526135235172,0.00188679245283019,0,0.0142857142857143,0.0181899475994137,0.00772429698136238,-0.00370108406721679,0.14,0.00902618866005593,0.174290316962731,0.197013152116127
"IKK",0.12260202020202,0.12020202020202,0.111111111111111,0.088023088023088,0.170238095238095,0.0607142857142857,0.15,0.128119658119658,0.1,0.13546429088802,0.207450980392157,0,-0.0526349206349206,-0.0428571428571429,0.174782512376132,0.179007864488808,-0.0548571428571428,0.021426116838488,-0.10995670995671,-0.0691829233813967,0.0411904761904762,0.228249678249678,0.230952380952381,-0.0557854406130268,-0.2,0.1,-0.0777777777777778,-0.3,-0.0946094609460946,-0.0736842105263158,0.08,0.0488888888888889,0.178845763571791,0.06,-0.314285714285714,0.0551912568306011,0.105194805194805,0.0909090909090909,-0.179007864488808,-0.179007864488808,-0.0525144222630256,-0.138888888888889,-0.123504273504274,-0.138888888888889,-0.13462040903148,-0.128119658119658,-0.15,-0.123504273504274,0.0730188394490614,-0.109235977566687,-0.00125814536340852,-0.1,-0.0010989010989011,0.0259085841694537,0.0258295739348371
"Csn",0.0795448961444758,0.0769195978151202,0.0743554952510176,0.0913182742109389,-0.147445408404155,0.111377839271302,-0.116666666666667,-0.115402704024954,-0.133333333333333,-0.113527786126952,-0.00989636901979118,0.04,0.0399864718614719,0.0490909090909091,-0.0245266434786355,-0.0227991962617449,0.0451948051948052,-0.0246545964384602,0.0671009546009546,0.0922573820163958,0.0308626548462048,-0.0833666666666667,-0.0841666666666667,-0.014651348416552,0.18,0.0142857142857143,-0.00226061076604555,0.08,-0.00200354135730519,-0.00605481727574751,0.0253968253968254,0.0187497090722897,0.0694371936873776,0.0284271284271284,0.0883333333333333,-0.0682697453933787,-0.06998556998557,-0.0686868686868687,0.0227991962617449,0.0227991962617449,-0.0344735954875502,0.10632183908046,0.112345935466002,0.10632183908046,0.112746066343429,0.115457046577113,0.116666666666667,0.112345935466002,-0.146718525165537,0.00183879681259725,0.00646484698097601,-0.0818181818181818,-5.31494649141699e-05,-0.0226368648800548,-0.027468982630273
"NFB",-0.121969108809615,-0.12260202020202,-0.12020202020202,-0.0860310561505781,-0.175202634245187,-0.0659774436090226,-0.138888888888889,-0.134861231153366,-0.15,-0.13462040903148,-0.207768440709617,0.0428571428571429,0.0467525676937442,0.0548571428571428,-0.176275049689565,-0.174782512376132,0.0526349206349206,-0.0199872679176247,0.106730903505097,0.0743884028334515,-0.0439355742296919,-0.226027456027456,-0.228249678249678,0.0642191755527859,0.3,-0.08,0.0946094609460946,0.314285714285714,0.100185669124533,0.0897556390977444,-0.06,-0.0557854406130268,-0.17843925950675,-0.0488888888888889,0.230952380952381,-0.0616015132408575,-0.10995670995671,-0.105194805194805,0.174782512376132,0.174782512376132,0.0538871783348313,0.123504273504274,0.128119658119658,0.123504273504274,0.132502761972656,0.13546429088802,0.138888888888889,0.128119658119658,-0.071856048751387,0.111001627646944,0.00777155532509434,0.111111111111111,-0.00274725274725275,-0.0286276174020821,-0.0292778497969061
"SOSGRB2",0.0811386485854571,0.079010989010989,0.0828571428571429,0.0714896214896215,0.0428630363036304,0.0283333333333333,0,0.0410455486542443,0,0.0381126729868149,0.092,0.0142857142857143,-0.000183300183300184,0.00317460317460317,0.245197740112994,0.245197740112994,0.00587730587730588,-0.0115859392871364,-0.113316261203585,0.0731769722814499,0.0853955239088479,0.135233918128655,0.126900584795322,-0.025979467839933,0,0,-0.0434408602150538,-0.1,-0.0357485525227461,0.0545454545454545,0,0.0306306306306306,0.202811194124351,0.0333333333333333,-0.111111111111111,0.0386330409356725,0.109090909090909,0.109090909090909,-0.245197740112994,-0.245197740112994,-0.1077542997543,-0.0428571428571429,-0.0472049689440994,-0.0428571428571429,-0.0425103785317479,-0.0370600414078675,0,-0.0511904761904762,-0.0757041243618425,-0.130300652422341,0.0165288220551378,-0.0928571428571429,0.0093859649122807,-0.0377063939554479,-0.0564035087719298
"ERK",0.143272308676838,0.144645935050465,0.147565643079662,0.139735703873635,0.0326256620930903,0.149724764986901,0.0433333333333333,0.0353562227246438,0.0333333333333333,0.0317996703715427,0.136234956109314,0.123448275862069,0.0193800406144347,0.121320616287601,0.122144741946722,0.120934620934621,0.0179872829542676,0.0893183941197728,0.0734443924265385,0.193837001853451,0.0106014641755844,-0.0530978488142547,-0.0521804176215941,0.0734051868312067,0.0857142857142857,-0.08,0.0566545898653359,0.0732142857142857,0.0551348330264301,0.0507362190239074,-0.076,-0.0743713704060859,0.321841552772653,-0.0776393442622951,0.0580627705627706,-0.025212506935042,-0.0731673841162892,-0.0811965811965812,-0.120934620934621,-0.120934620934621,-0.114434125459799,-0.0270580296896086,-0.0263587289903079,-0.0317948717948718,-0.0307580037048761,-0.030684428735855,-0.0385964912280702,-0.0310955710955711,-0.214576031893508,-0.14092038921753,0.0166630910734436,-0.144761904761905,0.0201339072214252,-0.050442274398585,-0.0790602849679658
"MEK",0.144645935050465,0.147565643079662,0.144761904761905,0.141274165412096,0.0305118409548789,0.14584126984127,0.0333333333333333,0.0310955710955711,0,0.030684428735855,0.135264082322906,0.12,0.0179872829542676,0.123448275862069,0.120934620934621,0.122521922521923,0.121320616287601,0.0872099603848331,0.0731673841162892,0.195457372223821,0.00905741331273246,-0.0521804176215941,-0.0580627705627706,0.0743713704060859,0.1,-0.1,0.0577616009354466,0.0857142857142857,0.0566545898653359,0.0517601098088903,-0.08,-0.0776393442622951,0.322833437353356,-0.076,0.0732142857142857,-0.0282765737874097,-0.0811965811965812,-0.0888888888888889,-0.122521922521923,-0.122521922521923,-0.114894107060535,-0.0385964912280702,-0.0270580296896086,-0.0433333333333333,-0.0317996703715427,-0.0263587289903079,-0.0333333333333333,-0.0317948717948718,-0.213185577177236,-0.139718878747225,0.0193402564277744,-0.14,0.0201339072214252,-0.0506873724378007,-0.0801626471726902
"RAS",0.0249504950495049,0.02,0.02,0.0115873015873016,0.124347826086957,-0.116017316017316,0.1,0.0982843137254902,0,0.105116010397612,0.0104091653027823,-0.12,-0.141671826625387,-0.12,0.0206410256410256,0.122564102564103,-0.135789473684211,-0.106796767198896,-0.196623634558093,-0.071583087512291,0.0953359173126615,0.226666666666667,0.226666666666667,-0.156079096045198,-0.2,0.1,-0.152813852813853,-0.2,-0.156895485466914,-0.0464426877470356,0.2,0.171333333333333,-0.223477436101411,0.183333333333333,-0.233333333333333,-0.0885534591194969,0.194736842105263,0.2,-0.122564102564103,-0.122564102564103,0.0864074375065546,-0.1,-0.0941176470588235,-0.1,-0.101999863088831,-0.100500625782228,-0.1,-0.0941176470588235,0.19927914637217,0.0757527675101661,0.0326215022091311,-0.06,0.0357142857142857,-0.0488923076923077,-0.0322974963181149
"HEY1",0.134681448632668,0.132242424242424,0.146909090909091,0.152185140373283,0.163890341068896,-0.00710405946255004,0.0333333333333333,0.0943975344748966,0.1,0.0837390175794982,0.159063180827887,-0.12,-0.0664799603065218,-0.0745454545454545,0.152488687782805,0.148076923076923,-0.0510160427807487,0.0405233746762982,-0.00312731218862526,0.0937163371796035,0.129111194087804,0.193756613756614,0.175238095238095,0.0310483870967742,-0.1,-0.2,-0.149333333333333,-0.2,-0.110202898550725,-0.13379679144385,-0.1,-0.00416666666666666,-0.130942521217058,-0.0166666666666667,-0.18,-0.0963821892393321,0.0062200956937799,0.0272727272727273,-0.148076923076923,-0.148076923076923,0.0251669863560108,-0.0745098039215686,-0.104742362061104,-0.0745098039215686,-0.0878486066205941,-0.0934380142350166,-0.0333333333333333,-0.104742362061104,-0.112295358433792,-0.00704600703920583,0.0403044375644995,-0.190909090909091,0.0518518518518519,-0.109153439153439,-0.130650154798762
"SUFU",-0.301772998606059,-0.292897258961089,-0.28545045045045,-0.200567972511067,-0.149429053835867,-0.213501410869832,-0.0875,-0.097633288850761,0.05,0.00351458840925305,-0.0407567828052399,-0.127692307692308,-0.0990962962202874,-0.130722610722611,-0.188348504885211,-0.191196606151034,-0.108883530262841,0.0129065483363912,0.108975468975469,-0.0770500859096222,-0.112801096783687,-0.214930009587728,-0.218285714285714,-0.0565730665730666,0.2,0.04,0.110967741935484,0.214285714285714,0.113508157639872,0.104847675460562,-0.01,0.0415151515151515,0.0985746546682837,0.0122222222222222,0.218285714285714,0.0664875984758165,-0.108181818181818,-0.117272727272727,0.191196606151034,0.191196606151034,-0.0676447852686624,0.00555555555555555,-0.00124056094929882,0.109722222222222,-0.00223581603073643,-0.00650371884403566,-0.0166666666666667,0.103952991452991,0.103102405629722,-0.0104868204854589,0.0491589470939897,0.301666666666667,0.0410591385534941,0.165966788905139,0.216658604253036
"Patched",-0.301666666666667,-0.36,-0.4,-0.215,-0.132900432900433,-0.266666666666667,-0.2,-0.0875,-0.1,-0.00555555555555555,-0.0388888888888889,-0.1,-0.127692307692308,-0.1,-0.167788461538462,-0.161538461538462,-0.12,0.0465608465608466,0.127272727272727,-0.0349462365591398,-0.0937728937728938,-0.214285714285714,-0.2,0.01,0,0.2,0.183333333333333,0,0.173333333333333,0.187179487179487,0.3,0.04,0.0956628352490421,0.2,0.1,0.0828571428571429,-0.1,0,0.161538461538462,0.161538461538462,-0.0775806451612903,0,-0.05,0.1,-0.00124056094929882,-0.0166666666666667,0.1,0.05,0.108011988011988,-0.0076564185544768,0.05,0.3,0.00555555555555556,0.183333333333333,0.233333333333333
"SRC",-0.190800865800866,-0.172619047619048,-0.191666666666667,-0.181610644257703,0.157529006757618,-0.101428571428571,0.2,0.118196721311475,0,0.129172331067573,-0.0596147530630289,-0.0333333333333333,0.000285877644368213,-0.0242424242424242,-0.152039670800622,-0.144463913224864,-0.0242424242424242,0.105909785932722,0.179761904761905,-0.0652792961298621,-0.090995670995671,-0.181196581196581,-0.192307692307692,0.124313725490196,0.1,-0.1,0.102850877192982,0.2,0.0731211474632527,0.0461684872558755,-0.15,-0.156666666666667,-0.0695936265079329,-0.19,0.2,0.149038774845226,-0.201190476190476,-0.225,0.144463913224864,0.144463913224864,-0.0586128573566831,-0.15,-0.11,-0.15,-0.125816626369586,-0.118196721311475,-0.1,-0.11,-0.153827440675267,-0.145597360156184,0.0511605271039233,0.266666666666667,-0.0169896640826873,0.158758600497731,0.163192572626535
"FUS",-0.292897258961089,-0.28545045045045,-0.301666666666667,-0.187912885662432,-0.152005166248045,-0.226788124156545,-0.05,-0.103952991452991,0,0.00650371884403566,-0.0347774013619409,-0.12,-0.108883530262841,-0.127692307692308,-0.191196606151034,-0.186393112701252,-0.130722610722611,0.0202699687639447,0.108181818181818,-0.069043271599571,-0.117171276732273,-0.218285714285714,-0.218285714285714,-0.0415151515151515,0.1,0.2,0.14,0.2,0.110967741935484,0.133763338111164,0.04,0.0122222222222222,0.0979813784652514,-0.01,0.214285714285714,0.0497529045982654,-0.117272727272727,-0.127272727272727,0.186393112701252,0.186393112701252,-0.063961292772073,-0.0166666666666667,0.00555555555555555,0.0875,-0.00351458840925305,-0.00124056094929882,-0.05,0.109722222222222,0.104644138750403,-0.00945695436805412,0.0564053239055839,0.36,0.058424408014572,0.165223294481347,0.203615125992167
"PI3K",-0.0748087039693926,-0.0691176470588235,-0.0691176470588235,-0.0569152148664344,-0.151904761904762,-0.0373076923076923,-0.1,-0.112701597918989,-0.1,-0.109876739161927,-0.0807985156524002,-0.0333333333333333,0.00679616108738578,-0.019047619047619,-0.0893909743224812,-0.0852813852813853,-0.00140056022408963,0.0283333333333333,0.127481389578164,0.0342552334943639,-0.0585978835978836,-0.271493212669683,-0.284313725490196,0.0741452991452991,0.2,-0.1,0.0941976790716287,0.233333333333333,0.0933976790716286,0.0849527461070191,-0.1,-0.0769230769230769,-0.0493323365204525,-0.1,0.266666666666667,-0.0196670976082741,-0.140384615384615,-0.125,0.0852813852813853,0.0852813852813853,-0.0607422366186762,0.0888888888888889,0.101932367149758,0.0888888888888889,0.107196326790793,0.112701597918989,0.1,0.101932367149758,-0.166009381569452,-0.0280785171058446,0.0598297547754678,0.075,0.0653508771929825,0.118008619647964,0.138438661408378
"ILK",-0.0748087039693926,-0.0691176470588235,-0.0691176470588235,-0.0569152148664344,-0.151904761904762,-0.0373076923076923,-0.1,-0.112701597918989,-0.1,-0.109876739161927,-0.0807985156524002,-0.0333333333333333,0.00679616108738578,-0.019047619047619,-0.0893909743224812,-0.0852813852813853,-0.00140056022408963,0.0283333333333333,0.127481389578164,0.0342552334943639,-0.0585978835978836,-0.271493212669683,-0.284313725490196,0.0741452991452991,0.2,-0.1,0.0941976790716287,0.233333333333333,0.0933976790716286,0.0849527461070191,-0.1,-0.0769230769230769,-0.0493323365204525,-0.1,0.266666666666667,-0.0196670976082741,-0.140384615384615,-0.125,0.0852813852813853,0.0852813852813853,-0.0607422366186762,0.0888888888888889,0.101932367149758,0.0888888888888889,0.107196326790793,0.112701597918989,0.1,0.101932367149758,-0.166009381569452,-0.0280785171058446,0.0598297547754678,0.075,0.0653508771929825,0.118008619647964,0.138438661408378
"SMO",-0.28545045045045,-0.301666666666667,-0.36,-0.183965517241379,-0.150141812210778,-0.26140350877193,-0.1,-0.109722222222222,-0.1,0.00124056094929882,-0.0300653594771242,-0.1,-0.130722610722611,-0.12,-0.186393112701252,-0.167788461538462,-0.127692307692308,0.0287037037037037,0.117272727272727,-0.0492319508448541,-0.114161243287457,-0.218285714285714,-0.214285714285714,-0.0122222222222222,0,0.3,0.173333333333333,0.1,0.14,0.172893772893773,0.2,-0.01,0.098519978106185,0.04,0.2,0.0384126984126984,-0.127272727272727,-0.1,0.167788461538462,0.167788461538462,-0.0678719072972127,-0.05,-0.0166666666666667,0.05,-0.00650371884403566,0.00555555555555555,0,0.0875,0.110337569407337,-0.0050733927242185,0.0754237288135593,0.4,0.0305555555555556,0.159282700421941,0.207909604519774
"DSH",-0.0699883855981417,-0.0647619047619048,-0.06,-0.0452523160234298,-0.13649833632171,-0.0163340724316334,-0.075,-0.0925880878667256,-0.1,-0.0900770967152982,-0.0599401037010549,-0.0133333333333333,0.00425803069765919,0.00431372549019608,-0.0473376111549242,-0.0459370509308346,0.00801742919389979,0.028695366800702,0.110933184462596,0.0641373360938578,0.0339087854301071,-0.145933908045977,-0.147083333333333,0.0640320824369904,0.133333333333333,-0.1,0.0735053880891742,0.153333333333333,0.0761468975231365,0.0633692250265599,-0.0909090909090909,-0.0670995670995671,-0.000374291784747391,-0.0670995670995671,0.165833333333333,-0.0285564435564436,-0.117226890756303,-0.130952380952381,0.0459370509308346,0.0459370509308346,-0.0620968931782252,0.0802631578947368,0.0945488721804511,0.0802631578947368,0.0905223326903649,0.093886620524822,0.075,0.0945488721804511,-0.154881870994609,-0.0418424432429188,0.0764864264191645,0.06,0.068554023551168,0.114453298226164,0.139038010038083
"SNAI2",0.196869427815719,0.200596135890254,0.215126050420168,0.214668906830092,0.224210431415719,-0.0322177146720757,0.134545454545455,0.164419350326558,0.18,0.158323330759618,0.207631403060787,-0.133333333333333,-0.0968203497615262,-0.115686274509804,0.206291817927824,0.200812365873029,-0.0941176470588235,0.119439520444526,0.0508430166324903,0.138026320255378,0.168262199615205,0.241701287910262,0.228448275862069,0.0917241262702264,-0.1,-0.2,-0.187994634473508,-0.2,-0.164549658396953,-0.17626582278481,-0.18,-0.0846818727490996,0.181816922934297,-0.115294117647059,-0.225,-0.148051282051282,-0.0482456140350877,-0.0464912280701754,-0.200812365873029,-0.200812365873029,-0.0762060520741051,-0.141688311688312,-0.162815072251692,-0.141688311688312,-0.158789169268935,-0.163890341068896,-0.134545454545455,-0.162815072251692,-0.156229954521568,-0.205302190457869,0.0814636039437802,-0.229411764705882,0.104615384615385,-0.149255018131613,-0.179462555066079
"Csl",-0.0334011266584574,-0.0259181334611785,-0.00235125448028674,-0.0332552420300712,0.110278661237336,-0.145981250243124,0.0661538461538461,0.0704793593503271,0.12,0.0636311925079646,-0.00688353001107132,-0.18,-0.144906832298137,-0.165714285714286,0.0124169551969623,0.00579930813813872,-0.151428571428571,0.0956259795208471,0.115624324741472,0.0259122761296674,0.0686980818755372,-0.0888888888888889,-0.0912144702842377,0.0782529859723473,0.133333333333333,-0.158333333333333,0.0259266872216512,0.122222222222222,0.0403711316660957,0.117322884560736,-0.13525641025641,-0.0730805721792439,-0.218156549744597,-0.0999622926093514,0.0888888888888889,-0.0274934510517083,-0.110169779286927,-0.118064516129032,-0.00579930813813872,-0.00579930813813872,-0.0319119687522766,-0.0449417249417249,-0.0614252414252414,-0.0449417249417249,-0.0610582937086507,-0.0683640169354455,-0.0661538461538461,-0.0632212948341981,-0.093572089894255,-0.021964219998338,0.0849417709806852,-0.0137777777777778,0.103019323671498,0.184746357701135,0.170963069723579
"CDC42",-0.0421059332824039,-0.0224089635854342,-0.00476190476190476,-0.0380214524834324,0.0874384236453202,-0.134722222222222,0.1,0.062046783625731,0.1,0.0616798977195017,-0.0102597402597403,-0.18,-0.129786293294031,-0.16,-0.0417875551304533,-0.0442265795206972,-0.138260869565217,0.0857638888888889,0.114615384615385,0.00943174968491425,0.0483225108225108,-0.108333333333333,-0.108333333333333,0.0667349377026796,0.1,-0.133333333333333,0.0373015873015873,0.133333333333333,0.0421402969790066,0.0287606196901549,-0.147619047619048,-0.0852534562211981,-0.2132928871615,-0.114285714285714,0.133333333333333,-0.0323776223776224,-0.119230769230769,-0.15,0.0442265795206972,0.0442265795206972,-0.0455896074683355,-0.06,-0.0488888888888889,-0.06,-0.0583465643861684,-0.0596996996996997,-0.1,-0.0488888888888889,-0.0814482263750663,-0.0313044758177545,0.093996694723087,-0.0714285714285714,0.0982222222222222,0.180867498514557,0.176121295976018
"STAT",-0.0498720037907681,-0.0319976076555024,-0.00568181818181818,-0.0393755964553511,0.172607392607393,-0.215024630541872,0.157142857142857,0.135561497326203,0.1,0.131343367463241,0.0795494027877836,-0.2,-0.156609740670462,-0.2,0.103339228176734,0.0951302729528536,-0.170588235294118,0.0759886531762952,0.0790462078297601,0.029316245858953,0.135665331553182,-0.067409200968523,-0.0657142857142857,0.06733312752967,0.1,-0.15,0.00925925925925926,0.1,0.0196040868454662,0.00333333333333333,-0.175,-0.0841472868217054,-0.176780658126,-0.128333333333333,0.08,-0.0540797940797941,-0.0741918388977212,-0.103921568627451,-0.0951302729528536,-0.0951302729528536,-0.0537746237347089,-0.107142857142857,-0.116233766233766,-0.107142857142857,-0.12574146043106,-0.134182484182484,-0.157142857142857,-0.116233766233766,-0.143529486058533,-0.128218274414282,0.0952842029765107,0.0181818181818182,0.0130124777183601,0.163180209496115,0.158095750403443
"NOTCHic",-0.0259181334611785,-0.00235125448028674,0.0137777777777778,-0.0188874259381172,0.104880203653789,-0.146794258373206,0.12,0.0632212948341981,0.1,0.0683640169354455,-0.000788721884660485,-0.18,-0.151428571428571,-0.18,0.00579930813813872,0.00432147562582345,-0.165714285714286,0.0925009795208471,0.110169779286927,0.0219597069597069,0.0614815870301764,-0.0912144702842377,-0.0888888888888889,0.0730805721792439,0.1,-0.133333333333333,0.0295238095238095,0.133333333333333,0.0259266872216512,0.120590858416945,-0.158333333333333,-0.0999622926093514,-0.218231120960108,-0.13525641025641,0.122222222222222,-0.0500740962129986,-0.118064516129032,-0.06,-0.00432147562582345,-0.00432147562582345,-0.0274777179877506,-0.0661538461538461,-0.0449417249417249,-0.0661538461538461,-0.0636311925079646,-0.0614252414252414,-0.12,-0.0449417249417249,-0.0929017669204585,-0.0208014293006636,0.0976489533011272,0.0222222222222222,0.110162180814355,0.171456597352551,0.158808373590982
"ZEB2",-0.213881673881674,-0.212294372294372,-0.207532467532468,-0.190371406371406,-0.18530162700651,-0.16007326007326,-0.159090909090909,-0.156390368041744,-0.15,-0.149115531394998,-0.130563549160671,-0.108333333333333,-0.0946288321117506,-0.0925438596491228,-0.08820425113787,-0.0862770562770563,-0.086092246745897,-0.0815824386791566,-0.0566137032366541,-0.0433692605467852,-0.0369113481943116,-0.0348234683281412,-0.0338888888888889,-0.0233322774786189,0,0,0.00158257235722024,0.0111111111111111,0.0113386699181959,0.0121283555154523,0.0142857142857143,0.0269686411149826,0.0331105316892108,0.0342857142857143,0.0361111111111111,0.0432850241545894,0.054974358974359,0.058974358974359,0.0862770562770563,0.0862770562770563,0.0994710200596391,0.136666666666667,0.141929824561404,0.145757575757576,0.147816830096296,0.148411306042885,0.15,0.150885780885781,0.163039565977269,0.174267668705857,0.181797245064019,0.194805194805195,0.262347750013479,0.306412009045114,0.368925922569423
"ZEB1",0.0751021883704883,0.0727399836460788,0.0651257704481093,0.086234538169536,-0.202029917611684,0.135009746588694,-0.138095238095238,-0.163065580383911,-0.166666666666667,-0.165295441091024,-0.0608452406510659,0.15,0.122194869137082,0.13,-0.175015723636175,-0.172338558281844,0.114705882352941,-0.000982432852366599,0.0476087749149247,0.013212109403182,-0.164623169939835,-0.0996002300834052,-0.0896002300834052,0.0277921828712074,0.0666666666666667,0.025,0.0497394778972995,0.0866666666666667,0.0343548625126841,0.037957111972656,0.0125,-0.0317067736185383,0.19421557770395,-0.0238636363636364,0.0814035087719298,-0.00737622145745937,-0.0459558823529412,-0.0479166666666667,0.172338558281844,0.172338558281844,0.0018854628207995,0.160662914321451,0.170466835890078,0.155168408826945,0.167056693537208,0.167689058112301,0.143589743589744,0.16478379344233,0.143678546769091,0.108424419509021,0.252183324950324,-0.0549808429118774,0.248257972349615,0.220739721864114,0.110685885240961
"miR200",-0.0822332421340629,-0.0845588235294118,-0.0845588235294118,-0.0646455983041349,-0.231845573675382,-0.00366215344938749,-0.2,-0.199917659804984,-0.2,-0.200237518581609,-0.150955710955711,0.0142857142857143,0.0136178107606679,0.0242857142857143,-0.177903204102259,-0.174661308840413,0.0197402597402597,-0.0429256613122353,-0.0130310873618881,-0.0348471898471898,-0.124258782035648,-0.0481344871612995,-0.0443609022556391,-0.0134988992845349,0,0.02,0.0261553588987217,0.02,0.0296036347607907,0.026864406779661,0.0325,0.0211075949367089,0.169134169012858,0.0325,0.0357894736842105,0.0390598701384373,0.0135960591133005,0.0239408866995074,0.174661308840413,0.174661308840413,0.099240831695607,0.18695652173913,0.191181873851806,0.188,0.199176912521003,0.199047042391132,0.2,0.192225352112676,0.18719994255556,0.237030217378775,0.308073476702509,0.0708333333333333,0.297256728778468,0.265788429314754,0.338158602150538
