"","GSK3","cateninmemb","RAF","PI3K","DSH","cateninnuc","Ecadherin","NFB","Csn","ZEB2","ZEB1","SUFU","LIV1","IKK","AKT","FUS","SMO","Patched","SHH","TrCP","SNAI2","SMAD","KLF4","MEK","CDC42","TGFR","cfos","PAK1","FOXC2","ERK","TGF","EGR1","SNAI1","RKIP","HEY1","ILK","TWIST1","miR200","SOSGRB2","Jagged","NOTCH","Csl","NOTCHic","TCFLEF","STAT","CD44","Destcompl","GLI","cMet","SRC","Wnt","DELTA","RAS","Frizzled","AXIN2"
"cateninnuc",0.200780434644697,0.0742902228708156,0.231021681021681,0.231021681021681,0.0498834498834499,-0.0461915741392643,0.00178412626327261,0.224242424242424,0.233333333333333,0.0437386405779723,0.0437386405779723,0.0666666666666667,0.0575757575757576,0.226242424242424,0.226242424242424,0.0666666666666667,0.0715846994535519,0.073448053490819,0.0727944587195772,0.233333333333333,-0.0138479347824369,-0.00934714913705364,0.0137497338564954,0.149924635372975,0.0491428571428571,0.0525911330049261,-0.166252587991718,0.0491428571428571,-0.0541443310787573,-0.153594360143617,-0.0549928797298169,0.171014492753623,0.101941403639164,0.0816797230891524,0.0300622628856204,0.00593650793650794,-0.039367036773849,-0.0220314957539847,-0.0444788727198952,-0.053904908357594,-0.223226934965209,-0.221155053358443,-0.222317844056118,-0.0541674427069108,-0.0498834498834499,-0.0536446645142297,-0.215179785998257,-0.0522685275812137,-0.0520573629269282,-0.0498834498834499,-0.0506874999132295,-0.231021681021681,-0.232200132200132,-0.0485135868697513,-0.21932078572568
"Ecadherin",0.249404630954746,0.323236915523501,0.291768476621418,0.291768476621418,0.227450980392157,0.220067751178527,0.123467963905177,0.274285714285714,0.26,0.0441334448471332,0.0441334448471332,0.233333333333333,0.233333333333333,0.274285714285714,0.275584415584416,0.216666666666667,0.210416666666667,0.211491935483871,0.213066738633477,0.2,0.0881065488257759,-0.0259607678001193,0.0185185185185185,0.179527721116563,0.137757575757576,0.134342941611234,-0.183101604278075,0.147090909090909,-0.106789392827952,-0.186194387783229,-0.135247100743242,0.165454545454545,0.0519933455173618,0.0334494914751737,0.0553303151645039,0.0262028985507246,-0.189140029941213,-0.0252653801815813,-0.086453161204899,-0.216058860521892,-0.289071354450414,-0.292535885167464,-0.28944310166231,-0.21932078572568,-0.227450980392157,-0.218199988714472,-0.265429774453961,-0.217025960344041,-0.217865540553936,-0.22047423620611,-0.217025960344041,-0.291768476621418,-0.291768476621418,-0.22047423620611,-0.29023803937592
"cateninmemb",0.249404630954746,0.229754240551702,0.291768476621418,0.291768476621418,0.227450980392157,0.220067751178527,0.141445161997662,0.274285714285714,0.26,0.0441334448471332,0.0441334448471332,0.233333333333333,0.233333333333333,0.274285714285714,0.275584415584416,0.216666666666667,0.210416666666667,0.211491935483871,0.213066738633477,0.2,0.0881065488257759,-0.0259607678001193,0.0185185185185185,0.179527721116563,0.137757575757576,0.134342941611234,-0.183101604278075,0.147090909090909,-0.106789392827952,-0.186194387783229,-0.135247100743242,0.165454545454545,0.0519933455173618,0.0334494914751737,0.0553303151645039,0.0262028985507246,-0.189140029941213,-0.0252653801815813,-0.086453161204899,-0.216058860521892,-0.289071354450414,-0.292535885167464,-0.28944310166231,-0.21932078572568,-0.227450980392157,-0.218199988714472,-0.265429774453961,-0.217025960344041,-0.217865540553936,-0.22047423620611,-0.217025960344041,-0.291768476621418,-0.291768476621418,-0.22047423620611,-0.29023803937592
"FOXC2",0.249625381506623,0.322083069369655,0.293974358974359,0.293974358974359,0.233333333333333,0.21932078572568,0.223467963905177,0.26,0.2,0.0474509803921569,0.0474509803921569,0.2,0.233333333333333,0.274285714285714,0.274285714285714,0.233333333333333,0.216666666666667,0.210416666666667,0.211491935483871,0.1,0.0879259347378771,-0.0262028985507246,0.0185185185185185,0.186194387783229,0.147090909090909,0.137757575757576,-0.165454545454545,0.159090909090909,-0.104729896260447,-0.183101604278075,-0.134342941611234,0.12,0.0548414467831846,0.0398165326736755,0.0586860198624904,0.032,-0.187464052287582,-0.0273137973137973,-0.079874213836478,-0.213999363954386,-0.28944310166231,-0.287272727272727,-0.292535885167464,-0.218199988714472,-0.233333333333333,-0.217865540553936,-0.264777397939516,-0.217025960344041,-0.22047423620611,-0.227450980392157,-0.22047423620611,-0.293974358974359,-0.291768476621418,-0.227450980392157,-0.290856596076951
"TGFR",0.108239668800724,0.0324008191839213,-0.0107142857142857,-0.0107142857142857,0.0428571428571429,0.031720182999008,0.030185949742264,-0.141666666666667,-0.141666666666667,0.0637564889427935,0.0637564889427935,-0.0466666666666667,0,-0.13640350877193,-0.141054671562628,-0.0633333333333333,-0.0529885057471264,-0.0561135057471264,-0.0521587034872394,-0.166666666666667,-0.00228594422903242,-0.0674410271930649,0.0625594784061603,-0.0340014419610671,0.135873015873016,0.0323015873015873,0.0526315789473684,0.131111111111111,-0.0239849873877783,0.0326315789473684,-0.0315923674434313,-0.1,0.000414442087812965,0.0325108225108225,0.045822146520781,0.0663734115347019,-0.031797153024911,-0.0653520746957899,0.016358024691358,0.0526872425348445,0.135376664185893,0.136666666666667,0.133218390804598,-0.031631609039752,-0.0333333333333333,-0.0325885468387951,-0.0134364984440635,-0.0415181288583601,-0.0352201257861635,-0.0333333333333333,-0.044743935309973,0.0107142857142857,0.0107142857142857,-0.0428571428571429,-0.0354173762972046
"Jagged",0.126819923371648,0.290799341503567,0.18,0.18,0,0.237662337662338,0.23480701754386,0.1,0,0.0814009661835749,0.0814009661835749,0,0,0.2,0.233333333333333,0.1,0.2,0.225,0.232692307692308,0,0.156033182503771,0.0976190476190476,0.0944444444444444,-0.1,-0.1,0,0,-0.2,-0.04,0.1,-0.052,0.1,-0.0833333333333333,-0.0923076923076923,-0.25,-0.15,-0.12,-0.0393939393939394,-0.18,-0.25021645021645,-0.157142857142857,0,-0.1,-0.247552447552448,0,-0.238461538461538,-0.276324324324324,-0.238461538461538,-0.2,-0.1,-0.2,-0.18,-0.225454545454545,-0.1,-0.26
"DELTA",0.126819923371648,0.290799341503567,0.18,0.18,0,0.237662337662338,0.23480701754386,0.1,0,0.0814009661835749,0.0814009661835749,0,0,0.2,0.233333333333333,0.1,0.2,0.225,0.232692307692308,0,0.156033182503771,0.0976190476190476,0.0944444444444444,-0.1,-0.1,0,0,-0.2,-0.04,0.1,-0.052,0.1,-0.0833333333333333,-0.0923076923076923,-0.25,-0.15,-0.12,-0.0393939393939394,-0.18,-0.25021645021645,-0.157142857142857,0,-0.1,-0.247552447552448,0,-0.238461538461538,-0.276324324324324,-0.238461538461538,-0.2,-0.1,-0.2,-0.18,-0.225454545454545,-0.1,-0.26
"DSH",-0.0140122361304056,0.195101006644098,0.11374023821185,0.11374023821185,0.25,0.22020016774553,0.170672979908516,0.193333333333333,0.193333333333333,0.0854092185164923,0.0854092185164923,0.2,0.2,0.193333333333333,0.185287356321839,0.190909090909091,0.167099567099567,0.141293115486664,0.134544649228995,0.133333333333333,0.0819697403513606,0.0619073618017244,0.0666829838731609,-0.0113070257342703,0.0907246376811594,0.078343685300207,0.0858823529411765,0.0733333333333333,-0.0448632966380824,0.0451416122004357,-0.0612705145684997,-0.08,-0.086231884057971,-0.0718031968031968,-0.0415717690297758,-0.0532281165187055,-0.101059955897253,-0.0354799519586105,-0.0811529933481153,-0.147572510329008,-0.230965113318054,-0.238095238095238,-0.240056022408964,-0.222070158840811,-0.25,-0.230641587412239,0.0393428900264029,-0.229516192441889,-0.244548872180451,-0.255263157894737,-0.244548872180451,-0.11374023821185,-0.10841810936031,-0.255263157894737,-0.284611734061248
"NOTCH",0.14954719609892,0.281898817943357,0.225454545454545,0.225454545454545,0.1,0.226641929499072,0.230774759479344,0.2,0.1,0.0888083735909823,0.0888083735909823,0.1,0,0.233333333333333,0.255555555555556,0.2,0.225,0.232692307692308,0.215045248868778,0,0.152329478800067,0.080952380952381,0.0814009661835749,-0.0642857142857143,0,0.052,0.1,-0.1,-0.0420408163265306,0.1,-0.0616774193548387,0,-0.0602564102564103,-0.0612732095490716,-0.193478260869565,-0.0976190476190476,-0.114915254237288,-0.0451082251082251,-0.132631578947368,-0.235401635401635,-0.286175115207373,-0.1,-0.157142857142857,-0.237662337662338,-0.1,-0.247552447552448,-0.280997221520586,-0.247552447552448,-0.238461538461538,-0.2,-0.238461538461538,-0.225454545454545,-0.247193675889328,-0.2,-0.288301886792453
"GSK3",-0.120335031471504,0.195189423973895,0.10841810936031,0.10841810936031,0.255263157894737,0.221779115113951,0.173669357913126,0.193333333333333,0.193333333333333,0.0912041665105488,0.0912041665105488,0.190909090909091,0.25,0.185287356321839,0.183577954612437,0.167099567099567,0.141293115486664,0.134544649228995,0.134544649228995,0.193333333333333,0.0826599905670638,0.0713526391630437,0.0788967243311762,-0.00164793482517942,0.078343685300207,0.0612705145684997,0.0451416122004357,0.0907246376811594,-0.0348154497481303,0.0113070257342703,-0.0502448735428587,-0.0858823529411765,-0.0892219172805624,-0.0735575827681091,-0.0481461634934436,-0.0619073618017244,-0.0945298662685713,-0.037238451372444,-0.0946413654411386,-0.14567470011003,-0.224471606824548,-0.240056022408964,-0.230965113318054,-0.22020016774553,-0.255263157894737,-0.222070158840811,0.0425482440242895,-0.220082230177738,-0.230641587412239,-0.244548872180451,-0.229516192441889,-0.10841810936031,-0.102115588351906,-0.244548872180451,-0.276240348977534
"STAT",-0.11595015576324,-0.0314518977329708,-0.0609956575682382,-0.0609956575682382,-0.0571428571428571,-0.0383600699226369,0.0546888267000464,0.15,0.15,0.0956697149004841,0.0956697149004841,0.15,-0.2,0.145238095238095,0.133373688458434,0.15,0.143333333333333,0.131705426356589,0.129050559099952,0.1,0.0159169472988781,0.10192403798101,0.193434343434343,-0.0899557242251739,-0.123295454545455,-0.112769138755981,0.12,-0.154545454545455,0.0819659168370825,0.108235294117647,0.115184597693179,-0.1,-0.044267165692522,-0.0285810810810811,-0.104666666666667,-0.106521739130435,0.0896724797774273,-0.0465245759730119,-0.0385878489326765,-0.102916389985904,-0.0895092122390809,-0.0843137254901961,-0.0924218335983042,0.0339500580036858,0.0571428571428571,0.0273254523254523,0.0838962761467934,0.0289343009931245,0.023051948051948,0.0321428571428571,0.023051948051948,0.0609956575682382,0.0580105829413725,0.0321428571428571,0.0732968991792521
"ILK",-0.0144781144781145,0.150452625759399,0.0618874458874459,0.0618874458874459,0.2,0.196470822909222,0.117407226085541,0.0666666666666667,0.0333333333333333,0.096734829673629,0.096734829673629,0.1,0.1,0.0607843137254902,0.0582202111613876,0.2,0.183333333333333,0.16025641025641,0.13525641025641,0,0.0281882814141333,0.0715649459783914,0.0798245614035088,-0.0253202920512467,0.139705882352941,0.147705882352941,0.0571428571428571,0.075,-0.115867595818815,0.0630252100840336,-0.132258727881396,0,-0.0493719806763285,-0.0612475759534583,-0.0657552214710927,-0.0723649459783914,-0.173685639615789,-0.0390321021468563,-0.0561538461538462,-0.146929824561404,-0.204466501240695,-0.2,-0.207692307692308,-0.203274946620562,-0.2,-0.215139353400223,0.0466727327873825,-0.215139353400223,-0.228985507246377,-0.233333333333333,-0.228985507246377,-0.0618874458874459,-0.0591477198600486,-0.233333333333333,-0.260285714285714
"RAS",0.0258139534883721,0.117584996885851,-0.11,-0.11,0.1,0.192061009471689,0.0632665503619102,0.0333333333333333,0,0.0979455081001473,0.0979455081001473,0.1,0,0.04,0.0455555555555556,0.2,0.233333333333333,0.245333333333333,0.243638418079096,0,0.0486469847407465,0.188497217068646,0.109285714285714,-0.0344633642930857,-0.08,-0.0329411764705882,-0.045,-0.14,0.0187301587301587,0.0128947368421053,0.0101688992428655,0.12,0.0332743362831858,0.0779937106918239,-0.204743083003953,-0.212987012987013,-0.101843971631206,-0.0822153846153846,-0.0246753246753247,-0.251015178395427,-0.0827706057596822,-0.05,-0.0657894736842105,-0.200276306922114,-0.1,-0.201814768460576,0.0824622737413435,-0.199509803921569,-0.191176470588235,-0.15,-0.191176470588235,0.11,-0.0130769230769231,-0.15,-0.227193675889328
"cfos",0.110143398268398,0.26474846629558,0.234694989106754,0.234694989106754,0.2,0.221752445514822,0.214114524825001,0.225,0.2,0.0998405011722203,0.0998405011722203,0.2,0.1,0.2375,0.226973684210526,0.214285714285714,0.214285714285714,0.191705069124424,0.185532229618251,0.1,0.123493222106361,0.0795784263526199,0.0841587301587302,-0.0418865143699337,0.0523809523809524,0.0621848739495798,0.12,0,-0.0293297806927649,0.0808695652173913,-0.0530939648586707,-0.2,-0.050685517014631,-0.0368065268065268,-0.0727886056971514,-0.0828042328042328,-0.0978181818181818,-0.052652576181988,-0.0777777777777778,-0.210833333333333,-0.271538461538462,-0.25,-0.273076923076923,-0.228419112181488,-0.2,-0.2403003003003,-0.282068934438447,-0.237953216374269,-0.251111111111111,-0.24,-0.251111111111111,-0.234694989106754,-0.23835352569212,-0.24,-0.292019704433498
"NOTCHic",0.153679427503879,0.274393746949443,0.247193675889328,0.247193675889328,0.2,0.22068773102579,0.230927898836158,0.233333333333333,0.2,0.102882447665056,0.102882447665056,0.2,0.1,0.255555555555556,0.253229974160207,0.225,0.232692307692308,0.215045248868778,0.207518367148348,0.1,0.148922665172813,0.0773552586502227,0.0849723947550034,-0.0242857142857143,0.052,0.0616774193548387,0.1,0,-0.0275246872942726,0.0642857142857143,-0.0521232792274502,-0.1,-0.0491452991452992,-0.0401464489856913,-0.170401337792642,-0.080952380952381,-0.0979341221618164,-0.053778745339439,-0.11444976076555,-0.222818853944682,-0.288806694154742,-0.157142857142857,-0.286175115207373,-0.226641929499072,-0.2,-0.237662337662338,-0.277330554853919,-0.2357244905632,-0.247552447552448,-0.238461538461538,-0.247552447552448,-0.247193675889328,-0.250641951751397,-0.238461538461538,-0.292468553459119
"GLI",-0.0040007703405925,0.253468996568926,0.257484594814556,0.257484594814556,0.14,0.215703753782066,0.208223647922896,0.216374269005848,0.211111111111111,0.107335210786824,0.107335210786824,0.114285714285714,0.2,0.202088554720134,0.202088554720134,0.114285714285714,0.0879699248120301,0.0818474758324382,0.074028545791286,0.2,0.123108344806723,0.0956080001819658,0.0935727155727156,-0.0790623280954773,-0.0631034482758621,-0.0737952721752331,0.129761904761905,-0.07,0.0157109993120055,0.0972943722943723,0.0890893898222919,-0.171428571428571,-0.0090748127415938,0.0262980779564692,-0.0749991425288539,-0.0885809731549388,-0.0593178223398937,-0.0544736275076832,-0.0869256407309505,-0.194294939504813,-0.244988632057598,-0.255702917771883,-0.250702917771883,-0.216480801002627,-0.24,-0.222974307496134,-0.272261710365838,-0.218838871169607,-0.235043273013375,-0.249677419354839,-0.132030360531309,-0.257484594814556,-0.252534099765051,-0.149677419354839,-0.278309178743961
"SMO",-0.200675699704826,0.00536381668232592,-0.176442307692308,-0.176442307692308,-0.2,-0.00310241623476166,0.0959122292679238,-0.05,-0.1,0.10819209039548,0.10819209039548,-0.1,-0.1,-0.00714285714285715,-0.00314285714285715,0,-0.04,-0.015,-0.015,0,0.0382178434592228,0.156507936507936,0.133333333333333,-0.0922610722610722,-0.26,-0.21,0.02,-0.3,0.0827586206896552,0.0892307692307692,0.188378378378378,0,-0.0246543778801843,-0.0142857142857143,-0.199267399267399,-0.186666666666667,-0.0200980392156863,-0.0511151295961423,-0.150877192982456,-0.0573544973544974,0.106212121212121,0.166666666666667,0.121212121212121,-0.0029126213592233,0.1,2.77555756156289e-18,0.17042182623578,0.0958333333333333,0.0166666666666667,0.05,0.1125,0.176442307692308,0.164814400715564,0.15,0.171085236602478
"Csl",0.15029209318871,0.271488548172684,0.250641951751397,0.250641951751397,0.238461538461538,0.219715747034938,0.233718596510577,0.255555555555556,0.233333333333333,0.112827199046272,0.112827199046272,0.225,0.2,0.253229974160207,0.257105943152455,0.232692307692308,0.215045248868778,0.207518367148348,0.20062181542421,0.2,0.148549809095258,0.0834663697613338,0.0949723947550034,-0.0036335403726708,0.0616774193548387,0.0521232792274502,0.0642857142857143,0.052,-0.0137315838459967,0.0242857142857143,-0.0387445944201939,-0.1,-0.0471690145603189,-0.0350773245617282,-0.161904605766498,-0.0773552586502227,-0.0864217068119293,-0.0583539087381318,-0.120140817676119,-0.214485520611348,-0.28698851233656,-0.286175115207373,-0.288806694154742,-0.22068773102579,-0.238461538461538,-0.226641929499072,-0.273369555463304,-0.223627716369652,-0.237662337662338,-0.247552447552448,-0.2357244905632,-0.250641951751397,-0.246965481163162,-0.247552447552448,-0.287070095875572
"SNAI1",0.101028486777249,0.261994001416763,0.234262616601211,0.234262616601211,0.251111111111111,0.222163105440409,0.218790593942738,0.226973684210526,0.2375,0.113621384961766,0.113621384961766,0.214285714285714,0.24,0.228825536062378,0.229519980506823,0.191705069124424,0.185532229618251,0.178532229618251,0.176784656802717,0.225,0.12325243631539,0.0916579406961504,0.102406010685772,-0.0187594590635062,0.0530939648586707,0.0388863145854467,0.0418865143699337,0.0621848739495798,-0.00760432829825061,0.0205531810366003,-0.0304185726499628,-0.0808695652173913,-0.15060780274833,-0.0339262013251241,-0.0690070930921094,-0.0853848779655231,-0.0806308908482821,-0.0584699033322778,-0.0948971500923677,-0.200126729219295,-0.263751962323391,-0.271538461538462,-0.268241758241758,-0.220511066204477,-0.251111111111111,-0.221752445514822,-0.275009097345716,-0.218018316476824,-0.228419112181488,-0.2403003003003,-0.224782484666952,-0.234262616601211,-0.230485933514183,-0.237953216374269,-0.27920358973059
"FUS",-0.192983392012518,-3.65557571526662e-05,-0.164814400715564,-0.164814400715564,-0.15,-0.00799372058258775,0.0939944210487457,-0.00714285714285715,-0.05,0.113713562788118,0.113713562788118,0,-0.1,-0.00314285714285715,0.00454945054945055,-0.04,-0.015,-0.015,-0.0281313131313131,-0.1,0.036242978109133,0.148120839733743,0.125136612021858,-0.0773185435254401,-0.21,-0.188378378378378,0.0892307692307692,-0.26,0.0840744101633394,0.0922610722610722,0.18625071880391,-0.02,-0.0133336231632032,0.0053019145802651,-0.168832616658704,-0.156507936507936,-0.0153859973308695,-0.0560656246456472,-0.120107962213225,-0.0477159431376299,0.0948484848484849,0.121212121212121,0.106212121212121,0.00310241623476166,0.05,-0.0029126213592233,0.17027584083432,0.0919871794871795,2.77555756156289e-18,0.0166666666666667,0.0958333333333333,0.164814400715564,0.159137544820367,0.1125,0.161768466416143
"Patched",-0.211355311355311,0.00924731182795699,-0.207692307692308,-0.207692307692308,-0.2,0.0029126213592233,0.100709277238403,-0.1,0,0.116666666666667,0.116666666666667,0,-0.1,-0.05,-0.00714285714285715,-0.1,0,-0.04,-0.015,0,0.0401226053639847,0.186666666666667,0.166666666666667,-0.0892307692307692,-0.3,-0.26,0,-0.3,0.1,0.02,0.21,0.1,-0.0365591397849462,-0.0142857142857143,-0.223076923076923,-0.216666666666667,-0.00833333333333333,-0.0523809523809524,-0.166666666666667,-0.0573544973544974,0.121212121212121,0.2,0.166666666666667,2.77555756156289e-18,0.1,0.0166666666666667,0.176623376623377,0.1125,0.05,0.1,0.15,0.207692307692308,0.176442307692308,0.2,0.191774891774892
"TCFLEF",-0.0796632921653166,0.258258285165156,-0.0757586245347978,-0.0757586245347978,0.119607843137255,0.209282706314412,0.217705059319073,-0.0180779220779221,-0.0220779220779221,0.119868465355307,0.119868465355307,0.1,0.0666666666666667,-0.0116263091746963,-0.0116263091746963,0.106666666666667,0.106666666666667,0.0953763440860215,0.0923088594234448,-0.0857142857142857,0.1044396730997,0.107992063419456,0.107045772854596,-0.117940932470549,-0.0737030411449016,-0.077441358901911,0.160662020905923,-0.0923076923076923,0.10902217362478,0.134947735191638,0.0853883787694606,-0.172857142857143,-0.0267102585931038,0.0777930844468935,-0.100121419735465,-0.105888812941445,0.0271648982553721,-0.0455888489021019,-0.0277058191309688,-0.0755980715311198,0.0731631052874922,0.0800095648015304,0.0721664275466284,-0.211000919372831,-0.116666666666667,-0.115926463473633,0.124736284929851,-0.117726970386817,-0.124102564102564,-0.126666666666667,-0.127043740573152,0.0757586245347978,0.0766784668475442,-0.129607843137255,0.227664957264957
"SUFU",-0.192726322603778,-0.00344719695769837,-0.159137544820367,-0.159137544820367,-0.1125,-0.010397812654199,0.094509354107448,-0.00314285714285715,-0.00714285714285715,0.121926123174592,0.121926123174592,-0.04,-0.05,0.00454945054945055,-0.00149081790692529,-0.015,-0.015,-0.0281313131313131,-0.0316062166062166,-0.05,0.0352541844374125,0.148813680380394,0.129328228788325,-0.0581696073552273,-0.188378378378378,-0.18625071880391,0.0922610722610722,-0.21,0.0922629957712798,0.0773185435254401,0.191970639908447,-0.0892307692307692,-0.00907467938126112,0.0155059962129182,-0.157989243164728,-0.148120839733743,-0.00652001794942622,-0.0605265911883982,-0.112415654520918,-0.0408275820924992,0.0972294372294372,0.106212121212121,0.0948484848484849,0.00799372058258775,0.0166666666666667,0.00310241623476166,0.172561858909812,0.0990503765132018,-0.0029126213592233,2.77555756156289e-18,0.0919871794871795,0.159137544820367,0.159770456212772,0.0958333333333333,0.162002658453613
"SHH",-0.225641025641026,-0.00186379928315412,-0.2,-0.2,-0.2,-2.77555756156289e-18,0.111388888888889,0,0,0.15,0.15,0,0,-0.1,-0.05,0,-0.1,0,-0.04,0,0.041455938697318,0.216666666666667,0.2,-0.02,-0.3,-0.3,-0.1,-0.2,0.15,0,0.26,0,-0.0333333333333333,0,-0.2,-0.2,0.025,-0.0666666666666667,-0.2,-0.0314285714285714,0.166666666666667,0.1,0.2,0.0166666666666667,0.1,0.05,0.190909090909091,0.15,0.1,0.1,0.2,0.2,0.207692307692308,0.2,0.219047619047619
"cMet",0.0335061443932412,-0.029310872994147,-0.00857142857142857,-0.00857142857142857,-0.1,-0.0468934639135664,0.0295235368266121,-0.1,-0.2,0.153679653679654,0.153679653679654,-0.1,-0.1,-0.0666666666666667,-0.0604166666666667,0,0.04,0.0490909090909091,0.0553409090909091,-0.2,0.0343096805870528,0.0650711193568337,0.258730158730159,0.0836363636363636,-0.165833333333333,-0.165833333333333,-0.11,-0.153333333333333,0.148607594936709,-0.1,0.153067375886525,0.05,0.114836140170663,0.072962962962963,-0.0733058135534916,-0.0687074829931973,0.0810470428447957,-0.110515755379886,0.0280952380952381,-0.0223087057869667,0.0916173412254039,0.128571428571429,0.102255639097744,0.0514132379248658,0.2,0.0637209302325581,-0.0171740194849439,0.0618181818181818,0.08,0.2,0.08,0.00857142857142857,0.0123450134770889,0.1,0.0957142857142857
"CD44",0.0351190476190476,-0.0389194139194139,0,0,0,-0.0514132379248658,0.0287601780479861,-0.2,-0.2,0.158730158730159,0.158730158730159,-0.1,-0.1,-0.1,-0.0666666666666667,-0.1,0,0.04,0.0490909090909091,-0.1,0.0335797535797536,0.0687074829931973,0.258730158730159,0.1,-0.153333333333333,-0.165833333333333,-0.05,-0.133333333333333,0.16,-0.11,0.165833333333333,0,0.130090377458799,0.0914814814814815,-0.0713450292397661,-0.0666666666666667,0.0934065934065934,-0.113640755379886,0.0547619047619048,-0.0136130536130536,0.102255639097744,0.2,0.128571428571429,0.0637209302325581,0.1,0.08,-0.00298483029575467,0.08,0.2,0.2,0.1,0,0.00857142857142857,0.1,0.11
"SRC",0.0467532467532468,-0.00180624158060171,-0.0410680016687526,-0.0410680016687526,-0.1,-0.00711262698500018,0.0789352205528676,0.0333333333333333,0,0.180742737346511,0.180742737346511,0.1,-0.2,0.041025641025641,0.041025641025641,0.15,0.17,0.181111111111111,0.178169934640523,-0.1,0.0391524341941471,0.189556661925083,0.294832041343669,0.0302267962645321,-0.286111111111111,-0.248015873015873,-0.0878787878787879,-0.311111111111111,0.216134453781513,-0.0434343434343434,0.226197691197691,0.133333333333333,0.102445088923476,0.180612577386771,-0.198982125124131,-0.203070175438596,0.0321068586585828,-0.0969228517054604,-0.15,-0.163072806398494,-0.0195238095238095,0.015,-0.00880952380952381,0.0019672131147541,0.2,0.0019672131147541,0.0922921643573817,0.0019672131147541,0.02,0.05,0.02,0.0410680016687526,0.0244013350020859,0.05,0.0552892175613073
