"","ZEB2","TrCP","RAF","DELTA","STAT","Csn","cateninmemb","DSH","EGR1","TGF","cfos","LIV1","SNAI1","NFB","MEK","KLF4","NOTCHic","SNAI2","SMO","Csl","miR200","NOTCH","RKIP","FUS","Patched","Jagged","IKK","SMAD","HEY1","ERK","ILK","PAK1","SHH","AKT","TWIST1","CDC42","AXIN2","GLI","Destcompl","Frizzled","SUFU","TGFR","CD44","Wnt","TCFLEF","FOXC2","cateninnuc","SRC","cMet","PI3K","RAS","ZEB1","Ecadherin","SOSGRB2","GSK3"
"NFB",-0.0289076138622418,0.1,-0.164851784633999,-0.164851784633999,-0.111111111111111,0.0857142857142857,-0.130555502223929,-0.111111111111111,-0.0357142857142857,-0.156259097302135,-0.0477142857142857,-0.1,0.0965890914442624,-0.030952380952381,-0.0539887955182073,-0.0354395604395604,0.024963924963925,-0.214091201911213,-0.0540740740740741,0.0138528138528139,-0.0104403062238344,-0.0268994088348927,0.0778408294801737,0.08,-0.0540740740740741,0.0924898918728185,0.0444658944658945,-0.0744105567619959,-0.068515037593985,0.0454920634920635,-0.0673473597359736,0.161111111111111,-0.0576885319053994,0.0489103389103389,0.232310924369748,0.165656565656566,0.0897568389057751,0.108328051474119,-0.0103888201554452,0.103418803418803,-0.08,0.160056565656566,0.108912067217152,0.104957264957265,0.108912067217152,0.209383763646712,0.110088537805387,0.103418803418803,0.104957264957265,0.164851784633999,0.166841834385243,0.0289076138622418,0.201076953667688,0.119321096859797,0.08563779357897
"CD44",-0.0285714285714286,-0.1,0.019047619047619,0.019047619047619,-0.1,-0.2,0.0198901098901099,0,-0.1,-0.0105555555555556,-0.125,-0.1,0.0220095693779904,-0.2,-0.105,-0.123809523809524,0.242857142857143,-0.30039294039294,0.2,0.2,-0.0445586297760211,-0.216541353383459,-0.111111111111111,-0.1,0.16,-0.131468531468531,0.233333333333333,0.139455782312925,0.140350877192982,0.105,0.133333333333333,0.0666666666666667,0.132727272727273,0.2,-0.0364102564102564,0.0466666666666667,-0.04,-0.04,-0.0641874931790898,-0.1,0.1,0.0216666666666667,-0.04,-0.1,-0.0702325581395349,0.000833333333333342,-0.0548479427549195,0,0,-0.019047619047619,-0.0104761904761905,0.0285714285714286,-0.0149506025404408,-0.0952380952380952,0.030952380952381
"cateninmemb",-0.0226057791537668,-0.2,-0.252273755656109,-0.252273755656109,-0.250980392156863,-0.22,0.139506775192713,-0.250980392156863,-0.169090909090909,-0.0130322784141864,-0.180855614973262,-0.233333333333333,0.0352969856444362,-0.234285714285714,-0.187477810243123,-0.0431786216596343,-0.0657544517338332,0.252716761656455,0.252083333333333,-0.0709090909090909,-0.00383501249423037,0.0646392100981454,0.0147733931843081,-0.233333333333333,0.257459677419355,0.24422109519403,0.245396825396825,0.0263085938870758,0.0117811126891269,0.183948398478417,0.0265507246376812,0.0130909090909091,0.259034480568961,0.250591630591631,0.244349727973126,0.0144242424242424,0.123827229381874,0.259145054011982,0.11827497742219,0.253305973552212,0.233333333333333,0.0139364375461936,0.257988247799703,0.258478387345315,0.259607176815893,0.170721875904153,0.259607176815893,0.253305973552212,0.257653799639168,0.252273755656109,0.25394973330974,0.0226057791537668,0.082523824393648,0.128587012127231,0.106295077703221
"miR200",-0.014820788530466,0,0.0335629544584769,0.0335629544584769,0.04,-0.06,0.00939072540501403,0.04,0.0285714285714286,-0.110564221937837,-0.0214285714285714,0,-0.00606079106079107,-0.0442105263157895,0.0223562152133581,-0.00743616287094548,-0.0305418719211823,-0.12572064695489,-0.045,0.0177339901477833,-0.0126494105888232,0.0333667306782444,0.0188335076757796,-0.035,-0.0462658227848101,0.032588939502917,-0.0100751879699248,0.0121535479179666,-0.0200847457627119,0.0123376623376623,-0.0213887718312497,0.0708333333333333,-0.0277875619152449,-0.0213959426869059,-0.0242295536774064,0.0688725490196078,-0.0193180891360921,-0.0141668472372698,-0.0264109802419753,-0.012,0.06,0.0995177103099304,-0.00511074261887888,-0.0218591549295775,-0.0154282029363392,0.0874718777157802,-0.0127009302090665,-0.000869565217391305,-0.0107287201469688,-0.0335629544584769,-0.0387998621891502,0.014820788530466,0.0179882163921676,0.0752965828497743,0.105934079469764
"Ecadherin",-0.0126307963943871,-0.1,-0.093947963800905,-0.093947963800905,-0.0294117647058824,-0.08,0.00238055305128476,-0.0294117647058824,-0.0927272727272727,-0.00477999596369464,-0.110374331550802,0,0.019093093301969,-0.0942857142857143,-0.108255875921128,-0.0209563994374121,-0.00895575395846693,0.0976273524436538,0.0416666666666667,-0.0161722488038278,-0.00132181908718221,0.0123014788655301,0.00920081345442501,-0.0166666666666667,0.031989247311828,0.00985937653182978,0.0942857142857143,0.014312103028389,0.00765808214683067,0.103157836705441,0.0131014492753623,0.00509090909090909,0.0351388536110405,0.0955844155844156,0.0145985321502903,0.00642424242424242,0.0325038623473262,0.0181441891913141,0.0284489086739414,0.0131326949384405,0.0333333333333333,0.00496082779009608,0.0176811899217181,0.0234775225246474,0.021043580955342,0.0825663435338861,0.0191761673232225,0.0131326949384405,0.0226979123297448,0.093947963800905,0.0961826006724134,0.0126307963943871,-0.0778338628604487,0.0628885679034636,0.0207275339810799
"KLF4",-0.012156862745098,-0.1,-0.0961538461538462,-0.0961538461538462,0,-0.1,0.00161132228205399,0,-0.12,-0.00496082779009608,-0.0927272727272727,-0.0333333333333333,0.0194095489981715,-0.08,-0.103157836705441,-0.0222222222222222,-0.0161722488038278,0.0969651007880246,0.0166666666666667,-0.0109090909090909,-0.000390720390720389,0.00895575395846693,0.009575345289631,-0.0333333333333333,0.0416666666666667,0.0123765390032257,0.0942857142857143,0.0131014492753623,0.00967150496562262,0.110374331550802,0.016,0.00909090909090909,0.031989247311828,0.0942857142857143,0.0162745098039216,0.00509090909090909,0.0413698417287695,0.0234775225246474,0.0246278462321893,0.0294117647058824,0,0.00642424242424242,0.0226979123297448,0.0131326949384405,0.0176811899217181,0.0800491810624902,0.021043580955342,0.0294117647058824,0.0131326949384405,0.0961538461538462,0.093947963800905,0.012156862745098,0.0229451050071268,0.0707833047455689,0.0249217944667311
"HEY1",-0.012156862745098,-0.1,-0.0961538461538462,-0.0961538461538462,0,-0.1,0.00161132228205399,0,-0.12,-0.00496082779009608,-0.0927272727272727,-0.0333333333333333,0.0194095489981715,-0.08,-0.103157836705441,-0.0222222222222222,-0.0161722488038278,0.0969651007880246,0.0166666666666667,-0.0109090909090909,-0.000390720390720389,0.00895575395846693,0.009575345289631,-0.0333333333333333,0.0416666666666667,0.0123765390032257,0.0942857142857143,0.0131014492753623,0.00967150496562262,0.110374331550802,0.016,0.00909090909090909,0.031989247311828,0.0942857142857143,0.0162745098039216,0.00509090909090909,0.0413698417287695,0.0234775225246474,0.0246278462321893,0.0294117647058824,0,0.00642424242424242,0.0226979123297448,0.0131326949384405,0.0176811899217181,0.0800491810624902,0.021043580955342,0.0294117647058824,0.0131326949384405,0.0961538461538462,0.093947963800905,0.012156862745098,0.0229451050071268,0.0707833047455689,0.0249217944667311
"FOXC2",-0.012156862745098,-0.1,-0.0961538461538462,-0.0961538461538462,0,-0.1,0.00161132228205399,0,-0.12,-0.00496082779009608,-0.0927272727272727,-0.0333333333333333,0.0194095489981715,-0.08,-0.103157836705441,-0.0222222222222222,-0.0161722488038278,0.0969651007880246,0.0166666666666667,-0.0109090909090909,-0.000390720390720389,0.00895575395846693,0.009575345289631,-0.0333333333333333,0.0416666666666667,0.0123765390032257,0.0942857142857143,0.0131014492753623,0.00967150496562262,0.110374331550802,0.016,0.00909090909090909,0.031989247311828,0.0942857142857143,0.0162745098039216,0.00509090909090909,0.0413698417287695,0.0234775225246474,0.0246278462321893,0.0294117647058824,0,0.00642424242424242,0.0226979123297448,0.0131326949384405,0.0176811899217181,0.0800491810624902,0.021043580955342,0.0294117647058824,0.0131326949384405,0.0961538461538462,0.093947963800905,0.012156862745098,0.0229451050071268,0.0707833047455689,0.0249217944667311
"Csn",-0.0117700578990902,0.02,0.0136917281378834,0.0136917281378834,0.0833333333333333,-0.08,-0.030070498913496,0.0833333333333333,0.01,-0.094628929887007,0.0190909090909091,0.0666666666666667,0.0835776201510736,-0.0883333333333333,0.0162364718614719,-0.00819938231702938,0.0981240981240981,-0.0470038556575434,-0.00115440115440116,0.102020202020202,-0.00745660781229504,-0.0942779442779443,0.0832282393804682,-0.00793650793650794,-0.00653074524042266,-0.0181273679304767,0.0841666666666667,0.00425681060956852,0.00934108527131783,-0.0151948051948052,0.00399974120082816,0.1,-0.0073504173715702,0.0785666666666667,-0.00957223001402525,0.0955223880597015,-0.0661640305319484,-0.0791169194168634,-0.0243389426749609,-0.0798850574712644,-0.0142857142857143,0.0929582854955989,-0.0791246826386004,-0.0786802381941559,-0.0791246826386004,0.0819052821746564,-0.0793050795117212,-0.0798850574712644,-0.0786802381941559,-0.0136917281378834,-0.015803052514083,0.0117700578990902,0.00185099038258834,-0.00612244897959184,0.0658686873564003
"SNAI2",0.0125118523180197,0.1,0.14878645014842,0.14878645014842,0.110909090909091,0.133333333333333,0.0958423007499229,0.110909090909091,0.133333333333333,0.00611593578345497,0.127450980392157,0.12,-0.0159719684099772,0.133333333333333,0.135903550609433,0.025,0.0631578947368421,0.202306646346685,-0.114117647058824,0.0614035087719298,0.00254058620891294,-0.0592617908407382,-0.00616666666666667,0.12,-0.128403361344538,-0.118875793069569,-0.14367816091954,-0.014258758291375,-0.00364677516576251,-0.137254901960784,-0.0156941649899396,-0.00588235294117647,-0.126994910640312,-0.147292618750866,-0.120809779242368,-0.00588235294117647,-0.0882172863641252,-0.125782287306728,-0.0818840657956837,-0.125194805194805,-0.1,-0.00673705379587732,-0.125270528350946,-0.120969453082129,-0.123827229381874,-0.117066805870634,-0.12538002441293,-0.125194805194805,-0.120969453082129,-0.14878645014842,-0.148329829143854,-0.0125118523180197,-0.220592762254411,-0.0998647734956051,-0.0788576825431322
"IKK",0.0323558897243108,0,0.164851784633999,0.164851784633999,0.1,-0.1,0.129393939393939,0.1,0.05,0.160056565656566,0.0357142857142857,0.1,-0.0924795024031665,-0.0857142857142857,0.0454920634920635,0.045054945054945,-0.0138528138528139,0.214700958008774,0.08,-0.00909090909090909,0.00590858416945373,0.024963924963925,-0.0829690346083789,-0.08,0.0540740740740741,-0.0874539206497969,-0.030952380952381,0.0673473597359736,0.0631578947368421,-0.0477142857142857,0.0604166666666667,-0.15,0.0540740740740741,-0.0444658944658945,-0.231993464052288,-0.161111111111111,-0.089047619047619,-0.104957264957265,0.0107210460690665,-0.111111111111111,0.1,-0.165656565656566,-0.104957264957265,-0.103418803418803,-0.108912067217152,-0.213766233766234,-0.108912067217152,-0.111111111111111,-0.103418803418803,-0.164851784633999,-0.164851784633999,-0.0323558897243108,-0.202842603747945,-0.122478991596639,-0.0848534798534799
"SMAD",0.0517912398159201,0.05,0.0947104482126316,0.0947104482126316,-0.0285714285714286,-0.0277777777777778,-0.00996490708612295,-0.0619047619047619,0.0857142857142857,0.118027949276972,0.0502304147465438,0,-0.0236101855134113,-0.0611111111111111,0.036522901329728,0.074913189656546,0.0310673234811166,0.166013657390397,0.109166666666667,0.0276190476190476,-0.0485818489693575,-0.00884510125889437,-0.0561992502787153,-0.104166666666667,0.0623776758409786,-0.0318462505236699,0.0513071895424837,-0.00590377658870808,0.113371452817037,-0.0432536705604973,0.0788581281731967,-0.0952380952380952,0.0575449620863318,0.0299738562091503,-0.089634525049493,-0.121998658618377,0.0327275889053126,0.0550809901529326,0.028449742627929,0.0396825396825397,0.0666666666666667,-0.130378546886533,0.0244240726593668,0.0608363858363858,0.0267307212346721,-0.115839632464864,0.022070133595361,0.00634920634920635,0.0298786181139122,-0.0947104482126316,-0.0914209745284211,-0.0517912398159201,-0.0470717004124418,-0.116992014196983,-0.051480577345239
"AXIN2",0.0571789098798829,-0.0666666666666667,-0.0848726135923368,-0.0848726135923368,-0.0333333333333333,-0.0555555555555556,0.0305105357754604,-0.0333333333333333,-0.06,0.0798445229232855,-0.0478048780487805,-0.0666666666666667,-0.0191661166882343,-0.0685990338164251,-0.0546369760184872,0.0540748466984473,0.00950501253132832,0.0864525979628184,0.0538461538461538,0.00771929824561404,0.0345973535196288,-0.00747798550430129,-0.030513903659065,-0.0538461538461538,0.0556318681318681,0.0417578250186946,0.078743961352657,-0.0513054980446285,-0.0494669256332542,0.0580852518805562,-0.0477340694731999,-0.07375,0.0507138353449829,0.0720772946859903,0.0103290071309003,-0.0749845679012346,-0.0507884588878509,0.0448202730578546,0.0358054942399858,0.0449612403100775,0,-0.0785243909100841,0.0445206877157122,0.0397888265169741,0.0420587885363453,-0.0605104731334239,0.0440043138281741,0.0449612403100775,0.0397888265169741,0.0848726135923368,0.0817230072931242,-0.0571789098798829,0.00329493830271428,-0.00712142462493093,0.0358924289542138
"Destcompl",0.0635984097616845,-0.0666666666666667,-0.114765814829436,-0.114765814829436,-0.0388888888888889,-0.080952380952381,0.0279319397114433,-0.0388888888888889,-0.058974358974359,0.0830071484129042,-0.0680652680652681,-0.0388888888888889,0.0122875048143876,-0.102691511387164,-0.0732530663636702,0.0627185963346072,0.0177164120642381,0.125910318060832,0.0603284072249589,0.0198903251077164,0.0187893205103463,-0.0159128048498093,-0.0103860189127721,-0.0574712643678161,0.0535926559296222,0.0421153312132589,0.0981870068826591,-0.0534586466165414,-0.0563779809933656,0.0686117161526998,-0.0538095238095238,-0.0736734693877551,0.0503044547690806,0.0981870068826591,0.0229689073194099,-0.0798803659394793,0.0420587885363453,0.0407997621120793,-0.0733882867271284,0.0375190258751903,0.0333333333333333,-0.0840908922552687,0.0408772348304141,0.0424695209246952,0.0425210704468525,-0.0523134078121037,0.0412972050720437,0.0375190258751903,0.0419966378154888,0.114765814829436,0.114765814829436,-0.0635984097616845,-0.00652446582682818,-0.0144427931792898,0.021523354396969
"LIV1",0.0740050462752362,0.133333333333333,0.0508688028056751,0.0508688028056751,-0.02,0.0583333333333333,-0.0193522332255108,-0.02,0.08,0.120006303564645,0.0495652173913044,0,-0.0583353637188869,0.0333333333333333,0.0329776467698354,0.103064272703617,-0.0605128205128205,0.146059694101827,-0.0096774193548387,-0.058974358974359,-0.0378976171302239,0.0846886446886447,-0.101772076910198,-5.55111512312578e-18,-0.060294703305456,0.0612506390593047,-0.0491228070175439,-0.0263901689708141,-0.0425206514389864,-0.0343109801031688,-0.0463901689708141,-0.0904761904761905,-0.068294703305456,-0.0769005847953216,-0.0799249952945605,-0.127731092436975,0.0291882764817052,0.0119051015071554,0.0240906207427282,0.00148148148148148,-0.0333333333333333,-0.135306850012732,0.0154499053508955,0.017270955165692,0.0165610164620066,-0.130340068744066,0.011181706117179,0.00148148148148148,0.0204004004004004,-0.0508688028056751,-0.0481415300784024,-0.0740050462752362,-0.038012401099533,-0.129304180418042,0.0636688311688312
"Jagged",0.0763285024154589,0,0.0733333333333333,0.0733333333333333,0,0,0.0382330345710627,0,-0.1,0.0946666666666667,0,0,-0.0833333333333333,0.1,0.0933333333333333,0.0111111111111111,-0.22,0.0787330316742081,-0.133333333333333,-0.2,0.016969696969697,0.162857142857143,-0.0871794871794872,0.1,-0.0583333333333333,0.00484848484848484,-0.133333333333333,0.0428571428571429,-0.0333333333333333,-0.06,0.0666666666666667,-0.2,-0.0198717948717949,-0.0777777777777778,-0.103,-0.1,-0.0228571428571429,-0.0523076923076923,-0.0416679536679537,0,0,-0.0666666666666667,-0.0523076923076923,-0.06,-0.0613986013986014,-0.107142857142857,-0.0515084915084915,0,-0.06,-0.0733333333333333,-0.0733333333333333,-0.0763285024154589,-0.0968771929824561,-0.14,0.0325670498084291
"DELTA",0.0763285024154589,0,0.0733333333333333,0.0733333333333333,0,0,0.0382330345710627,0,-0.1,0.0946666666666667,0,0,-0.0833333333333333,0.1,0.0933333333333333,0.0111111111111111,-0.22,0.0787330316742081,-0.133333333333333,-0.2,0.016969696969697,0.162857142857143,-0.0871794871794872,0.1,-0.0583333333333333,0.00484848484848484,-0.133333333333333,0.0428571428571429,-0.0333333333333333,-0.06,0.0666666666666667,-0.2,-0.0198717948717949,-0.0777777777777778,-0.103,-0.1,-0.0228571428571429,-0.0523076923076923,-0.0416679536679537,0,0,-0.0666666666666667,-0.0523076923076923,-0.06,-0.0613986013986014,-0.107142857142857,-0.0515084915084915,0,-0.06,-0.0733333333333333,-0.0733333333333333,-0.0763285024154589,-0.0968771929824561,-0.14,0.0325670498084291
"STAT",0.0801506186121571,0.1,-0.0710142679900744,-0.0710142679900744,-0.0571428571428571,0.1,-0.0476186509787726,-0.0571428571428571,0.0333333333333333,0.172140888287913,0.0333333333333333,0,-0.0534560563217727,0.04,0.00543959519291587,0.183709645474351,-0.0389507154213037,0.119359231318139,0.00833333333333333,-0.0470588235294118,-0.0340382803519755,0.041863336780527,-0.117170205920206,0.025,-0.00329457364341085,0.0459835273011102,-0.0257142857142857,-0.0169193181187184,-0.00399999999999999,-0.0215686274509804,0.000322061191626416,-0.122727272727273,-0.0324981134664197,-0.0307990314769976,-0.000742485899907186,-0.141477272727273,0.0563146657264304,0.061344537815126,0.0540142222889318,0.0571428571428571,-0.1,-0.167793062200957,0.0631257631257631,0.0571428571428571,0.0634412205390123,-0.141521472392638,0.0623685149371053,0.0571428571428571,0.0571428571428571,0.0710142679900744,0.0687754620199252,-0.0801506186121571,0.0824097870289913,-0.0591543513957307,0.0934267912772586
"GSK3",0.0829472616713686,0.02,0.0423678939231949,0.0423678939231949,0.0592105263157895,-0.03,-0.0220228289540194,0.0592105263157895,0.0376470588235294,0.0821250859426893,0.0191285403050109,0.075,0.0060997159227695,-0.03625,0.0144335642284559,0.100003695245237,0.0572216998687587,0.00554365750272864,-0.0581413210445469,0.063515406162465,-0.0355567903645438,-0.0465723492194081,-0.0266135618767198,0.0452380952380952,-0.0845216891427064,0.0223055368709008,0.0213074712643678,-0.0383625238763088,-0.0484871291146163,-0.0138653824102741,-0.0517058522121408,-0.0684057971014493,-0.0883494403388786,0.00934165929855585,-0.0889386747152617,-0.0903105590062112,-0.054122619120502,-0.0619940296542318,-0.0239061990209161,-0.0663533834586466,-0.05,-0.0913558551734586,-0.0601250643164202,-0.0591638409749865,-0.0598579227313801,-0.0966922021267187,-0.0630816069419064,-0.0663533834586466,-0.0577441119354678,-0.0423678939231949,-0.040056969553447,-0.0829472616713686,-0.0205341760583448,-0.161481290500009,-0.0170431824834899
"ZEB1",0.0945313946129715,0.0333333333333333,-0.0636248910292621,-0.0636248910292621,0.00512820512820513,0.0133333333333333,0.00561836009355567,-0.00476190476190476,-0.0166666666666667,0.124240062643179,-0.0206666666666667,-0.0333333333333333,0.0141918428684171,-0.0340350877192982,-0.0502287293772134,0.104013244414182,0.0457107843137255,0.137520534460643,0.0666666666666667,0.04375,0.00295713021130677,-0.0382727677847999,-0.0103502558048013,-0.0666666666666667,0.0529411764705882,-0.0127730999976878,0.0455104975553638,-0.0044197983872199,-0.00366160609683926,0.0524313725490196,-0.00490056761798913,-0.0909961685823755,0.0312329914172075,0.0283676404125067,0.0324665325207872,-0.118532400466433,0.0281478493794766,0.0185430695362805,0.0192541696216938,0.0169570267131243,-0.00833333333333333,-0.128177070517195,0.0109067861040601,0.00926471902081658,0.00824721163597503,-0.0847787655019683,0.0078558222034897,0.00706691682301438,0.00118456388183791,0.0636248910292621,0.0631524500843802,-0.0945313946129715,0.0622460634687469,-0.0770760233918129,-0.0720863066350567
"DSH",0.0982518679120818,0,0.0364855409820184,0.0364855409820184,0.075,0.02,-0.025559522145885,0.075,0.02,0.0913558551734586,0.0376470588235294,0,0.00288819875776397,-0.03,0.0138653824102741,0.108400641810122,0.063515406162465,0.00554365750272864,-0.0452380952380952,0.0654761904761905,-0.0347361573047549,-0.0572216998687587,-0.0398967698967699,0.05,-0.0581413210445469,0.0198237850460833,0.03625,-0.0517058522121408,-0.0439888592184225,-0.0191285403050109,-0.0415171729668578,-0.0466666666666667,-0.0845216891427064,0.0213074712643678,-0.0947005185052744,-0.0684057971014493,-0.0481865460611413,-0.0591638409749865,-0.0251390274816417,-0.0592105263157895,-0.15,-0.0903105590062112,-0.0577441119354678,-0.0663533834586466,-0.0601250643164202,-0.109929841680148,-0.0598579227313801,-0.0592105263157895,-0.0663533834586466,-0.0364855409820184,-0.0423678939231949,-0.0982518679120818,-0.0185914694399714,-0.144271988174427,0.0834559855697547
"SOSGRB2",0.103897243107769,-0.2,0.0340866290018832,0.0340866290018832,0,-0.2,-0.121651768651769,0,-0.219047619047619,0.151967110903281,-0.185714285714286,0,-0.0982302771855011,-0.144444444444444,-0.168515268515269,0.0867543859649123,0.131468531468531,-0.282555405027332,0.116666666666667,0.154545454545455,0.03662633391357,-0.163862897665715,-0.199671052631579,-0.133333333333333,0.162612612612613,-0.152983114605485,0.139181286549708,0.167793067147906,0.180492424242424,0.177606177606178,0.172688172043011,-0.164285714285714,0.164938194007961,0.164181286549708,-0.11968115942029,-0.154285714285714,0.0322882288228823,0.045703933747412,-0.0224401996214077,0.0714285714285714,0.2,-0.142747252747253,0.0395445134575569,0.0297619047619048,0.031123460825978,-0.148388278388278,0.0378156214378327,0.0714285714285714,0.0236024844720497,-0.0340866290018832,-0.0340866290018832,-0.103897243107769,0.151673567566565,-0.312222222222222,0.0122465566224332
"NOTCH",0.109661835748792,0,0.0733333333333333,0.0733333333333333,0,0.1,0.0356152335239423,0,0,0.126924731182796,0.06,0,-0.0817948717948718,0.133333333333333,0.0719047619047619,0.0763285024154589,-0.162857142857143,0.0866695396107161,-0.0583333333333333,-0.22,-0.00874458874458875,0.0531797235023041,-0.118213969938108,0.133333333333333,-0.0198717948717949,0.00855218855218854,-0.0777777777777778,-0.0171428571428571,-0.063768115942029,-0.0933333333333333,0.0428571428571429,-0.1,-0.0316365007541478,-0.0555555555555555,-0.125033898305085,-0.0666666666666667,-0.0360646900269542,-0.0613986013986014,-0.0332567387146826,-0.06,-0.1,-0.0946666666666667,-0.0613986013986014,-0.0523076923076923,-0.0515084915084915,-0.145918367346939,-0.0527329813044099,-0.06,-0.0523076923076923,-0.0733333333333333,-0.0689855072463768,-0.109661835748792,-0.103328805885682,-0.124210526315789,0.0143852316266109
"ERK",0.114669116503909,-0.0285714285714286,0.102577422577423,0.102577422577423,-0.0192982456140351,-0.00357142857142857,-0.111266045066285,-0.0266666666666667,-0.0458620689655172,0.181227231167541,-0.039479090242113,-0.0666666666666667,-0.0822849354179073,-0.049025974025974,0.0396713275851851,0.116576023489373,0.0637237053295447,-0.264042972228764,0.0859234972677596,0.0542346542346542,-0.0176275470413732,-0.0617846471577996,-0.144294693394144,-0.0613333333333333,0.0826555234115504,-0.0561638501617433,0.0666730328495034,0.0572240387835627,0.0760352114934651,-0.045520909757887,0.0702939475981524,-0.147619047619048,0.0609163929767678,0.0602510145008796,-0.15852961620523,-0.159768580329328,0.0195471698929556,0.0323846329109487,0.00487570354139781,0.0305128205128205,-0.00666666666666667,-0.176556901497211,0.0261373352775522,0.0256177156177156,0.0250220936418645,-0.179171426067978,0.0254387603085312,0.0231443994601889,0.018249294565084,-0.102577422577423,-0.104667631598325,-0.114669116503909,0.114556124515869,-0.227756511018647,0.0199143525017489
"TGF",0.115832466541849,0,0.114880952380952,0.114880952380952,-0.1,0.1,-0.0159981717754308,-0.1,0.166666666666667,0.190079365079365,0.223809523809524,0,-0.147469802924348,0.15,0.210710108604845,0.0776506483600305,-0.11,0.188102605359243,-0.01,-0.16,0.0145044610561852,0.0789655172413793,-0.0528138528138528,0.06,0.0486206896551724,-0.0457781050564556,-0.107142857142857,0.0407038123167155,0.0954867827208253,-0.239598997493734,0.0890909090909091,-0.3,0.0611206896551724,-0.0597744360902256,-0.164259259259259,-0.255555555555556,0.0254409171075838,0.0363881401617251,0.0332682296781354,0.0571428571428571,0,-0.265079365079365,0.0125786163522013,0.0571428571428571,0.0323154584574644,-0.187934782608696,0.0294446450603352,0.0333333333333333,0.0333333333333333,-0.114880952380952,-0.105952380952381,-0.115832466541849,-0.01915983404535,-0.068421052631579,0.033864504705992
"FUS",0.142923988769887,0.1,0.244879248658318,0.244879248658318,0.15,0.2,-0.123930403896015,0.25,-0.04,0.0191796051370519,-0.0169230769230769,0.2,-0.0868765034924499,0.214285714285714,-0.00835463387187525,0.147814207650273,-0.0306060606060606,-0.243542336722551,-0.31,-0.0606060606060606,-0.00887180038076141,0.0328787878787879,-0.0972148584519719,0.36,-0.315555555555556,-0.105908395486709,-0.202285714285714,-0.0777214541730671,-0.056298773690078,-0.00428904428904429,-0.0512698412698413,-0.0133333333333333,-0.314545454545455,-0.194593406593407,-0.146991524940401,0.00333333333333334,-0.0831908720964193,-0.31698717948718,-0.0423368641769592,-0.3125,-0.4,-0.00747747747747748,-0.213721682847896,-0.295833333333333,-0.202443487359175,-0.211560798548094,-0.208693487359175,-0.21,-0.193333333333333,-0.244879248658318,-0.242695842544781,-0.142923988769887,-0.0416967945248012,-0.0503373819163293,-0.00251091247292176
