"","TGFR","CDC42","SUFU","Csn","RKIP","NFB","ILK","SMO","IKK","FUS","TWIST1","Patched","Csl","NOTCHic","SNAI2","EGR1","ZEB2","cfos","MEK","ERK","LIV1","PI3K","DELTA","RAS","KLF4","cMet","CD44","cateninmemb","SRC","TCFLEF","Wnt","GLI","Frizzled","DSH","cateninnuc","AXIN2","STAT","Destcompl","RAF","GSK3","Ecadherin","NOTCH","AKT","SHH","Jagged","SMAD","HEY1","SNAI1","TrCP","SOSGRB2","PAK1","TGF","FOXC2","miR200","ZEB1"
"MEK",-0.156208277703605,-0.157142857142857,-0.166666666666667,-0.0428571428571429,-0.0778232345569807,-0.0303571428571429,-0.123088964865678,-0.142666666666667,-0.0394480519480519,-0.146666666666667,-0.00755675696852167,-0.154142076502732,-0.0111111111111111,-0.0226495726495726,-0.358264269568847,0.17,-0.0225704265446016,0.152758620689655,0.0650635852286623,0.163396918561996,-0.1,-0.174078699078699,-0.174078699078699,-0.178840603840604,0.0287422285987566,0.0508771929824561,0.0403876824929457,-0.046348430824758,0.0508771929824561,0.0421688529764062,0.0566666666666667,0.0461771561771562,0.0566666666666667,0.0666666666666667,-0.0455145778834694,0.0769833124263504,-0.0666666666666667,-0.0139143841462058,0.174078699078699,0.185936419978973,-0.0288074583524047,0.026299207686069,0.0453304048892284,0.140416586306654,0.128459004465155,0.129362027596305,0.132340829901805,0.116236425061296,0,0.0053968253968254,0.166666666666667,0.163507547776597,0.161013135151066,0.173101804521511,0.219123636446448
"cateninnuc",-0.0898461538461538,-0.0898461538461538,-0.0555555555555556,0.0625,0.0253642643543388,0.0534090909090909,-0.0184891774891775,-0.04408014571949,0.0614090909090909,-0.0555555555555556,-0.043348963319166,-0.0360056115579993,0.0436911487758945,0.0425283580782201,-0.174993303573005,0.0623188405797102,-0.0216841065160142,0.0543823326432022,0.0600146633829537,0.0581798009976326,-0.0606060606060606,-0.0764310464310464,-0.0764310464310464,-0.0774411474411474,0.0173837333090002,0.0269847302455998,0.0253974286582982,-0.0979233046391282,0.0313325563325563,0.0274138588300682,0.0258051259838038,0.0246193552328156,0.0301529520707603,0.0452214452214452,-0.129650809948544,-0.118221017948854,-0.0452214452214452,-0.000468153298615186,0.0764310464310464,-0.00270764633987437,-0.146386940950778,-0.0443465398964019,-0.0676590909090909,0.031866178006801,-0.0162310082215555,0.0210812648015922,0.0129900911218443,-0.0195540742305165,-0.1,0.0759943931094266,0.096,0.0929029224051058,0.144978638847491,0.126169749062633,0.131064697539917
"TGFR",-0.0225793650793651,0.0863492063492064,-0.0733333333333333,-0.00833333333333333,-0.0931601731601731,-0.00833333333333333,-0.083010752688172,-0.0670114942528736,-0.00833333333333333,-0.0566666666666667,-0.0373705021747726,-0.0576364942528736,-0.0433333333333333,-0.0398850574712644,-0.0581817784663375,0.019047619047619,-0.0129039019354636,0.0348370927318296,0.0343195889266545,0.0370593149540518,0.1,-0.0916666666666667,-0.0916666666666667,-0.0869883040935673,0.00535305655442955,-0.125220125786164,-0.117325388944058,0.0675294226958396,-0.123333333333333,-0.113497637747886,-0.106172506738544,-0.0977854099643509,-0.104285714285714,-0.114285714285714,0.115003395055238,-0.156983899902355,0.133333333333333,-0.0472994281068212,0.0916666666666667,-0.0627447066846299,0.10500713788461,0.0348490862482428,-0.000968992248062017,0.0638511835184103,0.129093028964163,0.086213599663261,0.103152515950229,0.00408909942296909,0.0333333333333333,0.0765594541910331,-0.0911111111111111,0.021160925363053,0.0359570370772193,0.0921015148490121,0.119588091964069
"Destcompl",0.10080595577614,0.0971217452498241,0.1,-0.0142857142857143,0.022053481394373,-0.0229813664596273,0.0499206349206349,0.092512315270936,-0.0220804655587264,0.0896551724137931,0.0298935234752757,0.0909579111258582,0.00164512338425382,0.000558166862514688,-0.0705498013078346,0.021025641025641,-0.00319655521783181,0.0119347319347319,0.0133250618787037,0.0124811800221636,-0.0333333333333333,0.0564406524024115,0.0564406524024115,0.0547138078184241,0.00762784065164818,0.0358690889972836,0.0336302830271344,-0.0250603165387559,0.0363666014350946,0.0326713789175453,0.0353765024251936,0.0329646285847483,0.0363666014350946,0.0404761904761905,-0.0334872891674179,-0.0676220639157834,-0.0404761904761905,-0.073617836517868,-0.0564406524024115,-0.0232044797719856,-0.0993666811217888,0.000443837145501344,0.0234227474379211,-0.0946329594817577,-0.0367764239249408,-0.0507393483709273,-0.0471747056362441,-0.0270518465832353,0,-0.0234821926330199,-0.0936734693877551,-0.100707433608652,-0.0933636308487866,-0.126429949376514,-0.124151432389175
"SHH",0.133333333333333,0.0333333333333333,-0.2,0,0.26,0,0.0666666666666667,-0.3,-0.1,-0.2,0.125,-0.2,0.1,0,0.227662835249042,0,0,0.1,0.08,0.1,0,0.15,0.15,0.126923076923077,0,0,0,0.0749820788530466,0.1,-0.00666666666666667,0.1,0.1,0.2,0.2,-0.00444444444444444,0.152380952380952,-0.1,0.00805194805194805,-0.15,0.0230769230769231,0.000555555555555554,0,0.05,0.08,-0.105714285714286,-0.0833333333333333,-0.0666666666666667,-0.216666666666667,0,-0.05,0,-0.173333333333333,-0.325,-0.3,-0.35
"SOSGRB2",-0.148021978021978,-0.155714285714286,0,0,0.0567982456140351,-0.0555555555555556,-0.049247311827957,-0.0666666666666667,-0.0502923976608187,-0.0666666666666667,-0.0932173913043478,-0.0477477477477477,-0.0272727272727273,-0.0272727272727273,-0.235300056343796,0.0142857142857143,0.000526315789473686,0.0476190476190476,0.0371358371358371,0.0341055341055341,0,-0.0340866290018832,-0.0340866290018832,-0.0379327828480371,-0.000526315789473686,0.0552795031055901,0.0567287784679089,-0.0374262314262314,0.0857142857142857,0.0493603574152773,0.0607142857142857,0.0621635610766046,0.0857142857142857,0.1,-0.050316380359828,0.0874106160616062,-0.1,-0.0875638157517352,0.0340866290018832,0.177887102767888,-0.0242696531838939,0.0371318822023047,0.0502923976608187,0.0570500733291431,0.0309281036337911,0.0331633957440409,0.151325757575758,0.0717782515991471,0.1,0.100555555555556,0.135714285714286,0.140220559582262,0.135885225885226,0.146017653068947,0.172305764411028
"TGF",-0.0863492063492064,-0.0911111111111111,0.133333333333333,0.0333333333333333,0.101731601731602,0.00833333333333333,0.0733333333333333,0.0566666666666667,0.00833333333333333,0.0733333333333333,0.0455555555555556,0.0670114942528736,0.0333333333333333,0.0433333333333333,0.0595706673552264,-0.0333333333333333,0.00346993967131267,-0.019047619047619,-0.0370593149540518,-0.0348370927318296,0,0.0916666666666667,0.0916666666666667,0.0916666666666667,-0.00892448512585812,0.123333333333333,0.125220125786164,-0.0659127945203199,0.133333333333333,0.117325388944058,0.104285714285714,0.106172506738544,0.114285714285714,0.1,-0.113497637747886,0.160846560846561,-0.1,0.0477026539132728,-0.0916666666666667,0.0605442176870748,-0.105347853387165,-0.0398850574712644,-0.00833333333333333,-0.0576364942528736,-0.129093028964163,-0.083010752688172,-0.0941972920696325,-0.000254291163382073,0,-0.0802631578947368,0.08,-0.0225793650793651,-0.0372670807453416,-0.0923947699809769,-0.116946582530107
"KLF4",-0.0799393939393939,-0.0812727272727273,0.2,0.2,-0.112564419707277,0.18,-0.0693333333333333,0.116666666666667,0.146666666666667,0.166666666666667,-0.18637037037037,0.0979166666666667,-0.0309090909090909,-0.0361722488038278,-0.230592354339781,0.12,0.0407585139318885,0.110909090909091,0.0978102431225536,0.105026737967914,0.166666666666667,-0.133076923076923,-0.133076923076923,-0.136753393665158,-0.0296296296296296,-0.101595987232102,-0.109422074188624,-0.00961968699773578,-0.103921568627451,-0.115107692917721,-0.101595987232102,-0.110216676887275,-0.103921568627451,-0.133333333333333,0.118221017948854,-0.180696633368146,0.133333333333333,-0.103669817732692,0.133076923076923,0.0969930693185167,0.0605640665176875,0.0454505993192917,-0.128148148148148,-0.098991935483871,0.133227931488801,0.0664347826086956,0.0682200152788388,0.122490734419582,-0.1,0.127672955974843,0.0772727272727273,0.0755491500369549,0.203219175012883,0.175128205128205,0.186109391124871
"HEY1",-0.0799393939393939,-0.0812727272727273,0.2,0.2,-0.112564419707277,0.18,-0.0693333333333333,0.116666666666667,0.146666666666667,0.166666666666667,-0.18637037037037,0.0979166666666667,-0.0309090909090909,-0.0361722488038278,-0.230592354339781,0.12,0.0407585139318885,0.110909090909091,0.0978102431225536,0.105026737967914,0.166666666666667,-0.133076923076923,-0.133076923076923,-0.136753393665158,-0.0296296296296296,-0.101595987232102,-0.109422074188624,-0.00961968699773578,-0.103921568627451,-0.115107692917721,-0.101595987232102,-0.110216676887275,-0.103921568627451,-0.133333333333333,0.118221017948854,-0.180696633368146,0.133333333333333,-0.103669817732692,0.133076923076923,0.0969930693185167,0.0605640665176875,0.0454505993192917,-0.128148148148148,-0.098991935483871,0.133227931488801,0.0664347826086956,0.0682200152788388,0.122490734419582,-0.1,0.127672955974843,0.0772727272727273,0.0755491500369549,0.203219175012883,0.175128205128205,0.186109391124871
"FOXC2",-0.0799393939393939,-0.0812727272727273,0.2,0.2,-0.112564419707277,0.18,-0.0693333333333333,0.116666666666667,0.146666666666667,0.166666666666667,-0.18637037037037,0.0979166666666667,-0.0309090909090909,-0.0361722488038278,-0.230592354339781,0.12,0.0407585139318885,0.110909090909091,0.0978102431225536,0.105026737967914,0.166666666666667,-0.133076923076923,-0.133076923076923,-0.136753393665158,-0.0296296296296296,-0.101595987232102,-0.109422074188624,-0.00961968699773578,-0.103921568627451,-0.115107692917721,-0.101595987232102,-0.110216676887275,-0.103921568627451,-0.133333333333333,0.118221017948854,-0.180696633368146,0.133333333333333,-0.103669817732692,0.133076923076923,0.0969930693185167,0.0605640665176875,0.0454505993192917,-0.128148148148148,-0.098991935483871,0.133227931488801,0.0664347826086956,0.0682200152788388,0.122490734419582,-0.1,0.127672955974843,0.0772727272727273,0.0755491500369549,0.203219175012883,0.175128205128205,0.186109391124871
"Ecadherin",-0.0755491500369549,-0.0799393939393939,0.166666666666667,0.18,-0.113688015212895,0.146666666666667,-0.0664347826086956,0.0979166666666667,0.128148148148148,0.116666666666667,-0.189908545416925,0.098991935483871,-0.0361722488038278,-0.0454505993192917,-0.232819928090533,0.110909090909091,0.043128182178334,0.105026737967914,0.0974180862598085,0.0978102431225536,0.133333333333333,-0.136753393665158,-0.136753393665158,-0.141501997017114,-0.0270979840600094,-0.109422074188624,-0.115107692917721,-0.0112863536644024,-0.101595987232102,-0.118221017948854,-0.110216676887275,-0.116216676887275,-0.101595987232102,-0.103921568627451,0.118127647267248,-0.184614159141342,0.103921568627451,-0.104974570761583,0.136753393665158,0.0992005748372805,-0.0407991272505696,0.0495398186501467,-0.126849446849447,-0.104503746507493,0.136202759864087,0.0628028213496157,0.0648643105808522,0.125338835685405,-0.2,0.127672955974843,0.0812727272727273,0.0739216635993419,0.203448007964829,0.172707348517404,0.184213656527715
"cateninmemb",-0.0755491500369549,-0.0799393939393939,0.166666666666667,0.18,-0.113688015212895,0.146666666666667,-0.0664347826086956,0.0979166666666667,0.128148148148148,0.116666666666667,-0.189908545416925,0.098991935483871,-0.0361722488038278,-0.0454505993192917,-0.232819928090533,0.110909090909091,0.043128182178334,0.105026737967914,0.0974180862598085,0.0978102431225536,0.133333333333333,-0.136753393665158,-0.136753393665158,-0.141501997017114,-0.0270979840600094,-0.109422074188624,-0.115107692917721,-0.100397465141729,-0.101595987232102,-0.118221017948854,-0.110216676887275,-0.116216676887275,-0.101595987232102,-0.103921568627451,0.118127647267248,-0.184614159141342,0.103921568627451,-0.104974570761583,0.136753393665158,0.0992005748372805,-0.00939644179029116,0.0495398186501467,-0.126849446849447,-0.104503746507493,0.136202759864087,0.0628028213496157,0.0648643105808522,0.125338835685405,-0.2,0.127672955974843,0.0812727272727273,0.0739216635993419,0.203448007964829,0.172707348517404,0.184213656527715
"TCFLEF",0.309801102324467,0.305128205128205,-0.0166666666666667,-0.0298701298701299,0.116300684208109,-0.0258701298701299,0.0552086276296803,-0.0195238095238095,-0.0290959363217428,-0.01,0.185055163786187,-0.0243625192012289,0.0360752431053722,0.0380360274190977,0.232757752311196,-0.0757142857142857,0.0442751639199008,-0.0732752613240418,-0.0755881864941098,-0.0742276422764228,0,0.0432053673064503,0.0432053673064503,0.0451764579766212,-0.0408565699006875,0.0319017094017094,0.0331595710369295,0.0378381107360764,0.0225,-0.0694750223193133,0.0370487682252388,0.0376698862376612,0.0276470588235294,0.0176470588235294,0.0703341288485229,0.380039072039072,-0.0125,0.109311524771816,-0.0432053673064503,-0.0829127143775597,0.0311027465725708,-0.0370393496782339,0.0367046319739167,0.0274300038638056,-0.122041763159099,-0.0584591056411525,-0.0478057537983316,-0.217707529569454,0.0571428571428571,-0.128019653001689,-0.305128205128205,-0.312781234774798,-0.406227416439251,-0.256683182948243,-0.325038587630693
"SRC",0.328373015873016,0.323611111111111,0.0333333333333333,0.1,0.327468230694037,0.1,-0.00328947368421053,-0.0366666666666667,0.0769230769230769,-0.0166666666666667,0.236849816849817,-0.0477777777777778,0.145,0.130714285714286,0.150581240145154,0.166666666666667,0.0538709194369572,0.157575757575758,0.148351438917477,0.146464646464646,-0.2,0.00363788068418857,0.00363788068418857,-0.00242272537641749,-0.154198966408269,0.21,0.205081967213115,-0.102829292022152,0.2,0.205081967213115,0.21,0.205081967213115,0.2,0.2,-0.203515971687388,0.24557567257427,-0.3,0.104425067685937,-0.00363788068418857,-0.0753246753246753,-0.257313329372153,-0.137857142857143,-0.0824786324786325,0.0418954248366013,-0.0701881910138791,0.00599217638691323,-0.0140847401522675,-0.228819849353964,-0.1,-0.367142857142857,-0.311111111111111,-0.330191197691198,-0.363898225957049,-0.256603718342849,-0.329769392033543
"RAS",-0.0305882352941177,-0.06,0.1,-0.1,-0.113528301886792,-0.133333333333333,0.0445887445887446,0.05,-0.113333333333333,0,-0.0400218221494817,0.046,-0.1,-0.105263157894737,0.188547546967293,-0.08,0.0561303387334315,-0.08,-0.0781424148606811,-0.0957894736842105,0,0.0774358974358974,0.0774358974358974,-0.0264102564102564,-0.0303571428571429,0.00588235294117647,0.00801001251564456,0.0579678021755442,0,0.00647155097718302,0.00588235294117647,0.00588235294117647,0,0.1,-0.0146868484276079,0.0294598155467721,-0.1,-0.0423847679661633,-0.0774358974358974,0.0112144702842377,0.0769184336009327,0.107149950347567,0.118888888888889,-0.0476949152542373,-0.0795111373940469,-0.0609152752009895,0.0494071146245059,0.0511307767944936,0,0.10995670995671,0.06,0.0335585323238206,0.0312698412698413,0.0245230769230769,0.0128166421207658
"ILK",0.282352941176471,0.282352941176471,0.1,0.0333333333333333,0.171347769877182,0.0666666666666667,0.0428971588635454,0.0833333333333333,0.0607843137254902,0.1,0.121136114222358,0.067948717948718,-0.05,-0.05,0.141571701242217,-0.0333333333333333,0.0566204943440934,-0.0333333333333333,-0.0460623593699775,-0.0509803921568627,0.1,0.117194805194805,0.117194805194805,0.121304394235901,-0.0574561403508772,0.0241545893719807,0.0287699739873653,-0.0733098109270333,0.0111111111111111,0.0236852282246534,0.0241545893719807,0.0287699739873653,0.0111111111111111,0,-0.0197677024514576,-0.0277142857142857,0,0.0298760105843348,-0.117194805194805,-0.108958633958634,-0.129557306323697,0.0467741935483871,-0.0582202111613876,-0.0596153846153846,-0.0585964912280702,-0.0500971588635454,-0.0342683213937376,-0.177302737520129,0,-0.152692307692308,-0.3,-0.286417981826877,-0.289486643437863,-0.229523636900686,-0.293478747748186
"TWIST1",0.0294292058516196,0.0306792058516197,0.0333333333333333,0.05,-0.167055708360056,0.0423076923076923,-0.150682500682501,0.0182222222222222,0.0375457875457875,0.0222222222222222,-0.166935182158294,0.0141126331811263,-0.0637037037037037,-0.0637037037037037,0.145947900660751,-0.0466666666666667,0.0764097430764097,-0.0423188405797102,-0.0464429568405114,-0.0449504195270786,0.133333333333333,-0.137679729551962,-0.137679729551962,-0.137679729551962,-0.068501146549927,-0.127777777777778,-0.128179384203481,0.0852403350687414,-0.127777777777778,-0.129863917128442,-0.12672514619883,-0.12752514619883,-0.127777777777778,-0.133333333333333,0.130726481820794,-0.17858147229115,0.133333333333333,-0.118845177610227,0.137679729551962,0.109459418541386,0.192694616538488,0.0674772886093641,-0.0307661265288384,-0.0106643573190574,0.139812169792393,0.148372269659398,0.159800086918731,0.160010621015518,0,0.039451192082771,-0.0375757575757576,-0.0296569962844215,0.0638666565992147,0.193002829892045,0.203677361572098
"NOTCH",0.299111111111111,0.311111111111111,0.1,0.1,0.181520778072502,0.0666666666666667,0.0690476190476191,0.0416666666666667,0.0555555555555556,0.0666666666666667,0.174813559322034,0.0647435897435898,-0.02,-0.02,0.182471450118509,0,0.07914653784219,0.02,0.0128571428571429,0.02,0,-0.0351515151515151,-0.0351515151515151,-0.0308036890645586,-0.105072463768116,0.0276923076923077,0.0428438228438228,-0.0205833669317188,0.02,0.0505361305361305,0.0276923076923077,0.0428438228438228,0.02,0,-0.0435973550259264,0.0374932614555256,0,0.0228646483599755,0.0351515151515151,-0.00564263322884013,-0.0788064516129032,-0.10258064516129,-0.0888888888888889,-0.0529788838612368,-0.0984223184223184,-0.0590476190476191,0.0210144927536232,-0.183974358974359,0,-0.235789473684211,-0.3,-0.312014336917563,-0.32265306122449,-0.255844155844156,-0.376570048309179
"SNAI2",-0.0813043165984342,-0.07703081232493,0.2,0.2,-0.1685,0.225,-0.0947015425888665,0.190588235294118,0.207758620689655,0.22,-0.241432298871117,0.168139255702281,-0.0925438596491228,-0.0907894736842105,0.0851462226097468,0.133333333333333,0.0825588420390182,0.13921568627451,0.131849496555379,0.137254901960784,0.22,-0.19608940671522,-0.19608940671522,-0.195176164706088,-0.0669230769230769,-0.179621364550942,-0.180696633368146,0.0910977860330841,-0.18948051948052,-0.184614159141342,-0.179621364550942,-0.181225642625808,-0.18948051948052,-0.210909090909091,0.188030308209665,-0.248300339742251,0.210909090909091,-0.154155404093735,0.19608940671522,0.14651169092858,0.26476504965974,0.0959842788790157,-0.189686331533029,-0.161097002181154,0.204798350216265,0.094223073689345,0.0976943942133816,0.179495531415853,-0.1,0.171399594320487,0.0627450980392157,0.0800620805735895,0.260622966632925,0.216969541943811,0.229083490664988
"cfos",0.33109243697479,0.30952380952381,0.0666666666666667,0.0666666666666667,0.193729603729604,0.0416666666666667,0.0653439153439154,0.0404761904761905,0.0666666666666667,0.0238095238095238,0.243255411255411,0.0307987711213518,0.1,0.115384615384615,0.303325749676115,0.12,0.0846477574080479,0,-0.00456890198968312,-0.0130434782608696,-0.1,0.0176470588235294,0.0176470588235294,0.0188665710186514,-0.0736190476190476,0.161111111111111,0.163813813813814,-0.103052372499544,0.15,0.154902922724705,0.161111111111111,0.161111111111111,0.15,0.15,-0.155273293095075,0.201182266009852,-0.15,0.132993583543922,-0.0176470588235294,-0.0503869047619048,-0.178645668461065,-0.110769230769231,-0.0508771929824561,-0.0246259316151789,-0.122222222222222,-0.0846987540535928,-0.0755372313843079,-0.21502000109595,-0.1,-0.269444444444444,-0.314285714285714,-0.337153043035396,-0.376521145043383,-0.282034632034632,-0.398848918098313
"CDC42",0.33109243697479,0.30952380952381,0.0666666666666667,0.0666666666666667,0.193729603729604,0.0416666666666667,0.0653439153439154,0.0404761904761905,0.0666666666666667,0.0238095238095238,0.243255411255411,0.0307987711213518,0.1,0.115384615384615,0.303325749676115,0.02,0.0846477574080479,0,-0.00456890198968312,-0.0130434782608696,-0.1,0.0176470588235294,0.0176470588235294,0.0188665710186514,-0.0736190476190476,0.161111111111111,0.163813813813814,-0.103052372499544,0.15,0.154902922724705,0.161111111111111,0.161111111111111,0.15,0.15,-0.155273293095075,0.201182266009852,-0.15,0.132993583543922,-0.0176470588235294,-0.0503869047619048,-0.178645668461065,-0.110769230769231,-0.0508771929824561,-0.0246259316151789,-0.122222222222222,-0.0846987540535928,-0.0755372313843079,-0.21502000109595,-0.1,-0.269444444444444,-0.414285714285714,-0.337153043035396,-0.376521145043383,-0.282034632034632,-0.398848918098313
"GLI",0.207167642593797,0.204022988505747,-0.0761904761904762,0.0388888888888889,0.18553291461931,0.0652046783625731,0.0677112546751693,-0.0847431077694236,0.0468373314237976,-0.0636904761904762,0.216162110856508,-0.092906373075546,0.104933687002653,0.102433687002653,0.302476416945598,0.0942857142857143,0.0871873186550606,0.0776190476190476,0.0843349836167516,0.0893073593073593,-0.15,0.0795380935771588,0.0795380935771588,0.0753796777355747,-0.0912320892320892,0.175019669551534,0.164674841965327,-0.101249708070143,0.17258064516129,0.164674841965327,0.281404174573055,0.171616940530502,0.28258064516129,0.26,-0.164136886197246,0.207780797101449,-0.15,0.119674418583513,-0.0795380935771588,0.0710562000684567,-0.184572218112591,-0.101481306050272,-0.0437123314237976,0.0801491714294555,-0.124324211033345,-0.0601436871076017,-0.0780097237227967,-0.182118805468153,-0.05,-0.273923686932536,-0.183333333333333,-0.209285289652621,-0.342575894392845,-0.267542952403634,-0.391531916709336
"TrCP",0.337153043035396,0.33109243697479,0.0238095238095238,0.0416666666666667,0.19649203466883,0.0666666666666667,0.0846987540535928,0.0307987711213518,0.0508771929824561,0.0404761904761905,0.239994541690194,0.0246259316151789,0.115384615384615,0.110769230769231,0.304410740634523,0,0.0875416480832891,-0.0130434782608696,-0.00723556865634979,-0.00456890198968312,-0.15,0.0188665710186514,0.0188665710186514,0.0147756619277423,-0.0883731459797033,0.163813813813814,0.154902922724705,-0.101404020851192,0.161111111111111,0.155273293095075,0.161111111111111,0.152818428184282,0.161111111111111,0.15,-0.155962948267489,0.198037611921802,-0.15,0.13374546324317,-0.0188665710186514,-0.0492959956709957,-0.180514180571791,-0.110769230769231,-0.0490253411306043,-0.0366259316151789,-0.124062713019768,-0.0788923024406896,-0.0931842902078373,-0.220509261239149,-0.0666666666666667,-0.280335533553355,-0.30952380952381,-0.338245939210259,-0.377900455388211,-0.281527017821434,-0.406887503307316
"EGR1",0.337153043035396,0.33109243697479,0.0238095238095238,0.0416666666666667,0.19649203466883,0.0666666666666667,0.0846987540535928,0.0307987711213518,0.0508771929824561,0.0404761904761905,0.239994541690194,0.0246259316151789,0.115384615384615,0.110769230769231,0.304410740634523,0,0.0875416480832891,-0.0130434782608696,-0.00723556865634979,-0.00456890198968312,-0.15,0.0188665710186514,0.0188665710186514,0.0147756619277423,-0.0883731459797033,0.163813813813814,0.154902922724705,-0.101404020851192,0.161111111111111,0.155273293095075,0.161111111111111,0.152818428184282,0.161111111111111,0.15,-0.155962948267489,0.198037611921802,-0.15,0.13374546324317,-0.0188665710186514,-0.0492959956709957,-0.180514180571791,-0.110769230769231,-0.0490253411306043,-0.0366259316151789,-0.124062713019768,-0.0788923024406896,-0.0931842902078373,-0.220509261239149,-0.0666666666666667,-0.280335533553355,-0.30952380952381,-0.338245939210259,-0.377900455388211,-0.281527017821434,-0.406887503307316
"Jagged",0.311111111111111,0.3,0,0,0.143589743589744,0.1,0.0833333333333333,0.0666666666666667,0.0666666666666667,0.1,0.146,0.0416666666666667,0,-0.02,0.174534942182001,0.1,0.105072463768116,0,0.02,0.02,0,-0.0533333333333333,-0.0533333333333333,-0.0351515151515151,-0.0833333333333333,0.02,0.0276923076923077,-0.0252954088165356,0,0.0428438228438228,0.02,0.0276923076923077,0,0,-0.0505361305361305,0.0242857142857143,0,0.0237992277992278,0.0533333333333333,0.00344827586206897,-0.078,0.02,-0.0555555555555556,-0.0647435897435898,-0.0947186147186147,-0.0690476190476191,0.0166666666666667,-0.191666666666667,0,-0.22,-0.2,-0.299111111111111,-0.304285714285714,-0.247272727272727,-0.365458937198068
"DELTA",0.311111111111111,0.3,0,0,0.143589743589744,0.1,0.0833333333333333,0.0666666666666667,0.0666666666666667,0.1,0.146,0.0416666666666667,0,-0.02,0.174534942182001,0.1,0.105072463768116,0,0.02,0.02,0,-0.0533333333333333,-0.0533333333333333,-0.0351515151515151,-0.0833333333333333,0.02,0.0276923076923077,-0.0252954088165356,0,0.0428438228438228,0.02,0.0276923076923077,0,0,-0.0505361305361305,0.0242857142857143,0,0.0237992277992278,0.0533333333333333,0.00344827586206897,-0.078,0.02,-0.0555555555555556,-0.0647435897435898,-0.0947186147186147,-0.0690476190476191,0.0166666666666667,-0.191666666666667,0,-0.22,-0.2,-0.299111111111111,-0.304285714285714,-0.247272727272727,-0.365458937198068
