"","FOXC2","NFB","Csn","IKK","SHH","Patched","SMO","SUFU","FUS","Jagged","SNAI2","LIV1","AXIN2","RAF","DELTA","STAT","MEK","ERK","cfos","SRC","EGR1","cMet","TCFLEF","cateninnuc","CD44","Wnt","Frizzled","Destcompl","GLI","cateninmemb","Ecadherin","SOSGRB2","CDC42","PAK1","TGF","TGFR","ZEB2","GSK3","DSH","RAS","PI3K","miR200","RKIP","TWIST1","Csl","NOTCHic","KLF4","NOTCH","SNAI1","ZEB1","SMAD","ILK","TrCP","AKT","HEY1"
"HEY1",-0.155283883399431,0.12,0.1,0.105714285714286,-0.200739247311828,-0.210416666666667,-0.216666666666667,-0.2,-0.233333333333333,-0.172557357684794,0.188829885511423,0.233333333333333,0.240003481298347,0.101923076923077,0.101923076923077,0.2,-0.0866045537240201,-0.0773262032085562,-0.0890909090909091,0.182352941176471,-0.08,0.161422708618331,0.158880902598264,0.163239557641851,0.16055314340094,0.161422708618331,0.182352941176471,0.0729279021281257,0.161422708618331,-0.0395519803141754,0.0589858644402767,0.123899371069182,-0.00509090909090909,-0.00909090909090909,0.011269770879527,0.0117575757575758,0.023921568627451,0.0686732218254234,-0.2,-0.107070135746606,-0.101923076923077,0.0204884004884005,0.0429499072356215,0.192091503267974,0.210909090909091,0.19511961722488,-0.0037037037037037,0.189964978049623,0.0567733023976728,0.0396336429308566,0.0139130434782609,0.00666666666666667,-0.1,-0.109417989417989,0.0337509549274255
"FOXC2",-0.155283883399431,0.12,0.1,0.105714285714286,-0.200739247311828,-0.210416666666667,-0.216666666666667,-0.2,-0.233333333333333,-0.172557357684794,0.188829885511423,0.233333333333333,0.240003481298347,0.101923076923077,0.101923076923077,0.2,-0.0866045537240201,-0.0773262032085562,-0.0890909090909091,0.182352941176471,-0.08,0.161422708618331,0.158880902598264,0.163239557641851,0.16055314340094,0.161422708618331,0.182352941176471,0.0729279021281257,0.161422708618331,-0.0395519803141754,0.0589858644402767,0.123899371069182,-0.00509090909090909,-0.00909090909090909,0.011269770879527,0.0117575757575758,0.023921568627451,0.0686732218254234,-0.2,-0.107070135746606,-0.101923076923077,0.0204884004884005,0.0429499072356215,0.192091503267974,0.210909090909091,0.19511961722488,-0.0037037037037037,0.189964978049623,0.0567733023976728,0.0396336429308566,0.0139130434782609,0.00666666666666667,-0.1,-0.109417989417989,0.0337509549274255
"Ecadherin",-0.157801045870827,0.105714285714286,0.12,0.109417989417989,-0.204676255185844,-0.200739247311828,-0.210416666666667,-0.233333333333333,-0.216666666666667,-0.173701522444519,0.19033500291058,0.2,0.236498326659172,0.107070135746606,0.107070135746606,0.182352941176471,-0.0869967105867652,-0.0866045537240201,-0.0773262032085562,0.161422708618331,-0.0890909090909091,0.16055314340094,0.163239557641851,0.163706411049881,0.158880902598264,0.161422708618331,0.161422708618331,0.0771217511495609,0.160089375284998,-0.0409622367244318,-0.0393588288411254,0.123899371069182,-0.0117575757575758,-0.00509090909090909,0.0125355936643371,0.011269770879527,0.0253433695753183,0.0662449657547832,-0.182352941176471,-0.104276839657221,-0.107070135746606,0.0210470597062776,0.0478188210932994,0.192650162485851,0.19511961722488,0.189964978049623,-0.00243788091889358,0.187362747566351,0.0561403910052678,0.0424772448265912,0.0151236972312875,0.0139130434782609,-0.1,-0.105521885521886,0.0397912233838014
"cateninmemb",-0.157801045870827,0.105714285714286,0.12,0.109417989417989,-0.204676255185844,-0.200739247311828,-0.210416666666667,-0.233333333333333,-0.216666666666667,-0.173701522444519,0.19033500291058,0.2,0.236498326659172,0.107070135746606,0.107070135746606,0.182352941176471,-0.0869967105867652,-0.0866045537240201,-0.0773262032085562,0.161422708618331,-0.0890909090909091,0.16055314340094,0.163239557641851,0.163706411049881,0.158880902598264,0.161422708618331,0.161422708618331,0.0771217511495609,0.160089375284998,-0.120920072695319,0.00365116354461211,0.123899371069182,-0.0117575757575758,-0.00509090909090909,0.0125355936643371,0.011269770879527,0.0253433695753183,0.0662449657547832,-0.182352941176471,-0.104276839657221,-0.107070135746606,0.0210470597062776,0.0478188210932994,0.192650162485851,0.19511961722488,0.189964978049623,-0.00243788091889358,0.187362747566351,0.0561403910052678,0.0424772448265912,0.0151236972312875,0.0139130434782609,-0.1,-0.105521885521886,0.0397912233838014
"ZEB2",-0.21993006993007,-0.211111111111111,-0.211111111111111,-0.208888888888889,-0.195072853975293,-0.194163763066202,-0.189285714285714,-0.175,-0.175,-0.148146831442921,-0.128361903604737,-0.1,-0.0942324240516849,-0.0862121212121212,-0.0862121212121212,-0.08,-0.0775946554032603,-0.0751556310130164,-0.0719298245614035,-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,-0.0636671883150756,-0.0631477077955951,-0.062962962962963,-0.0593939393939394,-0.0593939393939394,-0.0593135095295734,-0.0548067834306366,-0.0454014572677131,-0.0310250930646565,-0.0152014652014652,-0.00701298701298701,-0.00519480519480519,0.00610595753452896,0.00769325912183055,0.0253927669765286,0.0264415149265509,0.0727272727272727,0.0830001297774317,0.0862121212121212,0.0906705487214227,0.1029307568438,0.112522201335897,0.117948717948718,0.129948717948718,0.130542525640959,0.131588062211013,0.134227891791024,0.192567447169267,0.195456069751844,0.195456069751844,0.2,0.206085150571132,0.208865328220167
"cateninnuc",-0.0996613550384042,0.0234848484848485,0.00833333333333333,0.0154848484848485,-0.0650317147529005,-0.0669924990666259,-0.0551912568306011,-0.0666666666666667,-0.0666666666666667,0.00692718913294446,0.127243211578678,-0.00909090909090909,0.163239557641851,0.00873428373428373,0.00873428373428373,-0.0321678321678322,-0.0831291351465244,-0.0771658323942308,-0.0822291235334714,-0.0210567210567211,-0.0615942028985507,-0.0232306341001993,-0.0171611911375525,-0.114648073214327,-0.0152941261636914,-0.0220129780880228,-0.0198390650445445,-0.0334057623621612,-0.0141078397481018,-0.0777652805122479,-0.0934456915238647,0.0647705293962141,-0.00738461538461538,-0.012,0.00771840045714462,0.00968346595932803,0.0298451581515345,-0.0340355138996367,0.0321678321678322,-0.0144581894581895,-0.00873428373428373,0.017589907430163,0.0974295572087135,0.0438221108853368,0.116509730069052,0.115346939371378,0.000568026279770052,0.121256030280469,0.10839409591164,0.0465700659364306,0.0184815510395319,0.0177994227994228,-0.0333333333333333,-0.0193910984848485,0.0342219364107041
"SMAD",-0.273696466629553,-0.206349206349206,-0.211111111111111,-0.204388422035481,-0.203112558689449,-0.201253822629969,-0.196666666666667,-0.166666666666667,-0.191666666666667,-0.212074291300098,-0.147638970576668,0.02,0.0443862242337432,-0.102899941397758,-0.102899941397758,0.0342857142857143,-0.00911838536557216,-0.0120030007501875,-0.00967741935483871,0.0398412698412698,0,0.0437628384687208,0.043078985008748,0.0428763507635605,0.0426719293778117,0.0589438339438339,0.0531746031746032,0.040796660575827,0.0575049850229706,0.0140288206864866,0.0594097736347337,0.0337548062703342,-0.0224010731052985,-0.0238095238095238,0.0230376330109273,0.0218424138874214,0.047470752344221,0.116554137869927,-0.0476190476190476,0.104215730871442,0.102899941397758,0.0358648387551966,0.114828487586159,0.164799141831168,0.186666666666667,0.190114942528736,0.0461685658919004,0.191702244116037,0.14431589960219,0.203564184944852,0.0901701951017019,0.190170195101702,0.2,0.208388422035481,0.22785002070979
"GLI",-0.271827055383557,-0.0391812865497076,-0.0444444444444444,-0.0493853681823607,-0.122511415222359,-0.122099892588614,-0.115977443609023,-0.0857142857142857,-0.110714285714286,-0.0104749696138617,-0.250729225826646,-0.1,-0.116416062801932,-0.0981073629312206,-0.0981073629312206,-0.1,0.0629529310468537,0.0646103896103896,0.0607142857142857,-0.0903225806451613,0.0857142857142857,-0.0878835562549174,-0.0852973493583657,-0.0841616649590829,-0.0852973493583657,0.0332068311195446,0.0296774193548387,-0.0954836831182725,-0.0646655093059873,-0.0473972457970995,-0.05307654398553,0.215358771022488,-0.138218390804598,-0.141666666666667,0.138928712669193,0.140105183257428,0.0561349206349206,-0.171567764482929,-0.02,0.0963251847133988,0.0981073629312206,0.0406853105614716,0.159238490737994,0.132675593600891,-0.0102210433244916,-0.0077210433244916,0.059046761046761,-0.00486390046734874,0.178733335413157,0.221029100529101,0.0387084546521539,0.0376273735710728,0.0333333333333333,0.0509478681823607,0.0351957606626537
"DELTA",-0.324285714285714,-0.1,0,-0.0666666666666667,-0.105128205128205,-0.0666666666666667,-0.0666666666666667,0,-0.1,-0.112900432900433,-0.149195575666164,0,0.0242857142857143,0.00666666666666667,0.00666666666666667,0,-0.0266666666666667,-0.06,0,0,-0.1,0.02,0.0367832167832168,0.0378821178821179,0.0276923076923077,0.02,0,0.0183938223938224,0.0276923076923077,0.013826595939272,0.0513333333333333,0.06,-0.1,0,0.0786666666666667,0.0666666666666667,0.0623188405797102,-0.00344827586206897,0,0.00242424242424242,-0.00666666666666667,0.0539393939393939,0.123076923076923,0.162,0.2,0.18,0.0666666666666667,0.18,0.183333333333333,0.232850241545894,0.102380952380952,0.116666666666667,0,0.0777777777777778,0.216666666666667
"Wnt",-0.343076923076923,0.0666666666666667,0.1,0.0466666666666667,-0.0543290043290043,-0.0590909090909091,-0.05,0,-0.1,-0.0262009803921569,-0.195948275862069,0,-0.153939393939394,0.137593984962406,0.137593984962406,-0.1,-0.162745098039216,-0.133333333333333,-0.133333333333333,-0.1,-0.1,-0.125,-0.102255639097744,-0.0883483543295324,-0.0986842105263158,-0.125,0,-0.0633991811827706,-0.0986842105263158,0.0375847457627119,-0.0364055299539171,-0.00909090909090909,-0.1,-0.1,0.106666666666667,0.106666666666667,0.0652319464371114,-0.180329153605016,0,-0.164866712235133,-0.137593984962406,0.095959595959596,0.205,0.129117647058824,0.15,0.107142857142857,0.0725490196078431,0.11547619047619,0.271790890269151,0.263175514108082,0.092446829656132,0.0854700854700855,-0.1,-0.0591666666666667,0.0943589743589744
"NOTCH",-0.330408163265306,-0.0666666666666667,-0.1,-0.0777777777777778,-0.0992458521870287,-0.105128205128205,-0.0666666666666667,-0.1,-0.0666666666666667,-0.112900432900433,-0.150782877253465,0,0.0337196765498652,-0.00242424242424242,-0.00242424242424242,0,-0.0409523809523809,-0.0266666666666667,-0.06,0.02,0,0.0276923076923077,0.0378821178821179,0.038290281147424,0.0367832167832168,0.0276923076923077,0.02,0.014655504636813,0.0367832167832168,0.0122559153109997,0.0545591397849462,0.0336842105263158,-0.0666666666666667,-0.1,0.0754408602150538,0.0786666666666667,0.0660225442834139,0.00109717868338558,0,0.00097496706192358,0.00242424242424242,0.0453679653679654,0.112732095490716,0.170474576271186,0.18,0.18,0.0623188405797102,0.109032258064516,0.184871794871795,0.22914653784219,0.109047619047619,0.102380952380952,0,0.0777777777777778,0.21231884057971
"SNAI1",-0.31776506717646,-0.0916666666666667,-0.0916666666666667,-0.0916666666666667,-0.0908955502860921,-0.0891479774705581,-0.0871479774705581,-0.0857142857142857,-0.076036866359447,-0.0846222883836561,-0.254108162241338,-0.1,-0.102954226428527,-0.0579669241433947,-0.0579669241433947,-0.0814814814814815,-0.0209291180206051,-0.0213775485138787,-0.0200442151805453,-0.0760760760760761,-0.0217391304347826,-0.0711255810265711,-0.0704870114224843,-0.0720357982061704,-0.0718663217673119,-0.0691965007369372,-0.0735867446393762,-0.0729990259188774,-0.0701105775193869,-0.0486270551170085,-0.0399353673576418,0.0280831620897939,-0.0655462184873949,-0.0655462184873949,0.065689440768375,0.0660926665748266,0.0672725037562565,-0.0542749721400711,0.0814814814814815,0.0592805530432305,0.0579669241433947,0.0481166894278727,0.115792347615552,0.146825971130319,0.0625641025641026,0.0691575091575092,0.0709045065551883,0.0707901622187336,0.0838401521245778,0.226920173210292,0.108298457792566,0.108175456562553,0.0916666666666667,0.0909722222222222,0.115206892352143
"LIV1",-0.316367354342915,-0.0916666666666667,-0.0916666666666667,-0.0916666666666667,-0.0891479774705581,-0.0871479774705581,-0.076036866359447,-0.0523809523809524,-0.0857142857142857,-0.0850928766189502,-0.254275778734801,-0.1,-0.104585928060229,-0.060239651416122,-0.060239651416122,-0.1,-0.0213775485138787,-0.0200442151805453,-0.0217391304347826,-0.0814814814814815,0,-0.0760760760760761,-0.0718663217673119,-0.0704870114224843,-0.0711255810265711,-0.0735867446393762,-0.0814814814814815,-0.0747534118837897,-0.0691965007369372,-0.047210820229271,-0.0401434839029071,0.0261963696369637,-0.0655462184873949,-0.0714285714285714,0.0660926665748266,0.0655462184873949,0.069117522206441,-0.0514366883116883,0.1,0.0579669241433947,0.060239651416122,0.0491733657006873,0.115792347615552,0.147338791643139,0.0641025641025641,0.0625641025641026,0.0724621389539422,0.0691575091575092,0.183484280238457,0.225321157220132,0.108175456562553,0.108175456562553,0.0666666666666667,0.0916666666666667,0.112825939971191
"EGR1",-0.316367354342915,-0.0916666666666667,-0.0916666666666667,-0.0916666666666667,-0.0891479774705581,-0.0871479774705581,-0.076036866359447,-0.0523809523809524,-0.0857142857142857,-0.0850928766189502,-0.254275778734801,-0.1,-0.104585928060229,-0.060239651416122,-0.060239651416122,-0.1,-0.0213775485138787,-0.0200442151805453,-0.0217391304347826,-0.0814814814814815,0,-0.0760760760760761,-0.0718663217673119,-0.0704870114224843,-0.0711255810265711,-0.0735867446393762,-0.0814814814814815,-0.0747534118837897,-0.0691965007369372,-0.047210820229271,-0.0401434839029071,0.0261963696369637,-0.0655462184873949,-0.0714285714285714,0.0660926665748266,0.0655462184873949,0.069117522206441,-0.0514366883116883,0.1,0.0579669241433947,0.060239651416122,0.0491733657006873,0.115792347615552,0.147338791643139,0.0641025641025641,0.0625641025641026,0.0724621389539422,0.0691575091575092,0.183484280238457,0.225321157220132,0.108175456562553,0.108175456562553,0.0666666666666667,0.0916666666666667,0.112825939971191
"Frizzled",-0.354704830053667,0.0466666666666667,0.0666666666666667,0.0591666666666667,-0.067232230135456,-0.0543290043290043,-0.0590909090909091,-0.1,-0.05,-0.0272110814022579,-0.192478244316328,-0.1,-0.153939393939394,0.164866712235133,0.164866712235133,-0.1,-0.162745098039216,-0.162745098039216,-0.133333333333333,-0.125,-0.133333333333333,-0.0986842105263158,-0.0883483543295324,-0.0926340686152467,-0.102255639097744,-0.0986842105263158,-0.125,-0.0472188098299854,-0.102255639097744,0.0309180790960452,-0.0324428259912131,-0.0121212121212121,-0.106666666666667,-0.1,0.10952380952381,0.106666666666667,0.0701824414866164,-0.195480668756531,0,-0.149906082313873,-0.164866712235133,0.092834595959596,0.212142857142857,0.131974789915966,0.107142857142857,0.11547619047619,0.0677871148459384,0.125280112044818,0.267028985507246,0.266145811137785,0.0933814090953843,0.092446829656132,-0.1,-0.0529166666666667,0.104997272231315
"cfos",-0.314988043998087,-0.0916666666666667,-0.0666666666666667,-0.0916666666666667,-0.0871479774705581,-0.076036866359447,-0.0857142857142857,-0.0666666666666667,-0.0523809523809524,-0.0826388888888889,-0.253914115081998,-0.1,-0.110246305418719,-0.060239651416122,-0.060239651416122,-0.1,-0.0200442151805453,-0.0217391304347826,0,-0.1,0.04,-0.0814814814814815,-0.0711255810265711,-0.0718663217673119,-0.0760760760760761,-0.0814814814814815,-0.1,-0.0715955171469476,-0.0735867446393762,-0.0473939704124212,-0.0386901967056753,0.0291666666666667,-0.0714285714285714,-0.0571428571428571,0.0655462184873949,0.0655462184873949,0.0707252392482417,-0.0550730519480519,0.1,0.060239651416122,0.060239651416122,0.0456200662083015,0.118554778554779,0.144077922077922,0.0333333333333333,0.0641025641025641,0.0659047619047619,0.0625641025641026,0.183722943722944,0.223713440178331,0.108175456562553,0.10978835978836,0.1,0.0916666666666667,0.115767116441779
"NOTCHic",-0.335246872942725,-0.0777777777777778,-0.0666666666666667,-0.0777777777777778,-0.106772733907459,-0.0992458521870287,-0.105128205128205,-0.0666666666666667,-0.0666666666666667,-0.116211691178579,-0.151784881261482,0,0.0378863432165319,-0.00097496706192358,-0.00097496706192358,0.02,-0.0409523809523809,-0.0409523809523809,-0.0266666666666667,0.0276923076923077,-0.06,0.0367832167832168,0.038290281147424,0.0375269223687981,0.0378821178821179,0.0367832167832168,0.0276923076923077,0.0159888379701464,0.0400090232348297,0.0136757936071458,0.0544060004281315,0.0473205741626794,-0.0786666666666667,-0.0666666666666667,0.0748039175398945,0.0754408602150538,0.071207729468599,-0.00220860644058136,-0.02,-0.000502865450391691,0.00097496706192358,0.04825813877837,0.116957447603392,0.171103507088797,0.18,0.109032258064516,0.0658902691511387,0.106400679117148,0.187517297517298,0.225442834138486,0.108328194587187,0.109047619047619,0.1,0.0754521963824289,0.216934225195095
"Csl",-0.33697101087376,-0.0777777777777778,-0.0777777777777778,-0.0754521963824289,-0.107634802872976,-0.106772733907459,-0.0992458521870287,-0.0666666666666667,-0.105128205128205,-0.116211691178579,-0.152903449494144,0.02,0.0396858290777144,0.000502865450391691,0.000502865450391691,0.0276923076923077,-0.0398654244306418,-0.0409523809523809,-0.0409523809523809,0.0367832167832168,-0.0266666666666667,0.0378821178821179,0.0375269223687981,0.0383845553019027,0.038290281147424,0.0400090232348297,0.0367832167832168,0.0143434997617369,0.0400090232348297,0.0139816040046993,0.0542897213583641,0.0448815497724355,-0.0754408602150538,-0.0786666666666667,0.0763912191271961,0.0748039175398945,0.071207729468599,-0.00176678022555927,-0.0276923076923077,-0.00123815956803875,-0.000502865450391691,0.0519618424820737,0.11741827709648,0.172683642528977,0.109032258064516,0.106400679117148,0.070175983436853,0.10912795184442,0.187912554434294,0.228205265077713,0.108328194587187,0.108328194587187,0.0666666666666667,0.0777777777777778,0.216280630423853
"TWIST1",-0.237332669206263,0.00769230769230769,0,0.0124542124542125,-0.25455869716805,-0.256036529680365,-0.254666666666667,-0.233333333333333,-0.266666666666667,-0.162629359036127,-0.17961536544501,0.166666666666667,0.211290215161183,0.123399521742343,0.123399521742343,0.166666666666667,-0.187830413151633,-0.184347826086957,-0.184347826086957,0.166666666666667,-0.18,0.160283687943262,0.157891269878968,0.159213869073908,0.15988208151756,0.16140350877193,0.166666666666667,0.0990857831848305,0.16140350877193,0.0642802697733465,0.180945674291104,-0.074615189031665,0.0775757575757576,0.0775757575757576,-0.0747312245461448,-0.0763257575757576,0.0734480094129217,0.0898420685710946,-0.166666666666667,-0.125796782016315,-0.123399521742343,0.0844946371798903,0.068083157213592,0.168308179869965,0.191111111111111,0.185982905982906,0.0592766312278507,0.185982905982906,0.0984722905520366,0.110627293960627,0.112925391638263,0.110615160615161,0,-0.015844042962687,0.13855466567331
"SRC",-0.382717086834734,0.166666666666667,0.1,0.143589743589744,-0.0600871459694989,-0.0718518518518519,-0.0533333333333333,-0.0333333333333333,-0.0333333333333333,-0.0456051517290049,-0.0983964752657508,0.2,0.13919843597263,0.291264080100125,0.291264080100125,0.2,-0.284181437011626,-0.274747474747475,-0.296969696969697,0.1,-0.233333333333333,0.09,0.092858856457417,0.094872279276209,0.0916393442622951,0.09,0.1,-0.0284026118808728,0.0916393442622951,0.0285993863194133,0.0380651755651756,-0.0671428571428571,-0.108333333333333,-0.133333333333333,0.120800865800866,0.122619047619048,0.074408505540581,-0.231255411255411,-0.1,-0.297324686160731,-0.291264080100125,0.0972097789489094,0.133952427500815,0.180664393078186,0.185,0.189761904761905,-0.0319121447028424,0.20047619047619,0.281729222022276,0.285616951182989,0.0451220957799905,0.0388157894736842,-0.1,-0.138034188034188,0.0623220787818603
"STAT",-0.328632583503749,-0.07,-0.05,-0.0652380952380952,-0.127900116622076,-0.121705426356589,-0.133333333333333,-0.1,-0.1,-0.0946171903214157,-0.0303343202752153,0.2,0.15458619811561,0.0772384201819686,0.0772384201819686,0.114285714285714,-0.0389373814041746,-0.0443137254901961,-0.0266666666666667,0.101785714285714,-0.0666666666666667,0.106331168831169,0.104896781276907,0.103824075675,0.102057664557665,0.106331168831169,0.101785714285714,0.0705393693790956,0.103810160427807,0.0194939323196447,0.0289301598532078,0.12820197044335,-0.0352272727272727,-0.0227272727272727,0.032379573769734,0.0299641148325359,0.0804195804195804,0.0580729862038273,-0.114285714285714,-0.0749996142118193,-0.0772384201819686,0.0487891033839967,0.138807915057915,0.256861287970733,0.0941176470588235,0.113036565977742,-0.030976430976431,0.106240449472888,0.208052350607275,0.228545813161198,0.111652507079793,0.11280193236715,0.1,0.0703228410008071,0.123333333333333
"TCFLEF",-0.490319111491482,0.116987012987013,0.112987012987013,0.107309593632174,-0.160552995391705,-0.160552995391705,-0.155714285714286,-0.116666666666667,-0.136666666666667,-0.14337482925469,-0.302274678396855,0.1,0.458057631257631,0.178238717830776,0.178238717830776,0.1,-0.167073170731707,-0.162311265969803,-0.161358885017422,0.105,-0.144285714285714,0.105854700854701,0.00888480740552322,0.0100016458934957,0.108999354942751,0.111737053795877,0.110882352941176,-0.142006018139634,0.115463761870411,0.110453570901557,0.140635580423175,0.0846982957162598,-0.125641025641026,-0.125641025641026,0.128717091742406,0.129379343398035,0.0846230728335991,-0.190259927039854,-0.105882352941176,-0.182312305215795,-0.178238717830776,0.10751325648916,0.169291454286633,0.280123813256123,0.244524151123864,0.254328072692492,0.0827349121466769,0.257318105915083,0.297306055172164,0.302000886053518,0.0684848380293686,0.0656167691957166,-0.0857142857142857,-0.107309593632174,0.107975259301551
"CD44",-0.173333333333333,-0.2,-0.1,-0.233333333333333,-0.159090909090909,-0.15,-0.15,-0.1,-0.1,-0.155337995337995,0.214070374070374,0.1,0.12,-0.114285714285714,-0.114285714285714,0.1,0.015,0.025,0.025,0.2,0,0.2,0.0863565891472868,0.0848181276088253,0.0933333333333333,0.1,0.1,0.103208556149733,0.0933333333333333,0.0100732600732601,-0.000114536966670285,0.211904761904762,-0.0866666666666667,-0.0666666666666667,0.0811111111111111,0.0866666666666667,0.0873015873015873,0.164285714285714,0,0.117142857142857,0.114285714285714,0.0950548967940272,0.223703703703704,0.138168498168498,0,0.0428571428571429,-0.00793650793650794,0.037593984962406,0.143726741095162,0.147619047619048,0.156122448979592,0.15,0,0.226666666666667,0.138011695906433
"cMet",-0.174599156118143,-0.233333333333333,-0.2,-0.226666666666667,-0.162215909090909,-0.159090909090909,-0.15,-0.1,-0.15,-0.155337995337995,0.211880593048476,0.1,0.115238095238095,-0.117142857142857,-0.117142857142857,0.2,0.0240909090909091,0.015,0.025,0.2,0.025,0.0933333333333333,0.0848181276088253,0.0853830993602377,0.0863565891472868,0.0933333333333333,0.1,0.103208556149733,0.0887878787878788,0.00900564441489709,0.00268444522162488,0.211904761904762,-0.0866666666666667,-0.0866666666666667,0.0832387706855792,0.0811111111111111,0.0883116883116883,0.162672811059908,-0.1,0.124690026954178,0.117142857142857,0.0950548967940272,0.227407407407407,0.139292093674116,0.0428571428571429,0.037593984962406,-0.0126984126984127,0.0354663253879379,0.140336910586688,0.150649350649351,0.15430426716141,0.156122448979592,0.1,0.239166666666667,0.139972480220158
"AXIN2",-0.134971663777284,0.0647342995169082,0.0777777777777778,0.0748792270531401,0.055477391460998,0.0623626373626374,0.0587912087912088,0.05,0.0730769230769231,0.085067834633052,-0.164169267138981,-0.133333333333333,0.287380961861443,0.109150067022039,0.109150067022039,-0.113333333333333,-0.114517710372076,-0.120034951751387,-0.106016260162602,-0.12031007751938,-0.113333333333333,-0.108241112002138,-0.107769959898411,-0.110839566469963,-0.112342058374378,-0.108241112002138,-0.12031007751938,-0.152252418094587,-0.112643627725409,0.128422846275877,0.0555528652831578,-0.0324068171192996,-0.0965895061728395,-0.0904166666666667,0.0953599141870922,0.0930496831639899,0.0919208549111638,-0.164070018971621,0.113333333333333,-0.102588387232013,-0.109150067022039,0.104132243096824,0.131942868958998,0.0160525693723801,-0.00526315789473684,0.00366541353383459,0.0936663859464777,0.00434108920951026,0.144754610544601,0.162263669481038,0.0970956981826547,0.0990798251667817,-0.0666666666666667,-0.0693236714975845,0.0982583713821037
"ZEB1",-0.273607880854975,-0.13859649122807,-0.133333333333333,-0.143514524014955,-0.200355871886121,-0.2,-0.2,-0.2,-0.2,-0.215758092549715,0.100488495139658,0.2,0.215458220148451,0.0565129402812122,0.0565129402812122,0.176923076923077,-0.100550401658461,-0.0948235294117647,-0.096,0.174484052532833,-0.1,0.172523268219108,0.17450317365646,0.176362273460765,0.175301045996885,0.181352184400965,0.183275261324042,0.0882365441169317,0.185132253129487,-0.0207336086957575,0.0771682706892439,0.0852631578947368,-0.00911211061136099,-0.00766283524904215,0.0102412524635533,0.0106349532509549,0.145051811521518,0.0827021267421293,-0.185714285714286,-0.0595050662654641,-0.0565129402812122,-0.0426024792918467,0.117856263658972,0.24540686707163,0.208333333333333,0.208333333333333,0.133999586112057,0.209986225895317,0.140432227507163,0.0879555681112256,0.197638288820562,0.195715211897485,0.133333333333333,0.140657381157813,0.217301351498243
