"","cateninmemb","Ecadherin","Jagged","cateninnuc","TCFLEF","CDC42","CD44","TGFR","TGF","STAT","RAS","PI3K","DELTA","SMAD","FOXC2","AXIN2","LIV1","SHH","Csn","SNAI2","miR200","RKIP","SNAI1","ERK","MEK","TWIST1","cfos","ZEB2","ZEB1","EGR1","AKT","IKK","Patched","TrCP","SUFU","NFB","SMO","HEY1","FUS","KLF4","ILK","DSH","Destcompl","RAF","Frizzled","SOSGRB2","Csl","NOTCHic","NOTCH","Wnt","GLI","SRC","cMet","PAK1","GSK3"
"SHH",0.244587813620072,0.178055555555556,0.122857142857143,0.213333333333333,0.196666666666667,0.0333333333333333,0.15,-0.0666666666666667,-0.106666666666667,0.1,0.242307692307692,0.25,0.25,0.0166666666666667,-0.05,0.0476190476190476,0,-0.0133333333333333,0,0.29816091954023,-0.183333333333333,-0.02,-0.0333333333333333,0.1,0,-0.1,-0.1,0.175,0.175,0,0.15,0.1,-0.0666666666666667,0,-0.2,0,-0.1,0,-0.2,0.2,0,0,-0.209090909090909,-0.25,0,0,-0.1,0,0.0333333333333333,0,-0.05,-0.1,-0.1,0,-0.192307692307692
"Destcompl",0.329117676375703,0.210808170451665,0.249067938606744,0.267472313404445,0.265279554607913,0.0961998592540464,0.263087773785995,0.0946209118856254,0.0895962813437535,0.23968253968254,0.00479369338302353,0.00322383467030767,0.00322383467030767,0.026858813700919,0.0278250939049105,0.129416222349726,0.211111111111111,-0.140321229491492,0.0523809523809524,0.309813104782715,-0.195317403617377,0.109713127789463,0.0803166939536171,0.0494615766746914,0.0410227581092906,-0.0900179654402577,-0.0532867132867133,0.182869880915672,0.182869880915672,-0.0502564102564103,-0.0489779286978003,-0.0583739018521627,0.136259333940234,-0.0666666666666667,0.122222222222222,-0.0610766045548654,0.123305966064587,-0.0162177992947224,0.111877394636015,0.182402607615335,-0.0265079365079365,-0.23968253968254,-0.0177961519401623,-0.00322383467030767,-0.257490758860622,-0.115527318754449,-0.125201723462593,-0.130636506071289,-0.126828890840828,-0.262441253910127,-0.263739955208828,-0.257490758860622,-0.26196837080092,-0.0955102040816327,0.0851898579344827
"GSK3",0.0866926274576885,0.186220990007405,0.0306720652206912,-0.03254852504212,-0.0331406303052779,0.085424430641822,-0.0364353765207721,0.0767136292480937,0.0736367061711707,-0.0342105263157895,0.0147394466206782,0.0164201188895857,0.0164201188895857,0.0541512086741169,0.0749983105429862,-0.0398583566947272,-0.05,0.0469767446159792,0.111666666666667,-0.0925196020038832,-0.274480365011739,0.0349490860017176,-0.0108768677676666,0.0381335692171606,0.0296108419444333,0.0554239591605842,-0.0494117647058824,0.266347999157904,0.266347999157904,-0.0494117647058824,-0.0870553345122311,-0.0904741379310345,-0.0436274623193285,-0.0866666666666667,-0.0772727272727273,-0.105416666666667,-0.0405599776567518,-0.0420504951662707,-0.0534632034632035,0.268775509907513,-0.0543011337115982,0.0342105263157895,-0.166586719295944,-0.0164201188895857,0.037781954887218,0.0116688152082366,-0.0995798319327731,-0.0890903214432626,-0.0862331785861198,0.0397427392009435,0.0369125505216982,0.037781954887218,0.0397687098541055,-0.0863768115942029,-0.179258822730726
"NFB",0.230179607419731,0.22990937680313,0.156551077788191,0.162220885973476,0.160103238914653,0.268686868686869,0.159681297986383,0.269486868686869,0.265056488940033,0.111111111111111,-0.00534431953114976,-0.0113144687848811,-0.0113144687848811,0.145279137579185,0.207575470125271,0.113561296859169,0.1,0.0876794534459678,0.0857142857142857,-0.174429143673655,-0.291035711519095,0.0688734762505254,0.0332122261339034,-0.0150793650793651,-0.0183473389355742,0.0372549019607843,0.0128571428571429,0.27727727364388,0.27727727364388,-0.00714285714285715,-0.189377949377949,-0.193822393822394,-0.0973180076628352,-0.1,-0.08,-0.185714285714286,-0.111111111111111,-0.137883311219225,-0.1,0.276282051282051,-0.148624862486249,-0.111111111111111,-0.230502772313704,0.0113144687848811,-0.141880341880342,-0.223759398496241,-0.195670995670996,-0.213131313131313,-0.216357119582926,-0.155726495726496,-0.15909728224335,-0.141880341880342,-0.155726495726496,-0.277777777777778,-0.138170652876535
"IKK",0.227117305413395,0.228464754010193,0.156551077788191,0.160103238914653,0.159681297986383,0.277777777777778,0.155726495726496,0.268686868686869,0.269486868686869,0.1,-0.0113144687848811,-0.0211736237144586,-0.0211736237144586,0.148624862486249,0.216738816738817,0.112142857142857,0.1,0.0973180076628352,0.1,-0.178697436356582,-0.294358974358974,0.0816939890710383,0.0422533220243144,-0.0128571428571429,-0.0150793650793651,0.043921568627451,-0.00714285714285715,0.27919298245614,0.27919298245614,-0.05,-0.193822393822394,-0.185714285714286,-0.111111111111111,0,-0.1,-0.0857142857142857,-0.1,-0.143240454076367,-0.08,0.274358974358974,-0.155555555555556,-0.1,-0.231167224140946,0.0211736237144586,-0.111111111111111,-0.214285714285714,-0.190909090909091,-0.195670995670996,-0.213131313131313,-0.141880341880342,-0.155726495726496,-0.111111111111111,-0.141880341880342,-0.3,-0.134249084249084
"SOSGRB2",0.252151086151086,0.291620947652943,0.091559632638883,0.102178978079499,0.0970164541789256,0.204285714285714,0.089648033126294,0.211978021978022,0.215524121268802,0,0.0879327828480371,0.0674199623352166,0.0674199623352166,0.0746747875780134,0.205567765567766,0.05127200220022,0,0.0557825267127593,0,0.249385941710296,-0.3132047983047,0.215570175438596,0.1631592039801,0.125525525525526,0.155828555828556,0.131623188405797,-0.144444444444444,0.300664160401002,0.300664160401002,-0.2,-0.0183479532163743,-0.00584795321637427,-0.0581081081081081,0,0,-0.0111111111111111,-0.05,-0.167424242424242,-0.0333333333333333,0.28780701754386,-0.0795698924731183,0,-0.248347960764068,-0.0674199623352166,-0.0142857142857143,-0.0136111111111111,-0.00909090909090909,-0.00909090909090909,-0.0330345710627401,-0.055952380952381,-0.0834886128364389,-0.0142857142857143,-0.062111801242236,-0.214285714285714,0.0626866136824061
"KLF4",-0.449494421567592,-0.397069447171073,-0.292272045795284,-0.320494629050794,-0.318377568029623,0.115454545454545,-0.316705327226947,0.122121212121212,0.127487065779749,-0.266666666666667,-0.286463046757164,-0.282051282051282,-0.282051282051282,0.048695652173913,0.340194595684614,-0.148677244306504,-0.233333333333333,0.293279569892473,0.2,-0.413409584010133,-0.312942612942613,0.265821480107194,0.250751860674951,0.275401069518717,0.288803131374387,0.359363834422658,-0.263636363636364,0.302089783281734,0.302089783281734,-0.2,-0.275873015873016,-0.264761904761905,-0.275,-0.1,-0.2,-0.26,-0.25,-0.0482964094728801,-0.233333333333333,0.285185185185185,-0.04,0.266666666666667,0.240232186347231,0.282051282051282,0.296078431372549,0.155631789594054,0.0709090909090909,0.0814354066985646,0.0824663345336161,0.312357501139991,0.317529914933094,0.296078431372549,0.312357501139991,-0.0954545454545455,0.230559243763185
"AKT",0.107188497380622,0.208905144897354,0.0394998257232485,-0.0219876855391218,-0.0253723009237371,0.129647058823529,-0.0301145689649743,0.125582018173123,0.116820688867987,-0.0444444444444444,-0.0105499243013684,-0.0103089604459467,-0.0103089604459467,0.0706322351162687,0.118198422886484,-0.0343854220388517,-0.1,0.0561336032388664,0,-0.112371499595217,-0.315630535857151,0.0574091509513504,0.0340810964609592,0.0530651604904257,0.0404069326423244,0.0815970603673233,-0.0579831932773109,0.309661478185726,0.309661478185726,-0.0285714285714286,-0.108588143882262,-0.0217194570135747,-0.0519230769230769,0.0333333333333333,-0.05,-0.0294117647058824,-0.0602564102564102,-0.0565963137082945,-0.0833333333333333,0.313922627080522,-0.066928531412565,0.0444444444444444,-0.193525439050864,0.0103089604459467,0.0314009661835749,-0.0375213675213675,-0.113461538461538,-0.113461538461538,-0.104924953095685,0.0329394277220364,0.0301461316326509,0.0314009661835749,0.0329394277220364,-0.117647058823529,-0.00553402690499465
"PI3K",0.103212962212426,0.209662720654929,0.0355263157894737,-0.0253723009237371,-0.0301145689649743,0.117647058823529,-0.0329394277220364,0.129647058823529,0.125582018173123,-0.1,-0.0103089604459467,-0.0185281385281385,-0.0185281385281385,0.066928531412565,0.128724738675958,-0.0361904761904762,-0.1,0.0519230769230769,-0.0333333333333333,-0.117296122710795,-0.318304332648595,0.0667259211376858,0.0343317230273752,0.0579831932773109,0.0530651604904257,0.0898539411012683,-0.0285714285714286,0.312401204213123,0.312401204213123,0,-0.0217194570135747,-0.0294117647058824,-0.0602564102564102,0,0,0,-0.0833333333333333,-0.0528369152120539,-0.05,0.309649122807018,-0.061328531412565,0.1,-0.192615596205537,0.0185281385281385,0.0444444444444444,-0.0330769230769231,-0.075,-0.113461538461538,-0.113461538461538,0.0314009661835749,0.0329394277220364,0.0444444444444444,0.0314009661835749,-0.1,-0.00916305916305916
"ILK",0.103212962212426,0.209662720654929,0.0355263157894737,-0.0253723009237371,-0.0301145689649743,0.117647058823529,-0.0329394277220364,0.129647058823529,0.125582018173123,-0.1,-0.0103089604459467,-0.0185281385281385,-0.0185281385281385,0.066928531412565,0.128724738675958,-0.0361904761904762,-0.1,0.0519230769230769,-0.0333333333333333,-0.117296122710795,-0.318304332648595,0.0667259211376858,0.0343317230273752,0.0579831932773109,0.0530651604904257,0.0898539411012683,-0.0285714285714286,0.312401204213123,0.312401204213123,0,-0.0217194570135747,-0.0294117647058824,-0.0602564102564102,0,0,0,-0.0833333333333333,-0.0528369152120539,-0.05,0.309649122807018,-0.061328531412565,0.1,-0.192615596205537,0.0185281385281385,0.0444444444444444,-0.0330769230769231,-0.075,-0.113461538461538,-0.113461538461538,0.0314009661835749,0.0329394277220364,0.0444444444444444,0.0314009661835749,-0.1,-0.00916305916305916
"STAT",0.445302795805744,0.43761361825766,0.19345769405515,0.361090087483373,0.355964938496484,0.178409090909091,0.346185758685759,0.159988038277512,0.145978376441763,0.271428571428571,0.25719533535795,0.251225186104218,0.251225186104218,0.0569159864512188,0.0400736196319019,0.197267046678811,0.3,-0.0593469163751115,0,0.246677087180887,-0.369465675991596,0.0321155083655084,-0.00806245517423312,-0.0811764705882353,-0.108058191018343,-0.175215422591734,0.04,0.347991751837906,0.347991751837906,0,0.0519774011299435,0.0333333333333333,0.0496124031007752,0,0,0,0.0333333333333333,-0.056,0,0.258863141216082,-0.0615136876006441,-0.271428571428571,-0.293004253426026,-0.251225186104218,-0.308928571428571,-0.269868637110016,-0.096078431372549,-0.0933757286698463,-0.0924048548834386,-0.331655844155844,-0.345941558441558,-0.308928571428571,-0.331655844155844,-0.190909090909091,-0.227327547841567
"ZEB1",0.383240107685791,0.280826549393608,0.239750754862931,0.320514312653229,0.317481044551468,0.13528235882059,0.314555512636574,0.129698602475412,0.122611988302184,0.271794871794872,0.2724163323012,0.268479324427184,0.268479324427184,0.115859744821262,0.0351888432990456,0.156397875986835,0.233333333333333,0.0329926859129287,0.0466666666666667,0.288397688408839,-0.371143869151816,-0.000248352550093356,-0.0227245848725662,-0.0362352941176471,-0.0507727390515678,-0.151297295426365,0.028,0.350781789131291,0.350781789131291,0,-0.0236283331279017,-0.0364854759850446,-0.0418894830659537,-0.0666666666666667,-0.0666666666666667,-0.0414035087719298,-0.0575757575757576,-0.102541637982052,-0.0666666666666667,0.352346557720679,-0.118744360205877,-0.261904761904762,-0.246720034491501,-0.268479324427184,-0.288734030197445,-0.175633528265107,-0.145833333333333,-0.153676470588235,-0.15119713174526,-0.300272491735906,-0.304739845687796,-0.298624140087555,-0.310388845969908,-0.142528735632184,-0.233058073232844
"ERK",0.315290790698023,0.35197100781138,0.231742424783167,0.159869310352158,0.154452643685491,0.218994214508233,0.145716584205937,0.213154798449839,0.20436358965863,0.0912280701754386,0.192409389290577,0.187238872238872,0.187238872238872,0.198150577120968,0.17659943763392,0.0773149453868812,0.0333333333333333,0.141336668856186,0.114285714285714,0.448338217422133,-0.372584899570742,0.236303892617009,0.103333886785188,0.164441183663487,0.147449540209448,0.100013110818365,-0.281107850330154,0.35726673979239,0.35726673979239,-0.253448275862069,-0.107958546220824,-0.123554876496053,-0.144718311368263,-0.114285714285714,-0.153333333333333,-0.129437229437229,-0.157136612021858,-0.177836617353807,-0.165333333333333,0.360298288345401,-0.195718966178719,-0.0833333333333333,-0.282735870852483,-0.187238872238872,-0.114102564102564,0.0948016643550624,-0.150971250971251,-0.159000448051543,-0.154845323397803,-0.127389277389277,-0.137163713479503,-0.121997300944669,-0.135284014231383,-0.216190476190476,-0.0491201334728496
"SMAD",0.127981197713318,0.133687445159973,0.187269096494903,0.110407181189017,0.108887424350111,0.152917505030181,0.104409812409812,0.141185661454762,0.13481115946273,0.0885714285714286,0.122495151385809,0.12282409875423,0.12282409875423,0.0562067612752544,0.108863246424738,0.0546820490056547,0.06,0.125526556620397,0.133333333333333,-0.0290768262747524,-0.37593908409044,0.0718420117318622,0.0426039328055457,-0.0153788447111778,-0.0307634600957932,4.96281117035147e-05,-0.0032258064516129,0.357327253972161,0.357327253972161,0,-0.100257703081232,-0.110924369747899,-0.124411314984709,-0.1,-0.158333333333333,-0.128571428571429,-0.130833333333333,-0.120717030182415,-0.145833333333333,0.361732272365691,-0.156682951751445,-0.0619047619047619,-0.0273476675724088,-0.12282409875423,-0.073015873015873,-0.118537414965986,-0.151428571428571,-0.14568144499179,-0.139332238642583,-0.073015873015873,-0.0773324197784629,-0.0996825396825397,-0.0996825396825397,-0.157142857142857,-0.110422050797991
"RKIP",0.294604184015949,0.341149159642534,0.218257336890614,0.145716584205937,0.135284014231383,0.206666666666667,0.121997300944669,0.216190476190476,0.218994214508233,0,0.174222999222999,0.147727272727273,0.147727272727273,0.193873947728534,0.205201886236369,0.0671940928270042,0,0.157136612021858,0.1,0.422170542635659,-0.36988882113937,0.256022408963585,0.124095995047296,0.253448275862069,0.281107850330154,0.125632798573975,-0.25,0.357550454328073,0.357550454328073,-0.35,-0.129437229437229,-0.114285714285714,-0.165333333333333,-0.1,-0.1,-0.114285714285714,-0.153333333333333,-0.180449090205188,-0.133333333333333,0.339550454328073,-0.196844244758237,0,-0.276553827105755,-0.147727272727273,-0.0333333333333333,0.113269841269841,-0.111111111111111,-0.12020202020202,-0.150971250971251,-0.0833333333333333,-0.114102564102564,-0.0333333333333333,-0.0912280701754386,-0.2,-0.0405043341213554
"RAF",0.294604184015949,0.341149159642534,0.218257336890614,0.145716584205937,0.135284014231383,0.206666666666667,0.121997300944669,0.216190476190476,0.218994214508233,0,0.174222999222999,0.147727272727273,0.147727272727273,0.193873947728534,0.205201886236369,0.0671940928270042,0,0.157136612021858,0.1,0.422170542635659,-0.36988882113937,0.256022408963585,0.124095995047296,0.253448275862069,0.281107850330154,0.125632798573975,-0.25,0.357550454328073,0.357550454328073,-0.35,-0.129437229437229,-0.114285714285714,-0.165333333333333,-0.1,-0.1,-0.114285714285714,-0.153333333333333,-0.180449090205188,-0.133333333333333,0.339550454328073,-0.196844244758237,0,-0.276553827105755,-0.147727272727273,-0.0333333333333333,0.113269841269841,-0.111111111111111,-0.12020202020202,-0.150971250971251,-0.0833333333333333,-0.114102564102564,-0.0333333333333333,-0.0912280701754386,-0.2,-0.0405043341213554
"GLI",0.339205887783952,0.302751299733012,0.119802599478404,0.291634477162115,0.287988332511787,0.0597701149425287,0.281819501342956,0.0503361526783778,0.043042035031319,0.24,0.246663627646336,0.243297291012673,0.243297291012673,0.0323519680500599,0.0941472093223254,0.186828200483092,0.2,0.0749523168591673,-0.0222222222222222,0.101083550379489,-0.378442032683519,0.0845346642764716,0.0411414814880841,0.0586363636363636,0.0448242089402311,-0.04264357035155,-0.0807142857142857,0.358491295442908,0.358491295442908,-0.105714285714286,0.0673165428452083,0.0563790428452083,-0.0778329752953813,0.0333333333333333,-0.114285714285714,0.0380116959064327,-0.0859962406015038,-0.0346662722299395,-0.101785714285714,0.360635778635779,-0.0350546707527626,-0.1,-0.227224346018392,-0.243297291012673,-0.12258064516129,0.0436804198751101,-0.0285764809902741,-0.0260764809902741,-0.0232193381331312,-0.133168880455408,-0.242105050668174,-0.26258064516129,-0.272336742722266,-0.0666666666666667,-0.168486628683697
"MEK",0.307287110845217,0.348435134141624,0.224814713939794,0.154452643685491,0.145716584205937,0.216190476190476,0.135284014231383,0.218994214508233,0.213154798449839,0.0333333333333333,0.187238872238872,0.174222999222999,0.174222999222999,0.195718966178719,0.190787471821955,0.0725994982324096,0,0.144718311368263,0.114285714285714,0.436525773779211,-0.375771174080546,0.245496093174112,0.109352405303707,0.281107850330154,0.164441183663487,0.112079685020861,-0.253448275862069,0.361518708296327,0.361518708296327,-0.25,-0.123554876496053,-0.129437229437229,-0.157136612021858,-0.1,-0.133333333333333,-0.114285714285714,-0.165333333333333,-0.176812726568824,-0.153333333333333,0.357197513151602,-0.193873947728534,-0.0333333333333333,-0.279691902419563,-0.174222999222999,-0.0833333333333333,0.0977142857142857,-0.12020202020202,-0.150971250971251,-0.159000448051543,-0.114102564102564,-0.127389277389277,-0.0912280701754386,-0.121997300944669,-0.206666666666667,-0.048121041738063
"SNAI1",0.352073140972812,0.320004550516117,0.161107747904888,0.295249134436438,0.294423114818472,0.183218742042271,0.291940356197782,0.175568468818228,0.172947501076292,0.258518518518518,0.13729029058421,0.133677811109662,0.133677811109662,0.0565250231611379,0.103442823252863,0.189750100257582,0.24,-0.0175081867245976,0.0333333333333333,0.108834319268722,-0.424914032892543,0.0862813952346766,-0.0516431063543261,-0.0460280029476787,-0.0527544603467818,-0.0593723957202218,0.0260280029476787,0.405229840972318,0.405229840972318,-0.00956521739130435,0.00432504873294347,0.00224171539961014,0.00954702167605393,-0.0583333333333333,-0.0142857142857143,-0.00701754385964912,0.00554702167605393,-0.0546157593472171,0.00184331797235023,0.405576713091651,-0.0620600785116914,-0.258518518518518,-0.265341942338557,-0.133677811109662,-0.271676413255361,-0.191722917574776,-0.0923076923076923,-0.0923076923076923,-0.0963893249607535,-0.28387153520658,-0.290635703396708,-0.272032032032032,-0.284903319160745,-0.20140056022409,-0.131116749174917
"TrCP",0.349689721283692,0.317663239381882,0.15851951261077,0.294423114818472,0.291940356197782,0.20140056022409,0.284903319160745,0.183218742042271,0.175568468818228,0.24,0.133677811109662,0.130041447473298,0.130041447473298,0.0620600785116914,0.10992312820839,0.18765219815968,0.2,-0.00954702167605393,0.0583333333333333,0.102632509010593,-0.430773783132696,0.0929759559041327,0.0529832281652468,-0.0260280029476787,-0.0460280029476787,-0.0547570111048372,-0.00956521739130435,0.411502903702946,0.411502903702946,-0.04,0.00224171539961014,-0.00701754385964912,0.00554702167605393,-0.0333333333333333,-0.0476190476190476,-0.0333333333333333,0.00184331797235023,-0.0593776641091219,-0.0142857142857143,0.414610981004424,-0.0672213688342721,-0.24,-0.263806854619259,-0.130041447473298,-0.258518518518518,-0.189081408140814,-0.1,-0.0923076923076923,-0.0923076923076923,-0.271676413255361,-0.28387153520658,-0.258518518518518,-0.272032032032032,-0.219047619047619,-0.126958333333333
"PAK1",0.349689721283692,0.317663239381882,0.15851951261077,0.294423114818472,0.291940356197782,0.20140056022409,0.284903319160745,0.183218742042271,0.175568468818228,0.24,0.133677811109662,0.130041447473298,0.130041447473298,0.0620600785116914,0.10992312820839,0.18765219815968,0.2,-0.00954702167605393,0.0583333333333333,0.102632509010593,-0.430773783132696,0.0929759559041327,0.0529832281652468,-0.0260280029476787,-0.0460280029476787,-0.0547570111048372,-0.00956521739130435,0.411502903702946,0.411502903702946,-0.04,0.00224171539961014,-0.00701754385964912,0.00554702167605393,-0.0333333333333333,-0.0476190476190476,-0.0333333333333333,0.00184331797235023,-0.0593776641091219,-0.0142857142857143,0.414610981004424,-0.0672213688342721,-0.24,-0.263806854619259,-0.130041447473298,-0.258518518518518,-0.189081408140814,-0.1,-0.0923076923076923,-0.0923076923076923,-0.271676413255361,-0.28387153520658,-0.258518518518518,-0.272032032032032,-0.219047619047619,-0.126958333333333
"LIV1",0.349689721283692,0.317663239381882,0.15851951261077,0.294423114818472,0.291940356197782,0.20140056022409,0.284903319160745,0.183218742042271,0.175568468818228,0.24,0.133677811109662,0.130041447473298,0.130041447473298,0.0620600785116914,0.10992312820839,0.18765219815968,0.2,-0.00954702167605393,0.0583333333333333,0.102632509010593,-0.430773783132696,0.0929759559041327,0.0529832281652468,-0.0260280029476787,-0.0460280029476787,-0.0547570111048372,-0.00956521739130435,0.411502903702946,0.411502903702946,-0.04,0.00224171539961014,-0.00701754385964912,0.00554702167605393,-0.0333333333333333,-0.0476190476190476,-0.0333333333333333,0.00184331797235023,-0.0593776641091219,-0.0142857142857143,0.414610981004424,-0.0672213688342721,-0.24,-0.263806854619259,-0.130041447473298,-0.258518518518518,-0.189081408140814,-0.1,-0.0923076923076923,-0.0923076923076923,-0.271676413255361,-0.28387153520658,-0.258518518518518,-0.272032032032032,-0.219047619047619,-0.126958333333333
"DELTA",0.121377355039327,0.149789473684211,0.0797402597402597,0.0976623376623377,0.0921678321678322,0.2,0.0830769230769231,0.211111111111111,0.223111111111111,0,0.0139393939393939,-0.0133333333333333,-0.0133333333333333,0.0619047619047619,0.214285714285714,0.0428571428571429,0,0.0352564102564102,0,-0.0622171945701357,-0.452121212121212,0.174358974358974,0.125,0.02,0.0533333333333333,0.071,0,0.435990338164251,0.435990338164251,-0.1,-0.0666666666666667,-0.0333333333333333,-0.0583333333333333,0,0,0,-0.0333333333333333,-0.166666666666667,0,0.405555555555556,-0.0666666666666667,0,-0.0762625482625483,0.0133333333333333,0,-0.12,0.1,0.08,0.0371428571428572,-0.06,-0.0830769230769231,0,-0.06,-0.2,-0.0310344827586207
"Csl",0.141076814961465,0.157553122100143,0.0943297250333674,0.112228049037168,0.110455607642085,0.216659498207885,0.105417439703154,0.20455758737986,0.199342167878726,0.0830769230769231,0.0338150653473874,0.0323444771120933,0.0323444771120933,0.0671685508735868,0.174212087504635,0.0542765890531084,0.06,0.022416435556853,0.0666666666666667,-0.0365702399955272,-0.458832315316504,0.136555512878188,0.0998428383210992,0.0261904761904762,0.0120600414078675,0.0367983345136163,-0.0461904761904762,0.440635314632432,0.440635314632432,-0.0533333333333333,-0.0322997416020672,-0.0392764857881137,-0.022416435556853,-0.0333333333333333,-0.0583333333333333,-0.0555555555555556,-0.0234917043740573,-0.16320370734693,-0.0352564102564102,0.440990338164251,-0.0688352175402535,-0.0830769230769231,-0.0806714452765641,-0.0323444771120933,-0.0921678321678322,-0.145693390905201,-0.0660829493087558,-0.0608197914140189,-0.0590016095958371,-0.0975441762538537,-0.104802240769983,-0.0921678321678322,-0.0976623376623377,-0.223111111111111,-0.0366415982298411
"NOTCHic",0.13801871098593,0.156506610472236,0.0880797250333674,0.110455607642085,0.105417439703154,0.223111111111111,0.0976623376623377,0.216659498207885,0.20455758737986,0.06,0.0323444771120933,0.0298814229249012,0.0298814229249012,0.0688352175402535,0.182258064516129,0.0499064091045223,0,0.022416435556853,0.0333333333333333,-0.043803647900076,-0.462971748867703,0.141624637302151,0.100238095238095,0.0461904761904762,0.0261904761904762,0.0437960771772732,-0.0533333333333333,0.443397745571659,0.443397745571659,-0.02,-0.0392764857881137,-0.0555555555555556,-0.0234917043740573,0,-0.0333333333333333,-0.0666666666666667,-0.0352564102564102,-0.163857302118172,-0.0583333333333333,0.446704623878537,-0.0652380952380952,-0.06,-0.0779292149292149,-0.0298814229249012,-0.0830769230769231,-0.14488038277512,0.0371428571428572,-0.0660829493087558,-0.0608197914140189,-0.0921678321678322,-0.0975441762538537,-0.0830769230769231,-0.0921678321678322,-0.211111111111111,-0.036199772014819
"NOTCH",0.131324999018384,0.155434634974533,0.0834439634439634,0.105417439703154,0.0976623376623377,0.211111111111111,0.0921678321678322,0.223111111111111,0.216659498207885,0,0.0298814229249012,0.0139393939393939,0.0139393939393939,0.0652380952380952,0.2,0.0485175202156334,0,0.0234917043740573,0,-0.0532224855754267,-0.463549783549784,0.15711759504863,0.105,0.0533333333333333,0.0461904761904762,0.0557457627118644,-0.02,0.447101449275362,0.447101449275362,0,-0.0555555555555556,-0.0666666666666667,-0.0352564102564102,0,0,-0.0333333333333333,-0.0583333333333333,-0.16231884057971,-0.0333333333333333,0.435990338164251,-0.0619047619047619,0,-0.0762625482625483,-0.0139393939393939,-0.06,-0.135789473684211,0.08,0.0371428571428572,-0.0660829493087558,-0.0830769230769231,-0.0921678321678322,-0.06,-0.0830769230769231,-0.2,-0.0378526645768025
