"","PAK1","CDC42","TGFR","Ecadherin","EGR1","ERK","NOTCHic","NOTCH","Jagged","Csn","cMet","ZEB2","TCFLEF","cateninnuc","CD44","TrCP","Wnt","GLI","Frizzled","Destcompl","NFB","ILK","SMAD","RAF","HEY1","SNAI2","KLF4","GSK3","RAS","PI3K","DELTA","LIV1","miR200","AKT","Patched","SHH","FUS","IKK","SRC","DSH","ZEB1","SMO","TWIST1","STAT","SOSGRB2","cateninmemb","AXIN2","RKIP","SUFU","Csl","SNAI1","MEK","cfos","TGF","FOXC2"
"Csn",-0.075,-0.0675373134328358,-0.0675373134328358,-0.00929738892096882,0.0133333333333333,0.0237229437229437,0.0896103896103896,0.0896103896103896,-0.0122365952713843,0.095,-0.0834995153025897,-0.0149032258064516,-0.0815988364887276,-0.0816589687797679,-0.0812772930803674,0.22,-0.0834995153025897,-0.0813161091890525,-0.0798850574712644,0.0200798263810241,0.103333333333333,0.00440864389233954,0.00415157448359918,-0.108494265481857,-0.0019047619047619,-0.0417145196485181,0.0145845004668534,0.100771696133423,0.107150695424276,0.108494265481857,0.108494265481857,0.0666666666666667,0.0194103396829247,-0.101566666666667,0.00903970581389936,0.0106790500761944,0.00317460317460317,-0.0991666666666667,0.0798850574712644,0.0833333333333333,0.0149032258064516,0.0122655122655123,-0.00881954184198224,0.0833333333333333,0.00143433644644299,-0.0247796151475727,0.117563936103242,0.0856369534586524,0.0142857142857143,-0.0909090909090909,0.0656613269799469,-0.0289312770562771,-0.0224242424242424,0.0668213229793752,0.0742091807902003
"miR200",0.3,0.317647058823529,0.304743833017078,0.0550589506806833,0.171428571428571,0.170519480519481,0.10679802955665,0.103973170799588,0.112155598177895,0.1,-0.00766687078995713,0.0162813620071685,0.00151807659723744,0.00273019780935866,0.00469267977184062,0.2,-0.0194929577464789,-0.00960284785636899,-0.004,-0.0233905923934456,0.126315789473684,0.0359151566231212,0.0368555954945946,0.131044776119403,0.0167514124293785,-0.145203912155104,-0.0117322291235335,0.00580288308754264,-0.134785424498455,-0.131044776119403,-0.131044776119403,0,-0.0597183761060646,-0.0776904525464605,-0.102320675105485,-0.0729728490185287,-0.15,-0.0720300751879699,-0.00782608695652174,0.04,-0.0162813620071685,-0.0833333333333333,-0.217808428790024,0.04,-0.166969696969697,0.00143974998814804,0.0636584391724579,-0.172496678069605,-0.1,-0.120591133004926,-0.20039738039738,-0.167118119975263,-0.161428571428571,-0.302418251621729,-0.31245042220652
"IKK",0.1,0.1,0.104545454545455,0.0952091597192573,0,0.0102857142857143,-0.00432900432900433,-0.0122655122655123,0.0856950952827241,-0.1,0.0965811965811966,0.039859649122807,0.0970505577285238,0.0945189121589036,0.091965811965812,-0.2,0.0965811965811966,0.091965811965812,0.0888888888888889,-0.0318751332254917,-0.114285714285714,0.0777777777777778,0.0688668866886689,0.108892921960073,0.078328173374613,-0.199552780016116,-0.041025641025641,-0.12018315018315,-0.113118274072749,-0.108892921960073,-0.108892921960073,-0.1,-0.0492196209587514,0.0165379665379665,-0.101481481481481,-0.10492975734355,-0.12,-0.00238095238095238,-0.0888888888888889,-0.1,-0.039859649122807,-0.12,-0.0263398692810457,-0.1,-0.0857142857142857,-0.0640140120587048,-0.124047619047619,-0.0829690346083789,-0.1,0.00909090909090909,-0.0772900763358779,-0.00806349206349206,-0.0142857142857143,-0.0989454545454545,-0.131139971139971
"RAS",0.06,1.11022302462516e-17,1.11022302462516e-17,0.140568536593381,0.02,0.0647368421052632,0.0868421052631579,0.0811817279046673,-0.11144096195545,0.1,0.129411764705882,0.0850073637702504,0.117955136227977,0.113139272205314,0.11026282853567,0,0.129411764705882,0.112745098039216,0.1,-0.0135096832771251,0,-0.172727272727273,-0.187012987012987,-0.0897435897435898,-0.16798418972332,0.286624507255857,-0.0942857142857143,-0.00975452196382429,-0.016025641025641,0.0897435897435898,0.0897435897435898,0,-0.101507692307692,-0.0244444444444444,0.178666666666667,0.160022598870056,0.2,-0.0466666666666667,-0.1,-0.1,-0.0850073637702504,0.166666666666667,0.101974904528096,-0.1,0.087012987012987,-0.0523941107563369,-0.142924901185771,0.038314465408805,0.1,-0.05,-0.00977384464110129,-0.0549329205366357,-0.07,0.0089108910891089,0.000317460317460311
"HEY1",0.109090909090909,0.113090909090909,0.103757575757576,-0.218255798431427,-0.04,-0.0373262032085562,-0.121435406698565,-0.116280767523307,-0.0407114624505929,-0.1,-0.0344277245782034,0.103581011351909,-0.0346952831066315,-0.0315819580754982,-0.0283407680564642,-0.1,-0.0344277245782034,-0.0275311728540654,-0.0274509803921569,-0.0205636033119174,-0.08,-0.0373333333333333,-0.0257391304347826,0.0987179487179487,-0.0166386554621849,-0.154801412268811,-0.111111111111111,-0.0180399500863277,-0.0906297134238311,-0.0987179487179487,-0.0987179487179487,0.0333333333333333,-0.124236874236874,0.088994708994709,0.0375,0.0536290322580645,0.0333333333333333,0.103809523809524,0.0274509803921569,0.0333333333333333,-0.103581011351909,0.05,-0.0330718954248366,0.0333333333333333,-0.151129216695254,0.0861621440889734,0.131165723569177,-0.0243661100803958,0,0.110909090909091,-0.0145985445599227,0.0466045537240201,0.0490909090909091,-0.108147819660015,-0.131955367345567
"FOXC2",0.109090909090909,0.113090909090909,0.103757575757576,-0.218255798431427,-0.04,-0.0373262032085562,-0.121435406698565,-0.116280767523307,-0.0407114624505929,-0.1,-0.0344277245782034,0.103581011351909,-0.0346952831066315,-0.0315819580754982,-0.0283407680564642,-0.1,-0.0344277245782034,-0.0275311728540654,-0.0274509803921569,-0.0205636033119174,-0.08,-0.0373333333333333,-0.0257391304347826,0.0987179487179487,-0.0166386554621849,-0.154801412268811,-0.111111111111111,-0.0180399500863277,-0.0906297134238311,-0.0987179487179487,-0.0987179487179487,0.0333333333333333,-0.124236874236874,0.088994708994709,0.0375,0.0536290322580645,0.0333333333333333,0.103809523809524,0.0274509803921569,0.0333333333333333,-0.103581011351909,0.05,-0.0330718954248366,0.0333333333333333,-0.151129216695254,0.0861621440889734,0.131165723569177,-0.0243661100803958,0,0.110909090909091,-0.0145985445599227,0.0466045537240201,0.0490909090909091,-0.108147819660015,-0.131955367345567
"ZEB1",0.328352490421456,0.318207562885224,0.314654263392838,-0.0714468030273664,0.15,0.160823529411765,0.0669117647058824,0.0652588721438989,0.0817395271901256,0.12,0.00273700474561307,0.124783698971458,0.000919628859088249,0.00121317093345224,0.000653671412279738,0.1,-0.00926471902081658,-0.0102956468558681,-0.0169570267131243,-0.011437212105438,0.0726315789473684,0.0334026647613755,0.0285949724536832,0.143530521445305,0.0172451296544561,-0.170558939338009,-0.126898417212398,-0.0027712073915999,-0.136443907272077,-0.143530521445305,-0.143530521445305,0.0333333333333333,-0.070072086584189,-0.0642709232096635,-0.0756461675579323,-0.0774255269885372,-0.0875,-0.0742709232096635,0.00706691682301438,0.00476190476190476,-0.124783698971458,-0.101136363636364,-0.228575195828194,-0.00512820512820513,-0.194892787524366,0.0204022429545714,0.108619565509305,-0.190865382200005,-0.15,-0.0708333333333333,-0.205069112706922,-0.156858771702514,-0.162,-0.309929853944019,-0.320936229074412
"TrCP",-0.0238095238095238,-0.0375350140056022,-0.0481410746116629,0.213861852902546,0.12,0.0810906411201179,-0.110512820512821,-0.105018315018315,-0.128471796182686,-0.183333333333333,0.1303003003003,0.231675949395872,0.129317535357139,0.129455466391622,0.132280498320102,-0.133333333333333,0.133216374269006,0.13565539865925,0.141111111111111,0.109567088537388,-0.158333333333333,-0.195135688684076,-0.179651817716334,-0.0669934640522876,-0.185000881911985,-0.0126482602986345,-0.236466302367942,0.144284632034632,0.0656298276886512,0.0669934640522876,0.0669934640522876,-0.15,-0.252582558942667,0.15219298245614,0.163585936166581,0.162585936166581,0.15952380952381,0.168859649122807,-0.141111111111111,-0.13,-0.231675949395872,0.1821044546851,0.0718268398268398,-0.13,0.0501925192519252,-0.147333283998236,-0.172742200328407,0.107461268013754,0.176190476190476,0.108974358974359,0.119312525183647,-0.0770906411201179,-0.0895652173913043,0.0454088341745044,0.0506559427808129
"PAK1",-0.0238095238095238,-0.0375350140056022,-0.0481410746116629,0.213861852902546,0.12,0.0810906411201179,-0.110512820512821,-0.105018315018315,-0.128471796182686,-0.183333333333333,0.1303003003003,0.231675949395872,0.129317535357139,0.129455466391622,0.132280498320102,-0.133333333333333,0.133216374269006,0.13565539865925,0.141111111111111,0.109567088537388,-0.158333333333333,-0.195135688684076,-0.179651817716334,-0.0669934640522876,-0.185000881911985,-0.0126482602986345,-0.236466302367942,0.144284632034632,0.0656298276886512,0.0669934640522876,0.0669934640522876,-0.15,-0.252582558942667,0.15219298245614,0.163585936166581,0.162585936166581,0.15952380952381,0.168859649122807,-0.141111111111111,-0.13,-0.231675949395872,0.1821044546851,0.0718268398268398,-0.13,0.0501925192519252,-0.147333283998236,-0.172742200328407,0.107461268013754,0.176190476190476,0.108974358974359,0.119312525183647,-0.0770906411201179,-0.0895652173913043,0.0454088341745044,0.0506559427808129
"NOTCHic",0.0222222222222222,-0.0217777777777778,-0.0346810035842294,0.232976458832206,0.14,0.104285714285714,-0.0846082949308756,-0.087239873878244,-0.11242707746019,-0.133333333333333,0.121398601398601,0.235684380032206,0.114365634365634,0.110854183983955,0.111508491508491,-0.1,0.121398601398601,0.113871719678171,0.112307692307692,0.087642634623943,-0.166666666666667,-0.20047619047619,-0.196879068174032,-0.0863768115942029,-0.29304347826087,0.0145011658980774,-0.25412353347136,0.116497261011368,0.0839137574070108,0.0863768115942029,0.0863768115942029,-0.1,-0.261220128618973,0.156072351421189,0.168288084464555,0.150008514572082,0.158333333333333,0.144444444444444,-0.112307692307692,-0.12,-0.235684380032206,0.150641025641026,0.0574558149451018,-0.12,0.0490430622009569,-0.131941477877502,-0.159513327343516,0.111791883040062,0.133333333333333,-0.00571428571428572,0.117417582417582,-0.0985714285714286,-0.14,0.0442351437116179,0.0494733377221857
"SOSGRB2",0.214285714285714,0.174285714285714,0.135824175824176,-0.0133858788199203,0.0238095238095238,0.0652509652509653,-0.0531468531468531,-0.0489215010341771,-0.0987081783599224,0,0.0447204968944099,0.238370927318296,0.044064509098834,0.0404316219095415,0.0461697722567288,0.1,0.0392857142857143,0.0407349896480331,0.0142857142857143,-0.0762318591177652,-0.0555555555555556,-0.173548387096774,-0.174247687796075,0.0171374764595104,-0.166761363636364,-0.175308542204501,-0.251228070175439,-0.124107598806056,-0.0120092713313052,-0.0171374764595104,-0.0171374764595104,0,-0.256340661974318,0.0796783625730994,0.163513513513514,0.151885606536769,0.1,0.0713450292397661,-0.0142857142857143,0,-0.238370927318296,0.15,-0.049536231884058,0,-0.0516666666666667,0.0627807417807418,-0.04502200220022,-0.0654605263157895,0,0.0454545454545455,-0.0791385927505331,-0.0652509652509653,-0.0571428571428571,-0.115256799937651,-0.107960927960928
"cfos",0.0285714285714286,-0.0238095238095238,-0.0375350140056022,0.217114448058255,0.04,0.0895652173913043,-0.108974358974359,-0.110512820512821,-0.132152777777778,-0.133333333333333,0.141111111111111,0.239071447788155,0.132280498320102,0.129317535357139,0.1303003003003,-0.1,0.141111111111111,0.133216374269006,0.13,0.113476862973478,-0.183333333333333,-0.201587301587302,-0.195135688684076,-0.0669934640522876,-0.192353823088456,-0.0113824375138244,-0.257777777777778,0.141011904761905,0.0669934640522876,0.0669934640522876,0.0669934640522876,-0.1,-0.264765300059418,0.168859649122807,0.1821044546851,0.163585936166581,0.176190476190476,0.158333333333333,-0.13,-0.15,-0.239071447788155,0.15952380952381,0.0718268398268398,-0.15,0.0472222222222222,-0.146417533082485,-0.172742200328407,0.111328671328671,0.133333333333333,0.116666666666667,0.126233766233766,-0.0810906411201179,-0.12,0.0481410746116629,0.0520352531256405
"CDC42",0.128571428571429,-0.0238095238095238,-0.0375350140056022,0.217114448058255,0.14,0.0895652173913043,-0.108974358974359,-0.110512820512821,-0.132152777777778,-0.133333333333333,0.141111111111111,0.239071447788155,0.132280498320102,0.129317535357139,0.1303003003003,-0.1,0.141111111111111,0.133216374269006,0.13,0.113476862973478,-0.183333333333333,-0.201587301587302,-0.195135688684076,-0.0669934640522876,-0.192353823088456,-0.0113824375138244,-0.257777777777778,0.141011904761905,0.0669934640522876,0.0669934640522876,0.0669934640522876,-0.1,-0.264765300059418,0.168859649122807,0.1821044546851,0.163585936166581,0.176190476190476,0.158333333333333,-0.13,-0.15,-0.239071447788155,0.15952380952381,0.0718268398268398,-0.15,0.0472222222222222,-0.146417533082485,-0.172742200328407,0.111328671328671,0.133333333333333,0.116666666666667,0.126233766233766,-0.0810906411201179,-0.12,0.0481410746116629,0.0520352531256405
"NOTCH",0.1,0.0222222222222222,-0.0217777777777778,0.233129598189021,0.2,0.14,0.00571428571428572,-0.0846082949308756,-0.115738335738336,-0.1,0.112307692307692,0.257165861513688,0.111508491508491,0.114365634365634,0.121398601398601,0,0.112307692307692,0.121398601398601,0.12,0.0859759679572764,-0.133333333333333,-0.223809523809524,-0.20047619047619,-0.0733333333333333,-0.31304347826087,0.0110943522708229,-0.271980676328502,0.121455938697318,0.0863768115942029,0.0733333333333333,0.0733333333333333,0,-0.275670995670996,0.144444444444444,0.150641025641026,0.168288084464555,0.133333333333333,0.166666666666667,-0.12,-0.1,-0.257165861513688,0.158333333333333,0.0580847457627119,-0.1,0.0263157894736842,-0.138229510331863,-0.162291105121294,0.0991158267020336,0.1,-0.02,0.122179487179487,-0.104285714285714,-0.14,0.0346810035842294,0.0397959183673469
"DSH",0.2,0.165217391304348,0.158550724637681,0.22894357971463,0.0333333333333333,0.000871459694989105,-0.138165266106443,-0.138864566805743,-0.0664757872846108,-0.18,0.144924812030075,0.262803823847629,0.137744111935468,0.136408404010267,0.136315540506896,-0.2,0.144924812030075,0.137735269546415,0.134210526315789,0.00159280054402229,-0.2175,-0.185326118253743,-0.181929891838648,0.082458113788408,-0.165753007723892,0.0532131796134301,-0.271393217481167,-0.0636725483493225,-0.0804973294746825,-0.082458113788408,-0.082458113788408,-0.1,-0.288175351071693,0.206795977011494,0.137774053903086,0.126117612185295,0.145454545454545,0.19875,-0.134210526315789,-0.15,-0.262803823847629,0.121645021645022,0.00443709398653078,-0.15,-0.0484109386548411,-0.0554045090316576,-0.192647166394591,-0.0716516816516816,0.1,0.144047619047619,-0.0238474810213941,0.0104067357937327,-0.0156862745098039,-0.152627379689946,-0.153569702431392
"MEK",0.253333333333333,0.22,0.192897196261682,-0.0325976188992137,-0.01,-0.0113206162876009,-0.0854700854700855,-0.0774408883897935,-0.00642845214570005,-0.1,0.0291497975708502,0.264535765525722,0.0252671662073028,0.0256389134191987,0.0326463010673537,0,0.0223076923076923,0.0258041958041958,0.03,-0.0186111104159128,-0.1,-0.0872259433902312,-0.0772628437592349,0.146958596958597,-0.0718157181571816,-0.30542376566097,-0.272070779531325,-0.110422317869126,-0.143466533466533,-0.146958596958597,-0.146958596958597,0,-0.280033670536811,0.115686274509804,0.0546885245901639,0.0618780670738241,0.04,0.133333333333333,-0.0368421052631579,0,-0.264535765525722,0.076,-0.145934947405536,0,-0.140190476190476,0.0680641740326102,-0.0333269978839599,-0.17046292201091,0,0.0777777777777778,-0.162303560385936,-0.0753460503790658,0.013448275862069,-0.189977488232485,-0.175422770250356
"RKIP",0.3,0.253333333333333,0.22,-0.0267688392999423,-0.06,-0.013448275862069,-0.0777777777777778,-0.0854700854700855,-0.00560878001455251,0,0.0368421052631579,0.27167862266858,0.0326463010673537,0.0252671662073028,0.0291497975708502,0,0.03,0.0223076923076923,0,-0.0140085999556617,-0.1,-0.0802952503209242,-0.0872259433902312,0.146103896103896,-0.0718157181571816,-0.305667074663403,-0.29167862266858,-0.115090622537431,-0.146958596958597,-0.146103896103896,-0.146103896103896,0,-0.293346364035263,0.133333333333333,0.076,0.0546885245901639,0,0.1,0,0,-0.27167862266858,0.04,-0.146301247771836,0,-0.162412698412698,0.0700153935448053,-0.0297233942803563,-0.171778711484594,-0.1,0.0777777777777778,-0.163585611667987,0.0113206162876009,0.01,-0.192897196261682,-0.180828175655762
"RAF",0.3,0.253333333333333,0.22,-0.0267688392999423,-0.06,-0.013448275862069,-0.0777777777777778,-0.0854700854700855,-0.00560878001455251,0,0.0368421052631579,0.27167862266858,0.0326463010673537,0.0252671662073028,0.0291497975708502,0,0.03,0.0223076923076923,0,-0.0140085999556617,-0.1,-0.0802952503209242,-0.0872259433902312,0.146103896103896,-0.0718157181571816,-0.305667074663403,-0.29167862266858,-0.115090622537431,-0.146958596958597,-0.146103896103896,-0.146103896103896,0,-0.293346364035263,0.133333333333333,0.076,0.0546885245901639,0,0.1,0,0,-0.27167862266858,0.04,-0.146301247771836,0,-0.162412698412698,0.0700153935448053,-0.0297233942803563,-0.171778711484594,-0.1,0.0777777777777778,-0.163585611667987,0.0113206162876009,0.01,-0.192897196261682,-0.180828175655762
"Jagged",0.2,0.1,0.0222222222222222,0.24280701754386,0.1,0.14,0.02,0.00571428571428572,-0.112034632034632,0,0.12,0.271980676328502,0.121398601398601,0.111508491508491,0.112307692307692,0,0.12,0.112307692307692,0.1,0.0897142857142857,-0.1,-0.2,-0.223809523809524,-0.0733333333333333,-0.3,0.00739064856711915,-0.311111111111111,0.121455938697318,0.0733333333333333,0.0733333333333333,0.0733333333333333,0,-0.304242424242424,0.166666666666667,0.158333333333333,0.150641025641026,0.1,0.133333333333333,-0.1,0,-0.271980676328502,0.133333333333333,0.053,0,0,-0.133517468447046,-0.152857142857143,0.102564102564103,0,0,0.108333333333333,-0.14,-0.2,0.0217777777777778,0.0214285714285714
"DELTA",0.2,0.1,0.0222222222222222,0.24280701754386,0.1,0.14,0.02,0.00571428571428572,-0.112034632034632,0,0.12,0.271980676328502,0.121398601398601,0.111508491508491,0.112307692307692,0,0.12,0.112307692307692,0.1,0.0897142857142857,-0.1,-0.2,-0.223809523809524,-0.0733333333333333,-0.3,0.00739064856711915,-0.311111111111111,0.121455938697318,0.0733333333333333,0.0733333333333333,0.0733333333333333,0,-0.304242424242424,0.166666666666667,0.158333333333333,0.150641025641026,0.1,0.133333333333333,-0.1,0,-0.271980676328502,0.133333333333333,0.053,0,0,-0.133517468447046,-0.152857142857143,0.102564102564103,0,0,0.108333333333333,-0.14,-0.2,0.0217777777777778,0.0214285714285714
"TGFR",0.295555555555556,0.262222222222222,0.151507936507937,0.141438708338588,0.166666666666667,0.145847953216374,-0.116551724137931,-0.114393450756636,-0.0466745640434569,-0.125,0.0647798742138365,0.272152673926345,0.0584401612951762,0.0588830310914561,0.0608325057927838,-0.1,0.0409703504043127,0.0390348665333449,0.0428571428571429,0.0353779494843926,-0.153571428571429,-0.101319648093842,-0.0959815698020267,0.0398809523809524,-0.0873341224246273,0.0321289503170797,-0.280304474955505,0.139939706554379,-0.0357873851294904,-0.0398809523809524,-0.0398809523809524,0,-0.286842304278344,0.143657107885994,0.0861135057471264,0.0844185904928892,0.0933333333333333,0.148308270676692,-0.0666666666666667,-0.0428571428571429,-0.272152673926345,0.0829885057471264,-0.0921207328324766,-0.0666666666666667,-0.10237166991553,-0.0721886971581083,-0.0667018643413493,0.00606060606060606,0.06,0.12,-0.0499541300748059,-0.136258912120484,-0.16140350877193,-0.150089496791624,-0.143344544197022
"PI3K",0.15,0.120588235294118,0.0885882352941176,0.173556120194432,0.0333333333333333,0.0156862745098039,-0.140384615384615,-0.13393300248139,-0.0741228070175439,-0.1,0.120289855072464,0.272293685184284,0.122584509570508,0.124440179673601,0.131059085841695,0,0.120289855072464,0.131059085841695,0.133333333333333,0.00265926181586186,-0.0666666666666667,-0.201736694677871,-0.188136694677871,0.091012987012987,-0.182339488110853,0.0977159798491818,-0.280263157894737,-0.0544853294853295,-0.0841636719444939,-0.091012987012987,-0.091012987012987,-0.1,-0.289896416535761,0.089894419306184,0.134615384615385,0.148504273504274,0.1,0.107843137254902,-0.133333333333333,-0.1,-0.272293685184284,0.15,0.084680220389415,-0.1,-0.0415384615384615,-0.0386791080295217,-0.17752380952381,-0.0877989657401422,0.1,0.125,-0.0656843800322061,-0.000932176149148181,-0.0333333333333333,-0.0828971783835485,-0.0821022067363531
"ILK",0.15,0.120588235294118,0.0885882352941176,0.173556120194432,0.0333333333333333,0.0156862745098039,-0.140384615384615,-0.13393300248139,-0.0741228070175439,-0.1,0.120289855072464,0.272293685184284,0.122584509570508,0.124440179673601,0.131059085841695,0,0.120289855072464,0.131059085841695,0.133333333333333,0.00265926181586186,-0.0666666666666667,-0.201736694677871,-0.188136694677871,0.091012987012987,-0.182339488110853,0.0977159798491818,-0.280263157894737,-0.0544853294853295,-0.0841636719444939,-0.091012987012987,-0.091012987012987,-0.1,-0.289896416535761,0.089894419306184,0.134615384615385,0.148504273504274,0.1,0.107843137254902,-0.133333333333333,-0.1,-0.272293685184284,0.15,0.084680220389415,-0.1,-0.0415384615384615,-0.0386791080295217,-0.17752380952381,-0.0877989657401422,0.1,0.125,-0.0656843800322061,-0.000932176149148181,-0.0333333333333333,-0.0828971783835485,-0.0821022067363531
"cMet",0.26,0.2475,0.214166666666667,0.190072838565903,0.1,0.08,-0.0511278195488722,-0.0532554791233403,0.00665450491537449,0,0.12,0.292929292929293,0.130089445438283,0.130089445438283,0.131627906976744,0.1,0.12,0.129090909090909,0.1,-0.0551222454583799,-0.0333333333333333,-0.0905895691609977,-0.0869532055246341,0.0685714285714286,-0.0722050223598211,-0.202730699956977,-0.2,-0.0680299539170507,-0.0572506738544474,-0.0685714285714286,-0.0685714285714286,-0.1,-0.309351394378568,0.0925,0.0463636363636364,0.0557386363636364,-0.05,0.08,-0.2,-0.1,-0.292929292929293,0.01,-0.137090998888752,-0.2,-0.030952380952381,-0.113485198075945,-0.154285714285714,-0.158148148148148,-0.1,0.0142857142857143,-0.127501599401689,-0.0709090909090909,-0.08,-0.186507092198582,-0.1867194092827
"CD44",0.2,0.26,0.2475,0.195416350016285,0.1,0.08,-0.0142857142857143,-0.0511278195488722,0.011002331002331,0.1,0.2,0.3,0.131627906976744,0.130089445438283,0.12,0,0.1,0.12,0.1,-0.0578249481610826,0,-0.0722222222222222,-0.0905895691609977,0.0714285714285714,-0.0584795321637427,-0.21002997002997,-0.204761904761905,-0.0696428571428571,-0.0685714285714286,-0.0714285714285714,-0.0714285714285714,-0.1,-0.318726394378568,0.08,0.01,0.0463636363636364,-0.1,0.0333333333333333,-0.2,0,-0.3,-0.05,-0.149450549450549,-0.1,-0.030952380952381,-0.112417582417582,-0.14,-0.169259259259259,-0.1,0,-0.146145667198299,-0.08,-0.1,-0.214166666666667,-0.215833333333333
"SMAD",0.121428571428571,0.108752515090543,0.0992553083866327,0.117632125771108,0.142857142857143,0.128528560711606,-0.0516256157635468,-0.050831964969896,-0.0534999301773495,-0.105555555555556,0.0493090569561158,0.313577163213218,0.0485383649615432,0.0472212423678248,0.0489454205924794,-0.05,0.0246031746031746,0.0246031746031746,0.0246031746031746,0.00355644927552729,-0.100793650793651,-0.142417217485711,-0.235750550819044,0.0799584113121231,-0.146738191210294,-0.0724384122902596,-0.320926140423774,-0.0356327687906635,-0.0825899902594915,-0.0799584113121231,-0.0799584113121231,-0.06,-0.332627568465271,0.104009337068161,0.103746177370031,0.101143946886759,0.0833333333333333,0.106676003734827,-0.0512698412698413,-0.019047619047619,-0.313577163213218,0.108333333333333,-0.012175652306408,-0.0457142857142857,-0.0423321502514049,-0.0489725095114207,-0.0535111363313945,0.00801355756115787,0.0833333333333333,0.0504761904761905,-0.000269531096144008,-0.124682406865453,-0.133179723502304,-0.0956696510161147,-0.0850835702250672
