"","TCFLEF","GSK3","GLI","cMet","Destcompl","Wnt","RAS","Frizzled","RAF","PI3K","DSH","LIV1","ZEB2","SOSGRB2","miR200","AKT","TWIST1","SHH","TGF","IKK","TGFR","CDC42","SUFU","ZEB1","KLF4","PAK1","SNAI1","TrCP","SMAD","ILK","HEY1","Csn","SMO","FUS","NFB","Patched","RKIP","Csl","FOXC2","NOTCHic","NOTCH","EGR1","cfos","SNAI2","ERK","MEK","Jagged","STAT","DELTA","SRC","Ecadherin","CD44","cateninmemb","cateninnuc","AXIN2"
"SUFU",-0.312821606129436,-0.314817491579133,-0.196771836177041,-0.289568500539374,-0.368012798529287,-0.183760683760684,-0.359510696840827,-0.172222222222222,-0.351282848739561,-0.351282848739561,-0.15,-0.25,0.00721638764687532,-0.0424365108575635,-0.0549057968173714,-0.145020281731691,-0.187960195406974,0.0148943098943099,0.0216801126948427,-0.128241758241758,0.0266110791642707,0.0287387387387387,0.08,0.161715440501648,0.0226159702453017,0.0233333333333333,-0.0695926843583362,-0.05,0.0765489700809674,0.0698515104966718,0.0821627647714604,0.0928571428571429,-0.0383333333333333,-0.055,0.112857142857143,-0.0191414141414142,-0.0744888608364308,0.0475757575757576,-0.221050469932854,0.0475757575757576,0.042020202020202,0.0276923076923077,0.0489044289044289,0.105004587754904,0.0408584518929347,0.0387307923184666,0.251988525682112,0.256666666666667,0.351282848739561,0.278888888888889,-0.0176500724502887,0.303854214825089,0.182955950324195,0.318601657280332,0.453121278406996
"STAT",-0.493111471423774,-0.326955941255007,-0.467360580595875,-0.429545454545455,-0.451108569397603,-0.429545454545455,-0.361817077762552,-0.375,-0.334951406120761,-0.334951406120761,-0.3,-0.3,0.0092522861753631,-0.229351395730706,-0.0117214578649308,-0.228757062146893,-0.266968247477993,-0.241593949372299,-0.144887230427848,-0.203333333333333,-0.126046650717703,-0.0892045454545455,-0.15,-0.0830016137708445,0.112368785898198,-0.0454545454545455,-0.0375212955515174,-0.1,-0.0909628519073796,-0.0794685990338164,-0.0833333333333333,0.15,0.195,0.175,0.17,0.21593023255814,0.0375611325611326,-0.00392156862745098,-0.0272406271301977,0.00959194488606254,0.0183298089637324,0.0333333333333333,0.0333333333333333,0.18158486945709,0.0509803921568627,0.0649588867805187,0.165637763720453,0.3,0.334951406120761,0.375,0.398642757072892,0.466297591297591,0.489497973643336,0.514208014927946,0.497923253217371
"SMAD",-0.372774165840013,-0.26229887489286,-0.323754183466414,-0.332633053221288,-0.267623330681323,-0.300732600732601,-0.324998513303903,-0.273809523809524,-0.308880092251271,-0.308880092251271,-0.223809523809524,-0.2,0.00955663292066762,-0.0980996746524697,-0.0107458182726019,-0.110186741363212,-0.106875671976021,-0.098076094494276,-0.036644093903043,-0.0835200746965453,-0.0286759664130032,-0.0124748490945674,-0.0583333333333333,-0.0930298178245956,0.0149596069909139,0.0142857142857143,-0.00399900055141991,-0.05,-0.0856021603966809,0.0182073634128429,0.0473705638114096,0.0611111111111111,0.0558333333333333,0.0458333333333333,0.0658730158730159,0.0806039755351682,0.0529903034427031,0.0485714285714286,0.00830187004215039,0.0589162561576355,0.0533607006020799,0.0285714285714286,0.0511520737327189,0.109323007987499,0.0604543993141142,0.0652620916218066,0.178986035469906,0.257142857142857,0.308880092251271,0.307142857142857,0.284121758607669,0.355542144130379,0.369477521182875,0.386249343144978,0.394540825588011
"SRC",-0.371377449020392,-0.305194805194805,-0.349426229508197,-0.315,-0.157189042841217,-0.315,-0.158176508514431,-0.275,-0.133934084272007,-0.133934084272007,-0.2,-0.2,0.0115079365079365,-0.204285714285714,0.0186502708241839,0.0132478632478633,-0.0447139067828723,-0.101742919389978,0.00645382395382395,0.0243589743589744,0.0228174603174603,0.0513888888888889,-0.0333333333333333,-0.141374663072776,0.113501291989664,0.0888888888888889,-0.00143900388600599,0.1,-0.029427453769559,-0.0195175438596491,0.0123220787818603,-0.05,0.0833333333333333,0.0833333333333333,-0.0166666666666667,0.087037037037037,-0.101433691756272,0.08,0.0445051353874883,0.113333333333333,0.12047619047619,-0.133333333333333,-0.106060606060606,0.0889487148148986,-0.117171717171717,-0.107737754907566,0.120764525993884,0.3,0.133934084272007,0.275,0.355747531335767,0.349426229508197,0.403544753779374,0.38860339980339,0.377961239321688
"Csn",-0.399390378455835,-0.271516265107773,-0.386364884322715,-0.367587591746296,-0.432837695901626,-0.367587591746296,-0.264782335075594,-0.335057471264368,-0.250386941601506,-0.250386941601506,-0.283333333333333,-0.2,0.0195765095119934,-0.128592182635766,-0.00142718422091615,-0.0671333333333333,-0.193045036621474,-0.16241629866696,0.0155693049514515,-0.0583333333333333,0.0243998538774658,0.0513229308005427,-0.142857142857143,-0.082413564929694,0.0208977950154421,0.0886363636363636,-0.108418587913023,-0.1,-0.0687829686194361,-0.0546441511387163,-0.0566832779623477,0.05,0.13982683982684,0.142857142857143,0.05,0.145203183912861,-0.0583516651557021,0.052020202020202,-0.0790390256241893,0.0663059163059163,0.073998223998224,-0.01,-0.01,0.12154623865694,0.00688311688311688,0.0172997835497835,0.082646943866781,0.283333333333333,0.250386941601506,0.335057471264368,0.23865180426236,0.384920925079629,0.311493661583862,0.411476968954933,0.422606625747561
"SNAI2",-0.268243643112517,-0.236828587795469,-0.255295839206361,-0.239787817815987,-0.259343825570661,-0.239787817815987,-0.250592236185226,-0.215844155844156,-0.240089953080203,-0.240089953080203,-0.187272727272727,-0.16,0.0204883574575205,-0.205138607167005,-0.018453830999945,-0.220724276416009,-0.218611567435495,-0.21778198603385,-0.164746478301466,-0.207471264367816,-0.154808590102708,-0.143697478991597,-0.1,0.0332504719949654,0.0325,-0.129411764705882,-0.0444506133473384,-0.1,-0.0323183117845831,-0.0327967806841046,-0.0155515370705244,0.133333333333333,0.189411764705882,0.16,0.183333333333333,0.203697478991597,-0.0316923076923077,0.0864035087719298,-0.175622892024989,0.0881578947368421,0.092053998632946,0.1,0.105882352941176,0.0763716644210849,0.111764705882353,0.111764705882353,0.234212629946705,0.187272727272727,0.240089953080203,0.215844155844156,0.147960190973564,0.254841581256847,0.262830411167609,0.27693929528643,0.298945818386572
"SOSGRB2",-0.158023319167484,0.155433523932823,-0.157763975155279,-0.14472049689441,-0.341103080364825,-0.147619047619048,-0.118615094886281,-0.114285714285714,-0.110922787193974,-0.110922787193974,-0.1,0,0.0231829573934837,0.315833333333333,-0.0198893450894321,-0.253289473684211,-0.145797101449275,-0.254274041483344,-0.021617177149092,-0.249122807017544,-0.00956043956043956,-0.00571428571428572,-0.2,0.0454385964912281,0.0217543859649123,0.0142857142857143,-0.0777782515991471,-0.2,-0.221342958117152,-0.223440860215054,-0.233049242424242,0.2,0.25,0.233333333333333,0.233333333333333,0.247297297297297,0.130701754385965,-0.209090909090909,-0.101147741147741,-0.216783216783217,-0.20974096326209,0.376190476190476,0.365079365079365,0.153717030766088,0.378592878592879,0.387683787683788,-0.170266285975718,0.1,0.110922787193974,0.114285714285714,0.0536987839505542,0.154865424430642,0.129751647751648,0.161273797178956,0.18141501650165
"NFB",0.107126932520625,0.0171234647705236,0.100635743781811,0.0972649572649573,-0.0676623890992159,0.0972649572649573,0.142723767731217,0.0957264957264957,0.142226255293406,0.142226255293406,0.111111111111111,0.1,0.0236575922565033,-0.116616541353383,0.00803009023027413,-0.0218661518661519,0.0413818860877685,-0.124950683961901,-0.00035361207006777,-0.0351994851994852,0.00407676767676767,0.0176767676767677,-0.16,-0.0943748451588742,0.0224358974358974,0.0222222222222222,-0.0518212361687213,-0.1,-0.142704921049726,-0.137128712871287,-0.146386186053369,0.142857142857143,0.154074074074074,0.18,0.0595238095238095,0.13338441890166,-0.043372565503713,-0.0415584415584416,0.00490471016367432,-0.0209235209235209,-0.0138267467299725,-0.0714285714285714,-0.0834285714285714,-0.0201846246907272,-0.0856507936507937,-0.0810756302521008,-0.129650536365659,-0.111111111111111,-0.142226255293406,-0.0957264957264957,-0.0873542113110892,-0.101219759524844,-0.129077354836205,-0.110656344285331,-0.130460992907801
"Frizzled",-0.361275705820844,-0.243192267502612,-0.347368421052632,-0.322368421052632,-0.379939473376589,-0.322368421052632,-0.23718333055258,-0.275,-0.217498291182502,-0.217498291182502,-0.1,-0.1,0.0288999057724998,-0.127272727272727,0.00459280303030303,-0.06625,-0.162843137254902,-0.142598799050412,0.00807453416149069,-0.06,0.0318840579710145,0.0666666666666667,-0.1,-0.0731399538806105,0.0322128851540616,0.1,-0.0921497584541063,0.1,-0.0448063130088777,-0.034525939177102,-0.0331042007637752,0,0.140909090909091,0.15,0.06,0.136147186147186,-0.0588095238095238,0.0357142857142857,-0.0597213068449299,0.0607142857142857,0.0744397759103641,-0.0333333333333333,-0.0333333333333333,0.122576688784945,-0.0274509803921569,-0.012636165577342,0.108799762329174,0.2,0.217498291182502,0.275,0.224384014883622,0.347368421052632,0.286411084207694,0.373180467725605,0.379027484143763
"Wnt",-0.347368421052632,-0.22076802507837,-0.322368421052632,-0.275,-0.364289606002584,-0.275,-0.217498291182502,-0.1,-0.190225563909774,-0.190225563909774,0,0,0.0298900047824008,-0.0939393939393939,0.00303030303030303,-0.06,-0.156176470588235,-0.136147186147186,0.0318840579710145,-0.06,0.0666666666666667,0.1,0,-0.0543280726924916,0.0274509803921569,0.1,-0.0889751552795031,0.1,-0.034525939177102,-0.0461538461538462,-0.0394871794871795,-0.1,0.15,0.1,0,0.140909090909091,-0.0766666666666667,0.05,-0.0643724696356275,0.0357142857142857,0.0607142857142857,0,-0.0333333333333333,0.117844827586207,-0.0333333333333333,-0.0274509803921569,0.0896078431372549,0.1,0.190225563909774,0.2,0.216225506725113,0.322368421052632,0.278474576271186,0.361275705820844,0.341818181818182
"DSH",-0.373180467725605,-0.255953288384283,-0.362401100791194,-0.347368421052632,-0.389863137498727,-0.347368421052632,-0.248667924390115,-0.322368421052632,-0.23718333055258,-0.23718333055258,-0.275,-0.2,0.0312621104969092,-0.156541019955654,-0.0021145140428677,-0.0742959770114942,-0.172772215269086,-0.157936222363295,0.0021511892137555,-0.06625,0.00807453416149069,0.0318840579710145,-0.15,-0.0723525523058073,0.0331837589404694,0.0666666666666667,-0.101714975845411,0,-0.0587685771598211,-0.0448063130088777,-0.0436305165532489,0.06,0.136147186147186,0.140909090909091,0.06,0.142598799050412,-0.0609074259074259,0.0607142857142857,-0.0644832116068346,0.0744397759103641,0.079334880805469,-0.0333333333333333,-0.0274509803921569,0.127582509506715,-0.012636165577342,-0.00436548888561272,0.112675731321422,0.275,0.23718333055258,0.322368421052632,0.229388404699249,0.361275705820844,0.29642286277071,0.383598989542168,0.401390353342075
"GSK3",-0.383598989542168,-0.363607198534033,-0.37466525173459,-0.361275705820844,-0.397577121295838,-0.362401100791194,-0.2562309496002,-0.347368421052632,-0.248667924390115,-0.248667924390115,-0.322368421052632,-0.275,0.0328965830080534,-0.170959624606817,-0.00645214593032374,-0.0896805923961096,-0.183399616037332,-0.172290289348941,-0.000156503093936806,-0.0742959770114942,0.0021511892137555,0.00807453416149069,-0.140909090909091,-0.0641801897500866,0.0377639116122251,0.0318840579710145,-0.108691720031457,-0.06,-0.0625167030968526,-0.0587685771598211,-0.0543571601518648,0.06,0.142598799050412,0.136147186147186,0.06625,0.157936222363295,-0.0671730900678269,0.0744397759103641,-0.0742120792304391,0.079334880805469,0.0754387769093652,-0.0274509803921569,-0.012636165577342,0.132327979739674,-0.00436548888561272,-0.00493367070379454,0.1145735415404,0.322368421052632,0.248667924390115,0.347368421052632,0.230804275624504,0.373180467725605,0.304115170463017,0.391625305331642,0.417067674498849
"MEK",-0.125072557013095,-0.015132637473063,-0.126993006993007,-0.123481781376518,-0.309298967206902,-0.127692307692308,-0.160984015984016,-0.12,-0.160031635031635,-0.160031635031635,-0.1,-0.1,0.0335934503882854,0.205396825396825,-0.0268743842110033,-0.152768016297428,-0.220566557625381,-0.137383906568092,-0.010921618118562,-0.13982683982684,-0.00654205607476635,0,-0.133333333333333,0.07090364601125,0.0386896221903395,0,-0.208797946925115,-0.1,-0.103200233539594,-0.102831229849557,-0.118889944743603,0.142857142857143,0.121333333333333,0.133333333333333,0.142857142857143,0.132808743169399,0.0436532507739938,-0.111111111111111,-0.168613839303494,-0.103418803418803,-0.108528292469898,0.26,0.270344827586207,0.151271269329324,0.280983125458547,0.182649792125214,-0.070488887475166,0.1,0.160031635031635,0.115789473684211,0.0424688040613592,0.122782480677218,0.108231256466551,0.125816051436887,0.158514527185413
"ERK",-0.125816051436887,-0.0154051170370957,-0.129749899223583,-0.122782480677218,-0.310238463636816,-0.126993006993007,-0.163074225004918,-0.127692307692308,-0.160984015984016,-0.160984015984016,-0.12,-0.1,0.0356406944827736,0.202484204037602,-0.0271194822502189,-0.15552030987541,-0.223479178984604,-0.137383906568092,-0.00899854119548505,-0.152768016297428,-0.010921618118562,-0.00654205607476635,-0.133333333333333,0.072635929475817,0.0355888469965411,0,-0.210881280258448,-0.142857142857143,-0.105935795849625,-0.103200233539594,-0.119231241671931,0.142857142857143,0.132808743169399,0.121333333333333,0.13982683982684,0.137383906568092,0.0417033900497598,-0.103418803418803,-0.170494181183836,-0.108528292469898,-0.110467350641643,0.270344827586207,0.280983125458547,0.151181098003805,0.182649792125214,0.185156755913515,-0.0692840681980575,0.115789473684211,0.160984015984016,0.123481781376518,0.042434475190779,0.125072557013095,0.108599241747139,0.126510495881332,0.16127875482769
"RKIP",-0.122782480677218,-0.0119385342789598,-0.127692307692308,-0.115789473684211,-0.306997711976777,-0.12,-0.160031635031635,-0.1,-0.157467532467532,-0.157467532467532,-0.1,0,0.0367680535628886,0.205396825396825,-0.0271839817342231,-0.13982683982684,-0.220932857991682,-0.132808743169399,-0.00654205607476635,-0.142857142857143,0,0,-0.1,0.0701099952175992,0.0347680535628886,0.0333333333333333,-0.204951793078961,-0.1,-0.102831229849557,-0.0998609328198545,-0.11525358110724,0.1,0.133333333333333,0.133333333333333,0.142857142857143,0.121333333333333,0.0397058823529412,-0.111111111111111,-0.167712938402594,-0.111111111111111,-0.103418803418803,0.26,0.26,0.149568106312292,0.270344827586207,0.280983125458547,-0.0688495432128709,0.1,0.157467532467532,0.1,0.0424688040613592,0.123481781376518,0.108231256466551,0.125072557013095,0.15491092358181
"KLF4",-0.593079530949037,-0.42481313755089,-0.562500589650455,-0.522845417236662,-0.478888834337645,-0.522845417236662,-0.466598793363499,-0.464705882352941,-0.440128205128205,-0.440128205128205,-0.4,-0.3,0.0370278637770898,-0.335077186963979,-0.0326048026048026,-0.385714285714286,-0.455690631808279,-0.433198924731183,-0.286739098300074,-0.352380952380952,-0.264787878787879,-0.239454545454545,-0.2,0.0605830753353973,0.0555555555555556,-0.195454545454545,-0.0911189192887981,-0.1,-0.0454492753623188,-0.044,-0.0219862490450726,0.2,0.366666666666667,0.3,0.3,0.404166666666667,-0.0637394351680066,0.129090909090909,-0.287662163070512,0.129090909090909,0.13630740393627,0.12,0.129090909090909,0.276110390410322,0.140855614973262,0.143948398478417,0.506570351188042,0.4,0.440128205128205,0.464705882352941,0.407490413977668,0.561975852019271,0.605373200647591,0.61512187216946,0.594230977261418
"HEY1",-0.593079530949037,-0.42481313755089,-0.562500589650455,-0.522845417236662,-0.478888834337645,-0.522845417236662,-0.466598793363499,-0.464705882352941,-0.440128205128205,-0.440128205128205,-0.4,-0.3,0.0370278637770898,-0.335077186963979,-0.0326048026048026,-0.385714285714286,-0.455690631808279,-0.433198924731183,-0.286739098300074,-0.352380952380952,-0.264787878787879,-0.239454545454545,-0.2,0.0605830753353973,0.0555555555555556,-0.195454545454545,-0.0911189192887981,-0.1,-0.0454492753623188,-0.044,-0.0219862490450726,0.2,0.366666666666667,0.3,0.3,0.404166666666667,-0.0637394351680066,0.129090909090909,-0.287662163070512,0.129090909090909,0.13630740393627,0.12,0.129090909090909,0.276110390410322,0.140855614973262,0.143948398478417,0.506570351188042,0.4,0.440128205128205,0.464705882352941,0.407490413977668,0.561975852019271,0.605373200647591,0.61512187216946,0.594230977261418
"FOXC2",-0.593079530949037,-0.42481313755089,-0.562500589650455,-0.522845417236662,-0.478888834337645,-0.522845417236662,-0.466598793363499,-0.464705882352941,-0.440128205128205,-0.440128205128205,-0.4,-0.3,0.0370278637770898,-0.335077186963979,-0.0326048026048026,-0.385714285714286,-0.455690631808279,-0.433198924731183,-0.286739098300074,-0.352380952380952,-0.264787878787879,-0.239454545454545,-0.2,0.0605830753353973,0.0555555555555556,-0.195454545454545,-0.0911189192887981,-0.1,-0.0454492753623188,-0.044,-0.0219862490450726,0.2,0.366666666666667,0.3,0.3,0.404166666666667,-0.0637394351680066,0.129090909090909,-0.287662163070512,0.129090909090909,0.13630740393627,0.12,0.129090909090909,0.276110390410322,0.140855614973262,0.143948398478417,0.506570351188042,0.4,0.440128205128205,0.464705882352941,0.407490413977668,0.561975852019271,0.605373200647591,0.61512187216946,0.594230977261418
"Ecadherin",-0.61512187216946,-0.444018435564135,-0.593833922983789,-0.561975852019271,-0.496409803582752,-0.562500589650455,-0.486989854816013,-0.522845417236662,-0.466598793363499,-0.466598793363499,-0.464705882352941,-0.4,0.0403453993221135,-0.361392976437664,-0.0353980986941881,-0.411688311688312,-0.47785078078407,-0.452096562526458,-0.301748139891394,-0.385714285714286,-0.286739098300074,-0.264787878787879,-0.3,0.0672181464254447,0.0644163150492264,-0.239454545454545,-0.0977644889090512,-0.2,-0.0456914061129242,-0.0454492753623188,-0.0226573899846699,0.3,0.404166666666667,0.366666666666667,0.352380952380952,0.433198924731183,-0.0701064763665085,0.129090909090909,-0.305739966274173,0.13630740393627,0.138166139995749,0.129090909090909,0.140855614973262,0.285201299501231,0.143948398478417,0.146693496517632,0.527394149815045,0.464705882352941,0.466598793363499,0.522845417236662,0.311093140365205,0.593079530949037,0.618706533980924,0.63090151736087,0.632375307158325
"cateninmemb",-0.61512187216946,-0.444018435564135,-0.593833922983789,-0.561975852019271,-0.496409803582752,-0.562500589650455,-0.486989854816013,-0.522845417236662,-0.466598793363499,-0.466598793363499,-0.464705882352941,-0.4,0.0403453993221135,-0.361392976437664,-0.0353980986941881,-0.411688311688312,-0.47785078078407,-0.452096562526458,-0.301748139891394,-0.385714285714286,-0.286739098300074,-0.264787878787879,-0.3,0.0672181464254447,0.0644163150492264,-0.239454545454545,-0.0977644889090512,-0.2,-0.0456914061129242,-0.0454492753623188,-0.0226573899846699,0.3,0.404166666666667,0.366666666666667,0.352380952380952,0.433198924731183,-0.0701064763665085,0.129090909090909,-0.305739966274173,0.13630740393627,0.138166139995749,0.129090909090909,0.140855614973262,0.285201299501231,0.143948398478417,0.146693496517632,0.527394149815045,0.464705882352941,0.466598793363499,0.522845417236662,0.292603990626028,0.593079530949037,0.515853878740683,0.63090151736087,0.632375307158325
"RAS",0.238694521998652,-0.00925064599483205,0.234313725490196,0.217647058823529,0.343469133004017,0.217647058823529,0.117948717948718,0.2,0.206410256410256,0.206410256410256,0.1,0,0.0409977908689249,-0.12034632034632,-0.0561846153846154,0.22,0.207408619749045,0.207581920903955,0.116342457775189,0.22,0.109411764705882,0.08,0.1,0.0289212076583211,0.0482142857142857,0.06,0.0617895771878073,0.1,0.175077303648732,0.170995670995671,0.173715415019763,-0.1,-0.216666666666667,-0.2,-0.2,-0.212666666666667,-0.143327044025157,0.15,0.0579365079365079,0.144736842105263,0.139076464746773,-0.18,-0.205,-0.103388814511548,-0.210263157894737,-0.216145510835913,0.0776739601813523,-0.1,-0.206410256410256,-0.2,-0.0660508454589565,-0.232540675844806,-0.1231432648561,-0.240110952593553,-0.258102766798419
"cateninnuc",-0.481855998698548,-0.411911298355183,-0.47115082654094,-0.453165433600216,-0.461484100450174,-0.45415477911011,-0.454330299330299,-0.428067822588371,-0.442545787545788,-0.442545787545788,-0.399300699300699,-0.345454545454545,0.0481286980576158,-0.335268782073408,-0.0368236384850514,-0.393993371212121,-0.372160230238083,-0.323428849166973,-0.242240812843734,-0.380712121212121,-0.232633825944171,-0.221714285714286,-0.255555555555556,0.0777627795853056,0.0727180095507498,-0.201714285714286,-0.155420638137625,-0.3,-0.0253978569558379,-0.0247157287157287,-0.0142857142857143,0.3375,0.300145719489982,0.275555555555556,0.358712121212121,0.313189197750851,-0.130581335951063,0.0414940364092906,-0.276265122855287,0.0403312457116162,0.0435130638934344,0.11304347826087,0.111456176673568,0.178026989788605,0.113987822243188,0.115822684628509,0.406819694753719,0.399300699300699,0.442545787545788,0.427078477078477,0.076309019578513,0.469832100266883,0.353110086776817,0.390610486409125,0.61512187216946
"miR200",-0.283385889892905,-0.192520216310208,-0.272595573440644,-0.260048989589712,-0.286098245949967,-0.25830985915493,-0.230383933010948,-0.24,-0.220658247225411,-0.220658247225411,-0.22,-0.2,0.0507661290322581,-0.0915344938749194,-0.0726145750654085,-0.0595091502340757,-0.179093340197635,-0.0567230783342506,-0.0776440433637821,-0.0500751879699248,-0.0706672991777356,-0.0642156862745098,-0.02,-0.038010752688172,0.0535541752933057,-0.0583333333333333,-0.0163584563584564,0,-0.00604509133651642,-0.00635857096034087,-0.00336158192090395,0.02,0.0391666666666667,0.0325,0.0357894736842105,0.0480274261603375,-0.00982820201106368,0.0308374384236453,-0.0583860042396628,0.0308374384236453,0.0325323536778826,0.0142857142857143,0.0242857142857143,0.160471489181662,0.0242857142857143,0.0249659863945578,0.0899983537121394,0.22,0.220658247225411,0.241739130434783,0.223112984750634,0.274655731162746,0.268767193432717,0.289901041408056,0.30492762579826
"cMet",0.146428145497913,0.25312980030722,0.133333333333333,0.133333333333333,-0.157835492919527,0.133333333333333,0,0.1,0,0,0.1,0.1,0.0743145743145743,0.398571428571429,-0.0889406291172596,-0.185833333333333,-0.108205951352019,-0.105965909090909,0.0753605200945627,-0.173333333333333,0.0647222222222222,0.0591666666666667,-0.1,0.130591630591631,-0.0206349206349206,0.0466666666666667,-0.106047991061372,-0.2,-0.12470830756545,-0.128344671201814,-0.166116271069831,0.2,0.1,0.1,0.166666666666667,0.109090909090909,0.0937037037037037,-0.185714285714286,-0.13629746835443,-0.190977443609023,-0.210126379779235,0.25,0.29,0.0398136170398944,0.27,0.282727272727273,-0.153252254991385,-0.2,0,-0.2,-0.19116235207213,-0.135658914728682,-0.211128687445413,-0.154902721769099,-0.161111111111111
"AXIN2",-0.36529403162761,-0.376907127070743,-0.3574906316039,-0.348056669339749,-0.405790768608229,-0.348056669339749,-0.379155286665572,-0.334263565891473,-0.372856074067147,-0.372856074067147,-0.313333333333333,-0.266666666666667,0.138456714178501,-0.099076033830592,-0.141983441901113,-0.270531400966184,-0.299948619982427,-0.125806911667567,-0.0152908976984227,-0.259420289855072,-0.0126506336720201,-0.00557098765432098,-0.1,0.233833322336887,0.144699925570519,0.0154166666666667,-0.238503111516784,-0.2,0.160875316310099,0.165240395675178,0.164841761494906,0.233333333333333,0.101831501831502,0.0923076923076923,0.246376811594203,0.114331501831502,-0.225761550277679,-0.00280701754385965,-0.300717767790367,-0.00280701754385965,-0.004158368895211,0.04,0.0521951219512195,0.22306347643237,0.0606063369044905,0.0619856472493181,0.354610542219238,0.313333333333333,0.372856074067147,0.334263565891473,0.00580632317755932,0.357204934323976,0.297606398785435,0.371476478666088,0.710805703171662
