"","TGFR","TGF","PAK1","ZEB2","RKIP","IKK","AKT","FUS","SMO","NFB","SUFU","Csn","TrCP","STAT","LIV1","CD44","DSH","cMet","Jagged","Wnt","SRC","TWIST1","Frizzled","SNAI2","KLF4","MEK","cfos","PI3K","EGR1","miR200","FOXC2","GSK3","RAF","DELTA","RAS","ERK","NOTCH","Csl","NOTCHic","GLI","cateninnuc","TCFLEF","Ecadherin","AXIN2","SNAI1","Patched","SHH","ILK","SMAD","cateninmemb","HEY1","Destcompl","ZEB1","SOSGRB2","CDC42"
"cMet",-0.0647222222222222,-0.0689775413711584,-0.0466666666666667,-0.06002886002886,0.00259259259259259,0.193333333333333,0.187083333333333,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.0702325581395349,0.1,0.04,0.08653694131955,0.04,0.2,-0.0401267646211466,0.1,-0.0161126788864015,-0.165079365079365,-0.00818181818181818,0,0.0542857142857143,0,-0.0401033432147563,0.0647257383966245,-0.0354454685099847,-0.0542857142857143,-0.0542857142857143,-0.061832884097035,0.01,-0.00385538313869781,0.0142857142857143,0.0195488721804511,-0.0672727272727273,-0.0698240401038982,-0.0686940966010734,-0.154202662598072,-0.0879365079365079,0.0661174636642969,-0.1,-0.0875,-0.0909297052154195,-0.0891115233972377,-0.157381213092957,-0.0921912624699002,0.0963250410729402,0.06002886002886,0.04,0.0591666666666667
"Wnt",-0.0466666666666667,-0.0336231884057971,-0.1,-0.0582974653275945,0.0616666666666667,-0.0466666666666667,-0.0341666666666667,0,0,-0.0666666666666667,0,-0.1,-0.1,0.1,0,0.155263157894737,0.2,0.15,-0.0756862745098039,0.15,0.2,-0.0738235294117647,0.3,0.0326724137931034,-0.0509803921568628,0.0274509803921569,0.0333333333333333,0.127067669172932,0,0.0308080808080808,-0.132550607287449,-0.156818181818182,-0.127067669172932,-0.127067669172932,-0.122522214627478,-0.0333333333333333,0.0214285714285714,-0.05,0.0214285714285714,-0.155263157894737,-0.169288701887168,-0.165977443609023,0.000682814431830955,-0.190909090909091,-0.0552277432712215,-0.00909090909090909,0.00519480519480519,0.0367521367521367,0.0297753925660902,-0.0660593220338983,0.0256410256410256,-0.254633478105201,0.0582974653275945,0.124242424242424,0.0666666666666667
"Frizzled",-0.0336231884057971,-0.0383850931677019,-0.0666666666666667,-0.0573073663176935,0.0473809523809524,-0.0341666666666667,-0.0404166666666667,0,0.00909090909090909,-0.0466666666666667,0,-0.0666666666666667,-0.1,0.2,0.1,0.165977443609023,0.3,0.155263157894737,-0.0787165775401069,0.155263157894737,0.15,-0.088109243697479,0.15,0.0329878712063527,-0.0605042016806723,0.038562091503268,0.0333333333333333,0.122522214627478,0.0333333333333333,0.0292455808080808,-0.120922700310705,-0.159848484848485,-0.122522214627478,-0.122522214627478,-0.129608828800706,-0.0274509803921569,0.015546218487395,0.0214285714285714,0.0214285714285714,-0.165977443609023,-0.165002987601454,-0.169288701887168,0.00417931792833445,-0.197885835095137,-0.0568150448585231,0.00519480519480519,-0.00125680770842061,0.0297753925660902,0.0269716542483332,-0.0644720204465967,0.0235133660665576,-0.25808175396727,0.0573073663176935,0.103030303030303,0.0466666666666667
"DSH",-0.0383850931677019,-0.0408241175579458,-0.0466666666666667,-0.0573073663176935,0.0480802530802531,-0.0404166666666667,-0.0392672413793104,0.00909090909090909,-0.00519480519480519,-0.0341666666666667,0,-0.0466666666666667,-0.0666666666666667,0.15,0.2,0.169288701887168,0.15,0.165977443609023,-0.0794917713385566,0.165977443609023,0.155263157894737,-0.0895276834137911,0.155263157894737,0.029146194838483,-0.06147507546708,0.0287876554130424,0.0274509803921569,0.129608828800706,0.0333333333333333,0.0292455808080808,-0.128282007670013,-0.162400689024819,-0.129608828800706,-0.129608828800706,-0.133250285383339,-0.038562091503268,0.0162455191866957,0.0214285714285714,0.015546218487395,-0.169245417465232,-0.165270129186494,-0.165002987601454,0.00567185524176729,-0.202527185306108,-0.059423740510697,-0.00125680770842061,-0.00677828010105865,0.0269716542483332,0.025084861795503,-0.0605850946515437,0.0252677520314698,-0.257700074577957,0.0573073663176935,0.0981522542498152,0.0336231884057971
"GSK3",-0.0408241175579458,-0.0395420662758945,-0.0336231884057971,-0.0559700706267574,0.0518396515764937,-0.0392672413793104,-0.0341390362511052,-0.00519480519480519,0.00125680770842061,-0.0404166666666667,0.00909090909090909,-0.0341666666666667,-0.0466666666666667,0.155263157894737,0.15,0.165002987601454,0.155263157894737,0.169288701887168,-0.0761341071049799,0.169245417465232,0.165977443609023,-0.0863266590860061,0.165977443609023,0.0302678514390007,-0.0599483579098281,0.0253785645039515,0.038562091503268,0.133250285383339,0.0274509803921569,0.0303006804563809,-0.130355372901273,-0.262733467726982,-0.133250285383339,-0.133250285383339,-0.133040201349726,-0.0287876554130424,0.0191026620438385,0.015546218487395,0.0162455191866957,-0.165000134446364,-0.165664866028599,-0.165270129186494,0.00339987631519501,-0.201461736295453,-0.06197080584846,-0.00677828010105865,-0.0091706245986663,0.025084861795503,0.0249349367580218,-0.0599661733429672,0.0235376482252415,-0.25766485090765,0.0559700706267574,0.100477835645164,0.0383850931677019
"ZEB1",-0.219561961827885,-0.221136764977491,-0.21455938697318,-0.0476316544378102,-0.149730630426955,-0.150071901064136,-0.152929043921279,-0.133333333333333,-0.142424242424242,-0.13859649122807,-0.133333333333333,-0.133333333333333,-0.133333333333333,-0.00512820512820513,0.0333333333333333,-0.000435474377368212,0.00476190476190476,-0.00460214104403488,-0.113328377682598,0.00513713928348075,-0.0124452782989368,-0.0404951236476079,-0.00255516840882695,-0.0681431799295769,-0.0485826340629777,-0.0622810745443552,-0.0706666666666667,-0.0814610227954029,-0.0666666666666667,0.126577789335143,0.0407293739407385,0.00625473473639355,0.0814610227954029,0.0814610227954029,0.0800436999607573,0.060078431372549,0.076439191379031,0.0854166666666667,0.0756127450980392,-0.00960449323537078,0.0057946990931945,0.00442483607949587,0.0946694025226291,0.0946462763126877,0.141522179384759,0.144385026737968,0.142605667307363,0.134341285277656,0.134822054508426,0.162721950828973,0.144058178436417,0.109400167836519,0.0476316544378102,0.154152046783626,0.216008662335499
"ERK",-0.00567900753315856,-0.00512955698370801,-0.00857142857142856,-0.0293117668038984,-0.0442448185842289,-0.182505729564553,-0.17791857360125,-0.108,-0.116196721311475,-0.176623376623377,-0.12,-0.185714285714286,-0.185714285714286,0.0192982456140351,0.0666666666666667,0.0387211890827801,0.0266666666666667,0.0364311127469022,-0.126956318931867,0.0437995337995338,0.0385290148448043,0.0441642293869592,0.0458974358974359,0.0879152568608453,-0.0335324146675119,0.0615862280144228,-0.0414453411592076,0.0425202575202575,-0.026551724137931,-0.00384087566848595,-0.00308170239204722,-0.0851123484464548,-0.0425202575202575,-0.0425202575202575,-0.043950400534559,-0.070221325507459,0.0382214878443926,0.0397824397824398,0.0390525127751405,-0.0460551728972782,-0.0357389503384596,-0.0335167281162373,0.103053883753946,-0.0405001141926119,-0.118895829992196,0.106392799742848,0.106392799742848,0.116888578604389,0.116888578604389,0.0878435768671092,0.119324476405971,-0.195085070276152,0.0293117668038984,0.168473416551086,0.00202937249666221
"NFB",-0.0854747474747475,-0.0835760132975323,-0.111111111111111,0.0168217670613315,0.0507916491523049,-0.167438867438867,-0.160772200772201,-0.08,-0.0762962962962963,-0.180952380952381,-0.12,-0.114285714285714,-0.1,-0.0111111111111111,0,-0.0176126321889034,-0.0111111111111111,-0.024957264957265,-0.0345454994954365,-0.024957264957265,-0.0111111111111111,-0.0433426704014939,-0.0111111111111111,-0.0584126360199944,0.0171245421245421,0.0569393090569561,0.0362857142857143,-0.0461661682131507,0.0642857142857143,0.000293324172215541,-0.0968634552698298,-0.059258780435251,0.0461661682131507,0.0461661682131507,0.0461661682131507,-0.0562857142857143,-0.0587897407252246,-0.0584415584415584,-0.0568542568542569,0.0170920964179391,0.0161820042415219,0.0184565140454435,0.0177004245501186,0.0252532928064843,-0.0229428817084364,0.0762962962962963,0.0823203926818385,0.0898789878987899,0.0902507351106858,0.0328363941859662,0.087781954887218,-0.14229742943179,-0.0168217670613315,0.108195488721805,0.0974747474747475
"IKK",-0.0974747474747475,-0.0854747474747475,-0.1,0.0195037593984962,0.05591985428051,-0.180952380952381,-0.167438867438867,-0.12,-0.08,-0.114285714285714,-0.1,-0.1,0,0,-0.1,-0.024957264957265,0,-0.0111111111111111,-0.0295095282724149,-0.0111111111111111,-0.0111111111111111,-0.0392156862745098,-0.0111111111111111,-0.0571931238248724,0.00366300366300366,0.0562857142857143,0.0642857142857143,-0.0405323653962492,0.05,0.0114715719063545,-0.103636363636364,-0.0616117216117216,0.0405323653962492,0.0405323653962492,0.0461661682131507,-0.0362857142857143,-0.0568542568542569,-0.0727272727272727,-0.0584415584415584,0.024957264957265,0.0184565140454435,0.0176126321889034,0.0160952881135215,0.0273809523809524,-0.0297921967769296,0.0762962962962963,0.0762962962962963,0.0888888888888889,0.0898789878987899,0.0365322759177508,0.0842105263157895,-0.141965203518168,-0.0195037593984962,0.107142857142857,0.111111111111111
"MEK",0.00202937249666221,0.00567900753315856,0.0133333333333333,0.0319889321582291,0.0478659885006634,0.176623376623377,0.182505729564553,0.12,0.108,0.185714285714286,0.1,0.185714285714286,0.2,-0.0666666666666667,0,-0.0364311127469022,-0.0666666666666667,-0.0385290148448043,0.126052704474035,-0.0458974358974359,-0.0192982456140351,-0.042638570579747,-0.0266666666666667,-0.0917024525326216,0.0366331898613104,-0.070221325507459,0.026551724137931,-0.0396631146631147,0.03,0.00335067959005458,-0.00255932324897842,0.0848398688824221,0.0396631146631147,0.0396631146631147,0.0425202575202575,-0.0414453411592076,-0.0390525127751405,-0.0474747474747475,-0.0397824397824398,0.0437995337995338,0.0335167281162373,0.0387211890827801,-0.102813581659885,0.038711496306433,0.11959027443664,-0.116196721311475,-0.106392799742848,-0.1179955896745,-0.116888578604389,-0.0860956467843125,-0.117617991764333,0.196776163849996,-0.0319889321582291,-0.163619047619048,-0.00857142857142856
"RKIP",0.00857142857142856,0.00202937249666221,0.0333333333333333,0.0367508369201339,0.038655462184874,0.185714285714286,0.176623376623377,0.1,0.12,0.185714285714286,0.1,0.2,0.2,0,0,-0.0385290148448043,0,-0.0192982456140351,0.129331392998626,-0.0266666666666667,-0.0666666666666667,-0.0474004753416518,-0.0666666666666667,-0.0890260535058577,0.0307508369201339,0.0414453411592076,0.03,-0.0353896103896104,0.08,0.00242188702039514,0.00194518125552608,0.0845941686367218,0.0353896103896104,0.0353896103896104,0.0396631146631147,-0.026551724137931,-0.0397824397824398,-0.0111111111111111,-0.0474747474747475,0.0458974358974359,0.0387211890827801,0.0364311127469022,-0.10445292592218,0.0378105954055321,0.113180018026384,-0.108,-0.116196721311475,-0.122946084724005,-0.1179955896745,-0.0817054028818735,-0.121254355400697,0.195730138745394,-0.0367508369201339,-0.176952380952381,-0.0133333333333333
"RAF",0.00857142857142856,0.00202937249666221,0.0333333333333333,0.0367508369201339,0.038655462184874,0.185714285714286,0.176623376623377,0.1,0.12,0.185714285714286,0.1,0.2,0.2,0,0,-0.0385290148448043,0,-0.0192982456140351,0.129331392998626,-0.0266666666666667,-0.0666666666666667,-0.0474004753416518,-0.0666666666666667,-0.0890260535058577,0.0307508369201339,0.0414453411592076,0.03,-0.0353896103896104,0.08,0.00242188702039514,0.00194518125552608,0.0845941686367218,0.0353896103896104,0.0353896103896104,0.0396631146631147,-0.026551724137931,-0.0397824397824398,-0.0111111111111111,-0.0474747474747475,0.0458974358974359,0.0387211890827801,0.0364311127469022,-0.10445292592218,0.0378105954055321,0.113180018026384,-0.108,-0.116196721311475,-0.122946084724005,-0.1179955896745,-0.0817054028818735,-0.121254355400697,0.195730138745394,-0.0367508369201339,-0.176952380952381,-0.0133333333333333
"miR200",0.0040876027830487,0.0040876027830487,0.0125,0.0433646953405018,0.00155833875208504,0.00616541353383459,0.00805220598666478,0.0075,0.000833333333333335,0.0147368421052632,0.02,0.02,0,-0.02,0,0.00542642272786696,-0.02,0.0144151867728108,0.00868068408854791,0.0126760563380282,0.00173913043478261,-0.0694827462925623,0,0.0506539334006483,0.0420807453416149,-0.00631416202844774,0.00571428571428572,0.071308840413318,-0.0142857142857143,-0.0647927506834818,-0.0129168392583027,0.00456162921298278,-0.071308840413318,-0.071308840413318,-0.0700619576203006,-0.00116883116883117,0.00503242325568451,-0.00463054187192118,-0.00118226600985221,-0.00388484754681938,-0.0030671153685596,-0.00185499415643838,0.013188827951769,-0.0576712870121626,-0.0104108854108854,-0.00716244725738397,-0.0125972298660796,-0.000884955752212389,-0.00182539462368574,-0.0596424140409173,2.82485875706215e-05,-0.0578704914151302,-0.0433646953405018,-0.011963249516441,-0.0105392156862745
"Csn",0.159178756566816,0.157030785206434,0.143181818181818,0.0498428453267163,0.160671141306129,-0.03,-0.0308,0.0253968253968254,0.0284271284271284,-0.0383333333333333,0.0142857142857143,-0.055,0.02,0.133333333333333,0.133333333333333,0.127936296911785,0.133333333333333,0.126602963578452,-0.0200876795162509,0.126602963578452,0.122988505747126,0.0238756428237494,0.122988505747126,0.0313947941679789,0.0518006176829706,0.0269237012987013,0.0266666666666667,0.140078897845405,0.0266666666666667,0.00514500281871066,-0.12421151751964,-0.160756669324229,-0.140078897845405,-0.140078897845405,-0.140654713584368,-0.027965367965368,-0.0360986235986236,-0.0338383838383838,-0.0351370851370851,-0.127913007246574,-0.128600265681664,-0.128900927136865,0.0180954856477267,-0.163256708372679,-0.158240626059499,-0.0273518596099241,-0.0298108760033667,-0.0164169254658385,-0.0187305501445017,-0.0339019289797904,-0.0172619047619048,-0.247638462906483,-0.0498428453267163,-0.0429586071716822,-0.156614654002714
"ILK",0.0453529411764706,0.0510439980870397,0.075,0.0730420176250061,-0.0429056237879767,-0.0392156862745098,-0.0315233785822021,0,0,-0.0333333333333333,0,-0.0333333333333333,0,-0.2,-0.1,-0.173875882571535,-0.2,-0.166183574879227,0.0892982456140351,-0.166183574879227,-0.144444444444444,0.087303850026587,-0.144444444444444,-0.00749176400119797,0.0741228070175439,-0.0532121045139367,-0.0476190476190476,-0.062008658008658,-0.0333333333333333,-0.0415968502034076,0.114090592334495,0.0774891774891775,0.062008658008658,0.062008658008658,0.0702278360908498,0.0417366946778711,0,0,0,0.173875882571535,0.171133731019319,0.176700741328597,0.0141228225225016,0.199904761904762,0.0464694041867955,-0.0153846153846154,-0.00427350427350427,-0.041328531412565,-0.037328531412565,0.0645245532977094,-0.0346550970302358,0.27419718029975,-0.0730420176250061,-0.117307692307692,-0.0573529411764706
"SOSGRB2",0.171318681318681,0.162098823162653,0.192857142857143,0.104674185463659,0.208369883040936,0.205847953216374,0.197514619883041,0.2,0.216666666666667,0.211111111111111,0.2,0.2,0.1,0,0,-0.0540372670807453,0,-0.0409937888198758,0.24013945488897,-0.0464285714285714,-0.0714285714285714,0.145217391304348,-0.0714285714285714,-0.0726148329196812,0.103245614035088,0.16952536952537,0.174603174603175,0.0717514124293785,0.185714285714286,0.0278677565024345,-0.0295848595848596,-0.0857870320422915,-0.0717514124293785,-0.0717514124293785,-0.069187309865276,-0.166495066495066,-0.130779080074855,-0.0909090909090909,-0.129370629370629,0.059472049689441,0.0543190422644024,0.0487741091860085,-0.108092218123689,0.0562362486248625,-0.107567164179104,-0.208558558558559,-0.217860884139954,-0.22989247311828,-0.227794571020378,-0.0807437307437308,-0.230397727272727,0.243733149773418,-0.104674185463659,-0.338055555555556,-0.182857142857143
"TrCP",0.244703335879806,0.239785303092921,0.228571428571429,0.118465599403058,0.178318845059177,0.0905701754385965,0.0831627680311891,0.080952380952381,0.0648233486943164,0.0958333333333333,0.0476190476190476,0.0583333333333333,0.0333333333333333,-0.04,0,-0.0419326256950019,-0.04,-0.0538138138138138,0.0518164195637355,-0.0537426900584795,-0.0511111111111111,0.125176453980802,-0.0511111111111111,0.0419269289028136,0.122495446265938,-0.00842839597150577,-0.0217391304347826,0.048205271268399,0,-0.0260451204016447,-0.0137555510008882,-0.0119891774891775,-0.048205271268399,-0.048205271268399,-0.0527507258138535,0.00309506263817244,-0.0357509157509158,-0.0256410256410256,-0.0302564102564103,0.0425231778633576,0.0449313485557938,0.0434141071764834,0.0442138604112969,0.0557025126250891,-0.164046421741355,-0.0611196449906127,-0.0621196449906127,-0.0651305683563748,-0.06642089093702,0.0455826557354623,-0.0672377046770732,0.0559313567459451,-0.118465599403058,-0.204152915291529,-0.246218487394958
"PAK1",0.244703335879806,0.239785303092921,0.228571428571429,0.118465599403058,0.178318845059177,0.0905701754385965,0.0831627680311891,0.080952380952381,0.0648233486943164,0.0958333333333333,0.0476190476190476,0.0583333333333333,0.0333333333333333,-0.04,0,-0.0419326256950019,-0.04,-0.0538138138138138,0.0518164195637355,-0.0537426900584795,-0.0511111111111111,0.125176453980802,-0.0511111111111111,0.0419269289028136,0.122495446265938,-0.00842839597150577,-0.0217391304347826,0.048205271268399,0,-0.0260451204016447,-0.0137555510008882,-0.0119891774891775,-0.048205271268399,-0.048205271268399,-0.0527507258138535,0.00309506263817244,-0.0357509157509158,-0.0256410256410256,-0.0302564102564103,0.0425231778633576,0.0449313485557938,0.0434141071764834,0.0442138604112969,0.0557025126250891,-0.164046421741355,-0.0611196449906127,-0.0621196449906127,-0.0651305683563748,-0.06642089093702,0.0455826557354623,-0.0672377046770732,0.0559313567459451,-0.118465599403058,-0.204152915291529,-0.246218487394958
"RAS",0.162352941176471,0.155422248107164,0.22,0.120301914580265,0.207339622641509,0.06,0.06,0.1,0.1,0.0666666666666667,0.1,0.1,0,-0.1,0,-0.129224030037547,-0.1,-0.144117647058824,0.158241671594717,-0.144117647058824,-0.15,0.138079650845608,-0.15,0.000372827563737339,0.100714285714286,0.0667234262125903,0.095,-0.0807692307692308,0.12,0.0640615384615385,-0.00269841269841269,0.0045736434108527,0.0807692307692308,0.0807692307692308,-0.0307692307692308,-0.0686842105263158,-0.0932969215491559,-0.05,-0.0763157894736842,0.131617647058824,0.146025076017063,0.144608645422162,-0.0351156466099835,0.161844532279315,-0.052409046214356,-0.112,-0.117084745762712,-0.137662337662338,-0.131539888682746,0.0214559028799298,-0.130830039525692,0.269938028658959,-0.120301914580265,-0.213852813852814,-0.18
"TGFR",0.252698412698413,0.256953731847349,0.328888888888889,0.139414184154049,0.113852813852814,0.177005012531328,0.181656175322026,0.103333333333333,0.11367816091954,0.155952380952381,0.0866666666666667,0.141666666666667,0.166666666666667,0.0333333333333333,0,0.0235518040383979,0.0142857142857143,0.0314465408805031,0.0855200529337688,0.0123989218328841,0.0333333333333333,0.170922630815869,0.0142857142857143,0.0944219674582812,0.150130307653191,-0.167987548780627,-0.175689223057644,0.0547619047619048,-0.180952380952381,-0.00538634829513583,0.00606885188098402,0.136454947722466,-0.0547619047619048,-0.0547619047619048,-0.0483291562238931,0.173467000835422,0.00814355412221946,-0.00666666666666667,0.00022988505747126,-0.00530214763933571,-0.0332627308440988,-0.032642713129307,-0.0313205459217749,-0.0286563950011733,-0.204595609539294,-0.10742816091954,-0.104603302162478,-0.103440860215054,-0.105220219645659,-0.0340354145558332,-0.107543520309478,-0.100153364870398,-0.139414184154049,-0.140383365821962,-0.338412698412698
"Jagged",0.211111111111111,0.231111111111111,0.2,0.144685990338164,0.18974358974359,0.0333333333333333,0.0666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0.0215384615384615,0,0.06,0.0347186147186147,0.06,0,0.111,0,0.0751131221719457,0.105555555555556,-0.02,0,0.0933333333333333,0.1,-0.00787878787878788,-0.0442857142857143,-0.0494252873563218,-0.0933333333333333,-0.0933333333333333,-0.0842424242424242,0.02,-0.105714285714286,-0.1,-0.12,-0.0215384615384615,-0.0157442557442557,-0.0124475524475524,-0.0448070175438597,-0.0328571428571428,-0.191666666666667,-0.0583333333333333,-0.0814102564102564,-0.0666666666666667,-0.0619047619047619,-0.0235174684470459,-0.166666666666667,-0.0227490347490347,-0.144685990338164,-0.18,-0.2
"DELTA",0.211111111111111,0.231111111111111,0.2,0.144685990338164,0.18974358974359,0.0333333333333333,0.0666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0.0215384615384615,0,0.06,0.0347186147186147,0.06,0,0.111,0,0.0751131221719457,0.105555555555556,-0.02,0,0.0933333333333333,0.1,-0.00787878787878788,-0.0442857142857143,-0.0494252873563218,-0.0933333333333333,-0.0933333333333333,-0.0842424242424242,0.02,-0.105714285714286,-0.1,-0.12,-0.0215384615384615,-0.0157442557442557,-0.0124475524475524,-0.0448070175438597,-0.0328571428571428,-0.191666666666667,-0.0583333333333333,-0.0814102564102564,-0.0666666666666667,-0.0619047619047619,-0.0235174684470459,-0.166666666666667,-0.0227490347490347,-0.144685990338164,-0.18,-0.2
"TWIST1",0.152647596656217,0.156064453148245,0.164242424242424,0.150328398574013,0.0833350550741855,0.137545787545788,0.144325448562737,0.111111111111111,0.115111111111111,0.142307692307692,0.1,0.15,0.2,0.0333333333333333,0.0333333333333333,0.0421729471075793,0.0333333333333333,0.0393617021276596,0.0592293438408334,0.0384210526315789,0.05,-0.01805691765646,0.05,0.0473275710873897,0.138982697519283,-0.113956305429375,-0.112463768115942,0.0469479088391169,-0.0733333333333333,0.0692121720294868,0.0333362155473933,-0.0404549225552119,-0.0469479088391169,-0.0469479088391169,-0.0503725663733635,0.112463768115942,-0.0175057786378541,-0.0162962962962963,-0.0137321937321937,-0.0408210526315789,-0.0412384359778969,-0.0386507419008411,-0.018357295163653,-0.0581470142760465,-0.136184429001906,-0.127439878234399,-0.12399160237233,-0.0875693875693876,-0.0826188925198826,-0.0363271634570618,-0.0872726143912585,-0.0574887777691092,-0.150328398574013,-0.0626767587865986,-0.153897596656217
"TGF",0.338412698412698,0.252698412698413,0.34,0.150357580380464,0.113852813852814,0.155952380952381,0.177005012531328,0.0866666666666667,0.103333333333333,0.141666666666667,0.0666666666666667,0.166666666666667,0.2,0,0,0.0314465408805031,0,0.0333333333333333,0.0826215022091311,0.0142857142857143,0.0333333333333333,0.166296296296296,0.0142857142857143,0.0870145600508738,0.137630307653191,-0.173467000835422,-0.180952380952381,0.056547619047619,-0.166666666666667,0.00311805053184364,-0.00048136645962733,0.131320473394837,-0.056547619047619,-0.056547619047619,-0.0547619047619048,0.175689223057644,0.00022988505747126,-0.00666666666666667,-0.00666666666666667,-0.0123989218328841,-0.032642713129307,-0.0235518040383979,-0.0299576839115534,-0.0333774250440917,-0.207250476795931,-0.11367816091954,-0.10742816091954,-0.106666666666667,-0.103440860215054,-0.0261832205604521,-0.107543520309478,-0.0971291713220107,-0.150357580380464,-0.134210526315789,-0.328888888888889
"cateninmemb",0.0973732446415373,0.100809049343165,0.107454545454545,0.174396578287089,0.189703964663836,0.218941798941799,0.226734006734007,0.15,0.1625,0.215238095238095,0.166666666666667,0.22,0.2,0.150980392156863,0.133333333333333,0.167259461924305,0.150980392156863,0.171607288011261,-0.151767752487393,0.170707737786374,0.167259461924305,-0.110292766641107,0.167259461924305,0.0800949369559687,0.128363806844819,-0.074756785563335,-0.0586096256684492,0.229019607843137,-0.0527272727272727,0.0522156283608798,-0.184737163581952,-0.213000339987454,-0.229019607843137,-0.229019607843137,-0.231254244714646,0.0720116875241193,0.225247479708668,0.216172248803828,0.223388743649189,-0.166041071119707,-0.166947722450599,-0.165640532908115,0.0145196835577755,-0.238461071677417,-0.198921901013823,-0.176478494623656,-0.180415502497672,-0.0230144927536232,-0.0213195774993859,-0.12550805678641,0.00637917155880046,-0.227330256042898,-0.174396578287089,0.0755198459269959,-0.100787878787879
"SHH",0.333333333333333,0.373333333333333,0.2,0.225,0.26,0.1,0.15,0,0.1,0,0,0,0,0.1,0,0.05,0.2,0.1,-0.0371428571428572,0.2,0.1,0.1,0.2,0.0245977011494253,0.2,0.02,0.1,0.25,0,0.0166666666666667,-0.2,-0.192307692307692,-0.25,-0.25,-0.242307692307692,0,0.2,0.1,0.2,-0.15,-0.0911111111111111,-0.0966666666666667,0.0288888888888889,-0.219047619047619,-0.266666666666667,-0.133333333333333,-0.253333333333333,-0.0666666666666667,-0.0833333333333333,-0.0736917562724014,-0.0666666666666667,-0.230909090909091,-0.225,-0.15,-0.233333333333333
"Patched",0.373333333333333,0.39,0.233333333333333,0.241666666666667,0.26,0.15,0.192857142857143,0.1,0.133333333333333,0.1,0,0,0,0.1,0.1,0.0966666666666667,0.2,0.05,-0.0556613756613757,0.15,0.1,0.0814814814814815,0.2,0.015264367816092,0.211111111111111,0.0123076923076923,0,0.242307692307692,0.1,0.00952380952380952,-0.19,-0.197069597069597,-0.242307692307692,-0.242307692307692,-0.267307692307692,-0.02,0.190909090909091,0.2,0.2,-0.1875,-0.0940237324703344,-0.0911111111111111,0.0415102481121899,-0.246320346320346,-0.263440860215054,-0.253333333333333,-0.253333333333333,-0.0833333333333333,-0.0833333333333333,-0.0764695340501792,-0.0743589743589744,-0.236403596403596,-0.241666666666667,-0.15,-0.333333333333333
