"","FOXC2","TGF","SNAI1","IKK","Csn","SUFU","NOTCH","NFB","TrCP","ERK","EGR1","MEK","cfos","SNAI2","RAF","STAT","Wnt","Ecadherin","cMet","AXIN2","SRC","CD44","cateninmemb","Destcompl","LIV1","cateninnuc","TCFLEF","GLI","Frizzled","RAS","DSH","PI3K","DELTA","GSK3","ZEB1","TWIST1","SOSGRB2","FUS","NOTCHic","Csl","AKT","Jagged","Patched","SMO","RKIP","SHH","ILK","SMAD","HEY1","PAK1","CDC42","TGFR","miR200","ZEB2","KLF4"
"CD44",0.0666666666666667,0.0733333333333333,-0.0123338649654439,-0.1,0,0.1,0.379699248120301,-0.1,-0.1,-0.185,-0.1,-0.215,-0.125,0.324839604839605,-0.414285714285714,0.1,-0.1,0.218695038540875,0,-0.1,0,-0.0666666666666667,0.191483516483516,0.243233657099203,0.1,0.0596541443053071,0.0550387596899225,0.0666666666666667,0.1,0.411428571428571,0,0.414285714285714,0.414285714285714,0.364285714285714,0.0301587301587302,-0.0829304029304029,-0.319047619047619,-0.1,-0.342857142857143,-0.3,0.133333333333333,-0.136783216783217,-0.15,-0.15,-0.193703703703704,-0.140909090909091,-0.15,-0.156122448979592,-0.172514619883041,-0.133333333333333,-0.0733333333333333,-0.0733333333333333,-0.0877821695212999,-0.0904761904761905,0.00952380952380952
"cMet",0.060337552742616,0.0626950354609929,-0.0225033564908676,-0.133333333333333,-0.1,0.1,0.390337545992641,-0.1,0,-0.215,-0.125,-0.213181818181818,-0.185,0.328489239876101,-0.411428571428571,0,-0.0666666666666667,0.213351527090493,-0.0666666666666667,-0.0857142857142857,0,-0.0550387596899225,0.193974619686363,0.252693116558663,0.1,0.0534394550397704,0.0596541443053071,0.053030303030303,0.1,0.415202156334232,0.1,0.411428571428571,0.411428571428571,0.388479262672811,0.0251082251082251,-0.081806807424785,-0.339047619047619,-0.15,-0.379699248120301,-0.342857142857143,0.145833333333333,-0.14547886895713,-0.140909090909091,-0.15,-0.19,-0.153409090909091,-0.156122448979592,-0.163395176252319,-0.182318541451668,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.0830946695212999,-0.0793650793650793,0.00952380952380952
"FUS",0.0128947368421053,0.053664941537282,-0.119363533605773,0.00771428571428571,0.05,-0.133333333333333,0.0522727272727273,0.0357142857142857,0.1,-0.0536130536130536,0,-0.0501647777509847,-0.0384615384615385,-0.227584139365728,-0.0922406082289803,0.1,0.0430555555555556,-0.0329509127648797,0.152222222222222,0.311783069504209,0.146666666666667,0.159018338727077,-0.148549801386996,0.408815194311714,0.1,-0.176799884984023,-0.167289015418806,-0.0507478632478632,-0.0375,0.101410913905836,0,0.0922406082289803,0.0922406082289803,0.347889018256262,-0.0880602058854112,-0.030829882854829,-0.187314439946019,0.0133333333333333,-0.0522727272727273,-0.0272727272727273,-0.0192527472527473,-0.127176005609741,0.00361111111111111,0.0258333333333333,0.0918114874815906,-0.00345959595959596,-0.00126984126984127,-0.00449564772145417,-0.00431597388119127,-0.0933333333333334,-0.0766666666666667,-0.0685585585585586,-0.0519267839984722,-0.0774505216456969,-0.0885245901639344
"IKK",-0.125627705627706,-0.117470707070707,-0.0463599095278485,0.019047619047619,0.1,0.1,0.135930735930736,0.0857142857142857,0,0.0137142857142857,0,-0.0285079365079365,-0.0142857142857143,-0.29145178619393,-0.0998790078644888,0,0.00341880341880342,-0.0423820248818667,0.00341880341880342,-0.00357142857142858,0.0111111111111111,0.00495726495726496,-0.0161024729460484,0.245698713297164,-0.1,-0.0256967343129111,-0.0202115022454005,-0.00495726495726496,-0.0111111111111111,0.113963514906742,0,0.0998790078644888,0.0998790078644888,0.320457875457875,-0.0112932330827068,0.143464052287582,0.0525210084033613,-0.08,-0.131168831168831,-0.145454545454545,-0.00553410553410553,-0.0531521399562637,-0.123703703703704,-0.12,0.0438069216757741,-0.120255427841635,-0.1,-0.102970297029703,-0.105263157894737,0.1,0.0888888888888889,0.107070707070707,0.0117391304347826,0.0207669172932331,0.00366300366300366
"NFB",-0.131603801245235,-0.122533998209948,-0.0493736081579855,0.00553410553410553,0.0857142857142857,0.08,0.139156542382349,0.019047619047619,0.1,-0.0285079365079365,-0.0142857142857143,-0.0356974789915966,0.0137142857142857,-0.298768859364661,-0.113963514906742,0.0111111111111111,0.00495726495726496,-0.0435056203874846,0.00495726495726496,0.00706686930091185,0.00341880341880342,0.0202115022454005,-0.0164192628087728,0.254668812964938,0,-0.025461440195264,-0.0256967343129111,-0.0206876020359166,-0.00341880341880342,0.112470977593309,-0.0111111111111111,0.113963514906742,0.113963514906742,0.333399051928464,-0.0155077924696799,0.138067226890756,0.0704157452454666,-0.12,-0.135930735930736,-0.131168831168831,-0.00108966108966109,-0.0639435068627385,-0.120255427841635,-0.123703703703704,0.0553453832142357,-0.122665066395852,-0.102970297029703,-0.0959071000036807,-0.112406015037594,0.0888888888888889,0.107070707070707,0.117470707070707,0.0211046893471693,0.0249814766802063,0.020970695970696
"SUFU",-0.00420987331853206,-0.0451836792098658,0.130777502941378,-0.0192527472527473,-0.0357142857142857,0.0133333333333333,-0.0625901875901876,-0.00771428571428571,-0.05,0.0501647777509847,0.0384615384615385,0.0667605224318357,0.0536130536130536,0.23476937338023,0.101410913905836,-0.146666666666667,-0.0507478632478632,0.0326419529296583,-0.159018338727077,-0.320916558965567,-0.152222222222222,-0.167289015418806,0.154143252955891,-0.423009771664186,-0.1,0.180840805700136,0.176799884984023,0.0585545546976774,0.0430555555555556,-0.110904584791912,0.0375,-0.101410913905836,-0.101410913905836,-0.362027835736982,0.087094022310532,0.0310360684218393,0.18801374064532,-0.0258333333333333,0.0522727272727273,0.0522727272727273,0.0132124787963714,0.133589307272448,0.00345959595959596,-0.00361111111111111,-0.0987502629917947,0.00847890097890098,0.00449564772145417,0.00287901954593454,0.00913525098962501,0.0766666666666667,0.0685585585585586,0.053664941537282,0.044491839760554,0.0658563187471461,0.0699617159124374
"RKIP",-0.148688476274683,-0.152327547841567,-0.233364287730223,-0.0142857142857143,0,0.1,0.23034188034188,-0.0142857142857143,0,-0.216551724137931,-0.17,-0.227190022010271,-0.22,0.298025878650114,-0.228571428571429,0,0.03,0.134741746651448,0.0263157894736842,0.0273792780121894,0,0.0301619433198381,0.11082645670881,0.316770959254782,0,-0.0360766393108699,-0.0322598454177402,-0.0338461538461538,0,0.237973137973138,0,0.228571428571429,0.228571428571429,0.326871552403467,-0.0258900047824008,0.128205585264409,-0.107174603174603,-0.1,-0.211111111111111,-0.211111111111111,0.0233766233766234,-0.119015280135823,-0.104,-0.1,0.0254201680672269,-0.115475409836066,-0.107702182284981,-0.10671208327508,-0.127835849787069,0.133333333333333,0.14,0.14952380952381,0.0566865546330224,0.0907441415590627,0.0847441415590627
"Csn",-0.176238412782134,-0.190070657029122,-0.236386761578,-0.140833333333333,-0.12,0.0142857142857143,0.181356143856144,-0.128333333333333,-0.02,-0.138051948051948,-0.09,-0.149510281385281,-0.126363636363636,-0.118843724567661,-0.275998215405878,0.15,0.180494391358538,-0.0247043865151302,0.180494391358538,0.222806303116147,0.167241379310345,0.19071661358076,-0.0865204475067763,0.521059705751009,0.133333333333333,-0.203500622645074,-0.196825938339602,-0.190538059480808,-0.167241379310345,0.282332188534477,-0.15,0.275998215405878,0.275998215405878,0.581647110813297,-0.0377502067824648,0.0125253233598255,-0.0239340481955494,-0.0253968253968254,-0.170779220779221,-0.159090909090909,0.146433333333333,-0.0632108373573955,-0.0359540101475585,-0.0284271284271284,0.182897775059255,-0.0375933544098536,-0.000681935817805383,-0.00145314404402646,-0.0099640088593577,0.152272727272727,0.165705563093623,0.179808127196187,0.0824353217837711,0.114023159636063,0.100051712992889
"HEY1",-0.0218116331697699,-0.070310421286031,-0.0977539819319193,-0.0247619047619048,0,0,0.0517219947713708,-0.02,0.1,0.0149732620320856,0,0.0160041898671371,0.00909090909090909,-0.10530505641693,-0.0215384615384615,0,0.0224350205198358,-0.0508921493741719,0.0224350205198358,0.114744832632157,0.0294117647058824,0.0198263248676619,-0.13682375438473,0.17100429819773,-0.0333333333333333,-0.0328877125568042,-0.0295253215231803,-0.0207108825888014,-0.0294117647058824,0.0303619909502262,0,0.0215384615384615,0.0215384615384615,0.161526217975518,-0.0557636738906089,0.0272854030501089,-0.0533733562035449,0.0333333333333333,-0.0630622009569378,-0.0472727272727273,0.0210582010582011,-0.0144246058788787,0.0104166666666667,0.0166666666666667,0.0906101834673263,0.00504032258064516,0.004,0.0112463768115942,-0.00123758594346829,0.0590909090909091,0.0550909090909091,0.0590909090909091,0.121538461538462,0.141001031991744,0.133333333333333
"RAS",-0.17,-0.176400698893419,-0.262369714847591,-0.24,-0.2,0.1,0.360923535253227,-0.233333333333333,-0.1,-0.260789473684211,-0.22,-0.274514963880289,-0.245,0.176397433554481,-0.445128205128205,0.1,0.144117647058824,0.0249192553613452,0.144117647058824,0.187931488801054,0.15,0.167521902377972,-0.0420642361772576,0.448911710539618,0,-0.185534541297127,-0.176752671608742,-0.169117647058824,-0.15,0.348974358974359,-0.1,0.445128205128205,0.445128205128205,0.51578811369509,-0.088140648011782,0.0115657392253137,-0.118614718614719,-0.1,-0.355263157894737,-0.35,0.234444444444445,-0.150881135422827,-0.12,-0.1,0.0461006289308176,-0.108135593220339,-0.0909090909090909,-0.0970315398886828,-0.103557312252964,0.1,0.14,0.163529411764706,0.152523076923077,0.188435198821797,0.166785714285714
"Jagged",-0.215714285714286,-0.223111111111111,-0.15,-0.0333333333333333,0,0,-0.108571428571429,0,0,0.02,-0.1,0.0533333333333333,0,-0.190020110608346,0.04,0,0.04,-0.0823859649122807,0.04,0.0857142857142857,0.1,0.0476923076923077,-0.115363087616609,0.113822393822394,0,-0.0688711288711289,-0.0567832167832168,-0.0476923076923077,-0.1,-0.0490909090909091,0,-0.04,-0.04,0.106130268199234,0.0519323671497584,0.104,0.08,0,0.08,0.1,-0.0222222222222222,0.00337662337662337,-0.0166666666666667,0.0333333333333333,0.123076923076923,0.0371794871794872,0.05,0.0547619047619048,0.15,0.2,0.2,0.211111111111111,0.252121212121212,0.291545893719807,0.261111111111111
"cateninmemb",-0.0652534113060429,-0.154086163090794,-0.298185680497209,0.00878306878306879,0.04,0.166666666666667,0.149413894393572,0.0161904761904762,0.1,-0.0364319973537681,-0.0236363636363636,-0.0493731738243564,-0.0354010695187166,-0.264551334319319,-0.0129788838612368,0.207843137254902,0.23222164567511,-0.145536794542031,0.231382065465215,0.302461780589717,0.228773369813041,0.241081062120734,-0.245446016620718,0.406130807207156,0.166666666666667,-0.258015573575793,-0.251666367226587,-0.24222164567511,-0.228773369813041,0.0216381017383318,-0.207843137254902,0.0129788838612368,0.0129788838612368,0.38302654837817,-0.124104979482439,-0.114999622692031,-0.0951709247389486,-0.166666666666667,-0.146068169486509,-0.138851674641148,-0.00748436748436749,-0.21711273549828,-0.190994623655914,-0.179166666666667,0.268592251337035,-0.19256942680552,0.016,0.0186634382566586,-0.000470260099158636,0.115454545454545,0.124787878787879,0.140885439763489,0.222891862947729,0.295885605427005,0.275902484763244
"NOTCHic",-0.220980908492429,-0.230795516288839,-0.166589336589337,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0.00110599078341014,0.0222222222222222,0,0.0176190476190476,0.02,0.0261904761904762,0.0533333333333333,-0.200273421462859,0.0418445322793149,0.04,0.0567832167832168,-0.0889400823849873,0.0567832167832168,0.101096885294999,0.0476923076923077,0.0688711288711289,-0.112608290084669,0.125436100987503,0.1,-0.0663598342769553,-0.0619323533609248,-0.0686111737724641,-0.0476923076923077,-0.0512041381906449,-0.04,-0.0418445322793149,-0.0418445322793149,0.119353408695101,0.0578582930756844,0.0957706001492378,0.115406698564593,-0.0166666666666667,-0.00110599078341014,0.108571428571429,0.0310077519379845,-0.000989331982709468,0.0371794871794872,0.0371794871794872,0.13920125527702,0.0447063688999173,0.0714285714285714,0.0735868448098664,0.16819397993311,0.211111111111111,0.223111111111111,0.226336917562724,0.272765307909817,0.307842190016103,0.298688750862664
"Csl",-0.222705046423464,-0.234650391572285,-0.175680245680246,-0.0310077519379845,0.0222222222222222,0.0166666666666667,0.00383326351068287,-0.0333333333333333,-0.0333333333333333,0.0261904761904762,0.0533333333333333,0.0207556935817805,0.0176190476190476,-0.201391989695521,0.0512041381906449,0.0476923076923077,0.0686111737724641,-0.0912656637803362,0.0688711288711289,0.100325677068777,0.0567832167832168,0.0619323533609248,-0.116889635650419,0.130493992517058,0.04,-0.0690470841340165,-0.0663598342769553,-0.0613531092563351,-0.0567832167832168,-0.0427482558377038,-0.0476923076923077,-0.0512041381906449,-0.0512041381906449,0.121267988960197,0.0578582930756844,0.103219810081518,0.106463609133699,0.0371794871794872,-0.00110599078341014,-0.00110599078341014,0.0426356589147287,0.00421900135062387,0.0447063688999173,0.0371794871794872,0.139662084770108,0.0412580930378483,0.0735868448098664,0.0758090670320886,0.172769143331803,0.223111111111111,0.226336917562724,0.230795516288839,0.279519120545982,0.313919538082401,0.308688750862664
"TGF",-0.364736024844721,-0.361865079365079,-0.309548633184997,-0.188095238095238,-0.166666666666667,-0.0666666666666667,0.0736781609195402,-0.216666666666667,-0.2,-0.152882205513784,-0.133333333333333,-0.181771094402673,-0.147619047619048,-0.0639230833249753,-0.204761904761905,0.1,0.0571428571428571,-0.0946089502840242,0.0666666666666667,0.111111111111111,0.0666666666666667,0.0836477987421384,-0.131234190296261,0.190548436242765,0,-0.095729138455057,-0.0981214829526647,-0.0741239892183288,-0.0571428571428571,0.210119047619048,-0.1,0.204761904761905,0.204761904761905,0.351340353492995,-0.0448503340036521,0.212777777777778,-0.0894736842105263,0.0866666666666667,-0.0633333333333333,-0.0733333333333333,0.214411027568922,0.0540500736377025,0.0705747126436782,0.0533333333333333,0.136796536796537,0.0799497126436782,0.0893939393939394,0.0974584555229717,0.0924564796905223,0.22,0.242222222222222,0.256507936507937,0.271116670685636,0.340504819360655,0.329595728451564
"SMAD",-0.280366561059499,-0.281749731848322,-0.244652127890031,-0.144864612511671,-0.0944444444444444,-0.0833333333333333,-0.0758347016967707,-0.146825396825397,-0.15,-0.0261815453863466,0,-0.0338738530786543,-0.0354838709677419,-0.21447713525089,-0.0524530142346736,0.0542857142857143,0.0777472527472527,-0.100285693870988,0.0846778711484594,0.116886098386563,0.070952380952381,0.0784960529666412,-0.130147620307186,0.17127313598678,0.04,-0.0885170999835599,-0.0840591465894363,-0.0712724326033679,-0.0642857142857143,0.0629793300241473,-0.0476190476190476,0.0524530142346736,0.0524530142346736,0.249122861265718,0.0300314461934779,0.123628570685156,0.112644188110027,0.133333333333333,0.0798029556650246,0.080952380952381,0.154197945845005,0.0935700321184192,0.136085626911315,0.133333333333333,0.196167703052046,0.133483396428044,0.16426349905802,0.066644451438972,0.178815534699843,0.264285714285714,0.26851106639839,0.275773636230793,0.304971181086978,0.353974245373691,0.344468455946432
"PI3K",-0.291570267131243,-0.306501673840268,-0.370442834138486,-0.227450980392157,-0.233333333333333,0,0.175062034739454,-0.233333333333333,-0.2,-0.174509803921569,-0.133333333333333,-0.195821279331405,-0.133333333333333,-0.139957244326436,-0.237316017316017,0.2,0.224154589371981,-0.121555759704165,0.224154589371981,0.271333333333333,0.211111111111111,0.241077666295058,-0.169683842647728,0.525127754594041,0.1,-0.26333405863008,-0.258591790588843,-0.241077666295058,-0.211111111111111,0.248274921425606,-0.2,0.237316017316017,0.237316017316017,0.491125541125541,-0.0310598536118279,0.0188417110726448,0.0573076923076923,0,-0.165384615384615,-0.15,0.26078431372549,-0.0746491228070175,-0.0179487179487179,-0.0333333333333333,0.305510665804783,-0.0235042735042735,0.0407042817126851,0.0543042817126851,0.0298119934079978,0.225,0.266176470588235,0.286176470588235,0.300296048656704,0.379823912232014,0.357675438596491
"ILK",-0.291570267131243,-0.306501673840268,-0.370442834138486,-0.227450980392157,-0.233333333333333,0,0.175062034739454,-0.233333333333333,-0.2,-0.174509803921569,-0.133333333333333,-0.195821279331405,-0.133333333333333,-0.139957244326436,-0.237316017316017,0.2,0.224154589371981,-0.121555759704165,0.224154589371981,0.271333333333333,0.211111111111111,0.241077666295058,-0.169683842647728,0.525127754594041,0.1,-0.26333405863008,-0.258591790588843,-0.241077666295058,-0.211111111111111,0.248274921425606,-0.2,0.237316017316017,0.237316017316017,0.491125541125541,-0.0310598536118279,0.0188417110726448,0.0573076923076923,0,-0.165384615384615,-0.15,0.26078431372549,-0.0746491228070175,-0.0179487179487179,-0.0333333333333333,0.305510665804783,-0.0235042735042735,0.0407042817126851,0.0543042817126851,0.0298119934079978,0.225,0.266176470588235,0.286176470588235,0.300296048656704,0.379823912232014,0.357675438596491
"Wnt",-0.384777327935223,-0.401739130434783,-0.371273291925466,-0.153333333333333,-0.1,0,0.180952380952381,-0.133333333333333,-0.1,-0.133333333333333,-0.1,-0.174509803921569,-0.133333333333333,-0.253189655172414,-0.261654135338346,0.1,0.2,-0.115983852234836,0.2,0.260606060606061,0.2,0.236842105263158,-0.17614406779661,0.557658120456421,0,-0.277475974704974,-0.258270676691729,-0.236842105263158,-0.3,0.275290498974709,-0.2,0.261654135338346,0.261654135338346,0.606269592476489,-0.012338593974175,0.104411764705882,0.0575757575757576,0,-0.164285714285714,-0.15,0.140833333333333,-0.0772303921568628,-0.0454545454545455,0,0.271666666666667,-0.0216450216450216,0.0384615384615385,0.0361359570661896,0.0317948717948718,0.3,0.333333333333333,0.38,0.283838383838384,0.382639885222382,0.341176470588235
"AKT",-0.303600342319213,-0.319492610396159,-0.389741079752521,-0.26078431372549,-0.233333333333333,0,0.188476668885796,-0.227450980392157,-0.233333333333333,-0.195821279331405,-0.133333333333333,-0.211011152749126,-0.174509803921569,-0.147494932768647,-0.248274921425606,0.211111111111111,0.241077666295058,-0.123828486976893,0.241077666295058,0.289022864019254,0.224154589371981,0.258591790588843,-0.174882619406138,0.542083916711493,0.2,-0.272257135553157,-0.26333405863008,-0.258396102049248,-0.224154589371981,0.251889379256932,-0.211111111111111,0.248274921425606,0.248274921425606,0.518141670157799,-0.0242105385433348,0.0167010382897702,0.0573076923076923,-0.0333333333333333,-0.175062034739454,-0.165384615384615,0.169875222816399,-0.0792848843964215,-0.0235042735042735,-0.0179487179487179,0.316069672015964,-0.0203463787674314,0.0543042817126851,0.0532941807025841,0.0425939482952159,0.266176470588235,0.286176470588235,0.306501673840268,0.310456476464191,0.403111583464891,0.382461763382816
"GSK3",-0.433821714800907,-0.456029311798135,-0.439565137143499,-0.190330459770115,-0.140833333333333,0.0454545454545455,0.224379150261503,-0.184583333333333,-0.153333333333333,-0.213217684734713,-0.174509803921569,-0.22799041200744,-0.200435729847495,-0.286663208558771,-0.297148060897116,0.236842105263158,0.277224925057742,-0.132675298777,0.277475974704974,0.319121968410825,0.258270676691729,0.28319026041926,-0.197671966268581,0.632351325690099,0.2,-0.302831904043012,-0.29592400930617,-0.282885302416233,-0.258270676691729,0.311223691149217,-0.236842105263158,0.297148060897116,0.297148060897116,0.594009155180052,-0.0249834943173057,0.118146526597672,0.0725144811701817,-0.0216450216450216,-0.215807721690075,-0.202521008403361,0.206569776009431,-0.0989544739182896,-0.0314807627888966,-0.0345482474514733,0.339482622640517,-0.0391362651812411,0.0508917320617812,0.0579382088234004,0.0370248354620461,0.401739130434783,0.423643892339545,0.44141392718275,0.350628523732016,0.456481525215844,0.439254839266174
"Destcompl",-0.356732548808826,-0.384407570650765,-0.571650306825299,-0.195668960886352,-0.161904761904762,0.144444444444444,0.26241490423071,-0.174948240165631,-0.133333333333333,-0.274624173640567,-0.224102564102564,-0.293189574484449,-0.254405594405594,-0.403435314928115,-0.273842509081259,0.341269841269841,0.389838944755532,-0.110139570602734,0.389439949632139,0.451241367117419,0.370036964557512,0.40809666605005,-0.366190444640391,0.679420958847909,0.305555555555556,-0.431440221546616,-0.420425433173337,-0.408577349208222,-0.370036964557512,0.284674534198998,-0.341269841269841,0.273842509081259,0.273842509081259,0.743588236958427,-0.165529785765678,0.0507092565437299,-0.000355706556991939,-0.168582375478927,-0.248186447316882,-0.230795142969056,0.206407215919909,-0.320910933862986,-0.185177490208757,-0.174296661193213,0.470937554177897,-0.188078844173941,0.0322222222222222,0.0349122807017544,0.0151778136393521,0.314285714285714,0.341182266009852,0.365392792325642,0.369267467034869,0.503727809347606,0.477760432613786
"AXIN2",-0.368071748704067,-0.393630894431626,-0.588651331771599,-0.215942028985507,-0.166666666666667,0.15,0.296163212084265,-0.197101449275362,-0.133333333333333,-0.296042853886483,-0.22,-0.321560095265793,-0.261463414634146,-0.430643364765748,-0.296751045410215,0.326666666666667,0.405335471798984,-0.119483232346194,0.405335471798984,0.77318364804917,0.370852713178295,0.430256607445672,-0.391465446065814,0.795353304844917,0.266666666666667,-0.466762335556675,-0.451241367117419,-0.430492704503387,-0.370852713178295,0.315648683205491,-0.326666666666667,0.296751045410215,0.296751045410215,0.747360451016058,-0.215745560435014,0.0468493325220844,-0.00494510320597277,-0.173076923076923,-0.273865914786967,-0.243508771929825,0.235942028985507,-0.348478489782838,-0.209386446886447,-0.196886446886447,0.489298219701446,-0.220861856722512,0.0204738900391074,0.0264262709914884,0.00566319724534735,0.282916666666667,0.331064814814815,0.365578089151098,0.377956341806831,0.506795827197521,0.469675420500815
"ZEB2",-0.424055944055944,-0.399708651137223,-0.341646701915063,-0.283333333333333,-0.277777777777778,-0.275,-0.261699873896595,-0.227777777777778,-0.2,-0.164275608375778,-0.158333333333333,-0.156958535205046,-0.132017543859649,-0.0986818751899654,-0.048982683982684,-0.04,-0.0357109557109557,-0.0279620430449406,-0.0278947368421053,-0.0259962451599894,-0.02,-0.0112280701754386,-0.00767870561237723,-0.00375713762811607,0,0.0103884872231796,0.0154534222881147,0.0191971942430658,0.0254545454545455,0.0380619131047397,0.0454545454545455,0.048982683982684,0.048982683982684,0.106450984055191,0.128752251096539,0.196128154471242,0.21032967032967,0.232142857142857,0.252410256410256,0.256410256410256,0.269314641744548,0.26980539802118,0.276672473867596,0.286428571428571,0.292737520128824,0.295763382958505,0.329859412887582,0.334127705570509,0.336010602300925,0.361038961038961,0.381038961038961,0.391243042671614,0.425909497158365,0.54274402417172,0.620553378588734
"ZEB1",-0.375750877763362,-0.365682280034557,-0.370905051631571,-0.26461317227495,-0.246666666666667,-0.241666666666667,-0.193159536541889,-0.220350877192982,-0.166666666666667,-0.166,-0.15,-0.159392070484581,-0.146,-0.192418755509708,-0.00296299152204252,0.0102564102564103,0.0306999910658447,-0.176742713032724,0.03804215870213,0.152878062374278,0.041963727329581,0.0484588253687967,-0.262915460147841,0.20840841788052,0.0333333333333333,-0.0552805558097343,-0.0487247828156052,-0.041352912028044,-0.0364692218350755,-2.91344622094528e-05,-0.00476190476190476,0.00296299152204252,0.00296299152204252,0.21133071457318,0.102946753837044,0.133361004428966,0.149122807017544,0.216666666666667,0.18406862745098,0.195833333333333,0.253184600846378,0.198352297433907,0.245811051693405,0.257575757575758,0.325005568255085,0.25826656770764,0.316118763148494,0.319964916994647,0.320095836805681,0.329693486590038,0.345635515575546,0.354264957199911,0.434603617495931,0.54787152965211,0.525913484068652
"miR200",-0.379698729454827,-0.365279555182913,-0.353862803862804,-0.221804511278196,-0.18,-0.18,-0.211623945896301,-0.258947368421053,-0.2,-0.140649350649351,-0.114285714285714,-0.165819418676562,-0.154285714285714,-0.190343340042236,0.0362342135476464,0.06,0.0507605633802817,-0.0980534928858071,0.056325780771586,0.117916640390816,0.0295652173913043,0.0507078032434961,-0.179638909629831,0.164272275384142,0,-0.0621363746720676,-0.0638030413387342,-0.043068255687974,-0.024,-0.0185284778867985,-0.06,-0.0362342135476464,-0.0362342135476464,0.160037494426338,0.210551075268817,0.120025741130036,0.168668600902643,0.255,0.220098522167488,0.199408866995074,0.27086111505178,0.227269527691201,0.268502109704641,0.221666666666667,0.293413248141133,0.25763254448725,0.302395467528211,0.322144683829151,0.309209039548023,0.316666666666667,0.338235294117647,0.355977229601518,0.418291736484699,0.622661290322581,0.606625258799172
