"","KLF4","Patched","SMO","RKIP","Jagged","FUS","NFB","Csn","SUFU","MEK","TWIST1","DSH","SOSGRB2","SRC","RAF","PI3K","SNAI2","cateninnuc","cateninmemb","Ecadherin","TCFLEF","CD44","GSK3","GLI","cMet","RAS","DELTA","LIV1","Wnt","AXIN2","Frizzled","STAT","Destcompl","PAK1","CDC42","TGFR","TGF","EGR1","cfos","ERK","TrCP","Csl","NOTCHic","NOTCH","SNAI1","IKK","AKT","FOXC2","SHH","ILK","HEY1","SMAD","ZEB2","ZEB1","miR200"
"ERK",-0.140465783590804,-0.118079074252652,-0.112196721311475,-0.278587998753232,-0.216485966290341,-0.104,-0.135876623376623,-0.126785714285714,-0.1,-0.0751623862104389,-0.271582797556527,0.163333333333333,0.146322699953768,0.181713900134953,-0.0826517926517926,-0.0826517926517926,0.0237948945030624,0.195332681066619,0.193446358261461,0.130560327186481,-0.195471569955507,-0.193984581107924,0.106845373298501,-0.187115691326218,-0.192203410624463,0.0832018476572932,0.0826517926517926,-0.133333333333333,-0.185361305361305,-0.233015605911561,-0.174871794871795,-0.170175438596491,-0.279854082464636,0.0352380952380952,0.0361726746773476,0.0390923827065447,0.0393671079812699,0.180344827586207,0.178217168011739,0.0748838346784055,0.114285714285714,0.148523698523699,0.165312019691582,0.17389927730931,0.247622701832511,0.1417589763178,0.148180994666424,0.217122772640014,0.122426900339608,0.194647348896626,0.201621756805308,0.202854035826717,0.146609169908281,0.146609169908281,0.144715616462767
"CD44",-0.10952380952381,-0.15,-0.15,-0.271111111111111,-0.237855477855478,-0.1,-0.1,-0.1,-0.1,-0.23,-0.212893772893773,0,0.0166666666666667,0,0.0142857142857143,0.0142857142857143,-0.0667998667998668,0.272760882528324,0.268717948717949,0.217534469655846,-0.258914728682171,-0.233333333333333,0.0178571428571428,-0.233333333333333,-0.1,-0.0114285714285714,-0.0142857142857143,0.1,-0.2,-0.25,-0.1,0.1,-0.221264869584197,0.0666666666666667,0.0866666666666667,0.0991666666666667,0.0991666666666667,0.2,0.2,0.22,0,0.1,0.142857142857143,0.169172932330827,0.200637958532695,0.133333333333333,0.14,0.217916666666667,0.168181818181818,0.205555555555556,0.191812865497076,0.228004535147392,0.238095238095238,0.238095238095238,0.249736495388669
"cMet",-0.138095238095238,-0.168181818181818,-0.15,-0.28962962962963,-0.261768521333739,-0.15,-0.133333333333333,-0.1,-0.1,-0.231818181818182,-0.234242087500514,0.1,0.03,0.1,0.0114285714285714,0.0114285714285714,-0.0704495018363631,0.279540543545274,0.274767770782006,0.21880673428689,-0.272760882528324,-0.258914728682171,0.0226958525345622,-0.256060606060606,-0.233333333333333,-0.0152021563342318,-0.0114285714285714,0.1,-0.233333333333333,-0.283333333333333,-0.2,0,-0.2239675722869,0.0866666666666667,0.0991666666666667,0.0991666666666667,0.103421985815603,0.2,0.22,0.23,0.1,0.142857142857143,0.169172932330827,0.201087825947848,0.212502365312356,0.14,0.15875,0.239435654008439,0.177556818181818,0.228004535147392,0.213381492948056,0.249822716965574,0.261327561327561,0.261327561327561,0.274736495388669
"RAS",-0.265357142857143,-0.261333333333333,-0.233333333333333,-0.328314465408805,-0.204573230829884,-0.2,-0.233333333333333,-0.2,-0.1,-0.235067079463364,-0.168587015821058,-0.1,0.118614718614719,-0.05,-0.106153846153846,-0.106153846153846,-0.0129572752478915,-0.0495054015820058,0.0325824418043026,0.0823515422857769,0.0537546933667084,0.0537546933667084,-0.0986692506459948,0.0558823529411765,0.0558823529411765,0.00807692307692308,0.106153846153846,0,0.0558823529411765,0.0785507246376812,0.05,0.1,0.0703567959381913,0.06,0.08,0.0917647058823529,0.0927548048922539,0.22,0.22,0.225263157894737,0.2,-0.05,-0.0236842105263158,-0.00670307845084409,0.231710914454277,0.253333333333333,0.275555555555556,0.243492063492064,0.286757062146893,0.303463203463203,0.198221343873518,0.329993815708101,0.293192194403535,0.293192194403535,0.304215384615385
"SHH",-0.25,-0.2,-0.1,-0.2,-0.242857142857143,-0.2,0,0,-0.2,-0.02,-0.225,0,0.15,0.1,0,0,-0.0908045977011494,0.264444444444444,0.167885304659498,0.0161111111111111,-0.27,-0.25,0.192307692307692,-0.15,-0.2,-0.0230769230769231,0,0,-0.1,-0.371428571428571,0,-0.1,-0.231948051948052,0,-0.0333333333333333,-0.0333333333333333,0.00666666666666667,0,0.1,0,0,0.1,0.2,0.266666666666667,0.183333333333333,-0.1,0,0.275,0.08,0.133333333333333,0.133333333333333,0.183333333333333,0.325,0.325,0.316666666666667
"ILK",-0.309649122807018,-0.230769230769231,-0.2,-0.0997575953458306,-0.0726315789473684,-0.15,-0.233333333333333,-0.233333333333333,-0.1,-0.0828534692565551,-0.0235515731595561,-0.1,-0.0380769230769231,-0.133333333333333,0.00834632034632035,0.00834632034632035,0.0169316155073688,-0.158809521165841,-0.0677231225201969,0.0425985533874456,0.160252820134913,0.159687848383501,-0.115584415584416,0.159687848383501,0.155072463768116,-0.0110860463737176,-0.00834632034632035,0.1,0.155072463768116,0.204380952380952,0.133333333333333,0.1,0.230794243460617,-0.075,-0.0691176470588235,-0.0611176470588235,-0.0603046389287422,0.0666666666666667,0.0523809523809524,0.0582633053221289,0.2,-0.025,-0.00961538461538461,-0.0192928039702233,0.0944162640901771,0.262745098039216,0.290950226244344,0.132787456445993,0.247435897435897,0.23703081232493,0.225180775569233,0.25543081232493,0.334047827709885,0.334047827709885,0.33644788603805
"AKT",-0.331016644174539,-0.247435897435897,-0.230769230769231,-0.104105421432787,-0.0799163471592889,-0.2,-0.262745098039216,-0.233333333333333,-0.15,-0.0942458743198462,-0.0250806251473236,-0.133333333333333,-0.046965811965812,-0.155072463768116,0.0110860463737176,0.0110860463737176,0.0164291029445547,-0.15604029039661,-0.0653785761389533,0.0436591594480517,0.158809521165841,0.160252820134913,-0.111955383326351,0.161363826037132,0.159687848383501,-0.0108450825182959,-0.0110860463737176,0.1,0.159687848383501,0.209074093175176,0.155072463768116,0.133333333333333,0.228726418812148,-0.0691176470588235,-0.0611176470588235,-0.0603046389287422,-0.0612109833396184,0.0523809523809524,0.0582633053221289,0.0828534692565551,0.233333333333333,-0.00961538461538461,-0.0192928039702233,-0.0205123161653453,0.101684434516242,0.290950226244344,0.204081539375657,0.137298734641482,0.261120107962213,0.25543081232493,0.243977768050436,0.271255728149846,0.347746457846872,0.347746457846872,0.351421148070136
"DSH",-0.342218052269451,-0.244916911045943,-0.228787878787879,-0.122246087246087,-0.0951538124058644,-0.195454545454545,-0.178333333333333,-0.153333333333333,-0.15,-0.102345733615083,-0.0451275403778533,-0.125,-0.0412416851441242,-0.140789473684211,-0.00823246376499588,-0.00823246376499588,0.0244735475960033,-0.128457066205819,-0.026901344315251,0.0843824029085128,0.132820378761473,0.136153712094807,-0.117097307178514,0.137521499828001,0.140789473684211,0.0073921276305421,0.00823246376499588,0.1,0.140789473684211,0.187160863863837,0.140789473684211,0.125,0.232346656931586,-0.06,-0.0556521739130435,-0.0527950310559006,-0.0531434631116498,0.0666666666666667,0.0725490196078431,0.0910675381263617,0.133333333333333,-0.019047619047619,-0.0210084033613445,-0.0189105012634424,0.113709454796411,0.203333333333333,0.215977011494253,0.137853611097185,0.257800346628765,0.263255665342168,0.25024205357912,0.28023679741764,0.360640606814215,0.360640606814215,0.36384030857354
"GSK3",-0.355958510284719,-0.257800346628765,-0.244916911045943,-0.131519270203481,-0.103766951091996,-0.228787878787879,-0.203333333333333,-0.178333333333333,-0.195454545454545,-0.105186642705993,-0.0508893841678661,-0.140789473684211,-0.0379858711906358,-0.140789473684211,-0.0073921276305421,-0.0073921276305421,0.0225753595028195,-0.125891276732134,-0.0241604070915552,0.0861275461419669,0.128457066205819,0.132820378761473,-0.214767856263372,0.134691311148756,0.136153712094807,0.00802237973138244,0.0073921276305421,0.125,0.137521499828001,0.184877758841006,0.140789473684211,0.140789473684211,0.230338907724118,-0.0556521739130435,-0.0527950310559006,-0.0531434631116498,-0.0510921810603677,0.0725490196078431,0.0910675381263617,0.102345733615083,0.153333333333333,-0.0210084033613445,-0.0189105012634424,-0.0108585532114944,0.120243231097629,0.215977011494253,0.223669319186561,0.14471166532366,0.267369724619196,0.28023679741764,0.267197070880158,0.292680575528585,0.37267626803264,0.37267626803264,0.375915337881864
"AXIN2",-0.366252591510918,0.0637362637362638,0.078021978021978,-0.315850466737564,-0.395293619424054,0.0923076923076923,-0.188405797101449,-0.166666666666667,0.1,-0.188941307782398,-0.328013551820178,0.313333333333333,0.0833380084151473,0.338914728682171,-0.138006617591393,-0.138006617591393,-0.215869377169135,0.350301239165234,0.299911171377231,0.0292054689918581,-0.35112268317734,-0.351005449883084,0.336810391363023,-0.351309003243003,-0.347535418337343,0.136694281633387,0.138006617591393,-0.266666666666667,-0.347535418337343,0.0752455855552322,-0.338914728682171,-0.313333333333333,-0.331233484346732,0.12625,0.129953703703704,0.131723615208128,0.13337378022463,0.18,0.187317073170732,0.188251652609984,0.133333333333333,0.0849122807017544,0.10812656641604,0.122315755605229,0.305940832466645,0.204347826086957,0.216570048309179,0.352061911546689,-0.0516051161952801,0.283574879227053,0.279584191551737,0.300638371290545,0.376850775040475,0.376850775040475,0.389070914255696
"TCFLEF",-0.414527629233512,-0.205099846390169,-0.193809523809524,-0.369916884786702,-0.217462292972446,-0.17,-0.19012987012987,-0.17012987012987,-0.15,-0.285656213704994,-0.29717311955522,0.141176470588235,0.0634405036081683,0.19,-0.116462544545577,-0.116462544545577,-0.139074603147848,0.336628910867386,0.331963243025275,0.217287565796779,-0.334051591279757,-0.228896952104499,0.307821330153098,-0.219319486992121,-0.218205128205128,0.115805514322187,0.116462544545577,-0.1,-0.209381598793363,0.126431746031746,-0.181176470588235,-0.15,-0.366925001234176,0.130769230769231,0.137745974955277,0.145222610469296,0.144891484641481,0.272857142857143,0.270418118466899,0.280894308943089,0.142857142857143,-0.0742706838833094,-0.0428981348637016,-0.0213034504783195,0.375037252380349,0.219162128194386,0.234379519498734,0.416386981047464,0.217983281972991,0.339599453178401,0.27976705680845,0.365029663503448,0.534758461811093,0.534758461811093,0.546952572193536
"Jagged",-0.477777777777778,-0.208333333333333,-0.133333333333333,-0.287179487179487,-0.189264069264069,-0.1,-0.1,0,0,-0.22,-0.162,0,-0.02,0,0.0133333333333333,0.0133333333333333,-0.0555555555555556,-0.0433433233433233,-0.0415383208340955,-0.0245964912280702,0.0400466200466201,0.0430769230769231,-0.0325670498084291,0.0430769230769231,0.02,0.00484848484848485,-0.0133333333333333,0,0.02,0.0342857142857143,0,0,0.028988416988417,0,0.1,0.0888888888888889,0.108888888888889,0.1,0.2,0.22,0,0,0.02,0.0628571428571429,0.325,0.133333333333333,0.188888888888889,0.372857142857143,0.277564102564103,0.333333333333333,0.233333333333333,0.395238095238095,0.542995169082126,0.542995169082126,0.548484848484849
"DELTA",-0.477777777777778,-0.208333333333333,-0.133333333333333,-0.287179487179487,-0.189264069264069,-0.1,-0.1,0,0,-0.22,-0.162,0,-0.02,0,0.0133333333333333,0.0133333333333333,-0.0555555555555556,-0.0433433233433233,-0.0415383208340955,-0.0245964912280702,0.0400466200466201,0.0430769230769231,-0.0325670498084291,0.0430769230769231,0.02,0.00484848484848485,-0.0133333333333333,0,0.02,0.0342857142857143,0,0,0.028988416988417,0,0.1,0.0888888888888889,0.108888888888889,0.1,0.2,0.22,0,0,0.02,0.0628571428571429,0.325,0.133333333333333,0.188888888888889,0.372857142857143,0.277564102564103,0.333333333333333,0.233333333333333,0.395238095238095,0.542995169082126,0.542995169082126,0.548484848484849
"STAT",-0.476599326599327,-0.204263565891473,-0.183333333333333,-0.313122586872587,-0.337022681997693,-0.15,-0.14,-0.1,-0.1,-0.213206831119545,-0.411944460670098,0.242857142857143,0.124055829228243,0.267857142857143,0.14788564929694,0.14788564929694,-0.159663731208904,0.313295815132631,0.298805603199444,0.222195159522949,-0.31007769832691,-0.302822177822178,0.207950600801068,-0.301012223071047,-0.29512987012987,-0.14788564929694,-0.14788564929694,-0.1,-0.29512987012987,-0.346467649997062,-0.267857142857143,-0.242857142857143,-0.243934659430442,0.0409090909090909,0.0596590909090909,0.0649222488038278,0.0625067898666297,0.2,0.18,0.203529411764706,0.1,0.231372549019608,0.261102278749338,0.283432375836716,0.329652758558556,0.182857142857143,0.208280871670702,0.456467620995228,0.222847636687933,0.429307568438003,0.436,0.46149147648398,0.603837188452573,0.603837188452573,0.614065521082212
"SMAD",-0.605577066625483,-0.395603975535168,-0.370833333333333,-0.315494670235032,-0.452561793045664,-0.345833333333333,-0.335714285714286,-0.283333333333333,-0.283333333333333,-0.236131629061111,-0.298251786608418,0.114285714285714,0.0289263531499556,0.162063492063492,-0.00358600351613452,-0.00358600351613452,-0.167988077848761,0.185624536054402,0.182917471749992,0.115238078389138,-0.183192925112153,-0.176815720227485,0.150946124329583,-0.154307542976608,-0.169906629318394,0.00259916141087136,0.00358600351613452,-0.12,-0.147832722832723,-0.217125284300221,-0.142063492063492,-0.134285714285714,-0.0763492794618508,0.080952380952381,0.0936284372904091,0.0908351412010237,0.0948192049460436,0.2,0.22258064516129,0.234208552138035,0.25,0.336190476190476,0.360328407224959,0.38175697865353,0.326687792941825,0.361204481792717,0.379871148459384,0.464059310168805,0.415306577765651,0.565929686751605,0.587914574641115,0.49164397246589,0.631092629289893,0.631092629289893,0.642759017443312
"GLI",-0.602042042042042,-0.422149122807018,-0.393577694235589,-0.310606619464614,-0.332577311211141,-0.367261904761905,-0.241228070175439,-0.183333333333333,-0.304761904761905,-0.169364162540958,-0.286547418813972,-0.02,-0.00142933762402789,0.129032258064516,-0.0372469148105702,-0.0372469148105702,-0.128357467040055,0.154174478541148,0.146798228283578,0.108450774668493,-0.150647879617059,-0.142530996500176,-0.0181270406540774,-0.11829383503573,-0.133910306845004,0.0346726573848276,0.0372469148105702,-0.1,-0.0102087286527514,-0.168787741545894,-0.00903225806451613,-0.1,-0.149370152022141,-0.015,0.00224137931034483,-0.00467685968336586,0.00026431678722237,0.102857142857143,0.14452380952381,0.166601731601732,0.15,0.213368700265252,0.230868700265252,0.254678224074776,0.340655627259951,0.271840315073398,0.293715315073398,0.447725103199174,0.445605912930474,0.44279854222231,0.449046063349968,0.471987731411499,0.631439238777948,0.631439238777948,0.641747468218056
"cfos",-0.613206349206349,-0.313364055299539,-0.271428571428571,-0.35979020979021,-0.320069444444444,-0.204761904761905,-0.183333333333333,-0.133333333333333,-0.133333333333333,-0.261164333087693,-0.292406926406926,0.1,-0.00416666666666667,0.1,0.0684640522875817,0.0684640522875817,-0.119296615792966,0.138881753040169,0.134718963024465,0.105632182490463,-0.131844716003132,-0.123923923923924,0.0558630952380952,-0.121150097465887,-0.118518518518519,-0.0672445400924598,-0.0684640522875817,-0.1,-0.118518518518519,-0.149573070607553,-0.1,-0.1,-0.126210027142545,0.0857142857142857,0.10952380952381,0.119327731092437,0.117812579577285,0.32,0.2,0.239130434782609,0.1,0.216666666666667,0.23974358974359,0.262820512820513,0.385967450271248,0.245833333333333,0.287938596491228,0.476925599508096,0.346697388632872,0.454497354497354,0.457171414292854,0.499658644819935,0.656539451938968,0.656539451938968,0.666038536626772
"CDC42",-0.613206349206349,-0.313364055299539,-0.271428571428571,-0.35979020979021,-0.320069444444444,-0.204761904761905,-0.183333333333333,-0.133333333333333,-0.133333333333333,-0.261164333087693,-0.292406926406926,0.1,-0.00416666666666667,0.1,0.0684640522875817,0.0684640522875817,-0.119296615792966,0.138881753040169,0.134718963024465,0.105632182490463,-0.131844716003132,-0.123923923923924,0.0558630952380952,-0.121150097465887,-0.118518518518519,-0.0672445400924598,-0.0684640522875817,-0.1,-0.118518518518519,-0.149573070607553,-0.1,-0.1,-0.126210027142545,0.185714285714286,0.10952380952381,0.119327731092437,0.117812579577285,0.22,0.2,0.239130434782609,0.1,0.216666666666667,0.23974358974359,0.262820512820513,0.385967450271248,0.245833333333333,0.287938596491228,0.476925599508096,0.346697388632872,0.454497354497354,0.457171414292854,0.499658644819935,0.656539451938968,0.656539451938968,0.666038536626772
"ZEB1",-0.65045448901528,-0.360383244206774,-0.34469696969697,-0.384238572517102,-0.557964978330052,-0.308333333333333,-0.319649122807018,-0.293333333333333,-0.283333333333333,-0.182576487863868,-0.500182563280793,0.328571428571429,0.0375828460038986,0.379924953095685,0.130288052717984,0.130288052717984,-0.241096804832867,0.418739975121205,0.418099540537679,0.21911997396322,-0.415021775512595,-0.410766456363659,0.282024763516827,-0.398134235222493,-0.397572011919214,-0.134540021221921,-0.130288052717984,-0.3,-0.38541945859019,-0.458586700034449,-0.370034843205575,-0.338461538461538,-0.279045670642731,0.0645593869731801,0.0718057637847743,0.0753590632771601,0.0761464648519632,0.166666666666667,0.170666666666667,0.181254901960784,0.233333333333333,0.425,0.458333333333333,0.484779614325069,0.388732270803352,0.357354040839804,0.371639755125519,0.526787125200814,0.382091429260154,0.635696423609733,0.646697766827301,0.665023346686656,0.674570701074802,0.674570701074802,0.684441334397371
"TrCP",-0.655829300026021,-0.346697388632872,-0.313364055299539,-0.382442143491867,-0.342155334014997,-0.271428571428571,-0.245833333333333,-0.183333333333333,-0.204761904761905,-0.26783099975436,-0.306537361189535,0.1,0.00474422442244224,0.118518518518519,0.0672445400924598,0.0672445400924598,-0.120924102230579,0.142881753040169,0.13948086778637,0.108884777646172,-0.138881753040169,-0.131844716003132,0.0587721861471861,-0.128467170636619,-0.123923923923924,-0.0690627219106416,-0.0672445400924598,-0.1,-0.121150097465887,-0.157749171236484,-0.118518518518519,-0.1,-0.128014538420741,0.10952380952381,0.119327731092437,0.117812579577285,0.122730612364171,0.2,0.239130434782609,0.261164333087693,0.133333333333333,0.23974358974359,0.262820512820513,0.285897435897436,0.400525922824947,0.287938596491228,0.312012670565302,0.493477323646027,0.373697388632872,0.499658644819935,0.504230237822265,0.534497354497354,0.690301509816781,0.690301509816781,0.700556303124234
"PAK1",-0.655829300026021,-0.346697388632872,-0.313364055299539,-0.382442143491867,-0.342155334014997,-0.271428571428571,-0.245833333333333,-0.183333333333333,-0.204761904761905,-0.26783099975436,-0.306537361189535,0.1,0.00474422442244224,0.118518518518519,0.0672445400924598,0.0672445400924598,-0.120924102230579,0.142881753040169,0.13948086778637,0.108884777646172,-0.138881753040169,-0.131844716003132,0.0587721861471861,-0.128467170636619,-0.123923923923924,-0.0690627219106416,-0.0672445400924598,-0.1,-0.121150097465887,-0.157749171236484,-0.118518518518519,-0.1,-0.128014538420741,0.10952380952381,0.119327731092437,0.117812579577285,0.122730612364171,0.2,0.239130434782609,0.261164333087693,0.133333333333333,0.23974358974359,0.262820512820513,0.285897435897436,0.400525922824947,0.287938596491228,0.312012670565302,0.493477323646027,0.373697388632872,0.499658644819935,0.504230237822265,0.534497354497354,0.690301509816781,0.690301509816781,0.700556303124234
"LIV1",-0.655829300026021,-0.346697388632872,-0.313364055299539,-0.382442143491867,-0.342155334014997,-0.271428571428571,-0.245833333333333,-0.183333333333333,-0.204761904761905,-0.26783099975436,-0.306537361189535,0.1,0.00474422442244224,0.118518518518519,0.0672445400924598,0.0672445400924598,-0.120924102230579,0.142881753040169,0.13948086778637,0.108884777646172,-0.138881753040169,-0.131844716003132,0.0587721861471861,-0.128467170636619,-0.123923923923924,-0.0690627219106416,-0.0672445400924598,-0.1,-0.121150097465887,-0.157749171236484,-0.118518518518519,-0.1,-0.128014538420741,0.10952380952381,0.119327731092437,0.117812579577285,0.122730612364171,0.2,0.239130434782609,0.261164333087693,0.133333333333333,0.23974358974359,0.262820512820513,0.285897435897436,0.400525922824947,0.287938596491228,0.312012670565302,0.493477323646027,0.373697388632872,0.499658644819935,0.504230237822265,0.534497354497354,0.690301509816781,0.690301509816781,0.700556303124234
"EGR1",-0.655829300026021,-0.346697388632872,-0.313364055299539,-0.382442143491867,-0.342155334014997,-0.271428571428571,-0.245833333333333,-0.183333333333333,-0.204761904761905,-0.26783099975436,-0.306537361189535,0.1,0.00474422442244224,0.118518518518519,0.0672445400924598,0.0672445400924598,-0.120924102230579,0.142881753040169,0.13948086778637,0.108884777646172,-0.138881753040169,-0.131844716003132,0.0587721861471861,-0.128467170636619,-0.123923923923924,-0.0690627219106416,-0.0672445400924598,-0.1,-0.121150097465887,-0.157749171236484,-0.118518518518519,-0.1,-0.128014538420741,0.10952380952381,0.119327731092437,0.117812579577285,0.122730612364171,0.2,0.239130434782609,0.261164333087693,0.133333333333333,0.23974358974359,0.262820512820513,0.285897435897436,0.400525922824947,0.287938596491228,0.312012670565302,0.493477323646027,0.373697388632872,0.499658644819935,0.504230237822265,0.534497354497354,0.690301509816781,0.690301509816781,0.700556303124234
"SNAI1",-0.688539580399853,-0.373697388632872,-0.346697388632872,-0.397923315039984,-0.359331804603232,-0.313364055299539,-0.287938596491228,-0.245833333333333,-0.271428571428571,-0.27545431814001,-0.317716848369022,0.118518518518519,0.011914035743197,0.123923923923924,0.0690627219106416,0.0690627219106416,-0.123572442827294,0.146185831512033,0.143107810791551,0.111798409279887,-0.142881753040169,-0.138881753040169,0.0609504039689683,-0.134500077400787,-0.131844716003132,-0.0705405544229568,-0.0690627219106416,-0.1,-0.128467170636619,-0.165208378695692,-0.121150097465887,-0.118518518518519,-0.129111029648811,0.119327731092437,0.117812579577285,0.122730612364171,0.12514996720288,0.239130434782609,0.261164333087693,0.26783099975436,0.183333333333333,0.262820512820513,0.285897435897436,0.30018315018315,0.310134463750214,0.312012670565302,0.332151559454191,0.507835646390627,0.391755641060057,0.534497354497354,0.538158809250837,0.562172631250122,0.714532752129204,0.714532752129204,0.726588964027212
"ZEB2",-0.782450400811188,-0.529564459930314,-0.497857142857143,-0.448389694041868,-0.443296965229577,-0.432142857142857,-0.415277777777778,-0.377777777777778,-0.375,-0.299345728601598,-0.290394929060453,-0.0772727272727273,-0.0625824175824176,-0.05,-0.0467965367965368,-0.0467965367965368,-0.0467014501485492,-0.0158081200297657,-0.00289962282894505,0.0167308305273934,0.0237301979518436,0.0300682261208577,0.0389334593495138,0.0411353478325955,0.0421052631578947,0.0440128108864726,0.0467965367965368,0.05,0.0521445221445221,0.0554854179779996,0.0572727272727273,0.07,0.0804948911089099,0.114285714285714,0.123376623376623,0.130859616573902,0.132976018690304,0.25,0.265789473684211,0.288370118845501,0.3,0.317948717948718,0.345948717948718,0.370538881883144,0.459678947796429,0.470833333333333,0.494197819314642,0.506537684537684,0.562291732657586,0.66982149306093,0.671873449131514,0.70762637110971,0.724242740615507,0.724242740615507,0.73556453612664
"miR200",-0.71996204278813,-0.411867088607595,-0.3625,-0.394853976421362,-0.476139231199552,-0.3225,-0.328421052631579,-0.26,-0.26,-0.226165739022882,-0.432334863500508,0.18,-0.00815602836879433,0.19304347826087,0.099540757749713,0.099540757749713,-0.202513882255858,0.256770918375396,0.258263418850661,0.118729856756136,-0.251619403223881,-0.238920990525468,0.193147989284166,-0.227383377186194,-0.225437844458053,-0.0992913811911095,-0.099540757749713,-0.1,-0.216394366197183,-0.289309470657233,-0.184,-0.18,-0.190635432190804,0.0791666666666667,0.0811274509803922,0.0891919671094244,0.0944245252489593,0.171428571428571,0.201428571428571,0.21051948051948,0.2,0.323152709359606,0.378325123152709,0.409398569480393,0.402511007511008,0.35984962406015,0.405132642928075,0.499070847851336,0.434693175564117,0.603024769396451,0.609604519774011,0.650987151841592,0.763982974910394,0.763982974910394,0.674568745039245
