"","HEY1","Patched","SMO","NFB","RKIP","Csn","NOTCHic","Csl","TrCP","cateninmemb","AXIN2","TCFLEF","CD44","Wnt","cMet","Frizzled","SRC","TWIST1","MEK","Destcompl","RAS","RAF","PI3K","cfos","GSK3","EGR1","SNAI2","DELTA","ERK","LIV1","STAT","DSH","GLI","cateninnuc","Ecadherin","SOSGRB2","NOTCH","Jagged","PAK1","SUFU","CDC42","SNAI1","TGFR","FOXC2","IKK","TGF","FUS","AKT","SHH","ILK","ZEB2","ZEB1","miR200","SMAD","KLF4"
"cateninnuc",-0.145857076112855,-0.272354704770956,-0.245646630236794,0.0367424242424242,-0.0772031310294338,0.0458333333333333,0.057785515117009,0.0566227244193346,0.0333333333333333,-0.431213860186045,-0.469460362369388,-0.355872652041922,-0.341907006037441,-0.325077260440572,-0.324049863180298,-0.30225117348405,-0.301223776223776,0.193476580687781,0.0421994505398948,-0.0331289224962436,-0.132067542067542,-0.123986733986734,-0.123986733986734,0.0526570048309179,0.0375756598457858,-0.063768115942029,0.478224368268917,0.123986733986734,-0.0463278909068672,0.245454545454545,0.276223776223776,0.276223776223776,0.342863821705394,0.266670774107649,0.421827570418025,-0.0951353373751426,-0.0582400605715545,-0.240203347724223,0.124,0.177777777777778,0.137846153846154,0.0963804354036417,0.147041556145004,0.0114816385799992,-0.0347424242424242,0.155338499376445,0.217777777777778,-0.0316174242424242,0.292616142679452,0.171532467532468,0.251896092751255,0.251896092751255,0.271002252912078,0.190768483903545,0.252975484381178
"KLF4",-0.111306340718105,-0.35,-0.3,0.12,-0.188569367140796,0.1,0.14200956937799,0.147272727272727,0.1,-0.616788177946714,-0.463817233803604,-0.448663351161418,-0.422910842800214,-0.392476060191518,-0.392476060191518,-0.352941176470588,-0.352941176470588,0.261176470588235,0.0475252218975688,-0.12089493923761,-0.209106334841629,-0.198076923076923,-0.198076923076923,0.0309090909090909,0.126261999972341,-0.04,0.487471297862513,0.198076923076923,-0.0485561497326203,0.233333333333333,0.3,0.3,0.423510542950139,0.469460362369388,0.631001466428909,-0.137449971412236,-0.145102352883145,-0.350495661260279,0.0772727272727273,0.2,0.0812727272727273,0.215562833286389,0.0986060606060606,-0.0419176133180973,-0.134285714285714,0.113728011825573,0.233333333333333,-0.134285714285714,0.385483870967742,0.145333333333333,0.254298245614035,0.254298245614035,0.266971916971917,0.17431884057971,0.237037037037037
"HEY1",-0.111306340718105,-0.35,-0.3,0.12,-0.188569367140796,0.1,0.14200956937799,0.147272727272727,0.1,-0.616788177946714,-0.463817233803604,-0.448663351161418,-0.422910842800214,-0.392476060191518,-0.392476060191518,-0.352941176470588,-0.352941176470588,0.261176470588235,0.0475252218975688,-0.12089493923761,-0.209106334841629,-0.198076923076923,-0.198076923076923,0.0309090909090909,0.126261999972341,-0.04,0.487471297862513,0.198076923076923,-0.0485561497326203,0.233333333333333,0.3,0.3,0.423510542950139,0.469460362369388,0.631001466428909,-0.137449971412236,-0.145102352883145,-0.350495661260279,0.0772727272727273,0.2,0.0812727272727273,0.215562833286389,0.0986060606060606,-0.0419176133180973,-0.134285714285714,0.113728011825573,0.233333333333333,-0.134285714285714,0.385483870967742,0.145333333333333,0.254298245614035,0.254298245614035,0.266971916971917,0.17431884057971,0.237037037037037
"ERK",-0.266722044384577,-0.259255544840887,-0.245530054644809,-0.229058441558442,0.0176327472786505,-0.201785714285714,-0.0548301657790709,-0.0628593628593629,-0.214285714285714,-0.229187916455283,-0.202516944236611,-0.175115056991223,-0.168609480783044,-0.162913752913753,-0.15817691080849,-0.151025641025641,-0.146288798920378,0.0787821176856014,0.0413504640141258,-0.0620778363364847,-0.0737326095246887,-0.0674619824619825,-0.0674619824619825,-0.0189141599413059,-0.019151830140873,0.00827586206896552,0.357824064593057,0.0674619824619825,-0.0460858400586941,0.133333333333333,0.13859649122807,0.143333333333333,0.173690695269643,0.17928172365789,0.21278579462278,0.138962552011096,0.0567692239508161,0.13607030596312,0.0457142857142857,0.193333333333333,0.0746862483311081,-0.00797742585632133,0.0827154454114001,0.0675098175098175,0.2443525592055,0.0843637970597517,0.237333333333333,0.248939715168803,0.276163757401274,0.274407706296969,0.258019707723048,0.258019707723048,0.273677250714315,0.293252691099401,0.248580294284475
"Ecadherin",-0.136138555483206,-0.385483870967742,-0.35,0.134285714285714,-0.206921427065889,0.12,0.145102352883145,0.14200956937799,0.1,-0.640249716408253,-0.493714141020098,-0.469460362369388,-0.448663351161418,-0.423510542950139,-0.422910842800214,-0.392476060191518,-0.392476060191518,0.267694161463468,0.0432114964073727,-0.123597641940313,-0.219720859981294,-0.209106334841629,-0.209106334841629,0.0485561497326203,0.128690256042981,-0.0309090909090909,0.508121508578949,0.209106334841629,-0.0475252218975688,0.3,0.352941176470588,0.352941176470588,0.449510542950139,0.485986973013646,0.552325711803788,-0.144028918780657,-0.146961088942625,-0.358962480482247,0.0812727272727273,0.233333333333333,0.0986060606060606,0.23075270670411,0.113728011825573,-0.0357391236155801,-0.134285714285714,0.125120416888864,0.3,-0.132987012987013,0.415405130810262,0.17431884057971,0.27799492807849,0.27799492807849,0.290621823862047,0.196352738884795,0.26615096108767
"SNAI2",-0.116169379144063,-0.379807923169268,-0.324705882352941,0.158333333333333,-0.23325641025641,0.133333333333333,0.189912280701754,0.184649122807018,0.1,-0.660449206879755,-0.500428711067246,-0.493714141020098,-0.463817233803604,-0.427258094018657,-0.427258094018657,-0.380779220779221,-0.380779220779221,0.295331515924565,0.0562533121356651,-0.166634095105649,-0.255041139022458,-0.241342508885472,-0.241342508885472,0.0490196078431373,0.170898007972251,-0.0666666666666667,0.732504550795978,0.241342508885472,-0.0549019607843137,0.26,0.323636363636364,0.323636363636364,0.464156489740582,0.51793774350457,0.772379943643399,-0.174712643678161,-0.193808384597858,-0.398796832154679,0.0627450980392157,0.2,0.07703081232493,0.262409873579172,0.0932701285642462,-0.0764154449015585,-0.175574712643678,0.108798078874805,0.26,-0.18159880902922,0.422061444296028,0.157075788061704,0.283039437801552,0.283039437801552,0.293765427137821,0.189133204329646,0.261153846153846
"FUS",-0.277321229495143,-0.165555555555556,-0.16,-0.221428571428571,-0.103258059237441,-0.15,-0.0939393939393939,-0.0939393939393939,-0.1,0.25832387265517,0.358152741810913,0.230206989966826,0.218176914778857,0.0972222222222222,0.205555555555556,0.075,0.183333333333333,-0.181370552875019,-0.0765774455429628,0.0157671525554737,0.118529559959691,0.116346153846154,0.116346153846154,-0.0230769230769231,-0.0144394089096495,0,-0.406763333559347,-0.116346153846154,0.0685314685314685,-0.1,-0.15,-0.05,-0.110683760683761,-0.241076555184218,-0.189705103910329,0.246018893387314,0.10530303030303,0.300426786511124,0.153333333333333,0.2,0.195,0.135111439584964,0.200405405405405,0.201424682395644,0.257428571428571,0.198277745830937,0.16,0.276659340659341,0.174646464646465,0.273650793650794,0.319513188451007,0.319513188451007,0.314753310774115,0.296231438812084,0.293032786885246
"SUFU",-0.300212795760203,-0.174646464646465,-0.165555555555556,-0.257428571428571,-0.0946866306660121,-0.221428571428571,-0.10530303030303,-0.0939393939393939,-0.15,0.269374350144938,0.372438456096627,0.241076555184218,0.230206989966826,0.110683760683761,0.218176914778857,0.0972222222222222,0.205555555555556,-0.187762305452338,-0.0667902115004096,0.0178405177867337,0.126440952364754,0.118529559959691,0.118529559959691,-0.0685314685314685,-0.0146964783183899,0.0230769230769231,-0.417508224792043,-0.118529559959691,0.0765774455429628,-0.15,-0.183333333333333,-0.075,-0.121464429828742,-0.249209547511583,-0.199179872190452,0.264900012268433,0.117207792207792,0.316341275822288,0.195,0.16,0.200405405405405,0.13834823685924,0.198277745830937,0.203161655100359,0.276659340659341,0.196897075219497,0.16,0.288068736632495,0.182754572754573,0.296231438812084,0.322894830963084,0.322894830963084,0.319214277316866,0.307547836040721,0.30081721802297
"SRC",-0.290764647467726,-0.215925925925926,-0.19,-0.25,-0.0331378299120235,-0.15,-0.0238095238095238,0,-0.1,0.165609938631941,0.18325683199456,0.142736905237905,0.136639344262295,0.135,0.135,0.125,0.125,-0.247883036503726,-0.0995425957690109,0.0191463608854913,0.136968179921872,0.143028785982478,0.143028785982478,-0.0454545454545455,-0.0196536796536797,0,-0.121411891451463,-0.143028785982478,0.0787878787878788,-0.2,-0.2,-0.1,-0.136639344262295,-0.148777173694281,-0.0804025549613785,0.301428571428571,0.0345238095238095,0.243136320865679,0.155555555555556,0.1,0.193055555555556,0.147247215479201,0.20734126984127,0.25249766573296,0.288461538461538,0.214613997113997,0.15,0.327350427350427,0.239455337690632,0.334868421052632,0.418276430068883,0.418276430068883,0.420562143170839,0.377210763394974,0.292312661498708
"DSH",-0.37462256295403,-0.311045943304008,-0.278787878787879,-0.230833333333333,-0.129448884448884,-0.193333333333333,-0.011484593837535,-0.00952380952380952,-0.133333333333333,-0.140448315019046,-0.177934005941071,-0.14262801042341,-0.136437534232933,-0.126503759398496,-0.126503759398496,-0.115789473684211,-0.115789473684211,-0.100364145658263,-0.0448467574164169,-0.0138836556078202,0.00413595042809348,0.00777740701072653,0.00777740701072653,-0.0211764705882353,0.0933734335110445,-0.02,0.0451999901985453,-0.00777740701072653,0.0471023965141612,0.1,0.1,0.1,0.137614870509607,0.146635134199011,0.151013943578939,0.125572801182557,0.0233727057256469,0.157208922328621,0.18,0.2,0.206086956521739,0.21952380952381,0.218467908902691,0.222680713819025,0.262083333333333,0.225088117961925,0.245454545454545,0.274727011494253,0.341107292997259,0.38912350901049,0.452022953286641,0.452022953286641,0.45127940995319,0.419689546746339,0.430657311468277
"GSK3",-0.404034327659912,-0.341107292997259,-0.311045943304008,-0.262083333333333,-0.137719561140614,-0.230833333333333,-0.0233727057256469,-0.011484593837535,-0.193333333333333,-0.145753354806845,-0.185696563018697,-0.146635134199011,-0.14262801042341,-0.137614870509607,-0.136437534232933,-0.126503759398496,-0.126503759398496,-0.103821251932271,-0.0385967574164169,-0.0139893266187396,0.00371578236086659,0.00413595042809348,0.00413595042809348,-0.0471023965141612,-0.00546184103138476,0.0211764705882353,0.0496003353236532,-0.00413595042809348,0.0448467574164169,0.1,0.115789473684211,0.115789473684211,0.144690342207721,0.150450923672695,0.15664450004914,0.135340243043022,0.033502575855517,0.165238119408913,0.206086956521739,0.245454545454545,0.218467908902691,0.231816168327796,0.225088117961925,0.230176726578195,0.274727011494253,0.233293246167053,0.278787878787879,0.288402225169467,0.364552269073814,0.419689546746339,0.470002150909227,0.470002150909227,0.469919503739826,0.440529126956234,0.452031357269803
"TGF",-0.396776273372018,-0.354597701149425,-0.316666666666667,-0.258333333333333,-0.280519480519481,-0.233333333333333,-0.163333333333333,-0.113333333333333,-0.2,0.0223227537667252,0.0229276895943563,0.0230287984111221,0.0256603773584906,0.00571428571428572,0.02,-0.0142857142857143,0,-0.298148148148148,0.027218045112782,-0.0289780547852154,0.0666666666666667,0.0738095238095238,0.0738095238095238,0.0714285714285714,-0.152918336284285,0,-0.193571021593603,-0.0738095238095238,-0.0872180451127819,0,0,0,-0.0113746630727763,-0.0230287984111221,-0.0229542744472091,0.259210526315789,0.17367816091954,0.320182866961218,0.38,0.133333333333333,0.402222222222222,0.332250476795931,0.454603174603175,0.399782608695652,0.329761904761905,0.379603174603175,0.233333333333333,0.377130325814536,0.373347701149425,0.415151515151515,0.479041675334582,0.479041675334582,0.486981218015701,0.452248289345064,0.4372234935164
"TGFR",-0.437074780834705,-0.373347701149425,-0.354597701149425,-0.329761904761905,-0.281948051948052,-0.258333333333333,-0.17367816091954,-0.163333333333333,-0.233333333333333,0.0241703288244619,0.0242152432424249,0.0230287984111221,0.0230287984111221,0.0113746630727763,0.0256603773584906,0.00571428571428572,0.02,-0.297080532489785,0.00119064785250798,-0.0299861193013445,0.0584795321637427,0.0666666666666667,0.0666666666666667,0.0872180451127819,-0.154140830171816,-0.0714285714285714,-0.200052503075085,-0.0666666666666667,-0.027218045112782,0,0,0.0142857142857143,-0.00814885662116338,-0.0252431473925216,-0.0249985674625412,0.287605588044185,0.180152981063425,0.335400258265565,0.402222222222222,0.233333333333333,0.454603174603175,0.337265226058468,0.379603174603175,0.406332827036264,0.377130325814536,0.383858493752111,0.316666666666667,0.407362883954071,0.39764148646016,0.452248289345064,0.502815260240242,0.502815260240242,0.513667435024498,0.491750068704494,0.478294922087828
"SMAD",-0.606174750219726,-0.474610091743119,-0.4425,-0.38015873015873,-0.243026270622651,-0.327777777777778,-0.335336617405583,-0.318095238095238,-0.25,0.04600740765898,0.0402050470058286,0.0420972448680965,0.039519225872167,0.0142857142857143,0.0362464985994398,0.0142857142857143,0.0342857142857143,-0.227244171967335,-0.0410972935541578,-0.00788099440133484,-0.0276505254302887,-0.0312689464829203,-0.0312689464829203,-0.0483870967741935,-0.098464939404789,0,-0.194951832114072,0.0312689464829203,0.0507126781695424,-0.02,-0.0342857142857143,-0.0142857142857143,-0.0164439876670093,-0.0440222701973771,-0.0466232881802098,0.261867790594499,0.35200328407225,0.417511381092026,0.30952380952381,0.375,0.325016767270288,0.28933093564142,0.330044700231182,0.366527250409821,0.405648926237162,0.33761442134672,0.4125,0.425648926237162,0.498773660516353,0.601185298719545,0.57075224185302,0.57075224185302,0.584719788986942,0.526899584433831,0.548303003337587
"ZEB1",-0.694243028129039,-0.594162210338681,-0.543181818181818,-0.340701754385965,-0.385035712192385,-0.293333333333333,-0.257230392156863,-0.239583333333333,-0.233333333333333,-0.426616609363035,-0.372740935842946,-0.353876365091031,-0.339514662963372,-0.328019744483159,-0.322153551852261,-0.303019744483159,-0.298624140087555,-0.068841277547731,-0.132490282456595,-0.130221688942036,-0.189238701204143,-0.181837126400993,-0.181837126400993,-0.12,0.00834446137300592,0.1,0.27534341388674,0.181837126400993,0.125882352941176,0.233333333333333,0.271794871794872,0.276190476190476,0.346232802902403,0.365128811274984,0.342471240020967,0.191345029239766,0.267974193809755,0.265284061925517,0.343486590038314,0.4,0.37392137264701,0.445726971134088,0.396764012240918,0.385887802827105,0.371849295369572,0.413299445311785,0.475,0.394706438226714,0.637222708559322,0.700885431138279,0.708379447961863,0.708379447961863,0.716088167635192,0.745116200369048,0.671437219207071
"NOTCHic",-0.469765886287625,-0.428054298642534,-0.369230769230769,-0.255555555555556,-0.370147320705844,-0.2,-0.172534562211982,-0.0628571428571429,-0.1,-0.231159535265315,-0.209607666966158,-0.188497217068646,-0.175844155844156,-0.154965034965035,-0.154965034965035,-0.127692307692308,-0.127692307692308,-0.164160430657712,-0.0776190476190476,-0.094936732460097,-0.0444701026110321,-0.0390513833992095,-0.0390513833992095,-0.0133333333333333,0.0509998100123492,-0.02,0.0159723142806957,0.0390513833992095,0.0776190476190476,0.1,0.12,0.12,0.177545680126325,0.198420881190783,0.21160076041014,0.232153110047847,0.19095561484356,0.237836198630901,0.355555555555556,0.2,0.415555555555556,0.477372812372812,0.444587813620072,0.455615536537196,0.322222222222222,0.456689724448097,0.3,0.357105943152455,0.491495158857588,0.573809523809524,0.713333333333333,0.713333333333333,0.722262592898431,0.637838300787941,0.667857142857143
"cfos",-0.574062968515742,-0.427956989247312,-0.366666666666667,-0.275,-0.36974358974359,-0.2,-0.215384615384615,-0.2,-0.1,-0.162308456611233,-0.154745484400657,-0.138962725101339,-0.132032032032032,-0.118518518518519,-0.118518518518519,-0.1,-0.1,-0.233220779220779,-0.103522476050111,-0.088249791144528,0.00769169456400446,0.0101307189542484,0.0101307189542484,-0.04,0.0327272727272727,-0.12,-0.0802464688596076,-0.0101307189542484,0.105217391304348,0.1,0.1,0.1,0.134307992202729,0.144518280656895,0.156356198295993,0.269444444444444,0.241538461538462,0.311736111111111,0.371428571428571,0.2,0.433333333333333,0.477986738999397,0.462745098039216,0.492103573136572,0.35,0.476381461675579,0.3,0.392105263157895,0.490919952210275,0.575661375661376,0.716499481148391,0.716499481148391,0.724929971988795,0.64179040791944,0.668
"CDC42",-0.574062968515742,-0.427956989247312,-0.366666666666667,-0.275,-0.36974358974359,-0.2,-0.215384615384615,-0.2,-0.1,-0.162308456611233,-0.154745484400657,-0.138962725101339,-0.132032032032032,-0.118518518518519,-0.118518518518519,-0.1,-0.1,-0.233220779220779,-0.103522476050111,-0.088249791144528,0.00769169456400446,0.0101307189542484,0.0101307189542484,-0.04,0.0327272727272727,-0.02,-0.0802464688596076,-0.0101307189542484,0.105217391304348,0.1,0.1,0.1,0.134307992202729,0.144518280656895,0.156356198295993,0.269444444444444,0.241538461538462,0.311736111111111,0.471428571428571,0.2,0.433333333333333,0.477986738999397,0.462745098039216,0.492103573136572,0.35,0.476381461675579,0.3,0.392105263157895,0.490919952210275,0.575661375661376,0.716499481148391,0.716499481148391,0.724929971988795,0.64179040791944,0.668
"ZEB2",-0.715524475524475,-0.605087108013937,-0.551428571428571,-0.418055555555556,-0.379694041867955,-0.355555555555556,-0.335282051282051,-0.317948717948718,-0.3,-0.285601934733142,-0.257599245762181,-0.237487164703621,-0.225867446393762,-0.22034965034965,-0.211052631578947,-0.197272727272727,-0.19,-0.188011962007004,-0.144408326086656,-0.138654970979565,-0.127763656757233,-0.121125541125541,-0.121125541125541,-0.120175438596491,-0.00349940404073882,0.0833333333333333,0.102247306931543,0.121125541125541,0.139530277306169,0.15,0.17,0.177272727272727,0.23594598062488,0.24657807379453,0.279778668654768,0.280695970695971,0.352221941992434,0.376985103596486,0.388311688311688,0.4,0.43012987012987,0.448738626105271,0.452578849721707,0.462309246309246,0.464722222222222,0.470039167182024,0.485714285714286,0.49182502596054,0.652359835286665,0.716973636691946,0.727895206621219,0.727895206621219,0.734033493406099,0.765754124496824,0.785845425499905
"Csl",-0.531857389555599,-0.491495158857588,-0.428054298642534,-0.322222222222222,-0.392727965867134,-0.255555555555556,-0.19095561484356,-0.172534562211982,-0.2,-0.243239045968679,-0.2258030397168,-0.198420881190783,-0.188497217068646,-0.177545680126325,-0.175844155844156,-0.154965034965035,-0.154965034965035,-0.173415509664484,-0.0634886128364389,-0.0965820706685065,-0.0466759849639733,-0.0444701026110321,-0.0444701026110321,-0.0776190476190476,0.0523252886574155,0.0133333333333333,0.0263377132366987,0.0444701026110321,0.0776190476190476,0.12,0.127692307692308,0.127692307692308,0.19125535754568,0.20716873710845,0.224856574363628,0.254104329560042,0.213682887570833,0.252940365297567,0.415555555555556,0.3,0.444587813620072,0.499111942807595,0.456689724448097,0.473431628491219,0.357105943152455,0.475510586126102,0.369230769230769,0.381136950904393,0.538908951961036,0.637838300787941,0.754769797421731,0.754769797421731,0.764310523181655,0.682838300787941,0.713571428571429
"GLI",-0.620103411020219,-0.596227175080559,-0.530921052631579,-0.346198830409357,-0.399087813874308,-0.277777777777778,-0.210702917771883,-0.175702917771883,-0.2,-0.161881080709233,-0.159432367149758,-0.137179953582325,-0.13263449903687,-0.251423149905123,-0.128324154209284,-0.236129032258065,-0.116129032258065,-0.28276001493319,-0.0219237760397981,-0.0804880740996195,0.137461209322886,0.134094872689222,0.134094872689222,-0.0526190476190476,0.121745254354002,-0.00571428571428572,-0.0943186822484444,-0.134094872689222,0.0357359307359307,0.1,0.1,0.22,0.15695506479874,0.142021555495056,0.154730302459857,0.337756579703482,0.239274346343312,0.344413192313317,0.546666666666667,0.4,0.570804597701149,0.502840184866609,0.586527868141401,0.526222695218438,0.384974340613438,0.609351397553166,0.4625,0.422474340613438,0.642729232693727,0.626026165408368,0.755205666495989,0.755205666495989,0.7640826047018,0.672512651894855,0.710553410553411
"TrCP",-0.638768850868683,-0.490919952210275,-0.427956989247312,-0.35,-0.391290551069557,-0.275,-0.241538461538462,-0.215384615384615,-0.2,-0.169634463937241,-0.164179446664808,-0.144518280656895,-0.138962725101339,-0.134307992202729,-0.132032032032032,-0.118518518518519,-0.118518518518519,-0.245720779220779,-0.0901891427167772,-0.0893024227234754,0.00814624001854992,0.00769169456400446,0.00769169456400446,-0.105217391304348,0.0330909090909091,0.04,-0.075183177720367,-0.00769169456400446,0.103522476050111,0.1,0.1,0.1,0.142600675129558,0.149759659967239,0.165006717327135,0.294196919691969,0.267912087912088,0.332595006816633,0.433333333333333,0.3,0.462745098039216,0.499705116087703,0.476381461675579,0.512103573136572,0.392105263157895,0.495507144735689,0.366666666666667,0.423586744639376,0.537919952210275,0.64179040791944,0.758621667643568,0.758621667643568,0.768077180110623,0.688887182112989,0.715540983606557
"PAK1",-0.638768850868683,-0.490919952210275,-0.427956989247312,-0.35,-0.391290551069557,-0.275,-0.241538461538462,-0.215384615384615,-0.2,-0.169634463937241,-0.164179446664808,-0.144518280656895,-0.138962725101339,-0.134307992202729,-0.132032032032032,-0.118518518518519,-0.118518518518519,-0.245720779220779,-0.0901891427167772,-0.0893024227234754,0.00814624001854992,0.00769169456400446,0.00769169456400446,-0.105217391304348,0.0330909090909091,0.04,-0.075183177720367,-0.00769169456400446,0.103522476050111,0.1,0.1,0.1,0.142600675129558,0.149759659967239,0.165006717327135,0.294196919691969,0.267912087912088,0.332595006816633,0.433333333333333,0.3,0.462745098039216,0.499705116087703,0.476381461675579,0.512103573136572,0.392105263157895,0.495507144735689,0.366666666666667,0.423586744639376,0.537919952210275,0.64179040791944,0.758621667643568,0.758621667643568,0.768077180110623,0.688887182112989,0.715540983606557
"miR200",-0.647994350282486,-0.547088607594937,-0.48,-0.317894736842105,-0.364652398857821,-0.26,-0.271822660098522,-0.247684729064039,-0.2,-0.393765146274819,-0.34661928605362,-0.333120195962727,-0.316850354692886,-0.299943661971831,-0.294378444580527,-0.276,-0.270434782608696,-0.075351866946959,-0.133123067408782,-0.163873480027849,-0.197517495965406,-0.18779181017987,-0.18779181017987,-0.0942857142857143,0.00266893384202654,0.114285714285714,0.234313582065055,0.18779181017987,0.121558441558442,0.2,0.24,0.24,0.324119486147655,0.346302014144546,0.401228876043337,0.210789813023856,0.289336784392307,0.300234619995205,0.316666666666667,0.3,0.357843137254902,0.428783438783439,0.393327008222644,0.402018415189147,0.37218045112782,0.416001426827295,0.4,0.409916300184423,0.599262520638415,0.65139298590626,0.777240143369176,0.777240143369176,0.683904224358409,0.708132797818486,0.728260869565217
"SNAI1",-0.68341170801154,-0.537919952210275,-0.490919952210275,-0.392105263157895,-0.410537412994243,-0.35,-0.267912087912088,-0.241538461538462,-0.275,-0.176577469118588,-0.171172453657815,-0.149759659967239,-0.144518280656895,-0.142600675129558,-0.138962725101339,-0.134307992202729,-0.132032032032032,-0.253207958707959,-0.0924312951831449,-0.090124791144528,0.00748942556863202,0.00814624001854992,0.00814624001854992,-0.103522476050111,0.0321008100810081,0.105217391304348,-0.0723336973314968,-0.00814624001854992,0.0901891427167772,0.1,0.118518518518519,0.118518518518519,0.149364843319686,0.154509272770543,0.170833980594565,0.296838429125932,0.282605965463108,0.346242065640162,0.462745098039216,0.366666666666667,0.476381461675579,0.414651735304785,0.495507144735689,0.529511451154361,0.423586744639376,0.511031338284076,0.427956989247312,0.450670077972709,0.569570437647168,0.688887182112989,0.790724988676779,0.790724988676779,0.801986882320037,0.72320452528642,0.756350952453909
