"","NOTCH","NOTCHic","Jagged","Csl","HEY1","AXIN2","Csn","ILK","ZEB1","TrCP","SUFU","GLI","Wnt","Destcompl","cateninnuc","TCFLEF","SMO","NFB","FUS","IKK","Patched","AKT","SHH","DSH","ERK","miR200","DELTA","SNAI2","SOSGRB2","ZEB2","PAK1","GSK3","CDC42","TGF","TGFR","EGR1","RAF","PI3K","RAS","cfos","RKIP","MEK","KLF4","cateninmemb","STAT","LIV1","SNAI1","cMet","SRC","CD44","Frizzled","SMAD","TWIST1","Ecadherin","FOXC2"
"SNAI2",-0.206596035543404,-0.207894736842105,-0.155762952602643,-0.199122807017544,0.0122814948764316,-0.223256132126204,0.133333333333333,0.0412474849094567,-0.0116307950492972,0.1,0.1,-0.166221822916106,-0.162478507408085,-0.13767114167501,-0.161833690380046,-0.161212572367624,0.165882352941176,0.183333333333333,0.16,0.19367816091954,0.17608643457383,0.197292618750866,0.177494885278055,-0.150909090909091,-0.176470588235294,-0.00588853256503342,-0.19051831449219,0.170237184526902,0.171399594320487,0.00772624292007552,0.129411764705882,0.146819442264427,0.129411764705882,0.134465648020635,0.138813474107592,0.133333333333333,0.19051831449219,0.19051831449219,0.189605072483058,0.174509803921569,-0.00167948717948718,0.179173290937997,-0.0101923076923077,0.109845814543997,0.150909090909091,0.16,0.0103956612843584,0.162478507408085,0.172337662337662,0.166779582676902,0.172337662337662,-0.0445967672061075,0.149568742854205,0.286023572689898,0.132139847039292
"KLF4",-0.148955753958467,-0.156172248803828,-0.0408613874880741,-0.150909090909091,0.0093659281894576,-0.166779582676902,0.1,0.0333333333333333,-0.0108410732714138,0.1,0,-0.0563462112992751,-0.0442772457820338,-0.0853733999801692,-0.0499736934677608,-0.0456150384241742,0.0833333333333333,0.16,0.1,0.155238095238095,0.0958333333333333,0.155238095238095,0.0926075268817204,-0.0333333333333333,-0.147807486631016,-0.00433455433455433,-0.138076923076923,-0.127586448097773,0.127672955974843,0.00823529411764706,0.0954545454545455,0.0953333056744356,0.0754545454545455,0.0779260901699926,0.0901212121212121,0.12,0.138076923076923,0.138076923076923,0.13881221719457,0.165454545454545,-6.18429189857758e-05,0.150900270136171,-0.0111111111111111,0.0248573716256643,0.0333333333333333,0.1,0.0124054226520963,0.0442772457820338,0.0745098039215686,0.0573207240429033,0.0745098039215686,-0.0318840579710145,0.0347145969498911,0.0884107793263528,0.0920537294705474
"FOXC2",-0.148955753958467,-0.156172248803828,-0.0408613874880741,-0.150909090909091,0.0093659281894576,-0.166779582676902,0.1,0.0333333333333333,-0.0108410732714138,0.1,0,-0.0563462112992751,-0.0442772457820338,-0.0853733999801692,-0.0499736934677608,-0.0456150384241742,0.0833333333333333,0.16,0.1,0.155238095238095,0.0958333333333333,0.155238095238095,0.0926075268817204,-0.0333333333333333,-0.147807486631016,-0.00433455433455433,-0.138076923076923,-0.127586448097773,0.127672955974843,0.00823529411764706,0.0954545454545455,0.0953333056744356,0.0754545454545455,0.0779260901699926,0.0901212121212121,0.12,0.138076923076923,0.138076923076923,0.13881221719457,0.165454545454545,-6.18429189857758e-05,0.150900270136171,-0.0111111111111111,0.0248573716256643,0.0333333333333333,0.1,0.0124054226520963,0.0442772457820338,0.0745098039215686,0.0573207240429033,0.0745098039215686,-0.0318840579710145,0.0347145969498911,0.0884107793263528,0.0920537294705474
"Frizzled",-0.0665966386554622,-0.0607142857142857,-0.0379775698158051,-0.0857142857142857,-0.12442989634479,0.156264975334743,0,-0.111051480818923,-0.142528327438196,0.1,-0.1,0.105827067669173,0.0986842105263158,0.213616124268693,0.0981701770983751,0.0972177961459941,-0.104545454545455,-0.06,-0.15,-0.0225,-0.118831168831169,-0.035,-0.128508588186008,0,0.0223529411764706,-0.0206849747474747,0.101503759398496,0.138885021211792,-0.139393939393939,0.0095610134901582,0.0333333333333333,-0.117873563218391,0.0266666666666667,0.0401242236024845,0.0353623188405797,0,-0.101503759398496,-0.101503759398496,-0.0975667515244805,-0.04,-0.0080952380952381,-0.0371677559912854,0.00588235294117647,0.173077750874361,-0.1,-0.1,0.0317632850241546,-0.0986842105263158,-0.125,-0.105827067669173,-0.125,0.102640265865652,0.00626050420168067,0.241012953739154,0.0773731287072781
"GSK3",-0.0738294058882294,-0.0714917435505671,-0.0373381763908065,-0.0665966386554622,-0.109775613579052,0.150558176113118,-0.0225,-0.0984893224694252,-0.147342825923062,-0.06,-0.104545454545455,0.096494844213753,0.0960231461005455,0.213921575333335,0.0966324726413286,0.0950535252729076,-0.128508588186008,-0.035,-0.118831168831169,-0.0476436781609195,-0.125441103523431,-0.0416607721780136,-0.119221007829651,0.0986842105263158,0.034912116893541,-0.0359510371384621,0.0894435022247606,0.13725933731465,-0.12789081971158,0.0190390820748243,0.0353623188405797,-0.218508622342588,0.0401242236024845,0.0371661247907271,0.0328071504317528,-0.0223529411764706,-0.0894435022247606,-0.0894435022247606,-0.0896535862583741,-0.0371677559912854,0.00435897435897436,-0.028662116893541,0.0256555686826721,0.17163245558235,-0.0986842105263158,-0.125,0.032404625483493,-0.0972177961459941,-0.105827067669173,-0.0981701770983751,-0.105827067669173,0.103136998631344,0.0170268430471325,0.238148544837874,0.0886741084293104
"cMet",0.0953447448408255,0.0804511278195489,0.0860758082497213,0.0857142857142857,0.0969728242174063,0.0920634920634921,0.1,0.0760770975056689,-0.0486291486291486,0.1,0.1,0.0651515151515151,0.0833333333333333,-0.0901062882155319,0.0714165731784967,0.0793261776982707,0.05,0.0666666666666667,0.05,0.0733333333333333,0.0863636363636364,0.104583333333333,0.0644886363636364,0.1,-0.115,-0.0462775856389987,-0.00857142857142857,-0.180005849786872,0.0633333333333333,0.0209235209235209,-0.02,-0.0346966205837174,-0.0575,-0.0463888888888889,-0.0463888888888889,0.075,0.00857142857142857,0.00857142857142857,0.0104582210242588,0.095,-0.01,0.131363636363636,-0.0619047619047619,-0.10365407427685,0,0.1,0.00608223177357878,-0.0833333333333333,0.05,-0.0624031007751938,-0.05,-0.0669861884147598,-0.00231962793760546,-0.151899507254712,0.024409282700422
"ZEB2",-0.253020596889449,-0.248102564102564,-0.240147041880631,-0.230769230769231,-0.222193773967968,-0.219894330409572,-0.211111111111111,-0.204677552494454,-0.20111525593868,-0.2,-0.2,-0.192367785120079,-0.183193473193473,-0.18245995390958,-0.18092521636999,-0.178847294292068,-0.174285714285714,-0.173611111111111,-0.171428571428571,-0.171388888888889,-0.169407665505226,-0.168585150571132,-0.166680392777954,-0.159090909090909,-0.113186191284663,-0.0939877455170129,-0.0936796536796537,-0.0572039474471996,-0.0223260073260073,0.0323425344831352,0.0324675324675325,0.0369412863264847,0.0415584415584416,0.0493437779152065,0.0504019789734075,0.0666666666666667,0.0936796536796537,0.0936796536796537,0.098176441688219,0.103508771929825,0.115523349436393,0.120503264455395,0.129540019375295,0.137744424919851,0.15,0.15,0.150068693825289,0.174035087719298,0.176666666666667,0.182368421052632,0.185757575757576,0.201628772006649,0.210466525373336,0.239312196825711,0.273982905982906
"CD44",0.0804511278195489,0.0857142857142857,0.105641025641026,0.1,0.114619883040936,0.1,0.1,0.0944444444444444,-0.0476190476190476,0,0.1,0.0833333333333333,0.05,-0.0934846665939103,0.0793261776982707,0.0624031007751938,0.05,0.1,0.1,0.0666666666666667,0.05,0.0733333333333333,0.0863636363636364,0,-0.095,-0.0634650856389987,-0.0285714285714286,-0.185845265845266,0.0833333333333333,0.0380952380952381,0,-0.0363095238095238,-0.02,-0.0463888888888889,-0.0575,0.1,0.0285714285714286,0.0285714285714286,0.00857142857142857,0.075,0.00851851851851852,0.115,-0.0523809523809524,-0.113974358974359,0.1,0.1,-0.00239234449760766,0.05,0,-0.0833333333333333,-0.1,-0.0760770975056689,-0.00344322344322344,-0.150118336771252,0.0383333333333333
"SMO",-0.345454545454545,-0.345454545454545,-0.224867724867725,-0.3,-0.153113553113553,-0.380474697716077,0.1,-0.14,-0.228248587570621,0,0.1,-0.125,-0.125,-0.203204857158346,-0.219905102562231,-0.222912621359223,-0.08,0.05,0,0.0928571428571429,-0.055,0.112857142857143,-0.0661111111111111,-0.1,-0.189230769230769,-0.0740204942736588,-0.307692307692308,-0.241074986316366,-0.0219298245614035,0.038135593220339,-0.1,0.18657491375938,-0.1,-0.0614864864864865,-0.075,0.1,0.307692307692308,0.307692307692308,0.305366726296959,0.12,0.129047619047619,0.192261072261072,0.0305555555555556,-0.180923374047395,0.2,0.1,0.174347158218126,0.22,0.2,0.22,0.1,0.132063492063492,0.194880174291939,-0.0495833880668904,0.278103448275862
"miR200",0.00627925746569815,0.00571428571428572,-0.0110695276912011,0.00916256157635468,0.00163841807909605,0.0703184212628384,-0.02,0.000721075057358243,0.0461514336917563,0,-0.02,0.0101668472372698,0.0178591549295775,0.058193313683017,0.0100616192404932,0.0117282859071598,-0.0141666666666667,-0.0147368421052632,-0.0075,-0.017593984962406,-0.0129008438818565,-0.0157071925095758,-0.0139878004035957,0.02,0.0188311688311688,-0.0692045153893641,0.0819594336012247,0.079157363780785,-0.0109090909090909,0.0458512544802867,-0.00833333333333333,0.00546769777286594,-0.0142156862745098,-0.0155097597928894,-0.0126027830487034,-0.0142857142857143,-0.0819594336012247,-0.0819594336012247,-0.0807125508082072,-0.0142857142857143,0.00107621120880571,-0.0113481756338899,0.0476190476190476,-0.0048782506712523,-0.02,0,-0.00106486106486106,-0.0168156766687079,-0.00695652173913044,-0.00895050812938206,-0.008,0.00210024155706182,-0.0709036566705279,0.0136074894879273,-0.00981235566601421
"SUFU",-0.352958152958153,-0.354545454545455,-0.21582442578064,-0.345454545454545,-0.142514635704788,-0.386298951865349,0.0928571428571429,-0.115934459805428,-0.224437200830454,0.05,-0.08,-0.125064340863597,-0.126923076923077,-0.199925657167659,-0.219134642204175,-0.220720319953535,-0.0661111111111111,0.112857142857143,-0.055,0.0974725274725275,-0.0610606060606061,0.0994859502913194,-0.0506358956358956,-0.125,-0.184215095249578,-0.0798433070382067,-0.306676769965081,-0.24302038312974,-0.0156361182676972,0.0493089431506908,-0.075,0.181303701234339,-0.0614864864864865,-0.0653053626457882,-0.0678694652098907,0.189230769230769,0.306676769965081,0.306676769965081,0.305094491484068,0.192261072261072,0.125546672277158,0.18208743567511,0.0271787027038819,-0.179284233859245,0.22,0.2,0.169747498933629,0.222912621359223,0.22,0.219905102562231,0.125,0.116165406687645,0.198371295358491,-0.0508192274077761,0.280832976811842
"FUS",-0.354545454545455,-0.345454545454545,-0.223662905590616,-0.345454545454545,-0.154562828475872,-0.386064759827878,0.05,-0.132063492063492,-0.223954109043014,0.1,0,-0.126923076923077,-0.125,-0.200723105333528,-0.220720319953535,-0.219905102562231,-0.055,0.0928571428571429,-0.08,0.112857142857143,-0.0661111111111111,0.0974725274725275,-0.0610606060606061,-0.1,-0.192261072261072,-0.0750105932835598,-0.305366726296959,-0.242690785239166,-0.0219298245614035,0.0497920349381304,-0.1,0.184902672956704,-0.075,-0.0678694652098907,-0.0614864864864865,0.12,0.305366726296959,0.305366726296959,0.306676769965081,0.189230769230769,0.125954835542464,0.184215095249578,0.0158014571948998,-0.178874956915179,0.2,0.2,0.174347158218126,0.22,0.22,0.222912621359223,0.125,0.115934459805428,0.200639336595604,-0.0495833880668904,0.278103448275862
"Patched",-0.345454545454545,-0.3,-0.210582010582011,-0.2,-0.11025641025641,-0.37012987012987,0,-0.1,-0.233333333333333,0,0,-0.125,-0.1,-0.204755244755245,-0.222912621359223,-0.22,0,0.1,0.1,0.05,-0.08,0.0928571428571429,-0.055,0,-0.12,-0.0904761904761905,-0.307692307692308,-0.240122605363985,-0.0166666666666667,0.05,-0.1,0.187545787545788,-0.1,-0.075,-0.1,0.1,0.307692307692308,0.307692307692308,0.307692307692308,0.1,0.145714285714286,0.189230769230769,0.0555555555555556,-0.178010752688172,0.1,0.1,0.167204301075269,0.2,0.2,0.22,0.1,0.14,0.203703703703704,-0.0506903991370011,0.285
"SRC",-0.152142857142857,-0.130714285714286,-0.0652046577275935,-0.145,-0.111535915259848,0.0735326618215819,0.1,-0.0929824561403509,-0.234231805929919,0.1,-0.0333333333333333,0.0147540983606557,0,0.0590189520624303,0.00449328098738133,-0.00109956017592963,-0.0633333333333333,0.0666666666666667,-0.0833333333333333,0.0743589743589744,-0.0966666666666667,0.0521367521367521,-0.0819607843137255,0,-0.135353535353535,-0.0776811594202899,-0.192423863162286,0.00411531433658496,-0.205714285714286,0.0527927523210542,-0.133333333333333,-0.0669264069264069,-0.0958333333333333,-0.104664502164502,-0.110119047619048,0.133333333333333,0.192423863162286,0.192423863162286,0.192423863162286,0.124242424242424,0.11228413163897,0.118372403278064,-0.0597545219638243,0.019797934440952,0.1,0,0.209203363145178,0,-0.05,-0.0147540983606557,-0.05,0.083072546230441,0.0958633320702287,0.0990652321534675,0.310756302521008
"SMAD",-0.287170224411604,-0.280821018062397,-0.28538961038961,-0.27047619047619,-0.253584039655039,-0.19552090817427,-0.194444444444444,-0.227717852923332,-0.215837069822584,-0.25,-0.183333333333333,-0.172567660157588,-0.179761904761905,-0.155261479422446,-0.152881730029695,-0.157846269036787,-0.185833333333333,-0.199206349206349,-0.195833333333333,-0.193323996265173,-0.183081039755352,-0.186657329598506,-0.171556876186578,-0.171428571428571,-0.0789733147572607,-0.0433161830950753,-0.0581800034027108,0.0238742960221301,-0.0258355516119491,0.0540650341938011,0.0142857142857143,-0.0323958344635036,0.0354124748490946,0.0381100643792421,0.0281499050166923,0.0571428571428571,0.0581800034027108,0.0581800034027108,0.0552194770869214,0.06036866359447,0.146241748661104,0.083781007064953,0.0529763598857156,0.108812346201502,0.151428571428571,0.08,0.173343327819134,0.158291316526611,0.134761904761905,0.150654952890247,0.154761904761905,0.126289281494761,0.214097183886659,0.236600335051916,0.311677538718004
"RAS",-0.0958291956305859,-0.105263157894737,0.0776818450620934,-0.1,-0.0877470355731225,0.133438735177866,0.2,0.0147186147186147,-0.0747974963181149,0.2,0.1,0.110049019607843,0.105882352941176,0.124195273613878,0.11347525548797,0.112625397131029,-0.0166666666666667,0.1,0,0.0933333333333333,0.0113333333333333,0.121111111111111,0.0028587570621469,0.1,-0.0747368421052632,-0.0733230769230769,-0.112307692307692,-0.196198558007573,-0.0991341991341991,0.0545029455081002,-0.06,-0.0529974160206719,-0.12,-0.120873616773442,-0.131764705882353,0.08,0.112307692307692,0.112307692307692,0.00269230769230769,0.08,-0.022314465408805,0.0963054695562436,0.0782142857142857,0.0386925890589614,-0.1,0,0.00734513274336284,-0.105882352941176,-0.1,-0.108010012515645,-0.1,0.00364873222016079,-0.116279323513366,0.00111000922107974,0.0284126984126984
"ERK",-0.148072879552751,-0.141701688417017,-0.176051930412832,-0.129292929292929,-0.16719449792787,-0.0718291755787897,-0.180357142857143,-0.157504350707916,-0.164239523144255,-0.142857142857143,-0.173333333333333,-0.0768252799831747,-0.0695571095571096,0.128240404143676,-0.070985725703594,-0.0689023923702607,-0.137136612021858,-0.153084415584416,-0.145333333333333,-0.142496180290298,-0.133868638165649,-0.139743886712316,-0.133385546378209,-0.0433333333333333,-0.00777696258253852,-0.0504839477481191,0.0677494727494728,0.288487582269276,-0.016986900909231,0.0554016443783839,0.04,-0.0527412359576543,0.0502803738317757,0.056661219263716,0.0583095709120677,-0.134137931034483,-0.0677494727494728,-0.0677494727494728,-0.0632390217043682,-0.102223037417461,0.066119060144216,0.0164120600755747,0.0488561164681414,0.195282746968999,0.0385964912280702,0.0333333333333333,0.0936921041698716,0.0648202674518464,0.0655195681511471,0.07169049645948,0.0702564102564102,0.153856934294542,0.199257553792105,0.299326144606541,0.194295250157319
"GLI",-0.209992421371732,-0.207135278514589,-0.19671072604641,-0.197135278514589,-0.163244928058171,-0.206905193236715,-0.0666666666666667,-0.149203554805293,-0.236532514080901,-0.1,-0.19047619047619,-0.203851588679398,-0.100872865275142,-0.181779897823385,-0.180780344333436,-0.18239421163768,-0.217449874686717,-0.103508771929825,-0.22797619047619,-0.0973863229502327,-0.199082527747941,-0.0755113229502327,-0.195378824044238,-0.08,0.0395238095238095,-0.0460813799203892,-0.183686282325975,0.0594602411028637,-0.0813377772669808,0.0599757637822154,-0.123333333333333,-0.0607425694904666,-0.119885057471264,-0.107410029724316,-0.117998265018434,-0.0371428571428571,0.183686282325975,0.183686282325975,0.183092222920035,-0.0538095238095238,0.136363249461561,-0.0257116548276769,0.0678815958815959,0.146292891248462,0.16,0.1,0.166214505581355,0.177859952793076,0.163225806451613,0.180446159689628,0.0832258064516129,0.154068419670158,0.226544114252094,0.274321292335638,0.340687886996904
"SNAI1",-0.20956043956044,-0.206703296703297,-0.198316780444284,-0.202307692307692,-0.168270434110676,-0.208353411931811,-0.108333333333333,-0.153845366103431,-0.234274564348111,-0.0833333333333333,-0.123809523809524,-0.180455897153346,-0.175885513241097,-0.161337127829948,-0.175935093876513,-0.174696064449564,-0.107003470444331,-0.108333333333333,-0.120583717357911,-0.0916666666666667,-0.0980034704443307,-0.0840277777777778,-0.100916091803554,-0.156296296296296,-0.094210759027266,-0.0513239538829353,-0.150899815950031,0.0523014586948179,-0.0579697262179048,0.0689855139839085,-0.0235294117647059,0.0226778481419571,-0.0265597147950089,-0.0154291401431492,-0.015630753046375,0.0669565217391304,0.150899815950031,0.150899815950031,0.151720834012429,0.082210759027266,0.149284479438667,0.100488785933096,0.0678498349955375,0.140657655857026,0.156296296296296,0.16,0.117101968781752,0.173235017195413,0.175215215215215,0.178420202380598,0.177348927875244,0.15273835503332,0.247978579391623,0.264581546559173,0.375410851918446
"PAK1",-0.206703296703297,-0.202307692307692,-0.193610898091343,-0.188461538461538,-0.161722815063057,-0.203225206803606,-0.0833333333333333,-0.149974398361495,-0.234643568038148,-0.133333333333333,-0.0904761904761905,-0.175885513241097,-0.177348927875244,-0.163036689233457,-0.174696064449564,-0.178420202380598,-0.120583717357911,-0.108333333333333,-0.123809523809524,-0.108333333333333,-0.107003470444331,-0.0916666666666667,-0.0980034704443307,-0.16,-0.082210759027266,-0.057183704123089,-0.152717997768213,0.0515304228248883,-0.0583470847084709,0.0723065471942406,-0.0333333333333333,0.0215557359307359,-0.0235294117647059,-0.015630753046375,-0.0265597147950089,0.08,0.152717997768213,0.152717997768213,0.150899815950031,0.0669565217391304,0.154305399940759,0.094210759027266,0.0775071558678116,0.139172336340618,0.16,0.1,0.215500545294207,0.175215215215215,0.156296296296296,0.173235017195413,0.156296296296296,0.153845366103431,0.246234989648033,0.265153867058653,0.378587471994685
"LIV1",-0.206703296703297,-0.202307692307692,-0.193610898091343,-0.188461538461538,-0.161722815063057,-0.203225206803606,-0.0833333333333333,-0.149974398361495,-0.234643568038148,-0.133333333333333,-0.0904761904761905,-0.175885513241097,-0.177348927875244,-0.163036689233457,-0.174696064449564,-0.178420202380598,-0.120583717357911,-0.108333333333333,-0.123809523809524,-0.108333333333333,-0.107003470444331,-0.0916666666666667,-0.0980034704443307,-0.16,-0.082210759027266,-0.057183704123089,-0.152717997768213,0.0515304228248883,-0.0583470847084709,0.0723065471942406,-0.0333333333333333,0.0215557359307359,-0.0235294117647059,-0.015630753046375,-0.0265597147950089,0.08,0.152717997768213,0.152717997768213,0.150899815950031,0.0669565217391304,0.154305399940759,0.094210759027266,0.0775071558678116,0.139172336340618,0.16,0.1,0.215500545294207,0.175215215215215,0.156296296296296,0.173235017195413,0.156296296296296,0.153845366103431,0.246234989648033,0.265153867058653,0.378587471994685
"SHH",-0.3,-0.2,-0.214285714285714,-0.1,-0.133333333333333,-0.342857142857143,0,-0.133333333333333,-0.225,0,0,-0.1,-0.1,-0.208051948051948,-0.22,-0.22,0.1,0,0,0.1,0,0.05,-0.08,0,-0.1,-0.0833333333333333,-0.3,-0.241455938697318,-0.05,0.075,-0.2,0.192307692307692,-0.1,-0.1,-0.1,0,0.3,0.3,0.307692307692308,0.1,0.16,0.12,0,-0.18078853046595,0.1,0,0.183333333333333,0.2,0.1,0.2,0,0.1,0.2,-0.0477777777777778,0.275
"TCFLEF",0.0181678267828213,0.0258090227961103,-0.0819909182739056,0.0493384345608162,-0.139221873314936,0.280250061050061,-0.115584415584416,-0.197956861851599,-0.287613946482368,-0.142857142857143,-0.2,-0.0746476583944615,-0.0758898944193062,-0.31394299048978,-0.174327610944028,-0.176733109225815,-0.211428571428571,-0.103584415584416,-0.206666666666667,-0.103584415584416,-0.206589861751152,-0.0981496329757199,-0.198614401628453,-0.0529411764705882,0.0747154471544716,-0.101034006154488,-0.0752389269104071,-0.290058154525077,-0.107364962382926,0.076543416622364,-0.179487179487179,0.217243955978115,-0.165533691115086,-0.157586671247537,-0.165533691115086,-0.107142857142857,0.0752389269104071,0.0752389269104071,0.0756331450444412,-0.085191637630662,0.252937962070074,-0.0719943587190974,0.173468933027757,0.0102035621085265,0.05,0,0.27383624046804,0.072948717948718,0.055,0.0704329946782777,0.0579411764705882,0.197383248084868,0.180151114388995,0.0892048421477075,0.314832074349236
"STAT",-0.0855454540777213,-0.078749337572867,-0.118248290404129,-0.0490196078431372,-0.159333333333333,0.0414589332236391,-0.15,-0.154186795491143,-0.221803837188453,-0.1,-0.15,-0.0258307868601986,-0.00146103896103896,0.0318907438786478,-0.0260532103995762,-0.018544271186227,-0.146666666666667,-0.11,-0.1,-0.143333333333333,-0.13968992248062,-0.141638418079096,-0.133495232215133,0.0428571428571429,0.00352941176470588,-0.0510656640069705,0.0448511166253102,0.0858793569066578,-0.192159277504105,0.0801685493993186,-0.0545454545454545,-0.0854383622607922,-0.0545454545454545,-0.0486339366202066,-0.0413875598086124,0,-0.0448511166253102,-0.0448511166253102,-0.0336570867745639,0.02,0.142442084942085,0.0125996204933586,-0.024777183600713,0.0258879002584125,-0.0428571428571429,0.1,0.204236074717266,0.00146103896103896,0.0196428571428571,0.024537962037962,0.0196428571428571,0.158784496640569,0.116184223905363,0.127196938430263,0.280623040218132
"CDC42",-0.202307692307692,-0.188461538461538,-0.195451388888889,-0.15,-0.163193403298351,-0.198193760262726,-0.133333333333333,-0.151587301587302,-0.227891156462585,-0.1,-0.133333333333333,-0.177348927875244,-0.156296296296296,-0.163187065173307,-0.178420202380598,-0.173235017195413,-0.123809523809524,-0.0833333333333333,-0.0904761904761905,-0.108333333333333,-0.120583717357911,-0.108333333333333,-0.107003470444331,-0.1,-0.0669565217391304,-0.0541380188439012,-0.140522875816993,0.052615413783297,-0.0652777777777778,0.0803451324032438,0.0428571428571429,0.0233739177489177,-0.0333333333333333,-0.0265597147950089,-0.0235294117647059,0.02,0.140522875816993,0.140522875816993,0.152717997768213,0.08,0.153752913752914,0.082210759027266,0.066031746031746,0.144483691651974,0.1,0.1,0.21908049756151,0.156296296296296,0.16,0.175215215215215,0.16,0.149974398361495,0.248952380952381,0.265915112733394,0.371690920270547
"AXIN2",-0.345315653999865,-0.338558897243108,-0.337247928334885,-0.320701754385965,-0.19306115736136,0.0988121506347918,0.233333333333333,-0.174212100299057,-0.269371016877372,0.2,0.1,-0.32506241394441,-0.32317562149158,-0.322253159396242,-0.324704549450207,-0.325266590090069,0.101831501831502,0.246376811594203,0.0923076923076923,0.26231884057971,0.108974358974359,0.270096618357488,0.111269440941572,-0.3,-0.289383785426639,-0.155766253880919,-0.364133857040431,-0.284401624066642,0.0324243840933883,0.154594780183252,-0.0279166666666667,0.32853744450312,-0.0192746913580247,-0.00800975955510989,-0.0113100895881132,0.246666666666667,0.364133857040431,0.364133857040431,0.36387138984883,0.27349593495935,0.241160443499153,0.293521716461122,0.146725231594156,-0.306746705045895,0.3,0.266666666666667,0.280078271450808,0.32317562149158,0.316279069767442,0.325383823384324,0.316279069767442,0.171434322521279,0.300083219062259,-0.0757754383350787,0.331308847280744
