"","ILK","Patched","SMAD","TGF","SOSGRB2","TGFR","ERK","PAK1","cfos","CDC42","SMO","MEK","SNAI2","NOTCHic","EGR1","TWIST1","NOTCH","SRC","SNAI1","Destcompl","ZEB2","cateninmemb","Ecadherin","LIV1","RKIP","ZEB1","STAT","TCFLEF","RAS","GLI","DSH","cateninnuc","GSK3","CD44","Frizzled","AXIN2","RAF","PI3K","DELTA","Wnt","cMet","Jagged","miR200","KLF4","IKK","Csl","TrCP","NFB","FUS","FOXC2","SHH","HEY1","AKT","SUFU","Csn"
"TGFR",0.278064516129032,0.258074712643678,0.281267363104121,0.0992012833502195,0.384291747888239,0.0984920634920635,0.332664995822891,0.171111111111111,0.321553884711779,0.180634920634921,0.220574712643678,0.321706091713302,0.197969221608984,0.339655172413793,0.295238095238095,0.0583946223803875,0.344691143636815,-0.0166666666666667,0.104064336039396,-0.0193229367874022,-0.137078709900263,-0.092259074260764,0.0602169264053875,0.1,-0.0393073593073593,0.137078709900263,-0.0666666666666667,0.0536238752971623,0.235505430242272,0.0765663855316929,-0.0857142857142857,0.0448550533308204,0.104039284155457,0.05601621979477,0.0357142857142857,0.0552444535277153,0.223809523809524,0.223809523809524,0.223809523809524,0.0526954177897574,0.0336477987421384,-0.255724797763121,0.106617038875103,-0.132449329846355,-0.0819548872180451,-0.35,-0.1,-0.0714285714285714,-0.203333333333333,-0.109244487238602,-0.258639684395091,-0.307224034566048,-0.116838608148278,-0.22,-0.1
"TGF",0.27,0.220574712643678,0.278064516129032,0.0984920634920635,0.385526315789474,0.180634920634921,0.321553884711779,0.16,0.295238095238095,0.171111111111111,0.203333333333333,0.332664995822891,0.192876629016391,0.35,0.266666666666667,0.0644444444444444,0.339655172413793,-0.0666666666666667,0.0990495867768595,-0.0193229367874022,-0.130663615560641,-0.0954923306118033,0.0660090899488287,0,-0.0307359307359307,0.130663615560641,-0.1,0.05601621979477,0.223809523809524,0.0526954177897574,-0.1,0.0536238752971623,0.111129748703134,0.0336477987421384,0.0857142857142857,0.0470899470899471,0.195238095238095,0.195238095238095,0.195238095238095,0.0357142857142857,0.0166666666666667,-0.239782768777614,0.101631701631702,-0.130663615560641,-0.0714285714285714,-0.34,0,-0.1,-0.22,-0.10444099378882,-0.258074712643678,-0.296776273372018,-0.0819548872180451,-0.2,-0.1
"TWIST1",0.201019201019201,0.0893028919330289,0.202669366035703,0.100220813309436,0.188317784427624,0.103637669801463,0.160091533180778,0.113939393939394,0.149565217391304,0.117387669801463,0.107111111111111,0.17153431925043,0.308328782228758,0.0819373219373219,0.18,-0.0345054211615996,0.0942014728807181,-0.0388888888888889,0.0720083200090195,-0.0701150422177817,-0.0955701315350438,-0.0404083756861131,-0.0208886111325312,1.11022302462516e-17,-0.0473998843564061,0.0955701315350438,-1.11022302462516e-17,0.026742018523193,0.0410576338961356,0.03606783625731,-1.11022302462516e-17,0.0295597298515426,-0.0739728181386812,0.0354709618616309,0.0388888888888889,0.0488460464266916,0.050646674992026,0.050646674992026,0.050646674992026,0.05046783625731,0.0495271867612293,-0.046140554646416,0.0826227159976243,-0.0956014175526371,-0.0847985347985348,-0.0562962962962963,0,-0.103846153846154,-0.111111111111111,-0.123716765230269,-0.0878250594207136,-0.21414912770845,-0.0729341280188738,-0.0333333333333333,-0.05
"cMet",0.201360544217687,0.165454545454545,0.219542362399505,0.0856382978723404,0.35047619047619,0.075,0.22,0.0333333333333333,0.19,0.0583333333333333,0.12,0.24,0.316642400584006,0.340601503759398,0.15,0.0403193809935383,0.385282354823228,0,0.211155714144117,0.271730682444968,-0.0685425685425685,0.13994942187113,-0.160170342021087,0.1,0.082962962962963,0.0685425685425685,0,-0.023613595706619,0.459766397124888,-0.00818181818181818,0.1,-0.0360429742376924,0.421082949308756,-0.00976744186046512,-0.1,-0.0320634920634921,0.435238095238095,0.435238095238095,0.435238095238095,-0.04,-0.04,-0.177876760920239,0.0139595685111989,-0.141269841269841,0.153333333333333,-0.314285714285714,0,0.133333333333333,-0.1,-0.0961339662447257,-0.177954545454545,-0.239594083247334,0.128333333333333,-0.1,0.1
"CD44",0.166666666666667,0.12,0.201360544217687,0.075,0.323809523809524,0.0583333333333333,0.19,-0.0666666666666667,0.15,0.0333333333333333,0.1,0.22,0.311532911532912,0.314285714285714,0.1,0.0324542124542124,0.340601503759398,0,0.187426900584795,0.261595547309833,-0.0412698412698413,0.123223443223443,-0.15584464227554,0.1,0.116296296296296,0.0412698412698413,-0.1,-0.00976744186046512,0.435238095238095,-0.04,0,-0.023613595706619,0.417857142857143,-0.04,-0.1,-0.04,0.380952380952381,0.380952380952381,0.380952380952381,-0.1,0,-0.145268065268065,-0.00322793148880106,-0.126984126984127,0.133333333333333,-0.3,0.1,0.1,-0.1,-0.0720833333333333,-0.165454545454545,-0.20233918128655,0.153333333333333,-0.1,0
"SNAI2",0.0366867873910127,0.0484033613445378,0.0409930074867065,0.0832017087771563,-0.0426639621365788,0.0738849385908209,-0.0529411764705882,0.0705882352941176,-0.0588235294117647,0.0610644257703081,0.0341176470588235,-0.0583465818759936,0.258018578978138,-0.0552631578947368,-0.1,0.0736916921487452,-0.0695488721804511,0.0341558441558442,0.0282124055684471,0.112484092064771,-0.0261785189846864,0.15605135574692,-0.172535452742043,-0.04,-0.0296794871794872,0.0261785189846864,0.0127272727272727,-0.0417918608992488,-0.033257543613714,-0.0526088079277806,0.0127272727272727,-0.0383757118309258,0.112956530555024,-0.0531320670848158,-0.0341558441558442,-0.0541294183891029,-0.0387369956685085,-0.0387369956685085,-0.0387369956685085,-0.0552826047192244,-0.0552826047192244,0.0385420547388762,0.0156269758762701,-0.0151923076923077,-0.0270114942528736,0.0464912280701754,-0.1,-0.0166666666666667,-0.04,-0.0961959820498121,-0.0582625162741153,-0.0180831826401447,-0.0378548677468495,-0.1,-0.0666666666666667
"HEY1",0.0226666666666667,-0.0583333333333333,0.0299130434782609,0.0411958610495196,-0.0200686106346484,0.0338787878787879,-0.0281283422459893,0.00454545454545455,-0.0163636363636364,0.00854545454545455,-0.0833333333333333,-0.0394685484315563,-0.03884116455496,-0.00430622009569378,-0.08,-0.0136339869281046,-0.0218319932915701,-0.0470588235294118,0.0312411978975209,0.0661474845473007,-0.0252115583075335,0.0460942321003297,0.0411950083294238,0.1,-0.0301793444650587,0.0252115583075335,-0.1,0.059707186288998,0.0204826546003017,0.0433699702816171,-0.1,0.0583373232752993,0.069192749539107,0.042650330101707,0.0470588235294118,-0.00831810019452,0.00871794871794872,0.00871794871794872,0.00871794871794872,0.0261285909712722,0.0261285909712722,-0.0626268683839898,0.0131786731786732,-0.0185185185185185,0.0266666666666667,-0.0272727272727273,-0.1,0.06,0.1,-0.067874907575452,0.0508064516129032,-0.0138579067990833,0.0155555555555556,0,0
"FOXC2",0.0226666666666667,-0.0583333333333333,0.0299130434782609,0.0411958610495196,-0.0200686106346484,0.0338787878787879,-0.0281283422459893,0.00454545454545455,-0.0163636363636364,0.00854545454545455,-0.0833333333333333,-0.0394685484315563,-0.03884116455496,-0.00430622009569378,-0.08,-0.0136339869281046,-0.0218319932915701,-0.0470588235294118,0.0312411978975209,0.0661474845473007,-0.0252115583075335,0.0460942321003297,0.0411950083294238,0.1,-0.0301793444650587,0.0252115583075335,-0.1,0.059707186288998,0.0204826546003017,0.0433699702816171,-0.1,0.0583373232752993,0.069192749539107,0.042650330101707,0.0470588235294118,-0.00831810019452,0.00871794871794872,0.00871794871794872,0.00871794871794872,0.0261285909712722,0.0261285909712722,-0.0626268683839898,0.0131786731786732,-0.0185185185185185,0.0266666666666667,-0.0272727272727273,-0.1,0.06,0.1,-0.067874907575452,0.0508064516129032,-0.0138579067990833,0.0155555555555556,0,0
"ZEB2",-0.117728937728938,-0.116411149825784,-0.11285088894845,-0.112418058132344,-0.108186813186813,-0.107656153370439,-0.105885681946803,-0.0961038961038961,-0.0929824561403509,-0.0906493506493506,-0.0871428571428571,-0.0802759258492415,-0.0738000505579774,-0.0695384615384615,-0.0666666666666667,-0.0619181190946577,-0.0493198823034888,-0.04,-0.0395241124859823,-0.0221217585306859,-0.0179810590497092,-0.0130897725769056,-0.00390456871876708,0,0.00732689210950081,0.0179810590497092,0.02,0.0217258325783159,0.022446536333046,0.0268227796668164,0.0272727272727273,0.0282193390718224,0.0323347188013494,0.0326413255360624,0.0327272727272727,0.0369074069532661,0.0385064935064935,0.0385064935064935,0.0385064935064935,0.0506759906759907,0.0557894736842105,0.0655079366758836,0.0817690335699076,0.086465730599921,0.09,0.0948717948717949,0.1,0.105555555555556,0.107142857142857,0.107316239316239,0.12277478618942,0.122876156101963,0.124579439252336,0.15,0.155555555555556
"Ecadherin",-0.0299130434782609,0.0508064516129032,-0.0316079587324982,-0.0330584288614545,0.0161212422135957,-0.0411958610495196,0.0394685484315563,-0.00854545454545455,0.0281283422459893,-0.0338787878787879,0.0583333333333333,0.0445665876472426,0.0364931814122749,0.0218319932915701,0.0163636363636364,0.0235036331105999,0.0155122906893396,0.0261285909712722,-0.0347222105557487,-0.0652155180980929,0.0242636910089553,-0.0495557705618681,-0.131944764901965,-0.1,0.0320520036410887,-0.0242636910089553,0.0470588235294118,-0.0583373232752993,-0.025231257952257,-0.0600366369482837,0.0470588235294118,-0.0499339619307615,-0.0634532351903212,-0.059707186288998,-0.0261285909712722,0.00192634761720041,-0.0204826546003017,-0.0204826546003017,-0.0204826546003017,-0.0433699702816171,-0.042650330101707,0.0765856784526397,-0.0133648929179655,0.0159868729488983,-0.0155555555555556,-0.00430622009569378,0,-0.0266666666666667,-0.0833333333333333,0.062154083776825,-0.054743459486919,0.0225827390138484,-0.0168542568542569,-0.1,-0.06
"KLF4",-0.0226666666666667,0.0583333333333333,-0.0299130434782609,-0.0411958610495196,0.0200686106346484,-0.0338787878787879,0.0281283422459893,-0.00454545454545455,0.0163636363636364,-0.00854545454545455,0.0833333333333333,0.0394685484315563,0.03884116455496,0.00430622009569378,0.08,0.0136339869281046,0.0218319932915701,0.0470588235294118,-0.0312411978975209,-0.0661474845473007,0.0252115583075335,-0.0460942321003297,-0.0411950083294238,-0.1,0.0301793444650587,-0.0252115583075335,0.1,-0.059707186288998,-0.0204826546003017,-0.0433699702816171,0.1,-0.0583373232752993,-0.069192749539107,-0.042650330101707,-0.0470588235294118,0.00831810019452,-0.00871794871794872,-0.00871794871794872,-0.00871794871794872,-0.0261285909712722,-0.0261285909712722,0.0626268683839898,-0.0131786731786732,0.0185185185185185,-0.0266666666666667,0.0272727272727273,0.1,-0.06,-0.1,0.067874907575452,-0.0508064516129032,0.0138579067990833,-0.0155555555555556,0,0
"cateninmemb",-0.0591304347826087,-0.107997311827957,-0.0651837035477419,-0.107875818120338,0.0261006289308176,-0.105163340724316,0.0321065108330117,-0.0685454545454545,0.026951871657754,-0.0832121212121212,-0.0854166666666667,0.0434790598526196,0.108874625566095,0.0625718936516549,0.0563636363636364,-0.128349095069437,0.0726090683728445,-0.066484268125855,-0.0625635059198574,-0.169885113631953,0.0473449689179738,-0.0513782666687601,-0.0326959199493274,0,0.0579359288829594,-0.0473449689179738,-0.0176470588235294,0.0439882769222998,0.00112667155388154,0.0551049577810274,-0.0176470588235294,0.0482833282761747,-0.170503232001376,0.0563170440455874,0.066484268125855,0.0417918608992488,0.012579185520362,0.012579185520362,0.012579185520362,0.0751049577810274,0.0760494855171593,-0.0267171677319235,-0.0274408996755365,0.0309892170651664,0.0174603174603175,-0.0347368421052631,0.1,-0.00476190476190476,0.0666666666666667,0.122295942671939,0.115083926001185,0.0383742905337852,0.0278499278499278,0.1,0
"cateninnuc",-0.0641197691197691,-0.0370326624353709,-0.0669847077282275,-0.0613661883967561,-0.026463539841507,-0.0685714285714286,-6.37716102768388e-05,-0.0485714285714286,-0.011456176673568,-0.0685714285714286,-0.030200364298725,-0.00327478078458877,0.0944160930198744,0.0349413860056351,-0.0130434782608696,-0.0387118449268916,0.0199413860056351,0.0237956487956488,-0.133283102517754,-0.177493816910681,0.0642898338971624,0.0398314392949905,-0.125193516822703,-0.0727272727272727,0.126217730160658,-0.0642898338971624,0.0265734265734266,-0.049009298238931,-0.0916190516190516,-0.0560336030854196,0.0265734265734266,-0.142243211522554,-0.170216011684064,-0.0550585887542409,-0.0252035635597279,-0.0386482729152174,-0.0902722502722503,-0.0902722502722503,-0.0902722502722503,-0.0469426939945106,-0.0455347792304314,0.088224140531406,-0.0345565077678857,0.0354001277488822,-0.0623484848484849,-0.029127432517263,-0.1,-0.0723484848484849,0.00888888888888889,0.098403798387405,0.031586039341689,0.0464690682603366,-0.0646922348484849,-0.0111111111111111,-0.0875
"SHH",-0.133333333333333,-0.133333333333333,-0.166666666666667,-0.08,0,-0.1,0,0,-0.1,-0.1,-0.1,-0.02,0.0518773946360153,0.2,0,-0.025,0.133333333333333,-0.1,-0.2,-0.155584415584416,0.225,0.0422939068100358,-0.0711111111111111,0,0.12,-0.225,-0.1,-0.08,-0.0730769230769231,-0.2,0,-0.03,-0.176923076923077,-0.1,0,-0.0761904761904762,-0.05,-0.05,-0.05,-0.1,0,0.06,-0.116666666666667,0.2,0.1,-0.1,0,0,0,0.2,0.0533333333333333,0.133333333333333,0.1,0,0
"FUS",-0.20047619047619,-0.07,-0.219185867895545,-0.124537090281771,-0.0234817813765182,-0.104324324324324,-0.107179487179487,-0.08,-0.0738461538461539,-0.08,-0.0533333333333333,-0.112926613616269,0.0667123095714689,0.0415151515151515,-0.02,-0.0920567703521199,0.061969696969697,0.08,-0.216084108628235,-0.174545356188541,0.277590898062459,0.0273246119741684,-0.108897511025915,0,0.176913762068401,-0.277590898062459,0.1,-0.0530892765895321,-0.0568137210864691,-0.125,0.2,-0.0615131896330103,-0.196962289153087,-0.0290291262135922,-0.175,-0.0350603918819811,-0.0458966905187835,-0.0458966905187835,-0.0458966905187835,-0.125,-0.03,0.0435660100720342,-0.142444153999487,0.265755919854281,0.118285714285714,-0.0515151515151515,0.1,0.114285714285714,0.0533333333333333,0.257295825771325,0.103333333333333,0.188708393056219,0.125978021978022,0.133333333333333,0.1
"SUFU",-0.219185867895545,-0.103333333333333,-0.226345221244275,-0.125917760893211,-0.0311740890688259,-0.124537090281771,-0.112926613616269,-0.08,-0.107179487179487,-0.104324324324324,-0.07,-0.102288315743928,0.0564947749636903,0.061969696969697,-0.0738461538461539,-0.0811289353005735,0.0635569985569986,0.03,-0.222728060928065,-0.170451788937079,0.279040173424778,0.0325087865989978,-0.0996287159692723,-0.1,0.176505598803095,-0.279040173424778,0.08,-0.0615131896330103,-0.0701048603269755,-0.149163568773234,0.175,-0.0533801973056446,-0.192592109204501,-0.0530892765895321,-0.125,-0.0474725698679296,-0.0568137210864691,-0.0568137210864691,-0.0568137210864691,-0.125,-0.0290291262135922,0.0656562713546945,-0.144302890058966,0.268749931830328,0.125978021978022,-0.0415151515151515,0.1,0.118285714285714,0.0533333333333333,0.25903279847604,0.114530244530245,0.211599959321279,0.148125672984733,0.0533333333333333,0.114285714285714
"RKIP",-0.356268720581943,-0.274666666666667,-0.394882581968081,-0.366399643969737,-0.385333333333333,-0.352380952380952,-0.344137931034483,-0.3,-0.32,-0.333333333333333,-0.246666666666667,-0.393074101247249,-0.445169901497931,-0.31010101010101,-0.22,-0.281488413547237,-0.356254856254856,0.0666666666666667,-0.436123417001247,-0.255947187237264,0.323330463892874,-0.0467898150251091,0.040522292115767,0,0.192647058823529,-0.323330463892874,0,-0.049239357134094,-0.285880785880786,-0.0597435897435898,0,-0.0611986446659006,-0.282427107959023,-0.0555330634278003,-0.0666666666666667,-0.0298406000937647,-0.298701298701299,-0.298701298701299,-0.298701298701299,-0.0866666666666667,-0.0824561403508772,0.271481122160239,-0.183299768828509,0.299330463892874,0.0928571428571429,0.255555555555556,0,0.0428571428571429,0.166666666666667,0.393633952254642,0.289420765027322,0.360278745644599,0.0958874458874459,0.1,0
"DELTA",-0.283333333333333,-0.225,-0.345238095238095,-0.367555555555556,-0.26,-0.355555555555556,-0.26,-0.2,-0.2,-0.3,-0.2,-0.326666666666667,-0.183182503770739,-0.06,-0.1,-0.195,-0.0885714285714286,0,-0.325,0.00228571428571429,0.327294685990338,0.0136253886958112,-0.0264561403508772,0,0.241025641025641,-0.327294685990338,0,4.66200466200467e-05,-0.0460606060606061,0.00307692307692308,0,-0.012041292041292,-0.00344827586206897,0.00307692307692308,0,0.00571428571428572,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.02,-0.02,0.192034632034632,-0.167272727272727,0.305555555555556,0.2,0,0,0.1,0.1,0.391428571428571,0.248076923076923,0.183333333333333,0.211111111111111,0,0
"NOTCH",-0.345238095238095,-0.248076923076923,-0.375238095238095,-0.38368458781362,-0.307368421052632,-0.367555555555556,-0.326666666666667,-0.3,-0.26,-0.355555555555556,-0.225,-0.355238095238095,-0.196410016998252,-0.0885714285714286,-0.2,-0.200084745762712,-0.204700460829493,0.02,-0.338846153846154,0.00882777036048064,0.334702093397746,0.0214787918371725,-0.0232303338992643,0,0.237577365163572,-0.334702093397746,0,-0.012041292041292,-0.0533069828722003,4.66200466200467e-05,0,-0.0108168022453737,-0.00572100313479624,4.66200466200467e-05,-0.02,-0.00371967654986523,-0.0460606060606061,-0.0460606060606061,-0.0460606060606061,0.00307692307692308,0.00307692307692308,0.217960557960558,-0.17012987012987,0.327294685990338,0.211111111111111,0.06,0,0.2,0.2,0.405714285714286,0.295135746606335,0.248550724637681,0.211111111111111,0.1,0.1
"NOTCHic",-0.375238095238095,-0.295135746606335,-0.38602946214457,-0.390690957240372,-0.316459330143541,-0.38368458781362,-0.355238095238095,-0.355555555555556,-0.326666666666667,-0.367555555555556,-0.248076923076923,-0.358095238095238,-0.202221640244745,-0.204700460829493,-0.26,-0.200713676580322,-0.215226776618967,-0.00307692307692308,-0.347840862840863,0.00949443702714731,0.342850241545894,0.0192475545146573,-0.0209332435470438,0,0.244619618684699,-0.342850241545894,0.02,-0.0108168022453737,-0.064637032133284,-0.0139318745770359,0.02,-0.00486260377209123,-0.000762325448845825,-0.012041292041292,0.00307692307692308,-0.00788634321653189,-0.0533069828722003,-0.0533069828722003,-0.0533069828722003,4.66200466200467e-05,4.66200466200467e-05,0.237165855973803,-0.175332182268598,0.334437543133195,0.211111111111111,0.0885714285714286,0.1,0.211111111111111,0.225,0.415391705069124,0.313415316498808,0.280858416945374,0.255297157622739,0.2,0.2
"CDC42",-0.374867724867725,-0.308909370199693,-0.387770950674176,-0.403654188948307,-0.348611111111111,-0.396078431372549,-0.390434782608696,-0.242857142857143,-0.36,-0.366666666666667,-0.247619047619048,-0.381960206337509,-0.271825133503966,-0.233333333333333,-0.26,-0.21412987012987,-0.241025641025641,0.04,-0.351252123404022,0.100136544681205,0.343962104615858,0.121046326624252,-0.0934790867407442,-0.1,0.241398601398601,-0.343962104615858,0.1,-0.0737010277604337,-0.10887002497476,-0.0726510721247563,0.1,-0.062960287019693,0.028336038961039,-0.0707307307307307,-0.04,-0.0730213464696223,-0.0905773420479303,-0.0905773420479303,-0.0905773420479303,-0.0437037037037037,-0.0437037037037037,0.266180555555556,-0.175218572277396,0.337365079365079,0.2125,0.233333333333333,0.1,0.2,0.214285714285714,0.428505841360935,0.327427888718211,0.383033483258371,0.270394736842105,0.2,0.2
"PAK1",-0.387770950674176,-0.327427888718211,-0.401319337770951,-0.399829052336285,-0.371383388338834,-0.403654188948307,-0.381960206337509,-0.366666666666667,-0.390434782608696,-0.396078431372549,-0.308909370199693,-0.393960206337509,-0.270740142545557,-0.241025641025641,-0.36,-0.216847261434218,-0.266300366300366,0.0437037037037037,-0.354354748702352,0.0972794018240622,0.352000689824861,0.112071967649893,-0.0917489829345158,-0.1,0.246370977089209,-0.352000689824861,0.04,-0.062960287019693,-0.105688206792941,-0.0770413160271954,0.04,-0.0586844249507274,0.0345178571428571,-0.0737010277604337,-0.0437037037037037,-0.0705056231991821,-0.10887002497476,-0.10887002497476,-0.10887002497476,-0.0726510721247563,-0.0707307307307307,0.272929021813224,-0.17927948598298,0.345561800676555,0.270394736842105,0.233333333333333,0.2,0.2125,0.247619047619048,0.43126446205059,0.324427888718211,0.397739365611312,0.275950292397661,0.214285714285714,0.2
"LIV1",-0.387770950674176,-0.327427888718211,-0.401319337770951,-0.399829052336285,-0.371383388338834,-0.403654188948307,-0.381960206337509,-0.366666666666667,-0.390434782608696,-0.396078431372549,-0.308909370199693,-0.393960206337509,-0.270740142545557,-0.241025641025641,-0.36,-0.216847261434218,-0.266300366300366,0.0437037037037037,-0.354354748702352,0.0972794018240622,0.352000689824861,0.112071967649893,-0.0917489829345158,-0.1,0.246370977089209,-0.352000689824861,0.04,-0.062960287019693,-0.105688206792941,-0.0770413160271954,0.04,-0.0586844249507274,0.0345178571428571,-0.0737010277604337,-0.0437037037037037,-0.0705056231991821,-0.10887002497476,-0.10887002497476,-0.10887002497476,-0.0726510721247563,-0.0707307307307307,0.272929021813224,-0.17927948598298,0.345561800676555,0.270394736842105,0.233333333333333,0.2,0.2125,0.247619047619048,0.43126446205059,0.324427888718211,0.397739365611312,0.275950292397661,0.214285714285714,0.2
"ILK",-0.375654261704682,-0.220512820512821,-0.408454261704682,-0.347631755141081,-0.354230769230769,-0.319176470588235,-0.333613445378151,-0.25,-0.257142857142857,-0.291176470588235,-0.166666666666667,-0.361482297837168,-0.155277598977261,-0.330769230769231,-0.2,-0.108834809761396,-0.350124069478908,0.188888888888889,-0.465157004830918,-0.297544319287126,0.415626775078306,0.125797901637164,-0.0829649277856595,-0.1,0.347947640594699,-0.415626775078306,0.2,-0.200457016168144,-0.421007649884362,-0.184072835377183,0.2,-0.199426088333092,-0.435209235209235,-0.184072835377183,-0.188888888888889,-0.122095238095238,-0.39361038961039,-0.39361038961039,-0.39361038961039,-0.167149758454106,-0.167149758454106,0.270877192982456,-0.227425450786107,0.395394736842105,-0.172549019607843,0.3,-0.2,-0.166666666666667,0.15,0.393135888501742,0.267735042735043,0.384189284633236,-0.14947209653092,0.1,-0.166666666666667
"DSH",-0.412854136131685,-0.268516966904064,-0.436627721037345,-0.435680452456699,-0.418920916481892,-0.424182194616977,-0.366100217864924,-0.366666666666667,-0.336470588235294,-0.392753623188406,-0.22012987012987,-0.377378413353646,-0.279311245510358,-0.355392156862745,-0.26,-0.192983193277311,-0.372874674345263,0.163157894736842,-0.471425120772947,-0.280130848780214,0.419208406227941,0.137609693215491,-0.0880101760575819,-0.2,0.332870462870463,-0.419208406227941,0.2,-0.19474414513104,-0.431999938580714,-0.190562189788196,0.2,-0.189490360625251,-0.422212164851976,-0.189506049892944,-0.163157894736842,-0.123887208856299,-0.416033552026092,-0.416033552026092,-0.416033552026092,-0.170300751879699,-0.170300751879699,0.288515887327447,-0.227305524759793,0.406662859318485,-0.0341666666666667,0.341666666666667,-0.0666666666666667,-0.0466666666666667,0.177272727272727,0.491674975371426,0.28876236567707,0.425274068969478,-0.00543103448275863,0.15,-0.0466666666666667
