"","AXIN2","Destcompl","cateninmemb","Ecadherin","SRC","TCFLEF","Wnt","cateninnuc","GLI","Frizzled","DSH","ZEB1","GSK3","PAK1","KLF4","TWIST1","RAS","SOSGRB2","miR200","Jagged","Patched","NOTCHic","SMO","Csl","NOTCH","ZEB2","RKIP","MEK","NFB","Csn","AKT","SNAI1","IKK","ERK","TrCP","EGR1","cfos","ILK","HEY1","SUFU","FUS","SMAD","SNAI2","SHH","RAF","PI3K","DELTA","FOXC2","CDC42","LIV1","TGFR","TGF","STAT","CD44","cMet"
"TGFR",0.0673070372641188,0.0275831253562841,0.0412489199602557,-0.0023350640195168,0.0466666666666667,0.0386681111010803,0.0562803234501348,0.0414139038380157,0.0504738718372316,0.0657142857142857,0.0857142857142857,-0.0487512576653806,-0.0737448276694876,-0.00888888888888889,-0.0362963568341143,0.0110564122841703,-0.0523496240601504,0.0132228719948018,-0.0359542308513388,0.0601403918806429,-0.0537212643678161,0.153563218390805,-0.0474712643678161,0.146666666666667,0.154282642851236,0.0332811644792993,0.0261471861471862,-0.0492551012233781,0.0154761904761905,0.0583333333333333,-0.0119266188727633,-0.0208151006944249,0.00494987468671679,0.0410359231411863,-0.0333333333333333,-0.0857142857142857,-0.0699248120300752,0.070713587487781,0.0994553345458395,0.00666666666666668,0.0233333333333333,0.0603933027902721,-0.130571692785227,0.0542862361192285,0.0505952380952381,0.0505952380952381,0.0505952380952381,-0.0238376413789362,-0.0149206349206349,-0.1,-0.100634920634921,-0.0956703816278285,-0.0666666666666667,-0.0319695465077789,-0.0372327044025157
"Patched",0.20995670995671,0.315844155844156,0.112795698924731,0.0631957928802589,0.1,0.0544444444444444,-0.05,0.0534735706580367,-0.05,0,0,0.05,0.286080586080586,-0.1,-0.0388888888888889,-0.0185185185185185,0.211057692307692,0.0833333333333333,-0.00238095238095238,0.123174603174603,-0.0933333333333333,0,0.0666666666666667,0,0.00909090909090909,0.0333333333333333,0.0742857142857143,0.107692307692308,-0.1,0,0.192857142857143,0.0865591397849462,-0.15,-0.1,0,-0.1,0,0.116666666666667,0.125641025641026,0,-0.1,0.0566666666666667,-0.145655172413793,0.0933333333333333,-0.192307692307692,-0.192307692307692,-0.192307692307692,-0.01,0,-0.1,0,0.00833333333333333,-0.1,-0.0433333333333333,-0.05
"RAS",-0.181396574440053,0.0468109357644241,-0.0876169737019721,-0.0329775370842232,-0.1,-0.147376528352749,-0.152941176470588,-0.139161230902324,-0.157107843137255,-0.1,-0.1,-0.00142120765832106,0.0442764857881137,0.1,-0.0328571428571428,0.0572067648663393,0.117564102564103,-0.0614718614718615,-0.0452923076923077,-0.141892371377883,0.072,-0.244736842105263,0.1,-0.25,-0.250397219463754,0.0338880706921944,-0.0861132075471698,0.0695665634674923,-0.133333333333333,-0.1,0.135555555555556,-0.0354965585054081,-0.113333333333333,-0.0636842105263158,0.1,0.04,0.09,-0.0662337662337662,-0.0782608695652174,-0.1,-0.1,-0.0743970315398887,-0.114773897935912,-0.0499661016949153,-0.223333333333333,-0.223333333333333,-0.223333333333333,-0.0211111111111111,-0.06,0,-0.0658823529411765,-0.0530110658124636,0.1,0.155068836045056,0.152941176470588
"TGF",0.0746031746031746,0.0277847382595099,0.0391703980203019,-0.000972202009295339,0.0666666666666667,0.0319695465077789,0.0657142857142857,0.0386681111010803,0.0562803234501348,0.0857142857142857,0.1,-0.0483738991748145,-0.0700773460068959,-0.02,-0.0398677854055428,0.0142592592592593,-0.0505952380952381,0.0342105263157895,-0.0409395680947405,0.0644882179675994,-0.0474712643678161,0.146666666666667,-0.0233333333333333,0.146666666666667,0.153563218390805,0.0344132399509974,0.029004329004329,-0.0410359231411863,0.0583333333333333,0.0333333333333333,-0.00494987468671679,-0.0169802924348379,0.0154761904761905,0.0699248120300752,0,-0.1,-0.0857142857142857,0.0739393939393939,0.103932946486138,0.0666666666666667,0.00666666666666668,0.070713587487781,-0.127099470563004,0.0537212643678161,0.043452380952381,0.043452380952381,0.043452380952381,-0.0268944099378882,0.00888888888888889,0,-0.0149206349206349,-0.100634920634921,-0.1,-0.0372327044025157,-0.0466666666666667
"GSK3",-0.269735823276457,0.187937320032836,-0.162303184716384,-0.0856581176867877,-0.204699248120301,-0.218269181339117,-0.217117548773896,-0.215769181339117,-0.220419435566348,-0.204699248120301,-0.186842105263158,-0.19700920919566,0.186012559903597,0.0336231884057971,-0.0329481351571237,-0.240341415504824,0.171687442637078,-0.215165609584214,-0.0599204948543277,-0.157886580338014,0.0164015119388165,-0.235569332628156,0.0256039659265466,-0.232072829131653,-0.232712189771013,0.0345920229186099,0.11667297614666,0.0796402920551527,-0.0795833333333333,-0.0858333333333333,0.0629903477748305,0.152860272521547,-0.0715373563218391,-0.0932766556915164,0.0733333333333333,0.107450980392157,0.100043572984749,-0.0961658272405321,-0.115206181259956,-0.0590909090909091,-0.0352813852813853,-0.090918450928688,0.0417927688052328,-0.00874600954647202,-0.181141224149683,-0.181141224149683,-0.181141224149683,0.337953625322046,-0.015527950310559,0.15,-0.00263596424784125,0.00351788190600491,0.186842105263158,0.220139172434397,0.217282029577254
"DSH",-0.261668852195788,0.195510409148721,-0.162391602046181,-0.0868105707654838,-0.186842105263158,-0.220139172434397,-0.204699248120301,-0.218269181339117,-0.217117548773896,-0.186842105263158,-0.15,-0.204290041290757,0.296661478372815,0.0466666666666667,-0.0413450817220092,-0.243030275940163,0.181141224149683,-0.221212121212121,-0.0621479274451835,-0.158032565739474,0.0256039659265466,-0.232072829131653,0.0352813852813853,-0.226190476190476,-0.235569332628156,0.036523672249962,0.123439893439893,0.0932766556915164,-0.0858333333333333,-0.0733333333333333,0.0715373563218391,0.162494824016563,-0.0795833333333333,-0.100043572984749,0.133333333333333,0.113333333333333,0.107450980392157,-0.101071487617891,-0.116936285066184,-0.05,-0.0590909090909091,-0.0961658272405321,0.040757393481678,-0.0164015119388165,-0.19374626616649,-0.19374626616649,-0.19374626616649,0.343216783216783,-0.0336231884057971,0.1,-0.015527950310559,-0.00263596424784125,0.15,0.217282029577254,0.204699248120301
"SMAD",0.0415960778391505,0.0930896795564139,-0.00455716145208906,-0.0708437134079824,0.0149206349206349,-0.00217676577641458,0.0195360195360195,-0.00217676577641458,0.0166583216942929,0.0349206349206349,0.0571428571428571,-0.189552213495699,0.135409772627818,0.0714285714285714,-0.0404528723713289,-0.112581340766991,0.166689542932361,-0.11131322094055,-0.024641093273416,0.0292129590839268,-0.0109174311926606,0.0237766830870279,-0.01,0.0295238095238095,0.0182211275314724,0.0369495392780737,0.0720744010279809,0.032916745669934,-0.107142857142857,-0.0833333333333333,0.082750700280112,0.0979835558706526,-0.0934173669467787,-0.0483013610545494,0.05,0.0285714285714286,0.0576036866359447,0.014839863333014,0.0619675310899411,-0.025,0,-0.0827791842860336,-0.185299725458414,0.0120326728283483,-0.169979016616571,-0.169979016616571,-0.169979016616571,0.232508906944242,-0.0503018108651911,-0.08,-0.0352180119825096,-0.0264530717434657,-0.0371428571428572,0.00258382140735081,0.000765639589168993
"SMO",0.213404985818779,0.322045706231753,0.111824825138323,0.055446715389484,0.05,0.0534735706580367,-0.05,0.0497141721617961,-0.0388888888888889,-0.05,0,0.0550847457627119,0.296760197731072,0,-0.0472222222222222,-0.012636165577342,0.227336762075134,0.0464912280701754,0.001416515973478,0.108888888888889,-0.0933333333333333,0.00909090909090909,-0.0933333333333333,0,0.00409090909090909,0.0418079096045198,0.0631746031746032,0.0986013986013986,-0.15,-0.1,0.180857142857143,0.0817972350230415,-0.192857142857143,-0.107692307692308,0,0,0.1,0.0566666666666667,0.0637362637362637,-0.1,-0.0666666666666667,0.0423809523809524,-0.153274220032841,0.06,-0.211057692307692,-0.211057692307692,-0.211057692307692,0.000344827586206899,0,-0.1,0.00833333333333333,0.0137387387387387,-0.1,-0.0544444444444444,-0.0433333333333333
"Frizzled",-0.244369274136716,0.207342470217424,-0.158740247511434,-0.0851424408269412,-0.15,-0.217282029577254,-0.186842105263158,-0.220139172434397,-0.204699248120301,-0.15,0,-0.216101064912804,0.313134796238245,0.0666666666666667,-0.0442577030812325,-0.243739495798319,0.19374626616649,-0.221212121212121,-0.0676357323232323,-0.152606209150327,0.0352813852813853,-0.226190476190476,0.0590909090909091,-0.192857142857143,-0.232072829131653,0.0436102864231904,0.13952380952381,0.100043572984749,-0.0733333333333333,-0.133333333333333,0.0795833333333333,0.17148033126294,-0.0858333333333333,-0.107450980392157,0.1,0.133333333333333,0.113333333333333,-0.105744384814152,-0.118690671031097,0,-0.05,-0.101071487617891,0.0362172305014685,-0.0256039659265466,-0.213431305536569,-0.213431305536569,-0.213431305536569,0.352307692307692,-0.0466666666666667,0.1,-0.0336231884057971,-0.015527950310559,0.1,0.204699248120301,0.186842105263158
"Wnt",-0.218787878787879,0.225644857485328,-0.149533898305085,-0.0807135363980368,-0.1,-0.204699248120301,-0.15,-0.217282029577254,-0.186842105263158,0,0,-0.225011956001913,0.325862068965517,0.1,-0.0490196078431372,-0.240882352941176,0.213431305536569,-0.224242424242424,-0.0723232323232323,-0.141495098039216,0.0590909090909091,-0.192857142857143,0.05,-0.15,-0.226190476190476,0.0465805834528933,0.146666666666667,0.107450980392157,-0.133333333333333,-0.1,0.0858333333333333,0.190527950310559,-0.0733333333333333,-0.113333333333333,0.1,0.1,0.133333333333333,-0.103418803418803,-0.112307692307692,0,0,-0.105744384814152,0.0270689655172414,-0.0352813852813853,-0.227067669172932,-0.227067669172932,-0.227067669172932,0.352307692307692,-0.0666666666666667,0,-0.0466666666666667,-0.0336231884057971,0.1,0.186842105263158,0.15
"STAT",0.168037844508433,0.228770641528878,0.121093961974014,0.077607414682216,0.148214285714286,0.107487066911357,0.125487012987013,0.106652740332096,0.111201298701299,0.148214285714286,0.185714285714286,-0.18387125694818,0.181608811748999,0.0772727272727273,0.0450386215092097,-0.0146579307748723,0.190184082688296,-0.0265188834154351,-0.0297357997369051,-0.0321637600624425,0.0800387596899225,-0.0375198728139905,0.0916666666666667,-0.0294117647058824,-0.0462577368916604,0.0468262506724045,0.0947039897039897,0.0624541429475016,0.01,0.05,0.00872477804681195,0.123816958949313,-0.0138095238095238,-0.0635294117647059,0,0,0.04,-0.0667471819645733,-0.0646666666666667,-0.1,-0.125,-0.0770920095507802,-0.178889538394182,-0.0791538039377101,-0.193915425971878,-0.193915425971878,-0.193915425971878,0.186748466257669,-0.0897727272727273,-0.1,-0.0739832535885167,-0.059973591752768,-0.185714285714286,-0.110957098457098,-0.125487012987013
"TCFLEF",0.433510622710623,0.37271724142841,0.126908809286785,0.159313562097219,0.100833333333333,-0.0322878626161062,0.0811563599798894,-0.0347792715508141,0.0674917637065975,0.0956862745098039,0.115686274509804,-0.272555865674287,0.335863962679267,0.215384615384615,-0.166388146167558,-0.0752491106046998,0.275545119662266,-0.131413480730846,-0.0924048575253395,0.0064696717841242,0.219155145929339,-0.113103778096605,0.222380952380952,-0.101339072214252,-0.121409425937136,0.0659045277334751,0.136371860219498,0.150638792102207,-0.122805194805195,-0.0948051948051948,0.138934227063259,0.259706931840823,-0.138934227063259,-0.150638792102207,0.0857142857142857,0.105714285714286,0.132543554006969,-0.159136173767753,-0.134602594601453,-0.216666666666667,-0.236666666666667,-0.163916288490506,0.187020208868472,-0.217314655131793,-0.278041834511149,-0.278041834511149,-0.278041834511149,0.261903162661716,-0.220035778175313,-0.133333333333333,-0.212559142661294,-0.206267751932818,-0.120833333333333,-0.0730958716336075,-0.0863034188034188
"TWIST1",0.345045706981191,0.437167633872723,0.384165197823951,0.395945496806658,0.28968253968254,0.264911767826421,0.282314118629908,0.256228616590078,0.273514118629908,0.28968253968254,0.295238095238095,-0.142737474316422,0.418477868643732,0.287878787878788,-0.081780279341255,0.136193245795649,0.383926281048442,-0.0725537366269632,-0.0491981972539566,0.15930668515579,0.365881278538813,-0.00905982905982906,0.345333333333333,0.00888888888888889,-0.0307579422673762,0.0717454296401665,0.184254823385258,0.145999977230552,-0.169230769230769,-0.1,0.207648848326814,0.231274483426604,-0.202564102564103,-0.133562166285278,0,0.0333333333333333,0.107246376811594,-0.140558740558741,-0.130967902154343,-0.3,-0.333333333333333,-0.157390423727057,0.0703937692684435,-0.382137436174281,-0.371597513925155,-0.371597513925155,-0.371597513925155,-0.0803064808409895,-0.31546499477534,-0.266666666666667,-0.32171499477534,-0.317842557417709,-0.295238095238095,-0.274865826019376,-0.283299560959135
"ERK",0.0178795498184198,0.294815232581573,0.110014311676818,0.10200968855098,0.0383265856950067,0.0037108934897121,0.0219114219114219,0.00496089348971211,0.010131973289868,0.0435897435897436,0.0666666666666667,-0.202498783061013,0.261727777456226,0.060952380952381,-0.0767675419572253,-0.224351022414986,0.168529188083644,-0.0729308059793497,-0.0719597425185803,0.031235321679796,-0.0084534447658845,0.0202984363568305,0.00657923497267759,0.0254079254079254,0.0166973283235895,0.0732691003294603,0.250949643895089,0.115196866244173,-0.0758658008658009,-0.0607142857142857,0.0929947808981808,0.272487389079105,-0.0911599185128597,-0.113804108584006,0.0857142857142857,-0.0203448275862069,-0.00119589141599413,0.00687448315337766,0.0229776712553704,0.00666666666666668,-0.0213333333333333,-0.000724301041151215,0.212099931006982,0.0147336380025995,-0.174139749139749,-0.174139749139749,-0.174139749139749,0.28418747660127,-0.0712327547841567,-0.0666666666666667,-0.0646634117184632,-0.0539491260041775,-0.0614035087719298,-0.00519788233729575,-0.0166482640166851
"RAF",0.04971870604782,0.307495053770637,0.114928710222828,0.104650197743801,0.0666666666666667,0.0166482640166851,0.0666666666666667,0.00519788233729575,0.0435897435897436,0.0666666666666667,0,-0.189970349115256,0.269661150512214,0.0666666666666667,-0.0701099952175992,-0.201348781937017,0.18525086025086,-0.052952380952381,-0.0724757383906133,0.0469621634731991,0.0213333333333333,0.0484848484848485,-0.00666666666666668,0.0666666666666667,0.0254079254079254,0.0761099952175992,0.243487394957983,-0.00119589141599413,-0.0857142857142857,-0.1,0.0758658008658009,0.279146933238649,-0.0607142857142857,0.0203448275862069,0.1,-0.01,-0.01,-0.00217158750534873,0.018776616337592,0.1,0.0666666666666667,0.00871950160356216,0.201140933729673,-0.00657923497267759,-0.191233766233766,-0.191233766233766,-0.191233766233766,0.262422634836428,-0.0466666666666667,0,-0.060952380952381,-0.0712327547841567,0,-0.0383265856950067,-0.0614035087719298
"Destcompl",-0.338137939907817,0.0895035558752724,-0.264788848518725,-0.0367469443935259,-0.277843009349859,-0.281349108988651,-0.280813306379562,-0.278799389457799,-0.281740950164348,-0.277843009349859,-0.268253968253968,-0.167963342290354,0.197669417401277,-0.0271428571428571,-0.0727216667271392,-0.218366373708371,0.0530795775823342,-0.0906146613311935,-0.0898634033827493,-0.269350519324107,-0.139010807944165,-0.168521347434391,-0.130202517788725,-0.171782216999608,-0.163912128997517,0.0801807189110612,0.138616265931097,0.0801423077164932,-0.0670807453416149,-0.0714285714285714,0.0628241397427274,0.146337854962502,-0.066179844440714,-0.0839397760709236,0.1,0.0979487179487179,0.0888578088578088,-0.0432539682539683,-0.0579582810352041,0.122222222222222,0.118773946360153,-0.0405639097744361,0.238655410622412,0.142685856300065,-0.0584170972055681,-0.0584170972055681,-0.0584170972055681,0.215936649024471,0.0319704433497537,0.261111111111111,0.0361809696655432,0.0396292455276121,0.268253968253968,0.28244499939961,0.281325596414535
"cateninnuc",0.170716426567533,0.314567019153306,0.0316745739320933,-0.0285765031029852,0.0178127428127428,-0.00450785788481018,0.00576357333355548,-0.105750608506185,-0.00095579425537733,0.0166331385509468,0.0317016317016317,-0.231952662783406,0.32150091158872,0.173714285714286,-0.120940931350184,-0.0524975775431276,0.269687044687045,-0.0948411864053982,-0.110383134472556,-0.01307518324835,0.127954609736506,-0.127417188572096,0.136029143897996,-0.114626490897677,-0.13105355220846,0.0884072496548025,0.209310035704577,0.202301808903325,-0.224242424242424,-0.233333333333333,0.226242424242424,0.239785762251522,-0.226242424242424,-0.202760524499655,0.233333333333333,0.204347826086957,0.202760524499655,-0.122033189033189,-0.111399691281183,-0.111111111111111,-0.131111111111111,-0.119986804312862,-0.162003840038049,-0.122943716490318,-0.27507425007425,-0.27507425007425,-0.27507425007425,0.129622377622378,-0.166021978021978,-0.0393939393939394,-0.160849564228875,-0.154954367722324,-0.0317016317016317,-0.000197145849319771,-0.00694317759535152
"miR200",0.127776054082006,0.174806079255024,0.0848122042395563,-0.0254804517214665,0.10695652173913,0.0726607345314901,0.0892394366197183,0.0722061890769446,0.0804482278285095,0.116,0.12,-0.0593145161290323,0.145523530092849,0.0166666666666667,-0.104347826086957,0.0244923992163256,0.175801245069492,-0.0750515796260477,-0.0851859364435429,0.0281861424118916,0.0103691983122363,0.0153694581280788,0.0141666666666667,0.0291625615763547,0.00689488185689238,0.102222222222222,0.0544170836749503,0.0906060606060606,-0.0463157894736842,-0.02,0.0606015037593985,0.0723369223369223,-0.0606015037593985,-0.0858441558441558,0,0.0285714285714286,0.0585714285714286,0.00825490471508171,0.0133050847457627,-0.02,-0.0075,0.00104487336711932,-0.160575622638343,-0.00602137222527976,-0.177546880979717,-0.177546880979717,-0.177546880979717,0.134483944240042,-0.0303921568627451,-0.1,-0.0271663504111322,-0.012631466690202,-0.12,-0.0734543853251409,-0.0801959583588488
"CD44",0.19,0.235070391793081,0.209377289377289,0.166338616871132,0,0.153720930232558,0.15,0.136797853309481,0.17,0.1,0,-0.228571428571429,0.189285714285714,0.133333333333333,-0.0301587301587302,-0.172307692307692,0.101904761904762,-0.15,-0.124027228809838,0.0878321678321678,-0.04,0.114285714285714,-0.1,0.1,0.0879699248120301,0.13015873015873,0.211481481481481,0.085,-0.1,-0.1,0.08,0.228654970760234,-0.1,-0.085,0,0.1,0.125,0.0111111111111111,0.0181286549707602,0.1,0.1,0.0131519274376417,0.0896747696747697,0.00363636363636364,-0.0761904761904762,-0.0761904761904762,-0.0761904761904762,0.254166666666667,-0.113333333333333,0.1,-0.125833333333333,-0.125833333333333,0.1,-0.17,-0.05
"cMet",0.188412698412698,0.235746067468757,0.194074798274087,0.163539634682837,0.05,0.136797853309481,0.17,0.123238531275583,0.156363636363636,0.15,0.1,-0.227561327561328,0.197350230414747,0.113333333333333,-0.0301587301587302,-0.180172860847018,0.103791554357592,-0.136666666666667,-0.128714728809838,0.081310428701733,-0.00363636363636364,0.0879699248120301,-0.04,0.114285714285714,0.0688209886418173,0.131168831168831,0.218888888888889,0.0868181818181818,-0.1,-0.1,0.08,0.238824462285658,-0.08,-0.085,0.1,0.125,0.085,0.0131519274376417,0.0200894392844857,0.1,0.1,0.020424654710369,0.0998937477769594,0.000511363636363638,-0.101904761904762,-0.101904761904762,-0.101904761904762,0.245305907172996,-0.125833333333333,0.1,-0.125833333333333,-0.136471631205674,0,-0.153720930232558,-0.17
"AXIN2",0.0915592651015106,0.277045964496758,-0.300728194201908,-0.0279276028426322,-0.316279069767442,-0.338137939907817,-0.328348035284683,-0.338613512756931,-0.334637343460784,-0.316279069767442,-0.3,-0.226753766039566,0.285627442351699,0.0216666666666667,-0.126328463224368,-0.277789921745297,0.122783829053071,-0.136484338475923,-0.134856804889883,-0.312509805118501,-0.164835164835165,-0.225100250626566,-0.157692307692308,-0.214385964912281,-0.227127277653593,0.131981171828412,0.201484895033282,0.14473148199094,-0.131400966183575,-0.144444444444444,0.120821256038647,0.211286443235207,-0.124154589371981,-0.150938378542664,0.133333333333333,0.166666666666667,0.159349593495935,-0.0541062801932367,-0.0667566001237401,0.15,0.157692307692308,-0.049344375431332,0.282115287554539,0.17303188614664,-0.131970180759108,-0.131970180759108,-0.131970180759108,0.287422008124584,-0.00314814814814816,0.266666666666667,0.00658636512618813,0.0128569921888944,0.3,0.334972640962917,0.328348035284683
"KLF4",0.269477785579558,0.381337923857242,0.30095276223325,0.212160767792299,0.215686274509804,0.179309203653461,0.20405836753306,0.170716426567533,0.190265264084784,0.215686274509804,0.233333333333333,-0.279772961816306,0.381315069950416,0.227272727272727,-0.17037037037037,0.0871764705882353,0.336941930618401,-0.0404516866781018,-0.158001628001628,0.16988051428831,0.26875,0.0264114832535885,0.25,0.0527272727272727,0.00270014304740296,0.152688338493292,0.256565656565657,0.268256243453333,-0.26,-0.2,0.274285714285714,0.296066938149366,-0.274285714285714,-0.263101604278075,0.1,0.2,0.245454545454545,-0.121333333333333,-0.0944996180290298,-0.2,-0.233333333333333,-0.130028985507246,-0.231393368699477,-0.278427419354839,-0.331794871794872,-0.331794871794872,-0.331794871794872,0.0728473482556967,-0.239272727272727,-0.233333333333333,-0.235272727272727,-0.228931263858093,-0.233333333333333,-0.19101488927219,-0.20405836753306
"HEY1",0.269477785579558,0.381337923857242,0.30095276223325,0.212160767792299,0.215686274509804,0.179309203653461,0.20405836753306,0.170716426567533,0.190265264084784,0.215686274509804,0.233333333333333,-0.279772961816306,0.381315069950416,0.227272727272727,-0.17037037037037,0.0871764705882353,0.336941930618401,-0.0404516866781018,-0.158001628001628,0.16988051428831,0.26875,0.0264114832535885,0.25,0.0527272727272727,0.00270014304740296,0.152688338493292,0.256565656565657,0.268256243453333,-0.26,-0.2,0.274285714285714,0.296066938149366,-0.274285714285714,-0.263101604278075,0.1,0.2,0.245454545454545,-0.121333333333333,-0.0944996180290298,-0.2,-0.233333333333333,-0.130028985507246,-0.231393368699477,-0.278427419354839,-0.331794871794872,-0.331794871794872,-0.331794871794872,0.0728473482556967,-0.239272727272727,-0.233333333333333,-0.235272727272727,-0.228931263858093,-0.233333333333333,-0.19101488927219,-0.20405836753306
"Ecadherin",0.258137579393991,0.378355631219777,0.292106608387096,0.107097476653059,0.20405836753306,0.170716426567533,0.190265264084784,0.164553961581539,0.178265264084784,0.20405836753306,0.215686274509804,-0.280720829114884,0.380873568846663,0.239272727272727,-0.17163619315518,0.0806587797130025,0.336103941791586,-0.0457148445728386,-0.157442968783751,0.159125365546892,0.278427419354839,0.00270014304740296,0.26875,0.0264114832535885,-0.014028481487913,0.153162272142581,0.255442061060039,0.270217027767058,-0.274285714285714,-0.26,0.275584415584416,0.293851748275949,-0.274285714285714,-0.268256243453333,0.2,0.245454545454545,0.263101604278075,-0.130028985507246,-0.10456673212299,-0.233333333333333,-0.25,-0.132208162262694,-0.227480063461669,-0.276852616205232,-0.336941930618401,-0.336941930618401,-0.336941930618401,0.0776528402465434,-0.235272727272727,-0.233333333333333,-0.228931263858093,-0.223325477239648,-0.215686274509804,-0.179309203653461,-0.19101488927219
"cateninmemb",0.258137579393991,0.378355631219777,0.198403307888483,0.123320930854219,0.20405836753306,0.170716426567533,0.190265264084784,0.164553961581539,0.178265264084784,0.20405836753306,0.215686274509804,-0.280720829114884,0.380873568846663,0.239272727272727,-0.17163619315518,0.0806587797130025,0.336103941791586,-0.0457148445728386,-0.157442968783751,0.159125365546892,0.278427419354839,0.00270014304740296,0.26875,0.0264114832535885,-0.014028481487913,0.153162272142581,0.255442061060039,0.270217027767058,-0.274285714285714,-0.26,0.275584415584416,0.293851748275949,-0.274285714285714,-0.268256243453333,0.2,0.245454545454545,0.263101604278075,-0.130028985507246,-0.10456673212299,-0.233333333333333,-0.25,-0.132208162262694,-0.227480063461669,-0.276852616205232,-0.336941930618401,-0.336941930618401,-0.336941930618401,0.0776528402465434,-0.235272727272727,-0.233333333333333,-0.228931263858093,-0.223325477239648,-0.215686274509804,-0.179309203653461,-0.19101488927219
"SNAI2",0.339644029836582,0.434414410693782,0.381878468686008,0.401076796036032,0.287272727272727,0.258137579393991,0.280230473751601,0.248510250201444,0.269000527227536,0.287272727272727,0.287272727272727,-0.31808516886931,0.428163917736983,0.252941176470588,-0.200769230769231,0.14282185762516,0.388186423574758,0.00493576741041245,-0.194218710257432,0.246489342357266,0.311860744297719,0.0947368421052631,0.289411764705882,0.117543859649123,0.0713602187286398,0.191798405705895,0.29875641025641,0.312904080551139,-0.275,-0.2,0.316877856252597,0.343258859908145,-0.306034482758621,-0.298039215686275,0.1,0.2,0.264705882352941,-0.12092555331992,-0.0875979505726341,-0.2,-0.26,-0.138628902602216,0.082354824116884,-0.325945251339973,-0.376770898460603,-0.376770898460603,-0.376770898460603,0.029622190229056,-0.281512605042017,-0.26,-0.289204912734324,-0.28796267670948,-0.287272727272727,-0.269477785579558,-0.280230473751601
