"","SOSGRB2","AXIN2","Wnt","MEK","Frizzled","ERK","PAK1","cfos","SRC","ZEB2","DSH","EGR1","Ecadherin","RKIP","KLF4","RAS","RAF","PI3K","miR200","AKT","NFB","IKK","FUS","Csn","TrCP","SUFU","ILK","SMAD","ZEB1","HEY1","SMO","Patched","SHH","FOXC2","GSK3","DELTA","SNAI1","Csl","NOTCHic","NOTCH","Jagged","STAT","LIV1","TWIST1","TGF","TGFR","Destcompl","CDC42","cMet","CD44","cateninmemb","GLI","TCFLEF","cateninnuc","SNAI2"
"FOXC2",-0.247998856489423,-0.629845741113347,-0.548563611491108,-0.278589778929379,-0.476470588235294,-0.246631016042781,0.00909090909090909,-0.205454545454545,-0.476470588235294,0.0513983488132095,-0.4,-0.16,-0.625137345410074,0.047979797979798,0.0703703703703704,-0.534947209653092,-0.489358974358974,-0.489358974358974,0.0131786731786732,-0.393121693121693,-0.3,-0.352380952380952,-0.3,-0.2,-0.1,0.2,0.036,0.0490434782608696,-0.0383178534571723,0.00294881588999236,0.35,0.4,0.441935483870968,0.267514731912796,0.46688070823799,0.489358974358974,-0.0807888911698104,0.4,0.463157894736842,0.523982637004883,0.561809095452274,0.4,0.3,0.424649237472767,-0.0348144863266815,-0.0304242424242424,0.511761389124453,-0.0210909090909091,0.548563611491108,0.608563611491108,0.728702941141966,0.608908439077315,0.663078661658332,0.709031339117859,0.676745269144034
"TrCP",0.067505500550055,-0.382909502122254,-0.32187134502924,0.0848921640874478,-0.295555555555556,0.102225497420781,0.0523809523809524,0.120869565217391,-0.295555555555556,0.0523018177787219,-0.24,0.16,-0.2915131034241,0.0628789810557766,0.0504277907884465,-0.333957943857513,-0.311230671130241,-0.311230671130241,0.00622948764184954,-0.0241715399610136,0.0333333333333333,0.00175438596491228,-0.147619047619048,0.108333333333333,0.133333333333333,0.147619047619048,0.055342208568015,0.0643744666325311,-0.0538150453743363,-0.0410831349031367,0.144393241167435,0.157973488081015,0.169973488081015,0.00252642688698692,0.269992424242424,0.311230671130241,-0.00261955439805052,0.230769230769231,0.256923076923077,0.277802197802198,0.238948747443763,0.24,0.2,0.132358742706569,-0.070536470922199,-0.063432645785587,0.356913670760581,-0.0543417366946779,0.31987987987988,0.345622454137306,0.361152380106928,0.347725003565825,0.365622454137306,0.383691419654547,0.128399752331195
"cateninmemb",-0.272998856489423,-0.689020998845306,-0.608908439077315,-0.30564860245879,-0.548563611491108,-0.278589778929379,0.0210909090909091,-0.246631016042781,-0.548563611491108,0.0532940834103659,-0.476470588235294,-0.205454545454545,-0.546177015470054,0.047605266144592,0.0779653070792311,-0.575170673340243,-0.534947209653092,-0.534947209653092,0.0137373323965503,-0.422991822991823,-0.352380952380952,-0.393121693121693,-0.35,-0.3,-0.2,0.3,0.0490434782608696,0.0565495315296347,-0.0425832563007742,-0.00174917068718885,0.4,0.441935483870968,0.476581153162306,0.285592535116457,0.498889538260065,0.534947209653092,-0.0849028152204433,0.463157894736842,0.523982637004883,0.572681521763248,0.603227859754333,0.476470588235294,0.4,0.453513297063084,-0.037888627375506,-0.0348144863266815,0.542609478593232,-0.0304242424242424,0.608563611491108,0.663078661658332,0.668755194052792,0.663575105743982,0.709031339117859,0.748713878800399,0.724487593045298
"cateninnuc",-0.254384396965042,-0.709031339117859,-0.537378746923119,-0.295058161038984,-0.486291790401379,-0.273498528011461,0.0365714285714286,-0.249447895100069,-0.485644910644911,0.0604244376717379,-0.432867132867133,-0.222463768115942,-0.398122421314492,0.0993166767062549,0.0848267785990206,-0.572192052192052,-0.541552321552322,-0.541552321552322,0.0116705666093164,-0.418270833333333,-0.370833333333333,-0.394833333333333,-0.283333333333333,-0.3375,-0.3,0.233333333333333,0.0637099567099567,0.0684848543907207,-0.0499624694338085,-0.0152327627579587,0.32103825136612,0.351473033974816,0.374784580815774,0.256759601054683,0.488566452015598,0.541552321552322,-0.140957295400296,0.507470182046453,0.549330647162732,0.588876101708187,0.507711645933913,0.432867132867133,0.363636363636364,0.345279923241307,-0.0423738061867862,-0.0404087406846027,0.530077556779634,-0.0381098901098901,0.53673186716665,0.577604883039666,0.556083981311041,0.578485466290708,0.613527213136753,0.543270378008336,0.730102018118284
"miR200",0.0333462282398453,0.19610364876966,0.141859154929577,0.0349536178107607,0.132,0.0288311688311688,0,0.0242857142857143,0.13304347826087,0.0954704301075269,0.12,0.0142857142857143,0.0535943879545098,-0.0053754016944201,0.0940648723257419,0.169218142931993,0.161986222732491,0.161986222732491,-0.00101537466560837,0.039494963824656,0.0252631578947368,0.0338345864661654,0.02,0.02,0,-0.02,-0.00265486725663717,-0.00422226537575942,0.103611111111111,-2.82485875706215e-05,-0.0266666666666667,-0.030464135021097,-0.0358989176297927,-0.033644079497738,-0.106445065624721,-0.161986222732491,0.00867798867798868,-0.0446305418719212,-0.0549753694581281,-0.0623200022264897,-0.0481265723647407,-0.12,-0.1,-0.124068814620962,0.00473647823720636,0.00357368753953194,-0.185837420500579,0.00196078431372549,-0.142902633190447,-0.153014992741009,-0.157262790965784,-0.151749264819687,-0.160554675280691,-0.167675887401903,-0.189698848803729
"TGFR",-0.0519005847953216,-0.136750157064892,-0.101159029649596,0.0512294434716929,-0.0728571428571429,0.0594486215538847,0.106666666666667,0.0794486215538847,-0.0966666666666667,0.0974614414077304,-0.0428571428571429,0.0952380952380952,-0.163379188074685,0.073982683982684,0.0978387998982965,0.0288011695906433,0.0416666666666667,0.0416666666666667,0.0143372956915782,0.0992044063647491,0.15,0.113157894736842,-0.06,0.15,0.1,0.06,0.0187976539589443,0.0155948069838553,-0.119398274441666,-0.0282013530028773,0.056551724137931,0.053426724137931,0.0585114699006429,-0.0178835200303778,-0.0295246419117825,-0.0416666666666667,-0.125324333751526,-0.06,-0.0393103448275862,-0.031396675762838,0.0856326439136838,0.0666666666666667,0,-0.086797153024911,-0.205222897669706,-0.203095238095238,0.0937183764314954,-0.106666666666667,0.124968553459119,0.139442237669646,0.163325228209962,0.11728806190766,0.152360897956727,0.162192607434141,0.0738278981611298
"TGF",-0.0407894736842105,-0.11657848324515,-0.0728571428571429,0.0594486215538847,-0.0428571428571429,0.0794486215538847,0.14,0.0952380952380952,-0.0666666666666667,0.0978387998982965,0,0.0666666666666667,-0.157757382282522,0.0696969696969697,0.0978387998982965,0.0416666666666667,0.0613095238095238,0.0613095238095238,0.00817893792031724,0.113157894736842,0.15,0.15,-0.06,0.1,0,0,0.0236363636363636,0.0187976539589443,-0.112228463120912,-0.0341715022566086,0.06,0.056551724137931,0.053426724137931,-0.0296739130434783,-0.0429720746746187,-0.0613095238095238,-0.120899554990464,-0.08,-0.06,-0.0393103448275862,0.0798355424644085,0,0,-0.09,-0.203095238095238,-0.106666666666667,0.0842425699798825,-0.106666666666667,0.0966666666666667,0.124968553459119,0.153394512274628,0.101159029649596,0.139442237669646,0.152360897956727,0.059013083346315
"SRC",0.367142857142857,0.16724892685622,0.12,0.377377549075662,0.1,0.371717171717172,0.111111111111111,0.360606060606061,0.1,0.100898472596586,0.1,0.333333333333333,0.0244455762102821,0.14040404040404,-0.00697674418604651,0.182688208745781,0.179657905715478,0.179657905715478,-0.018102766798419,0.131196581196581,0.15,0.142307692307692,-0.0333333333333333,0.15,0.1,0.0333333333333333,0.0239035087719298,0.0248044096728307,-0.0327268643306379,-0.0436362131744455,0.0133333333333333,0.00962962962962963,-0.00507625272331155,-0.12203548085901,-0.102077922077922,-0.179657905715478,0.00760651066372712,-0.095,-0.109285714285714,-0.112857142857143,-0.0135773935544578,-0.2,-0.2,-0.1472919034988,-0.0986111111111111,-0.0986111111111111,-0.152550963529224,-0.0986111111111111,-0.12,-0.124918032786885,-0.119293518934291,-0.124918032786885,-0.134674130347861,-0.145188671734885,-0.237403146006383
"RKIP",0.367619047619048,-0.0248476324425691,-0.02,0.306038151137197,0,0.299655172413793,0.133333333333333,0.31,0,0.101395504543281,0,0.26,0.0820908133796757,0.374579831932773,0.103395504543281,-0.361369186369186,-0.34512987012987,-0.34512987012987,0.0355439938151654,-0.232305194805195,-0.185714285714286,-0.223214285714286,0.0666666666666667,-0.2,-0.2,-0.1,-0.0484381685922122,-0.0415074755229053,-0.101434720229555,0.0483546264034069,-0.0666666666666667,-0.0546666666666667,-0.0464699453551913,0.116696139109932,0.448778565799842,0.34512987012987,-0.140978887280474,0.0333333333333333,0.0606060606060606,0.0875291375291375,-0.0528720996038483,0,0,-0.0282055852644088,-0.161922563417891,-0.162857142857143,0.36370764333608,-0.153333333333333,0.0263157894736842,0.0263157894736842,-0.0706225553284377,0.02,0.0437983069562017,0.0516863476686699,-0.395867575916536
"RAF",0.367619047619048,-0.0248476324425691,-0.02,0.306038151137197,0,0.299655172413793,0.133333333333333,0.31,0,0.101395504543281,0,0.26,0.0820908133796757,0.374579831932773,0.103395504543281,-0.361369186369186,-0.34512987012987,-0.34512987012987,0.0355439938151654,-0.232305194805195,-0.185714285714286,-0.223214285714286,0.0666666666666667,-0.2,-0.2,-0.1,-0.0484381685922122,-0.0415074755229053,-0.101434720229555,0.0483546264034069,-0.0666666666666667,-0.0546666666666667,-0.0464699453551913,0.116696139109932,0.448778565799842,0.34512987012987,-0.140978887280474,0.0333333333333333,0.0606060606060606,0.0875291375291375,-0.0528720996038483,0,0,-0.0282055852644088,-0.161922563417891,-0.162857142857143,0.36370764333608,-0.153333333333333,0.0263157894736842,0.0263157894736842,-0.0706225553284377,0.02,0.0437983069562017,0.0516863476686699,-0.395867575916536
"MEK",0.363174603174603,-0.0383611459560827,-0.02,0.201038151137197,-0.02,0.306038151137197,0.153333333333333,0.299655172413793,-0.0263157894736842,0.102189155336932,0,0.31,0.0766263325053588,0.378527200353826,0.101434720229555,-0.379464424464424,-0.361369186369186,-0.361369186369186,0.0389495665705833,-0.245246371275783,-0.223214285714286,-0.232305194805195,0.0666666666666667,-0.185714285714286,-0.2,-0.0666666666666667,-0.0415074755229053,-0.0396624570727208,-0.107783926578762,0.0447182627670433,-0.0546666666666667,-0.0464699453551913,-0.0418947819564985,0.121200643614437,0.462783479804756,0.361369186369186,-0.144825041126628,0.0606060606060606,0.0875291375291375,0.097018188624028,-0.0397573455054877,0,0,-0.0227110797699033,-0.164842271447088,-0.161922563417891,0.375213919486708,-0.162857142857143,0.0263157894736842,0.0437983069562017,-0.0650127992308767,0.0374825174825175,0.0516863476686699,0.0604224071482238,-0.388811614845976
"SOSGRB2",0.205555555555556,-0.048982398239824,-0.0392857142857143,0.101060801060801,-0.0142857142857143,0.107121407121407,0.107142857142857,0.120634920634921,-0.0142857142857143,0.104899749373434,0,0.10952380952381,0.0597069694106148,0.153326023391813,0.110614035087719,-0.413914240185427,-0.399811676082862,-0.399811676082862,0.0309953581069149,-0.305482456140351,-0.266666666666667,-0.292982456140351,-0.0333333333333333,-0.3,-0.3,0,0.0565591397849462,0.0558598390856455,-0.0863533834586466,0.0456439393939394,0.05,0.0527027027027027,0.062005028284098,0.0717826617826618,0.398252238644946,0.399811676082862,-0.0843972992181947,0.209090909090909,0.247552447552448,0.265862306707377,0.0611981174437224,0,0,-0.0204347826086957,-0.118861351414543,-0.120989010989011,0.344883267366489,-0.117142857142857,0.0447204968944099,0.0519668737060041,-0.0485149175149175,0.0465320910973085,0.0667037158112673,0.0783671957347855,-0.22653192163454
"ERK",0.364145476961011,-0.0482798451430745,-0.0374825174825175,0.196302775092629,-0.02,0.201038151137197,0.162857142857143,0.306038151137197,-0.0263157894736842,0.105811202581026,-0.02,0.299655172413793,0.0721979082005184,0.382705473334327,0.102209914028005,-0.389255403562334,-0.379464424464424,-0.379464424464424,0.0382142724529363,-0.250750958431746,-0.232305194805195,-0.245246371275783,0.0546666666666667,-0.223214285714286,-0.185714285714286,-0.0666666666666667,-0.0396624570727208,-0.0375347974982527,-0.107941406893722,0.0450595596953709,-0.0464699453551913,-0.0418947819564985,-0.0346484051449043,0.125816028229821,0.474136794972785,0.379464424464424,-0.14667689297848,0.0875291375291375,0.097018188624028,0.111145612446743,-0.0343356587584997,0.0263157894736842,0,-0.0192436733898756,-0.167864249469066,-0.164842271447088,0.383894866499109,-0.161922563417891,0.0437983069562017,0.0516863476686699,-0.0579290825795428,0.0457531941742468,0.0604224071482238,0.0678529627037793,-0.38141756615346
"IKK",0.219327731092437,-0.209285714285714,-0.171794871794872,0.0161587301587302,-0.133333333333333,0.0317142857142857,0.3,0.0357142857142857,-0.133333333333333,0.111498746867168,-0.1,0.05,-0.128112069554766,0.0960837887067395,0.102197802197802,-0.341168000136329,-0.318632788868724,-0.318632788868724,0.000200668896321068,-0.01003861003861,0.114285714285714,0.0142857142857143,-0.2,0.1,0,0.1,0.208333333333333,0.209323432343234,-0.0458847117794486,-0.198658410732714,0.22,0.231111111111111,0.23455938697318,-0.0584126984126984,0.431245421245421,0.318632788868724,-0.0732117613797003,0.263636363636364,0.296969696969697,0.327128427128427,0.211215245235864,0.1,0.1,-0.0304901960784314,-0.275632323232323,-0.273232323232323,0.356802199385719,-0.277777777777778,0.171794871794872,0.191794871794872,0.183186376007605,0.191794871794872,0.217218600608431,0.231986533097883,-0.150023875608082
"NFB",0.205643520566121,-0.234817629179331,-0.191794871794872,-0.00279551820728291,-0.171794871794872,0.0161587301587302,0.277777777777778,0.0317142857142857,-0.171794871794872,0.114947022729237,-0.133333333333333,0.0357142857142857,-0.138224429105328,0.102494045116996,0.113736263736264,-0.359575960335334,-0.341168000136329,-0.341168000136329,0.00231547252169871,-0.0433719433719434,0.0142857142857143,-0.01003861003861,-0.22,0.114285714285714,0.1,0.2,0.209323432343234,0.210438673978922,-0.050865554691326,-0.193301267875571,0.231111111111111,0.23455938697318,0.242993121912939,-0.0500461645481566,0.450068950657186,0.341168000136329,-0.0762254600098373,0.296969696969697,0.327128427128427,0.344547781967137,0.227762007825792,0.133333333333333,0.1,-0.0200140056022409,-0.280062702979159,-0.275632323232323,0.370423461844191,-0.273232323232323,0.191794871794872,0.217218600608431,0.197230726588387,0.217637568424085,0.231986533097883,0.247437513490039,-0.133153956908895
"TWIST1",-0.08572434430558,0.0615996369222176,0.031796157059315,-0.00356228013251819,0.0412698412698413,0.00091533180778032,-0.0466666666666667,-0.00434782608695652,0.0412698412698413,0.119162144600741,0.0523809523809524,0,-0.0776134966138046,0.0873594090985395,0.112163852407755,0.0738096847928496,0.0792891368476441,0.0792891368476441,0.0641777591447437,0.0210591668218787,0.0230769230769231,0.0278388278388278,0.133333333333333,0,0,-0.166666666666667,0.0136090636090636,0.0112988325859613,-0.100950950950951,-0.0286148879369218,-0.113333333333333,-0.111963470319635,-0.110485637807319,0.112438377451506,-0.0814588702843283,-0.0792891368476441,-0.108115903593465,-0.101481481481481,-0.0912250712250712,-0.0855646938665807,-0.0122558687272213,-0.0523809523809524,-0.0666666666666667,-0.0742672351167775,0.0552631044955882,0.0573132183908046,-0.0713303371891107,0.0535632183908046,-0.0306315433975009,-0.0213945956063362,0.0149737963575643,-0.022996157059315,-0.0145033245496746,-0.00858038032885808,0.262616657646266
"Csn",0.0873538567969561,-0.493358120868744,-0.424885749896136,-0.0150811688311688,-0.358620689655172,0.00783549783549783,0.265909090909091,0.0403030303030303,-0.358620689655172,0.126894954507858,-0.3,0.0766666666666667,-0.356938775902436,0.203108090395727,0.121608848667672,-0.637965078519418,-0.600537055486788,-0.600537055486788,0.0120157169239972,-0.154533333333333,-0.065,-0.123333333333333,-0.176190476190476,-0.04,0.06,0.142857142857143,0.124535455486542,0.130962190705051,-0.0808618693134822,-0.104781284606866,0.197402597402597,0.213531629660662,0.234843105070498,0.154292423973319,0.681313662266575,0.600537055486788,-0.179846470472537,0.33030303030303,0.375757575757576,0.419026806526807,0.294481595055984,0.3,0.2,0.100133239831697,-0.27742065371193,-0.269544758723863,0.675582119223854,-0.264416553595658,0.424885749896136,0.46621908322947,0.415332266834461,0.467243828498756,0.505125835641045,0.536454759273036,0.26065151623716
"ZEB1",0.264834307992203,0.403621609551196,0.348099258465112,0.227287725662952,0.326945412311266,0.216274509803922,0.178544061302682,0.203333333333333,0.32145090681676,0.161810440933379,0.295238095238095,0.183333333333333,0.229413778463696,0.0919902534602728,0.155604923931401,0.269937121262965,0.253401688192099,0.253401688192099,0.0300112464188314,0.0655195365462837,0.0463157894736842,0.0512338222605695,0.0916666666666667,0.02,0,-0.0666666666666667,-0.00566241945513966,-0.0114316502243704,-0.00205231579426835,-0.0116867157022597,-0.10530303030303,-0.12295008912656,-0.133982117596311,-0.0936122659088651,-0.210435604203093,-0.253401688192099,-0.0568703098128615,-0.183333333333333,-0.202941176470588,-0.224428779776373,-0.189080396283388,-0.28974358974359,-0.266666666666667,-0.29626181786376,-0.168840305722141,-0.169627707296944,-0.340071451731993,-0.174196235215725,-0.343019534267741,-0.364547312045519,-0.3855028488987,-0.369061457777827,-0.383164333322114,-0.398819910621527,-0.430457421650477
"FUS",-0.158367071524966,-0.609789910239685,-0.323611111111111,-0.0804372638855397,-0.2625,-0.0517016317016317,0.0333333333333333,-0.0123076923076923,-0.373333333333333,0.166194412672004,-0.2,-0.02,-0.349867355848715,0.126586483390607,0.18091985428051,-0.472199312949668,-0.429841234347048,-0.429841234347048,0.00290673732834405,-0.188747252747253,-0.114285714285714,-0.150285714285714,-0.0933333333333333,-0.1,-0.1,-0.0666666666666667,0.0846031746031746,0.0891193036354327,-0.060641745520086,-0.0651855390985826,0.118333333333333,0.151666666666667,0.178939393939394,0.188847549909256,0.450188407343325,0.429841234347048,-0.132947859606411,0.33030303030303,0.38030303030303,0.432575757575758,0.351171033339708,0.3,0.2,0.19154090955754,-0.0481359018593061,-0.0470720720720721,0.494062959617195,-0.0416666666666667,0.434444444444445,0.487842502696872,0.474681118865893,0.377457264957265,0.532203404952511,0.569431665822076,0.563998789354575
"Wnt",0.124242424242424,-0.38,-0.3,-0.016078431372549,-0.1,0.0133333333333333,0.3,0.0333333333333333,-0.2,0.168101386896222,0,0,-0.34685755498108,0.205,0.16078431372549,-0.547129186602871,-0.478947368421053,-0.478947368421053,0.0109090909090909,-0.111666666666667,-0.0666666666666667,-0.0866666666666667,-0.1,-0.1,-0.1,0,0.158974358974359,0.165951103160405,-0.0838833094213295,-0.145641025641026,0.15,0.195454545454545,0.228787878787879,0.134251012145749,0.606347962382445,0.478947368421053,-0.204296066252588,0.2,0.271428571428571,0.346428571428571,0.262205882352941,0.1,0,0.0361764705882353,-0.306666666666667,-0.306666666666667,0.613342362116471,-0.3,0.3,0.368421052631579,0.374957627118644,0.368421052631579,0.43984962406015,0.489518498232336,0.239568965517241
"Frizzled",0.096969696969697,-0.454418604651163,-0.368421052631579,-0.0457080610021787,-0.3,-0.016078431372549,0.3,0.0133333333333333,-0.3,0.171071683925925,-0.1,0.0333333333333333,-0.375062683186208,0.215714285714286,0.1703081232493,-0.606184304713107,-0.547129186602871,-0.547129186602871,0.0187215909090909,-0.161666666666667,-0.0866666666666667,-0.111666666666667,-0.15,-0.0666666666666667,-0.1,0.1,0.165951103160405,0.166885682599658,-0.0967545965500424,-0.143513366066558,0.195454545454545,0.228787878787879,0.254594330400782,0.159832407494586,0.654226750261233,0.547129186602871,-0.213819875776398,0.271428571428571,0.346428571428571,0.39936974789916,0.305640225787285,0.2,0.1,0.0657002801120448,-0.313333333333333,-0.306666666666667,0.656578436387028,-0.306666666666667,0.368421052631579,0.43984962406015,0.416544928705946,0.43984962406015,0.489518498232336,0.534756593470431,0.290988523876863
"DSH",0.0750184774575019,-0.513068393680699,-0.43984962406015,-0.0705200910773666,-0.368421052631579,-0.0457080610021787,0.306666666666667,-0.016078431372549,-0.368421052631579,0.17973310124876,-0.3,0.0133333333333333,-0.402542929015883,0.220609390609391,0.175162492181339,-0.64904144757025,-0.606184304713107,-0.606184304713107,0.017502078713969,-0.192701149425287,-0.111666666666667,-0.161666666666667,-0.195454545454545,-0.0866666666666667,-0.0666666666666667,0.15,0.166885682599658,0.174810210901545,-0.0975419981248455,-0.140004594136733,0.228787878787879,0.254594330400782,0.279747704633911,0.178447126109305,0.694365961398124,0.606184304713107,-0.222805383022774,0.346428571428571,0.39936974789916,0.450418698948111,0.33509759012837,0.3,0.2,0.0883953155730377,-0.320650406504065,-0.313333333333333,0.691692940203822,-0.306666666666667,0.43984962406015,0.489518498232336,0.453176259683566,0.490176421445771,0.534756593470431,0.571533085010948,0.336273739243568
"GSK3",0.0522277797830833,-0.56314449718146,-0.490176421445771,-0.0949519092591848,-0.43984962406015,-0.0705200910773666,0.306666666666667,-0.0457080610021787,-0.43984962406015,0.183744988321568,-0.368421052631579,-0.016078431372549,-0.426020044590463,0.224368789105631,0.186612873860728,-0.686646489587057,-0.64904144757025,-0.64904144757025,0.0183227117737579,-0.224325081049219,-0.161666666666667,-0.192701149425287,-0.228787878787879,-0.111666666666667,-0.0866666666666667,0.195454545454545,0.174810210901545,0.181856687663164,-0.102742592478486,-0.14104265642047,0.254594330400782,0.279747704633911,0.303192680710466,0.19359864126082,0.625147991348207,0.64904144757025,-0.229117675381578,0.39936974789916,0.450418698948111,0.48963947816889,0.365900509836399,0.368421052631579,0.3,0.109265994190195,-0.326291432145091,-0.320650406504065,0.720400231503576,-0.313333333333333,0.489518498232336,0.534756593470431,0.485271750399747,0.535459440313696,0.571533085010948,0.604098874484632,0.374323782384207
"Destcompl",-0.0628140263037022,-0.705357402645992,-0.627393385131077,-0.161835372899909,-0.56105675146771,-0.135675035347166,0.227142857142857,-0.106713286713287,-0.56105675146771,0.248101074842518,-0.485714285714286,-0.0764102564102564,-0.443367224390657,0.299684791516218,0.256650255514128,-0.719135345160303,-0.67423738597663,-0.67423738597663,0.0581658362857541,-0.381255447785941,-0.310973084886128,-0.349711823624867,-0.329501915708812,-0.276190476190476,-0.233333333333333,0.277777777777778,0.230952380952381,0.238086883876358,-0.18552167305405,-0.195683461837308,0.375216201423098,0.412003766189937,0.443144965416243,0.284981418831978,0.7581626716149,0.67423738597663,-0.331140999727389,0.461574618096357,0.523531139835488,0.575434947450718,0.588074739422769,0.485714285714286,0.4,0.200041496301831,-0.244819808141042,-0.239992221934146,0.719834568009661,-0.234729064039409,0.627225905696566,0.683569189278656,0.673998576150048,0.683979656003062,0.731377408456738,0.771968943387895,0.661517420060186
"AXIN2",-0.0249278195701758,-0.174406185072311,-0.571732157177225,-0.117329885319478,-0.490697674418605,-0.0890540232505129,0.24125,-0.0619512195121951,-0.490697674418605,0.290306524417656,-0.4,-0.04,-0.443405477661108,0.348538638780574,0.292669545980164,-0.699094554637698,-0.63951450214426,-0.63951450214426,0.0908938777978229,-0.381400966183575,-0.303381642512077,-0.342512077294686,-0.284615384615385,-0.255555555555556,-0.2,0.2,0.258224062571889,0.270525649873476,-0.231880235177772,-0.231185894674738,0.346520146520147,0.398305860805861,0.440600942773074,0.299612464038694,0.753503706311487,0.63951450214426,-0.378772775843645,0.394736842105263,0.473308270676692,0.541551513919935,0.575197399545226,0.4,0.3,0.152695603047192,-0.282547826931169,-0.274627034851961,0.820394410208067,-0.262237654320988,0.571732157177225,0.643340989984796,0.658457892416945,0.643430270384773,0.705357402645992,0.758405392269857,0.632891795086989
