"","KLF4","SOSGRB2","CD44","cMet","AKT","Csl","IKK","SRC","TGFR","NFB","TrCP","Csn","HEY1","cfos","MEK","ERK","PI3K","DELTA","FUS","Patched","ZEB1","FOXC2","GSK3","SHH","SMO","SNAI1","SNAI2","LIV1","RAF","miR200","ILK","RKIP","RAS","SMAD","Ecadherin","SUFU","EGR1","STAT","DSH","CDC42","TWIST1","PAK1","TGF","Frizzled","ZEB2","Wnt","cateninmemb","Jagged","NOTCHic","GLI","TCFLEF","NOTCH","cateninnuc","Destcompl","AXIN2"
"SRC",-0.190245478036176,-0.442857142857143,-0.314590163934426,-0.29,0.000427350427350426,0.015,0.0115384615384615,-0.25,-0.315873015873016,0.05,0.1,0.05,0.053988745448527,-0.342424242424242,-0.347874976176863,-0.353535353535354,-0.226700041718815,-0.226700041718815,0.0166666666666667,0.07,0.163192572626535,-0.0271241830065359,0.239220779220779,-0.0817647058823529,-0.0366666666666667,0.213618622217871,0.108657525896084,0,0.226700041718815,-0.0150636802810716,-0.0263157894736842,0.342424242424242,0.260033375052149,-0.0254148885727833,0.236022055286761,0.0333333333333333,0.333333333333333,0.1,0.2,0.311111111111111,0.281040798282178,0.311111111111111,0.315873015873016,0.25,0.0924603174603175,0.29,0.313040338272714,0.116453775582216,0.0278571428571429,0.314590163934426,0.336541383446621,0.0492857142857143,0.352425052350425,0.344124462494028,0.344632156062731
"miR200",-0.0984126984126984,0.0190973565441651,0.117008057136173,0.111390079608083,0.0337806781103703,0.0377339901477833,0.0281203007518797,0.104347826086957,0.00518659076533839,0.0252631578947368,0,0.02,0.00502824858757062,-0.0142857142857143,-0.017687074829932,-0.0142857142857143,0.145667814772292,0.145667814772292,-0.02,-0.0212658227848101,-0.107531362007168,-0.0176497756985562,-0.103366791414371,0.0223527793065493,0.02,-0.0168875568875569,-0.0986843305126272,-0.1,-0.145667814772292,0.00188317605902931,-0.00265486725663717,-0.0110551958760944,-0.151403475620173,-0.00422226537575942,-0.00153200870445549,0.02,0.0142857142857143,-0.1,-0.1,-0.00196078431372549,-0.114993779226908,0,-0.00751217216068723,-0.104,0.0947759856630824,-0.111042253521127,-0.106495346486862,-0.0307929353472389,-0.0411822660098522,-0.116536759015632,-0.120976311104427,-0.0473969552753889,-0.12430964443776,-0.18747491557568,-0.159088164936665
"TGFR",-0.104205259525626,0.0647335932423652,-0.188382985766303,-0.176540880503145,-0.0988022381535233,-0.1,-0.101127819548872,-0.163333333333333,-0.0546428571428571,-0.0642857142857143,-0.1,-0.05,-0.160777351155249,0.0112781954887218,-0.00430780146713816,0.013500417710944,-0.0345238095238095,-0.0345238095238095,-0.106666666666667,-0.108929597701149,0.0561382749388449,-0.113834183189129,0.18562628498944,0.0959352474186635,0.130804597701149,0.0418645674518563,0.123045335734915,0.1,0.0345238095238095,-0.0538633857182244,0.134369501466276,0.0364502164502165,0.0485588972431078,0.151095480113963,0.117767858872347,0.14,0.0571428571428571,0.133333333333333,0.142857142857143,-0.0542857142857143,0.0865183867141162,-0.04,0.0588981762917933,0.172857142857143,0.0982937182367259,0.186064690026954,0.186742071007272,0.223503233655632,0.13448275862069,0.199613077123728,0.199866239354819,0.138079880922848,0.209166505076697,0.189279962775759,0.221723399262741
"SOSGRB2",-0.0936842105263158,-0.0683333333333333,-0.243892339544513,-0.21055900621118,-0.0872076023391813,-0.0818181818181818,-0.0830409356725146,-0.171428571428571,-0.191098901098901,-0.0777777777777778,0,0,-0.100284090909091,0.115873015873016,0.103260403260403,0.0699270699270699,-0.172316384180791,-0.172316384180791,-0.1,-0.0261261261261261,0.127568922305764,-0.0182539682539683,0.418040541350499,0.0447307772889168,0.0666666666666667,0.150442075337598,0.114291302657392,0,0.172316384180791,-0.0299920848154595,0.0886021505376344,-0.0488669590643275,0.20180356366797,0.0823084442439281,0.189114825398591,0,-0.104761904761905,0.1,0.1,0.175714285714286,0.232376811594203,0.135714285714286,0.186134362091809,0.171428571428571,0.105112781954887,0.213095238095238,0.256197379197379,0.153164846523371,0.104895104895105,0.246428571428571,0.26915549743925,0.120388062641584,0.287702342563533,0.464162794699707,0.266391639163916
"cateninnuc",-0.0527709340876601,-0.199734972540815,-0.455977235325061,-0.423437552785379,-0.478671401515152,-0.471374764595104,-0.443515151515152,-0.387567987567988,-0.0974106353416698,-0.401515151515152,-0.3,-0.35,-0.107591410539877,0.163008971704624,0.177025926762108,0.170603908413485,-0.583126423126423,-0.583126423126423,0.231111111111111,0.254387763183202,0.136477839137564,0.12451396690741,0.608742267083781,-0.262013035514356,-0.242586520947177,0.275903314837191,0.183608707332345,0.296969696969697,0.583126423126423,-0.034886508008756,0.0725281385281385,0.216081996580756,0.618648308648309,0.0803044004653827,0.0676034896868165,-0.211111111111111,-0.155072463768116,0.343123543123543,0.343123543123543,0.0813186813186813,0.387812166558339,0.0628571428571429,0.110729412634246,0.385589296548201,0.108450183312685,0.421458861765592,0.33011719580994,0.405654949045471,0.514398020409057,0.453474672042272,0.483833844735069,0.549852565863603,0.407667039985,0.708053115638555,0.608647140848821
"SMAD",-0.109243974755442,-0.300857734398107,-0.254947457770987,-0.240765639589169,-0.214915032679739,-0.265714285714286,-0.204248366013072,-0.225079365079365,-0.221549782868533,-0.194444444444444,-0.15,-0.161111111111111,-0.181122504301912,-0.21889400921659,-0.216657873259524,-0.228196334797985,-0.129043497986729,-0.129043497986729,-0.104166666666667,-0.0667354740061162,0.119889692245947,0.0219207187945617,0.00879554586321504,0.0641332435228448,0.0841666666666667,0.13805556540234,0.190045530523894,0.16,0.129043497986729,-0.000359720820172153,0.137239199157007,0.159511253413692,0.145819813776203,0.0415249134427217,0.161568019211506,0.116666666666667,0.228571428571429,0.202857142857143,0.20952380952381,0.217639168343394,0.211538271090794,0.219047619047619,0.223541814741043,0.231746031746032,0.114268764080085,0.249053724053724,0.252322116325504,0.28632244099986,0.280656814449918,0.262722788801925,0.267294811909386,0.293355227148331,0.276818621433196,0.225070177598832,0.296206127003449
"Jagged",-0.116666666666667,-0.3,-0.213846153846154,-0.16,-0.0777777777777778,-0.2,-0.0666666666666667,-0.1,-0.311111111111111,-0.1,0,0,-0.183333333333333,-0.2,-0.233333333333333,-0.3,-0.16,-0.16,-0.1,-0.0166666666666667,0.130676328502415,-0.00857142857142857,0.118390804597701,0.0243589743589744,0.0666666666666667,0.175,0.182905982905983,0,0.16,0.0121212121212121,0.0833333333333333,0.158974358974359,0.205454545454545,0.0595238095238095,0.17,0,0.1,0,0,0.3,0.245,0.2,0.299111111111111,0.1,0.129710144927536,0.16,0.239559173221145,0.181471861471861,0.22,0.213846153846154,0.241118881118881,0.248571428571429,0.264195804195804,0.274671814671815,0.231428571428571
"RAF",-0.107460545193687,0.0304761904761905,-0.256342780026991,-0.214035087719298,-0.214772727272727,-0.2,-0.1875,-0.166666666666667,-0.202857142857143,-0.2,-0.1,-0.1,-0.213124274099884,0.2,0.206749816581071,0.162068965517241,-0.241883116883117,-0.241883116883117,-0.2,-0.12,0.12468962219034,-0.0984232242852933,0.44511426319937,0.138032786885246,0.14,0.204930125001138,0.216926618872763,0,0.241883116883117,-0.0428079453090423,0.195956354300385,0.0518207282913165,0.278635253635254,0.179124671132068,0.209412990408219,0.1,-0.25,0.1,0.1,0.193333333333333,0.206978609625668,0.133333333333333,0.203791722296395,0.166666666666667,0.131460545193687,0.216666666666667,0.27711661241073,0.267289190718732,0.209090909090909,0.258974358974359,0.286412710096921,0.243706293706294,0.31109464393916,0.524772557106466,0.27739099859353
"CDC42",-0.138952380952381,-0.35,-0.254844844844845,-0.235925925925926,-0.121929824561404,-0.116666666666667,-0.116666666666667,-0.21,-0.305882352941176,-0.0666666666666667,-0.1,-0.0666666666666667,-0.0530484757621189,-0.24,-0.254296241709654,-0.235652173913043,-0.231917211328976,-0.231917211328976,-0.0238095238095238,-0.00499231950844855,0.146456435681617,-0.00955387032861925,0.106555735930736,-0.0159953348125391,0.0404761904761905,0.173560195079182,0.169587638638734,0.1,0.231917211328976,0.00371785077667431,0.041005291005291,0.192703962703963,0.256307455231415,0.0539085168117426,0.191821358441399,0.0666666666666667,0.3,0.15,0.15,0.3,0.266406926406926,0.414285714285714,0.308912655971479,0.21,0.134376801568085,0.235925925925926,0.258492547930125,0.162847222222222,0.170512820512821,0.256978557504873,0.271676528013162,0.184358974358974,0.285750602087236,0.309436783521737,0.283957307060755
"NOTCHic",-0.136853002070393,-0.347368421052632,-0.264195804195804,-0.241118881118881,-0.144961240310078,-0.248571428571429,-0.133333333333333,-0.213846153846154,-0.305562724014337,-0.0777777777777778,-0.1,-0.0666666666666667,-0.15644370122631,-0.233333333333333,-0.24047619047619,-0.226190476190476,-0.25038208168643,-0.25038208168643,-0.0166666666666667,0.0109351432880845,0.152898550724638,-0.00416063199473337,0.176861878977866,-0.0313652508149662,0.0243589743589744,0.188512413512413,0.203435931692445,0.1,0.25038208168643,0.00188174061006431,0.0428571428571429,0.198313844161343,0.279446121095297,0.0565262076053443,0.171990811638591,0.0666666666666667,0.3,0.16,0.16,0.299111111111111,0.284015030380556,0.311111111111111,0.31129520809077,0.213846153846154,0.137117552334944,0.241118881118881,0.266134367299499,0.196164037091189,0.203410138248848,0.26585006391458,0.285012130726416,0.221831190880427,0.302264039123363,0.341721658908575,0.300217879604672
"PAK1",-0.130755659640906,-0.358910891089109,-0.271676528013162,-0.254844844844845,-0.133040935672515,-0.170512820512821,-0.121929824561404,-0.235925925925926,-0.308912655971479,-0.116666666666667,-0.0666666666666667,-0.0666666666666667,-0.066283769879766,-0.235652173913043,-0.238296241709654,-0.254296241709654,-0.256307455231415,-0.256307455231415,-0.0404761904761905,0.0159953348125391,0.144205631823096,-0.0047262841217227,0.128010281385281,-0.0159953348125391,0.00499231950844855,0.18668668672596,0.175012593430777,0.15,0.256307455231415,0.00371785077667431,0.0539085168117426,0.193256448891808,0.27585290977687,0.0539085168117426,0.193966687161123,0.0238095238095238,0.24,0.21,0.21,0.305882352941176,0.276189535102579,0.3,0.309459104058911,0.235925925925926,0.137913779060046,0.256978557504873,0.266184855622433,0.178184645535106,0.184358974358974,0.273076118480483,0.285750602087236,0.198644688644689,0.296785084845856,0.329887911341285,0.304083093224277
"EGR1",-0.130755659640906,-0.358910891089109,-0.271676528013162,-0.254844844844845,-0.133040935672515,-0.170512820512821,-0.121929824561404,-0.235925925925926,-0.308912655971479,-0.116666666666667,-0.0666666666666667,-0.0666666666666667,-0.066283769879766,-0.235652173913043,-0.238296241709654,-0.254296241709654,-0.256307455231415,-0.256307455231415,-0.0404761904761905,0.0159953348125391,0.144205631823096,-0.0047262841217227,0.128010281385281,-0.0159953348125391,0.00499231950844855,0.18668668672596,0.175012593430777,0.15,0.256307455231415,0.00371785077667431,0.0539085168117426,0.193256448891808,0.27585290977687,0.0539085168117426,0.193966687161123,0.0238095238095238,0.24,0.21,0.21,0.305882352941176,0.276189535102579,0.3,0.309459104058911,0.235925925925926,0.137913779060046,0.256978557504873,0.266184855622433,0.178184645535106,0.184358974358974,0.273076118480483,0.285750602087236,0.198644688644689,0.296785084845856,0.329887911341285,0.304083093224277
"NOTCH",-0.129710144927536,-0.347368421052632,-0.241118881118881,-0.213846153846154,-0.133333333333333,-0.22,-0.0777777777777778,-0.16,-0.299111111111111,-0.0666666666666667,0,-0.1,-0.170289855072464,-0.3,-0.226190476190476,-0.233333333333333,-0.205454545454545,-0.205454545454545,-0.0666666666666667,-0.0243589743589744,0.141787439613527,-0.0106122448979592,0.147936259143156,-0.0109351432880845,0.0166666666666667,0.182692307692308,0.194017094017094,0,0.205454545454545,-0.00216450216450216,0.0595238095238095,0.196905393457118,0.25038208168643,0.0428571428571429,0.17,0.1,0.2,0.1,0.1,0.311111111111111,0.267033898305085,0.3,0.305562724014337,0.16,0.140821256038647,0.213846153846154,0.255789539713292,0.188879268879269,0.248571428571429,0.241118881118881,0.264195804195804,0.203410138248848,0.285012130726416,0.312054992241908,0.271051212938005
"ERK",-0.137556304427613,0.00283865002311603,-0.31109464393916,-0.286412710096921,-0.274934626894961,-0.243706293706294,-0.263008021390374,-0.256342780026991,-0.21912018944968,-0.214772727272727,-0.2,-0.1875,-0.204827656042174,0.206749816581071,0.0970051554854351,0.105083149914405,-0.317682872682873,-0.317682872682873,-0.12,-0.112542590806815,0.152083697930872,-0.0948935407556097,0.50205468144769,0.100948387908264,0.138032786885246,0.222754199075212,0.238668878070348,0.166666666666667,0.317682872682873,-0.0452847254948008,0.177279652681884,0.0847924333199047,0.3450756119568,0.191565366967598,0.215773586117298,0.14,-0.162068965517241,0.214035087719298,0.216666666666667,0.203791722296395,0.251055568265734,0.202857142857143,0.226812497141988,0.258974358974359,0.141620525196187,0.289044289044289,0.305173695005475,0.291800350110397,0.289691695166148,0.314858825385141,0.332655982229123,0.30880526857335,0.350086537784678,0.588742751090859,0.342207522434444
"MEK",-0.129029172644668,0.0038095238095238,-0.286412710096921,-0.256342780026991,-0.263008021390374,-0.209090909090909,-0.214772727272727,-0.214035087719298,-0.203791722296395,-0.1875,-0.1,-0.2,-0.205851546827157,0.162068965517241,0.105083149914405,0.206749816581071,-0.278635253635254,-0.278635253635254,-0.14,-0.138032786885246,0.143737241237959,-0.102927728789798,0.474352592437699,0.112542590806815,0.12,0.213263458334471,0.228118832984685,0.1,0.278635253635254,-0.0511670784359773,0.179124671132068,0.0833996756597376,0.317682872682873,0.177279652681884,0.2119630814829,0.2,-0.2,0.166666666666667,0.166666666666667,0.202857142857143,0.233718536365595,0.193333333333333,0.21912018944968,0.216666666666667,0.141778005511148,0.258974358974359,0.29321417338634,0.27794492842365,0.243706293706294,0.289044289044289,0.31109464393916,0.289691695166148,0.332655982229123,0.559919000621111,0.313427034629566
"SNAI1",-0.132313292039659,-0.369854287315524,-0.285750602087236,-0.271676528013162,-0.152485380116959,-0.184358974358974,-0.133040935672515,-0.254844844844845,-0.309459104058911,-0.121929824561404,-0.0666666666666667,-0.116666666666667,-0.0704504365464327,-0.254296241709654,-0.23156978431055,-0.238296241709654,-0.27585290977687,-0.27585290977687,-0.00499231950844855,0.0159953348125391,0.150970699473773,-0.00714051537966425,0.144049885345677,-0.0224031018028304,-0.0159953348125391,0.0946938041636829,0.179203005767351,0.21,0.27585290977687,-0.00118128467001157,0.0539085168117426,0.207063980272561,0.293094289087214,0.0525555032816073,0.196099881750092,0.0404761904761905,0.235652173913043,0.235925925925926,0.235925925925926,0.308912655971479,0.288804919717963,0.305882352941176,0.31530587825246,0.256978557504873,0.144678846710723,0.273076118480483,0.27278243766043,0.187125822005694,0.198644688644689,0.286421639504249,0.296785084845856,0.217012035583464,0.306697320261448,0.346719051692163,0.320400109541294
"PI3K",-0.144736842105263,-0.333846153846154,-0.396306205871423,-0.351690821256039,-0.21659125188537,-0.25,-0.162745098039216,-0.277777777777778,-0.379647058823529,-0.133333333333333,0,-0.1,-0.103282548010628,-0.0476190476190476,-0.0283326445332231,-0.0299719887955182,-0.512155844155844,-0.512155844155844,-0.05,-0.0256410256410256,0.242318353701089,-0.0733914053426249,0.593807118807119,-0.00491452991452991,0.0333333333333333,0.333027375201288,0.195032765194691,0.1,0.512155844155844,-0.028899652260308,0.085874349739896,0.29715578539108,0.565580501690091,0.093074349739896,0.230707886596739,0.1,0.0333333333333333,0.2,0.2,0.367647058823529,0.389722703051285,0.35,0.396720229555237,0.277777777777778,0.153483373095087,0.351690821256039,0.317668772096097,0.232894736842105,0.296153846153846,0.396306205871423,0.434159313216056,0.357444168734491,0.465293333834613,0.674410697290117,0.41647619047619
"AKT",-0.149010346378767,-0.356068376068376,-0.434159313216056,-0.396306205871423,-0.345884181178299,-0.296153846153846,-0.21659125188537,-0.351690821256039,-0.396720229555237,-0.162745098039216,-0.1,-0.133333333333333,-0.113056984100853,-0.0299719887955182,-0.0245351761787927,-0.0283326445332231,-0.565580501690091,-0.565580501690091,-0.0333333333333333,0.00491452991452991,0.250537531783281,-0.0673763677486399,0.635742602678086,-0.0154408457040036,0.0256410256410256,0.352325620815323,0.207796584290169,0.2,0.565580501690091,-0.0278301335437305,0.093074349739896,0.310199263651949,0.607749176388886,0.101491858157404,0.237374553263406,0.05,0.0476190476190476,0.277777777777778,0.277777777777778,0.379647058823529,0.416939828433548,0.367647058823529,0.407294247682125,0.351690821256039,0.161702551177279,0.396306205871423,0.335915459150124,0.258060299756013,0.357444168734491,0.434853691904943,0.465293333834613,0.392810022393028,0.491908718449997,0.718000440879861,0.460880522606154
"cMet",-0.285714285714286,-0.0380952380952381,-0.29953488372093,-0.26,-0.09875,-0.0428571428571429,-0.08,-0.1,-0.282222222222222,-0.0333333333333333,0,0,-0.087547299621603,-0.035,-0.0695454545454545,-0.035,-0.15047619047619,-0.15047619047619,-0.1,-0.112727272727273,0.212409812409812,-0.0738660337552743,0.35597158218126,0.0752272727272727,0.14,0.252809991079393,0.114910604399656,-0.1,0.15047619047619,-0.058649127140975,0.113832199546485,0.115555555555556,0.190098831985624,0.137468563182849,0.257457253925014,0.1,0.075,0,0.1,0.26,0.347745812240194,0.26,0.292860520094563,0.2,0.168542568542569,0.26,0.323811348793555,0.212616803486369,0.100751879699248,0.300909090909091,0.328765652951699,0.132666773316269,0.352494466511021,0.421268335343966,0.319206349206349
"GSK3",-0.165805259330442,-0.371675690541261,-0.461303424123222,-0.42892247174227,-0.373520114942529,-0.353641456582633,-0.340186781609195,-0.38984962406015,-0.428606776750997,-0.31375,-0.22,-0.2575,-0.144945546464318,-0.0393899782135076,-0.0274752482066724,-0.0371343391157633,-0.600113615125438,-0.600113615125438,-0.0361471861471861,0.00331451977009072,0.277701677437457,-0.0694792437264898,0.560592943941339,-0.0128838977605213,0.00711492808267001,0.413107676505048,0.235059506811355,0.275,0.600113615125438,-0.0274613602535231,0.12094715251773,0.348412026569921,0.636248068906951,0.124395428379799,0.22849176830995,0.0409090909090909,0.0356862745098039,0.343421052631579,0.343421052631579,0.417805383022774,0.466081882122179,0.399710144927536,0.439376007520228,0.38984962406015,0.183513034889439,0.429718905105902,0.34578438837249,0.28791488897684,0.387907190848367,0.461322678690808,0.487928535432216,0.423491606432783,0.510560114379584,0.74855286181463,0.493099449334645
"CD44",-0.247619047619048,-0.0380952380952381,-0.26,-0.1,-0.08,0,-0.0333333333333333,0,-0.26,0,0.1,0,-0.116959064327485,-0.075,-0.035,-0.035,-0.0904761904761905,-0.0904761904761905,-0.1,-0.14,0.195238095238095,-0.0979166666666667,0.317261904761905,0.112727272727273,0.1,0.257894736842105,0.0952025752025752,-0.1,0.0904761904761905,-0.075836627140975,0.144444444444444,0.122962962962963,0.15047619047619,0.113832199546485,0.257202800998806,0.1,0,-0.1,0,0.26,0.328644688644689,0.2,0.282222222222222,0.1,0.185714285714286,0.2,0.306373626373626,0.21044289044289,0.0428571428571429,0.26,0.29953488372093,0.100751879699248,0.328765652951699,0.381403470479101,0.27
"ZEB2",-0.323058078923888,-0.283827838827839,-0.248050682261209,-0.235087719298246,-0.233538421599169,-0.230769230769231,-0.221388888888889,-0.216666666666667,-0.210871985157699,-0.201388888888889,-0.2,-0.188888888888889,-0.184994360478231,-0.167543859649123,-0.162311758941019,-0.161092246745897,-0.151082251082251,-0.151082251082251,-0.146428571428571,-0.125662020905923,-0.00100767888499512,0.0269355089355089,0.0984490926181437,0.115662020905923,0.137857142857143,0.145521814757082,0.14745998612657,0.15,0.151082251082251,0.160930856901067,0.164567662384564,0.164895330112721,0.167998739304949,0.169445711165052,0.173940837258567,0.175,0.183333333333333,0.19,0.195454545454545,0.208831168831169,0.212158663890501,0.214285714285714,0.215104789390504,0.222121212121212,0.227705086809712,0.24006993006993,0.244289571247889,0.252571019788199,0.253435897435897,0.253831397959838,0.259670400571068,0.268189995796553,0.269540530441198,0.275256711891856,0.280880888736297
"ZEB1",-0.227197471278179,-0.262456140350877,-0.343698267299415,-0.327031600632748,-0.258951066190065,-0.270833333333333,-0.240379637618637,-0.303502188868043,-0.221592418680677,-0.215789473684211,-0.2,-0.2,-0.196265082068191,-0.121333333333333,-0.110304569404854,-0.110745098039216,-0.289508568989552,-0.289508568989552,-0.0833333333333333,-0.0624777183600713,0.0125352433673273,0.050821319590153,0.237599535150345,0.0528691774348044,0.0742424242424242,0.163621107704573,0.201583534337596,0.233333333333333,0.289508568989552,0.158345515906443,0.17232538138901,0.169265911393571,0.310453450879316,0.177613842927472,0.164537913009354,0.108333333333333,0.133333333333333,0.271794871794872,0.276190476190476,0.216008662335499,0.324671216307424,0.21455938697318,0.227891631279102,0.307897793263647,0.23804049494322,0.33097471634057,0.327772466422701,0.300210722517613,0.29828431372549,0.347813204313079,0.358325926873883,0.318945470750284,0.371241778145899,0.413045638822451,0.377186254489681
"Destcompl",-0.215441028256406,-0.282100068671927,-0.604631279350151,-0.562093965917315,-0.518366375880236,-0.43337250293772,-0.476755637625203,-0.510850184822788,-0.304322382310456,-0.42360248447205,-0.3,-0.371428571428571,-0.196656505887275,0.0454545454545455,0.0569507064838046,0.0514654744162941,-0.674854525206146,-0.674854525206146,0.117241379310345,0.149661808621966,0.325093644920194,-0.0436075891954109,0.786714464183213,-0.163394884057169,-0.131527093596059,0.479392572266768,0.312142876297915,0.377777777777778,0.674854525206146,-0.07589509119846,0.171984126984127,0.419689116540191,0.721636314845078,0.181691729323308,0.145071197359163,-0.1,-0.0333333333333333,0.449206349206349,0.449206349206349,0.28484869809993,0.52603470074207,0.263469387755102,0.320184451275973,0.510850184822788,0.245015748204925,0.561345234327738,0.496895501721719,0.516439552253246,0.489894242068155,0.603831319670966,0.640795662911795,0.535385224032083,0.671392297282014,0.820668396588284,0.635698441172158
"AXIN2",-0.245996337760471,-0.282286823352742,-0.58775002382163,-0.530652232023523,-0.501594202898551,-0.384210526315789,-0.444927536231884,-0.463410852713178,-0.316101141702174,-0.382608695652174,-0.2,-0.3,-0.213629944055908,0.0291056910569106,0.0444134577343195,0.0375169060101816,-0.63840474186495,-0.63840474186495,0.123076923076923,0.158195970695971,0.348803217450693,-0.0845315652341413,0.770417864616949,-0.175573019876299,-0.142124542124542,0.495317576238383,0.343145330305151,0.3,0.63840474186495,-0.108087809839175,0.196342305037957,0.437389125211706,0.699034663124792,0.207453416149068,0.149977736803709,-0.1,-0.0266666666666667,0.386666666666667,0.386666666666667,0.289552469135802,0.523421767174303,0.25375,0.338213352923296,0.463410852713178,0.27599041419494,0.530652232023523,0.506413609030462,0.51799471973385,0.452067669172932,0.587256005608429,0.635698441172158,0.512878479983743,0.676208601137571,0.898045110741028,0.910053279629998
