"","SNAI2","CD44","FOXC2","Wnt","Frizzled","TGF","TWIST1","MEK","LIV1","PAK1","ZEB2","cfos","RAF","DELTA","RKIP","GSK3","ZEB1","SNAI1","ILK","KLF4","Csn","SMO","TrCP","SUFU","FUS","Patched","SOSGRB2","SHH","SMAD","NFB","HEY1","miR200","IKK","AKT","Csl","NOTCH","NOTCHic","EGR1","RAS","PI3K","Jagged","Ecadherin","ERK","Destcompl","CDC42","TGFR","DSH","STAT","GLI","cateninmemb","SRC","cMet","TCFLEF","cateninnuc","AXIN2"
"NFB",0.257053637135888,0.0231203824424163,0.010847921445531,0.0282051282051282,0.0358974358974359,-0.0272503260452628,0.0979458450046685,-0.0240578898225957,0.1,-0.0166666666666667,0.0107064212254775,-0.00314285714285715,-0.0617213261419698,-0.0617213261419698,-0.0110480594087151,-0.0321934927817281,-0.124319764929565,0.0208974016367094,0.116343509350935,0.00494505494505494,0,0.121481481481481,-0.1,0.16,0.14,0.12492975734355,-0.0378350287483414,0.135773130837526,-0.124893695224541,-0.0833333333333333,-0.130559855521156,-0.0185407551859673,-0.0481981981981982,-0.025975975975976,-0.185281385281385,-0.169756551692036,-0.167821067821068,0.00714285714285715,0.0602287888285369,0.0617213261419698,-0.0704016730383266,0.0815171812132652,0.0142539682539683,-0.0689413738209417,0.0121212121212121,0.0209212121212121,-0.0666666666666667,-0.0666666666666667,-0.0225871506770383,0.0128745302410744,-0.0358974358974359,-0.0282051282051282,-0.0231203824424163,-0.0206890098933967,-0.0579179331306991
"MEK",-0.169328887913214,0.167261685682738,0.0482890051855569,0.156923076923077,0.13,0.0191281806398799,0.0312758483346719,0.053059427732942,0,-5.55111512312578e-18,0.0137809204982806,0.119655172413793,0.0052003552003552,0.0052003552003552,0.0880104673448327,0.0568345908771441,0.0855187538430006,-0.0988035670390299,0.106992759609722,0.0170731707317073,0.0285714285714286,0.0693333333333333,0.1,0.0333333333333333,0.0733333333333333,0.0676939890710383,0.0738412698412698,0.0487397407050252,-0.0992436821189473,-0.0535714285714286,-0.108529898285996,0.0301199875723219,-0.092965367965368,-0.115318309141839,-0.112121212121212,-0.123463154850016,-0.11981351981352,-0.13,-0.00361305361305361,-0.0052003552003552,-0.169339265668137,-0.226834148456074,-0.143059427732942,-0.0594339203761338,5.55111512312578e-18,-0.014018691588785,-0.1,-0.1,-0.16041958041958,-0.257379108971648,-0.136842105263158,-0.163765182186235,-0.173623008837955,-0.175109997685538,-0.171739777752436
"KLF4",-0.461899212661052,-0.382922341838657,-0.175175886715512,-0.376835385316917,-0.374509803921569,0.0139364375461936,-0.299625272331155,-0.130121836925961,-0.3,0.00909090909090909,0.0147626418988648,-0.129090909090909,-0.292820512820513,-0.292820512820513,0.020160791589363,-0.155701590280238,0.0252115583075335,0.0343984175709459,-0.02,0.0407407407407407,-0.2,0.316666666666667,-0.1,0.2,0.3,0.329166666666667,-0.218496283590623,0.330241935483871,0.0214492753623188,0.26,0.0337509549274255,0.0111599511599512,0.274285714285714,0.289100529100529,0.110909090909091,0.120404478863513,0.121435406698565,0.12,0.292085218702866,0.292820512820513,0.374907091908591,0.157528467302798,0.129090909090909,0.168731729049325,-0.0130909090909091,-0.0144242424242424,0.333333333333333,0.333333333333333,0.383731937041055,0.383522888583864,0.374509803921569,0.376835385316917,0.375898930467419,0.37428000145123,0.446591081188991
"HEY1",-0.461899212661052,-0.382922341838657,-0.175175886715512,-0.376835385316917,-0.374509803921569,0.0139364375461936,-0.299625272331155,-0.130121836925961,-0.3,0.00909090909090909,0.0147626418988648,-0.129090909090909,-0.292820512820513,-0.292820512820513,0.020160791589363,-0.155701590280238,0.0252115583075335,0.0343984175709459,-0.02,0.0407407407407407,-0.2,0.316666666666667,-0.1,0.2,0.3,0.329166666666667,-0.218496283590623,0.330241935483871,0.0214492753623188,0.26,0.0337509549274255,0.0111599511599512,0.274285714285714,0.289100529100529,0.110909090909091,0.120404478863513,0.121435406698565,0.12,0.292085218702866,0.292820512820513,0.374907091908591,0.157528467302798,0.129090909090909,0.168731729049325,-0.0130909090909091,-0.0144242424242424,0.333333333333333,0.333333333333333,0.383731937041055,0.383522888583864,0.374509803921569,0.376835385316917,0.375898930467419,0.37428000145123,0.446591081188991
"FOXC2",-0.461899212661052,-0.382922341838657,-0.175175886715512,-0.376835385316917,-0.374509803921569,0.0139364375461936,-0.299625272331155,-0.130121836925961,-0.3,0.00909090909090909,0.0147626418988648,-0.129090909090909,-0.292820512820513,-0.292820512820513,0.020160791589363,-0.155701590280238,0.0252115583075335,0.0343984175709459,-0.02,0.0407407407407407,-0.2,0.316666666666667,-0.1,0.2,0.3,0.329166666666667,-0.218496283590623,0.330241935483871,0.0214492753623188,0.26,0.0337509549274255,0.0111599511599512,0.274285714285714,0.289100529100529,0.110909090909091,0.120404478863513,0.121435406698565,0.12,0.292085218702866,0.292820512820513,0.374907091908591,0.157528467302798,0.129090909090909,0.168731729049325,-0.0130909090909091,-0.0144242424242424,0.333333333333333,0.333333333333333,0.383731937041055,0.383522888583864,0.374509803921569,0.376835385316917,0.375898930467419,0.37428000145123,0.446591081188991
"SNAI2",-0.137587863321667,-0.446591081188991,-0.217001199021721,-0.434763124199744,-0.413636363636364,0.0138294782796062,-0.355541801217754,-0.159565447800742,-0.3,0.00588235294117647,0.0151785189846864,-0.150980392156863,-0.345144814883658,-0.345144814883658,0.0173333333333333,-0.207070300424562,0.0261785189846864,0.0308090611418068,-0.0185110663983903,0.0401923076923077,-0.2,0.341176470588235,-0.1,0.2,0.3,0.363625450180072,-0.251250845165652,0.372076154405424,0.020903410895998,0.275,0.0372814948764316,0.013499316301802,0.306034482758621,0.326516410469464,0.16359649122807,0.174965823650034,0.172368421052632,0.133333333333333,0.347884540911055,0.345144814883658,0.434105678075047,0.345596704103023,0.156862745098039,0.222806238117426,-0.0106442577030812,-0.0132083602671838,0.363636363636364,0.363636363636364,0.447062589440386,0.458155137222382,0.413636363636364,0.434763124199744,0.446797266756002,0.445865589737368,0.499648157989637
"SUFU",0.417521738393977,0.232577235970184,0.237837160497719,0.134081196581197,0.126388888888889,0.236021478484654,0.16137461689605,0.251315331770211,0.2,0.221666666666667,0.0152065535115704,0.242843822843823,0.287317935568037,0.287317935568037,0.138756808565351,0.0685928637616083,0.180382753668398,0.0948170346493831,0.0304454685099846,0.0030122814480329,0.142857142857143,-0.0408333333333333,0.1,-0.0533333333333333,-0.0408333333333333,-0.0458838383838384,-0.0109005030057662,-0.0501309426309426,-0.0297526278633334,-0.162857142857143,-0.0314333300713604,0.0612289171803902,-0.185934065934066,-0.178551515598495,-0.00590909090909091,-0.00136363636363636,-0.00136363636363636,-0.227692307692308,-0.282887555821202,-0.287317935568037,-0.163097295868237,-0.00468801134208268,-0.250889799855317,-0.0678690722625717,-0.232477477477477,-0.237796626413648,-0.1375,-0.246666666666667,-0.124787516283799,-0.163279354664796,-0.235555555555556,-0.24235167206041,-0.234751149013663,-0.231017133668394,-0.403686553572266
"Ecadherin",-0.462200236140884,-0.375898930467419,-0.176320051475237,-0.383731937041055,-0.376835385316917,0.014478933025398,-0.294597339370261,-0.128161052612235,-0.333333333333333,0.0130909090909091,0.0161844428467321,-0.129090909090909,-0.292085218702866,-0.292085218702866,0.021284387094981,-0.152831833105845,0.0252115583075335,0.0334490504823383,-0.0214492753623188,0.0407407407407407,-0.26,0.329166666666667,-0.2,0.3,0.316666666666667,0.330241935483871,-0.219812073064307,0.33260414020828,0.0197543601080816,0.274285714285714,0.0344220958670228,0.012091049856413,0.289100529100529,0.289100529100529,0.121435406698565,0.123006709346784,0.120404478863513,0.129090909090909,0.288453933786665,0.292085218702866,0.370559265821635,0.0557757896007532,0.130121836925961,0.169477302208691,-0.0144242424242424,-0.0139364375461936,0.374509803921569,0.374509803921569,0.377065270374389,0.379804939865916,0.376835385316917,0.382922341838657,0.37428000145123,0.369518096689325,0.446797266756002
"cateninmemb",-0.462200236140884,-0.375898930467419,-0.176320051475237,-0.383731937041055,-0.376835385316917,0.014478933025398,-0.294597339370261,-0.128161052612235,-0.333333333333333,0.0130909090909091,0.0161844428467321,-0.129090909090909,-0.292085218702866,-0.292085218702866,0.021284387094981,-0.152831833105845,0.0252115583075335,0.0334490504823383,-0.0214492753623188,0.0407407407407407,-0.26,0.329166666666667,-0.2,0.3,0.316666666666667,0.330241935483871,-0.219812073064307,0.33260414020828,0.0197543601080816,0.274285714285714,0.0344220958670228,0.012091049856413,0.289100529100529,0.289100529100529,0.121435406698565,0.123006709346784,0.120404478863513,0.129090909090909,0.288453933786665,0.292085218702866,0.370559265821635,0.0743040591273221,0.130121836925961,0.169477302208691,-0.0144242424242424,-0.0139364375461936,0.374509803921569,0.374509803921569,0.377065270374389,0.280883814288603,0.376835385316917,0.382922341838657,0.37428000145123,0.369518096689325,0.446797266756002
"SMO",0.417525998905309,0.235555555555556,0.234137931034483,0.1375,0.1,0.232477477477477,0.162799564270153,0.242843822843823,0.1,0.233333333333333,0.0165254237288136,0.22,0.291826923076923,0.291826923076923,0.133968253968254,0.0692841139443081,0.176977401129943,0.102534562211982,0.0466666666666667,0.0138888888888889,0.1,-0.0533333333333333,0,0.1,0.0666666666666667,-0.0408333333333333,-0.0175438596491228,-0.0408333333333333,-0.0323809523809524,-0.1,-0.0468864468864469,0.0707655213984328,-0.142857142857143,-0.162857142857143,0,-0.00590909090909091,0.00909090909090909,-0.2,-0.289501341681574,-0.291826923076923,-0.171190476190476,-0.00838762902192129,-0.227692307692308,-0.0694183336043801,-0.213333333333333,-0.221666666666667,-0.1,-0.2,-0.126388888888889,-0.167735671782023,-0.2,-0.246666666666667,-0.24235167206041,-0.232577235970184,-0.398656515897895
"RKIP",-0.180764411027569,0.163765182186235,0.0356763925729443,0.13,0.1,0.014018691588785,0.0257813428401664,0.143059427732942,0,0.0333333333333333,0.0169555236728838,0.13,-0.011038961038961,-0.011038961038961,0.0866946778711485,0.0605200945626478,0.0783758967001435,-0.0904702337056965,0.121844244758237,0.0229555236728838,0.1,0.0733333333333333,0.1,0.1,0.0333333333333333,0.0693333333333333,0.0693968253968254,0.0676939890710383,-0.106992759609722,-0.0285714285714286,-0.124893534649632,0.0378599256528173,-0.0535714285714286,-0.092965367965368,-0.0666666666666667,-0.11981351981352,-0.112121212121212,-0.13,-0.0052003552003552,0.011038961038961,-0.173437626323874,-0.227380596543506,-0.119655172413793,-0.0548314099158827,5.55111512312578e-18,5.55111512312578e-18,0,0,-0.156923076923077,-0.253476669947258,-0.1,-0.136842105263158,-0.167261685682738,-0.173623008837955,-0.157325363338022
"RAF",-0.180764411027569,0.163765182186235,0.0356763925729443,0.13,0.1,0.014018691588785,0.0257813428401664,0.143059427732942,0,0.0333333333333333,0.0169555236728838,0.13,-0.011038961038961,-0.011038961038961,0.0866946778711485,0.0605200945626478,0.0783758967001435,-0.0904702337056965,0.121844244758237,0.0229555236728838,0.1,0.0733333333333333,0.1,0.1,0.0333333333333333,0.0693333333333333,0.0693968253968254,0.0676939890710383,-0.106992759609722,-0.0285714285714286,-0.124893534649632,0.0378599256528173,-0.0535714285714286,-0.092965367965368,-0.0666666666666667,-0.11981351981352,-0.112121212121212,-0.13,-0.0052003552003552,0.011038961038961,-0.173437626323874,-0.227380596543506,-0.119655172413793,-0.0548314099158827,5.55111512312578e-18,5.55111512312578e-18,0,0,-0.156923076923077,-0.253476669947258,-0.1,-0.136842105263158,-0.167261685682738,-0.173623008837955,-0.157325363338022
"FUS",0.416269266409797,0.24235167206041,0.238085299455535,0.126388888888889,0.1375,0.237796626413648,0.170652967411514,0.250889799855317,0.2,0.213333333333333,0.0171389206613289,0.227692307692308,0.289501341681574,0.289501341681574,0.143246604483718,0.0729630437101944,0.186179855117674,0.0949873924006608,0.0323809523809524,0.00241347905282332,0.1,-0.0408333333333333,0.1,0.0666666666666667,-0.0533333333333333,-0.0408333333333333,-0.00600539811066127,-0.0458838383838384,-0.0304454685099846,-0.142857142857143,-0.0338429686255773,0.0668051253588288,-0.162857142857143,-0.185934065934066,0.00909090909090909,-0.00136363636363636,-0.00590909090909091,-0.22,-0.287317935568037,-0.289501341681574,-0.169985656913368,-0.00509995778904458,-0.242843822843823,-0.065476727764964,-0.221666666666667,-0.232477477477477,-0.1,-0.2,-0.134081196581197,-0.163825057256884,-0.246666666666667,-0.235555555555556,-0.232577235970184,-0.234751149013663,-0.406731050059386
"ILK",-0.0938310133966287,-0.0103084355258268,-0.061855981416957,-0.0241545893719807,-0.0111111111111111,-0.0605480631276901,-0.0118012422360248,-0.0730174036827846,0.1,-0.05,0.0189869678822403,-0.0523809523809524,-0.0202251082251082,-0.0202251082251082,-0.022365869424693,-0.0048941798941799,-0.126052956164695,0.0167028985507246,-0.0125410164065626,0.00921052631578947,0.1,0.0166666666666667,0,0.1,0.05,0.00128205128205128,0.0565384615384615,0.0123931623931624,-0.00585898359343738,-0.1,-0.00500790367605019,-0.0182633826076449,-0.0588235294117647,-0.0306184012066365,-0.1,-0.073697270471464,-0.0769230769230769,0.0666666666666667,0.00926620411551918,0.0202251082251082,0.00456140350877193,0.0941331953392097,0.0582633053221289,0.00109838620271302,0.0323529411764706,0.0483529411764706,0,0,0.0103084355258268,0.0388323128339745,0.0111111111111111,0.0241545893719807,0.00748357676876468,0.00480316439763066,-0.0397142857142857
"cateninnuc",-0.387904687690569,-0.183747532660576,-0.117422446406053,-0.183415938835832,-0.198633330140179,0.0136783374232554,-0.11498273712131,-0.0929832915495844,-0.212121212121212,0.0142857142857143,0.0202659157954539,-0.0972394755003451,-0.227378477378477,-0.227378477378477,0.0745258967665916,-0.0424655838572837,0.0297304509567423,0.0864033730802396,-0.0237619047619048,0.0452246251178636,-0.233333333333333,0.193970856102004,-0.233333333333333,0.188888888888889,0.198888888888889,0.197076446164115,-0.170945117640188,0.192937012612917,0.0258082894822322,0.248484848484848,0.0276980530797192,0.010238936071224,0.240484848484848,0.240484848484848,0.0100439422473321,0.0092405595834843,0.0146951050380298,0.0956521739130435,0.226031676031676,0.227378477378477,0.180623547884716,-0.0654882262719715,0.0934420071459147,0.0537019367728911,-0.0127472527472527,-0.0138966780346091,0.189044289044289,0.189044289044289,0.185392223420812,0.103170059460133,0.197377622377622,0.182160231073275,0.177100781353631,0.0776807316436058,0.37428000145123
"TrCP",0.278970974511952,0.15990079188099,0.157398185514744,0.163664717348928,0.166296296296296,0.120067043210727,0.136454639563335,0.266936870547777,0.15,0.10952380952381,0.0230048681961203,0.261739130434783,0.159764068228918,0.159764068228918,0.148095146106196,0.13261525974026,0.135566959539461,0.0730956847146691,-0.0177504693633726,0.0172927400468384,-0.0166666666666667,-0.0518433179723502,-0.0666666666666667,-0.0523809523809524,-0.0357142857142857,-0.0629544290834614,0.00754950495049505,-0.0629544290834614,0.00871821129885647,-0.0333333333333333,0.0188655672163918,0.0162006103779768,-0.0385964912280702,-0.0237816764132554,0.0256410256410256,0.0438827838827839,0.0394871794871795,-0.24,-0.15749134095619,-0.159764068228918,-0.00283550613496933,-0.0814996646729667,-0.273603537214444,-0.120981655383271,-0.127170868347339,-0.127170868347339,-0.17,-0.17,-0.162201302714782,-0.149461479059093,-0.166296296296296,-0.160890890890891,-0.160641532621731,-0.160503601587248,-0.202228212039533
"PAK1",0.278970974511952,0.15990079188099,0.157398185514744,0.163664717348928,0.166296296296296,0.120067043210727,0.136454639563335,0.266936870547777,0.15,0.10952380952381,0.0230048681961203,0.261739130434783,0.159764068228918,0.159764068228918,0.148095146106196,0.13261525974026,0.135566959539461,0.0730956847146691,-0.0177504693633726,0.0172927400468384,-0.0166666666666667,-0.0518433179723502,-0.0666666666666667,-0.0523809523809524,-0.0357142857142857,-0.0629544290834614,0.00754950495049505,-0.0629544290834614,0.00871821129885647,-0.0333333333333333,0.0188655672163918,0.0162006103779768,-0.0385964912280702,-0.0237816764132554,0.0256410256410256,0.0438827838827839,0.0394871794871795,-0.24,-0.15749134095619,-0.159764068228918,-0.00283550613496933,-0.0814996646729667,-0.273603537214444,-0.120981655383271,-0.127170868347339,-0.127170868347339,-0.17,-0.17,-0.162201302714782,-0.149461479059093,-0.166296296296296,-0.160890890890891,-0.160641532621731,-0.160503601587248,-0.202228212039533
"LIV1",0.278970974511952,0.15990079188099,0.157398185514744,0.163664717348928,0.166296296296296,0.120067043210727,0.136454639563335,0.266936870547777,0.15,0.10952380952381,0.0230048681961203,0.261739130434783,0.159764068228918,0.159764068228918,0.148095146106196,0.13261525974026,0.135566959539461,0.0730956847146691,-0.0177504693633726,0.0172927400468384,-0.0166666666666667,-0.0518433179723502,-0.0666666666666667,-0.0523809523809524,-0.0357142857142857,-0.0629544290834614,0.00754950495049505,-0.0629544290834614,0.00871821129885647,-0.0333333333333333,0.0188655672163918,0.0162006103779768,-0.0385964912280702,-0.0237816764132554,0.0256410256410256,0.0438827838827839,0.0394871794871795,-0.24,-0.15749134095619,-0.159764068228918,-0.00283550613496933,-0.0814996646729667,-0.273603537214444,-0.120981655383271,-0.127170868347339,-0.127170868347339,-0.17,-0.17,-0.162201302714782,-0.149461479059093,-0.166296296296296,-0.160890890890891,-0.160641532621731,-0.160503601587248,-0.202228212039533
"EGR1",0.278970974511952,0.15990079188099,0.157398185514744,0.163664717348928,0.166296296296296,0.120067043210727,0.136454639563335,0.266936870547777,0.15,0.10952380952381,0.0230048681961203,0.261739130434783,0.159764068228918,0.159764068228918,0.148095146106196,0.13261525974026,0.135566959539461,0.0730956847146691,-0.0177504693633726,0.0172927400468384,-0.0166666666666667,-0.0518433179723502,-0.0666666666666667,-0.0523809523809524,-0.0357142857142857,-0.0629544290834614,0.00754950495049505,-0.0629544290834614,0.00871821129885647,-0.0333333333333333,0.0188655672163918,0.0162006103779768,-0.0385964912280702,-0.0237816764132554,0.0256410256410256,0.0438827838827839,0.0394871794871795,-0.24,-0.15749134095619,-0.159764068228918,-0.00283550613496933,-0.0814996646729667,-0.273603537214444,-0.120981655383271,-0.127170868347339,-0.127170868347339,-0.17,-0.17,-0.162201302714782,-0.149461479059093,-0.166296296296296,-0.160890890890891,-0.160641532621731,-0.160503601587248,-0.202228212039533
"SNAI1",0.277797659057711,0.160641532621731,0.153967435832406,0.162201302714782,0.163664717348928,0.117647688372017,0.135531562640258,0.262452565615041,0.17,0.127170868347339,0.0231278694261326,0.273603537214444,0.15749134095619,0.15749134095619,0.148513556148037,0.134529451159402,0.134213946009326,-0.0228117885949395,-0.00871821129885647,0.0188503724455923,0.0333333333333333,-0.0629544290834614,-0.0166666666666667,-0.0357142857142857,-0.0518433179723502,-0.0629544290834614,0.00868158042219316,-0.0569350116077332,0.00392116332837676,-0.0385964912280702,0.00993699578782038,0.0201391310311948,-0.0237816764132554,-0.0182261208576998,0.0394871794871795,0.0418419675562533,0.0438827838827839,-0.261739130434783,-0.158969173468506,-0.15749134095619,-0.00660021201732227,-0.0805111110829562,-0.266936870547777,-0.120543058892043,-0.127170868347339,-0.120067043210727,-0.166296296296296,-0.166296296296296,-0.162749748784251,-0.147699821028005,-0.160890890890891,-0.15990079188099,-0.160503601587248,-0.159161319708053,-0.202461312272633
"Patched",0.407049808429119,0.246666666666667,0.21,0.1,0.1,0.221666666666667,0.165740740740741,0.227692307692308,0.1,0.233333333333333,0.025,0.2,0.273076923076923,0.273076923076923,0.122857142857143,0.078021978021978,0.158333333333333,0.093010752688172,0.0166666666666667,-0.0111111111111111,0,0.0666666666666667,0,0.2,0.1,-0.0533333333333333,-0.0333333333333333,-0.0408333333333333,-0.0466666666666667,-0.1,-0.0230769230769231,0.0619047619047619,-0.1,-0.142857142857143,0,0.00909090909090909,0,-0.1,-0.291826923076923,-0.273076923076923,-0.167619047619048,-0.00654261057173679,-0.22,-0.0632167832167832,-0.233333333333333,-0.213333333333333,0,-0.1,-0.1375,-0.169677419354839,-0.2,-0.2,-0.235555555555556,-0.24235167206041,-0.388311688311688
"GLI",0.291561762192289,0.179113106703926,0.259194401444789,0.0467552182163188,0.0432258064516129,0.325236684654343,0.187022325910272,0.404509220061706,0.15,0.32,0.0412821300563236,0.399285714285714,0.257240021924361,0.257240021924361,0.219256976059359,0.221015441606646,0.194441201570234,0.162094620090502,0.0355122709647554,0.0352200772200772,0.0722222222222222,0.105733082706767,0.0166666666666667,0.114285714285714,0.126785714285714,0.0996106337271751,-0.0361230509903076,0.10084520162841,-0.0447014601539446,-0.10906432748538,-0.0365634271406767,0.0277293913516824,-0.102941878505788,-0.0966918785057883,0.00219274977895667,0.0121927497789567,0.0121927497789567,-0.374285714285714,-0.259022200142183,-0.257240021924361,-0.0735779349759557,-0.108589190030261,-0.408376623376623,-0.112708904482139,-0.333793103448276,-0.330648449360226,-0.04,-0.17,-0.149733941620574,-0.173301281857332,-0.173225806451613,-0.175664830841857,-0.181710509301328,-0.182128919343169,-0.217071256038647
"CD44",0.367552447552448,0.13,0.119166666666667,0.15,0.1,0.104722222222222,0.100879120879121,-0.075,0.1,0.0666666666666667,0.0587301587301587,-0.125,0.0476190476190476,0.0476190476190476,-0.0488888888888889,-0.0351190476190476,0.0841269841269841,0.0793460925039872,-0.177777777777778,-0.0507936507936508,-0.2,-0.2,-0.1,-0.1,-0.1,-0.16,-0.0976190476190476,-0.196363636363636,0.167573696145125,0.2,0.114619883040936,0.0709134826526131,0.233333333333333,0.186666666666667,0,0.0451127819548872,0.0714285714285714,0.1,-0.0447619047619048,-0.0476190476190476,0.133426573426573,-0.0434268809032678,0.065,-0.0839299356106079,-0.0866666666666667,-0.0991666666666667,0,-0.1,-0.13,-0.113333333333333,-0.2,-0.25,-0.132325581395349,-0.121556350626118,-0.16
"RAS",0.253383513920048,-0.0697747183979975,0.0780952380952381,-0.0676470588235294,-0.05,0.0869306930693069,0.0350245499181669,-0.0193808049535604,0,0.1,0.0682547864506627,-0.02,-0.0907692307692308,-0.0907692307692308,-0.0198993710691824,-0.0673255813953489,0.0770544918998527,0.0553294001966568,-0.153679653679654,0.0692857142857143,-0.1,-0.166666666666667,-0.1,-0.1,-0.2,-0.162666666666667,-0.10995670995671,-0.15419209039548,0.159802102659246,0.2,0.0638339920948617,0.0755384615384616,0.18,0.168888888888889,0.05,0.025571002979146,0.0236842105263158,0.02,-0.00730769230769231,0.0907692307692308,0.165543071161049,0.0359536875795553,0.0252631578947368,0.0418886267723477,-0.08,-0.08,0.1,0.1,0.0676470588235294,0.0546562646108702,0.05,0.0676470588235294,0.0836208722441514,0.0861704473149729,0.0934387351778656
"TGF",0.157797960355177,0.223647798742138,0.311413043478261,0.182857142857143,0.142857142857143,0.279801587301587,0.258333333333333,0.363040935672515,0,0.38,0.088100224210064,0.333333333333333,0.2,0.2,0.250649350649351,0.0142857142857143,0.20925733305596,0.202863954227591,0.113939393939394,0.0917365878464277,0.166666666666667,0.0633333333333333,0.2,0.0666666666666667,0.0466666666666667,0.0667816091954023,-0.0289473684210526,0.0605316091954023,-0.101036168132942,-0.141666666666667,-0.118504190844616,0.0872203467031053,-0.18452380952381,-0.216102756892231,0.0133333333333333,-0.0235632183908046,-0.0166666666666667,-0.333333333333333,-0.208928571428571,-0.2,-0.17292587137948,-0.16629605417586,-0.33859649122807,-0.0926434406701099,-0.357777777777778,-0.367301587301587,-0.1,-0.1,-0.199838274932615,-0.228226379421793,-0.166666666666667,-0.206666666666667,-0.228910956636875,-0.232260238933526,-0.253395061728395
"TWIST1",0.287021936414444,0.00638664078807633,0.196710866028195,0.00591478696741856,0.0238095238095238,0.15413344722855,0.0677949402491737,0.189891503580496,0.0666666666666667,0.153333333333333,0.0954278840243753,0.195652173913043,0.046269139766926,0.046269139766926,0.153710208058034,0.0451311405834067,0.146972411007499,0.126990204066991,0.0746428246428247,0.0882634980195956,0.2,0.0422222222222222,0.2,0.0333333333333333,0.0222222222222222,0.0518112633181126,-0.0419683545541669,0.059200425879689,-0.0756329236527256,-0.176923076923077,-0.0821878686285466,0.104177759144744,-0.157875457875458,-0.159570373129695,-0.0214814814814815,-0.027286996720959,-0.0291737891737892,-0.2,-0.0459266740135013,-0.046269139766926,-0.0156519713618759,0.0670021506578269,-0.190389016018307,-0.0436164838541313,-0.153333333333333,-0.152083333333333,-0.0238095238095238,-0.0238095238095238,-0.00591478696741856,0.0188305837080644,-0.0238095238095238,-0.00678824721377914,-0.000107927158673572,-0.000970491851025499,-0.045007089684509
