"","TGF","FOXC2","RKIP","TWIST1","Csn","SUFU","SNAI1","NOTCHic","Jagged","NFB","ERK","MEK","TrCP","SMO","DELTA","ZEB2","ZEB1","AXIN2","Wnt","STAT","GLI","cMet","TCFLEF","Frizzled","Destcompl","miR200","CD44","SRC","Ecadherin","KLF4","cateninmemb","SNAI2","cateninnuc","SMAD","LIV1","ILK","Patched","DSH","HEY1","SHH","FUS","RAS","AKT","RAF","PI3K","EGR1","NOTCH","IKK","Csl","cfos","SOSGRB2","GSK3","TGFR","CDC42","PAK1"
"RAS",-0.0747932440302854,-0.0701587301587302,0.118993710691824,-0.0296672122204037,-0.2,-0.1,-0.0242576204523107,-0.115789473684211,-0.0414074512123004,-0.1,0.296315789473684,0.294355005159959,-0.2,-0.0333333333333333,-0.125641025641026,-0.0982547864506627,-0.0982547864506627,-0.0883794466403162,-0.0588235294117647,-0.1,-0.0671568627450981,-0.0588235294117647,-0.0636680465967074,-0.1,0.0410836178278039,-0.113353846153846,-0.065206508135169,-0.1,-0.0573867807992762,0.0992857142857143,-0.0543528494952879,0.0613143895761098,0.0701836273332513,0.0333951762523191,0,0.0415584415584416,0.0293333333333333,0.1,0.049802371541502,0.0310282485875706,0,0.0179487179487179,0.131111111111111,0.125641025641026,0.125641025641026,-0.22,0.136544190665343,0.12,0.1,-0.27,0.205194805194805,-0.113759689922481,0.0658823529411765,0.06,0.1
"SOSGRB2",-0.0926280102875848,-0.0950793650793651,0.166228070175439,-0.121246376811594,-0.3,-0.2,-0.0868230277185501,-0.327272727272727,-0.218800781150715,-0.333333333333333,0.400815100815101,0.415966615966616,-0.2,-0.2,-0.230696798493409,-0.0981829573934837,-0.0981829573934837,0.0462046204620462,0.0261904761904762,0,0.0450310559006211,0.0298136645962733,0.0433910864116814,0.0428571428571429,-0.0843715941031377,-0.0933482491990212,0.0486542443064182,0.0428571428571429,0.019172889839032,0.0967543859649123,0.0623065793065793,0.128031084467121,-0.0489360194900753,0.184355214677795,0,0.183655913978495,0.191891891891892,0,0.199810606060606,0.189566310496543,0.233333333333333,0.226850644647255,0.309210526315789,0.230696798493409,0.230696798493409,-0.376190476190476,0.31741357234315,0.317543859649123,0.327272727272727,-0.387301587301587,0.394166666666667,-0.0459562939787344,0.099010989010989,0.102857142857143,0.0928571428571429
"ZEB2",-0.305009276437848,-0.29838073038073,-0.180966183574879,-0.161897998995326,-0.155555555555556,-0.15,-0.140009470415288,-0.13774358974359,-0.111708748330606,-0.105555555555556,-0.104767968307866,-0.103548456112744,-0.1,-0.0928571428571429,-0.0895238095238095,-0.0856139444191686,-0.0856139444191686,-0.0535597136730128,-0.0519114219114219,-0.05,-0.0427371099848164,-0.0405263157894737,-0.0392352359772671,-0.0390909090909091,-0.0390590076320759,-0.0384997346189804,-0.0321929824561403,-0.03,-0.0152958794347008,0.00149280209545377,0.0252032505772992,0.0307474683569605,0.0358586126006437,0.0460017578894254,0.05,0.0527090749625961,0.0587108013937282,0.0590909090909091,0.0663320550417325,0.0732562559391828,0.0785714285714286,0.0850270215152442,0.0858255451713396,0.0895238095238095,0.0895238095238095,0.108333333333333,0.11533921815889,0.116666666666667,0.123076923076923,0.124122807017544,0.160695970695971,0.175518742667455,0.314533085961657,0.323376623376623,0.332467532467532
"miR200",-0.28744391980348,-0.291364028925005,-0.205119636613799,-0.0946416977705321,-0.14,-0.14,-0.166574906574907,-0.137832512315271,-0.0937450651322625,-0.187368421052632,-0.114285714285714,-0.102721088435374,-0.2,-0.1175,-0.151511672407195,-0.00504480286738352,-0.00504480286738352,-0.0978708993908207,-0.0665915492957747,-0.08,-0.0654926481968736,-0.0568524188609921,-0.0542752831377889,-0.068,-0.0858676022976837,-0.0463121380486228,-0.0534816323441381,-0.0582608695652174,0.0866846654012916,0.00496894409937889,0.055143656611889,-0.0345005145909868,0.0542752831377889,0.0454691442668251,0.1,0.0357512759282671,0.11876582278481,0.08,0.046864406779661,0.0970266923500275,0.1775,0.151262295848591,0.144511278195489,0.151511672407195,0.151511672407195,0.114285714285714,0.138397484066683,0.144511278195489,0.155073891625616,0.114285714285714,0.157917472598324,0.114292492151393,0.297327640733713,0.305392156862745,0.291666666666667
"TWIST1",0.102001339488674,0.143436589666897,0.000533165750557053,0.0768451926918746,0.1,0.0333333333333333,0.0113759532009102,0.0974358974358975,0.0918761592666952,0.0769230769230769,-0.126781083142639,-0.117328346824231,0.1,0.044,-0.00174313563307871,0.0296480691217533,0.0296480691217533,-0.113282953605534,-0.066265664160401,-0.0571428571428571,-0.081465664160401,-0.0670719351570415,-0.0686082488651665,-0.0904761904761905,-0.107064581829398,0.0469479090242113,-0.0819313729080455,-0.0904761904761905,0.180247690275033,-0.031217427558891,0.122964991735334,-0.0626267428366657,0.0786715036092723,-0.114280797449114,0.1,-0.122531622531623,-0.0234520547945206,0.0571428571428571,-0.129633078785621,-0.0446343208043728,0,0.00859245070157186,-0.0953250139690817,0.00174313563307871,0.00174313563307871,0.126666666666667,-0.0813981615868409,-0.105494505494505,-0.0666666666666667,0.113623188405797,-0.194662520291811,0.110565678829903,-0.103595872518286,-0.0973458725182863,-0.104242424242424
"TGF",-0.0291269841269841,-0.0245031055900621,-0.0753246753246753,0.0125925925925926,0.166666666666667,0.0666666666666667,-0.0435187539732994,0.196666666666667,0.0925073637702504,0.191666666666667,-0.330075187969925,-0.350075187969925,0.2,0.0533333333333333,0.111309523809524,0.115165846104061,0.115165846104061,-0.121296296296296,-0.0757142857142857,-0.1,-0.0700539083557952,-0.09,-0.0856554121151936,-0.0857142857142857,-0.0710398777535983,0.125087077673285,-0.0843396226415094,-0.1,0.148645122294728,-0.120620391558607,0.107101001778288,-0.0897854083664276,0.0856554121151936,-0.0873411534701857,0,-0.0712121212121212,-0.0705747126436782,0.1,-0.0941972920696325,-0.0643247126436782,-0.0866666666666667,-0.116666666666667,-0.182644110275689,-0.111309523809524,-0.111309523809524,0.3,-0.196666666666667,-0.177380952380952,-0.206666666666667,0.314285714285714,-0.385526315789474,-0.0229211319230889,-0.0815873015873016,-0.0911111111111111,-0.08
"cateninmemb",0.0497245849755884,0.000383921099878908,0.0536028711791152,0.0402156254183859,0.12,0.0333333333333333,0.0577046124039276,0.00706062250283628,0.00645868453333142,0.0771428571428571,-0.0709719389161475,-0.0635209585239907,0.1,-0.00833333333333333,0.103088235294118,0.137655984818472,0.137655984818472,0.0905933027395156,-0.00462679057188232,0.00784313725490196,-0.023293457238549,-0.00530145324054799,-0.00887667492178515,-0.0270405836753306,0.0980134340304382,0.161073207777118,-0.0236961020699794,-0.0270405836753306,0.147040153005735,-0.151945616502579,0.0288282337112133,0.0251924649807672,0.0188673378536246,0.0813611257325332,0.0333333333333333,0.0738550724637681,0.0373655913978495,-0.00784313725490196,0.0646661983890567,0.0216175599017865,0.0333333333333333,-0.0941496878080841,-0.0776719576719577,-0.103088235294118,-0.103088235294118,0.0672727272727273,0.0104114964562715,-0.0919576719576719,0.0166507177033493,0.0555080213903743,0.0356045559868797,-0.100512533492822,-0.0542453806356245,-0.0537575757575758,-0.0630909090909091
"SUFU",0.0723337110243821,0.0187765308282257,-0.0458753535778573,-0.00655417230673058,-0.164285714285714,-0.0533333333333333,-0.0649811208180253,-0.046969696969697,0.047222223736404,-0.144285714285714,0.0229033035929588,0.018222452529129,-0.15,-0.0463888888888889,-0.182914261274422,0.138946217421947,0.138946217421947,-0.225710138330877,0.0376068376068376,-0.0833333333333333,0.0513614844469863,-0.069848975188781,-0.0634436956856754,0.0472222222222222,-0.218016974513146,0.140169034616914,-0.0555632609030667,-0.0611111111111111,0.0475242769413876,-0.132821242760381,-0.061334231120626,-0.014419215816096,0.0575613427444989,0.032032498116831,0.05,0.0410394265232975,0.0312373737373737,-0.025,0.0445564388466431,0.0323956748956749,0.0408333333333333,0.175319324565561,0.144776163433882,0.182914261274422,0.182914261274422,-0.0323076923076923,0.0414141414141414,0.148131868131868,0.0356060606060606,-0.0171561771561772,-0.152625444730708,0.206438521894047,-0.0713475177304965,-0.0766666666666667,-0.0766666666666667
"KLF4",0.0542453806356245,0.012054401649078,0.0652133580705009,0.0363050108932462,0.1,0,0.0529577769608896,-0.0166507177033493,-0.00933078915087911,0.12,-0.0555080213903743,-0.0709719389161475,0.1,-0.0333333333333333,0.095,0.146186790505676,0.146186790505676,0.0990469109869382,-0.0270405836753306,-0.0333333333333333,-0.00462679057188232,-0.0270405836753306,-0.0236961020699794,0.00784313725490196,0.0939127816539237,0.163866503866504,-0.00530145324054799,0.00784313725490196,-0.143778629339245,-0.148148148148148,-0.0987913396449982,0.00887699237390384,0.00887667492178515,0.0738550724637681,-0.0333333333333333,0.084,0.00833333333333333,0.0333333333333333,0.0774178762414056,0.0373655913978495,-0.0333333333333333,-0.103088235294118,-0.0919576719576719,-0.095,-0.095,0.04,-0.00706062250283628,-0.0771428571428571,-0.0254545454545455,0.0672727272727273,0.0382361349342481,-0.104486043426597,-0.0537575757575758,-0.0630909090909091,-0.0590909090909091
"HEY1",0.0542453806356245,0.012054401649078,0.0652133580705009,0.0363050108932462,0.1,0,0.0529577769608896,-0.0166507177033493,-0.00933078915087911,0.12,-0.0555080213903743,-0.0709719389161475,0.1,-0.0333333333333333,0.095,0.146186790505676,0.146186790505676,0.0990469109869382,-0.0270405836753306,-0.0333333333333333,-0.00462679057188232,-0.0270405836753306,-0.0236961020699794,0.00784313725490196,0.0939127816539237,0.163866503866504,-0.00530145324054799,0.00784313725490196,-0.143778629339245,-0.148148148148148,-0.0987913396449982,0.00887699237390384,0.00887667492178515,0.0738550724637681,-0.0333333333333333,0.084,0.00833333333333333,0.0333333333333333,0.0774178762414056,0.0373655913978495,-0.0333333333333333,-0.103088235294118,-0.0919576719576719,-0.095,-0.095,0.04,-0.00706062250283628,-0.0771428571428571,-0.0254545454545455,0.0672727272727273,0.0382361349342481,-0.104486043426597,-0.0537575757575758,-0.0630909090909091,-0.0590909090909091
"SMO",0.0766666666666667,0.0268965517241379,-0.0398412698412698,-0.000653594771241831,-0.1,0.1,-0.0753456221198157,-0.0606060606060606,0.04494708994709,-0.15,0.0323076923076923,0.0171561771561772,0,-0.0533333333333333,-0.174038461538462,0.149858757062147,0.149858757062147,-0.230332885505299,0.025,-0.1,0.0472222222222222,-0.0833333333333333,-0.069848975188781,0.05,-0.222673295696552,0.153044002411091,-0.0611111111111111,-0.05,0.0538448333512461,-0.15,-0.0628341510944079,-0.0194395183360701,0.0555632609030667,0.0455555555555556,0.1,0.0566666666666667,0.0408333333333333,0,0.0542124542124542,0.0463888888888889,-0.0666666666666667,0.17636404293381,0.144285714285714,0.174038461538462,0.174038461538462,-0.1,0.0356060606060606,0.164285714285714,0.0333333333333333,-0.04,-0.150877192982456,0.212326185141719,-0.0766666666666667,-0.0933333333333334,-0.133333333333333
"Destcompl",0.070965591318197,0.113131640800247,0.0696089378567191,0.112247565376989,-0.00952380952380952,-0.233333333333333,0.0588053219755735,0.0655718762240501,0.13287209816771,-0.000828157349896474,-0.0161022583973404,-0.0165241993256104,0.0333333333333333,-0.217274220032841,0.0297121708267912,0.151183281206408,0.151183281206408,-0.222849487418787,-0.170690033778329,-0.173809523809524,-0.164938642312652,-0.170197447206239,-0.165908958144697,-0.169699934768428,-0.00836918957417055,0.162902422613351,-0.163854163624149,-0.169699934768428,0.0124465147921914,-0.148321448128579,-0.175569375666558,-0.106261890848142,0.164583103988654,0.124653299916458,0.166666666666667,0.12968253968254,0.209502199307452,0.173809523809524,0.126241109318032,0.206213998146911,0.222988505747126,-0.0325379165096797,-0.0099645145166009,-0.0297121708267912,-0.0297121708267912,0.00974358974358975,-0.067375483438479,-0.00727995075821163,-0.0623110066588327,0.0188344988344988,-0.102581884135282,-0.0902813613911624,-0.0706700248157339,-0.0711963406052076,-0.073265306122449
"Frizzled",0.0262525879917184,0.000508426701817154,-0.0576190476190476,-0.03796918767507,0,-0.1,-0.0979813664596273,0.00238095238095238,-0.106478758169935,-0.02,-0.0674509803921569,-0.0674509803921569,0.1,-0.109090909090909,0.025393028024607,0.195594982740742,0.195594982740742,0.11323467230444,0.0592105263157895,0.1,0.0699248120300752,0.0592105263157895,0.0732360703082209,0.075,-0.142453746274017,0.206227904040404,0.0699248120300752,0.075,0.224297142668504,-0.201120448179272,0.15781746031746,-0.000315457413249211,-0.0732360703082209,0.124584213390995,-0.1,0.132995428344266,0.104329004329004,-0.2,0.129405346426623,0.117232230135456,0.1,-0.0214560201505912,-0.005,-0.025393028024607,-0.025393028024607,0.0333333333333333,-0.0161064425770308,0.0075,0.0142857142857143,0.0733333333333333,-0.0212121212121212,0.0551567398119122,-0.0310144927536232,-0.0266666666666667,-0.0333333333333333
"Wnt",0.0310144927536232,0.00283400809716599,-0.0433333333333333,-0.0255882352941176,0.1,0,-0.0884575569358178,-0.0142857142857143,-0.0953676470588235,0,-0.0733333333333333,-0.0674509803921569,0.1,-0.1,0.0481203007518797,0.198565279770445,0.198565279770445,0.110909090909091,0.075,0.1,0.0592105263157895,0.075,0.0699248120300752,0.2,-0.145902022136086,0.214040404040404,0.0592105263157895,0.1,0.223597841969203,-0.205882352941176,0.1575,0,-0.0732360703082209,0.132995428344266,0,0.121367521367521,0.109090909090909,-0.2,0.11025641025641,0.104329004329004,0.1,-0.025393028024607,0.0075,-0.0481203007518797,-0.0481203007518797,0,-0.00238095238095238,0.02,0,0.0333333333333333,-0.00606060606060606,0.056974921630094,-0.0266666666666667,-0.0333333333333333,-0.1
"AXIN2",0.124449091787251,0.182062184497782,0.122837153885541,0.173583106098319,0.1,-0.2,0.112494006214147,0.123446115288221,0.168843987974423,0.0608695652173913,-0.0158893701086544,-0.0186479907983095,0.133333333333333,-0.263369963369963,0.0964043009890761,0.208336976535021,0.208336976535021,0.190831089738681,-0.227268110130981,-0.226666666666667,-0.227268110130981,-0.227268110130981,-0.222849487418787,-0.228992248062016,0.168264445645559,0.223598851836708,-0.226952652717732,-0.228992248062016,0.00393450167821478,-0.209552676242058,-0.209536089787865,-0.156748228392774,0.222633317941917,0.175270301357258,0.233333333333333,0.181619507706464,0.263369963369963,0.226666666666667,0.170485640668196,0.258451930583078,0.253846153846154,-0.0935171618814645,-0.0558454106280193,-0.0964043009890761,-0.0964043009890761,-0.0133333333333333,-0.124121790963896,-0.0536231884057971,-0.127017543859649,0.00373983739837398,-0.153467069007041,-0.166833460462751,-0.128079454823555,-0.136929012345679,-0.157916666666667
"SNAI1",-0.012702159970762,-0.0137939437158598,-0.0687573255704743,0.0144822279170105,-0.195833333333333,-0.221428571428571,-0.22255556678587,-0.14018315018315,-0.12131581559004,-0.216885964912281,-0.070213706705969,-0.0666262627597807,-0.183333333333333,-0.212587472264892,-0.0521842045514929,0.219591110730466,0.219591110730466,-0.164971328822988,-0.12855512765654,-0.138888888888889,-0.12617852802217,-0.125107781048375,-0.121498585646076,-0.130994152046784,-0.164587731430929,0.240877449449667,-0.121774447715042,-0.128078078078078,0.224583213491506,-0.217629266465792,0.156124684628414,-0.0945986357460893,0.121240454515462,0.156730396797055,0.15,0.159805427547363,0.199587472264892,0.138888888888889,0.173528466859007,0.188907860614406,0.23110599078341,0.0513631864890956,0.198598927875244,0.0521842045514929,0.0521842045514929,0.0617391304347826,0.136101517530089,0.207626705653021,0.141282051282051,0.070213706705969,-0.0625375179027337,0.0946503953966825,0.0181457083578588,0.0192386045327222,0.00560224089635855
"PAK1",-0.0181457083578588,-0.020020119065288,-0.0771255264072944,0.011918125352908,-0.183333333333333,-0.204761904761905,-0.129317132622169,-0.141282051282051,-0.125080521472393,-0.195833333333333,-0.070213706705969,-0.070213706705969,-0.133333333333333,-0.23110599078341,-0.0544569318242202,0.219714111960478,0.219714111960478,-0.168700932552592,-0.130994152046784,-0.15,-0.12855512765654,-0.128078078078078,-0.121774447715042,-0.138888888888889,-0.165903520904613,0.24020501909424,-0.125107781048375,-0.138888888888889,0.224323067809924,-0.223548269581056,0.158439019688863,-0.0936264600840042,0.121498585646076,0.159805427547363,0.15,0.175934459805428,0.212587472264892,0.15,0.187814181144722,0.199587472264892,0.221428571428571,0.0521842045514929,0.207626705653021,0.0544569318242202,0.0544569318242202,0.04,0.14018315018315,0.216885964912281,0.124358974358974,0.0617391304347826,-0.0704620462046205,0.0977527056277056,0.0192386045327222,0.00560224089635855,-0.0238095238095238
"LIV1",-0.0181457083578588,-0.020020119065288,-0.0771255264072944,0.011918125352908,-0.183333333333333,-0.204761904761905,-0.129317132622169,-0.141282051282051,-0.125080521472393,-0.195833333333333,-0.070213706705969,-0.070213706705969,-0.133333333333333,-0.23110599078341,-0.0544569318242202,0.219714111960478,0.219714111960478,-0.168700932552592,-0.130994152046784,-0.15,-0.12855512765654,-0.128078078078078,-0.121774447715042,-0.138888888888889,-0.165903520904613,0.24020501909424,-0.125107781048375,-0.138888888888889,0.224323067809924,-0.223548269581056,0.158439019688863,-0.0936264600840042,0.121498585646076,0.159805427547363,0.15,0.175934459805428,0.212587472264892,0.15,0.187814181144722,0.199587472264892,0.221428571428571,0.0521842045514929,0.207626705653021,0.0544569318242202,0.0544569318242202,0.04,0.14018315018315,0.216885964912281,0.124358974358974,0.0617391304347826,-0.0704620462046205,0.0977527056277056,0.0192386045327222,0.00560224089635855,-0.0238095238095238
"EGR1",-0.0181457083578588,-0.020020119065288,-0.0771255264072944,0.011918125352908,-0.183333333333333,-0.204761904761905,-0.129317132622169,-0.141282051282051,-0.125080521472393,-0.195833333333333,-0.070213706705969,-0.070213706705969,-0.133333333333333,-0.23110599078341,-0.0544569318242202,0.219714111960478,0.219714111960478,-0.168700932552592,-0.130994152046784,-0.15,-0.12855512765654,-0.128078078078078,-0.121774447715042,-0.138888888888889,-0.165903520904613,0.24020501909424,-0.125107781048375,-0.138888888888889,0.224323067809924,-0.223548269581056,0.158439019688863,-0.0936264600840042,0.121498585646076,0.159805427547363,0.15,0.175934459805428,0.212587472264892,0.15,0.187814181144722,0.199587472264892,0.221428571428571,0.0521842045514929,0.207626705653021,0.0544569318242202,0.0544569318242202,0.04,0.14018315018315,0.216885964912281,0.124358974358974,0.0617391304347826,-0.0704620462046205,0.0977527056277056,0.0192386045327222,0.00560224089635855,-0.0238095238095238
"cfos",-0.0192386045327222,-0.0193304638928742,-0.0820979020979021,0.0108311688311688,-0.133333333333333,-0.133333333333333,-0.140056989424078,-0.124358974358974,-0.129375,-0.183333333333333,-0.0617391304347826,-0.070213706705969,-0.1,-0.221428571428571,-0.0581154684095861,0.22582343671932,0.22582343671932,-0.173103448275862,-0.138888888888889,-0.15,-0.130994152046784,-0.138888888888889,-0.125107781048375,-0.15,-0.168760663761756,0.251880145997793,-0.128078078078078,-0.15,0.229236562619613,-0.249777777777778,0.161003122252966,-0.0957964420008215,0.121774447715042,0.175934459805428,0.1,0.192063492063492,0.23110599078341,0.15,0.201049475262369,0.212587472264892,0.204761904761905,0.0544569318242202,0.216885964912281,0.0581154684095861,0.0581154684095861,0.12,0.141282051282051,0.195833333333333,0.116666666666667,0.04,-0.0833333333333333,0.0992072510822511,0.00560224089635855,-0.0238095238095238,-0.0571428571428571
"CDC42",-0.0192386045327222,-0.0193304638928742,-0.0820979020979021,0.0108311688311688,-0.133333333333333,-0.133333333333333,-0.140056989424078,-0.124358974358974,-0.129375,-0.183333333333333,-0.0617391304347826,-0.070213706705969,-0.1,-0.221428571428571,-0.0581154684095861,0.22582343671932,0.22582343671932,-0.173103448275862,-0.138888888888889,-0.15,-0.130994152046784,-0.138888888888889,-0.125107781048375,-0.15,-0.168760663761756,0.251880145997793,-0.128078078078078,-0.15,0.229236562619613,-0.249777777777778,0.161003122252966,-0.0957964420008215,0.121774447715042,0.175934459805428,0.1,0.192063492063492,0.23110599078341,0.15,0.201049475262369,0.212587472264892,0.204761904761905,0.0544569318242202,0.216885964912281,0.0581154684095861,0.0581154684095861,0.02,0.141282051282051,0.195833333333333,0.116666666666667,0.04,-0.0833333333333333,0.0992072510822511,0.00560224089635855,-0.0238095238095238,0.0428571428571429
"IKK",0.0224323232323232,-0.0280519480519481,-0.00819672131147541,-0.136535947712418,-0.1,-0.1,-0.0493143907266045,-0.0597402597402597,-0.167703842549203,-0.171428571428571,0.0111428571428571,0.00447619047619048,0,-0.18,0.079189352692075,0.23659649122807,0.23659649122807,0.115238095238095,0.0726495726495727,0.1,0.0864957264957265,0.0726495726495727,0.0791510937273649,0.111111111111111,-0.086370636199577,0.244871794871795,0.0864957264957265,0.111111111111111,-0.0196317868235806,-0.241025641025641,-0.0383977289005222,0.0647855671949145,-0.089699616934116,0.266756050605061,-0.1,0.261805555555556,0.191111111111111,-0.1,0.260887512899897,0.211800766283525,0.16,-0.074964000579399,0.0853925353925354,-0.079189352692075,-0.079189352692075,-0.05,0.0422799422799423,0.0880952380952381,0.0454545454545455,-0.00714285714285715,0.0451680672268908,-0.0183699633699634,-0.0232323232323232,-0.0277777777777778,-0.05
"Csl",0.0125777239188258,-0.000970314710978942,-0.0515359060612785,0.0256314550110051,-0.166666666666667,-0.183333333333333,-0.102708201621245,-0.137572156196944,-0.134379779145922,-0.177777777777778,-0.0719047619047619,-0.0697308488612836,-0.133333333333333,-0.212292609351433,-0.00858947149801723,0.242001405681444,0.242001405681444,-0.049412978656079,-0.0413595007143394,-0.0523076923076923,-0.0453917587788555,-0.0388544788544788,-0.0359630627460507,-0.0553379953379953,-0.0453086823188311,0.262437401655355,-0.042527948242234,-0.0553379953379953,0.108940159114898,-0.247943409247757,0.0542324179219458,-0.0753106865671118,0.0388790147186065,0.175288911727761,0.06,0.185844467283316,0.204765727631003,0.0523076923076923,0.297244409469473,0.19011055521721,0.206410256410256,0.00858947149801723,0.19328165374677,0.00858947149801723,0.00858947149801723,0.0533333333333333,0.14393579256058,0.19405684754522,0.129677419354839,0.0604761904761905,-0.0672291593729334,0.0406439347888141,-0.0132579960276693,-0.0240860215053764,-0.0466666666666667
"NOTCH",0.0240860215053764,0.016530612244898,-0.0430592396109637,0.0363559322033898,-0.1,-0.1,-0.116025641025641,-0.22,-0.137556517556518,-0.133333333333333,-0.0533333333333333,-0.0604761904761905,0,-0.183333333333333,-0.00484848484848485,0.267149758454106,0.267149758454106,-0.0585175202156334,-0.0523076923076923,0,-0.0553379953379953,-0.0523076923076923,-0.0388544788544788,-0.06,-0.0500832100458269,0.289004329004329,-0.0553379953379953,-0.06,0.118151669496321,-0.289371980676329,0.0614192724169864,-0.0762850439321028,0.042527948242234,0.200952380952381,0,0.214285714285714,0.206410256410256,0,0.321739130434783,0.212292609351433,0.133333333333333,0.0149934123847167,0.177777777777778,0.00484848484848485,0.00484848484848485,0,0.129677419354839,0.166666666666667,0.22,0.02,-0.0852631578947368,0.0462817833507489,-0.0466666666666667,-0.0666666666666667,-0.1
"GLI",0.181424891882583,0.0773402562779498,-0.0441877420824789,0.0505306559126593,-0.0666666666666667,-0.0380952380952381,-0.0503160514845484,-0.0438704686118479,-0.0617961093242631,-0.0824561403508772,-0.188376623376623,-0.19224402669154,-0.0333333333333333,-0.0611215538847118,0.0827972660986264,0.270989076634238,0.270989076634238,-0.176326992753623,-0.00853889943074004,-0.15,-0.106411239856272,-0.137018095987411,-0.131185135844106,-0.0167741935483871,-0.182873189172087,0.290654123997777,-0.13443188909086,-0.146774193548387,0.254904606866225,-0.275761475761476,0.171231225564525,-0.105367550389926,0.131005817254746,0.116920637823717,0.15,0.12935307025615,0.0509174722520587,0.02,0.132383684039032,0.0389833158734579,0.0505952380952381,-0.0841834047124878,0.0961359872896527,-0.0827972660986264,-0.0827972660986264,0.154285714285714,0.0448228495642289,0.100823487289653,0.0313704686118479,0.179285714285714,-0.310481936942114,-0.0106754924070473,-0.182130774235524,-0.194080459770115,-0.221666666666667
"TCFLEF",0.290449461528165,0.200066244645085,0.0791422142627543,0.0562249296394274,0.0844155844155844,0.05,0.154768938639232,-0.014155906264945,-0.127345087436849,0.0564155844155844,-0.0229152148664344,-0.0269968475194956,0.0571428571428571,-0.0471428571428571,0.0867034368045198,0.344622186780081,0.344622186780081,0.363652747252747,0.0268526897938663,0.0208333333333333,0.0200203916572203,0.0202350427350427,-0.0802123410424325,0.0174509803921569,0.182823216609498,0.362420330673343,0.0139457345589421,0.0108333333333333,-0.00523035446489411,-0.353813343519226,-0.0911931427904202,-0.0386117773666729,0.0816728221420888,0.168404458332807,-0.0333333333333333,0.174714209766841,0.0600460829493088,-0.0274509803921569,0.163712119770356,0.0545246105566707,0.0233333333333333,-0.084732346134349,-0.0197045044716854,-0.0867034368045198,-0.0867034368045198,0.00428571428571428,0.0264482650689317,-0.0338349392542941,0.00435198469631755,0.00672473867595819,-0.0172442806694304,-0.182102787787585,-0.299058733051343,-0.316815742397138,-0.330769230769231
