"","SOSGRB2","IKK","CDC42","SUFU","TGFR","SHH","SMO","PAK1","Csn","Csl","ZEB2","Wnt","GLI","Frizzled","AXIN2","DSH","cateninnuc","CD44","TCFLEF","cfos","RAF","PI3K","MEK","RAS","ERK","Ecadherin","KLF4","GSK3","STAT","DELTA","SRC","cateninmemb","cMet","EGR1","Destcompl","RKIP","LIV1","TWIST1","SNAI2","SNAI1","Jagged","NOTCH","NOTCHic","NFB","SMAD","ILK","Patched","AKT","TGF","TrCP","FUS","HEY1","FOXC2","miR200","ZEB1"
"FOXC2",0.0231132075471698,-0.0152380952380952,-0.0609090909090909,0,-0.0542424242424242,-0.0159274193548387,0,-0.0409090909090909,0,0.0290909090909091,0.00436532507739938,-0.00574555403556772,-0.00229727817349875,0.00588235294117647,0.0263497308385995,0,-0.000173056253421333,-0.0031368583833938,-0.000795721259647983,0.0672727272727273,0.018974358974359,0.018974358974359,0.0686068691769116,0.0233861236802413,0.0613903743315508,0.022626836984816,-0.0148148148148148,0.0145307338224703,0,-0.018974358974359,-0.00588235294117647,-0.0145737573176598,0.00574555403556772,-0.04,-0.0132745957075652,0.0228097299525871,0.0333333333333333,0.0053115468409586,-0.0779447537134565,0.0220792137504555,0.0013556857934669,-0.0291994278103882,-0.0343540669856459,0.02,-0.0212753623188406,-0.00533333333333333,0.00625,0.0152380952380952,0.0488765705838877,0.1,0.0333333333333333,-0.00799083269671505,0.0684076090609666,0.00875457875457875,0.0147626418988648
"cMet",0.0466666666666667,0.18,0.0708333333333333,0.1,0.0708333333333333,0.156647727272727,0.12,0.0333333333333333,0.1,0.114285714285714,0.00952380952380952,0.01,-0.00363636363636364,-0.05,-0.0306349206349206,-0.1,-0.0167353931051211,-0.00627906976744186,-0.0201252236135957,0.01,-0.0638095238095238,-0.0638095238095238,0.0372727272727273,-0.0751302785265049,0.01,-0.0245531382849856,0.0984126984126984,0.145775729646697,0.2,0.0638095238095238,0.15,0.0413682817775345,-0.01,0.05,0.111219696723898,0.06,0.1,-0.0266436185537309,0.251352994126717,-0.121031005865975,-0.146985912638087,-0.16803711406175,-0.161654135338346,-0.133333333333333,-0.151251288394146,-0.149433106575964,-0.147272727272727,-0.16125,-0.0495567375886525,0,-0.1,-0.124355005159959,-0.0589926160337553,-0.0280729852876592,-0.0585858585858586
"Ecadherin",0.0217974180734856,-0.0152380952380952,-0.0542424242424242,-0.0333333333333333,-0.0488765705838877,-0.00569119888239776,-0.00625,-0.0609090909090909,-0.02,0.0343540669856459,0.00957859521957947,-0.00229727817349875,-0.00029727817349875,-0.00574555403556772,0.0261435452715892,0.00588235294117647,-0.00241395261196475,-0.000795721259647983,-0.000173056253421333,0.0613903743315508,0.0233861236802413,0.0233861236802413,0.0658617711376959,0.0219894756355486,0.0686068691769116,-0.0791258407172288,-0.00848570089076418,0.0154137360299758,-0.00588235294117647,-0.0233861236802413,0.00574555403556772,-0.0123942701381726,0.0031368583833938,-0.0672727272727273,-0.012063039323595,0.026929580139853,0,0.00922216136609827,-0.0788478241529508,0.0176488340036201,-0.00528046981294042,-0.0288276805984923,-0.0291994278103882,0.0152380952380952,-0.01715913955855,-0.0212753623188406,0.0159274193548387,0.0178354978354978,0.0530357025911209,0,0,-0.0234270743074533,0.0727554351479231,0.0130376327583031,0.015710509197443
"cateninmemb",0.0371482952664681,-0.0715343915343915,-0.156909090909091,0.166666666666667,-0.150567627494457,0.192243459486919,0.195833333333333,-0.152909090909091,-0.08,0.0996172248803828,0.0109229967866418,0.180264006163813,0.182930672830479,0.181988144094847,0.0934517130901623,0.184313725490196,0.182966264410809,0.181720585566419,0.18408671259008,0.0709090909090909,0.0831975867269985,0.0831975867269985,0.0780245143980741,0.0845942347716912,0.0760637300843486,0.0820542096453342,-0.0186122831692452,0.0836045309106957,-0.184313725490196,-0.0831975867269985,-0.181988144094847,0.100088606473947,-0.179379448442673,-0.0709090909090909,-0.0774986944883898,0.0398959788205374,-0.166666666666667,0.201226737746619,-0.200975303769169,0.033246442714288,-0.18729907773386,-0.0987894166559548,-0.100648152715434,0.0752380952380952,-0.0408118749342036,-0.036695652173913,-0.188306451612903,0.0728330928330928,0.150386795668055,0.1,-0.183333333333333,-0.0447370552858117,0.141944232562082,0.0231938845346667,0.0290013156671998
"TGF",0.234210526315789,0.125,0.271111111111111,0.2,0.294920634920635,0.233864942528736,0.236666666666667,0.26,0.1,0.14,0.0144682523172226,0.0371428571428571,0.0616711590296496,0.0571428571428571,0.0457231040564374,0.1,0.025421443832566,0.0378616352201258,0.0325984773253889,0.0380952380952381,0.00595238095238096,0.00595238095238096,0.0249958228905597,0.018452380952381,0.0538847117794486,-0.0167265269236186,0.0071955250444953,0.116003479017178,-0.1,-0.00595238095238096,-0.0333333333333333,-0.0202244984866517,-0.0133333333333333,-0.0666666666666667,0.00429648259228682,-0.158874458874459,0,-0.262222222222222,-0.0464356577203693,-0.283715829624921,-0.231259204712813,-0.140689655172414,-0.12,-0.125,-0.236568914956012,-0.238181818181818,-0.240114942528736,-0.167105263157895,-0.402063492063492,0,-0.22,-0.248807221147647,-0.409347826086957,-0.319775674517054,-0.407246839100386
"cateninnuc",0.00587327057199242,-0.0198030303030303,-0.132703296703297,0.133333333333333,-0.135576859921687,0.136719989334135,0.125136612021858,-0.138857142857143,-0.0208333333333333,0.0427495291902072,0.0156211619272015,0.141015436816509,0.143386978318485,0.138841523773031,0.037871249031074,0.134731934731935,0.0398711658839893,0.142064577934143,0.139898782564464,0.0814009661835749,0.0277729927729928,0.0277729927729928,0.0819700057840858,0.028951443951444,0.0801351433987647,0.0125978360316588,-0.0149610670073304,0.0164948670045306,-0.134731934731935,-0.0277729927729928,-0.137509712509713,0.117253154005717,-0.139683625553191,-0.0702898550724638,-0.00766493963392071,0.0998364522161048,-0.142424242424242,0.151927910715584,-0.219934847370122,0.0904186732577179,-0.1497259132559,-0.0454768019174799,-0.0427495291902072,0.0178030303030303,-0.0282408965901463,-0.03001443001443,-0.136937854257883,0.0166780303030303,0.135358519310334,0.0333333333333333,-0.133333333333333,-0.0339530099025215,0.135536971225496,0.0295373968491064,0.0381933116533954
"SOSGRB2",-0.2825,-0.207017543859649,-0.232857142857143,-0.2,-0.213626373626374,-0.264718206578672,-0.266666666666667,-0.242857142857143,-0.2,-0.245454545454545,0.0163533834586466,-0.117857142857143,-0.104813664596273,-0.142857142857143,-0.0851210121012101,-0.1,-0.100815935424229,-0.0993788819875776,-0.10253677672442,-0.126984126984127,0.05969868173258,0.05969868173258,-0.118630318630319,0.0673909894248877,-0.145903045903046,-0.122363091154069,0.0192105263157895,-0.120146485896837,0.1,-0.05969868173258,0.142857142857143,0.0878383058383058,0.112422360248447,0.138095238095238,-0.061541329662135,0.0526681286549708,0,0.132782608695652,-0.209122522974644,0.2118052594172,0.257087121180029,0.222269280015759,0.237762237762238,0.233333333333333,0.243598766824573,0.24989247311828,0.269369369369369,0.198684210526316,0.21433559348453,0.1,0.233333333333333,0.166856060606061,0.223028083028083,0.245153447362446,0.293245614035088
"AXIN2",-0.0119503591312848,-0.0690821256038648,-0.103024691358025,0,-0.104794602862449,0.0448317120038432,0.0443223443223443,-0.111666666666667,-0.0777777777777778,-0.0133333333333333,0.0239085947526949,0.027949746057204,0.0317233309628643,0.0382945736434109,-0.0564103914932284,0.0266666666666667,0.0321838974231774,0.0314197776029453,0.0331782770167788,0.0121951219512195,0.0653209932621698,0.0653209932621698,0.0139289279454187,0.0692580011361855,0.00565306587645316,0.00143144786525478,0.0165502321736241,-0.0252692112108588,-0.0266666666666667,-0.0653209932621698,-0.0382945736434109,0.017773189822206,-0.027949746057204,0,0.0260954558678356,0.0347899680964197,-0.0333333333333333,0.0338663690252602,-0.0651944795514003,0.0309904695734196,-0.0166975445236315,0.0156499356499357,0.00619047619047619,0.0734299516908213,0.0401713825626869,0.0397745571658615,-0.04253663003663,0.0779710144927536,0.102814404842648,0.0666666666666667,-0.0538461538461538,0.0399231453998188,0.0934395658985823,0.0938688285253554,0.0834926035602899
"ERK",0.175370627215287,0.18398714031067,0.152291944815309,0.153333333333333,0.155941579851806,0.129026837915019,0.136415300546448,0.147619047619048,0.176785714285714,0.188228438228438,0.0372356715812245,0.0898368298368298,0.0880824438719175,0.0779487179487179,0.0710746560082775,0.0933333333333333,0.0816795199741362,0.0801783324483204,0.0792489644185806,0.0241746148202494,0.038981573981574,0.038981573981574,-0.0877659608529167,0.036011276951871,-0.0891587185130839,0.0918535164849413,0.0391912181775716,-0.0447856161781607,-0.0859649122807018,-0.038981573981574,-0.0705802968960864,-0.0818596450754906,-0.0824684087841983,-0.0603448275862069,-0.0382683233951867,0.0467570593697089,-0.133333333333333,-0.105703477625237,0.196163418677843,-0.0644707374927857,-0.125906524672464,-0.201520793203467,-0.19625763530873,-0.161634199134199,-0.107267335969054,-0.109698946911303,-0.126611378977821,-0.18490457150333,-0.153743777654003,-0.214285714285714,-0.141333333333333,-0.134963222261982,-0.157879975466182,-0.178839178303971,-0.234969162211969
"Patched",0.166666666666667,0.1,0.3,-0.2,0.32,-0.199166666666667,-0.266666666666667,0.3,0,0,0.0416666666666667,-0.2,-0.2375,-0.2,-0.0463203463203463,-0.2,-0.12680690399137,-0.133333333333333,-0.127777777777778,0,-0.0423076923076923,-0.0423076923076923,-0.0184615384615385,-0.0610576923076923,0.02,-0.0529072276159655,0.0388888888888889,-0.0326007326007326,0.1,0.0423076923076923,0.1,-0.0898924731182796,0.1,-0.1,0.00463536463536463,-0.12,0.1,-0.136111111111111,0.1847969348659,-0.117204301075269,0.12021164021164,-0.00909090909090909,0,-0.1,0.00666666666666667,0.0166666666666667,0.186666666666667,-0.114285714285714,-0.32,0,0.3,0.0230769230769231,-0.225,-0.223809523809524,-0.275
"MEK",0.185079365079365,0.161634199134199,0.147619047619048,0.133333333333333,0.152291944815309,0.126611378977821,0.141333333333333,0.166666666666667,0.214285714285714,0.215151515151515,0.0418026007150828,0.0779487179487179,0.0898368298368298,0.0933333333333333,0.075139696658684,0.133333333333333,0.0792489644185806,0.0824684087841983,0.0801783324483204,0.0603448275862069,0.0354895104895105,0.0354895104895105,-0.0891587185130839,0.038981573981574,0.0241746148202494,0.090926636979277,0.048493543758967,-0.0372470149065894,-0.133333333333333,-0.0354895104895105,-0.0859649122807018,-0.0799277223523995,-0.0705802968960864,-0.05,-0.0389071809675279,0.0553921568627451,-0.1,-0.103345641286818,0.195622390724732,-0.0614614782335264,-0.128316163226681,-0.19625763530873,-0.188228438228438,-0.176785714285714,-0.109698946911303,-0.112281972741562,-0.136415300546448,-0.18398714031067,-0.155941579851806,-0.2,-0.153333333333333,-0.138717488473586,-0.157709035295242,-0.176388197911814,-0.235126642526929
"FUS",0.163225371120108,0.102285714285714,0.32,-0.266666666666667,0.325405405405405,-0.213308080808081,-0.199166666666667,0.32,0.1,0.00909090909090909,0.0480096010536896,-0.231944444444444,-0.231944444444444,-0.2375,-0.036875068959027,-0.2,-0.132676877839033,-0.12680690399137,-0.131318182186859,-0.0184615384615385,-0.051755366726297,-0.051755366726297,-0.0266120086809742,-0.0548121352852489,-0.00937062937062937,-0.0550484599871933,0.0670309653916211,-0.0260741228660182,0.1,0.051755366726297,0.133333333333333,-0.0861951977119409,0.127777777777778,-0.02,0.00683533068527127,-0.108487972508591,0.1,-0.126764021489922,0.184507971883939,-0.115317508622439,0.115478421623,-0.000454545454545453,0.0109090909090909,-0.114285714285714,0.0242805939580133,0.0146031746031746,0.210277777777778,-0.11767032967033,-0.321150086256469,-0.1,0.186666666666667,0.016037585602803,-0.217604355716878,-0.207466623696728,-0.26439378184465
"RAF",0.200634920634921,0.176785714285714,0.166666666666667,0.1,0.147619047619048,0.136415300546448,0.153333333333333,0.2,0.2,0.233333333333333,0.0505327594452415,0.0933333333333333,0.0779487179487179,0.133333333333333,0.0679324894514768,0.1,0.0801783324483204,0.0705802968960864,0.0824684087841983,0.05,0.0431818181818182,0.0431818181818182,0.0241746148202494,0.0354895104895105,0.0603448275862069,0.0880122471796413,0.0465327594452415,-0.0473207249802994,-0.1,-0.0431818181818182,-0.133333333333333,-0.0782204052792288,-0.0859649122807018,-0.1,-0.0441373064905405,0.0553921568627451,0,-0.108107546048722,0.194892463717433,-0.0569742987463469,-0.124217802570943,-0.188228438228438,-0.215151515151515,-0.214285714285714,-0.112281972741562,-0.119212665810869,-0.141333333333333,-0.161634199134199,-0.152291944815309,-0.2,-0.133333333333333,-0.14235385210995,-0.156808134394341,-0.181032160760112,-0.241475848876136
"DSH",0.118773096821877,0.132083333333333,0.106666666666667,0.1,0.103809523809524,0.0787208833122152,0.087012987012987,0.106666666666667,0.113333333333333,0.110714285714286,0.0570409694072131,0.0731203007518797,0.0607020000982849,0.0552631578947368,0.0483116118500281,0.05,0.0637506066209913,0.0592130159836678,0.0577844445550963,-0.0309803921568627,-0.0186220741546063,-0.0186220741546063,-0.0390282896784445,-0.027305547543962,-0.0457952069716776,-0.0305564042660713,0.0582850615974545,0.0669411734756962,-0.05,0.0186220741546063,-0.0552631578947368,0.0539095180105541,-0.0731203007518797,0.0133333333333333,0.00413650057341671,-0.0206393606393606,-0.1,-0.0625913344061029,-0.129028657478035,-0.0542684610075914,-0.0556957398886263,-0.132982213864567,-0.132282913165266,-0.100833333333333,-0.066798273907557,-0.0634020474924626,-0.0805613741097612,-0.121738505747126,-0.0999767711962834,-0.133333333333333,-0.0727272727272727,-0.0818491400350303,-0.114407510074585,-0.175796070460705,-0.246154540780844
"GSK3",0.118307980542808,0.121738505747126,0.103809523809524,0.0727272727272727,0.0999767711962834,0.0763285388146075,0.0805613741097612,0.106666666666667,0.100833333333333,0.132282913165266,0.0601613260193973,0.0607020000982849,0.0592869057586623,0.0731203007518797,0.0515079588819916,0.0552631578947368,0.0623690276736228,0.0577844445550963,0.0637506066209913,-0.0457952069716776,-0.027305547543962,-0.027305547543962,-0.0361873805875354,-0.0220534467036259,-0.0390282896784445,-0.0315771484214879,0.0559949852615766,-0.0320604904178146,-0.0552631578947368,0.027305547543962,-0.0731203007518797,0.0564736205746567,-0.0592130159836678,0.0309803921568627,-0.000548247577340602,-0.0208899872057767,-0.05,-0.0622072114867687,-0.132221064725662,-0.0521643635546568,-0.0561336960930059,-0.123371824254177,-0.132982213864567,-0.132083333333333,-0.0666483488700757,-0.066798273907557,-0.0787208833122152,-0.11490089890952,-0.104335745555258,-0.113333333333333,-0.087012987012987,-0.0828872023187673,-0.116799854572192,-0.175444370577938,-0.247194659651572
"Frizzled",0.121212121212121,0.100833333333333,0.106666666666667,0.1,0.106666666666667,0.0805613741097612,0.0727272727272727,0.1,0.133333333333333,0.135714285714286,0.0609779772812288,0.0552631578947368,0.0731203007518797,0.05,0.0597040169133192,0.2,0.0577844445550963,0.0731203007518797,0.0592130159836678,-0.0133333333333333,-0.0209842788790157,-0.0209842788790157,-0.0457952069716776,-0.0186220741546063,-0.0309803921568627,-0.0313465710790652,0.0747899159663866,0.0797021943573668,-0.1,0.0209842788790157,-0.05,0.0580320150659134,-0.0552631578947368,0.0333333333333333,0.00566321813066862,-0.0171428571428571,-0.1,-0.0547899159663865,-0.131706189492005,-0.0562974465148378,-0.0688740344622698,-0.132282913165266,-0.110714285714286,-0.113333333333333,-0.0634020474924626,-0.075551580202743,-0.087012987012987,-0.132083333333333,-0.103809523809524,-0.1,-0.1,-0.0941298417894163,-0.114840410507485,-0.171527777777778,-0.248516745505254
"Csn",0.155770782889427,0.1725,0.13544776119403,0.0857142857142857,0.134165709911979,0.0756560086015401,0.0836940836940837,0.125,0.135,0.12979797979798,0.0712489660876758,0.090596870239579,0.0779331147810637,0.0701149425287356,0.064635269121813,0.0666666666666667,0.0798337753536596,0.0759302035729123,0.0740009431227516,-0.0281818181818182,-0.0310566340273794,-0.0310566340273794,-0.0377597402597403,-0.0404616244304504,-0.0502597402597403,-0.042659355089224,0.0699863535157653,0.0715485768693127,-0.0666666666666667,0.0310566340273794,-0.0701149425287356,0.0374326801093037,-0.090596870239579,0.01,-0.000327927896775511,-0.0162512424497286,-0.133333333333333,-0.0639138226585632,-0.139637707491959,-0.0587381230394187,-0.064992954464457,-0.157745032745033,-0.15966810966811,-0.126666666666667,-0.0761192931123494,-0.0753480848861284,-0.074016664339245,-0.1557,-0.127721795830833,-0.26,-0.0746031746031746,-0.0898366555924696,-0.142538526882704,-0.205539975379814,-0.293311827956989
"IKK",0.214285714285714,0.0547619047619048,0.311111111111111,-0.1,0.302020202020202,-0.0711111111111111,-0.06,0.3,0.1,0.0454545454545455,0.076406015037594,-0.0974358974358975,-0.105128205128205,-0.0666666666666667,-0.085952380952381,-0.1,-0.0971971459849598,-0.105128205128205,-0.0921338548457193,-0.0714285714285714,-0.14875983061101,-0.14875983061101,-0.0616507936507937,-0.140309126385658,-0.0594285714285714,-0.229049704124063,0.0648351648351648,-0.0105860805860806,0.1,0.14875983061101,0.0666666666666667,0.15051197405946,0.0974358974358975,0,0.0789324011088025,-0.017304189435337,0.1,-0.284771241830065,-0.252440833258722,-0.0233107152954481,0.0720587316463605,-0.0264069264069264,-0.0502164502164502,-0.171428571428571,0.0525577557755776,0.0416666666666667,0.0711111111111111,-0.0358429858429858,-0.307620202020202,-0.2,0.04,0.0420020639834881,-0.277085137085137,-0.170479375696767,-0.240355889724311
"AKT",0.0697008547008547,0.00693815987933635,-0.0308823529411765,0.1,-0.034947393591583,0.0805555555555556,0.0833333333333333,-0.0308823529411765,0,0.109615384615385,0.077226649334677,0.081783723522854,0.0756384721262059,0.0710144927536232,0.0564342444559051,0.0666666666666667,0.0776175205720975,0.0744390907544924,0.0742329051874821,-0.0366946778711485,0.0193265729704086,0.0193265729704086,-0.0378152423036033,0.0147482597173965,-0.0416127106580337,0.0491810422291619,0.0791947818263608,-0.0174977501590405,-0.0666666666666667,-0.0193265729704086,-0.0710144927536232,0.0223902300576885,-0.081783723522854,0.019047619047619,-0.0140490472097778,0.0217510750119446,-0.1,0.0863381854253316,-0.0279030128830489,0.0200070223868851,-0.060570465899849,-0.119292803970223,-0.119292803970223,0.00588235294117647,-0.0529279768473046,-0.0525912765106042,-0.0805555555555556,-0.0998674528086293,0.0370621972169606,-0.0333333333333333,-0.0833333333333333,-0.0665691066532237,0.0322694541231127,-0.139555291242852,-0.199448742241345
"Wnt",0.124242424242424,0.113333333333333,0.1,0,0.106666666666667,0.087012987012987,0.1,0.1,0.1,0.15,0.0778096604495457,0.05,0.0552631578947368,0.2,0.0527272727272727,0.2,0.0592130159836678,0.0552631578947368,0.0731203007518797,-0.0333333333333333,-0.0300751879699248,-0.0300751879699248,-0.0309803921568627,-0.0209842788790157,-0.0133333333333333,-0.0381064778389719,0.0509803921568628,0.0706112852664577,-0.1,0.0300751879699248,-0.1,0.0602542372881356,-0.05,0,-0.00574261741309796,-0.01,0,-0.0576470588235294,-0.137068965517241,-0.0547101449275362,-0.0638235294117647,-0.110714285714286,-0.135714285714286,-0.133333333333333,-0.075551580202743,-0.0871794871794872,-0.0727272727272727,-0.100833333333333,-0.106666666666667,-0.1,-0.1,-0.100512820512821,-0.117165991902834,-0.177777777777778,-0.253467240554759
"PI3K",0.0719230769230769,-0.00588235294117647,-0.0308823529411765,0.1,-0.0308823529411765,0.0805555555555556,0.0833333333333333,-0.025,0.0333333333333333,0.125,0.0813362383757729,0.0710144927536232,0.081783723522854,0.0666666666666667,0.0625714285714286,0.1,0.0742329051874821,0.081783723522854,0.0744390907544924,-0.019047619047619,0.01795670995671,0.01795670995671,-0.0416127106580337,0.0193265729704086,-0.0366946778711485,0.0478174058655255,0.0885964912280702,-0.00983645983645984,-0.1,-0.01795670995671,-0.0666666666666667,0.0245309028405631,-0.0710144927536232,0.0333333333333333,-0.0128083524206959,0.0260989010989011,-0.1,0.0909253413886343,-0.0294105505714912,0.0202576489533011,-0.0671929824561404,-0.119292803970223,-0.109615384615385,0,-0.0525912765106042,-0.0581912765106043,-0.0833333333333333,-0.00693815987933635,0.034947393591583,0,-0.1,-0.0733360239464568,0.0322694541231127,-0.137416253809696,-0.200818605255043
"ILK",0.0719230769230769,-0.00588235294117647,-0.0308823529411765,0.1,-0.0308823529411765,0.0805555555555556,0.0833333333333333,-0.025,0.0333333333333333,0.125,0.0813362383757729,0.0710144927536232,0.081783723522854,0.0666666666666667,0.0625714285714286,0.1,0.0742329051874821,0.081783723522854,0.0744390907544924,-0.019047619047619,0.01795670995671,0.01795670995671,-0.0416127106580337,0.0193265729704086,-0.0366946778711485,0.0478174058655255,0.0885964912280702,-0.00983645983645984,-0.1,-0.01795670995671,-0.0666666666666667,0.0245309028405631,-0.0710144927536232,0.0333333333333333,-0.0128083524206959,0.0260989010989011,-0.1,0.0909253413886343,-0.0294105505714912,0.0202576489533011,-0.0671929824561404,-0.119292803970223,-0.109615384615385,0,-0.0525912765106042,-0.0581912765106043,-0.0833333333333333,-0.00693815987933635,0.034947393591583,0,-0.1,-0.0733360239464568,0.0322694541231127,-0.137416253809696,-0.200818605255043
"NOTCH",0.204210526315789,0.0777777777777778,0.311111111111111,0.1,0.331111111111111,0.0625942684766214,0.0666666666666667,0.3,0.1,-0.02,0.0889694041867955,-0.0523076923076923,-0.0371561771561772,-0.06,-0.0209703504043127,0,-0.0518500547071976,-0.0371561771561772,-0.0514418914418914,-0.02,-0.0660606060606061,-0.0660606060606061,-0.0747619047619048,-0.0646113306982872,-0.0533333333333333,-0.136773061686474,0.0963768115942029,-0.00278648554510624,0,0.0660606060606061,0.06,0.0573640510363466,0.0523076923076923,0,0.0313623209324144,-0.118037135278515,0,-0.169305084745763,-0.10911920323685,-0.167307692307692,-0.0765367965367965,-0.101198156682028,0.0342857142857143,-0.0666666666666667,-0.0895238095238095,-0.0928571428571429,-0.0743589743589744,-0.133333333333333,-0.331111111111111,0,-0.0666666666666667,-0.0036231884057971,-0.326326530612245,-0.256796536796537,-0.374154589371981
"NOTCHic",0.213301435406699,0.133333333333333,0.331111111111111,0.0666666666666667,0.331111111111111,0.0658200749282343,0.0743589743589744,0.311111111111111,0.0666666666666667,-0.0342857142857143,0.0941545893719807,-0.0371561771561772,-0.0489841341454245,-0.0523076923076923,-0.0306925726265349,-0.06,-0.0477279173026174,-0.0514418914418914,-0.0518500547071976,-0.0533333333333333,-0.0646113306982872,-0.0646113306982872,-0.0576190476190476,-0.0720004932598636,-0.0747619047619048,-0.139070152038695,0.0892339544513458,-0.0193154111649409,0.06,0.0646113306982872,0.0523076923076923,0.0563498522533851,0.0371561771561772,0.02,0.0280289875990811,-0.113811783165839,0,-0.173707600469033,-0.108117199228834,-0.166778591778592,-0.0666030217023595,-0.0933034198399224,-0.101198156682028,-0.0777777777777778,-0.0873655361425146,-0.0895238095238095,-0.0625942684766214,-0.107751937984496,-0.32410474168436,-0.1,-0.0666666666666667,0.000992196209587512,-0.321487820934826,-0.256218502114456,-0.371932367149758
"Jagged",0.22,0.0666666666666667,0.3,0,0.311111111111111,0.0743589743589744,0.0666666666666667,0.2,0,0,0.0963768115942029,-0.06,-0.0523076923076923,0,-0.0228571428571429,0,-0.0514418914418914,-0.0523076923076923,-0.0371561771561772,0,-0.0933333333333333,-0.0933333333333333,-0.0533333333333333,-0.0660606060606061,-0.02,-0.138385964912281,0.0833333333333333,-0.0118773946360153,0,0.0933333333333333,0,0.0620760929211633,0.06,-0.1,0.0173436293436293,-0.107692307692308,0,-0.171,-0.111764705882353,-0.175,-0.0765367965367965,0.0342857142857143,0.02,-0.1,-0.0928571428571429,-0.116666666666667,-0.0666666666666667,-0.0777777777777778,-0.331111111111111,0,-0.1,-0.0166666666666667,-0.324285714285714,-0.253939393939394,-0.374154589371981
"cfos",0.229166666666667,0.141666666666667,0.319047619047619,0.0666666666666667,0.321008403361345,0.0734653240029584,0.080952380952381,0.285714285714286,0.0666666666666667,0.0666666666666667,0.0965813444021676,0.0259259259259259,0.0127680311890838,0,0.0260262725779967,0,0.0122949682355623,0.00970970970970971,0.00673941268000674,-0.04,-0.055119825708061,-0.055119825708061,-0.0537067059690494,-0.0660954354641586,-0.0791304347826087,-0.0637269081346729,0.0896190476190476,0.00798971861471861,0,0.055119825708061,0,-0.0081765486513752,-0.0259259259259259,-0.08,-0.0219967276420651,-0.11011655011655,-0.1,-0.172735930735931,-0.159531393181028,-0.166135130692093,-0.0770138888888889,-0.105128205128205,-0.112820512820513,-0.0666666666666667,-0.0880184331797235,-0.0928571428571429,-0.0648233486943164,-0.110087719298246,-0.308887191240132,-0.1,-0.080952380952381,-0.103623188405797,-0.311514654642345,-0.25308972073678,-0.36996617856182
