"","SUFU","Csn","Patched","AKT","SOSGRB2","TrCP","LIV1","Frizzled","Destcompl","miR200","Wnt","DSH","GLI","cfos","IKK","EGR1","RAS","RAF","DELTA","TGFR","TGF","FOXC2","GSK3","CDC42","PAK1","ZEB2","ZEB1","PI3K","MEK","ERK","SNAI2","TWIST1","Ecadherin","CD44","cMet","STAT","NOTCHic","TCFLEF","cateninnuc","SMO","SRC","cateninmemb","KLF4","NFB","Csl","NOTCH","AXIN2","SMAD","Jagged","FUS","RKIP","SNAI1","SHH","ILK","HEY1"
"TGFR",-0.233333333333333,-0.108333333333333,-0.236925287356322,-0.0726627615550504,-0.129694606887589,-0.0333333333333333,0,-0.0442857142857143,-0.0498450124552087,0.00837604028649636,-0.0423989218328841,-0.0142857142857143,-0.0327215024780454,0.126065162907268,-0.0587092731829574,0.152380952380952,-0.14702380952381,-0.14702380952381,-0.14702380952381,0.0398412698412698,0.0476426882809862,0.0429318668800347,-0.113483044689893,-0.132698412698413,0.142222222222222,0.176163011750422,0.176163011750422,0.14702380952381,-0.149505041141667,-0.137176274018379,0.0356042004989213,0.235175299855015,0.0723860986263492,0.0522360145647137,0.0614465408805031,0.0333333333333333,0.0798850574712644,0.048886732268063,0.0505696374939266,0.199425287356322,0.0633333333333333,0.0670582785528128,0.179226599106462,0.0797619047619048,0.0833333333333333,0.0877987265360126,0.059209112034577,0.22978797271301,0.226635504044738,0.216666666666667,0.174718614718615,0.296538649068818,0.251049581141633,0.247937438905181,0.243094007717698
"SUFU",-0.36,0.0357142857142857,-0.33260101010101,0.0309894534995206,-0.173218010060115,0.05,0,-0.104166666666667,-0.19839315184543,-0.00557565907373558,-0.113782051282051,-0.0875,-0.115640787341531,0.0586013986013986,0.0397142857142857,0.0676923076923077,-0.247781593309475,-0.244933492043652,-0.244933492043652,0.218274870615296,0.226361655625158,0.109743124389222,-0.219017014155375,-0.211891891891892,0.22,0.177236541169296,0.177236541169296,0.244933492043652,-0.0530254631648615,-0.0551531227393296,-0.0112995712010922,0.0712676552962273,-0.00692686663146806,0.0236871304474779,0.0206796116504854,-0.00666666666666667,0.00787878787878788,0.0212414782735649,0.0185304808311096,0.311388888888889,0.01,0.0569365973121413,0.164879530556374,-0.0397142857142857,0.00106060606060606,0.0174025974025974,0.188735215104817,0.183157905939698,0.157646212039653,0.3225,0.155183860485775,0.168279219331642,0.333759311259311,0.192626728110599,0.196635562795856
"STAT",-0.15,-0.2,-0.153139534883721,-0.203405972558515,-0.00139573070607554,-0.1,0.1,0.107142857142857,0.173928894597365,-0.00764296828406477,0.0935064935064935,0.157142857142857,0.102750190985485,-0.126666666666667,-0.184761904761905,-0.0666666666666667,0.129264888337469,0.129264888337469,0.129264888337469,0.00529306220095694,0.0193027240367057,0.052332651670075,0.201668891855808,0.0210227272727273,-0.0272727272727273,0.177694100771024,0.177694100771024,-0.129264888337469,0.12932321315623,0.132549019607843,0.0125933499842872,0.284575028503064,-0.0808695672773319,-0.101198801198801,-0.0935064935064935,-0.157142857142857,0.0968733439321675,-0.108454321703533,-0.110242164373378,0.095,-0.107142857142857,-0.115079541593469,0.0723410576351753,0.18,0.0725490196078431,0.113378198301099,-0.146556972439325,0.189749569659615,0.109218187537133,0.075,0.293799871299871,0.289607323337899,0.162874048158057,0.203542673107891,0.202666666666667
"TGF",-0.133333333333333,-0.0333333333333333,-0.199425287356322,-0.0587092731829574,-0.121052631578947,0,0,-0.0142857142857143,-0.0522643672939184,-0.0124450740830051,-0.0442857142857143,0,-0.0423989218328841,0.152380952380952,-0.0797619047619048,0.166666666666667,-0.14702380952381,-0.143452380952381,-0.143452380952381,0.132698412698413,0.0398412698412698,0.032888198757764,-0.115683533687448,-0.142222222222222,0.12,0.178804521184384,0.178804521184384,0.143452380952381,-0.137176274018379,-0.126065162907268,0.0356042004989213,0.221296296296296,0.0717046676212384,0.0614465408805031,0.0633333333333333,0,0.0833333333333333,0.0522360145647137,0.048886732268063,0.216666666666667,0.0333333333333333,0.0661344910239445,0.202440884820748,0.108333333333333,0.0933333333333333,0.0798850574712644,0.0622134038800706,0.247937438905181,0.222287677957781,0.233333333333333,0.157575757575758,0.289164017800381,0.236925287356322,0.226969696969697,0.219213410702772
"NOTCHic",-0.2,-0.2,-0.237782805429864,-0.168217054263566,-0.170478468899522,-0.1,0,-0.0830769230769231,-0.0536484201157098,-0.00699096664414584,-0.073986013986014,-0.06,-0.0600075193623581,-0.0933333333333333,-0.133333333333333,-0.06,-0.0705013726902782,-0.0729644268774703,-0.0729644268774703,0.128014336917563,0.136294591694633,0.127393021724819,0.0162162376112219,-0.115111111111111,0.111111111111111,0.181384863123994,0.181384863123994,0.0729644268774703,0.0604761904761905,0.0719047619047619,0.114583976543189,0.160487154887539,0.0791215572894594,0.0618981018981019,0.073986013986014,0.06,0.148940092165899,0.0614899386327958,0.0653067325259255,0.173076923076923,0.0830769230769231,0.0760685866553112,0.168633540372671,0.144444444444444,0.245714285714286,0.164729565850109,0.0729619646600779,0.207190818773553,0.191513176546289,0.15,0.319662270706467,0.319344729344729,0.241008611881477,0.233809523809524,0.338483835005574
"Patched",0,0,-0.36,0.0357142857142857,-0.216666666666667,0,-0.1,-0.2,-0.187452547452547,0.00714285714285714,-0.1,-0.2,-0.0875,0,0.05,-0.1,-0.236057692307692,-0.242307692307692,-0.242307692307692,0.253333333333333,0.22,0.105,-0.205494505494506,-0.233333333333333,0.233333333333333,0.183333333333333,0.183333333333333,0.242307692307692,-0.0676923076923077,-0.06,-0.0116475095785441,0.0861111111111111,0.000695792880258897,-0.00666666666666667,0,0.1,0.0333333333333333,0.01,0.0206796116504854,0.2,0.1,0.0552329749103943,0.138888888888889,-0.1,0,0.00606060606060606,0.172294372294372,0.173333333333333,0.134603174603175,0.1,0.16,0.163440860215054,0.3225,0.183333333333333,0.192307692307692
"cfos",-0.2,-0.2,-0.219431643625192,-0.192105263157895,-0.141666666666667,-0.1,0.1,0.01,0.0585756750104861,-0.00587386469739411,0.00629629629629629,0.05,0.01682261208577,-0.12,-0.15,0.04,-0.0250544662309368,-0.0250544662309368,-0.0250544662309368,0.102521008403361,0.119187675070028,0.119426111908178,0.105730519480519,-0.080952380952381,0.0857142857142857,0.184630462354433,0.184630462354433,0.0250544662309368,0.101871775976419,0.10695652173913,0.0766053654374822,0.212528138528139,0.00305525716732854,-0.0144044044044044,-0.00629629629629629,-0.05,0.148717948717949,-0.0163846024242064,-0.0152734913130953,0.145238095238095,-0.01,-0.0119345167746886,0.168761904761905,0.15,0.133333333333333,0.174871794871795,-0.0323809523809524,0.202184673152415,0.192326388888889,0.128571428571429,0.331445221445221,0.330377554934517,0.225604483131365,0.231216931216931,0.234982508745627
"SNAI1",-0.145238095238095,-0.15,-0.203604483131365,-0.179605263157895,-0.155483218133134,-0.15,0.01,0.01682261208577,0.0607514268901854,-0.0323292936338424,0.0202372462321114,0.00629629629629629,0.018226277310722,-0.101871775976419,-0.192105263157895,-0.10695652173913,-0.0208874263742418,-0.0218726480491186,-0.0218726480491186,0.109898057583689,0.104454509196592,0.10448854892347,0.110919838412413,-0.119187675070028,0.102521008403361,0.19645677354359,0.19645677354359,0.0218726480491186,0.111193151163265,0.112538442643085,0.0785203762976973,0.209338060490234,0.00729640591304828,-0.0152734913130953,-0.0163846024242064,-0.00629629629629629,0.171575091575092,-0.0145838361406815,-0.0126220395480124,0.225604483131365,-0.0144044044044044,-0.00941615430813964,0.204781515609155,0.192105263157895,0.174871794871795,0.163411826268969,-0.0334057137830723,0.237778054892684,0.186879979650347,0.219431643625192,0.323897659088255,0.226820110077673,0.212342347209035,0.218958866700802,0.223707998941706
"Csl",-0.15,-0.144444444444444,-0.241008611881477,-0.172093023255814,-0.16966546076944,-0.2,-0.06,-0.073986013986014,-0.0537093585678732,-0.0137447792803114,-0.0600075193623581,-0.0830769230769231,-0.0583946161365516,-0.0719047619047619,-0.168217054263566,-0.0933333333333333,-0.0679278432785135,-0.0705013726902782,-0.0705013726902782,0.136294591694633,0.126997539540438,0.119347044713325,0.019898122736406,-0.128014336917563,0.115111111111111,0.200169393510734,0.200169393510734,0.0705013726902782,0.0691718426501035,0.0604761904761905,0.117492253948111,0.161164355790473,0.0804006270569012,0.0614899386327958,0.0618981018981019,0.0830769230769231,0.164729565850109,0.0653067325259255,0.0670791739210084,0.237782805429864,0.073986013986014,0.0782092594381859,0.180062111801242,0.133333333333333,0.148940092165899,0.162002293122836,0.0706483399814146,0.218301929884664,0.181617343212956,0.173076923076923,0.320123100199554,0.311439591004808,0.219456887743546,0.207190818773553,0.312993638927143
"Jagged",0,0,-0.15,-0.144444444444444,-0.12,0,0,0,-0.0628571428571429,-0.0393939393939394,-0.06,0,-0.0830769230769231,0,-0.2,-0.1,-0.0715151515151515,-0.0533333333333333,-0.0533333333333333,0.111111111111111,0.115111111111111,0.104285714285714,0.0118773946360153,-0.1,0,0.204347826086957,0.204347826086957,0.0533333333333333,0.0933333333333333,0.06,0.116339869281046,0.13,0.0722105263157895,0.0830769230769231,0.06,0,0.26,0.073986013986014,0.0618981018981019,0.2,0,0.0745966709346991,0.2,0.1,0.2,0.245714285714286,0.0728571428571429,0.223809523809524,0.165194805194805,0.1,0.276923076923077,0.283333333333333,0.173076923076923,0.133333333333333,0.233333333333333
"DELTA",0,0,-0.15,-0.144444444444444,-0.12,0,0,0,-0.0628571428571429,-0.0393939393939394,-0.06,0,-0.0830769230769231,0,-0.2,-0.1,-0.0715151515151515,-0.0533333333333333,-0.0533333333333333,0.111111111111111,0.115111111111111,0.104285714285714,0.0118773946360153,-0.1,0,0.204347826086957,0.204347826086957,0.0533333333333333,0.0933333333333333,0.06,0.116339869281046,0.13,0.0722105263157895,0.0830769230769231,0.06,0,0.26,0.073986013986014,0.0618981018981019,0.2,0,0.0745966709346991,0.2,0.1,0.2,0.245714285714286,0.0728571428571429,0.223809523809524,0.165194805194805,0.1,0.276923076923077,0.283333333333333,0.173076923076923,0.133333333333333,0.233333333333333
"TrCP",-0.128571428571429,-0.15,-0.225604483131365,-0.192105263157895,-0.150577557755776,-0.2,0.05,0.00629629629629629,0.0599290584691327,-0.0155185347481555,0.01682261208577,0.01,0.0202372462321114,-0.10695652173913,-0.192105263157895,-0.12,-0.0218726480491186,-0.0250544662309368,-0.0250544662309368,0.119187675070028,0.109898057583689,0.110460594666799,0.110457792207792,-0.102521008403361,0.080952380952381,0.206173870714562,0.206173870714562,0.0250544662309368,0.112538442643085,0.101871775976419,0.078956179180701,0.214158573310747,0.00630785232303788,-0.0163846024242064,-0.0144044044044044,-0.01,0.174871794871795,-0.0152734913130953,-0.0145838361406815,0.219431643625192,-0.00629629629629629,-0.0113850662252381,0.185155347384856,0.15,0.148717948717949,0.171575091575092,-0.0336388140161725,0.218958866700802,0.180056450238582,0.145238095238095,0.333102680008757,0.320592352070555,0.203604483131365,0.202184673152415,0.207041332275039
"PAK1",-0.128571428571429,-0.15,-0.225604483131365,-0.192105263157895,-0.150577557755776,-0.2,0.05,0.00629629629629629,0.0599290584691327,-0.0155185347481555,0.01682261208577,0.01,0.0202372462321114,-0.10695652173913,-0.192105263157895,-0.12,-0.0218726480491186,-0.0250544662309368,-0.0250544662309368,0.119187675070028,0.109898057583689,0.110460594666799,0.110457792207792,-0.102521008403361,0.080952380952381,0.206173870714562,0.206173870714562,0.0250544662309368,0.112538442643085,0.101871775976419,0.078956179180701,0.214158573310747,0.00630785232303788,-0.0163846024242064,-0.0144044044044044,-0.01,0.174871794871795,-0.0152734913130953,-0.0145838361406815,0.219431643625192,-0.00629629629629629,-0.0113850662252381,0.185155347384856,0.15,0.148717948717949,0.171575091575092,-0.0336388140161725,0.218958866700802,0.180056450238582,0.145238095238095,0.333102680008757,0.320592352070555,0.203604483131365,0.202184673152415,0.207041332275039
"EGR1",-0.128571428571429,-0.15,-0.225604483131365,-0.192105263157895,-0.150577557755776,-0.2,0.05,0.00629629629629629,0.0599290584691327,-0.0155185347481555,0.01682261208577,0.01,0.0202372462321114,-0.10695652173913,-0.192105263157895,-0.12,-0.0218726480491186,-0.0250544662309368,-0.0250544662309368,0.119187675070028,0.109898057583689,0.110460594666799,0.110457792207792,-0.102521008403361,0.080952380952381,0.206173870714562,0.206173870714562,0.0250544662309368,0.112538442643085,0.101871775976419,0.078956179180701,0.214158573310747,0.00630785232303788,-0.0163846024242064,-0.0144044044044044,-0.01,0.174871794871795,-0.0152734913130953,-0.0145838361406815,0.219431643625192,-0.00629629629629629,-0.0113850662252381,0.185155347384856,0.15,0.148717948717949,0.171575091575092,-0.0336388140161725,0.218958866700802,0.180056450238582,0.145238095238095,0.333102680008757,0.320592352070555,0.203604483131365,0.202184673152415,0.207041332275039
"SOSGRB2",-0.2,-0.3,-0.319369369369369,-0.407090643274854,-0.341666666666667,-0.2,0,-0.0142857142857143,0.305859576664946,0.0391112603748833,-0.0476190476190476,0,-0.0664596273291926,-0.280952380952381,-0.402923976608187,-0.247619047619048,0.27434448790381,0.279472693032015,0.279472693032015,0.114395604395604,0.127870781700569,0.124481074481074,0.473512185181189,-0.102857142857143,0.0928571428571429,0.213395989974937,0.213395989974937,-0.279472693032015,0.325833625833626,0.310682110682111,0.142347449826341,0.235449275362319,-0.0590889348822735,0.0722567287784679,0.053416149068323,0,0.383916083916084,0.0775198866732048,0.0773286820842946,0.316666666666667,0.0142857142857143,-0.0415466245466245,0.204824561403509,0.355555555555556,0.345454545454545,0.399409041662563,0.0651333883388339,0.379745845552297,0.33029500724386,0.266666666666667,0.402997076023392,0.33126012793177,0.347276346113555,0.35247311827957,0.35842803030303
"SMAD",-0.25,-0.244444444444444,-0.347752293577982,-0.295716153127918,-0.1824016563147,-0.3,-0.06,-0.0507936507936508,0.00856107019035906,-0.0248318082646781,-0.0431013431013431,-0.0619047619047619,-0.0438207675617748,-0.0981566820276498,-0.290382819794584,-0.114285714285714,0.0513604965669434,0.049057864987996,0.049057864987996,0.124990164450389,0.118615662458358,0.111844956595023,0.173027228967079,-0.115492957746479,0.1,0.230014152026135,0.230014152026135,-0.049057864987996,0.106005519236952,0.0935055192369521,0.1298251555251,0.193568930459595,0.0830155607902802,0.0733961463373228,0.071577964519141,0.0885714285714286,0.286206896551724,0.0778737582776213,0.0792921979939334,0.345,0.0774603174603175,0.0859180177825462,0.2082140786582,0.249206349206349,0.266666666666667,0.287000547345375,0.0800276711254704,0.246831798338648,0.301011311269376,0.275,0.347689852941623,0.338650690259561,0.330280174618874,0.331593703100552,0.337209498890427
"ILK",-0.1,-0.3,-0.221794871794872,-0.373604826546003,-0.273461538461538,-0.2,-0.1,-0.155555555555556,0.30396169976886,-0.0101170097071736,-0.168599033816425,-0.1,-0.170137495354887,-0.176190476190476,-0.36078431372549,-0.133333333333333,0.250358773646445,0.247619047619048,0.247619047619048,0.183647058823529,0.192590148254424,0.178174216027875,0.446368446368446,-0.167647058823529,0.15,0.258368064008309,0.258368064008309,-0.247619047619048,0.207241585158654,0.205602240896359,0.0929228296969778,0.168152145628981,-0.0429948135916459,0.170137495354887,0.168599033816425,0.1,0.265384615384615,0.169572523603474,0.173902420510691,0.183333333333333,0.155555555555556,0.0752908994735387,0.262061403508772,0.366666666666667,0.25,0.278287841191067,0.219047619047619,0.282913805522209,0.220350877192982,0.2,0.3930349062702,0.405813204508857,0.263461538461538,0.264513805522209,0.278811421652709
"TCFLEF",-0.233333333333333,0.0194805194805195,-0.29863287250384,0.00658570882133294,-0.218936895439889,0.0285714285714286,-0.133333333333333,-0.194509803921569,0.298440394650407,0.00599523635668214,-0.193655103066868,-0.174509803921569,-0.189928394992334,0.143519163763066,0.0218031001256808,0.155714285714286,-0.095420076720655,-0.0968655432121136,-0.0968655432121136,0.280645233199026,0.284949868960615,0.281728782799192,0.191999019877289,-0.267561121049493,0.251282051282051,0.266844807726387,0.266844807726387,0.0968655432121136,-0.148961340633815,-0.148281068524971,0.0359784798065088,0.0637142915182241,-0.0278298784111959,0.199962909208192,0.202478632478632,0.183333333333333,0.0991232265263829,0.1012229321177,0.103714341052408,0.264761904761905,0.203333333333333,-0.00964744685873227,0.153248344792462,-0.0314805194805195,0.0853977363303045,0.108093326194157,0.551787545787546,0.200701384959008,0.27018718987169,0.226666666666667,0.231646232263397,0.36333266919041,0.302313854098932,0.199362952836637,0.171681796555334
"RAS",-0.1,-0.2,-0.303333333333333,-0.395555555555556,-0.212554112554113,-0.2,0,-0.1,0.308041659785846,0.0787076923076923,-0.129411764705882,-0.1,-0.158578431372549,-0.26,-0.373333333333333,-0.26,0.263589743589744,0.367435897435897,0.367435897435897,0.149411764705882,0.158322655794991,0.153650793650794,0.529638242894057,-0.12,0.06,0.267430044182622,0.267430044182622,-0.367435897435897,0.323570691434469,0.286315789473684,0.130691317862663,0.234871794871795,-0.0519550604607236,0.161326658322904,0.129411764705882,0.1,0.357894736842105,0.170557427553673,0.168007852482851,0.283333333333333,0.1,0.0325292584005098,0.229285714285714,0.3,0.3,0.382423038728898,0.177707509881423,0.325355596784168,0.29418095801301,0.2,0.471301886792453,0.376194690265487,0.298248587570622,0.286580086580087,0.294071146245059
"SRC",-0.1,-0.2,-0.158148148148148,-0.307692307692308,-0.214285714285714,-0.1,0,0.15,0.203866459627329,-0.00678963548528766,0.11,0.2,0.0919672131147541,-0.296969696969697,-0.274358974358974,-0.233333333333333,0.297021655857701,0.304597413433458,0.304597413433458,0.0926587301587302,0.119931457431457,0.132637721755369,0.434545454545455,-0.0736111111111111,0.111111111111111,0.267460317460318,0.267460317460318,-0.304597413433458,0.343510577472842,0.33030303030303,0.052629853110925,0.289133510167993,-0.0904036159918513,-0.0919672131147541,-0.11,-0.1,0.208809523809524,-0.0883086765293883,-0.0907695266412451,0.11,-0.15,-0.108676096392756,0.169896640826873,0.266666666666667,0.185,0.24452380952381,-0.140137702409792,0.265499051683262,0.156364972947542,0.15,0.490224828934506,0.420224224683847,0.202265795206972,0.268201754385965,0.269538232373386
"Frizzled",-0.1,-0.2,-0.233766233766234,-0.2725,-0.312121212121212,-0.1,-0.1,-0.15,0.292460454066117,-0.00181186868686868,-0.165789473684211,0,-0.169360902255639,-0.173333333333333,-0.26,-0.133333333333333,0.209809957965781,0.209022556390977,0.209022556390977,0.199710144927536,0.210186335403727,0.197642406553055,0.439853709508882,-0.186666666666667,0.166666666666667,0.274848360015342,0.274848360015342,-0.209022556390977,0.202745098039216,0.202745098039216,0.10095017948439,0.19312324929972,-0.0278724357205868,0.169360902255639,0.165789473684211,0.1,0.259523809523809,0.16869865060001,0.173460555361915,0.190909090909091,0.15,0.0782371536185096,0.278991596638655,0.26,0.242857142857143,0.273249299719888,0.21708245243129,0.309767293249145,0.231939988116459,0.2,0.425,0.45388198757764,0.282153330540427,0.290141125024846,0.304418985270049
"Destcompl",-0.277777777777778,-0.161904761904762,-0.323546174112549,-0.199944231196055,-0.235652651282352,-0.133333333333333,-0.238888888888889,-0.245738203957382,0.204480948092674,0.0536485264315664,-0.254649095046491,-0.238888888888889,-0.259658371484339,-0.142424242424242,-0.189205976162498,-0.133333333333333,0.101020230128057,0.102119131226958,0.102119131226958,0.237164709804067,0.244159783695692,0.216693763818119,0.317773556902373,-0.232427867698804,0.228979591836735,0.277830308503296,0.277830308503296,-0.102119131226958,0.154591358700095,0.149528067560854,0.130037984461171,0.0607263728955277,-0.0864100076245282,0.260787955201163,0.25519094027579,0.238888888888889,0.205883274578927,0.263116722324451,0.263779649402472,0.306447728516694,0.245738203957382,0.199013289381619,0.261559278355563,0.179296066252588,0.197187622405014,0.21610371546069,0.315739610507147,0.291060985797828,0.342262330973221,0.295019157088123,0.393249924035847,0.397111756176967,0.335345013570963,0.286031746031746,0.294588488434642
"Wnt",0,-0.1,-0.190909090909091,-0.26,-0.278787878787879,-0.1,0,0,0.28529865035259,0.00131313131313132,-0.15,0,-0.165789473684211,-0.133333333333333,-0.26,-0.1,0.209022556390977,0.209022556390977,0.209022556390977,0.186666666666667,0.199710144927536,0.18834008097166,0.431974921630094,-0.166666666666667,0.1,0.281779053084649,0.281779053084649,-0.209022556390977,0.202745098039216,0.173333333333333,0.101896551724138,0.182647058823529,-0.0309027387508898,0.165789473684211,0.15,0.1,0.242857142857143,0.169360902255639,0.16869865060001,0.2,0.1,0.0741101694915254,0.264705882352941,0.2,0.2,0.259523809523809,0.205454545454545,0.290141125024846,0.202647058823529,0.1,0.4,0.420548654244306,0.233766233766234,0.227350427350427,0.238461538461538
"DSH",-0.2,-0.26,-0.282153330540427,-0.303534482758621,-0.329194382852919,-0.2,-0.1,-0.165789473684211,0.295323049485965,0.0152613020448386,-0.169360902255639,-0.15,-0.167400117941914,-0.202745098039216,-0.2725,-0.173333333333333,0.211770742279506,0.209809957965781,0.209809957965781,0.210186335403727,0.221684593243448,0.211062319972969,0.448902433406794,-0.199710144927536,0.186666666666667,0.289808989936601,0.289808989936601,-0.209809957965781,0.20500073713696,0.202745098039216,0.1054903424646,0.209435306037309,-0.0281358246582514,0.16869865060001,0.169360902255639,0.15,0.273249299719888,0.173460555361915,0.178001962307596,0.233766233766234,0.165789473684211,0.0821240794135625,0.272195480133801,0.26,0.259523809523809,0.293529019999608,0.22087992078572,0.308635217777447,0.239691926100955,0.190909090909091,0.457867132867133,0.466345755693582,0.29626375998828,0.309767293249145,0.325471616848996
"GSK3",-0.190909090909091,-0.26,-0.29626375998828,-0.31293619216033,-0.335240894480826,-0.26,-0.15,-0.169360902255639,0.296274088584239,0.0113926033344049,-0.167400117941914,-0.165789473684211,-0.171173702847574,-0.202745098039216,-0.303534482758621,-0.202745098039216,0.21261107841396,0.211770742279506,0.211770742279506,0.221684593243448,0.220915362474217,0.210583851073447,0.353561335237077,-0.210186335403727,0.199710144927536,0.304519242536899,0.304519242536899,-0.211770742279506,0.214659828046051,0.20500073713696,0.107992499496524,0.212380248418871,-0.0275760617343133,0.173460555361915,0.16869865060001,0.165789473684211,0.293529019999608,0.178001962307596,0.179844067570754,0.282153330540427,0.169360902255639,0.0842460953286819,0.285172579370442,0.2725,0.273249299719888,0.298983565454154,0.22529392382986,0.321678696038317,0.242173677925772,0.233766233766234,0.468644075223023,0.470000240743416,0.294828353289715,0.308635217777447,0.325817637610242
"AXIN2",-0.2,-0.166666666666667,-0.344139194139194,-0.233285024154589,-0.276059047700001,-0.133333333333333,-0.266666666666667,-0.293643410852713,0.377102996911574,0.0852130519407212,-0.300539962576851,-0.286666666666667,-0.308716063205782,-0.187317073170732,-0.218840579710145,-0.18,0.16052457811987,0.159999643736668,0.159999643736668,0.274868076040642,0.281138703103349,0.25436311541698,0.385029239766082,-0.266018518518519,0.2475,0.31672369681304,0.31672369681304,-0.159999643736668,0.203314495020554,0.195728288124003,0.17911482489818,0.0522821990570469,-0.124815021253397,0.30905731273458,0.300539962576851,0.286666666666667,0.249053884711779,0.315739610507147,0.319673894986179,0.322710622710623,0.293643410852713,0.227507577416918,0.295817732759531,0.197101449275362,0.232982456140351,0.260540371198266,0.666325196155005,0.322762824936738,0.374007126833214,0.284615384615385,0.425409921619599,0.437675810344607,0.362827718729358,0.30450885668277,0.311607550755624
