"","HEY1","AKT","Csn","FOXC2","ILK","GSK3","SMAD","PAK1","TGFR","TrCP","Jagged","NOTCH","Csl","Destcompl","RAF","PI3K","RAS","SRC","DSH","AXIN2","CD44","TCFLEF","Frizzled","Wnt","GLI","SNAI2","Ecadherin","ZEB1","cateninmemb","cateninnuc","cMet","STAT","DELTA","LIV1","TWIST1","SNAI1","EGR1","miR200","RKIP","cfos","MEK","ERK","NOTCHic","TGF","SHH","SMO","Patched","SUFU","FUS","CDC42","ZEB2","IKK","NFB","SOSGRB2","KLF4"
"RKIP",0.105497483546264,0.270887445887446,0.2,-0.21158267020336,0.100631151048353,0.45531914893617,0.0857796658998377,-0.133333333333333,-0.177142857142857,0.2,0.101804915514593,-0.0381895881895882,0.0111111111111111,0.335302274219792,0.312012987012987,0.312012987012987,0.338508713508713,-0.0333333333333333,0,-0.0100914205344585,-0.0165317139001349,-0.00604220341062446,-0.0333333333333333,-0.0333333333333333,-0.0217948717948718,0.37203298945037,0.11090068574461,-0.10362219033955,0.116326746914982,-0.00388146071151294,0.0280701754385965,0,-0.312012987012987,0,0.187795603089721,0.297319531314014,0.35,-0.00904908167742744,0.40406162464986,0.4,0.489508437270726,0.444827586206897,0.0343434343434343,0.194899866488652,-0.0996939890710382,-0.113333333333333,-0.101333333333333,-0.1,-0.133333333333333,0.153333333333333,0.0760535628885701,-0.267857142857143,-0.242857142857143,0.348634920634921,0.0680535628885701
"RAF",0.105497483546264,0.270887445887446,0.2,-0.21158267020336,0.100631151048353,0.45531914893617,0.0857796658998377,-0.133333333333333,-0.177142857142857,0.2,0.101804915514593,-0.0381895881895882,0.0111111111111111,0.335302274219792,0.312012987012987,0.312012987012987,0.338508713508713,-0.0333333333333333,0,-0.0100914205344585,-0.0165317139001349,-0.00604220341062446,-0.0333333333333333,-0.0333333333333333,-0.0217948717948718,0.37203298945037,0.11090068574461,-0.10362219033955,0.116326746914982,-0.00388146071151294,0.0280701754385965,0,-0.312012987012987,0,0.187795603089721,0.297319531314014,0.35,-0.00904908167742744,0.40406162464986,0.4,0.489508437270726,0.444827586206897,0.0343434343434343,0.194899866488652,-0.0996939890710382,-0.113333333333333,-0.101333333333333,-0.1,-0.133333333333333,0.153333333333333,0.0760535628885701,-0.267857142857143,-0.242857142857143,0.348634920634921,0.0680535628885701
"MEK",0.0927702108189913,0.281475681181564,0.242857142857143,-0.223294381915072,0.0857796658998377,0.471781065398087,0.0787685957891366,-0.153333333333333,-0.194899866488652,0.2,0.101804915514593,-0.0418392232260845,-0.0343434343434343,0.347854575475023,0.338508713508713,0.338508713508713,0.35469918969919,-0.0280701754385965,-0.0333333333333333,-0.0046860151290531,-0.00604220341062446,0.00388146071151294,-0.0333333333333333,-0.0217948717948718,-0.0113053613053613,0.365463646384677,0.106164802320202,-0.110765047482408,0.107546259110104,-0.0141045090386505,0.0165317139001349,0.0333333333333333,-0.338508713508713,0,0.191092306386424,0.311422095416578,0.4,-0.00873948415420763,0.426430045702492,0.444827586206897,0.414508437270726,0.489508437270726,0.0381895881895882,0.20657869860544,-0.0938116361298618,-0.101333333333333,-0.0996939890710382,-0.133333333333333,-0.113333333333333,0.177142857142857,0.0855773724123796,-0.270887445887446,-0.267857142857143,0.373079365079365,0.075896700143472
"ERK",0.0828725998974896,0.288815130722848,0.267857142857143,-0.232354210974901,0.0787685957891366,0.485859176206443,0.0726895684335135,-0.177142857142857,-0.20657869860544,0.242857142857143,0.104816963707364,-0.0504264808438131,-0.0381895881895882,0.358564834776037,0.35469918969919,0.35469918969919,0.368890608841104,-0.0165317139001349,-0.0333333333333333,-0.000295771226614079,0.00388146071151294,0.0141045090386505,-0.0217948717948718,-0.0113053613053613,-0.00203217834796782,0.358610625645272,0.103246848320889,-0.117536701025715,0.100094557178181,-0.0226461757053172,0.00604220341062446,0.0280701754385965,-0.35469918969919,0.0333333333333333,0.192340572683234,0.320681354675838,0.444827586206897,-0.00898458219342332,0.444535895284664,0.489508437270726,0.438742420557634,0.414508437270726,0.0418392232260845,0.215919357946099,-0.0928454525549825,-0.0996939890710382,-0.0938116361298618,-0.113333333333333,-0.101333333333333,0.194899866488652,0.0926639865856079,-0.281475681181564,-0.270887445887446,0.389584219448297,0.085974219523317
"miR200",-0.00169491525423729,-0.0576223577812456,-0.02,-0.0346157365669561,0.000884955752212389,-0.199347624269692,0.00245235387133465,0,0.00518659076533839,0,-0.0787107648046032,-0.0268241908101639,-0.0308374384236453,-0.282701873913677,-0.222150784538844,-0.222150784538844,-0.23187647032438,-0.23304347826087,-0.22,-0.1544119885143,-0.250767801729773,-0.255926531888503,-0.232,-0.241859154929577,-0.249551462621885,0.212622416439493,0.180647487819935,0.108225806451613,0.233921215128281,0.260471986433958,0.242902633190447,0.22,0.222150784538844,0.2,0.152796201753257,-0.0193443593443593,-0.0142857142857143,0.00239468501043596,-0.0167349900577686,-0.0242857142857143,-0.0408596165739023,-0.0333766233766234,0.0273891625615764,-0.00809356750952444,0.0462250045863144,0.0391666666666667,0.042964135021097,0.02,0.0325,-0.00196078431372549,0.094081541218638,0.0500751879699248,0.0357894736842105,0.048030303030303,0.1
"TGF",-0.134880722114765,0.0608395989974937,-0.0333333333333333,-0.0171428571428571,-0.102424242424242,0.251160190103439,-0.0991984359726295,-0.12,-0.140634920634921,0,-0.0492452135493373,-0.217126436781609,-0.213333333333333,0.170640397717524,0.314880952380952,0.314880952380952,0.332738095238095,0.166666666666667,0.1,0.128703703703704,0.182327044025157,0.191537570340947,0.171428571428571,0.181428571428571,0.187088948787062,-0.0530985614934349,-0.105336363316276,-0.047304625199362,-0.175969749680269,-0.19871460383377,-0.176666666666667,-0.1,-0.314880952380952,0,-0.0385185185185185,0.0662015257469803,0.333333333333333,-0.05358324625566,0.187012987012987,0.376190476190476,0.437477025898079,0.413032581453634,0.203333333333333,0.0424206349206349,0.0658836206896552,0.08,0.0627586206896552,0.133333333333333,0.113333333333333,0.131111111111111,0.0996065922381712,-0.0345238095238095,0.00833333333333333,0.360526315789474,0.0941520467836257
"TWIST1",-0.125963866641833,0.220754951263426,0.1,-0.0366627371128496,-0.127095277095277,0.403545358530894,-0.134686036171185,-0.133333333333333,-0.15367816091954,0,0.261615323407258,0.0070020964360587,0.00888888888888889,0.425851507162816,0.402159511723079,0.402159511723079,0.425447182955956,0.348412698412698,0.309523809523809,0.22221767479832,0.397075434463284,0.412236230787939,0.348412698412698,0.378939014202172,0.397339014202172,-0.574508379951671,-0.212306823827215,-0.125924169783819,-0.377172197499652,-0.425404718424512,-0.378199932455252,-0.309523809523809,-0.402159511723079,-0.266666666666667,-0.259129572118703,0.146564197568825,0.24,-0.0678115501519757,0.181652412087195,0.270434782608696,0.322765235606863,0.299382151029748,-0.00888888888888889,0.162561987798811,-0.193211327799897,-0.161333333333333,-0.181881278538813,-0.1,-0.133333333333333,0.14367816091954,0.103494722792968,-0.191941391941392,-0.153846153846154,0.0562009818302725,0.0749114029601834
"SOSGRB2",0.0841856060606061,0.479678362573099,0.4,-0.223479853479853,0.176989247311828,0.60773426355474,0.158108128430709,-0.121428571428571,-0.186043956043956,0.3,0.204345256754581,-0.162287008765882,-0.109090909090909,0.401775368553892,0.550094161958569,0.550094161958569,0.587273649138056,-0.0142857142857143,0,0.0122799779977998,0.0204968944099379,0.0404968944099379,-0.0142857142857143,-0.00595238095238095,0.0157867494824017,0.339700207027568,0.0911192968234668,-0.13828320802005,0.0854712764712765,-0.0578965120007601,0.00124223602484472,0,-0.550094161958569,0,0.19168115942029,0.286310589907605,0.466666666666667,-0.0196485784202427,0.421856725146199,0.522222222222222,0.636554736554736,0.578978978978979,0.155244755244755,0.209448211363105,-0.187240729101194,-0.2,-0.191891891891892,-0.2,-0.233333333333333,0.151428571428571,0.10780701754386,-0.471345029239766,-0.455555555555556,0.468333333333333,0.0978070175438596
"cMet",0.0587891296869625,0.185833333333333,0.2,-0.216809071729958,0.0397959183673469,0.231432411674347,0.0361595547309833,-0.153333333333333,-0.195,0.1,0.0446620046620047,-0.0524876019836826,-0.0428571428571429,0.151834493010964,0.162857142857143,0.162857142857143,0.176064690026954,-0.2,-0.1,-0.0720634920634921,-0.0817054263565891,-0.0724746571258199,-0.1,-0.0933333333333333,-0.0842424242424242,0.235774071832466,0.051629411730581,-0.153823953823954,0.0936413645666315,0.0640000808546335,0.0933333333333333,0.2,-0.162857142857143,0.1,0.168352471498539,0.206261995512665,0.325,-0.0600043917435222,0.340740740740741,0.385,0.442272727272727,0.415,0.037593984962406,0.20563829787234,-0.0346590909090909,-0.05,-0.0409090909090909,-0.1,-0.05,0.178333333333333,0.134487734487734,-0.173333333333333,-0.166666666666667,0.411904761904762,0.225396825396825
"STAT",-0.199333333333333,-0.143543179983858,-0.15,-0.314053169734151,-0.190096618357488,-0.0699221183800623,-0.190096618357488,-0.277272727272727,-0.277272727272727,-0.1,-0.0830203054555621,-0.0968373284763919,-0.0823529411764706,-0.0766076647104818,-0.0350599669148056,-0.0350599669148056,-0.0216271310939101,-0.0321428571428571,-0.0571428571428571,-0.0273777203188968,-0.00568598068598068,0.00283136947174802,-0.0321428571428571,-0.0185064935064935,-0.00422077922077922,-0.076693755629866,-0.128934237259559,-0.164183252644791,-0.0321715230103763,-0.00747976041334516,0.0185064935064935,0.0571428571428571,0.0350599669148056,0.2,0.201687035270244,0.224551059271882,0.266666666666667,-0.00713430190162808,0.241846846846847,0.286666666666667,0.324174573055028,0.310196078431373,0.0958664546899841,0.279688186209925,0.146376483501406,0.156666666666667,0.154341085271318,0.15,0.15,0.277272727272727,0.156437152590999,0.145238095238095,0.15,0.356075533661741,0.257902554961378
"NOTCHic",-0.300457079152731,-0.0457364341085271,-0.133333333333333,-0.289776168531929,-0.194285714285714,0.281866470346094,-0.197882836587873,-0.333333333333333,-0.343784946236559,-0.1,0.0187885795832816,-0.0909265098229445,-0.165714285714286,0.358584154247706,0.299472990777339,0.299472990777339,0.33641880358522,0.253846153846154,0.2,0.193727163821503,0.325108225108225,0.34674087816945,0.253846153846154,0.293240093240093,0.326573426573427,-0.40004265515877,-0.227027942949306,-0.18658615136876,-0.328408851903457,-0.361855381986244,-0.293240093240093,-0.2,-0.299472990777339,-0.1,-0.00733589169598124,0.281111111111111,0.3,-0.00799839851862973,0.296003785756093,0.366666666666667,0.443809523809524,0.40952380952381,0.088294930875576,0.353339086363948,0.0727472875006082,0.100641025641026,0.0888763197586727,0.133333333333333,0.108333333333333,0.337333333333333,0.169710144927536,0.0666666666666667,0.1,0.231244019138756,0.159075224292616
"cfos",-0.201624187906047,-0.0675438596491228,-0.133333333333333,-0.309321582291453,-0.193915343915344,0.27150974025974,-0.197141150366957,-0.342857142857143,-0.353501400560224,-0.1,-0.0119097222222222,-0.107948717948718,-0.0833333333333333,0.365662080512484,0.301089324618736,0.301089324618736,0.338894202667517,0.26,0.2,0.212840722495895,0.333173173173173,0.354955351390995,0.26,0.300740740740741,0.33495126705653,-0.402081713906531,-0.24897687981687,-0.182952842153811,-0.341307620817639,-0.37014053657618,-0.300740740740741,-0.2,-0.301089324618736,-0.1,0.0298701298701299,0.277745629897529,0.4,-0.00694762753586283,0.296526806526807,0.36,0.443419307295505,0.407826086956522,0.106410256410256,0.362592309651133,0.093320816976731,0.119047619047619,0.10937019969278,0.133333333333333,0.119047619047619,0.347619047619048,0.170158345824205,0.0833333333333333,0.108333333333333,0.269444444444444,0.161174603174603
"TrCP",-0.203094776141341,-0.0416179337231969,-0.108333333333333,-0.310011237463867,-0.197141150366957,0.295873376623377,-0.201657279399215,-0.347619047619048,-0.362592309651133,-0.133333333333333,0.00036021642808453,-0.107948717948718,-0.106410256410256,0.384308697053838,0.338894202667517,0.338894202667517,0.363439657212971,0.300740740740741,0.26,0.221645753942436,0.354955351390995,0.37014053657618,0.300740740740741,0.33495126705653,0.356902486568725,-0.412931623490618,-0.251122208536593,-0.189705253729373,-0.349183078693097,-0.381726743472732,-0.333173173173173,-0.26,-0.338894202667517,-0.2,0.0228049124788255,0.286098851854569,0.36,-0.00542478489626892,0.31144393359863,0.407826086956522,0.468752640628838,0.443419307295505,0.107948717948718,0.370242582875177,0.082320816976731,0.10937019969278,0.093320816976731,0.119047619047619,0.119047619047619,0.353501400560224,0.173695323316167,0.0675438596491228,0.0833333333333333,0.272414741474147,0.164453291699193
"PAK1",-0.203094776141341,-0.0416179337231969,-0.108333333333333,-0.310011237463867,-0.197141150366957,0.295873376623377,-0.201657279399215,-0.347619047619048,-0.362592309651133,-0.133333333333333,0.00036021642808453,-0.107948717948718,-0.106410256410256,0.384308697053838,0.338894202667517,0.338894202667517,0.363439657212971,0.300740740740741,0.26,0.221645753942436,0.354955351390995,0.37014053657618,0.300740740740741,0.33495126705653,0.356902486568725,-0.412931623490618,-0.251122208536593,-0.189705253729373,-0.349183078693097,-0.381726743472732,-0.333173173173173,-0.26,-0.338894202667517,-0.2,0.0228049124788255,0.286098851854569,0.36,-0.00542478489626892,0.31144393359863,0.407826086956522,0.468752640628838,0.443419307295505,0.107948717948718,0.370242582875177,0.082320816976731,0.10937019969278,0.093320816976731,0.119047619047619,0.119047619047619,0.353501400560224,0.173695323316167,0.0675438596491228,0.0833333333333333,0.272414741474147,0.164453291699193
"LIV1",-0.203094776141341,-0.0416179337231969,-0.108333333333333,-0.310011237463867,-0.197141150366957,0.295873376623377,-0.201657279399215,-0.347619047619048,-0.362592309651133,-0.133333333333333,0.00036021642808453,-0.107948717948718,-0.106410256410256,0.384308697053838,0.338894202667517,0.338894202667517,0.363439657212971,0.300740740740741,0.26,0.221645753942436,0.354955351390995,0.37014053657618,0.300740740740741,0.33495126705653,0.356902486568725,-0.412931623490618,-0.251122208536593,-0.189705253729373,-0.349183078693097,-0.381726743472732,-0.333173173173173,-0.26,-0.338894202667517,-0.2,0.0228049124788255,0.286098851854569,0.36,-0.00542478489626892,0.31144393359863,0.407826086956522,0.468752640628838,0.443419307295505,0.107948717948718,0.370242582875177,0.082320816976731,0.10937019969278,0.093320816976731,0.119047619047619,0.119047619047619,0.353501400560224,0.173695323316167,0.0675438596491228,0.0833333333333333,0.272414741474147,0.164453291699193
"EGR1",-0.203094776141341,-0.0416179337231969,-0.108333333333333,-0.310011237463867,-0.197141150366957,0.295873376623377,-0.201657279399215,-0.347619047619048,-0.362592309651133,-0.133333333333333,0.00036021642808453,-0.107948717948718,-0.106410256410256,0.384308697053838,0.338894202667517,0.338894202667517,0.363439657212971,0.300740740740741,0.26,0.221645753942436,0.354955351390995,0.37014053657618,0.300740740740741,0.33495126705653,0.356902486568725,-0.412931623490618,-0.251122208536593,-0.189705253729373,-0.349183078693097,-0.381726743472732,-0.333173173173173,-0.26,-0.338894202667517,-0.2,0.0228049124788255,0.286098851854569,0.36,-0.00542478489626892,0.31144393359863,0.407826086956522,0.468752640628838,0.443419307295505,0.107948717948718,0.370242582875177,0.082320816976731,0.10937019969278,0.093320816976731,0.119047619047619,0.119047619047619,0.353501400560224,0.173695323316167,0.0675438596491228,0.0833333333333333,0.272414741474147,0.164453291699193
"SNAI1",-0.209047157093722,-0.021479044834308,-0.0833333333333333,-0.311154820691313,-0.201657279399215,0.315213310616776,-0.204486307689498,-0.353501400560224,-0.370242582875177,-0.108333333333333,0.00836021642808453,-0.112438513867085,-0.107948717948718,0.398617907580154,0.363439657212971,0.363439657212971,0.382323072648111,0.333173173173173,0.300740740740741,0.227939460236142,0.37014053657618,0.381726743472732,0.33495126705653,0.356902486568725,0.371710530444411,-0.421010738475533,-0.252787140898716,-0.19327228939973,-0.356056999245774,-0.391174342853217,-0.354955351390995,-0.300740740740741,-0.363439657212971,-0.26,0.0183946560685691,0.195529456836776,0.407826086956522,-0.00571296933430927,0.323159414770178,0.443419307295505,0.489380443319421,0.468752640628838,0.107948717948718,0.375686131262274,0.0763013995010028,0.093320816976731,0.082320816976731,0.119047619047619,0.10937019969278,0.362592309651133,0.178738373746671,0.0416179337231969,0.0675438596491228,0.275810967889242,0.166010924097947
"Csn",-0.226885382059801,0.128266666666667,0.04,-0.42274352667639,-0.216721014492754,0.72693070061909,-0.226232582616147,-0.420454545454545,-0.456524197195839,0.14,0.0496656758270378,-0.198723498723499,-0.17020202020202,0.692917747253878,0.623050448328956,0.623050448328956,0.668539891707075,0.36551724137931,0.3,0.274643236543909,0.456880025850529,0.48646201941966,0.36551724137931,0.417324470294973,0.457935824006763,-0.41495623512889,-0.275321542010793,-0.25971546732837,-0.373274653033399,-0.509011628559769,-0.417324470294973,-0.3,-0.623050448328956,-0.2,0.0534019011999377,0.441866417815186,0.3,-0.0255770136604333,0.450366235950761,0.363636363636364,0.466869588744589,0.422077922077922,0.194877344877345,0.47251465065646,0.0786829921943618,0.1001443001443,0.09261741842387,0.114285714285714,0.103174603174603,0.439857530529172,0.194079404466501,-0.106666666666667,-0.0733333333333333,0.279976939928514,0.17757092580622
"PI3K",-0.249840244845794,0.257616892911011,0.166666666666667,-0.442290360046458,-0.240488195278111,0.709487734487735,-0.250888195278111,-0.375,-0.455941176470588,0.2,0.0630701754385965,-0.200806451612903,-0.175,0.678168345308692,0.572,0.572,0.639123287671233,0.3,0.2,0.255714285714286,0.433913043478261,0.480805698845492,0.3,0.373913043478261,0.433913043478261,-0.414787249735152,-0.310296671860827,-0.303152620218446,-0.387251759893752,-0.516475801938276,-0.373913043478261,-0.2,-0.572,-0.1,0.0868501736641438,0.45811191626409,0.2,-0.038596756219707,0.446153846153846,0.3,0.43191899710704,0.364705882352941,0.175,0.479518412242946,0.0993589743589744,0.1,0.107692307692308,0.1,0.1,0.427941176470588,0.203699790642193,-0.229411764705882,-0.2,0.288846153846154,0.184429824561403
"ILK",-0.249840244845794,0.257616892911011,0.166666666666667,-0.442290360046458,-0.240488195278111,0.709487734487735,-0.250888195278111,-0.375,-0.455941176470588,0.2,0.0630701754385965,-0.200806451612903,-0.175,0.678168345308692,0.572,0.572,0.639123287671233,0.3,0.2,0.255714285714286,0.433913043478261,0.480805698845492,0.3,0.373913043478261,0.433913043478261,-0.414787249735152,-0.310296671860827,-0.303152620218446,-0.387251759893752,-0.516475801938276,-0.373913043478261,-0.2,-0.572,-0.1,0.0868501736641438,0.45811191626409,0.2,-0.038596756219707,0.446153846153846,0.3,0.43191899710704,0.364705882352941,0.175,0.479518412242946,0.0993589743589744,0.1,0.107692307692308,0.1,0.1,0.427941176470588,0.203699790642193,-0.229411764705882,-0.2,0.288846153846154,0.184429824561403
"GSK3",-0.252528743409217,0.215719127615679,0.124166666666667,-0.438068483943637,-0.241954034869193,0.683782885114548,-0.2522988624554,-0.439420289855072,-0.480488814826037,0.0866666666666667,0.106376131001569,-0.201684002272238,-0.189775910364146,0.7353704539792,0.680980953584011,0.680980953584011,0.719006163668044,0.425563909774436,0.368421052631579,0.279030858465493,0.501943600723663,0.528034428862577,0.425563909774436,0.469354759447639,0.502373627372167,-0.440637902817548,-0.294972702953145,-0.318065622608033,-0.406045392112892,-0.548494955178367,-0.46861026739033,-0.368421052631579,-0.680980953584011,-0.3,0.0545852453821041,0.488714109169114,0.364705882352941,-0.0355726873682064,0.500075363233258,0.427668845315904,0.516881934857941,0.476541025767032,0.194671015259251,0.495104199441421,0.0586781663692722,0.0796955732439603,0.0668121376611383,0.0909090909090909,0.0861471861471862,0.461325051759834,0.214084994595187,-0.185804597701149,-0.161666666666667,0.296550301655236,0.196041499679988
"RAS",-0.162648221343874,0.308888888888889,0.3,-0.359206349206349,-0.0614718614718615,0.703255813953488,-0.0777983920841064,-0.22,-0.341176470588235,0.2,0.0962191996846048,-0.282770605759682,-0.25,0.550599651762442,0.655897435897436,0.655897435897436,0.60974358974359,0.15,0.1,0.178102766798419,0.251877346683354,0.291877346683354,0.15,0.202941176470588,0.248774509803922,0.0302149509757306,-0.116932714236331,-0.240187776141384,-0.177363234399371,-0.323322105890153,-0.202941176470588,-0.1,-0.655897435897436,0,0.204975450081833,0.438544739429695,0.36,-0.0831076923076923,0.524503144654088,0.46,0.606336429308565,0.549473684210526,0.265789473684211,0.367909143855562,0.0170847457627119,0,0.012,-0.1,0,0.3,0.217006627393225,-0.286666666666667,-0.266666666666667,0.380519480519481,0.195357142857143
"AKT",-0.261118440334516,0.182869418163536,0.2,-0.452064796136683,-0.250888195278111,0.757068379649025,-0.265366309756226,-0.427941176470588,-0.479518412242946,0.166666666666667,0.0862489833856163,-0.205684500393391,-0.175,0.717126161685864,0.639123287671233,0.639123287671233,0.691412444297739,0.373913043478261,0.3,0.274847859721506,0.480805698845492,0.516475801938276,0.373913043478261,0.433913043478261,0.481399076997814,-0.441621420589423,-0.315902732466888,-0.31959097638283,-0.408964298120051,-0.544475801938276,-0.433913043478261,-0.3,-0.639123287671233,-0.2,0.0761468097497707,0.478913921276621,0.3,-0.0402010342945733,0.481557572861921,0.364705882352941,0.485083554069065,0.43191899710704,0.200806451612903,0.499155874478595,0.0856747638326586,0.107692307692308,0.0993589743589744,0.1,0.1,0.455941176470588,0.218768283792878,-0.257616892911011,-0.229411764705882,0.297735042735043,0.198959739091318
"ZEB2",-0.242193773967968,-0.235784008307373,-0.233333333333333,-0.230206682206682,-0.227494453902905,-0.227083880946691,-0.223835917317539,-0.223376623376623,-0.2204329004329,-0.2,-0.197860113001524,-0.189161832702816,-0.184615384615385,-0.133642978311712,-0.0863419913419914,-0.0863419913419914,-0.0839865309565524,-0.0733333333333333,-0.0727272727272727,-0.0688009853048968,-0.0679239766081871,-0.0665155259039618,-0.0660606060606061,-0.0634965034965035,-0.0598267787258613,-0.0213114143824454,-0.00242608348475946,0.00492408678909693,0.0460288564884433,0.0667752661637021,0.0707017543859649,0.08,0.0863419913419914,0.1,0.118161251901514,0.137548064493129,0.158333333333333,0.164112171228266,0.165281803542673,0.174122807017544,0.179354907725648,0.18057441992077,0.188615384615385,0.219374699374699,0.221854608805828,0.222142857142857,0.224581881533101,0.225,0.225,0.225194805194805,0.228933058313274,0.231111111111111,0.233333333333333,0.254542124542125,0.329528453333194
"Destcompl",-0.24127189050266,0.371611575725961,0.276190476190476,-0.249461457405854,-0.242222222222222,0.769609208631429,-0.253099415204678,-0.267551020408163,-0.310636319863699,0.233333333333333,0.355381302240303,-0.10093617709371,-0.0804778691735213,0.700821918087551,0.655007439022617,0.655007439022617,0.694096920969242,0.502631006740596,0.449206349206349,0.28009149468361,0.58098921569582,0.608523462271162,0.502631006740596,0.545205264166338,0.580270199231273,-0.516766159755817,-0.152112342391419,-0.327389946111038,-0.48443228206864,-0.630706022189571,-0.545914588830148,-0.449206349206349,-0.655007439022617,-0.377777777777778,-0.073404140319325,0.481621361041528,0.336923076923077,-0.0765846414403291,0.486732796914606,0.391468531468531,0.477828080475933,0.439009515075089,0.0935213474343909,0.326498388829216,-0.115640412218138,-0.0995511767925561,-0.107323197517945,-0.0777777777777778,-0.0881226053639847,0.291688951442646,0.247881627828436,-0.346108220021263,-0.310973084886128,0.10286403509431,0.217571721510306
