"","GSK3","Csn","ERK","NFB","miR200","AKT","Destcompl","Patched","SHH","PI3K","DELTA","SMO","RAS","KLF4","PAK1","TGFR","Csl","NOTCHic","CDC42","TGF","Jagged","cMet","STAT","TCFLEF","Wnt","SNAI2","cateninnuc","CD44","ZEB2","ZEB1","GLI","LIV1","SNAI1","Frizzled","DSH","SRC","TWIST1","Ecadherin","SOSGRB2","AXIN2","RKIP","cateninmemb","NOTCH","HEY1","SMAD","ILK","IKK","FOXC2","FUS","RAF","cfos","MEK","TrCP","EGR1","SUFU"
"KLF4",0.0970118646033129,-0.1,0.0560427807486631,-0.12,0.0971143671143671,-0.131640211640212,0.098290266483386,-0.0166666666666667,-0.0220430107526882,0.0930769230769231,0.0930769230769231,-0.0166666666666667,0.100429864253394,-0.1,-0.0454545454545455,-0.0321212121212121,0.0254545454545455,-0.0113875598086124,-0.00145454545454545,-0.00626755358462675,-0.00799145881604653,-0.0177382580939352,-0.0333333333333333,-0.0145275557527981,-0.0177382580939352,0.00736744952599448,-0.00468944865441706,0.000522611471282142,0.126604747162023,0.126604747162023,-0.000496878783590421,0.0333333333333333,0.0755013438871039,-0.00784313725490196,0.0333333333333333,-0.00784313725490196,0.0340130718954248,-0.180931370769267,0.0472555746140652,-0.10468071380384,0.0830138115852402,-0.106501044122995,4.73536230454305e-05,0.0544996180290298,0.0723478260869565,0.068,0.105714285714286,0.148461271313661,-0.0333333333333333,-0.0930769230769231,-0.0854545454545454,-0.0735685539445394,0.1,-0.04,0
"HEY1",0.0970118646033129,-0.1,0.0560427807486631,-0.12,0.0971143671143671,-0.131640211640212,0.098290266483386,-0.0166666666666667,-0.0220430107526882,0.0930769230769231,0.0930769230769231,-0.0166666666666667,0.100429864253394,-0.1,-0.0454545454545455,-0.0321212121212121,0.0254545454545455,-0.0113875598086124,-0.00145454545454545,-0.00626755358462675,-0.00799145881604653,-0.0177382580939352,-0.0333333333333333,-0.0145275557527981,-0.0177382580939352,0.00736744952599448,-0.00468944865441706,0.000522611471282142,0.126604747162023,0.126604747162023,-0.000496878783590421,0.0333333333333333,0.0755013438871039,-0.00784313725490196,0.0333333333333333,-0.00784313725490196,0.0340130718954248,-0.180931370769267,0.0472555746140652,-0.10468071380384,0.0830138115852402,-0.106501044122995,4.73536230454305e-05,0.0544996180290298,0.0723478260869565,0.068,0.105714285714286,0.148461271313661,-0.0333333333333333,-0.0930769230769231,-0.0854545454545454,-0.0735685539445394,0.1,-0.04,0
"ERK",0.232283156988937,-0.3375,0.143981413548545,-0.328409090909091,0.135781686949151,-0.36739451994309,0.23478053207476,-0.296566591663988,-0.297049683451428,0.214056499056499,0.214056499056499,-0.289377049180328,0.221427236130206,-0.209778341285465,0.13047619047619,0.156937749927722,-0.0336829836829837,-0.0592304289384581,0.161317311971518,0.162706980696953,-0.210737220121784,-0.0863329652803337,-0.0912280701754386,-0.0869066667663766,-0.0784382284382284,0.0792457639149472,-0.0801011112108211,-0.0774271128630309,0.213864457401935,0.213864457401935,-0.0681625392151708,-0.0333333333333333,0.187388400859128,0.067948717948718,0.0833333333333333,0.0758434547908232,0.0087360916258689,0.0348903311478187,-0.145709354291879,0.113716932431042,0.051502763544943,0.0214049117043287,0.0583994040077102,0.297607851234755,0.321662975368553,0.309200969289526,0.355467914438503,0.211623294381915,0.232,-0.214056499056499,-0.267314746881878,-0.14927389265718,0.3,-0.239655172413793,0.26
"cateninnuc",0.182173058783489,-0.220833333333333,0.0562496178071302,-0.254166666666667,0.128698553341341,-0.253291666666667,0.19566850131327,0.0118377852447703,0.00551970245609925,0.192880407880408,0.192880407880408,0.00624772313296903,0.193890508890509,-0.169372965903215,0.00457142857142857,0.0144299608437539,0.0615819209039548,0.0522795953225595,0.0276483516483516,0.0238186071319636,-0.0501607418968451,0.0127335225161312,0.0118881118881119,0.0171643936945752,0.01117340075053,-0.0314721230878202,-0.0801015549383991,0.019479554262163,0.219014825886085,0.219014825886085,0.0178927683394628,0.0272727272727273,0.210078202413013,-0.0242168790113996,-0.0118881118881119,-0.0257770007770008,0.116295272358169,-0.00343008947708922,0.0296366499531442,-0.201424007568943,0.210334737223075,0.0558351092173332,-0.0595523225952867,0.122479688018129,0.14414781216964,0.138008658008658,0.250166666666667,0.257202147579197,-0.0144444444444444,-0.192880407880408,-0.0727053140096618,-0.0622129205594238,0.233333333333333,-0.0615942028985507,-0.0444444444444444
"miR200",-0.15997856567996,-0.16,-0.171948051948052,-0.175789473684211,0.0358679483787518,-0.167218045112782,-0.138298269462765,-0.214630801687764,-0.215717758209503,-0.163149636433219,-0.163149636433219,-0.210833333333333,-0.169384050398306,-0.242028985507246,0.0333333333333333,0.0258380771663504,-0.196256157635468,-0.182463054187192,0.0274509803921569,0.0264194725151876,-0.174110620954208,-0.0716350275566442,-0.06,-0.0671361868218484,-0.0625915492957747,-0.0984908146416542,-0.0703180050036666,-0.0738822185678802,0.239305555555556,0.239305555555556,-0.0647893514935769,-0.1,0.105826765826766,0.064,0.06,0.0730434782608696,0.00662104766399245,0.179960864395669,0.124084461637653,0.110374462396105,0.137353198948291,0.0971260004137414,0.185287912944254,0.208418079096045,0.227021356450713,0.229215713817484,0.167218045112782,0.188798518554616,0.2375,0.163149636433219,0.162857142857143,0.178070500927644,0.1,0.142857142857143,0.2
"SMAD",-0.178162849403451,-0.238888888888889,-0.282049083699496,-0.234126984126984,0.11914824101512,-0.228009337068161,-0.0128913976274634,-0.285917431192661,-0.275136762047679,-0.118869695079302,-0.118869695079302,-0.285,-0.125119695079302,-0.244733256604389,0.0238095238095238,0.0240298401207993,-0.277142857142857,-0.282889983579639,0.016767270288397,0.0100856170132296,-0.276658706884513,0.0647432306255836,0.0542857142857143,0.062376880557741,0.0929181929181929,-0.0578762929240397,0.0574123415506488,0.0527432306255836,0.240044911751967,0.240044911751967,0.0821268260117181,0.04,0.165036954980503,-0.0698412698412698,-0.080952380952381,-0.0431746031746032,0.114386184479342,-0.0570086787790226,0.167088139603668,-0.0939369116644319,0.197883662576818,-0.0489514483371121,0.296382047071702,0.240118635106967,0.199270364338857,0.302603697672191,0.240009337068161,0.256587908256779,0.275,0.118869695079302,0.279723502304147,0.292626006776419,0.25,0.257142857142857,0.25
"GLI",-0.165863910271505,-0.1,-0.152251082251082,-0.105263157894737,0.125249889429456,-0.108611372180451,0.0387323518418909,-0.0531104547081991,-0.0428223888645777,0.020825236268208,0.020825236268208,-0.0490288220551378,0.0146866224068219,-0.252571428571429,-0.0666666666666667,-0.0600737367165474,-0.0874977895667551,-0.0949977895667551,-0.0632183908045977,-0.0697207955400768,-0.120127353024634,0.0622738001573564,0.05,0.0592957437310241,0.152675521821632,-0.0551846863687953,0.0543345960920522,0.050204834640115,0.249544034818228,0.249544034818228,0.0420372239492914,0.05,0.168612913624925,-0.130322580645161,-0.14,-0.0403225806451613,0.144395726891482,-0.0434399541916416,-0.0375615829598131,-0.0716862922705314,0.174269378420322,-0.0506185378108202,0.111188265757231,0.145321208691328,0.151917603181537,0.153539224803158,0.119548872180451,0.275359799621603,0.0279761904761905,-0.020825236268208,0.150952380952381,0.161643347444452,0.133333333333333,0.134285714285714,-0.00952380952380953
"Destcompl",0.273305026793322,-0.161904761904762,-0.0621307654094539,-0.174948240165631,0.156177519506981,-0.18369121132471,0.190651718681574,-0.311216609805139,-0.318760130114617,0.0922386034052568,0.0922386034052568,-0.302408319649699,0.0939654479892442,-0.259994280801943,0.192244897959184,0.203569761843031,0.108303956130043,0.106130043086565,0.206727656579873,0.209382569724805,0.1541944932975,-0.270145034773945,-0.26031746031746,-0.270211483352968,-0.269608115410367,-0.123711027418332,-0.269395573103095,-0.266786825818721,0.25417562368765,0.25417562368765,-0.265712011514263,-0.238888888888889,0.256854845988255,0.261687323331159,0.26031746031746,0.261687323331159,-0.0102458164567842,-0.116087289922822,0.0370682897484484,0.325790038686007,0.255123872211853,-0.290214305244853,-0.106731245491374,0.255425258502182,0.254252297410192,0.25015873015873,0.177650942868334,0.156473368379387,0.288122605363985,-0.0922386034052568,0.0517482517482517,0.0612868835529139,0.133333333333333,0.0487179487179487,0.277777777777778
"AXIN2",0.344876616010483,-0.166666666666667,-0.0454038446926525,-0.197101449275362,0.195977737734111,-0.224830917874396,0.363904819075676,-0.339377289377289,-0.352819912328109,0.15431991556559,0.15431991556559,-0.317948717948718,0.152220178032782,-0.298454957286749,0.224583333333333,0.24896878072763,0.169473684210526,0.169473684210526,0.235694444444444,0.251939077757333,0.200467822424344,-0.316217588879979,-0.286666666666667,-0.325790038686007,-0.316217588879979,-0.173895322559624,-0.328340838513072,-0.324734939037707,0.298091634597016,0.298091634597016,-0.324393689508909,-0.266666666666667,0.309131693588361,0.307596899224806,0.286666666666667,0.307596899224806,-0.0162756820971831,-0.15698730035776,0.0313924660348223,0.681093358040951,0.300071881523494,-0.334291630614274,-0.168122332859175,0.285818577197888,0.289596273291925,0.27888198757764,0.215942028985507,0.202500037043363,0.284615384615385,-0.15431991556559,0.0388617886178862,0.0543693619340318,0.133333333333333,0.0266666666666667,0.2
"ZEB1",-0.150500237582308,-0.253333333333333,-0.237176470588235,-0.25859649122807,0.153983171241412,-0.256793212539546,-0.118763825178793,-0.342669340463458,-0.342313468577337,-0.16120857870613,-0.16120857870613,-0.346590909090909,-0.163255822800618,-0.30457037763937,0.0616858237547893,0.0562565586918892,-0.270833333333333,-0.27671568627451,0.0486423454939197,0.0479888421564562,-0.277387867603823,0.00917485192951477,0.00769230769230769,0.0109331261611933,0.0176159206647012,-0.0756563610896201,0.0122051418167706,0.00986929637395922,0.298556518444075,0.298556518444075,0.0193341337231204,0,0.197685642856566,-0.0118466898954704,-0.0142857142857143,-0.00525328330206379,0.0929198759010295,0.116130095339882,0.1717738791423,0.0914716372195327,0.232028938179809,0.0324900643241549,0.280021471398477,0.346823496020387,0.375562203379653,0.37748528030273,0.266793212539546,0.262316045985869,0.3375,0.16120857870613,0.236,0.247308629178544,0.233333333333333,0.2,0.325
"TrCP",-0.0880573593073593,-0.175,-0.353603537214444,-0.1875,0.153457989871845,-0.195589668615984,0.0574044724536098,-0.241392160209364,-0.230392160209365,-0.0587717200701419,-0.0587717200701419,-0.242626728110599,-0.0660444473428692,-0.311235493104346,0.080952380952381,0.091380188439012,-0.18974358974359,-0.20974358974359,0.0868347338935574,0.0793583305155147,-0.20261460463531,0.0652152152152152,0.05,0.0608624466050209,0.0673489278752437,-0.0632701281902058,0.0572762397084691,0.0523439280865023,0.308129497007443,0.308129497007443,0.0561294156801217,0.05,0.285412969959056,-0.0462962962962963,-0.05,-0.0462962962962963,0.200565687935253,-0.0551460987821474,0.212486248624862,-0.074513740434365,0.311321330603099,-0.058060470942383,0.222930402930403,0.243981685627774,0.262440689537464,0.260505205666496,0.208552631578947,0.392631003620961,0.207142857142857,0.0587717200701419,0.341739130434783,0.366936870547777,0.2,0.32,0.157142857142857
"LIV1",-0.0880573593073593,-0.175,-0.353603537214444,-0.1875,0.153457989871845,-0.195589668615984,0.0574044724536098,-0.241392160209364,-0.230392160209365,-0.0587717200701419,-0.0587717200701419,-0.242626728110599,-0.0660444473428692,-0.311235493104346,0.080952380952381,0.091380188439012,-0.18974358974359,-0.20974358974359,0.0868347338935574,0.0793583305155147,-0.20261460463531,0.0652152152152152,0.05,0.0608624466050209,0.0673489278752437,-0.0632701281902058,0.0572762397084691,0.0523439280865023,0.308129497007443,0.308129497007443,0.0561294156801217,0.05,0.285412969959056,-0.0462962962962963,-0.05,-0.0462962962962963,0.200565687935253,-0.0551460987821474,0.212486248624862,-0.074513740434365,0.311321330603099,-0.058060470942383,0.222930402930403,0.243981685627774,0.262440689537464,0.260505205666496,0.208552631578947,0.392631003620961,0.207142857142857,0.0587717200701419,0.341739130434783,0.366936870547777,0.2,0.32,0.157142857142857
"EGR1",-0.0880573593073593,-0.175,-0.353603537214444,-0.1875,0.153457989871845,-0.195589668615984,0.0574044724536098,-0.241392160209364,-0.230392160209365,-0.0587717200701419,-0.0587717200701419,-0.242626728110599,-0.0660444473428692,-0.311235493104346,0.080952380952381,0.091380188439012,-0.18974358974359,-0.20974358974359,0.0868347338935574,0.0793583305155147,-0.20261460463531,0.0652152152152152,0.05,0.0608624466050209,0.0673489278752437,-0.0632701281902058,0.0572762397084691,0.0523439280865023,0.308129497007443,0.308129497007443,0.0561294156801217,0.05,0.285412969959056,-0.0462962962962963,-0.05,-0.0462962962962963,0.200565687935253,-0.0551460987821474,0.212486248624862,-0.074513740434365,0.311321330603099,-0.058060470942383,0.222930402930403,0.243981685627774,0.262440689537464,0.260505205666496,0.208552631578947,0.392631003620961,0.207142857142857,0.0587717200701419,0.341739130434783,0.366936870547777,0.2,0.32,0.157142857142857
"SNAI1",-0.0871992734987785,-0.1875,-0.366936870547777,-0.208552631578947,0.15509103502074,-0.196978557504873,0.05537596368168,-0.230392160209365,-0.23602322817053,-0.0660444473428692,-0.0660444473428692,-0.241392160209364,-0.0660444473428692,-0.307808701827087,0.0868347338935574,0.0793583305155147,-0.20974358974359,-0.222930402930403,0.091380188439012,0.0872212337413212,-0.208732251694134,0.0523439280865023,0.0462962962962963,0.0572762397084691,0.0561294156801217,-0.0663877949686168,0.061303085346053,0.0608624466050209,0.30849850069748,0.30849850069748,0.0639904760091894,0.05,0.180252827610302,-0.0673489278752437,-0.0462962962962963,-0.0652152152152152,0.206822098191663,-0.0505675347863097,0.222674927870146,-0.0782433441639687,0.316342251105191,-0.0625164294916058,0.214358974358974,0.243981685627774,0.259611661247181,0.262440689537464,0.195589668615984,0.38996264275692,0.242626728110599,0.0660444473428692,0.353603537214444,0.364246287588136,0.175,0.341739130434783,0.207142857142857
"cfos",-0.080784632034632,-0.2,-0.341739130434783,-0.175,0.157011289364231,-0.208552631578947,0.0571037205739106,-0.242626728110599,-0.241392160209364,-0.0648692810457516,-0.0648692810457516,-0.207142857142857,-0.0587717200701419,-0.30631746031746,0.0857142857142857,0.0868347338935574,-0.166666666666667,-0.18974358974359,0.080952380952381,0.091380188439012,-0.212430555555556,0.0462962962962963,0.05,0.0523439280865023,0.0462962962962963,-0.0697800739406579,0.0608624466050209,0.0652152152152152,0.311666474499404,0.311666474499404,0.0673489278752437,0.1,0.281355690722779,-0.05,-0.05,-0.05,0.210891774891775,-0.049817379058964,0.205555555555556,-0.0789162561576355,0.316293706293706,-0.0659359288178409,0.20974358974359,0.245452273863069,0.260505205666496,0.265343915343915,0.1875,0.392631003620961,0.157142857142857,0.0648692810457516,0.32,0.353603537214444,0.1,0.36,0.2
"Csl",-0.0361160613293567,-0.188888888888889,-0.324761904761905,-0.2,0.158921070617772,-0.207751937984496,0.0700110796805939,-0.238634262638058,-0.229151504017368,-0.0120208726805428,-0.0120208726805428,-0.233257918552036,-0.0201091079746605,-0.320741890959282,0.0786666666666667,0.0862688856927608,-0.179723502304147,-0.190249818093621,0.0754408602150538,0.0710761419285884,-0.193998374234301,0.0556177156177156,0.0476923076923077,0.0507446824349769,0.0572719753364915,-0.0675527122814512,0.0451986561342336,0.0405156748013891,0.317882848017366,0.317882848017366,0.0435622979171366,0.04,0.304486334921118,-0.0325407925407925,-0.0476923076923077,-0.0325407925407925,0.193734184869614,-0.0724723809710387,0.198659898082234,-0.0819929769776983,0.321905506797954,-0.061791299013341,0.207522545366348,0.35267995715566,0.269767043508051,0.269767043508051,0.22093023255814,0.401002625744402,0.203846153846154,0.0120208726805428,0.321904761904762,0.341066252587992,0.2,0.293333333333333,0.15
"Jagged",-0.0172413793103448,0,-0.26,-0.1,0.160606060606061,-0.188888888888889,0.0709034749034749,-0.15,-0.203846153846154,0.0133333333333333,0.0133333333333333,-0.2,0.00424242424242424,-0.305555555555556,0,0.0666666666666667,0,-0.1,0.1,0.0786666666666667,-0.178354978354978,0.04,0,0.0325407925407925,0.04,-0.0770990447461036,0.0556177156177156,0.0476923076923077,0.318599033816425,0.318599033816425,0.0476923076923077,0,0.3,-0.1,0,-0.1,0.204,-0.0647719298245614,0.2,-0.0857142857142857,0.307692307692308,-0.0825644777757454,0.0571428571428571,0.316666666666667,0.269047619047619,0.216666666666667,0.2,0.4,0.1,-0.0133333333333333,0.2,0.293333333333333,0,0.1,0
"DELTA",-0.0172413793103448,0,-0.26,-0.1,0.160606060606061,-0.188888888888889,0.0709034749034749,-0.15,-0.203846153846154,0.0133333333333333,0.0133333333333333,-0.2,0.00424242424242424,-0.305555555555556,0,0.0666666666666667,0,-0.1,0.1,0.0786666666666667,-0.178354978354978,0.04,0,0.0325407925407925,0.04,-0.0770990447461036,0.0556177156177156,0.0476923076923077,0.318599033816425,0.318599033816425,0.0476923076923077,0,0.3,-0.1,0,-0.1,0.204,-0.0647719298245614,0.2,-0.0857142857142857,0.307692307692308,-0.0825644777757454,0.0571428571428571,0.316666666666667,0.269047619047619,0.216666666666667,0.2,0.4,0.1,-0.0133333333333333,0.2,0.293333333333333,0,0.1,0
"STAT",0.0543747218513574,-0.2,-0.293333333333333,-0.18,0.165003038669447,-0.202760290556901,0.115038799600315,-0.197868217054264,-0.196983261302051,0.0619313482216708,0.0619313482216708,-0.158333333333333,0.0611850795649544,-0.217340067340067,0.0272727272727273,0.0269437799043062,-0.115686274509804,-0.118388977212507,0.00852272727272727,0.0187312195178328,-0.167984715572176,0.0743506493506494,0.0857142857142857,0.0753374648485059,0.0743506493506494,-0.0294760679168222,0.0754566543598289,0.0769147519147519,0.32073695535234,0.32073695535234,0.0785523300229183,0.2,0.285622802874973,-0.0607142857142857,-0.0857142857142857,-0.0607142857142857,0.265870852452562,-0.182822624043856,0.224055829228243,-0.123479657597305,0.301311132561133,-0.104047164495109,0.144602569445516,0.254,0.265164639902271,0.272061191626409,0.194285714285714,0.376951601908657,0.125,-0.0619313482216708,0.293333333333333,0.311612903225806,0.1,0.233333333333333,0.15
"NOTCHic",-0.0286050156739812,-0.2,-0.321904761904762,-0.188888888888889,0.163496234016465,-0.22093023255814,0.0689751259938176,-0.233257918552036,-0.238634262638058,-0.0203952569169961,-0.0203952569169961,-0.203846153846154,-0.0120208726805428,-0.315027605244997,0.0666666666666667,0.0754408602150538,-0.0571428571428571,-0.179723502304147,0.0786666666666667,0.0862688856927608,-0.203373374234301,0.0325407925407925,0.04,0.0405156748013891,0.0325407925407925,-0.0746369777549785,0.0507446824349769,0.0556177156177156,0.322302737520129,0.322302737520129,0.0572719753364915,0.1,0.296581196581197,-0.0476923076923077,-0.04,-0.0476923076923077,0.20660100202537,-0.0654956367849922,0.197846889952153,-0.0873914345612459,0.327896290208092,-0.0721888525301606,0.190249818093621,0.348104793756968,0.269767043508051,0.269047619047619,0.2,0.400427913100724,0.15,0.0203952569169961,0.293333333333333,0.324761904761905,0.1,0.26,0.2
"FUS",0.158601409846661,-0.15,-0.0735198135198135,-0.221428571428571,0.180012413537918,-0.224505494505495,0.196810723933454,0.0608333333333334,0.0477020202020202,0.204561717352415,0.204561717352415,0.0941666666666667,0.201504948793463,-0.303415300546448,0,0.00878378378378378,0.00909090909090909,-0.00590909090909091,0.025,0.0258050603795285,-0.161913686492,0.0455555555555556,0.05,0.0500960329626656,0.138888888888889,-0.0346359878110017,0.0509112503539699,0.0523516720604099,0.325436726629926,0.325436726629926,0.14465811965812,0.1,0.273196533634756,-0.15,-0.15,-0.0566666666666667,0.161866224092895,0.0216116717790399,-0.0331983805668016,-0.214014421360748,0.278638520700376,0.0912444373681332,0.015,0.200589265806657,0.20826420890937,0.207619047619048,0.201428571428571,0.369183303085299,-0.106666666666667,-0.204561717352415,0.0523076923076923,0.0700715376577446,0.1,0.06,-0.0666666666666667
"SUFU",0.153717091080594,-0.221428571428571,-0.0700715376577446,-0.201428571428571,0.177410183054647,-0.226518917324286,0.1961196021897,0.0477020202020202,0.0496325221325222,0.201504948793463,0.201504948793463,0.0608333333333334,0.19992267031245,-0.310002126893754,0.025,0.0258050603795285,-0.00590909090909091,-0.015,0.00878378378378378,0.0177182753696665,-0.160726038035943,0.0523516720604099,0.0566666666666667,0.0509112503539699,0.14465811965812,-0.036547655576328,0.0521900227324865,0.0500960329626656,0.325919818417366,0.325919818417366,0.14279938359864,0.05,0.275751899903922,-0.138888888888889,-0.15,-0.0455555555555556,0.156711584917637,0.0217146583907804,-0.0394920868605079,-0.213311845248336,0.275781377843234,0.0913808630161551,0.0237301587301587,0.201794085083766,0.208033262027153,0.20826420890937,0.224505494505495,0.370920275790014,-0.0941666666666667,-0.201504948793463,0.0735198135198135,0.0815608993598722,0.15,0.0523076923076923,-0.106666666666667
"AKT",0.320885894272991,-0.166666666666667,-0.0624558019929283,-0.16078431372549,0.180585277571777,-0.30010055304173,0.288782844063871,-0.265598290598291,-0.27401934322987,0.214549487042638,0.214549487042638,-0.246153846153846,0.218163944873963,-0.329841430499325,0.144117647058824,0.16418268770923,0.0826923076923077,0.073014888337469,0.160117647058824,0.170527098585363,-0.108105030788893,-0.148450390189521,-0.133333333333333,-0.150887340506953,-0.148450390189521,-0.0759543808339144,-0.147348878968492,-0.144495587929634,0.333592959690674,0.333592959690674,-0.143422457228627,-0.1,0.315347154117177,0.13768115942029,0.133333333333333,0.13768115942029,0.136790704476594,-0.127272897122491,0.0895726495726496,0.194757435104006,0.300139821815014,-0.140059215238491,-0.0681368395569812,0.291823545343027,0.294415896459594,0.286671788715486,0.188989441930618,0.388885139678464,0.2,-0.214549487042638,0.0509803921568627,0.0649874475625486,0.1,0.0333333333333333,0.2
"Frizzled",0.301551724137931,-0.2,-0.0709803921568627,-0.26,0.183683712121212,-0.285,0.268994454272492,-0.270995670995671,-0.290350509705348,0.175905673274094,0.175905673274094,-0.209090909090909,0.165669452801653,-0.343697478991597,0.166666666666667,0.181739130434783,0.0571428571428571,0.0654761904761905,0.16,0.17888198757764,-0.114006981580511,-0.144736842105263,-0.1,-0.148166359607628,-0.144736842105263,-0.0802956053518982,-0.156261597702866,-0.155451127819549,0.346557381706607,0.346557381706607,-0.155451127819549,-0.1,0.35315734989648,0.15,0.2,0.15,0.145686274509804,-0.102510098084449,0.103030303030303,0.203749119097956,0.308809523809524,-0.118547888081786,-0.0439075630252101,0.316890343698854,0.317116494556182,0.310574438481415,0.26,0.405438282647585,0.2,-0.175905673274094,0.0533333333333333,0.0894989106753813,0.1,0.0333333333333333,0.1
"DSH",0.300855668453476,-0.26,-0.0894989106753813,-0.26,0.187342248706578,-0.29764367816092,0.26746773671524,-0.290350509705348,-0.298325969828048,0.165669452801653,0.165669452801653,-0.270995670995671,0.169871133473922,-0.348551847923635,0.16,0.17888198757764,0.0654761904761905,0.0439075630252101,0.181739130434783,0.187592788971368,-0.120983725766557,-0.155451127819549,-0.15,-0.156261597702866,-0.155451127819549,-0.0853014260736677,-0.151720190757185,-0.148166359607628,0.352069192730229,0.352069192730229,-0.146954395793405,-0.1,0.350548654244306,0.144736842105263,0.15,0.144736842105263,0.152778473091364,-0.0989104492696992,0.12010347376201,0.203327178169686,0.319299034299034,-0.126203954041739,-0.0376138567315038,0.320399115628679,0.323531588895804,0.317116494556182,0.285,0.407602784812087,0.209090909090909,-0.165669452801653,0.0709803921568627,0.0917545497731256,0.2,0.0533333333333333,0.2
"GSK3",0.197860660134009,-0.26,-0.0917545497731256,-0.285,0.186287149058278,-0.295079575596817,0.26855967049474,-0.298325969828048,-0.299282907627091,0.169871133473922,0.169871133473922,-0.290350509705348,0.164408948599973,-0.355422076931269,0.181739130434783,0.187592788971368,0.0439075630252101,0.0376138567315038,0.17888198757764,0.182208173586753,-0.11850197394174,-0.148166359607628,-0.144736842105263,-0.151720190757185,-0.146954395793405,-0.0825404252108549,-0.154549138125606,-0.156261597702866,0.352514957960541,0.352514957960541,-0.154029867491518,-0.15,0.354424623236555,0.155451127819549,0.144736842105263,0.155451127819549,0.147272711247574,-0.102170245120868,0.12056859004108,0.208350009219915,0.31954966086545,-0.122136756871094,-0.0295619086795557,0.326973510092347,0.325780464458023,0.323531588895804,0.29764367816092,0.409357170776999,0.270995670995671,-0.169871133473922,0.0894989106753813,0.103686367954944,0.26,0.0709803921568627,0.209090909090909
