"","PAK1","CDC42","EGR1","miR200","SOSGRB2","SMO","FUS","SHH","ILK","Patched","Csl","KLF4","AKT","SUFU","RAF","DELTA","RAS","Wnt","LIV1","GLI","cMet","SNAI2","SRC","TCFLEF","CD44","ZEB2","STAT","Ecadherin","GSK3","DSH","ZEB1","cateninnuc","cateninmemb","AXIN2","Frizzled","RKIP","PI3K","Csn","Destcompl","HEY1","NFB","SMAD","IKK","SNAI1","Jagged","NOTCH","TrCP","TWIST1","NOTCHic","ERK","MEK","cfos","TGF","TGFR","FOXC2"
"FUS",-0.353333333333333,-0.353333333333333,-0.16,-0.215791452562978,-0.0993252361673414,-0.171666666666667,-0.146666666666667,-0.170656565656566,0.0750793650793651,-0.171666666666667,0.096969696969697,-0.000364298724954464,-0.0152967032967033,-0.0666666666666667,-0.0362254025044723,-0.0362254025044723,-0.0270550968276164,0.306944444444444,0.1,0.314636752136752,0.214444444444444,0.0594198099719056,0.22,0.230701105514596,0.223182308522114,0.00756992825205365,0.2,0.109113369814374,-0.266031478019659,-0.3,-0.00756992825205365,-0.2315163229059,0.0958531348544681,-0.0795744984650532,-0.3125,0.19008018327606,0.0362254025044723,0.05,-0.272189496691279,-0.0689122471731167,0.00714285714285715,-0.0744342037890425,0.0191428571428571,0.22069385270846,-0.207358959648116,-0.096969696969697,0.1,-0.00216439106183485,-0.096969696969697,0.164662004662005,0.163512579374648,0.167692307692308,0.365696760590378,0.361441441441441,0.218475499092559
"ERK",-0.0104761904761905,-0.0188874054294615,-0.0910344827586207,-0.00767629358597574,0.039164123901988,-0.0923060109289618,-0.0906666666666667,-0.0931016915200388,-0.0673614792427236,-0.0916524161577199,-0.113325563325563,-0.00248462402544682,-0.129214927004997,-0.0866666666666667,-0.0515451215451215,-0.0515451215451215,-0.0527552425572227,0.128228438228438,0.133333333333333,0.126975305396358,0.132965280333701,0.104259255958382,0.128070175438597,0.130068868214553,0.131184109850241,0.00790360602342211,0.128070175438597,0.110274067198156,-0.15219245829716,-0.123333333333333,-0.00790360602342211,-0.131666090436775,-0.0590159544096445,-0.0981510006455978,-0.123333333333333,0.0643360510895459,0.0515451215451215,0.132142857142857,-0.243984466858994,0.0539297627185748,0.123051948051948,0.066145673771599,0.121875477463713,0.0523940404265357,0.0365650180991398,0.115088711110508,0.157142857142857,-0.107906258662969,0.112595636318264,-0.00517119100024456,-0.0132491854292139,0.0931621423330888,0.0149550239423355,0.017427551414863,0.00314956866681005
"RKIP",0.0333333333333333,0.0133333333333333,-0.01,-0.0198408962691543,0.0452698412698413,-0.0866666666666667,-0.0666666666666667,-0.0923060109289618,-0.0687205819426615,-0.0906666666666667,-0.144444444444444,-0.0200860832137733,-0.123051948051948,-0.1,-0.0733766233766234,-0.0733766233766234,-0.0588467088467088,0.123333333333333,0,0.123333333333333,0.128070175438597,0.103313224922772,0.133333333333333,0.132965280333701,0.128070175438597,0.00808608321377332,0.1,0.106635957274486,-0.150039401103231,-0.1,-0.00808608321377332,-0.131184109850241,-0.0572680243268479,-0.0975621190811064,-0.133333333333333,0.0766106442577031,0.0733766233766234,0.2,-0.241688243241548,0.048586914440573,0.157142857142857,0.0677304829327605,0.132142857142857,0.0549047241872195,0.0389400921658986,0.113325563325563,0.2,-0.101440879382056,0.117171717171717,0.0910344827586207,0.0931621423330888,0.06,0.0188874054294615,0.0104761904761905,0.00922487474211612
"SMO",-0.333333333333333,-0.353333333333333,-0.1,-0.208860759493671,-0.107017543859649,-0.146666666666667,-0.0666666666666667,-0.171666666666667,0.0766666666666667,-0.171666666666667,0.0333333333333333,0.0111111111111111,-0.0191428571428571,-0.1,-0.0269230769230769,-0.0269230769230769,-0.0362254025044723,0.3125,0.1,0.306944444444444,0.22,0.0595993431855501,0.2,0.223182308522114,0.214444444444444,0.011864406779661,0.1,0.109387342417113,-0.263021444574843,-0.2,-0.011864406779661,-0.230701105514596,0.0923149598079132,-0.0727422003284072,-0.3,0.191111111111111,0.0269230769230769,0.1,-0.267955920048943,-0.0732600732600732,0.05,-0.0750793650793651,0.00714285714285715,0.22258064516129,-0.202539682539683,-0.096969696969697,0,0.00359477124183007,-0.096969696969697,0.167692307692308,0.164662004662005,0.16,0.361441441441441,0.353333333333333,0.211896551724138
"Csn",-0.143181818181818,-0.150644504748982,-0.0366666666666667,-0.0480565373769265,-0.0136792344056267,-0.0112554112554113,-0.0142857142857143,-0.0161205619693192,0.0120496894409938,-0.0144812177070242,-0.052020202020202,-0.0132773109243698,-0.0673333333333333,-0.0142857142857143,-0.00905312522013908,-0.00905312522013908,-0.0100128181184116,0.149702257305082,0.133333333333333,0.149265576082375,0.149702257305082,0.0369163512914746,0.14367816091954,0.149900899677358,0.149257812860638,0.0175913978494624,0.133333333333333,0.0318735127996432,-0.16613088810091,-0.133333333333333,-0.0175913978494624,-0.151524471535446,0.0359247362705068,-0.107379308309726,-0.14367816091954,0.144044924797658,0.00905312522013908,0.08,-0.255634709825816,-0.0144047619047619,0.0716666666666667,-0.0123067588497341,0.0633333333333333,0.151259876445616,-0.0462161753590325,0.0429292929292929,0.18,0.0097833878759545,0.0429292929292929,0.0561471861471862,0.0519805194805195,0.0548484848484849,0.150883168233469,0.150644504748982,0.135613416145948
"Jagged",0.2,0.2,0.1,0.0872727272727273,0.04,-0.0333333333333333,0,-0.000641025641025639,-0.0333333333333333,-0.00833333333333333,-0.1,-0.0166666666666667,-0.0222222222222222,0,-0.0333333333333333,-0.0333333333333333,-0.00606060606060606,-0.12,0,-0.0969230769230769,-0.12,-0.0065359477124183,-0.1,-0.124195804195804,-0.0969230769230769,0.0210144927536232,0,-0.0825964912280702,0.0632183908045977,0,-0.0210144927536232,0.140679320679321,0.0457252606548381,0.0757142857142857,0.1,-0.041025641025641,0.0333333333333333,0,0.154965250965251,-0.0666666666666667,0,0.0285714285714286,0.0333333333333333,-0.0916666666666667,0.0548051948051948,0.16,0,-0.045,0.16,-0.18,-0.146666666666667,-0.2,-0.192888888888889,-0.188888888888889,-0.157142857142857
"DELTA",0.2,0.2,0.1,0.0872727272727273,0.04,-0.0333333333333333,0,-0.000641025641025639,-0.0333333333333333,-0.00833333333333333,-0.1,-0.0166666666666667,-0.0222222222222222,0,-0.0333333333333333,-0.0333333333333333,-0.00606060606060606,-0.12,0,-0.0969230769230769,-0.12,-0.0065359477124183,-0.1,-0.124195804195804,-0.0969230769230769,0.0210144927536232,0,-0.0825964912280702,0.0632183908045977,0,-0.0210144927536232,0.140679320679321,0.0457252606548381,0.0757142857142857,0.1,-0.041025641025641,0.0333333333333333,0,0.154965250965251,-0.0666666666666667,0,0.0285714285714286,0.0333333333333333,-0.0916666666666667,0.0548051948051948,0.16,0,-0.045,0.16,-0.18,-0.146666666666667,-0.2,-0.192888888888889,-0.188888888888889,-0.157142857142857
"LIV1",0.180952380952381,0.178991596638655,0.16,0.0653961661575875,0.0506050605060506,-0.022273425499232,-0.019047619047619,-0.00963145019058997,-0.0285714285714286,-0.01363145019059,-0.0423076923076923,-0.0436736924277908,-0.0274853801169591,-0.019047619047619,-0.00579467559381476,-0.00579467559381476,0.00284168804254888,-0.1164522417154,-0.1,-0.10815955878857,-0.116736736736737,0.000414325272497683,-0.105925925925926,-0.108566586388369,-0.107825845647628,0.0318804190704567,-0.08,-0.0913418646419459,0.0220995670995671,0.08,-0.0318804190704567,0.1131183105263,0.0606570377323009,0.0867205750224618,0.105925925925926,-0.0303013561024611,0.00579467559381476,0.0333333333333333,0.135637693819611,0.0255372313843078,0.0333333333333333,0.0292165898617512,0.0385964912280702,-0.0712775630560592,0.0521174164962508,0.053956043956044,0.0333333333333333,-0.0459856954639563,0.0561538461538462,-0.152041267501842,-0.144041267501842,-0.14695652173913,-0.178693534045511,-0.175961293608352,-0.153436802811957
"NOTCH",0.2,0.188888888888889,0.2,0.0872727272727273,0.0347368421052632,-0.00833333333333333,-0.0333333333333333,-0.00652337858220211,-0.0285714285714286,-0.000641025641025639,-0.16,-0.0210144927536232,-0.0222222222222222,0,-0.00606060606060606,-0.00606060606060606,-0.0277997364953887,-0.0969230769230769,0,-0.124195804195804,-0.0969230769230769,-0.00494864612511671,-0.12,-0.140679320679321,-0.124195804195804,0.0321256038647343,-0.1,-0.0882416525183927,0.0723092998955068,0.1,-0.0321256038647343,0.133740545169117,0.0294948941626915,0.0964690026954178,0.12,-0.0513704686118479,0.00606060606060606,0,0.164311045357774,-0.0710144927536232,0.0333333333333333,0.0285714285714286,0.0222222222222222,-0.0870512820512821,0.0696200096200096,0.0503225806451613,0,-0.033135593220339,0.16,-0.146666666666667,-0.13952380952381,-0.18,-0.199340501792115,-0.192888888888889,-0.171428571428571
"NOTCHic",0.188888888888889,0.192888888888889,0.18,0.0786022070415134,0.0483732057416268,-0.000641025641025639,-0.00833333333333333,0.0031540407726366,-0.0285714285714286,-0.00652337858220211,-0.16,-0.0353002070393375,-0.0338501291989664,-0.0333333333333333,-0.0277997364953887,-0.0277997364953887,-0.0322332340323345,-0.124195804195804,-0.1,-0.140324836453869,-0.124195804195804,-0.00314503891068786,-0.0969230769230769,-0.133740545169117,-0.140679320679321,0.0343478260869565,-0.12,-0.0954392022886837,0.0822266552674076,0.12,-0.0343478260869565,0.134198560436292,0.0357829266170526,0.0992467804731956,0.0969230769230769,-0.0499620179076226,0.0277997364953887,0.0333333333333333,0.165311045357774,-0.0756298773690078,0.0222222222222222,0.0307297019527235,0.0222222222222222,-0.0971041921041921,0.0795537844544467,0.0687436332767402,0,-0.0211859076857478,0.0503225806451613,-0.13952380952381,-0.150952380952381,-0.146666666666667,-0.198703559116955,-0.199340501792115,-0.163364055299539
"RAS",-0.1,-0.08,-0.12,-0.0473538461538461,-0.0614718614718615,0.1,0.1,0.109084745762712,0.0813852813852814,0.104,0.05,-0.0432142857142857,0.03,0.1,0.0858974358974359,0.0858974358974359,-0.017948717948718,-0.179411764705882,0,-0.187745098039216,-0.179411764705882,-0.0813681810701903,-0.15,-0.183896216424377,-0.190050062578223,0.038059646539028,-0.1,-0.0542297762319684,0.105129198966408,0.1,-0.038059646539028,0.186445791495198,-0.0278837234300651,0.139631093544137,0.15,0.0330062893081761,-0.0858974358974359,-0.1,0.262720010975825,-0.0687747035573122,-0.0666666666666667,-0.083426097711812,-0.0466666666666667,-0.0166470009832842,-0.0230120244431303,-0.00292949354518371,0,0.0880523731587562,-0.0236842105263158,0.0331578947368421,0.00766769865841073,0.07,0.0416191030867793,0.0564705882352941,0.056984126984127
"cfos",0.185714285714286,0.180952380952381,0.08,0.0598124098124098,0.0555555555555556,-0.019047619047619,-0.019047619047619,-0.01363145019059,-0.0285714285714286,-0.022273425499232,-0.05,-0.046952380952381,-0.0385964912280702,-0.0333333333333333,-0.00457516339869281,-0.00457516339869281,-0.00579467559381476,-0.105925925925926,-0.1,-0.1164522417154,-0.105925925925926,0.00222264353651215,-0.08,-0.107825845647628,-0.116736736736737,0.0418482647296207,-0.1,-0.0925183352301811,0.0220995670995671,0.1,-0.0418482647296207,0.108566586388369,0.0577266348018979,0.0923809523809524,0.08,-0.0209090909090909,0.00457516339869281,0.0333333333333333,0.136690325398559,0.0255372313843078,0.0333333333333333,0.0285714285714286,0.0333333333333333,-0.0653109759438873,0.0576388888888889,0.0561538461538462,0,-0.0372900432900433,0.0423076923076923,-0.14695652173913,-0.152041267501842,-0.16,-0.175961293608352,-0.178991596638655,-0.152747147639544
"miR200",0.0125,0.0262254901960784,-0.0142857142857143,-0.0498978451950495,-0.0192101869761444,0.0258333333333333,0.0325,0.0274706475875986,-0.00265486725663717,0.022035864978903,-0.0239408866995074,-0.0428743961352657,0.00909065115619237,0.02,-0.0977458859548412,-0.0977458859548412,-0.0974965093962377,-0.18630985915493,-0.2,-0.194002166847237,-0.18526638089406,-0.113725833595113,-0.16695652173913,-0.187972819274656,-0.193131549433386,0.0427732974910394,-0.18,-0.182365697921266,0.140415330456348,0.18,-0.0427732974910394,0.18721524351708,0.0615772085601369,0.122756820159673,0.168,-0.0407420391469471,0.0977458859548412,-0.02,0.205775346244722,-2.82485875706215e-05,-0.0252631578947368,0.00484922462340833,-0.0109774436090226,-0.0482567432567433,0.0542651802125789,0.0358637388327628,0,0.111442218313384,0.0273891625615764,-0.0038961038961039,-0.00865800865800866,0.0142857142857143,-0.0277071106011797,-0.0294512966476913,-0.00206221962319523
"SRC",0.0888888888888889,0.0763888888888889,0.0666666666666667,0.0765539452495974,0.0414285714285714,-0.0166666666666667,-0.0166666666666667,-0.0159041394335512,-0.00526315789473684,-0.012962962962963,-0.04,0.0494832041343669,-0.0576923076923077,0.0333333333333333,0.00418856904463913,0.00418856904463913,0.0011582660143361,0.085,0.2,0.0768032786885246,0.085,0.00154247561279224,0.075,0.0694862055177929,0.0768032786885246,0.051287810721773,0.2,0.00982959850606909,-0.157229437229437,-0.1,-0.051287810721773,-0.0750790466811039,-0.0208685077084269,-0.0585575247566833,-0.075,0.101433691756272,-0.00418856904463913,0.05,0.0345512820512821,-0.00574313141343926,0.05,0.00436225699383594,0.0576923076923077,0.0190797379618782,-0.0154769466007998,0.0507142857142857,0.1,-0.0519072881141847,0.0542857142857143,-0.0686868686868687,-0.0668000762340385,-0.0575757575757576,-0.070501443001443,-0.0668650793650794,-0.074733893557423
"GSK3",0.0202898550724638,0.0193374741200828,-0.00274509803921568,0.0252242824154102,0.0598886196050121,-0.042598799050412,-0.0361471861471861,-0.0383659637552583,-0.0108923952047473,-0.0407583082528659,-0.0383053221288515,-0.055400694332428,-0.0680032419687592,-0.0409090909090909,-0.0162163588262416,-0.0162163588262416,-0.0118045941203592,0.116862007961079,0.1,0.121578989093155,0.116784096001593,0.0559386286348116,0.122744360902256,0.124070276724996,0.122022191239689,0.0539720433596841,0.126315789473684,-0.0312810584394665,-0.263036209074309,-0.126315789473684,-0.0539720433596841,-0.123083434619733,0.074387906923382,-0.0846535171581042,-0.122744360902256,0.099797045060203,0.0162163588262416,0.0741666666666667,-0.233946741220931,0.00636032001182712,0.0616666666666667,0.0113421703171911,0.0697126436781609,0.0864572198950359,-0.037212474304187,0.0458977297212591,0.0866666666666667,-0.0584435295353873,0.0445990284225578,0.00188182875489377,0.00188182875489377,0.0101525054466231,-0.0181081343541577,-0.0175953138413372,-0.0265723994487764
"STAT",0.172727272727273,0.153977272727273,0.2,0.0236553999038801,0.169047619047619,-0.0433333333333333,-0.05,-0.0476552102627427,-0.0252818035426731,-0.0503100775193798,-0.00588235294117647,0.047979797979798,-0.0441888619854722,-0.05,0.0902967328370554,0.0902967328370554,0.0850728522400405,0.110714285714286,0.2,0.104831932773109,0.110714285714286,0.0611975543610781,0.110714285714286,0.110094155756616,0.10473137973138,0.0557019903173749,0.0857142857142857,0.0310530263594866,-0.158239875389408,-0.0857142857142857,-0.0557019903173749,-0.111881998426461,-0.0116447800425157,-0.07473271826213,-0.110714285714286,0.0308574646074646,-0.0902967328370554,0.05,-0.135693964902941,0.0266666666666667,0.05,0.0229829529679605,0.0357142857142857,-0.00561943468598704,-0.0215656053775091,-0.00818219704570361,0,-0.160603680843561,-0.0130365659777424,-0.156470588235294,-0.157545857052498,-0.18,-0.144366288745579,-0.148714114832536,-0.166478527607362
"Frizzled",0.0666666666666667,0.0333333333333333,0.0666666666666667,0.0297506313131313,0.0545454545454545,-0.0409090909090909,-0.05,-0.042598799050412,-0.0122043331345657,-0.0361471861471861,-0.0642857142857143,-0.0490196078431373,-0.0616666666666667,0,-0.0118933697881066,-0.0118933697881066,-0.0142555745125161,0.126315789473684,0.1,0.122744360902256,0.126315789473684,0.0542184270640705,0.1,0.116784096001593,0.122744360902256,0.0564091272828861,0.1,-0.0297336809531932,-0.164090909090909,0,-0.0564091272828861,-0.122022191239689,0.0697336561743341,-0.0821141649048626,-0.1,0.102857142857143,0.0118933697881066,0.0666666666666667,-0.230764511159276,0.00776868521549372,0.0866666666666667,0.0112697536953134,0.0741666666666667,0.0928571428571429,-0.0369555852644088,0.0383053221288515,0.1,-0.0596358543417367,0.0559523809523809,0.00274509803921568,0.0101525054466231,-0.0266666666666667,-0.0193374741200828,-0.0202898550724638,-0.0304001506449487
"DSH",0.0333333333333333,0.0202898550724638,0.0266666666666667,0.0248725825326435,0.0594235033259424,-0.0361471861471861,-0.0409090909090909,-0.0407583082528659,-0.0112697536953134,-0.042598799050412,-0.0559523809523809,-0.0538739767751761,-0.0697126436781609,-0.05,-0.0142555745125161,-0.0142555745125161,-0.0162163588262416,0.122744360902256,0.1,0.116862007961079,0.122744360902256,0.0561974724657003,0.126315789473684,0.122022191239689,0.116784096001593,0.0579839304324924,0.1,-0.0315774035168455,-0.161538704914575,-0.1,-0.0579839304324924,-0.124070276724996,0.0724427256678559,-0.0808483421200525,-0.126315789473684,0.103556443556444,0.0142555745125161,0.0866666666666667,-0.232291228716528,0.00601429925058144,0.0741666666666667,0.0108923952047473,0.0616666666666667,0.0896687370600414,-0.0338548100706103,0.0445990284225578,0.0666666666666667,-0.0539620954764885,0.0383053221288515,0.0101525054466231,0.00188182875489377,0.00274509803921568,-0.0175953138413372,-0.0193374741200828,-0.0273698476146457
"PI3K",0.075,0.0455882352941176,0.0666666666666667,0.0418576549724091,0.0923076923076923,-0.05,-0.05,-0.0555555555555556,-0.0254101640656262,-0.05,-0.05,-0.0592105263157895,0.0417797888386124,0,-0.0316190476190476,-0.0316190476190476,-0.0357286366601435,0.132850241545894,0.1,0.125157933853586,0.132850241545894,0.0507800507793467,0.111111111111111,0.121203131593699,0.125157933853586,0.0674251424119967,0.1,-0.0245737725887853,-0.151190476190476,-0.1,-0.0674251424119967,-0.127182513036998,0.0627231433042979,-0.0839047619047619,-0.111111111111111,0.0899159663865546,0.0316190476190476,-0.0333333333333333,-0.217804430359888,0.020246863754078,-0.0333333333333333,0.0246101640656262,-0.0392156862745098,0.0822181964573269,-0.0300877192982456,0.0326302729528536,0,-0.0672696828790913,0.0423076923076923,-0.00868347338935575,-0.00704412912706067,-0.0380952380952381,-0.0311492109038737,-0.0335882352941176,-0.0421858304297329
"ILK",0.075,0.0455882352941176,0.0666666666666667,0.0418576549724091,0.0923076923076923,-0.05,-0.05,-0.0555555555555556,-0.0254101640656262,-0.05,-0.05,-0.0592105263157895,0.0417797888386124,0,-0.0316190476190476,-0.0316190476190476,-0.0357286366601435,0.132850241545894,0.1,0.125157933853586,0.132850241545894,0.0507800507793467,0.111111111111111,0.121203131593699,0.125157933853586,0.0674251424119967,0.1,-0.0245737725887853,-0.151190476190476,-0.1,-0.0674251424119967,-0.127182513036998,0.0627231433042979,-0.0839047619047619,-0.111111111111111,0.0899159663865546,0.0316190476190476,-0.0333333333333333,-0.217804430359888,0.020246863754078,-0.0333333333333333,0.0246101640656262,-0.0392156862745098,0.0822181964573269,-0.0300877192982456,0.0326302729528536,0,-0.0672696828790913,0.0423076923076923,-0.00868347338935575,-0.00704412912706067,-0.0380952380952381,-0.0311492109038737,-0.0335882352941176,-0.0421858304297329
"AKT",0.0455882352941176,0.0335882352941176,0.0380952380952381,0.0365100613895214,0.0967521367521368,-0.05,-0.05,-0.0523976608187135,-0.0246101640656262,-0.0555555555555556,-0.0423076923076923,-0.0651934322986955,-0.0652909182320947,-0.05,-0.0357286366601435,-0.0357286366601435,-0.0364515282264086,0.125157933853586,0.1,0.121247319328446,0.125157933853586,0.0524885934929146,0.132850241545894,0.127182513036998,0.121203131593699,0.068110073918846,0.111111111111111,-0.0263919544069671,-0.14957757296467,-0.111111111111111,-0.068110073918846,-0.128567128421613,0.0662909312757556,-0.0842657727350868,-0.132850241545894,0.090537084398977,0.0357286366601435,-0.0333333333333333,-0.219541403064603,0.0194949840548298,-0.0392156862745098,0.0242734637289259,-0.0417797888386124,0.0789600510939183,-0.0281009643313582,0.0399473461235853,-0.0333333333333333,-0.0632941477108956,0.0326302729528536,-0.00704412912706067,-0.0133732430511113,-0.00868347338935575,-0.0290344072784961,-0.0311492109038737,-0.0376745522342442
"SNAI2",-0.0509803921568627,-0.0509803921568627,0.0666666666666667,-0.14695495772651,0.0805949966193374,-0.0976470588235294,-0.08,-0.0968709737416093,0.0156941649899396,-0.09968787515006,0.0929824561403509,-0.0644230769230769,-0.0577032266999031,-0.1,0.0581978686133031,0.0581978686133031,0.060024352631568,0.117333089445766,0.08,0.117867848804054,0.117333089445766,0.0120573072231101,0.121558441558442,0.121913512902145,0.11840835826297,0.0775601006922593,0.107272727272727,0.0644812278905784,-0.147685406381059,-0.107272727272727,-0.0775601006922593,-0.12315574892699,-0.0174137050522719,-0.083167653627397,-0.121558441558442,0.129025641025641,-0.0581978686133031,0.0666666666666667,-0.146524105904534,-0.00364677516576251,0.0416666666666667,-0.014258758291375,0.0589080459770115,0.128496865828148,-0.120204748330177,-0.0899293688767373,0.1,-0.0721750698359925,-0.0912280701754386,-0.0509803921568628,-0.0509803921568628,-0.0490196078431373,0.0589806045049012,0.055253896430367,-0.0192443948983575
"Ecadherin",-0.107454545454545,-0.114121212121212,0.0345454545454546,-0.212411124980957,0.0899077668442117,-0.195833333333333,-0.183333333333333,-0.19260752688172,0.0265507246376812,-0.19260752688172,0.135980861244019,-0.0743553680262541,-0.0513035113035113,-0.166666666666667,0.0642043740573152,0.0642043740573152,0.0692323070182091,0.24177791405255,0.2,0.24777791405255,0.242632486766193,0.129886690168749,0.243502051983584,0.253096590857456,0.24898700181636,0.0935983742461814,0.241176470588235,0.0734535493753659,-0.246971364917921,-0.241176470588235,-0.0935983742461814,-0.253843556310304,0.0522766122766123,-0.121913512902145,-0.243502051983584,0.225200873675994,-0.0642043740573152,0.04,-0.245014147914538,-0.00775426705154301,0.0542857142857143,-0.0272771168894971,0.0616931216931217,0.228343525869628,-0.243039676334082,-0.138464285917303,0.1,-0.146548849210696,-0.132888077738865,-0.0296940294393296,-0.0261646176746237,-0.0286631016042781,0.124041381485654,0.122413895048041,0.0225419210472736
"KLF4",-0.0954545454545455,-0.107454545454545,0.08,-0.205148555148555,0.0912235563178959,-0.183333333333333,-0.166666666666667,-0.19260752688172,0.028,-0.195833333333333,0.125454545454545,-0.062962962962963,-0.0616931216931217,-0.2,0.0664102564102564,0.0664102564102564,0.0642043740573152,0.243502051983584,0.166666666666667,0.24177791405255,0.243502051983584,0.129104029121188,0.241176470588235,0.24898700181636,0.242632486766193,0.0978637770897833,0.2,0.174232517242941,-0.244984609951033,-0.2,-0.0978637770897833,-0.253096590857456,0.0503535353535354,-0.11840835826297,-0.241176470588235,0.226324469181612,-0.0664102564102564,0.1,-0.242684231791518,-0.0124522536287242,0.04,-0.0265507246376812,0.0542857142857143,0.228343525869628,-0.239149516151015,-0.132888077738865,0.1,-0.142265795206972,-0.135980861244019,-0.0286631016042781,-0.0296940294393296,-0.0345454545454546,0.122413895048041,0.114121212121212,0.0200247585758777
"HEY1",-0.0954545454545455,-0.107454545454545,0.08,-0.205148555148555,0.0912235563178959,-0.183333333333333,-0.166666666666667,-0.19260752688172,0.028,-0.195833333333333,0.125454545454545,-0.062962962962963,-0.0616931216931217,-0.2,0.0664102564102564,0.0664102564102564,0.0642043740573152,0.243502051983584,0.166666666666667,0.24177791405255,0.243502051983584,0.129104029121188,0.241176470588235,0.24898700181636,0.242632486766193,0.0978637770897833,0.2,0.174232517242941,-0.244984609951033,-0.2,-0.0978637770897833,-0.253096590857456,0.0503535353535354,-0.11840835826297,-0.241176470588235,0.226324469181612,-0.0664102564102564,0.1,-0.242684231791518,-0.0124522536287242,0.04,-0.0265507246376812,0.0542857142857143,0.228343525869628,-0.239149516151015,-0.132888077738865,0.1,-0.142265795206972,-0.135980861244019,-0.0286631016042781,-0.0296940294393296,-0.0345454545454546,0.122413895048041,0.114121212121212,0.0200247585758777
"FOXC2",-0.0954545454545455,-0.107454545454545,0.08,-0.205148555148555,0.0912235563178959,-0.183333333333333,-0.166666666666667,-0.19260752688172,0.028,-0.195833333333333,0.125454545454545,-0.062962962962963,-0.0616931216931217,-0.2,0.0664102564102564,0.0664102564102564,0.0642043740573152,0.243502051983584,0.166666666666667,0.24177791405255,0.243502051983584,0.129104029121188,0.241176470588235,0.24898700181636,0.242632486766193,0.0978637770897833,0.2,0.174232517242941,-0.244984609951033,-0.2,-0.0978637770897833,-0.253096590857456,0.0503535353535354,-0.11840835826297,-0.241176470588235,0.226324469181612,-0.0664102564102564,0.1,-0.242684231791518,-0.0124522536287242,0.04,-0.0265507246376812,0.0542857142857143,0.228343525869628,-0.239149516151015,-0.132888077738865,0.1,-0.142265795206972,-0.135980861244019,-0.0286631016042781,-0.0296940294393296,-0.0345454545454546,0.122413895048041,0.114121212121212,0.0200247585758777
"ZEB1",-0.250574712643678,-0.249125437281359,-0.116666666666667,-0.0539223594033057,-0.0594931773879142,-0.133333333333333,-0.133333333333333,-0.138496964622148,-0.0791013376731632,-0.135294117647059,-0.0416666666666667,-0.0909995794364448,-0.105319035293151,-0.133333333333333,0.0540174349286241,0.0540174349286241,0.0513402695742933,0.223733583489681,0.2,0.22270265565463,0.23165213552588,0.0951864577907904,0.219887429643527,0.228564074060159,0.230957691081436,0.10663381140716,0.207692307692308,0.141070493816362,-0.210655642622097,-0.2,-0.10663381140716,-0.231793036878163,0.0119311850296961,-0.113879177065087,-0.21219512195122,0.138265886273623,-0.0540174349286241,0.113333333333333,-0.223760193723441,0.0728967836998925,0.0975438596491228,0.0800628761347016,0.102461892436008,0.171710565450434,0.00483343828177145,0.0364000972289742,0.133333333333333,-0.0130195872628768,0.0397058823529412,0.127490196078431,0.124406495637903,0.128666666666667,0.249798925430366,0.248617823068161,0.206256312922262
