"","ZEB2","TGF","PAK1","TGFR","SRC","AXIN2","TCFLEF","Destcompl","GLI","Ecadherin","CD44","cateninnuc","cMet","FUS","PI3K","STAT","Jagged","NOTCHic","NOTCH","RKIP","SMO","SMAD","SOSGRB2","Csl","SHH","cfos","Csn","Patched","ZEB1","TrCP","SUFU","LIV1","EGR1","IKK","NFB","ERK","GSK3","SNAI1","KLF4","AKT","MEK","ILK","HEY1","miR200","TWIST1","RAS","RAF","DELTA","DSH","Wnt","cateninmemb","FOXC2","Frizzled","CDC42","SNAI2"
"ERK",-0.018118409158683,-0.172849422787686,-0.158095238095238,-0.17202524696351,0.0301619433198381,0.0359488231671004,0.0370060073406097,-0.301191203510702,0.0402047075731286,-0.168002314174732,0.0360766393108699,0.0358254517850541,0.0322598454177402,0.137333333333333,0.290830835830836,0.0263157894736842,0.146726123509317,-0.00535308163045389,-0.00784615642269766,-0.387213065845016,0.129136612021858,0.138868278290941,0.246121744490677,-0.00462315462315462,0.125868638165649,-0.457079970652971,-0.0232142857142857,0.125868638165649,-0.130972465959689,0.0142857142857143,0.133333333333333,0,0.437931034482759,0.0237133944486886,-0.0201839826839827,0.368746637319638,-0.36400099813631,-0.249231512451441,0.0201795068566281,0.0292179816046519,0.375710425620474,-0.139172229658722,-0.139279491469619,-0.105862800184097,0.175170497374952,-0.291160868834136,-0.290830835830836,-0.290830835830836,-0.03,-0.0359440559440559,0.159288714560605,-0.0381833823213134,-0.0338461538461538,0.168375611927014,0.389435640805419
"SOSGRB2",-0.0155137844611529,-0.0759231548593251,-0.0428571428571429,-0.0667032967032967,-0.0142857142857143,0.00206958195819582,0.00389887762885475,-0.180726208914128,0.00962732919254658,-0.178230401374907,0.00600414078674948,0.00753176481814729,-0.00124223602484472,0.233333333333333,0.27758945386064,0,0.237668705679017,-0.0321678321678322,-0.0223086772382547,-0.300219298245614,0.233333333333333,0.247794571020377,0.345555555555556,-0.00909090909090909,0.244521265451498,-0.465079365079365,0,0.246846846846847,-0.0603759398496241,-0.1,0.2,0,0.40952380952381,0.0374269005847953,-0.0111111111111111,0.505619905619906,-0.206590187123146,-0.0870845771144279,0.0112280701754386,0.029093567251462,0.511680511680512,-0.24989247311828,-0.154924242424242,-0.0494483021771488,0.0888115942028986,-0.27758945386064,-0.27758945386064,-0.27758945386064,0,-0.00238095238095238,0.151879957879958,-0.0207814407814408,0.0142857142857143,0.0628571428571429,0.410540090176941
"NFB",-0.00460559444588483,0.0422205344585091,0.0388888888888889,0.0396888888888889,0.126495726495726,0.154533941236069,0.121819498768651,-0.0884451282770045,0.12129261500048,0.133387327546387,0.121819498768651,0.119388126219632,0.128034188034188,-0.12,0.114131370193332,0.111111111111111,0.0142361312449572,-0.0932178932178932,-0.0912824093469255,-0.115741908364859,-0.116296296296296,-0.0969939442829041,0.0882330827067669,-0.104329004329004,-0.12905076243672,-0.104857142857143,-0.114285714285714,-0.126641123882503,-0.0526970875464523,-0.1,-0.12,-0.1,0.0928571428571429,0.206177606177606,-0.214285714285714,0.0981904761904762,-0.18365869424693,-0.089582921832216,0.00943223443223443,0.203955383955384,0.0962296918767507,0.0981091859185919,0.104190623617868,-0.0484716089549926,0.0449299719887955,-0.114628882631143,-0.114131370193332,-0.114131370193332,-0.111111111111111,-0.128034188034188,-0.0755038435418111,-0.106330924498255,-0.126495726495726,-0.0388888888888889,-0.33459534847833
"Csn",-0.00113151364764268,-0.122585187702026,-0.125,-0.125210486031382,0.167241379310345,0.19997078611898,0.161083155848437,-0.217252213173511,0.161443515365482,0.0199098906657883,0.161404699256797,0.158016409005382,0.16362692147902,-0.0142857142857143,0.17179737476812,0.15,0.0457845922479527,-0.0759018759018759,-0.0730172605172605,-0.11807657859382,-0.0233766233766234,-0.000856189491556095,-0.0931004266113225,-0.0797979797979798,-0.0292641608347584,-0.0851515151515151,-0.12,-0.0309035050970535,-0.0455632754342432,-0.02,-0.0142857142857143,-0.133333333333333,0.103333333333333,0.115833333333333,-0.111666666666667,0.089047619047619,-0.294521553343406,-0.103690873944509,0.00554909143144437,0.108633333333333,0.0838392857142857,0.000599120082815735,0.0064562569213732,-0.0383789238465773,0.136725884369643,-0.171221559029157,-0.17179737476812,-0.17179737476812,-0.15,-0.16362692147902,0.04653671612078,-0.0598295398481888,-0.167241379310345,0.126492537313433,-0.0715300300546721
"IKK",0.00652130325814536,-0.0396888888888889,-0.05,-0.0388888888888889,-0.111111111111111,-0.155952380952381,-0.121819498768651,0.0906045967155427,-0.128034188034188,-0.135795032201283,-0.128034188034188,-0.121819498768651,-0.126495726495726,0.12,-0.121173623714459,-0.1,-0.0192721024679788,0.104329004329004,0.0932178932178932,0.118306010928962,0.12,0.0981091859185919,-0.0892857142857143,0.109090909090909,0.126641123882503,0.0928571428571429,0.1,0.116296296296296,0.0561453634085213,0,0.1,0.1,-0.05,-0.214285714285714,0.114285714285714,-0.104857142857143,0.184835164835165,0.0909527848459146,-0.0113553113553114,-0.206177606177606,-0.0981904761904762,-0.0951388888888889,-0.10061919504644,0.0517948717948718,-0.0503267973856209,0.114131370193332,0.121173623714459,0.121173623714459,0.1,0.126495726495726,0.0760318266463518,0.109119769119769,0.111111111111111,0.0388888888888889,0.336627868803534
"TGF",0.0120893141945774,-0.309563492063492,-0.18,-0.200634920634921,0.0333333333333333,0.0473985890652557,0.0112727573651109,0.0209616178770675,0.0104582210242588,-0.0312059116942867,0.0152201257861635,0.0103158195660678,0.0133333333333333,-0.0866666666666667,0.0821428571428571,0.1,-0.0983738340697104,-0.176666666666667,-0.190459770114943,-0.273160173160173,-0.12,-0.103440860215054,0.135526315789474,-0.166666666666667,-0.0965086206896552,-0.214285714285714,-0.166666666666667,-0.102758620689655,-0.329101541733121,-0.2,-0.0666666666666667,0,0.2,0.177380952380952,-0.191666666666667,0.230075187969925,0.0715994160221166,-0.228363000635728,-0.0175438596491228,0.187907268170426,0.232297410192147,0.106666666666667,0.125145067698259,-0.254750087077673,0.217592592592593,-0.0767857142857143,-0.0821428571428571,-0.0821428571428571,-0.1,-0.00857142857142857,-0.0177873835859279,0.00192546583850932,-0.0285714285714286,0.191111111111111,0.227043368593567
"TGFR",0.0139761066474075,-0.314528031070584,-0.191111111111111,-0.309563492063492,0.0133333333333333,0.0426775590223373,0.0103158195660678,0.0169293598125514,0.00723241457264585,-0.0344427089685626,0.0112727573651109,0.0141244998140749,0.0152201257861635,-0.12,0.0767857142857143,0.0333333333333333,-0.0990984717508698,-0.190459770114943,-0.196934590258827,-0.278874458874459,-0.102758620689655,-0.103796732101175,0.139230019493177,-0.176666666666667,-0.0948137054354179,-0.230075187969925,-0.191666666666667,-0.0965086206896552,-0.334761919091611,-0.166666666666667,-0.0866666666666667,-0.1,0.214285714285714,0.187907268170426,-0.177380952380952,0.232297410192147,0.0674429368045127,-0.23042789739089,-0.0104010025062657,0.19953517514717,0.250105629370229,0.103440860215054,0.122159993071394,-0.262081465376794,0.217948464478714,-0.0843880534670008,-0.0767857142857143,-0.0767857142857143,-0.0285714285714286,-0.0104582210242588,-0.0194040117614476,0.00410887195204643,-0.00857142857142857,0.200634920634921,0.230978553778752
"RKIP",0.0241339072214252,0.168375611927014,0.133333333333333,0.158095238095238,0,-0.0273792780121894,-0.0322598454177402,0.303219336515094,-0.0338461538461538,0.164644462899406,-0.0301619433198381,-0.0360766393108699,-0.0263157894736842,-0.133333333333333,-0.284090909090909,0,-0.144015280135823,0.0161616161616162,0.00462315462315462,0.375140056022409,-0.133333333333333,-0.138065218588611,-0.243619047619048,-0.0111111111111111,-0.129136612021858,0.4,0,-0.137333333333333,0.122273553323769,0,-0.1,0,-0.35,-0.0232142857142857,-0.0142857142857143,-0.437931034482759,0.359968479117415,0.245225102195031,-0.0201339072214252,-0.0201839826839827,-0.457079970652971,0.141035515618314,0.142121564072784,0.0990000550860577,-0.170326797385621,0.291783216783217,0.284090909090909,0.284090909090909,0,0.03,-0.155129583364877,0.0421750663129973,0,-0.153333333333333,-0.386010666200385
"RAF",0.0241339072214252,0.168375611927014,0.133333333333333,0.158095238095238,0,-0.0273792780121894,-0.0322598454177402,0.303219336515094,-0.0338461538461538,0.164644462899406,-0.0301619433198381,-0.0360766393108699,-0.0263157894736842,-0.133333333333333,-0.284090909090909,0,-0.144015280135823,0.0161616161616162,0.00462315462315462,0.375140056022409,-0.133333333333333,-0.138065218588611,-0.243619047619048,-0.0111111111111111,-0.129136612021858,0.4,0,-0.137333333333333,0.122273553323769,0,-0.1,0,-0.35,-0.0232142857142857,-0.0142857142857143,-0.437931034482759,0.359968479117415,0.245225102195031,-0.0201339072214252,-0.0201839826839827,-0.457079970652971,0.141035515618314,0.142121564072784,0.0990000550860577,-0.170326797385621,0.291783216783217,0.284090909090909,0.284090909090909,0,0.03,-0.155129583364877,0.0421750663129973,0,-0.153333333333333,-0.386010666200385
"Ecadherin",0.0271298157576825,0.0602562305452086,0.0550909090909091,0.0622453806356245,-0.0410396716826265,0.0607745214624,-0.0366342022265317,0.121381400628433,-0.0373615107630863,-0.0328456799865251,-0.036758735227777,-0.0330861163255046,-0.0297353238565396,0.0166666666666667,-0.0994381598793364,-0.0294117647058824,-0.0243502650588581,0.0798125585754452,0.0824147890587165,0.0894420008384696,0.0354166666666667,0.010908797417272,-0.0426935692576209,0.0890909090909091,0.0382191389382779,0.144491978609626,0.08,0.0429435483870968,0.143529411764706,0.1,0.0333333333333333,0,-0.132727272727273,-0.0964021164021164,0.103809523809524,-0.151708473454987,0.121414704993163,0.0768013839183836,-0.0294421003281763,-0.0925060125060125,-0.142688865611849,-0.0106666666666667,-0.0226573899846699,0.140401657105568,-0.0538216185294726,0.0941308973095039,0.0994381598793364,0.0994381598793364,0.0294117647058824,0.0306948440964196,-0.0470489221708734,0.0922210921829534,0.0410396716826265,-0.0617575757575758,-0.0671601762569777
"KLF4",0.029499484004128,0.0622453806356245,0.0590909090909091,0.0617575757575758,-0.0294117647058824,0.0642796761015752,-0.036758735227777,0.122592957012403,-0.0306948440964196,0.0692964816493074,-0.0297353238565396,-0.0366342022265317,-0.0410396716826265,0.0333333333333333,-0.0928205128205128,0,-0.0195447730680114,0.0890909090909091,0.0798125585754452,0.0898165326736755,0.0166666666666667,0.0106666666666667,-0.0466409376786735,0.0890909090909091,0.0429435483870968,0.132727272727273,0.1,0.0354166666666667,0.143529411764706,0.1,0,0.0333333333333333,-0.16,-0.103809523809524,0.08,-0.144491978609626,0.123180709408174,0.0749026497411685,-0.037037037037037,-0.0964021164021164,-0.151708473454987,-0.0106666666666667,-0.0219862490450726,0.143194953194953,-0.0510283224400871,0.0994381598793364,0.0928205128205128,0.0928205128205128,0,0.0410396716826265,-0.0435873837093349,0.0892462638076673,0.0294117647058824,-0.0550909090909091,-0.0679428373045394
"HEY1",0.029499484004128,0.0622453806356245,0.0590909090909091,0.0617575757575758,-0.0294117647058824,0.0642796761015752,-0.036758735227777,0.122592957012403,-0.0306948440964196,0.0692964816493074,-0.0297353238565396,-0.0366342022265317,-0.0410396716826265,0.0333333333333333,-0.0928205128205128,0,-0.0195447730680114,0.0890909090909091,0.0798125585754452,0.0898165326736755,0.0166666666666667,0.0106666666666667,-0.0466409376786735,0.0890909090909091,0.0429435483870968,0.132727272727273,0.1,0.0354166666666667,0.143529411764706,0.1,0,0.0333333333333333,-0.16,-0.103809523809524,0.08,-0.144491978609626,0.123180709408174,0.0749026497411685,-0.037037037037037,-0.0964021164021164,-0.151708473454987,-0.0106666666666667,-0.0219862490450726,0.143194953194953,-0.0510283224400871,0.0994381598793364,0.0928205128205128,0.0928205128205128,0,0.0410396716826265,-0.0435873837093349,0.0892462638076673,0.0294117647058824,-0.0550909090909091,-0.0679428373045394
"FOXC2",0.029499484004128,0.0622453806356245,0.0590909090909091,0.0617575757575758,-0.0294117647058824,0.0642796761015752,-0.036758735227777,0.122592957012403,-0.0306948440964196,0.0692964816493074,-0.0297353238565396,-0.0366342022265317,-0.0410396716826265,0.0333333333333333,-0.0928205128205128,0,-0.0195447730680114,0.0890909090909091,0.0798125585754452,0.0898165326736755,0.0166666666666667,0.0106666666666667,-0.0466409376786735,0.0890909090909091,0.0429435483870968,0.132727272727273,0.1,0.0354166666666667,0.143529411764706,0.1,0,0.0333333333333333,-0.16,-0.103809523809524,0.08,-0.144491978609626,0.123180709408174,0.0749026497411685,-0.037037037037037,-0.0964021164021164,-0.151708473454987,-0.0106666666666667,-0.0219862490450726,0.143194953194953,-0.0510283224400871,0.0994381598793364,0.0928205128205128,0.0928205128205128,0,0.0410396716826265,-0.0435873837093349,0.0892462638076673,0.0294117647058824,-0.0550909090909091,-0.0679428373045394
"Destcompl",0.0359334757646506,0.143706433571614,0.158163265306122,0.146366532093781,-0.294303109371602,-0.340803056641428,-0.2807298796299,0.0878106048837758,-0.28298401827882,-0.0974420520358384,-0.283606591958667,-0.27986297498941,-0.291815547182548,0.190804597701149,-0.0294626563960018,-0.298412698412698,-0.242225055786616,-0.083180571876224,-0.0841825758842401,0.187083389566537,0.190804597701149,0.034891395154553,0.141665777588108,-0.083180571876224,0.188545650607013,0.0921212121212121,0.1,0.190286462986124,0.226420825807967,0.1,0.166666666666667,0.305555555555556,-0.113333333333333,-0.0799059929494712,0.0826086956521739,-0.0795529061102832,0.192550844067215,0.161514695571061,-0.0476143641102412,-0.0765502882514846,-0.0765993196123929,-0.0354761904761905,-0.0289462674078059,0.200493765428534,-0.228367177044688,0.0311895009799893,0.0294626563960018,0.0294626563960018,0.298412698412698,0.2913328123419,-0.203029104924629,-0.00291851751516763,0.294303109371602,-0.150577058409571,0.235147882778133
"cateninnuc",0.0402076850727832,0.201580348076358,0.191428571428571,0.200270304408235,0.0571095571095571,0.195396296102175,0.0438095217010371,0.33702110473777,0.0392377178112735,0.0940705961104884,0.040598169945996,-0.0569361286717881,0.0429791223269484,-0.0811111111111111,-0.286562221562222,0.0571095571095571,0.0779952231273419,0.258505963590709,0.255778690863437,0.311722393404776,-0.0630783242258652,0.0280012796056452,-0.063746235505213,0.258505963590709,-0.0527831916800933,0.293098688750863,0.270833333333333,-0.0599727341637534,0.325486968257421,0.233333333333333,-0.111111111111111,-0.0878787878787879,-0.272463768115942,-0.273863636363636,0.273863636363636,-0.289301220396432,0.328853900421347,0.2801133189407,-0.0241475803753384,-0.279332386363636,-0.292053513974414,-0.0267734487734488,-0.0538440154211088,0.283362242632109,-0.0417500439427711,0.282858517858518,0.286562221562222,0.286562221562222,-0.0571095571095571,-0.0416092593132498,0.0276827954061445,0.188151209446291,-0.0557396940958585,-0.199120879120879,-0.191357325130832
"TWIST1",0.0463551270568814,-0.0736371520959338,-0.0666666666666667,-0.0738649425287356,-0.0698412698412698,-0.0972657987174116,-0.0588976223242852,-0.129307418579216,-0.0619675856307435,-0.153020412499853,-0.0633386636719116,-0.0588401180114618,-0.0613306315433975,0.155555555555556,0.0117270435423503,-0.080952380952381,0.0312340170760524,0.00888888888888889,0.0136058700209644,0.103603460125199,0.167555555555556,0.0762783936051263,-0.106898237790686,0.00888888888888889,0.158027247302637,0.13768115942029,0.1,0.16344596651446,0.0997839945208366,0.1,0.166666666666667,0.0666666666666667,-0.133333333333333,-0.0827838827838828,0.0923076923076923,-0.129786422578185,-0.126993973346915,0.0656149939528114,-0.0478111319574734,-0.0844787980381201,-0.12729886038913,-0.0766084266084266,-0.0774259638666418,0.103077594941131,-0.0877340997421089,-0.0130969065560489,-0.0117270435423503,-0.0117270435423503,0.080952380952381,0.0603675856307435,0.113738701095214,0.0908419880944262,0.0698412698412698,0.0701149425287356,0.311236228664155
"Frizzled",0.0504491195174037,-0.349109730848861,-0.333333333333333,-0.344347826086957,0.175,0.242734319943622,0.199661405168551,-0.21757568295089,0.208270676691729,0.0158053263285364,0.208270676691729,0.202994738501884,0.211842105263158,-0.05,0.160731373889269,0.2,0.0493857694592989,-0.0857142857142857,-0.0837535014005602,-0.282619047619048,-0.0772727272727273,-0.0581789168835463,-0.178787878787879,-0.0857142857142857,-0.088639854768887,-0.173333333333333,-0.133333333333333,-0.0725108225108225,-0.363247960377099,-0.1,0,-0.1,0.133333333333333,0.140833333333333,-0.153333333333333,0.143921568627451,-0.310600835945664,-0.237267080745342,-0.0509803921568627,0.159583333333333,0.151328976034858,0.0591134963227986,0.0674086197490453,-0.283172348484849,0.276974789915966,-0.152069956566434,-0.160731373889269,-0.160731373889269,-0.1,-0.211842105263158,0.0911729889695991,-0.0575350720271161,-0.175,0.34,-0.0147585119112368
"Wnt",0.0534194165471066,-0.344347826086957,-0.3,-0.34,0.2,0.235757575757576,0.208270676691729,-0.219962950855399,0.211842105263158,0.0165046270278371,0.211842105263158,0.199661405168551,0.175,0,0.183458646616541,0.1,0.0544362745098039,-0.0857142857142857,-0.0857142857142857,-0.268333333333333,-0.05,-0.0591134963227986,-0.193939393939394,-0.1,-0.0725108225108225,-0.133333333333333,-0.1,-0.0772727272727273,-0.358297465327594,-0.1,0,0,0.1,0.153333333333333,-0.133333333333333,0.173333333333333,-0.311206896551724,-0.246790890269151,-0.0509803921568627,0.140833333333333,0.143921568627451,0.0521367521367521,0.061025641025641,-0.278484848484849,0.274117647058824,-0.160731373889269,-0.183458646616541,-0.183458646616541,0,-0.175,0.0984745762711864,-0.0621862348178138,-0.1,0.333333333333333,-0.0232758620689655
"SRC",0.0542602575621444,-0.281843434343434,-0.288888888888889,-0.276388888888889,0.05,0.111390199328488,0.0648660535785686,0.0118000477783086,0.0685245901639344,0.121914169708287,0.0685245901639344,0.0704588947418795,0.08,-0.0833333333333333,-0.118247809762203,0.2,-0.0580645730416373,0.0811904761904762,0.0776190476190476,-0.0789833822091887,-0.103333333333333,-0.110721906116643,-0.277142857142857,0.105,-0.111394335511983,0.0939393939393939,0.05,-0.0996296296296296,-0.299011680143756,0.1,-0.0333333333333333,-0.2,-0.0666666666666667,-0.0756410256410256,0.0833333333333333,-0.138383838383838,-0.00277056277056277,-0.175437853727268,0.0421834625322998,-0.0534188034188034,-0.121402706308367,0.111622807017544,0.0797831843760344,-0.232747767530376,0.103663003663004,0.112187203701597,0.118247809762203,0.118247809762203,-0.1,-0.08,-0.0626118844484359,-0.0904248366013072,-0.05,0.276388888888889,-0.0307623535447269
"DSH",0.057535733690632,-0.346670706458617,-0.34,-0.349109730848861,0.211842105263158,0.239780733445732,0.202994738501884,-0.214713087531043,0.199773944665586,0.0102741586375794,0.199661405168551,0.199878086676416,0.208270676691729,-0.0772727272727273,0.152069956566434,0.175,0.0447346066686012,-0.0837535014005602,-0.0802569979040567,-0.270730935730936,-0.0725108225108225,-0.0600657093363765,-0.195861049519586,-0.0857142857142857,-0.086799363971341,-0.143921568627451,-0.153333333333333,-0.088639854768887,-0.36088575565269,-0.133333333333333,-0.05,-0.2,0.173333333333333,0.159583333333333,-0.140833333333333,0.151328976034858,-0.30526440903151,-0.236977225672878,-0.0461260232248239,0.151537356321839,0.153584615132603,0.0581789168835463,0.065654233784133,-0.281952836289727,0.268464151618094,-0.157392085417975,-0.152069956566434,-0.152069956566434,-0.175,-0.208270676691729,0.0931753446822022,-0.0510415655336096,-0.211842105263158,0.344347826086957,-0.0134779531219469
"AXIN2",0.0803086214272317,0.198352693430602,0.205833333333333,0.202643122473506,-0.342945736434109,0.0785266040808409,-0.340803056641428,0.269883839692003,-0.345765081478567,-0.138174646775352,-0.346078554882928,-0.337041707743892,-0.346394012296177,0.188461538461538,-0.100953449742377,-0.326666666666667,-0.289956353869397,-0.0735526315789474,-0.0782823613086771,0.25024164008035,0.217032967032967,0.0371405567057741,0.178669726720218,-0.0610526315789474,0.231353810124302,0.169105691056911,0.144444444444444,0.227747252747253,0.288493541381894,0.133333333333333,0.15,0.266666666666667,-0.166666666666667,-0.138647342995169,0.148792270531401,-0.15695615834663,0.27540146492206,0.223425489107069,-0.0908043792349473,-0.133091787439614,-0.144542365243182,-0.0363469059121233,-0.0319967315910521,0.260416248805418,-0.291453423495344,0.0930794339943456,0.100953449742377,0.100953449742377,0.326666666666667,0.346394012296177,-0.236724309569863,0.0346949693553909,0.342945736434109,-0.207067901234568,0.284282785493756
"cateninmemb",0.0803086682415545,0.135675777757284,0.115454545454545,0.134771618625277,0.118787049703602,0.183264479501288,0.105981808488593,0.298600358478072,0.108947969243832,0.164659695258026,0.110091397529689,0.108035963483925,0.114439223616646,-0.166666666666667,-0.259196832579186,0.149019607843137,0.130725641963707,0.227137572140285,0.223791847233222,0.273974554070862,-0.154166666666667,0.0207094080078605,-0.0921466401853691,0.234354066985646,-0.131162687325375,0.263101604278075,0.22,-0.135887096774194,0.29846044928323,0.2,-0.166666666666667,-0.166666666666667,-0.245454545454545,-0.254920634920635,0.243809523809524,-0.280627377473951,0.2956975116989,0.249971979917121,-0.0641350210970464,-0.252323232323232,-0.281019534336696,-0.0190144927536232,-0.045721668777334,0.270082605166404,0.0512369859178929,0.256682866098739,0.259196832579186,0.259196832579186,-0.149019607843137,-0.113614635910499,0.0243885435266149,0.185652982475624,-0.118787049703602,-0.127454545454545,-0.176948552613259
"PAK1",0.0941720921478479,-0.236349860361432,-0.219047619047619,-0.235803412274,0.0237037037037037,0.0289525048796357,0.0237766479350638,0.0236702752732454,0.0204944610849617,-0.0382069056289547,0.0208136849721008,0.0210180272454086,0.0128928928928929,-0.0428571428571429,-0.0418141240235932,0.02,-0.0514579072937969,-0.0425641025641026,-0.0436630036630037,-0.184440752617548,-0.0525345622119816,-0.0765898617511521,-0.143041804180418,-0.041025641025641,-0.0517691301132161,-0.00434782608695652,-0.0333333333333333,-0.0537691301132161,-0.342453344445668,-0.0333333333333333,-0.0761904761904762,0,0,0.0635964912280702,-0.0583333333333333,0.0263817243920413,-0.0461899350649351,-0.16923302692494,-0.0931262034868592,0.0580409356725146,0.0170483910587079,0.0746543778801843,0.0768968456947997,-0.23402680561534,0.114335215509129,0.0454504876599568,0.0418141240235932,0.0418141240235932,-0.02,-0.01317738791423,-0.0117583201918792,-0.024193576505455,-0.0237037037037037,0.232773109243697,0.194177223189512
"EGR1",0.0941720921478479,-0.236349860361432,-0.219047619047619,-0.235803412274,0.0237037037037037,0.0289525048796357,0.0237766479350638,0.0236702752732454,0.0204944610849617,-0.0382069056289547,0.0208136849721008,0.0210180272454086,0.0128928928928929,-0.0428571428571429,-0.0418141240235932,0.02,-0.0514579072937969,-0.0425641025641026,-0.0436630036630037,-0.184440752617548,-0.0525345622119816,-0.0765898617511521,-0.143041804180418,-0.041025641025641,-0.0517691301132161,-0.00434782608695652,-0.0333333333333333,-0.0537691301132161,-0.342453344445668,-0.0333333333333333,-0.0761904761904762,0,0,0.0635964912280702,-0.0583333333333333,0.0263817243920413,-0.0461899350649351,-0.16923302692494,-0.0931262034868592,0.0580409356725146,0.0170483910587079,0.0746543778801843,0.0768968456947997,-0.23402680561534,0.114335215509129,0.0454504876599568,0.0418141240235932,0.0418141240235932,-0.02,-0.01317738791423,-0.0117583201918792,-0.024193576505455,-0.0237037037037037,0.232773109243697,0.194177223189512
"STAT",0.0993365608750224,-0.200952314911125,-0.190909090909091,-0.201435406698565,0.0535714285714286,0.0785281385281385,0.0425176733536355,0.113225883353211,0.0335561497326203,0.089102944402318,0.0333694083694084,0.0419217257970205,0.0444805194805195,-0.075,-0.125113730355666,0.0285714285714286,-0.0373400202705064,0.00121886592474827,0.000247992138340508,-0.119752252252252,-0.0416666666666667,-0.0700705202954079,-0.20307881773399,0.00392156862745098,-0.0488697948823489,0.04,0,-0.0532945736434109,-0.300591715976331,0,-0.05,-0.2,0,0.0238095238095238,0,-0.0282352941176471,0.0885336003560303,-0.104644096659958,0.013784907902555,0.0187247780468119,-0.0185578747628083,0.0689210950080515,0.0653333333333333,-0.203046216522507,0.160992555670217,0.11391970050492,0.125113730355666,0.125113730355666,-0.0285714285714286,-0.0444805194805195,-0.0600418933386648,0.0198595773687798,-0.0535714285714286,0.190909090909091,0.0685174943266697
