"","SNAI2","Destcompl","cateninnuc","GLI","TCFLEF","CD44","cateninmemb","LIV1","TWIST1","RAS","PI3K","DELTA","GSK3","PAK1","FOXC2","IKK","RKIP","Patched","SHH","SMO","FUS","NFB","MEK","SNAI1","Csl","SOSGRB2","NOTCHic","HEY1","TrCP","SUFU","SMAD","NOTCH","ILK","Csn","ERK","cfos","Jagged","AKT","EGR1","ZEB2","Ecadherin","TGF","TGFR","CDC42","AXIN2","RAF","KLF4","miR200","STAT","cMet","ZEB1","DSH","Wnt","SRC","Frizzled"
"TGF",0.181922020609845,0.0755233312577131,0.0809757455388041,0.102102425876011,0.0833680900364118,0.0925786163522013,0.0530371762114415,0,-0.00185185185185185,0.125,0.133928571428571,0.133928571428571,-0.0478830801727084,-0.14,-0.0417391304347826,0.125,0.0458874458874459,-0.0439080459770115,-0.0439080459770115,-0.0266666666666667,-0.06,0.125,0.117276524644946,-0.0527908455181182,-0.1,0.0855263157894737,-0.09,0.0402965828497743,-0.2,0,0.0753372434017595,0.114137931034483,-0.0672727272727273,-0.1,-0.132832080200501,-0.138095238095238,0.0250736377025037,-0.151315789473684,-0.166666666666667,0.0274215842636895,0.00792584855171119,0.0265079365079365,0.105079365079365,0.128888888888889,-0.0770723104056437,-0.133928571428571,0.0292397660818714,0.0763476944511427,-0.1,-0.113333333333333,-0.0103386265399995,-0.1,-0.122857142857143,-0.133333333333333,-0.142857142857143
"TGFR",0.176597946535771,0.0708862344835196,0.0819500590906199,0.0911346839405269,0.0809757455388041,0.0833680900364118,0.0565013794446979,0.1,-0.00434295505469883,0.120321637426901,0.125,0.125,-0.0544845471653734,-0.128888888888889,-0.0447958989937346,0.151315789473684,0.0487445887445887,-0.0439080459770115,-0.0557724527566725,-0.0439080459770115,-0.0266666666666667,0.125,0.124125839713439,-0.0483660667570563,-0.09,0.0694769330734243,-0.114137931034483,0.0477592694169385,-0.1,0.06,0.0635934711597667,0.120612751178368,-0.0753372434017595,-0.125,-0.117276524644946,-0.132832080200501,0.0337692898764167,-0.148990208078335,-0.138095238095238,0.0368555465278405,0.00025974974421545,0.0328909152313408,0.0265079365079365,0.105079365079365,-0.0740680185601502,-0.125,0.0292397660818714,0.0696028264159521,-0.133333333333333,-0.0925786163522013,-0.00467824918150897,-0.142857142857143,-0.102102425876011,-0.113333333333333,-0.122857142857143
"cateninmemb",0.140045045489509,0.163269218276162,0.0188584196921842,0.0150306460996588,0.0202589799162738,0.0156512588701966,-0.112540783202057,0,0.0284962451771522,0.144925238251725,0.140735294117647,0.140735294117647,0.150363437056384,0.0390909090909091,0.0599931028637728,0.121058201058201,0.0446332159012737,0.0406586021505376,0.0414460037253408,0.0395833333333333,0.0333333333333333,0.124761904761905,-0.0996762041273867,0.0579973133135439,-0.00200956937799043,0.0420465830098402,-0.00510235288314507,-0.0245609897406186,-0.1,-0.0333333333333333,-0.0374735586202056,0.00101313355229005,0.0314202898550725,-0.12,0.102421302166602,0.101390374331551,-0.019476960084551,-0.122356902356902,0.107272727272727,0.0458188683305699,0.139049373299158,-0.0498506673937362,-0.0427982261640798,-0.0510909090909091,-0.0323937660082899,-0.140735294117647,0.0519456165025785,0.0307131829478198,-0.0176470588235294,-0.0173234996728722,-0.0196819655774507,-0.0176470588235294,-0.0163639794329921,-0.00601915184678523,-0.00601915184678523
"Csn",0.157380519738521,0.502852989322772,0.209259341072117,0.204374190029203,0.207996562960271,0.20445958546831,0.0562460357263061,0.133333333333333,0.17886239675861,0.427417287151021,0.414941279473478,0.414941279473478,0.481827503182598,-0.0659090909090909,-0.0685761917320144,0.17,0.123698622655729,0.0502257599031793,0.0567831369523596,0.0405483405483405,0.0253968253968254,0.153333333333333,-0.056896645021645,0.154297488610062,-0.103535353535354,0.116065951804451,-0.107431457431457,-0.0253017718715393,-0.02,-0.0142857142857143,-0.0254545218668668,0.108392995892996,0.0195419254658385,-0.145,0.0516883116883117,0.04,-0.0768211984851511,-0.182,0.04,0.0667245657568238,0.0475624383261591,0.043945565411921,0.0499121525240928,0.0524762550881954,-0.136313936103242,-0.414941279473478,0.0628183581124758,0.0498833296938469,-0.166666666666667,-0.199570696579421,-0.0183655913978495,-0.166666666666667,-0.199570696579421,-0.183908045977011,-0.183908045977011
"CD44",0.142870462870463,-0.0191694859762087,-0.15474060822898,-0.12,-0.136279069767442,-0.12,-0.168717948717949,0.1,0.0407326007326007,-0.0257142857142857,0,0,-0.0851190476190476,-0.0666666666666667,-0.01875,-0.0333333333333333,0.0811111111111111,0.08,0.0618181818181818,0.1,0.1,0,0.08,-0.0129984051036683,0,0.0547619047619048,0.0142857142857143,-0.095906432748538,-0.1,-0.1,-0.0605442176870748,-0.00902255639097744,0.0666666666666667,0,-0.1,-0.1,-0.0510955710955711,0.0266666666666667,-0.1,0.0682539682539682,0.122171316903702,0.0233333333333333,0.00666666666666668,0.00666666666666668,0.1,0,0.168253968253968,0.0776635924462011,-0.1,0,-0.026984126984127,0,0.1,0,0.1
"HEY1",0.34466430046732,0.378982402987831,0.253846834867457,0.242062518672264,0.247993783808927,0.2429770614009,0.141718432876969,0.233333333333333,0.266100217864924,0.344242081447964,0.336153846153846,0.336153846153846,0.3493235293179,0.159090909090909,0.113840155945419,0.283809523809524,0.0798804370232942,0.2625,0.27002688172043,0.25,0.233333333333333,0.26,-0.162130216660235,0.106827073795236,0.0527272727272727,0.079874213836478,0.0422009569377991,-0.0482964094728801,-0.1,-0.2,-0.072231884057971,-0.0370463177625413,0.0693333333333333,-0.2,0.15903743315508,0.147272727272727,-0.258915996547181,-0.291216931216931,0.12,0.0789009287925697,0.203654416768036,-0.145009608277901,-0.148424242424242,-0.147090909090909,-0.119202940025293,-0.336153846153846,0.0851851851851852,0.0551078551078551,-0.233333333333333,-0.236890104879161,-0.0422394220846233,-0.233333333333333,-0.236890104879161,-0.23921568627451,-0.23921568627451
"ZEB2",-0.316328304401763,-0.301737465670873,-0.258797468489833,-0.258752806826201,-0.256200065892431,-0.255847953216374,-0.211958780456787,-0.2,-0.194923708701433,-0.191024314728812,-0.185670995670996,-0.185670995670996,-0.165631518589526,-0.0987012987012987,-0.0815151515151515,-0.0694444444444444,-0.0660064412238325,-0.0554703832752613,-0.0527431105479886,-0.0457142857142857,-0.0428571428571429,-0.0361111111111111,-0.0352236807597278,-0.0327094077955128,-0.0307692307692308,-0.0213553113553114,-0.0134358974358974,-0.000848184073990526,0,0,0.00181990630461946,0.00523917612442203,0.0091557034514781,0.0111111111111111,0.0376627051499717,0.0570175438596491,0.0575172053401802,0.0797248182762201,0.0833333333333333,0.0932640445665577,0.105227706675669,0.114787329073043,0.118491032776747,0.125974025974026,0.172627815789402,0.185670995670996,0.194975293890521,0.207096135461446,0.26,0.26140350877193,0.262227814541691,0.263636363636364,0.265174825174825,0.266666666666667,0.27030303030303
"cateninnuc",0.417406450689578,0.452666231877915,0.111623718106996,0.204591651152104,0.20789546624287,0.206625862060645,0.0293405350265983,0.193939393939394,0.214665064892815,0.426017591017591,0.419788634788635,0.419788634788635,0.411977662225375,0.126285714285714,0.093785242080324,0.340090909090909,0.156873178930251,0.244897894534388,0.251651707170553,0.239307832422587,0.231111111111111,0.334090909090909,-0.181006511083814,0.188859961133404,-0.0489014438166981,0.0702743634940835,-0.0454130717236748,-0.0673997802735668,-0.3,-0.211111111111111,-0.0766579240071737,0.048594889905493,0.0784314574314574,-0.325,0.176419355120511,0.178951000690131,-0.217531117110144,-0.346340909090909,0.171014492753623,0.115049915575068,0.267297966856206,-0.121208358774689,-0.123173424276873,-0.113978021978022,-0.0709959062924031,-0.419788634788635,0.129836968093196,0.0796494094470191,-0.178554778554779,-0.196308401743184,-0.0537535400126358,-0.178554778554779,-0.194710228227203,-0.195221445221445,-0.193623271705464
"FUS",-0.297600591172312,-0.396124188152706,-0.183788262251943,-0.261752136752137,-0.174820870947596,-0.169557713052859,-0.0470711536700685,-0.2,-0.0906312379518416,-0.319287551460421,-0.31099060822898,-0.31099060822898,-0.34873078237367,-0.253333333333333,-0.0760526315789474,-0.184285714285714,0.0453248240877107,-0.219722222222222,-0.226792929292929,-0.214166666666667,-0.226666666666667,-0.164285714285714,0.225811429949361,-0.0113671274961598,0.0272727272727273,0.0337381916329285,0.0372727272727273,0.0196368848542762,0.1,0.0666666666666667,0.026221198156682,-0.0395454545454545,-0.0242857142857143,0.15,-0.224662004662005,-0.227692307692308,0.126285459297507,0.184285714285714,-0.22,0.154868982011022,-0.145067125561534,0.224078014184397,0.228333333333333,0.228333333333333,0.0588212387312837,0.31099060822898,0.152413479052823,0.116990433220537,0.15,0.151111111111111,0.0674214065370351,0.25,0.244444444444444,0.156666666666667,0.25
"SMO",-0.290598795840175,-0.388386961875334,-0.174820870947596,-0.244444444444444,-0.169557713052859,-0.151111111111111,-0.0439054181020983,-0.1,-0.074400871459695,-0.31099060822898,-0.294711538461538,-0.294711538461538,-0.33635620043387,-0.233333333333333,-0.08,-0.164285714285714,0.0546031746031746,-0.214166666666667,-0.219722222222222,-0.226666666666667,-0.0666666666666667,-0.15,0.224662004662005,-0.0113671274961598,0,0.0491228070175439,0.0272727272727273,0.00659340659340659,0,0.1,0.0242857142857143,-0.0372727272727273,-0.01,0.1,-0.227692307692308,-0.22,0.109417989417989,0.184285714285714,-0.2,0.166525423728814,-0.139313700903999,0.228333333333333,0.228333333333333,0.253333333333333,0.04205105239588,0.294711538461538,0.163888888888889,0.121940928270042,0.2,0.156666666666667,0.0668079096045198,0.3,0.25,0.15,0.25
"SMAD",0.266215077245092,0.091704108309262,0.096150635355425,0.0984133572263069,0.0930098045550197,0.0928741193447076,0.0602326898241159,0.16,0.102748145423665,0.0209316681939068,0.028826405036012,0.028826405036012,0.00121454429725106,0.152380952380952,0.0887332010315348,0.0520074696545285,0.0589445576857064,-0.00642966360856269,-0.00605791639666678,0.00916666666666667,0.00416666666666667,0.053968253968254,0.097720274848932,0.0189010595139627,0.0161904761904762,-0.0263383614315291,0.00584564860426929,0.0191843710116817,0,-0.0166666666666667,-0.057830206323357,0.00367816091954023,-0.0402650317718811,-0.0111111111111111,-0.0986818133104705,-0.091705069124424,-0.0088334031559838,-0.0546741363211951,-0.114285714285714,0.171253658294703,0.0383054865754571,-0.108765376130599,-0.119522348242153,-0.131254191817572,-0.0790823681235957,-0.028826405036012,0.173777172280995,0.183214475669456,-0.145714285714286,-0.0983286647992531,0.0710507251185066,-0.152380952380952,-0.103449328449328,-0.117936507936508,-0.124603174603175
"Patched",-0.280122605363985,-0.372107892107892,-0.169557713052859,-0.25,-0.151111111111111,-0.156666666666667,-0.0332258064516129,-0.1,-0.0685185185185185,-0.294711538461538,-0.288461538461538,-0.288461538461538,-0.331501831501832,-0.233333333333333,-0.08,-0.15,0.0657142857142857,-0.226666666666667,-0.214166666666667,-0.0666666666666667,-0.1,-0.1,0.227692307692308,0.000537634408602153,0,0.0333333333333333,0,-0.00769230769230769,0,0,0.01,-0.0272727272727273,0,0,-0.22,-0.2,0.109417989417989,0.164285714285714,-0.1,0.175,-0.14042071197411,0.228333333333333,0.253333333333333,0.233333333333333,0.0558441558441558,0.288461538461538,0.188888888888889,0.133333333333333,0.1,0.15,0.0583333333333333,0.2,0.25,0.2,0.3
"SHH",-0.281455938697318,-0.364415584415584,-0.151111111111111,-0.25,-0.156666666666667,-0.15,-0.0276702508960573,0,-0.05,-0.288461538461538,-0.25,-0.25,-0.307692307692308,-0.2,-0.1,-0.1,0.08,-0.0666666666666667,-0.226666666666667,-0.1,0,0,0.22,0.0166666666666667,-0.1,0.1,0,0,0,0,0,0,0,0,-0.2,-0.1,0.105714285714286,0.15,0,0.2,-0.143333333333333,0.253333333333333,0.233333333333333,0.233333333333333,0.0285714285714286,0.25,0.2,0.133333333333333,0.1,0.2,0.05,0.2,0.3,0.1,0.2
"cfos",0.25365911460802,0.17304497412272,0.0782208941614882,0.0782456140350877,0.0774801534207475,0.0804504504504505,0.0459945535478412,0.1,0.0754632034632035,0.127877411127052,0.131535947712418,0.131535947712418,0.17946158008658,0.0857142857142857,0.0625824964131994,-0.0291666666666667,0.10962703962704,0.102534562211982,0.0815469078909939,0.0928571428571429,0.10952380952381,-0.0666666666666667,0.110125276344878,0.0622477943996931,0.116666666666667,-0.0347222222222222,0.0858974358974359,-0.0492503748125937,0.1,-0.0666666666666667,-0.0751237412527735,-0.0751282051282051,0.058994708994709,0.0666666666666667,-0.0982608695652174,-0.12,-0.0827083333333333,0.0344298245614035,-0.04,0.222164572043507,0.0234407604411604,-0.0814362108479756,-0.0935574229691877,-0.119047619047619,-0.0805418719211823,-0.131535947712418,0.207174603174603,0.211794414735591,-0.15,-0.0966666666666667,0.0853337945347631,-0.15,-0.0966666666666667,-0.13,-0.13
"NOTCHic",0.290448547745495,0.219108541117887,0.111769299402887,0.111056470411309,0.11008991008991,0.112947052947053,0.0634456633359974,0.1,0.131028461784458,0.169214613472485,0.168722002635046,0.168722002635046,0.212531268800861,0.111111111111111,0.0852007899934167,-0.0111111111111111,0.116591325139164,0.120739064856712,0.104610032598647,0.108974358974359,0.116666666666667,-0.0555555555555556,0.090952380952381,0.0718803418803419,0.234285714285714,-0.011866028708134,0.105253456221198,0.0477257525083612,0.1,-0.0666666666666667,-0.0803562863994519,-0.092095561484356,0.0638095238095238,0.0666666666666667,-0.0852380952380952,-0.106666666666667,-0.122979336091919,0.00878552971576228,-0.14,0.224154589371981,0.0436781811516392,-0.115654361573408,-0.127756272401434,-0.147111111111111,-0.0883003893381252,-0.168722002635046,0.209075224292616,0.214945324425093,-0.16,-0.125034965034965,0.0793236714975845,-0.16,-0.125034965034965,-0.152307692307692,-0.152307692307692
"PAK1",0.249861646253589,0.170037455325728,0.0812553769201089,0.0758065896448438,0.0782208941614882,0.0774801534207475,0.0511227586760463,0.15,0.0781805947675513,0.121059229308871,0.127877411127052,0.127877411127052,0.174734307359307,0.119047619047619,0.0543066343442339,-0.0344298245614035,0.115704387693338,0.0815469078909939,0.0845469078909939,0.102534562211982,0.0928571428571429,-0.0291666666666667,0.110125276344878,0.0581905151634163,0.0858974358974359,-0.0258113311331133,0.0751282051282051,-0.0624856689302408,0.0666666666666667,-0.10952380952381,-0.071252773510838,-0.0674358974358974,0.0751237412527735,0.0666666666666667,-0.110125276344878,-0.0982608695652174,-0.0870028118609407,0.0325779727095517,-0.12,0.224415375902028,0.0206033901989459,-0.0710536971867734,-0.0814362108479756,-0.0935574229691877,-0.0805418719211823,-0.127877411127052,0.225207390059849,0.22448477006554,-0.13,-0.0804504504504505,0.0772952093257598,-0.13,-0.0782456140350877,-0.0966666666666667,-0.0966666666666667
"LIV1",0.249861646253589,0.170037455325728,0.0812553769201089,0.0758065896448438,0.0782208941614882,0.0774801534207475,0.0511227586760463,0.15,0.0781805947675513,0.121059229308871,0.127877411127052,0.127877411127052,0.174734307359307,0.119047619047619,0.0543066343442339,-0.0344298245614035,0.115704387693338,0.0815469078909939,0.0845469078909939,0.102534562211982,0.0928571428571429,-0.0291666666666667,0.110125276344878,0.0581905151634163,0.0858974358974359,-0.0258113311331133,0.0751282051282051,-0.0624856689302408,0.0666666666666667,-0.10952380952381,-0.071252773510838,-0.0674358974358974,0.0751237412527735,0.0666666666666667,-0.110125276344878,-0.0982608695652174,-0.0870028118609407,0.0325779727095517,-0.12,0.224415375902028,0.0206033901989459,-0.0710536971867734,-0.0814362108479756,-0.0935574229691877,-0.0805418719211823,-0.127877411127052,0.225207390059849,0.22448477006554,-0.13,-0.0804504504504505,0.0772952093257598,-0.13,-0.0782456140350877,-0.0966666666666667,-0.0966666666666667
"EGR1",0.249861646253589,0.170037455325728,0.0812553769201089,0.0758065896448438,0.0782208941614882,0.0774801534207475,0.0511227586760463,0.15,0.0781805947675513,0.121059229308871,0.127877411127052,0.127877411127052,0.174734307359307,0.119047619047619,0.0543066343442339,-0.0344298245614035,0.115704387693338,0.0815469078909939,0.0845469078909939,0.102534562211982,0.0928571428571429,-0.0291666666666667,0.110125276344878,0.0581905151634163,0.0858974358974359,-0.0258113311331133,0.0751282051282051,-0.0624856689302408,0.0666666666666667,-0.10952380952381,-0.071252773510838,-0.0674358974358974,0.0751237412527735,0.0666666666666667,-0.110125276344878,-0.0982608695652174,-0.0870028118609407,0.0325779727095517,-0.12,0.224415375902028,0.0206033901989459,-0.0710536971867734,-0.0814362108479756,-0.0935574229691877,-0.0805418719211823,-0.127877411127052,0.225207390059849,0.22448477006554,-0.13,-0.0804504504504505,0.0772952093257598,-0.13,-0.0782456140350877,-0.0966666666666667,-0.0966666666666667
"SNAI1",0.250498588928749,0.169434385150289,0.0826492850254264,0.0759894050013338,0.0812553769201089,0.0782208941614882,0.0540588553945265,0.13,0.0774626460496026,0.119252989571596,0.121059229308871,0.121059229308871,0.172292063134885,0.0935574229691877,0.0577373840265719,-0.0325779727095517,0.113612337484133,0.0845469078909939,0.0812459370172075,0.0815469078909939,0.102534562211982,-0.0344298245614035,0.115954872757434,-0.0423432926657652,0.0751282051282051,-0.0269434066048114,0.0674358974358974,-0.0612951927397646,0.0666666666666667,-0.0928571428571429,-0.0740818018011209,-0.0715175300889587,0.071252773510838,0.0291666666666667,-0.110125276344878,-0.110125276344878,-0.0860616353903525,0.0416057504873294,-0.0982608695652174,0.228474416492433,0.0214358563800073,-0.0732714391222572,-0.0710536971867734,-0.0814362108479756,-0.0810080723873827,-0.121059229308871,0.226765022458603,0.221122618288403,-0.0966666666666667,-0.0774801534207475,0.0855362917365839,-0.0966666666666667,-0.0758065896448438,-0.0804504504504505,-0.0782456140350877
"Csl",0.288584267357724,0.219047602665724,0.115142655606432,0.108637115572599,0.111769299402887,0.11008991008991,0.0683386296968536,0.16,0.134414466299131,0.165905789943073,0.169214613472485,0.169214613472485,0.21091123934578,0.147111111111111,0.0783042382692788,-0.00878552971576228,0.123503767535477,0.104610032598647,0.108920377426234,0.120739064856712,0.108974358974359,-0.0111111111111111,0.0887784679089027,0.0706945711293537,0.105253456221198,-0.00454895553740227,0.092095561484356,0.0340002623122828,0.0666666666666667,-0.116666666666667,-0.0792451752883408,-0.0839137433025379,0.0803562863994519,0.0555555555555556,-0.090952380952381,-0.0852380952380952,-0.127146002758586,0.00335917312661499,-0.106666666666667,0.228574478874743,0.0412363206865229,-0.107264338897671,-0.115654361573408,-0.127756272401434,-0.0875291811119041,-0.169214613472485,0.229075224292616,0.227363625078688,-0.152307692307692,-0.112947052947053,0.0721413510555956,-0.152307692307692,-0.111056470411309,-0.125034965034965,-0.125034965034965
"ILK",0.245264043663086,0.602714902785186,0.331580526801793,0.322058714232627,0.326013516492514,0.322058714232627,0.16025004312701,0.1,0.205265361074342,0.51572246931151,0.491064935064935,0.491064935064935,0.576418951418951,-0.15,-0.147858304297329,0.0509803921568627,0.233112475759535,0.148717948717949,0.170940170940171,0.133333333333333,0.1,0.0333333333333333,-0.0257106121136979,0.244995974235105,-0.075,0.201923076923077,-0.0596153846153846,-0.0894998822856758,0,-0.1,-0.0865869547819128,0.0757444168734491,0.0873869547819128,0.0333333333333333,0.00112044817927171,-0.00476190476190476,-0.193157894736842,-0.0945701357466063,-0.0333333333333333,0.29404977522437,-0.016290601669884,0.111304638928742,0.112117647058824,0.144117647058824,-0.194190476190476,-0.491064935064935,0.284429824561404,0.242873350250399,-0.2,-0.308212560386473,0.00272733174286317,-0.2,-0.308212560386473,-0.277777777777778,-0.277777777777778
"miR200",-0.28165888218579,-0.344900095247951,-0.287976887244624,-0.278170561832534,-0.284795069062805,-0.280033164300901,-0.249656004745097,-0.2,-0.184487393996596,-0.271049624312735,-0.258331419823957,-0.258331419823957,-0.237221152495968,-0.0583333333333333,-0.0437117895654481,-0.0557894736842105,-0.0167349900577686,-0.0546940928270042,-0.0623027884791781,-0.0458333333333333,-0.0325,-0.0357894736842105,0.0454050711193568,-0.0284234284234284,-0.0377339901477833,-0.023030303030303,-0.0342857142857143,0.00502824858757062,0,0.02,0.0128306768221324,0.0314608555286521,-0.00812848246476565,0.02,-0.0379220779220779,-0.0242857142857143,0.0955825461520019,0.0689970208540218,-0.0142857142857143,0.300286738351255,0.169574314162451,0.0803859052998544,0.0768975332068311,0.0720588235294118,0.169560499619526,0.258331419823957,0.30200138026225,0.239816856277743,0.24,0.274415186772811,0.32043458781362,0.24,0.272676056338028,0.261739130434783,0.26
"ZEB1",-0.200953194240069,-0.321553157587237,-0.244350159705895,-0.228963771539834,-0.240925502171648,-0.235606353235478,-0.201422073990985,-0.2,-0.0860665228854835,-0.271156748407797,-0.260920527935356,-0.260920527935356,-0.277588708668288,-0.0423371647509579,-0.0116954454642789,-0.0341501294219154,0.0399842581660764,-0.0986853832442068,-0.109717411713958,-0.0928030303030303,-0.0791666666666667,-0.0357894736842105,0.142764792260517,0.00611410250801364,-0.0583333333333333,-0.000974658869395709,-0.0661764705882353,0.012595142336075,0,0.0916666666666667,0.0255521718487126,0.067002916869227,-0.0289175564640972,0.02,-0.136156862745098,-0.137333333333333,0.135148899579883,0.042721557993344,-0.133333333333333,0.308908587076856,0.041177637310622,0.0449058212676573,0.0409688133936416,0.0292936864900883,0.118437025771506,0.260920527935356,0.300837922816574,0.269712778268695,0.192307692307692,0.223106353235478,0.185637460842946,0.185714285714286,0.216248994907532,0.2093808630394,0.202787456445993
"AKT",0.255213792406805,0.618843935043251,0.334965142186408,0.324852010322013,0.331580526801793,0.326013516492514,0.159332611934349,0.2,0.21291062101318,0.53572246931151,0.51572246931151,0.51572246931151,0.593757661096371,-0.144117647058824,-0.144850785500336,0.0945701357466063,0.241187009921025,0.170940170940171,0.17515069725596,0.148717948717949,0.133333333333333,0.0509803921568627,-0.0307739032529384,0.258279182255155,-0.0596153846153846,0.193034188034188,-0.0757444168734491,-0.090251761984924,0.0333333333333333,-0.1,-0.101065069260027,0.0818419778490589,0.0865869547819128,-0.0333333333333333,0.0257106121136979,0.00112044817927171,-0.19514464970373,-0.213762054938526,-0.00476190476190476,0.309118268375055,-0.0135633289426112,0.106168687267111,0.111304638928742,0.112117647058824,-0.193829465360151,-0.51572246931151,0.297250337381916,0.246081906400132,-0.277777777777778,-0.322058714232627,0.00820678379765769,-0.277777777777778,-0.322058714232627,-0.308212560386473,-0.308212560386473
"GSK3",0.359871684443697,0.604911341581495,0.307713677593138,0.299745131419003,0.303305782856296,0.301079602980962,0.12211784102006,0.275,0.30767493686662,0.522257647360643,0.515534958285013,0.515534958285013,0.485473896147965,0.0081159420289855,-0.0387476415872989,0.197859195402299,0.239321380374012,0.178481601517422,0.188050979507852,0.179095098449937,0.15974025974026,0.182916666666667,-0.0481169482678771,0.244056285810583,-0.069187675070028,0.164590659860087,-0.0754813813637343,-0.108469398369777,-0.126666666666667,-0.145454545454545,-0.109556752416776,0.0835333294156824,0.109406827379294,-0.139166666666667,0.0407305846315134,0.0384749455337691,-0.192360046892684,-0.210679708222812,0.0125490196078431,0.325221075075048,0.0415860037926093,0.00219139291249578,-0.00268040195929909,0.00045548654244307,-0.179645130844376,-0.515534958285013,0.322538608565786,0.261479540800883,-0.290789473684211,-0.297270079171439,0.021503123392438,-0.290789473684211,-0.295971546513342,-0.297932330827068,-0.297932330827068
"Destcompl",0.525433293138892,0.662794279621888,0.453670586465844,0.4422344373101,0.450100979122652,0.443388650355528,0.245799124353076,0.355555555555556,0.402273067739968,0.608989814961604,0.591564383250458,0.591564383250458,0.686051716826497,0.0144897959183673,-0.0322935989946219,0.348838901012814,0.327185372263811,0.337335590778507,0.3456528054787,0.3192008757526,0.293486590038314,0.320910973084886,-0.101008246785379,0.362760812495327,-0.0263768115942029,0.121689810258113,-0.0361594202898551,-0.179093897555436,-0.233333333333333,-0.255555555555556,-0.192794486215539,0.0403678371235224,0.182619047619048,-0.29047619047619,0.0951010737895984,0.0792540792540792,-0.420482165278996,-0.365617424502747,0.0641025641025641,0.354662239548919,0.19006392383137,-0.0378732545649839,-0.0336368013630134,-0.0331104855735398,-0.212831389751351,-0.591564383250458,0.349921758935054,0.263574705484276,-0.405555555555556,-0.437791635430155,-0.107387596728485,-0.405555555555556,-0.437225160872252,-0.423363774733638,-0.423363774733638
