"","GSK3","TCFLEF","SRC","Destcompl","cateninmemb","Jagged","TWIST1","NOTCH","AKT","Wnt","Frizzled","GLI","ILK","DSH","Csl","NOTCHic","IKK","TrCP","RKIP","cfos","TGF","miR200","EGR1","FOXC2","PI3K","DELTA","RAS","SOSGRB2","RAF","ZEB2","ZEB1","SNAI2","PAK1","ERK","MEK","TGFR","CDC42","SMO","FUS","Ecadherin","HEY1","SHH","NFB","LIV1","Patched","SMAD","KLF4","STAT","SNAI1","CD44","SUFU","cMet","cateninnuc","Csn","AXIN2"
"TWIST1",0.0281410634795399,-0.010824344092407,0.0158730158730159,0.0344342364730638,-0.0269392824740007,-0.10964951190806,0.0174945969997457,-0.0451034779336666,-0.165974421059167,-0.00412698412698412,0.0158730158730159,-0.000126984126984118,-0.188656838656839,0.00476190476190477,-0.0459259259259259,-0.0356695156695157,-0.177838827838828,-0.1,-0.109677977069281,0.0710144927536232,0.130411799044566,0.0713772141284981,0.0666666666666667,0.140811420387564,-0.0632526386163325,-0.0632526386163325,-0.0553759262875654,-0.145702047761544,0.0632526386163325,0.0796278734875226,0.0796278734875226,0.284300404091485,-0.149090909090909,-0.0552250190694127,-0.0567175563828455,-0.147496081504702,-0.138746081504702,0.157777777777778,0.177777777777778,0.0893376999250668,0.188514310548209,0.153175577899243,0.173076923076923,-0.0333333333333333,0.153668188736682,0.196907663739347,0.078788826349802,-0.00476190476190477,0.0841106404895148,0.00178912204033967,0.166666666666667,0.00540357987166497,0.00662652925629434,0.15,-0.0341551459293395
"TGF",-0.227182927965707,-0.075127441244621,-0.0666666666666667,-0.0829633992897804,-0.0750606865135841,-0.246459253804615,-0.0748148148148148,-0.134137931034483,-0.288721804511278,-0.0528571428571429,-0.0428571428571429,-0.0434231805929919,-0.250909090909091,0,-0.12,-0.11,-0.257142857142857,-0.2,-0.155411255411255,0.0904761904761905,0.172420634920635,0.118443051201672,0.133333333333333,0.17972049689441,-0.0619047619047619,-0.0619047619047619,-0.0636904761904762,-0.309210526315789,0.0619047619047619,0.151858169798673,0.151858169798673,-0.0784855029011269,-0.3,-0.0957393483709273,-0.120183792815372,-0.249206349206349,-0.277777777777778,0.17,0.22,0.0576999377963476,0.236750483558994,0.222909482758621,0.3,0,0.201034482758621,0.23316715542522,0.135494533435037,0,0.125244755244755,0.0672327044025157,0.2,0.0766666666666667,0.0837398814360086,0.3,0.072663139329806
"RKIP",-0.203073286052009,0.0322721138510612,0.0666666666666667,-0.0355306582563339,0.108490675549499,-0.162790039615167,-0.0321984551396316,-0.167094017094017,-0.140584415584416,0.0366666666666667,0.0666666666666667,0.0482051282051282,-0.222058194266153,0,-0.155555555555556,-0.155555555555556,-0.167857142857143,-0.1,-0.272619047619048,0.12,0.109230084557187,0.107172812561141,0.07,0.104111405835544,0.105844155844156,0.105844155844156,0.123792873792874,-0.165904761904762,-0.105844155844156,0.170696317551411,0.170696317551411,-0.385884187212217,-0.1,-0.0958620689655172,-0.0979897285399853,-0.143809523809524,-0.12,0.206666666666667,0.166666666666667,-0.0794876079707837,0.207897793263647,0.214142076502732,0.142857142857143,0,0.202666666666667,0.244830471493876,0.184696317551411,0,0.159223590892124,-0.0413630229419703,0.1,-0.0298245614035088,-0.0427046838256159,0.1,-0.0426863572433193
"KLF4",-0.179730542763315,-0.294494248193172,-0.274509803921569,-0.169608649542349,-0.284343800959655,-0.300384353277907,-0.338675381263617,-0.136193952547724,-0.146984126984127,-0.276835385316917,-0.274509803921569,-0.297525040489331,-0.0786666666666667,-0.233333333333333,-0.110909090909091,-0.137224880382775,-0.124761904761905,-0.1,-0.187136672850959,-0.147272727272727,-0.124768662232077,0.151168091168091,-0.12,-0.075834621675517,-0.11974358974359,-0.11974358974359,-0.130037707390649,-0.0616923956546598,0.11974358974359,0.218952528379773,0.218952528379773,0.272472708028645,0.127272727272727,0.153155080213904,0.164495286399471,0.137939393939394,0.115272727272727,-0.216666666666667,-0.233333333333333,0.0662397416149198,0.0527883880825057,-0.217540322580645,0.12,0.233333333333333,-0.222916666666667,0.0859130434782609,0.211111111111111,0.233333333333333,0.209463288568923,0.296835385316917,-0.2,0.276835385316917,0.307570213323931,0.1,0.356759540625965
"HEY1",-0.179730542763315,-0.294494248193172,-0.274509803921569,-0.169608649542349,-0.284343800959655,-0.300384353277907,-0.338675381263617,-0.136193952547724,-0.146984126984127,-0.276835385316917,-0.274509803921569,-0.297525040489331,-0.0786666666666667,-0.233333333333333,-0.110909090909091,-0.137224880382775,-0.124761904761905,-0.1,-0.187136672850959,-0.147272727272727,-0.124768662232077,0.151168091168091,-0.12,-0.075834621675517,-0.11974358974359,-0.11974358974359,-0.130037707390649,-0.0616923956546598,0.11974358974359,0.218952528379773,0.218952528379773,0.272472708028645,0.127272727272727,0.153155080213904,0.164495286399471,0.137939393939394,0.115272727272727,-0.216666666666667,-0.233333333333333,0.0662397416149198,0.0527883880825057,-0.217540322580645,0.12,0.233333333333333,-0.222916666666667,0.0859130434782609,0.211111111111111,0.233333333333333,0.209463288568923,0.296835385316917,-0.2,0.276835385316917,0.307570213323931,0.1,0.356759540625965
"FOXC2",-0.179730542763315,-0.294494248193172,-0.274509803921569,-0.169608649542349,-0.284343800959655,-0.300384353277907,-0.338675381263617,-0.136193952547724,-0.146984126984127,-0.276835385316917,-0.274509803921569,-0.297525040489331,-0.0786666666666667,-0.233333333333333,-0.110909090909091,-0.137224880382775,-0.124761904761905,-0.1,-0.187136672850959,-0.147272727272727,-0.124768662232077,0.151168091168091,-0.12,-0.075834621675517,-0.11974358974359,-0.11974358974359,-0.130037707390649,-0.0616923956546598,0.11974358974359,0.218952528379773,0.218952528379773,0.272472708028645,0.127272727272727,0.153155080213904,0.164495286399471,0.137939393939394,0.115272727272727,-0.216666666666667,-0.233333333333333,0.0662397416149198,0.0527883880825057,-0.217540322580645,0.12,0.233333333333333,-0.222916666666667,0.0859130434782609,0.211111111111111,0.233333333333333,0.209463288568923,0.296835385316917,-0.2,0.276835385316917,0.307570213323931,0.1,0.356759540625965
"Ecadherin",-0.17399102841453,-0.307570213323931,-0.276835385316917,-0.181537820092209,-0.28947200608786,-0.301070852133742,-0.336999403609985,-0.151435588235456,-0.143088023088023,-0.297525040489331,-0.276835385316917,-0.295525040489331,-0.0859130434782609,-0.274509803921569,-0.137224880382775,-0.136193952547724,-0.146984126984127,-0.1,-0.186013077345341,-0.153155080213904,-0.138692712864988,0.150981871428799,-0.147272727272727,-0.0879627681286063,-0.130037707390649,-0.130037707390649,-0.123333796776123,-0.0498502903915019,0.130037707390649,0.22558759946982,0.22558759946982,0.276626832050319,0.115272727272727,0.164495286399471,0.167240384438686,0.124768662232077,0.137939393939394,-0.222916666666667,-0.216666666666667,-0.0280153703617111,0.0601709384180762,-0.223052133604267,0.124761904761905,0.233333333333333,-0.217540322580645,0.0958404042530793,0.230098452883263,0.274509803921569,0.224336706290442,0.294494248193172,-0.233333333333333,0.296835385316917,0.304395610149328,0.12,0.362326550935243
"AXIN2",-0.196852960159596,-0.191474497248926,-0.190852713178295,-0.185591101028368,-0.169610802761129,-0.227136371266806,-0.215704794541847,-0.143081182686446,0.0236714975845411,-0.177059609730019,-0.190852713178295,-0.202845773252031,-0.189487002530481,-0.146666666666667,-0.124210526315789,-0.154567669172932,0.0458937198067633,0.0666666666666667,-0.217521761392729,-0.0352845528455285,0.0547070889488162,0.159446367986229,-0.0133333333333333,0.0849302531972321,0.088046307553228,0.088046307553228,0.0712484072907608,-0.094520804114072,-0.088046307553228,0.227682583715713,0.227682583715713,0.1785527923909,-0.0358333333333333,0.0343499734062761,0.044694800992483,-0.0332549437342948,-0.0642283950617284,-0.0386446886446886,-0.0576923076923077,0.0151761693174031,0.176280931757605,-0.0330006605416441,-0.0386473429951691,0.166666666666667,-0.0457875457875458,0.193455256498735,0.218692822577114,0.146666666666667,0.220137621229883,0.202611660203205,-0.05,0.177059609730019,0.20794661138641,-0.0777777777777778,0.574979080202766
"cateninnuc",-0.131594343080584,-0.262260734200371,-0.270493395493395,-0.102195566618556,-0.227068712036386,-0.271603018914427,-0.280339285118557,-0.0782465769241489,-0.140298295454545,-0.247227231771603,-0.271140275249864,-0.281614583550259,-0.105770562770563,-0.217715617715618,-0.060075329566855,-0.0996102132877852,-0.112954545454545,-0.1,-0.119546950154891,-0.186128364389234,-0.0550110673345126,0.159606563688984,-0.16231884057971,-0.0302395964691047,-0.0802257202257202,-0.0802257202257202,-0.104468144468144,-0.0451912569745802,0.0802257202257202,0.238354817055058,0.238354817055058,0.315036575289727,0.0885714285714286,0.182330896034804,0.196092363924712,0.0866704559808008,0.0424175824175824,-0.175355191256831,-0.196666666666667,0.114347473365878,0.0817272574136483,-0.17572055479355,0.132954545454545,0.248484848484848,-0.193367613617079,0.111909716931545,0.245083188855431,0.217715617715618,0.140691024144032,0.280707336142119,-0.166666666666667,0.246580352015135,0.184547395343702,0.0875,0.46071086651422
"SNAI2",-0.226596143353324,-0.362326550935243,-0.322987012987013,-0.224298480151744,-0.36552476147285,-0.360420000054281,-0.38545682287242,-0.189388243335612,-0.186750450076167,-0.338479970733492,-0.322987012987013,-0.357196548273599,-0.0849765258215962,-0.287272727272727,-0.16359649122807,-0.182894736842105,-0.16867816091954,-0.1,-0.230371794871795,-0.162745098039216,-0.181261846990747,0.179056107612685,-0.133333333333333,-0.115983498650078,-0.173174746672525,-0.173174746672525,-0.178654198727319,-0.091683569979716,0.173174746672525,0.252919026641494,0.252919026641494,0.538259396088541,0.162745098039216,0.176470588235294,0.188632750397456,0.183746319040437,0.16750700280112,-0.265882352941176,-0.26,0.259303687762228,0.0532097649186257,-0.270596351216543,0.158333333333333,0.26,-0.272004801920768,0.0959813105105915,0.243653846153846,0.287272727272727,0.261713585460444,0.356759540625965,-0.2,0.338479970733492,0.372574998140212,0.133333333333333,0.409270313360032
"IKK",-0.181172161172161,-0.0653223236274084,-0.0444444444444444,-0.101422904868277,-0.03726882056491,-0.0680068728522337,-0.315326797385621,-0.154978354978355,0.126061776061776,-0.0598290598290598,-0.0444444444444444,-0.0613675213675214,-0.109027777777778,-0.1,-0.145454545454545,-0.15021645021645,0.107142857142857,0.2,-0.13879781420765,-0.00714285714285715,-0.121939393939394,0.127658862876254,-0.05,-0.107503607503608,0.131881427707199,0.131881427707199,0.141740582636777,0.0560924369747899,-0.131881427707199,0.260436090225564,0.260436090225564,-0.2770844898081,0.15,0.0351428571428571,0.0462539682539683,0.0939393939393939,0.116666666666667,0.02,-0.04,-0.0236887329055296,0.103095975232198,0.0340485312899106,-0.257142857142857,0.1,0.0237037037037037,0.14170104510451,0.276190476190476,0.1,0.194960418433701,0.0613675213675214,-0.1,0.0598290598290598,0.0594151506316278,-0.3,0.0923809523809524
"CD44",-0.180357142857143,-0.118294573643411,-0.2,-0.138093419185856,-0.101996336996337,-0.195058275058275,-0.244835164835165,-0.0796992481203007,-0.213333333333333,-0.1,-0.1,-0.106666666666667,-0.211111111111111,0,0,-0.0428571428571429,-0.166666666666667,-0.1,-0.260740740740741,-0.125,0.146666666666667,0.189095300834431,-0.1,0.1575,0.0142857142857143,0.0142857142857143,-0.00571428571428572,-0.119047619047619,-0.0142857142857143,0.287301587301587,0.287301587301587,-0.177764457764458,-0.133333333333333,0.105,0.105,-0.113333333333333,-0.113333333333333,0.1,0.1,0.0435609597220714,0.237426900584795,0.187272727272727,0.2,0.1,0.16,0.213151927437642,0.353968253968254,0.1,0.303774587985114,0.106666666666667,0.1,0.2,0.135217650566488,0.2,0.13
"cMet",-0.180357142857143,-0.135217650566488,-0.2,-0.150255581348018,-0.107334415288152,-0.20158001418871,-0.245958760340783,-0.0988481842905135,-0.225833333333333,-0.106666666666667,-0.1,-0.115757575757576,-0.213151927437642,-0.1,-0.0428571428571429,-0.0796992481203007,-0.213333333333333,-0.2,-0.257037037037037,-0.105,0.127517730496454,0.185970300834431,-0.125,0.135981012658228,-0.00571428571428572,-0.00571428571428572,-0.00571428571428572,-0.125714285714286,0.00571428571428572,0.296392496392496,0.296392496392496,-0.172654968713363,-0.113333333333333,0.105,0.125,-0.146666666666667,-0.113333333333333,0.16,0.1,0.0555202472538781,0.239387684898521,0.187272727272727,0.166666666666667,0.1,0.187272727272727,0.240424654710369,0.387301587301587,0.2,0.308859333747826,0.118294573643411,0.1,0.106666666666667,0.133522735312251,0.2,0.141111111111111
"Jagged",-0.0325670498084291,-0.0921678321678322,0,-0.0550733590733591,-0.0999487836107554,-0.202424242424242,-0.221,-0.06,-0.188888888888889,-0.06,0,-0.0830769230769231,-0.216666666666667,0,0,-0.06,-0.2,0,-0.21025641025641,0,0.0591111111111111,0.147272727272727,-0.1,0.0642857142857143,-0.0533333333333333,-0.0533333333333333,-0.0442424242424242,-0.06,0.0533333333333333,0.301207729468599,0.301207729468599,-0.0846153846153846,0,0.06,0.126666666666667,-0.111111111111111,-0.1,0.2,0.1,0.115789473684211,0.316666666666667,0.182692307692308,0.1,0,0.175,0.278571428571429,0.305555555555556,0,0.325,0.0830769230769231,0,0.06,0.0976623376623377,0,0.0728571428571429
"miR200",-0.177730778042509,-0.284786083924707,-0.250434782608696,-0.196610670070156,-0.283547033722078,-0.298286709821785,-0.325736696840991,-0.237717291475328,-0.238552986239183,-0.26112676056338,-0.24,-0.265522364958985,-0.279756520110502,-0.22,-0.222463054187192,-0.222463054187192,-0.223458646616541,-0.1,-0.206216768916155,-0.125714285714286,-0.0303447185325743,0.0835388188258812,-0.0857142857142857,0.0107611088098893,-0.109816303099885,-0.109816303099885,-0.108070667189661,-0.0569568020631851,0.109816303099885,0.314560931899642,0.314560931899642,0.170298785213618,0.00833333333333333,0.148441558441558,0.145040197897341,0.0303447185325743,0.0142156862745098,0.165,0.185,0.247814422264805,0.252033898305085,0.187261970280682,0.226315789473684,0.2,0.176392405063291,0.280069999734327,0.307798481711525,0.22,0.270842490842491,0.276055925194548,0.16,0.271561543172076,0.290695174833798,0.2,0.309309218409071
"NOTCH",-0.0416579588993382,-0.0976623376623377,-0.06,-0.0560079385126114,-0.113037788846358,-0.232053872053872,-0.246423728813559,-0.176129032258065,-0.222222222222222,-0.0830769230769231,-0.06,-0.0921678321678322,-0.278571428571429,0,-0.06,-0.06,-0.188888888888889,0,-0.248187444739169,-0.06,0.0784659498207885,0.167272727272727,0,0.0948979591836735,-0.0442424242424242,-0.0442424242424242,-0.0485902503293808,-0.0652631578947368,0.0442424242424242,0.319726247987118,0.319726247987118,-0.0798534798534799,-0.1,0.126666666666667,0.112380952380952,-0.0591111111111111,-0.111111111111111,0.175,0.2,0.105305602716469,0.364492753623188,0.21210407239819,0.2,0,0.182692307692308,0.271904761904762,0.301207729468599,0,0.351153846153846,0.0921678321678322,0.1,0.0830769230769231,0.114397031539889,0.1,0.0898382749326146
"CDC42",0.0233928571428571,0.00178961139357179,0.03,0.0328651157631284,-0.0035986310376266,-0.210416666666667,-0.218822510822511,-0.194615384615385,-0.238815789473684,0.0188888888888889,0.03,0.0241520467836257,-0.267460317460318,0.05,-0.15,-0.165384615384615,-0.2125,-0.1,-0.243006993006993,-0.12,0.10733384262796,0.168309141838554,-0.06,0.109138484662158,-0.014760348583878,-0.014760348583878,-0.0111018119985121,-0.0236111111111111,0.014760348583878,0.32758945386064,0.32758945386064,-0.166905867854773,-0.0428571428571429,0.0982608695652174,0.106735445836404,-0.110364145658263,-0.080952380952381,0.202380952380952,0.185714285714286,0.0202366621027607,0.250699650174913,0.226753712237583,0.175,-0.1,0.237864823348694,0.265847414234511,0.303269841269841,-0.05,0.325541125541126,-0.0215915915915916,0.2,-0.0188888888888889,-0.00623405583801623,0.2,-0.0422660098522168
"SNAI1",0.0155140692640693,-0.000110771748190664,0.0215915915915916,0.0316260806754091,-0.00805781606675982,-0.227720167207988,-0.225004785070002,-0.197001569858713,-0.234186159844055,0.00610326629582085,0.0241520467836257,0.0103080194950896,-0.289073220686124,0.0188888888888889,-0.194615384615385,-0.188021978021978,-0.236963937621832,-0.175,-0.240330093402286,-0.106735445836404,0.0961603012918066,0.166291850772271,-0.0982608695652174,0.0983747813803804,-0.0201927210894212,-0.0201927210894212,-0.0137887802027217,-0.0422324449426075,0.0201927210894212,0.329186492339064,0.329186492339064,-0.165557843274254,-0.110364145658263,0.12540211250307,0.120020946583788,-0.106240946453097,-0.10733384262796,0.226753712237583,0.237864823348694,0.026401880715149,0.269467157177714,0.234549828742438,0.238815789473684,-0.03,0.227753712237583,0.291164241596333,0.330893558138234,-0.0188888888888889,0.238322786672951,-0.00623405583801623,0.202380952380952,-0.00178961139357179,-0.0011798839048811,0.2125,-0.026098529533793
"TrCP",0.0088474025974026,0.00623405583801623,0.0188888888888889,0.04023353681576,-0.00304918048817605,-0.222073108384458,-0.230235554300772,-0.188021978021978,-0.236963937621832,0.0241520467836257,0.0188888888888889,0.00610326629582085,-0.265847414234511,0.03,-0.165384615384615,-0.194615384615385,-0.238815789473684,-0.2,-0.245769423946219,-0.0982608695652174,0.106240946453097,0.168309141838554,-0.12,0.106379863972502,-0.0111018119985121,-0.0111018119985121,-0.0201927210894212,-0.0463833883388339,0.0111018119985121,0.331769518169322,0.331769518169322,-0.167267531507576,-0.080952380952381,0.106735445836404,0.12540211250307,-0.10733384262796,-0.110364145658263,0.237864823348694,0.202380952380952,0.0239044821719649,0.249229061939618,0.227753712237583,0.2125,-0.05,0.226753712237583,0.289073220686124,0.326220660941972,-0.03,0.320529192366901,-0.00178961139357179,0.185714285714286,-0.0215915915915916,0.000110771748190664,0.175,-0.0284295318647954
"PAK1",0.0088474025974026,0.00623405583801623,0.0188888888888889,0.04023353681576,-0.00304918048817605,-0.222073108384458,-0.230235554300772,-0.188021978021978,-0.236963937621832,0.0241520467836257,0.0188888888888889,0.00610326629582085,-0.265847414234511,0.03,-0.165384615384615,-0.194615384615385,-0.238815789473684,-0.2,-0.245769423946219,-0.0982608695652174,0.106240946453097,0.168309141838554,-0.12,0.106379863972502,-0.0111018119985121,-0.0111018119985121,-0.0201927210894212,-0.0463833883388339,0.0111018119985121,0.331769518169322,0.331769518169322,-0.167267531507576,-0.080952380952381,0.106735445836404,0.12540211250307,-0.10733384262796,-0.110364145658263,0.237864823348694,0.202380952380952,0.0239044821719649,0.249229061939618,0.227753712237583,0.2125,-0.05,0.226753712237583,0.289073220686124,0.326220660941972,-0.03,0.320529192366901,-0.00178961139357179,0.185714285714286,-0.0215915915915916,0.000110771748190664,0.175,-0.0284295318647954
"LIV1",0.0088474025974026,0.00623405583801623,0.0188888888888889,0.04023353681576,-0.00304918048817605,-0.222073108384458,-0.230235554300772,-0.188021978021978,-0.236963937621832,0.0241520467836257,0.0188888888888889,0.00610326629582085,-0.265847414234511,0.03,-0.165384615384615,-0.194615384615385,-0.238815789473684,-0.2,-0.245769423946219,-0.0982608695652174,0.106240946453097,0.168309141838554,-0.12,0.106379863972502,-0.0111018119985121,-0.0111018119985121,-0.0201927210894212,-0.0463833883388339,0.0111018119985121,0.331769518169322,0.331769518169322,-0.167267531507576,-0.080952380952381,0.106735445836404,0.12540211250307,-0.10733384262796,-0.110364145658263,0.237864823348694,0.202380952380952,0.0239044821719649,0.249229061939618,0.227753712237583,0.2125,-0.05,0.226753712237583,0.289073220686124,0.326220660941972,-0.03,0.320529192366901,-0.00178961139357179,0.185714285714286,-0.0215915915915916,0.000110771748190664,0.175,-0.0284295318647954
"SMAD",-0.155094807726387,-0.113311578091209,-0.0885714285714286,-0.0833104040327775,-0.115050526760122,-0.344377181957827,-0.227112989562708,-0.309704433497537,-0.297633986928105,-0.0695970695970696,-0.0619047619047619,-0.0796690120431128,-0.37669380847463,-0.0619047619047619,-0.292380952380952,-0.307323481116585,-0.301633986928105,-0.25,-0.228764023099192,-0.0695852534562212,0.07032996124939,0.170671138754111,-0.0857142857142857,0.0800741531236109,0.0491976029792624,0.0491976029792624,0.0482107608739992,-0.0569949719018042,-0.0491976029792624,0.338247447175284,0.338247447175284,-0.0707855200650112,-0.0642857142857143,0.0812131604329654,0.0937131604329654,-0.0802901206119398,-0.0741448692152917,0.325,0.3,0.109380076935256,0.310924700549904,0.31929760240101,0.272222222222222,0.06,0.320412844036697,0.295265237046059,0.337134897083932,0.0885714285714286,0.294835071290716,0.109648077412783,0.275,0.098375350140056,0.114932652052709,0.238888888888889,0.110222909678335
"NOTCHic",-0.0424844051803299,-0.114397031539889,-0.0830769230769231,-0.0653412718459448,-0.116080385195242,-0.232716123709501,-0.258373414348151,-0.19981324278438,-0.247803617571059,-0.0921678321678322,-0.0830769230769231,-0.0953936386194451,-0.271904761904762,-0.06,-0.06,-0.176129032258065,-0.222222222222222,-0.1,-0.266497303894098,-0.126666666666667,0.0778290071456293,0.177099316868103,-0.06,0.0965108624094799,-0.0485902503293808,-0.0485902503293808,-0.0490828611668192,-0.033444976076555,0.0485902503293808,0.34268921095008,0.34268921095008,-0.0720378485909548,-0.111111111111111,0.112380952380952,0.123809523809524,-0.0784659498207885,-0.0591111111111111,0.182692307692308,0.175,0.107908971782319,0.353723522853958,0.20457719067776,0.188888888888889,0,0.21210407239819,0.274063035286057,0.319064872325742,0.06,0.351682946682947,0.0976623376623377,0.2,0.0921678321678322,0.114244359784164,0.2,0.0995604971548368
"Csl",-0.0529409589358528,-0.114244359784164,-0.0921678321678322,-0.0628427953072488,-0.117303626785456,-0.244174457042835,-0.268079960623546,-0.198904151875289,-0.24702842377261,-0.0953936386194451,-0.0921678321678322,-0.110716219264606,-0.274063035286057,-0.0830769230769231,-0.176129032258065,-0.19981324278438,-0.247803617571059,-0.2,-0.268801451359536,-0.112380952380952,0.0730671023837245,0.17731718179185,-0.126666666666667,0.0913384486163765,-0.0490828611668192,-0.0490828611668192,-0.0542299199903486,-0.0488921305480997,0.0490828611668192,0.347661586640688,0.347661586640688,-0.0709192803582926,-0.0591111111111111,0.123809523809524,0.140113871635611,-0.0778290071456293,-0.0784659498207885,0.21210407239819,0.182692307692308,0.112443855503249,0.355684307167683,0.20457719067776,0.222222222222222,0.06,0.20457719067776,0.295729701952724,0.343350586611456,0.0830769230769231,0.353263974350931,0.114397031539889,0.175,0.0976623376623377,0.119104279738423,0.188888888888889,0.113699314635557
"STAT",-0.118934134401424,-0.197103531764415,-0.155357142857143,-0.136412955711062,-0.195700446962633,-0.226828306480737,-0.343137197634949,-0.175479134188443,-0.231977401129944,-0.178084415584416,-0.155357142857143,-0.175563407181054,-0.270772946859903,-0.142857142857143,-0.13921568627451,-0.147323794382618,-0.213333333333333,-0.1,-0.250313706563707,-0.106666666666667,-0.00918798973718883,0.184413103568625,-0.0666666666666667,0.0412515337423313,-0.12240488006617,-0.12240488006617,-0.115688462155723,-0.0915845648604269,0.12240488006617,0.350161377084454,0.350161377084454,0.0487940436209505,-0.0272727272727273,0.10078431372549,0.10831119544592,-0.000956937799043059,0.0227272727272727,0.131666666666667,0.125,0.0837086438086002,0.252666666666667,0.152164711531865,0.18,0.2,0.161899224806202,0.273071797434616,0.434987126163597,0.142857142857143,0.3444929756772,0.177229714729715,0.15,0.178084415584416,0.193408656913402,0.2,0.227288789641731
"ZEB1",-0.188533440766757,-0.332267311938547,-0.303502188868043,-0.187199127610087,-0.332607523853176,-0.434583306628946,-0.442175946259327,-0.332409658078107,-0.386198693454949,-0.299381309747163,-0.293612078977933,-0.315532512496304,-0.442588549729422,-0.261904761904762,-0.3,-0.327450980392157,-0.36762726488352,-0.3,-0.349142488716957,-0.203333333333333,-0.0135337719711497,0.234560605983786,-0.183333333333333,0.0530486309500515,-0.10597721413838,-0.10597721413838,-0.113693749571451,-0.0882261208576998,0.10597721413838,0.422034370662116,0.422034370662116,0.205142000873125,0.00613026819923372,0.20921568627451,0.222872073939708,0.0170770790577638,0.0104780942861902,0.281060606060606,0.258333333333333,0.198345358629194,0.402996545768567,0.28622423734942,0.346315789473684,0.233333333333333,0.283021390374332,0.454607780498653,0.410582941141129,0.271794871794872,0.405805385362187,0.328011992789611,0.258333333333333,0.311345326122945,0.340877879453224,0.32,0.363890333919856
