"","cateninnuc","STAT","SRC","Ecadherin","GLI","KLF4","Destcompl","LIV1","ZEB1","AXIN2","SNAI2","SOSGRB2","cateninmemb","CDC42","TGFR","PAK1","Csn","SUFU","miR200","NOTCHic","NOTCH","HEY1","Jagged","FUS","IKK","RAF","TrCP","PI3K","DELTA","RAS","TWIST1","FOXC2","Patched","SHH","SMO","EGR1","Csl","AKT","ILK","SMAD","ZEB2","MEK","NFB","ERK","cfos","TGF","SNAI1","RKIP","Wnt","Frizzled","DSH","cMet","CD44","TCFLEF","GSK3"
"SUFU",0.145531943265409,0.13,0.13,0.0204887331169832,0.0357306262510723,-0.111573301484463,0.184691369784062,0.15,0.00428401748313047,0.038736795111067,0.334560128242039,0.112139614771194,-0.107428167712105,0.00851351351351352,0.00638585393904543,-0.005,0.00714285714285715,-0.0533333333333333,0.0267903026378923,0.192272727272727,0.197034632034632,-0.0243550408034431,0.145102930289949,-0.0533333333333333,0.022989010989011,-0.039103036067213,0.05,0.039103036067213,0.039103036067213,0.039735947459618,-0.0747106454655533,-0.0757387875867473,-0.0301010101010101,0.0382091182091182,-0.0311111111111111,0.116923076923077,-0.199090909090909,-0.0263447156869976,0.0355094726062468,0.0375879945462006,0.117682216827187,0.132574380864916,-0.0191428571428571,0.133850976609597,0.144195804195804,0.00012302180059954,0.0105982315637961,0.0384426210346682,-0.0346153846153846,-0.025,-0.025,-0.13873786407767,-0.139489743776918,-0.142207135081266,-0.192356147536329
"Csn",0.170015144491749,0.166666666666667,0.163218390804598,0.0447000934048655,0.163113166413584,-0.118283415930475,0.254020674968956,0.2,-0.00735483870967742,0.120769397230091,0.231982527767407,0.0149936584803413,-0.0280483430640041,-0.101763907734057,-0.0991998051699544,-0.118181818181818,0.055,-0.0428571428571429,0.0132997496000326,0.125974025974026,0.124050949050949,0.0111184939091916,0.0446700269054081,-0.0650793650793651,0.0716666666666667,0.0192165900163364,0.18,-0.0192165900163364,-0.0192165900163364,-0.0197924057552999,-0.10182873616955,-0.123724760182489,-0.0181585439649956,0.0255355931453234,-0.0256854256854257,0.02,-0.145454545454545,-0.0772666666666667,-0.00167313664596273,0.00166876566766195,0.118221670802316,0.0212987012987013,-0.0633333333333333,0.0212987012987013,0.0381818181818182,0.100393122592389,-0.0326362252129142,0.00423541555164768,-0.164423210081706,-0.163218390804598,-0.166666666666667,-0.164423210081706,-0.163089876748373,-0.166948397648694,-0.126695730077996
"FUS",0.142207135081266,0.15,0.13,0.0216215858461284,0.0346153846153846,-0.110974499089253,0.184000248040309,0.1,0.0091149353575266,0.0394393712234792,0.331330068914419,0.0988529014844804,-0.108655998544302,-0.005,0.00851351351351352,0.02,0.05,0.0666666666666667,0.0234445777308291,0.199090909090909,0.192272727272727,-0.0183309444179009,0.142015044304201,-0.0533333333333333,0.0191428571428571,-0.0439065295169946,0.1,0.0439065295169946,0.0439065295169946,0.039103036067213,-0.0732673464964811,-0.0740018148820327,-0.0311111111111111,0.0301010101010101,-0.0533333333333333,0.14,-0.209090909090909,-0.022989010989011,0.0284126984126984,0.0355094726062468,0.118648400402066,0.133850976609597,-0.00714285714285715,0.144195804195804,0.116923076923077,-0.00638585393904543,0.0138350288380721,0.0315038455244641,-0.025,-0.025,-0.05,-0.13,-0.13873786407767,-0.139489743776918,-0.190813731083887
"SRC",0.200807480139935,0.3,0.2,0.173092974563563,0.201803278688525,-0.0290697674418605,0.145432393693263,0.2,0.0134995507637017,0.12522419142335,0.125795912455017,-0.218571428571429,0.0410092052088011,-0.276388888888889,-0.252579365079365,-0.288888888888889,-0.05,0.0333333333333333,0.0280427463036159,-0.0252380952380952,-0.035952380952381,0.00241641840450182,0.0440508115737473,-0.0166666666666667,-0.0423076923076923,0.0335586149353358,-0.1,-0.0335586149353358,-0.0335586149353358,-0.0274980088747298,-0.0758822786408993,0.0195051353874883,-0.0181481481481482,0.0152069716775599,-0.0366666666666667,-0.0666666666666667,0.03,0.0367521367521368,-0.0346491228070175,-0.0355500237079184,0.12151841868823,-0.11852487135506,0.05,-0.109090909090909,-0.0757575757575758,0.241670274170274,0.03883689916304,-0.0322906484196807,-0.21,-0.2,-0.2,-0.21,-0.201803278688525,-0.200583766493403,-0.15012987012987
"miR200",0.0666467677485519,0.08,0.0582608695652174,-0.0333740772833613,0.0755220554093794,-0.138405797101449,0.116853544131903,0.1,0.00409498207885305,0.0554579355169616,0.160149535369192,-0.0704738878143134,-0.00679594199431967,-0.151470588235294,-0.153083491461101,-0.141666666666667,0.02,-0.02,-0.067782579298586,0.0749753694581281,0.0552013581586931,-0.00257062146892655,0.0431982098617438,-0.0825,-0.0302255639097744,0.100933792575584,0,-0.100933792575584,-0.100933792575584,-0.106669453423464,-0.126063609192444,-0.0547344254661328,-0.0340611814345992,0.0351481379563383,-0.0758333333333333,0.0285714285714286,-0.085320197044335,0.00947084692864236,0.0149880601208035,0.0416338281458819,0.131232078853047,0.0642795299938157,0.0273684210526316,0.0758441558441559,0.0485714285714286,0.147269537972728,0.0323994523994524,0.0473661097132302,-0.0722253521126761,-0.068,-0.08,-0.0624862216778935,-0.0681041992059833,-0.067707373809158,0.00471749467647745
"NOTCHic",0.101541925903976,0.08,0.0876923076923077,0.067942377308682,0.0957079479660125,-0.147601794340925,0.11569111969112,0.1,-0.031610305958132,0.0752560646900269,0.273425675358954,-0.0835885167464115,0.0369547974577342,-0.235555555555556,-0.225878136200717,-0.255555555555556,-0.0333333333333333,-0.0333333333333333,0.0161674548957786,0.0581566820276498,0.0607882609750182,0.116399108138239,0.043638338605226,-0.0583333333333333,0.0111111111111111,0.0814492753623188,0,-0.0814492753623188,-0.0814492753623188,-0.0809566645248804,-0.134418292292933,-0.0363265306122449,-0.0198717948717949,0.0295492142266336,-0.0198717948717949,0.02,-0.174285714285714,-0.0134366925064599,-0.0114285714285714,-0.0107091469681398,0.139533011272142,0.0538095238095238,0,0.0652380952380952,0.0866666666666667,0.226515078875876,0.0812657712657713,0.122085652731597,-0.0967832167832168,-0.0876923076923077,-0.08,-0.0967832167832168,-0.0956843156843157,-0.0977251320108463,-0.0461614578385738
"TCFLEF",0.0581022266112715,-0.025,-0.03,-0.0149310251037355,-0.0472269688254343,-0.135984848484849,0.116017786508631,0,0.00986975013290802,0.00416507936507936,-0.166642048693762,-0.0499229233840012,0.0245918815628821,-0.00238521168753727,-0.00238521168753727,-0.0256410256410256,-0.105194805194805,0.0166666666666667,0.013354717571585,-0.165439183803603,-0.169093668853437,-0.0498663367906873,-0.0697240842931743,0.0233333333333333,-0.112420611646418,-0.0758673900821915,-0.114285714285714,0.0758673900821915,0.0758673900821915,0.0775756686630062,0.000151642250832536,0.00657929388861664,0.0472196620583717,-0.0472196620583717,0.0423809523809524,-0.0328571428571428,0.155635262234975,0.11024669860294,0.0254762664236348,0.025667471012545,0.142502658160553,-0.050534262485482,0.109194805194805,-0.0552961672473868,-0.0352961672473868,0.00337858917098098,-0.00633275371769095,-0.00619736419157827,0.0403946706887883,0.0344117647058824,0.0294117647058824,0.035982905982906,0.0435300757942267,-0.0575008520408248,-0.10069312931526
"TWIST1",-0.00739508813095394,0.0190476190476191,0.00238095238095239,-0.0864334147804703,-0.00418746867167919,-0.132207629768605,0.0501510760828211,0.0333333333333333,-0.0908970373882655,0.0336432921916793,-0.277609902823,0.128414402785112,0.0196345664640996,0.0278369905956113,0.0253369905956113,0.0381818181818182,-0.15,-0.166666666666667,0.101417391608147,0.0211965811965812,0.019309788743751,-0.120103060781027,0.00805418805495238,-0.155555555555556,-0.168315018315018,-0.0626180011569006,-0.1,0.0626180011569006,0.0626180011569006,0.061248138143202,-0.0677552577094911,0.141768640212001,-0.136706240487062,0.13424318629987,-0.143555555555556,0.133333333333333,-0.0288888888888889,0.166620103060781,0.128796978796979,0.132427341833282,0.144959872152855,0.133851338274304,0.173076923076923,0.127383676582761,0.111594202898551,-0.0241980384316022,0.141678812291167,0.166939706070141,0.00498746867167919,-0.00238095238095239,-0.0190476190476191,0.00612968591691995,0.00572807949121714,0.00618749756166124,-0.0378289465811163
"SOSGRB2",0.171279049731736,0.1,0.171428571428571,0.136252140881042,0.169979296066253,-0.149736842105263,0.276839901336546,0,-0.0605639097744361,0.123803630363036,0.379274421790265,0.0238888888888889,0.0587463827463828,-0.167142857142857,-0.186373626373626,-0.157142857142857,-0.1,0,0.0737822914301572,0.058041958041958,0.0622673101546341,-0.133049242424242,0.0839461666850234,-0.0333333333333333,-0.13859649122807,-0.011864406779661,-0.2,0.011864406779661,0.011864406779661,0.0169926119078661,-0.114405797101449,0.0224175824175824,-0.0801801801801802,0.0732034359941337,-0.0666666666666667,0.2,-0.0272727272727273,0.130263157894737,0.0436559139784946,0.0345650048875855,0.148308270676692,0.152852852852853,0.133333333333333,0.11951951951952,0.122222222222222,0.172898449068662,0.0849125799573561,0.131615497076023,-0.171428571428571,-0.171428571428571,-0.1,-0.167080745341615,-0.165631469979296,-0.172999891031928,0.061575862192973
"NOTCH",0.0977251320108463,0.1,0.08,0.0668704018109791,0.0967832167832168,-0.165458937198068,0.11569111969112,0,-0.0219806763285024,0.0752560646900269,0.270820464938112,-0.106315789473684,0.0331008420824806,-0.255555555555556,-0.235555555555556,-0.2,0,0,0.0121212121212121,0.174285714285714,0.0581566820276498,0.121014492753623,0.0403270803270803,-0.0333333333333333,0,0.08,0,-0.08,-0.08,-0.0814492753623188,-0.136305084745763,-0.0363265306122449,-0.0198717948717949,0.0198717948717949,-0.0583333333333333,0,-0.16,-0.0111111111111111,-0.0214285714285714,-0.0114285714285714,0.150644122383253,0.0652380952380952,0.0333333333333333,0.0866666666666667,0.02,0.225878136200717,0.0817948717948718,0.117860300618921,-0.0876923076923077,-0.08,-0.1,-0.0876923076923077,-0.0967832167832168,-0.0956843156843157,-0.0478143504005573
"AXIN2",-0.0996828327823471,-0.0933333333333333,-0.0956589147286822,0.00127194536331786,-0.0988035688167325,-0.156174788236536,-0.114807128261206,-0.1,-0.0858542377213179,-0.100049828731284,-0.139143135714605,-0.0778919631093544,0.0966105677685863,-0.104151234567901,-0.104151234567901,-0.102916666666667,0.0777777777777778,0.1,0.0995424667945004,-0.00449874686716792,-0.00652577389419495,-0.0209474470123557,-0.0916498542585499,0.0923076923076923,0.0719806763285024,0.0833576037728287,0.0666666666666667,-0.0833576037728287,-0.0833576037728287,-0.0825702021980255,-0.0174841238194855,0.110100407009072,0.0863553113553114,-0.0866831802077704,0.0827838827838828,0.0866666666666667,0.00807017543859649,-0.0719806763285024,0.0205198987807683,0.0209167241775937,0.152253511064653,0.0960580503001292,-0.0734299516908213,0.0960580503001292,0.0988617886178862,0.103821201564601,0.131758659184375,0.144280692425854,0.0956589147286822,0.0956589147286822,0.0933333333333333,0.0956589147286822,0.0984980314479251,0.0995531310962252,0.114657581802891
"cfos",0.0559441619837659,0.05,0.05,0.0512218824839278,0.0510721247563353,-0.167396825396825,0.0745669845429618,0.1,-0.0399880856297321,0.0552380952380952,0.22602173981736,-0.102777777777778,0.049137779702288,-0.219047619047619,-0.213165266106443,-0.242857142857143,-0.0333333333333333,-0.0333333333333333,0.02411934470758,0.0269230769230769,0.0284615384615385,0.0106696651674163,0.0124652777777778,-0.0476190476190476,0.00416666666666667,0.0845860566448802,0,-0.0845860566448802,-0.0845860566448802,-0.0845860566448802,-0.107532467532468,-0.00249094759855162,0.00560675883256529,0.00550435227854582,0.00238095238095238,0.12,-0.05,-0.00942982456140351,-0.00661375661375662,-0.00338795016214371,0.160799800146047,0.0531761238025055,0.00833333333333333,0.0582608695652174,0.08,0.214680417621594,0.112921255959231,0.146060606060606,-0.0537037037037037,-0.05,-0.05,-0.0537037037037037,-0.051001001001001,-0.052981199020803,0.0187040043290043
"CDC42",0.0559441619837659,0.05,0.05,0.0512218824839278,0.0510721247563353,-0.167396825396825,0.0745669845429618,0.1,-0.0399880856297321,0.0552380952380952,0.22602173981736,-0.102777777777778,0.049137779702288,-0.219047619047619,-0.213165266106443,-0.142857142857143,-0.0333333333333333,-0.0333333333333333,0.02411934470758,0.0269230769230769,0.0284615384615385,0.0106696651674163,0.0124652777777778,-0.0476190476190476,0.00416666666666667,0.0845860566448802,0,-0.0845860566448802,-0.0845860566448802,-0.0845860566448802,-0.107532467532468,-0.00249094759855162,0.00560675883256529,0.00550435227854582,0.00238095238095238,0.02,-0.05,-0.00942982456140351,-0.00661375661375662,-0.00338795016214371,0.160799800146047,0.0531761238025055,0.00833333333333333,0.0582608695652174,0.08,0.214680417621594,0.112921255959231,0.146060606060606,-0.0537037037037037,-0.05,-0.05,-0.0537037037037037,-0.051001001001001,-0.052981199020803,0.0187040043290043
"TrCP",0.056495886121697,0.05,0.0537037037037037,0.0517063115496717,0.0535111491465792,-0.160839448347645,0.0760707439414581,0.05,-0.039666542221372,0.0564959568733154,0.22728756260217,-0.103767876787679,0.0473062778707862,-0.213165266106443,-0.214680417621594,-0.219047619047619,-0.00833333333333333,-0.0476190476190476,0.0307183294791536,0.0284615384615385,0.0328571428571429,0.00772848869682806,0.0149192655078391,0.00238095238095238,0.00942982456140351,0.0845860566448802,-0.0333333333333333,-0.0845860566448802,-0.0845860566448802,-0.0841315111903347,-0.110249858836815,-0.000421982081310236,-0.00550435227854582,0.00650435227854582,0.00560675883256529,0.08,-0.0269230769230769,-0.00387426900584795,-0.00338795016214371,-0.0111298856460147,0.163693690821288,0.0625094571358389,-0.00416666666666667,0.0531761238025055,0.0582608695652174,0.214680417621594,0.114591900350639,0.145508119872761,-0.0510721247563353,-0.0537037037037037,-0.05,-0.051001001001001,-0.052981199020803,-0.0559441619837659,0.0165221861471861
"PAK1",0.056495886121697,0.05,0.0537037037037037,0.0517063115496717,0.0535111491465792,-0.160839448347645,0.0760707439414581,0.05,-0.039666542221372,0.0564959568733154,0.22728756260217,-0.103767876787679,0.0473062778707862,-0.213165266106443,-0.214680417621594,-0.219047619047619,-0.00833333333333333,-0.0476190476190476,0.0307183294791536,0.0284615384615385,0.0328571428571429,0.00772848869682806,0.0149192655078391,0.00238095238095238,0.00942982456140351,0.0845860566448802,-0.0333333333333333,-0.0845860566448802,-0.0845860566448802,-0.0841315111903347,-0.110249858836815,-0.000421982081310236,-0.00550435227854582,0.00650435227854582,0.00560675883256529,0.08,-0.0269230769230769,-0.00387426900584795,-0.00338795016214371,-0.0111298856460147,0.163693690821288,0.0625094571358389,-0.00416666666666667,0.0531761238025055,0.0582608695652174,0.214680417621594,0.114591900350639,0.145508119872761,-0.0510721247563353,-0.0537037037037037,-0.05,-0.051001001001001,-0.052981199020803,-0.0559441619837659,0.0165221861471861
"LIV1",0.056495886121697,0.05,0.0537037037037037,0.0517063115496717,0.0535111491465792,-0.160839448347645,0.0760707439414581,0.05,-0.039666542221372,0.0564959568733154,0.22728756260217,-0.103767876787679,0.0473062778707862,-0.213165266106443,-0.214680417621594,-0.219047619047619,-0.00833333333333333,-0.0476190476190476,0.0307183294791536,0.0284615384615385,0.0328571428571429,0.00772848869682806,0.0149192655078391,0.00238095238095238,0.00942982456140351,0.0845860566448802,-0.0333333333333333,-0.0845860566448802,-0.0845860566448802,-0.0841315111903347,-0.110249858836815,-0.000421982081310236,-0.00550435227854582,0.00650435227854582,0.00560675883256529,0.08,-0.0269230769230769,-0.00387426900584795,-0.00338795016214371,-0.0111298856460147,0.163693690821288,0.0625094571358389,-0.00416666666666667,0.0531761238025055,0.0582608695652174,0.214680417621594,0.114591900350639,0.145508119872761,-0.0510721247563353,-0.0537037037037037,-0.05,-0.051001001001001,-0.052981199020803,-0.0559441619837659,0.0165221861471861
"EGR1",0.056495886121697,0.05,0.0537037037037037,0.0517063115496717,0.0535111491465792,-0.160839448347645,0.0760707439414581,0.05,-0.039666542221372,0.0564959568733154,0.22728756260217,-0.103767876787679,0.0473062778707862,-0.213165266106443,-0.214680417621594,-0.219047619047619,-0.00833333333333333,-0.0476190476190476,0.0307183294791536,0.0284615384615385,0.0328571428571429,0.00772848869682806,0.0149192655078391,0.00238095238095238,0.00942982456140351,0.0845860566448802,-0.0333333333333333,-0.0845860566448802,-0.0845860566448802,-0.0841315111903347,-0.110249858836815,-0.000421982081310236,-0.00550435227854582,0.00650435227854582,0.00560675883256529,0.08,-0.0269230769230769,-0.00387426900584795,-0.00338795016214371,-0.0111298856460147,0.163693690821288,0.0625094571358389,-0.00416666666666667,0.0531761238025055,0.0582608695652174,0.214680417621594,0.114591900350639,0.145508119872761,-0.0510721247563353,-0.0537037037037037,-0.05,-0.051001001001001,-0.052981199020803,-0.0559441619837659,0.0165221861471861
"Jagged",0.0956843156843157,0,0.1,0.0571929824561404,0.0876923076923077,-0.161111111111111,0.11569111969112,0,-0.0219806763285024,0.0771428571428571,0.268174962292609,-0.08,0.0325772818730565,-0.2,-0.255555555555556,-0.2,0,0,0.0321212121212121,0.16,0.174285714285714,0.116666666666667,0.0366233766233766,0,-0.0333333333333333,0.08,0,-0.08,-0.08,-0.08,-0.138,-0.0342857142857143,-0.0583333333333333,0.0198717948717949,-0.0333333333333333,0.1,-0.1,0,-0.0166666666666667,-0.0214285714285714,0.165458937198068,0.0866666666666667,0,0.02,0,0.235555555555556,0.0833333333333333,0.128205128205128,-0.08,-0.1,0,-0.08,-0.0876923076923077,-0.0967832167832168,-0.0409961685823755
"SNAI1",0.0566507648000656,0.0537037037037037,0.051001001001001,0.05144616586809,0.0566190102069083,-0.163643186665402,0.0763996913098791,0.05,-0.0373295188511383,0.0578945582719168,0.228259738264256,-0.106409386221641,0.0472717355564511,-0.214680417621594,-0.214680417621594,-0.213165266106443,0.00416666666666667,0.00238095238095238,0.0304301450411133,0.0328571428571429,0.0344897959183674,0.0130856315539709,0.0139780890372509,0.00560675883256529,0.00387426900584795,0.0841315111903347,-0.00833333333333333,-0.0841315111903347,-0.0841315111903347,-0.0844599184152937,-0.112813961400918,-0.000803176490458902,-0.00650435227854582,0.00281503189019631,-0.00550435227854582,0.0582608695652174,-0.0284615384615385,-0.00248538011695907,-0.0111298856460147,-0.0105148794959532,0.167752731411694,0.0620610266425653,-0.00942982456140351,0.0625094571358389,0.0531761238025055,0.216898159557078,0.0108552455463683,0.146344939956443,-0.0535111491465792,-0.0510721247563353,-0.0537037037037037,-0.052981199020803,-0.0559441619837659,-0.056495886121697,0.0155320871372852
"ERK",0.191268104758206,0.16140350877193,0.172941970310391,0.165505629002774,0.189947771526719,-0.190946804132884,0.324275692076473,0.166666666666667,-0.0689595948999919,0.127496191776834,0.573959185726026,0.145330251194329,0.0684034653106335,-0.26495772140632,-0.26422779439902,-0.275238095238095,-0.142857142857143,-0.173333333333333,0.0615001899783871,0.173739642352781,0.176232717145025,-0.130991990519169,0.200223148391708,-0.193333333333333,-0.134942704354469,-0.0550832500832501,-0.142857142857143,0.0550832500832501,0.0550832500832501,0.0558533270909509,-0.271785128381359,-0.0419137174309588,-0.184483017250616,0.19221248584965,-0.185136612021858,0.274137931034483,-0.177389277389277,0.131272979583827,0.150743738938171,0.15043978757039,0.188780052063076,0.186696258935073,0.133766233766234,0.186974810467107,0.31030814380044,0.266150871322097,0.114362898128364,0.243026817822863,-0.188694638694639,-0.178205128205128,-0.166666666666667,-0.183431480799902,-0.184194839578528,-0.187726438091539,-0.0163464770775339
"MEK",0.187726438091539,0.166666666666667,0.16140350877193,0.163686198862025,0.188694638694639,-0.19947393591583,0.323261035932166,0.1,-0.0665973901755824,0.127983996654883,0.568909591496991,0.128825396825397,0.0671155168285728,-0.275238095238095,-0.26495772140632,-0.246666666666667,-0.142857142857143,-0.133333333333333,0.0590492095862302,0.177389277389277,0.173739642352781,-0.127920318164221,0.197211100198937,-0.173333333333333,-0.133766233766234,-0.0592102342102342,-0.1,0.0592102342102342,0.0592102342102342,0.0550832500832501,-0.272756002167767,-0.0386658541830956,-0.185136612021858,0.184483017250616,-0.193333333333333,0.25,-0.16969696969697,0.134942704354469,0.144470676207544,0.150743738938171,0.194291863086698,0.186974810467107,0.142857142857143,0.31030814380044,0.274137931034483,0.26422779439902,0.116214749980216,0.241076957098629,-0.178205128205128,-0.166666666666667,-0.166666666666667,-0.172941970310391,-0.183431480799902,-0.184194839578528,-0.0169822627269436
"RKIP",0.184194839578528,0.1,0.166666666666667,0.157675269900277,0.178205128205128,-0.201434720229555,0.322005805806643,0,-0.0618354854136777,0.12528129395218,0.563070175438596,0.135492063492063,0.0639447851212557,-0.246666666666667,-0.275238095238095,-0.2,-0.1,-0.1,0.0667891476667255,0.16969696969697,0.177389277389277,-0.13701122725513,0.193932411674347,-0.133333333333333,-0.142857142857143,-0.0600649350649351,-0.1,0.0600649350649351,0.0600649350649351,0.0592102342102342,-0.269459298871064,-0.0395667550839965,-0.193333333333333,0.185136612021858,-0.173333333333333,0.35,-0.133333333333333,0.133766233766234,0.151401369276851,0.144470676207544,0.201434720229555,0.31030814380044,0.142857142857143,0.274137931034483,0.25,0.26495772140632,0.119419878185344,0.23844537815126,-0.166666666666667,-0.166666666666667,-0.1,-0.16140350877193,-0.172941970310391,-0.183431480799902,-0.0128053585500394
"RAF",0.184194839578528,0.1,0.166666666666667,0.157675269900277,0.178205128205128,-0.201434720229555,0.322005805806643,0,-0.0618354854136777,0.12528129395218,0.563070175438596,0.135492063492063,0.0639447851212557,-0.246666666666667,-0.275238095238095,-0.2,-0.1,-0.1,0.0667891476667255,0.16969696969697,0.177389277389277,-0.13701122725513,0.193932411674347,-0.133333333333333,-0.142857142857143,-0.0600649350649351,-0.1,0.0600649350649351,0.0600649350649351,0.0592102342102342,-0.269459298871064,-0.0395667550839965,-0.193333333333333,0.185136612021858,-0.173333333333333,0.35,-0.133333333333333,0.133766233766234,0.151401369276851,0.144470676207544,0.201434720229555,0.31030814380044,0.142857142857143,0.274137931034483,0.25,0.26495772140632,0.119419878185344,0.23844537815126,-0.166666666666667,-0.166666666666667,-0.1,-0.16140350877193,-0.172941970310391,-0.183431480799902,-0.0128053585500394
"SMAD",-0.0622900525896435,-0.06,-0.06,-0.0782962163484573,-0.0352564102564103,-0.212230998248472,0.00300726695444515,-0.06,-0.0555592079154629,-0.0336664851416429,0.112155134398368,-0.13027950310559,-0.01945761550392,-0.23148893360161,-0.230930274383733,-0.235714285714286,-0.0888888888888889,-0.133333333333333,0.0429829474529725,0.100197044334975,0.105752599890531,-0.0756000282865427,0.0823463203463203,-0.0958333333333333,-0.0821661998132586,0.115266753624832,-0.1,-0.115266753624832,-0.115266753624832,-0.11460885888799,-0.0842863329059932,0.0571944374060216,-0.10775993883792,0.107388191626025,-0.0958333333333333,0.0857142857142857,-0.0990476190476191,0.0888328664799253,0.111747613117476,0.00412856549842851,0.214662173962898,0.0698644097837646,0.0841269841269841,0.0631336405529954,0.0631336405529954,0.232922306256243,0.177340142384497,0.195714392036186,0.0352564102564103,0.0333333333333333,0.0333333333333333,0.0619607843137255,0.0623244206773619,0.0621887354670498,0.112286904129009
"FOXC2",-0.292246829727416,-0.266666666666667,-0.272549019607843,-0.274934559984614,-0.283495290658364,-0.240740740740741,-0.224823832771351,-0.233333333333333,-0.129158926728586,-0.134800435063952,-0.359857676069069,-0.104188107489994,0.0174681190534849,0.0687272727272727,0.0620606060606061,0.0727272727272727,-0.1,0.2,0.133964183964184,-0.223827751196172,-0.220734967691018,-0.0813598166539343,-0.261900867747944,0.233333333333333,-0.0847619047619048,-0.0707692307692308,-0.1,0.0707692307692308,0.0707692307692308,0.0729751131221719,0.165106753812636,0.23592514171764,0.227083333333333,-0.22385752688172,0.233333333333333,-0.08,0.229090909090909,0.0884656084656085,0.0613333333333333,0.0613333333333333,0.235294117647059,-0.0314526710402999,0.08,-0.0345454545454546,-0.0345454545454546,-0.0605971914264597,0.236849272996065,0.231880024737168,0.274874601003192,0.272549019607843,0.266666666666667,0.274874601003192,0.282700687959714,0.288386306688811,0.222817641696001
"TGFR",-0.0244891931160461,-0.0333333333333333,-0.0333333333333333,-0.041881188954506,-0.00549691331188592,-0.272313028949185,0.0629613434385219,0,-0.12197619736068,-0.0162993619002203,0.195109393821631,0.052729044834308,-0.0193663822948297,-0.283809523809524,-0.378452380952381,-0.293333333333333,-0.233333333333333,-0.153333333333333,0.103574452058879,0.0464367816091954,0.0485950549904904,-0.134413041177093,0.137073114768095,-0.153333333333333,-0.219047619047619,-0.0220238095238095,-0.233333333333333,0.0220238095238095,0.0220238095238095,0.022608604845447,-0.222450902860156,0.0590781550896417,-0.139863505747126,0.149468025521138,-0.142988505747126,0.114285714285714,-0.0533333333333333,0.21672203765227,0.149374389051808,0.150442004710171,0.26501334749856,0.143626417642279,0.219047619047619,0.147736006683375,0.17218045112782,0.380580040526849,0.284442444120642,0.28982683982684,0.00485175202156334,0.0142857142857143,0.0142857142857143,0.0238993710691824,0.0252151605428666,0.0261720983419097,0.171969000838995
