"","FUS","SMO","Patched","TrCP","SUFU","FOXC2","Csl","NOTCHic","NOTCH","Jagged","RKIP","AXIN2","DSH","SNAI1","Wnt","GLI","TCFLEF","cfos","SOSGRB2","TGFR","Destcompl","TWIST1","SNAI2","PI3K","DELTA","RAS","RAF","miR200","Ecadherin","PAK1","TGF","CDC42","MEK","ERK","cateninnuc","LIV1","CD44","cMet","cateninmemb","STAT","SRC","Frizzled","EGR1","ZEB2","ZEB1","GSK3","Csn","HEY1","SMAD","AKT","KLF4","IKK","ILK","NFB","SHH"
"SMAD",-0.15,-0.135,-0.143256880733945,-0.15,-0.125,-0.193087952336828,-0.144761904761905,-0.136715927750411,-0.141477832512315,-0.144379555927943,-0.0985917664320497,-0.0279068029172139,-0.0476190476190476,-0.0709936389775099,-0.0403540903540904,-0.0396346658936587,-0.0221068935941631,-0.0253456221198157,-0.0278837622005324,-0.0327761728658731,0.0149892677591641,-0.0598541659323897,0.140172655619064,0.0877689181269967,0.0877689181269967,0.089084707600681,-0.0877689181269967,-0.0984599520227512,0.0204687199995803,0.0380952380952381,0.037557049359897,0.0366867873910127,0.0273581444811752,0.0369735290965599,0.0233226990652877,0.02,0.025499023851965,0.0251353874883287,0.0236454973625976,0.0342857142857143,0.0231746031746032,0.0365079365079365,0.0285714285714286,0.00025648182135708,0.00025648182135708,0.13783159196693,0.161111111111111,0.127406191385401,0.0283809797508428,0.173592903828198,-0.00362430272878034,0.165592903828198,0.128857170227033,0.175396825396825,0.137680672555506
"NFB",0.12,0.123703703703704,0.120255427841635,-0.1,0.12,0.0673184893902025,0.0861471861471862,0.0909090909090909,0.0902639296187683,-0.000696185319785408,0.0036289757601233,0.134300911854103,0.111111111111111,0.00497527120344228,0.103418803418803,0.102295207913185,0.102145829092836,0.0102857142857143,-0.0554511278195489,-0.0465090909090909,0.0984507144399079,0.000466853408029879,-0.189731282942698,0.0727426872182886,0.0727426872182886,0.0737377120939105,-0.0727426872182886,0.000364558599157312,-0.0848215350802108,0.05,0.0490407364787112,0.0409090909090909,-0.00427264239028945,-0.00361904761904762,-0.102224260465385,-0.1,-0.101723888164566,-0.103418803418803,-0.125544628553837,-0.111111111111111,-0.111111111111111,-0.111111111111111,-0.0142857142857143,0.000353700342811051,0.000353700342811051,0.0107983193277311,0.0857142857142857,-0.0942116320212295,-0.0923807924472745,-0.0083998283998284,-0.00192307692307692,-0.00617760617760618,-0.098700495049505,-0.0142857142857143,-0.120255427841635
"IKK",0.12,0.12,0.123703703703704,-0.2,0.1,0.0685137085137085,0.0909090909090909,0.0861471861471862,0.0909090909090909,-0.00357388316151203,0.00619307832422586,0.136428571428571,0.1,0.00141362736782584,0.111111111111111,0.103418803418803,0.101723888164566,0.0142857142857143,-0.0607142857142857,-0.0409090909090909,0.0982846014830973,0.000784313725490196,-0.189121526845137,0.0755595886267393,0.0755595886267393,0.0727426872182886,-0.0755595886267393,0.00127090301003344,-0.084179480505572,0.05,0.0465090909090909,0.05,-0.00361904761904762,-0.0102857142857143,-0.102145829092836,-0.1,-0.103418803418803,-0.111111111111111,-0.124383065723848,-0.1,-0.111111111111111,-0.111111111111111,0,0.000736842105263158,0.000736842105263158,0.0111904761904762,0.1,-0.0888544891640867,-0.098700495049505,-0.00617760617760618,-0.00769230769230769,-0.0142857142857143,-0.09375,0.0857142857142857,-0.120255427841635
"Wnt",0.1,0,0.00909090909090909,-0.1,0,0.14663967611336,0.15,0.0785714285714286,0.0869047619047619,0.0136029411764706,0.0266666666666667,-0.0327272727272727,0,0.0797101449275362,0.025,0.0197368421052632,0.0197368421052632,-0.0333333333333333,0.0121212121212121,-0.06,0.0248462771836423,0.0991176470588235,-0.0857758620689655,0.0556390977443609,0.0556390977443609,0.0465481886534518,-0.0556390977443609,0.0872727272727273,-0.117828106852497,0.1,0.068695652173913,0.0666666666666667,0.0109803921568627,-0.00666666666666667,-0.019074590449634,0,-0.0197368421052632,-0.025,-0.0625,0.1,0,-0.1,0,0.0013868962219034,0.0013868962219034,0.104702194357367,0.1,-0.0492307692307692,-0.0371894255615186,0.0975,-0.0156862745098039,0.06,-0.0581196581196581,0,-0.0614718614718615
"SNAI1",0.0509216589861751,0.0595636342948171,0.0555636342948171,0,0.0928571428571429,0.214409334081474,0.00435897435897436,0.0142490842490842,0.0118001046572475,0.0123185622919925,0.0700559151736941,0.170539573200601,0.138888888888889,-0.031997664601321,0.132547425474255,0.129073933700946,0.12978230671778,0.000294767870302137,0.0845688295244619,0.0779454553803638,0.108622819150227,0.0556065456282848,-0.0858673893752942,0.0576547396490008,0.0576547396490008,0.0597893866112339,-0.0576547396490008,0.0934446567517388,-0.0839592481121129,-0.0829131652661065,-0.073509971509396,-0.0768525592055004,0.0147964129966635,0.0170385654630312,-0.130453447657377,-0.15,-0.127161617062607,-0.131235691136681,-0.134720847464603,-0.138888888888889,-0.136186186186186,-0.138888888888889,0.0217391304347826,0.00183180013061191,0.00183180013061191,-0.119200703998971,-0.0375,-0.0301390271250929,-0.0337763959820858,-0.0169712475633528,-0.00437074326181113,-0.0148879142300195,-0.0289793480116061,-0.0111842105263158,-0.0503209158482151
"FUS",-0.04,-0.015,-0.0427777777777778,0.1,0,-0.0217332123411978,-0.00606060606060606,-0.00106060606060606,-0.016969696969697,0.0688758207432906,-0.0673621338569792,-0.223835484854975,0,-0.0598542155754572,0.0361111111111111,0.0361111111111111,-0.0694217745009774,-0.0784615384615385,0.0167341430499325,0.0535135135135135,-0.0158588291129456,-0.00120852296706932,-0.211908026323677,0.0248434704830054,0.0248434704830054,0.0191666145878089,-0.0248434704830054,-0.0690977506430571,-0.0579361892335508,-0.00666666666666668,-0.0450028752156412,-0.04,0.0581898561208906,0.0754312354312354,0.0721391658053252,0.1,0.0679180151024811,0.0688888888888889,0.0517017488403306,0.1,0.08,-0.025,0.04,0.00191934421683824,0.00191934421683824,0.0310749191711623,0,-0.000302595954769869,0.00150025601638505,-0.0202417582417582,-0.0104735883424408,-0.0548571428571428,-0.00301587301587302,-0.0428571428571429,0.0134848484848485
"CDC42",0.0428571428571429,0.0928571428571429,0.0509216589861751,0.1,0,0.213411218145795,0.0166666666666667,0.0243589743589744,0.00435897435897436,0.0107638888888889,0.0714452214452214,0.178275862068966,0.15,0.0686788317168064,0.138888888888889,0.138888888888889,0.131235691136681,0,0.0902777777777778,0.0829131652661065,0.107332092333184,0.0519047619047619,-0.0832616045754732,0.0684640522875817,0.0684640522875817,0.059927466921728,-0.0684640522875817,0.0940624734742382,-0.0822791570881291,0.0428571428571429,-0.0768525592055004,-0.080952380952381,-0.000294767870302137,0.0217391304347826,-0.127161617062607,-0.1,-0.136186186186186,-0.138888888888889,-0.132592889067215,-0.15,-0.15,-0.15,-0.1,0.00214266497559476,0.00214266497559476,-0.126507034632035,0,-0.0422538730634683,-0.0334954770438641,-0.0111842105263158,-0.0032063492063492,-0.0375,-0.0399470899470899,0,-0.0595636342948171
"PI3K",0,0.0166666666666667,0.0628205128205128,-0.2,0.1,0.127572590011614,0.1,0.107692307692308,0.117369727047146,0.000438596491228072,0.0267937944408533,-0.0207619047619048,0,0.0434541062801932,0.0289855072463768,0.0305239687848383,0.0299589970334259,-0.00476190476190476,-0.0115384615384615,-0.0731176470588235,0.0317985002039472,0.0917704691760287,-0.104556105367145,0.0785800865800866,0.0785800865800866,0.088169127675977,-0.0785800865800866,0.0865180381573824,-0.131702293183245,0.075,0.0641745576279292,0.0691176470588235,0.0371630619460899,0.0224089635854342,-0.0276909557963125,0.1,-0.0305239687848383,-0.0289855072463768,-0.0727604091973804,0,-0.0333333333333333,-0.0333333333333333,0.0333333333333333,0.0027120762127335,0.0027120762127335,0.0975589225589226,0.1,-0.0230955503985471,-0.0257738295318127,0.162745098039216,0.0157894736842105,0.196078431372549,-0.0345738295318127,0.166666666666667,-0.0489316239316239
"ILK",0,0.0166666666666667,0.0628205128205128,-0.2,0.1,0.127572590011614,0.1,0.107692307692308,0.117369727047146,0.000438596491228072,0.0267937944408533,-0.0207619047619048,0,0.0434541062801932,0.0289855072463768,0.0305239687848383,0.0299589970334259,-0.00476190476190476,-0.0115384615384615,-0.0731176470588235,0.0317985002039472,0.0917704691760287,-0.104556105367145,0.0785800865800866,0.0785800865800866,0.088169127675977,-0.0785800865800866,0.0865180381573824,-0.131702293183245,0.075,0.0641745576279292,0.0691176470588235,0.0371630619460899,0.0224089635854342,-0.0276909557963125,0.1,-0.0305239687848383,-0.0289855072463768,-0.0727604091973804,0,-0.0333333333333333,-0.0333333333333333,0.0333333333333333,0.0027120762127335,0.0027120762127335,0.0975589225589226,0.1,-0.0230955503985471,-0.0257738295318127,0.162745098039216,0.0157894736842105,0.196078431372549,-0.0345738295318127,0.166666666666667,-0.0489316239316239
"AKT",0.0166666666666667,0.0628205128205128,0.0489316239316239,-0.1,0,0.129828229109359,0.107692307692308,0.117369727047146,0.108833141681293,-0.00287266178691762,0.0274149124532756,-0.01967887227093,0.0333333333333333,0.0376896952526243,0.0305239687848383,0.0310826280027154,0.0276909557963125,-0.0224089635854342,-0.0115384615384615,-0.0641745576279292,0.0302269534711101,0.0945227627540103,-0.105058617929959,0.088169127675977,0.088169127675977,0.0855185252663384,-0.088169127675977,0.08758755687396,-0.133368959849912,0.0691176470588235,0.0632682132170531,0.0731176470588235,0.028302302452419,0.0371630619460899,-0.0256909557963125,0,-0.0299589970334259,-0.0305239687848383,-0.0702119892177677,-0.0333333333333333,-0.0289855072463768,-0.0289855072463768,0.00476190476190476,0.00339700771958281,0.00339700771958281,0.0943331161073097,0.166666666666667,-0.0178323925038102,-0.0341913379493212,0.0677956030897207,0.0029689608636977,0.162745098039216,-0.0257738295318127,0.196078431372549,-0.0436684660368871
"NOTCH",0,0.05,0.103846153846154,0,0.1,0.196938775510204,0.1,0.114285714285714,0.023963133640553,-9.6200096200097e-05,0.0718832891246684,0.189541778975741,0.1,0.0537179487179487,0.152307692307692,0.137156177156177,0.129463869463869,0.1,0.0842105263157895,0.108888888888889,0.104154873164219,0.0146949152542373,-0.0224041753453518,0.0618181818181818,0.0618181818181818,0.069064558629776,-0.0618181818181818,0.0898701298701299,-0.048140350877193,-0.1,-0.108888888888889,-0.0888888888888889,0.0285714285714286,0,-0.122525093953665,0,-0.137156177156177,-0.152307692307692,-0.127132878182948,-0.1,-0.16,-0.16,0,0.00619967793880838,0.00619967793880838,-0.113740856844305,-0.1,0.0818840579710145,-0.0280952380952381,-0.0222222222222222,0.00990338164251208,0.0111111111111111,-0.0214285714285714,0,-0.0626696832579185
"Csl",0.103846153846154,0.0626696832579185,0.0615944144407142,0,0.05,0.197050010215432,0.023963133640553,0.00817365995634247,0.0154463872290697,0.0097927347823871,0.0550597673488522,0.177559488201677,0.152307692307692,0.051607820520864,0.131779833070156,0.123715316941123,0.119318987083436,-0.0285714285714286,0.109376823433306,0.103156404812456,0.0993949706657424,0.0229349027608034,-0.0285701239465064,0.0606901743933228,0.0606901743933228,0.0588519390992052,-0.0606901743933228,0.0879181609001398,-0.0562058090487803,-0.108888888888889,-0.100208559007467,-0.108888888888889,0.0273291925465838,0.0142857142857143,-0.122234939055992,-0.16,-0.122525093953665,-0.129463869463869,-0.12506074910987,-0.152307692307692,-0.137156177156177,-0.137156177156177,0,0.00638793249170381,0.00638793249170381,-0.108177254560928,0.0111111111111111,0.0739202570660371,-0.0202814890944387,-0.000516795865633073,0.00133195307108351,-0.00129198966408269,-0.0230592668722165,-0.0222222222222222,-0.0564220006476108
"NOTCHic",0.05,0.103846153846154,0.0626696832579185,0.1,0,0.195325872284398,0.114285714285714,0.023963133640553,0.00817365995634247,0.00718856811572043,0.0592072327866403,0.183986223420186,0.16,0.0531888481888482,0.137156177156177,0.131779833070156,0.122525093953665,0,0.106937799043062,0.108888888888889,0.0998215398308856,0.0190974309775077,-0.0258109889726063,0.069064558629776,0.069064558629776,0.0606901743933228,-0.069064558629776,0.0881360258238871,-0.0541127857929663,-0.0888888888888889,-0.103156404812456,-0.108888888888889,0.0142857142857143,0.0285714285714286,-0.119318987083436,-0.1,-0.129463869463869,-0.137156177156177,-0.123684602320879,-0.16,-0.152307692307692,-0.152307692307692,-0.1,0.00694041867954912,0.00694041867954912,-0.115393749406289,0,0.0680379041248607,-0.0230592668722165,-0.00129198966408269,0.00276052449965494,-0.0222222222222222,-0.0280952380952381,0.0111111111111111,-0.0615944144407142
"Jagged",0.1,0,0.05,0,0,0.207142857142857,0.2,0.1,0.114285714285714,0.0147186147186147,0.0615384615384615,0.191428571428571,0,0.0583333333333333,0.16,0.152307692307692,0.137156177156177,0,0.1,0.0888888888888889,0.102285714285714,0.013,-0.0197586726998492,0.08,0.08,0.0618181818181818,-0.08,0.0927272727272727,-0.048140350877193,0,-0.108888888888889,-0.1,0,-0.1,-0.129463869463869,0,-0.152307692307692,-0.16,-0.13498628132431,0,-0.1,-0.1,-0.1,0.00990338164251208,0.00990338164251208,-0.109195402298851,0,0.0166666666666667,-0.0214285714285714,0.0111111111111111,0.00555555555555556,0,-0.0833333333333333,-0.1,-0.103846153846154
"DELTA",0.1,0,0.05,0,0,0.207142857142857,0.2,0.1,0.114285714285714,0.0147186147186147,0.0615384615384615,0.191428571428571,0,0.0583333333333333,0.16,0.152307692307692,0.137156177156177,0,0.1,0.0888888888888889,0.102285714285714,0.013,-0.0197586726998492,0.08,0.08,0.0618181818181818,-0.08,0.0927272727272727,-0.048140350877193,0,-0.108888888888889,-0.1,0,-0.1,-0.129463869463869,0,-0.152307692307692,-0.16,-0.13498628132431,0,-0.1,-0.1,-0.1,0.00990338164251208,0.00990338164251208,-0.109195402298851,0,0.0166666666666667,-0.0214285714285714,0.0111111111111111,0.00555555555555556,0,-0.0833333333333333,-0.1,-0.103846153846154
"Frizzled",0,-0.00909090909090909,-0.0614718614718615,0.1,-0.1,-0.14663967611336,-0.0785714285714286,-0.0869047619047619,-0.10063025210084,-0.0045120320855615,-0.0445238095238095,0.0304016913319239,-0.1,-0.0812974465148378,-0.0197368421052632,-0.0197368421052632,-0.019074590449634,-0.00666666666666667,-0.0090909090909091,0.068695652173913,-0.0261725371305919,-0.101974789915966,0.0848294898292179,-0.0465481886534518,-0.0465481886534518,-0.0552096059762865,0.0465481886534518,-0.0919602272727273,0.114797803822194,-0.0666666666666667,-0.0582194616977226,-0.06,-0.0294989106753813,-0.0109803921568627,0.0176460190210626,-0.1,0.0197368421052632,0.0197368421052632,0.0615476190476191,0,0.025,0.025,-0.0333333333333333,0.0114843909068095,0.0114843909068095,-0.102884012539185,0,0.0258265139116203,0.0269090517297429,-0.06,-0.00336134453781513,-0.0975,0.0371894255615186,-0.06,0.045342829213797
"Destcompl",-0.0743295019157088,-0.0943295019157088,-0.0751585174597503,0.0333333333333333,-0.0777777777777778,-0.0542272778778903,-0.0229925577751665,-0.0306012534273404,-0.0235872253712282,-0.00140074871992791,0.0205750414021075,-0.0954125076730591,0.00317460317460317,0.00234898963213926,0.00355436717840081,0.00262672339361417,0.00220479468281554,0.047039627039627,-0.0804828723398394,-0.0777610281862291,-0.0939137844172027,-0.00126523954841328,-0.0996352019627455,-0.080381799384651,-0.080381799384651,-0.079596870028293,0.080381799384651,-0.0571271466021712,-0.0320612031739227,0.0746938775510204,0.0731304863143079,0.0698662913441239,-0.044016869897758,-0.0541434521762391,-0.00256175541713476,0.0111111111111111,-0.00330068509377444,-0.00404695375049086,-0.0149883180586096,-0.00317460317460317,-0.0045444661883018,-0.0045444661883018,-0.0379487179487179,0.012046972967417,0.012046972967417,-0.0153575647126825,-0.0904761904761905,0.00750343673420596,0.0164912280701754,-0.0868549736947753,0.0198033713216222,-0.0741032958424263,0.00888888888888889,-0.094824016563147,0.0792204130110075
"GLI",0.00714285714285714,0.0492481203007519,0.0370032223415682,-0.05,0.0571428571428571,-0.242469577743378,-0.0249336870026525,6.63129973474785e-05,-0.010409877478843,-0.0200280006650158,-0.146488562744769,-0.18268115942029,-0.02,-0.109168761346181,-0.0179506641366224,-0.11412087690258,-0.137852858365488,-0.155,0.121256177450868,0.0233550206029061,-0.0918460350217241,-0.081662577188893,0.0956268307737925,0.114639078512465,0.114639078512465,0.117609375542168,-0.114639078512465,-0.114275734585332,0.0884016440584331,-0.0233333333333333,-0.0217079617793767,-0.0164367816091954,0.171057975173997,0.18487012987013,0.139825362848452,0.15,0.141748962261591,0.144335169158143,0.140661882435832,0.15,0.146774193548387,0.0167741935483871,0.18,0.0147637822153951,0.0147637822153951,0.232923507283036,0.0611111111111111,0.0612641697106892,0.0513064584970876,0.0907180525719059,0.0151797511797512,0.0860305525719059,0.0604956476862768,0.108479532163743,-0.0357686544403336
"RKIP",0.133333333333333,0.133333333333333,0.161333333333333,0.2,0.1,-0.0908930150309461,0.0111111111111111,-0.0161616161616162,-0.00846930846930847,0.0970894979383944,0.225980392156863,0.135032817627754,0.1,-0.0587885905734757,0.1,0.107692307692308,0.0961354435038646,0.31,-0.227746031746032,0.0590476190476191,0.0136367438961647,-0.170929887106358,-0.316534650579938,-0.0785714285714286,-0.0785714285714286,-0.0828449328449328,0.0785714285714286,-0.02480958269462,-0.0750397138294965,-0.0666666666666667,-0.0768046283934135,-0.0733333333333333,-0.327754952311078,-0.334137931034483,-0.0938453671679867,0,-0.102429149797571,-0.0947368421052632,-0.118884094178212,-0.1,-0.1,-0.1,-0.31,0.0167202295552367,0.0167202295552367,-0.167060677698976,-0.2,-0.130662020905923,-0.118128831496757,-0.260119047619048,0.0347202295552367,-0.226785714285714,-0.132980316645272,-0.214285714285714,-0.153136612021858
"RAF",0.133333333333333,0.133333333333333,0.161333333333333,0.2,0.1,-0.0908930150309461,0.0111111111111111,-0.0161616161616162,-0.00846930846930847,0.0970894979383944,0.225980392156863,0.135032817627754,0.1,-0.0587885905734757,0.1,0.107692307692308,0.0961354435038646,0.31,-0.227746031746032,0.0590476190476191,0.0136367438961647,-0.170929887106358,-0.316534650579938,-0.0785714285714286,-0.0785714285714286,-0.0828449328449328,0.0785714285714286,-0.02480958269462,-0.0750397138294965,-0.0666666666666667,-0.0768046283934135,-0.0733333333333333,-0.327754952311078,-0.334137931034483,-0.0938453671679867,0,-0.102429149797571,-0.0947368421052632,-0.118884094178212,-0.1,-0.1,-0.1,-0.31,0.0167202295552367,0.0167202295552367,-0.167060677698976,-0.2,-0.130662020905923,-0.118128831496757,-0.260119047619048,0.0347202295552367,-0.226785714285714,-0.132980316645272,-0.214285714285714,-0.153136612021858
"TCFLEF",-0.0466666666666667,-0.0657142857142857,-0.0463594470046083,-0.142857142857143,0,-0.394872033835612,-0.00636059301769488,-0.0102821616451459,-0.0019765138046143,-0.111352790855241,-0.240849520135923,0.304964102564103,-0.0392156862745098,-0.209042426657489,-0.0382327802916038,-0.0357483082419144,-0.140045914609715,-0.356968641114983,0.257582066635959,-0.0535881274416375,0.0776515844711486,-0.146611832497577,0.187774740913257,0.103960137806708,0.103960137806708,0.107770913102372,-0.103960137806708,-0.142664771640675,0.112837634946877,0.041025641025641,0.0466344850575316,0.0526535480023852,0.361730545876887,0.352206736353078,0.138929076121743,0.0333333333333333,0.041076842444767,0.0448504273504273,0.170701925076644,0.0458333333333333,0.0508333333333333,0.0442156862745098,0.364285714285714,0.0316364079390395,0.0316364079390395,0.00130702369471702,0.133766233766234,0.107417007644241,0.113228294677827,0.163799894355294,0.0410443722943723,0.174669459572685,0.116478772689299,0.161766233766234,0.053107913262277
"TGFR",-0.18,-0.211034482758621,-0.207909482758621,-0.3,-0.18,-0.259191665084488,-0.05,-0.05,-0.0406474820143885,-0.172407472625984,-0.229090909090909,-0.0610318217256701,-0.0428571428571429,-0.159990576599587,-0.0671967654986523,-0.0678419267889749,-0.055878697601637,-0.283458646616541,0.237410656270305,-0.028531746031746,0.0231814439536983,-0.133209437195202,0.17987709471498,0.224404761904762,0.224404761904762,0.226159147869674,-0.224404761904762,-0.120742766070908,0.0460235745664459,-0.0911111111111111,0.0242764268828099,-0.0768253968253968,0.283306439615019,0.27234753550543,0.051715721516606,0,0.0563571665011586,0.0576729559748428,0.0548617542079576,0.0333333333333333,0.0633333333333333,0.0728571428571429,0.257142857142857,0.0531375322239275,0.0531375322239275,0.26874051269479,0.325,0.190073808905184,0.192529090700368,0.340789473684211,0.0566311612364244,0.340789473684211,0.197155425219941,0.325,0.211864285018508
"AXIN2",-0.126923076923077,-0.117399267399267,-0.126327838827839,0.133333333333333,-0.15,-0.0871324772027348,-0.0214035087719298,-0.0214035087719298,-0.0261332385016596,0.0908023410197323,-0.0791927606443736,0.303998453221434,-0.106666666666667,-0.0852201033982826,-0.0962416466185512,-0.0956127158009411,-0.0954125076730591,0.0375609756097561,-0.117437771827674,-0.110600759313886,0.0953886824333831,0.00325145993164925,-0.14703758114245,-0.133260800345575,-0.133260800345575,-0.135098070686783,0.133260800345575,-0.0913671509637967,-0.0463685097790975,0.122083333333333,0.113571056343589,0.11591049382716,-0.0484407693577419,-0.0422338728060178,0.0961474838944167,0.1,0.0952952743788036,0.0962416466185512,0.0811960508078547,0.106666666666667,0.0996899224806202,0.0996899224806202,-0.04,0.0625297916616287,0.0625297916616287,-0.104120381779421,-0.1,0.0443529881663756,0.0445019553715206,-0.122995169082126,0.0604654804307123,-0.131884057971014,0.0452956061651714,-0.121739130434783,0.117475379811445
"HEY1",0.166666666666667,0.1,0.0875,-0.1,0.2,-0.198354843046313,-0.0709090909090909,-0.0761722488038278,-0.07101760962857,-0.122069874153832,-0.140342197485055,0.164719047422364,0.133333333333333,-0.110963031567423,0.0876424988600091,0.0893666367910436,0.0928598901643569,-0.187272727272727,0.194339622641509,0.0642424242424242,0.0813657865951221,-0.175041394335512,0.215558661196959,0.0656410256410257,0.0656410256410257,0.0693174962292609,-0.0656410256410257,-0.107216117216117,0.136663133084703,-0.0909090909090909,-0.0637546193643755,-0.0869090909090909,0.186545013506809,0.181390374331551,-0.0967204132029622,-0.166666666666667,-0.0885120640774004,-0.0876424988600091,-0.0835487130304203,-0.133333333333333,-0.103921568627451,-0.103921568627451,0.16,0.0668679050567595,0.0668679050567595,-0.0674233758110174,0.1,0.0600916730328495,0.0969275362318841,0.0964021164021164,0.0592592592592593,0.103809523809524,0.0853333333333333,0.08,-0.0842741935483871
"miR200",-0.175,-0.188333333333333,-0.187067510548523,-0.1,-0.2,-0.138901261340286,-0.0987192118226601,-0.109064039408867,-0.10736912415463,-0.100417597698394,-0.08359918200409,-0.220329478140595,-0.2,-0.0628416028416029,-0.199774647887324,-0.188785636898313,-0.179794041347362,-0.0871428571428571,-0.0984461637653127,-0.0565939278937381,-0.119431877299802,0.0505138215567663,-0.129181804546406,-0.0715116724071948,-0.0715116724071948,-0.0712622958485913,0.0715116724071948,-0.0224440720816063,0.156816552937434,0.0583333333333333,0.050779974405366,0.0485294117647059,0.0578293135435993,0.0598701298701299,0.181006162559483,0.2,0.180190866744188,0.191426821800367,0.184796581192437,0.2,0.195652173913043,0.204,0.0571428571428571,0.154314516129032,0.154314516129032,0.135765669120878,0.16,0.148305084745763,0.164572950981251,0.144142431550575,0.163146997929607,0.142255639097744,0.154855082642693,0.133684210526316,0.174024032287654
"ZEB2",-0.332142857142857,-0.329285714285714,-0.317090592334495,-0.3,-0.275,-0.27429526029526,-0.217948717948718,-0.208615384615385,-0.20697604035309,-0.206057972650151,-0.197568438003221,-0.196454646273907,-0.177272727272727,-0.177139686290643,-0.167016317016317,-0.164264023438335,-0.149969387474947,-0.135964912280702,-0.126593406593407,-0.125887445887446,-0.102696948663993,-0.0750787497315249,-0.0454420739779841,-0.010021645021645,-0.010021645021645,-0.00723791911158078,0.010021645021645,0.0519648167024377,0.110861942147151,0.114285714285714,0.122183742183742,0.130649350649351,0.139190718732315,0.139190718732315,0.149060296565856,0.15,0.153138401559454,0.156842105263158,0.156972380283725,0.17,0.17,0.177272727272727,0.183333333333333,0.184421279131072,0.184421279131072,0.252062252603587,0.266666666666667,0.277890818858561,0.278720515714676,0.282902388369678,0.287194652140413,0.289444444444444,0.289696125470773,0.291666666666667,0.318908774152677
