"","AKT","IKK","SHH","Patched","NFB","Csn","TGF","SMO","TGFR","ILK","TrCP","SUFU","RKIP","TCFLEF","CD44","cMet","GLI","Wnt","RAS","RAF","PI3K","DELTA","STAT","LIV1","AXIN2","TWIST1","SNAI2","SOSGRB2","GSK3","FOXC2","cateninmemb","DSH","EGR1","Frizzled","MEK","ERK","cfos","SRC","Destcompl","Ecadherin","cateninnuc","SNAI1","ZEB1","Csl","HEY1","NOTCHic","NOTCH","SMAD","FUS","PAK1","Jagged","CDC42","miR200","ZEB2","KLF4"
"KLF4",-0.0616931216931217,-0.0542857142857143,-0.246841397849462,-0.247916666666667,-0.04,-0.1,0.00816851441241685,-0.216666666666667,0.0203636363636364,-0.138666666666667,-0.1,-0.2,-0.225943104514533,-0.197578095094303,-0.193899165328417,-0.191290469676243,-0.193014607607277,-0.191290469676243,-0.00212669683257919,-0.00653846153846154,-0.00653846153846154,-0.00653846153846154,-0.166666666666667,-0.166666666666667,-0.0987174857551959,0.0996209150326798,-0.0902713187064594,0.187478559176672,0.266177380766215,0.213542156796845,-0.0918934114665822,0.166666666666667,0.16,0.184313725490196,0.174477093555323,0.175508021390374,0.187272727272727,0.184313725490196,0.273308820461196,0.00913929682089563,0.199197024110492,0.259607957339342,-0.116104231166151,0.107272727272727,0.107150496562261,0.138851674641148,0.152253736496818,0.151710144927536,0.166666666666667,-0.0363636363636364,0.22243242015356,-0.0243636363636364,0.201277981277981,0.266821465428277,0.203703703703704
"FOXC2",-0.0616931216931217,-0.0542857142857143,-0.246841397849462,-0.247916666666667,-0.04,-0.1,0.00816851441241685,-0.216666666666667,0.0203636363636364,-0.138666666666667,-0.1,-0.2,-0.225943104514533,-0.197578095094303,-0.193899165328417,-0.191290469676243,-0.193014607607277,-0.191290469676243,-0.00212669683257919,-0.00653846153846154,-0.00653846153846154,-0.00653846153846154,-0.166666666666667,-0.166666666666667,-0.0987174857551959,0.0996209150326798,-0.0902713187064594,0.187478559176672,0.266177380766215,0.213542156796845,-0.0918934114665822,0.166666666666667,0.16,0.184313725490196,0.174477093555323,0.175508021390374,0.187272727272727,0.184313725490196,0.273308820461196,0.00913929682089563,0.199197024110492,0.259607957339342,-0.116104231166151,0.107272727272727,0.107150496562261,0.138851674641148,0.152253736496818,0.151710144927536,0.166666666666667,-0.0363636363636364,0.22243242015356,-0.0243636363636364,0.201277981277981,0.266821465428277,0.203703703703704
"Ecadherin",-0.0551996151996152,-0.0616931216931217,-0.254715413597494,-0.246841397849462,-0.0542857142857143,-0.04,0.00256272779397201,-0.247916666666667,0.00816851441241685,-0.151710144927536,-0.1,-0.166666666666667,-0.233059209383447,-0.199197024110492,-0.197578095094303,-0.193899165328417,-0.19634794094061,-0.193014607607277,0.000107940038929194,-0.00212669683257919,-0.00212669683257919,-0.00212669683257919,-0.184313725490196,-0.166666666666667,-0.100573155858289,0.0994346952933874,-0.0912947985378863,0.184846980229304,0.271033892907496,0.21285565794101,-0.0933036678768386,0.184313725490196,0.187272727272727,0.191290469676243,0.180359446496499,0.174477093555323,0.175508021390374,0.191290469676243,0.277223079547869,-0.0894001384274004,0.200224101608158,0.265304159870988,-0.112786695621127,0.138851674641148,0.117217610656221,0.152253736496818,0.154112472556298,0.160184721198723,0.216666666666667,-0.0243636363636364,0.229068575759967,-0.0203636363636364,0.209657869546138,0.277248005712637,0.226488513830286
"cateninnuc",0.0159554924242424,0.0214242424242424,-0.21316970060377,-0.209465996900067,0.0174242424242424,0.00833333333333333,-0.0852311288570888,-0.192695810564663,-0.081300997852722,-0.143786435786436,0.0333333333333333,-0.177777777777778,-0.267187505629193,-0.164313794643047,-0.162297364471277,-0.161106888280801,-0.16084669251733,-0.159660921766342,0.0888726438726439,0.0863473913473913,0.0863473913473913,0.0863473913473913,-0.15011655011655,-0.142424242424242,-0.046366567444533,0.0199284257180226,-0.028267289090712,0.175170081828633,0.309992432650016,0.226033245443082,-0.139809477056548,0.15011655011655,0.170289855072464,0.154226139157646,0.181106400170742,0.182023831363402,0.178226363008972,0.155672105672106,0.319070038702737,-0.00753573977904989,0.066495512400573,0.311157332732372,-0.0795228126639737,0.111864406779661,0.114170575092091,0.117678360268033,0.127678360268033,0.145832820506763,0.187777777777778,0.0628571428571429,0.201922935851005,0.0767032967032967,0.223812903110383,0.310201471127505,0.24400872950695
"SNAI1",-0.0888888888888889,-0.0861111111111111,-0.0674500270929961,-0.0649257552483359,-0.0916666666666667,-0.0916666666666667,-0.311553027778103,-0.0649257552483359,-0.315988511649071,-0.0830363543266769,-0.0666666666666667,-0.0857142857142857,-0.0779623082327722,0.0847749600060969,0.0851887531095452,0.0844480123688045,0.0872693132781419,0.0867208672086721,-0.0368528826011634,-0.0370170862136429,-0.0370170862136429,-0.0370170862136429,0.0911111111111111,0.08,0.07775509894573,-0.165369702761007,-0.0251397563575014,-0.20426578035162,-0.0446552494535168,0.0287351669384934,-0.0462020611684193,-0.0911111111111111,-0.0217391304347826,-0.0911111111111111,-0.0169410761670924,-0.0160442151805453,-0.0200442151805453,-0.0884084084084084,-0.11887841145048,-0.0468322911667694,-0.0841554452926225,0.0331062944318331,0.0740225543565478,0.0530769230769231,0.078740094238595,0.0508791208791209,0.0508791208791209,0.0782393063561972,0.076036866359447,0.31484593837535,0.065995654396728,0.320906544435956,0.277334495422694,0.317370579560088,0.320741204423141
"LIV1",-0.0861111111111111,-0.0916666666666667,-0.0649257552483359,-0.0649257552483359,-0.0916666666666667,-0.0666666666666667,-0.315988511649071,-0.076036866359447,-0.320906544435956,-0.0817460317460317,-0.0666666666666667,-0.0523809523809524,-0.0804727684838182,0.0851887531095452,0.0844480123688045,0.0884084084084084,0.0867208672086721,0.0911111111111111,-0.0370170862136429,-0.0342898134863702,-0.0342898134863702,-0.0342898134863702,0.08,0.1,0.0770557982464294,-0.165677395068699,-0.0254414660457347,-0.20237898789879,-0.0443252164502164,0.0270833244988492,-0.0467892805121153,-0.08,0,-0.0911111111111111,-0.0160442151805453,-0.0200442151805453,-0.0217391304347826,-0.0911111111111111,-0.118659113204866,-0.0467282328941368,-0.0847749600060969,0.130971063115107,0.0734075482064862,0.0730769230769231,0.0793353323338331,0.0530769230769231,0.0508791208791209,0.0830363543266769,0.0857142857142857,0.328571428571429,0.065995654396728,0.31484593837535,0.277430556902041,0.319461600470297,0.324791048659901
"Jagged",-0.0777777777777778,-0.0666666666666667,-0.105128205128205,-0.0666666666666667,-0.1,0,-0.299111111111111,-0.0666666666666667,-0.311111111111111,-0.116666666666667,0,0,-0.107692307692308,-0.0186013986013986,-0.0276923076923077,-0.02,-0.0276923076923077,-0.02,-0.0424242424242424,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0,0,-0.0142857142857143,-0.121,-0.0766465560583208,-0.16,0.0325670498084291,0.0671428571428571,0.00929943296140479,0,0.1,0,0.02,0.02,0,0,0.0235830115830116,0.0331228070175439,0.0240959040959041,0.175,0.0463768115942029,0.2,0.0166666666666667,0.18,0.18,0.0928571428571429,0.1,0.2,0.112900432900433,0.3,0.273939393939394,0.324154589371981,0.311111111111111
"DELTA",-0.0777777777777778,-0.0666666666666667,-0.105128205128205,-0.0666666666666667,-0.1,0,-0.299111111111111,-0.0666666666666667,-0.311111111111111,-0.116666666666667,0,0,-0.107692307692308,-0.0186013986013986,-0.0276923076923077,-0.02,-0.0276923076923077,-0.02,-0.0424242424242424,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0,0,-0.0142857142857143,-0.121,-0.0766465560583208,-0.16,0.0325670498084291,0.0671428571428571,0.00929943296140479,0,0.1,0,0.02,0.02,0,0,0.0235830115830116,0.0331228070175439,0.0240959040959041,0.175,0.0463768115942029,0.2,0.0166666666666667,0.18,0.18,0.0928571428571429,0.1,0.2,0.112900432900433,0.3,0.273939393939394,0.324154589371981,0.311111111111111
"TGF",-0.0924812030075188,-0.0714285714285714,-0.203261494252874,-0.197011494252874,-0.1,-0.1,-0.399484126984127,-0.186666666666667,-0.315555555555556,-0.227272727272727,0,-0.2,-0.122077922077922,0.122941079112877,0.118993710691824,0.113333333333333,0.128517520215633,0.122857142857143,0.143452380952381,0.14702380952381,0.14702380952381,0.14702380952381,0.1,0,0.0943562610229277,-0.271851851851852,0.0151239941017176,-0.056578947368421,0.0326344236324667,0.0158074534161491,-0.0386900243855751,-0.1,0.0333333333333333,-0.142857142857143,0.00807017543859648,0.0280701754385965,0.0333333333333333,-0.133333333333333,-0.0863874211722597,-0.0682325066898268,-0.120070265715747,0.251439923712651,-0.0286286202991009,0.3,0.193617021276596,0.29,0.303793103448276,0.209530791788856,0.22,0.26,0.181431026018655,0.315555555555556,0.264316909144495,0.325730994152047,0.325730994152047
"TGFR",-0.104109109984263,-0.0924812030075188,-0.189137200467563,-0.203261494252874,-0.0714285714285714,-0.1,-0.403030226274907,-0.197011494252874,-0.399484126984127,-0.209530791788856,-0.1,-0.22,-0.126363636363636,0.120070265715747,0.122941079112877,0.118993710691824,0.134323971828537,0.128517520215633,0.139943609022556,0.143452380952381,0.143452380952381,0.143452380952381,0.133333333333333,0.1,0.0939270764735715,-0.275766442599183,0.0125776978054213,-0.0528752436647173,0.0250549615297772,0.0171174970842713,-0.0398447587966605,-0.142857142857143,0.0333333333333333,-0.122857142857143,0.00396058639750059,0.00807017543859648,0.0280701754385965,-0.113333333333333,-0.0865890340754855,-0.0682325066898268,-0.119804543837979,0.24229538093979,-0.0274965448274027,0.29,0.177199110828835,0.303793103448276,0.294440585462664,0.206327944813767,0.186666666666667,0.315555555555556,0.171286098482423,0.315555555555556,0.268129225860038,0.330636654529405,0.327516708437761
"NOTCH",-0.1,-0.0777777777777778,-0.0933634992458522,-0.105128205128205,-0.0666666666666667,-0.1,-0.299111111111111,-0.0666666666666667,-0.299111111111111,-0.0928571428571429,0,-0.1,-0.111140583554377,-0.0240959040959041,-0.0186013986013986,-0.0276923076923077,-0.0186013986013986,-0.0276923076923077,-0.0380764163372859,-0.0424242424242424,-0.0424242424242424,-0.0424242424242424,0,0,-0.00862533692722372,-0.132864406779661,-0.0814084608202255,-0.154736842105263,0.0302943225357018,0.073265306122449,0.00877587275198071,0,0,0.02,0.0128571428571429,0.02,0.02,0.02,0.0263867499007686,0.0315099037917374,0.0285857000142714,0.176538461538462,0.0500805152979066,0.18,-0.013768115942029,0.18,0.0961290322580645,0.0928571428571429,0.0666666666666667,0.3,0.0980856180856181,0.311111111111111,0.285367965367965,0.335265700483092,0.324154589371981
"NOTCHic",-0.0930232558139535,-0.1,-0.0901376927942393,-0.0933634992458522,-0.0777777777777778,-0.0666666666666667,-0.306117480537863,-0.105128205128205,-0.299111111111111,-0.0928571428571429,-0.1,-0.0666666666666667,-0.112549034258602,-0.0285857000142714,-0.0240959040959041,-0.0186013986013986,-0.0218272050530115,-0.0186013986013986,-0.040539470524478,-0.0380764163372859,-0.0380764163372859,-0.0380764163372859,-0.02,0,-0.0141808924827793,-0.129719752691611,-0.0832120680346544,-0.145645933014354,0.0302943225357018,0.0684265964450296,0.00573327640309633,0.02,0.02,0.0276923076923077,0.0185714285714286,0.0128571428571429,0.02,0.0276923076923077,0.0293867499007686,0.0335007154303285,0.0284330282585462,0.172834757834758,0.0552657004830918,0.18,-0.0122296544035674,0.0961290322580645,0.0829711375212224,0.0978931140801644,0.0666666666666667,0.311111111111111,0.101396876363764,0.299111111111111,0.290570277506694,0.341932367149758,0.334868875086266
"Csl",-0.0906976744186046,-0.0930232558139535,-0.0944480376218255,-0.0901376927942393,-0.1,-0.0777777777777778,-0.302716119993645,-0.0933634992458522,-0.306117480537863,-0.0978931140801644,-0.0666666666666667,-0.0666666666666667,-0.110244886793164,-0.0284330282585462,-0.0285857000142714,-0.0240959040959041,-0.0266659147304309,-0.0218272050530115,-0.0416424117009486,-0.040539470524478,-0.040539470524478,-0.040539470524478,-0.0276923076923077,-0.02,-0.0149521007090004,-0.125882280908315,-0.0822426422330138,-0.149710973664761,0.0333871060408565,0.0678518838013515,0.00680361279453364,0.0276923076923077,0.02,0.0186013986013986,0.0196583850931677,0.0185714285714286,0.0128571428571429,0.0186013986013986,0.0299351959702384,0.0343146689187006,0.0294050122493982,0.174811042419738,0.0596855899858542,0.0961290322580645,-0.00765449100487464,0.0829711375212224,0.0866075011575861,0.0978931140801644,0.105128205128205,0.299111111111111,0.106084376363764,0.299111111111111,0.292531061820419,0.342484853337604,0.340583160800552
"SHH",-0.15,-0.1,-0.28,-0.2,0,0,-0.126666666666667,-0.1,-0.0666666666666667,-0.0666666666666667,0,0,-0.26,-0.106666666666667,-0.1,-0.1,-0.2,-0.2,0.0730769230769231,0.05,0.05,0.05,-0.1,0,-0.019047619047619,-0.1,-0.0192337164750958,0.15,0.256410256410256,0.225,-0.112114695340502,0.2,0,0.2,0.22,0.2,0.1,0.1,0.261558441558442,-0.0244444444444444,0.117777777777778,0.316666666666667,-0.05,0.1,0.0666666666666667,0,0.0666666666666667,0.116666666666667,0,0,0.145714285714286,-0.0333333333333333,0.233333333333333,0.35,0.25
"miR200",-0.0242928074904242,-0.022406015037594,-0.0614286369473491,-0.0505590717299578,-0.0252631578947368,-0.02,0.0316238986217142,-0.0391666666666667,0.0351122707147375,-0.0226155358898722,0,-0.02,-0.0626893971520926,-0.253612460192409,-0.249644206224155,-0.242902633190447,-0.248452561522984,-0.241859154929577,-0.095431474891035,-0.0996708763872943,-0.0996708763872943,-0.0996708763872943,-0.22,-0.2,-0.153710234128335,0.126333891057817,-0.129264331346186,0.0894068343004513,0.19404712783712,0.0727767625328601,0.0772174221756763,0.22,0.0142857142857143,0.232,0.0572294372294372,0.0524675324675325,0.0342857142857143,0.23304347826087,0.280758576363443,0.238431786737134,0.256491248071197,0.0864637214637215,0.293512544802867,0.0377339901477833,0.0184745762711864,0.0446305418719212,0.0542350616459325,0.0273177302472389,0.0325,-0.0458333333333333,0.0876344761448094,-0.0399509803921569,0.27862201252315,0.356886200716846,0.342011732229124
"STAT",-0.109846650524617,-0.104761904761905,-0.127861699938259,-0.126976744186046,-0.1,-0.1,-0.239823579039826,-0.12,-0.23450956937799,-0.121819645732689,-0.1,-0.1,-0.167844272844273,-0.105957821533531,-0.10248778998779,-0.0982142857142857,-0.100735294117647,-0.0982142857142857,-0.0806935391281804,-0.079947270471464,-0.079947270471464,-0.079947270471464,-0.0857142857142857,0,-0.0752451470098529,-0.0669325510404971,-0.0578186703686281,-0.0226190476190476,0.153518024032043,0.0904103612815269,0.00470161681731629,0.0857142857142857,0.0333333333333333,0.0982142857142857,0.044225173940544,0.0474509803921569,0.0533333333333333,0.0982142857142857,0.15768517121374,0.0149075440168072,0.106792148112792,0.23813522454397,0.0329747175901022,0.0607843137254902,0.114,0.0851086380498145,0.0841377642634068,0.119520795157977,0.1,0.227272727272727,0.101941949463531,0.239772727272727,0.306098271501167,0.367652859960552,0.451673598732422
"Patched",-0.107142857142857,-0.15,-0.3175,-0.28,-0.1,0,-0.151666666666667,-0.2,-0.126666666666667,-0.116666666666667,0,0,-0.26,-0.117777777777778,-0.106666666666667,-0.1,-0.2,-0.2,0.0855769230769231,0.0730769230769231,0.0730769230769231,0.0730769230769231,-0.1,-0.1,-0.0281385281385281,-0.103703703703704,-0.0232337164750958,0.15,0.270695970695971,0.215,-0.123225806451613,0.2,0.1,0.2,0.243076923076923,0.22,0.2,0.1,0.275844155844156,-0.0195900755124056,0.11680690399137,0.345698924731183,-0.0416666666666667,0,0.105128205128205,0.0666666666666667,0.0757575757575758,0.156666666666667,0.1,-0.0333333333333333,0.171640211640212,0.0666666666666667,0.269047619047619,0.375,0.327777777777778
"PI3K",0.203318250377074,0.205882352941176,-0.156410256410256,-0.13974358974359,0.2,0.166666666666667,-0.287867527498804,-0.116666666666667,-0.282176470588235,-0.126282513005202,0.2,-0.1,-0.341273432449903,-0.159659757257399,-0.152315124489038,-0.141545893719807,-0.152315124489038,-0.141545893719807,0.307961335468185,0.298372294372294,0.298372294372294,0.298372294372294,-0.1,-0.1,-0.0996190476190476,-0.0605256310174343,-0.0450295244353256,-0.133076923076923,0.545887445887446,0.275718931475029,-0.122915276729913,0.1,-0.0333333333333333,0.111111111111111,-0.0115259218441475,-0.0131652661064426,-0.019047619047619,0.111111111111111,0.491266721052577,-0.089577505407354,0.166051509834719,0.39274959742351,-0.0330830777220572,0.2,0.107056132916288,0.223076923076923,0.248883374689826,0.133482513005202,0.1,0.225,0.136315789473684,0.266176470588235,0.313223842322203,0.404823912232014,0.378508771929825
"ILK",0.203318250377074,0.205882352941176,-0.156410256410256,-0.13974358974359,0.2,0.166666666666667,-0.287867527498804,-0.116666666666667,-0.282176470588235,-0.126282513005202,0.2,-0.1,-0.341273432449903,-0.159659757257399,-0.152315124489038,-0.141545893719807,-0.152315124489038,-0.141545893719807,0.307961335468185,0.298372294372294,0.298372294372294,0.298372294372294,-0.1,-0.1,-0.0996190476190476,-0.0605256310174343,-0.0450295244353256,-0.133076923076923,0.545887445887446,0.275718931475029,-0.122915276729913,0.1,-0.0333333333333333,0.111111111111111,-0.0115259218441475,-0.0131652661064426,-0.019047619047619,0.111111111111111,0.491266721052577,-0.089577505407354,0.166051509834719,0.39274959742351,-0.0330830777220572,0.2,0.107056132916288,0.223076923076923,0.248883374689826,0.133482513005202,0.1,0.225,0.136315789473684,0.266176470588235,0.313223842322203,0.404823912232014,0.378508771929825
"SMO",-0.119142857142857,-0.107142857142857,-0.339722222222222,-0.3175,-0.15,-0.1,-0.16518018018018,-0.28,-0.151666666666667,-0.156666666666667,0,-0.1,-0.282222222222222,-0.11680690399137,-0.117777777777778,-0.106666666666667,-0.211111111111111,-0.2,0.0879025044722719,0.0855769230769231,0.0855769230769231,0.0855769230769231,-0.1,-0.1,-0.0315868040005971,-0.112527233115468,-0.0213289545703339,0.123684210526316,0.287200825064903,0.228793103448276,-0.12031318509239,0.2,0.2,0.2,0.233986013986014,0.243076923076923,0.22,0.1,0.282045706231753,-0.0199590792024425,0.120566302487611,0.359984639016897,-0.0399717514124294,0.0666666666666667,0.147985347985348,0.0757575757575758,0.100757575757576,0.155079365079365,0.2,0.0666666666666667,0.193068783068783,0.126666666666667,0.290566606389391,0.407203389830508,0.352777777777778
"ZEB2",-0.221744548286604,-0.213333333333333,-0.212613240418118,-0.212613240418118,-0.211111111111111,-0.211111111111111,-0.204513158798873,-0.202857142857143,-0.20186765615337,-0.200331476035701,-0.2,-0.2,-0.123123993558776,-0.1221334047168,-0.119668615984405,-0.115964912280702,-0.109558820384508,-0.106806526806527,-0.103780926425466,-0.103138528138528,-0.103138528138528,-0.103138528138528,-0.1,-0.1,-0.0951775101977422,-0.0944380750026182,-0.0774909730474791,-0.0678205128205128,0.00795863972725778,0.0356425796425796,0.0681537530167469,0.0909090909090909,0.0916666666666667,0.104242424242424,0.106236628155755,0.107456140350877,0.107456140350877,0.113333333333333,0.117032084425171,0.117329759235935,0.123302235885631,0.158850638965446,0.172623660542704,0.176923076923077,0.185155650800812,0.18625641025641,0.186802858343842,0.198502207743018,0.2,0.203896103896104,0.208383679673833,0.209350649350649,0.349900392426247,0.414110724251466,0.499965736687312
"AKT",0.100287947346771,0.203318250377074,-0.164831309041835,-0.156410256410256,0.205882352941176,0.2,-0.299650004840194,-0.13974358974359,-0.287867527498804,-0.133482513005202,0.166666666666667,-0.1,-0.36425479890953,-0.166051509834719,-0.159659757257399,-0.152315124489038,-0.158460375885686,-0.152315124489038,0.313503504142884,0.307961335468185,0.307961335468185,0.307961335468185,-0.111111111111111,-0.1,-0.103590166752622,-0.0675592701611652,-0.0479440972996472,-0.133076923076923,0.559193897500349,0.286997126963751,-0.126075317504632,0.111111111111111,-0.019047619047619,0.141545893719807,-0.00772845348971711,-0.0115259218441475,-0.0131652661064426,0.141545893719807,0.502432974154314,-0.089577505407354,0.170205355988565,0.406032805443561,-0.0344529407357559,0.223076923076923,0.113823050209521,0.248883374689826,0.25741996005568,0.140553220075909,0.116666666666667,0.266176470588235,0.143600557685605,0.282176470588235,0.330336141787444,0.429481446478589,0.401585695006748
"Frizzled",0.0866666666666667,0.0991666666666667,-0.158553274682307,-0.142424242424242,0.0866666666666667,0.0666666666666667,-0.397267080745342,-0.109090909090909,-0.388695652173913,-0.12786722321606,0.1,-0.1,-0.356428571428571,-0.16706791813972,-0.158458646616541,-0.151315789473684,-0.158458646616541,-0.151315789473684,0.26744743031523,0.257211209842789,0.257211209842789,0.257211209842789,-0.1,-0.1,-0.102931642001409,-0.176358543417367,-0.0895632546502774,-0.16969696969697,0.540846394984326,0.194497693249223,-0.11641713747646,0.2,-0.0333333333333333,0.125,-0.00374727668845316,-0.00745098039215686,-0.0133333333333333,0.125,0.488750320369849,-0.0747673386147029,0.174686965758768,0.429641131815045,-0.0299908613529933,0.185714285714286,0.107255864702673,0.210714285714286,0.232282913165266,0.132540120412322,0.1,0.333333333333333,0.137987967914439,0.38,0.329895833333333,0.435847645022752,0.407843137254902
"SUFU",-0.124821742016373,-0.126835164835165,-0.34777183027183,-0.342752525252525,-0.119142857142857,-0.107142857142857,-0.179924819065572,-0.339722222222222,-0.172626988690818,-0.164756784434204,-0.15,-0.28,-0.300888327839727,-0.123283693791958,-0.120566302487611,-0.11680690399137,-0.211790264671306,-0.209188034188034,0.0942122717598735,0.0935793603674684,0.0935793603674684,0.0935793603674684,-0.106666666666667,-0.1,-0.0327679464504495,-0.121823935225902,-0.0257653303426995,0.113544350386456,0.296330658012775,0.23398116665841,-0.123862284352846,0.2,0.243076923076923,0.211111111111111,0.234964248273126,0.232836588698658,0.233986013986014,0.117777777777778,0.292231001365185,-0.0189972124642965,0.124562466170475,0.373336829560435,-0.034005716025215,0.100757575757576,0.149172706113513,0.118939393939394,0.118939393939394,0.167297200138592,0.3175,0.151666666666667,0.19780220607196,0.16518018018018,0.316445365268997,0.437555187346883,0.401290588222462
"DSH",0.0855172413793104,0.0866666666666667,-0.164074747074945,-0.158553274682307,0.0991666666666667,0.0866666666666667,-0.410855930919558,-0.142424242424242,-0.397267080745342,-0.132540120412322,0.0666666666666667,-0.1,-0.378106893106893,-0.174686965758768,-0.16706791813972,-0.158458646616541,-0.165648189100201,-0.158458646616541,0.27276955916677,0.26744743031523,0.26744743031523,0.26744743031523,-0.125,-0.1,-0.10757299221238,-0.182741522140771,-0.093404931018147,-0.167257945306726,0.553607415865996,0.203588602340132,-0.120539634531819,0.125,-0.0133333333333333,0.151315789473684,1.21218077874449e-05,-0.00374727668845316,-0.00745098039215686,0.151315789473684,0.500391541743895,-0.074679542302148,0.178872183924396,0.440945479641132,-0.0292034597781901,0.210714285714286,0.11251902259741,0.232282913165266,0.241373822256175,0.141974082676473,0.109090909090909,0.38,0.144964712100485,0.388695652173913,0.34635924796748,0.461831896991256,0.432114981915096
"GSK3",0.0889360447981138,0.0855172413793104,-0.172687187266333,-0.164074747074945,0.0866666666666667,0.0991666666666667,-0.416753366816994,-0.158553274682307,-0.410855930919558,-0.141974082676473,0.0866666666666667,-0.109090909090909,-0.387380076064287,-0.178872183924396,-0.174686965758768,-0.16706791813972,-0.173195358911522,-0.165648189100201,0.275920819670972,0.27276955916677,0.27276955916677,0.27276955916677,-0.151315789473684,-0.125,-0.110769339244343,-0.183381727006328,-0.0946991501725905,-0.168653294143935,0.464089944984133,0.206937884636783,-0.122573233117141,0.151315789473684,-0.00745098039215686,0.158458646616541,0.00569393998960563,1.21218077874449e-05,-0.00374727668845316,0.158458646616541,0.507894183519168,-0.0739222159932906,0.181766920766501,0.450801515078563,-0.0269746336266299,0.232282913165266,0.119093417061078,0.241373822256175,0.249425770308123,0.150519809812905,0.142424242424242,0.388695652173913,0.153285879983697,0.397267080745342,0.358903210452826,0.475650619130929,0.456542462831127
"Destcompl",0.114055954324411,0.113384813384813,-0.330280470223221,-0.316934241983375,0.114285714285714,0.114285714285714,-0.259142190451498,-0.299835796387521,-0.248206229860365,-0.225555555555556,0.1,-0.233333333333333,-0.505318058948183,-0.346843278714062,-0.341226840357897,-0.333017885134017,-0.340077793074247,-0.332471114038997,0.260781899554709,0.254816436446388,0.254816436446388,0.254816436446388,-0.304761904761905,-0.283333333333333,-0.166259637195044,-0.091293895838296,-0.158695137628041,-0.000544566878492765,0.623202144156985,0.297451319332787,-0.297298465364512,0.304761904761905,0.0764102564102564,0.322570123939987,0.0931231416435816,0.0884817914326111,0.0824708624708625,0.322570123939987,0.54451463657807,-0.0421697371424129,0.35082084118219,0.570724988070161,-0.166126565643217,0.253497845671759,0.199356882433806,0.275236976106541,0.287862226607543,0.235029239766082,0.271264367816092,0.213469387755102,0.371583928068081,0.233469387755102,0.374352665148394,0.510593769731143,0.467570096050267
