"","SHH","TGFR","FUS","Csl","AKT","NOTCHic","IKK","GSK3","KLF4","RKIP","MEK","ERK","EGR1","SOSGRB2","Destcompl","AXIN2","GLI","Wnt","Frizzled","cateninnuc","TCFLEF","cateninmemb","Ecadherin","RAF","PI3K","DELTA","RAS","miR200","LIV1","STAT","SRC","DSH","cMet","CD44","SNAI2","ZEB2","ZEB1","cfos","SNAI1","TWIST1","Csn","TrCP","SUFU","NOTCH","NFB","HEY1","Jagged","SMO","PAK1","CDC42","TGF","Patched","ILK","SMAD","FOXC2"
"PAK1",-0.0702729703589919,-0.333396995161701,-0.0976190476190476,-0.0423076923076923,-0.0957846003898636,-0.0192307692307692,-0.0883771929824561,0.0759339826839827,-0.0276736924277908,-0.221988692706925,-0.239986244166053,-0.242652910832719,-0.24,-0.0644939493949395,0.248251437722938,0.289958174551538,0.253949507916132,0.241754385964912,0.223333333333333,0.268432567083984,0.264984291221915,0.251335188034205,0.178391656905785,0.0524483235028429,0.0524483235028429,0.0524483235028429,0.0510846871392065,-0.13883123777122,-0.15,-0.19,-0.223333333333333,-0.19,-0.244954954954955,-0.256836143073767,-0.061251563429333,0.0335490858831952,0.0335490858831952,0.244347826086957,0.21189113314608,0.0565506305288914,0.0916666666666667,0.0666666666666667,0.080952380952381,0.0148351648351648,0.104166666666667,0.150421112972925,0.0135640337423313,0.0750384024577573,0.319047619047619,0.328851540616246,0.335036339423996,0.0762729703589919,0.155845707458611,0.156490868748933,0.290940907902269
"EGR1",-0.0702729703589919,-0.333396995161701,-0.0976190476190476,-0.0423076923076923,-0.0957846003898636,-0.0192307692307692,-0.0883771929824561,0.0759339826839827,-0.0276736924277908,-0.221988692706925,-0.239986244166053,-0.242652910832719,-0.24,-0.0644939493949395,0.248251437722938,0.289958174551538,0.253949507916132,0.241754385964912,0.223333333333333,0.268432567083984,0.264984291221915,0.251335188034205,0.178391656905785,0.0524483235028429,0.0524483235028429,0.0524483235028429,0.0510846871392065,-0.13883123777122,-0.15,-0.19,-0.223333333333333,-0.19,-0.244954954954955,-0.256836143073767,-0.061251563429333,0.0335490858831952,0.0335490858831952,0.244347826086957,0.21189113314608,0.0565506305288914,0.0916666666666667,0.0666666666666667,0.080952380952381,0.0148351648351648,0.104166666666667,0.150421112972925,0.0135640337423313,0.0750384024577573,0.319047619047619,0.328851540616246,0.335036339423996,0.0762729703589919,0.155845707458611,0.156490868748933,0.290940907902269
"KLF4",0.368010752688172,-0.0304242424242424,0.3,0.305454545454545,0.111534391534392,0.326507177033493,0.115238095238095,0.400559803323961,0,-0.061698618841476,0.125998125585754,0.129090909090909,0.12,0.176858204688393,0.414952254951324,0.513830686956539,0.464154755727471,0.445189238486092,0.419607843137255,0.476917165115746,0.471811312064687,0.439301977381246,0.167422670333012,0.103076923076923,0.103076923076923,0.103076923076923,0.0986651583710407,-0.0367399267399267,-0.3,-0.366666666666667,-0.419607843137255,-0.366666666666667,-0.445189238486092,-0.463450108051309,-0.53320856219964,0.0343962848297214,0.0343962848297214,-0.129090909090909,0.0888200687140854,-0.334474945533769,-0.1,-0.1,-0.2,-0.335785527548957,-0.12,0.0410236822001528,-0.434553632274772,-0.333333333333333,0.00909090909090909,0.0210909090909091,0.0367657058388766,-0.358333333333333,0.0106666666666667,0.016463768115942,-0.165810199188905
"FOXC2",0.368010752688172,-0.0304242424242424,0.3,0.305454545454545,0.111534391534392,0.326507177033493,0.115238095238095,0.400559803323961,0,-0.061698618841476,0.125998125585754,0.129090909090909,0.12,0.176858204688393,0.414952254951324,0.513830686956539,0.464154755727471,0.445189238486092,0.419607843137255,0.476917165115746,0.471811312064687,0.439301977381246,0.167422670333012,0.103076923076923,0.103076923076923,0.103076923076923,0.0986651583710407,-0.0367399267399267,-0.3,-0.366666666666667,-0.419607843137255,-0.366666666666667,-0.445189238486092,-0.463450108051309,-0.53320856219964,0.0343962848297214,0.0343962848297214,-0.129090909090909,0.0888200687140854,-0.334474945533769,-0.1,-0.1,-0.2,-0.335785527548957,-0.12,0.0410236822001528,-0.434553632274772,-0.333333333333333,0.00909090909090909,0.0210909090909091,0.0367657058388766,-0.358333333333333,0.0106666666666667,0.016463768115942,-0.165810199188905
"SNAI1",-0.0658069509415161,-0.335036339423996,-0.0750384024577573,-0.0192307692307692,-0.0930068226120858,-0.0148351648351648,-0.0957846003898636,0.0808844777334876,-0.0286082718670431,-0.225335973041653,-0.238640952686232,-0.239986244166053,-0.244347826086957,-0.0610977229798451,0.251650560529956,0.30161318620655,0.261810568245199,0.253949507916132,0.241754385964912,0.270394363676653,0.268432567083984,0.251784238120561,0.17662266627103,0.0510846871392065,0.0510846871392065,0.0510846871392065,0.0505920763017681,-0.140464282920115,-0.19,-0.223333333333333,-0.244954954954955,-0.223333333333333,-0.256836143073767,-0.264984291221915,-0.0676545134796179,0.0346560969533059,0.0346560969533059,0.242652910832719,0.114026364462806,0.0539865279647888,0.104166666666667,0.0916666666666667,0.0976190476190476,0.00830455259026687,0.0883771929824561,0.151611589163401,0.00862285727174305,0.0762729703589919,0.328851540616246,0.333396995161701,0.337858920069157,0.0702729703589919,0.156490868748933,0.158827892119167,0.291322102311418
"Ecadherin",0.373522563711794,-0.0367657058388766,0.333333333333333,0.326507177033493,0.105040885040885,0.335785527548957,0.111534391534392,0.408506823191511,0,-0.0695637873808018,0.121684400095558,0.125998125585754,0.129090909090909,0.179489783635762,0.420357660356729,0.529294604482312,0.472821422394138,0.464154755727471,0.445189238486092,0.478971320111077,0.476917165115746,0.439301977381246,0.0648910247633918,0.0986651583710407,0.0986651583710407,0.0986651583710407,0.0950338734548396,-0.0406505412650664,-0.366666666666667,-0.419607843137255,-0.445189238486092,-0.419607843137255,-0.463450108051309,-0.471811312064687,-0.542058652506684,0.037239886725456,0.037239886725456,-0.129090909090909,0.0938833598533259,-0.335406044230231,-0.12,-0.1,-0.3,-0.339874746879812,-0.115238095238095,0.0497485144149179,-0.438443792457838,-0.358333333333333,0.0210909090909091,0.0304242424242424,0.0423714924573214,-0.368010752688172,0.016463768115942,0.0200957293750219,-0.163750702621399
"cateninmemb",0.373522563711794,-0.0367657058388766,0.333333333333333,0.326507177033493,0.105040885040885,0.335785527548957,0.111534391534392,0.408506823191511,0,-0.0695637873808018,0.121684400095558,0.125998125585754,0.129090909090909,0.179489783635762,0.420357660356729,0.529294604482312,0.472821422394138,0.464154755727471,0.445189238486092,0.478971320111077,0.476917165115746,0.342172714797942,0.0835295404991777,0.0986651583710407,0.0986651583710407,0.0986651583710407,0.0950338734548396,-0.0406505412650664,-0.366666666666667,-0.419607843137255,-0.445189238486092,-0.419607843137255,-0.463450108051309,-0.471811312064687,-0.542058652506684,0.037239886725456,0.037239886725456,-0.129090909090909,0.0938833598533259,-0.335406044230231,-0.12,-0.1,-0.3,-0.339874746879812,-0.115238095238095,0.0497485144149179,-0.438443792457838,-0.358333333333333,0.0210909090909091,0.0304242424242424,0.0423714924573214,-0.368010752688172,0.016463768115942,0.0200957293750219,-0.163750702621399
"PI3K",-0.0352564102564103,-0.246882352941176,-0.05,-0.1,-0.0832579185520362,-0.0923076923076923,-0.096078431372549,0.378968253968254,-0.0405701754385965,-0.28425985778927,-0.207521697203472,-0.205882352941176,-0.2,-0.0119230769230769,0.519442387541443,0.379619047619048,0.352292827945002,0.316908212560386,0.277777777777778,0.382796642960437,0.369806952238787,0.250903432909961,0.152402295508989,-0.157679653679654,-0.157679653679654,-0.157679653679654,-0.156309790665955,-0.155251003611659,-0.1,-0.2,-0.277777777777778,-0.2,-0.316908212560386,-0.352292827945002,-0.269581975566909,0.0386159663729166,0.0386159663729166,0.2,0.268027375201288,-0.0667209720666599,0.1,0,0.1,0.069727047146402,0.0666666666666667,0.101708539333401,-0.08,0.0666666666666667,0.225,0.230882352941176,0.254199426111908,0.0435897435897436,0.118671468587435,0.130671468587435,0.210058072009291
"cateninnuc",0.235202450664276,-0.0463592269799166,0.231111111111111,0.279472693032015,0.0058967803030303,0.280635483729689,0.0098030303030303,0.360109934031199,-0.00106761565836299,-0.129174223625837,0.0816985376449257,0.0858269780118982,0.0956521739130435,0.1313088277787,0.367997598299744,0.476917165115746,0.307279904927314,0.30372259267435,0.301548679630871,0.206411122952095,0.30594163938402,0.180617607792473,-0.0558575910067117,-0.00297000297000297,-0.00297000297000297,-0.00297000297000297,-0.00398010398010398,-0.0422045156715913,-0.278787878787879,-0.286480186480187,-0.300369075369075,-0.286480186480187,-0.302542988412554,-0.305717591587157,-0.483886080104184,0.0430348794388061,0.0430348794388061,-0.0908902691511387,0.149403171742676,-0.174322530896917,-0.0208333333333333,-0.0333333333333333,-0.211111111111111,-0.279271847366053,-0.0178030303030303,0.0513707687564692,-0.27443348907473,-0.232750455373406,0.0365714285714286,0.0411868131868132,0.0487609737048075,-0.235856045435518,0.0233318903318903,0.026742531532436,-0.104622568688142
"RKIP",0.115475409836066,-0.158095238095238,0.1,0.0111111111111111,-0.0298160173160173,0.0202020202020202,-0.0267857142857143,0.39160756501182,-0.0367766618842659,-0.0918067226890756,-0.0282171680117388,-0.0303448275862069,0.03,-0.0626031746031746,0.486410731540003,0.287330051570558,0.268974358974359,0.226666666666667,0.166666666666667,0.316022995352043,0.296939025886394,0.291933782522018,0.21684779136788,-0.176623376623377,-0.176623376623377,-0.176623376623377,-0.174059274059274,-0.0522401600155001,0,-0.1,-0.166666666666667,-0.1,-0.224561403508772,-0.266869095816464,0.141320452293525,0.0447766618842659,0.0447766618842659,0.02,0.251729167235681,0.0158882947118241,0,0,-0.1,-0.0394327894327894,0.0142857142857143,-0.0497096399535424,-0.178617915757135,-0.1,0.133333333333333,0.153333333333333,0.170244770805518,-0.104,-0.04701540436457,-0.044045107334867,0.136619510757442
"RAF",0.115475409836066,-0.158095238095238,0.1,0.0111111111111111,-0.0298160173160173,0.0202020202020202,-0.0267857142857143,0.39160756501182,-0.0367766618842659,-0.0918067226890756,-0.0282171680117388,-0.0303448275862069,0.03,-0.0626031746031746,0.486410731540003,0.287330051570558,0.268974358974359,0.226666666666667,0.166666666666667,0.316022995352043,0.296939025886394,0.291933782522018,0.21684779136788,-0.176623376623377,-0.176623376623377,-0.176623376623377,-0.174059274059274,-0.0522401600155001,0,-0.1,-0.166666666666667,-0.1,-0.224561403508772,-0.266869095816464,0.141320452293525,0.0447766618842659,0.0447766618842659,0.02,0.251729167235681,0.0158882947118241,0,0,-0.1,-0.0394327894327894,0.0142857142857143,-0.0497096399535424,-0.178617915757135,-0.1,0.133333333333333,0.153333333333333,0.170244770805518,-0.104,-0.04701540436457,-0.044045107334867,0.136619510757442
"MEK",0.12789371048966,-0.170244770805518,0.1,0.0202020202020202,-0.0309924879042526,0.0394327894327894,-0.0298160173160173,0.412000685404941,-0.0426590148254424,-0.0997014595311809,-0.131550501345072,-0.0282171680117388,-0.02,-0.0492698412698413,0.503983953297325,0.324266988507495,0.299044289044289,0.268974358974359,0.226666666666667,0.32810477973866,0.316022995352043,0.300714270326896,0.214479849655676,-0.174059274059274,-0.174059274059274,-0.174059274059274,-0.174376734376734,-0.0550265377244784,-0.1,-0.166666666666667,-0.224561403508772,-0.166666666666667,-0.266869095816464,-0.296939025886394,0.118449406064814,0.0447766618842659,0.0447766618842659,0.0303448275862069,0.260062500569015,0.00380038262391204,0.0142857142857143,0,-0.1,-0.0547612565860741,0.0267857142857143,-0.0460732763171788,-0.195011358380086,-0.104,0.153333333333333,0.158095238095238,0.176814113871212,-0.115475409836066,-0.044045107334867,-0.0362960298440921,0.13481770895564
"AKT",-0.0310458839406208,-0.254199426111908,-0.0666666666666667,-0.0923076923076923,-0.188308423602541,-0.069727047146402,-0.0832579185520362,0.395903737839222,-0.0345872694556905,-0.297303336050139,-0.206255874418661,-0.207521697203472,-0.2,-0.0097008547008547,0.530939492586935,0.405972838232766,0.368493945263438,0.352292827945002,0.316908212560386,0.389565873729667,0.382796642960437,0.255082841676526,0.149978053084747,-0.156309790665955,-0.156309790665955,-0.156309790665955,-0.15847846536475,-0.160598597194547,-0.2,-0.277777777777778,-0.316908212560386,-0.277777777777778,-0.352292827945002,-0.369806952238787,-0.286566900190025,0.0447803499345604,0.0447803499345604,0.205882352941176,0.274794292494521,-0.0706965072348556,0.0666666666666667,0.1,0.05,0.0587514373903044,0.096078431372549,0.115994253619115,-0.0852980132450331,0.0435897435897436,0.230882352941176,0.246882352941176,0.261752296202543,0.0352564102564103,0.130671468587435,0.130334768250735,0.21080995170854
"ERK",0.133207720151496,-0.176814113871212,0.104,0.0394327894327894,-0.0309924879042526,0.0547612565860741,-0.0309924879042526,0.426987061426739,-0.0411086272285432,-0.106665247832017,-0.130714846748972,-0.131550501345072,-0.0303448275862069,-0.0453863461242102,0.515220330599091,0.349795443792048,0.317841281525492,0.299044289044289,0.268974358974359,0.335535335294216,0.32810477973866,0.30549807897455,0.212042499844485,-0.174376734376734,-0.174376734376734,-0.174376734376734,-0.175146811384435,-0.0582128122342823,-0.166666666666667,-0.224561403508772,-0.266869095816464,-0.226666666666667,-0.296939025886394,-0.316022995352043,0.102669424099079,0.0474538272385966,0.0474538272385966,0.0282171680117388,0.267238426494941,-0.00271834137054011,0.0267857142857143,0.0142857142857143,-0.1,-0.0666726139267943,0.0298160173160173,-0.0382234469656429,-0.203143888500567,-0.115475409836066,0.158095238095238,0.170244770805518,0.181759168816267,-0.12789371048966,-0.0362960298440921,-0.0344723216374051,0.133621127759059
"SOSGRB2",0.201498009637544,-0.0958241758241758,0.2,0.0909090909090909,0.0445175438596491,0.0909090909090909,0.0403508771929825,0.505078577336642,-0.0449122807017544,0.0154605263157895,0.0715572715572716,0.0715572715572716,0.123809523809524,-0.163888888888889,0.506189410887397,0.29900302530253,0.283022774327122,0.238095238095238,0.171428571428571,0.33475856488007,0.313152446333224,0.30463651963652,0.230655152173642,-0.194915254237288,-0.194915254237288,-0.194915254237288,-0.188504997827032,-0.054915298065037,0,-0.1,-0.171428571428571,-0.1,-0.236645962732919,-0.281573498964803,0.161618406780713,0.0491979949874687,0.0491979949874687,-0.0904761904761905,0.169480454868515,-0.0459420289855072,-0.1,-0.1,-0.2,-0.114852752880922,-0.0666666666666667,-0.0420454545454545,-0.273688056527522,-0.183333333333333,0.0642857142857143,0.0842857142857143,0.106462473696516,-0.196846846846847,-0.140645161290323,-0.137148657793819,0.0767643467643468
"NFB",-0.170429457292773,-0.412335353535354,-0.16,-0.212121212121212,-0.294174174174174,-0.210533910533911,-0.296396396396396,0.286446886446886,-0.0554945054945055,-0.31490822474429,-0.229045751633987,-0.225777777777778,-0.2,-0.164042459088899,0.270589574801002,0.0531104356636271,0.0879314318640161,0.0587179487179487,0.0294871794871795,0.117274010490437,0.105117147745339,0.106763314712735,0.139432851728184,-0.148423267980539,-0.148423267980539,-0.148423267980539,-0.144443168478051,-0.171539539317025,0.05,0.0166666666666667,-0.0294871794871795,0.0166666666666667,-0.0587179487179487,-0.0886614515428075,0.223155136131001,0.0544689885633624,0.0544689885633624,0.228,0.30080942753901,0.272647058823529,0.4,0.3,0.2,0.196985523437136,0.266666666666667,0.232207356626861,0.0584184011740935,0.185925925925926,0.394444444444444,0.403535353535354,0.419930290244214,0.182477650063857,0.252482123212321,0.266980264476262,0.446696216576695
"Csn",-0.0641158125029093,-0.423702292732144,-0.0793650793650794,-0.121212121212121,-0.212666666666667,-0.106926406926407,-0.216666666666667,0.50634630377001,-0.0524226100696689,-0.365077059189759,-0.260438311688312,-0.258354978354978,-0.246666666666667,-0.047494523233022,0.583950493977316,0.417715120396601,0.384576946545405,0.360559479296496,0.318390804597701,0.414947976004259,0.403823502161805,0.279117560293367,0.182124058456372,-0.186017101242171,-0.186017101242171,-0.186017101242171,-0.183521899706663,-0.173069805183682,-0.2,-0.266666666666667,-0.318390804597701,-0.266666666666667,-0.360559479296496,-0.386781701518719,-0.194008427330615,0.0584284532671629,0.0584284532671629,0.246666666666667,0.362652046275365,0.0625970079476391,0.175,0.3,0.0571428571428571,0.0876956376956377,0.208333333333333,0.161708194905869,-0.042646943866781,0.0823953823953824,0.393181818181818,0.409599728629579,0.432055514689184,0.0641158125029093,0.174804606625259,0.177632370121403,0.387658085801476
"TGF",-0.247011494252874,-0.431111111111111,-0.22,-0.28,-0.284022556390977,-0.28,-0.289285714285714,-0.301860652936974,-0.0725146198830409,-0.256709956709957,-0.327485380116959,-0.33859649122807,-0.333333333333333,-0.1,-0.083590218375057,0.03831569664903,0.0199460916442048,0.0142857142857143,0.0142857142857143,0.0349267250458909,0.0363621317444555,0.0490243203804039,0.0516556264964086,0.0470238095238095,0.0470238095238095,0.0470238095238095,0.0523809523809524,-0.142424242424242,0,0,-0.0333333333333333,0,-0.0333333333333333,-0.0389937106918239,-0.0147575067593377,0.0725146198830409,0.0725146198830409,0.333333333333333,0.220826446280992,0.218333333333333,0.3,0.2,0.2,0.276551724137931,0.275,0.220889748549323,0.220716740304369,0.236666666666667,0.42,0.431111111111111,0.331111111111111,0.247011494252874,0.258181818181818,0.259794721407625,0.329642857142857
"DSH",-0.0557682933202427,-0.424596273291925,-0.0772727272727273,-0.107142857142857,-0.224899425287356,-0.0894957983193277,-0.22375,0.534188141111895,-0.065154605531533,-0.384715284715285,-0.264456566252232,-0.260697167755991,-0.24,-0.0339246119733925,0.600176460294507,0.439525963193905,0.406120693891592,0.379323308270677,0.332894736842105,0.439879593483423,0.427323938986539,0.297084021366827,0.183052174185109,-0.197708839026701,-0.197708839026701,-0.197708839026701,-0.196868502892247,-0.194768107908352,-0.2,-0.275,-0.332894736842105,-0.275,-0.379323308270677,-0.40780012946273,-0.264943139215987,0.0739177362194471,0.0739177362194471,0.245882352941176,0.38583850931677,0.062082662852375,0.18,0.2,0.05,0.0720132808368102,0.2175,0.167561949062509,-0.0835282890464149,0.0725108225108225,0.386666666666667,0.408405797101449,0.43470080290865,0.056381790252758,0.186373828060418,0.189770054475512,0.386494068966529
"GSK3",-0.0481127909278982,-0.43470080290865,-0.0725108225108225,-0.0894957983193277,-0.235155835543767,-0.0720132808368102,-0.224899425287356,0.447499289198417,-0.0666813230887849,-0.396494733336839,-0.269002020797686,-0.264456566252232,-0.245882352941176,-0.0260176352292064,0.611624153144102,0.465553360454179,0.425932014646309,0.406120693891592,0.379323308270677,0.447248014536054,0.439879593483423,0.302123809165235,0.180714340796897,-0.196868502892247,-0.196868502892247,-0.196868502892247,-0.199389511295608,-0.199340206384319,-0.275,-0.332894736842105,-0.379323308270677,-0.332894736842105,-0.40780012946273,-0.427323938986539,-0.281164019285013,0.0770380928316314,0.0770380928316314,0.260697167755991,0.393479705330059,0.0573451468472533,0.2175,0.18,0.0772727272727273,0.0670782159017453,0.22375,0.17067613591372,-0.0941852233529843,0.056381790252758,0.408405797101449,0.424596273291925,0.441623879831727,0.0557682933202427,0.189770054475512,0.196516681162169,0.388567434197789
"TWIST1",-0.177486470072205,-0.154583333333333,-0.2,-0.0962962962962963,-0.158791208791209,-0.0834757834757835,-0.158791208791209,-0.089381337830711,-0.0938920158432354,-0.15254817646122,-0.187901453829252,-0.190389016018307,-0.2,-0.0834770873672476,-0.0624107914251377,-0.0419506300151461,-0.00188939014202173,-0.00908939014202173,-0.026984126984127,0.0104618969636499,0.00729915975835955,0.0366122444273367,0.0959494694001567,-0.0203024339962986,-0.0203024339962986,-0.0203024339962986,-0.0203024339962986,-0.116446214582678,0.0666666666666667,0.0380952380952381,0.026984126984127,0.0380952380952381,0.00783519081391423,0.000204668725560814,0.283595189914653,0.0889301582284038,0.0889301582284038,0.195652173913043,0.126559457187955,0.0700780937851876,0.15,0.2,0.166666666666667,0.0749852174380476,0.173076923076923,0.197392438070404,0.0372225550931758,0.188,0.153333333333333,0.153333333333333,0.155722285497342,0.183890410958904,0.215497315497316,0.214507216487415,0.200093529875975
"RAS",0.0331977401129944,-0.145882352941176,0,-0.05,-0.102222222222222,-0.0131578947368421,-0.08,0.48312661498708,-0.0878571428571429,-0.0951949685534591,-0.0772239422084623,-0.0752631578947368,-0.02,-0.0632034632034632,0.50135924728948,0.308563899868248,0.290441176470588,0.252941176470588,0.2,0.335622611725105,0.318342158467315,0.207913970672665,0.139603519932347,-0.188717948717949,-0.188717948717949,-0.188717948717949,-0.288717948717949,-0.1172,0,-0.1,-0.2,-0.1,-0.252941176470588,-0.289111389236546,0.0512119831406459,0.0971354933726068,0.0971354933726068,0.07,0.227964601769912,-0.0494599018003273,0,-0.1,-0.1,0.0112711022840119,0.1,0.103162055335968,-0.13545042381234,-0.0333333333333333,0.1,0.14,0.154793244030285,-0.0213333333333333,0.0108225108225108,0.014904143475572,0.126666666666667
"Destcompl",0.125276737335553,-0.291166339494055,0.103448275862069,0.0658832745789268,-0.221785773434446,0.0756658832745789,-0.214403223098875,0.641992531654647,-0.139894960030596,-0.425702557262502,-0.237902484870735,-0.230729489090145,-0.204102564102564,0.053814672951826,0.615068869127485,0.581389662597801,0.539157361360961,0.518192611824783,0.48452924548815,0.562728785012938,0.553651783483106,0.416998346383614,0.0631855122541117,-0.184764965275866,-0.184764965275866,-0.184764965275866,-0.186491809859854,-0.223840607774573,-0.377777777777778,-0.442063492063492,-0.48452924548815,-0.442063492063492,-0.517862578821483,-0.539131235537901,-0.52942748776995,0.158780743873251,0.158780743873251,0.219254079254079,0.426506567259413,-0.0723974244395942,0.180952380952381,0.166666666666667,-0.1,-0.0846839193467232,0.202691511387164,0.201723746339131,-0.34233122685581,-0.112019704433498,0.259387755102041,0.278008444757213,0.300722989740361,-0.120827994588938,0.204523809523809,0.211658312447786,0.224114935110764
"miR200",-0.155790221977619,-0.223916824794434,-0.1475,-0.105615763546798,-0.158496240601504,-0.109064039408867,-0.158496240601504,0.00568538564436842,-0.172239475500345,-0.156734990057769,-0.128150896722325,-0.128831168831169,-0.114285714285714,-0.076969696969697,0.155770559208018,0.19072571796133,0.136536759015632,0.131042253521127,0.124,0.150148153754531,0.148481487087864,0.140618043703589,0.0275674239797419,0.122518178339074,0.122518178339074,0.122518178339074,0.123266308014884,-0.0469751888761502,-0.1,-0.12,-0.13304347826087,-0.12,-0.140085731781996,-0.145703709310086,-0.124922694716495,0.175779569892473,0.175779569892473,0.124285714285714,0.141698856698857,0.00391608391608392,0.16,0.1,0.16,0.106239180651805,0.144210526315789,0.20180790960452,0.128432797890194,0.154166666666667,0.2125,0.222303921568627,0.22682380153862,0.157964135021097,0.214006648873905,0.217454924735974,0.204444390298049
"ZEB2",-0.364200190053849,-0.357167594310451,-0.342857142857143,-0.323076923076923,-0.322525960539979,-0.32174358974359,-0.319722222222222,-0.309006398048235,-0.307313651929964,-0.273977455716586,-0.246454304526067,-0.244015280135823,-0.225,-0.205,-0.187429861684645,-0.160160330033543,-0.141819892645581,-0.139067599067599,-0.133939393939394,-0.131632080271813,-0.131502210141943,-0.110806296075959,-0.0602149462640058,0.0220562770562771,0.0220562770562771,0.0220562770562771,0.0252682684909666,0.0292083837187953,0.1,0.12,0.126666666666667,0.127272727272727,0.129298245614035,0.131150097465887,0.193906552181462,0.204999077415269,0.204999077415269,0.240789473684211,0.241118897390812,0.24982954273147,0.288888888888889,0.3,0.3,0.324475830180748,0.326388888888889,0.334932325738777,0.342652249920057,0.351428571428571,0.351948051948052,0.353766233766234,0.357167594310451,0.358745644599303,0.359040396223495,0.359650152321056,0.394184926184926
