"","ZEB2","TGF","FOXC2","NOTCH","FUS","cateninmemb","KLF4","SUFU","SMO","IKK","SNAI2","Ecadherin","HEY1","NFB","Csn","AXIN2","TWIST1","SNAI1","cMet","cateninnuc","RKIP","TCFLEF","Wnt","SRC","GLI","Frizzled","STAT","RAF","cfos","EGR1","GSK3","RAS","PI3K","DELTA","ERK","MEK","DSH","CD44","Destcompl","TrCP","LIV1","AKT","Patched","SHH","SMAD","ILK","miR200","Jagged","NOTCHic","Csl","SOSGRB2","PAK1","CDC42","TGFR","ZEB1"
"FOXC2",0.0134984520123839,0.00548115299334812,0.0733458806659049,-0.0859981255857545,0.0333333333333333,-0.243958912586961,-0.0037037037037037,0,0,0.0542857142857143,-0.0884985924622163,-0.297109006484211,0.0183498854087089,0.04,0.1,-0.102789916429171,0.0204488017429194,0.0174480626224338,0.000592795257637943,-0.00825138022143926,0.0162646876932591,-0.0138553652774791,0.000592795257637943,-0.0156862745098039,-0.0132003081906379,-0.0156862745098039,-0.0333333333333333,-0.0574358974358974,-0.0709090909090909,-0.08,-0.0336508149268688,0.0596417797888386,0.0574358974358974,0.0574358974358974,-0.0709090909090909,-0.0719400187441425,0.0333333333333333,0.0141898134380142,0.0266894032985869,-0.1,-0.0333333333333333,-0.0653968253968254,-0.0125,-0.0200268817204301,-0.00521739130434783,-0.00666666666666667,-0.00750915750915751,0.0167997819272182,0.0890909090909091,0.0890909090909091,-0.0754145225843339,-0.00909090909090909,-0.00509090909090909,-0.00109090909090909,-0.0134984520123839
"cateninmemb",0.013972385661673,0.00602364847255246,0.0776937067528614,-0.0863698727976504,0,0.090233263992147,-0.00117205813408345,0.0333333333333333,0.0125,0.0653968253968254,-0.0851873341840707,0.11013250095448,0.0176787444691116,0.0542857142857143,0.04,-0.104645586532264,0.0184003846107034,0.015232872749016,-0.0141898134380142,-0.0105856472615887,0.0136429648468172,-0.00825138022143926,-0.0132003081906379,0.000592795257637943,-0.0132003081906379,0.000592795257637943,-0.0156862745098039,-0.0596417797888386,-0.0709090909090909,-0.0709090909090909,-0.0303395566487231,0.0646697127497325,0.0596417797888386,0.0596417797888386,-0.0719400187441425,-0.0715478618813974,0.0156862745098039,0.0138553652774791,0.0251982569798544,-0.1,0.0333333333333333,-0.055007215007215,-0.0200268817204301,-0.0129402675472018,-0.00449099905253185,-0.00521739130434783,-0.00620561933411095,0.0170286148791633,0.0859981255857545,0.0890909090909091,-0.0688355752159129,-0.00509090909090909,-0.00109090909090909,-0.00548115299334812,-0.013972385661673
"IKK",0.0175488721804511,0.113256565656566,0.0844733044733045,0.212265512265512,0.12,0.187049719368155,0.021978021978022,0.1,0.12,-0.030952380952381,0.340582266392097,0.205726654386573,0.078328173374613,0.0857142857142857,0.1,0.129761904761905,0.00764705882352941,0.0235863726321742,0.0965811965811966,0.0987936633677891,0.0316939890710383,0.0983717224395191,0.0965811965811966,0.0888888888888889,0.101196581196581,0.0888888888888889,0.1,0.157955232909861,0.0642857142857143,0.05,0.107692307692308,-0.163589035726762,-0.157955232909861,-0.157955232909861,0.0442857142857143,0.0420634920634921,-0.1,-0.101196581196581,0.0148535739089161,0,-0.1,0.0336550836550837,-0.108888888888889,-0.112337164750958,-0.0898789878987899,-0.0888888888888889,-0.00846153846153846,-0.096426116838488,-0.213852813852814,-0.209090909090909,-0.0630252100840336,-0.1,-0.111111111111111,-0.115656565656566,-0.0175488721804511
"NFB",0.0179320139429032,0.113889477048971,0.0840748980988025,0.212910673555835,0.12,0.187577702472696,0.0200549450549451,0.12,0.108888888888889,-0.0336550836550837,0.340175762327057,0.206368708961212,0.078328173374613,-0.030952380952381,0.0857142857142857,0.129761904761905,0.00986928104575164,0.022764454823955,0.101196581196581,0.0993426829756322,0.030411937788987,0.0987936633677891,0.101196581196581,0.0965811965811966,0.0978257946797273,0.0965811965811966,0.0888888888888889,0.163589035726762,0.0442857142857143,0.0642857142857143,0.105731523378582,-0.163091523288951,-0.163589035726762,-0.163589035726762,0.0420634920634921,0.0427170868347339,-0.0888888888888889,-0.0983717224395191,0.0136907832112417,-0.1,-0.1,0.0314328614328614,-0.112337164750958,-0.114746803305175,-0.0924812183820612,-0.0898789878987899,-0.0093678828724146,-0.0949872679176247,-0.212265512265512,-0.213852813852814,-0.0682883679787704,-0.111111111111111,-0.115656565656566,-0.113256565656566,-0.0179320139429032
"RAF",0.0396547106647537,0.0390654205607477,0.0300471559092249,-0.0575757575757576,-0.0666666666666667,0.143197314962021,0.0416547106647537,-0.1,-0.0466666666666667,-0.0821428571428571,0.310545549921315,0.140401922004307,-0.0581107239643825,-0.0571428571428571,-0.1,0.100093764650727,0.0125965537730244,0.0134221906608764,0.0614035087719298,0.0641989321780403,-0.0126750700280112,0.0669979143663354,0.0666666666666667,0.0666666666666667,0.0743589743589744,0.0666666666666667,0.1,-0.0590909090909091,0.06,0.06,0.0211977935382191,0.0599456099456099,0.0590909090909091,0.0590909090909091,0.0703448275862069,0.0554512105649303,-0.1,-0.0690958164642375,-0.0297403281870239,0.1,0,0.0791125541125541,0.0506666666666667,0.0555846994535519,0.0677304829327605,0.0687205819426615,-0.012143208553915,0.06321044546851,0.0575757575757576,0.0666666666666667,0.0292698412698413,-0.0333333333333333,-0.04,-0.04,-0.0396547106647537
"MEK",0.0396547106647537,0.0390654205607477,0.0282453541074231,-0.0597655385976554,-0.0466666666666667,0.142709510083972,0.0416547106647537,-0.0666666666666667,-0.0506666666666667,-0.0791125541125541,0.309329004909149,0.139855473916875,-0.0599289057825643,-0.0821428571428571,-0.0571428571428571,0.100093764650727,0.0151606563371269,0.0153452675839533,0.0690958164642375,0.0662435418434678,-0.0100434910806428,0.0641989321780403,0.0743589743589744,0.0614035087719298,0.0722610722610723,0.0666666666666667,0.0666666666666667,-0.0599456099456099,0.0703448275862069,0.06,0.0184950908355164,0.0564535464535465,0.0599456099456099,0.0599456099456099,0.0554512105649303,-0.0445487894350697,-0.0666666666666667,-0.0669979143663354,-0.0291127131242624,0.1,-0.1,0.0779360835243188,0.0555846994535519,0.0523167255973428,0.0688374940028712,0.0677304829327605,-0.0124528060771348,0.0640301175996575,0.0575757575757576,0.0575757575757576,0.0314920634920635,-0.04,-0.04,-0.0390654205607477,-0.0396547106647537
"ERK",0.0407570728694781,0.040439046934374,0.0304675763296453,-0.0605965635284033,-0.0506666666666667,0.14344548064515,0.0408795168663041,-0.0466666666666667,-0.0555846994535519,-0.0779360835243188,0.30987003286226,0.139889802787455,-0.0616353904242025,-0.0791125541125541,-0.0821428571428571,0.0983051467645478,0.0169637076547413,0.0137248972135829,0.0669979143663354,0.0664518751768011,-0.0103220426126762,0.0662435418434678,0.0722610722610723,0.0690958164642375,0.0690029268976637,0.0743589743589744,0.0614035087719298,-0.0564535464535465,0.0554512105649303,0.0703448275862069,0.0176776521434183,0.058983799478849,0.0564535464535465,0.0564535464535465,-0.0445487894350697,-0.0464986501593037,-0.0666666666666667,-0.0641989321780403,-0.0305783275549276,0.0571428571428571,-0.0666666666666667,0.0770186523316583,0.0523167255973428,0.0537660009596616,0.0679256398995278,0.0688374940028712,-0.0131881001947819,0.0661385513345973,0.0597655385976554,0.0575757575757576,0.0305211897056557,-0.04,-0.0390654205607477,-0.0390654205607477,-0.0407570728694781
"AXIN2",0.146091955346047,0.130388879964693,0.159229193913035,-0.00739449976292082,-0.0769230769230769,-0.107913477558626,0.141654240291331,-0.1,-0.0816849816849817,-0.070048309178744,-0.107969296611905,-0.0475010565437269,0.020436692850486,-0.0685990338164251,-0.0555555555555556,0.313578117422444,0.101822049185132,0.119220815208873,-0.0850227211975408,-0.0874622533143168,0.115516266887235,-0.0890619074431538,-0.0850227211975408,-0.0936434108527132,-0.0862805828327609,-0.0936434108527132,-0.0866666666666667,0.0771489358859601,-0.00601626016260163,-0.0133333333333333,0.0996355004009466,-0.0795111406103696,-0.0771489358859601,-0.0771489358859601,-0.00508168072334929,-0.00646099106817688,0.0866666666666667,0.0866000082637868,-0.0959971452710627,0.0666666666666667,0.0666666666666667,0.0644927536231884,0.083470695970696,0.0798641385936468,-0.0199677938808374,-0.0199677938808374,-0.10756876479491,0.0817926198360981,0.00807017543859649,0.00807017543859649,-0.115033079745562,-0.12625,-0.129953703703704,-0.129068747951491,-0.146091955346047
"TWIST1",0.151468134801468,0.154238800303721,0.138604943443653,0.127211202494221,0.155555555555556,0.215718167910223,0.157817385866166,0.166666666666667,0.175555555555556,0.00293040293040293,0.351428105033564,0.310384593749,0.0623641894828336,0.00769230769230769,0,0.119635848022945,-0.0566295721187026,0.12543779339114,0.0832995609591354,0.0868909501525594,0.138288431766693,0.0886735838500867,0.0823141186299081,0.0896825396825397,0.0871141186299081,0.0896825396825397,0.0952380952380952,0.0924370417223042,0.0976811594202898,0.0933333333333333,0.0752970231311601,-0.0934644389825782,-0.0924370417223042,-0.0924370417223042,0.100312738367658,0.104790350307957,-0.0952380952380952,-0.088520444493272,-0.0720897909825358,0,-0.0666666666666667,0.00215434283230893,-0.174185692541857,-0.172707860029542,-0.0818339491606818,-0.0821639821639822,-0.115411731824058,-0.083131176784503,-0.126267806267806,-0.123703703703704,-0.039451192082771,-0.153333333333333,-0.153333333333333,-0.155833333333333,-0.151468134801468
"CD44",0.176190476190476,0.180833333333333,0.167083333333333,0.0406015037593985,-0.1,0.229029304029304,0.0761904761904762,-0.1,-0.15,-0.266666666666667,0.338288378288378,0.233160351753338,-0.117543859649123,-0.2,-0.2,0.16,0.0758241758241758,0.182456140350877,0.05,0.133935599284436,0.226296296296296,0.141627906976744,0.15,0,0.13,0.1,-0.1,0.228571428571429,-0.05,0,0.202380952380952,-0.22,-0.228571428571429,-0.228571428571429,-0.01,0.02,0,-0.13,0.0845465458910837,0.1,0.1,0.246666666666667,0.11,0.0918181818181818,0.0912698412698413,0.105555555555556,-0.125744400527009,0.0845687645687646,-0.0142857142857143,0,-0.0928571428571429,-0.133333333333333,-0.193333333333333,-0.180833333333333,-0.176190476190476
"SUFU",0.181381463179886,0.0183885522183395,0.0910407200082863,0.17962481962482,-0.0158333333333333,0.137134228164198,0.196486807805155,-0.0533333333333333,-0.0158333333333333,-0.097956043956044,0.209032043442928,0.0757240543605516,0.000276308290975657,-0.0825714285714286,-0.0785714285714286,0.208928578078429,-0.00635127288172605,0.0744684497968006,0.0745631067961165,0.0734611751767868,0.0628985202328354,0.0724893081691142,-0.0198717948717949,0.06,-0.0142955866933562,-0.0333333333333333,0.0933333333333333,0.12641550335518,-0.0632167832167832,-0.0723076923076923,0.0342821923143363,-0.134326895760244,-0.12641550335518,-0.12641550335518,-0.0689639096535648,-0.0719426330578202,0,-0.0798262646908533,-0.016589184039264,0.15,-0.1,0.0892312117412789,0.0309848484848485,0.0259655434655435,-0.0124143350255248,-0.0112596006144393,-0.0918548093507362,-0.104020505352103,-0.181212121212121,-0.185757575757576,0.0416206600417127,-0.0133333333333333,-0.0241441441441441,-0.020952654782442,-0.181381463179886
"ILK",0.181975104273171,0.0152080344332855,0.0119094076655052,0.110856079404467,0.05,0.0422389828676656,0.186622807017544,0,0.05,-0.184313725490196,0.024394302074533,0.0385012791590111,0.0164732788484176,-0.166666666666667,-0.166666666666667,0.105142857142857,-0.0692733258663408,0.0411151368760064,0.057487922705314,0.0602862578083844,0.036344537815126,0.0617295567774566,0.057487922705314,0.0444444444444444,0.0713340765514679,0.0444444444444444,0.1,0.0369177489177489,0.0333333333333333,0.0333333333333333,0.0306277056277056,-0.0492465160410366,-0.0369177489177489,-0.0369177489177489,0.0274509803921569,0.0159755705560913,-0.1,-0.0713340765514679,-0.00706551410373066,0.2,-0.1,0.171493212669683,-0.0269230769230769,-0.0297008547008547,-0.0278101640656262,-0.0254101640656262,-0.0811002134772627,-0.0390350877192982,-0.117307692307692,-0.125,-0.0123076923076923,0,-0.0176470588235294,-0.0176470588235294,-0.181975104273171
"AKT",0.18334496728687,0.0167186084514124,0.010405648267009,0.112075591599588,0.05,0.041729298871743,0.184058704453441,0.05,0.0269230769230769,-0.171493212669683,0.0218817392604626,0.0366830973408293,0.0172251585476657,-0.184313725490196,-0.166666666666667,0.101893759669933,-0.06223968672261,0.0398620040439262,0.0713340765514679,0.0641324116545382,0.0394501278772379,0.0602862578083844,0.0713340765514679,0.057487922705314,0.0618368698475572,0.057487922705314,0.0444444444444444,0.0492465160410366,0.0274509803921569,0.0333333333333333,0.0237728669180282,-0.0490055521856149,-0.0492465160410366,-0.0492465160410366,0.0159755705560913,0.0185072161257115,-0.0444444444444444,-0.0617295567774566,-0.00929876472407806,0.166666666666667,-0.1,0.0664427076191782,-0.0297008547008547,-0.0360166441745389,-0.0281468644023266,-0.0278101640656262,-0.082704491552129,-0.0343993261298943,-0.110856079404467,-0.117307692307692,-0.0100854700854701,-0.0176470588235294,-0.0176470588235294,-0.0152080344332855,-0.18334496728687
"FUS",0.183796922117084,0.020952654782442,0.0977404718693285,0.181212121212121,-0.0533333333333333,0.1402720180687,0.197085610200364,0.0666666666666667,-0.0158333333333333,-0.0825714285714286,0.21186658530186,0.0754150945253302,0.00148112756808409,-0.0785714285714286,-0.15,0.204478929366486,-0.00449560277863327,0.0708909370199693,0.06,0.0724893081691142,0.061674030436917,0.0798262646908533,-0.0333333333333333,0.0933333333333333,-0.0198717948717949,0,0.1,0.129472271914132,-0.0723076923076923,-0.08,0.0358246087667785,-0.12641550335518,-0.129472271914132,-0.129472271914132,-0.0632167832167832,-0.0689639096535648,0,-0.0745631067961165,-0.0201511191801465,0.1,0,0.097956043956044,0.0158333333333333,0.0309848484848485,-0.0112596006144393,-0.0119047619047619,-0.0918548093507362,-0.100932619366354,-0.185757575757576,-0.175757575757576,0.0535087719298246,-0.0133333333333333,-0.0133333333333333,-0.0241441441441441,-0.183796922117084
"SMO",0.186864406779661,0.0241441441441441,0.0937931034482759,0.185757575757576,0.0666666666666667,0.139340919372238,0.188888888888889,0.1,-0.0533333333333333,-0.0785714285714286,0.205582922824302,0.0743192041143712,0.00293040293040293,-0.15,-0.1,0.201373339304374,0.00964052287581699,0.0708909370199693,0.0933333333333333,0.0798262646908533,0.070952380952381,0.0745631067961165,0,0.1,-0.0333333333333333,0,0,0.148076923076923,-0.08,-0.1,0.0241189231480494,-0.129472271914132,-0.148076923076923,-0.148076923076923,-0.0723076923076923,-0.0632167832167832,0.1,-0.06,-0.022632871004964,0,-0.1,0.0825714285714286,0.0158333333333333,0.0158333333333333,-0.0119047619047619,-0.0166666666666667,-0.0968053044002411,-0.0937037037037037,-0.175757575757576,-0.166666666666667,0.0535087719298246,-0.0333333333333333,-0.0133333333333333,-0.0133333333333333,-0.186864406779661
"GSK3",0.187976267184844,0.121230233181453,0.110592540874059,0.139851912793089,0.0352813852813853,0.0676373784731367,0.188868115244319,0.0590909090909091,0.0385071917329982,-0.0832183908045977,0.136274564839828,0.0695723979613596,0.0221050008628909,-0.0866666666666667,-0.0991666666666667,0.110735068127368,0.039197091755219,0.0553076700852232,0.0701414131354877,0.0718145770113394,0.0488097867045235,0.0731961559587078,0.0702712664012974,0.0800751879699248,0.0688561720616747,0.0800751879699248,0.0657894736842105,0.119995934929749,0.0363398692810458,0.0474509803921569,0.0208130981744611,-0.116004338291094,-0.119995934929749,-0.119995934929749,0.0355879895817976,0.0384288986727067,-0.0657894736842105,-0.0691890321831068,0.000128339967084391,0.0866666666666667,-0.05,0.0900559976422045,-0.0440286641256362,-0.0406793818289855,-0.0364881184740126,-0.0357384932866063,-0.0869682311924899,-0.0431426687869841,-0.139072692013868,-0.136974789915966,-0.0355595661664862,-0.12,-0.119047619047619,-0.121486643437863,-0.187976267184844
"DSH",0.188124855594948,0.121486643437863,0.108519175642799,0.139072692013868,0.0590909090909091,0.0663111185261871,0.188104756465693,0.05,0.0352813852813853,-0.0866666666666667,0.134376376746644,0.069737034115459,0.0217589801016453,-0.0991666666666667,-0.0866666666666667,0.112409345144111,0.039837296620776,0.056304347826087,0.0800751879699248,0.0731961559587078,0.0520679320679321,0.0691890321831068,0.0800751879699248,0.0657894736842105,0.0702712664012974,0.0657894736842105,0.05,0.120836271064203,0.0474509803921569,0.0533333333333333,0.119149204663646,-0.119995934929749,-0.120836271064203,-0.120836271064203,0.0363398692810458,0.0355879895817976,-0.05,-0.0701414131354877,0.00157251044964867,0.0666666666666667,-0.1,0.0832183908045977,-0.0385071917329982,-0.0440286641256362,-0.0357384932866063,-0.0353611347960403,-0.0877888642522789,-0.0435806249913637,-0.136974789915966,-0.142857142857143,-0.0369549150036955,-0.12,-0.12,-0.119047619047619,-0.188124855594948
"Jagged",0.224154589371981,0.223111111111111,0.215714285714286,-0.0257142857142857,0,0.10258642765685,0.211111111111111,0,0.0333333333333333,0.0333333333333333,0.180517848164907,0.078140350877193,0.166666666666667,0,0,0.0657142857142857,0.12,0.141666666666667,0.04,0.0425641025641026,0.123076923076923,0.0502564102564103,0.04,0.1,0.0169230769230769,0.1,0,0.1,0,-0.1,-0.0118773946360153,-0.0636363636363636,-0.1,-0.1,0.06,0.0933333333333333,0,-0.0169230769230769,-0.0567876447876448,0,0,-0.0222222222222222,-0.0833333333333333,-0.0602564102564102,-0.0619047619047619,-0.0666666666666667,-0.115757575757576,-0.0366233766233766,0.04,0.1,-0.14,-0.2,-0.2,-0.211111111111111,-0.224154589371981
"DELTA",0.224154589371981,0.223111111111111,0.215714285714286,-0.0257142857142857,0,0.10258642765685,0.211111111111111,0,0.0333333333333333,0.0333333333333333,0.180517848164907,0.078140350877193,0.166666666666667,0,0,0.0657142857142857,0.12,0.141666666666667,0.04,0.0425641025641026,0.123076923076923,0.0502564102564103,0.04,0.1,0.0169230769230769,0.1,0,0.1,0,-0.1,-0.0118773946360153,-0.0636363636363636,-0.1,-0.1,0.06,0.0933333333333333,0,-0.0169230769230769,-0.0567876447876448,0,0,-0.0222222222222222,-0.0833333333333333,-0.0602564102564102,-0.0619047619047619,-0.0666666666666667,-0.115757575757576,-0.0366233766233766,0.04,0.1,-0.14,-0.2,-0.2,-0.211111111111111,-0.224154589371981
"NOTCHic",0.226376811594203,0.225021939136589,0.215385121790652,0.067239873878244,0.0833333333333333,0.0985487483135837,0.227726017943409,0.0333333333333333,0.0602564102564102,0.0222222222222222,0.182931140357758,0.0807943547303768,0.154626532887402,0.0222222222222222,0.0333333333333333,0.078921832884097,0.106142202323846,0.149888074888075,0.0502564102564103,0.0418848690386313,0.13638435386857,0.0356253270538985,0.0502564102564103,0.0169230769230769,0.0427295285359802,0.0169230769230769,0.04,0.0766798418972332,0.0933333333333333,0.06,-0.00443937810708971,-0.0830837827839327,-0.0766798418972332,-0.0766798418972332,0.0719047619047619,0.0604761904761905,-0.04,-0.0425641025641026,-0.0446381120773644,0,-0.1,-0.0385012919896641,-0.0484917043740573,-0.058169123728896,-0.0592908530318602,-0.0585714285714286,-0.115790606310838,-0.0491816302412329,-0.0646082949308756,0.0257142857142857,-0.154354066985646,-0.211111111111111,-0.223111111111111,-0.223111111111111,-0.226376811594203
"Csl",0.228034270157739,0.22660924072389,0.219408110296399,0.067239873878244,0.0602564102564102,0.100995231494012,0.227726017943409,0.0833333333333333,0.0484917043740573,0.0385012919896641,0.185242848038593,0.0800966803117722,0.153972938116161,0.0222222222222222,0.0222222222222222,0.0745516529355109,0.109979674107142,0.14633076263511,0.0425641025641026,0.0418276935097577,0.134080206403132,0.0418848690386313,0.0427295285359802,0.0502564102564103,0.0354714640198511,0.0502564102564103,0.0169230769230769,0.0830837827839327,0.0719047619047619,0.0933333333333333,-0.00576485675215598,-0.0764661357251092,-0.0830837827839327,-0.0830837827839327,0.0604761904761905,0.0637370600414079,-0.0169230769230769,-0.0356253270538985,-0.0487209883723065,-0.0333333333333333,-0.04,-0.0299741602067183,-0.058169123728896,-0.0555829168323443,-0.0609575196985269,-0.0592908530318602,-0.116008471234585,-0.0450149635745662,-0.067239873878244,-0.0646082949308756,-0.150289026335239,-0.223111111111111,-0.223111111111111,-0.225021939136589,-0.228034270157739
"SNAI1",0.228990176132563,0.23213219605904,0.234852618607414,0.0605128205128205,0.0498463901689708,0.0672946164885262,0.229708351876576,0.0595238095238095,0.0560192296751437,0.0364522417153996,0.185811256051977,0.0479712264236917,0.0578032412365246,0.043859649122807,0.0333333333333333,0.0680108570674609,0.118917191504148,0.0534794261531366,0.0455700254710156,0.048414056905651,0.135521990357747,0.05001446991546,0.0452969143726525,0.0505205205205205,0.0491360368589413,0.0506627680311891,0.0559259259259259,0.082031940640262,0.0463964627855564,0.0582608695652174,-0.0260664780763791,-0.0828529587026594,-0.082031940640262,-0.082031940640262,0.0503964627855564,0.0530870457451976,-0.0559259259259259,-0.05001446991546,-0.0556693817878028,-0.0333333333333333,-0.03,-0.0343689083820663,-0.0550192296751437,-0.0540483558887359,-0.0628564563679431,-0.0617494452978324,-0.115742695646069,-0.0477768129235334,-0.0605128205128205,-0.0605128205128205,-0.165026672478569,-0.230532212885154,-0.232047364400306,-0.233140260575169,-0.228990176132563
"cfos",0.229132556977593,0.232047364400306,0.231966933114709,0.0605128205128205,0.0761904761904762,0.06588806104052,0.229396825396825,0.0333333333333333,0.0595238095238095,0.0333333333333333,0.183231901918033,0.0477272475810069,0.0554222888555722,0.0333333333333333,0.0333333333333333,0.0695238095238095,0.119584415584416,0.154025974025974,0.0559259259259259,0.05001446991546,0.141631701631702,0.0455700254710156,0.0559259259259259,0.03,0.0506627680311891,0.03,0.05,0.0816993464052288,0.08,0.16,-0.0278138528138528,-0.0865773951857166,-0.0816993464052288,-0.0816993464052288,0.0582608695652174,0.0463964627855564,-0.05,-0.0505205205205205,-0.0538680033416875,0,-0.1,-0.043859649122807,-0.0498463901689708,-0.0560192296751437,-0.0598139614268647,-0.0582010582010582,-0.11660724896019,-0.0467013888888889,-0.058974358974359,-0.0666666666666667,-0.161111111111111,-0.214285714285714,-0.228571428571429,-0.230532212885154,-0.229132556977593
"TrCP",0.230097187202674,0.233140260575169,0.234725553804364,0.0605128205128205,0.0595238095238095,0.0675364126888716,0.229396825396825,0.0761904761904762,0.0498463901689708,0.043859649122807,0.185040220182048,0.047242818515263,0.0554222888555722,0.0333333333333333,0.0333333333333333,0.0663791554357592,0.122301806888763,0.151878002665592,0.0505205205205205,0.05001446991546,0.138869270692475,0.05001446991546,0.0506627680311891,0.0559259259259259,0.0452969143726525,0.0559259259259259,0.03,0.0865773951857166,0.0582608695652174,0.08,-0.0289047619047619,-0.082031940640262,-0.0865773951857166,-0.0865773951857166,0.0463964627855564,0.0503964627855564,-0.03,-0.0455700254710156,-0.05687552213868,-0.0333333333333333,-0.05,-0.0364522417153996,-0.0560192296751437,-0.0550192296751437,-0.0617494452978324,-0.0598139614268647,-0.11660724896019,-0.0442474011588275,-0.0605128205128205,-0.058974358974359,-0.16012101210121,-0.228571428571429,-0.230532212885154,-0.232047364400306,-0.230097187202674
"LIV1",0.230097187202674,0.233140260575169,0.234725553804364,0.0605128205128205,0.0595238095238095,0.0675364126888716,0.229396825396825,0.0761904761904762,0.0498463901689708,0.043859649122807,0.185040220182048,0.047242818515263,0.0554222888555722,0.0333333333333333,0.0333333333333333,0.0663791554357592,0.122301806888763,0.151878002665592,0.0505205205205205,0.05001446991546,0.138869270692475,0.05001446991546,0.0506627680311891,0.0559259259259259,0.0452969143726525,0.0559259259259259,0.03,0.0865773951857166,0.0582608695652174,0.08,-0.0289047619047619,-0.082031940640262,-0.0865773951857166,-0.0865773951857166,0.0463964627855564,0.0503964627855564,-0.03,-0.0455700254710156,-0.05687552213868,-0.0333333333333333,-0.05,-0.0364522417153996,-0.0560192296751437,-0.0550192296751437,-0.0617494452978324,-0.0598139614268647,-0.11660724896019,-0.0442474011588275,-0.0605128205128205,-0.058974358974359,-0.16012101210121,-0.228571428571429,-0.230532212885154,-0.232047364400306,-0.230097187202674
"EGR1",0.230097187202674,0.233140260575169,0.234725553804364,0.0605128205128205,0.0595238095238095,0.0675364126888716,0.229396825396825,0.0761904761904762,0.0498463901689708,0.043859649122807,0.185040220182048,0.047242818515263,0.0554222888555722,0.0333333333333333,0.0333333333333333,0.0663791554357592,0.122301806888763,0.151878002665592,0.0505205205205205,0.05001446991546,0.138869270692475,0.05001446991546,0.0506627680311891,0.0559259259259259,0.0452969143726525,0.0559259259259259,0.03,0.0865773951857166,0.0582608695652174,0.08,-0.0289047619047619,-0.082031940640262,-0.0865773951857166,-0.0865773951857166,0.0463964627855564,0.0503964627855564,-0.03,-0.0455700254710156,-0.05687552213868,-0.0333333333333333,-0.05,-0.0364522417153996,-0.0560192296751437,-0.0550192296751437,-0.0617494452978324,-0.0598139614268647,-0.11660724896019,-0.0442474011588275,-0.0605128205128205,-0.058974358974359,-0.16012101210121,-0.228571428571429,-0.230532212885154,-0.232047364400306,-0.230097187202674
"TGF",0.239817395927236,0.299444444444444,0.302981366459627,0.210114942528736,0.0866666666666667,0.123559690561201,0.236181032290872,0.0666666666666667,0.12,-0.0226190476190476,0.221591362558711,0.109729484531243,0.0918117343649259,-0.00833333333333333,-0.0333333333333333,0.0918871252204586,0.202592592592593,0.219672600127146,0.0466666666666667,0.0595808130962054,0.196969696969697,0.0662793776895068,0.0371428571428571,0.0666666666666667,0.0541239892183288,0.0571428571428571,0.1,0.164880952380952,0.114285714285714,0.1,0.110287950796757,-0.166666666666667,-0.164880952380952,-0.164880952380952,0.161654135338346,0.150543024227235,-0.1,-0.0636477987421384,-0.0152275661946936,0,0,0.0173558897243108,-0.123448275862069,-0.114073275862069,-0.12030303030303,-0.12030303030303,-0.13677189668569,-0.11674030436917,-0.206666666666667,-0.186666666666667,-0.205263157894737,-0.38,-0.391111111111111,-0.395873015873016,-0.239817395927236
