"","SOSGRB2","ZEB2","TrCP","LIV1","Frizzled","DSH","RAF","DELTA","cMet","STAT","Csl","Csn","NOTCH","FOXC2","NOTCHic","TGFR","TGF","Jagged","SHH","PAK1","SMAD","AKT","HEY1","ILK","miR200","TWIST1","NFB","IKK","RKIP","KLF4","SNAI1","SNAI2","SMO","FUS","Patched","cfos","EGR1","cateninmemb","ERK","CDC42","MEK","Ecadherin","SUFU","SRC","PI3K","cateninnuc","TCFLEF","CD44","RAS","Wnt","GLI","ZEB1","AXIN2","Destcompl","GSK3"
"cfos",-0.1125,-0.045720435066682,-0.1,0.1,0.19,0.15,0.221459694989107,0.221459694989107,0.208518518518518,0.15,-0.0833333333333333,-0.2,0.00743589743589744,-0.0931638997062239,-0.0217948717948718,-0.114285714285714,-0.126406926406926,-0.0134375,-0.12984297661717,-0.0571428571428571,-0.0617340843147295,-0.160526315789474,-0.0513243378310845,-0.0391534391534392,0.0328367710720652,-0.109896103896104,-0.175,-0.15,-0.042983682983683,-0.0557460317460317,-0.0421283357992219,-0.359326318450406,0.107142857142857,0.157142857142857,0.103917050691244,0.16,0.28,-0.0921336020585197,0.181739130434783,0.080952380952381,0.196993367722918,-0.222888268586078,0.2,-0.19,-0.221459694989107,-0.224198852317664,-0.217161815280627,-0.211221221221221,-0.225118231574473,-0.208518518518518,-0.213781676413255,0.045720435066682,-0.247307060755337,-0.231473289031708,-0.130143398268398
"TrCP",-0.129331683168317,-0.0338233289573573,-0.2,0.15,0.208518518518518,0.19,0.225118231574473,0.225118231574473,0.211221221221221,0.19,-0.0217948717948718,-0.175,0.00523809523809524,-0.0876466583269136,0.00743589743589744,-0.126406926406926,-0.123128237882336,-0.0183454754601227,-0.14584297661717,-0.080952380952381,-0.0591534391534392,-0.184600389863548,-0.0660302201840257,-0.0617340843147295,0.0323291568588672,-0.108809147374365,-0.15,-0.160526315789474,-0.055690865304125,-0.0491886546968514,-0.0523908656321574,-0.367102086985668,0.103917050691244,0.107142857142857,0.12984297661717,0.181739130434783,0.16,-0.0932325031574208,0.196993367722918,0.114285714285714,0.206326701056252,-0.226279272046286,0.157142857142857,-0.208518518518518,-0.225118231574473,-0.22999195576594,-0.224198852317664,-0.217161815280627,-0.229209140665382,-0.213781676413255,-0.221098749583987,0.0338233289573573,-0.255483161384267,-0.236134943167046,-0.134143398268398
"PAK1",-0.129331683168317,-0.0338233289573573,-0.2,0.15,0.208518518518518,0.19,0.225118231574473,0.225118231574473,0.211221221221221,0.19,-0.0217948717948718,-0.175,0.00523809523809524,-0.0876466583269136,0.00743589743589744,-0.126406926406926,-0.123128237882336,-0.0183454754601227,-0.14584297661717,-0.080952380952381,-0.0591534391534392,-0.184600389863548,-0.0660302201840257,-0.0617340843147295,0.0323291568588672,-0.108809147374365,-0.15,-0.160526315789474,-0.055690865304125,-0.0491886546968514,-0.0523908656321574,-0.367102086985668,0.103917050691244,0.107142857142857,0.12984297661717,0.181739130434783,0.16,-0.0932325031574208,0.196993367722918,0.114285714285714,0.206326701056252,-0.226279272046286,0.157142857142857,-0.208518518518518,-0.225118231574473,-0.22999195576594,-0.224198852317664,-0.217161815280627,-0.229209140665382,-0.213781676413255,-0.221098749583987,0.0338233289573573,-0.255483161384267,-0.236134943167046,-0.134143398268398
"EGR1",-0.129331683168317,-0.0338233289573573,-0.2,0.15,0.208518518518518,0.19,0.225118231574473,0.225118231574473,0.211221221221221,0.19,-0.0217948717948718,-0.175,0.00523809523809524,-0.0876466583269136,0.00743589743589744,-0.126406926406926,-0.123128237882336,-0.0183454754601227,-0.14584297661717,-0.080952380952381,-0.0591534391534392,-0.184600389863548,-0.0660302201840257,-0.0617340843147295,0.0323291568588672,-0.108809147374365,-0.15,-0.160526315789474,-0.055690865304125,-0.0491886546968514,-0.0523908656321574,-0.367102086985668,0.103917050691244,0.107142857142857,0.12984297661717,0.181739130434783,0.16,-0.0932325031574208,0.196993367722918,0.114285714285714,0.206326701056252,-0.226279272046286,0.157142857142857,-0.208518518518518,-0.225118231574473,-0.22999195576594,-0.224198852317664,-0.217161815280627,-0.229209140665382,-0.213781676413255,-0.221098749583987,0.0338233289573573,-0.255483161384267,-0.236134943167046,-0.134143398268398
"SNAI1",-0.138010928451336,-0.028780278526853,-0.175,0.19,0.213781676413255,0.208518518518518,0.229209140665382,0.229209140665382,0.217161815280627,0.208518518518518,0.00743589743589744,-0.15,0.00319727891156463,-0.0816746125835845,0.00523809523809524,-0.123128237882336,-0.119902431430723,-0.0129337107542404,-0.147202199918141,-0.114285714285714,-0.0509123567426151,-0.196405945419103,-0.0588873630411685,-0.0591534391534392,0.029351250999117,-0.108706583271801,-0.160526315789474,-0.184600389863548,-0.0665695263919911,-0.0389082808650757,-0.154704032891944,-0.372968664256872,0.12984297661717,0.103917050691244,0.14584297661717,0.196993367722918,0.181739130434783,-0.0920235221556937,0.206326701056252,0.126406926406926,0.206326701056252,-0.227423913045245,0.107142857142857,-0.211221221221221,-0.229209140665382,-0.233244408011681,-0.22999195576594,-0.224198852317664,-0.235120470714643,-0.221098749583987,-0.227497287061135,0.028780278526853,-0.262942368843475,-0.240027487026695,-0.139225906519223
"miR200",-0.101344294003868,0.00404121863799283,0,0.1,0.14,0.12,0.151335629544585,0.151335629544585,0.160293937538273,0.12,0.00748768472906404,-0.1,0.0698878405833403,-0.125000906952126,0.0557635467980296,-0.154403858317521,-0.161380602503567,0.0494210181411332,-0.054784901852871,-0.129166666666667,-0.0247859914811395,-0.0584423322457086,-0.00991525423728813,-0.0131872453996348,-0.0124539200987741,-0.17050438314242,-0.0842105263157895,-0.052781954887218,-0.0203407688030684,-0.00146652864044169,-0.0112463462463462,-0.249971596553458,0.0408333333333333,0.0875,0.0395675105485232,0.0757142857142857,0.0857142857142857,-0.0304959280413224,0.0802597402597403,0.135049019607843,0.0918243661100804,-0.0976266118784439,0.1,-0.150434782608696,-0.151335629544585,-0.170711840484266,-0.166772446544872,-0.164788319560745,-0.153580018572016,-0.149859154929577,-0.156452561522984,-0.00404121863799283,-0.208847814479885,-0.175802599501726,-0.0511305348384922
"Jagged",0.18,0.0280193236714976,0,0,0,0,-0.0533333333333333,-0.0533333333333333,-0.02,0,0.2,0,0.217142857142857,0.0385714285714286,0.26,0.0444444444444444,0.0564444444444444,0.0621645021645022,0.0961538461538462,0.2,0.00952380952380954,0.166666666666667,0.133333333333333,0.0333333333333333,-0.00121212121212122,0.053,0.1,0.2,0.0769230769230769,-0.0111111111111111,0.0416666666666667,0.190874811463047,-0.2,-0.1,-0.15,-0.2,-0.1,0.0120888970184745,-0.18,-0.1,-0.146666666666667,0.0628070175438596,0,0,0.0533333333333333,0.0488711288711289,0.0521678321678322,0.0430769230769231,0.0806060606060606,0.02,0.0430769230769231,-0.0280193236714976,0.0342857142857143,0.0370965250965251,0.0172413793103448
"DELTA",0.18,0.0280193236714976,0,0,0,0,-0.0533333333333333,-0.0533333333333333,-0.02,0,0.2,0,0.217142857142857,0.0385714285714286,0.26,0.0444444444444444,0.0564444444444444,0.0621645021645022,0.0961538461538462,0.2,0.00952380952380954,0.166666666666667,0.133333333333333,0.0333333333333333,-0.00121212121212122,0.053,0.1,0.2,0.0769230769230769,-0.0111111111111111,0.0416666666666667,0.190874811463047,-0.2,-0.1,-0.15,-0.2,-0.1,0.0120888970184745,-0.18,-0.1,-0.146666666666667,0.0628070175438596,0,0,0.0533333333333333,0.0488711288711289,0.0521678321678322,0.0430769230769231,0.0806060606060606,0.02,0.0430769230769231,-0.0280193236714976,0.0342857142857143,0.0370965250965251,0.0172413793103448
"LIV1",0.129331683168317,0.0338233289573573,0.2,-0.15,-0.208518518518518,-0.19,-0.225118231574473,-0.225118231574473,-0.211221221221221,-0.19,0.0217948717948718,0.175,-0.00523809523809524,0.0876466583269136,-0.00743589743589744,0.126406926406926,0.123128237882336,0.0183454754601227,0.14584297661717,0.080952380952381,0.0591534391534392,0.184600389863548,0.0660302201840257,0.0617340843147295,-0.0323291568588672,0.108809147374365,0.15,0.160526315789474,0.055690865304125,0.0491886546968514,0.0523908656321574,0.367102086985668,-0.103917050691244,-0.107142857142857,-0.12984297661717,-0.181739130434783,-0.16,0.0932325031574208,-0.196993367722918,-0.114285714285714,-0.206326701056252,0.226279272046286,-0.157142857142857,0.208518518518518,0.225118231574473,0.22999195576594,0.224198852317664,0.217161815280627,0.229209140665382,0.213781676413255,0.221098749583987,-0.0338233289573573,0.255483161384267,0.236134943167046,0.134143398268398
"Csl",0.15243357840277,0.0367690678908551,0.2,-0.02,-0.0521678321678322,-0.0430769230769231,-0.0882879339551004,-0.0882879339551004,-0.0488711288711289,-0.0430769230769231,0.0752073732718894,0.166666666666667,0.061331775185765,0.0713311843090963,0.0567863206403105,0.0918050361847362,0.0888571903797475,0.0658996321620494,0.120620028622384,0.0564444444444444,0.0531648966541053,0.151937984496124,0.161476380964872,0.0537204522096609,-0.0286840425432741,0.0626553405218704,0.133333333333333,0.135658914728682,0.0498384333553301,0.0451621808143547,0.0465138323833976,0.2014018632229,-0.0902714932126697,-0.0961538461538462,-0.108551063105143,-0.160952380952381,-0.146666666666667,0.0172669617582528,-0.16952380952381,-0.0822508960573477,-0.176045548654244,0.0749397904001671,-0.15,0.0521678321678322,0.0882879339551004,0.0550960074677694,0.0521800554952136,0.049279292136435,0.0875526398374533,0.0510925633506279,0.0527054665764343,-0.0367690678908551,0.0515563862770052,0.0421799709097117,0.0239122857235193
"GLI",0.328790560471976,0.0414185014507595,0.2,-0.15,-0.303225806451613,-0.3,-0.231195708140249,-0.231195708140249,-0.190786782061369,-0.19,0.000636604774535809,0.166666666666667,-0.0142443476064166,0.105528035775714,-0.0218633952254642,0.23362285838213,0.230093446617424,0.0271547407584263,0.235543223137208,0.185,0.0636709176856541,0.150615377730039,0.0666195057536314,0.0609682149829514,-0.0477405051089262,0.0910100020711226,0.129824561403509,0.131865377730039,0.0051848317190919,0.0561407121407121,-0.00858361039555275,0.34072696044758,-0.196616541353383,-0.207142857142857,-0.21702470461869,-0.282380952380952,-0.265714285714286,0.0943784117721155,-0.299264069264069,-0.222931034482759,-0.307551362081749,0.204125932184698,-0.257142857142857,0.193225806451613,0.231195708140249,0.203050758886737,0.198567794152726,0.193372988957921,0.230997688338269,0.304402277039848,0.208232064273891,-0.0414185014507595,0.232078804347826,0.17741755208977,-0.0220231798073663
"NOTCHic",0.138612440191388,0.0450563607085346,0.1,0,-0.0430769230769231,-0.02,-0.0907509881422925,-0.0907509881422925,-0.0521678321678322,-0.02,0.217142857142857,0.2,0.0567863206403105,0.0747794601711652,0.0752073732718894,0.0822508960573477,0.0918050361847362,0.0586079654953827,0.108551063105143,0.0444444444444444,0.0537204522096609,0.135658914728682,0.14644370122631,0.0328571428571429,-0.0293376373145159,0.064235475962051,0.166666666666667,0.133333333333333,0.0429259909590167,0.049447895100069,0.0397944647944648,0.198642728249,-0.0961538461538462,-0.15,-0.0902714932126697,-0.146666666666667,-0.18,0.0158908149692619,-0.160952380952381,-0.0564444444444444,-0.16952380952381,0.0733118834234229,-0.2,0.0430769230769231,0.0907509881422925,0.0521800554952136,0.049279292136435,0.0488711288711289,0.0882879339551004,0.0521678321678322,0.0510925633506279,-0.0450563607085346,0.0502710392333034,0.0409002634142821,0.0240595611285266
"CDC42",0.1125,0.045720435066682,0.1,-0.1,-0.19,-0.15,-0.221459694989107,-0.221459694989107,-0.208518518518518,-0.15,0.0833333333333333,0.2,-0.00743589743589744,0.0931638997062239,0.0217948717948718,0.114285714285714,0.126406926406926,0.0134375,0.12984297661717,-0.0428571428571429,0.0617340843147295,0.160526315789474,0.0513243378310845,0.0391534391534392,-0.0328367710720652,0.109896103896104,0.175,0.15,0.042983682983683,0.0557460317460317,0.0421283357992219,0.359326318450406,-0.107142857142857,-0.157142857142857,-0.103917050691244,-0.16,-0.18,0.0921336020585197,-0.181739130434783,-0.080952380952381,-0.196993367722918,0.222888268586078,-0.2,0.19,0.221459694989107,0.224198852317664,0.217161815280627,0.211221221221221,0.225118231574473,0.208518518518518,0.213781676413255,-0.045720435066682,0.247307060755337,0.231473289031708,0.130143398268398
"STAT",0.223809523809524,0.0488076026537565,0.1,0.2,0.0732142857142857,0.0857142857142857,0.0746329611248966,0.0746329611248966,0.0732142857142857,0.0857142857142857,0.137254901960784,0.15,0.0949038130077536,0.0889802317655078,0.107525172231055,0.0880980861244019,0.0953444629359961,0.0839911345658733,0.0567496741441998,0.0545454545454545,0.0515853184518852,0.0749717514124294,0.048,0.0320450885668277,-0.0321246595414828,-0.036518320926117,0.11,0.0766666666666667,-0.0053957528957529,-0.0551693404634581,-0.00899662121181787,0.00783132806774799,-0.0533333333333333,-0.1,-0.0417054263565892,-0.146666666666667,-0.166666666666667,0.000476057160986908,-0.152549019607843,-0.0670454545454545,-0.160075901328273,0.0220380963296796,-0.15,-0.0732142857142857,-0.0746329611248966,-0.0825188477427229,-0.0831147952993379,-0.0809065934065934,-0.080603110378628,-0.0732142857142857,-0.0790966386554622,-0.0488076026537565,-0.126527198291904,-0.131300815477164,-0.133097463284379
"NOTCH",0.143157894736842,0.0502415458937198,0,0,-0.02,0,-0.0806060606060606,-0.0806060606060606,-0.0430769230769231,0,0.26,0.1,0.0752073732718894,0.0651020408163265,0.217142857142857,0.0564444444444444,0.0822508960573477,0.0473496873496873,0.0902714932126697,0.1,0.0328571428571429,0.133333333333333,0.120289855072464,0.00952380952380954,-0.0183549783549784,0.064864406779661,0.2,0.166666666666667,0.0527851458885942,0.0280193236714976,0.033974358974359,0.195636716224951,-0.15,-0.2,-0.0961538461538462,-0.18,-0.2,0.0136595776467467,-0.146666666666667,-0.0444444444444444,-0.160952380952381,0.067645727221279,-0.1,0.02,0.0806060606060606,0.049279292136435,0.0488711288711289,0.0521678321678322,0.0907509881422925,0.0430769230769231,0.0521678321678322,-0.0502415458937198,0.0474932614555256,0.0399002634142821,0.0240595611285266
"Csn",0.0961789461547331,0.0514557485525228,-0.02,0.133333333333333,0.160344827586207,0.15,0.411116478311479,0.411116478311479,0.168778562525966,0.15,0.188383838383838,-0.145,0.218441280941281,0.138698087380226,0.207864357864358,0.109301395122291,0.109540058606778,0.0767395658320899,0.00535223047121514,0.109090909090909,0.0521799472555313,-0.1631,0.0608693244739756,0.0519228778467909,0.0103506519655697,0.00354760791647187,-0.153333333333333,-0.1575,-0.165426638122181,0.0454514113337643,-0.165626058343263,-0.119325922196439,-0.00591630591630592,0.00317460317460317,-0.00699157473351022,0.04,0.04,0.068973280995784,0.0464935064935065,-0.110583446404342,0.0485768398268398,0.00590979769964633,0.0142857142857143,-0.160344827586207,-0.411116478311479,-0.180231925411989,-0.177525972315176,-0.173667451414855,-0.417834328599387,-0.168778562525966,-0.173582055975748,-0.0514557485525228,-0.20857520853006,-0.465097552343527,-0.518136628553999
"HEY1",0.0435534591194969,0.0579514963880289,-0.1,0.233333333333333,0.296078431372549,0.266666666666667,0.329358974358974,0.329358974358974,0.321659826721386,0.266666666666667,0.305454545454545,-0.2,0.344955359344942,-0.117469920010755,0.321244019138756,-0.164424242424242,-0.166863266814486,0.315551315251465,-0.284543010752688,-0.159090909090909,-0.00307246376811594,-0.302328042328042,0.0197249809014515,-0.0146666666666667,0.0131786731786732,-0.250143790849673,-0.26,-0.283809523809524,-0.0950731807874665,0.0222222222222222,-0.090979836123749,-0.422245744418016,0.266666666666667,0.233333333333333,0.279166666666667,0.147272727272727,0.12,0.0182774610213635,0.153155080213904,0.163090909090909,0.156247863719058,-0.343581424671083,0.2,-0.296078431372549,-0.329358974358974,-0.356067670217973,-0.34921835514948,-0.338181565851821,-0.344064856711916,-0.321659826721386,-0.338901206031731,-0.0579514963880289,-0.39225167230165,-0.335218101586566,-0.325835495514471
"IKK",-0.0642857142857143,0.0651679197994987,0,0.1,0.255555555555556,0.2,0.402903811252269,0.402903811252269,0.286324786324786,0.2,0.163636363636364,-0.1,0.258874458874459,-0.0648196248196248,0.216017316017316,-0.131313131313131,-0.138513131313131,0.136800999687598,-0.156296296296296,-0.1,-0.0406765676567657,-0.311776061776062,-0.0396284829721362,-0.0416666666666667,0.0130992196209587,-0.265980392156863,-0.142857142857143,-0.292857142857143,-0.160473588342441,0.0644688644688645,-0.15779615493356,-0.535522875816994,0.16,0.12,0.156296296296296,0.0642857142857143,0.05,-0.0824864241903348,0.0762857142857143,0.122222222222222,0.0873968253968254,-0.320971092072766,0.1,-0.255555555555556,-0.402903811252269,-0.334523313107308,-0.322708967115747,-0.306324786324786,-0.425439022519874,-0.286324786324786,-0.306324786324786,-0.0651679197994987,-0.345952380952381,-0.451405455302865,-0.514615384615385
"NFB",-0.0632330827067669,0.0678499121366635,-0.1,0.2,0.286324786324786,0.255555555555556,0.425439022519874,0.425439022519874,0.306324786324786,0.255555555555556,0.216017316017316,-0.142857142857143,0.285326071777685,-0.0652180311941268,0.258874458874459,-0.138513131313131,-0.142943511059967,0.147592366594072,-0.163525211958947,-0.122222222222222,-0.0425353037162452,-0.325109395109395,-0.0324856258292791,-0.0406765676567657,0.0170267120680887,-0.271377217553688,-0.292857142857143,-0.311776061776062,-0.168165896034748,0.0586996336996337,-0.167933141234929,-0.549953770125937,0.156296296296296,0.16,0.156296296296296,0.0762857142857143,0.0642857142857143,-0.0811136681185291,0.0873968253968254,0.131313131313131,0.0985079365079365,-0.326589069600856,0.12,-0.286324786324786,-0.425439022519874,-0.343072332715151,-0.334523313107308,-0.322708967115747,-0.441856932967635,-0.306324786324786,-0.323178718909056,-0.0678499121366635,-0.367228976697062,-0.46336558819323,-0.529517345399698
"ZEB1",0.100506822612086,0.0779196132379835,0.1,-0.233333333333333,-0.278977932636469,-0.261904761904762,-0.248453009831658,-0.248453009831658,-0.300632748408932,-0.271794871794872,-0.147916666666667,0.1,-0.173001742019122,0.16275893642876,-0.165563725490196,0.224673280956814,0.224673280956814,-0.127296817628439,0.0950127980664928,0.199233716475096,0.022670366819436,0.115685936151855,0.0145922557580589,0.0255549822040514,0.00757190045143992,0.216381485062239,0.0842105263157895,0.095685936151855,0.0414847563783734,0.0917300649537046,0.0318233419685052,0.362324502630333,-0.0670454545454545,-0.0625,-0.084692513368984,-0.112,-0.1,0.0124987529521186,-0.124941176470588,-0.218074296185241,-0.129786991448562,0.241863978293979,-0.1,0.288868042526579,0.248453009831658,0.319482301734586,0.314492086470398,0.307577192853377,0.254279781485201,0.292439471098008,0.300343251166736,-0.0779196132379835,0.346356234228302,0.296418356859386,0.193747518490837
"SHH",0.2,0.1,0,0,0,0,0.2,0.2,0.1,0.1,0.1,0,0.266666666666667,0.075,0.2,0.166666666666667,0.146666666666667,0.202857142857143,0.16,0.2,0.15,-0.05,0.2,0.2,-0.0333333333333333,-0.025,0,-0.1,-0.04,0.15,-0.0333333333333333,-0.23455938697318,-0.1,-0.2,-0.2,-0.1,0,0.112114695340502,-0.1,-0.166666666666667,-0.12,0.00222222222222222,-0.2,-0.1,-0.2,-0.112222222222222,-0.106666666666667,-0.1,-0.192307692307692,0,0,-0.1,-0.247619047619048,-0.237662337662338,-0.256410256410256
"SOSGRB2",0.346944444444444,0.115213032581454,0,0,-0.0714285714285714,0,-0.196421845574388,-0.196421845574388,-0.101863354037267,0,-0.254545454545455,0,-0.267979907416527,0.1697557997558,-0.246853146853147,0.171978021978022,0.182616319850362,-0.182429615948353,-0.0829562120259795,0.164285714285714,-0.105863598766825,0.0596491228070175,-0.116003787878788,-0.0995698924731183,0.0342085761497515,0.139942028985507,0.0333333333333333,0.0596491228070175,0.052375730994152,0.108070175438596,-0.126162046908316,0.473050912265378,0.0833333333333333,0.133333333333333,0.0806306306306307,-0.280952380952381,-0.247619047619048,0.173135252135252,-0.278249678249678,-0.164285714285714,-0.278249678249678,0.313302520540916,0.2,0.0714285714285714,0.196421845574388,0.141108774096685,0.135181431840471,0.12360248447205,0.213088512241055,0.0964285714285714,0.118167701863354,-0.115213032581454,0.119788228822882,-0.0925973727987151,-0.130612435717625
"cMet",0.455238095238095,0.156709956709957,0,0.1,0.1,0.1,-0.180952380952381,-0.180952380952381,0.0533333333333333,0.2,-0.214285714285714,0,-0.181810910254359,0.193829113924051,-0.166917293233083,0.183888888888889,0.196654846335697,-0.0712790108442282,-0.049375,0.22,-0.0578437435580293,0.0666666666666667,-0.0863089095287238,-0.0487528344671202,0.0526804732103645,0.161956620158867,0.0333333333333333,0.0666666666666667,0.0459259259259259,0.0476190476190476,-0.167871849629209,0.361446339548529,0.04,0.1,0.04,-0.345,-0.325,0.0339868079725731,-0.355,-0.195,-0.349545454545455,0.117826144368264,0.1,-0.2,0.180952380952381,-0.0146021446691529,-0.0185569469290399,-0.0324031007751938,0.197933513027853,-0.0533333333333333,-0.0351515151515151,-0.156709956709957,-0.0661904761904762,-0.0992366479761438,-0.133774961597542
"TCFLEF",0.167781360356211,0.157724481658692,0.114285714285714,-0.133333333333333,-0.160980392156863,-0.150980392156863,0.0110541725325119,0.0110541725325119,-0.154978632478632,-0.145833333333333,-0.130543599553643,0.141558441558442,-0.144601315663342,0.405870995806931,-0.144269089749721,0.406069472076862,0.413685366116597,-0.063876945734036,0.229768925579335,0.374358974358974,0.119980014931006,0.104768820240068,0.0410084054937038,0.104492443229285,-0.0222892435543038,0.246840708645621,0.129558441558442,0.110203602848764,-0.098908481425357,0.154687102113573,-0.202383458011073,0.341942500634599,-0.220952380952381,-0.24,-0.219339477726575,-0.173275261324042,-0.175714285714286,0.196988483866836,-0.174227642276423,-0.388312462731067,-0.179669819147171,0.346392402116074,-0.233333333333333,0.155833333333333,-0.0110541725325119,0.0549510762314692,0.0540060590493386,0.154349701661022,-0.016179008274956,0.160125691302162,0.160746809314584,-0.157724481658692,0.506108424908425,-0.342900138536826,-0.272735360324436
"Wnt",0.224242424242424,0.161166905786705,-0.1,0,0,0,0.358646616541353,0.358646616541353,0.1,0.1,0.2,-0.1,0.279761904761905,0.288097165991903,0.271428571428571,0.26,0.27304347826087,0.141617647058824,0.126623376623377,0.3,0.163486384416617,-0.0716666666666667,0.176923076923077,0.165811965811966,0.00323232323232323,0.100882352941176,-0.0666666666666667,-0.0466666666666667,-0.196666666666667,0.13921568627451,-0.207867494824017,0,-0.15,-0.1,-0.140909090909091,-0.0333333333333333,0,0.146694915254237,-0.0133333333333333,-0.266666666666667,-0.00745098039215686,0.18931475029036,0,-0.1,-0.358646616541353,-0.104268535577354,-0.0983082706766917,-0.0947368421052632,-0.363192071086808,-0.1,-0.0947368421052632,-0.161166905786705,-0.142424242424242,-0.433470321767151,-0.491065830721003
"AXIN2",0.173430235029113,0.287617039146541,-0.2,0.266666666666667,0.343565891472868,0.313333333333333,0.512519037821806,0.512519037821806,0.364255546645282,0.313333333333333,0.360350877192982,-0.255555555555556,0.428449332791438,0.244968403961378,0.401422305764411,0.146806101824538,0.150436464860842,0.401236818410731,-0.0762419684140996,0.142916666666667,0.26858753163101,-0.326618357487923,0.274258538457321,0.25827007131355,0.0816996545913358,-0.00585915474353608,-0.285990338164251,-0.307729468599034,-0.363763342392375,0.267605096230366,-0.384009792614091,-0.390440848592498,0.0721611721611722,0.0769230769230769,0.0739468864468864,0.0388617886178862,0.0266666666666667,0.326827764151785,0.0472730035711572,-0.144151234567901,0.0521005897780538,0.0436988860967346,0.1,-0.343565891472868,-0.512519037821806,-0.396104953957696,-0.388884893430242,-0.378451130241497,-0.531154208425481,-0.364255546645282,-0.378720955450313,-0.287617039146541,0.0536287169905713,-0.666213651255376,-0.643124841088228
