"","GSK3","TGF","CDC42","TGFR","Ecadherin","Destcompl","SOSGRB2","ZEB1","cateninmemb","RKIP","AXIN2","ERK","RAF","MEK","cfos","RAS","SNAI1","ZEB2","SNAI2","NOTCHic","ILK","NOTCH","miR200","Csl","AKT","TrCP","SUFU","SMO","NFB","IKK","SHH","HEY1","Csn","FUS","Patched","Jagged","SMAD","FOXC2","KLF4","LIV1","SRC","CD44","Frizzled","GLI","cateninnuc","PI3K","DELTA","TCFLEF","cMet","Wnt","EGR1","STAT","DSH","TWIST1","PAK1"
"SNAI2",0.190727368691582,0.0262040602194055,0.015406162464986,0.0230984701572937,0.346863692152708,0.195709130514853,0.0952670723461798,0.0208686805118523,0.185118577618391,0.0618717948717949,0.137483550654494,0.123529411764706,0.154801675143773,0.130286168521463,0.117647058823529,0.155714917152905,0.0573493248445419,0.0531080344031886,0.236762782251617,-0.0421052631578947,-0.021327967806841,-0.0356117566643882,0.0471255150060736,-0.0403508771929825,-0.160909153856807,-0.1,0.1,0.102352941176471,0.158333333333333,-0.154885057471264,0.104250038043386,0.00871006630500301,-0.133333333333333,0.12,0.108475390156062,0.08675535596192,0.0265911257015779,-0.0761177111055596,0.0553846153846154,-0.12,-0.0927272727272727,-0.0783095837979982,-0.0927272727272727,-0.0777690743390826,-0.0763088794373655,-0.154801675143773,-0.154801675143773,-0.0739796868907817,-0.0772343149807938,-0.0772343149807938,-0.1,-0.0927272727272727,-0.0927272727272727,-0.105541066746316,-0.00588235294117647
"HEY1",0.13838892878153,0.0282453806356245,0.0210909090909091,0.0277575757575758,0.154864740456694,0.139993138136446,0.0632361349342482,0.0186584107327141,0.105478214197726,0.0682024324881468,0.0783095837979982,0.107272727272727,0.101923076923077,0.114489222118088,0.107272727272727,0.104864253393665,0.060573773752747,0.0553199174406605,-0.0593735399809525,0.00966507177033493,-0.024,0.0210052779559019,0.0477004477004477,0.0254545454545455,-0.116825396825397,-0.1,0,0,0.12,-0.105714285714286,0.00907258064516129,0.0169442322383499,-0.1,0.0333333333333333,0.01875,-0.0249920494298305,0.0283478260869565,-0.0388608814501132,0.0592592592592593,-0.0333333333333333,0.0156862745098039,0.0299633220325542,0.0156862745098039,0.0309228422724342,0.03130444666135,-0.101923076923077,-0.101923076923077,0.0376556297248619,0.0412676698586411,0.0412676698586411,-0.08,0.0333333333333333,0.0333333333333333,0.000932461873638342,-0.00909090909090909
"FOXC2",0.13838892878153,0.0282453806356245,0.0210909090909091,0.0277575757575758,0.154864740456694,0.139993138136446,0.0632361349342482,0.0186584107327141,0.105478214197726,0.0682024324881468,0.0783095837979982,0.107272727272727,0.101923076923077,0.114489222118088,0.107272727272727,0.104864253393665,0.060573773752747,0.0553199174406605,-0.0593735399809525,0.00966507177033493,-0.024,0.0210052779559019,0.0477004477004477,0.0254545454545455,-0.116825396825397,-0.1,0,0,0.12,-0.105714285714286,0.00907258064516129,0.0169442322383499,-0.1,0.0333333333333333,0.01875,-0.0249920494298305,0.0283478260869565,-0.0388608814501132,0.0592592592592593,-0.0333333333333333,0.0156862745098039,0.0299633220325542,0.0156862745098039,0.0309228422724342,0.03130444666135,-0.101923076923077,-0.101923076923077,0.0376556297248619,0.0412676698586411,0.0412676698586411,-0.08,0.0333333333333333,0.0333333333333333,0.000932461873638342,-0.00909090909090909
"Ecadherin",0.133311666088373,0.0277028851564202,0.0277575757575758,0.0282453806356245,0.0590516927449122,0.141297891165337,0.0592887665131955,0.0167626761355577,0.100221803941316,0.0670788369825288,0.0739796868907817,0.114489222118088,0.104864253393665,0.111744124078872,0.107272727272727,0.102350286913218,0.0586750395755319,0.0557938510899496,-0.0606378385962445,0.0210052779559019,-0.0283478260869565,0.0131985865060878,0.0467693490039859,0.00966507177033493,-0.114227994227994,-0.1,0.0333333333333333,0.01875,0.105714285714286,-0.116825396825397,0.0161591948183896,0.0243267825739204,-0.12,0,0.00907258064516129,-0.0288822096128969,0.0266529108327192,-0.0422933757292894,0.0605250820440694,0.0333333333333333,0.0412676698586411,0.0376556297248619,0.0412676698586411,0.0382561756057676,0.0338254550647114,-0.104864253393665,-0.104864253393665,0.03130444666135,0.0299633220325542,0.0309228422724342,-0.107272727272727,0.0156862745098039,0.0156862745098039,0.0059603948345322,-0.0210909090909091
"miR200",-0.0827796585630876,-0.00751217216068723,-0.00196078431372549,-0.00518659076533839,-0.210358103804706,-0.157561234764493,-0.0148420373952289,-0.103835125448029,-0.116251391259282,-0.0142810023277073,-0.128806698029521,-0.0188311688311688,-0.122820512820513,-0.0208719851576994,-0.0142857142857143,-0.122072383144702,-0.0142420542420542,0.0910797491039426,0.106643820225169,-0.00463054187192118,0.00265486725663717,-0.00406557012050875,-0.00771085045712438,0.00226600985221675,0.0262335082990495,0,-0.02,-0.02,-0.0252631578947368,0.0281203007518797,-0.0172894881673087,-0.00163841807909605,0.02,-0.02,-0.0162025316455696,-0.0105050427555342,-0.00422226537575942,0.01141156946035,0.0924775707384403,0.1,0.0869565217391304,0.0810536890124332,0.088,0.0821959449001703,0.0806929386516828,0.122820512820513,0.122820512820513,0.0814505144092586,0.0855480710349051,0.0865915492957746,0.0142857142857143,0.1,0.1,0.0957660131279763,0
"TCFLEF",-0.22496297700464,0.027957777088113,0.0370900417412045,0.0296134062271858,-0.167388869439769,-0.299779733475992,-0.0511297405189621,-0.104889331915648,-0.182824211189812,-0.0640368278458925,-0.368587057387057,-0.0736236933797909,-0.104000580776754,-0.0797461423593828,-0.0650522648083624,-0.105708859357569,-0.0865155741515574,0.126017543859649,-0.277901843988723,-0.0330623306233062,0.0467552213868003,-0.0373812675003826,0.0760372224830056,-0.0389446835644827,0.11735387333564,0.0571428571428571,-0.0833333333333333,-0.0766666666666667,-0.104415584415584,0.114093003770423,-0.0766666666666667,-0.0476466520759984,0.0844155844155844,-0.0766666666666667,-0.0766666666666667,-0.0550047020771199,-0.0492408810426321,-0.0479278934361455,0.0319773363891011,0.0666666666666667,0.0241666666666667,0.0197964038058378,0.0204901960784314,0.0166785487885232,-0.080776333880302,0.104000580776754,0.104000580776754,-0.0842127599971405,0.0147649572649573,0.011088486676722,0.0528571428571429,0.0291666666666667,0.0254901960784314,0.0372053659824777,-0.0487179487179487
"SUFU",-0.285844892318505,0.167784161474832,0.172117117117117,0.166797968180947,0.072188626582354,-0.291054053390713,0.141743344374923,-0.0681266667972728,0.0982634304980493,0.00811230334058023,-0.165315053778199,-0.0783956273611446,-0.250711120528705,-0.0830764784249744,-0.0703496503496504,-0.251027576224907,-0.0023813893476216,0.160987462318891,0.166112348609832,-0.0687878787878788,0.0482078853046595,-0.0703751803751804,0.12723541911254,-0.0756060606060606,0.160589719005826,0.1,-0.186666666666667,-0.174166666666667,-0.146857142857143,0.154549450549451,-0.179603272103272,-0.0471182388416542,0.142857142857143,-0.174166666666667,-0.179217171717172,-0.0576468691945325,-0.0493626197157449,0.042447591340806,0.156896862013678,0.05,0.0111111111111111,0.00538076583043369,0.106944444444444,0.100674784736123,0.00751631570255645,0.250711120528705,0.250711120528705,0.00429380930869456,0.00237324703344121,0.0973290598290598,0.0430769230769231,0.0166666666666667,0.1125,-0.0014700796446992,-0.188333333333333
"FUS",-0.28918679463213,0.166797968180947,0.188333333333333,0.172117117117117,0.0722916131940945,-0.293659050732553,0.142442645074224,-0.0748899518214274,0.10208334864266,0.0077041400752741,-0.167422782115436,-0.0703496503496504,-0.253767889087657,-0.0783956273611446,-0.0430769230769231,-0.250711120528705,-0.00595890212445294,0.162919829468649,0.168024016375159,-0.0756060606060606,0.0411111111111111,-0.0687878787878788,0.126863671900644,-0.0606060606060606,0.154549450549451,0.1,-0.0666666666666667,-0.174166666666667,-0.142857142857143,0.146857142857143,-0.179217171717172,-0.0386845039018952,0.1,-0.186666666666667,-0.174166666666667,-0.0531338050615159,-0.0482078853046595,0.0412068965517241,0.16707650273224,0.1,0.0166666666666667,0.00237324703344121,0.1125,0.0973290598290598,0.00429380930869456,0.253767889087657,0.253767889087657,0.00538076583043369,0.0111111111111111,0.106944444444444,0.02,0.05,0.15,-0.000439151809647652,-0.213333333333333
"SMO",-0.293534620719087,0.172117117117117,0.213333333333333,0.188333333333333,0.0788669556598479,-0.295264890148611,0.13859649122807,-0.0816384180790961,0.101524689424783,0.0149206349206349,-0.177981788326616,-0.0430769230769231,-0.251442307692308,-0.0703496503496504,-0.02,-0.253767889087657,-0.0106758832565284,0.174576271186441,0.171076081007115,-0.0606060606060606,0.03,-0.0756060606060606,0.135774562989753,-0.0333333333333333,0.146857142857143,0,-0.1,-0.186666666666667,-0.1,0.142857142857143,-0.174166666666667,-0.0256410256410256,0.1,-0.0666666666666667,-0.174166666666667,-0.0543386243386244,-0.0411111111111111,0.0412068965517241,0.191666666666667,0.1,0.05,0.0111111111111111,0.15,0.106944444444444,0.00538076583043369,0.251442307692308,0.251442307692308,0.00237324703344121,0.0166666666666667,0.1125,0,0.1,0.2,0.00217864923747277,-0.233333333333333
"TGF",0.242487497282018,0.0711904761904762,0.153333333333333,0.167619047619048,-0.0755091662363269,0.0463035913922447,0.376315789473684,-0.00017890576242979,-0.0481490058508735,0.0341991341991342,-0.0795414462081129,-0.301503759398496,-0.0982142857142857,-0.285948203842941,-0.285714285714286,-0.0892857142857143,0.089631277813096,0.176838406952823,0.00389677152264885,-0.0133333333333333,0.113030303030303,0.0211494252873563,0.136909211478177,0.0266666666666667,0.19016290726817,0.2,-0.0666666666666667,-0.143333333333333,-0.191666666666667,0.205952380952381,-0.131695402298851,-0.0984526112185687,0.166666666666667,-0.126666666666667,-0.119195402298851,-0.112279086892489,-0.113030303030303,0.134503105590062,0.165929316043733,0,0,0.0416981132075472,0,0.0416981132075472,0.0492339983750113,0.0982142857142857,0.0982142857142857,0.0640665342601787,0.07,0.07,0.3,0.1,0.1,-0.0581481481481482,-0.12
"TGFR",0.233441042514292,0.0740273556231003,0.167619047619048,0.0711904761904762,-0.065798774413499,0.0515455268761157,0.370142949967511,0.000198452728136248,-0.0631605531949843,0.0370562770562771,-0.0919877981394433,-0.285948203842941,-0.0892857142857143,-0.295537244938831,-0.301503759398496,-0.0986424394319131,0.0887463220608836,0.181744067330182,0.00111899374487107,0.0211494252873563,0.113030303030303,0.000286115934838335,0.14013501792979,-0.0133333333333333,0.192488488663519,0.166666666666667,-0.126666666666667,-0.119195402298851,-0.205952380952381,0.19016290726817,-0.123220826027664,-0.0939749992782701,0.191666666666667,-0.143333333333333,-0.131695402298851,-0.124597927472199,-0.114809662460908,0.130572974585695,0.174857887472304,0.1,0.07,0.0640665342601787,0.07,0.0642787583688375,0.0592428557709369,0.0892857142857143,0.0892857142857143,0.0492339983750113,0.0416981132075472,0.0416981132075472,0.285714285714286,0,0,-0.0492513509951232,-0.153333333333333
"Patched",-0.294505494505494,0.188333333333333,0.233333333333333,0.213333333333333,0.0807119741100324,-0.299140859140859,0.133333333333333,-0.0833333333333333,0.112204301075269,0.0371428571428572,-0.191774891774892,-0.02,-0.257692307692308,-0.0430769230769231,0,-0.251442307692308,-0.00591397849462365,0.2,0.179647509578544,-0.0333333333333333,0,-0.0606060606060606,0.154761904761905,0,0.142857142857143,0,0,-0.0666666666666667,-0.1,0.1,-0.174166666666667,0.00769230769230769,0,-0.1,-0.186666666666667,-0.0471957671957672,-0.03,0.055,0.216666666666667,0.1,0.1,0.0166666666666667,0.2,0.1125,0.00237324703344121,0.257692307692308,0.257692307692308,0.0111111111111111,0.05,0.15,-0.1,0.1,0.2,-0.0037037037037037,-0.233333333333333
"TrCP",-0.087715367965368,0.0762871169332114,0.0750700280112045,0.073554876496053,-0.047044696048152,-0.0675853534250564,0.0652640264026403,-0.10661002861006,-0.0444123834218522,0.0689023683498822,-0.0457777984323202,-0.0542962417096537,-0.0993078803337053,-0.043629575042987,-0.0356521739130435,-0.0893078803337053,0.0177670310113439,0.211256435286161,0.189098864731314,-0.0830769230769231,-0.0219320703191671,-0.0610989010989011,0.132834293538982,-0.0538461538461538,-0.0294590643274854,-0.0666666666666667,0.0523809523809524,0.0427035330261137,0.0291666666666667,-0.0239035087719298,0.0363455083347557,0.0116838639503778,-0.0416666666666667,0.0523809523809524,0.0513455083347557,0.0555110344239945,0.0238675541901348,-0.0537584722703211,0.211079365079365,0,0.0192592592592593,0.0286518201369687,0.0192592592592593,0.0302477059858318,0.034646711580136,0.0993078803337053,0.0993078803337053,0.0445777460628946,0.0543943943943944,0.0561013645224172,0.04,0.06,0.06,-0.0455511010728402,-0.080952380952381
"PAK1",-0.087715367965368,0.0762871169332114,0.0750700280112045,0.073554876496053,-0.047044696048152,-0.0675853534250564,0.0652640264026403,-0.10661002861006,-0.0444123834218522,0.0689023683498822,-0.0457777984323202,-0.0542962417096537,-0.0993078803337053,-0.043629575042987,-0.0356521739130435,-0.0893078803337053,0.0177670310113439,0.211256435286161,0.189098864731314,-0.0830769230769231,-0.0219320703191671,-0.0610989010989011,0.132834293538982,-0.0538461538461538,-0.0294590643274854,-0.0666666666666667,0.0523809523809524,0.0427035330261137,0.0291666666666667,-0.0239035087719298,0.0363455083347557,0.0116838639503778,-0.0416666666666667,0.0523809523809524,0.0513455083347557,0.0555110344239945,0.0238675541901348,-0.0537584722703211,0.211079365079365,0,0.0192592592592593,0.0286518201369687,0.0192592592592593,0.0302477059858318,0.034646711580136,0.0993078803337053,0.0993078803337053,0.0445777460628946,0.0543943943943944,0.0561013645224172,0.04,0.06,0.06,-0.0455511010728402,-0.080952380952381
"EGR1",-0.087715367965368,0.0762871169332114,0.0750700280112045,0.073554876496053,-0.047044696048152,-0.0675853534250564,0.0652640264026403,-0.10661002861006,-0.0444123834218522,0.0689023683498822,-0.0457777984323202,-0.0542962417096537,-0.0993078803337053,-0.043629575042987,-0.0356521739130435,-0.0893078803337053,0.0177670310113439,0.211256435286161,0.189098864731314,-0.0830769230769231,-0.0219320703191671,-0.0610989010989011,0.132834293538982,-0.0538461538461538,-0.0294590643274854,-0.0666666666666667,0.0523809523809524,0.0427035330261137,0.0291666666666667,-0.0239035087719298,0.0363455083347557,0.0116838639503778,-0.0416666666666667,0.0523809523809524,0.0513455083347557,0.0555110344239945,0.0238675541901348,-0.0537584722703211,0.211079365079365,0,0.0192592592592593,0.0286518201369687,0.0192592592592593,0.0302477059858318,0.034646711580136,0.0993078803337053,0.0993078803337053,0.0445777460628946,0.0543943943943944,0.0561013645224172,0.04,0.06,0.06,-0.0455511010728402,-0.080952380952381
"SNAI1",-0.0929298894175132,0.0785048588686953,0.073554876496053,0.0762871169332114,-0.0398126461001811,-0.0633638621969862,0.0588489320630176,-0.105749019999974,-0.055155043180056,0.0697391884335642,-0.0518384044929263,-0.043629575042987,-0.0893078803337053,-0.048562310468996,-0.0542962417096537,-0.0935771742581716,-0.0833005846470191,0.214085463576443,0.186919850316296,-0.0610989010989011,-0.0238675541901348,-0.0757927786499215,0.135427953481345,-0.0830769230769231,-0.0211257309941521,-0.0416666666666667,0.0523809523809524,0.0513455083347557,0.0239035087719298,-0.0294590643274854,0.0478018190143673,0.0170410068075206,-0.0291666666666667,0.0427035330261137,0.0363455083347557,0.0460992697181122,0.0242365578801717,-0.0594763884075511,0.210767838599614,0.06,0.0543943943943944,0.0445777460628946,0.0561013645224172,0.0457870112874771,0.0414613734283549,0.0893078803337053,0.0893078803337053,0.034646711580136,0.0286518201369687,0.0302477059858318,0.0356521739130435,0.0192592592592593,0.0192592592592593,-0.0384741779959171,-0.0750700280112045
"Jagged",-0.113026819923372,0.0848888888888889,0.1,0.0888888888888889,-0.0285614035087719,-0.0796293436293436,0.04,-0.11231884057971,-0.0767880007316627,0.0769230769230769,-0.0771428571428571,-0.02,-0.08,-0.0533333333333333,0,-0.107272727272727,0.00833333333333333,0.217149758454106,0.184816490698844,-0.14,-0.0166666666666667,-0.197142857142857,0.139393939393939,-0.2,-0.0333333333333333,0,0,0.0666666666666667,0.1,-0.0666666666666667,0.0493589743589744,-0.0833333333333333,0,0.1,0.0416666666666667,0.0330735930735931,0.030952380952381,-0.0685714285714286,0.238888888888889,0,0.1,0.0538461538461538,0.1,0.0538461538461538,0.0402597402597403,0.08,0.08,0.00839160839160839,0,0,-0.1,0,0,-0.039,-0.2
"DELTA",-0.113026819923372,0.0848888888888889,0.1,0.0888888888888889,-0.0285614035087719,-0.0796293436293436,0.04,-0.11231884057971,-0.0767880007316627,0.0769230769230769,-0.0771428571428571,-0.02,-0.08,-0.0533333333333333,0,-0.107272727272727,0.00833333333333333,0.217149758454106,0.184816490698844,-0.14,-0.0166666666666667,-0.197142857142857,0.139393939393939,-0.2,-0.0333333333333333,0,0,0.0666666666666667,0.1,-0.0666666666666667,0.0493589743589744,-0.0833333333333333,0,0.1,0.0416666666666667,0.0330735930735931,0.030952380952381,-0.0685714285714286,0.238888888888889,0,0.1,0.0538461538461538,0.1,0.0538461538461538,0.0402597402597403,0.08,0.08,0.00839160839160839,0,0,-0.1,0,0,-0.039,-0.2
"SHH",-0.28974358974359,0.213333333333333,0.233333333333333,0.233333333333333,0.0933333333333333,-0.295844155844156,0.1,-0.075,0.114982078853047,0.08,-0.219047619047619,0,-0.25,-0.02,0.1,-0.257692307692308,0.0166666666666667,0.225,0.191647509578544,0,0,-0.0333333333333333,0.183333333333333,0.1,0.1,0,0,-0.1,0,0.1,-0.186666666666667,0,0,0,-0.0666666666666667,-0.0657142857142857,0,0.075,0.25,0,0.1,0.05,0.2,0.15,0.0111111111111111,0.25,0.25,0.0166666666666667,0.1,0.2,0,0.1,0.2,0,-0.2
"GLI",-0.176592901699847,0.228519652493398,0.223103448275862,0.224990240728692,-0.0590404734804096,-0.0936596047247777,0.291389495460292,-0.103382659156853,-0.0560410061173768,0.0336526995017561,-0.0431989734299517,-0.188571428571429,-0.190438404172272,-0.18138910812944,-0.174285714285714,-0.183111671499005,0.0366449176538401,0.235772316094897,0.180026929795623,-0.0467484526967286,0.0426906647103133,-0.0324627384110143,0.151091416323615,-0.0292484526967286,0.0648613721804511,0.0166666666666667,-0.114285714285714,-0.122838345864662,-0.0552631578947368,0.0695488721804511,-0.124963146402161,-0.0473302635866303,0.05,-0.101785714285714,-0.114675080558539,-0.0106712242749099,-0.038366340385989,-0.0328946293429653,0.234924924924925,0,0.0245161290322581,0.0309501071651428,0.124516129032258,0.0311243893576648,0.0362250623354955,0.190438404172272,0.190438404172272,0.0416643928794286,0.0464673485444532,0.146869070208729,0.174285714285714,0.06,0.16,-0.0601471222608744,-0.23
"Destcompl",0.199914924392277,0.180245935034631,0.191850809289233,0.184482388236601,0.118727424117127,0.115594340244491,-0.0206375920446753,0.0419188582000793,0.277731324801893,0.245277484225106,-0.299782983807941,0.153077305208453,0.0765879358078947,0.148857895925752,0.157995337995338,0.0754890347089936,0.211535128387968,0.276449862707957,0.279140936925099,0.117087739913827,-0.127539682539683,0.113280124683366,0.243131072112396,0.118174696435566,-0.132293892959198,-0.133333333333333,-0.0777777777777778,-0.0674329501915709,0.13768115942029,-0.134978456717587,-0.0674950862695817,0.13759488374873,-0.133333333333333,-0.0674329501915709,-0.066914815476545,-0.184108205116941,0.12484962406015,0.151996337803518,0.272767574846026,0.261111111111111,0.249858664927158,0.241276575374919,0.249858664927158,0.241010229063163,0.238804814391915,-0.0765879358078947,-0.0765879358078947,0.237988904142043,0.242395978359994,0.24193787284795,-0.161025641025641,0.253968253968254,0.253968253968254,0.0143850653599063,-0.200816326530612
"GSK3",0.142520704273193,0.280912138409487,0.289399585921325,0.28347624097359,0.0241960980952404,0.206492501194124,0.0325547018683718,-0.0736319875062863,0.111465709596863,0.213811451706189,-0.225590264552282,0.139180303700428,0.144308009908556,0.141453030973155,0.147450980392157,0.149980278816119,0.146681673006243,0.286446382211943,0.238762159867518,0.112211318093671,-0.0782529764937199,0.121821707704061,0.22233225903778,0.13109243697479,-0.170301724137931,-0.18,0.0590909090909091,0.0511031978773914,0.17375,-0.170301724137931,0.0479505868461882,0.0844666136711534,-0.18,0.0543290043290043,0.0541706825399681,-0.0106766448522692,0.076603801081426,0.101744269602287,0.288168281468075,0.175,0.186842105263158,0.182758220053445,0.186842105263158,0.183586463383765,0.183767558292185,-0.144308009908556,-0.144308009908556,0.190149137239553,0.199424886720112,0.200567595459236,-0.147450980392157,0.211842105263158,0.211842105263158,-0.0316829829433612,-0.297971014492754
"AKT",0.138720732672346,0.2831990822414,0.297882352941176,0.288939263510282,0.0340328056714316,0.200464165677814,0.0758119658119658,-0.0660015048773455,0.0983102832568514,0.208245271352688,-0.213971119133574,0.125811636129862,0.116028701891716,0.114419231066571,0.127450980392157,0.110004605506173,0.16345092804475,0.29016010970109,0.23112086989057,0.110359801488834,-0.0704236894757903,0.0920671185620045,0.22409173440996,0.0942307692307692,-0.150061703002879,-0.1,0.05,0.05,0.0607843137254902,-0.0530920060331825,0.0503801169590643,0.0789593800867824,-0.0666666666666667,0.05,0.0472222222222222,-0.0166486580690136,0.0673933864454873,0.0963294822421908,0.295597165991903,0.2,0.197101449275362,0.182812009901177,0.197101449275362,0.183796765132689,0.174991232740194,-0.116028701891716,-0.116028701891716,0.167760463509425,0.170947603121516,0.170947603121516,-0.133333333333333,0.166666666666667,0.166666666666667,-0.0509669983634686,-0.305882352941176
"PI3K",0.14476911976912,0.288939263510282,0.305882352941176,0.297882352941176,0.0263055329441589,0.196245803394936,0.0869230769230769,-0.0680562993978934,0.111867877548391,0.215077569489334,-0.21,0.127450980392157,0.107809523809524,0.125811636129862,0.133333333333333,0.116028701891716,0.165205314009662,0.299064219290131,0.237251523156902,0.0942307692307692,-0.0792236894757903,0.110359801488834,0.229974087351137,0.125,-0.0530920060331825,0,0.1,0.05,0.0666666666666667,-0.0607843137254902,0.0472222222222222,0.0857262973800155,-0.1,0.05,0.05,-0.00605263157894737,0.0704236894757903,0.103096399535424,0.303289473684211,0.1,0.166666666666667,0.170947603121516,0.166666666666667,0.170947603121516,0.167760463509425,-0.107809523809524,-0.107809523809524,0.182812009901177,0.197101449275362,0.197101449275362,-0.133333333333333,0.2,0.2,-0.0598354998925206,-0.3
"ILK",0.14476911976912,0.288939263510282,0.305882352941176,0.297882352941176,0.0263055329441589,0.196245803394936,0.0869230769230769,-0.0680562993978934,0.111867877548391,0.215077569489334,-0.21,0.127450980392157,0.107809523809524,0.125811636129862,0.133333333333333,0.116028701891716,0.165205314009662,0.299064219290131,0.237251523156902,0.0942307692307692,-0.0792236894757903,0.110359801488834,0.229974087351137,0.125,-0.0530920060331825,0,0.1,0.05,0.0666666666666667,-0.0607843137254902,0.0472222222222222,0.0857262973800155,-0.1,0.05,0.05,-0.00605263157894737,0.0704236894757903,0.103096399535424,0.303289473684211,0.1,0.166666666666667,0.170947603121516,0.166666666666667,0.170947603121516,0.167760463509425,-0.107809523809524,-0.107809523809524,0.182812009901177,0.197101449275362,0.197101449275362,-0.133333333333333,0.2,0.2,-0.0598354998925206,-0.3
"AXIN2",0.28017013827769,0.235376546995899,0.243641975308642,0.240987108052005,0.136401378129516,0.294702132302915,-0.0205029254678624,0.0908415868324119,0.321576185019083,0.310081826775375,0.118002669852112,0.215079401261302,0.137040253303229,0.213700090916475,0.210406504065041,0.135990384536825,0.279429724776954,0.343588129450762,0.331574382032381,0.179906015037594,-0.177616747181965,0.177203312334891,0.307202659672179,0.185263157894737,-0.188067632850242,-0.133333333333333,-0.1,-0.102930402930403,0.179710144927536,-0.18695652173913,-0.100161082087312,0.187643612897163,-0.166666666666667,-0.107692307692308,-0.101144688644689,-0.222116608420956,0.174442144007361,0.204354778710751,0.338041345705625,0.266666666666667,0.306976744186047,0.302244882987308,0.306976744186047,0.301945297645166,0.296799845027137,-0.137040253303229,-0.137040253303229,0.299782983807941,0.306976744186047,0.306976744186047,-0.193333333333333,0.3,0.3,0.0109401159029286,-0.235
"SOSGRB2",0.404450917634648,0.357512274959083,0.34,0.355384615384615,-0.19980744843058,0.234738713933345,0.4775,0.0404010025062657,-0.104919620919621,0.0670687134502924,-0.217319856985699,-0.278249678249678,0.00941619585687382,-0.293401193401193,-0.280952380952381,-0.003404316963639,0.342063965884861,0.384887218045113,-0.219620593929647,0.124475524475524,0.133333333333333,0.108982566729046,0.323102563132269,0.109090909090909,0.155043859649123,0.2,-0.2,-0.166666666666667,-0.166666666666667,0.150877192982456,-0.167043787974021,-0.123768939393939,0.2,-0.166666666666667,-0.169369369369369,-0.219663478238768,-0.132634032634033,0.129499389499389,0.376315789473684,0,0.171428571428571,0.188819875776398,0.171428571428571,0.184834368530021,0.183649301156291,-0.00941619585687382,-0.00941619585687382,0.180398823144819,0.167080745341615,0.163095238095238,0.314285714285714,0.1,0.1,-0.231188405797101,-0.3
