"","cateninmemb","Ecadherin","cateninnuc","SNAI2","CD44","cMet","Wnt","RAF","PI3K","DSH","TrCP","SMAD","HEY1","SUFU","TGFR","TGF","FUS","SMO","SHH","Patched","ERK","MEK","cfos","EGR1","FOXC2","Jagged","Csl","NOTCHic","NOTCH","RKIP","SNAI1","SOSGRB2","TWIST1","ZEB2","ZEB1","CDC42","ILK","miR200","NFB","Csn","PAK1","IKK","AKT","LIV1","KLF4","STAT","Destcompl","Frizzled","DELTA","SRC","RAS","GLI","TCFLEF","AXIN2","GSK3"
"TCFLEF",0.280743673704427,0.266887882692323,0.216760682098165,0.429333162014009,0.106394129979036,0.0944444444444444,0.0870915032679739,-0.170652335419483,-0.170652335419483,0.0509803921568627,-0.171428571428571,-0.09039205813363,-0.113770165255178,-0.0166666666666667,0.292799781541359,0.287832894124141,-0.0366666666666667,-0.0414285714285714,-0.0456537841734754,-0.0462672811059908,0.0107665505226481,0.00872573419611747,0.00790940766550523,-0.00428571428571428,-0.0058461808856632,0.0493547588288306,-0.154168659333652,0.142403953451299,0.13476275743801,0.0355710152913625,0.111811027187596,-0.203964993090742,0.0800854098246654,-0.00803371433634591,-0.00803371433634591,-0.30494931425164,0.0951721728563834,-0.09238338635929,0.194701298701299,0.198701298701299,-0.328205128205128,0.188249685798073,0.178467077102421,-0.0333333333333333,-0.00325471097529921,-0.0583333333333333,0.065712763718961,-0.0759803921568627,0.170652335419483,-0.0833333333333333,0.161322506247342,-0.0995138635164211,-0.213839719898852,0.249095970695971,0.10017696347637
"Wnt",-0.0524152542372881,-0.111722116069087,-0.0046009062391077,0.120948275862069,-0.00526315789473684,0,0,-0.176691729323308,-0.176691729323308,0.2,-0.1,-0.0720333929636255,-0.081025641025641,0,0.286666666666667,0.277971014492754,0,-0.05,-0.0638528138528139,-0.0590909090909091,-0.0533333333333333,-0.0827450980392157,-0.133333333333333,-0.1,0.0565182186234818,0.0309803921568627,-0.1,0.0857142857142857,0.0940476190476191,0.115,0.138509316770186,-0.209090909090909,0.115882352941176,-0.00631276901004304,-0.00631276901004304,-0.266666666666667,0.0743589743589744,-0.113131313131313,0.133333333333333,0.1,-0.3,0.113333333333333,0.163333333333333,0,0.00588235294117647,-0.1,0.0394542256261772,-0.1,0.176691729323308,0,0.181237183868763,0.00526315789473684,0.00526315789473684,-0.0509090909090909,0.13064263322884
"SNAI1",-0.168110233076861,-0.12407504114028,-0.153530375041439,0.0810688209216108,-0.153065739006333,-0.153436109376703,-0.152920648504731,-0.17304585790956,-0.17304585790956,-0.153703703703704,-0.0833333333333333,-0.0618121362473225,-0.0635974554739437,-0.030952380952381,0.228189666328528,0.229399343747883,-0.0277265745007681,-0.0240228707970644,-0.0257704436125983,-0.0240228707970644,0.0158152788012773,0.00998568238872127,0.018481945467944,0.0269565217391304,-0.0404062453991271,-0.0043670907013112,-0.0366666666666667,0.0410622710622711,0.0426949241234955,0.0501426934023619,-0.0325087271882097,-0.213431512962617,0.150686798708538,-0.00522860086064038,-0.00522860086064038,-0.221632289279348,0.0604591227171872,-0.0918555407695785,0.108333333333333,0.108333333333333,-0.217086834733894,0.110185185185185,0.116435185185185,0.15,-0.00782317163625575,0.153703703703704,0.131731806175189,0.156335282651072,0.17304585790956,0.156406406406406,0.173538468746998,0.152372202435261,0.153065739006333,0.194463123083813,0.0433960931807467
"Csn",-0.0870401876660201,-0.113255248410013,-0.0178480666273624,0.107038233584209,-0.0217642062502885,-0.0213197618058441,-0.0213197618058441,-0.203976760022408,-0.203976760022408,-0.0166666666666667,-0.22,-0.064726953567836,-0.0680869324473976,-0.0428571428571429,0.284858052395366,0.2860513698178,-0.053968253968254,-0.0509379509379509,-0.0444334559617479,-0.047712144486338,-0.05004329004329,-0.05941829004329,-0.0539393939393939,-0.0266666666666667,0.0580934216356927,0.0158866448133658,-0.102020202020202,0.108513708513708,0.111398323898324,0.131626380347995,0.157042074751383,-0.199852415542488,0.124944678198535,-0.00460215053763441,-0.00460215053763441,-0.28870420624152,0.0639557453416149,-0.101773932356238,0.17,0.12,-0.293181818181818,0.1825,0.1833,0,-0.00597572362278245,0.0166666666666667,0.0600933969897168,0.0201149425287356,0.203976760022408,0.0201149425287356,0.209926855991698,0.0217564430285515,0.0188703155750474,-0.0072183860560277,0.153584812559398
"PAK1",-0.167868436876515,-0.123658808049749,-0.153065739006333,0.0800295986621405,-0.153436109376703,-0.156406406406406,-0.156335282651072,-0.17304585790956,-0.17304585790956,-0.15,-0.0333333333333333,-0.0604591227171872,-0.0618117411882294,-0.0476190476190476,0.221632289279348,0.228189666328528,-0.030952380952381,-0.0277265745007681,-0.0240228707970644,-0.0240228707970644,0.018481945467944,0.0158152788012773,0.0269565217391304,0.04,-0.0392626621716811,-0.00483767893660532,-0.032051282051282,0.0366666666666667,0.0410622710622711,0.0501426934023619,0.0682030165840323,-0.208525852585259,0.149968849990589,-0.00387558733050508,-0.00387558733050508,-0.217086834733894,0.0598139614268647,-0.0913752333728446,0.108333333333333,0.0833333333333333,-0.219047619047619,0.108333333333333,0.110185185185185,0.15,-0.0118730158730159,0.15,0.131622157052382,0.153703703703704,0.17304585790956,0.153703703703704,0.17304585790956,0.152920648504731,0.153065739006333,0.194696223316913,0.0433300865800866
"LIV1",-0.167868436876515,-0.123658808049749,-0.153065739006333,0.0800295986621405,-0.153436109376703,-0.156406406406406,-0.156335282651072,-0.17304585790956,-0.17304585790956,-0.15,-0.0333333333333333,-0.0604591227171872,-0.0618117411882294,-0.0476190476190476,0.221632289279348,0.228189666328528,-0.030952380952381,-0.0277265745007681,-0.0240228707970644,-0.0240228707970644,0.018481945467944,0.0158152788012773,0.0269565217391304,0.04,-0.0392626621716811,-0.00483767893660532,-0.032051282051282,0.0366666666666667,0.0410622710622711,0.0501426934023619,0.0682030165840323,-0.208525852585259,0.149968849990589,-0.00387558733050508,-0.00387558733050508,-0.217086834733894,0.0598139614268647,-0.0913752333728446,0.108333333333333,0.0833333333333333,-0.219047619047619,0.108333333333333,0.110185185185185,0.15,-0.0118730158730159,0.15,0.131622157052382,0.153703703703704,0.17304585790956,0.153703703703704,0.17304585790956,0.152920648504731,0.153065739006333,0.194696223316913,0.0433300865800866
"EGR1",-0.167868436876515,-0.123658808049749,-0.153065739006333,0.0800295986621405,-0.153436109376703,-0.156406406406406,-0.156335282651072,-0.17304585790956,-0.17304585790956,-0.15,-0.0333333333333333,-0.0604591227171872,-0.0618117411882294,-0.0476190476190476,0.221632289279348,0.228189666328528,-0.030952380952381,-0.0277265745007681,-0.0240228707970644,-0.0240228707970644,0.018481945467944,0.0158152788012773,0.0269565217391304,0.04,-0.0392626621716811,-0.00483767893660532,-0.032051282051282,0.0366666666666667,0.0410622710622711,0.0501426934023619,0.0682030165840323,-0.208525852585259,0.149968849990589,-0.00387558733050508,-0.00387558733050508,-0.217086834733894,0.0598139614268647,-0.0913752333728446,0.108333333333333,0.0833333333333333,-0.219047619047619,0.108333333333333,0.110185185185185,0.15,-0.0118730158730159,0.15,0.131622157052382,0.153703703703704,0.17304585790956,0.153703703703704,0.17304585790956,0.152920648504731,0.153065739006333,0.194696223316913,0.0433300865800866
"DSH",-0.0480470900104667,-0.108198393669157,-0.00040805545676449,0.119787803887834,-0.0046009062391077,-0.00526315789473684,-0.00526315789473684,-0.182024585443566,-0.182024585443566,0,-0.133333333333333,-0.0677378542579299,-0.0736348235564361,-0.05,0.273209109730849,0.2728606776751,-0.0590909090909091,-0.0638528138528139,-0.0575595227386243,-0.060627007401201,-0.0716339869281046,-0.0814084230183301,-0.0827450980392157,-0.0533333333333333,0.0592767004517311,0.0284199035498625,-0.0940476190476191,0.0960084033613446,0.0981063054592466,0.122217782217782,0.146335403726708,-0.196378418329638,0.114220752130639,-0.00255507040553692,-0.00255507040553692,-0.277971014492754,0.0673604957673638,-0.111568813131313,0.163333333333333,0.113333333333333,-0.286666666666667,0.169583333333333,0.17073275862069,0,-0.00267058279622529,0,0.0396546832364795,0.00526315789473684,0.182024585443566,0.00526315789473684,0.186226266115835,0.00460956312349501,0.00174376338196485,-0.048161568585472,0.141281738902749
"GSK3",-0.0476050033614835,-0.107836194130139,0.00084194454323551,0.120478054103538,-0.00174376338196485,-0.0046009062391077,-0.00460956312349501,-0.186226266115835,-0.186226266115835,-0.00526315789473684,-0.113333333333333,-0.066088678845636,-0.0746728858401731,-0.0590909090909091,0.2728606776751,0.275937600752023,-0.0638528138528139,-0.060627007401201,-0.0580379916381458,-0.0575595227386243,-0.0814084230183301,-0.0797038775637847,-0.0716339869281046,-0.0827450980392157,0.0639018998137725,0.0303177137688406,-0.0960084033613446,0.0981063054592466,0.0994050067579479,0.130488458909512,0.145781693870673,-0.19126213925987,0.117165694512202,0.0014568166672714,0.0014568166672714,-0.273209109730849,0.0677378542579299,-0.114734112076213,0.169583333333333,0.163333333333333,-0.277971014492754,0.17073275862069,0.169023356911288,0,-0.00190722401759933,0.00526315789473684,0.0382809600945282,0.00526315789473684,0.186226266115835,0.00526315789473684,0.184335509813314,0.00130767633104218,0.00040805545676449,-0.0498358456022148,0.0431120217646454
"Frizzled",0.0514628732849072,0.107759412106383,0.00174376338196485,-0.118740073969324,0.00526315789473684,0.00526315789473684,0.00526315789473684,0.181237183868763,0.181237183868763,-0.1,0.1,0.0673604957673638,0.0788979814511729,0,-0.277971014492754,-0.273209109730849,0.05,0.0590909090909091,0.060627007401201,0.0638528138528139,0.0827450980392157,0.0716339869281046,0.0533333333333333,0.133333333333333,-0.0588438000188306,-0.0299702911467617,0.0857142857142857,-0.0940476190476191,-0.0960084033613446,-0.125714285714286,-0.138509316770186,0.193939393939394,-0.114929971988796,0.00334247198034007,0.00334247198034007,0.286666666666667,-0.0720333929636255,0.111568813131313,-0.113333333333333,-0.133333333333333,0.266666666666667,-0.163333333333333,-0.169583333333333,0.1,0.00364145658263305,0,-0.0381279656792276,0,-0.181237183868763,0,-0.182024585443566,-0.00526315789473684,-0.0046009062391077,0.0485835095137421,-0.143369905956113
"TrCP",0.167868436876515,0.123658808049749,0.153065739006333,-0.0800295986621405,0.153436109376703,0.156406406406406,0.156335282651072,0.17304585790956,0.17304585790956,0.15,0.0333333333333333,0.0604591227171872,0.0618117411882294,0.0476190476190476,-0.221632289279348,-0.228189666328528,0.030952380952381,0.0277265745007681,0.0240228707970644,0.0240228707970644,-0.018481945467944,-0.0158152788012773,-0.0269565217391304,-0.04,0.0392626621716811,0.00483767893660532,0.032051282051282,-0.0366666666666667,-0.0410622710622711,-0.0501426934023619,-0.0682030165840323,0.208525852585259,-0.149968849990589,0.00387558733050508,0.00387558733050508,0.217086834733894,-0.0598139614268647,0.0913752333728446,-0.108333333333333,-0.0833333333333333,0.219047619047619,-0.108333333333333,-0.110185185185185,-0.15,0.0118730158730159,-0.15,-0.131622157052382,-0.153703703703704,-0.17304585790956,-0.153703703703704,-0.17304585790956,-0.152920648504731,-0.153065739006333,-0.194696223316913,-0.0433300865800866
"Destcompl",0.0444079005426832,0.0369680656731044,0.0488487988804705,0.136295253960235,0.0469819850519094,0.046235716395193,0.046728302967283,-0.00839742788652708,-0.00839742788652708,0.0388888888888889,-0.0333333333333333,-0.0112322472848789,-0.00883629191321499,-0.1,0.0361650431497463,0.0356724323123079,-0.096551724137931,-0.0936945812807882,-0.0942818674374713,-0.0952489854258659,-0.000251442546524514,-0.00236114718787472,-0.00298368298368298,0.00307692307692308,0.0713529408471233,0.0352779760662735,0.0463768115942029,-0.0485507246376812,-0.0499535302489036,-0.0235414422271243,-0.0151088785739518,0.0257586094110092,-0.030019063491674,0.00844867333303966,0.00844867333303966,-0.0387966220971147,0.0113492063492064,-0.0596741136389068,0.019047619047619,0.019047619047619,-0.0422448979591837,0.0163449163449163,0.0129892116469298,-0.0388888888888889,0.0152001219041618,-0.0388888888888889,-0.0983036012510344,-0.045738203957382,0.00839742788652708,-0.045738203957382,0.00855441375779866,-0.047284889238155,-0.0488997932710875,-0.150995763318008,0.00330172033349696
"ILK",0.00595090379663173,-0.0462544247273066,0.034802492345587,0.173358488331031,0.0256930509104422,0.0241545893719807,0.0241545893719807,-0.239186147186147,-0.239186147186147,0,-0.2,-0.0804565026010404,-0.0865570241818854,0,0.317411764705882,0.3035906264945,-0.05,-0.0666666666666667,-0.0799145299145299,-0.0743589743589744,-0.119887955182073,-0.108412545346007,-0.0904761904761905,-0.133333333333333,0.0840905923344948,0.0514035087719298,-0.1,0.1,0.0967741935483871,0.162637362637363,0.18298309178744,-0.218076923076923,0.120547805722432,0.0165623123488648,0.0165623123488648,-0.329411764705882,0.0812565026010404,-0.130173467058713,0.233333333333333,0.233333333333333,-0.3,0.286274509803922,0.293966817496229,-0.1,0.0197368421052632,0,0.0369341512137471,-0.0111111111111111,0.239186147186147,-0.0111111111111111,0.240556010199846,-0.0256930509104422,-0.0296478531703292,-0.0792380952380952,0.244853294853295
"AKT",0.0115574277517795,-0.0441332126060944,0.0377255692686639,0.176273061195353,0.0296478531703292,0.0256930509104422,0.0256930509104422,-0.240556010199846,-0.240556010199846,0.0111111111111111,-0.233333333333333,-0.0801198022643401,-0.0858051444826373,-0.05,0.3035906264945,0.29966313404737,-0.0666666666666667,-0.0743589743589744,-0.0799145299145299,-0.0799145299145299,-0.108412545346007,-0.107146722561197,-0.119887955182073,-0.0904761904761905,0.0840905923344948,0.0533902637388172,-0.1,0.0967741935483871,0.0931156569630212,0.155805064500717,0.18674249028368,-0.213632478632479,0.116572270554236,0.0165623123488648,0.0165623123488648,-0.317411764705882,0.0804565026010404,-0.128569188983847,0.286274509803922,0.233333333333333,-0.329411764705882,0.293966817496229,0.190936514465926,0,0.0171727395411606,-0.0111111111111111,0.0370168641996859,-0.0241545893719807,0.240556010199846,-0.0241545893719807,0.242242757187798,-0.0296036654355819,-0.034802492345587,-0.0832092143716693,0.241627488401682
"NOTCH",-0.00798806163970975,-0.0247685342388229,-0.00400456686170972,-0.156431803490627,0.00321678321678322,0.0123076923076923,0.0123076923076923,0.0533333333333333,0.0533333333333333,0,0,0.0552380952380952,-0.0376811594202899,0,-0.176888888888889,-0.16721146953405,0.0333333333333333,0.0583333333333333,0.0506410256410256,0.0506410256410256,-0.06,-0.06,-0.06,0,0.0240816326530612,-0.0375565175565176,-0.12,0.12,0.0167741935483871,-0.0206012378426172,-0.0317948717948718,0.164210526315789,-0.0749152542372881,0.0167471819645733,0.0167471819645733,0.188888888888889,-0.0619047619047619,0.0775757575757576,-0.0333333333333333,0,0.2,-0.0666666666666667,-0.0777777777777778,0,0.0241545893719807,0,-0.00311925810991232,-0.02,-0.0533333333333333,-0.02,-0.0460869565217391,-0.00321678321678322,-0.00211788211788212,-0.00862533692722372,0.0165795889933821
"NOTCHic",-0.0134647350677016,-0.0246153948820082,-0.00659998670903796,-0.158235410705056,0.00211788211788212,0.00321678321678322,0.00321678321678322,0.0460869565217391,0.0460869565217391,0.02,0,0.0530798218568003,-0.0453734671125976,0.0333333333333333,-0.16721146953405,-0.162752870807936,0.0583333333333333,0.0506410256410256,0.0495657568238213,0.0506410256410256,-0.06,-0.0514285714285714,-0.06,-0.06,0.0224687294272548,-0.0355697625896301,-0.12,0.0167741935483871,0.0194057724957555,-0.0191927871383918,-0.0376149776149776,0.15511961722488,-0.0742863234196781,0.017487922705314,0.017487922705314,0.176888888888889,-0.0552380952380952,0.0769977228936767,-0.0666666666666667,-0.0333333333333333,0.188888888888889,-0.0777777777777778,-0.0754521963824289,0,0.0170117322291235,-0.02,-0.00211925810991232,-0.0123076923076923,-0.0460869565217391,-0.0123076923076923,-0.0485500107089313,-0.00214151439957892,0.00400456686170972,-0.00584755914944594,0.0174060352743738
"DELTA",-0.00327601975489299,-0.0199298245614035,0.00211788211788212,-0.158019105077929,0.0123076923076923,0.02,0.02,0.0533333333333333,0.0533333333333333,0,0,0.0619047619047619,-0.0333333333333333,0,-0.188888888888889,-0.176888888888889,0,0.0333333333333333,0.0506410256410256,0.0583333333333333,-0.06,-0.06,0,0.1,0.0342857142857143,-0.0338528138528138,-0.1,0.12,0.12,-0.0102564102564103,-0.0333333333333333,0.18,-0.08,0.0241545893719807,0.0241545893719807,0.2,-0.0666666666666667,0.0775757575757576,0,0,0.2,-0.0333333333333333,-0.0666666666666667,0,0.0111111111111111,0,-0.00498841698841699,0,-0.0533333333333333,0,-0.0533333333333333,-0.0123076923076923,-0.00321678321678322,-0.0142857142857143,0.0256704980842912
"RAF",-0.211954475483887,-0.208611407430561,-0.111896493756679,-0.282251267704144,-0.11221322537112,-0.0929824561403509,-0.0966666666666667,-0.145779220779221,-0.145779220779221,0,0.1,0.0227403966327313,0.0119628339140534,0.1,0.261904761904762,0.262839341344014,0.0666666666666667,0.0466666666666667,0.0541420765027322,0.0426666666666667,0.0617241379310345,0.0425752017608217,0.01,0.01,0.00247568523430593,-0.101113671274962,-0.0888888888888889,0.0888888888888889,0.104273504273504,0.195798319327731,0.221512031245732,-0.15631746031746,0.223716577540107,0.0288072692491631,0.0288072692491631,-0.266666666666667,-0.0177899015832264,-0.0959262530653492,-0.0571428571428571,-0.1,-0.3,-0.0571428571428571,-0.0177489177489177,0,0.0328072692491631,0,0.0640451999615177,0.0666666666666667,0.145779220779221,0.0666666666666667,0.16543734043734,0.115897435897436,0.110115323273218,0.107383966244726,0.137746256895193
"MEK",-0.215613012069253,-0.209157855517993,-0.111524746544783,-0.286144211743074,-0.110115323273218,-0.11221322537112,-0.115897435897436,-0.16543734043734,-0.16543734043734,-0.0666666666666667,0.1,0.0290134593633586,0.0174173793685989,0.0666666666666667,0.262839341344014,0.273058319446204,0.0466666666666667,0.0426666666666667,0.0639459980713597,0.0541420765027322,0.0425752017608217,-0.0574247982391783,0.0617241379310345,0.01,0.00788109063971134,-0.101933343406109,-0.0888888888888889,0.104273504273504,0.116682263397592,0.215535161432994,0.227281262014963,-0.142984126984127,0.229211083034612,0.0375374279793218,0.0375374279793218,-0.261904761904762,-0.0227403966327313,-0.100570215913646,-0.0571428571428571,-0.0571428571428571,-0.266666666666667,-0.0177489177489177,-0.0118665648077413,0,0.0288857006217121,0.0666666666666667,0.0648820200451997,0.0966666666666667,0.16543734043734,0.0929824561403509,0.165754800754801,0.113799533799534,0.111896493756679,0.114591173451933,0.149294168443105
"ERK",-0.2157050083894,-0.212213124999627,-0.112566413211449,-0.286324554394111,-0.111896493756679,-0.110115323273218,-0.113799533799534,-0.165754800754801,-0.165754800754801,-0.0966666666666667,0.0571428571428571,0.0274937025244529,0.0232194271501689,0.0466666666666667,0.273058319446204,0.277179198567083,0.0426666666666667,0.0541420765027322,0.067327640583437,0.0639459980713597,-0.0574247982391783,-0.075530647821351,0.0425752017608217,0.0617241379310345,0.00839391115253185,-0.105547801237434,-0.104273504273504,0.116682263397592,0.123607471153825,0.218042125221295,0.234920150903852,-0.152692864848205,0.23267848941464,0.0380098689242037,0.0380098689242037,-0.262839341344014,-0.0290134593633586,-0.102776098266588,-0.0177489177489177,-0.0571428571428571,-0.261904761904762,-0.0118665648077413,-0.00360968407379632,0.0666666666666667,0.0358624448077586,0.0929824561403509,0.0667985927622234,0.115897435897436,0.165754800754801,0.11221322537112,0.170925317806506,0.115052666631614,0.111524746544783,0.118331010850307,0.149566648007137
"RAS",0.0823463962613979,0.0636167088706365,0.106536294687383,0.307053689782262,0.0985607008760951,0.0794117647058824,0.0794117647058824,-0.278717948717949,-0.278717948717949,0.1,-0.2,-0.083426097711812,-0.0816205533596838,-0.1,0.0294117647058824,0.0264414676761794,-0.1,-0.1,-0.0943050847457627,-0.096,-0.0636842105263158,-0.108782249742002,-0.09,-0.04,0.0796825396825397,0.132493593534398,-0.1,0.105263157894737,0.107149950347567,-0.0484339622641509,0.0322025565388397,-0.0354978354978355,-0.0162793235133661,0.050640648011782,0.050640648011782,-5.55111512312578e-18,0.0813852813852814,-0.0507384615384615,0.233333333333333,0.2,-0.02,0.213333333333333,0.235555555555556,0,0.0578571428571429,-0.1,0.0330700098141959,-0.05,0.278717948717949,-0.05,0.167179487179487,-0.100245098039216,-0.106253008568403,-0.117022397891963,0.119599483204134
"AXIN2",0.150986640977883,0.0506958657247338,0.152681885237593,0.186034435451024,0.149706197081197,0.147497995188452,0.147497995188452,-0.0571815451140711,-0.0571815451140711,0.14,-0.0666666666666667,-0.0129687140556706,-0.0130705031313551,-0.1,0.0569023817327652,0.0536020516997619,-0.123076923076923,-0.127838827838828,-0.128822434396205,-0.127838827838828,-0.0735369652761948,-0.0714679997589534,-0.0744715447154472,-0.0866666666666667,0.105471639991546,0.140441268484747,0.0371929824561403,-0.0407644110275689,-0.0434671137302716,0.0780455118358344,0.0842253623602884,0.0150506467196509,-0.0308774697618511,0.0618452927951141,0.0618452927951141,-0.0613271604938272,0.0149528410397976,-0.0940165872586743,0.0734299516908213,0.0777777777777778,-0.0675,0.0719806763285024,0.0697584541062802,-0.133333333333333,0.0657531671160765,-0.14,0.109058035769418,-0.142325581395349,0.0571815451140711,-0.142325581395349,0.0542944060064595,-0.150013718458893,-0.150995763318008,0.253289650877274,0.112327143108608
"ZEB2",-0.266109348667522,-0.246422754722018,-0.226766817456217,-0.224680685783374,-0.215828460038986,-0.208421052631579,-0.197039627039627,-0.186666666666667,-0.186666666666667,-0.159090909090909,-0.1,-0.090771760016006,-0.0776392961876833,-0.075,-0.0660482374768089,-0.0538789253074967,-0.0464285714285714,-0.0435714285714286,-0.0420414950902756,-0.0411324041811847,-0.0411007357102433,-0.0374421991248775,-0.0346491228070175,-0.00833333333333333,-0.00477078477078477,0.000470328282828292,0.00512820512820513,0.00687179487179487,0.0183472047078604,0.0207085346215781,0.023855806406716,0.0538095238095238,0.0606951330127608,0.0642630170684299,0.0642630170684299,0.0844155844155844,0.0846741990403962,0.0929243669370071,0.111111111111111,0.111111111111111,0.111688311688312,0.117777777777778,0.131796469366563,0.15,0.159683038268816,0.17,0.175598203056013,0.179090909090909,0.186666666666667,0.19,0.195446109921485,0.204379076580911,0.222870713560113,0.250605106909396,0.267247066326797
"KLF4",-0.496884202067129,-0.454991597928046,-0.362832071741274,-0.303606635871564,-0.351620769642539,-0.338577291381669,-0.338577291381669,-0.329358974358974,-0.329358974358974,-0.3,-0.1,-0.0913623188405797,-0.104033613445378,0.2,0.317454545454545,0.329649667405765,0.233333333333333,0.25,0.244825268817204,0.24375,-0.16855614973262,-0.169587077567672,-0.150909090909091,-0.16,-0.109020075732114,-0.315486802053519,-0.305454545454545,0.33177033492823,0.347234252454003,0.168202432488147,0.192757713625535,-0.357847341337907,0.370305010893246,0.0969762641898865,0.0969762641898865,-0.297454545454545,0.0826666666666667,-0.142507122507122,0.22,0.2,-0.245454545454545,0.272380952380952,0.302010582010582,0.233333333333333,0.0777777777777778,0.3,0.194828941947276,0.317647058823529,0.329358974358974,0.317647058823529,0.344800150829563,0.352370394829945,0.357975284692706,0.404390782623404,0.193963845565481
"FOXC2",-0.496884202067129,-0.454991597928046,-0.362832071741274,-0.303606635871564,-0.351620769642539,-0.338577291381669,-0.338577291381669,-0.329358974358974,-0.329358974358974,-0.3,-0.1,-0.0913623188405797,-0.104033613445378,0.2,0.317454545454545,0.329649667405765,0.233333333333333,0.25,0.244825268817204,0.24375,-0.16855614973262,-0.169587077567672,-0.150909090909091,-0.16,-0.109020075732114,-0.315486802053519,-0.305454545454545,0.33177033492823,0.347234252454003,0.168202432488147,0.192757713625535,-0.357847341337907,0.370305010893246,0.0969762641898865,0.0969762641898865,-0.297454545454545,0.0826666666666667,-0.142507122507122,0.22,0.2,-0.245454545454545,0.272380952380952,0.302010582010582,0.233333333333333,0.0777777777777778,0.3,0.194828941947276,0.317647058823529,0.329358974358974,0.317647058823529,0.344800150829563,0.352370394829945,0.357975284692706,0.404390782623404,0.193963845565481
"miR200",-0.297881737035026,-0.284052640474177,-0.26567752073573,-0.212739035217206,-0.258339858398068,-0.25159828536436,-0.249859154929577,-0.214156142365098,-0.214156142365098,-0.22,0,-0.0139736290789083,-0.0134180790960452,0.02,0.102996521189121,0.111136056072842,0.0325,0.0391666666666667,0.042964135021097,0.042964135021097,-0.0388311688311688,-0.0422325293753865,-0.0342857142857143,-0.0142857142857143,-0.026568228519448,-0.0790127867018301,-0.0800985221674877,0.0938916256157635,0.10236620188695,0.0438048118515168,0.0562576312576313,-0.11642166344294,0.187494387003589,0.113557347670251,0.113557347670251,-0.0884803921568627,0.00989839396919043,-0.0184312255636887,0.0357894736842105,0.02,-0.0708333333333333,0.0443609022556391,0.0556816569726202,0.2,0.108333333333333,0.22,0.1772279959986,0.24,0.214156142365098,0.241739130434783,0.222385568799013,0.256452561522984,0.263101763159973,0.292302605303097,0.102007551187207
