"","CDC42","TGFR","PAK1","NOTCH","NOTCHic","NFB","Csl","SUFU","Jagged","AKT","SMO","IKK","ZEB2","TrCP","FUS","Csn","SNAI2","Destcompl","cMet","STAT","TCFLEF","cateninnuc","Ecadherin","CD44","AXIN2","SRC","RAF","GSK3","miR200","RAS","LIV1","KLF4","Frizzled","GLI","PI3K","DELTA","cateninmemb","DSH","Wnt","TWIST1","SNAI1","Patched","ZEB1","SHH","ILK","SMAD","HEY1","RKIP","EGR1","ERK","cfos","MEK","FOXC2","SOSGRB2","TGF"
"FOXC2",-0.0674545454545455,-0.0981212121212121,-0.0954545454545455,-0.143849454940068,-0.14488038277512,0.1,-0.129090909090909,0,-0.0883294716278225,0.0867724867724868,-0.0833333333333333,0.0571428571428571,0.000366357069143447,0.1,-0.1,0,-0.203931841436989,-0.0385358998412498,-0.063155494756042,-0.0333333333333333,-0.0766672004416607,-0.0937282216122709,-0.297175624778016,-0.0970685382343028,-0.0800995611990614,-0.0980392156862745,-0.0667948717948718,0.0618638267361543,0.00183150183150183,-0.0881184012066365,0.1,-0.0148148148148148,0.0980392156862745,0.0959141154456971,0.0667948717948718,0.0667948717948718,0.0985019914593085,0.0333333333333333,0.063155494756042,0.0561220043572985,-0.01035322986437,0.114583333333333,-0.000366357069143447,0.102755376344086,0.0346666666666667,0.031768115942029,0.0460656990068755,-0.0160791589363018,-0.08,-0.101390374331551,-0.107272727272727,-0.106545013506809,0.0940977123524008,-0.0691680960548885,0.0888529194382853
"TGFR",0.30031746031746,0.194960317460317,0.295555555555556,-0.0395104605970396,-0.0402298850574713,0.180952380952381,-0.0333333333333333,0.0866666666666667,0.0523166527928966,0.180340385848342,0.066551724137931,0.175689223057644,0.000972219496462838,0.166666666666667,0.07,0.166666666666667,-0.0618495846116383,0.0262959705085782,-0.0521383647798742,-0.0666666666666667,-0.0607508049712618,-0.0686338873450439,-0.0870085214065259,-0.0679278384640847,-0.0664267169274322,-0.0766666666666667,-0.121428571428571,0.234914832508122,0.118127810577755,-0.130200501253133,0.1,0.00743570883731067,0.0957142857142857,0.0860246935049126,0.121428571428571,0.121428571428571,0.0753094550246486,0.0857142857142857,0.0711859838274933,-0.125322261763543,-0.123818099304825,-0.057176724137931,-0.000972219496462838,-0.0588716393921683,-0.0604203323558162,-0.0579292291529692,-0.0637171973786772,-0.216320346320346,-0.414285714285714,-0.463876357560568,-0.461654135338346,-0.463876357560568,-0.201445997992894,-0.494996751137102,-0.19992485646741
"Destcompl",0.128662913441239,0.124978702914923,0.116938775510204,0.0477083230307069,0.0447023110066588,0.0277432712215321,0.045789267528398,0.1,0.0326180291570377,0.0265581935263873,0.103940886699507,0.0178333613116222,0.00954091596552281,0.0333333333333333,0.0896551724137931,0.019047619047619,0.16927791114624,-0.0687927188703909,0.0529806934018752,0.0523809523809524,0.0505537868388001,0.0450463926521607,0.0361764377933923,0.0417866635511289,0.0399198330726529,0.0345727332028702,-0.0175416591754738,-0.0189495253488309,0.0899311778777421,-0.0250769809965099,-0.0166666666666667,0.01352416400347,-0.0345727332028702,-0.0414483187206056,0.0175416591754738,0.0175416591754738,0.0106591107295022,-0.0523809523809524,-0.052394515381088,-0.0216322929434807,-0.00479494060753267,-0.0982414048342224,-0.00954091596552281,-0.103463841971553,-0.0188095238095238,-0.021499582289056,-0.0213938198553583,-0.0148321540802944,-0.0353846153846154,-0.0246543620314112,-0.0262937062937063,-0.0309834759554618,-0.11672420875424,-0.035133729937504,-0.131382643801622
"MEK",0.22952380952381,0.24167334223409,0.22,0.142288976230582,0.137179487179487,0.126785714285714,0.133333333333333,0.133333333333333,0.149241791681743,0.138407817672524,0.149333333333333,0.141937229437229,0.0139948987725171,0.1,0.153333333333333,0.114285714285714,0.433467617014017,-0.0108935741135636,-0.010863697705803,-0.0333333333333333,-0.00419098110942225,-0.000101761778567232,0.136197218214544,-0.000374187216292479,0.000344331673445597,-0.00701754385964912,0.0756632256632257,-0.0327516104111849,0.16702979417086,0.0810600510600511,0,0.0199426111908178,0.0133333333333333,0.00668997668997669,-0.0756632256632257,-0.0756632256632257,-0.11440878262973,0.0333333333333333,0.0171794871794872,-0.203676225735049,-0.173772244971136,-0.160808743169399,-0.0139948987725171,-0.161462337940641,-0.173883861428505,-0.171300835598247,-0.184200190053849,0.0696299572460563,0.21,0.165685986793837,0.172068965517241,0.0673526534605038,-0.2536920209334,0.0307936507936508,-0.243863123255988
"DELTA",-0.2,-0.166666666666667,-0.2,-0.08,-0.08,0,-0.1,0,0.0165367965367965,-0.0666666666666667,-0.0333333333333333,-0.0333333333333333,0.0161835748792271,0,0,0,-0.0694067370537959,0.0348416988416988,0.04,0,0.0390675990675991,0.0665401265401266,0.0491228070175439,0.0784615384615385,0.0785714285714286,0.1,0.06,-0.0823754789272031,-0.112121212121212,0.105454545454545,0,-0.00555555555555556,-0.1,-0.0784615384615385,-0.06,-0.06,-0.0583190049387232,0,-0.04,0.08,0.141666666666667,0.00833333333333333,-0.0161835748792271,0.0314102564102564,0.0333333333333333,0.0285714285714286,0.133333333333333,0.174358974358974,0.1,0.26,0.2,0.326666666666667,0.205714285714286,0.26,0.194666666666667
"Patched",0.0333333333333333,0.0733333333333333,0.0333333333333333,0.242424242424242,0.233333333333333,-0.1,0.2,0,0.171640211640212,-0.0928571428571429,0.133333333333333,-0.05,0.0166666666666667,0,0.1,0,0.343264367816092,0.0406393606393606,0.2,0.1,0.227777777777778,0.238457389428263,0.0801267529665588,0.233333333333333,0.0935064935064935,0.2,0.0423076923076923,-0.0732600732600732,-0.123809523809524,0.0610576923076923,-0.1,0.0388888888888889,-0.3,-0.325,-0.0423076923076923,-0.0423076923076923,0.113010752688172,-0.2,-0.3,-0.0759259259259259,0.0801075268817204,-0.253333333333333,-0.0166666666666667,-0.265833333333333,-0.0166666666666667,-0.0166666666666667,-0.0230769230769231,0.105714285714286,0.1,0.12,0.1,0.143076923076923,0.065,0.0333333333333333,-0.0816666666666667
"ZEB1",-0.158712310511411,-0.14399149832867,-0.136973180076628,-0.0596499756927565,-0.0588235294117647,-0.150175438596491,-0.0666666666666667,-0.0916666666666667,-0.0843430187222874,-0.147856937425531,-0.0757575757575758,-0.132142651711245,0.0168309704229979,-0.133333333333333,-0.0666666666666667,-0.113333333333333,0.116963710513408,0.0150700544953803,0.02391568259574,0.0128205128205128,0.0317171010354563,0.04228461571256,0.143135043969338,0.0447490159290733,0.0505509380875792,0.0494058786741714,0.059404508141577,-0.0288075481843977,-0.158858918897989,0.0731052955431518,-0.0666666666666667,0.0175754043751961,-0.0603948896631823,-0.0556698037525294,-0.059404508141577,-0.059404508141577,-0.0390426164005181,-0.0238095238095238,-0.0353948896631823,0.00325377425605866,0.101181354790084,0.0600713012477718,-0.0168309704229979,0.0668328670840708,0.102024901096866,0.103947978019942,0.110743686365448,0.12812529829938,0.15,0.176823529411765,0.178,0.181669344389738,0.163487713319827,0.178323586744639,0.151078112501898
"ERK",0.24167334223409,0.243863123255988,0.22952380952381,0.144228034402327,0.142288976230582,0.141937229437229,0.137179487179487,0.153333333333333,0.145928538669695,0.144829836021147,0.160808743169399,0.138407817672524,0.0188767885362967,0.114285714285714,0.149333333333333,0.126785714285714,0.436623613407164,-0.00717316825110588,-0.000374187216292479,-0.00701754385964912,-0.000101761778567232,-0.00162953955634501,0.139389803178498,-0.00419098110942225,-0.00599713174118855,-0.010863697705803,0.0810600510600511,-0.0297543352068252,0.163843519661056,0.0787498200369488,0.0333333333333333,0.0137410608032209,0.0171794871794872,0.0109506283190494,-0.0810600510600511,-0.0810600510600511,-0.113304826787963,0.0133333333333333,0.00668997668997669,-0.201595781907033,-0.171688911637803,-0.161462337940641,-0.0188767885362967,-0.163394705090399,-0.171300835598247,-0.172820592437152,-0.181811111555555,0.0682371995858892,0.172068965517241,0.0673526534605038,0.165685986793837,0.0553749375830665,-0.258307405548785,0.0220557867159809,-0.249632354025218
"RKIP",0.22,0.22952380952381,0.2,0.137179487179487,0.133333333333333,0.114285714285714,0.133333333333333,0.1,0.141864742501415,0.141937229437229,0.153333333333333,0.126785714285714,0.0195504543280727,0.1,0.133333333333333,0.1,0.432980999009151,-0.00754629377883557,-0.00701754385964912,0,-0.000374187216292479,-0.00419098110942225,0.134375724589771,-0.010863697705803,-0.0104664791373652,-0.0333333333333333,0.0850649350649351,-0.0325059101654846,0.176008122344235,0.0756632256632257,0,0.0395504543280727,0.0333333333333333,0.0171794871794872,-0.0850649350649351,-0.0850649350649351,-0.110750246044364,0,0.0133333333333333,-0.19451871657754,-0.17313121933011,-0.149333333333333,-0.0195504543280727,-0.160808743169399,-0.170913564398802,-0.173883861428505,-0.178745644599303,0.0841036414565826,0.21,0.172068965517241,0.21,0.165685986793837,-0.250088417329797,0.0419047619047619,-0.24167334223409
"RAF",0.22,0.22952380952381,0.2,0.137179487179487,0.133333333333333,0.114285714285714,0.133333333333333,0.1,0.141864742501415,0.141937229437229,0.153333333333333,0.126785714285714,0.0195504543280727,0.1,0.133333333333333,0.1,0.432980999009151,-0.00754629377883557,-0.00701754385964912,0,-0.000374187216292479,-0.00419098110942225,0.134375724589771,-0.010863697705803,-0.0104664791373652,-0.0333333333333333,0.0850649350649351,-0.0325059101654846,0.176008122344235,0.0756632256632257,0,0.0395504543280727,0.0333333333333333,0.0171794871794872,-0.0850649350649351,-0.0850649350649351,-0.110750246044364,0,0.0133333333333333,-0.19451871657754,-0.17313121933011,-0.149333333333333,-0.0195504543280727,-0.160808743169399,-0.170913564398802,-0.173883861428505,-0.178745644599303,0.0841036414565826,0.21,0.172068965517241,0.21,0.165685986793837,-0.250088417329797,0.0419047619047619,-0.24167334223409
"SHH",0.0333333333333333,0.0333333333333333,0,0.233333333333333,0.2,0,0.1,0,0.145714285714286,-0.05,0.1,-0.1,0.025,0,0,0,0.331264367816092,0.0527272727272727,0.2,0.1,0.233333333333333,0.227777777777778,0.0713888888888889,0.2,0.0571428571428571,0.1,0.05,-0.058974358974359,-0.116666666666667,0.0423076923076923,0,0.05,-0.2,-0.3,-0.05,-0.05,0.118566308243728,-0.2,-0.3,-0.05,0.0833333333333333,-0.133333333333333,-0.025,-0.253333333333333,0,-0.0166666666666667,0,0.12,0,0.1,0.1,0.12,0.075,0,-0.0733333333333333
"AXIN2",0.0956172839506173,0.108891620233803,0.111666666666667,0.0201408927724717,0.0221679197994987,0.0251207729468599,0.0185964912280702,0.05,0.0433474750866055,0.0288405797101449,0.0694139194139194,0.0410628019323672,0.0267779064732402,0,0.0884615384615385,0.0555555555555556,0.10508073231698,0.0332126020278117,0.033672814755413,0.02,0.0399198330726529,0.0509444763930161,0.00993494866852172,0.0548084614431101,-0.0408883256504893,0.0595348837209302,-0.045542255057826,-0.0404846955739404,0.0776995750676696,-0.0318939610945714,-0.0666666666666667,0.0251727201786308,-0.0595348837209302,-0.0544275317365451,0.045542255057826,0.045542255057826,0.0200285844579796,-0.02,-0.033672814755413,-0.0411036260461548,-0.0229693396021549,-0.085485347985348,-0.0267779064732402,-0.0759771512640365,-0.01256038647343,-0.010576259489303,-0.013540141126348,-0.0345874197487101,-0.0466666666666667,-0.0365458551781779,-0.039349593495935,-0.0365458551781779,-0.0905403885731755,-0.0145176873928627,-0.101630894161196
"TrCP",-0.203641456582633,-0.214247517188694,-0.20952380952381,-0.00131868131868132,-0.00461538461538462,-0.0458333333333333,0,-0.019047619047619,-0.0200820126107703,-0.0415448343079922,-0.026036866359447,-0.056359649122807,0.027765246742147,-0.0333333333333333,-0.0357142857142857,-0.0583333333333333,-0.115954482857375,0.050527373066137,0.0555855855855856,0.07,0.0508624466050209,0.0425865845360553,0.0117279681270599,0.0427142984568727,0.0471567989590111,0.0366666666666667,0.0943846644348797,-0.0773885281385281,-0.0856913846910861,0.0848392098894251,-0.05,0.033335935467083,-0.0366666666666667,-0.0428925973470261,-0.0943846644348797,-0.0943846644348797,-0.0411213008629619,-0.07,-0.0550877192982456,0.10926359872012,0.121149581413622,0.0322097058656198,-0.027765246742147,0.0262097058656198,0.0227769243898276,0.0214866018091825,0.023559543757533,0.185046426869631,0.32,0.339602063375092,0.324347826086957,0.336935396708425,0.211004421953811,0.266886688668867,0.20331855544006
"LIV1",-0.203641456582633,-0.214247517188694,-0.20952380952381,-0.00131868131868132,-0.00461538461538462,-0.0458333333333333,0,-0.019047619047619,-0.0200820126107703,-0.0415448343079922,-0.026036866359447,-0.056359649122807,0.027765246742147,-0.0333333333333333,-0.0357142857142857,-0.0583333333333333,-0.115954482857375,0.050527373066137,0.0555855855855856,0.07,0.0508624466050209,0.0425865845360553,0.0117279681270599,0.0427142984568727,0.0471567989590111,0.0366666666666667,0.0943846644348797,-0.0773885281385281,-0.0856913846910861,0.0848392098894251,-0.05,0.033335935467083,-0.0366666666666667,-0.0428925973470261,-0.0943846644348797,-0.0943846644348797,-0.0411213008629619,-0.07,-0.0550877192982456,0.10926359872012,0.121149581413622,0.0322097058656198,-0.027765246742147,0.0262097058656198,0.0227769243898276,0.0214866018091825,0.023559543757533,0.185046426869631,0.32,0.339602063375092,0.324347826086957,0.336935396708425,0.211004421953811,0.266886688668867,0.20331855544006
"DSH",-0.0646376811594203,-0.0636853002070394,-0.0733333333333333,0.118344400697342,0.11624649859944,-0.114166666666667,0.114285714285714,0,0.0233265624784093,-0.115316091954023,0.0138528138528139,-0.114166666666667,0.0298075142414094,-0.0666666666666667,0.00909090909090909,-0.126666666666667,0.038036958575684,0.0251601322936681,0.0947368421052632,0.1,0.0973038556656542,0.0968586196905874,0.0479170236211901,0.0953990937608923,0.0709945495579879,0.0947368421052632,0.094735496579674,0.0308204898816148,-0.0751061683912294,0.0938951604452202,-0.1,0.0392891137037339,-0.0947368421052632,-0.095390436876505,-0.094735496579674,-0.094735496579674,0.0278762247946832,-0.1,-0.0947368421052632,0.0079423684367364,0.0107936507936508,-0.0138528138528139,-0.0298075142414094,-0.0181472923804212,0.00566227705979934,0.00453020158810122,-0.00350417779309157,0.0555211455211455,0.146666666666667,0.129673202614379,0.14078431372549,0.143958916900093,0.0744075100745847,0.192682926829268,0.0633368681512902
"SNAI1",-0.214247517188694,-0.20331855544006,-0.203641456582633,-0.00295133437990581,-0.00131868131868132,-0.056359649122807,-0.00461538461538462,-0.0357142857142857,-0.0144349537872409,-0.0491837231968811,-0.0322097058656198,-0.0415448343079922,0.0301022701123807,-0.0583333333333333,-0.026036866359447,-0.0458333333333333,-0.11887100984363,0.044496671311751,0.0427142984568727,0.0366666666666667,0.0425865845360553,0.0473361973393594,0.0112076767638965,0.0508624466050209,0.0585787103809225,0.0555855855855856,0.0848392098894251,-0.0836591552012344,-0.0873244298399814,0.0914073543886041,-0.07,0.0286630382708213,-0.0550877192982456,-0.0507536576760937,-0.0848392098894251,-0.0848392098894251,-0.0454390901548444,-0.0366666666666667,-0.0428925973470261,0.103212316668838,0.0238186205595292,0.0262097058656198,-0.0301022701123807,0.0302873757685325,0.0214866018091825,0.022101607959244,0.0223690675670568,0.183372786702267,0.324347826086957,0.336935396708425,0.339602063375092,0.337832257694973,0.21113148675686,0.28084895281981,0.205939523181995
"Wnt",-0.0666666666666667,-0.0733333333333333,-0.1,0.114285714285714,0.114285714285714,-0.0666666666666667,0.1,0,0.0192156862745098,-0.114166666666667,0,-0.126666666666667,0.0307508369201339,-0.1,0,-0.1,0.0317241379310345,0.0262955525459612,0.1,0.1,0.0947368421052632,0.0953990937608923,0.0470149113933536,0.0947368421052632,0.0690909090909091,0.1,0.0909774436090226,0.0375391849529781,-0.0971717171717172,0.0955228981544771,0,0.00392156862745098,0,-0.0947368421052632,-0.0909774436090226,-0.0909774436090226,0.0291101694915254,0,-0.1,0.00911764705882353,0.019047619047619,-0.00909090909090909,-0.0307508369201339,-0.0138528138528139,0.0145299145299145,0.0122043331345657,0.00564102564102564,0.0433333333333333,0.1,0.146666666666667,0.0666666666666667,0.14078431372549,0.077165991902834,0.172727272727273,0.0646376811594203
"GSK3",-0.0636853002070394,-0.0633368681512902,-0.0646376811594203,0.120162582515524,0.118344400697342,-0.114166666666667,0.11624649859944,0.00909090909090909,0.0249324018944677,-0.11189728853522,0.0138528138528139,-0.115316091954023,0.0308476331121374,-0.126666666666667,0.0138528138528139,-0.114166666666667,0.0386409275144243,0.0250544612827487,0.0953990937608923,0.0947368421052632,0.0968586196905874,0.0969244091642716,0.0480816597752896,0.0973038556656542,0.0723644125716865,0.0947368421052632,0.0938951604452202,-0.0686803420651406,-0.077099134393574,0.0945254125460605,-0.1,0.0316555259174744,-0.0947368421052632,-0.0972772293293352,-0.0938951604452202,-0.0938951604452202,0.0277878074648866,-0.0947368421052632,-0.095390436876505,0.00422918021650592,0.0104614248800295,-0.0181472923804212,-0.0308476331121374,-0.0191042301794643,0.00453020158810122,0.00527982677550752,-0.00454224007682859,0.0482529750950804,0.14078431372549,0.143958916900093,0.129673202614379,0.141118007809184,0.0697823107125433,0.18942711287578,0.0594907143051364
"Frizzled",-0.0733333333333333,-0.0646376811594203,-0.0666666666666667,0.11624649859944,0.114285714285714,-0.126666666666667,0.114285714285714,0,0.0202257872846108,-0.114166666666667,0.00909090909090909,-0.114166666666667,0.0376815299894408,-0.1,0,-0.0666666666666667,0.0358250843032742,0.0249692925990116,0.0947368421052632,0.1,0.0953990937608923,0.0973038556656542,0.0481804125588547,0.0947368421052632,0.0714164904862579,0.1,0.0955228981544771,0.0296603970741902,-0.0799842171717172,0.094735496579674,-0.1,0.0324929971988796,-0.1,-0.0947368421052632,-0.0955228981544771,-0.0955228981544771,0.0275228679042238,0,-0.0947368421052632,0.0100700280112045,0.0174603174603175,-0.0138528138528139,-0.0376815299894408,-0.0138528138528139,0.0122043331345657,0.00566227705979934,0.00351336606655755,0.0576190476190476,0.0666666666666667,0.14078431372549,0.146666666666667,0.129673202614379,0.0748404105074852,0.2,0.0636853002070394
"SMAD",-0.154862508383635,-0.1654770335233,-0.161904761904762,-0.0919430760810071,-0.0982922824302135,-0.119047619047619,-0.0971428571428571,-0.108333333333333,-0.0974234045524368,-0.118106442577031,-0.105833333333333,-0.132773109243697,0.0422525351882412,-0.1,-0.120833333333333,-0.133333333333333,-0.0525731842390941,0.00361569175335184,0.0626890756302521,0.0685714285714286,0.0605832411662087,0.0511607487649929,0.056489963123159,0.0485072574484339,0.0451275785324541,0.0352380952380952,0.00193319344411048,-0.123435120991512,-0.0774582912718313,-0.00957996445062637,-0.04,0.04986280717624,-0.0619047619047619,-0.0751587740796374,-0.00193319344411048,-0.00193319344411048,-0.0509872297616488,-0.0952380952380952,-0.0888278388278388,0.0856158228446152,0.115448708101934,0.112255351681957,-0.0422525351882412,0.102961671384559,0.120609892390714,0.0191813209621429,0.138204006586723,0.169148346390675,0.285714285714286,0.295916836351945,0.288940092165899,0.294955297890407,0.167532374176119,0.231433007985803,0.152329623164734
"AKT",-0.0808823529411765,-0.084947393591583,-0.0808823529411765,0.0923076923076923,0.0923076923076923,0.00588235294117647,0.0923076923076923,0,0.00439467874985477,-0.0956716486128251,0,0.00331825037707391,0.0451797815982558,0.0333333333333333,0,0,-0.0493419977570419,0.00896651407417085,0.0743069490895578,0.0888888888888889,0.0740553328043927,0.0723630251120849,-0.0016529285693646,0.0726120338353205,0.0582901839436136,0.0758454106280193,0.0281385281385281,-0.0523858011761238,-0.0851231304943937,0.025969853439733,-0.1,0.0522098515519568,-0.0758454106280193,-0.0726309714359265,-0.0281385281385281,-0.0281385281385281,0.0472952266947637,-0.0888888888888889,-0.0743069490895578,0.0199670742374124,0.00849887399658567,0.00277777777777778,-0.0451797815982558,-0.000380116959064328,0.0198101640656262,0.0201468644023266,0.0112101209536807,0.045066187009921,0.123809523809524,0.113009138081462,0.117927170868347,0.123135720359943,0.0919419279907085,0.192478632478632,0.0852495083952084
"PI3K",-0.0808823529411765,-0.0808823529411765,-0.075,0.0923076923076923,0.0923076923076923,0,0.1,0,0.00307017543859649,0.00331825037707391,0,0.00588235294117647,0.0506592336530503,0,0,0.0333333333333333,-0.0496435052947303,0.00871837511635447,0.0758454106280193,0.1,0.0726120338353205,0.0740553328043927,-0.000137777054213086,0.0743069490895578,0.0600952380952381,0.0888888888888889,0.0281385281385281,-0.0535954785954786,-0.0904707240772814,0.0281385281385281,-0.1,0.0445175438596491,-0.0888888888888889,-0.0743069490895578,-0.0281385281385281,-0.0281385281385281,0.0457661747069961,-0.1,-0.0758454106280193,0.0202728846349659,0.0142632850241546,0,-0.0506592336530503,0.00277777777777778,0.0254101640656262,0.0198101640656262,0.0164732788484176,0.0469295410471881,0.0666666666666667,0.117927170868347,0.123809523809524,0.113009138081462,0.0919419279907085,0.196923076923077,0.084947393591583
"SOSGRB2",0.301428571428571,0.305274725274725,0.271428571428571,0.234314980793854,0.227272727272727,0.111111111111111,0.227272727272727,0.2,0.236862137912921,0.133040935672515,0.25,0.116374269005848,0.0798370927318296,0,0.233333333333333,0.1,0.449454667495597,-0.102853783055125,-0.0211180124223602,0,-0.0146801787076387,-0.0186954750747515,0.124280728935856,-0.0283643892339544,-0.0212046204620462,-0.0428571428571429,0.0340866290018832,-0.193151844259839,0.228097643734706,0.0212661161813704,0,0.0841228070175439,0.0428571428571429,0.0334368530020704,-0.0340866290018832,-0.0340866290018832,-0.111472563472563,0,0.0261904761904762,-0.250434782608696,-0.317334754797441,-0.252702702702703,-0.0798370927318296,-0.264330609679447,-0.276344086021505,-0.278441988119407,-0.282481060606061,-0.0259502923976608,0.314285714285714,0.262033462033462,0.280952380952381,0.243851643851644,-0.326984126984127,0.101666666666667,-0.317331462863378
"TCFLEF",0.0983303518187239,0.0936574546224622,0.0820512820512821,0.271452986564261,0.267798501514427,-0.0748051948051948,0.263876932886976,0.183333333333333,0.188144825427671,-0.0833255314110854,0.194761904761905,-0.0909342270632593,0.0868389154704944,-0.0857142857142857,0.19,-0.0948051948051948,0.343576450522121,0.0508110665230464,0.219273504273504,0.225,0.123686826368211,0.122398166574397,0.245531401476041,0.217386711820674,0.0821347985347985,0.215,0.145470447755646,-0.13014218706418,-0.0330731584346042,0.141922484549339,-0.2,0.0844155844155844,-0.207647058823529,-0.209436091047344,-0.145470447755646,-0.145470447755646,-0.127322523925918,-0.217647058823529,-0.211920563097034,-0.151153180908779,-0.0763988057502702,-0.199600614439324,-0.0868389154704944,-0.205735583764477,-0.076192906508696,-0.0760017019197859,-0.110319789386875,0.054873031179685,0.162857142857143,0.134843205574913,0.126271777003484,0.134162933466069,-0.0943617140468407,0.140854905573468,-0.0969687129006079
"RAS",0.24,0.251764705882353,0.26,0.117676266137041,0.115789473684211,-0.0333333333333333,0.1,0.1,0.0990262172284644,-0.00777777777777777,0.116666666666667,-0.0133333333333333,0.0978497790868925,0,0.1,0,0.318171428240658,-0.0940916563009586,-0.117647058823529,-0.1,-0.0988581881197651,-0.0900763184313798,0.0419354109671976,-0.0942428035043805,-0.0764426877470356,-0.1,0.0835897435897436,-0.0607235142118863,0.208707692307692,-0.0067948717948718,0,0.0885714285714286,0.1,0.0968137254901961,-0.0835897435897436,-0.0835897435897436,-0.0531218540190195,0.1,0.117647058823529,-0.181123840698309,-0.230226155358899,-0.128666666666667,-0.0978497790868925,-0.123581920903955,-0.141558441558442,-0.143599257884972,-0.140316205533597,-0.10488679245283,0.04,0.0426315789473684,0.09,0.0171413828689371,-0.266984126984127,-0.00303030303030304,-0.252754804892254
"CD44",0.3,0.35,0.2,0.201503759398496,0.185714285714286,0,0.2,0.1,0.133986013986014,0.0866666666666667,0.15,0.0666666666666667,0.123809523809524,-0.1,0.1,0,0.347323787323787,-0.142229619120375,0,0.1,-0.117054263565891,-0.124746571258199,-0.0828959939203127,-0.133333333333333,-0.11,0,0.0142857142857143,-0.189880952380952,0.277689942907334,-0.00571428571428572,-0.1,0.219047619047619,0.1,0.133333333333333,-0.0142857142857143,-0.0142857142857143,0.0595421245421246,0,0.1,-0.302271062271062,-0.395507708665603,-0.17,-0.123809523809524,-0.179090909090909,-0.194444444444444,-0.208730158730159,-0.21578947368421,-0.0911111111111111,0.2,0.205,0.225,0.155,-0.39125,0.204761904761905,-0.377777777777778
"cMet",0.35,0.377777777777778,0.3,0.199376099824028,0.201503759398496,0.0666666666666667,0.185714285714286,0.1,0.149203405290362,0.0866666666666667,0.17,0.0866666666666667,0.124819624819625,0,0.15,0,0.349513568345685,-0.150337727228484,-0.133333333333333,0,-0.124746571258199,-0.114012107981363,-0.0790792000271829,-0.117054263565891,-0.0893650793650794,0,-0.00571428571428572,-0.199558371735791,0.285502442907334,0.00371967654986523,-0.1,0.223809523809524,0.1,0.11969696969697,0.00571428571428572,0.00571428571428572,0.0485100960723737,0.1,0.133333333333333,-0.316877803844096,-0.400592454428315,-0.179090909090909,-0.124819624819625,-0.182215909090909,-0.208730158730159,-0.214184704184704,-0.229514963880289,-0.105925925925926,0.225,0.155,0.205,0.145909090909091,-0.397579113924051,0.171428571428571,-0.377777777777778
