"","KLF4","Ecadherin","cateninmemb","cateninnuc","TCFLEF","GLI","Wnt","Frizzled","SRC","Jagged","NOTCH","SNAI2","GSK3","PI3K","EGR1","HEY1","ILK","cfos","Csn","ERK","MEK","AKT","IKK","RKIP","SOSGRB2","TGF","TWIST1","PAK1","CDC42","TGFR","SNAI1","SHH","Patched","SMO","NFB","FUS","SMAD","TrCP","SUFU","RAF","DELTA","FOXC2","RAS","Csl","LIV1","NOTCHic","STAT","DSH","cMet","CD44","Destcompl","AXIN2","ZEB2","ZEB1","miR200"
"NFB",-0.0621794871794872,0.321923652574064,0.313546100740505,0.259052587342376,0.252856508911004,0.244068952271199,0.231709401709402,0.220940170940171,0.220940170940171,0.175108958756144,0.210704277801052,0.520760176068051,0.101750700280112,0.0295144125490998,-0.0428571428571429,0.0924351319475159,0.0830376787678768,-0.0468571428571429,0.0571428571428571,-0.0535238095238095,-0.0580989729225023,0.130956670956671,0.126512226512227,-0.0866960907944515,0.105674480318443,-0.110256488940033,0.389430438842204,0.127777777777778,0.118686868686869,0.114686868686869,0.102354309239701,-0.0206213359183862,-0.0254406130268199,-0.0288888888888889,-0.123809523809524,-0.04,-0.0819224371321891,-0.1,-0.08,-0.0295144125490998,-0.0295144125490998,0.352825005892735,-0.0295144125490998,-0.195670995670996,-0.15,-0.203607503607504,-0.205555555555556,-0.205555555555556,-0.231709401709402,-0.243573808489063,-0.042403635947078,-0.279422492401216,0.0694970760233918,0.0694970760233918,-0.0362931490331989
"Jagged",-0.105555555555556,0.149052631578947,0.17705139930492,0.144475524475524,0.136783216783217,0.127692307692308,0.12,0.1,0.1,0.052034632034632,0.134285714285714,0.271116138763198,0.0839080459770115,0.0533333333333333,-0.1,0.1,0,-0.2,0,-0.18,-0.213333333333333,-0.0222222222222222,-0.0333333333333333,-0.174358974358974,0.06,0.00711111111111111,0.179,0,0,-0.0111111111111111,0.15,0.041025641025641,0.0333333333333333,0.0333333333333333,0,0,-0.00476190476190476,0,0,-0.0533333333333333,-0.0533333333333333,0.252857142857143,-0.0442424242424242,-0.1,0,-0.12,0,0,-0.12,-0.127692307692308,-0.173667953667954,-0.162857142857143,0.0838164251207729,0.0838164251207729,-0.0454545454545455
"DELTA",-0.105555555555556,0.149052631578947,0.17705139930492,0.144475524475524,0.136783216783217,0.127692307692308,0.12,0.1,0.1,0.052034632034632,0.134285714285714,0.271116138763198,0.0839080459770115,0.0533333333333333,-0.1,0.1,0,-0.2,0,-0.18,-0.213333333333333,-0.0222222222222222,-0.0333333333333333,-0.174358974358974,0.06,0.00711111111111111,0.179,0,0,-0.0111111111111111,0.15,0.041025641025641,0.0333333333333333,0.0333333333333333,0,0,-0.00476190476190476,0,0,-0.0533333333333333,-0.0533333333333333,0.252857142857143,-0.0442424242424242,-0.1,0,-0.12,0,0,-0.12,-0.127692307692308,-0.173667953667954,-0.162857142857143,0.0838164251207729,0.0838164251207729,-0.0454545454545455
"cfos",-0.100222222222222,0.107263453386409,0.124933711437792,0.107517517517518,0.106406406406406,0.106335282651072,0.103703703703704,0.1,0.1,0.0241666666666667,0.0135897435897436,0.233554207349828,0.0283170995670996,0.0191176470588235,-0.08,0.000899550224887556,0.00105820105820106,-0.2,-0.0333333333333333,-0.195652173913043,-0.197347089167281,-0.0155701754385965,-0.0208333333333333,-0.160909090909091,0.0486111111111111,0.00588235294117647,0.144649350649351,-0.0142857142857143,0,-0.00588235294117647,0.12244506548304,0.0195255162997098,0.0158218125960061,0.019047619047619,0.00833333333333333,0.019047619047619,-0.00428400750981396,0,0.0333333333333333,-0.0191176470588235,-0.0191176470588235,0.227869098859056,-0.0178981348637016,-0.0166666666666667,-0.1,-0.00897435897435897,-0.1,-0.1,-0.103703703703704,-0.106406406406406,-0.139585096905473,-0.13487684729064,0.0868884276874592,0.0868884276874592,-0.043400390459214
"CDC42",-0.100222222222222,0.107263453386409,0.124933711437792,0.107517517517518,0.106406406406406,0.106335282651072,0.103703703703704,0.1,0.1,0.0241666666666667,0.0135897435897436,0.233554207349828,0.0283170995670996,0.0191176470588235,-0.18,0.000899550224887556,0.00105820105820106,-0.2,-0.0333333333333333,-0.195652173913043,-0.197347089167281,-0.0155701754385965,-0.0208333333333333,-0.160909090909091,0.0486111111111111,0.00588235294117647,0.144649350649351,0.0857142857142857,0,-0.00588235294117647,0.12244506548304,0.0195255162997098,0.0158218125960061,0.019047619047619,0.00833333333333333,0.019047619047619,-0.00428400750981396,0,0.0333333333333333,-0.0191176470588235,-0.0191176470588235,0.227869098859056,-0.0178981348637016,-0.0166666666666667,-0.1,-0.00897435897435897,-0.1,-0.1,-0.103703703703704,-0.106406406406406,-0.139585096905473,-0.13487684729064,0.0868884276874592,0.0868884276874592,-0.043400390459214
"SMAD",-0.0862430518018432,-0.0511102173553605,-0.0397390356337133,-0.0238223951570486,-0.02331580954408,-0.0359404783865215,-0.0316239316239316,-0.0277777777777778,-0.0144444444444444,-0.1107612065354,-0.0955172413793104,0.118801688206536,0.0375668970405813,-0.0994745458326244,-0.171428571428571,-0.111490229356717,-0.0955998339559983,-0.168202764976959,-0.0666666666666667,-0.16587718358161,-0.163954106658533,-0.0842464985994398,-0.0829131652661065,-0.110074987317316,0.00875480627033422,2.21065686483896e-05,0.0979472607884293,0.00476190476190476,0.000536552649228705,-2.21065686483896e-05,0.0860637431564851,0.0934050396189307,0.0967507645259939,0.0958333333333333,0.080952380952381,0.0958333333333333,-0.00344778509162071,0.1,0.108333333333333,0.0994745458326244,0.0994745458326244,0.211573065918477,0.100790335306309,0.0942857142857143,0.02,0.093136288998358,0.02,0.0333333333333333,0.0183660130718954,0.0223660130718954,0.059839667312245,0.0224058319871499,0.0912822574076263,0.0912822574076263,-0.0496903187990491
"SNAI1",-0.0977810802989292,0.108856157065175,0.12678210484059,0.108620182498914,0.108207172689931,0.107127185268453,0.105847477773023,0.106335282651072,0.106406406406406,0.0256289546493444,0.014814233385662,0.235905991025739,0.0296384317003129,0.0178981348637016,-0.195652173913043,0.00352560064505562,0.0029936849291688,-0.197347089167281,-0.0208333333333333,-0.196013755833947,-0.196910616820495,-0.015338693957115,-0.0174220272904483,-0.16382177959815,0.0467728895531063,0.00663041393183397,0.146526162243554,-0.00588235294117647,-0.00588235294117647,-0.00642880102860816,0.0243501266777165,0.0191080405715545,0.0185255162997098,0.0195255162997098,0.0155701754385965,0.0158218125960061,-0.0031166861591811,0.00833333333333333,0.019047619047619,-0.0178981348637016,-0.0178981348637016,0.231517173170058,-0.0177339312512221,-0.0135897435897436,-0.1,-0.0135897435897436,-0.103703703703704,-0.103703703703704,-0.106406406406406,-0.107517517517518,-0.140885222218756,-0.137300210091362,0.0928921533195708,0.0928921533195708,-0.0464309594650021
"GLI",-0.0917237237237237,0.0947384297848694,0.116075580163989,0.100753382334563,0.100574063745202,0.0784197989422262,0.179696394686907,0.183225806451613,0.103225806451613,-0.0075476542567886,-0.0065893015030946,0.223380966199024,-0.0679848108579183,-0.0501955752653346,-0.285714285714286,-0.0229360669513471,-0.0214840641441813,-0.285714285714286,-0.0222222222222222,-0.281818181818182,-0.280160723254646,-0.0238820637904284,-0.0254445637904284,-0.138995344278363,0.0284224035551469,0.108054639162106,0.130565805633717,-0.105,-0.108448275862069,-0.107819345044459,0.094800388927019,0.137823339212228,0.139880952380952,0.139880952380952,0.0274853801169591,0.139880952380952,0.0220246046847218,0.0333333333333333,0.152380952380952,0.0501955752653346,0.0501955752653346,0.226050804093567,0.0503935950673148,0.0090893015030946,-0.1,0.0065893015030946,-0.1,-0.18,-0.100786782061369,-0.0999247130958518,-0.153187732917332,-0.130458937198068,0.0938811230585424,0.0938811230585424,-0.0504801596752061
"TrCP",-0.0887468123861567,0.108439923974645,0.125849462353543,0.108207172689931,0.107517517517518,0.105847477773023,0.106335282651072,0.103703703703704,0.103703703703704,0.0253936605316973,0.0135897435897436,0.235000861961039,0.0290443722943723,0.0178981348637016,-0.2,0.00531131493076991,0.00428400750981396,-0.195652173913043,-0.00833333333333333,-0.197347089167281,-0.196013755833947,-0.0174220272904483,-0.0155701754385965,-0.162566549472627,0.0456408140814081,0.00642880102860816,0.14519282891022,0,-0.00588235294117647,-0.00588235294117647,0.123638382905475,0.0185255162997098,0.0195255162997098,0.0158218125960061,0.0208333333333333,0.019047619047619,-0.0029936849291688,0.0333333333333333,0.019047619047619,-0.0178981348637016,-0.0178981348637016,0.230627719548711,-0.0178981348637016,-0.00897435897435897,-0.1,-0.0135897435897436,-0.1,-0.1,-0.106406406406406,-0.106406406406406,-0.140336976604721,-0.136134708925861,0.0962131865299029,0.0962131865299029,-0.0515222178703815
"PAK1",-0.0887468123861567,0.108439923974645,0.125849462353543,0.108207172689931,0.107517517517518,0.105847477773023,0.106335282651072,0.103703703703704,0.103703703703704,0.0253936605316973,0.0135897435897436,0.235000861961039,0.0290443722943723,0.0178981348637016,-0.2,0.00531131493076991,0.00428400750981396,-0.195652173913043,-0.00833333333333333,-0.197347089167281,-0.196013755833947,-0.0174220272904483,-0.0155701754385965,-0.162566549472627,0.0456408140814081,0.00642880102860816,0.14519282891022,0,-0.00588235294117647,-0.00588235294117647,0.123638382905475,0.0185255162997098,0.0195255162997098,0.0158218125960061,0.0208333333333333,0.019047619047619,-0.0029936849291688,0.0333333333333333,0.019047619047619,-0.0178981348637016,-0.0178981348637016,0.230627719548711,-0.0178981348637016,-0.00897435897435897,-0.1,-0.0135897435897436,-0.1,-0.1,-0.106406406406406,-0.106406406406406,-0.140336976604721,-0.136134708925861,0.0962131865299029,0.0962131865299029,-0.0515222178703815
"EGR1",-0.0887468123861567,0.108439923974645,0.125849462353543,0.108207172689931,0.107517517517518,0.105847477773023,0.106335282651072,0.103703703703704,0.103703703703704,0.0253936605316973,0.0135897435897436,0.235000861961039,0.0290443722943723,0.0178981348637016,-0.2,0.00531131493076991,0.00428400750981396,-0.195652173913043,-0.00833333333333333,-0.197347089167281,-0.196013755833947,-0.0174220272904483,-0.0155701754385965,-0.162566549472627,0.0456408140814081,0.00642880102860816,0.14519282891022,0,-0.00588235294117647,-0.00588235294117647,0.123638382905475,0.0185255162997098,0.0195255162997098,0.0158218125960061,0.0208333333333333,0.019047619047619,-0.0029936849291688,0.0333333333333333,0.019047619047619,-0.0178981348637016,-0.0178981348637016,0.230627719548711,-0.0178981348637016,-0.00897435897435897,-0.1,-0.0135897435897436,-0.1,-0.1,-0.106406406406406,-0.106406406406406,-0.140336976604721,-0.136134708925861,0.0962131865299029,0.0962131865299029,-0.0515222178703815
"SOSGRB2",-0.0935964912280702,0.201823039759048,0.226900432900433,0.194213274478073,0.188285932221859,0.178312629399586,0.179761904761905,0.171428571428571,0.171428571428571,0.0536509476324017,-0.00768245838668374,0.35879977108963,0.143454046343247,0.0393596986817326,-0.0142857142857143,-0.105397727272727,-0.00709677419354839,-0.0253968253968254,0,-0.0280995280995281,-0.0250692250692251,-0.0638157894736842,-0.0596491228070175,0.0265716374269006,-0.0263888888888889,0.0265030005455537,0.204463768115942,0,-0.01,-0.0215384615384615,0.126894100923952,0.0398701026608003,0.0468468468468468,0.0333333333333333,0.0333333333333333,0,0.00779607489284909,0.1,0,-0.0393596986817326,-0.0393596986817326,0.198021978021978,-0.0342314935535275,0.00909090909090909,0,0.00909090909090909,-0.1,-0.1,-0.184472049689441,-0.183022774327122,0.08764985946194,-0.217938668866887,0.100739348370927,0.100739348370927,-0.0437156272862585
"NOTCH",-0.0838164251207729,0.158730050933786,0.184904802446282,0.148965320393892,0.144475524475524,0.136783216783217,0.127692307692308,0.12,0.12,0.0594420394420394,0.0310599078341014,0.281169048816108,0.0929989550679206,0.0442424242424242,-0.2,0.104347826086957,0.00476190476190476,-0.18,0,-0.213333333333333,-0.213333333333333,-0.0333333333333333,-0.0222222222222222,-0.184703801945181,0.0547368421052632,0.0135627240143369,0.190864406779661,0,-0.0111111111111111,-0.00711111111111111,0.157692307692308,0.041025641025641,0.041025641025641,0.0333333333333333,0.0333333333333333,0.0333333333333333,-0.00142857142857143,0,0,-0.0442424242424242,-0.0442424242424242,0.263061224489796,-0.0427931488801054,-0.12,0,-0.134285714285714,-0.1,-0.1,-0.127692307692308,-0.136783216783217,-0.18021000974272,-0.176064690026954,0.109742351046699,0.109742351046699,-0.0654545454545455
"RKIP",-0.111190817790531,0.233681651283578,0.248583036818331,0.206618491994145,0.199239357134094,0.184358974358974,0.176666666666667,0.166666666666667,0.166666666666667,-0.0426610882043819,0.014957264957265,0.509447747275165,0.066193853427896,0.0347402597402597,0.08,-0.111730545876887,-0.112419768934531,0.03,0,0.026551724137931,0.024424064563463,-0.0423160173160173,-0.0392857142857143,0.0284313725490196,-0.11015873015873,-0.0153627058299955,0.285876411170529,0.0333333333333333,0.0266666666666667,0.0219047619047619,0.14550751554548,0.150360655737705,0.152,0.14,0.0142857142857143,0.1,0.11142966992463,0,0.1,-0.0347402597402597,-0.0347402597402597,0.244857058650162,-0.0304667554667555,-0.0111111111111111,0,-0.0111111111111111,-0.1,-0.1,-0.182456140350877,-0.190148448043185,0.0604199170957582,-0.224789029535865,0.115190817790531,0.115190817790531,-0.041661889375799
"RAF",-0.111190817790531,0.233681651283578,0.248583036818331,0.206618491994145,0.199239357134094,0.184358974358974,0.176666666666667,0.166666666666667,0.166666666666667,-0.0426610882043819,0.014957264957265,0.509447747275165,0.066193853427896,0.0347402597402597,0.08,-0.111730545876887,-0.112419768934531,0.03,0,0.026551724137931,0.024424064563463,-0.0423160173160173,-0.0392857142857143,0.0284313725490196,-0.11015873015873,-0.0153627058299955,0.285876411170529,0.0333333333333333,0.0266666666666667,0.0219047619047619,0.14550751554548,0.150360655737705,0.152,0.14,0.0142857142857143,0.1,0.11142966992463,0,0.1,-0.0347402597402597,-0.0347402597402597,0.244857058650162,-0.0304667554667555,-0.0111111111111111,0,-0.0111111111111111,-0.1,-0.1,-0.182456140350877,-0.190148448043185,0.0604199170957582,-0.224789029535865,0.115190817790531,0.115190817790531,-0.041661889375799
"TCFLEF",-0.218944168576521,0.193070556528212,0.155412854845218,0.0179004965943305,0.0169554794121999,0.110721671054152,0.11010055304173,0.104117647058824,0.11,0.112431220049221,0.0341546563794737,0.289338451160657,0.208789713834024,0.0295952590032013,-0.114285714285714,0.00957566530275637,0.00712250322776638,-0.116724738675958,-0.0584415584415584,-0.117677119628339,-0.117677119628339,-0.0598412779366496,-0.0576673648931713,-0.240709923313588,0.117696913864579,0.109402363266913,0.273216312888029,-0.11025641025641,-0.105605247465713,-0.10840898578347,0.249302287670489,0.098785539943268,0.0981720430107527,0.0933333333333333,0.0544415584415584,0.0933333333333333,-0.00807852617231705,0.0857142857142857,0.1,-0.0295952590032013,-0.0295952590032013,0.46204784484741,-0.028938228779811,-0.0311971943248844,-0.1,-0.0331579786386099,-0.1,-0.0941176470588235,-0.115982905982906,-0.116611836800516,-0.248526306983858,-0.465530158730159,0.119642876129718,0.119642876129718,-0.0738334289539109
"MEK",-0.117073170731707,0.240967625782667,0.257363524623209,0.211822952960688,0.206618491994145,0.193449883449883,0.184358974358974,0.176666666666667,0.182456140350877,-0.0369233832863491,0.0215266080229584,0.518936798370055,0.0718449590790016,0.0304667554667555,0.03,-0.109912364058706,-0.11142966992463,0.026551724137931,-0.0142857142857143,0.024424064563463,-0.0789092687698704,-0.0364336643748408,-0.0423160173160173,0.0192208462332301,-0.107936507936508,-0.013902851815397,0.295766521060639,0.0266666666666667,0.0219047619047619,0.0153627058299955,0.151276746314711,0.15232144005143,0.150360655737705,0.152,0.0392857142857143,0.14,0.111798673614667,0,0.1,-0.0304667554667555,-0.0304667554667555,0.256568770361874,-0.0301492951492951,-0.0111111111111111,-0.1,-0.014957264957265,-0.166666666666667,-0.166666666666667,-0.190148448043185,-0.199239357134094,0.0549805865518251,-0.236500741247577,0.122333674933388,0.122333674933388,-0.0432098769918981
"cateninnuc",-0.153130608023846,0.332848483798092,0.31345292898393,0.117216546351293,0.214095861457617,0.208291787624724,0.201967676952787,0.193272024778874,0.194794094794095,0.183539135184265,0.0933770897783511,0.405905794480757,0.285431968891183,-0.0300693000693001,-0.11304347826087,0.00233878341054835,-0.00861760461760462,-0.117805383022774,0.0333333333333333,-0.121602851377205,-0.123896429358856,0.0283030303030303,0.0283030303030303,-0.271345366792017,0.113164582087284,0.097840170370211,0.272480755042058,-0.0937142857142857,-0.0937142857142857,-0.0954384236453202,0.270444373906176,0.147359362213247,0.143655658509543,0.139307832422587,-0.0303030303030303,0.131111111111111,0.00820832767353913,-0.0333333333333333,0.111111111111111,0.0300693000693001,0.0300693000693001,0.344944973059727,0.0304060004060004,-0.0862523540489642,-0.160606060606061,-0.0897407261419875,-0.183682983682984,-0.183682983682984,-0.203489746968008,-0.209838953317214,-0.298454618465795,-0.358230962553987,0.123717831268126,0.123717831268126,-0.0576834732492243
"ERK",-0.125600302514653,0.24601396975795,0.263619274393218,0.21529517518291,0.211822952960688,0.200718053875949,0.193449883449883,0.184358974358974,0.190148448043185,-0.0327065158164696,0.0267897659176952,0.526150504411534,0.0757504994968036,0.0301492951492951,0.026551724137931,-0.110253660987033,-0.111798673614667,0.024424064563463,-0.0392857142857143,-0.0789092687698704,-0.0808591294941044,-0.0336813707968592,-0.0364336643748408,0.013928367124595,-0.108907381722916,-0.0133534012659465,0.302840030075895,0.0219047619047619,0.0153627058299955,0.013902851815397,0.155443412981378,0.155703082563508,0.15232144005143,0.150360655737705,0.0423160173160173,0.152,0.112710527718011,0.0142857142857143,0.14,-0.0301492951492951,-0.0301492951492951,0.264261078054182,-0.0306993501547957,-0.014957264957265,-0.166666666666667,-0.0215266080229584,-0.182456140350877,-0.176666666666667,-0.199239357134094,-0.206618491994145,0.0508092224030089,-0.245443830678471,0.124380919027876,0.124380919027876,-0.0410039946389569
"KLF4",-0.181481481481481,0.565106900479044,0.538484892478795,0.358230962553987,0.34988725147055,0.337177068100697,0.321659826721386,0.296078431372549,0.296078431372549,0.317162327926946,0.174402407142505,0.439780707738841,0.316607963847693,0.0726923076923077,-0.12,0.0102215431627196,-0.00666666666666667,-0.129090909090909,-0.1,-0.140855614973262,-0.148072109818623,-0.0752380952380952,-0.0752380952380952,-0.289558853844568,0.151858204688393,0.0721966001478197,0.393555555555556,-0.0590909090909091,-0.0630909090909091,-0.0697575757575758,0.297861620207479,0.280577956989247,0.26875,0.25,0.08,0.233333333333333,0.00666666666666667,0.1,0.2,-0.0726923076923077,-0.0726923076923077,0.375625126033475,-0.0734276018099548,-0.147272727272727,-0.233333333333333,-0.163062200956938,-0.266666666666667,-0.266666666666667,-0.321659826721386,-0.338181565851821,-0.334017013492822,-0.39225167230165,0.173663570691434,0.173663570691434,-0.0947049247049247
"HEY1",-0.181481481481481,0.565106900479044,0.538484892478795,0.358230962553987,0.34988725147055,0.337177068100697,0.321659826721386,0.296078431372549,0.296078431372549,0.317162327926946,0.174402407142505,0.439780707738841,0.316607963847693,0.0726923076923077,-0.12,0.0102215431627196,-0.00666666666666667,-0.129090909090909,-0.1,-0.140855614973262,-0.148072109818623,-0.0752380952380952,-0.0752380952380952,-0.289558853844568,0.151858204688393,0.0721966001478197,0.393555555555556,-0.0590909090909091,-0.0630909090909091,-0.0697575757575758,0.297861620207479,0.280577956989247,0.26875,0.25,0.08,0.233333333333333,0.00666666666666667,0.1,0.2,-0.0726923076923077,-0.0726923076923077,0.375625126033475,-0.0734276018099548,-0.147272727272727,-0.233333333333333,-0.163062200956938,-0.266666666666667,-0.266666666666667,-0.321659826721386,-0.338181565851821,-0.334017013492822,-0.39225167230165,0.173663570691434,0.173663570691434,-0.0947049247049247
"Ecadherin",-0.192873886544773,0.475233482757525,0.549766943760846,0.364019944813558,0.358230962553987,0.34851040143403,0.337177068100697,0.321659826721386,0.321659826721386,0.325171481245023,0.180722109744735,0.452363489195794,0.324775734267119,0.0734276018099548,-0.129090909090909,0.0122349659815116,-0.00666666666666667,-0.140855614973262,-0.08,-0.148072109818623,-0.153170149034309,-0.0765367965367965,-0.0752380952380952,-0.301169340735954,0.158437152056814,0.0741857502382356,0.40491495965239,-0.0630909090909091,-0.0697575757575758,-0.0721966001478197,0.307355291093555,0.287664571162476,0.280577956989247,0.26875,0.0752380952380952,0.25,0.00690879741727199,0.1,0.233333333333333,-0.0734276018099548,-0.0734276018099548,0.389583936102124,-0.0728689425920777,-0.163062200956938,-0.266666666666667,-0.174402407142505,-0.296078431372549,-0.296078431372549,-0.338181565851821,-0.34988725147055,-0.34091356521696,-0.407715589827423,0.179824708132193,0.179824708132193,-0.0937738260084629
"cateninmemb",-0.192873886544773,0.476563215807641,0.453916678724819,0.364019944813558,0.358230962553987,0.34851040143403,0.337177068100697,0.321659826721386,0.321659826721386,0.325171481245023,0.180722109744735,0.452363489195794,0.324775734267119,0.0734276018099548,-0.129090909090909,0.0122349659815116,-0.00666666666666667,-0.140855614973262,-0.08,-0.148072109818623,-0.153170149034309,-0.0765367965367965,-0.0752380952380952,-0.301169340735954,0.158437152056814,0.0741857502382356,0.40491495965239,-0.0630909090909091,-0.0697575757575758,-0.0721966001478197,0.307355291093555,0.287664571162476,0.280577956989247,0.26875,0.0752380952380952,0.25,0.00690879741727199,0.1,0.233333333333333,-0.0734276018099548,-0.0734276018099548,0.389583936102124,-0.0728689425920777,-0.163062200956938,-0.266666666666667,-0.174402407142505,-0.296078431372549,-0.296078431372549,-0.338181565851821,-0.34988725147055,-0.34091356521696,-0.407715589827423,0.179824708132193,0.179824708132193,-0.0937738260084629
"SNAI2",-0.210961538461538,0.714321734353903,0.593101501850847,0.41874043454792,0.407715589827423,0.391601910930826,0.370746295957564,0.341168831168831,0.341168831168831,0.371780537871475,0.218233082706767,0.691623203940787,0.360090976185781,0.125759700794764,-0.133333333333333,0.0155515370705244,-0.00617035546613011,-0.150980392156863,-0.133333333333333,-0.164705882352941,-0.174165341812401,-0.128680238194156,-0.129885057471264,-0.324961538461538,0.188776200135227,0.0725443354599365,0.434994289484572,-0.0509803921568627,-0.0605042016806723,-0.06819650937298,0.340335907480747,0.327353702044198,0.311860744297719,0.289411764705882,0.133333333333333,0.26,0.00664882436565165,0.1,0.2,-0.125759700794764,-0.125759700794764,0.415280354960489,-0.12621632179933,-0.184649122807018,-0.26,-0.203947368421053,-0.305454545454545,-0.305454545454545,-0.370746295957564,-0.39225167230165,-0.379656054944991,-0.440142492455444,0.209846863855674,0.209846863855674,-0.124643668943164
"miR200",-0.286145617667357,-0.416283980242041,-0.396817499105715,-0.328956601297471,-0.320320237661108,-0.305610277046897,-0.28912676056338,-0.268,-0.270434782608696,-0.108244705506273,-0.0634499457293145,-0.311197070659137,-0.219060069724549,-0.126666666666667,0.0142857142857143,-0.00169491525423729,0.000884955752212389,0.0242857142857143,0.02,0.0333766233766234,0.0394990723562152,0.0281203007518797,0.0281203007518797,0.0785017858320847,-0.0604738878143133,-0.0267094347116191,-0.227170477783975,0.0125,0.0183823529411765,0.0232210626185958,-0.0970627520627521,-0.0633897450009173,-0.0546940928270042,-0.0458333333333333,-0.0252631578947368,-0.0325,-0.00119843537603684,0,-0.02,0.126666666666667,0.126666666666667,-0.116581738045153,0.12691604322527,0.0446305418719212,0.2,0.0549753694581281,0.24,0.24,0.291561543172076,0.308415475756346,0.314201614967844,0.340539600859325,0.283588709677419,0.283588709677419,0.262037363671106
"ZEB2",-0.409341448694603,-0.330549465004323,-0.317904273890501,-0.254233540530798,-0.247610163907421,-0.242036526164967,-0.228275058275058,-0.215454545454545,-0.21,-0.197350900767451,-0.15903656998739,-0.147534590679876,-0.126677191459498,-0.114848484848485,-0.108333333333333,-0.106173020527859,-0.0928772635814889,-0.0925438596491228,-0.0888888888888889,-0.086092246745897,-0.0799946857702872,-0.0714901349948079,-0.0705555555555556,-0.0644927536231884,-0.0526190476190476,-0.0235855150140864,-0.0204841781645002,0.0038961038961039,0.0202597402597403,0.0209400123685838,0.0318655693057861,0.04437123851758,0.0498257839721254,0.0571428571428571,0.0638888888888889,0.0714285714285714,0.091047995288806,0.1,0.1,0.114848484848485,0.114848484848485,0.115448329448329,0.115919148660048,0.141025641025641,0.15,0.153025641025641,0.19,0.195454545454545,0.223157894736842,0.237046783625731,0.261063513089089,0.270290822985724,0.308392321604873,0.308392321604873,0.338376290237144
