"","GSK3","Destcompl","RAS","SNAI2","RAF","PI3K","DELTA","SOSGRB2","AXIN2","cateninmemb","ZEB2","TGFR","CD44","NFB","TCFLEF","GLI","cateninnuc","Wnt","Frizzled","RKIP","Ecadherin","Csn","AKT","IKK","ZEB1","Csl","EGR1","KLF4","cfos","TrCP","ERK","Jagged","MEK","NOTCH","NOTCHic","FOXC2","miR200","SMO","Patched","HEY1","SMAD","ILK","SHH","SUFU","FUS","TWIST1","SRC","SNAI1","cMet","PAK1","DSH","STAT","TGF","CDC42","LIV1"
"NFB",0.256180780004309,0.126544571089889,0.0728209238819069,-0.309186613354181,0.0862537597028024,0.0862537597028024,0.0862537597028024,0.0277288810260946,-0.0636626139817629,-0.136207843428941,0.0439940656238297,0.145583838383838,-0.092804577719832,0.0642857142857143,-0.0991336916438826,-0.0921761259963507,-0.104231730859569,-0.0809401709401709,-0.0517094017094017,0.177560599691747,-0.216777868152216,0.114285714285714,0.0393607893607894,0.0615830115830116,0.230312390170829,0.0796536796536797,-0.00714285714285715,0.0454212454212454,0.00314285714285715,-0.1,0.032031746031746,-0.0477376336981024,0.0418356676003735,-0.0964688358236745,-0.0971139971139971,0.138996912781773,0.065791678875877,0.0585185185185185,0.0930012771392082,0.0134343210968598,-0.00212650447200854,0.0160891089108911,0.0990253735247504,0.08,0.04,-0.0175116713352008,0.0517094017094017,-0.173959299150662,0.0809401709401709,-0.111111111111111,0.00555555555555556,0.00555555555555556,-0.143052192814218,-0.138383838383838,-0.05
"DELTA",-0.0770114942528736,-0.0897760617760618,-0.0139393939393939,0.0980140774258421,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.18,-0.0728571428571429,-0.105783793671118,0.0442028985507246,0.233333333333333,-0.0830769230769231,0,-0.0861072261072261,-0.0830769230769231,-0.085008325008325,-0.06,0,0.21025641025641,-0.125929824561404,0,0.111111111111111,0.1,0.205072463768116,0.1,-0.1,0.0833333333333333,0,0,-0.02,-0.0825108225108225,0.0133333333333333,-0.188571428571429,-0.16,0.0328571428571428,0.056969696969697,-0.1,-0.1,-0.15,-0.0547619047619048,-0.05,-0.0461538461538462,0,0,-0.08,0,-0.166666666666667,0.06,-0.2,0,0,-0.237333333333333,-0.2,0
"IKK",0.273827838827839,0.142325301986899,0.0862537597028024,-0.297601247500522,0.107380520266183,0.107380520266183,0.107380520266183,0.028781512605042,-0.0430952380952381,-0.122797072573609,0.0459097744360902,0.138383838383838,-0.0809401709401709,0.114285714285714,-0.092804577719832,-0.0809401709401709,-0.0991336916438826,-0.0517094017094017,-0.00555555555555556,0.183970856102004,-0.205862940383355,0.1,0.0615830115830116,0.0642857142857143,0.235293233082707,0.0272727272727273,-0.05,0.0608058608058608,0.00714285714285715,-0.2,0.00314285714285715,-0.0369462667916276,0.032031746031746,-0.0971139971139971,-0.0796536796536797,0.135411255411255,0.079386845039019,0.04,0.0585185185185185,0.0241486068111455,0.0160891089108911,0.025,0.0930012771392082,0.1,0.08,-0.0273529411764706,0.00555555555555556,-0.173685326547922,0.0517094017094017,-0.1,-0.05,-0.05,-0.145583838383838,-0.111111111111111,-0.1
"PAK1",-0.284797619047619,-0.363516207531276,-0.150396214657334,-0.0294297897735022,-0.138578032839152,-0.138578032839152,-0.138578032839152,0.130569306930693,-0.303947702698516,-0.31986653871458,0.0475915201221368,0.227832951362363,-0.253091309130913,0.05,-0.253091309130913,-0.254525745257453,-0.250332688441258,-0.251111111111111,-0.251111111111111,0.184641141547219,-0.295907588166252,0.1,0.0345029239766082,0.0289473684210526,0.174534618468893,0.117948717948718,-0.04,0.0528696330991413,0.0530434782608696,-0.1,0.061518054532056,-0.161782336400818,0.069518054532056,-0.113553113553114,-0.11025641025641,0.0700542083948802,0.0366330411567796,-0.00937019969278035,-0.0278887182112989,-0.090808272334421,-0.0677726574500768,-0.0832565284178187,-0.0248887182112989,-0.0857142857142857,-0.0190476190476191,-0.000748541313758719,0.251111111111111,-0.136654785151205,0.251111111111111,-0.247619047619048,0.24,0.24,-0.226193607100068,-0.233893557422969,0.2
"cfos",-0.269161255411255,-0.352538763922254,-0.138578032839152,-0.0265364805510791,-0.12516339869281,-0.12516339869281,-0.12516339869281,0.1375,-0.298916256157635,-0.318584487432529,0.0479130635304969,0.233893557422969,-0.251111111111111,0.1,-0.253091309130913,-0.251111111111111,-0.253091309130913,-0.251111111111111,-0.24,0.182983682983683,-0.295423159100508,0.1,0.0289473684210526,0.05,0.174213075060533,0.133333333333333,-0.08,0.0364761904761905,0.04,0,0.0530434782608696,-0.162395833333333,0.061518054532056,-0.11025641025641,-0.117948717948718,0.0679852428776389,0.0269883711060182,-0.0190476190476191,-0.00937019969278035,-0.0922788605697151,-0.0832565284178187,-0.0880952380952381,-0.0278887182112989,-0.1,-0.0857142857142857,-0.00183549783549785,0.24,-0.150735930735931,0.251111111111111,-0.242857142857143,0.2,0.2,-0.227832951362363,-0.247619047619048,0.1
"CDC42",-0.269161255411255,-0.352538763922254,-0.138578032839152,-0.0265364805510791,-0.12516339869281,-0.12516339869281,-0.12516339869281,0.1375,-0.298916256157635,-0.318584487432529,0.0479130635304969,0.233893557422969,-0.251111111111111,0.1,-0.253091309130913,-0.251111111111111,-0.253091309130913,-0.251111111111111,-0.24,0.182983682983683,-0.295423159100508,0.1,0.0289473684210526,0.05,0.174213075060533,0.133333333333333,0.02,0.0364761904761905,0.04,0,0.0530434782608696,-0.162395833333333,0.061518054532056,-0.11025641025641,-0.117948717948718,0.0679852428776389,0.0269883711060182,-0.0190476190476191,-0.00937019969278035,-0.0922788605697151,-0.0832565284178187,-0.0880952380952381,-0.0278887182112989,-0.1,-0.0857142857142857,-0.00183549783549785,0.24,-0.150735930735931,0.251111111111111,-0.142857142857143,0.2,0.2,-0.227832951362363,-0.247619047619048,0.1
"TCFLEF",0.300347790961277,0.299194855467867,0.172402262519408,0.0840327248129652,0.174898977368291,0.174898977368291,0.174898977368291,-0.0836333486872409,0.335348962148962,-0.0919343369005683,0.0514146287435761,-0.0356739616248419,-0.0205607966457023,0.109194805194805,-0.12961005208671,-0.0270300004059595,-0.135022423220731,-0.0152287581699346,-0.00411764705882353,-0.0313716306194609,0.00136078269381417,0.105194805194805,0.139384146008269,0.131775450356096,-0.0736356104908737,0.025011956001913,0.175714285714286,-0.0467421059332824,-0.163519163763066,-0.114285714285714,-0.164471544715447,0.0572699805599066,-0.163791272606604,-0.0516291144932165,-0.0426590148254424,0.0515094515463941,0.0245881360941602,-0.0590476190476191,-0.0606605222734255,-0.00790357471373743,0.000591613456260732,0.00422450064555327,-0.0563660437458181,-0.0333333333333333,-0.04,0.00353716065786412,-0.0025,-0.101091488706551,0.00861111111111111,0.0641025641025641,-0.00588235294117647,-0.0125,0.029382570896365,0.0478234943351222,0
"SNAI2",0.475218393633085,0.490688699546742,0.422464209852918,0.629210033379107,0.402372885652005,0.402372885652005,0.402372885652005,0.178296146044625,0.399272353711542,0.514795949971356,0.0539655968114118,0.036407383466207,0.339968078264307,0.275,0.337700037027194,0.339416068604138,0.332575813424709,0.336742271812694,0.326883116883117,0.0842307692307692,0.607219207961863,0.2,0.352357706688824,0.319827586206897,0.0862049507027481,-0.128070175438597,0.166666666666667,0.0151923076923077,-0.207843137254902,-0.1,-0.229411764705882,0.329234238350144,-0.241573926868044,0.102802460697198,0.115789473684211,-0.159748778234892,0.0506590839106673,-0.289411764705882,-0.303697478991597,0.0054249547920434,-0.0256258443804774,-0.0146210596914822,-0.313556633921174,-0.2,-0.26,-0.3353100509968,-0.326883116883117,-0.135084932573772,-0.336742271812694,-0.00588235294117647,-0.305454545454545,-0.305454545454545,-0.051935333776766,-0.0201680672268908,-0.26
"RAF",0.183569739952719,0.0909913791300493,0.0353646353646354,-0.445904295622778,0.0584415584415584,0.0584415584415584,0.0584415584415584,-0.00247619047619048,-0.277203469292077,-0.323670224846695,0.0549402199904352,0.177142857142857,-0.251484480431849,0.114285714285714,-0.264771193718562,-0.253589743589744,-0.271641422726196,-0.226666666666667,-0.166666666666667,0.11484593837535,-0.321114335582467,0.1,0.136634199134199,0.151785714285714,0.169158297465328,0.133333333333333,0.07,0.0749402199904352,-0.12,-0.1,-0.116551724137931,-0.227158622362357,-0.0888921496698459,-0.19032634032634,-0.178787878787879,0.152961980548187,0.0735490427372832,-0.14,-0.112,-0.151296941540844,-0.159886691493283,-0.14701540436457,-0.0841311475409836,-0.1,-0.1,0.0751723113487819,0.166666666666667,-0.154291098790047,0.224561403508772,-0.133333333333333,0.1,0.1,-0.181815754339119,-0.153333333333333,0
"Csl",-0.10937739451943,-0.112325783566399,-0.0311339741702869,0.0873703048837763,-0.025619268287934,-0.025619268287934,-0.025619268287934,0.169045785194694,-0.0925449813722841,-0.115685708825661,0.0556782412967856,0.225745085953017,-0.0862328148042434,0.0777777777777778,-0.0863854865599686,-0.0874513121287315,-0.0850704493958748,-0.0850319572900218,-0.0861072261072261,0.201387848496529,-0.130960337549528,0.111111111111111,0.0762273901808786,0.0661498708010336,0.185236163379329,0.0788940092165899,-0.0133333333333333,0.0563457556935818,0.0133333333333333,-0.1,0.0161904761904762,-0.0969519710268882,0.0205383022774327,-0.0790853967763985,-0.073630851321853,0.0426102320794836,0.0439495062344433,-0.0402714932126697,-0.0585510631051428,-0.186001923623407,-0.0694981157930798,-0.0811647824597465,-0.0568269251741083,-0.1,-0.0461538461538462,-0.0720251610827611,0.0861072261072261,-0.165852408461104,0.085008325008325,-0.237333333333333,0.0830769230769231,0.0830769230769231,-0.227332387540319,-0.227655913978495,0.06
"Ecadherin",0.449845936290427,0.450593383442182,0.384239616774944,0.363490391651496,0.375859728506787,0.375859728506787,0.375859728506787,0.145572658060245,0.337700037027194,0.44133460938339,0.0660341682195452,0.0615461936437546,0.268319417056704,0.293333333333333,0.261470101988211,0.267150463072158,0.254840783594186,0.273150463072158,0.274874601003192,0.114534823122303,0.336627655093417,0.26,0.337441077441077,0.319259259259259,0.109804679666828,-0.0551196172248804,0.187272727272727,0.0273792780121894,-0.19903743315508,-0.2,-0.206253928000441,0.259220581097011,-0.208214712314167,0.0309368862242289,0.0417175553692103,-0.105895492799409,0.0595091438666858,-0.25625,-0.26377688172043,-0.0157333073558893,-0.0377669228339825,-0.0302608695652174,-0.269288692744052,-0.233333333333333,-0.25,-0.299056145859958,-0.274874601003192,-0.164389377950816,-0.274005035785801,-0.0290909090909091,-0.272549019607843,-0.272549019607843,-0.0743852533182573,-0.0464242424242424,-0.266666666666667
"cateninmemb",0.449845936290427,0.450593383442182,0.384239616774944,0.363490391651496,0.375859728506787,0.375859728506787,0.375859728506787,0.145572658060245,0.337700037027194,0.344076004542729,0.0660341682195452,0.0615461936437546,0.268319417056704,0.293333333333333,0.261470101988211,0.267150463072158,0.254840783594186,0.273150463072158,0.274874601003192,0.114534823122303,0.328626462612375,0.26,0.337441077441077,0.319259259259259,0.109804679666828,-0.0551196172248804,0.187272727272727,0.0273792780121894,-0.19903743315508,-0.2,-0.206253928000441,0.259220581097011,-0.208214712314167,0.0309368862242289,0.0417175553692103,-0.105895492799409,0.0595091438666858,-0.25625,-0.26377688172043,-0.0157333073558893,-0.0377669228339825,-0.0302608695652174,-0.269288692744052,-0.233333333333333,-0.25,-0.299056145859958,-0.274874601003192,-0.164389377950816,-0.274005035785801,-0.0290909090909091,-0.272549019607843,-0.272549019607843,-0.0743852533182573,-0.0464242424242424,-0.266666666666667
"Csn",0.22110530071872,0.0538617625220633,0.107746411526599,-0.147762944078346,0.122909559319305,0.122909559319305,0.122909559319305,0.141349014181944,-0.400855169971671,-0.356857657977994,0.0751993382961125,0.381323278711338,-0.358865069473295,0.203333333333333,-0.366582111273939,-0.358686515373344,-0.370370445609477,-0.348642847251073,-0.32816091954023,0.301077463327253,-0.356158192778043,0.195,0.162166666666667,0.174166666666667,0.251128205128205,0.248484848484848,0.0233333333333333,0.0694807153630683,0.013030303030303,-0.22,0.0273160173160173,-0.208967310124971,0.0356493506493506,-0.248147685647686,-0.247186147186147,0.190289664748844,0.0761480374576095,-0.0148629148629149,-0.00733603314248476,-0.129188815060908,-0.117440911957719,-0.11769798136646,-0.0171720987162553,-0.0714285714285714,-0.0603174603174603,-0.0250646719650927,0.32816091954023,-0.297537366419303,0.348642847251073,-0.370454545454545,0.283333333333333,0.283333333333333,-0.380129961288904,-0.383887381275441,0.2
"cateninnuc",0.406456290536346,0.397536185691411,0.328240028240028,0.297362394293114,0.327398277398277,0.327398277398277,0.327398277398277,0.101653786802904,0.261470101988211,0.172072487184817,0.0765190913138089,0.0841975495768599,0.105229311751051,0.279545454545455,0.0987319256420143,0.10392730160449,-0.00648762696776202,0.111437183027415,0.120132835201328,0.183031553227583,0.134517934958285,0.258333333333333,0.304482954545455,0.293545454545455,0.128054089132041,0.0637162586315129,0.154347826086957,0.0385991726739058,-0.159109730848861,-0.233333333333333,-0.157843908064051,0.101689363579103,-0.157843908064051,-0.0830185842129082,-0.0730185842129082,-0.0435020444036837,0.0648177284446195,-0.119307832422587,-0.123655658509543,-0.0387645738271281,-0.0472627561918149,-0.0422150072150072,-0.123437793585796,-0.111111111111111,-0.111111111111111,-0.180783092858276,-0.121464646464646,-0.227267730913454,-0.112768994290733,-0.0588571428571429,-0.124242424242424,-0.124242424242424,-0.0916211303628861,-0.0727032967032967,-0.124242424242424
"GSK3",0.143615264222398,0.0788975741146308,0.110760057328888,-0.216173934668316,0.125045771614602,0.125045771614602,0.125045771614602,0.130755427216006,-0.417302728349301,-0.385235156346635,0.09002428410894,0.401293743372216,-0.373076399608292,0.187083333333333,-0.378686372894134,-0.373250157394967,-0.380002162367818,-0.362401100791194,-0.347368421052632,0.31088017245912,-0.397279170550622,0.205833333333333,0.178182655467138,0.179037356321839,0.29745617336523,0.260644257703081,0.00392156862745098,0.0974491597572847,0.0108932461873638,-0.193333333333333,0.0191639228790932,-0.243684465149362,0.0276866501518204,-0.270993908052732,-0.265539362598186,0.202604625077085,0.111105481226932,-0.00112414467253177,-0.0066456170651698,-0.156260982733935,-0.132881603564375,-0.138428829951182,-0.00233939696947603,-0.0409090909090909,-0.00757575757575757,-0.0307565066509345,0.347368421052632,-0.316396953793314,0.362600209132102,-0.397391304347826,0.322368421052632,0.322368421052632,-0.401037333115806,-0.400248447204969,0.275
"DSH",0.261918092841367,0.0942903180385477,0.125045771614602,-0.207804650802915,0.141012158169224,0.141012158169224,0.141012158169224,0.132150776053215,-0.402234235198616,-0.377012344675548,0.09076722615946,0.400248447204969,-0.362600209132102,0.205833333333333,-0.373076399608292,-0.362401100791194,-0.378686372894134,-0.347368421052632,-0.322368421052632,0.30962703962704,-0.390660797155825,0.193333333333333,0.179037356321839,0.187083333333333,0.297604761775334,0.254761904761905,0.0333333333333333,0.0875254956351472,-0.00392156862745098,-0.133333333333333,0.0108932461873638,-0.236531180477829,0.0191639228790932,-0.265539362598186,-0.260644257703081,0.199574322046782,0.107705715693521,-0.00757575757575757,-0.00112414467253177,-0.151762712837741,-0.138428829951182,-0.136542037498351,-0.0066456170651698,-0.05,-0.0409090909090909,-0.0370305143333929,0.322368421052632,-0.32492408557626,0.347368421052632,-0.38,0.275,0.275,-0.401293743372216,-0.397391304347826,0.2
"PI3K",0.313816738816739,0.151042013115371,0.187629010259147,-0.224929787272085,0.205437229437229,0.205437229437229,0.205437229437229,0.122692307692308,-0.358952380952381,-0.331062904120864,0.0928323352321599,0.318941176470588,-0.332612411742847,0.3,-0.352386423042282,-0.332612411742847,-0.365376113763931,-0.303381642512077,-0.255555555555556,0.331431803490627,-0.34506303928181,0.233333333333333,0.293061840120664,0.305882352941176,0.328236444487723,0.225,0.0333333333333333,0.0907894736842105,-0.019047619047619,-0.2,0.0103641456582633,-0.210964912280702,0.0185608669697387,-0.257754342431762,-0.248076923076923,0.293507549361208,0.112895235026383,-0.0333333333333333,-0.0102564102564103,-0.127736858036525,-0.13496662665066,-0.11656662665066,-0.0102564102564103,0,-0.05,0.0178596884227675,0.255555555555556,-0.361469404186796,0.303381642512077,-0.25,0.2,0.2,-0.323006217120995,-0.302941176470588,0.1
"TGFR",0.261967069486244,0.0487824911204918,0.183395989974937,-0.0753768319407624,0.186904761904762,0.186904761904762,0.186904761904762,0.0969623131903834,-0.061126439130731,-0.0786080567394611,0.0929239635245421,0.106428571428571,-0.063293611386958,0.283333333333333,-0.0728629893773886,-0.0732588470567777,-0.0786202967290272,-0.0622911051212938,-0.0528571428571429,0.0944588744588745,-0.0856175590647783,0.283333333333333,0.289086087311302,0.27280701754386,0.141988618101048,0.283333333333333,0.219047619047619,0.078734426646326,-0.203258145363408,-0.233333333333333,-0.209924812030075,-0.20405967855542,-0.209924812030075,-0.293554122219466,-0.279885057471264,0.187954989286392,0.0805122111851812,-0.152528735632184,-0.171278735632184,-0.222552614105488,-0.196337163391463,-0.203098729227761,-0.17975331190337,-0.193333333333333,-0.176666666666667,-0.0265941742454198,0.0433333333333333,-0.144548154982588,0.0527672955974843,-0.193333333333333,0.0428571428571429,0.0333333333333333,-0.116357649442756,-0.202857142857143,0
"AKT",0.290429642042545,0.129950201700979,0.171002504235051,-0.240507676719321,0.187629010259147,0.187629010259147,0.187629010259147,0.12491452991453,-0.385306171566099,-0.347474728789569,0.10242137632805,0.323006217120995,-0.352386423042282,0.305882352941176,-0.365376113763931,-0.352165484368545,-0.371837652225469,-0.332612411742847,-0.303381642512077,0.343233045726652,-0.357335766554538,0.3,0.192051739110563,0.293061840120664,0.328236444487723,0.248076923076923,0.019047619047619,0.0967723796671165,0.0103641456582633,-0.233333333333333,0.0185608669697387,-0.230170210293947,0.0248899808937893,-0.268729952187859,-0.257754342431762,0.305537624549178,0.11824282860927,-0.0102564102564103,-0.0102564102564103,-0.149541369314721,-0.133956525640559,-0.13496662665066,-0.012361673414305,-0.05,-0.0333333333333333,0.0255049483616055,0.303381642512077,-0.360717524487547,0.332612411742847,-0.302941176470588,0.255555555555556,0.255555555555556,-0.327537939175375,-0.318941176470588,0.2
"ZEB1",-0.227906477119386,-0.334433051573045,-0.213095377191521,-0.218140242823263,-0.208213487427741,-0.208213487427741,-0.208213487427741,0.0686549707602339,-0.289116007417568,-0.319780578629504,0.1052791106063,0.149755283102949,-0.250796147101743,0.0214035087719298,-0.251594019442168,-0.252991376237542,-0.250909087935319,-0.256084159742696,-0.25993031358885,0.0495040484982458,-0.247354636387031,0.0266666666666667,-0.0357159291671802,-0.0228587863100374,0.0148185474166601,0.116666666666667,-0.0666666666666667,0.0962197477953791,0.110666666666667,0.0333333333333333,0.114196078431373,-0.16995313529493,0.111993435259566,-0.0887943607194944,-0.0970588235294118,0.0265108517540717,-0.07160721062541,0.0128787878787879,0.0168003565062389,-0.0765733057961037,-0.0670008228781499,-0.0737315921089192,-0.00277259723041595,-0.0416666666666667,-0.0416666666666667,0.120083703193355,0.255534709193246,-0.0287302534046145,0.25357392487952,-0.163026819923372,0.242857142857143,0.238461538461538,-0.143456070504524,-0.16447609528569,0.2
"SOSGRB2",0.356961196820944,0.151135776974703,0.205287556135014,-0.459952703098739,0.225800376647834,0.225800376647834,0.225800376647834,-0.0544444444444444,-0.291082233223322,-0.347976443976444,0.110488721804511,0.24978021978022,-0.269979296066253,0.311111111111111,-0.293137190803095,-0.271428571428571,-0.305183079904433,-0.238095238095238,-0.171428571428571,0.0983187134502924,-0.347375765825805,0.3,0.347953216374269,0.347953216374269,0.236077694235589,0.327272727272727,0.180952380952381,0.117631578947368,-0.16984126984127,-0.2,-0.172543972543973,-0.338618456168295,-0.154362154362154,-0.394553333989954,-0.373426573426573,0.163479853479853,0.123505732990237,-0.233333333333333,-0.21981981981982,-0.273011363636364,-0.272745319196932,-0.266451612903226,-0.205866331447727,-0.2,-0.2,-0.0600579710144927,0.171428571428571,-0.280287135749822,0.236645962732919,-0.192857142857143,0.1,0.1,-0.261836957368872,-0.222857142857143,0
"Destcompl",0.145859015927577,0.0105312452752433,0.00259362326076925,-0.393717698527262,0.0148385212199529,0.0148385212199529,0.0148385212199529,0.028756206644898,-0.437921857867491,-0.452711924083007,0.13046389292689,0.229865180191859,-0.389809676341061,0.114285714285714,-0.392823374971198,-0.389013287686051,-0.393333318877368,-0.38214872367863,-0.367297238530115,0.290129882258852,-0.326333284364664,0.114285714285714,0.0911646066008482,0.102574002574003,0.264267469861827,0.197281629455542,-0.061025641025641,0.142257218137485,0.0731468531468532,-0.1,0.0835293668080553,-0.354412067637383,0.0894365398038359,-0.19994129661595,-0.20054249902076,0.209594649924199,0.135598913102264,0.137099069512863,0.145907359668303,-0.103525192755962,-0.0917752715121136,-0.0911904761904762,0.148808713633487,0.122222222222222,0.125670498084291,0.0592252314389946,0.367297238530115,-0.280572666973233,0.382720124102255,-0.227142857142857,0.341269841269841,0.341269841269841,-0.225431682654913,-0.231970443349754,0.305555555555556
"CD44",0.167857142857143,0.136882025537488,0.039047619047619,-0.203765123765124,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.161904761904762,0.04,-0.0377838827838828,0.131746031746032,0.22,0.00333333333333333,0.1,-0.0268992248062015,0.00333333333333333,-0.0392069171138939,0.05,0.1,0.0759259259259259,-0.0981304961459125,0.1,0.133333333333333,0.1,0.207936507936508,0.1,0,0.0126984126984127,0.025,0,0.005,-0.157855477855478,-0.015,-0.122556390977444,-0.0857142857142857,0.09875,0.123623188405797,-0.1,-0.14,-0.170175438596491,-0.152380952380952,-0.166666666666667,-0.158181818181818,-0.1,-0.1,-0.183736263736264,-0.2,-0.22227538543328,-0.15,-0.2,0,-0.1,-0.236666666666667,-0.22,-0.1
"RAS",0.421731266149871,0.182652529745553,0.218846153846154,-0.374039480723957,0.343846153846154,0.343846153846154,0.343846153846154,0.0125541125541125,-0.320158102766798,-0.291803379568329,0.172735640648012,0.295294117647059,-0.30613266583229,0.233333333333333,-0.333824973524598,-0.307107843137255,-0.349405710068507,-0.252941176470588,-0.2,0.218528301886792,-0.299137875615771,0.2,0.294444444444444,0.266666666666667,0.298192194403535,0.25,0.04,0.169642857142857,-0.065,-0.2,-0.0702631578947368,-0.250963926670609,-0.0604592363261094,-0.333217477656405,-0.297368421052632,0.203650793650794,0.168276923076923,-0.116666666666667,-0.136666666666667,-0.16600790513834,-0.162646876932591,-0.160606060606061,-0.114632768361582,-0.1,-0.1,-0.0483360611020186,0.2,-0.335575221238938,0.252941176470588,-0.22,0.1,0.1,-0.31608619685498,-0.26,0
"AXIN2",0.252515548905709,0.21633549679961,0.0843616772723385,-0.427616125715846,0.101946979109609,0.101946979109609,0.101946979109609,0.0324243840933883,0.012725852642541,-0.484804837568191,0.183694404104791,0.272857123347536,-0.425377895382145,0.157487922705314,-0.437921857867491,-0.424994981666692,-0.444450176068961,-0.40361133386795,-0.370852713178295,0.3498486549293,-0.363141305134925,0.144444444444444,0.156280193236715,0.161835748792271,0.322607967382495,0.224912280701754,-0.04,0.192504101347714,0.0521951219512195,-0.133333333333333,0.0643446546614999,-0.382903993773559,0.0753791374201206,-0.254014597304071,-0.244555137844612,0.252571636014259,0.182822840661586,0.162454212454212,0.171382783882784,-0.0979509790868817,-0.0928053830227743,-0.0876466528640442,0.180235242899177,0.15,0.157692307692308,0.0440286600935688,0.370852713178295,-0.349856982949712,0.40361133386795,-0.24125,0.326666666666667,0.326666666666667,-0.275497387373939,-0.262237654320988,0.266666666666667
