"","TGFR","CDC42","GSK3","PAK1","KLF4","SNAI1","Destcompl","AXIN2","cateninmemb","cateninnuc","Ecadherin","TCFLEF","GLI","Wnt","NOTCHic","Csl","ILK","SMAD","HEY1","NFB","TrCP","SUFU","AKT","Patched","IKK","Csn","SHH","FOXC2","FUS","SMO","Jagged","NOTCH","LIV1","Frizzled","RAF","PI3K","DELTA","SNAI2","DSH","RAS","ZEB2","RKIP","cMet","CD44","SRC","STAT","TWIST1","EGR1","ERK","MEK","cfos","miR200","TGF","SOSGRB2","ZEB1"
"cateninnuc",0.120960464822534,0.12210989010989,0.0536828541029096,0.120571428571429,-0.169869513641756,0.0167039810785726,0.054285048263,0.277600749184968,0.120428375709807,0.0254693170620663,-0.0108606946118107,0.126214967434891,0.127462685220279,0.125091143718303,-0.00264237434123126,0.00200878844946642,-0.0491385281385281,-0.0443636304577641,0.0378301114205833,-0.195454545454545,0.166666666666667,0.155555555555556,-0.198860795454545,0.140992883729876,0.207454545454545,-0.216666666666667,0.146003776976063,-0.0455150368756926,0.135555555555556,0.150309653916211,0.149128965900182,-0.00190308020422329,-0.124242424242424,-0.12835201328352,-0.192234432234432,-0.192234432234432,-0.192234432234432,-0.0453963162320899,-0.124242424242424,-0.192571132571133,0.151241047799559,0.009236397184288,-0.123759332454985,-0.126140284835937,-0.127020202020202,-0.124242424242424,-0.155676280387481,-0.205797101449275,-0.199106323872422,-0.194519167909119,-0.191511387163561,0.129676664850571,-0.121615486656595,-0.202795049003205,-0.00295552494063486
"cMet",0.146388888888889,0.140833333333333,-0.123003072196621,0.153333333333333,-0.0523809523809524,0.119382045251804,-0.0816630337638741,0.0420634920634921,0.0513718665675961,0.020696158394227,0.0029050189741605,0.0201311866428145,0.0151515151515151,0.0333333333333333,0.0834586466165413,0.0571428571428571,0.0642857142857143,0.0515584415584416,-0.0757137942896457,0.0666666666666667,-0.1,-0.1,0.0733333333333333,-0.0590909090909091,-0.0733333333333333,0.1,-0.0622159090909091,0.0642510548523207,-0.05,-0.05,-0.0724668085537651,-0.0643097104463286,0.1,0,0.0228571428571429,0.0228571428571429,0.0228571428571429,-0.00673705856187608,-0.1,0.0171967654986523,0.151370851370851,-0.172592592592593,-0.0333333333333333,-0.0170542635658915,0.1,0,-0.0838531505947236,0,-0.01,-0.0190909090909091,-0.02,0.126227355072464,-0.137878250591017,0.115714285714286,-0.0434343434343434
"CD44",0.140833333333333,0.153333333333333,-0.0988095238095238,0.133333333333333,-0.0476190476190476,0.0990430622009569,-0.0992306013314417,0.05,0.0431868131868132,0.0201311866428145,0.0128286830962979,0.0170542635658915,0.0333333333333333,0,0.0571428571428571,0.1,0.05,0.0642857142857143,-0.0619883040935673,0.1,0,-0.1,0.0733333333333333,-0.05,-0.0666666666666667,0.1,-0.0590909090909091,0.0908333333333333,-0.1,-0.05,-0.0572494172494173,-0.0834586466165413,0.1,-0.1,0.0142857142857143,0.0142857142857143,0.0142857142857143,0.00859140859140859,0,0.0228571428571429,0.152380952380952,-0.198518518518519,0.1,-0.0333333333333333,0,0.1,-0.105201465201465,0,-0.02,-0.01,0,0.140289855072464,-0.146388888888889,0.102380952380952,-0.0666666666666667
"Csl",0.0724302901627742,0.0768888888888889,-0.03555806470763,0.0768888888888889,-0.183951000690131,0.00578894535416274,-0.0789306266308094,-0.132380773379343,-0.185560537967604,-0.0886736971731108,-0.190834253396911,-0.0869012557780279,-0.0900627866756899,-0.0828047221595609,-0.0615255881639583,-0.0588940092165899,-0.033617677286742,-0.023617677286742,0.125285811091438,-1.11022302462516e-17,0.0666666666666667,0.0416666666666667,-1.11022302462516e-17,0.0185264924828492,0.0116279069767442,-0.0333333333333333,0.0280092511035389,-0.0479348936460012,0.0185897435897436,0.0303544494720965,0.0288885106186431,0.0660710427094128,0.08,0.0967832167832168,0.120785321624902,0.120785321624902,0.120785321624902,-0.0291125532336339,0.0876923076923077,0.122255909860196,0.182702644994262,-0.00814095376284977,0.0846953046953047,0.0916340802055088,0.0967832167832168,0.0876923076923077,-0.00706928513832411,-0.146666666666667,-0.116666666666667,-0.103623188405797,-0.110952380952381,0.198059731395332,-0.0722035327931597,-0.110531372777843,0.0914201830944565
"NOTCHic",0.0768888888888889,0.0768888888888889,-0.0309925271524018,0.0888888888888889,-0.18252242926156,0.0046031746031746,-0.0824041184041184,-0.129553009883199,-0.187548305551702,-0.0869012557780279,-0.191299369675981,-0.0916340802055088,-0.0828047221595609,-0.0967832167832168,-0.0588940092165899,0.0314285714285714,-0.0271428571428571,-0.033617677286742,0.122017837235229,-0.0333333333333333,0.1,0.0666666666666667,-0.0116279069767442,0.0303544494720965,1.11022302462516e-17,-0.0666666666666667,0.0185264924828492,-0.0531073074391047,0.0416666666666667,0.0185897435897436,0.0309718439519764,0.0615255881639583,0.1,0.0876923076923077,0.130144927536232,0.130144927536232,0.130144927536232,-0.0269499879838203,0.08,0.120785321624902,0.186570048309179,0.00337978356433918,0.0967832167832168,0.0846953046953047,0.0876923076923077,0.08,-0.00819795330988168,-0.18,-0.110952380952381,-0.116666666666667,-0.146666666666667,0.188691539674199,-0.0724302901627742,-0.1211004784689,0.103574879227053
"GLI",-0.000954239861201474,0.00344827586206897,0.0722498436257148,0,-0.194766194766195,0.0409579444805938,-0.0797547541168196,-0.129660326086957,-0.173199271202681,-0.0983470058830692,-0.174921520552349,-0.0950594984114613,-0.0783697363640034,0.0297153700189753,-0.0429509283819629,-0.0304509283819629,-0.0376110161014752,-0.0273407458312049,0.0280963283085524,-0.0415204678362573,0.1,0.152380952380952,-0.0552003147750328,0.135074292875045,0.0598878147750328,-0.0888888888888889,0.143716268183687,-0.0475453646370829,0.114880952380952,0.141196741854637,0.0318830447223122,0.0448556902867248,0.1,-0.0167741935483871,-0.039520736791403,-0.039520736791403,-0.039520736791403,-0.0218333176190914,-0.02,-0.0393227169894228,0.190506059054446,-0.0401741919120271,0.0934697088906373,0.101228329580292,0.103225806451613,0.1,-0.0264992817030168,-0.105714285714286,-0.0762770562770563,-0.0679897634593767,-0.0723809523809524,0.196811258916522,0.003071886920025,0.0664111404819369,0.0788144734596347
"LIV1",0.0759612936083524,0.0789915966386555,-0.0161314935064935,0.080952380952381,-0.194453291699193,0.0130777022339211,-0.0895184364784714,-0.134162716485423,-0.171897848879398,-0.102213153406052,-0.172235450692624,-0.0995924637508796,-0.10361432035373,-0.0953216374269006,-0.0635897435897436,-0.058974358974359,-0.0346816862945895,-0.0282300733913637,0.0262618690654673,-0.00416666666666667,0.0666666666666667,0.0523809523809524,-0.0091374269005848,0.0265346759970416,0.0146929824561404,-0.0416666666666667,0.0335346759970416,-0.0503299856527977,0.0190476190476191,0.0351766513056836,0.0323374659168371,0.067985347985348,0.1,0.111111111111111,0.12848849566927,0.12848849566927,0.12848849566927,-0.0227830142077578,0.1,0.12757940476018,0.190894114108303,-0.00872528944352149,0.0975975975975976,0.105518389676806,0.111111111111111,0.1,-0.00145303971390928,-0.16,-0.127870302137067,-0.1212036354704,-0.129565217391304,0.201826028057739,-0.0737755012586257,-0.121053355335534,0.0942161114268586
"EGR1",0.0759612936083524,0.0789915966386555,-0.0161314935064935,0.080952380952381,-0.194453291699193,0.0130777022339211,-0.0895184364784714,-0.134162716485423,-0.171897848879398,-0.102213153406052,-0.172235450692624,-0.0995924637508796,-0.10361432035373,-0.0953216374269006,-0.0635897435897436,-0.058974358974359,-0.0346816862945895,-0.0282300733913637,0.0262618690654673,-0.00416666666666667,0.0666666666666667,0.0523809523809524,-0.0091374269005848,0.0265346759970416,0.0146929824561404,-0.0416666666666667,0.0335346759970416,-0.0503299856527977,0.0190476190476191,0.0351766513056836,0.0323374659168371,0.067985347985348,0.1,0.111111111111111,0.12848849566927,0.12848849566927,0.12848849566927,-0.0227830142077578,0.1,0.12757940476018,0.190894114108303,-0.00872528944352149,0.0975975975975976,0.105518389676806,0.111111111111111,0.1,-0.00145303971390928,-0.16,-0.127870302137067,-0.1212036354704,-0.129565217391304,0.201826028057739,-0.0737755012586257,-0.121053355335534,0.0942161114268586
"AXIN2",0.158435485633126,0.161975308641975,0.171735795732363,0.153333333333333,-0.196571556606325,0.151162748781973,0.172406847595288,0.513307691522326,0.115366652438583,0.131463956069498,-0.00118500911119005,0.131420722174124,0.132081927443474,0.130195134990644,0.0132393483709273,0.0185964912280702,-0.119507706464228,-0.109587071543593,0.117941137312334,-0.184541062801932,0.133333333333333,0.15,-0.195169082125604,0.16959706959707,0.206280193236715,-0.188888888888889,0.178449528613463,0.0680837741493479,0.157692307692308,0.176739926739927,0.157058464449769,-0.0152663753979543,-0.133333333333333,-0.133643410852713,-0.186866352264276,-0.186866352264276,-0.186866352264276,-0.10471806153214,-0.126666666666667,-0.183191811581861,0.193430135452886,-0.139802768915672,-0.130195134990644,-0.13177242205689,-0.133643410852713,-0.126666666666667,-0.148096790145472,-0.18,-0.194178253932072,-0.183833426345865,-0.172682926829268,0.164737757562101,-0.160745716656228,-0.180913765990905,-0.0787096379699006
"cfos",0.0789915966386555,0.080952380952381,-0.00776785714285714,0.0857142857142857,-0.191174603174603,0.00663378815277549,-0.0962853537717045,-0.131018062397373,-0.174828251809801,-0.0995924637508796,-0.172166246540375,-0.105518389676806,-0.0953216374269006,-0.111111111111111,-0.058974358974359,-0.0666666666666667,-0.0330687830687831,-0.0346816862945895,0.0262618690654673,-0.0416666666666667,0.1,0.0666666666666667,-0.0146929824561404,0.0351766513056836,0.00416666666666667,-0.0666666666666667,0.0265346759970416,-0.0503299856527977,0.0523809523809524,0.0190476190476191,0.0366319444444444,0.0635897435897436,0.1,0.1,0.13458605664488,0.13458605664488,0.13458605664488,-0.0186238822005245,0.1,0.12848849566927,0.196360352050425,-0.00375291375291375,0.111111111111111,0.0975975975975976,0.1,0.1,-0.0058008658008658,-0.08,-0.129565217391304,-0.127870302137067,-0.16,0.195734657499363,-0.0759612936083524,-0.131944444444444,0.100968523002421
"SNAI1",0.0737755012586257,0.0759612936083524,-0.00999287964510737,0.0789915966386555,-0.18915734154343,-0.0903030806842284,-0.0945622961275942,-0.13159861392132,-0.173244999138465,-0.100767619074612,-0.171142838829981,-0.102213153406052,-0.0979470443025416,-0.10361432035373,-0.067985347985348,-0.0635897435897436,-0.0282300733913637,-0.0290910820014498,0.0209047262083244,-0.0146929824561404,0.0416666666666667,0.0190476190476191,-0.0133040935672515,0.0335346759970416,0.0091374269005848,-0.00416666666666667,0.0263502099776241,-0.0448661991216668,0.0351766513056836,0.0265346759970416,0.0337492306227194,0.0630873888016745,0.1,0.0953216374269006,0.12757940476018,0.12757940476018,0.12757940476018,-0.0193971610398061,0.111111111111111,0.128072015597618,0.19716717683893,-0.0145830300292955,0.105518389676806,0.0995924637508796,0.0975975975975976,0.111111111111111,-0.00688893714980672,-0.129565217391304,-0.1212036354704,-0.122997357443495,-0.127870302137067,0.200769351784924,-0.0765980819037869,-0.122940147788364,0.0938471077368217
"STAT",0.155472488038278,0.152840909090909,0.0695060080106809,0.159090909090909,-0.114319667260844,0.0302510478483043,0.0307995728606902,0.0646956964604024,0.0654574137596963,0.0128443911808515,-0.0116694474233079,0.00986465339777643,0.0161191749427044,0.00519480519480519,-0.04827768945416,-0.0509803921568628,-0.0340579710144928,-0.0444027986006997,0.0273333333333333,-0.08,0.1,0.1,-0.0687005649717514,0.0759302325581395,0.0466666666666667,-0.1,0.0626558962749537,-0.0535596455351057,0.075,0.055,0.0380678945467678,0.0492485632405678,0.1,-0.0142857142857143,-0.0275951199338296,-0.0275951199338296,-0.0275951199338296,-0.0310572174799588,-0.0142857142857143,-0.0358040751577102,0.214344629729245,-0.0131451093951094,-0.00519480519480519,-0.0145965145965146,-0.0142857142857143,-0.0142857142857143,-0.118237634429538,-0.2,-0.184705882352941,-0.198684376976597,-0.22,0.202668546957261,-0.150158478376442,-0.265476190476191,0.100717231486462
"TCFLEF",0.279965336409588,0.277161598091831,0.127240040752901,0.279487179487179,-0.229755538579068,0.165995127606006,0.136330289194898,0.454479609279609,-0.152750529484967,0.00530443210855582,-0.211337015427522,0.00392986166182042,0.110776975227103,0.110155857214681,-0.013550135501355,-0.0194324884425315,-0.056822966507177,-0.0627503087633912,0.0442321819392901,-0.153766233766234,0.142857142857143,0.15,-0.144194003752209,0.162242703533026,0.134411395056556,-0.133766233766234,0.159175218870449,-0.0356880361387348,0.17,0.150952380952381,0.138093615995341,0.018533524205674,-0.1,-0.105882352941176,-0.128522543430486,-0.128522543430486,-0.128522543430486,-0.0518318692587136,-0.105882352941176,-0.129968009921944,0.232433102959419,-0.0453607016577123,-0.104273504273504,-0.104273504273504,-0.1,-0.1,-0.223747504703679,-0.222857142857143,-0.22945412311266,-0.234896299983408,-0.23993031358885,0.189080390827379,-0.279303084753958,-0.318994011976048,0.0227334751018962
"AKT",0.174573409851746,0.168882352941176,0.118234185169669,0.180882352941176,-0.237741790373369,0.163518942283244,0.0373192609921318,0.0758449372528795,-0.0326112591835297,0.0180979999925977,-0.118358187428157,0.0156364615310592,0.0190028836033208,0.0162095875139353,0.0571339950372208,0.0442307692307692,-0.0704208083233294,-0.0862457241482452,0.0729024660329059,-0.0843137254901961,0.1,0.1,-0.173280314456785,0.112393162393162,0.0561085972850679,-0.0666666666666667,0.099761583445794,0.152169814780855,0.116666666666667,0.101282051282051,0.0529301731149065,-0.0498169218664891,0,-0.0115942028985507,-0.131240230089545,-0.131240230089545,-0.131240230089545,-0.0057833991896518,-0.0333333333333333,-0.140637820450991,0.236653465364144,-0.129127905342739,-0.0162095875139353,-0.0179045027681726,-0.0115942028985507,-0.0333333333333333,-0.0459787899631747,-0.171428571428571,-0.169692795150847,-0.186148491353379,-0.200840336134454,0.192414666353914,-0.168833228582863,-0.235641025641026,0.0457829586257662
"PI3K",0.168882352941176,0.180882352941176,0.126298701298701,0.175,-0.23859649122807,0.147729468599034,0.0307849351029672,0.0747619047619048,-0.0374022887452015,0.0156364615310592,-0.112600611670582,0.0179045027681726,0.0162095875139353,0.0115942028985507,0.0442307692307692,0.075,-0.0920208083233293,-0.0704208083233294,0.0916994585141089,-0.0666666666666667,0,0.1,-0.0561085972850679,0.101282051282051,0.0843137254901961,-0.1,0.112393162393162,0.176229965156794,0.1,0.116666666666667,0.0608771929824561,-0.0571339950372208,-0.1,-0.0333333333333333,-0.142199134199134,-0.142199134199134,-0.142199134199134,0.00115127417718237,0,-0.131240230089545,0.237338396870993,-0.157078215901745,-0.0115942028985507,-0.0162095875139353,-0.0333333333333333,0,-0.0579053954677618,-0.2,-0.200840336134454,-0.169692795150847,-0.171428571428571,0.212200762610599,-0.174573409851746,-0.242307692307692,0.0190706298586429
"ILK",0.168882352941176,0.180882352941176,0.126298701298701,0.175,-0.23859649122807,0.147729468599034,0.0307849351029672,0.0747619047619048,-0.0374022887452015,0.0156364615310592,-0.112600611670582,0.0179045027681726,0.0162095875139353,0.0115942028985507,0.0442307692307692,0.075,-0.0920208083233293,-0.0704208083233294,0.0916994585141089,-0.0666666666666667,0,0.1,-0.0561085972850679,0.101282051282051,0.0843137254901961,-0.1,0.112393162393162,0.176229965156794,0.1,0.116666666666667,0.0608771929824561,-0.0571339950372208,-0.1,-0.0333333333333333,-0.142199134199134,-0.142199134199134,-0.142199134199134,0.00115127417718237,0,-0.131240230089545,0.237338396870993,-0.157078215901745,-0.0115942028985507,-0.0162095875139353,-0.0333333333333333,0,-0.0579053954677618,-0.2,-0.200840336134454,-0.169692795150847,-0.171428571428571,0.212200762610599,-0.174573409851746,-0.242307692307692,0.0190706298586429
"GSK3",0.26347624097359,0.269399585921325,0.023800814567863,0.26463768115942,-0.241828328455817,0.118347376699247,0.0330535343090677,0.0672007553201677,-0.0699344280248397,0.011818352416427,-0.162422759883482,0.0133315103111639,0.0113192943513056,0.0150928792569659,0.071367358132064,0.0776610644257703,-0.0707225002200254,-0.0570793218092308,0.0711619380540672,-0.155,0.18,0.109090909090909,-0.159155614500442,0.0885269819566277,0.174540229885057,-0.1925,0.0995317666456229,0.0472418646225256,0.0852813852813853,0.10141041753945,0.0489324146787051,-0.0711076178723238,-0.025,-0.00921052631578947,-0.165922079188455,-0.165922079188455,-0.165922079188455,-0.0332128814976774,-0.00921052631578947,-0.162140566583413,0.238138608683085,-0.117589428115744,-0.0138462879051935,-0.0100367640956696,-0.00921052631578947,-0.00921052631578947,-0.121663220877203,-0.209411764705882,-0.19186790505676,-0.175958814147669,-0.176078431372549,0.209926073111379,-0.264758292255641,-0.285453857921243,0.0533971282276986
"Wnt",0.273333333333333,0.266666666666667,0.112225705329154,0.3,-0.23921568627451,0.137577639751553,0.0394090817104874,0.0690909090909091,-0.065635593220339,0.0138462879051935,-0.171902513956015,0.00921052631578947,0.00921052631578947,0.025,0.0928571428571429,0.05,-0.0461538461538462,-0.076386404293381,0.0528205128205128,-0.2,0.1,0,-0.1925,0.109090909090909,0.18,-0.1,0.0852813852813853,0.0271255060728745,0.1,0.1,0.0381617647058824,-0.0678571428571429,0,-0.1,-0.159398496240602,-0.159398496240602,-0.159398496240602,-0.0416379310344828,-0.2,-0.168489405331511,0.241654710664754,-0.1,-0.025,-0.00921052631578947,0,-0.1,-0.111176470588235,-0.1,-0.18,-0.209411764705882,-0.2,0.189393939393939,-0.26463768115942,-0.290909090909091,0.0718316594930655
"SMAD",0.172234149777623,0.173910127431254,0.114197127016676,0.180952380952381,-0.248227610408171,0.106551562684627,0.02017453923396,-0.0183768917119335,-0.0380450839436107,-0.016966116057555,-0.0569879934750626,-0.0147371393604932,-0.0313700687801407,-0.0241758241758242,0.0270279146141215,0.0304761904761905,0.0352377303062235,-0.066190841122348,-0.00776506005839151,0.0253968253968254,0,-0.0333333333333333,0.0168478057889823,-0.041085626911315,-0.0195144724556489,0.0111111111111111,-0.0422008685470027,-0.00997321289307536,-0.0583333333333333,-0.0383333333333333,-0.0293896103896104,-0.0222660098522167,0.02,0.0357142857142857,-0.0438176903155069,-0.0438176903155069,-0.0438176903155069,-0.0763252484799542,0.019047619047619,-0.0467782166312964,0.242962916179405,-0.0722101133391456,0.0125770308123249,0.0194861217214158,0.0223809523809524,0.00571428571428572,-0.0716775202709087,-0.228571428571429,-0.213717715143071,-0.217563868989225,-0.225345622119816,0.230313263212739,-0.167453273283599,-0.205590062111801,0.0672960231683293
"SRC",0.269642857142857,0.279166666666667,0.054025974025974,0.266666666666667,-0.151421188630491,0.16370092271541,0.0289484790571747,0.0682540694462153,0.060273911091154,0.0113060681767561,-0.0120642701525054,0.0119772091163535,0.0131967213114754,0.005,-0.0938095238095238,-0.07,-0.0214912280701754,-0.00257230915125652,-0.0168735518040384,0.05,-0.1,0.0333333333333333,0.0756410256410256,0.0148148148148148,-0.0423076923076923,0.05,0.0324618736383442,0.105480859010271,0.0333333333333333,0.0333333333333333,0.00606092684074336,0.0830952380952381,0,-0.025,0.00969545264914477,0.00969545264914477,0.00969545264914477,0.00933711155874432,0,0.0187863617400539,0.249206349206349,-0.260149885956338,-0.005,-0.0131967213114754,-0.025,0.1,-0.0942036124794745,-0.1,-0.124242424242424,-0.0883933676386507,-0.0909090909090909,0.220688039818475,-0.275097402597403,-0.144285714285714,0.016539383048817
"SHH",0.133333333333333,0.0333333333333333,0.0435897435897436,0,-0.25,0.15,0.0527272727272727,0.247619047619048,0.0834408602150538,0.0933333333333333,-0.0488888888888889,0.0933333333333333,0.2,0.2,0,-0.1,-0.0666666666666667,-0.1,0.0666666666666667,0,0,0.2,-0.2,0.4,0.1,0,0.28,0.025,0.2,0.3,0.145714285714286,0.0333333333333333,0,-0.2,-0.2,-0.2,-0.2,-0.0439080459770115,-0.2,-0.223076923076923,0.25,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0,-0.1,-0.2,-0.1,0.166666666666667,-0.113333333333333,-0.05,0.05
"Patched",0.113333333333333,0.133333333333333,0.0531135531135531,0.0333333333333333,-0.261111111111111,0.120967741935484,0.0428371628371628,0.247619047619048,0.0723297491039427,0.0943042071197411,-0.0459762675296656,0.0933333333333333,0.2,0.2,-0.0333333333333333,0,-0.1,-0.05,0.0897435897435898,-0.1,0,0.2,-0.185714285714286,0.28,0.2,0,0.305,0.075,0.3,0.4,0.156825396825397,0.0242424242424242,-0.1,-0.2,-0.223076923076923,-0.223076923076923,-0.223076923076923,-0.0319080459770115,-0.2,-0.204326923076923,0.258333333333333,-0.142857142857143,-0.1,-0.0933333333333333,-0.1,-0.1,-0.118518518518519,-0.1,-0.2,-0.176923076923077,-0.1,0.216666666666667,-0.121666666666667,-0.0833333333333333,0.00833333333333333
"FUS",0.116261261261261,0.121666666666667,0.0518731725570054,0.113333333333333,-0.27764116575592,0.122989305277802,0.0460737384044123,0.24824016563147,0.0714782005873727,0.0942408694276849,-0.0473178234109778,0.0950560868189892,0.201923076923077,0.2,-0.0242424242424242,-0.0242424242424242,-0.0801587301587302,-0.0653200204813108,0.0715241280458672,-0.185714285714286,0.1,0.4,-0.182945054945055,0.277222222222222,0.213714285714286,-0.2,0.296414141414141,0.0640199637023593,0.28,0.305,0.151016446739338,0.0196969696969697,-0.1,-0.2,-0.206652504472272,-0.206652504472272,-0.206652504472272,-0.0362253923051298,-0.2,-0.204469098358735,0.263740424941943,-0.119432171494027,-0.0933333333333333,-0.0943042071197411,-0.0933333333333333,-0.1,-0.115654336196375,-0.2,-0.21025641025641,-0.190716180371353,-0.176923076923077,0.214949659522914,-0.118388920835729,-0.09527665317139,0.0295249731378462
"SMO",0.121666666666667,0.113333333333333,0.0502009317543298,0.133333333333333,-0.269444444444444,0.135253456221198,0.0482635194263101,0.247619047619048,0.0742714966767582,0.0950560868189892,-0.0522493302602929,0.0943042071197411,0.2,0.2,-0.0242424242424242,-0.0333333333333333,-0.05,-0.0801587301587302,0.0468864468864469,-0.2,0,0.3,-0.213714285714286,0.305,0.185714285714286,-0.1,0.277222222222222,0.0508620689655172,0.4,0.28,0.138968253968254,0.0242424242424242,-0.1,-0.2,-0.204326923076923,-0.204326923076923,-0.204326923076923,-0.041431855500821,-0.2,-0.206652504472272,0.26680790960452,-0.103968253968254,-0.0933333333333333,-0.0933333333333333,-0.1,-0.1,-0.106753812636166,-0.1,-0.176923076923077,-0.21025641025641,-0.2,0.195147679324895,-0.116261261261261,-0.0991228070175439,0.047316384180791
"SUFU",0.118388920835729,0.116261261261261,0.0539297278269283,0.121666666666667,-0.274647153779872,0.127588964562299,0.0468711865702815,0.248942741743882,0.0735245853077001,0.0962357543381708,-0.0507163815984134,0.0942408694276849,0.203781812982556,0.201923076923077,-0.0196969696969697,-0.0242424242424242,-0.0653200204813108,-0.0743269488877773,0.0582711159976744,-0.213714285714286,0.2,0.28,-0.197039014676599,0.296414141414141,0.182945054945055,-0.185714285714286,0.288306033306033,0.0533499885162551,0.305,0.277222222222222,0.146028323223899,0.0268398268398268,-0.1,-0.2,-0.204469098358735,-0.204469098358735,-0.204469098358735,-0.0395872907889795,-0.2,-0.205734921143545,0.26712206745402,-0.104330130677701,-0.0943042071197411,-0.0950560868189892,-0.0933333333333333,-0.0933333333333333,-0.110499697021117,-0.176923076923077,-0.190716180371353,-0.197099159094757,-0.21025641025641,0.203797243166037,-0.116219295589181,-0.100171758066495,0.0454670021233534
"miR200",0.0130692599620493,0.00661764705882353,-0.0550923801949233,0.0125,-0.321445824706694,0.0204201354201354,0.0326015104039438,0.0878082998053485,0.126272142975663,0.0245852384319189,0.0422229830731978,0.0264034202501007,0.0254635505339731,0.0298591549295775,0.0159605911330049,0.00561576354679802,0.00232710586692888,-0.00739076247162912,-0.0015819209039548,-0.0147368421052632,0,0.02,-0.0251411547737268,0.0195675105485232,0.017593984962406,-0.02,0.0173935975050449,-0.0129742344376491,0.0075,0.0208333333333333,-0.00602378326540398,-0.0120057888731179,0,-0.02,-0.0854037504783773,-0.0854037504783773,-0.0854037504783773,-0.0740467797027664,-0.04,-0.0926356706778786,0.316854838709677,0.00347309000782185,-0.0281200244947949,-0.023625642472323,-0.0182608695652174,-0.04,-0.0782810645387333,-0.0142857142857143,-0.0106493506493506,-0.026295609152752,-0.0242857142857143,0.250875885586618,-0.00841809717135166,-0.00982914248871696,0.321581541218638
"ZEB1",0.213092100311942,0.220706313509912,0.0305110640643654,0.207662835249042,-0.378795559382906,0.112468193101864,0.0332713863953423,0.125686038812592,0.227332192248892,0.0177031442193829,0.149373809506693,0.0143763340432576,0.0145581369431005,0.00734164209773966,0.0689950980392157,0.0729166666666667,-0.00373595840114317,0.0106871185219337,0.0134089399374373,0.00526315789473684,0,-0.025,0.00563786515469,-0.0131238859180036,0.00293356341673857,0,-0.00849755139843061,-0.00576278865344728,-0.0125,-0.0170454545454545,-0.0267566109289112,-0.0689950980392157,-0.0333333333333333,-0.0169570267131243,-0.125271728283205,-0.125271728283205,-0.125271728283205,-0.0880782938994153,-0.00476190476190476,-0.119759917259583,0.382769591287097,-0.0968243362053807,-0.0126476106390023,-0.0188976106390023,-0.0224515322076298,-0.0102564102564103,-0.179299307614556,-0.183333333333333,-0.188980392156863,-0.171799775416775,-0.171333333333333,0.336003796008856,-0.215848005823753,-0.214463937621832,0.162969431573806
