"","GSK3","ZEB2","STAT","LIV1","Frizzled","Wnt","SRC","GLI","cMet","cateninnuc","TCFLEF","CD44","cateninmemb","RAS","RAF","PI3K","DELTA","miR200","Ecadherin","Csn","NOTCHic","SNAI1","Jagged","Csl","SUFU","NOTCH","TWIST1","NFB","RKIP","SMAD","FUS","SHH","TrCP","Patched","PAK1","AKT","SMO","CDC42","IKK","SNAI2","ILK","HEY1","TGFR","TGF","cfos","FOXC2","KLF4","ERK","SOSGRB2","MEK","ZEB1","EGR1","AXIN2","Destcompl","DSH"
"GSK3",-0.252350688413062,-0.0530736896202217,-0.230263157894737,-0.225,-0.233834586466165,-0.237102560322375,-0.233834586466165,-0.240404447114827,-0.237145844744311,-0.245801820726118,-0.243893925989276,-0.240955368553835,-0.13786472262014,-0.154619864748823,-0.149157679874873,-0.149157679874873,-0.149157679874873,0.0186493101315965,-0.0586949057573195,0.00666666666666668,-0.096433468492292,-0.0860129680453239,-0.0850436158090032,-0.0999299719887955,-0.0409090909090909,-0.0946152866741102,-0.10580885548433,0.0129166666666667,-0.0362087035771246,0.0158432744364567,0.0456709956709957,0.0661330453132093,0.00666666666666668,0.0608698874184724,-0.0440579710144927,-0.000257515473032705,-0.0553484150258344,-0.0431055900621118,0.00487068965517242,0.0835176519591363,-0.0168927496988255,-0.00848717879170031,-0.0448477503408574,-0.0476682631613703,0.0226143790849673,-0.0313200711976722,0.0608776082878123,0.0173512211902305,-0.0161161243747744,0.00712394846295775,-0.00228738034895742,0.0337254901960784,0.147994337624188,0.281330088951366,0.230263157894737
"NFB",-0.181577246283129,-0.0367722179010745,-0.227777777777778,-0.15,-0.250854700854701,-0.270854700854701,-0.250854700854701,-0.277596273888409,-0.270854700854701,-0.29258007326069,-0.287482034045003,-0.278199333623062,-0.266946193123625,-0.147833072056959,-0.139872873051984,-0.139872873051984,-0.139872873051984,0.0234704469749787,-0.195527822167551,0.0571428571428571,-0.103607503607504,-0.110888919872502,-0.10571185038848,-0.0956709956709957,-0.12,-0.108123632639762,-0.281769374416433,-0.0928571428571429,-0.0757180888328429,0.104369767831802,0.16,0.178689316653588,0.1,0.166641123882503,-0.0555555555555556,-0.102226512226512,-0.156296296296296,-0.114646464646465,-0.0955598455598456,0.156542200501242,-0.0958195819581958,-0.0931077694235589,-0.133046464646465,-0.143805958317351,-0.00485714285714285,-0.13696682246483,0.0391941391941392,-0.055968253968254,-0.12780849181778,-0.0762296918767507,0.0120509895428226,0.00714285714285715,0.175238095238095,0.308268073806975,0.227777777777778
"IKK",-0.177655677655678,-0.0340902255639098,-0.15,-0.1,-0.227777777777778,-0.250854700854701,-0.227777777777778,-0.270854700854701,-0.250854700854701,-0.287482034045003,-0.278199333623062,-0.270854700854701,-0.261349572215494,-0.139872873051984,-0.124379915305505,-0.124379915305505,-0.124379915305505,0.0225641025641026,-0.1905518992141,0.1,-0.0956709956709957,-0.10349165959853,-0.103553577007185,-0.0909090909090909,-0.1,-0.103607503607504,-0.276372549019608,0.0571428571428571,-0.0693078324225865,0.0958195819581958,0.12,0.166641123882503,0.2,0.156296296296296,0,-0.0955598455598456,-0.16,-0.0555555555555556,-0.0928571428571429,0.151257647655714,-0.0888888888888889,-0.0859649122807018,-0.114646464646465,-0.133046464646465,0.00714285714285715,-0.128600288600289,0.0391941391941392,-0.00485714285714285,-0.0909663865546219,-0.055968253968254,0.00400501253132832,0.05,0.175238095238095,0.304613588757141,0.15
"ZEB1",0.24702679691701,-0.033257172318818,0.305128205128205,0.266666666666667,0.331475029036005,0.341090413651389,0.3270794246404,0.347619623273382,0.334922561895302,0.34996595708297,0.345856368041874,0.341867006339747,0.338149800219366,0.306486053926576,0.298454557863583,0.298454557863583,0.298454557863583,-0.182238749135327,0.166218262783289,-0.126666666666667,0.210539215686275,-0.0626907698373249,0.314087661383957,0.2125,-0.141666666666667,0.212192108248258,0.108061486802206,-0.12140350877193,-0.0950738107798069,0.21337201293196,0.141666666666667,0.110042596786369,-0.166666666666667,0.118939393939394,-0.108045977011494,-0.100513579029541,-0.118939393939394,-0.0805097451274363,-0.103370721886684,-0.151985058261739,-0.218660474470422,-0.243043830090462,-0.0617280192391114,-0.0558225074280878,-0.0726666666666667,-0.105276017568312,0.0216046569069219,-0.0573725490196079,-0.00998050682261209,-0.0322624168610175,0.219681595853657,-0.116666666666667,-0.172089909329418,-0.265805405815429,-0.309523809523809
"ERK",0.00809973904356188,-0.0167231327074073,-0.0385964912280702,-0.0333333333333333,-0.041025641025641,-0.0445221445221445,-0.0462887989203779,-0.0467777836198889,-0.0497853024168814,-0.0556684956749824,-0.0540712734527602,-0.0525842846051765,0.0502174863703639,0.0208301599390708,0.0209401709401709,0.0209401709401709,0.0209401709401709,0.0148725173687951,0.0606922207508538,-0.0178571428571429,0.0139494325625713,-0.0122545504247359,0.110082632211131,0.0175990675990676,-0.133333333333333,0.0120103743908261,0.0418492735768578,-0.0390692640692641,0.129079057220308,0.15384322489192,0.153333333333333,0.160616978556688,-0.0428571428571429,0.156269152469731,0.0219047619047619,-0.0369753622883682,-0.151693989071038,0.0116243880729862,-0.0378927934810288,0.132631528704045,-0.154451127627483,-0.154610948768944,0.00797475303648985,0.0074253024870393,0.345928099779897,0.0104655849483436,0.014385016627184,0.232594766446564,0.281195869933734,0.240115657811466,-0.00778396244228439,0.331034482758621,0.0294140281065258,0.244619803307694,0.0333333333333333
"RKIP",0.00799842395587077,-0.0150033476805356,0,0,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.041025641025641,-0.0385964912280702,-0.0525842846051765,-0.0497853024168814,-0.0462887989203779,0.0528811164105282,0.0257020757020757,0.0214285714285714,0.0214285714285714,0.0214285714285714,0.0204065730963493,0.063094491333638,0,0.00606060606060606,-0.00819472136490682,0.110601099523001,0.0333333333333333,-0.1,0.0175990675990676,0.0426530005941771,-0.0428571428571429,0.117717086834734,0.149654079657003,0.133333333333333,0.151693989071038,0,0.153333333333333,0.0333333333333333,-0.0390692640692641,-0.133333333333333,0.0266666666666667,-0.0178571428571429,0.12921664626683,-0.1466837826273,-0.146767324816105,0.0219047619047619,0.0116243880729862,0.3,0.0129973474801061,0.0230033476805356,0.331034482758621,0.278412698412698,0.345928099779897,-0.00520803443328551,0.35,0.0276254102203469,0.242199597609078,0
"RAF",0.00799842395587077,-0.0150033476805356,0,0,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.041025641025641,-0.0385964912280702,-0.0525842846051765,-0.0497853024168814,-0.0462887989203779,0.0528811164105282,0.0257020757020757,0.0214285714285714,0.0214285714285714,0.0214285714285714,0.0204065730963493,0.063094491333638,0,0.00606060606060606,-0.00819472136490682,0.110601099523001,0.0333333333333333,-0.1,0.0175990675990676,0.0426530005941771,-0.0428571428571429,0.117717086834734,0.149654079657003,0.133333333333333,0.151693989071038,0,0.153333333333333,0.0333333333333333,-0.0390692640692641,-0.133333333333333,0.0266666666666667,-0.0178571428571429,0.12921664626683,-0.1466837826273,-0.146767324816105,0.0219047619047619,0.0116243880729862,0.3,0.0129973474801061,0.0230033476805356,0.331034482758621,0.278412698412698,0.345928099779897,-0.00520803443328551,0.35,0.0276254102203469,0.242199597609078,0
"MEK",0.0087355246929715,-0.013416046093234,-0.0333333333333333,0,-0.0333333333333333,-0.041025641025641,-0.0385964912280702,-0.0445221445221445,-0.0462887989203779,-0.0540712734527602,-0.0525842846051765,-0.0497853024168814,0.052149409093455,0.0209401709401709,0.0257020757020757,0.0257020757020757,0.0257020757020757,0.012666635015854,0.060726549621434,-0.0428571428571429,0.0175990675990676,-0.0094767726469581,0.109781427391854,0.00606060606060606,-0.133333333333333,0.0139494325625713,0.0444845024256789,-0.0178571428571429,0.128243402624208,0.154451127627483,0.133333333333333,0.156269152469731,0,0.151693989071038,0.0266666666666667,-0.0378927934810288,-0.153333333333333,0.0219047619047619,-0.0390692640692641,0.133352899308192,-0.149654079657003,-0.152221870270651,0.0116243880729862,0.00797475303648985,0.331034482758621,0.0102946447774034,0.0151602104256337,0.345928099779897,0.285079365079365,0.232594766446564,-0.0123508915761427,0.3,0.0276254102203469,0.243454827734601,0.0333333333333333
"SOSGRB2",0.0526541278574939,0.00849624060150376,0,0,-0.0142857142857143,-0.00595238095238095,-0.0142857142857143,-0.0103002070393375,-0.00993788819875776,-0.0206940870340287,-0.0174436090225564,-0.0142857142857143,0.0710750750750751,0.188360133275388,0.189642184557439,0.189642184557439,0.189642184557439,0.00536387774666364,0.0696283012962793,0,-0.013986013986014,-0.0252245913290689,0.227788250544349,0.00909090909090909,-0.2,-0.00412685905643652,-0.0570144927536232,-0.0111111111111111,0.177521929824561,0.257584780810587,0.233333333333333,0.246846846846847,0.1,0.246846846846847,-0.0428571428571429,0.0027046783625731,-0.233333333333333,-0.0428571428571429,0.0152046783625731,0.117945141972013,-0.24989247311828,-0.154924242424242,-0.0351648351648352,-0.0358740550229912,0.398412698412698,-0.0343101343101343,-0.00421052631578948,0.438953238953239,0.334444444444444,0.445013845013845,0.011453634085213,0.40952380952381,0.00981160616061606,0.133270234612517,0
"Wnt",0.146551724137931,0.0465805834528934,0.1,0,0.3,0.225,0.2,0.230263157894737,0.225,0.237145844744311,0.233834586466165,0.230263157894737,0.128389830508475,0.142139439507861,0.137593984962406,0.137593984962406,0.137593984962406,-0.0158585858585859,0.0557519388557941,-0.1,0.0857142857142857,0.074223602484472,0.0889950980392157,0.1,0,0.0940476190476191,0.101176470588235,-0.0666666666666667,0.03,-0.00393559928443649,0,-0.0456709956709957,-0.1,-0.0409090909090909,-0.1,-0.00666666666666668,0.05,-0.0333333333333333,-0.00666666666666668,-0.0818965517241379,-0.00769230769230769,-0.0143589743589744,0.0266666666666667,0.0440579710144927,-0.0666666666666667,0.0296356275303644,-0.0490196078431373,-0.0866666666666667,-0.0363636363636364,-0.0337254901960784,0.0112386417981827,-0.1,-0.142424242424242,-0.275419916250253,-0.2
"PI3K",0.118819143819144,0.0491051170943084,0.2,0.1,0.211111111111111,0.206763285024155,0.211111111111111,0.199070977331847,0.206763285024155,0.199124562281465,0.198506005580434,0.199070977331847,0.0883108657201587,0.117935598647927,0.120675324675325,0.120675324675325,0.120675324675325,-0.0160581222056632,0.0314791962229923,0.0333333333333333,0.0826923076923077,0.0830676328502416,0.0726315789473684,0.075,0,0.0891439205955335,0.0862301870142212,0.1,0.0477698771816419,-0.00557342937174869,-0.05,-0.0361111111111111,0,-0.0333333333333333,-0.025,0.0812971342383107,0.0333333333333333,0.0397058823529412,0.0941176470588235,-0.0396432817940844,-0.00642657062825131,-0.012343187703898,0.0477058823529412,0.0387627929220469,-0.0666666666666667,0.0287456445993031,-0.0361842105263158,-0.0137254901960784,-0.000769230769230772,-0.00880745740919319,-0.00967630686336563,-0.0666666666666667,-0.12647619047619,-0.236330885967389,-0.2
"ILK",0.118819143819144,0.0491051170943084,0.2,0.1,0.211111111111111,0.206763285024155,0.211111111111111,0.199070977331847,0.206763285024155,0.199124562281465,0.198506005580434,0.199070977331847,0.0883108657201587,0.117935598647927,0.120675324675325,0.120675324675325,0.120675324675325,-0.0160581222056632,0.0314791962229923,0.0333333333333333,0.0826923076923077,0.0830676328502416,0.0726315789473684,0.075,0,0.0891439205955335,0.0862301870142212,0.1,0.0477698771816419,-0.00557342937174869,-0.05,-0.0361111111111111,0,-0.0333333333333333,-0.025,0.0812971342383107,0.0333333333333333,0.0397058823529412,0.0941176470588235,-0.0396432817940844,-0.00642657062825131,-0.012343187703898,0.0477058823529412,0.0387627929220469,-0.0666666666666667,0.0287456445993031,-0.0361842105263158,-0.0137254901960784,-0.000769230769230772,-0.00880745740919319,-0.00967630686336563,-0.0666666666666667,-0.12647619047619,-0.236330885967389,-0.2
"AKT",0.121641724464305,0.050474980108007,0.211111111111111,0.2,0.206763285024155,0.199070977331847,0.206763285024155,0.19851231811397,0.199070977331847,0.200663023819927,0.199124562281465,0.198506005580434,0.0898399177079263,0.119140417925036,0.117935598647927,0.117935598647927,0.117935598647927,-0.0181971596388183,0.0302670750108711,0.1,0.0891439205955335,0.0853232719479859,0.0673335657023353,0.0826923076923077,0.05,0.0854853840101676,0.0834778934362396,0.0941176470588235,0.0508754672437537,-0.0112973350956544,-0.0333333333333333,-0.041374269005848,0.0333333333333333,-0.0361111111111111,0.0397058823529412,-0.0176927647515883,0.0333333333333333,0.0477058823529412,0.0812971342383107,-0.0381357441056422,0.00557342937174869,0.000438767183320017,0.0387627929220469,0.0324183820459139,-0.0137254901960784,0.0227306070053182,-0.052423526765632,-0.00880745740919319,0.0125641025641026,-0.00627581183957294,-0.008306443849667,-0.0666666666666667,-0.127559222967165,-0.237406154784594,-0.211111111111111
"miR200",-0.206299298604467,0.0527464157706093,-0.24,-0.2,-0.268,-0.275042253521127,-0.261739130434783,-0.277240055718929,-0.268781383955909,-0.277081966020536,-0.274203178141748,-0.271028574967145,-0.26349917736576,-0.244895272343443,-0.243149636433219,-0.243149636433219,-0.243149636433219,0.0727568568656848,-0.20932255052459,0.08,-0.137733990147783,0.0116790616790617,-0.195330152641253,-0.123940886699507,0.08,-0.138298961899196,-0.117605502881576,0.0431578947368421,0.0412988041050578,-0.115796472653354,-0.055,-0.0536800587048248,0.1,-0.0569409282700422,0.116666666666667,0.0479557384026103,0.0683333333333333,0.0715686274509804,0.0517293233082707,0.134975703810287,0.12112562625837,0.138305084745763,0.0586654016445288,0.0557584249003427,0.0942857142857143,0.0798789828058121,-0.0546583850931677,0.0533766233766234,0.0426241134751773,0.0486147186147186,-0.184005376344086,0.114285714285714,0.165120427476551,0.232938513094775,0.24
"Frizzled",0.14594566353187,0.0574716725618042,0.2,0.1,0.225,0.230263157894737,0.225,0.233834586466165,0.230263157894737,0.240955368553835,0.237145844744311,0.233834586466165,0.133151735270379,0.146076447381876,0.142139439507861,0.142139439507861,0.142139439507861,-0.0158585858585859,0.0578498409536962,-0.0666666666666667,0.0940476190476191,0.0773982056590752,0.0859647950089127,0.0857142857142857,0,0.0999299719887955,0.100224089635854,-0.00666666666666668,0.0228571428571429,-0.0104776553592028,-0.05,-0.0553484150258344,-0.1,-0.0456709956709957,-0.0333333333333333,-0.0129166666666667,0.0409090909090909,0.0266666666666667,-0.00666666666666668,-0.0815810943108887,0.00393559928443649,-0.00372067648663394,0.0440579710144927,0.0431055900621118,-0.0866666666666667,0.0273100461350155,-0.0490196078431373,-0.0337254901960784,-0.00909090909090909,-0.0226143790849673,0.00430794872887575,-0.0666666666666667,-0.144749823819591,-0.277807184154762,-0.3
"SUFU",0.256324954156955,0.0625688130770842,0.283333333333333,0.25,0.193055555555556,0.20267094017094,0.288888888888889,0.208247148349379,0.299568500539374,0.312875136694981,0.310266441042807,0.304831658434111,0.2242757501455,0.314467533273693,0.309720697830655,0.309720697830655,0.309720697830655,-0.0256839509518824,0.0590515195127337,0.142857142857143,0.031969696969697,0.0556166313168038,0.210917442722668,0.0342424242424242,0.0266666666666667,0.0295887445887446,0.175932036656623,0.146857142857143,0.0383065666128995,0.00546351973454708,-0.0266666666666667,-0.0543839943839944,0.1,-0.0509090909090909,0.0266666666666667,0.165958846522605,0.0377777777777778,0.0482882882882883,0.154549450549451,-0.090793100184164,-0.00985151049667179,-0.0147953495779583,0.0525436074372245,0.0618138243997491,0.00102564102564102,0.110369889170603,-0.0869648680780515,0.0251635720601238,0.0717642007115691,0.0358018699324642,-0.0148279717026863,-0.0323076923076923,-0.11517303941174,-0.269578495194377,-0.1875
"RAS",0.157441860465116,0.0656737849779087,0.1,0,0.15,0.155882352941176,0.15,0.155882352941176,0.155882352941176,0.148289450394383,0.149139308751324,0.153754693366708,0.0933825679152197,0.176794871794872,0.278717948717949,0.278717948717949,0.278717948717949,0.0572,0.0720595027646544,0.1,-0.0947368421052632,0.00273352999016716,0.171724817662133,-0.1,-0.1,-0.100397219463754,0.0203600654664485,0.133333333333333,0.0961006289308176,0.138342609771181,0.1,0.115864406779661,0,0.104,-0.14,0.151111111111111,-0.1,-0.08,0.14,0.0318446885344319,-0.142424242424242,-0.0444664031620553,-0.0505882352941177,-0.0436575422248107,0.195,-0.0506349206349207,-0.0646428571428571,0.179210526315789,0.152813852813853,0.208622291021672,0.0842452135493373,0.12,-0.118550724637681,-0.0973985944916177,-0.1
"SMO",0.250641914719585,0.0665254237288136,0.2,0.1,0.15,0.1875,0.25,0.193055555555556,0.283333333333333,0.304831658434111,0.299568500539374,0.288888888888889,0.215302397605874,0.29880366726297,0.291826923076923,0.291826923076923,0.291826923076923,-0.0220916214587101,0.0573337592599227,0.1,0.0242424242424242,0.041321044546851,0.207354497354497,0.0333333333333333,0.1,0.0342424242424242,0.161274509803922,0.1,0.0196825396825397,0.00920634920634921,-0.0666666666666667,-0.0377777777777778,0,-0.0266666666666667,-0.0666666666666667,0.146857142857143,0.0266666666666667,-0.00666666666666668,0.142857142857143,-0.0889151614668856,-0.0266666666666667,-0.0278388278388278,0.0266666666666667,0.0482882882882883,-0.04,0.0972413793103448,-0.0888888888888889,-0.0323076923076923,0.0245614035087719,0.00102564102564102,-0.00324858757062147,-0.1,-0.106090461262875,-0.26443943653246,-0.1
"DELTA",0.0701149425287356,0.0932367149758454,0,0,0.1,0.12,0.1,0.143076923076923,0.12,0.164255744255744,0.152167832167832,0.143076923076923,0.148909822571794,0.0606060606060606,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.00424242424242424,0.0737894736842105,0,-0.08,-0.075,0.0797402597402597,-0.1,0,-0.0514285714285714,-0.021,0,-0.123076923076923,0.0285714285714286,0,-0.016025641025641,0,-0.00833333333333333,-0.2,0,0.0333333333333333,-0.2,0.0333333333333333,-0.011965811965812,-0.0333333333333333,0.0666666666666667,-0.144444444444444,-0.140444444444444,-0.2,-0.157142857142857,-0.0888888888888889,-0.26,-0.18,-0.226666666666667,0.101932367149758,-0.1,-0.105714285714286,-0.160262548262548,0
"CD44",0.0476190476190476,0.1,0.1,0.1,-0.1,-0.1,0,-0.133333333333333,0,-0.155730471079308,-0.144961240310078,-0.133333333333333,-0.121978021978022,0.0495238095238095,0.080952380952381,0.080952380952381,0.080952380952381,0.0501141853315766,-0.0529312778199978,-0.1,-0.0142857142857143,-0.0966772993088783,0.0846620046620047,0,-0.1,0.00150375939849624,-0.121978021978022,0,0.0437037037037037,0.139455782312925,0.1,0.138181818181818,0,0.12,-0.133333333333333,-0.02,-0.1,-0.113333333333333,0,0.0696237096237096,-0.133333333333333,-0.137426900584795,-0.125833333333333,-0.131388888888889,0.125,-0.12625,-0.19047619047619,0.165,0.197619047619048,0.135,0.0873015873015873,0.1,0.11,0.184901233220561,0
"cMet",0.0460061443932412,0.105050505050505,0,0.1,-0.1,-0.133333333333333,0,-0.142424242424242,-0.133333333333333,-0.159685273339195,-0.155730471079308,-0.144961240310078,-0.125892612725353,0.043863432165319,0.0495238095238095,0.0495238095238095,0.0495238095238095,0.0532391853315766,-0.0562391658607103,0,0.00150375939849624,-0.110236621342777,0.0824880916185264,-0.0142857142857143,-0.1,-0.00487921932490801,-0.136584763551056,0,0.04,0.139455782312925,0.1,0.150681818181818,-0.1,0.138181818181818,-0.113333333333333,-0.02625,-0.12,-0.125833333333333,-0.02,0.0769229796967023,-0.139455782312925,-0.139387684898521,-0.131388888888889,-0.148410165484634,0.165,-0.140174050632911,-0.2,0.135,0.204285714285714,0.144090909090909,0.0943722943722944,0.125,0.108412698412698,0.188955287274615,0.1
"SMAD",-0.00541248503654519,0.108589571857031,-0.0485714285714286,-0.02,-0.0507936507936508,-0.0604090354090354,-0.0707936507936508,-0.065445006632057,-0.0805975723622782,-0.0905371092729171,-0.0879028640854804,-0.085324845089551,-0.0864801338419891,-0.0343613654023904,-0.0310718917181799,-0.0310718917181799,-0.0310718917181799,0.00470133619894276,-0.0828785581994156,-0.105555555555556,0.0969458128078818,-0.107590841506164,0.0627677698645441,0.0980952380952381,-0.116666666666667,0.0969458128078818,-0.13298492748371,-0.129365079365079,-0.147127865754931,0.0231073948882168,0.116666666666667,0.127560224185169,-0.05,0.129418960244648,-0.154761904761905,-0.149757236227824,-0.126666666666667,-0.184339369550637,-0.143090569561158,0.0983786182474412,-0.117393109173931,-0.151660655776348,-0.202775123740581,-0.211141657605123,-0.241935483870968,-0.209286673830445,-0.105245845176679,-0.255888972243061,-0.240468796214138,-0.272235126089215,0.103462062923746,-0.2,0.0423313304563905,0.0888415119525402,0.0285714285714286
"LIV1",0.0065508658008658,0.111410941472525,0.1,0.1,0.0962962962962963,0.0989278752436647,0.0962962962962963,0.0984400703656159,0.098998998998999,0.0996963170066618,0.10011011011011,0.098998998998999,0.088497118472091,-0.0248509968165635,-0.025305542271109,-0.025305542271109,-0.025305542271109,-0.000442271971086543,0.0462587956065861,-0.0166666666666667,0.0364102564102564,-0.107923651225666,0.031816845603272,0.041025641025641,-0.00952380952380952,0.0375091575091575,-0.0747505175983437,-0.0291666666666667,-0.163601591778387,0.0185833760027308,0.00952380952380952,-0.00240570063150708,0.0333333333333333,0.00259429936849292,-0.171428571428571,-0.0239035087719298,-0.00629800307219662,-0.181232492997199,-0.0239035087719298,0.00439425337974723,-0.0147124082607954,-0.0191477790516506,-0.184262796027502,-0.183169899852639,-0.270434782608696,-0.198676335126145,-0.114256570387718,-0.275519528371407,-0.218426842684268,-0.279519528371407,0.108952448674349,-0.24,-0.0840951761316107,-0.120416341684086,-0.1
"SRC",-0.177402597402597,0.143763102725367,0,0,-0.15,-0.18,-0.15,-0.198032786885246,-0.18,-0.20716139494985,-0.202910835665734,-0.198032786885246,-0.199699146834306,-0.249691660029582,-0.240600750938673,-0.240600750938673,-0.240600750938673,-0.00223393353828136,-0.0875395410689528,-0.05,0.0792857142857143,-0.10019113792564,-0.0998753234533051,0.065,0.0333333333333333,0.0828571428571429,-0.158198812681571,-0.0833333333333333,-0.217725643532095,-0.0378082029397819,-0.0333333333333333,0.0236601307189543,-0.1,0.0177777777777778,-0.0888888888888889,-0.159401709401709,-0.00666666666666667,-0.101388888888889,-0.137179487179487,0.0458854069061253,0.0260964912280702,-0.00196954650777888,-0.149007936507937,-0.178098845598846,-0.312121212121212,-0.165233426704015,-0.227454780361757,-0.367676767676768,-0.367142857142857,-0.39597865446922,0.0615154237795747,-0.266666666666667,0.126216583790216,0.152393295110686,0.1
"STAT",-0.187089452603471,0.161000537923615,-0.142857142857143,0,-0.167857142857143,-0.190584415584416,-0.167857142857143,-0.1981474407945,-0.190584415584416,-0.210096412481613,-0.206163158607954,-0.198276723276723,-0.204198231416821,-0.2504889479402,-0.243026261373036,-0.243026261373036,-0.243026261373036,0.0126268558456024,-0.0924537044197282,0,-0.00757816640169581,-0.215686409828517,-0.0825106303661506,-0.0156862745098039,0,-0.0104907877609191,-0.303487217430246,-0.06,-0.256872586872587,0.0297906602254428,0.05,0.0860526857378061,0,0.0816279069767442,-0.259090909090909,-0.105197740112994,-0.07,-0.302840909090909,-0.0933333333333333,0.107385992685739,-0.0297906602254428,-0.0266666666666667,-0.331788277511962,-0.350628857222107,-0.306666666666667,-0.336235855487389,-0.252663893840364,-0.359607843137255,-0.414121510673235,-0.386489563567362,0.146440738748431,-0.266666666666667,0.120417621594092,0.179867554059819,0.142857142857143
"Destcompl",-0.2714792804952,0.237032986799407,-0.275396825396825,-0.261111111111111,-0.282246140465319,-0.290166932544526,-0.282246140465319,-0.29480515146846,-0.290703851908105,-0.301566976541169,-0.299527200916487,-0.295554598176761,-0.262481879184461,-0.330541848641507,-0.325047343147001,-0.325047343147001,-0.325047343147001,0.055562998844207,-0.0157733971220671,-0.247619047619048,0.0447316882099491,-0.309274064952611,-0.257062290130149,0.0403838621229926,-0.144444444444444,0.0457336922179651,-0.295530027576658,-0.260662525879917,-0.346014516716718,0.00752297410192147,0.161685823754789,0.178471240961329,-0.233333333333333,0.175956734191503,-0.321632653061224,-0.279756787927199,-0.170257252326218,-0.331977480647431,-0.272374237591629,0.162404751010394,-0.00880952380952381,-0.0088721534875381,-0.339345901700063,-0.346735064261639,-0.338088578088578,-0.338317305316626,-0.222569096027372,-0.359400053498414,-0.344896263315517,-0.373324104131326,0.176624120816998,-0.313846153846154,0.144712449316948,0.179070873936061,0.275396825396825
