"","cMet","CD44","TCFLEF","cateninnuc","Frizzled","NOTCH","Destcompl","DSH","cateninmemb","Jagged","SOSGRB2","SMO","RAS","PI3K","DELTA","SNAI2","SUFU","FUS","HEY1","cfos","ERK","FOXC2","CDC42","TGF","TGFR","PAK1","TWIST1","ZEB2","ZEB1","IKK","NFB","AKT","RKIP","MEK","Csn","EGR1","SMAD","ILK","GSK3","TrCP","SNAI1","Ecadherin","miR200","RAF","KLF4","SHH","Patched","LIV1","Csl","NOTCHic","STAT","GLI","Wnt","SRC","AXIN2"
"TrCP",-0.228408408408408,-0.2194975173193,-0.20986788768967,-0.205316163551739,-0.231111111111111,-0.101355311355311,-0.192844368875162,-0.22,-0.180771925355149,-0.0814689843217451,-0.131930693069307,-0.0620583717357911,-0.112896999647358,-0.11471518146554,-0.11471518146554,-0.0413020131490057,-0.019047619047619,-0.0523809523809524,-0.00830320134050622,-0.0356521739130435,-0.027177597641857,-0.0466916388085932,0.000280112044817928,-0.000280112044817928,-0.000280112044817928,-0.00952380952380952,-0.00281234707321663,0.00217278765739951,0.00217278765739951,-0.018640350877193,-0.0291666666666667,-0.018640350877193,0.078743705649783,0.027177597641857,-0.0166666666666667,0.04,0.0039494794333504,0.00201399556238266,0.16871645021645,0.0333333333333333,0.0990312713378482,0.0817281160712006,0.0975537053769362,0.11471518146554,0.00797710122300286,0.0632312112419639,0.0682312112419639,0.2,0.0987179487179487,0.10025641025641,0.22,0.219211239480816,0.228479532163743,0.231111111111111,0.274228088112278
"EGR1",-0.228408408408408,-0.2194975173193,-0.20986788768967,-0.205316163551739,-0.231111111111111,-0.101355311355311,-0.192844368875162,-0.22,-0.180771925355149,-0.0814689843217451,-0.131930693069307,-0.0620583717357911,-0.112896999647358,-0.11471518146554,-0.11471518146554,-0.0413020131490057,-0.019047619047619,-0.0523809523809524,-0.00830320134050622,-0.0356521739130435,-0.027177597641857,-0.0466916388085932,0.000280112044817928,-0.000280112044817928,-0.000280112044817928,-0.00952380952380952,-0.00281234707321663,0.00217278765739951,0.00217278765739951,-0.018640350877193,-0.0291666666666667,-0.018640350877193,0.078743705649783,0.027177597641857,-0.0166666666666667,0.04,0.0039494794333504,0.00201399556238266,0.16871645021645,0.0333333333333333,0.0990312713378482,0.0817281160712006,0.0975537053769362,0.11471518146554,0.00797710122300286,0.0632312112419639,0.0682312112419639,0.2,0.0987179487179487,0.10025641025641,0.22,0.219211239480816,0.228479532163743,0.231111111111111,0.274228088112278
"SMAD",-0.247198879551821,-0.237380697733639,-0.226661566118985,-0.220177270272987,-0.211904761904762,-0.228845101258894,-0.19122781505794,-0.195238095238095,-0.183896536001189,-0.208543918447144,-0.15902099970423,-0.173333333333333,-0.198198757115098,-0.199514546588782,-0.199514546588782,-0.0913413981235607,-0.133333333333333,-0.158333333333333,-0.124516687376457,-0.0410138248847926,-0.0270603365126996,-0.0509027162557974,0.00660630449362844,-0.00708706302375374,-0.00828228214725972,0.00238095238095238,0.00218713261376716,0.0025290514890801,0.0025290514890801,0.0534080298786181,0.0396825396825397,0.0480746965452848,0.0608814389302194,0.0270603365126996,0.0444444444444444,0.0571428571428571,0.00124505631354946,0.0993402944087876,0.0850923846412568,0.1,0.087581536295246,0.0663928439671805,0.0971722730578441,0.199514546588782,0.00733640249111672,0.174226890851835,0.176085626911315,0.2,0.223809523809524,0.227257799671593,0.228571428571429,0.203755896381796,0.213827838827839,0.245238095238095,0.292311881346702
"SNAI1",-0.2194975173193,-0.20986788768967,-0.205316163551739,-0.203147862054578,-0.228479532163743,-0.0972736787022501,-0.189883842559372,-0.231111111111111,-0.180115621382782,-0.0760572196158627,-0.129289183635345,-0.0682312112419639,-0.112896999647358,-0.112896999647358,-0.112896999647358,-0.0365752280333503,-0.0523809523809524,-0.0620583717357911,-0.0112793918166967,-0.027177597641857,-0.027177597641857,-0.0435150187323544,0.000280112044817928,0.000324726664859492,-0.000280112044817928,0.000280112044817928,0.00139278113191158,0.00352580118753481,0.00352580118753481,-0.018640350877193,-0.018640350877193,-0.0235014619883041,0.077906885566101,0.0276260281351306,-0.0291666666666667,0.0356521739130435,0.0045644855834119,0.0039494794333504,0.162049783549784,-0.0166666666666667,0.00170031048375565,0.0842255146143848,0.0966891520628151,0.112896999647358,0.00828862770275364,0.0607069393973037,0.0632312112419639,0.22,0.10025641025641,0.101355311355311,0.231111111111111,0.209887656299829,0.219211239480816,0.228408408408408,0.267001980886171
"SMO",0.116666666666667,0.0888888888888889,0.0743257820927724,0.0675588647995393,0.05,0.214242424242424,0.133442836233534,0.1,-0.0279305425061767,0.0881746031746032,0.117543859649123,0.0533333333333333,0.0430344364937388,0.0360576923076923,0.0360576923076923,0.296361247947455,0.1,0.133333333333333,0.0278388278388278,-0.12,-0.0969230769230769,0.011551724137931,-0.0333333333333333,0.036036036036036,0.0333333333333333,-0.0333333333333333,0.0888344226579521,0.00508474576271186,0.00508474576271186,0.0928571428571429,0.05,0.0808571428571429,0.0688888888888889,0.106013986013986,0.1,0.1,-0.0182539682539683,-0.0166666666666667,-0.131846793982716,0,0.0855606758832565,0.174267465975631,0.0962025316455696,-0.0360576923076923,-0.0111111111111111,-0.0422222222222222,-0.0533333333333333,-0.1,-0.233333333333333,-0.224242424242424,-0.2,0.00277777777777778,-0.025,-0.15,-0.271965965069413
"FUS",0.0888888888888889,0.0743257820927724,0.0675588647995393,0.0686458213212784,0.025,0.200606060606061,0.132712909226235,0.05,-0.025509685895376,0.0797408682348441,0.113697705802969,0.0533333333333333,0.0417243928256166,0.0430344364937388,0.0430344364937388,0.285409721915139,0.133333333333333,0.0533333333333333,0.0321866539257844,-0.0969230769230769,-0.106013986013986,0.00628856624319419,-0.0333333333333333,0.0370998658232701,0.036036036036036,-0.0333333333333333,0.0778396582600463,0.0056982426952272,0.0056982426952272,0.0808571428571429,0.0928571428571429,0.077010989010989,0.0678579610538373,0.100266859577204,0.05,0.12,-0.0163184843830005,-0.0182539682539683,-0.126161175253619,0.1,0.0827304872040112,0.166322260496179,0.0942223336257676,-0.0430344364937388,-0.00947176684881603,-0.0331313131313131,-0.0422222222222222,-0.2,-0.224242424242424,-0.214242424242424,-0.15,0.0181623931623932,0.00277777777777778,-0.116666666666667,-0.253953542709165
"ERK",-0.25933014354067,-0.245335232599194,-0.236413299513692,-0.230371632847025,-0.26,-0.160910646575972,-0.295604178853972,-0.26,-0.21595269739469,-0.171726089177567,-0.0690713515179535,-0.138535519125683,0.0339053191033389,0.0351154401154401,0.0351154401154401,0.138548424949269,-0.106666666666667,-0.110666666666667,-0.094870239779921,0.124174614820249,0.0241746148202494,-0.0322097163476474,-0.0159946595460614,0.00979429057196982,0.00869538947306872,-0.00571428571428572,-0.170701490590126,0.00605470298995983,0.00605470298995983,0.0535574229691877,0.0523809523809524,0.0599794413178115,-0.0142954777571489,-0.0283528878007508,0.0857142857142857,-0.160344827586207,0.0776018122154989,0.0818571313644351,0.12855281904792,0.0857142857142857,-0.131460532599267,0.126300394252918,0.0498667714995452,-0.0351154401154401,0.00887302169875324,0.138222930322046,0.139189113896925,0.2,0.161266511266511,0.167835854332205,0.268421052631579,0.237625882889041,0.250909090909091,0.268421052631579,0.30032138343963
"SUFU",0.0743257820927724,0.0675588647995393,0.0686458213212784,0.072072931295703,-0.00277777777777778,0.197431457431457,0.135317906568074,0.025,-0.0210076395106556,0.0747527447194047,0.106005398110661,0.0422222222222222,0.0404585700408064,0.0417243928256166,0.0417243928256166,0.280333914400307,0.0533333333333333,0.0533333333333333,0.0297770153715675,-0.106013986013986,-0.100266859577204,0.00256648187594853,-0.036036036036036,0.0372971044820472,0.0370998658232701,-0.0333333333333333,0.0735097613528298,0.00618133448266682,0.00618133448266682,0.077010989010989,0.0808571428571429,0.0803666937089756,0.0641844916660822,0.0964370723431618,0.0928571428571429,0.0969230769230769,-0.017473218794086,-0.0163184843830005,-0.124875828209918,0.05,0.0835822759603997,0.162717729085262,0.0931070919900799,-0.0417243928256166,-0.00767535966318729,-0.0257954057954058,-0.0331313131313131,-0.15,-0.214242424242424,-0.200606060606061,-0.116666666666667,0.0252255901884155,0.0181623931623932,-0.0888888888888889,-0.242946516948041
"Ecadherin",-0.17823430282123,-0.167866409844641,-0.165002150815998,-0.165842486950452,-0.194756041951664,-0.19004787989666,-0.144311499476677,-0.215686274509804,-0.111649925277974,-0.18535483454445,-0.133229514609852,-0.220833333333333,-0.0903158573270305,-0.0911538461538462,-0.0911538461538462,-0.279450954835284,-0.233333333333333,-0.233333333333333,-0.0239996718638645,-0.0468449197860963,-0.051999558961354,-0.128150447193557,-0.00375757575757576,0.00128062078911106,0.00326977087952698,-0.00509090909090909,-0.190188629641801,0.00978719449865254,0.00978719449865254,-0.0884656084656085,-0.0847619047619048,-0.0897643097643098,-0.0279181403579477,0.0563132844515501,-0.08,0.0527272727272727,-0.003041723690213,-0.00376811594202899,0.157853438121808,-0.1,-0.0217054259818254,-0.265893029038386,-0.0101697350859362,0.0911538461538462,0.0333333333333333,0.204856701380069,0.211155913978495,0.233333333333333,0.205645933014354,0.19636758249889,0.215686274509804,0.166847995974653,0.17751466264132,0.194756041951664,0.247377959040231
"Jagged",-0.06,-0.0676923076923077,-0.0767832167832168,-0.0778821178821179,0,0.0657142857142857,-0.0548571428571428,0,-0.0704993597951344,-0.0338528138528138,-0.08,-0.0333333333333333,-0.0442424242424242,-0.0533333333333333,-0.0533333333333333,0.0728506787330317,0,0,0.1,0,0.02,-0.00428571428571428,0,0.00888888888888889,-0.0111111111111111,0,0.055,0.0106280193236715,0.0106280193236715,0.0333333333333333,0,0,0.0769230769230769,0.0133333333333333,0,0.1,0.00476190476190476,0,0.0701149425287356,0,0.108333333333333,0.0447368421052632,0.0957575757575757,0.0533333333333333,-0.0111111111111111,0.0314102564102564,0.00833333333333333,0,-0.1,-0.08,0,0.0676923076923077,0.06,0,0.0628571428571429
"DELTA",-0.06,-0.0676923076923077,-0.0767832167832168,-0.0778821178821179,0,0.0657142857142857,-0.0548571428571428,0,-0.0704993597951344,-0.0338528138528138,-0.08,-0.0333333333333333,-0.0442424242424242,-0.0533333333333333,-0.0533333333333333,0.0728506787330317,0,0,0.1,0,0.02,-0.00428571428571428,0,0.00888888888888889,-0.0111111111111111,0,0.055,0.0106280193236715,0.0106280193236715,0.0333333333333333,0,0,0.0769230769230769,0.0133333333333333,0,0.1,0.00476190476190476,0,0.0701149425287356,0,0.108333333333333,0.0447368421052632,0.0957575757575757,0.0533333333333333,-0.0111111111111111,0.0314102564102564,0.00833333333333333,0,-0.1,-0.08,0,0.0676923076923077,0.06,0,0.0628571428571429
"KLF4",-0.194756041951664,-0.17823430282123,-0.167866409844641,-0.165002150815998,-0.215686274509804,-0.19636758249889,-0.144031909541915,-0.233333333333333,-0.109598643226692,-0.191533324246967,-0.139808461978273,-0.233333333333333,-0.0911538461538462,-0.0911538461538462,-0.0911538461538462,-0.286374494871406,-0.2,-0.233333333333333,-0.0219862490450726,-0.0527272727272727,-0.0468449197860963,-0.130209943761063,-0.00509090909090909,0.00326977087952698,0.00375757575757576,-0.00909090909090909,-0.198196078431373,0.012156862745098,0.012156862745098,-0.0847619047619048,-0.08,-0.0884656084656085,-0.0327870542156256,0.051999558961354,-0.1,0.08,-0.00376811594202899,-0.00666666666666667,0.16138544695183,-0.1,-0.0242370715514456,-0.170761578210733,-0.0122181522181522,0.0911538461538462,0.0333333333333333,0.211155913978495,0.220833333333333,0.233333333333333,0.210909090909091,0.205645933014354,0.233333333333333,0.17751466264132,0.194756041951664,0.215686274509804,0.259542907493839
"SNAI2",-0.274596670934699,-0.259542907493839,-0.247377959040231,-0.241011499412902,-0.287272727272727,-0.262349054454318,-0.197227304150107,-0.287272727272727,-0.204883206071777,-0.265119115362729,-0.185767410412441,-0.277647058823529,-0.144229846435252,-0.14331660442612,-0.14331660442612,0.0243399178890289,-0.2,-0.26,-0.026416515973478,-0.0823529411764706,-0.0725490196078431,-0.174678836905609,-0.00588235294117647,0.00440653407405326,0.00502765208647562,-0.00588235294117647,-0.25470741106163,0.0125118523180197,0.0125118523180197,-0.136781609195402,-0.133333333333333,-0.140396067026728,-0.0298333333333333,0.0725490196078431,-0.133333333333333,0.1,-0.00473494876756552,-0.00617035546613011,0.215576746279933,-0.1,-0.0226360984428284,0.0462006255650327,-0.0142060300827207,0.14331660442612,0.0351923076923077,0.268563988975872,0.275606242496999,0.26,0.265789473684211,0.267543859649123,0.287272727272727,0.259088649544325,0.274596670934699,0.287272727272727,0.332306830907055
"GLI",-0.213469708890637,-0.20312488130443,-0.19273527091482,-0.18837185190705,-0.283225806451613,-0.0166360363774157,-0.145134303625422,-0.28,-0.165667545696838,-0.0339305766845296,-0.0923951269968969,-0.103477443609023,0.0521116463382847,0.0511215473283837,0.0511215473283837,-0.0325504001072666,-0.0857142857142857,-0.0982142857142857,0.0379015108641594,-0.0571428571428571,-0.0506493506493506,-0.00873194014447884,-0.126551724137931,0.120972737826425,0.122149208414661,-0.13,-0.00288211222846197,0.0138244580986517,0.0138244580986517,-0.0263336913712853,-0.0324561403508772,-0.0232086913712853,0.036507950837643,0.0545167539642678,-0.0166666666666667,0.0571428571428571,-0.036952660886158,-0.0374932014266985,0.235505192111777,0.0166666666666667,0.0515641685013682,0.0753046460809474,0.082678415495753,-0.0511215473283837,0.0203946803946804,0.105073143617421,0.109599892588614,0.2,0.0200884173297966,0.0175884173297966,0.22,0.164352214461625,0.274990512333966,0.223225806451613,0.257391304347826
"TCFLEF",-0.0515598290598291,-0.0484151749717788,-0.145322391466624,-0.142573250573153,-0.0609803921568627,0.190692801983717,-0.305406481413975,-0.0509803921568627,-0.0986199261869474,0.0332515992508629,0.136770766159988,0.0419047619047619,0.201500750250616,0.202683404652719,0.202683404652719,0.0814055598355422,0.0666666666666667,0.0466666666666667,0.0300437085672598,0.116724738675958,0.123391405342625,0.164330575052216,-0.0967203339296363,0.0947923770069402,0.0957857544903839,-0.0897435897435897,-0.109994207457709,0.0218946039340776,0.0218946039340776,0.148992040217847,0.145766233766234,0.147905083696108,-0.0926514212242274,-0.123391405342625,0.133766233766234,-0.114285714285714,0.00901450944703435,0.00997053239158502,0.190130887177713,0.142857142857143,-0.195021705398274,-0.028678158868771,-0.130553121577218,-0.202683404652719,0.0270833333333333,-0.0382930460923732,-0.0370660522273426,0.0333333333333333,-0.191025027897338,-0.191025027897338,0.0458333333333333,0.0536012978212467,0.0567068878833585,0.0558333333333333,-0.298489377289377
"SRC",-0.02,0.0111475409836066,0.02578168732507,0.0251105463854727,-0.05,-0.055,0.0982501194457716,-0.1,0.0350430324801676,0.0627517054810633,0.0671428571428571,0.0133333333333333,-0.000487730875715854,-0.00957863996662494,-0.00957863996662494,-0.114812659469328,0.0333333333333333,0.0333333333333333,0.00495696789142668,0.142424242424242,0.12020202020202,0.0803174603174603,-0.0861111111111111,0.0784054834054834,0.0765873015873016,-0.111111111111111,-0.162353164077302,0.0284740940401318,0.0284740940401318,-0.11025641025641,-0.133333333333333,-0.104700854700855,-0.266275659824047,-0.106994473032209,-0.1,-0.133333333333333,-0.0318990042674253,-0.0364035087719298,0.0916883116883117,-0.1,-0.211226066963547,-0.103229776759189,-0.144945103205973,0.00957863996662494,0.129134366925065,-0.0332679738562092,-0.0244444444444444,0.2,0.08,0.0657142857142857,0.2,-0.0111475409836066,0.02,0.05,0.0465935653873943
"AKT",-0.274433296172427,-0.261438945889941,-0.249686368570353,-0.242147907031892,-0.282125603864734,-0.144397203897597,-0.240829755207089,-0.277777777777778,-0.153043833100135,-0.101408156151969,-0.0978632478632479,-0.0564102564102564,0.0022911185749938,0.00349593785210223,0.00349593785210223,-0.0906626614452423,-0.05,-0.0333333333333333,-0.011101788372657,0.0226890756302521,0.021049731367957,0.0500271410232899,-0.106117647058824,0.0946421969568905,0.0955485413677666,-0.0941176470588235,-0.0841534621612698,0.0302895816200875,0.0302895816200875,0.0244343891402715,0.0372549019607843,-0.0705151058092235,-0.0379458137770158,-0.0185180857983368,0.0666666666666667,-0.0285714285714286,-0.00478347298515366,-0.00242657062825131,0.174253091591801,0.0333333333333333,-0.0296223348225636,0.0740828648369407,0.0528281985851899,-0.00349593785210223,0.0353351327035537,0.061965811965812,0.061965811965812,0.2,0.140384615384615,0.146836228287841,0.277777777777778,0.261584134161253,0.274433296172427,0.282125603864734,0.314624720646381
"DSH",-0.269548872180451,-0.254317084100981,-0.240983750767648,-0.232346172851352,-0.280263157894737,-0.161909658968483,-0.25558509612442,-0.275,-0.139073823736038,-0.100973344940513,-0.128455284552846,-0.0647186147186147,-0.027717695223363,-0.0263171349992734,-0.0263171349992734,-0.167226253538306,-0.05,-0.0409090909090909,-0.019041548224079,0.0341176470588235,0.0341176470588235,0.0434024889838843,-0.106376811594203,0.0941584608392668,0.0959006211180124,-0.0933333333333333,-0.0986435425233923,0.0312708572905438,0.0312708572905438,-0.0841666666666667,-0.0716666666666667,-0.0784195402298851,-0.0560872460872461,-0.0318620079610792,-0.0466666666666667,-0.04,0.00131582425603824,0.0039573336900005,0.187273115182548,-0.0666666666666667,-0.0468461007591442,0.0490581246234127,0.0490020633160877,0.0263171349992734,0.037760735362106,0.0705567306893252,0.0711702276218405,0.2,0.15952380952381,0.165406162464986,0.275,0.254516192441889,0.269548872180451,0.280263157894737,0.311785800305082
"PI3K",-0.282125603864734,-0.274433296172427,-0.261438945889941,-0.249686368570353,-0.277777777777778,-0.146836228287841,-0.248522062899397,-0.2,-0.159669725047128,-0.107368421052632,-0.102307692307692,-0.0333333333333333,0.00349593785210223,0.00486580086580086,0.00486580086580086,-0.0977983398372021,0,-0.05,-0.00583863047792016,0.0285714285714286,0.0226890756302521,0.0492752613240418,-0.0941176470588235,0.0955485413677666,0.106117647058824,-0.1,-0.0948568260756429,0.0316594446337861,0.0316594446337861,0.0372549019607843,0.0666666666666667,0.0244343891402715,-0.0435358758888171,-0.021049731367957,0.0333333333333333,0,-0.00242657062825131,-0.00642657062825131,0.181914381914382,0,-0.0323792270531401,0.0660525618066377,0.0501544017937461,-0.00486580086580086,0.0447368421052632,0.061965811965812,0.0564102564102564,0.1,0.125,0.140384615384615,0.2,0.274433296172427,0.282125603864734,0.277777777777778,0.320761904761905
"ILK",-0.282125603864734,-0.274433296172427,-0.261438945889941,-0.249686368570353,-0.277777777777778,-0.146836228287841,-0.248522062899397,-0.2,-0.159669725047128,-0.107368421052632,-0.102307692307692,-0.0333333333333333,0.00349593785210223,0.00486580086580086,0.00486580086580086,-0.0977983398372021,0,-0.05,-0.00583863047792016,0.0285714285714286,0.0226890756302521,0.0492752613240418,-0.0941176470588235,0.0955485413677666,0.106117647058824,-0.1,-0.0948568260756429,0.0316594446337861,0.0316594446337861,0.0372549019607843,0.0666666666666667,0.0244343891402715,-0.0435358758888171,-0.021049731367957,0.0333333333333333,0,-0.00242657062825131,-0.00642657062825131,0.181914381914382,0,-0.0323792270531401,0.0660525618066377,0.0501544017937461,-0.00486580086580086,0.0447368421052632,0.061965811965812,0.0564102564102564,0.1,0.125,0.140384615384615,0.2,0.274433296172427,0.282125603864734,0.277777777777778,0.320761904761905
"TGF",0.176666666666667,0.193647798742138,0.198910956636875,0.189820047545966,0.142857142857143,0.283333333333333,0.161946082377871,0.1,0.163190439134548,0.194354442808051,0.2,0.136666666666667,0.175595238095238,0.161309523809524,0.161309523809524,0.0264885374009573,0.133333333333333,0.153333333333333,0.15003223726628,-0.0523809523809524,-0.0681704260651629,0.139472049689441,-0.226666666666667,0.121309523809524,0.212380952380952,-0.26,0.0590740740740741,0.0320504819360655,0.0320504819360655,0.00952380952380952,-0.0333333333333333,0.00426065162907268,-0.0411255411255411,0.101503759398496,-0.0333333333333333,0.0666666666666667,-0.115972629521017,-0.122424242424242,-0.145143354145311,0,0.0108677685950413,-0.0681943688089761,-0.0690057069367414,-0.161309523809524,0.0229595728451564,-0.156386494252874,-0.147011494252874,0,-0.273333333333333,-0.283333333333333,-0.1,-0.169838274932615,-0.152857142857143,-0.166666666666667,-0.224559082892416
"Frizzled",-0.280263157894737,-0.269548872180451,-0.254317084100981,-0.240983750767648,-0.275,-0.165406162464986,-0.263982042689306,-0.1,-0.146729889695991,-0.10795008912656,-0.133333333333333,-0.0409090909090909,-0.0263171349992734,-0.0255297334244703,-0.0255297334244703,-0.175491678450995,0,-0.05,-0.0120240043644299,0.04,0.0341176470588235,0.0429695885509839,-0.0933333333333333,0.0959006211180124,0.106376811594203,-0.1,-0.110700280112045,0.0336330620149533,0.0336330620149533,-0.0716666666666667,-0.0466666666666667,-0.0841666666666667,-0.0623809523809524,-0.0341176470588235,-0.0666666666666667,0,0.0039573336900005,-0.000715563506261181,0.19632183908046,-0.1,-0.0500345065562457,0.0401906970553705,0.0459532828282828,0.0255297334244703,0.0464985994397759,0.0711702276218405,0.0647186147186147,0.1,0.142857142857143,0.15952380952381,0.2,0.269548872180451,0.280263157894737,0.275,0.319802677942213
"TGFR",0.193647798742138,0.198910956636875,0.189820047545966,0.181759817253672,0.152857142857143,0.289808153477218,0.155696082377871,0.142857142857143,0.152797829434779,0.194354442808051,0.191358024691358,0.147011494252874,0.177934419381788,0.175595238095238,0.175595238095238,0.0278774262898462,0.153333333333333,0.136666666666667,0.147047162639414,-0.0681704260651629,-0.101503759398496,0.145148905584637,-0.212380952380952,0.122727963525836,0.121309523809524,-0.226666666666667,0.0601416897324371,0.0339372743888956,0.0339372743888956,0.00426065162907268,0.00952380952380952,-0.00504167395232267,-0.0468398268398268,0.105613348439592,-0.0333333333333333,0.0523809523809524,-0.114905013862654,-0.115972629521017,-0.143920860257781,-0.0333333333333333,0.0141126063531534,-0.0702386618243083,-0.0704719825965655,-0.175595238095238,0.0301024299880135,-0.156951466004286,-0.156386494252874,-0.1,-0.283333333333333,-0.283333333333333,-0.166666666666667,-0.174354403964873,-0.169838274932615,-0.176666666666667,-0.235288696626322
"ZEB2",-0.22859649122807,-0.226744639376218,-0.219702385855092,-0.213208879361585,-0.208787878787879,-0.203177805800757,-0.199649455890608,-0.195454545454545,-0.19121140303054,-0.19046633114196,-0.162619047619048,-0.139285714285714,-0.137377105407084,-0.135021645021645,-0.135021645021645,-0.128956813838418,-0.125,-0.125,-0.111099706744868,-0.0969298245614035,-0.0872524052065648,-0.043025641025641,-0.0038961038961039,-3.4357177214319e-05,0.00049474335188621,0.00519480519480519,0.0162486709374174,0.0351828044493894,0.0351828044493894,0.0616666666666667,0.0638888888888889,0.0663395638629283,0.077133655394525,0.0799353320358331,0.0888888888888889,0.0916666666666667,0.0934856984307345,0.0953149667234174,0.0976623540694378,0.1,0.106196538850798,0.117316290266965,0.132996262506674,0.135021645021645,0.138994954422837,0.146602787456446,0.146602787456446,0.15,0.194871794871795,0.201538461538462,0.21,0.212081221530763,0.213916083916084,0.223333333333333,0.266796042431327
"TWIST1",-0.164758527524485,-0.156324792584726,-0.148820964100806,-0.145428209644221,-0.175396825396825,-0.0373660162339408,-0.136048969555894,-0.180952380952381,-0.122110234831037,-0.0549401764928807,-0.00716814332374973,-0.0484444444444444,-0.00528107924956634,-0.00425368198929236,-0.00425368198929236,0.117354365772071,-0.0333333333333333,-0.0444444444444444,0.129806916247594,-0.0423188405797102,-0.0370556826849733,0.0544984460400815,-0.125872518286311,0.120527985256699,0.122122518286311,-0.122424242424242,-0.164136337219861,0.0649561842544299,0.0649561842544299,-0.112454212454212,-0.107692307692308,-0.109064381945738,-0.111258606910781,0.039543244874028,-0.1,0.0466666666666667,-0.134646167319435,-0.134316134316134,0.153758068354018,-0.1,-0.0832578587827727,0.0209778362850514,-0.0891580197743074,0.00425368198929236,0.0778298936835522,0.0453808099211973,0.0498143074581431,0.166666666666667,0.0437037037037037,0.0411396011396011,0.180952380952381,0.157123141186299,0.165923141186299,0.175396825396825,0.211070810909521
"miR200",0.0914268218003674,0.0880560352835135,0.0860719082993865,0.0851628173902956,0.096,0.0268241908101639,0.1108908722239,0.1,0.0763335388572118,0.0128689203228642,0.0187749838813669,0.02,0.0774288637380907,0.0771794871794872,0.0771794871794872,0.129018333826114,0.02,0.02,0.00169491525423729,0.00428571428571428,-0.000259740259740261,0.017472175520956,0.00196078431372549,-0.000347881087919039,-0.000347881087919039,0,0.0950825861255309,0.0993906810035842,0.0993906810035842,0.0118796992481203,0.0147368421052632,0.0137664917009505,0.00292141396435875,-0.000420531849103276,0.02,-0.0142857142857143,0.000571476128387938,0.000884955752212389,-0.0506224271851835,0,0.00224442224442224,0.0238505284779323,0.000503865714201723,-0.0771794871794872,0.0972394755003451,-0.0165602641717116,-0.0187341772151899,-0.1,-0.0308374384236453,-0.0273891625615764,-0.1,-0.0884779445906207,-0.091774647887324,-0.0956521739130435,-0.135064007971042
