"","HEY1","AKT","FUS","Csl","TrCP","SUFU","SOSGRB2","MEK","ERK","LIV1","FOXC2","TGFR","TGF","Wnt","GLI","cMet","ZEB1","STAT","SRC","GSK3","SNAI2","RAF","PI3K","DELTA","RAS","cateninmemb","Ecadherin","TCFLEF","cateninnuc","CD44","Frizzled","DSH","PAK1","CDC42","AXIN2","Destcompl","cfos","EGR1","Csn","TWIST1","NOTCHic","NOTCH","Jagged","NFB","IKK","SMO","SHH","Patched","SNAI1","ILK","SMAD","RKIP","miR200","ZEB2","KLF4"
"TWIST1",-0.0958775687589247,-0.0341683739988825,-0.0888888888888889,-0.0585185185185185,-0.1,-0.166666666666667,0.0451348549746719,-0.142360053280508,-0.154797864225782,-0.0333333333333333,0.0852675831295486,0.0914472309299895,0.0848413083787367,0.00871345029239767,-0.00248654970760233,0.00981087470449173,0.0570184219307026,-0.0333333333333333,0.00555555555555556,0.0445363874312765,0.271667372585256,0.0604985304479296,0.0604985304479296,0.0604985304479296,0.0649505852424501,-0.0267429376211283,0.0815502734820759,0.00271703171444588,0.000359354888683952,0.00103249878948417,-0.00555555555555556,0.0333333333333333,-0.0757575757575758,-0.0964472309299896,-0.0324034567582955,-0.0429829059636516,0.186376811594203,0.173333333333333,0.05,0.0423293741600378,0.0713390313390313,0.0647352577541257,-0.00799358885993896,-0.00384615384615384,0.0104395604395604,0.0928888888888889,0.120394118661478,0.118916286149163,0.0702082948978128,0.0892710892710893,0.0823403962017824,0.103570101396188,0.11775669915802,0.116736034279894,0.120002084636231
"SUFU",-0.00817009077878643,0.0210154141160853,-0.0641666666666667,0.00909090909090909,0.1,-0.0266666666666667,-0.113274444853392,0.00588233483317856,0.00460573908849771,0.05,-0.00474904639883271,-0.0936170212765957,-0.0934197826178186,0.118910256410256,0.122999475741111,0.0237540453074434,-0.0607275813412139,0.0433333333333333,0.0266666666666667,-0.150967694885871,-0.144628139902747,-0.094576491473389,-0.094576491473389,-0.094576491473389,-0.0955258585619966,-0.0716258035963914,-0.0383927720197511,-0.029959095977597,-0.0292941343407684,-0.027513443803684,-0.120833333333333,-0.1375,0.1,0.1,0.125260416417297,0.155606637404206,-0.0172494172494173,-0.0384615384615385,-0.0285714285714286,0.0152497756027739,-0.0159090909090909,-0.0151154401154401,-0.0437287300996771,-0.000571428571428567,-0.00826373626373626,0.0530555555555555,0.039538142038142,0.0399242424242424,0.0138788538793827,0.0128673835125448,0.0200267368612746,0.0166643289618253,0.131436413974894,0.173229697410835,0.171459267257834
"FUS",-0.00817009077878643,0.00826373626373626,-0.0266666666666667,0.00909090909090909,0.1,0.133333333333333,-0.104183535762483,0.00460573908849771,0.0172494172494173,0,-0.00450090744101633,-0.1,-0.0936170212765957,0.120833333333333,0.118910256410256,0.0266666666666667,-0.056862847041697,0.05,0.0433333333333333,-0.149168209024689,-0.145880611886927,-0.10287343470483,-0.10287343470483,-0.10287343470483,-0.094576491473389,-0.0739450396127625,-0.0393196515254154,-0.027513443803684,-0.029959095977597,-0.0237540453074434,-0.1375,-0.15,0.0666666666666667,0.1,0.125962992529709,0.155447147771032,-0.0384615384615385,0,-0.1,0.0138064766337018,-0.00909090909090909,-0.0159090909090909,-0.0463415567030025,-0.0285714285714286,-0.000571428571428567,0.0641666666666667,0.0399242424242424,0.0530555555555555,0.0116642031127728,0.0122222222222222,0.0128673835125448,0.0170724922271314,0.135153886093854,0.173229697410835,0.16247723132969
"SRC",-0.0648626282687852,0.0170940170940171,0.0333333333333333,-0.04,0.1,0.0333333333333333,-0.171428571428571,-0.0741376024394892,-0.0797979797979798,0,0.0705555555555556,0.0793650793650794,0.0775468975468975,-0.06,-0.0845901639344262,-0.06,-0.0708295896975142,0,-0.05,-0.188831168831169,-0.08096620570506,-0.0721068001668752,-0.0721068001668752,-0.0721068001668752,-0.0539249819850571,-0.00578543631192935,-0.0148442407265937,0.0833706517393043,0.0737509649384094,0.0845901639344262,0.05,0.1,-0.0888888888888889,-0.0888888888888889,0.118052190913341,-0.0347324414715719,0.0909090909090909,0.1,-0.1,-0.000342301376784135,0.0733333333333333,0.0590476190476191,-0.00512350035285815,-0.0666666666666667,-0.0282051282051282,0.00666666666666667,0.00895424836601308,0.0177777777777778,-0.0109823953687542,0.0364035087719298,0.0318990042674253,0.0953405017921147,0.1363167910994,0.191771488469602,0.283785529715762
"HEY1",-0.0446600458365164,0.00529100529100529,-0.1,-0.0490909090909091,-0.1,-0.2,0.0526300743281875,-0.0104658470698495,-0.0300534759358289,0.1,0.0413109721942148,-0.0270909090909091,-0.0353835920177384,0.0836753305973552,0.0767787788732173,0.0836753305973552,0.0547523219814241,0.0333333333333333,0.0627450980392157,0.163368121843827,0.188021000961976,0.00192307692307692,0.00192307692307692,0.00192307692307692,0.000452488687782804,0.0200011585072561,-0.00967044742604862,-0.0719027553465191,-0.0725254203527458,-0.0775883740756161,-0.0627450980392157,-0.0333333333333333,0.0590909090909091,0.0310909090909091,-0.148296779700687,-0.161526070715758,0.0418181818181818,-0.04,0.1,0.178553376906318,0.0754066985645933,0.080561337739851,0.0775803007587116,0,-0.0238095238095238,0.0666666666666667,0.112096774193548,0.0916666666666667,0.15907590853611,0.04,0.0414492753623188,0.16384250669965,0.185335775335775,0.205211558307534,0.207407407407407
"Wnt",-0.0656410256410257,-0.0308333333333333,0,-0.1,0.1,0,0.0121212121212121,0.0141176470588235,0.02,0,0.0912550607287449,0.08,0.0626086956521739,0.2,0.152631578947368,0.2,-0.0486370157819225,0.1,0.2,-0.0442789968652038,0.185431034482759,-0.137593984962406,-0.137593984962406,-0.137593984962406,-0.0966848940533151,0.018135593220339,-0.0747124498894759,-0.131203007518797,-0.138487775730718,-0.152631578947368,-0.3,-0.2,-0.1,-0.1,-0.207272727272727,0.0928501377667772,0,0.1,-0.1,0.125882352941176,0.114285714285714,0.114285714285714,0.0797303921568628,-0.0666666666666667,-0.00666666666666668,0.05,0.0906926406926407,0.0954545454545455,0.038871635610766,0.058974358974359,0.0519976147883125,0.07,0.156969696969697,0.216068866571019,0.194117647058824
"GSK3",-0.0651403998587979,0.00895630710285884,-0.0906926406926407,-0.0966386554621849,0.00666666666666668,-0.0954545454545455,-0.0207672871654721,-0.0186138027778895,-0.0208865300506167,0.2,0.0932584836624004,0.0745018431550775,0.0755274841807185,0.138392550002457,0.146411417926985,0.138487775730718,-0.0734638257786199,0.152631578947368,0.131203007518797,-0.154711324901757,0.189147594554777,-0.0860318139236254,-0.0860318139236254,-0.0860318139236254,-0.0942250912345498,0.025040497205784,-0.0749618125549919,-0.148038723447293,-0.146393986605188,-0.147059204302146,-0.131203007518797,-0.152631578947368,-0.0626086956521739,-0.0692753623188406,-0.187802911260837,0.0945919456601872,0.00810457516339869,-0.0141176470588235,0.0308333333333333,0.121221168555689,0.098736557560087,0.106788505612035,0.0761920722749679,0.0245833333333333,0.000445402298850564,0.0713378019829633,0.0700609064535653,0.0633623418602639,0.0267458712504213,0.0574781296886828,0.0627255060005268,0.0610545594756121,0.165349107514975,0.230355247766146,0.237485460351783
"IKK",-0.176057791537668,-0.0444658944658945,-0.12,-0.190909090909091,0,-0.1,-0.0142857142857143,-0.0758095238095238,-0.0691428571428571,0.1,0.12005772005772,0.0954545454545455,0.0946545454545455,0.0743589743589744,0.0758974358974359,0.0743589743589744,-0.0614035087719298,0.1,0.0666666666666667,-0.00655677655677656,0.356078879040201,0.0615849969751966,0.0615849969751966,0.0615849969751966,0.062993447679422,-0.0135827115156724,0.00337388941503152,-0.0662929161234246,-0.0637612705538043,-0.0758974358974359,-0.0666666666666667,-0.1,-0.1,-0.1,-0.106666666666667,0.0878095821995145,0.0571428571428571,0.1,0.1,0.292352941176471,0.186147186147186,0.2004329004329,0.112546079350203,0.114285714285714,0.030952380952381,0.14,0.15455938697318,0.151111111111111,0.115578173593441,0.166666666666667,0.16963696369637,0.142805100182149,0.208963210702341,0.275929824561404,0.274358974358974
"NFB",-0.177843505823382,-0.0511325611325611,-0.14,-0.186147186147186,-0.1,-0.12,-0.0174436090225564,-0.071234360410831,-0.0758095238095238,0.1,0.121252939181226,0.0946545454545455,0.0952874568469505,0.0758974358974359,0.0657850763468741,0.0758974358974359,-0.0633192175841904,0.0666666666666667,0.0743589743589744,-0.00890971773324714,0.353639854649957,0.062993447679422,0.062993447679422,0.062993447679422,0.0689635969331533,-0.0160114337965594,0.00385543034601065,-0.0637612705538043,-0.0672906823185102,-0.0662929161234246,-0.0743589743589744,-0.0666666666666667,-0.1,-0.0954545454545455,-0.100992907801418,0.0907996154221059,0.0691428571428571,0.0571428571428571,0.114285714285714,0.287591036414566,0.2004329004329,0.197207093981288,0.107510108127181,0.030952380952381,0.0444658944658945,0.151111111111111,0.156969025527397,0.15455938697318,0.119139817429057,0.16963696369637,0.169265216484474,0.145369202746252,0.210473784720468,0.278611816898568,0.278205128205128
"ILK",-0.0710187333938721,-0.105279034690799,-0.05,-0.125,0,0,0.0180769230769231,-0.0349221655875465,-0.0201680672268908,0.1,0.0733077816492451,0.0531176470588235,0.0588087039693926,0.171980676328502,0.148903753251579,0.171980676328502,-0.0581374458347534,0.2,0.211111111111111,0.0322631072631073,0.208830789895983,-0.0401904761904762,-0.0401904761904762,-0.0401904761904762,-0.0251219830397913,0.0139365451004599,-0.0829902318766426,-0.156248386019941,-0.163877251999322,-0.148903753251579,-0.211111111111111,-0.2,-0.075,-0.0691176470588235,-0.199047619047619,0.11866184514658,0.0142857142857143,0,0.0333333333333333,0.144132188394483,0.132692307692308,0.116563275434243,0.0806140350877193,0.0666666666666667,0.107843137254902,0.1,0.0861111111111111,0.1,0.080889694041868,0.0654101640656262,0.0694101640656263,0.0968164188752424,0.209067413165774,0.279299543957025,0.267763157894737
"MEK",-0.181689367543026,-0.0754131652661064,-0.12,-0.197979797979798,0,-0.1,-0.0175238095238095,-0.0179872829542675,0.0786793837123991,0,0.0189929983033431,0.0201246105919003,0.0201246105919003,0.00615384615384615,-0.00713286713286713,0.0119433198380567,-0.0266922638974289,0,0.0157894736842105,-0.0378715272332294,0.369919853529597,-0.0436063936063936,-0.0436063936063936,-0.0436063936063936,-0.0331302031302031,0.0951430688733415,0.0981955210460936,0.00363346978453447,0.000101871271523317,0.00134339344865661,-0.01,0,-0.0266666666666667,-0.0266666666666667,-0.00426882578781313,0.189852188305818,-0.076551724137931,-0.08,0.0142857142857143,0.178570220629044,0.20951825951826,0.202948916452566,0.133480051265127,0.0267857142857143,0.0601190476190476,0.148,0.15423593699775,0.156196721311475,0.126488857467608,0.168169079423989,0.168538083114026,-0.0186163939259915,0.220559889821298,0.284459201566806,0.277953132472501
"ERK",-0.182713258328009,-0.0708260093028037,-0.148,-0.20951825951826,-0.0142857142857143,-0.12,-0.0214073046694406,-0.0232797620629026,-0.0179872829542675,0,0.0167707760811209,0.0201246105919003,0.0209487864160761,-0.00713286713286713,-0.00938850623061149,-0.00134339344865661,-0.0296843898816809,0.0157894736842105,0.0119433198380567,-0.0395972311387698,0.37037071015719,-0.0331302031302031,-0.0331302031302031,-0.0331302031302031,-0.0321401041203021,0.0968909989561382,0.098298507657834,0.000101871271523317,-0.00142590650625446,0.00363346978453447,-0.00615384615384615,-0.01,-0.0266666666666667,-0.0201246105919003,0.000121418114625896,0.190190407020587,-0.0786793837123991,-0.076551724137931,0.0267857142857143,0.177876739353039,0.202948916452566,0.199901825039824,0.132275231988019,0.0601190476190476,0.0754131652661064,0.156196721311475,0.149888110910793,0.15423593699775,0.124637005615756,0.168538083114026,0.170361791320712,-0.018337842393958,0.222520674135023,0.2880812488109,0.284154682860098
"Csn",-0.0768770764119601,0.0016,-0.0984126984126984,-0.138383838383838,-0.02,-0.0428571428571429,0.00259195203505131,-0.0299945887445887,-0.0154112554112554,0.2,0.0860651135713299,0.0688254531538114,0.073360059359062,0.146537875640493,0.153088093981104,0.146537875640493,-0.0779123242349049,0.216666666666667,0.17183908045977,-0.0525471913645308,0.203565311397831,-0.0989386361272966,-0.0989386361272966,-0.0989386361272966,-0.104120977777968,-0.00744397698313039,-0.0721196245979178,-0.162207757741243,-0.162989477524767,-0.15320454230716,-0.17183908045977,-0.216666666666667,-0.0818181818181818,-0.0624151967435549,-0.196386724897702,0.0832722405892175,-0.00666666666666667,-0.00666666666666667,-0.03,0.13677185600748,0.118903318903319,0.119864857364857,0.0688695733906689,0.02,0.02,0.101443001443001,0.076297575742314,0.0853139691849369,0.0505723969315394,0.0714919772256729,0.0789469900791433,0.082175406595087,0.206227917977032,0.28905376344086,0.28593837535014
"STAT",-0.0986666666666667,-0.091638418079096,-0.05,-0.0411764705882353,0,0,-0.169047619047619,0.0023023402909551,0.0184313725490196,0,-0.0328643490115883,-0.00867224880382775,-0.00818915701638814,-0.0603896103896104,-0.0645912910618793,-0.0603896103896104,-0.0887573964497041,-0.0285714285714286,-0.0285714285714286,-0.112986203827325,0.0235361167587455,0.0249844913151365,0.0249844913151365,0.0249844913151365,0.0279695659420022,0.0143001599796215,-0.000434786694375969,0.056145764505386,0.0538811637902489,0.0646631146631147,0.0285714285714286,0.0285714285714286,-0.00909090909090909,0.00340909090909091,0.100255822608764,0.0991638315528177,-0.00666666666666667,0.0333333333333333,0,0.0350703436160708,0.0222575516693164,0.0115779400188309,0.0332865014736891,0.06,0.0933333333333333,0.0833333333333333,0.0706146669410715,0.0856589147286822,0.124062883852831,0.0993558776167472,0.100505302904104,0.154026705276705,0.22000179769385,0.321965214272907,0.406377500495148
"miR200",-0.171694915254237,-0.134682933749468,-0.1325,-0.109162561576355,-0.1,-0.12,-0.103662153449387,-0.115120593692022,-0.125324675324675,0.1,-0.00478849064214918,-0.0165876027830487,-0.0160062074342115,0.0686760563380282,0.0686760563380282,0.0770238824249847,-0.0799014336917563,0.06,0.0643478260869565,0.108302125562175,0.170393772146695,-0.0390011481056257,-0.0390011481056257,-0.0390011481056257,-0.0382530184298152,-0.00971592721168475,-0.000726679831305483,-0.0738492792503815,-0.0732432186443209,-0.0770238824249847,-0.056,-0.06,0.025,0.0230392156862745,-0.113699051126498,-0.101939538318469,0.107142857142857,0.0571428571428571,0.12,0.229176712857694,0.129852216748768,0.131547132003006,0.142202397506593,0.114736842105263,0.129022556390977,0.145833333333333,0.153263162722436,0.144567510548523,0.177300847300847,0.160480404551201,0.165809558156217,0.181652389433905,0.173768703883352,0.331760752688172,0.331262939958592
"Jagged",-0.2,-0.0888888888888889,0,-0.1,0,0,-0.08,-0.02,-0.02,0,-0.0242857142857143,-0.0111111111111111,-0.0231111111111111,0.02,0.0123076923076923,0.02,-0.0758454106280193,0,0,-0.0118773946360153,0.141503267973856,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0442424242424242,0.000230473751600509,0.00466666666666667,0.00284382284382284,0.00394272394272394,-0.0123076923076923,0,0,0,0,-0.0142857142857143,-0.0128803088803089,0,0.1,0,0.137,0.12,0.148571428571429,0.0606926406926407,0,0.0333333333333333,0.0333333333333333,0.091025641025641,0.0833333333333333,0.166666666666667,0.1,0.104761904761905,0.18974358974359,0.229090909090909,0.332850241545894,0.311111111111111
"DELTA",-0.2,-0.0888888888888889,0,-0.1,0,0,-0.08,-0.02,-0.02,0,-0.0242857142857143,-0.0111111111111111,-0.0231111111111111,0.02,0.0123076923076923,0.02,-0.0758454106280193,0,0,-0.0118773946360153,0.141503267973856,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0442424242424242,0.000230473751600509,0.00466666666666667,0.00284382284382284,0.00394272394272394,-0.0123076923076923,0,0,0,0,-0.0142857142857143,-0.0128803088803089,0,0.1,0,0.137,0.12,0.148571428571429,0.0606926406926407,0,0.0333333333333333,0.0333333333333333,0.091025641025641,0.0833333333333333,0.166666666666667,0.1,0.104761904761905,0.18974358974359,0.229090909090909,0.332850241545894,0.311111111111111
"NOTCH",-0.204347826086957,-0.1,-0.0333333333333333,-0.12,0,0,-0.0852631578947368,-0.0271428571428571,-0.02,0,-0.0181632653061225,-0.0231111111111111,-0.0166594982078853,0.0123076923076923,-0.00284382284382284,0.0123076923076923,-0.0869565217391304,0,0.02,-0.0118773946360153,0.140974167444756,-0.0442424242424242,-0.0442424242424242,-0.0442424242424242,-0.0311989459815547,-0.00134020687667174,0.00547311827956989,0.00394272394272394,-0.000547071975643404,0.00284382284382284,-0.02,0,0,0.0111111111111111,-0.00485175202156334,-0.00914199112329953,0.02,0,0,0.128525423728814,0.148571428571429,0.0388940092165899,0.0532852332852333,0.0333333333333333,0.0888888888888889,0.0833333333333333,0.091025641025641,0.091025641025641,0.171282051282051,0.104761904761905,0.104761904761905,0.193191865605659,0.240519480519481,0.343961352657005,0.332850241545894
"NOTCHic",-0.205886287625418,-0.0976744186046512,-0.0833333333333333,-0.148571428571429,0,-0.0333333333333333,-0.0943540669856459,-0.03,-0.0271428571428571,0,-0.0246148782093483,-0.0166594982078853,-0.018570326233363,-0.00284382284382284,-0.00391909166102714,-0.00284382284382284,-0.0906602254428341,0.02,0.0123076923076923,-0.0143567334789905,0.141976171452772,-0.0311989459815547,-0.0311989459815547,-0.0311989459815547,-0.0307063351441162,0.00129670995902805,0.0065450937772728,-0.000547071975643404,-0.00192111777717012,0.00394272394272394,-0.0123076923076923,-0.02,0.0111111111111111,0.0231111111111111,-0.000685085354896674,-0.0088086577899662,0.02,0.02,0.0333333333333333,0.130412216181644,0.0388940092165899,0.0362624302692214,0.0526229816296041,0.0888888888888889,0.1,0.091025641025641,0.0856492969396195,0.091025641025641,0.16969474969475,0.104761904761905,0.11123672490579,0.197417217718335,0.242253584565723,0.352109500805153,0.343564527260179
"GLI",-0.0871516523468985,-0.0627884816207185,-0.183928571428571,-0.0078868258178603,-0.0166666666666667,-0.171428571428571,-0.0709083247136345,0.0574323742555787,0.0601948051948052,0.15,-0.00427051083591331,-0.106216655823032,-0.104569596999502,0.165654648956357,0.0737397553393355,0.0947364280094414,-0.0965523126813449,0.11,0.0874193548387097,0.125569412785226,0.250911328265931,-0.106880013951866,-0.106880013951866,-0.106880013951866,-0.113810707021173,-0.0619049953102781,-0.070832589994946,-0.101733741041237,-0.0988048707483501,-0.103357117664614,-0.15741935483871,-0.18,0.115,0.108103448275862,-0.139379528985507,-0.116801783181746,-0.0692857142857143,-0.0942857142857143,0.0722222222222222,0.163788208584473,0.0078868258178603,0.0164582543892889,0.0641286605556882,0.0880116959064328,0.0737259816207185,0.173402255639098,0.176350101444086,0.165238990332975,0.193378740339962,0.0869232662922442,0.0939502933192712,0.180701625418607,0.244155411152315,0.353993343573989,0.35793564993565
"PAK1",-0.119560807831378,-0.0920808966861598,-0.121428571428571,-0.0602564102564102,-0.0333333333333333,-0.104761904761905,-0.0831133113311331,-0.0430498648980594,-0.0403831982313928,0.15,-0.0200204017687815,-0.0291825821237586,-0.0264503416866001,0.0819298245614035,0.0911981172443303,0.0820720720720721,-0.0936659198713184,0.11,0.0766666666666667,0.0437867965367965,0.238862523413942,-0.0615561400712046,-0.0615561400712046,-0.0615561400712046,-0.0697379582530228,-0.0659661889226272,-0.0679618791601997,-0.0923434325414524,-0.0899986049552454,-0.091973062171082,-0.0766666666666667,-0.11,0.0380952380952381,0.0322128851540616,-0.128753911453977,-0.141144562651442,0.0217391304347826,0,0.108333333333333,0.181568605307736,0.0587179487179487,0.0686080586080586,0.0840520620313565,0.120833333333333,0.105043859649123,0.111751152073733,0.108640040962622,0.100640040962622,0.203529031113092,0.114439324116743,0.12347158218126,0.221410063233268,0.261694150048883,0.377150113774142,0.381559198542805
"LIV1",-0.119560807831378,-0.0920808966861598,-0.121428571428571,-0.0602564102564102,-0.0333333333333333,-0.104761904761905,-0.0831133113311331,-0.0430498648980594,-0.0403831982313928,0.15,-0.0200204017687815,-0.0291825821237586,-0.0264503416866001,0.0819298245614035,0.0911981172443303,0.0820720720720721,-0.0936659198713184,0.11,0.0766666666666667,0.0437867965367965,0.238862523413942,-0.0615561400712046,-0.0615561400712046,-0.0615561400712046,-0.0697379582530228,-0.0659661889226272,-0.0679618791601997,-0.0923434325414524,-0.0899986049552454,-0.091973062171082,-0.0766666666666667,-0.11,0.0380952380952381,0.0322128851540616,-0.128753911453977,-0.141144562651442,0.0217391304347826,0,0.108333333333333,0.181568605307736,0.0587179487179487,0.0686080586080586,0.0840520620313565,0.120833333333333,0.105043859649123,0.111751152073733,0.108640040962622,0.100640040962622,0.203529031113092,0.114439324116743,0.12347158218126,0.221410063233268,0.261694150048883,0.377150113774142,0.381559198542805
"SNAI1",-0.126108426878997,-0.0983308966861598,-0.111751152073733,-0.0587179487179487,-0.108333333333333,-0.121428571428571,-0.0842453868028312,-0.0381171294720505,-0.0430498648980594,0.11,-0.0201474665718311,-0.0264503416866001,-0.0284664707188582,0.0911981172443303,0.0906496711748605,0.091973062171082,-0.0900988842009617,0.0766666666666667,0.0820720720720721,0.0426646843255754,0.238426720530938,-0.0697379582530228,-0.0697379582530228,-0.0697379582530228,-0.0717084016027765,-0.0674515084390348,-0.0678057917512507,-0.0899986049552454,-0.0899986049552454,-0.0923434325414524,-0.0819298245614035,-0.0766666666666667,0.0322128851540616,0.0291825821237586,-0.130618713318778,-0.140815615283021,0.0403831982313928,0.0217391304347826,0.120833333333333,0.183722451461582,0.0686080586080586,0.0739141810570382,0.0875814737960624,0.105043859649123,0.0920808966861598,0.100640040962622,0.117766254554855,0.108640040962622,0.107799493746544,0.12347158218126,0.123840585871296,0.227267803819042,0.261405965610842,0.377765119924203,0.378755460225048
"CDC42",-0.107796101949025,-0.105043859649123,-0.104761904761905,-0.0833333333333333,0,-0.0333333333333333,-0.0722222222222222,-0.0403831982313928,-0.0217391304347826,0.1,-0.0248479879756781,-0.0322128851540616,-0.0291825821237586,0.0766666666666667,0.0819298245614035,0.0766666666666667,-0.0888427687459164,0.15,0.11,0.0441504329004329,0.23741586880273,-0.0578976034858388,-0.0578976034858388,-0.0578976034858388,-0.0615561400712046,-0.066698789655228,-0.0673390417899575,-0.091973062171082,-0.0923434325414524,-0.0820720720720721,-0.11,-0.15,0.114285714285714,0.0380952380952381,-0.124351395730706,-0.140693434831893,0,0.02,0.0333333333333333,0.177220779220779,0.0602564102564102,0.0587179487179487,0.0742361111111111,0.108333333333333,0.120833333333333,0.121428571428571,0.100640040962622,0.111751152073733,0.199471751876815,0.104761904761905,0.114439324116743,0.224172494172494,0.264739835328071,0.378757830815942,0.368444444444444
"SMAD",-0.242167490007105,-0.171802054154995,-0.183333333333333,-0.153333333333333,-0.1,-0.183333333333333,-0.108924874297545,-0.0610503243942854,-0.0562426320865931,0.02,-0.0339703054593295,-0.0319012773100428,-0.0326980900590467,-0.00555555555555555,-0.00555555555555555,0.0144444444444444,-0.0850630889010573,0.02,0.0144444444444444,0.069959476613612,0.164360366302052,0.0503241271101533,0.0503241271101533,0.0503241271101533,0.0499951797417323,0.00494672061601443,0.00076965421606721,-0.0135869139152721,-0.0131816454248973,-0.0148080808080808,0.00555555555555555,0,0.0333333333333333,0.0291079812206573,-0.0166643022650967,0.0283929734987655,0.0539170506912442,0.0571428571428571,0.155555555555556,0.180593044222464,0.15448275862069,0.158451012588944,0.171493506493506,0.16984126984127,0.171802054154995,0.188333333333333,0.195918340665962,0.191085626911315,0.219654944070267,0.222420410639589,0.126229934449113,0.232936702016167,0.275990426259403,0.394203658506618,0.390963487563415
"ZEB2",-0.299974058199865,-0.25222481827622,-0.228571428571429,-0.212820512820513,-0.2,-0.2,-0.193076923076923,-0.165554129225503,-0.157017543859649,-0.1,-0.0941196581196581,-0.0841187384044527,-0.0841187384044527,-0.082983682983683,-0.082983682983683,-0.0678947368421053,-0.0605217369739506,-0.06,-0.06,0.00457691802522055,0.0352054953499139,0.0446103896103896,0.0446103896103896,0.0446103896103896,0.0456810534219528,0.0621243402805563,0.0632469721032586,0.0664862861378799,0.0670057666573604,0.0678947368421053,0.0727272727272727,0.0727272727272727,0.0766233766233766,0.0820779220779221,0.0967028798914421,0.121134331858016,0.157017543859649,0.183333333333333,0.188888888888889,0.193796566004044,0.208820512820513,0.210459857082808,0.223144938679157,0.226388888888889,0.241944444444444,0.242857142857143,0.25232499208109,0.255052264808362,0.270467828264639,0.283258267554042,0.286307048041847,0.290692431561997,0.332913026251089,0.413749324135245,0.503111178362283
