"","TGF","SOSGRB2","FOXC2","TGFR","CDC42","GSK3","Destcompl","TWIST1","SNAI1","RKIP","cateninnuc","TCFLEF","GLI","Wnt","STAT","SRC","Frizzled","DSH","AXIN2","ZEB2","ZEB1","TrCP","Csn","SMAD","SUFU","HEY1","Jagged","FUS","KLF4","RAF","PI3K","DELTA","RAS","miR200","SMO","SHH","Patched","IKK","NFB","NOTCH","ILK","Csl","NOTCHic","AKT","cateninmemb","LIV1","cMet","CD44","Ecadherin","EGR1","SNAI2","cfos","MEK","ERK","PAK1"
"DELTA",0.0626666666666667,0.18,0.0571428571428571,0.0666666666666667,0.1,-0.00344827586206897,-0.0263938223938224,0.029,-0.025,-0.0256410256410256,-0.0296237096237096,-0.0307226107226107,-0.0276923076923077,-0.02,0,0,0,0,-0.0142857142857143,0.121014492753623,0.121014492753623,0,0,-0.0261904761904762,0,0.05,-0.0689177489177489,-0.1,-0.116666666666667,-0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0424242424242424,0.0642424242424242,0.133333333333333,0.0698717948717949,0.108333333333333,0.133333333333333,0.1,0.205714285714286,0.05,0.2,0.22,0.1,0.024865556978233,0,0.02,0.0276923076923077,0.0640701754385965,-0.1,-0.13086978381096,-0.2,-0.18,-0.18,-0.2
"Csl",0.061578445610146,0.146699731590617,0.0577531346242613,0.0613516882405315,0.0594408602150538,-0.011266652424588,-0.0338751962996355,0.0278701286857374,-0.021674340152601,-0.0261945134197559,-0.0351552883924646,-0.0339546022861181,-0.0291097074968043,-0.0274968042709978,-0.0276923076923077,-0.0307226107226107,-0.0307226107226107,-0.0276923076923077,-0.0165831037108381,0.122131742600155,0.122131742600155,-0.133333333333333,-0.1,-0.0391321228731301,-0.108333333333333,0.0707816906026625,-0.0614007327293751,-0.0698717948717949,-0.123871635610766,-0.0404823562244852,0.0404823562244852,0.0404823562244852,0.0397470621068381,0.0623146704819605,0.0522247360482655,0.0593252180653214,0.057601080134287,0.0614987080103359,0.0777777777777778,0.0870493682887571,0.0369099006509079,0.0895852534562212,0.0843220955614844,0.0669250645994832,0.0221746054007079,0.02,0.0296237096237096,0.0316645259502402,0.0668401711534517,-0.18,-0.126211164345546,-0.18,-0.175372670807453,-0.174285714285714,-0.0626666666666667
"NOTCHic",0.0613516882405315,0.149138755980861,0.0583278472679394,0.0594408602150538,0.0626666666666667,-0.00964662296950698,-0.0318642273782461,0.0317076004690331,-0.0220695970695971,-0.0220470479819678,-0.0339546022861181,-0.0316645259502402,-0.0274968042709978,-0.0307226107226107,-0.02,-0.0276923076923077,-0.0276923076923077,-0.02,-0.0147836178496556,0.123236714975845,0.123236714975845,-0.1,-0.133333333333333,-0.0369099006509079,-0.133333333333333,0.072742474916388,-0.0624423993960418,-0.108333333333333,-0.121014492753623,-0.0409749670619236,0.0409749670619236,0.0409749670619236,0.0404823562244852,0.064275454795686,0.0698717948717949,0.057601080134287,0.0522247360482655,0.0777777777777778,0.1,0.0843220955614844,0.0361904761904762,0.205714285714286,0.0895852534562212,0.0614987080103359,0.0230920365933685,0,0.0307226107226107,0.0296237096237096,0.066142496734847,-0.18,-0.12747887500923,-0.18,-0.174285714285714,-0.18,-0.0666666666666667
"cfos",0.0953017570664629,0.180555555555556,0.0884375213500034,0.0907563025210084,0.080952380952381,0.0818425324675325,0.102559164162134,0.0655064935064935,0.00968820209326539,0.00624708624708625,0.0755891535099456,0.0711447090655011,0.0773099415204678,0.0588888888888889,0.05,0.07,0.07,0.05,0.0715270935960591,0.141467773550098,0.141467773550098,-0.1,-0.133333333333333,-0.0426181942310975,-0.133333333333333,-0.0299100449775112,-0.0978472222222222,-0.119047619047619,-0.130952380952381,-0.0933006535947712,0.0933006535947712,0.0933006535947712,0.0981787023752591,0.0755962991257109,0.0690476190476191,0.0655430391989532,0.0593701996927803,0.0708333333333333,0.0833333333333333,0.113333333333333,0.041005291005291,0.133333333333333,0.117948717948718,0.0445175438596491,-0.059661888716963,-0.1,-0.0588888888888889,-0.0751051051051051,-0.0617923468554976,-0.08,-0.228652004929377,-0.2,-0.202652910832719,-0.204347826086957,-0.0857142857142857
"PAK1",0.103498478377938,0.183525852585259,0.0939547627293138,0.0953017570664629,0.0907563025210084,0.0829334415584416,0.107070442357623,0.0595282326369283,0.0175640970813322,0.000169738180787905,0.074761567303049,0.0755891535099456,0.0738953073741264,0.0773099415204678,0.07,0.0588888888888889,0.0588888888888889,0.07,0.0627220621495182,0.142432403775178,0.142432403775178,-0.133333333333333,-0.0833333333333333,-0.0471343232633555,-0.119047619047619,-0.0328512214480995,-0.0960067314246762,-0.0690476190476191,-0.140788446526151,-0.0981787023752591,0.0981787023752591,0.0981787023752591,0.093178702375259,0.0730582280597211,0.0593701996927803,0.0735430391989532,0.0655430391989532,0.0445175438596491,0.0708333333333333,0.121025641025641,0.0426181942310975,0.117948717948718,0.113333333333333,0.0574805068226121,-0.057647236702311,-0.05,-0.0751051051051051,-0.0711447090655011,-0.0629688174437329,-0.2,-0.233534464242216,-0.204347826086957,-0.207986244166053,-0.202652910832719,-0.080952380952381
"EGR1",0.103498478377938,0.183525852585259,0.0939547627293138,0.0953017570664629,0.0907563025210084,0.0829334415584416,0.107070442357623,0.0595282326369283,0.0175640970813322,0.000169738180787905,0.074761567303049,0.0755891535099456,0.0738953073741264,0.0773099415204678,0.07,0.0588888888888889,0.0588888888888889,0.07,0.0627220621495182,0.142432403775178,0.142432403775178,-0.133333333333333,-0.0833333333333333,-0.0471343232633555,-0.119047619047619,-0.0328512214480995,-0.0960067314246762,-0.0690476190476191,-0.140788446526151,-0.0981787023752591,0.0981787023752591,0.0981787023752591,0.093178702375259,0.0730582280597211,0.0593701996927803,0.0735430391989532,0.0655430391989532,0.0445175438596491,0.0708333333333333,0.121025641025641,0.0426181942310975,0.117948717948718,0.113333333333333,0.0574805068226121,-0.057647236702311,-0.05,-0.0751051051051051,-0.0711447090655011,-0.0629688174437329,-0.2,-0.233534464242216,-0.204347826086957,-0.207986244166053,-0.202652910832719,-0.080952380952381
"SNAI1",0.10390170418439,0.189940946924881,0.0953524755628589,0.103498478377938,0.0953017570664629,0.0862997781921049,0.107783161655869,0.0651692582779539,-0.0842152623492728,0.00728270889208498,0.0773428786091925,0.074761567303049,0.0781000605733951,0.0738953073741264,0.0588888888888889,0.0751051051051051,0.0773099415204678,0.0588888888888889,0.0687826682101243,0.145261432065461,0.145261432065461,-0.0833333333333333,-0.0708333333333333,-0.0472573244933678,-0.0690476190476191,-0.0382083643052423,-0.10047731965997,-0.0593701996927803,-0.141099973005902,-0.093178702375259,0.093178702375259,0.093178702375259,0.0946565348875743,0.0762282568781649,0.0655430391989532,0.074902262499924,0.0735430391989532,0.0574805068226121,0.0445175438596491,0.121433804290947,0.0471343232633555,0.113333333333333,0.121025641025641,0.0553971734892787,-0.0586489638180278,-0.07,-0.0711447090655011,-0.0755891535099456,-0.0633850505342636,-0.204347826086957,-0.234171406917375,-0.202652910832719,-0.207986244166053,-0.207986244166053,-0.0907563025210084
"RKIP",0.189114374721851,0.281968253968254,0.176274683171235,0.167619047619048,0.153333333333333,0.423522458628842,0.454994541370555,0.139370172311349,0.142918453372664,0.0846638655462185,0.206602477474314,0.191080848975586,0.166410256410256,0.143333333333333,0.1,0.133333333333333,0.133333333333333,0.1,0.122503516174402,0.152768053562889,0.152768053562889,0.1,0.1,0.0505717323978868,0.1,0.0389469608981804,-0.0011136712749616,0.0333333333333333,-0.134768053562889,0.109090909090909,-0.109090909090909,-0.109090909090909,-0.106526806526807,0.104706286838801,-0.0133333333333333,-0.0156939890710383,-0.0173333333333333,-0.0285714285714286,-0.0285714285714286,-0.0353535353535353,-0.0515618314077878,-0.0444444444444444,-0.0353535353535353,-0.0376623376623377,-0.0674656168773816,0,-0.149122807017544,-0.172199730094467,-0.17279052276986,-0.13,-0.490604126595559,-0.18,-0.191445341159208,-0.176551724137931,-0.133333333333333
"SMAD",0.134114527878915,0.170326826382727,0.134221062372345,0.130927276882899,0.124782025486251,0.152660402810779,0.0496297990408273,0.0526247688784494,0.0400327602505022,0.0175662765159225,-0.00759164603705354,-0.00961798848892791,-0.0203345016294657,-0.0239316239316239,-0.02,-0.0144444444444444,-0.0277777777777778,-0.0333333333333333,-0.00529717476893695,0.159932903577722,0.159932903577722,-0.05,-0.0166666666666667,-0.0694991310059803,-0.00833333333333333,0.0213680247574597,0.014642089093702,0.0166666666666667,-0.158596975702909,0.0743890054632413,-0.0743890054632413,-0.0743890054632413,-0.0740600580948202,0.0794414232526838,-0.0316666666666667,-0.0215510498732422,-0.0234097859327217,-0.00182072829131653,0.0119047619047619,-0.0223371647509579,-0.0328818213749721,-0.0228571428571429,-0.0263054187192118,0.00217927170868347,0.0317877523142883,0.02,0.012483660130719,0.00921093285799168,0.0623842755751555,-0.171428571428571,-0.144502374153019,-0.174654377880184,-0.169198206144943,-0.165352052298789,-0.126190476190476
"STAT",0.237093619258951,0.32807881773399,0.205453306066803,0.220185406698565,0.209659090909091,0.206855807743658,0.219422155646889,0.206636941269625,0.0817308722785092,0.0582158944658945,0.153872273844225,0.149939019970566,0.141711229946524,0.132467532467532,0.114285714285714,0.114285714285714,0.114285714285714,0.114285714285714,0.0927253139017845,0.178474090012552,0.178474090012552,-0.1,-0.1,-0.0565300682991837,-0.15,-0.0393333333333333,-0.112360698516991,-0.125,-0.0637849079025549,-0.110918114143921,0.110918114143921,0.110918114143921,0.107186770860338,0.0944590864719084,0.105,0.113067503601564,0.0980232558139535,0.0561904761904762,0.08,0.124197241216088,0.0519323671497584,0.127450980392157,0.119342872284049,0.0511057304277643,-0.0870213579632621,-0.2,-0.132467532467532,-0.14015984015984,-0.225474053475966,-0.2,-0.235306913120029,-0.22,-0.237141049968374,-0.231764705882353,-0.190909090909091
"GLI",0.29309757995586,0.425978240049037,0.187601801685587,0.284862285838213,0.280459770114942,0.242555269105377,0.145091401781356,0.107132431801362,0.109026590545122,0.0549849323136314,0.0792560634891065,0.0790767448997461,0.104340102547539,0.20561669829222,0.07,0.0603225806451613,0.190322580645161,0.2,0.0649003623188406,0.192763782215395,0.192763782215395,-0.0333333333333333,0,-0.00808465326508024,-0.152380952380952,0.000857899881668982,-0.0391420587905629,-0.127380952380952,-0.189554697554698,-0.114335127144684,0.114335127144684,0.114335127144684,0.10978067169914,0.0967079463364293,0.122117794486216,0.132800586121388,0.124158610812746,-0.0195488721804511,-0.00526315789473684,0.0596734874321081,0.00430086948129646,0.0599115826702034,0.0549115826702034,-0.0101738721804511,-0.0544139088507551,-0.05,-0.0749567269866247,-0.0732325890555902,-0.0590441510076916,-0.314285714285714,-0.249702317707772,-0.322619047619048,-0.327785152232666,-0.323917748917749,-0.266666666666667
"KLF4",0.225522542498152,0.242681532304174,0.256732988281688,0.21430303030303,0.175636363636364,0.266519129851078,0.279003720515521,0.165664488017429,0.182077335968593,0.153318903318903,0.180621496949664,0.161318881756638,0.158878563454251,0.124395804833561,0.0666666666666667,0.131372549019608,0.131372549019608,0.0666666666666667,0.103329950376747,0.194638802889577,0.194638802889577,0.1,0,-0.0577971014492754,0,-0.0292589763177998,-0.14701285720776,-0.1,-0.151851851851852,-0.0324358974358974,0.0324358974358974,0.0324358974358974,0.0419947209653092,0.140577940577941,0.1,0.140725806451613,0.1375,-0.0266666666666667,-0.06,0.157360035515217,0.052,0.129090909090909,0.150143540669856,-0.0414814814814815,-0.054448125271296,-0.1,-0.124395804833561,-0.158308848311822,-0.305176647465882,-0.12,-0.279360177685504,-0.147272727272727,-0.178321847951927,-0.164919786096257,-0.163636363636364
"TWIST1",0.278886709963511,0.304586438224882,0.289031673502791,0.270458463949843,0.246708463949843,0.227023437293447,0.225219994580944,0.201547301224075,0.193950761535781,0.13725646334342,0.191348895951379,0.178985468694335,0.175073350041771,0.152673350041771,0.119047619047619,0.157936507936508,0.157936507936508,0.119047619047619,0.116549472033343,0.201040514198409,0.201040514198409,0.2,0.15,0.0509423915364509,0.0333333333333333,0.0600235922269821,-0.0727898695615976,-0.0222222222222222,-0.175119866583281,-0.0696873845577198,0.0696873845577198,0.0696873845577198,0.075509302365939,0.148560248751004,0.0182222222222222,0.0367389912349761,0.0332907153729072,-0.154029304029304,-0.173076923076923,0.0632543138203515,-0.0545727545727546,0.0511111111111111,0.0613675213675214,-0.165893710808965,-0.108526945092406,-0.133333333333333,-0.153681188787572,-0.175769542201226,-0.291990036519066,-0.2,-0.456136852738553,-0.221739130434783,-0.240723157667042,-0.232265446224256,-0.236363636363636
"cateninmemb",0.247041529839924,0.263734163883121,0.274810791485349,0.225522542498152,0.21430303030303,0.278439659652403,0.29792263943444,0.16808534462823,0.201064677740745,0.153693435154109,0.185756884437993,0.180621496949664,0.161545230120918,0.158878563454251,0.131372549019608,0.124395804833561,0.124395804833561,0.131372549019608,0.0928144864592215,0.20364354222607,0.20364354222607,0,0.06,-0.0638503702144085,-0.1,-0.0339569628949811,-0.150903017390826,-0.1,-0.172105016408814,-0.0419947209653092,0.0419947209653092,0.0419947209653092,0.0341734919150299,0.141881478752987,0.1375,0.159623444246889,0.140725806451613,-0.0414814814814815,-0.0266666666666667,0.167397210236407,0.0577971014492754,0.150143540669856,0.157360035515217,-0.0258970658970659,0.0694284332483055,-0.0666666666666667,-0.158308848311822,-0.161318881756638,0.042674522365032,-0.147272727272727,-0.298083838131018,-0.164919786096257,-0.188910083246044,-0.178321847951927,-0.175636363636364
"SOSGRB2",0.258809134128283,0.403888888888889,0.245848595848596,0.238241758241758,0.222857142857143,0.557215329473394,0.486103940801927,0.209507246376812,0.231656005685856,0.0377558479532164,0.23195366835911,0.216083687479568,0.189596273291925,0.167857142857143,0.1,0.142857142857143,0.142857142857143,0.1,0.13877200220022,0.215025062656642,0.215025062656642,0.2,0.2,0.100270697044891,0.2,0.0873106060606061,0.0618564190763444,0.133333333333333,-0.20359649122807,0.0606403013182674,-0.0606403013182674,-0.0606403013182674,-0.0619223526003187,0.140009996468125,-0.1,-0.0717787554996858,-0.0810810810810811,-0.128654970760234,-0.144444444444444,-0.026484782822811,-0.0967741935483871,-0.0545454545454545,-0.0391608391608392,-0.116154970760234,-0.0653654303654304,0,-0.173291925465839,-0.195031055900621,-0.182871999250179,-0.219047619047619,-0.511290976076901,-0.274603174603175,-0.284021684021684,-0.271900471900472,-0.192857142857143
"AXIN2",0.296230600690354,0.225132389816822,0.284558883739212,0.279068884518737,0.25429012345679,0.319708766062313,0.354248562215692,0.247513381617506,0.245698488445711,0.218414273898145,0.285409264729125,0.272309394430811,0.259546483888376,0.238791766907244,0.186666666666667,0.221550387596899,0.221550387596899,0.186666666666667,0.0381323950564344,0.232787378410625,0.232787378410625,-0.0666666666666667,-0.122222222222222,-0.148130894870025,-0.15,-0.138151364926213,-0.249205442031529,-0.188461538461538,-0.212912562099684,0.106959103196127,-0.106959103196127,-0.106959103196127,-0.106171701621324,0.160999428737799,0.207509157509157,0.233744520506816,0.223580586080586,0.130917874396135,0.117874396135266,0.0788589717537086,0.142972164711295,0.0557894736842105,0.0700751879699248,0.130917874396135,0.169332355101894,-0.166666666666667,-0.238791766907244,-0.259296498768443,-0.0813465758190145,-0.04,-0.333030829752095,-0.0521951219512195,-0.0784278000047161,-0.0680829724185092,-0.230833333333333
"RAS",0.270518345952242,0.267099567099567,0.24968253968254,0.257647058823529,0.24,0.594237726098191,0.52448577506717,0.199301691216585,0.23212389380531,0.0969811320754717,0.283476169138204,0.262229710214691,0.242647058823529,0.217647058823529,0.1,0.2,0.2,0.1,0.178840579710145,0.245073637702504,0.245073637702504,0.1,0.1,-0.0575139146567718,0.1,-0.0717391304347826,-0.0969879755568697,0,-0.237857142857143,0.156153846153846,-0.156153846153846,-0.156153846153846,-0.254230769230769,0.163353846153846,0.0666666666666667,0.0895819209039548,0.0946666666666667,0.06,0,0.110575968222443,0.0636363636363636,0.05,0.0973684210526316,0.0655555555555556,0.0261591906800471,0,-0.217647058823529,-0.245306633291615,-0.104488822318563,-0.16,-0.410832201134707,-0.16,-0.171145510835913,-0.165263157894737,-0.22
"Wnt",0.392753623188406,0.278787878787879,0.369392712550607,0.366666666666667,0.333333333333333,0.506191222570533,0.549228661716403,0.284411764705882,0.237215320910973,0.221666666666667,0.325845242244685,0.297368421052632,0.272368421052632,0.225,0.1,0.2,0.3,0.2,0.169090909090909,0.256288857006217,0.256288857006217,-0.1,-0.1,-0.134426555356788,0,-0.145641025641026,-0.202647058823529,-0.1,-0.23921568627451,0.201503759398496,-0.201503759398496,-0.201503759398496,-0.192412850307587,0.141313131313131,0.15,0.182034632034632,0.177272727272727,0.22,0.2,0.00952380952380952,0.136752136752137,-0.05,-0.00714285714285715,0.22,0.0975847457627119,0,-0.225,-0.272368421052632,-0.0953074069911206,0,-0.327758620689655,-0.0333333333333333,-0.0627450980392157,-0.0333333333333333,-0.3
"PI3K",0.30449306551889,0.248461538461538,0.282236933797909,0.274411764705882,0.254411764705882,0.528403078403078,0.568656824908747,0.19096267635113,0.274424315619968,0.24374595992243,0.317358323799609,0.303543890809919,0.27586027499071,0.258937198067633,0.2,0.211111111111111,0.211111111111111,0.2,0.164761904761905,0.266533586510216,0.266533586510216,0,-0.1,-0.154210164065626,-0.1,-0.149063330306394,-0.209561403508772,-0.15,-0.25109649122807,0.234320346320346,-0.234320346320346,-0.234320346320346,-0.241169661388839,0.14752923564399,0.183333333333333,0.197222222222222,0.183333333333333,0.13921568627451,0.133333333333333,-0.00316377171215881,0.145410164065626,-0.025,-0.00961538461538461,0.152036199095023,0.109365160027186,-0.1,-0.258937198067633,-0.27586027499071,-0.0706187524711026,-0.0333333333333333,-0.215685353555672,-0.019047619047619,-0.0533774165403866,-0.0484593837535014,-0.225
"Frizzled",0.424182194616977,0.3,0.397299689294793,0.392753623188406,0.366666666666667,0.537100313479624,0.582915664368923,0.310126050420168,0.267374051069703,0.239523809523809,0.343464289863732,0.325845242244685,0.297368421052632,0.272368421052632,0.2,0.225,0.225,0.3,0.176067653276956,0.271140342154732,0.271140342154732,-0.1,-0.2,-0.142837770310059,-0.1,-0.139258046917621,-0.215778371954843,-0.15,-0.253501400560224,0.192412850307587,-0.192412850307587,-0.192412850307587,-0.196349858181603,0.149125631313131,0.177272727272727,0.194937857841084,0.182034632034632,0.22,0.22,0.019327731092437,0.134426555356788,-0.00714285714285715,0.00952380952380952,0.22625,0.10552125369922,-0.1,-0.272368421052632,-0.297368421052632,-0.103932115615829,-0.0333333333333333,-0.35772707494833,-0.0333333333333333,-0.0738562091503268,-0.0627450980392157,-0.333333333333333
"SRC",0.377608225108225,0.398571428571429,0.368043884220355,0.364880952380952,0.345833333333333,0.453246753246753,0.289984073897117,0.199360869016041,0.271988075262246,0.12020202020202,0.188304244297807,0.176447421031587,0.163032786885246,0.145,0.2,0.125,0.125,0.1,0.108034765608398,0.284628631326745,0.284628631326745,0.1,0.05,-0.0851588430535799,-0.0333333333333333,-0.0472360145647137,-0.110540461067984,-0.0833333333333333,-0.176421188630491,-0.00957863996662494,0.00957863996662494,0.00957863996662494,0.00806348845147343,0.154448836187967,0.0833333333333333,0.107734204793028,0.101851851851852,-0.0423076923076923,-0.05,0.16047619047619,0.0824561403508772,0.145,0.149761904761905,-0.0311965811965812,-0.0810780571770693,-0.2,-0.145,-0.163032786885246,-0.234225235548765,-0.233333333333333,-0.266267556903485,-0.260606060606061,-0.281151133981323,-0.271717171717172,-0.333333333333333
"DSH",0.451708327021158,0.331707317073171,0.425438217433321,0.424182194616977,0.392753623188406,0.567030707911178,0.60753398497961,0.339204064604565,0.283895790200138,0.262600732600733,0.36011611533123,0.343464289863732,0.326780185758514,0.297368421052632,0.225,0.272368421052632,0.272368421052632,0.225,0.191679467622947,0.290037979950008,0.290037979950008,-0.2,-0.22,-0.147743430687417,-0.15,-0.144521204812358,-0.235933410714532,-0.177272727272727,-0.266122759783525,0.196349858181603,-0.196349858181603,-0.196349858181603,-0.196069746136785,0.16071099716679,0.182034632034632,0.209048287288936,0.194937857841084,0.22625,0.22,0.0312158429805489,0.142837770310059,0.00952380952380952,0.019327731092437,0.220502873563218,0.109879322014885,-0.2,-0.297368421052632,-0.325845242244685,-0.111570394808103,-0.0333333333333333,-0.381126376461718,-0.0627450980392157,-0.0896456828345373,-0.0738562091503268,-0.366666666666667
"GSK3",0.475298070610902,0.356358479863868,0.447607276444486,0.451708327021158,0.424182194616977,0.489493270307185,0.629055647536848,0.355977432082158,0.302168215449307,0.275382687487951,0.37261611533123,0.36011611533123,0.344704714060401,0.326780185758514,0.272368421052632,0.297368421052632,0.297368421052632,0.272368421052632,0.197311126679264,0.304153878909889,0.304153878909889,-0.22,-0.22,-0.156289157823849,-0.177272727272727,-0.147635391663569,-0.24863414064154,-0.182034632034632,-0.283680011691922,0.196069746136785,-0.196069746136785,-0.196069746136785,-0.198170586472919,0.167393294939357,0.194937857841084,0.222923885375061,0.209048287288936,0.220502873563218,0.22625,0.0434236351883411,0.147743430687417,0.019327731092437,0.0312158429805489,0.226485779546124,0.114300188504717,-0.225,-0.325845242244685,-0.343464289863732,-0.117596078048143,-0.0627450980392157,-0.401661320378888,-0.0738562091503268,-0.104986591925446,-0.0896456828345373,-0.392753623188406
"TCFLEF",0.542189985498955,0.588617227084293,0.534876075122789,0.523978064969154,0.507155635062612,0.353505635961199,0.325295188600316,0.392884826922852,0.33201319833119,0.15527712724434,0.207884507320901,0.199293442028805,0.28761008528272,0.277672197083962,0.2375,0.2475,0.251176470588235,0.241176470588235,0.113954578754579,0.332882465000886,0.332882465000886,0.114285714285714,0.141558441558442,-0.0224545142333207,-0.133333333333333,0.0280444063818314,-0.192659966842187,-0.126666666666667,-0.219867265087853,-0.150547681771508,0.150547681771508,0.150547681771508,0.145948470207777,0.185845894400111,0.15047619047619,0.174649948639658,0.161766513056836,-0.129558441558442,-0.129558441558442,0.272857889610751,0.0180568086883876,0.253419416547107,0.263223338115734,-0.117601919819311,-0.0613180609619666,-0.2,-0.273995726495727,-0.284058619577488,-0.204601001032583,-0.372857142857143,-0.485227591381826,-0.38993031358885,-0.41305956528953,-0.404216027874564,-0.476923076923077
"cateninnuc",0.544617448605703,0.535494427801184,0.550243799915931,0.516233169129721,0.475428571428571,0.608589756171354,0.648462024675749,0.477619174391133,0.46468689680427,0.377471870561201,0.395299334185625,0.474338273705095,0.455498958060006,0.422692633949334,0.345920745920746,0.395920745920746,0.396605677427595,0.345920745920746,0.180621496949664,0.391750339220078,0.391750339220078,0.0333333333333333,0.00833333333333333,-0.123443424697176,-0.233333333333333,-0.070788165284283,-0.417737652485442,-0.293333333333333,-0.305611825896523,-0.0141589941589942,0.0141589941589942,0.0141589941589942,0.0158424958424958,0.238039824642759,0.31792349726776,0.367247574724829,0.3496005159013,0.00463636363636364,-0.0113636363636364,0.361100261583115,0.114575757575758,0.325423728813559,0.345191170674024,0.00698011363636364,0.196776965621725,-0.315151515151515,-0.422007702442485,-0.454547384982168,-0.229083538975397,-0.255797101449275,-0.667801009084362,-0.285955831608005,-0.33099705794641,-0.311272287304208,-0.435428571428571
"Destcompl",0.574631653024186,0.428192305438306,0.560719923949427,0.537094707211378,0.494989444053483,0.766460594209483,0.755545542160982,0.542734984637084,0.54349641177818,0.467251881345966,0.615569811173133,0.593489240035958,0.565792602464048,0.532582954968687,0.442063492063492,0.490008697542944,0.490008697542944,0.442063492063492,0.272309394430811,0.443173208228712,0.443173208228712,-0.166666666666667,-0.195238095238095,-0.242167919799499,-0.277777777777778,-0.21880461418923,-0.514690374475015,-0.322605363984674,-0.399882534252075,0.17425773015405,-0.17425773015405,-0.17425773015405,-0.176769504094396,0.270270453961813,0.359748221127531,0.408927924678308,0.385136822163801,0.220737507694029,0.212629399585921,0.183656859351292,0.232460317460317,0.142193497845672,0.165019584802194,0.227448917090003,0.341537575114929,-0.377777777777778,-0.532297254756875,-0.565133075652397,-0.150751933948529,-0.104102564102564,-0.651469077134866,-0.137435897435897,-0.185903767671769,-0.163118957545187,-0.443265306122449
