"","ZEB2","FOXC2","LIV1","TGFR","AXIN2","NFB","FUS","GLI","Csn","SMAD","TWIST1","SUFU","miR200","cMet","ILK","Destcompl","IKK","TCFLEF","cateninmemb","SHH","SMO","Csl","ERK","SRC","STAT","Patched","cfos","Jagged","SNAI2","MEK","SNAI1","EGR1","NOTCH","DELTA","ZEB1","RKIP","KLF4","TrCP","GSK3","RAF","PI3K","RAS","NOTCHic","SOSGRB2","Ecadherin","HEY1","AKT","DSH","cateninnuc","Frizzled","CD44","Wnt","TGF","PAK1","CDC42"
"TGFR",0.0269614586345297,-0.0489532534107244,0,-0.0465079365079365,-0.00288337080182574,0.255952380952381,0.126666666666667,0.0182766715937745,0.241666666666667,0.105611783081649,0.00136878871754317,0.126666666666667,-0.0207277705609185,-0.00012578616352201,0.100273704789834,-0.0486851916027222,0.24016290726817,-0.00347506846017273,-0.0194885706155752,0.100014976621859,0.109425287356322,0.246666666666667,-0.0898245614035088,-0.0133333333333333,-0.0333333333333333,0.0938002873563218,-0.0964912280701754,0.0913339629890504,-0.0139256155326494,-0.0994136024993992,-0.0294607752129876,0.133333333333333,0.218633920449847,0.239880952380952,0.0256297965187909,0.0538095238095238,0.0222181359195089,-0.166666666666667,-0.216305804455509,-0.239880952380952,-0.239880952380952,-0.241635338345865,-0.229425287356322,-0.226884340480832,0.0217987428628052,-0.0619532896446202,-0.230860581686775,0.0142857142857143,0.00480367784901241,-0.00571428571428572,0.00012578616352201,-0.018921832884097,0.0536001350894968,-0.0511111111111111,-0.0606349206349206
"Destcompl",0.0352948842194911,0.0966020283542851,-0.0388888888888889,0.120244823882366,-0.142120732377371,0.005175983436853,0.111877394636015,-0.0368549421338555,0.00952380952380952,0.0568045112781955,0.000716598574208757,0.122222222222222,-0.0710262597672123,-0.0367761648379109,0.0578571428571429,-0.0941760594446902,0.0078786861395557,-0.0378342306731184,0.00772878135987021,0.115570367961885,0.114734537493158,0.0523697610654132,0.022416599793649,-0.0402587519025875,-0.0388888888888889,0.114216402778132,0.0240559440559441,0.0452549881105346,0.13298560906643,0.022838540721919,0.0415309538511862,-0.021025641025641,0.0527400668944626,-0.0145831418328891,0.110769165822357,0.0399687224999901,0.0318994057795235,0.0333333333333333,0.00850348737760003,0.0145831418328891,0.0145831418328891,0.0152110853179754,-0.0545436741088915,-0.102830750998398,0.0331525994566339,-0.0545514314745084,-0.00720754519995839,0.0388888888888889,0.0372732923763311,0.0402587519025875,0.0371492991662691,0.0362983558629836,-0.119161080040001,-0.120408163265306,-0.119718508092892
"RKIP",0.0400449545671927,0.145372826407309,0,0.15047619047619,-0.0246601031411158,-0.0142857142857143,0.1,-0.0146153846153846,0,0.149693374343853,0.0314408793820559,0.1,-0.0622415846549238,-0.0368421052631579,0.152663671373556,0.0249308782746548,0.0357142857142857,-0.017960986382039,0.0830014888838418,0.154360655737705,0.16,-0.0111111111111111,0.026551724137931,0,0,0.156,0.03,0.142517584283289,0.380481727574751,0.0457006603081438,0.117932792541811,-0.08,0.0329448329448329,-0.162012987012987,0.138750836920134,0.088655462184874,0.0660449545671927,0,0.190898345153664,0.162012987012987,0.162012987012987,0.167995892995893,-0.0252525252525253,-0.0293968253968254,-0.0565999123146418,-0.143244289585753,-0.0266233766233766,0,0.018724345160665,0,0.0214574898785425,0.03,-0.149541611036938,-0.133333333333333,-0.126666666666667
"SMAD",0.0408036317380858,0.208505452054778,-0.06,0.199980890932185,-0.0321936917766113,0.228571428571429,0.2125,0.000532101791094597,0.233333333333333,0.102590833823711,0.124197374939213,0.225,-0.0291770056552368,-0.025452847805789,0.213067024299901,-0.0476263807699215,0.222689075630252,-0.0287635669374036,-0.0439342123502321,0.213911445721497,0.1975,0.200952380952381,0.0593184010288286,-0.0234920634920635,-0.0457142857142857,0.207591743119266,0.0732718894009216,0.177645161290323,0.19551085411525,0.0516260933365209,0.154261432116271,-0.0571428571428571,0.193864258347017,0.161192007410348,0.177277748630695,0.138557409269447,0.0334128568784557,-0.2,-0.134417682011667,-0.161192007410348,-0.161192007410348,-0.161192007410348,-0.188308702791461,-0.114167406092872,0.0906013181392776,-0.153062893780665,-0.230689075630252,0.019047619047619,0.0267372244855293,-0.00317460317460317,0.0272710296239708,-0.00125152625152625,-0.201574516430193,-0.214285714285714,-0.207243460764588
"RAS",0.0431553755522828,0.0146031746031746,0,0.0376470588235294,-0.118945981554677,-0.133333333333333,-0.1,-0.0892156862745098,-0.1,-0.112183055040198,-0.0802291325695581,-0.1,-0.0553846153846154,-0.105882352941176,-0.12034632034632,0.0333210315768455,-0.1,-0.0928872629248099,-0.0221401645857449,-0.104361581920904,-0.0666666666666667,-0.1,-0.104210526315789,-0.1,-0.1,-0.102666666666667,-0.12,-0.0800788488074118,-0.239336127789736,-0.094406604747162,0.0768534906588004,0.12,-0.0944389275074479,-0.162307692307692,0.0439359351988218,0.128924528301887,0.0689285714285714,0.2,0.0905684754521964,0.162307692307692,0.162307692307692,0.0757692307692308,0.0736842105263158,-0.0995670995670996,0.0790227377731945,0.0122529644268775,0.133333333333333,0.1,0.0948702657576711,0.1,0.0867334167709637,0.105882352941176,-0.0267559697146185,-0.02,-0.02
"MEK",0.0432195577417959,0.144471925506408,0,0.149541611036938,-0.0219574004384131,0.0357142857142857,0.16,-0.0111188811188811,-0.0142857142857143,0.16556053301544,0.0325397804809569,0.1,-0.0514056713422303,-0.0214574898785425,0.149693374343853,0.0247216732537343,0.0266233766233766,-0.018724345160665,0.0812941718106711,0.147171113254045,0.156,0.0252525252525253,0.0457006603081438,-0.0368421052631579,0,0.154360655737705,0.026551724137931,0.139238895758699,0.379995109569885,-0.0509660063585229,0.11216356177258,-0.03,0.0307550519229351,-0.167995892995893,0.13478258295188,0.088655462184874,0.0405547584887614,0,0.190161244416564,0.167995892995893,0.167995892995893,0.167678432678433,-0.0329448329448329,-0.0493968253968254,-0.0547784186898694,-0.141426107767571,-0.0325057295645531,0,0.0196537131904047,0.03,0.017960986382039,0.0146153846153846,-0.145891976000442,-0.126666666666667,-0.15047619047619
"ERK",0.0458967230961266,0.141907822942306,0,0.145891976000442,-0.0214695955603643,0.0266233766233766,0.156,-0.0118707608181292,0.0357142857142857,0.164040776176534,0.0307367291633425,0.16,-0.0514056713422303,-0.017960986382039,0.16556053301544,0.0245337739677516,0.0325057295645531,-0.0196537131904047,0.0808341902099351,0.156349857215397,0.154360655737705,0.0329448329448329,-0.0509660063585229,-0.0214574898785425,-0.0368421052631579,0.147171113254045,0.0457006603081438,0.146166606602072,0.380806651499551,-0.0579297946593585,0.117487635846655,-0.026551724137931,0.0265999272691955,-0.167678432678433,0.126436126258967,0.0811345708199715,0.0436555336825598,0.0142857142857143,0.190433723980596,0.167678432678433,0.167678432678433,0.165808245659731,-0.0307550519229351,-0.0406589613191555,-0.0568724797952591,-0.153371500259039,-0.0279185736012503,0.03,0.0197926020792936,0.0146153846153846,0.018724345160665,0.0111188811188811,-0.143144723253189,-0.15047619047619,-0.149541611036938
"CD44",0.0476190476190476,0.0595833333333333,-0.1,0.0466666666666667,0.06,0,-0.1,0.03,-0.1,-0.0950113378684807,0.0131135531135531,-0.1,-0.0646596398770312,-0.05,-0.0888888888888889,-0.0798483029575467,0,0.0555813953488372,-0.00243589743589743,-0.0890909090909091,-0.1,0,0,0,-0.1,-0.08,0,-0.0845687645687646,-0.222497502497503,0,0.0258107389686337,0,0.0120300751879699,0.1,0.0603174603174603,0.168518518518519,-0.0571428571428571,0,-0.11547619047619,-0.1,-0.1,-0.12,0.0142857142857143,-0.169047619047619,0.023790033655412,0.0824561403508772,-0.02,0,-0.0494275491949911,-0.1,-0.03,-0.05,-0.0577777777777778,-0.0666666666666667,-0.0466666666666667
"Wnt",0.0476805356288857,0.313198380566802,0,0.333333333333333,-0.185454545454545,-0.133333333333333,0,-0.134210526315789,-0.1,0.0964420592327569,0.0858823529411765,0,-0.0937373737373737,-0.15,0.103418803418803,-0.00467161693052507,-0.0333333333333333,-0.127067669172932,-0.0425,0.123376623376623,0.1,-0.1,-0.0333333333333333,-0.1,-0.1,0.109090909090909,-0.0333333333333333,0.110245098039216,0.190775862068966,-0.0156862745098039,0.231728778467909,0,-0.0119047619047619,-0.0774436090225564,0.241606886657102,0.246666666666667,0.0745098039215686,0.1,0.118103448275862,0.0774436090225564,0.0774436090225564,0.0819890635680109,0.0285714285714286,-0.242424242424242,0.198397399872616,-0.112307692307692,0.0333333333333333,0.2,0.126405417517303,0.2,0.134210526315789,0.15,-0.33768115942029,-0.3,-0.3
"PI3K",0.0493798789295162,0.216608594657375,-0.1,0.233411764705882,-0.175238095238095,-0.166666666666667,0.1,-0.124370122630992,-0.233333333333333,0.104795198079232,-0.00424374073696953,0,-0.0798102871873364,-0.128985507246377,0.0879951980792317,0.0124993463231987,-0.172549019607843,-0.12380515087958,-0.0263558248482241,0.102136752136752,0.1,-0.05,-0.0156862745098039,-0.133333333333333,-0.1,0.107692307692308,-0.0333333333333333,0.098859649122807,0.078913596885295,-0.0140469302475088,0.23871578099839,0.0333333333333333,-0.0390818858560794,-0.162770562770563,0.246156985896749,0.255963154492566,0.0451754385964912,0.2,0.233357383357383,0.162770562770563,0.162770562770563,0.161400699756864,0.0423076923076923,-0.227692307692308,0.160520292113403,-0.097548178791242,0.164856711915535,0.1,0.125248449848652,0.133333333333333,0.124370122630992,0.128985507246377,-0.232598756575801,-0.2,-0.229411764705882
"NOTCH",0.0504830917874396,0.236326530612245,0,0.253333333333333,-0.137196765498652,0.1,0.1,-0.0878321678321678,0,0.105238095238095,0.0933050847457627,0,-0.0445887445887446,-0.0969230769230769,0.0785714285714286,-0.087011583011583,0.155555555555556,-0.0801398601398601,-0.105624503805316,0.115158371040724,0.15,0.2,0.08,-0.12,-0.1,0.126923076923077,-0.02,0.0865319865319865,0.249968876439465,0.0871428571428571,0.186153846153846,0,0.126728110599078,0.101818181818182,0.218760064412238,0.179398762157383,0.0615942028985507,0,-0.0440090560780216,-0.101818181818182,-0.101818181818182,-0.106166007905138,-0.242857142857143,-0.186315789473684,0.166904357668364,0.0210144927536232,-0.144444444444444,0.1,0.0870786356500642,0.12,0.0878321678321678,0.0969230769230769,-0.25010752688172,-0.2,-0.233333333333333
"Frizzled",0.0506508326585887,0.31552396196215,-0.1,0.33768115942029,-0.183128964059197,-0.0333333333333333,0.1,-0.127067669172932,-0.133333333333333,0.116068227457056,0.0906442577030812,0,-0.0827998737373737,-0.134210526315789,0.0964420592327569,-0.00546737289869483,-0.0333333333333333,-0.126405417517303,-0.0447222222222222,0.113699204021785,0.109090909090909,-0.0285714285714286,-0.0156862745098039,-0.15,-0.1,0.123376623376623,-0.0333333333333333,0.103174390968509,0.189829489829218,-0.00827886710239651,0.222204968944099,0.0333333333333333,-0.00602240896358543,-0.0819890635680109,0.242596985667003,0.250238095238095,0.0459383753501401,0.1,0.117497387669801,0.0819890635680109,0.0819890635680109,0.0812016619932078,0.0119047619047619,-0.26969696969697,0.20189390336912,-0.105924713584288,0.0145833333333333,0.2,0.127357798469684,0.15,0.127067669172932,0.134210526315789,-0.336728778467909,-0.3,-0.333333333333333
"AKT",0.0507497419432148,0.214352955559631,-0.1,0.232598756575801,-0.17487708440777,-0.172549019607843,0.1,-0.123811463413115,-0.166666666666667,0.105805299089333,-0.00577279272473712,0.1,-0.0776712497541813,-0.124370122630992,0.104795198079232,0.0124166333372599,-0.164856711915535,-0.125248449848652,-0.0268655088441466,0.111610436347278,0.107692307692308,-0.0423076923076923,-0.0140469302475088,-0.128985507246377,-0.133333333333333,0.102136752136752,-0.0156862745098039,0.105482165679098,0.0800191245234859,-0.0178443986019392,0.244981445158791,0.0333333333333333,-0.0427404224414453,-0.161400699756864,0.237937807814557,0.247888620331076,0.0477395411605938,0.233333333333333,0.23255093174448,0.161400699756864,0.161400699756864,0.160677808190599,0.0390818858560794,-0.225470085470086,0.159005140598252,-0.11033013367846,0.0678870149458385,0.133333333333333,0.125094603694806,0.128985507246377,0.12380515087958,0.124370122630992,-0.229879723343173,-0.229411764705882,-0.233411764705882
"DSH",0.0514382342333918,0.312493658931847,-0.1,0.336728778467909,-0.181863141274386,-0.0333333333333333,0.109090909090909,-0.126414074401691,-0.0333333333333333,0.117200302928754,0.0885165981286131,0.1,-0.0797510932495689,-0.127067669172932,0.116068227457056,-0.00546737289869483,-0.0145833333333333,-0.127357798469684,-0.0460178641539066,0.124128651874545,0.123376623376623,-0.0119047619047619,-0.00827886710239651,-0.134210526315789,-0.15,0.113699204021785,-0.0156862745098039,0.110926328953005,0.190877219747728,-0.0150457843956296,0.228871635610766,0.0333333333333333,-0.0123161152572917,-0.0812016619932078,0.232360765194562,0.239748584748585,0.0488509967093634,0.133333333333333,0.116337294862377,0.0812016619932078,0.0812016619932078,0.0798011017691181,0.00602240896358543,-0.264818920916482,0.200401366055687,-0.119959801303586,0.0203304597701149,0.15,0.127803034444751,0.134210526315789,0.126405417517303,0.127067669172932,-0.332896025854669,-0.333333333333333,-0.33768115942029
"SOSGRB2",0.0550751879699248,0.115177045177045,0,0.116373626373626,-0.0371012101210121,-0.188888888888889,0,-0.0291407867494824,-0.2,0.0373637115572599,0.036231884057971,0,-0.0782146370998259,-0.0447204968944099,0.0408602150537634,0.0886049446452131,-0.152046783625731,-0.0272071483055465,0.0823277173277173,0.0464802011313639,0.05,-0.190909090909091,-0.0503217503217503,-0.0142857142857143,0,0.0581081081081081,-0.0476190476190476,0.04060035075531,0.244124904275998,-0.0321399321399321,0.0737931769722815,0.0142857142857143,-0.147463803801832,-0.24030131826742,0.135075187969925,-0.0161184210526316,0.0707894736842105,0.1,0.206086956521739,0.24030131826742,0.24030131826742,0.242865420831522,0.16013986013986,-0.113055555555556,-0.052320313269697,-0.136079545454545,0.147880116959064,0,0.0293103987835579,0.0142857142857143,0.0345755693581781,0.0392857142857143,-0.119919725664407,-0.107142857142857,-0.0971428571428571
"GSK3",0.0563416517668242,0.315204982695803,-0.15,0.332896025854669,-0.182015348275909,-0.0145833333333333,0.123376623376623,-0.126414074401691,-0.0333333333333333,0.113452176991723,0.0909493766177297,0.109090909090909,-0.0857299912566029,-0.126405417517303,0.117200302928754,-0.00571393859083995,-0.0203304597701149,-0.127803034444751,-0.0450452735261435,0.124607120774067,0.113699204021785,-0.00602240896358543,-0.0150457843956296,-0.127067669172932,-0.134210526315789,0.124128651874545,-0.00827886710239651,0.111948226763224,0.191394907409505,-0.0178866934865387,0.228317925754731,0.0156862745098039,-0.00686156980274627,-0.0798011017691181,0.234292414525914,0.244510489510489,0.0480876379307374,0.0333333333333333,0.017002852266703,0.0798011017691181,0.0798011017691181,0.0789607656346644,0.0123161152572917,-0.260632874404854,0.198787931745512,-0.119613780542341,0.0109287503684055,0.134210526315789,0.126750402865804,0.127067669172932,0.127357798469684,0.126414074401691,-0.334947307905951,-0.33768115942029,-0.336728778467909
"CDC42",0.0571025020177562,0.243779463004714,-0.1,0.26078431372549,-0.151970443349754,0.15,0.142857142857143,-0.108849902534113,0.1,0.119491380781703,0.100952380952381,0.1,-0.0347381376793141,-0.111481481481481,0.108201058201058,-0.113132901409818,0.1375,-0.113729273828284,-0.132578016046266,0.130093303749218,0.126190476190476,0.15,0.0930434782608696,-0.13,-0.15,0.116513056835637,0.08,0.105104166666667,0.277838341706955,0.0743994104642594,0.193428681023618,0.02,0.123846153846154,0.11541394335512,0.199729044160037,0.161888111888112,0.0435238095238095,0,-0.0277813852813853,-0.11541394335512,-0.11541394335512,-0.120291992135608,-0.134615384615385,-0.181944444444444,0.17782954230773,-0.0996751624187906,-0.132236842105263,0.15,0.115951496050506,0.13,0.108778778778779,0.111481481481481,-0.253208556149733,-0.142857142857143,-0.266666666666667
"TWIST1",0.0601197688916987,0.11460539647899,-0.0333333333333333,0.124238505747126,-0.0766751528041851,0.161538461538462,0.133333333333333,-0.0430763575605681,0.2,0.0866677658756867,-0.0450476281282917,0.166666666666667,-0.0727935576284806,-0.0450185748058089,0.0929383929383929,-0.0619473983011471,0.185347985347985,-0.0417073206006267,-0.0515929840288974,0.150701576804553,0.153333333333333,0.0888888888888889,-0.0304118993135011,-0.0365079365079365,-0.0476190476190476,0.149223744292237,-0.0330434782608696,0.0425576954835857,0.307375874764062,-0.0289193620000683,0.0623223766476027,0.02,0.0994113852604419,0.0793294301453694,0.085353774827459,0.0917531482748874,0.058317698561601,-0.2,-0.0771953144894321,-0.0793294301453694,-0.0793294301453694,-0.0806992931590681,-0.0965811965811966,-0.176396956717323,-0.0186511875124898,-0.0726640591047371,-0.183653070093748,0.0476190476190476,0.0423398680416848,0.0365079365079365,0.0446169683801061,0.0438763575605681,-0.126744200507946,-0.133333333333333,-0.122988505747126
"SNAI1",0.0603827984863158,0.25091261815522,-0.13,0.255394348499459,-0.155093106849776,0.132236842105263,0.116513056835637,-0.113909874888864,0.1375,0.102436268295095,0.103167542602325,0.126190476190476,-0.051051522407977,-0.113729273828284,0.107233316265574,-0.111422375094028,0.145199805068226,-0.112503220188437,-0.128946328217687,0.13007388627349,0.130093303749218,0.123846153846154,0.0677327437975927,-0.108778778778779,-0.111481481481481,0.136093303749218,0.0743994104642594,0.109407306327439,0.27939781161449,0.0735623402101488,0.0951248055023376,-0.0930434782608696,0.136970172684458,0.120746537590153,0.209029677359295,0.173286895956167,0.0599019311723464,-0.15,-0.0303580429471519,-0.120746537590153,-0.120746537590153,-0.121895962877509,-0.13043956043956,-0.170675996844968,0.174632000819445,-0.0954384677409194,-0.152838693957115,0.111481481481481,0.111986957927208,0.108849902534113,0.115951496050506,0.112264536680455,-0.259023380757524,-0.26078431372549,-0.253208556149733
"Jagged",0.0615942028985507,0.234285714285714,0,0.233333333333333,-0.142857142857143,0,0,-0.0969230769230769,0,0.0785714285714286,0.095,0,-0.0703030303030303,-0.12,0.0833333333333333,-0.087011583011583,0.1,-0.0878321678321678,-0.096723980245107,0.126923076923077,0.1,0.1,-0.02,-0.1,0,0.15,0,0.0939393939393939,0.252614379084967,0.08,0.2,-0.1,0.242857142857143,0.12,0.222463768115942,0.18974358974359,0.0833333333333333,0,-0.039463601532567,-0.12,-0.12,-0.101818181818182,-0.2,-0.16,0.155614035087719,0.0166666666666667,-0.155555555555556,0,0.0801398601398601,0.1,0.0969230769230769,0.12,-0.253333333333333,-0.2,-0.2
"DELTA",0.0615942028985507,0.234285714285714,0,0.233333333333333,-0.142857142857143,0,0,-0.0969230769230769,0,0.0785714285714286,0.095,0,-0.0703030303030303,-0.12,0.0833333333333333,-0.087011583011583,0.1,-0.0878321678321678,-0.096723980245107,0.126923076923077,0.1,0.1,-0.02,-0.1,0,0.15,0,0.0939393939393939,0.252614379084967,0.08,0.2,-0.1,0.242857142857143,0.12,0.222463768115942,0.18974358974359,0.0833333333333333,0,-0.039463601532567,-0.12,-0.12,-0.101818181818182,-0.2,-0.16,0.155614035087719,0.0166666666666667,-0.155555555555556,0,0.0801398601398601,0.1,0.0969230769230769,0.12,-0.253333333333333,-0.2,-0.2
"PAK1",0.0632118267765987,0.247227738866783,-0.15,0.253208556149733,-0.153228304984974,0.1375,0.126190476190476,-0.112264536680455,0.15,0.107233316265574,0.10203933747412,0.142857142857143,-0.0469208787960654,-0.108778778778779,0.119491380781703,-0.11208026983087,0.132236842105263,-0.115951496050506,-0.129464462932713,0.136093303749218,0.116513056835637,0.134615384615385,0.0743994104642594,-0.111481481481481,-0.13,0.130093303749218,0.0930434782608696,0.112466129856851,0.280369987276575,0.0677327437975927,0.19939526813579,-0.08,0.13043956043956,0.120291992135608,0.200050587568397,0.165755515203029,0.05335987509758,-0.1,-0.0292359307359307,-0.120291992135608,-0.120291992135608,-0.120746537590153,-0.123846153846154,-0.171053355335534,0.173331272411537,-0.105557515359967,-0.145199805068226,0.13,0.112503220188437,0.111481481481481,0.113729273828284,0.108849902534113,-0.255394348499459,-0.266666666666667,-0.26078431372549
"EGR1",0.0632118267765987,0.247227738866783,-0.15,0.253208556149733,-0.153228304984974,0.1375,0.126190476190476,-0.112264536680455,0.15,0.107233316265574,0.10203933747412,0.142857142857143,-0.0469208787960654,-0.108778778778779,0.119491380781703,-0.11208026983087,0.132236842105263,-0.115951496050506,-0.129464462932713,0.136093303749218,0.116513056835637,0.134615384615385,0.0743994104642594,-0.111481481481481,-0.13,0.130093303749218,0.0930434782608696,0.112466129856851,0.280369987276575,0.0677327437975927,0.19939526813579,-0.08,0.13043956043956,0.120291992135608,0.200050587568397,0.165755515203029,0.05335987509758,-0.1,-0.0292359307359307,-0.120291992135608,-0.120291992135608,-0.120746537590153,-0.123846153846154,-0.171053355335534,0.173331272411537,-0.105557515359967,-0.145199805068226,0.13,0.112503220188437,0.111481481481481,0.113729273828284,0.108849902534113,-0.255394348499459,-0.266666666666667,-0.26078431372549
"Csl",0.0648845650839405,0.232859715632638,-0.12,0.24182727210465,-0.13205180691539,0.144444444444444,0.126923076923077,-0.0859504474020603,0.155555555555556,0.10602946214457,0.0946112164663073,0.15,-0.0481854048328037,-0.0801398601398601,0.11602946214457,-0.0883662448031735,0.1328165374677,-0.0887580249630413,-0.104950542351073,0.132585141526449,0.115158371040724,0.126728110599078,0.07,-0.0878321678321678,-0.0969230769230769,0.12913686566438,0.0871428571428571,0.100825584765982,0.255687397747554,0.0656521739130435,0.198833437094307,-0.08,0.12165634026415,0.106658618742577,0.199312550600084,0.164262785004141,0.0530227743271221,-0.1,-0.0417914049381586,-0.106658618742577,-0.106658618742577,-0.107761559919047,-0.116201794809605,-0.171533823472206,0.158816106662274,-0.0017909371106302,-0.147545219638243,0.0969230769230769,0.0853846687594964,0.0878321678321678,0.0870786356500642,0.0803052861117377,-0.243868088431181,-0.253333333333333,-0.25010752688172
"AXIN2",0.0920657780100687,0.128516276853513,-0.133333333333333,0.150859417677264,0.258657176695203,-0.0560386473429952,0.138461538461538,-0.142162926873553,-0.0777777777777778,0.0546123763515068,0.00131554419586874,0.1,-0.104849928372944,-0.144049719326383,0.0514377731769036,0.112213027780618,-0.0516908212560387,-0.142120732377371,0.110366394364252,0.147778478352249,0.143223443223443,0.0424561403508772,0.0185760960413342,-0.142325581395349,-0.14,0.146794871794872,0.0157723577235772,0.147951149907672,0.183312148713246,0.0185760960413342,0.147575639403502,-0.0133333333333333,0.0487302716250085,-0.0599497112040365,0.163968046770976,0.145002166292489,0.0862589785390703,0.0666666666666667,0.116379393299302,0.0599497112040365,0.0599497112040365,0.0591623096292333,-0.0460275689223058,-0.133636505305509,0.0468749890069206,-0.0490081214219145,0.0483574879227053,0.14,0.142423369644988,0.142325581395349,0.142472432260137,0.144049719326383,-0.151849516687165,-0.142916666666667,-0.14908950617284
"ZEB1",0.109039502549953,0.11141756148859,0.0333333333333333,0.147186178484362,-0.0889455048153516,0.108070175438596,0.108333333333333,0.0118042756840846,0.113333333333333,0.085054903071366,-0.00898248152103092,0.108333333333333,0.0720923942169193,0.00540779163447743,0.0807279799944429,-0.0273535358232986,0.0900373885533506,-0.000827432951810984,-0.016619837880925,0.085310135053698,0.0810606060606061,0.122916666666667,0.0822745098039216,-0.008317698561601,-0.0205128205128205,0.0692959001782531,0.0693333333333333,0.0796259994211312,0.129761420160433,0.0659749503325559,0.0407567595565521,-0.0333333333333333,0.0973130367849619,0.112345408566517,0.0211365261131554,0.026882698217321,0.0934346290696199,-0.0333333333333333,-0.012297454740993,-0.112345408566517,-0.112345408566517,-0.115967455810611,-0.107230392156863,-0.085692007797271,0.109411278897268,-0.059140488181939,-0.0828945314104935,0.00952380952380952,0.0015123644586603,-0.00267131242740999,-0.00263001385669965,-0.0142097739658715,-0.142461769035543,-0.147701149425287,-0.157846076961519
