"","ZEB2","RAS","PI3K","Destcompl","CDC42","miR200","TGF","Frizzled","cateninmemb","cfos","STAT","RKIP","SRC","EGR1","ERK","ILK","AKT","HEY1","KLF4","SNAI2","TrCP","SUFU","FUS","TWIST1","GSK3","SHH","IKK","SMO","MEK","NOTCHic","ZEB1","SMAD","Patched","SNAI1","NFB","Csn","Csl","NOTCH","Jagged","Ecadherin","PAK1","SOSGRB2","DSH","cMet","cateninnuc","FOXC2","TCFLEF","TGFR","AXIN2","Wnt","CD44","RAF","DELTA","GLI","LIV1"
"ZEB1",0.0990106223552736,-0.0213865911696257,-0.0237487958940352,-0.248410891060407,0.109112110611361,0.0582693814921696,0.100668527734348,-0.192682926829268,-0.0298228092824829,0.02,-0.207692307692308,0.0355057064147973,-0.200375234521576,0,0.0188235294117647,0.0396594292065256,0.0145170302806196,0.0345401403432491,0.0932253352826121,0.122747365874954,0.0333333333333333,-0.0583333333333333,-0.0583333333333333,0.135586586534616,-0.225863759651253,-0.0667194765321204,-0.00737417313776244,-0.0674242424242424,-0.0192640580461259,0.0253676470588235,-0.025209977428868,-0.0382171215142179,-0.0713458110516934,-0.0326990563698392,-0.0024561403508772,0.0133333333333333,0.03125,0.014623845405931,0.00193324584517559,0.153554244174075,-0.107662835249042,0.0194931773879142,0.2,0.184688960011772,0.183767997776689,-0.0922279084095701,0.180832577033049,-0.106574039545371,0.0896657850596287,0.17922138836773,0.178438960011772,0.0237487958940352,0.0237487958940352,0.172692178745737,0.2
"Csl",0.116205816674229,-0.0137382454685568,-0.0107970689979686,-0.223241179586188,0.102551971326165,0.00515325695876529,0.0829670673008605,-0.158974358974359,-0.0882300317157485,-0.0680952380952381,-0.192307692307692,0.0253767033334315,-0.158974358974359,-0.0466666666666667,-0.0538095238095238,-0.0306577595066804,-0.0754521963824289,0.0793050910442215,0.110300207039337,0.1582781160318,0.1,0.075,0.00576923076923077,0.140986907401084,-0.180774658091014,0.0158823193862126,0.0901808785529716,0.00576923076923077,0.0429399585921325,0.113315546931846,0.0121305860268147,0.0284355372844582,0.0132961124896609,-0.00316820055950491,0.111111111111111,0.111111111111111,0.13963133640553,0.0969519105682094,0.0818696813212542,0.176656377542439,-0.105777777777778,0.0326805928346365,0.192307692307692,0.14029304029304,0.144848778239038,-0.0683384410493897,0.143190687901702,-0.0904500604981394,0.10450463710407,0.140694789081886,0.139068550497122,0.0107970689979686,0.0107970689979686,0.140694789081886,0.2
"NOTCHic",0.117310789049919,-0.0107970689979686,-0.0152305665349144,-0.222327102803738,0.105777777777778,0.00449966218752346,0.0904500604981394,-0.192307692307692,-0.0891474629084091,-0.0466666666666667,-0.2,0.0276808507988692,-0.192307692307692,0.02,-0.0680952380952381,-0.0385714285714286,-0.0901808785529716,0.0681939799331104,0.117443064182195,0.157457832661181,0,0.1,0.075,0.141664108304019,-0.181511035116051,0.0132961124896609,0.111111111111111,0.00576923076923077,0.0538095238095238,0.13963133640553,0.0115780998389694,0.0306577595066804,0.00576923076923077,-0.00514448514448515,0.111111111111111,0.1,0.242857142857143,0.113315546931846,0.0855155146545875,0.176191261263369,-0.0777777777777778,0.0351196172248804,0.2,0.158974358974359,0.143190687901702,-0.072936142198815,0.139068550497122,-0.102551971326165,0.102705151242887,0.158974358974359,0.14029304029304,0.0152305665349144,0.0152305665349144,0.140694789081886,0.1
"TrCP",0.120809842275784,0.00342917457695076,0.00524735639513258,-0.227247215549247,0.0932773109243697,0.00685001273236567,0.0765361286094169,-0.174074074074074,-0.108315688905642,-0.0617391304347826,-0.2,0.019251632345555,-0.174074074074074,-0.04,-0.0498747236551216,-0.0350827786311657,-0.0730994152046784,-0.0264838169150719,0.116510538641686,0.137688600475259,0.1,0.0857142857142857,0.0190476190476191,0.122295595708639,-0.173903138528139,0.025994652102179,0.0842105263157895,0.0158218125960062,0.0405413903217883,0.113333333333333,0.0136240348229324,0.033147294760198,0.021994652102179,0.00287121758134718,0.1,0.1,0.133333333333333,0.0979487179487179,0.0821406356509884,0.165778558995083,-0.0952380952380952,0.0309543454345435,0.2,0.152452452452452,0.155600613245543,-0.0612101594212117,0.152566130486923,-0.0841864018334606,0.121389224525204,0.153021442495127,0.148492056412848,-0.00524735639513258,-0.00524735639513258,0.150582418104883,0.2
"PAK1",0.120809842275784,0.00342917457695076,0.00524735639513258,-0.227247215549247,0.0932773109243697,0.00685001273236567,0.0765361286094169,-0.174074074074074,-0.108315688905642,-0.0617391304347826,-0.2,0.019251632345555,-0.174074074074074,-0.04,-0.0498747236551216,-0.0350827786311657,-0.0730994152046784,-0.0264838169150719,0.116510538641686,0.137688600475259,0.1,0.0857142857142857,0.0190476190476191,0.122295595708639,-0.173903138528139,0.025994652102179,0.0842105263157895,0.0158218125960062,0.0405413903217883,0.113333333333333,0.0136240348229324,0.033147294760198,0.021994652102179,0.00287121758134718,0.1,0.1,0.133333333333333,0.0979487179487179,0.0821406356509884,0.165778558995083,-0.0952380952380952,0.0309543454345435,0.2,0.152452452452452,0.155600613245543,-0.0612101594212117,0.152566130486923,-0.0841864018334606,0.121389224525204,0.153021442495127,0.148492056412848,-0.00524735639513258,-0.00524735639513258,0.150582418104883,0.2
"LIV1",0.120809842275784,0.00342917457695076,0.00524735639513258,-0.227247215549247,0.0932773109243697,0.00685001273236567,0.0765361286094169,-0.174074074074074,-0.108315688905642,-0.0617391304347826,-0.2,0.019251632345555,-0.174074074074074,-0.04,-0.0498747236551216,-0.0350827786311657,-0.0730994152046784,-0.0264838169150719,0.116510538641686,0.137688600475259,0.1,0.0857142857142857,0.0190476190476191,0.122295595708639,-0.173903138528139,0.025994652102179,0.0842105263157895,0.0158218125960062,0.0405413903217883,0.113333333333333,0.0136240348229324,0.033147294760198,0.021994652102179,0.00287121758134718,0.1,0.1,0.133333333333333,0.0979487179487179,0.0821406356509884,0.165778558995083,-0.0952380952380952,0.0309543454345435,0.2,0.152452452452452,0.155600613245543,-0.0612101594212117,0.152566130486923,-0.0841864018334606,0.121389224525204,0.153021442495127,0.148492056412848,-0.00524735639513258,-0.00524735639513258,0.150582418104883,0.2
"NOTCH",0.121014492753623,-0.0152305665349144,-0.036969696969697,-0.223327102803738,0.0777777777777778,0.00623376623376623,0.102551971326165,-0.2,-0.0881332641254476,0.02,-0.1,0.0290893015030946,-0.2,0,-0.0466666666666667,-0.0452380952380952,-0.111111111111111,0.0543478260869565,0.121014492753623,0.158860638272403,0,0,0.1,0.15235593220339,-0.188122605363985,0.00576923076923077,0.111111111111111,0.075,0.0680952380952381,0.242857142857143,0.0123188405797101,0.0385714285714286,0.00576923076923077,-0.00461538461538462,0.1,0,0.2,0.13963133640553,0.0994227994227994,0.173894170911149,0,0.0442105263157895,0.1,0.192307692307692,0.139068550497122,-0.0793877551020408,0.14029304029304,-0.105777777777778,0.109649595687332,0.192307692307692,0.158974358974359,0.036969696969697,0.036969696969697,0.158974358974359,0
"Jagged",0.121014492753623,-0.036969696969697,-0.0733333333333333,-0.228,0,0.00909090909090909,0.105777777777778,-0.1,-0.0802798609840863,0,0,0.0256410256410256,-0.1,0.1,0.02,-0.05,-0.111111111111111,0.05,0.116666666666667,0.164680744092509,0,0,0,0.171,-0.188122605363985,0.00576923076923077,0.1,0.1,0.0466666666666667,0.2,0.0123188405797101,0.0452380952380952,0.075,0,0,0,0.1,0.242857142857143,0.121645021645022,0.173087719298246,0,0.06,0,0.2,0.14029304029304,-0.0814285714285714,0.158974358974359,-0.0777777777777778,0.122857142857143,0.2,0.192307692307692,0.0733333333333333,0.0733333333333333,0.192307692307692,0
"DELTA",0.121014492753623,-0.036969696969697,-0.0733333333333333,-0.228,0,0.00909090909090909,0.105777777777778,-0.1,-0.0802798609840863,0,0,0.0256410256410256,-0.1,0.1,0.02,-0.05,-0.111111111111111,0.05,0.116666666666667,0.164680744092509,0,0,0,0.171,-0.188122605363985,0.00576923076923077,0.1,0.1,0.0466666666666667,0.2,0.0123188405797101,0.0452380952380952,0.075,0,0,0,0.1,0.242857142857143,0.121645021645022,0.173087719298246,0,0.06,0,0.2,0.14029304029304,-0.0814285714285714,0.158974358974359,-0.0777777777777778,0.122857142857143,0.2,0.192307692307692,0.0733333333333333,0.0733333333333333,0.192307692307692,0
"SNAI1",0.121424848425846,0.00113032400223812,0.00342917457695076,-0.22823405765451,0.0841864018334606,0.00752244308779315,0.0745199995771589,-0.153021442495127,-0.106968538646574,-0.0498747236551216,-0.174074074074074,0.019670042387396,-0.152452452452452,-0.0617391304347826,-0.0405413903217883,-0.033147294760198,-0.0661549707602339,-0.0246981026293576,0.115575959202434,0.138794869332114,0.1,0.0190476190476191,0.0158218125960062,0.12506482647787,-0.17568531674596,0.0258004773448974,0.0730994152046784,0.021994652102179,0.0369539463755999,0.0979487179487179,0.0142390409729939,0.0352383156704071,0.025994652102179,-0.0955273589311083,0.0842105263157895,0.1,0.113333333333333,0.0922344322344322,0.0840229885921649,0.165934646404032,-0.0932773109243697,0.026803402038317,0.174074074074074,0.148492056412848,0.15554898701942,-0.0593041873754684,0.155600613245543,-0.0765361286094169,0.123487126623106,0.150582418104883,0.152566130486923,-0.00342917457695076,-0.00342917457695076,0.154421540591172,0.2
"GLI",0.155855265403653,-0.145054930128022,-0.144856910326042,-0.193398048990453,0.146781609195402,0.0120426632191338,0.135709467131029,-0.243870967741936,-0.112052438991858,0.0492857142857143,-0.2,-0.0376263987584742,-0.183870967741935,0.0742857142857143,0.0557792207792208,-0.0344642478876373,-0.0691059866929228,-0.0280187271698307,0.151288717288717,0.151199227064793,0.0666666666666667,-0.0476190476190476,-0.0851190476190476,0.139997236304537,-0.0569264866885631,-0.078226596031525,0.0769184866929228,-0.0798558897243108,-0.0596466240941379,0.0985764809902741,0.0231957671957672,0.0301399235633129,-0.0778150733977802,0.0632098289493622,0.0830409356725146,0.0777777777777778,0.108576480990274,0.0890526714664646,0.0729303487624498,0.183817926643533,-0.143333333333333,-0.155170670037927,0.26,0.171675845790716,0.169236119883958,-0.0249976350189199,0.168339526937156,-0.141121231836912,0.128846618357488,0.230929791271347,0.16736550096313,0.144856910326042,0.144856910326042,0.127951067867092,0.2
"Patched",0.158333333333333,0.0201923076923077,0.0576923076923077,-0.197282717282717,0.1,0.05,0.06,-0.1,0.0256989247311828,0.1,-0.1,-0.0514285714285714,0,0.1,0.08,-0.05,-0.0642857142857143,-0.0435897435897436,0.166666666666667,0.0110344827586207,0,0,-0.1,0.0361111111111111,-0.173260073260073,-0.133333333333333,0.05,-0.133333333333333,-0.118461538461538,0.133333333333333,0.00833333333333333,0.03,-0.133333333333333,0.0763440860215054,0.1,0,0.2,0.124242424242424,0.0728042328042328,0.0596143473570658,-0.1,-0.133333333333333,0.2,-0.05,0.0084789644012945,0.015,0.0133333333333333,-0.06,-0.0112554112554113,0.05,-0.00333333333333333,-0.0576923076923077,-0.0576923076923077,0.0875,0.1
"AXIN2",0.162767666078321,-0.166872636665297,-0.165822767898892,0.137878107696481,-0.0541203703703704,0.105477552847412,-0.0492604153483195,-0.109612403100775,0.0974202784786794,-0.019349593495935,-0.0933333333333333,-0.147723029658514,-0.109612403100775,-0.0266666666666667,-0.022153331813692,-0.031608005521049,-0.163816425120773,-0.0236549792330725,0.15556802056211,0.0933774940882294,0.133333333333333,-0.1,-0.0769230769230769,0.133068997714028,0.144605038236617,-0.0893372065093377,0.156038647342995,-0.0816849816849817,0.0228429869861058,0.137286967418546,0.0919349706107397,0.0331953071083506,-0.0870421245421245,0.148919813452238,0.157487922705314,0.144444444444444,0.131929824561404,0.143368048499627,0.11829841134189,0.0129544294572684,0.0504166666666667,0.0807267627183476,0.0933333333333333,0.113060678962844,0.114010891074602,0.0639752207199514,0.113275914853244,0.0505805473615208,-0.0279601768330347,0.113060678962844,0.115268880855589,0.165822767898892,0.165822767898892,0.114947471415674,0.1
"SMO",0.163418079096045,0.0201923076923077,0.0201923076923077,-0.198833104879617,0.06,0.0537974683544304,0.0681081081081081,-0.05,0.0344367888088527,0.08,0,-0.0625396825396825,0.05,0.1,0.118461538461538,-0.03,-0.0522857142857143,-0.0197802197802198,0.15,0.0119868637110016,0,-0.1,-0.133333333333333,0.0508169934640523,-0.181997937337743,-0.161111111111111,0.0642857142857143,-0.133333333333333,-0.115431235431235,0.124242424242424,0.0134180790960452,0.0347619047619048,-0.133333333333333,0.0787250384024578,0.05,0.1,0.133333333333333,0.134242424242424,0.0763756613756614,0.0629353805673979,-0.1,-0.117543859649123,0.1,-0.00333333333333333,-0.00279923108742731,0.015,0.0084789644012945,-0.06,-0.0147036871174802,0.0875,0.0133333333333333,-0.0201923076923077,-0.0201923076923077,0.104166666666667,0.1
"SUFU",0.164553196608863,0.0348183648477994,0.0284892509237487,-0.196058528536081,0.0681081081081081,0.0518135896691641,0.0753576779599693,-0.104166666666667,0.0264920907363413,0.115431235431235,0.00333333333333333,-0.0557734296467728,-0.0133333333333333,0.118461538461538,0.102787557270316,-0.0379877112135177,-0.0696837524891216,-0.033539605147777,0.162388338077942,0.00873704034470063,0.05,-0.133333333333333,-0.133333333333333,0.0401579553035298,-0.183929826840886,-0.15989430989431,0.0676703296703297,-0.161111111111111,-0.100659897695848,0.150151515151515,0.00990603143889218,0.0377567643313006,-0.164141414141414,0.0700898289909956,0.0522857142857143,0.0642857142857143,0.134242424242424,0.149357864357864,0.0692325998182679,0.0639322345380256,-0.06,-0.112998405103668,0.0875,0.0084789644012945,-0.0021950111385782,0.00849614731618127,-0.00470140500047078,-0.0755549166187464,-0.0228902261664569,0.0983974358974359,-0.00279923108742731,-0.0284892509237487,-0.0284892509237487,0.0868732723286627,-0.05
"FUS",0.166485563758622,0.0284892509237487,0.0201923076923077,-0.196643323857719,0.06,0.0547875673643314,0.0755549166187464,-0.0875,0.0271742189764505,0.118461538461538,0.05,-0.0594468990345279,0.00333333333333333,0.08,0.115431235431235,-0.0347619047619048,-0.0676703296703297,-0.0299251473164517,0.158196721311475,0.00893479907904473,0.1,-0.133333333333333,-0.133333333333333,0.0481991924169319,-0.18701465974577,-0.164141414141414,0.0522857142857143,-0.133333333333333,-0.102787557270316,0.134242424242424,0.0128045821635299,0.0379877112135177,-0.161111111111111,0.0740080572703823,0.0642857142857143,0.05,0.124242424242424,0.150151515151515,0.0751708420985529,0.0623874353619185,-0.06,-0.113697705802969,0.05,0.0133333333333333,-0.00470140500047078,0.00973684210526316,-0.00279923108742731,-0.0681081081081081,-0.0165670411547473,0.104166666666667,0.0084789644012945,-0.0201923076923077,-0.0201923076923077,0.0983974358974359,0
"SHH",0.175,0.0576923076923077,0.05,-0.185194805194805,0.1,0.05,0.06,-0.2,0.0312544802867384,0.1,-0.1,-0.08,-0.1,0,0.1,-0.0666666666666667,-0.05,-0.0666666666666667,0.2,0.0177011494252874,0,0,0,0.025,-0.158974358974359,-0.133333333333333,0.1,-0.1,-0.08,0.2,0.025,0.05,-0.133333333333333,0.0666666666666667,0,0,0.1,0.133333333333333,0.0542857142857143,0.0819444444444445,0,-0.1,0.2,0,0.0133333333333333,0.025,-0.00333333333333333,-0.1,-0.0476190476190476,0.1,-0.05,-0.05,-0.05,0.05,0
"RKIP",0.196613103778097,-0.143520368520368,-0.152922077922078,0.132800297819476,-0.0333333333333333,0.0707139343032278,0.00925678682688027,-0.166666666666667,-0.109937668761198,-0.08,-0.1,-0.292086834733894,-0.166666666666667,-0.03,-0.083448275862069,0.021405648267009,0.0205627705627706,0.0201316298877274,0.198613103778097,-0.00376551844728099,-0.1,-0.1,-0.1,0.322596553773024,0.14602048857368,-0.0853114754098361,-0.0357142857142857,-0.06,0.102597212032282,-0.0121212121212121,0.0729966523194644,-0.0322967373759199,-0.064,0.26648822367283,-0.0857142857142857,-0.1,-0.0666666666666667,0.0148018648018648,0.0204806370765624,0.237462919099971,0.0666666666666667,0.172253968253968,0.1,0.214035087719298,0.19270107821735,0.0133215443560271,0.201098024782235,0.00476190476190477,0.139533520862635,0.206666666666667,0.210188933873144,0.152922077922078,0.152922077922078,0.202820512820513,0
"RAF",0.196613103778097,-0.143520368520368,-0.152922077922078,0.132800297819476,-0.0333333333333333,0.0707139343032278,0.00925678682688027,-0.166666666666667,-0.109937668761198,-0.08,-0.1,-0.292086834733894,-0.166666666666667,-0.03,-0.083448275862069,0.021405648267009,0.0205627705627706,0.0201316298877274,0.198613103778097,-0.00376551844728099,-0.1,-0.1,-0.1,0.322596553773024,0.14602048857368,-0.0853114754098361,-0.0357142857142857,-0.06,0.102597212032282,-0.0121212121212121,0.0729966523194644,-0.0322967373759199,-0.064,0.26648822367283,-0.0857142857142857,-0.1,-0.0666666666666667,0.0148018648018648,0.0204806370765624,0.237462919099971,0.0666666666666667,0.172253968253968,0.1,0.214035087719298,0.19270107821735,0.0133215443560271,0.201098024782235,0.00476190476190477,0.139533520862635,0.206666666666667,0.210188933873144,0.152922077922078,0.152922077922078,0.202820512820513,0
"MEK",0.196613103778097,-0.139393384393384,-0.143520368520368,0.134683143007761,-0.00476190476190477,0.0697851417335684,0.00706700580498246,-0.206666666666667,-0.11505961998071,-0.083448275862069,-0.166666666666667,-0.292086834733894,-0.214035087719298,-0.08,-0.102597212032282,0.0322967373759199,0.0193862999745353,0.0328589026150002,0.194691535150646,-0.00863169849594279,-0.1,-0.1,-0.06,0.31783464901112,0.147248989802181,-0.0911938283510125,-0.0205627705627706,-0.064,0.0092638786989484,0.0148018648018648,0.0722030015258136,-0.0363557779663258,-0.0853114754098361,0.269052326236933,-0.0357142857142857,-0.0857142857142857,-0.0121212121212121,0.0140719377945655,0.0106445715027919,0.233819931850426,0.0333333333333333,0.170031746031746,0.166666666666667,0.210188933873144,0.191399962975714,0.0151233461578289,0.19270107821735,-0.00925678682688027,0.137731719060833,0.202820512820513,0.201098024782235,0.143520368520368,0.143520368520368,0.193729603729604,0.1
"cMet",0.223520923520924,-0.0456603773584906,-0.04,0.112464420657698,-0.125833333333333,0.125589728809838,-0.0844621749408983,0.05,-0.00855337426511804,0.025,0,-0.244074074074074,-0.05,0.025,0.025,0.035374149659864,0.055,0.0317853457172343,0.128571428571429,0.0400391498201717,-0.1,-0.1,-0.1,0.247474996913199,0.115495391705069,-0.0574431818181818,-0.08,-0.06,-0.0195454545454545,-0.0879699248120301,0.127128427128427,-0.0390105132962276,-0.0418181818181818,0.219564061669325,-0.1,-0.1,-0.114285714285714,-0.0517997120460726,-0.0230404378230465,0.0877747399599384,0.113333333333333,0.218095238095238,-0.1,0.01,0.0244741922116774,0.0898575949367089,0.0340787119856887,0.103611111111111,0.00111111111111111,0.01,0.0402325581395349,0.04,0.04,0.0372727272727273,0.1
"CD44",0.228571428571429,-0.04,-0.0142857142857143,0.117194150387428,-0.113333333333333,0.124027228809838,-0.103611111111111,0.1,-0.00606227106227106,0.025,-0.1,-0.251481481481482,0,0,0.025,0.0333333333333333,0.08,0.0298245614035088,0.142857142857143,0.0458785658785659,0,-0.1,-0.1,0.237362637362637,0.126785714285714,-0.0418181818181818,-0.1,-0.1,-0.025,-0.114285714285714,0.13015873015873,-0.035374149659864,-0.06,0.219564061669325,-0.1,-0.1,-0.1,-0.0879699248120301,-0.0360839160839161,0.0976984040820758,0.133333333333333,0.204761904761905,0,0.05,0.0340787119856887,0.10125,0.0402325581395349,0.125833333333333,-0.01,-0.05,0.01,0.0142857142857143,0.0142857142857143,0.01,0.1
"Wnt",0.256288857006217,-0.364627477785373,-0.369172932330827,0.233009542489765,-0.0666666666666667,0.0932323232323232,-0.0246376811594203,-0.3,0.00597457627118644,-0.0333333333333333,-0.1,-0.245,-0.2,0,-0.0333333333333333,-0.0811965811965812,-0.245833333333333,-0.0723076923076923,0.23921568627451,0.134396551724138,0.1,0,0,0.299411764705882,0.360344827586207,-0.00108225108225108,0.233333333333333,0.05,0.0627450980392157,0.25,0.0681013868962219,0.0788709998012324,0.0227272727272727,0.26583850931677,0.133333333333333,0.1,0.15,0.275,0.144730392156863,0.204399423026488,0.1,0.175757575757576,0.2,0.25,0.244074590449634,0.0569230769230769,0.244736842105263,0.0333333333333333,0.147272727272727,0.25,0.244736842105263,0.369172932330827,0.369172932330827,0.244736842105263,0
"DSH",0.26715655794954,-0.373220521301992,-0.370139288808995,0.235247985804807,-0.0246376811594203,0.0944518354274452,-0.0273322223905469,-0.244736842105263,0.00154583657742908,-0.0627450980392157,-0.25,-0.262632367632368,-0.244736842105263,-0.0333333333333333,-0.0627450980392157,-0.07793642036198,-0.254885057471264,-0.0589071697246389,0.258355769492263,0.135031138930302,0.133333333333333,0.05,0.0227272727272727,0.309138208474879,0.368531567373875,-0.00169574801476642,0.258333333333333,-0.00108225108225108,0.0574819401444788,0.280882352941176,0.0730284937801386,0.0768043448902819,-0.00108225108225108,0.278122843340235,0.245833333333333,0.233333333333333,0.275,0.278784450843274,0.142945097348312,0.207711533801286,0.0333333333333333,0.172727272727273,0.25,0.244736842105263,0.249456009268275,0.0590875790875791,0.247407923782967,0.0255900621118013,0.149814185422075,0.244736842105263,0.244074590449634,0.370139288808995,0.370139288808995,0.244083247334021,0.2
"GSK3",0.269979737741516,-0.376371781806193,-0.373220521301992,0.235001420112662,-0.0255900621118013,0.0962103348412787,-0.0275886326469572,-0.244736842105263,0.000307993960276114,-0.0627450980392157,-0.244736842105263,-0.266391766128608,-0.244736842105263,-0.0627450980392157,-0.0574819401444788,-0.0768043448902819,-0.257449160035367,-0.0557929828734279,0.260645845828141,0.135807670422968,0.233333333333333,0.0227272727272727,-0.00108225108225108,0.313107478641333,0.268531567373875,-0.00217421691428795,0.254885057471264,-0.00108225108225108,0.0552092128717516,0.278784450843274,0.0746629662912828,0.0769542699277632,-0.00169574801476642,0.280669908677998,0.258333333333333,0.245833333333333,0.280882352941176,0.280083152141976,0.144550936764371,0.208337151186864,0.0246376811594203,0.173192389006343,0.244736842105263,0.244074590449634,0.250706009268275,0.0592470687207529,0.249456009268275,0.0273322223905469,0.152706118450994,0.244083247334021,0.247407923782967,0.373220521301992,0.373220521301992,0.247856832239682,0.25
"Destcompl",0.278242551723125,-0.302618393808727,-0.303403323165085,0.198738792388498,-0.0343068261787474,0.144920478760171,-0.0282243786806919,-0.225385953468145,0.19436097612137,-0.0456410256410256,-0.21031746031746,-0.304289410925947,-0.225385953468145,-0.0456410256410256,-0.0483732660781841,-0.0551587301587302,-0.283333427220209,-0.0373127726973881,0.264961111625237,0.141430116654708,0.233333333333333,-0.1,-0.096551724137931,0.271519327933115,0.314599734589833,-0.115683164850234,0.27796429970343,-0.107980295566502,0.0500610297912643,0.25689776733255,0.138868295082449,0.0566791979949875,-0.114716046861839,0.309087059131889,0.266252587991718,0.261904761904762,0.24385428907168,0.262308588975837,0.236827995494188,0.0418026619166008,0.0377551020408163,0.0952454332667651,0.21031746031746,0.230858590284066,0.230675733532637,0.0647856919561428,0.228992918642275,0.0300962998629579,0.113275914853244,0.23033644851765,0.228992918642275,0.303403323165085,0.303403323165085,0.22829563219112,0.188888888888889
"TCFLEF",0.284294568491937,-0.221866374298306,-0.219895283628136,0.101893099478614,0.0177101967799642,0.0983913141744467,0.0220148325415536,-0.200882352941176,-0.0739536101313906,-0.0167247386759582,-0.2125,-0.249667079946733,-0.2075,-0.0142857142857143,-0.0157723577235772,-0.00242409052935369,-0.153976175297353,0.042619722777302,0.182908390628979,0.0902435053568312,0.0857142857142857,-0.15,-0.156666666666667,0.357151356819923,0.159840390860995,-0.153282538426018,0.151802262253875,-0.156666666666667,0.0150920856147337,0.256687390403316,0.075368996987418,-6.15691264780518e-05,-0.150215053763441,0.270964184583432,0.145350649350649,0.149350649350649,0.25472660608959,0.26299968276212,0.137653132672646,0.165391024645582,-0.0153846153846154,0.0835369261477046,0.205882352941176,0.220320512820513,0.124862971053887,-0.00485742754905915,0.127182558682753,-0.0177101967799642,0.087585347985348,0.213702865761689,0.226609820996613,0.219895283628136,0.219895283628136,0.219292927873491,0.2
