"","AXIN2","ZEB2","ZEB1","FOXC2","Wnt","cMet","CD44","Frizzled","TCFLEF","DSH","SRC","TGF","CDC42","NOTCH","Jagged","TWIST1","MEK","RKIP","NOTCHic","HEY1","SHH","Csl","ILK","ERK","SMAD","PAK1","AKT","Patched","FUS","SOSGRB2","IKK","SMO","RAS","miR200","RAF","PI3K","DELTA","GSK3","cfos","KLF4","NFB","EGR1","STAT","SNAI1","Ecadherin","SUFU","TGFR","cateninnuc","Csn","GLI","cateninmemb","TrCP","LIV1","SNAI2","Destcompl"
"SNAI2",-0.140066256065696,-0.00365428990979652,-0.00365428990979652,-0.0961263800663,-0.0876824583866837,-0.0876824583866837,-0.0866071895694795,-0.0890909090909091,-0.084339148332366,-0.0890909090909091,-0.0890909090909091,-0.000833778327384466,-0.00588235294117647,-0.0512816131237184,-0.0900975069592901,-0.0917093170150101,-0.0972972972972973,-0.00167948717948718,-0.0486842105263158,-0.00364677516576251,0.0797599039615846,-0.0469298245614035,-0.0128772635814889,-0.1,-0.00857104348579515,-0.00588235294117647,-0.131089876748373,0.0797599039615846,-0.08,-0.101149425287356,0.129885057471264,0.0858823529411765,-0.123641639508523,-0.000301305378185779,-0.124554881517655,-0.124554881517655,-0.124554881517655,0.102782271008609,0.105882352941176,0.0175,0.133333333333333,0.1,0.0890909090909091,-0.00372234935163997,0.228488884474484,-0.1,0.00331825037707391,0.0849602663447884,0.133333333333333,0.087147699028395,0.204138186179476,0.1,0.08,0.386100648446535,0.099015758478256
"HEY1",-0.0866071895694795,-0.00168214654282766,-0.00168214654282766,-0.0670033160807511,0.00820793433652531,0.00820793433652531,0.00907749955391661,0.00588235294117647,0.0120875329987327,0,0.00588235294117647,0.00134811529933481,-0.00509090909090909,-0.0103655107778819,0.00392985325519059,0.00205228758169935,-0.0762952753735046,-6.18429189857758e-05,-0.00727272727272727,-0.00967150496562262,-0.0259408602150538,-0.00727272727272727,-0.012,-0.0773262032085562,-0.00620289855072464,-0.00909090909090909,-0.0789417989417989,-0.0291666666666667,0.0333333333333333,-0.0685534591194969,0.0752380952380952,-0.0166666666666667,-0.0700339366515837,-0.00153032153032153,-0.0707692307692308,-0.0707692307692308,-0.0707692307692308,0.0576298665032664,0.0890909090909091,0.0111111111111111,0.08,0.08,0,-0.00736469229043238,0.0303394374426196,0,0.00109090909090909,-0.0097214059750714,0.1,-0.00820793433652531,0.105467171717172,0.1,-0.0333333333333333,0.101300504574355,0.0540522189790425
"KLF4",0.0866071895694795,0.00168214654282766,0.00168214654282766,0.0670033160807511,-0.00820793433652531,-0.00820793433652531,-0.00907749955391661,-0.00588235294117647,-0.0120875329987327,0,-0.00588235294117647,-0.00134811529933481,0.00509090909090909,0.0103655107778819,-0.00392985325519059,-0.00205228758169935,0.0762952753735046,6.18429189857758e-05,0.00727272727272727,0.00967150496562262,0.0259408602150538,0.00727272727272727,0.012,0.0773262032085562,0.00620289855072464,0.00909090909090909,0.0789417989417989,0.0291666666666667,-0.0333333333333333,0.0685534591194969,-0.0752380952380952,0.0166666666666667,0.0700339366515837,0.00153032153032153,0.0707692307692308,0.0707692307692308,0.0707692307692308,-0.0576298665032664,-0.0890909090909091,-0.0111111111111111,-0.08,-0.08,0,0.00736469229043238,-0.0303394374426196,0,-0.00109090909090909,0.0097214059750714,-0.1,0.00820793433652531,-0.105467171717172,-0.1,0.0333333333333333,-0.101300504574355,-0.0540522189790425
"FOXC2",0.0866071895694795,0.00168214654282766,0.00168214654282766,0.0670033160807511,-0.00820793433652531,-0.00820793433652531,-0.00907749955391661,-0.00588235294117647,-0.0120875329987327,0,-0.00588235294117647,-0.00134811529933481,0.00509090909090909,0.0103655107778819,-0.00392985325519059,-0.00205228758169935,0.0762952753735046,6.18429189857758e-05,0.00727272727272727,0.00967150496562262,0.0259408602150538,0.00727272727272727,0.012,0.0773262032085562,0.00620289855072464,0.00909090909090909,0.0789417989417989,0.0291666666666667,-0.0333333333333333,0.0685534591194969,-0.0752380952380952,0.0166666666666667,0.0700339366515837,0.00153032153032153,0.0707692307692308,0.0707692307692308,0.0707692307692308,-0.0576298665032664,-0.0890909090909091,-0.0111111111111111,-0.08,-0.08,0,0.00736469229043238,-0.0303394374426196,0,-0.00109090909090909,0.0097214059750714,-0.1,0.00820793433652531,-0.105467171717172,-0.1,0.0333333333333333,-0.101300504574355,-0.0540522189790425
"cateninmemb",0.233474164615633,0.00544610410889225,0.00544610410889225,0.123510247800077,0.16849930028146,0.16761474256032,0.163266916473364,0.170223438212494,0.162893317469628,0.172549019607843,0.170223438212494,0.00101257803635081,0.00909090909090909,0.0424421296147732,0.168593550114895,0.182374678983946,0.110109708363195,-0.00105457232263011,0.0413268879790855,0.00641198517234838,-0.160340466514266,0.0361722488038278,0.0167536231884058,0.115992061304372,0.010216092922062,0.0130909090909091,0.213939393939394,-0.157190860215054,0.166666666666667,0.135220125786164,-0.215238095238095,-0.160416666666667,0.197354352570422,-0.00103312164764679,0.199588989441931,0.199588989441931,0.199588989441931,-0.151198176023212,-0.123208556149733,-0.0244725738396624,-0.215238095238095,-0.129090909090909,-0.172549019607843,0.0122055287240094,-0.10163797765427,0.166666666666667,-0.00372505543237251,-0.163453541559264,-0.22,-0.16449930028146,-0.180527093335593,-0.2,-0.166666666666667,-0.262179718350045,-0.14265974842392
"RKIP",-0.00959915611814346,0.00617981826877092,0.00617981826877092,0.0127173592690834,-0.0166666666666667,-0.0245614035087719,-0.00917678812415655,0.0333333333333333,-0.00568028462765305,0,0.0333333333333333,-0.0497908322207388,-0.04,-0.0463480963480963,-0.0911896677176813,-0.0880421865715983,-0.0825752017608217,0.0313025210084034,-0.00404040404040404,-0.112001548586914,-0.0831475409836066,-0.0222222222222222,-0.128626444159178,-0.101724137931034,-0.111794760990862,0.0333333333333333,-0.0744047619047619,-0.052,0,-0.0670476190476191,0.0410714285714286,0,-0.130944055944056,-0.0241539066462278,-0.138636363636364,-0.138636363636364,-0.138636363636364,0.0739164696611505,0.05,0.0358201817312291,0.0285714285714286,0.05,0,-0.126236582634583,-0.133406795428566,0.1,0.0638095238095238,-0.00220775608481514,0.1,0.00128205128205128,-0.118883589471825,0.1,0,-0.287234947834703,0.169818171170907
"miR200",0.123368101538293,0.00772849462365592,0.00772849462365592,0.0628203774545238,0.0790422535211268,0.0679118187385181,0.0813949648059338,0.072,0.0813949648059338,0.1,0.0608695652173913,0.0959337260785785,0.0649509803921569,-0.0140686315437923,0.0027766163190282,0.120816279834685,0.0404761904761905,0.00536918190985082,-0.0157635467980296,0.00296610169491525,-0.0136208952485782,0.025615763546798,-0.00315868333567449,0.0357142857142857,0.0184714107082127,0.0708333333333333,0.00137891899560221,-0.0320991561181435,-0.0225,-0.0197485493230174,-0.0145864661654135,-0.0308333333333333,0.067526810604564,-0.0111630949231267,0.0632874091083046,0.0632874091083046,0.0632874091083046,0.00343965218452503,-0.0357142857142857,-0.006608005521049,-0.0631578947368421,-0.0857142857142857,-0.1,-0.0189212639212639,-0.150313357597537,-0.06,-0.0843058191018343,-0.0777586011695702,-0.1,-0.0900312645101377,-0.175334303578432,0,-0.1,-0.157961504161408,-0.122783302815974
"SOSGRB2",-0.0310299779977998,0.0529949874686717,0.0529949874686717,-0.0013064713064713,-0.0273809523809524,-0.0335403726708075,-0.0349896480331263,0.0142857142857143,-0.0223580690857579,0,0.0142857142857143,0.0370610240823007,0.0371428571428571,-0.154131783709248,0.00968580288229364,0.0169565217391304,0.000140400140400138,0.0202485380116959,-0.113286713286713,0.0147727272727273,0.0350827571757804,-0.136363636363636,0.00193548387096774,-0.00592020592020592,0.0194180013534852,0.107142857142857,0.112792397660819,0.0653153153153153,-0.1,0.0133333333333333,-0.150292397660819,0.116666666666667,0.124858757062147,-0.0432839186155049,0.124858757062147,0.124858757062147,0.124858757062147,-0.0358027355222306,-0.0238095238095238,-0.00728070175438596,-0.155555555555556,-0.0571428571428571,0,-0.0104633972992182,-0.133992025206292,0,-0.0179120879120879,0.016813136007364,-0.1,0.0288302277432712,-0.112903708903709,0,0,-0.171483824367147,0.184658406470487
"Csl",0.0592835258466776,0.0588471632814655,0.0588471632814655,0.0747096168834608,0.0239190916610271,0.0261405261405261,0.0273650159364445,0.0228438228438228,0.0235482220433147,0.00769230769230769,0.0228438228438228,0.106035074477706,0.107698924731183,0.102051903953432,0.0882566280910652,0.072708159930391,0.147826086956522,-0.0287757806644206,0.092051903953432,-0.0655688897632632,0.0773696515484777,0.0788940092165899,0.0480061664953751,0.15,0.031895055384264,0.0786666666666667,0.0643410852713178,0.0653006860312363,-0.0352564102564102,-0.0463083984906835,-0.0449612403100775,0.0470211161387632,0.00149708234118235,0.0286593857488111,0.00112943528235882,0.00112943528235882,0.00112943528235882,-0.0143291796735225,-0.118571428571429,-0.0753657694962043,-0.0333333333333333,-0.14,-0.00769230769230769,0.0246804162021553,0.00545188713153141,-0.0583333333333333,-0.112157523457297,-0.0208609721862536,-0.1,-0.0247255432739304,-0.0413230724052537,-0.133333333333333,0,-0.163530133095161,-0.0493554008899393
"SNAI1",0.0447806043446902,0.0588959788692649,0.0588959788692649,0.0624163044168939,0.0352061046926259,0.0384967145363185,0.0340522700918741,0.0337426900584795,0.0314315804367016,0.0311111111111111,0.0365165165165165,0.0980151337733305,0.110822510822511,0.102987964416536,0.0736718167328281,0.0465958534219404,0.136544672863842,-0.0246382614049458,0.0984981684981685,0.0237167130720354,0.0626376768846755,0.0864102564102564,0.0347653183137054,0.1338540899042,0.0223421940824631,0.104761904761905,0.0600024366471735,0.0737056380497241,-0.0382488479262673,-0.0429523424040517,-0.0481968810916179,0.0617056380497241,-0.0330196815411776,0.0241058704789114,-0.0313776454163829,-0.0313776454163829,-0.0313776454163829,0.0134115500835798,-0.1338540899042,-0.0619646644828198,-0.0241228070175439,-0.0982608695652174,-0.0311111111111111,-0.0588265742334531,-0.010993548370258,-0.0285714285714286,-0.10426513377333,-0.034064517968968,-0.00833333333333333,-0.0317326129193169,-0.0238619499687203,-0.0833333333333333,-0.02,-0.149380383844397,-0.0425926503672736
"Jagged",0.0471428571428571,0.0589371980676328,0.0589371980676328,0.0642857142857143,0,0,0.00769230769230769,0.1,0.0228438228438228,0,0.1,0.0786666666666667,0.1,0.188571428571429,0.0448484848484849,0.045,0.14,0.0102564102564103,0.26,-0.133333333333333,0.0352564102564102,0.2,-0.0333333333333333,0.14,-0.00952380952380953,0.2,0.1,0.0583333333333333,-0.1,0,-0.133333333333333,0.133333333333333,-0.00666666666666667,-0.00363636363636363,-0.00666666666666667,-0.00666666666666667,-0.00666666666666667,-0.00498084291187739,-0.2,-0.0111111111111111,-0.1,-0.1,0,0.0583333333333333,-0.0136491228070175,0,-0.0666666666666667,-0.0261405261405261,0,-0.00769230769230769,-0.0446332540698738,0,0,-0.153092006033183,-0.0425482625482625
"PAK1",0.0464123059763919,0.062217012079597,0.062217012079597,0.0600020731589524,0.0337426900584795,0.0365165165165165,0.0384967145363185,0.0311111111111111,0.0340522700918741,0.02,0.0311111111111111,0.10426513377333,0.104761904761905,0.0984981684981685,0.0828482873210634,0.0542881611142481,0.1338540899042,-0.0371905626601759,0.0864102564102564,0.0391929035482259,0.0737056380497241,0.0756410256410256,0.0521846731524151,0.1338540899042,0.0347653183137054,0.0714285714285714,0.0481968810916179,0.0617056380497241,-0.0285714285714286,-0.0493674367436744,-0.0241228070175439,0.0382488479262673,-0.0313776454163829,0.0313104814299201,-0.0318321908709283,-0.0318321908709283,-0.0318321908709283,0.0118933982683983,-0.0982608695652174,-0.0790986208691127,-0.00833333333333333,-0.12,-0.02,0.0338780521010665,-0.00724745055548175,-0.0619047619047619,-0.110822510822511,-0.0314315804367016,-0.0833333333333333,-0.0352061046926259,-0.0238964922830553,-0.133333333333333,0,-0.151693491454186,-0.0452242293146421
"LIV1",0.0464123059763919,0.062217012079597,0.062217012079597,0.0600020731589524,0.0337426900584795,0.0365165165165165,0.0384967145363185,0.0311111111111111,0.0340522700918741,0.02,0.0311111111111111,0.10426513377333,0.104761904761905,0.0984981684981685,0.0828482873210634,0.0542881611142481,0.1338540899042,-0.0371905626601759,0.0864102564102564,0.0391929035482259,0.0737056380497241,0.0756410256410256,0.0521846731524151,0.1338540899042,0.0347653183137054,0.0714285714285714,0.0481968810916179,0.0617056380497241,-0.0285714285714286,-0.0493674367436744,-0.0241228070175439,0.0382488479262673,-0.0313776454163829,0.0313104814299201,-0.0318321908709283,-0.0318321908709283,-0.0318321908709283,0.0118933982683983,-0.0982608695652174,-0.0790986208691127,-0.00833333333333333,-0.12,-0.02,0.0338780521010665,-0.00724745055548175,-0.0619047619047619,-0.110822510822511,-0.0314315804367016,-0.0833333333333333,-0.0352061046926259,-0.0238964922830553,-0.133333333333333,0,-0.151693491454186,-0.0452242293146421
"STAT",0.09886427298192,0.0640308409539179,0.0640308409539179,0.0556659850034083,0.0581168831168831,0.0581168831168831,0.0606809856809857,0.0535714285714286,0.0616273579207333,0.0285714285714286,0.0535714285714286,0.158695363243418,0.135227272727273,0.0565576427369688,0.0590154824730018,0.149065726876821,0.153181530676787,-0.0374565637065637,0.0497615262321145,0.00666666666666666,0.0526795636962338,0.0470588235294118,0.0214170692431562,0.134901960784314,0.0340607474040757,0.122727272727273,0.0565698143664245,0.0323255813953488,-0.05,0.0227422003284072,-0.0480952380952381,0.03,0.0677493426169401,0.0364254963193838,0.0647642679900744,0.0647642679900744,0.0647642679900744,-0.0706964842011571,-0.146666666666667,0.0221727074668251,-0.11,-0.166666666666667,-0.0285714285714286,0.034439002215232,-0.111990462166885,-0.1,-0.15627990430622,-0.0576941040470742,-0.15,-0.0589572192513369,-0.123851513278366,-0.1,0,-0.124866257675152,-0.0868887561056907
"RAS",-0.152411067193676,0.0657879234167894,0.0657879234167894,-0.108730158730159,-0.152941176470588,-0.152941176470588,-0.112515644555695,-0.1,-0.114054106094156,-0.1,-0.1,0.0721258008153757,0.02,-0.118917576961271,0.0748984821604573,0.00289143480632842,0.0970175438596491,0.0168867924528302,-0.0868421052631579,0.124110671936759,0.150813559322034,-0.05,0.122077922077922,0.0636842105263158,0.171057513914657,0.02,0.17,0.122,-0.2,0.0519480519480519,-0.186666666666667,0.15,-0.0067948717948718,-0.0648923076923077,0.0835897435897436,0.0835897435897436,0.0835897435897436,0.0558914728682171,-0.09,-0.0585714285714286,-0.233333333333333,-0.04,0.1,0.0604719764011799,0.0429883679426975,-0.1,-0.0552941176470588,0.118303397878859,-0.2,0.115441176470588,0.0704217003998968,-0.2,0,0.232637106290504,0.125640559942886
"NOTCHic",0.0569699011680144,0.0759742351046699,0.0759742351046699,0.0701119157340356,0.0228438228438228,0.0228438228438228,0.0261405261405261,0.00769230769230769,0.0273650159364445,0,0.00769230769230769,0.112157523457297,0.0786666666666667,0.092051903953432,0.0799232947577319,0.0774485662509327,0.15,-0.035688223060734,0.0788940092165899,-0.0910590858416945,0.0653006860312363,0.188571428571429,0.0271428571428571,0.118571428571429,0.0480061664953751,0.0666666666666667,0.0449612403100775,0.0470211161387632,-0.0583333333333333,-0.0308612440191388,-0.0333333333333333,0.0352564102564102,0.00112943528235882,0.0314916297575257,-0.00231884057971015,-0.00231884057971015,-0.00231884057971015,-0.0103527437383237,-0.14,-0.09108005521049,-0.1,-0.14,0,0.0333760683760684,0.00812630573618257,-0.133333333333333,-0.107698924731183,-0.0235482220433147,-0.133333333333333,-0.0239190916610271,-0.0492741427416451,-0.1,-0.1,-0.163008134586586,-0.0507569852896956
"CDC42",0.0432676518883415,0.0805449863561244,0.0805449863561244,0.0537951766072283,0.0311111111111111,0.0311111111111111,0.0365165165165165,0.02,0.0384967145363185,0,0.02,0.110822510822511,0.0714285714285714,0.0864102564102564,0.0736458333333333,0.0597229437229437,0.1338540899042,-0.0454778554778555,0.0756410256410256,0.0141929035482259,0.0617056380497241,0.0833333333333333,0.0312169312169312,0.0982608695652174,0.0521846731524151,0.157142857142857,0.0241228070175439,0.0382488479262673,-0.0619047619047619,-0.0305555555555556,-0.00833333333333333,0.0285714285714286,-0.0318321908709283,0.0343561667091079,-0.0367102396514161,-0.0367102396514161,-0.0367102396514161,0.016620670995671,-0.12,-0.0954920634920635,-0.0833333333333333,-0.14,0,0.0431859279960546,-0.00468689692226376,-0.133333333333333,-0.104761904761905,-0.0340522700918741,-0.133333333333333,-0.0337426900584795,-0.0323214007079637,-0.1,-0.1,-0.150789332322179,-0.0468783646529879
"NOTCH",0.0528032345013477,0.0885668276972625,0.0885668276972625,0.0459183673469388,0.00769230769230769,0.00769230769230769,0.0228438228438228,0,0.0261405261405261,0.1,0,0.107698924731183,0.0666666666666667,0.0788940092165899,0.0633670033670034,0.0805932203389831,0.118571428571429,-0.0483642793987622,0.188571428571429,-0.120289855072464,0.0470211161387632,0.26,-0.00952380952380953,0.14,0.0271428571428571,0.1,0.0333333333333333,0.0352564102564102,-0.133333333333333,-0.0263157894736842,-0.1,0.0583333333333333,-0.00231884057971015,0.0077922077922078,-0.00666666666666667,-0.00666666666666667,-0.00666666666666667,-0.00952629745733194,-0.14,-0.0589371980676328,-0.133333333333333,-0.2,-0.1,0.0444871794871795,-0.00397170345217883,-0.1,-0.0786666666666667,-0.0273650159364445,-0.1,-0.0228438228438228,-0.0535337776300832,0,0,-0.156795709736886,-0.0490903186230289
"GLI",0.0457095410628019,0.0953457927974057,0.0953457927974057,0.00250021499828002,-0.0650474383301708,0.0361290322580645,0.0352669632925473,-0.0638709677419355,0.0326695606951447,-0.08,0.0361290322580645,0.303329314809854,0.31235632183908,0.0551698875836807,0.0272230257135273,0.106074081549464,0.258686709239195,-0.0865066611640594,0.0475508399646331,0.0122326833702046,0.131811009003991,0.0275508399646331,0.0198837719997743,0.262554112554113,0.000424312540314808,0.291666666666667,-0.0118135741138561,0.130576441102757,-0.0952380952380952,-0.0921587556985787,0.0290010741138561,0.116290726817043,-0.113913108685925,0.0425248641966908,-0.113319049279984,-0.113319049279984,-0.113319049279984,-0.0594388732312308,-0.240476190476191,-0.10364821964822,0.0473684210526316,-0.257142857142857,-0.02,0.126030092076763,-0.00909260443902676,-0.0952380952380952,-0.30921166775103,-0.0316534220221022,0,-0.0336759659251484,-0.0228530036093509,-0.0333333333333333,0,-0.154844303807739,-0.0370092710461402
"AKT",-0.188265772735087,0.0979034873181458,0.0979034873181458,0.0665007641053854,-0.131742846525455,-0.131742846525455,-0.134567705282517,-0.142512077294686,-0.133949148581486,-0.155555555555556,-0.142512077294686,0.0908233430281699,0.0771176470588235,-0.0460343158022151,0.00586383176484257,-0.0110465507923118,0.0392060372603077,0.00829094179477811,-0.0570099255583127,0.0764654042532423,0.109734592892488,-0.0634615384615385,0.0698058423369348,0.0240161638425862,0.0714893440204365,0.0691176470588235,0.0648064353946707,0.103418803418803,-0.1,-0.114529914529915,-0.15369532428356,0.0923076923076923,-0.073594831201697,0.0442571220295425,-0.0757635059004922,-0.0757635059004922,-0.0757635059004922,0.0349446849446849,-0.0322128851540616,-0.101422627080522,-0.192156862745098,-0.0380952380952381,0.155555555555556,0.00745450582979187,-0.0211828770999527,-0.15,-0.089312769010043,0.133641456273794,-0.233333333333333,0.135653461050595,0.0698368203842886,-0.233333333333333,0.1,0.00158145524842074,0.253180291211685
"PI3K",-0.187904761904762,0.10406787087979,0.10406787087979,0.0559744483159117,-0.142512077294686,-0.142512077294686,-0.131742846525455,-0.155555555555556,-0.134567705282517,-0.1,-0.155555555555556,0.089312769010043,0.0691176470588235,-0.0570099255583127,0.00122807017543859,-0.00707101562411612,0.0240161638425862,0.00394311570782159,-0.0634615384615385,0.0636834493660243,0.103418803418803,-0.025,0.0546058423369348,0.0322128851540616,0.0698058423369348,0.075,0.15369532428356,0.0923076923076923,-0.15,-0.112307692307692,-0.192156862745098,0.1,-0.0757635059004922,0.0394442878049435,-0.083982683982684,-0.083982683982684,-0.083982683982684,0.0349446849446849,-0.0380952380952381,-0.0971491228070175,-0.233333333333333,-0.0666666666666667,0.1,0.00971014492753623,-0.024516210433286,-0.1,-0.0771176470588235,0.133949148581486,-0.233333333333333,0.131742846525455,0.067900021199783,-0.2,0.1,0.00429502308761672,0.252766726281991
"ILK",-0.187904761904762,0.10406787087979,0.10406787087979,0.0559744483159117,-0.142512077294686,-0.142512077294686,-0.131742846525455,-0.155555555555556,-0.134567705282517,-0.1,-0.155555555555556,0.089312769010043,0.0691176470588235,-0.0570099255583127,0.00122807017543859,-0.00707101562411612,0.0240161638425862,0.00394311570782159,-0.0634615384615385,0.0636834493660243,0.103418803418803,-0.025,0.0546058423369348,0.0322128851540616,0.0698058423369348,0.075,0.15369532428356,0.0923076923076923,-0.15,-0.112307692307692,-0.192156862745098,0.1,-0.0757635059004922,0.0394442878049435,-0.083982683982684,-0.083982683982684,-0.083982683982684,0.0349446849446849,-0.0380952380952381,-0.0971491228070175,-0.233333333333333,-0.0666666666666667,0.1,0.00971014492753623,-0.024516210433286,-0.1,-0.0771176470588235,0.133949148581486,-0.233333333333333,0.131742846525455,0.067900021199783,-0.2,0.1,0.00429502308761672,0.252766726281991
"TWIST1",-0.0324110835401158,0.119779428551358,0.119779428551358,0.0479354010580567,-0.015062656641604,-0.0161600810536981,-0.0173649003308065,-0.0119047619047619,-0.0156803674058448,-0.0285714285714286,-0.0119047619047619,0.145112847904066,0.149885057471264,-0.0230075794226738,0.00122818008151774,-0.0114722494642403,0.081467832462402,-0.0802174845653107,-0.0182905982905983,0.00311044887316074,-0.0599231617068178,-0.0311111111111111,-0.000905450905450908,0.0849504195270786,-0.00255561592195256,0.153333333333333,-0.113556217793506,-0.0564748858447489,0.0666666666666667,-0.0808210604549277,0.106776556776557,-0.0386666666666667,-0.0367228177917615,-0.0612762463752926,-0.0367228177917615,-0.0367228177917615,-0.0367228177917615,0.0508762038347381,-0.0823188405797101,-0.117041901188243,0.111538461538462,-0.0866666666666667,0.0285714285714286,0.11254175378718,-0.085848179467596,0.1,-0.144885057471264,0.0167729493494906,0.15,0.016662656641604,-0.0176633949122507,0.2,0,-0.290149728149441,0.0306424812269502
"TGF",0.0619488536155203,0.123105193814576,0.123105193814576,0.0275155279503106,0.0471428571428571,0.0233333333333333,0.0327672955974843,0.0571428571428571,0.0459251903343264,0.1,0.0333333333333333,0.181349206349206,0.244444444444444,0.0855172413793104,-0.0340451644575356,0.138333333333333,0.126165413533835,-0.0831168831168831,0.12,-0.0931012250161186,-0.0579956896551724,0.16,-0.0890909090909091,0.132832080200501,-0.0487683284457478,0.3,-0.161466165413534,-0.0486206896551724,-0.06,-0.0947368421052632,0.103571428571429,0.01,-0.142261904761905,-0.0200600166117408,-0.145833333333333,-0.145833333333333,-0.145833333333333,0.128136551424223,-0.138095238095238,-0.0776506483600305,0.075,-0.166666666666667,-0.1,0.147978385251113,-0.0153959027745176,0,-0.249206349206349,-0.048317534831934,0.1,-0.0565768194070081,-0.0604303748831351,0.2,0,-0.034892928249657,-0.0955333404608059
"SHH",0.276190476190476,0.125,0.125,0,0,0.1,0.15,0,0.116666666666667,0,0.1,0.233333333333333,0.233333333333333,0,0.162857142857143,0.125,0.22,-0.08,0,0.0666666666666667,0.0533333333333333,0.1,0.0666666666666667,0.2,0.0333333333333333,0.2,0.15,0.133333333333333,-0.2,-0.1,-0.1,0.1,0.207692307692308,0.0166666666666667,0.2,0.2,0.2,-0.192307692307692,-0.1,-0.15,0,0,-0.1,0.1,-0.0025,-0.2,-0.233333333333333,-0.122222222222222,0,-0.05,-0.0992114695340502,0,0,-0.312107279693487,-0.150909090909091
"Patched",0.267099567099567,0.141666666666667,0.141666666666667,0.01,0.05,0.15,0.116666666666667,0,0.122222222222222,0,0.1,0.233333333333333,0.233333333333333,0.0272727272727273,0.12952380952381,0.106481481481481,0.212307692307692,-0.0657142857142857,0,0.0282051282051282,0.0158333333333333,0,0.0333333333333333,0.22,0.0233333333333333,0.233333333333333,0.164285714285714,0.0533333333333333,-0.1,-0.0666666666666667,-0.15,0.133333333333333,0.188942307692308,0.00238095238095238,0.207692307692308,0.207692307692308,0.207692307692308,-0.173260073260073,-0.2,-0.138888888888889,-0.1,-0.1,-0.1,0.109677419354839,-0.0054126213592233,-0.2,-0.233333333333333,-0.125134843581446,0,-0.0125,-0.110322580645161,0,-0.1,-0.31344061302682,-0.143216783216783
"SMO",0.267099567099567,0.153531073446328,0.153531073446328,-0.00379310344827586,0.0125,0.116666666666667,0.122222222222222,0.05,0.125134843581446,0,0.15,0.238738738738739,0.233333333333333,0.00227272727272727,0.12952380952381,0.115305010893246,0.203216783216783,-0.0712698412698413,0.0272727272727273,0.0234432234432234,0.0269444444444444,0,0.0233333333333333,0.212307692307692,0.0376190476190476,0.233333333333333,0.152285714285714,0.0158333333333333,-0.133333333333333,-0.0508771929824561,-0.164285714285714,0.0533333333333333,0.18429114490161,0.00871006630500302,0.188942307692308,0.188942307692308,0.188942307692308,-0.166463956755219,-0.22,-0.155555555555556,-0.15,-0.2,-0.1,0.109677419354839,-0.0072576398094078,-0.1,-0.233333333333333,-0.120623565385957,-0.1,-0.0180555555555556,-0.113235202004385,0,-0.1,-0.312488232074439,-0.145542364612132
