"","NOTCHic","NOTCH","Csl","GSK3","Csn","NFB","SNAI2","RAF","PI3K","DELTA","RAS","AXIN2","TWIST1","Destcompl","TCFLEF","CD44","Frizzled","Wnt","DSH","PAK1","ZEB1","ERK","CDC42","MEK","cfos","TGF","TGFR","EGR1","cateninmemb","GLI","STAT","LIV1","cateninnuc","cMet","SRC","Ecadherin","miR200","SOSGRB2","RKIP","AKT","IKK","HEY1","TrCP","SUFU","FUS","Jagged","SNAI1","ILK","SMAD","SHH","SMO","Patched","FOXC2","ZEB2","KLF4"
"TCFLEF",0.227482863063925,0.229808444459274,0.209835804240395,0.165589807194137,-0.123376623376623,-0.111376623376623,-0.232537254702587,0.176771550302236,0.176771550302236,0.176771550302236,0.174012023363997,0.381082783882784,0.0748200680615564,0.20579832399745,-0.0708075684500504,0.0320561199806483,0.037843137254902,0.0301508295625943,0.00784313725490196,0.148717948717949,-0.270521929824561,0.181254355400697,-0.164997018485391,0.182614899618384,0.178397212543554,-0.182967557570617,-0.18462318670969,0.185714285714286,0.004547587564731,-0.0233185314259483,-0.0166666666666667,0.0333333333333333,0.0720962282438649,-0.038974358974359,-0.0466666666666667,-0.0500653097725997,0.218630887185104,-0.104955013050821,-0.209310740689718,0.126523888453762,0.117828236279849,0.00159139784946237,0.114285714285714,-0.0666666666666667,-0.0733333333333333,-0.101824728350657,-0.203941778816256,-0.0368548644338118,-0.0393405240896435,-0.0989908870732144,-0.0923809523809524,-0.102058371735791,-0.21464209093885,0.000626749955697324,-0.00312102113572702
"FUS",0.210909090909091,0.224545454545455,0.190909090909091,0.202956688731277,-0.1,-0.114285714285714,0.217734009801118,0.231820214669052,0.231820214669052,0.231820214669052,0.234003620782589,0.189945936122848,0.0867082435068268,0.194077243980486,0.0469190776293485,0.0454153182308522,0.125,0.136111111111111,0.1,0.293333333333333,-0.327564035908634,0.0307226107226107,-0.268333333333333,0.031872036009967,0.0276923076923077,-0.295676634080889,-0.281846846846847,0.02,0.0371347063321127,-0.136111111111111,0,0,-0.0414842950206528,-0.0444444444444444,-0.0333333333333333,-0.0782926866806904,0.243109292846102,-0.186504723346829,-0.215622647684503,0.110285714285714,0.110285714285714,-0.0176301958910655,0.1,-0.133333333333333,-0.173333333333333,-0.104721106648818,-0.22648610265774,-0.0319047619047619,-0.0325499231950845,-0.209065656565657,-0.185833333333333,-0.208055555555556,-0.248257713248639,0.00388894665696163,0.0165300546448087
"SUFU",0.224545454545455,0.227720057720058,0.210909090909091,0.204499105183719,-0.114285714285714,-0.110285714285714,0.216349698660709,0.234003620782589,0.234003620782589,0.234003620782589,0.234952987871197,0.192990432609967,0.0869144290738371,0.192535510859806,0.0414842950206528,0.0469190776293485,0.136111111111111,0.136111111111111,0.125,0.268333333333333,-0.334327320932789,0.031872036009967,-0.281846846846847,0.0288933126057117,0.0307226107226107,-0.29429596346945,-0.295676634080889,0.0276923076923077,0.0364525780920035,-0.137226352746799,-0.0333333333333333,0,-0.0371364689336963,-0.0454153182308522,-0.0444444444444444,-0.0822061779268285,0.244596281693686,-0.195595632437738,-0.218479790541646,0.119010546500479,0.110285714285714,-0.0188350151681739,0.1,-0.173333333333333,-0.185833333333333,-0.105908755104875,-0.22870075342435,-0.0325499231950845,-0.0369379139572092,-0.209451756951757,-0.208055555555556,-0.209065656565657,-0.25297235344715,0.00775368095647854,0.00874562350708419
"SMO",0.190909090909091,0.210909090909091,0.2,0.199946655286461,-0.1,-0.1,0.216836343732895,0.220192307692308,0.220192307692308,0.220192307692308,0.231820214669052,0.184355874011046,0.0799019607843137,0.192471404564428,0.0454153182308522,0.0444444444444444,0.1,0.125,0.1,0.333333333333333,-0.318361581920904,0.0276923076923077,-0.293333333333333,0.0307226107226107,0.02,-0.281846846846847,-0.268333333333333,0,0.029127257542541,-0.136111111111111,0,-0.1,-0.0469190776293485,-0.0333333333333333,0,-0.0824022757217863,0.232218203737191,-0.190350877192982,-0.20015873015873,0.110285714285714,0.114285714285714,-0.021978021978022,0,-0.1,-0.133333333333333,-0.105925925925926,-0.223655913978495,-0.0366666666666667,-0.0319047619047619,-0.208055555555556,-0.173333333333333,-0.185833333333333,-0.244310344827586,0.011864406779661,0.00833333333333333
"MEK",0.104467754467754,0.113956805562645,0.0929292929292929,-0.0243250019845765,0.142857142857143,0.117857142857143,0.316752560828314,-0.0655122655122655,-0.0655122655122655,-0.0655122655122655,-0.0715440115440115,0.0218028154737015,-0.0336425665837431,-0.171706967743288,0.00927456098207404,0.015126978284873,0.02,0.0276923076923077,0,0.00666666666666667,-0.113388444808818,0.0928099779897285,0.00285714285714286,-0.00385668867693813,0.103448275862069,-0.0194226852348143,-0.00555407209612817,0.1,0.0809769700013603,-0.00881118881118881,0,0,-0.013549653918877,-0.0340080971659919,-0.0263157894736842,0.0651811119429455,0.124216972801831,-0.0261587301587302,-0.0105078873654725,-0.109942704354469,-0.108766233766234,-0.0797564495125471,-0.1,-0.133333333333333,-0.0933333333333333,-0.103517552474523,0.099580207254394,-0.0853148023403111,-0.0849457986502742,-0.103433836922747,-0.0893333333333333,-0.104087431693989,-0.0164508009335595,0.0125940197217098,0.0259684361549498
"ERK",0.113956805562645,0.108693647667908,0.104467754467754,-0.0293204606585092,0.117857142857143,0.108766233766234,0.318916672640758,-0.0715440115440115,-0.0715440115440115,-0.0715440115440115,-0.0775946166045176,0.0151361488070349,-0.0307299452245198,-0.171443908742912,0.013549653918877,0.00927456098207404,0.0276923076923077,0.00881118881118881,0.02,-0.00285714285714286,-0.11890025583244,-0.00385668867693813,-0.00555407209612817,-0.00803496165743952,0.0928099779897285,-0.00815894897107804,-0.0194226852348143,0.103448275862069,0.0835528669654817,-0.00254552465078781,-0.0263157894736842,0,-0.0151468761410992,-0.015126978284873,-0.0340080971659919,0.0604093989323035,0.122746384566537,-0.0348965942364001,-0.00967223276937223,-0.101685823620524,-0.109942704354469,-0.08078034029753,-0.142857142857143,-0.0933333333333333,-0.0893333333333333,-0.0999030946431979,0.105830207254394,-0.0849457986502742,-0.0910248260058973,-0.0966705518985927,-0.104087431693989,-0.103433836922747,-0.0265362710190296,0.0174759094854893,0.0127901415813064
"cateninmemb",-0.0497913480984561,-0.0523935785817275,-0.0466985645933014,-0.0651636266219864,0.04,0.0257142857142857,-0.0549696529651031,-0.0514705882352941,-0.0514705882352941,-0.0514705882352941,-0.0531465658889254,-0.0574769137646368,-0.0284258711554144,-0.0643989561781582,0.0420792234486791,0.0324901823527887,0.0395804833561332,0.0344080695630297,0.0372549019607843,-0.0141818181818182,0.0835477039406433,-0.0698781630740394,0.0368484848484848,-0.0702703199367845,-0.0709090909090909,0.0411672781268335,0.0402631189948263,-0.0709090909090909,0.0256254035285543,-0.0330747362296964,-0.0372549019607843,-0.0666666666666667,-0.0446002318520404,-0.033493526834394,-0.0395804833561332,-0.0869317287315851,-0.0766351070820345,0.0760208841142307,0.0297499183534497,-0.042020202020202,-0.0368253968253968,0.00859860234514794,-0.1,-0.1,-0.0666666666666667,-0.0367178133421328,0.0247804093044756,0.0201159420289855,0.0203580727795908,-0.0563934044534756,-0.0541666666666667,-0.0595430107526882,-0.00775046200096832,0.022101668305137,0.0272855133614627
"Frizzled",0.180952380952381,0.190756302521008,0.164285714285714,-0.014012539184953,0,-0.02,0.196255302947895,0.0828092959671907,0.0828092959671907,0.0828092959671907,0.0725730754947498,0.231190979563073,0.0144957983193277,-0.0827917983501846,0.164886969078325,0.173496240601504,0.225,0.209210526315789,0.3,-0.0333333333333333,-0.238869554100317,0.0309803921568627,0.0133333333333333,0.0420915032679739,0.0133333333333333,-0.0107246376811594,-0.00405797101449275,0.0333333333333333,-0.0100558245897229,-0.173496240601504,-0.2,-0.1,-0.176791730983087,-0.209210526315789,-0.225,-0.156784508436751,0.179160353535354,-0.133333333333333,-0.0616666666666667,0.05125,0.045,-0.0591052918712493,0.1,-0.1,-0.1,-0.102650029708853,-0.0808143547273982,-0.0716557344464321,-0.0725903138856845,-0.123223013545594,-0.109090909090909,-0.132900432900433,-0.0978890876565295,0.025885572775355,0.0392156862745098
"RKIP",0.0929292929292929,0.104467754467754,0.111111111111111,-0.0176910953506698,0.1,0.142857142857143,0.322835285889141,-0.0766233766233766,-0.0766233766233766,-0.0766233766233766,-0.0655122655122655,0.0299109235818097,-0.0545216874628639,-0.166686047241196,0.015126978284873,0.0340080971659919,0,0.02,0,0,-0.10545193687231,0.103448275862069,-0.00666666666666667,0.0928099779897285,0.1,-0.00555407209612817,0.00285714285714286,0.05,0.0821964821964822,-0.0276923076923077,0,0,-0.00927456098207404,-0.0263157894736842,0,0.0642703651305593,0.114000254535577,-0.0261587301587302,0.00791316526610644,-0.108766233766234,-0.117857142857143,-0.0852109949670925,-0.1,-0.1,-0.133333333333333,-0.116632306572884,0.10022123289542,-0.090265297389816,-0.0853148023403111,-0.104087431693989,-0.0933333333333333,-0.0893333333333333,-0.00744179192455054,0.0260860832137733,0.0200860832137733
"RAF",0.0929292929292929,0.104467754467754,0.111111111111111,-0.0176910953506698,0.1,0.142857142857143,0.322835285889141,-0.0766233766233766,-0.0766233766233766,-0.0766233766233766,-0.0655122655122655,0.0299109235818097,-0.0545216874628639,-0.166686047241196,0.015126978284873,0.0340080971659919,0,0.02,0,0,-0.10545193687231,0.103448275862069,-0.00666666666666667,0.0928099779897285,0.1,-0.00555407209612817,0.00285714285714286,0.05,0.0821964821964822,-0.0276923076923077,0,0,-0.00927456098207404,-0.0263157894736842,0,0.0642703651305593,0.114000254535577,-0.0261587301587302,0.00791316526610644,-0.108766233766234,-0.117857142857143,-0.0852109949670925,-0.1,-0.1,-0.133333333333333,-0.116632306572884,0.10022123289542,-0.090265297389816,-0.0853148023403111,-0.104087431693989,-0.0933333333333333,-0.0893333333333333,-0.00744179192455054,0.0260860832137733,0.0200860832137733
"cateninnuc",-0.151424108381144,-0.157787744744781,-0.142121782799749,-0.167656172371534,0.141666666666667,0.138636363636364,-0.137980501675166,-0.164731214731215,-0.164731214731215,-0.164731214731215,-0.162879362879363,-0.150323673996321,-0.0100832900744964,-0.167109440532944,0.00696597853626135,-0.000875694353955227,-0.00125810262796564,-0.00995375480187869,0.0165501165501165,-0.0897142857142857,0.182895508780739,-0.0896244463663286,0.0958681318681319,-0.0932941711369708,-0.0908902691511387,0.111694061697977,0.104488821523304,-0.0956521739130435,-0.0584286533674735,-0.000322925040018547,-0.0165501165501165,-0.0242424242424242,-0.105502294471086,0.0115899800682409,0.0028943278943279,-0.0413705854823007,-0.131449335873741,0.135498292199449,0.170951023335639,-0.147323863636364,-0.142636363636364,0.0150888705489241,-0.166666666666667,0.0111111111111111,0.0211111111111111,0.00359996654234979,0.157896821194933,0.0404963924963925,0.0395414129602397,0.0336572335436115,0.0227504553734062,0.0308249895348969,0.0657425579884596,0.0275118723778827,0.012678316148067
"DSH",0.190756302521008,0.178868190632897,0.180952380952381,-0.022597225959895,-0.02,-0.045,0.203356583506684,0.0725730754947498,0.0725730754947498,0.0725730754947498,0.0627691539261223,0.218110810786701,0.0180418976101079,-0.0806925617089632,0.176791730983087,0.164886969078325,0.209210526315789,0.173496240601504,0.225,-0.0133333333333333,-0.245956168273545,0.0420915032679739,-0.00405797101449275,0.0413396235687257,0.0309803921568627,0.0105297177195374,-0.0107246376811594,0.0133333333333333,-0.00734675509620111,-0.163692319032876,-0.225,-0.2,-0.184360742559222,-0.173496240601504,-0.209210526315789,-0.164949565504354,0.181599377925597,-0.135772357723577,-0.0623659673659674,0.0615948275862069,0.05125,-0.0591052918712493,0,-0.1,-0.109090909090909,-0.0979988669181556,-0.066031746031746,-0.0725903138856845,-0.0827789931309675,-0.111566571827803,-0.132900432900433,-0.123223013545594,-0.113906403673846,0.0345469900981897,0.0304778221968399
"CDC42",0.188461538461538,0.177692307692308,0.15,0.113744588744589,0.0666666666666667,0.0416666666666667,0.288808417859513,0.195533769063181,0.195533769063181,0.195533769063181,0.183338647111961,0.218587848932677,0.126510822510823,0.222694270253781,0.168239328437348,0.158338338338338,0.22,0.171851851851852,0.2,-0.0142857142857143,-0.39198278181329,0.0617391304347826,-0.128571428571429,0.0566543846720707,0.04,-0.139444868856634,-0.169747899159664,-0.02,-0.113807530882099,-0.156062378167641,-0.2,-0.1,-0.171572661770682,-0.171851851851852,-0.22,-0.2060524894676,0.319896443425855,-0.197222222222222,-0.183962703962704,-0.0100877192982456,-0.0416666666666667,-0.0949275362318841,-0.1,-0.0666666666666667,-0.080952380952381,-0.1321875,-0.240254260507425,-0.102380952380952,-0.124961597542243,-0.128343858451385,-0.147619047619048,-0.144393241167435,-0.342411696385871,0.0363426726622852,0.0236190476190476
"Wnt",0.164285714285714,0.180952380952381,0.15,0.00235109717868338,-0.1,0,0.206034482758621,0.0691729323308271,0.0691729323308271,0.0691729323308271,0.0828092959671907,0.252121212121212,-0.0226470588235294,-0.0729774747427575,0.173496240601504,0.209210526315789,0.3,0.225,0.2,-0.1,-0.218077474892396,0.0133333333333333,0.0333333333333333,0.0309803921568627,0.0333333333333333,-0.00405797101449275,0.0133333333333333,0,-0.00275423728813559,-0.209210526315789,-0.1,0,-0.164886969078325,-0.225,-0.2,-0.150490802143044,0.163535353535354,-0.112121212121212,-0.0366666666666667,0.045,0.02,-0.0697435897435898,0.1,0,-0.1,-0.125882352941176,-0.0824016563146998,-0.0786324786324786,-0.0716557344464321,-0.132900432900433,-0.1,-0.109090909090909,-0.0723076923076923,0.0367766618842659,0.0392156862745098
"GSK3",0.178868190632897,0.17237468413939,0.190756302521008,-0.120766943097998,-0.045,-0.05125,0.210345366940679,0.0627691539261223,0.0627691539261223,0.0627691539261223,0.0646599102286433,0.221002743815621,0.00459759543341133,-0.0767122869643348,0.184360742559222,0.176791730983087,0.173496240601504,0.163692319032876,0.209210526315789,0.00405797101449275,-0.239566866639073,0.0413396235687257,-0.0107246376811594,0.0379305326596348,0.0420915032679739,0.0202733074631272,0.0105297177195374,0.0309803921568627,-0.00770042441538767,-0.175484771863065,-0.209210526315789,-0.225,-0.185939689927643,-0.164886969078325,-0.173496240601504,-0.164455657042056,0.180309811688786,-0.126935148421252,-0.0510877718772456,0.0556119216033009,0.0615948275862069,-0.0670637693798998,0.02,-0.109090909090909,-0.132900432900433,-0.109239742830564,-0.0625987449243263,-0.0827789931309675,-0.0820293679435612,-0.114437385224932,-0.123223013545594,-0.111566571827803,-0.107367328713718,0.0433137062943264,0.0396381275403513
"TrCP",0.177692307692308,0.17,0.188461538461538,0.114471861471862,0.0416666666666667,0.0416666666666667,0.295137531783563,0.183338647111961,0.183338647111961,0.183338647111961,0.185611374384689,0.219845710567897,0.113467344249953,0.224498781531977,0.171572661770682,0.168239328437348,0.171851851851852,0.156062378167641,0.22,0.128571428571429,-0.387802717504609,0.0566543846720707,-0.169747899159664,0.0539877180054041,0.0617391304347826,-0.12523721858341,-0.139444868856634,0.04,-0.120584087658656,-0.166306280606666,-0.22,-0.2,-0.17598645487413,-0.158338338338338,-0.171851851851852,-0.209858717841302,0.324972585557835,-0.200192519251925,-0.172360494017953,-0.0137914230019493,-0.0100877192982456,-0.111104006820119,-0.0666666666666667,-0.080952380952381,-0.147619047619048,-0.146911426380368,-0.239060943084991,-0.124961597542243,-0.123026113671275,-0.136343858451385,-0.144393241167435,-0.128343858451385,-0.338273765351389,0.0488828655883303,0.0416518345042935
"IKK",0.0415584415584416,0.0685425685425685,0.0272727272727273,-0.0516483516483517,-0.3,-0.228571428571429,-0.233426895872504,0.097761645493043,0.097761645493043,0.097761645493043,0.109029251126846,-0.0197619047619048,-0.00228758169934639,-0.142899159222303,-0.0114442995798928,0.0162393162393162,-0.0222222222222222,0.0239316239316239,-0.1,0,-0.178426065162907,0.0228571428571429,-0.0111111111111111,0.0384126984126984,0.0428571428571429,-0.0634383838383838,-0.0338383838383838,0,0.0381236082353401,-0.0162393162393162,0.1,0.1,0.0215708818583738,-0.0239316239316239,0.0222222222222222,-0.0293019774470928,0.139487179487179,-0.124789915966387,0.00418943533697632,0.152895752895753,0.128571428571429,0.0314757481940144,0.2,0.1,0.04,-0.00502967822555451,-0.0269437376307605,0.0319444444444444,0.0388751375137514,0.0138952745849298,0.06,0.0414814814814815,-0.0118614718614719,0.0501453634085213,0.0553113553113553
"Jagged",-0.02,0.00857142857142857,0,0.0532567049808429,0,0.1,0.202187028657617,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0987878787878788,0.0828571428571429,0.072,0.0761544401544401,0.0711888111888112,0.0984615384615385,0,0.06,0,0,-0.315458937198068,-0.02,-0.1,0.0133333333333333,0,-0.0866666666666667,-0.0666666666666667,-0.1,-0.0363215657581855,-0.0984615384615385,0,0,-0.0569030969030969,-0.06,0,-0.111789473684211,0.267272727272727,-0.12,-0.0923076923076923,-0.0555555555555556,-0.0666666666666667,-0.216666666666667,0,0,-0.1,-0.15012987012987,-0.208333333333333,-0.116666666666667,-0.102380952380952,-0.120512820512821,-0.0666666666666667,-0.0666666666666667,-0.284285714285714,0.0550724637681159,0.0333333333333333
"RAS",0.0447368421052632,0.0277557100297915,0.05,0.0528811369509044,0,-0.1,0.102186365820198,0.0671794871794872,0.0671794871794872,0.0671794871794872,-0.0385897435897436,-0.188722002635046,-0.0184069830878342,-0.00407446105120524,-0.137008760951189,-0.157008760951189,-0.15,-0.167647058823529,-0.1,-0.06,0.111616347569956,0.0457894736842105,0.08,0.043828689370485,0.03,0.110518345952242,0.0976470588235294,-0.02,0.0356349361281985,0.159313725490196,0.1,0,0.135025758118328,0.167647058823529,0.15,0.107453718421932,-0.103938461538462,0.0692640692640693,0.0343270440251572,0.0933333333333333,0.0933333333333333,0.10395256916996,0,-0.1,0,0.0168381628227873,0.107266470009833,0.00519480519480519,0.00315398886827458,0.0250847457627119,0,0.02,0.0936507936507937,0.0628166421207658,0.0617857142857143
"KLF4",-0.134545454545455,-0.143823805060918,-0.134545454545455,-0.161985938641927,0.2,0.18,-0.148162836934285,-0.151794871794872,-0.151794871794872,-0.151794871794872,-0.157677224736048,-0.144122270278563,0.077677559912854,-0.167840123467693,-0.0862561174426993,-0.0785638097503916,-0.0509803921568628,-0.0672594619243046,-0.0333333333333333,-0.154545454545455,0.17515479876161,-0.105026737967914,0.0945454545454545,-0.10193395446276,-0.110909090909091,0.108073909830007,0.0958787878787879,-0.12,-0.022324962751792,0.0776042895105115,0.0333333333333333,0.1,0.0799049343791874,0.0672594619243046,0.0509803921568628,0.00978400279958018,-0.138770858770859,0.133790737564322,0.150505050505051,-0.139259259259259,-0.146666666666667,0.0183498854087089,-0.1,0.2,0.1,0.0789805097451274,0.136838197265759,0.0493333333333333,0.0464347826086957,0.107459677419355,0.0833333333333333,0.102083333333333,0.0116600569111156,0.0638080495356037,0.0444444444444444
"FOXC2",-0.134545454545455,-0.143823805060918,-0.134545454545455,-0.161985938641927,0.2,0.18,-0.148162836934285,-0.151794871794872,-0.151794871794872,-0.151794871794872,-0.157677224736048,-0.144122270278563,0.077677559912854,-0.167840123467693,-0.0862561174426993,-0.0785638097503916,-0.0509803921568628,-0.0672594619243046,-0.0333333333333333,-0.154545454545455,0.17515479876161,-0.105026737967914,0.0945454545454545,-0.10193395446276,-0.110909090909091,0.108073909830007,0.0958787878787879,-0.12,-0.022324962751792,0.0776042895105115,0.0333333333333333,0.1,0.0799049343791874,0.0672594619243046,0.0509803921568628,0.00978400279958018,-0.138770858770859,0.133790737564322,0.150505050505051,-0.139259259259259,-0.146666666666667,0.0183498854087089,-0.1,0.2,0.1,0.0789805097451274,0.136838197265759,0.0493333333333333,0.0464347826086957,0.107459677419355,0.0833333333333333,0.102083333333333,0.0116600569111156,0.0638080495356037,0.0444444444444444
"Ecadherin",-0.143823805060918,-0.150887002086941,-0.134545454545455,-0.166180199127578,0.18,0.146666666666667,-0.1458148537916,-0.157677224736048,-0.157677224736048,-0.157677224736048,-0.162146498479065,-0.152575878525986,0.07972597704507,-0.167001353663405,-0.0799049343791874,-0.0862561174426993,-0.0672594619243046,-0.0776042895105115,-0.0509803921568628,-0.0945454545454545,0.177998400657345,-0.10193395446276,0.0958787878787879,-0.100757483874525,-0.105026737967914,0.114764687406861,0.108073909830007,-0.110909090909091,-0.0242480396748689,0.0849376228438448,0.0509803921568628,0.0333333333333333,0.0714082023530436,0.0785638097503916,0.0672594619243046,-0.0898265132666321,-0.139701957467321,0.140369684932744,0.153875837021904,-0.145752765752766,-0.139259259259259,0.0190210263483063,-0.2,0.1,0.0833333333333333,0.083328335832084,0.142850855493607,0.0464347826086957,0.0461926518580903,0.110609283718567,0.102083333333333,0.107459677419355,0.0109735580552803,0.0661777177820492,0.049507735583685
"cMet",-0.109022556390977,-0.115405535114382,-0.114285714285714,-0.0505568356374808,-0.1,-0.133333333333333,-0.265593951871324,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.00364779874213837,0.063015873015873,-0.162876898382516,0.11312630703387,0.0369827072152654,0.0277519379844961,0.1,0.0533333333333333,0.1,-0.0733333333333333,0.223088023088023,0.065,0.0733333333333333,0.0595454545454545,0.065,0.0728605200945626,0.0622222222222222,0.125,-0.0485843989936517,-0.0306060606060606,0,0.1,-0.0494120857463388,-0.0533333333333333,0,-0.03418618572826,-0.184157059727712,0.115714285714286,0.171481481481481,0.140833333333333,0.153333333333333,0.124011007911937,0.1,0.1,0.15,0.152000608087565,0.163606177745339,0.145011337868481,0.145011337868481,0.147443181818182,0.15,0.131818181818182,0.201429324894515,0.0663780663780664,-0.0285714285714286
"SNAI2",-0.203947368421053,-0.207843472317156,-0.209210526315789,-0.204164394178521,0.2,0.225,0.169174971709669,-0.207914547390121,-0.207914547390121,-0.207914547390121,-0.212480757435784,-0.204493281075028,0.108226171910385,-0.210967929482157,-0.152575878525986,-0.144122270278563,-0.127402597402597,-0.134444850923724,-0.134545454545455,-0.205882352941176,0.218797356828194,-0.137254901960784,0.172549019607843,-0.134552199258082,-0.13921568627451,0.165164616571266,0.161437908496732,-0.133333333333333,0.0867802643081273,0.143535760014633,0.134545454545455,0.18,0.151799481010458,0.134444850923724,0.127402597402597,0.214507840459652,-0.175984665111747,0.196146044624746,0.196961538461538,-0.196915247195679,-0.207758620689655,0.0238848704038577,-0.1,0.2,0.18,0.153586225988527,0.185105100598967,0.0613682092555332,0.0608897403560117,0.174109192972964,0.162352941176471,0.168475390156062,-0.0118339737582231,0.104892385147892,0.0869230769230769
"ZEB2",-0.227384615384615,-0.22574527112232,-0.215384615384615,-0.200417269352387,-0.166666666666667,-0.154166666666667,-0.151202870654581,-0.14004329004329,-0.14004329004329,-0.14004329004329,-0.138116095182476,-0.137120544533547,-0.116341168368044,-0.111452607360724,-0.108813524421382,-0.105292397660819,-0.104242424242424,-0.0991142191142191,-0.0909090909090909,-0.0532467532467533,-0.012009578348161,0.0444255800792303,0.0477922077922078,0.0480841166645962,0.0508771929824561,0.0551240294097437,0.0593568336425479,0.0666666666666667,0.0806285158601215,0.0954444943435769,0.1,0.1,0.107774563382421,0.108070175438596,0.113333333333333,0.130021344054963,0.135909359983286,0.149981684981685,0.15866344605475,0.161311007268951,0.169722222222222,0.184704489059328,0.2,0.2,0.2,0.201501631773978,0.201749771696363,0.203021978021978,0.209119538997588,0.212467532467532,0.214285714285714,0.214285714285714,0.256531468531469,0.271034600193212,0.368546626802955
"miR200",0.0273891625615764,0.0290840778158136,0.0308374384236453,0.0588090753718317,-0.02,-0.0252631578947368,0.107937035971749,0.110979716800612,0.110979716800612,0.110979716800612,0.11222659959363,0.12207268110367,-0.0819104208674761,0.125947775776139,0.0833820739122899,0.0810011215313375,0.076,0.080225352112676,0.08,0.0458333333333333,-0.325595878136201,0.0142857142857143,-0.0360294117647059,0.0136054421768707,0.0142857142857143,-0.0329348881337981,-0.0311907020872865,0.0142857142857143,-0.0191785832805382,-0.0813242532115771,-0.08,-0.1,-0.084442679972896,-0.0798775260257195,-0.0756521739130435,-0.0128757466710813,0.258255725078637,-0.0355867182462927,-0.0196956075127458,0.0186324301319336,0.022406015037594,-0.00169491525423729,0,-0.02,-0.02,-0.0143720131063694,-0.0232676582676583,-0.00458865945591609,-0.00427517983209164,-0.0167730691616217,-0.0133333333333333,-0.0145991561181435,-0.00217403193012949,0.311406810035842,0.311887508626639
