"","IKK","NFB","SMO","Patched","SUFU","Csn","TrCP","Jagged","NOTCHic","RKIP","KLF4","MEK","RAS","PI3K","DELTA","Destcompl","FOXC2","DSH","TGFR","PAK1","TGF","CDC42","cateninmemb","cateninnuc","LIV1","CD44","TCFLEF","GLI","SRC","cMet","Wnt","Frizzled","SOSGRB2","AXIN2","ZEB2","STAT","RAF","Ecadherin","ERK","cfos","SNAI2","TWIST1","EGR1","miR200","NOTCH","Csl","FUS","GSK3","SNAI1","SHH","ZEB1","ILK","SMAD","AKT","HEY1"
"CD44",0.266666666666667,0.3,0,0.02,0.1,0.2,0.1,0.0536130536130536,-0.2,-0.0488888888888889,-0.0888888888888889,-0.1,0.283809523809524,0.280952380952381,0.280952380952381,0.197200698461203,0.0125,0,-0.005,0,0.0116666666666667,0.02,0.117600732600733,-0.0491413237924866,0.1,0.07,0.0583720930232558,0.07,0.2,0.15,0.05,0.1,0.0333333333333333,0.07,0.00317460317460318,0.1,-0.280952380952381,-0.159186841819564,0.08,0.1,-0.17011433011433,0.0105494505494505,0.1,-0.0338779095300834,0.163157894736842,0.1,-0.1,-0.226190476190476,-0.10518341307815,-0.0654545454545455,-0.00317460317460317,-0.0777777777777778,-0.0675736961451247,-0.273333333333333,-0.0807017543859649
"ZEB2",-0.242777777777778,-0.236111111111111,-0.227857142857143,-0.225418118466899,-0.225,-0.211111111111111,-0.2,-0.187007158409044,-0.17825641025641,-0.165201288244767,-0.11938946951,-0.0988708987259652,-0.0722905253205039,-0.0699350649350649,-0.0699350649350649,-0.0666850250942993,-0.0464024864024864,-0.0454545454545455,-0.0444155844155844,-0.0428571428571429,-0.0391245791245791,-0.0301298701298701,-0.00325300542154475,-0.00269654966838066,0,0.00592592592592593,0.00698226395409494,0.0123658604392549,0.0133333333333333,0.0133333333333333,0.0187878787878788,0.0187878787878788,0.0217948717948718,0.0264795241326129,0.0264834733845531,0.04,0.0699350649350649,0.088339109652361,0.0976513865308432,0.100877192982456,0.105065495003045,0.116468234738634,0.116666666666667,0.160354180779872,0.176617065994115,0.176923076923077,0.196428571428571,0.198765407032362,0.213228915028678,0.221781754830535,0.245111459257577,0.245190373007274,0.251287933982884,0.256796469366563,0.257343785247011
"TCFLEF",0.107012987012987,0.107012987012987,-0.102380952380952,-0.0910906298003072,-0.15,0.087012987012987,0.114285714285714,-0.0221609831444151,-0.200573888091822,0.0779804380768701,-0.0508164629488159,-0.104207731873237,0.197218409958836,0.194984507199309,0.194984507199309,0.31136349639227,0.182240763135326,0.0627450980392157,0.115843267071261,0.105128205128205,0.119485651177221,0.112104949314252,-0.0972597311085673,0.239264165074805,-0.0333333333333333,-0.124602080309627,-0.23342224067618,-0.115759909314897,-0.0908333333333333,-0.113910256410256,-0.105822021116139,-0.0827450980392157,-0.0246743436204514,-0.0842466422466422,0.0463355041644515,-0.0708333333333333,-0.194984507199309,0.296557194442104,0.106248548199768,0.116724738675958,0.440352094419779,0.00542404016257551,0.114285714285714,0.0311761331038439,0.190274884769563,0.21037780966045,0.116666666666667,-0.295483087208632,-0.105149039709709,0.0745262126223931,-0.00212196526670211,0.0426051492367282,0.0343833519135924,-0.111360813099944,0.0670514796840803
"FUS",-0.144285714285714,-0.164285714285714,-0.0425,-0.0313888888888889,-0.2,-0.15,-0.1,0.160020080321285,0.195757575757576,0.0538749795450826,-0.051183970856102,0.0171947592637248,0.00333120786494911,0.00376788908765653,0.00376788908765653,0.426060835560072,-0.0476315789473684,0.15,-0.067927927927928,-0.106666666666667,-0.0668640981406939,-0.0733333333333334,0.17626231185809,0.343451660229087,-0.2,-0.32621359223301,-0.334484268924739,-0.218589743589744,-0.283333333333333,-0.3,-0.191666666666667,-0.175,0.00168690958164642,-0.129757199322417,0.0564313195383176,-0.25,-0.00376788908765653,0.041632821697947,4.66200466200467e-05,0.00307692307692308,0.372665701687927,-0.18972441798127,-0.02,0.0304880668898716,-0.204848484848485,-0.175757575757576,0.08,-0.3777039198314,-0.0719618583891256,0.0162373737373737,-0.0108973692419673,0.0857142857142857,0.068294930875576,0.148131868131868,0.0799649625736582
"SHH",-0.1,0,-0.1,-0.2,-0.2,0,0,0.0942857142857143,0.2,-0.02,-0.1,0.02,0.00769230769230769,0,0,0.360779220779221,-0.075,0,-0.0666666666666667,-0.2,-0.106666666666667,-0.166666666666667,0.153691756272401,0.3,0,-0.25,-0.283333333333333,-0.15,-0.1,-0.2,-0.1,0,0.05,-0.0857142857142857,0.1,-0.1,0,0.0575,0,0.1,0.339693486590038,-0.1,0,0,-0.166666666666667,-0.1,0.2,-0.305128205128205,0,0.08,0.05,0.133333333333333,0.1,0.15,0.133333333333333
"GLI",-0.127771810478577,-0.125730994152047,-0.251284461152882,-0.236998746867168,-0.219047619047619,-0.0888888888888889,-0.1,-0.0888923778606408,-0.116140583554377,-0.125001870026696,-0.153129129129129,0.0464680347277032,0.0917366200469765,0.0943108774727191,0.0943108774727191,0.199003327180437,-0.0785726264189887,0,-0.167807417046194,-0.16,-0.163807417046194,-0.177241379310345,-0.133547506716277,0.181820424452298,-0.1,-0.170706747334437,-0.178174279801969,-0.14644757559853,-0.155483870967742,-0.16036191974823,-0.0366603415559772,-0.0354838709677419,0.217022181358465,-0.122044082125604,0.140143966547192,-0.12,-0.0943108774727191,0.250916913033714,-0.0392857142857143,-0.0535714285714286,0.318597812805436,0.0876466308639484,-0.0285714285714286,0.00420995928735867,0.110426297840091,0.131140583554377,0.256547619047619,-0.145549179206954,0.158268918224306,0.243171586373341,0.143233913637139,0.184436849126061,0.180112524801737,0.129334310478577,0.195629040832776
"SRC",0.0243589743589744,0.0166666666666667,-0.11,-0.135925925925926,-0.1,0.05,0.1,-0.0834815337567631,-0.170238095238095,0.0295210166177908,-0.2578165374677,-0.195616542786354,0.124085409792544,0.13014601585315,0.13014601585315,0.0297069597069597,0.0642436974789916,0,0.080952380952381,0.0666666666666667,0.0682251082251082,0.0666666666666667,-0.00309571920371202,0.0145863936304673,0.2,-0.00647540983606557,-0.0125729708116753,-0.00647540983606557,0.025,0.005,0.005,0.025,-0.0885714285714286,0.0185962004335076,0.15704552261156,0.1,-0.13014601585315,0.0822889964066435,0.205050505050505,0.193939393939394,0.150946327773125,0.164727800934697,0.166666666666667,0.00469330991070122,0.170238095238095,0.175,0.15,0.0197402597402597,0.109399655402539,0.141808278867102,0.0910901467505241,0.151315789473684,0.148613086770982,-0.0076923076923077,0.15917742469381
"SNAI1",-0.188474658869396,-0.186622807017544,-0.144495647721454,-0.148495647721454,-0.152380952380952,-0.170833333333333,-0.133333333333333,-0.0912083984923213,-0.0826373626373626,-0.158274565768035,-0.158554706822211,-0.060020946583788,-0.0563321232529168,-0.0556753088029989,-0.0556753088029989,0.170804789029975,-0.109664346327753,0.145925925925926,-0.0797363356669046,-0.0890756302521009,-0.0817524646991627,-0.0830150241914948,-0.135947973139146,0.173290853204519,-0.12,-0.168001764140378,-0.171174177933481,-0.164660346138405,-0.154034034034034,-0.160964727103341,-0.157530547235297,-0.151189083820663,0.00809421508188555,-0.118051835390807,0.159818886697611,-0.145925925925926,0.0556753088029989,0.258110079192385,0.0654021125030705,0.0667354458364038,0.323054057374642,0.102937381459121,0.0582608695652174,0.00136731241925876,0.0814128728414443,0.0892307692307692,0.155606758832565,-0.0172882645407398,0.126321724829046,0.145583026362231,0.155512839044769,0.20294760197986,0.19815055400938,0.194030214424951,0.209852479222574
"TrCP",-0.186622807017544,-0.170833333333333,-0.155606758832565,-0.144495647721454,-0.119047619047619,-0.133333333333333,-0.133333333333333,-0.0959142808452625,-0.0892307692307692,-0.159111385851717,-0.17008118657299,-0.0654021125030705,-0.0556753088029989,-0.0524934906211807,-0.0524934906211807,0.167021894293133,-0.105471207827117,0.12,-0.0830150241914948,-0.0714285714285714,-0.0797363356669046,-0.0890756302521009,-0.137709631170234,0.171174177933481,-0.1,-0.160964727103341,-0.168001764140378,-0.157530547235297,-0.145925925925926,-0.154034034034034,-0.151189083820663,-0.145925925925926,0.0152640264026403,-0.115021532360504,0.161171900227746,-0.12,0.0524934906211807,0.257589787829222,0.0667354458364038,0.0582608695652174,0.320606856570083,0.107347637869377,0.08,0.00492158715508969,0.0826373626373626,0.1,0.152380952380952,-0.0129978354978355,0.230058379633317,0.148495647721454,0.153913823054609,0.203592763270183,0.20294760197986,0.188474658869396,0.210447717317812
"PAK1",-0.186622807017544,-0.170833333333333,-0.155606758832565,-0.144495647721454,-0.119047619047619,-0.133333333333333,-0.133333333333333,-0.0959142808452625,-0.0892307692307692,-0.159111385851717,-0.17008118657299,-0.0654021125030705,-0.0556753088029989,-0.0524934906211807,-0.0524934906211807,0.167021894293133,-0.105471207827117,0.12,-0.0830150241914948,-0.0714285714285714,-0.0797363356669046,-0.0890756302521009,-0.137709631170234,0.171174177933481,-0.1,-0.160964727103341,-0.168001764140378,-0.157530547235297,-0.145925925925926,-0.154034034034034,-0.151189083820663,-0.145925925925926,0.0152640264026403,-0.115021532360504,0.161171900227746,-0.12,0.0524934906211807,0.257589787829222,0.0667354458364038,0.0582608695652174,0.320606856570083,0.107347637869377,0.08,0.00492158715508969,0.0826373626373626,0.1,0.152380952380952,-0.0129978354978355,0.230058379633317,0.148495647721454,0.153913823054609,0.203592763270183,0.20294760197986,0.188474658869396,0.210447717317812
"LIV1",-0.186622807017544,-0.170833333333333,-0.155606758832565,-0.144495647721454,-0.119047619047619,-0.133333333333333,-0.133333333333333,-0.0959142808452625,-0.0892307692307692,-0.159111385851717,-0.17008118657299,-0.0654021125030705,-0.0556753088029989,-0.0524934906211807,-0.0524934906211807,0.167021894293133,-0.105471207827117,0.12,-0.0830150241914948,-0.0714285714285714,-0.0797363356669046,-0.0890756302521009,-0.137709631170234,0.171174177933481,-0.1,-0.160964727103341,-0.168001764140378,-0.157530547235297,-0.145925925925926,-0.154034034034034,-0.151189083820663,-0.145925925925926,0.0152640264026403,-0.115021532360504,0.161171900227746,-0.12,0.0524934906211807,0.257589787829222,0.0667354458364038,0.0582608695652174,0.320606856570083,0.107347637869377,0.08,0.00492158715508969,0.0826373626373626,0.1,0.152380952380952,-0.0129978354978355,0.230058379633317,0.148495647721454,0.153913823054609,0.203592763270183,0.20294760197986,0.188474658869396,0.210447717317812
"EGR1",-0.186622807017544,-0.170833333333333,-0.155606758832565,-0.144495647721454,-0.119047619047619,-0.133333333333333,-0.133333333333333,-0.0959142808452625,-0.0892307692307692,-0.159111385851717,-0.17008118657299,-0.0654021125030705,-0.0556753088029989,-0.0524934906211807,-0.0524934906211807,0.167021894293133,-0.105471207827117,0.12,-0.0830150241914948,-0.0714285714285714,-0.0797363356669046,-0.0890756302521009,-0.137709631170234,0.171174177933481,-0.1,-0.160964727103341,-0.168001764140378,-0.157530547235297,-0.145925925925926,-0.154034034034034,-0.151189083820663,-0.145925925925926,0.0152640264026403,-0.115021532360504,0.161171900227746,-0.12,0.0524934906211807,0.257589787829222,0.0667354458364038,0.0582608695652174,0.320606856570083,0.107347637869377,0.08,0.00492158715508969,0.0826373626373626,0.1,0.152380952380952,-0.0129978354978355,0.230058379633317,0.148495647721454,0.153913823054609,0.203592763270183,0.20294760197986,0.188474658869396,0.210447717317812
"SMAD",-0.308169934640523,-0.294444444444444,-0.253333333333333,-0.243241590214067,-0.208333333333333,-0.261111111111111,-0.25,-0.185362239910627,-0.159178981937603,-0.144109994562394,-0.16871915367729,-0.0174960635763336,-0.173074839241812,-0.171101155031286,-0.171101155031286,0.0659398424019084,-0.105742613200958,0.0952380952380952,-0.0872377655130035,-0.0761904761904762,-0.0852457336404936,-0.0945003353454058,-0.124960319313565,0.144319657664735,-0.08,-0.136353959765724,-0.143002535071016,-0.120551690515719,-0.125238095238095,-0.133081232492997,-0.117673992673993,-0.111904761904762,0.0151582372079266,-0.0943821818697687,0.161200323417975,-0.108571428571429,0.171101155031286,0.254488975192285,0.0194191404994106,0.0124423963133641,0.291382913235186,0.0740506456844013,0.0285714285714286,0.00340117446568324,0.152036124794745,0.16952380952381,0.258333333333333,0.0937685664377394,0.195875649887747,0.247330809544922,0.15205263761644,0.304479356260178,0.204003165783988,0.308169934640523,0.324922161495954
"Jagged",-0.133333333333333,-0.1,-0.133333333333333,-0.133333333333333,0,0,0,-0.134718614718615,-0.02,-0.174358974358974,-0.183333333333333,-0.0933333333333333,-0.00666666666666667,-0.00666666666666667,-0.00666666666666667,0.0183938223938224,-0.0857142857142857,0,-0.0888888888888889,0,-0.0848888888888889,-0.1,-0.0380720687762941,0.0384815184815185,0,-0.0123076923076923,-0.0395804195804196,-0.0123076923076923,0,-0.02,-0.02,0,0.06,-0.00428571428571428,0.170289855072464,0,0.00666666666666667,0.111052631578947,0.06,0,0.199698340874811,0.154,0.1,0.000606060606060606,0.02,0,0.1,0.0478927203065134,0.258333333333333,0.156410256410256,0.151932367149758,0.183333333333333,0.197619047619048,0.122222222222222,0.0833333333333333
"cfos",-0.170833333333333,-0.133333333333333,-0.152380952380952,-0.155606758832565,-0.133333333333333,-0.133333333333333,-0.1,-0.0965277777777778,-0.1,-0.166293706293706,-0.16352380952381,-0.0667354458364038,-0.0524934906211807,-0.0500544662309368,-0.0500544662309368,0.161457984518696,-0.108229828516773,0.1,-0.0890756302521009,-0.0857142857142857,-0.0830150241914948,-0.0714285714285714,-0.138991682452285,0.168001764140378,-0.1,-0.154034034034034,-0.160964727103341,-0.151189083820663,-0.12,-0.145925925925926,-0.145925925925926,-0.12,0.00833333333333333,-0.111247947454844,0.172425919520351,-0.1,0.0500544662309368,0.257935808590467,0.0582608695652174,0.08,0.315724397257244,0.11604329004329,0.16,0.00187590187590188,0.0892307692307692,0.1,0.119047619047619,-0.00754329004329004,0.22981971614883,0.144495647721454,0.154235366462969,0.193915343915344,0.203592763270183,0.186622807017544,0.201624187906047
"CDC42",-0.170833333333333,-0.133333333333333,-0.152380952380952,-0.155606758832565,-0.133333333333333,-0.133333333333333,-0.1,-0.0965277777777778,-0.1,-0.166293706293706,-0.16352380952381,-0.0667354458364038,-0.0524934906211807,-0.0500544662309368,-0.0500544662309368,0.161457984518696,-0.108229828516773,0.1,-0.0890756302521009,0.0142857142857143,-0.0830150241914948,-0.0714285714285714,-0.138991682452285,0.168001764140378,-0.1,-0.154034034034034,-0.160964727103341,-0.151189083820663,-0.12,-0.145925925925926,-0.145925925925926,-0.12,0.00833333333333333,-0.111247947454844,0.172425919520351,-0.1,0.0500544662309368,0.257935808590467,0.0582608695652174,0.08,0.315724397257244,0.11604329004329,0.06,0.00187590187590188,0.0892307692307692,0.1,0.119047619047619,-0.00754329004329004,0.22981971614883,0.144495647721454,0.154235366462969,0.193915343915344,0.203592763270183,0.186622807017544,0.201624187906047
"IKK",-0.116666666666667,0,0.02,0.0311111111111111,0.1,0.1,0,0.0515120274914089,0.195670995670996,-0.140528233151184,-0.17985347985348,-0.00879365079365079,-0.233176554791544,-0.226134301270417,-0.226134301270417,-0.107612071694596,0.0365945165945166,0.1,0.0777777777777778,0.1,0.0833777777777778,0.0777777777777778,-0.214424997721087,0.14698111443016,-0.1,-0.137948717948718,-0.14529335071708,-0.137948717948718,-0.133333333333333,-0.133333333333333,-0.133333333333333,-0.133333333333333,-0.053781512605042,-0.105238095238095,0.174957393483709,-0.1,0.226134301270417,0.402513557826227,0.00657142857142857,-0.0214285714285714,0.413273047422927,0.107549019607843,0.05,-0.00207357859531773,-0.2004329004329,-0.190909090909091,-0.04,0.23467032967033,0.18084534916596,-0.0173180076628352,0.0952380952380952,0.0583333333333333,0.0652640264026403,0.124774774774775,0.0457172342621259
"NFB",-0.124774774774775,-0.116666666666667,0.0311111111111111,0.0173180076628352,0.04,0,0.1,0.0536703008727039,0.2004329004329,-0.149502592125543,-0.172161172161172,-0.00160410830999067,-0.235166604542788,-0.233176554791544,-0.233176554791544,-0.106615393953732,0.0258375444829628,0.133333333333333,0.0833777777777778,0.0777777777777778,0.075782841068917,0.0777777777777778,-0.21537536730926,0.148157585018395,-0.1,-0.14529335071708,-0.14698111443016,-0.145813886488044,-0.133333333333333,-0.137948717948718,-0.137948717948718,-0.133333333333333,-0.0611499336576736,-0.107365754812563,0.178405669345778,-0.133333333333333,0.233176554791544,0.40684742620504,0.00879365079365079,0.00657142857142857,0.416525079943252,0.107866479925303,-0.0214285714285714,-0.0108349079004537,-0.201078061723223,-0.195670995670996,-0.02,0.235062486533075,0.18057137656322,-0.0149083691086184,0.107881773399015,0.0652640264026403,0.0648922791907443,0.14033033033033,0.052860091404983
"NOTCHic",-0.166666666666667,-0.122222222222222,-0.156410256410256,-0.168174962292609,-0.133333333333333,-0.133333333333333,-0.1,-0.125594258574391,-0.123225806451613,-0.186112252649407,-0.177432712215321,-0.0833333333333333,-0.017304205040337,-0.0168115942028986,-0.0168115942028986,0.0238642273782461,-0.102369980250165,0.02,-0.0945663082437276,-0.0888888888888889,-0.0939293655685684,-0.0848888888888889,-0.0448454298629205,0.0483210573505012,0,-0.0384815184815185,-0.0454202939917226,-0.0363546131288067,-0.0123076923076923,-0.0395804195804196,-0.0395804195804196,-0.0123076923076923,0.0291387559808612,-0.016707097933513,0.184363929146538,-0.02,0.0168115942028986,0.125283476809397,0.0719047619047619,0.0933333333333333,0.213446472057812,0.147412216181644,0.06,-0.00276305582663964,0.115331069609508,0.02,0.133333333333333,0.0441737120420506,0.25501221001221,0.160648080572179,0.164524959742351,0.200952380952381,0.210304898937992,0.173643410852713,0.109687848383501
"STAT",-0.134285714285714,-0.12,-0.171666666666667,-0.178643410852713,-0.15,-0.1,-0.1,-0.107559733920479,-0.108585055643879,-0.203371943371943,-0.287284610814023,-0.0640101201771031,0.0341356955915213,0.0378670388751034,0.0378670388751034,-0.0850934989992765,-0.0572515337423313,-0.0428571428571429,-0.0613935406698565,-0.0590909090909091,-0.0560795310080207,-0.0403409090909091,-0.0191090142796421,-0.00709373128948408,0.1,0.0101648351648352,0.0117421222310812,0.0119747899159664,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0970443349753694,0.0256637480166892,0.197373139680832,0.0428571428571429,-0.0378670388751034,0.0931503566903095,0.0607843137254902,0.0666666666666667,0.0939720769582858,0.235799957164275,0.0666666666666667,-0.010891700687213,0.109555929430287,0.105882352941176,0.125,0.132839341344014,0.279266724059351,0.177758455100501,0.173489331181639,0.20780998389694,0.219304236770504,0.156319612590799,0.215333333333333
"ERK",-0.341727145403616,-0.324080086580087,-0.227256830601093,-0.23706075216972,-0.206666666666667,-0.308928571428571,-0.271428571428571,-0.18607759946399,-0.0360565225528729,-0.226838992450814,-0.223637293828479,0.00720201151128341,-0.278669597729004,-0.275699300699301,-0.275699300699301,-0.296346735259203,-0.124301383611728,0.0233333333333333,-0.111447217539038,-0.104761904761905,-0.111447217539038,-0.101958166444148,-0.238822693611782,0.0390538557708324,-0.0333333333333333,-0.0380836988108985,-0.0375260779930546,-0.0323252186410081,-0.0319163292847503,-0.0368114341798552,-0.0320745920745921,-0.0271794871794872,-0.0115025427646787,-0.0216067085918892,0.231864830023937,-0.0280701754385965,0.275699300699301,0.361600564432832,-0.00970897529958425,0.0936243580337491,0.424758510717385,0.271990455448479,0.0872413793103448,-0.0282029917051524,0.0346714810016264,0.0294871794871795,0.202666666666667,0.366321704889158,0.429824118252955,0.23754384395716,0.203227452020434,0.273789858013223,0.281996544943314,0.356406044486185,0.270421125070255
"ILK",-0.329411764705882,-0.3,-0.166666666666667,-0.197435897435897,-0.1,-0.3,-0.2,-0.191140350877193,0.00961538461538461,-0.34177440206852,-0.238815789473684,0.001689856270377,-0.219172626460298,-0.2164329004329,-0.2164329004329,-0.467269670442304,-0.2208524970964,-0.1,-0.229411764705882,-0.2,-0.243232902917264,-0.229411764705882,-0.167916310738937,-0.202450295258111,0.1,0.185522110739502,0.193996687010688,0.185522110739502,0.155555555555556,0.168599033816425,0.168599033816425,0.155555555555556,0.227692307692308,0.122095238095238,0.250174870571433,0.1,0.2164329004329,0.15421959671605,-0.0131652661064426,-0.019047619047619,-0.0975297479359715,0.211822738123522,-0.0333333333333333,-0.0375417891811334,0.003287841191067,-0.025,0.15,0.438660413660414,0.375535426731079,0.216880341880342,0.164187156141974,0.193429371748699,0.207029371748699,0.331975867269985,0.184599603134564
"AKT",-0.331975867269985,-0.329411764705882,-0.197435897435897,-0.216880341880342,-0.15,-0.3,-0.3,-0.201736377367259,-0.003287841191067,-0.357302352379079,-0.251636302294197,-0.000841789299243252,-0.222787084291623,-0.219172626460298,-0.219172626460298,-0.478932201459674,-0.219348737697903,-0.155555555555556,-0.243232902917264,-0.229411764705882,-0.245347706542642,-0.229411764705882,-0.176988685866358,-0.206604141411957,0.1,0.193996687010688,0.202450295258111,0.195019317443413,0.168599033816425,0.185522110739502,0.185522110739502,0.168599033816425,0.22991452991453,0.122456248925563,0.26318856920157,0.155555555555556,0.219172626460298,0.161340808837262,-0.001689856270377,-0.0131652661064426,-0.0998413057249163,0.224360964423216,-0.019047619047619,-0.0327289549565345,0.0118244265569207,-0.00961538461538461,0.166666666666667,0.45277331688622,0.392828659813786,0.231617183985605,0.168981676689919,0.207029371748699,0.222180886900215,0.251167786461904,0.198885317420279
"Csn",-0.270833333333333,-0.241666666666667,-0.188311688311688,-0.206591258204161,-0.142857142857143,-0.225,-0.1,-0.171411872060281,0.006998556998557,-0.371944665931209,-0.253774330244918,-0.0435281385281385,-0.273353043887351,-0.268554579395989,-0.268554579395989,-0.44152207473256,-0.168158751388134,-0.1,-0.17384406638138,-0.159090909090909,-0.173605402896893,-0.154613297150611,-0.197593659207146,-0.11269201291262,0.0666666666666667,0.108653095139177,0.112511616039499,0.110329951034374,0.103448275862069,0.104653095139177,0.104653095139177,0.103448275862069,0.167902686498328,0.0819262472458294,0.267644334160463,0.1,0.268554579395989,0.26351971714253,0.0351948051948052,0.0390909090909091,0.0884487960335979,0.325255571139162,0.03,-0.0230975861433107,-0.00411394161394162,-0.0186868686868687,0.142857142857143,0.538544260194618,0.446828577788019,0.213148635253342,0.194395368072787,0.226697722567288,0.243407234135411,0.292433333333333,0.22358803986711
"DSH",-0.27,-0.245,-0.211471861471861,-0.237278313084765,-0.15,-0.22,-0.2,-0.214276986693197,0.00973389355742297,-0.419565434565435,-0.30724212014903,-0.0245234000032762,-0.277696282898496,-0.27181392995732,-0.27181392995732,-0.521806379801888,-0.153047939412688,-0.15,-0.173333333333333,-0.153333333333333,-0.175772357723577,-0.153333333333333,-0.231716934702651,-0.202707516847529,0.1,0.190008962804362,0.199056581851981,0.191186299081036,0.165789473684211,0.180075187969925,0.180075187969925,0.165789473684211,0.205469327420547,0.11919215707264,0.323627043281379,0.15,0.27181392995732,0.265835245670156,0.0162527233115468,0.0125490196078431,-0.0220819837865704,0.37806782287383,0.00666666666666667,-0.037509854644001,-0.000642984466513879,-0.0273809523809524,0.159090909090909,0.588596881689929,0.497981366459627,0.252615736397648,0.21312529834079,0.244411006897423,0.264411006897423,0.294137931034483,0.234883854480719
"GSK3",-0.294137931034483,-0.27,-0.237278313084765,-0.252615736397648,-0.159090909090909,-0.245,-0.22,-0.227561658226044,0.000642984466513879,-0.435354908249645,-0.326326089614679,-0.0302052181850944,-0.281267711469925,-0.277696282898496,-0.277696282898496,-0.530788415730031,-0.156397221709339,-0.165789473684211,-0.175772357723577,-0.153333333333333,-0.180644152595372,-0.173333333333333,-0.238701903756585,-0.206852253689634,0.15,0.199056581851981,0.202707516847529,0.200620261345187,0.180075187969925,0.190008962804362,0.191186299081036,0.180075187969925,0.218027466955431,0.124214988122868,0.330016344915852,0.165789473684211,0.277696282898496,0.272914600296432,0.0245234000032762,0.0162527233115468,-0.0223408276174591,0.390743879211859,0.0125490196078431,-0.0380960211152788,0.00585052202699261,-0.00973389355742297,0.211471861471861,0.501908029776452,0.513817468342241,0.269362147880902,0.226052490019839,0.264411006897423,0.276854785008367,0.304394341290893,0.253914996349231
